[00:00:01.593 --> 00:00:04.204]  You're listening to The Alex Jones Show!
[03:10:30.871 --> 03:10:31.792]  It's absolutely terrible.
[03:10:32.392 --> 03:10:35.035]  And it's hit an eight-year low according to these polls.
[03:10:36.021 --> 03:10:37.202]  People are tired of it.
[03:10:37.842 --> 03:10:40.264]  But gee, we're still letting it happen, aren't we?
[03:10:40.304 --> 03:10:44.026]  We're still sitting there, and we're in this abusive relationship.
[03:10:44.627 --> 03:10:50.470]  And I believe it's because not only is the government abusive, but the mainstream media is controlling.
[03:10:51.331 --> 03:10:57.215]  And what happens is, most Americans, as we see from these polls, are fed up and tired of it.
[03:10:58.103 --> 03:11:02.245]  But they don't get to express themselves and they feel like they are kind of the minority.
[03:11:02.845 --> 03:11:04.166]  And then we have things like this happen.
[03:11:04.526 --> 03:11:04.906]  D.C.
[03:11:04.966 --> 03:11:12.390]  issues one million dollars worth of parking tickets after a blizzard to cars that are stuck in two feet of snow.
[03:11:12.410 --> 03:11:13.451]  OK, I'm from Philadelphia.
[03:11:13.491 --> 03:11:16.752]  I know what this is like when it is a real serious snowstorm.
[03:11:17.233 --> 03:11:21.555]  You don't just say, oh, well, gee, I'm going to go get my car from wherever I am.
[03:11:21.615 --> 03:11:27.738]  If you're downtown, let me just go get the car and and go out in two feet of snow and get out of that area where I'm not supposed to park.
[03:11:28.078 --> 03:11:33.091]  Right, because how it'll work is you'll be able to park there and then by the next morning or something if you're still there you get a fine.
[03:11:33.934 --> 03:11:36.380]  Obviously, in a rational system...
[03:11:37.250 --> 03:11:42.692]  Where we're not run by mentally ill people, they would say, well, gee, you can't move your car in two feet of snow.
[03:11:42.752 --> 03:11:43.673]  But that's not what happened.
[03:11:44.193 --> 03:11:44.513]  D.C.'
[03:11:44.493 --> 03:11:50.436]  's snow emergency will remain in effect through Wednesday, and the city wants drivers to know it's serious about enforcing parking bans.
[03:11:50.856 --> 03:11:53.997]  The district has issued 1,078,000 worth of parking tickets and $65,000 of fines so far.
[03:11:54.017 --> 03:11:55.358]  It's even towed 656 cars at owner's expense.
[03:12:03.049 --> 03:12:11.196]  Visitors face $250 tickets, $100 tow tickets, and $25 per day fee until they pick up their vehicles, which you can't do because it's so snowed in.
[03:12:11.336 --> 03:12:12.116]  No one can even leave.
[03:12:12.857 --> 03:12:18.602]  But many drivers say they simply couldn't move their cars from emergency routes after the blizzard dropped two feet of snow in the district.
[03:12:19.042 --> 03:12:22.925]  Quote, they gave me a $250 ticket just for being snowed in.
[03:12:23.045 --> 03:12:25.167]  I couldn't get no help, Danielle Smith said.
[03:12:26.648 --> 03:12:30.652]  And then people wonder why we don't trust the government.
[03:12:31.656 --> 03:12:32.916]  And think it's a complete joke.
[03:12:33.577 --> 03:12:34.417]  Because it is.
[03:12:34.937 --> 03:12:35.997]  It's completely absurd.
[03:12:36.037 --> 03:12:37.097]  It's completely insane.
[03:12:37.598 --> 03:12:43.839]  And I'll push that a step farther, because that's kind of a silly thing, with the million dollars in fines for not moving your car when it's under two feet of snow.
[03:12:44.759 --> 03:12:45.740]  That's kind of the silly thing.
[03:12:46.660 --> 03:12:47.200]  Push it further.
[03:12:47.220 --> 03:12:49.321]  Let's talk about this for just a minute.
[03:12:49.421 --> 03:12:53.242]  Michigan cities beyond Flint have concerning lead water levels, data shows.
[03:12:53.902 --> 03:12:57.643]  And this is a story from Michigan Live that expands into something much bigger.
[03:12:58.314 --> 03:13:04.555]  All eyes are fixed on Flint as the crisis over lead in the city's drinking water supply has unfolded at an accelerated pace.
[03:13:05.355 --> 03:13:15.117]  But Flint is not the only municipal or private water supply in Michigan where the drinking water is tested at or above levels that researchers and public health officials consider to be the threshold.
[03:13:15.837 --> 03:13:23.559]  Goes on to say their environmental quality records show that a bunch of different water supplies are exceeding the federal limit on lead and copper.
[03:13:23.579 --> 03:13:24.519]  Well, gee.
[03:13:25.623 --> 03:13:33.009]  Remember, I guess a few weeks ago it was now, when I was here last time and I was able to join you guys, and we spoke about how it's not just Flint.
[03:13:33.769 --> 03:13:46.299]  And I mentioned that water supplies around the United States have lead levels that, according to the World Health Organization statistics, and looking at the levels from different research pieces, are already affecting children.
[03:13:46.959 --> 03:13:48.761]  And some of the effects were devastating.
[03:13:49.815 --> 03:13:56.096]  It's making them antisocial, crushing their intelligence, even at low levels, and the worst part is you aren't going to see the symptoms.
[03:13:57.596 --> 03:13:59.897]  But, is the government making a big deal about that?
[03:14:00.357 --> 03:14:00.857]  Of course not.
[03:14:01.977 --> 03:14:02.497]  Of course not.
[03:14:02.637 --> 03:14:06.178]  And this is one of the pieces I mentioned weeks ago from Vox.
[03:14:06.278 --> 03:14:07.078]  It's not just Flint.
[03:14:07.278 --> 03:14:10.839]  Every major American city has hazardous amounts of lead hurting kids.
[03:14:11.259 --> 03:14:17.680]  The story of Flint, Michigan's children being poisoned by lead-contaminated drinking water has rightly shocked and scandalized the nation.
[03:14:18.180 --> 03:14:24.261]  But while the situation in Flint is certainly an extreme case, the problem is much more widespread than people realize.
[03:14:24.662 --> 03:14:32.743]  Children in essentially every city in America are being exposed to hazardous levels of toxic lead, and very little is being done about it.
[03:14:33.384 --> 03:14:38.845]  At the most severe levels, lead attacks the brain and central nervous system to cause coma, convulsions, and even death.
[03:14:39.565 --> 03:14:43.886]  Now, it's not that bad throughout the country, obviously, there's not excessive levels where you're getting that.
[03:14:45.211 --> 03:14:55.713]  But, it goes on to say, at least mild versions of these impacts are felt at even low levels of lead exposure that cause no obvious symptoms and are previously considered safe.
[03:14:56.313 --> 03:15:05.895]  Okay, and it goes on to talk about resulting in reduced IQ, behavioral changes, shortening of attention span, and increased antisocial behavior and reduced educational attainment.
[03:15:06.795 --> 03:15:10.196]  Alright, and then we wonder why we don't trust the government.
[03:15:10.316 --> 03:15:14.797]  The mainstream media wonders, why aren't they trusting the government and coming to them for help?
[03:15:16.138 --> 03:15:21.039]  We can't even have a water supply unless we freak out about one city that's being addressed.
[03:15:21.420 --> 03:15:27.941]  Not even getting into the sodium fluoride, and the antibiotics in the water supply, the other pharmaceutical drugs, not even getting into that.
[03:15:28.422 --> 03:15:29.642]  Just the lead issue alone.
[03:15:30.682 --> 03:15:31.403]  And they ask why.
[03:15:31.423 --> 03:15:32.343]  And how about this?
[03:15:33.464 --> 03:15:34.024]  Walmart.
[03:15:34.784 --> 03:15:43.126]  We talked last time also about Walmart and the truth about Walmart and how it's really the epitome of everything that makes America terrible.
[03:15:43.846 --> 03:15:51.228]  Everything that pulls us down, everything that pulls down the hard-working people that actually want to help others and build the economy.
[03:15:51.308 --> 03:15:55.749]  Walmart is kind of like a big fat leech that just sucks the blood out of everybody.
[03:15:56.169 --> 03:15:59.209]  Not just a certain class of people, just kind of sucks the blood out of a city, right?
[03:15:59.970 --> 03:16:00.810]  But what happens
[03:16:01.730 --> 03:16:03.751]  When Walmart goes away from certain towns.
[03:16:04.831 --> 03:16:09.152]  Well, Walmart shutdown creates new food deserts according to Associated Press.
[03:16:09.572 --> 03:16:13.293]  This is such a powerful article if you really read it.
[03:16:14.634 --> 03:16:16.174]  We'll put it up on Infowars.com.
[03:16:16.214 --> 03:16:21.616]  If you really read this article, it shows you just how much we've been swallowed by Walmart.
[03:16:22.674 --> 03:16:37.342]  Walmart's decision to shut down 150 stores across the country means that starting Thursday, residents without cars in a neighborhood near historically black college outside Alabama will have to cross dangerous roadways on foot to get fresh produce and meat.
[03:16:37.922 --> 03:16:43.866]  Come Friday, folks in Coal Hill, Arkansas will need to drive 15 miles to get to the nearest supermarket and pharmacy.
[03:16:44.446 --> 03:16:50.067]  Low-income neighborhoods of Wichita State University in Kansas will be losing quick access to fresh groceries.
[03:16:50.407 --> 03:16:53.448]  So these people actually can't get fresh real food.
[03:16:53.468 --> 03:16:58.408]  They could probably buy a Snickers bar at a gas station, but they can't actually buy food.
[03:16:58.628 --> 03:17:03.389]  And what's more sad is Walmart was their only source of real food, so-called real food.
[03:17:03.849 --> 03:17:12.171]  The store closings by the world's largest retailer are creating three new food deserts in these neighborhoods with nearly 15,000 residents, according to AP.
[03:17:13.391 --> 03:17:20.313]  One of them is in Fairfield, Alabama, a hard luck suburb of 11,000, about 8 miles west of Birmingham.
[03:17:20.714 --> 03:17:28.976]  The Walmart there sits on a highway marked by a dreary swath of abandoned commercial buildings, fast food restaurants, payday lending businesses, and gas stations.
[03:17:29.336 --> 03:17:37.219]  By late last week, it was already out of fresh food, and shoppers who picked over the remaining items also worried the store shutdown could affect competitive prices.
[03:17:37.579 --> 03:17:42.361]  That gives the stores the opportunity to raise their prices, but you don't have anywhere else to go, according to a local.
[03:17:42.941 --> 03:17:45.584]  Look, Walmart is a huge leech.
[03:17:45.925 --> 03:17:49.249]  And look what happens when even they shut down, which in my view is a good thing.
[03:17:49.609 --> 03:17:51.672]  It just shows how controlling they were over these towns.
[03:17:51.972 --> 03:17:55.437]  The only place they had to go was Walmart for fresh food, for real food.
[03:17:55.797 --> 03:17:57.779]  That's the only place they had to go.
[03:17:58.916 --> 03:17:59.196]  All right.
[03:17:59.717 --> 03:18:03.642]  And look, it's essential to support real operations and real businesses.
[03:18:04.303 --> 03:18:10.231]  And that's why at Infowarslife.com, DNA Force is 25% off right now.
[03:18:10.251 --> 03:18:11.913]  25% off the original price.
[03:18:12.814 --> 03:18:14.717]  As far as I'm concerned and aware, this is
[03:18:15.177 --> 03:18:18.638]  An unprecedented sale, and it's your opportunity to try DNA Force.
[03:18:18.658 --> 03:18:19.318]  $4.20% off.
[03:18:19.398 --> 03:18:22.959]  And also, Survival Shield X2, Supermail Vitality, Brain Force, you name it.
[03:18:23.059 --> 03:18:25.740]  It's all at InfoWarsLife.com.
[03:18:25.780 --> 03:18:33.062]  Support a real operation that isn't Walmart sucking away the blood of the middle class, lower class, upper class, the whole country itself.
[03:18:34.042 --> 03:18:43.245]  Now, we're going to come and talk about some more stories here, including a woman who says she's a cat trapped in the wrong body and hisses at dogs.
[03:18:44.660 --> 03:18:57.188]  And coming up again at the bottom of the hour though, Alex Jones is going to come back in studio and speak with Roger Stone on what's happening tonight with Donald Trump, the debates, bunch of insider information you won't be hearing anywhere else.
[03:18:58.009 --> 03:19:00.090]  But let's crack into a few stories here.
[03:19:00.411 --> 03:19:03.593]  So this came across my desk and I thought this was interesting.
[03:19:04.193 --> 03:19:08.636]  Intelligent people are genetically predisposed to be healthier, experts find.
[03:19:09.036 --> 03:19:13.780]  University of Edinburgh suggests that gene variants linked to thinking skills are also linked to health.
[03:19:14.600 --> 03:19:23.508]  For the first time, scientists have shown that the intelligence is linked to good health, so those blessed with brains are also less likely to become sick, develop disease, or die early.
[03:19:24.009 --> 03:19:25.550]  The reason, they say, is down to genes.
[03:19:25.570 --> 03:19:31.656]  An international team, led by the university, discovered the gene variants make people smart also protect them against illness.
[03:19:32.654 --> 03:19:38.780]  What I would like to see is that if that means it's lifestyle changes or it's just a genetic thing that protects you from being sick.
[03:19:39.080 --> 03:19:45.527]  I also think that super intelligent people sometimes totally forego their body and don't care because they're so dedicated to something that they end up getting sick.
[03:19:46.792 --> 03:19:52.557]  Well, we'll be right back with covering more news and talking more about the interview that's coming up with Roger Stone, Alex Jones again.
[03:19:52.577 --> 03:20:02.805]  We'll be here at the bottom of the hour and don't forget the live coverage with Alex and the InfoWars crew starting tonight at 7 Central Standard Time for the debate and Donald Trump's event as well.
[03:20:02.885 --> 03:20:03.366]  We'll be right back.
[03:20:10.832 --> 03:20:12.815]  Are you sneezing, coughing, and aching?
[03:20:12.835 --> 03:20:16.280]  Do you have a sore throat, a fever, or the sniffles?
[03:20:16.760 --> 03:20:22.108]  There's no reason to be sick this cold and flu season with immune system support from Supernatural Silver.
[03:20:22.608 --> 03:20:27.035]  Supernatural Silver can give your body the help it needs to fight off harmful pathogens.
[03:20:27.375 --> 03:20:29.197]  Without hurting beneficial gut flora.
[03:20:29.637 --> 03:20:31.839]  And without leaving behind resistant bacteria.
[03:20:32.440 --> 03:20:34.642]  Antibiotics can damage good microflora.
[03:20:34.962 --> 03:20:38.325]  And often leave behind bacteria which can cause problems later on.
[03:20:38.746 --> 03:20:41.969]  If you're sick of being sick, try Supernatural Silver.
[03:20:42.149 --> 03:20:43.330]  Supernatural Silver.
[03:20:43.530 --> 03:20:50.512]  The number one choice of thousands for a safe and effective way to protect against the many diseases and illnesses that we are facing today.
[03:20:50.872 --> 03:20:57.694]  Go to SupernaturalSilver.com, read our customer reviews, and see the life-changing results that people are having.
[03:20:58.034 --> 03:21:00.034]  That's SupernaturalSilver.com.
[03:21:00.355 --> 03:21:02.075]  SupernaturalSilver.com.
[03:21:02.515 --> 03:21:05.796]  Use the promo code PROTECTED for 20% off your entire order.
[03:21:06.316 --> 03:21:07.436]  And like us on Facebook.
[03:21:07.857 --> 03:21:09.057]  SupernaturalSilver.
[03:21:10.526 --> 03:21:13.192]  The following statements have not been evaluated by the FDA.
[03:21:13.252 --> 03:21:16.740]  This product is not intended to diagnose, treat, cure, or prevent any disease.
[03:21:17.958 --> 03:21:21.119]  Something shocking just happened in a Coast Guard unit in San Diego.
[03:21:21.440 --> 03:21:26.522]  The old guys in the unit have turned the tables and are now destroying the young bucks in head-to-head fitness tests.
[03:21:26.882 --> 03:21:28.103]  How is this even possible?
[03:21:28.363 --> 03:21:35.686]  Turns out, the old guys in this unit have been part of a special test group for a doctor-formulated fountain of youth drink called Patriot Power Greens.
[03:21:35.906 --> 03:21:43.329]  Patriot Power Greens has been so effective for many of the older soldiers that it's made their achy joints, stiff muscles, and lack of energy a thing of the past.
[03:21:43.549 --> 03:21:46.751]  Previously, this drink was only available to elite military units.
[03:21:47.031 --> 03:21:54.458]  But for a limited time, the creator of Patriot Power Greens has set aside a small number of free samples specifically for our conservative friends.
[03:21:54.838 --> 03:21:57.560]  All they ask is that you chip in a few bucks to cover shipping.
[03:21:58.021 --> 03:22:02.084]  To claim your free samples of Patriot Power Greens, go to Greens75.com.
[03:22:02.144 --> 03:22:02.825]  That's Greens75.com.
[03:22:02.845 --> 03:22:03.245]  Greens75.com.
[03:22:09.315 --> 03:22:12.298]  Don't complain about your cable bill going up and up and up.
[03:22:12.418 --> 03:22:13.479]  Do something about it.
[03:22:13.639 --> 03:22:16.081]  Grab a pencil and jot down this special number.
[03:22:16.101 --> 03:22:22.047]  1-855-905-MY-TV The more cable TV rates go up, the better digital satellite TV looks.
[03:22:22.467 --> 03:22:28.052]  Say goodbye to the cable guy and get more of your favorite channels in 100% digital quality for less money.
[03:22:28.172 --> 03:22:28.593]  Call 1-855-905-MY-TV
[03:22:31.135 --> 03:22:34.858]  Sign up for packages starting as low as $19.99, and there's no equipment to buy.
[03:22:34.918 --> 03:22:39.782]  You get free HDTV upgrade, a free DVR upgrade, and free professional installation.
[03:22:39.983 --> 03:22:42.345]  You control what you watch, when you watch it.
[03:22:42.625 --> 03:22:47.249]  Record your favorite shows, pause and rewind live TV, even skip the commercials.
[03:22:47.589 --> 03:22:48.890]  Watch local channels, too.
[03:22:49.090 --> 03:22:51.552]  At just $19.99, what are you waiting for?
[03:22:51.732 --> 03:22:53.573]  Pull out your major credit or debit card.
[03:22:53.674 --> 03:22:56.956]  Call 1-855-905-MY-TV.
[03:22:56.976 --> 03:22:58.517]  1-855-905-MY-TV.
[03:22:59.017 --> 03:23:00.659]  Say goodbye to the cable guy.
[03:23:00.859 --> 03:23:02.400]  Cut costs and get more.
[03:23:02.420 --> 03:23:02.960]  1-855-905-MY-TV.
[03:23:02.980 --> 03:23:03.181]  1-855-905-MY-TV.
[03:23:09.321 --> 03:23:12.486]  Winter has just begun, and are you already tired of being cold?
[03:23:12.906 --> 03:23:14.729]  How would you like to never be cold again?
[03:23:14.749 --> 03:23:21.399]  This is Dale with Fortress Clothing, and I'm here to tell you, you will never be cold again with Fortress.
[03:23:22.136 --> 03:23:31.464]  If you're tired of freezing your butt off, elk hunting, sitting in a tree stand deer hunting, winter camping, fishing, ice fishing, no longer fear the cold.
[03:23:32.024 --> 03:23:35.427]  If you snowmobile, ski, snowboard, get Fortress.
[03:23:36.047 --> 03:23:42.172]  Sledding with the kids, shoveling the walks, shopping, or if you or your spouse get cold feet at home, get Fortress.
[03:23:42.673 --> 03:23:51.060]  If you're stuck outside working in the cold or find yourself in an emergency situation, get our winter bug out bag and you will never be cold again.
[03:23:51.540 --> 03:23:55.442]  Fortress is the answer, so quit complaining and go to FortressClothing.com.
[03:23:55.702 --> 03:23:58.443]  It's a mid-layer garment that goes with anything you want to wear.
[03:23:58.903 --> 03:24:02.544]  Enter coupon code RADIO and get 20% off any item.
[03:24:02.985 --> 03:24:04.865]  Go now while we still have inventory.
[03:24:05.265 --> 03:24:06.206]  FortressClothing.com.
[03:24:18.180 --> 03:24:18.680]  We're back.
[03:24:18.900 --> 03:24:19.861]  I'm Anthony Gucciardi.
[03:24:19.901 --> 03:24:21.742]  This is the Alex Jones Show.
[03:24:21.802 --> 03:24:29.006]  It's the fourth hour and next segment Alex is coming back in studio with a very special interview with Roger Stone.
[03:24:29.407 --> 03:24:37.932]  He's going to cover everything that's happening tonight with Trump, some insider information, the debates, and of course he'll be back again at 7 p.m.
[03:24:38.072 --> 03:24:43.275]  Central Standard Time with the whole InfoWars crew to cover the debates and Trump's event all in one.
[03:24:43.775 --> 03:24:48.460]  That will be available at InfoWars.com forward slash show or just go to InfoWars.com.
[03:24:48.820 --> 03:24:51.243]  So you know we're talking about people hating the government.
[03:24:51.343 --> 03:24:54.866]  CBS says hatred towards the government is an all-time high.
[03:24:54.906 --> 03:24:55.907]  People hate the TSA.
[03:24:55.927 --> 03:24:57.309]  People hate everything about the government.
[03:24:57.549 --> 03:24:57.989]  It's horrible.
[03:24:58.029 --> 03:24:59.951]  It's horrible dealing with the United States government.
[03:25:00.732 --> 03:25:02.212]  Oftentimes, they simply cannot be trusted.
[03:25:02.832 --> 03:25:03.653]  Or pretty much every time.
[03:25:04.253 --> 03:25:07.153]  And it reminds me of two key videos I wanted to share with you.
[03:25:07.793 --> 03:25:11.774]  One of which, you know, we've always been told, we're going to get the troops out of Afghanistan.
[03:25:11.794 --> 03:25:12.915]  We're going to bring them home.
[03:25:13.235 --> 03:25:14.295]  We're going to bring them all home.
[03:25:14.935 --> 03:25:16.815]  But, of course, that never happened.
[03:25:16.895 --> 03:25:18.776]  And in fact, report, U.S.
[03:25:18.816 --> 03:25:20.796]  troops may stay in Afghanistan for decades.
[03:25:20.876 --> 03:25:24.257]  Apparently, he says, what we've learned is that you can't really ever leave.
[03:25:24.277 --> 03:25:24.857]  Let's play that video.
[03:25:25.976 --> 03:25:34.823]  It's really a striking reversal for President Obama who staked his presidency in part on ending the wars in Iraq and Afghanistan.
[03:25:34.863 --> 03:25:39.687]  And it was only in 2014 that we had him stand in the Rose Garden and promise to bring the U.S.
[03:25:39.727 --> 03:25:42.209]  military role in Afghanistan to an end.
[03:25:42.630 --> 03:25:44.411]  And since then there's been a series of reversals.
[03:25:44.451 --> 03:25:44.831]  Thank you.
[03:26:11.892 --> 03:26:14.694]  And, of course, we're probably never coming back, right?
[03:26:15.194 --> 03:26:26.402]  And it also reminds me of this one video where we were told, again, that Hillary Clinton would never use any form of unclassified system to transfer classified information.
[03:26:26.882 --> 03:26:30.845]  But according to this video, actually she used a BlackBerry to communicate classified information.
[03:26:30.865 --> 03:26:31.625]  Let's go to this video.
[03:26:33.506 --> 03:26:36.729]  Now, I must say, since the last time I was here,
[03:26:38.056 --> 03:26:41.217]  Uh, over a dozen years ago, things have changed.
[03:26:41.737 --> 03:26:44.638]  When I first came to the department, we had wangs.
[03:26:47.519 --> 03:26:48.740]  Now we have blackberries.
[03:26:49.500 --> 03:26:52.561]  And it has changed the way diplomacy is done.
[03:26:54.037 --> 03:26:59.622]  Things appear on your blackberries that would never be on an unclassified system, but you're out traveling.
[03:26:59.642 --> 03:27:01.323]  You're trying to negotiate something.
[03:27:01.664 --> 03:27:03.545]  You want to communicate with people.
[03:27:03.605 --> 03:27:04.906]  It's the fastest way to do it.
[03:27:04.966 --> 03:27:14.674]  My favorite story about this is at the UN General Assembly two years ago, Secretary Clinton was at the EU, it was then EU 27 meeting,
[03:27:16.816 --> 03:27:19.657]  Uh, where all the foreign ministers were arrayed along a long table.
[03:27:19.697 --> 03:27:20.877]  She was on one side of the table.
[03:27:20.897 --> 03:27:24.717]  Kathy Ashton was on the other side of the table, the High Representative for the European Union.
[03:27:25.458 --> 03:27:30.978]  Uh, they were trying to, during that UN General Assembly, negotiate a quartet statement for Middle East peace.
[03:27:31.699 --> 03:27:45.781]  And so they sat there as they were having the meeting with their Blackberries, uh, transferring language back and forth between them and between their aides to multitask in a, quite a new fashion, uh, to have the meeting and at the same time be working on the quartet statement.
[03:27:46.638 --> 03:27:50.061]  So time and time again, we're lied to and told you're safe, everything's fine.
[03:27:50.361 --> 03:27:51.742]  We're going to bring the troops home.
[03:27:51.802 --> 03:27:53.784]  We would never use an unclassified system.
[03:27:54.104 --> 03:27:55.045]  That would be terrible.
[03:27:55.265 --> 03:27:57.607]  That would be against everything we stand for.
[03:27:57.667 --> 03:27:59.449]  But over and over and over again, we're lied to.
[03:27:59.629 --> 03:28:06.975]  Just like I mentioned earlier, a million dollars in fines put out to everyone in DC for parking their car in two feet of snow, unable to move it.
[03:28:07.055 --> 03:28:10.297]  But hey, you're still illegally parked, so we're going to ticket you anyway.
[03:28:10.658 --> 03:28:11.679]  And the quotes in there say, well,
[03:28:12.579 --> 03:28:13.920]  My car had two feet of snow.
[03:28:13.980 --> 03:28:15.641]  We're unable to move it.
[03:28:15.661 --> 03:28:19.964]  We're unable to get on the roads because they're completely blocked off because of government advisories.
[03:28:20.444 --> 03:28:21.605]  But they say, it doesn't matter.
[03:28:21.625 --> 03:28:23.005]  We're going to take your money anyway.
[03:28:23.526 --> 03:28:38.234]  And by the way, Flint, Michigan, oh, that's a totally crazy, off-the-wall, outlandish example, when in reality there's lead levels across the United States and other contaminants in the water we don't have to get into that are hitting the kids with no symptoms, reducing their IQ.
[03:28:39.315 --> 03:28:42.878]  So it's no surprise that we don't trust the United States government.
[03:28:43.118 --> 03:28:54.526]  Let's hit some news before Alex comes back again in this next segment coming up with Roger Stone to detail a lot more information on what's happening with Trump tonight, give you the full scoop as well as the debates.
[03:28:54.966 --> 03:29:04.593]  So the Zika virus is spreading explosively according to the World Health Organization and this is really a tragedy because this is essentially a virus that if you get it
[03:29:05.273 --> 03:29:06.855]  It's not that big of a deal.
[03:29:06.895 --> 03:29:08.457]  You have some flu-like symptoms.
[03:29:08.898 --> 03:29:12.642]  But of course, if you're pregnant, the cranium of the child is super, super small.
[03:29:13.183 --> 03:29:18.970]  And they have developmental disorders and birth defects that are pretty much really tragic.
[03:29:19.391 --> 03:29:23.235]  And it says it can expand to about a million and 1.4 million people.
[03:29:25.438 --> 03:29:27.621]  Here's a little bit of a relief article, though.
[03:29:28.181 --> 03:29:30.724]  Some similar ones we've posted up at Infowars.com.
[03:29:31.125 --> 03:29:33.267]  Woman says she has a cat trapped in the wrong body.
[03:29:33.327 --> 03:29:36.551]  She hisses at dogs, hates water, and claims she can even see better at night.
[03:29:36.871 --> 03:29:37.192]  Who knows?
[03:29:37.212 --> 03:29:37.812]  Maybe she's true.
[03:29:38.533 --> 03:29:39.234]  Want to feel better?
[03:29:39.274 --> 03:29:42.698]  Move to Hawaii, Alaska, and your next insurance agent will be a robot.
[03:29:44.580 --> 03:29:46.621]  All right, Alex is coming back in this next segment.
[03:29:46.681 --> 03:29:47.562]  Hang on a couple minutes.
[03:29:47.682 --> 03:29:52.905]  And he's joined with Roger Stone to give the full details on the Trump event tonight, as well as the debate.
[03:29:52.945 --> 03:29:53.705]  We'll be right back.
[03:29:53.785 --> 03:29:54.606]  I'm Anthony Gucciardi.
[03:29:54.626 --> 03:29:56.487]  This is the fourth hour of the Alex Jones Show.
[03:29:59.128 --> 03:30:00.009]  We're on the march.
[03:30:00.509 --> 03:30:02.130]  The empire's on the run.
[03:30:03.050 --> 03:30:05.752]  Alex Jones and the GCN Radio Network.
[03:30:10.751 --> 03:30:20.654]  Join us this Thursday, January 28th as InfoWars.com and InfoWars Nightly News bring you another installment of Political Science Theater 3K.
[03:30:20.754 --> 03:30:27.016]  If you have freedom of speech, like any free market, you do not use the government to shut down portions of it.
[03:30:27.236 --> 03:30:34.981]  Join David Knight, Jakari Jackson, Leigh-Anne McAdoo, and the rest of the crew as we crash through the lies and propaganda in real time.
[03:30:35.101 --> 03:30:42.685]  When we see the 8-year-old boy scout who can't fly a plane because he has the same name as some suspected terrorist, when he turns 16, he's not going to be able to get a driver's license.
[03:30:42.705 --> 03:30:43.906]  He's not going to be able to get a job.
[03:30:43.926 --> 03:30:45.087]  He's not going to be able to get a college loan.
[03:30:45.367 --> 03:30:47.569]  Infowars.com, there's a war on for your mind!
[03:31:10.020 --> 03:31:11.900]  Make the choice for health and vitality.
[03:31:12.060 --> 03:31:16.901]  Get InfoWars Life Winter Sun, a revolutionary type of vitamin D3.
[03:31:17.161 --> 03:31:21.682]  Winter Sun is a premium quality vitamin D3 nutritional supplement.
[03:31:21.982 --> 03:31:27.503]  Although there are many vitamin D3 supplements on the market, most are vitamin D2, which is inferior to vitamin D3.
[03:31:27.543 --> 03:31:33.884]  This need prompted our research journey to create the most powerful vitamin D3 product on the market.
[03:31:33.904 --> 03:31:38.865]  The research and development took over two years, but the result, as verified by independent laboratories,
[03:31:39.125 --> 03:31:42.047]  is the best vegan vitamin D3 product in the world.
[03:31:42.407 --> 03:31:47.070]  Read the facts at InfoWarsLife.com about Winter Sun Vitamin D3.
[03:31:47.391 --> 03:31:54.175]  Winter Sun Vitamin D3 supports the immune system, organ health, bone health, nervous system support.
[03:31:54.335 --> 03:31:59.018]  Vitamin D supports our memory and brain function, something the globalists are targeting.
[03:31:59.559 --> 03:32:03.201]  Now is the time to secure your high-quality supply of vitamin D3.
[03:32:03.581 --> 03:32:06.283]  Visit InfoWars.com today or call 888-253-3139.
[03:32:09.825 --> 03:32:10.726]  Hey, how you doing, Alex?
[03:32:10.766 --> 03:32:11.186]  Good, brother.
[03:32:11.346 --> 03:32:13.107]  Just recently started using your products.
[03:32:13.127 --> 03:32:14.848]  Everything you said about them is correct.
[03:32:15.008 --> 03:32:19.030]  Me and my wife both use a lot of them, and it's made a lot of changes in our lives here.
[03:32:19.050 --> 03:32:21.631]  Well, thank you, brother, because it also funds our operation.
[03:32:21.671 --> 03:32:23.892]  But doing that, I know I've got to have the highest quality.
[03:32:24.092 --> 03:32:31.956]  Super Mill Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[03:32:32.276 --> 03:32:35.379]  We do the super male and the super female vitality.
[03:32:35.499 --> 03:32:37.001]  Big changes, a lot of energy.
[03:32:37.041 --> 03:32:39.903]  We've gotten off of the cheap energy drinks, energy shots.
[03:32:39.923 --> 03:32:41.445]  Saving a ton of money there.
[03:32:41.725 --> 03:32:47.090]  Sourced from powerful organic herbs harvested around the planet and then concentrated
[03:32:47.130 --> 03:32:47.891]  We're good to go.
[03:33:17.520 --> 03:33:21.001]  Resistance to tyrants is obedience to God.
[03:33:21.541 --> 03:33:23.261]  It's Alex Jones.
[03:33:23.281 --> 03:33:34.424]  The poets tell how Poncho fell and left his living in a cheap hotel.
[03:33:35.504 --> 03:33:42.225]  The desert's quiet, Cleveland's cold, and so the story ends, we're told.
[03:33:43.346 --> 03:33:44.906]  Poncho needs your prayers,
[03:33:47.600 --> 03:33:49.903]  He only did what he had to do.
[03:33:50.063 --> 03:33:51.505]  And now he's grown old.
[03:34:08.673 --> 03:34:10.495]  Ladies and gentlemen, we are back live.
[03:34:10.595 --> 03:34:12.576]  Anthony Gucciardi is sitting in studio with me.
[03:34:12.616 --> 03:34:13.597]  He was just co-hosting.
