[00:00:16.280 --> 00:00:18.282]  Ladies and gentlemen, wow!
[03:09:35.663 --> 03:09:43.011]  We see the Democrats, who've been heavily connected to the Democrat Party, now seeing that they're being jettisoned in favor of the Muslims.
[03:09:43.051 --> 03:09:44.713]  That's what the Obama administration is doing.
[03:09:45.153 --> 03:09:51.300]  They're burning down a very important, what has been a very important part of their party, because they frankly don't need the Jews anymore.
[03:09:51.340 --> 03:09:52.101]  They've got the Muslims.
[03:09:52.641 --> 03:09:59.370]  Muslims have a lot of money, and the Muslims have a lot of bodies that Obama is very rapidly bringing into this country.
[03:09:59.991 --> 03:10:03.175]  But there's another aspect of this as well, and that's the Hollywood aspect.
[03:10:03.255 --> 03:10:06.999]  Think about how solid Hollywood has been behind the Democrat Party.
[03:10:08.070 --> 03:10:09.091]  I don't want to go back 100 years.
[03:10:09.771 --> 03:10:14.914]  To a case, the United States versus motion picture film, The Spirit of 76.
[03:10:15.494 --> 03:10:17.455]  Doesn't that sound like a civil asset forfeiture case?
[03:10:17.475 --> 03:10:21.818]  The United States versus a vehicle or a Learjet.
[03:10:22.658 --> 03:10:24.539]  That's what we see with civil asset forfeiture.
[03:10:24.559 --> 03:10:25.900]  This was the U.S.
[03:10:25.940 --> 03:10:28.702]  going against a motion picture film and the film
[03:10:29.542 --> 03:10:30.083]  We're good to go.
[03:10:45.509 --> 03:10:49.392]  The British look bad was going to be hammered.
[03:10:49.793 --> 03:10:53.656]  And so we have this case, the espionage case of producer Robert Goldstein.
[03:10:53.996 --> 03:10:59.421]  And if you go back and look at this, this is one of the earliest prosecutions for the Espionage Act of 1917.
[03:11:00.121 --> 03:11:01.763]  And remember that it was Barack Obama.
[03:11:02.463 --> 03:11:17.450]  Who has prosecuted, should say persecuted, but he has prosecuted and persecuted more journalists, more whistleblowers under the Espionage Act of 1917 than all the previous presidents of the last 100 years combined.
[03:11:17.930 --> 03:11:21.832]  Think about where this is going as we look at this move against
[03:11:22.981 --> 03:11:23.582]  Free press.
[03:11:23.862 --> 03:11:25.643]  Understand, and this is the facts of the case.
[03:11:25.663 --> 03:11:29.707]  Let me just lay this out for you because this is very important for you to understand where these people are.
[03:11:29.727 --> 03:11:32.549]  And I'm talking to you, people in Hollywood.
[03:11:33.070 --> 03:11:35.692]  All of you who think that the Democrats are your friend.
[03:11:36.133 --> 03:11:42.258]  Who think that the fake news thing is something that is a response to this election.
[03:11:42.578 --> 03:11:43.759]  It has a very long history.
[03:11:44.560 --> 03:11:47.803]  This was a film that was created and it premiered in Chicago in May of 1917.
[03:11:48.543 --> 03:11:52.887]  And when it premiered, they went in and they got the head of Chicago's police censorship board.
[03:11:52.947 --> 03:11:56.390]  So they started out with brute force censorship, right in your face.
[03:11:57.111 --> 03:12:02.215]  And they confiscated this and said, no, it portrays the British in a negative light and we don't want that because we want to go to war.
[03:12:02.515 --> 03:12:04.317]  And the American people already don't want war.
[03:12:04.377 --> 03:12:06.038]  So we're trying to sell this war to them.
[03:12:06.318 --> 03:12:10.162]  So we're going to stop this information that you've got coming out here.
[03:12:12.072 --> 03:12:13.393]  They confiscated the film.
[03:12:13.433 --> 03:12:19.217]  The film resurfaced in LA with the deleted scenes that they objected to inserted back in.
[03:12:19.237 --> 03:12:24.861]  So then they began a criminal prosecution against a guy who, interestingly enough, was called Goldstein.
[03:12:25.842 --> 03:12:28.104]  Goldstein, like in 1984, remember?
[03:12:28.164 --> 03:12:30.285]  It was Goldstein who got his two minutes of hate.
[03:12:30.325 --> 03:12:37.671]  Now, I'm sure that that was a reference really to Trotsky, the internal fights within the Communist Party that Orwell was referring to, but I think it's
[03:12:37.671 --> 03:12:39.592]  It's kind of interesting that he used that name.
[03:12:39.652 --> 03:12:41.492]  Perhaps it's a coincidence, perhaps not.
[03:12:42.053 --> 03:12:51.416]  What they wound up doing was convicting him for aiding and abetting the German enemy because he made a movie about the American Revolution that showed the British in a negative light.
[03:12:52.369 --> 03:12:54.931]  He was charged in federal court with violating the Espionage Act.
[03:12:55.611 --> 03:12:58.353]  They said that the film was seditious on its face.
[03:12:58.613 --> 03:12:59.714]  This is where we're headed, folks.
[03:13:00.074 --> 03:13:01.995]  Understand, this has not changed.
[03:13:02.095 --> 03:13:03.056]  It has accelerated.
[03:13:03.116 --> 03:13:09.260]  As I pointed out, Barack Obama has used this same act more than all the other presidents combined in the last 100 years.
[03:13:10.461 --> 03:13:17.904]  So I said it was seditious on his act that said he tried to incite riots, he was trying to cause insubordination, disloyalty and mutiny by U.S.
[03:13:18.084 --> 03:13:18.564]  soldiers.
[03:13:18.905 --> 03:13:20.205]  He was sentenced to 10 years.
[03:13:20.245 --> 03:13:22.266]  He received a massive fine.
[03:13:22.786 --> 03:13:27.648]  He later had his prison sentence commuted to three years by Woodrow Wilson.
[03:13:28.088 --> 03:13:34.011]  They also talked about throughout the entire trial saying that he was actually a German spy, not the Russian
[03:13:34.821 --> 03:13:36.101]  That's the narrative that we're hearing now.
[03:13:36.201 --> 03:13:37.702]  But he was a German spy.
[03:13:38.482 --> 03:13:39.302]  It doesn't matter.
[03:13:39.323 --> 03:13:40.723]  It's all the same thing.
[03:13:41.743 --> 03:13:44.284]  Now, why could they do this, you ask?
[03:13:44.324 --> 03:13:49.966]  Well, it was our beloved Supreme Court that said at the time that motion pictures did not deserve First Amendment protection.
[03:13:50.646 --> 03:13:52.047]  And that was not reversed until 1952.
[03:13:52.607 --> 03:13:58.049]  So all of you people who are saying that the Supreme Court, whatever their opinion is at the moment, is law.
[03:13:58.888 --> 03:13:59.669]  That's not true.
[03:13:59.749 --> 03:14:07.776]  And you should look at this case very carefully and understand how they can say at one point in time that you have free speech in one area, like motion pictures.
[03:14:08.097 --> 03:14:09.097]  Hollywood, are you listening?
[03:14:09.738 --> 03:14:12.340]  And then at a later date they can say you don't have it or whatever.
[03:14:12.360 --> 03:14:21.369]  They can change at will because these are nine politically appointed judges who should not be standing over our Constitution.
[03:14:21.649 --> 03:14:23.130]  They gave that power to themselves.
[03:14:25.032 --> 03:14:28.358]  A Supreme Court decision, and of course Thomas Jefferson opposed that as well.
[03:14:28.618 --> 03:14:34.207]  But then they got more subtle during World War I. Okay, we had Edward Bernays, the father of propaganda.
[03:14:34.949 --> 03:14:37.633]  The guy who talked about engineering consent.
[03:14:38.888 --> 03:14:41.349]  And they got very subtle about how they were going to do this.
[03:14:41.389 --> 03:14:43.771]  They made it a psychological operation.
[03:14:44.351 --> 03:14:53.376]  So the very first PSYOPs of the modern age we had as part of World War I, trying to shape public opinion to get us to support a war.
[03:14:53.436 --> 03:15:02.221]  And then after the war, Edward Bernays became the father of modern public relations, because propaganda at that point in time had been associated with Goebbels.
[03:15:02.961 --> 03:15:06.744]  And many Americans think that it was Goebbels and the Nazis who created propaganda.
[03:15:06.784 --> 03:15:08.805]  No, they learned it from Edward Bernays.
[03:15:09.386 --> 03:15:10.927]  And then what did he do post-war?
[03:15:11.507 --> 03:15:15.711]  Well, what they talked about post-war was things like selling cigarettes to people.
[03:15:15.791 --> 03:15:18.553]  And, of course, this is post-World War I we're still talking about.
[03:15:19.488 --> 03:15:20.108]  Very powerful.
[03:15:20.488 --> 03:15:22.469]  The way that he sold cigarettes to people.
[03:15:23.269 --> 03:15:36.835]  He had publicity campaigns telling women that they need to overcome their resistance to cigarette smoking by understanding, having a demonstration at the 1929 Easter Parade, he had fashionable young women flaunt their torches of freedom.
[03:15:37.035 --> 03:15:37.175]  See?
[03:15:38.355 --> 03:15:43.440]  We even saw that with Virginia Slims in my lifetime, telling people, oh yeah, you've come a long way, baby.
[03:15:43.961 --> 03:15:46.984]  You can get cancer as quickly as the men can, okay?
[03:15:47.004 --> 03:15:52.609]  He promoted lucky strikes by convincing women that the forced green hue of the cigarette pack was among the most fashionable of colors.
[03:15:52.990 --> 03:16:01.198]  I'm reading from an article here by The Conversation, taking a look at the progress of propaganda into public relations, okay?
[03:16:01.954 --> 03:16:09.239]  And, interestingly enough, as he was selling these cigarettes, telling people that they were soothing to the throat, that they were slimming to the waistline, okay?
[03:16:09.259 --> 03:16:13.562]  He would, at home, his wife wanted to smoke because she was watching his propaganda.
[03:16:14.082 --> 03:16:19.986]  And he would grab the cigarettes out of her hand and break them in half and throw them into the toilet.
[03:16:20.466 --> 03:16:21.067]  See, he knew that.
[03:16:21.747 --> 03:16:23.249]  But he would do a lot of other things, okay?
[03:16:23.269 --> 03:16:25.131]  He would tell people to sell Dixie cups.
[03:16:25.711 --> 03:16:27.353]  He would create a propaganda campaign.
[03:16:27.473 --> 03:16:29.035]  I'm sorry, public relations.
[03:16:29.155 --> 03:16:29.956]  Okay, that's what he calls it.
[03:16:29.976 --> 03:16:36.503]  He would create a propaganda campaign to tell people, hey, regular glasses and cups in your home aren't sanitary.
[03:16:36.563 --> 03:16:41.488]  You need to use Dixie cups because that's, disposable cups are the only things that are sanitary.
[03:16:41.548 --> 03:16:44.171]  So this is the way they manipulated public opinion.
[03:16:45.322 --> 03:16:55.270]  Now, let's fast forward to the 1970s when we found out that our government, the NSA, the CIA, were spying on Americans, just as we learned yet again with the Snowden revelations.
[03:16:55.811 --> 03:17:03.237]  We had the Frank Church hearings, we had the Pike hearings in the House, and they took a close look at that and said, hey, we need to make sure that isn't going to happen.
[03:17:03.277 --> 03:17:07.200]  And they said, don't worry, we're only going to do it to foreign governments.
[03:17:07.280 --> 03:17:10.943]  It's going to be the Foreign Intelligence Surveillance Act, and that's going to constrain
[03:17:11.744 --> 03:17:13.005]  The CIA and the NSA.
[03:17:13.025 --> 03:17:13.826]  Yeah, right.
[03:17:14.346 --> 03:17:15.067]  So what did they do?
[03:17:15.908 --> 03:17:20.672]  They used the FISA Act to create dragnet surveillance of everyone.
[03:17:21.352 --> 03:17:22.453]  That's precisely what they did.
[03:17:22.814 --> 03:17:24.355]  They used it as a rubber stamp.
[03:17:24.395 --> 03:17:30.701]  The very thing that was supposed to prohibit them from dragnet surveillance of American citizens, they used to rubber stamp
[03:17:31.261 --> 03:17:34.504]  They're search warrants for Mr. and Mrs. Verizon, as Rand Paul talks about it.
[03:17:34.804 --> 03:17:39.148]  You have one FISA judge, as they say, in the so-called FISA court.
[03:17:39.508 --> 03:17:40.849]  There's no argument back and forth.
[03:17:41.249 --> 03:17:51.118]  We're not allowed to know what the FISA court has decided, and yet they say that that FISA court, just like the Supreme Court, can amend our constitutional rights.
[03:17:52.039 --> 03:17:54.320]  They can get a search warrant against everyone.
[03:17:54.680 --> 03:18:07.303]  And now we're seeing this with Facebook and other issues because they passed another act, the CISA Act, that takes away the ability of citizens to sue these organizations like Facebook and Google who turn over this information to the federal government.
[03:18:07.323 --> 03:18:09.563]  That's what they wanted to shut down all along.
[03:18:09.583 --> 03:18:19.866]  A witness has reported, interestingly enough, for the first time back in May 2012, that congressmen were seeking to lift a propaganda ban after World War II with the Cold War.
[03:18:20.680 --> 03:18:33.232]  They created the Voice of America and Radio Free Europe and they said, but with the Smith-Munt Act, we are going to make sure that they don't broadcast in America because we don't want the American government propagandizing American citizens.
[03:18:33.272 --> 03:18:35.174]  Well, that was being repealed in May of 2012.
[03:18:35.414 --> 03:18:37.937]  One of the first people to tell us about it was Michael Hastings.
[03:18:38.277 --> 03:18:40.698]  Remember the guy that was being pursued by the FBI?
[03:18:40.738 --> 03:18:49.121]  He told his friends and the government, various intelligence agencies, and then he wound up dying in a very suspicious car explosion that I believe was an assassination.
[03:18:49.141 --> 03:18:50.322]  We called that from the very beginning.
[03:18:50.602 --> 03:18:52.362]  I still stand by that assessment.
[03:18:52.683 --> 03:18:54.683]  I believe he was murdered by the American government.
[03:18:55.364 --> 03:19:03.567]  This is a guy who told us back in 2012 an amendment that would legalize the use of propaganda on American audiences is being inserted into the latest defense authorization bill.
[03:19:04.307 --> 03:19:06.308]  Hey, things haven't changed very much, have they?
[03:19:07.199 --> 03:19:09.641]  We now see that this has happened as of this last Friday.
[03:19:10.382 --> 03:19:21.133]  And of course, it was at the beginning of the month, Thursday, I think it was, December the 8th, that we had Hillary Clinton, interestingly, come out and say that we had reached an epidemic of fake news.
[03:19:21.834 --> 03:19:30.622]  And then they inserted this bill that had bipartisan support, was put out there by Portman this summer, that was originally titled, Countering the Information War.
[03:19:31.543 --> 03:19:31.883]  Okay?
[03:19:32.444 --> 03:19:38.129]  They put this into the NDAA the very next day, that Friday.
[03:19:38.469 --> 03:19:42.493]  Passed it through Congress with heavy Republican support, I'll add.
[03:19:43.013 --> 03:19:45.736]  Because it's not just Obama that is taking away your freedom.
[03:19:45.996 --> 03:19:47.157]  It is also the Republicans.
[03:19:47.678 --> 03:19:51.001]  And we need to understand as we look at this, as this is going to play out,
[03:19:51.681 --> 03:19:58.169]  This has been envisioned as a partnership with the State Department, the very institute that Hillary Clinton was running.
[03:19:58.189 --> 03:20:01.593]  It's going to be a partnership between the State Department and the Pentagon.
[03:20:02.313 --> 03:20:08.761]  What is the position of the new Secretary of State, the new Secretary of Defense on this?
[03:20:08.801 --> 03:20:10.603]  Because they were the ones who could shut it down.
[03:20:10.843 --> 03:20:15.048]  Men, give your body the support it needs with InfoWars Life Prostagard.
[03:20:15.588 --> 03:20:19.472]  It's time to start assisting the body in regulating proper prostate balance.
[03:20:20.013 --> 03:20:30.644]  InfoWars Life has set out to bring you formulations that are not only the highest quality out there, but formulas that you can use on a daily basis to give your body the natural herbs and extracts that our experts recommend.
[03:20:31.224 --> 03:20:38.986]  The Prostagard formula does just that, with its mixture of plant-based nutrients and antioxidants that help give your body total support.
[03:20:39.186 --> 03:20:48.188]  It's a hand-selected blend of saw palmetto, lycopene, plant sterols, zinc, vitamin D3, selenium, and copper.
[03:20:48.548 --> 03:20:58.810]  Prostagard is something that the men on the InfoWars crew take every day, and from our research, it's something that men should really be adding to their daily regimen in order to keep their body going at optimal levels.
[03:20:59.311 --> 03:21:02.438]  Now's the time to start naturally supporting your body.
[03:21:02.758 --> 03:21:06.968]  Get Prostagard on your side today exclusively at InfoWarsLife.com.
[03:21:07.389 --> 03:21:08.512]  That's InfoWarsLife.com.
[03:21:14.497 --> 03:21:24.346]  So Sheriff Joe Arpaio and Mike Zullo, former New Jersey detective in Mergen County, for several years heading up the cold case posse, on the birth certificate.
[03:21:24.366 --> 03:21:25.567]  His phone is a $3 bill.
[03:21:26.828 --> 03:21:28.790]  And it just shows the fraud.
[03:21:28.830 --> 03:21:30.692]  I mean, we don't know what's going on exactly.
[03:21:31.292 --> 03:21:33.714]  The point is, is that he says he's from Kenya.
[03:21:35.353 --> 03:21:36.334]  Then he wouldn't be eligible.
[03:21:36.915 --> 03:21:38.978]  And then he looks like, he says we're crazy.
[03:21:39.259 --> 03:21:41.242]  He won't give us a birth certificate for four years.
[03:21:41.282 --> 03:21:42.584]  When he does, it's fake.
[03:21:42.964 --> 03:21:48.773]  Before we get into the actual evidence, I mean, just your personal gut view of it, why would he say it is fake?
[03:21:50.258 --> 03:21:58.642]  You know, I don't know, Alex.
[03:21:58.802 --> 03:22:03.765]  I got my opinion, but let me say from the beginning, I said I could care less where he is from.
[03:22:03.865 --> 03:22:05.386]  I stick with that.
[03:22:06.186 --> 03:22:12.009]  I said we are investigating the forged fraudulent government document.
[03:22:12.149 --> 03:22:13.590]  I said that from day one.
[03:22:13.650 --> 03:22:15.091]  I continue to say that.
[03:22:16.211 --> 03:22:22.853]  And I said from day one, show the birth certificate or a microfiche, and we'll all go home.
[03:22:23.213 --> 03:22:24.313]  That's never happened.
[03:22:24.533 --> 03:22:31.094]  You guys had some of the top forensics labs in the country, and as the detective points out, a lot of these headed up by liberals who didn't want this to be true.
[03:22:31.534 --> 03:22:35.875]  And watching your press conference the other day that we covered live, it looks really, really conclusive.
[03:22:36.035 --> 03:22:43.417]  Yeah, we, I think, like the sheriff just said, we put the nail in the coffin with this document, you know, last Thursday.
[03:22:44.638 --> 03:22:46.960]  We have nine points of verified forgery.
[03:22:46.980 --> 03:22:58.590]  The lead detective on the cold case posse, Mike Zullo, who was appointed by Sheriff Arpaio, where's the best place for people to go to see the sheriff's investigation for themselves?
[03:22:58.630 --> 03:23:02.013]  Well, Alex, right now the best place is CarlGallops.com.
[03:23:02.093 --> 03:23:06.657]  He is creating a page that is housing all the information, all the videos.
[03:23:07.677 --> 03:23:13.061]  Because we know that's going to be able to stay up after Sheriff Arpaio leaves office in January.
[03:23:13.561 --> 03:23:15.763]  So we don't want it anywhere where they can take it down.
[03:23:16.423 --> 03:23:18.825]  So CarlGallups.com is where it can be found right now.
[03:23:19.185 --> 03:23:25.529]  As a former fed and as somebody that's been involved in these prosecutions, involved in all these cases, what would you do if you were the president?
[03:23:25.549 --> 03:23:28.170]  Well, I think I would do what he's doing.
[03:23:28.230 --> 03:23:32.833]  He has a great Attorney General, by the way, to come in that appointment.
[03:23:32.853 --> 03:23:34.835]  So he's making some great choices.
[03:23:35.695 --> 03:23:37.336]  Great choices he's making.
[03:23:37.996 --> 03:23:48.521]  I do wish somebody would look into the birth certificate though, whether it's criminal or take it before Congress and let the people understand what's really going on.
[03:23:48.561 --> 03:23:54.904]  So we're going to submit this before I leave office, at least to Congress, and get it out of my hands.
[03:23:55.004 --> 03:23:56.945]  We did our job for five years.
[03:23:57.525 --> 03:24:00.367]  Not much more I can do, but just by chance, luck.
[03:24:01.307 --> 03:24:19.623]  And the hard work with Mike, we were able to conclude this.
[03:24:19.643 --> 03:24:21.044]  Welcome back to the Alex Jones Show.
[03:24:21.104 --> 03:24:21.764]  I'm David Knight.
[03:24:21.825 --> 03:24:24.607]  We'll be joining the next segment with Owen Shroyer and Ashley Beckford.
[03:24:25.196 --> 03:24:30.099]  We're going to be talking again about this movement to censor the truth.
[03:24:30.179 --> 03:24:35.582]  And as we look at how this is progressing, I had a very interesting thing that I got in the mail sent today.
[03:24:36.480 --> 03:24:43.905]  And it was from a listener who sent a note to us along with a check and said, thank you so much and the entire staff for all of your hard work.
[03:24:44.486 --> 03:24:53.452]  I'm enclosing not only a donation, they just sent a check to us, not only a donation but also magazines from the nation, the Sierra Club, and the Southern Poverty Law Center.
[03:24:53.492 --> 03:25:02.298]  And here's the magazine that they sent here, Southern Poverty Report, and their donation card from the Southern Poverty Law Center.
[03:25:02.978 --> 03:25:03.259]  I don't
[03:25:20.282 --> 03:25:23.423]  Interestingly enough, it was Morris Dees who defended the Klan.
[03:25:23.443 --> 03:25:28.824]  That was his only involvement in the civil rights movement, was to defend the Ku Klux Klan.
[03:25:29.124 --> 03:25:37.927]  And then he dropped out and got back in when it was all finished in the 1970s because he got a massive mailing list working as a PR guy.
[03:25:38.287 --> 03:25:39.747]  We were just talking about public relations.
[03:25:40.148 --> 03:25:43.028]  That's how he got back in and got in and switched sides then.
[03:25:43.088 --> 03:25:45.029]  Went from the Ku Klux Klan to the Democrats.
[03:25:45.769 --> 03:25:47.931]  And became the Southern Poverty Law Center.
[03:25:47.951 --> 03:25:51.834]  But I think it's interesting, and the reason I mention this, was because we're having an effect.
[03:25:52.954 --> 03:26:00.560]  Here's someone who is on the far left, listening to this false narrative that the Southern Poverty Law Center puts out there about racism.
[03:26:01.701 --> 03:26:07.285]  And listening to the Sierra Club, to the nation, and saying, I can't even read these places anymore now that you've woken me up.
[03:26:08.317 --> 03:26:12.000]  And so we really appreciate that, and the person who sent that, that's for you.
[03:26:12.020 --> 03:26:15.143]  I'm not going to say who it was, but we appreciate that support.
[03:26:15.643 --> 03:26:20.968]  What we try to do here is to offer you products, and that's why we have set up the InfoWars Live Store.
[03:26:21.569 --> 03:26:26.593]  We want to, we need the support to maintain our independence, but we also want to offer you something.
[03:26:26.633 --> 03:26:31.938]  We don't solicit direct donations, we accept direct donations, and we're grateful for that when it happens.
[03:26:32.498 --> 03:26:41.023]  But we want to offer you products that will help you to survive, help you and your family to improve your health, to improve your survivability, your preparedness.
[03:26:41.383 --> 03:26:42.644]  And so that's what we're offering here.
[03:26:42.684 --> 03:26:51.709]  And I think it's interesting as we looked over the last few days, the articles are breaking about how the left is now prepping and the right is saying, hey, we're fine.
[03:26:51.769 --> 03:26:52.470]  Everything's fine.
[03:26:52.510 --> 03:26:53.250]  Donald Trump is there.
[03:26:53.270 --> 03:26:53.671]  You know what?
[03:26:54.331 --> 03:26:58.774]  In this case, the people on the left are acting a bit more wisely than the people on the right.
[03:26:59.537 --> 03:27:05.143]  Because you don't know, even if Donald Trump does everything perfectly, there could be a natural disaster.
[03:27:05.183 --> 03:27:06.604]  There could be an engineered disaster.
[03:27:06.644 --> 03:27:11.349]  You need to prepare for your future and not go back to sleep.
[03:27:11.729 --> 03:27:13.150]  Don't rest on your laurels.
[03:27:13.190 --> 03:27:14.632]  This is a fight that is going to continue.
[03:27:14.652 --> 03:27:19.116]  We're going to talk about that in the next segment, what Obama has signaled that he's going to do.
[03:27:19.196 --> 03:27:20.497]  I was talking about Woodrow Wilson.
[03:27:20.698 --> 03:27:23.540]  You know, Woodrow Wilson, the globalist, was the only president
[03:27:24.241 --> 03:27:26.442]  To remain in Washington after leaving.
[03:27:27.222 --> 03:27:29.483]  And now Barack Obama is going to be the next one.
[03:27:29.943 --> 03:27:32.464]  Because he's not finished with his globalist agenda.
[03:27:32.924 --> 03:27:36.105]  But going back to what we have, of course, we've extended the Christmas Super Sale.
[03:27:36.365 --> 03:27:38.626]  We've extended it through January the 1st.
[03:27:39.386 --> 03:27:42.967]  Just like many people, continue the Christmas tradition until January the 1st, the New Year.
[03:27:43.247 --> 03:27:46.789]  We're extending our 2016 Christmas Super Sale throughout this week.
[03:27:46.969 --> 03:27:51.510]  And everything at InfoWire's Life Store is available for free shipping.
[03:27:52.010 --> 03:27:53.291]  That is a huge savings.
[03:27:53.311 --> 03:27:57.612]  And of course, we've had discounts of 25 to 50% across the board.
[03:27:57.632 --> 03:27:59.353]  We've had a lot of products that have sold out.
[03:28:00.293 --> 03:28:05.435]  But you can still find a lot of these, like Supermail at 30% off, Rainforce at 33% off, Secret 12.
[03:28:06.155 --> 03:28:07.496]  All these are discounted heavily.
[03:28:08.513 --> 03:28:09.874]  In addition to free shipping.
[03:28:10.534 --> 03:28:12.395]  And so take a look at what we have.
[03:28:12.435 --> 03:28:19.420]  We've already sold out of colloidal silver and fluoride-free toothpaste, DNA Force, Child Ease, Biome Defense, 50 probiotic.
[03:28:19.780 --> 03:28:25.123]  We still have a lot of items that are available at discounts of 25 to 50% off.
[03:28:25.203 --> 03:28:29.426]  And again, everything is free shipping through January the 1st.
[03:28:30.146 --> 03:28:37.771]  Now in the short period of time that we got left in this break, and we're going to talk about this more in the next segment with Owen and Ashley,
[03:28:38.442 --> 03:28:45.031]  But let's not forget that it was five, six years ago that everybody was talking about Cass Sunstein.
[03:28:45.612 --> 03:28:47.534]  And remember what we were saying about Cass Sunstein?
[03:28:48.035 --> 03:28:51.780]  This was the regulation czar in the Obama administration.
[03:28:52.688 --> 03:28:54.909]  And he was pushing this idea of nudging.
[03:28:54.929 --> 03:29:04.974]  He wrote a book called Nudge, Why We Nudge, saying, hey, we can manipulate people's opinions and do it in a way that is good for them and good for society.
[03:29:05.575 --> 03:29:08.256]  That is precisely now what we see at Facebook.
[03:29:08.596 --> 03:29:13.259]  It is Cass Sunstein's page, you know, Why We Nudge, our nudge in chief.
[03:29:13.279 --> 03:29:14.219]  There you go, right there.
[03:29:14.239 --> 03:29:16.240]  New York Times and these others.
[03:29:16.621 --> 03:29:17.161]  Why We Nudge.
[03:29:17.521 --> 03:29:19.142]  And remember that he also wrote another book.
[03:29:19.562 --> 03:29:23.485]  It's called Conspiracy Theories and Other Dangerous Ideas.
[03:29:24.166 --> 03:29:36.416]  They say that Cass Sunstein, and this is going back to 2014, he said, this is the Atlantic, saying that he had collected 11 of his most controversial articles on subjects as diverse as conspiracy theories,
[03:29:36.856 --> 03:29:45.299]  Climate change, same-sex marriage, animal rights, new progressivism, and one volume, conspiracy theories and other dangerous ideas.
[03:29:45.359 --> 03:29:52.282]  He favors soft government interventions like warnings and default rules over outright bans on dangerous behavior.
[03:29:52.602 --> 03:29:56.463]  See, rather than having the overt censorship, they're gonna come at you with a nudge.
[03:29:56.864 --> 03:29:57.804]  It's gonna be a pretty hard nudge.
[03:29:57.824 --> 03:29:58.684]  Stay with us, we'll be right back.
[03:29:59.124 --> 03:30:00.025]  We're on the march.
[03:30:00.525 --> 03:30:02.126]  The empire's on the run.
[03:30:03.046 --> 03:30:05.727]  Alex Jones and the GCN Radio Network.
[03:30:10.936 --> 03:30:12.757]  I'm gonna lay it out short and sweet.
[03:30:14.439 --> 03:30:20.083]  I got so dedicated to fighting the globalists and their program for world government that I stopped working out.
[03:30:20.803 --> 03:30:24.686]  I was a total fitness nut 20 years ago.
[03:30:25.538 --> 03:30:27.861]  About 15 years ago, I just stopped working out.
[03:30:27.961 --> 03:30:29.123]  I gained close to 100 pounds.
[03:30:29.804 --> 03:30:32.367]  I have lost 50, 60 pounds of fat.
[03:30:33.328 --> 03:30:33.668]  Or more.
[03:30:33.769 --> 03:30:35.691]  I've gained 20 pounds of muscle.
[03:30:36.192 --> 03:30:37.674]  I'm stronger than I was when I was 22.
[03:30:37.774 --> 03:30:40.717]  When I could bench press close to 400 pounds and squat 600.
[03:30:40.757 --> 03:30:41.338]  It's actually scary.
[03:30:43.881 --> 03:30:53.950]  And it's because I take products that our researchers developed that block the estrogen mimickers that basically feminize men.
[03:30:54.951 --> 03:31:07.783]  We've produced these products with top scientists and researchers like Dr. Group to help you counteract the globalist onslaught and at the same time support Infowars in our fight for both human liberty and freedom.
[03:31:10.555 --> 03:31:18.697]  Our fellow Infowarriors across the United States and across the planet really love the Hillary for Prison 2016 shirts that we began to put out in 2015.
[03:31:19.658 --> 03:31:24.299]  It became a global meme against globalism and corruption.
[03:31:24.899 --> 03:31:28.480]  And a very strong maxim that's now being continued on today.
[03:31:28.880 --> 03:31:35.802]  So we now have George Soros, because the media attacked me on this whole goblin meme, and they've made huge jokes about it, but it's totally blown up their face.
[03:31:35.822 --> 03:31:37.323]  We now have George Soros
[03:31:38.423 --> 03:31:39.184]  As a goblin.
[03:31:39.844 --> 03:31:45.648]  On the back, and it says, with a cross through him, you know, an X, like Ghostbusters, no Soros, him as a goblin.
[03:31:46.388 --> 03:31:50.751]  It says, deport Soros on the bottom, and on the top it says, InfoWars established 1996.
[03:31:52.992 --> 03:32:00.077]  So, it is a limited edition, deport Soros on the back, Hillary for prison on the front, right hand shoulder, InfoWars.com.
[03:32:00.437 --> 03:32:04.119]  It's powerful, I hope you get out to everybody you know, InfoWarsStore.com, or call 888-253-3139.
[03:32:10.576 --> 03:32:11.958]  Clean, pure drinking water.
[03:32:12.218 --> 03:32:13.519]  You can't survive without it.
[03:32:13.719 --> 03:32:14.620]  But where do you get it?
[03:32:14.941 --> 03:32:20.686]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[03:32:20.906 --> 03:32:26.632]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[03:32:26.812 --> 03:32:43.693]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[03:32:44.073 --> 03:32:46.214]  Filter capacity up to 5,000 gallons.
[03:32:46.574 --> 03:32:47.754]  Stainless steel construction.
[03:32:48.034 --> 03:32:48.795]  Easy assembly.
[03:32:49.075 --> 03:32:49.695]  Low maintenance.
[03:32:49.995 --> 03:32:51.816]  Replacement filters are simple to install.
[03:32:52.076 --> 03:32:59.178]  And now, as part of an exclusive limited time introductory offer, you can save $20 off the retail price and get free shipping.
[03:32:59.358 --> 03:33:04.360]  This is a limited time offer, so order your unit today and receive free shipping and $20 off.
