[00:00:19.698 --> 00:00:20.479]  Another time.
[03:18:33.875 --> 03:18:39.199]  But the truth is that you were on the front lines, David, and there could be an indictment for you.
[03:18:39.719 --> 03:18:43.161]  And so my question is twofold.
[03:18:43.582 --> 03:18:54.610]  One, would you, and if Alex is listening right now, Alex, would you send David to go interview Pete Santilli in jail and cover him and cover an alternative media figure?
[03:18:55.754 --> 03:19:03.803]  Would you please, at a minimum, have his partner and co-host, Deb Jordan, on for an interview about the entire situation?
[03:19:03.943 --> 03:19:08.448]  Because... Well, let me tell you, Jeremy, you know, maybe, like you said, you weren't there.
[03:19:09.549 --> 03:19:11.111]  You weren't there at either one of these events.
[03:19:11.171 --> 03:19:17.418]  We were there at both of the events, and I can tell you we tried very hard to try to talk to Em and Bundy and the Oregon situation.
[03:19:18.098 --> 03:19:20.339]  And it was Pete Santelli who was running interference for that.
[03:19:20.439 --> 03:19:24.181]  So, you know, we were able to talk to LaVoy Finnegan when he came out front.
[03:19:24.221 --> 03:19:25.241]  My son interviewed him.
[03:19:25.862 --> 03:19:30.504]  We've got somebody else with the Voice of Idaho that I've talked to who's now been arrested on a weapons charge.
[03:19:30.544 --> 03:19:31.825]  I don't know if that's legitimate or not.
[03:19:31.845 --> 03:19:36.047]  I've seen all kinds of trumped-up charges and the indictment against the Bundys.
[03:19:36.507 --> 03:19:38.968]  I'm far more interested about the Bundys.
[03:19:39.048 --> 03:19:41.909]  I think that is a far more interesting case.
[03:19:43.710 --> 03:19:50.293]  When we look at what happened with the Bundys, they are entrapping the Bundys using what this reporter did.
[03:19:51.074 --> 03:19:55.236]  And I have a real problem with that, because I don't believe that he acted strictly as a reporter.
[03:19:55.296 --> 03:19:59.658]  I believe that he entrapped the Bundys with what he did, and that's what you see in the indictment.
[03:19:59.678 --> 03:20:01.199]  There's a lot of lies in that indictment.
[03:20:01.919 --> 03:20:09.503]  But what they're doing is they're saying he was their spokesperson, and if he made threats against officers, that was coming from Cliven Bundy.
[03:20:09.923 --> 03:20:10.684]  I don't think that's true.
[03:20:15.717 --> 03:20:17.018]  Comedy is now illegal.
[03:20:17.378 --> 03:20:18.919]  Charlie Chaplin made fun of Hitler.
[03:20:19.039 --> 03:20:20.020]  I've made fun of Hitler.
[03:20:21.321 --> 03:20:24.543]  Remember, Jesse James made fun of Hitler, and they said, oh, you're a Nazi.
[03:20:25.304 --> 03:20:27.045]  This is an assault on reality.
[03:20:27.766 --> 03:20:33.650]  How dare people tell Americans and Scots and folks that died in mass fighting Hitler, our grandparents,
[03:20:34.870 --> 03:20:42.816]  That we're with Hitler if some liberal trendy who's apologized and turns out he's a liberal, of course he apologized, should apologize and say, I didn't do anything.
[03:20:43.036 --> 03:20:44.317]  It's satire, it's protected.
[03:20:44.457 --> 03:20:46.639]  But by him groveling, they keep charging him.
[03:20:47.840 --> 03:20:49.041]  He should say, how dare you?
[03:20:49.061 --> 03:20:49.962]  And get a jury trial.
[03:20:51.175 --> 03:20:52.156]  This is happening everywhere.
[03:20:52.816 --> 03:20:54.137]  We'll put the headline back up on screen.
[03:20:54.157 --> 03:20:55.098]  I want to put it on Facebook.
[03:20:55.358 --> 03:20:55.998]  I want to retweet it.
[03:20:56.278 --> 03:21:00.041]  Police now arresting YouTubers for offensive videos.
[03:21:00.881 --> 03:21:02.162]  No speech is safe, folks.
[03:21:02.702 --> 03:21:03.743]  I've got a stack of news.
[03:21:04.544 --> 03:21:09.146]  A teacher in Germany, a teacher in Austria, there's two different stories today, one in Germany, one in Austria.
[03:21:09.367 --> 03:21:17.652]  The teacher in Austria talked about the Quran, talking about Muhammad saying you can have sex with 12-year-olds, and said that's pedophilia, and she's been arrested.
[03:21:20.165 --> 03:21:27.449]  Now folks, separately, China's been caught shipping in little girls for sex slaves and they're calling it sex slavery.
[03:21:28.390 --> 03:21:36.595]  It is what it is, but this, even if it wasn't true that Mohammed said that, wrote that, you should have a right to say it!
[03:21:36.675 --> 03:21:37.676]  This is tyranny!
[03:21:38.476 --> 03:21:41.318]  Let's go ahead and go to this incredible report by Paul Joseph Watson.
[03:21:41.963 --> 03:21:49.947]  28-year-old Marcus Meacham was arrested for hate crimes after posting this joke video of his girlfriend's dog reacting to Nazi slogans.
[03:21:50.187 --> 03:21:55.910]  My girlfriend is always ranting and raving about how cute and adorable her wee dog is.
[03:21:57.010 --> 03:22:02.813]  And so I thought I would turn them into the least cute thing that I could think of, which is a Nazi.
[03:22:04.614 --> 03:22:06.735]  Buddha, do I gas the Jews?
[03:22:09.676 --> 03:22:10.296]  Gas the Jews?
[03:22:12.615 --> 03:22:12.816]  Juice.
[03:22:12.836 --> 03:22:13.076]  Juice.
[03:22:28.772 --> 03:22:34.217]  The video went viral, receiving 18,000 thumbs up to just 1,200 thumbs down.
[03:22:34.297 --> 03:22:44.646]  The vast majority of viewers thought that it was hilarious, but thanks to a small minority of perpetually offended retards, Meacham got a home visit from the Scottish police.
[03:22:44.907 --> 03:22:53.054]  Authorities said that Meacham's arrest is a lesson to others that any video content deemed offensive will not be tolerated.
[03:22:53.334 --> 03:22:59.997]  Meechan then prostrated himself, pleading that he wasn't a racist and that he only made the video to annoy his girlfriend.
[03:23:00.177 --> 03:23:04.959]  Isn't it interesting that John Cleese recently came out and decried political correctness?
[03:23:05.119 --> 03:23:11.202]  Because under that definition, Cleese himself would have been arrested for this faulty tower sketch.
[03:23:11.342 --> 03:23:11.983]  Who's this then?
[03:23:12.783 --> 03:23:14.024]  Stark you, my friend!
[03:23:14.064 --> 03:23:18.246]  How do you know what he wants?
[03:23:18.266 --> 03:23:18.786]  He's dead!
[03:23:22.868 --> 03:23:27.053]  Charlie Chaplin would have been thrown in a jail cell for the same reason.
[03:23:27.133 --> 03:23:34.821]  If they're not treating any video content whatsoever that causes offense as hate speech, then my entire channel is hate speech.
[03:23:35.181 --> 03:23:38.365]  We make jokes about it, but the fact is they're coming after everybody's free speech.
[03:23:38.925 --> 03:23:40.307]  Use free speech or lose it.
[03:23:40.647 --> 03:23:41.869]  Defend it or they'll take it.
[03:23:42.409 --> 03:23:46.092]  Become a member at PrisonPlanet.tv today to get the nightly news and more.
[03:23:46.532 --> 03:23:49.854]  Sign up for our free newsletter to stay in contact and get around the censors.
[03:23:50.135 --> 03:23:51.916]  Infowars.com forward slash newsletter.
[03:23:52.176 --> 03:23:55.799]  And spread the word about the broadcast, the free podcast, the iPhone and Droid apps.
[03:23:56.039 --> 03:23:56.639]  It's all free.
[03:23:56.959 --> 03:23:59.061]  Infowars.com forward slash show.
[03:23:59.581 --> 03:24:03.084]  You are the Paul Revere's fighting this modern totalitarian takeover.
[03:24:19.704 --> 03:24:21.045]  Welcome back to the Alex Jones Show.
[03:24:21.085 --> 03:24:27.347]  I'm David Knight and this Tuesday, May 17, 2016, we're going to go to Mark in North Carolina in just a moment.
[03:24:27.808 --> 03:24:30.209]  He has a comment about stealing the election.
[03:24:30.249 --> 03:24:34.791]  I do have some news here about something that is happening in North Carolina.
[03:24:35.231 --> 03:24:35.852]  With voting.
[03:24:35.912 --> 03:24:40.975]  Before we do, I just want to remind you that we have our free Alex Jones Insider Newsletter.
[03:24:41.416 --> 03:24:43.758]  If you sign up for that, of course, it's completely free.
[03:24:44.338 --> 03:24:45.859]  You can stay connected to InfoWars.
[03:24:45.879 --> 03:24:53.545]  We'll let you know when we've got events coming up, as well as give you exclusive information and content that you'll only see at that newsletter.
[03:24:54.065 --> 03:24:57.728]  Also, we do have back in stock Vitamin Mineral Fusion.
[03:24:57.788 --> 03:25:00.690]  That's our drink mix that is a multivitamin supply.
[03:25:01.531 --> 03:25:06.617]  In one canister, you get a full month's supply of essential vitamins, minerals, and amino acids.
[03:25:06.898 --> 03:25:10.923]  It is the platinum standard of multivitamin products, and it tastes great.
[03:25:11.063 --> 03:25:13.626]  I love to be able to drink my supplements.
[03:25:13.706 --> 03:25:18.151]  All that to help you support your health, your family's health, and to help support our operation.
[03:25:18.652 --> 03:25:21.274]  So check out the products that we have at Infowarslife.com.
[03:25:21.294 --> 03:25:23.636]  A lot of things that have been out of stock are now back in stock.
[03:25:23.957 --> 03:25:29.021]  We have Anthroplex, we have Secret 12, the Vitamin B12 formulation.
[03:25:29.442 --> 03:25:35.127]  Those are now back in stock along with Vitamin Mineral Fusion Drink, which sold out very quickly when we first introduced it.
[03:25:35.507 --> 03:25:42.133]  I want to go to North Carolina before we do, and I want to see if Mark has a comment on this, because I just saw this story today.
[03:25:42.733 --> 03:25:45.296]  Ben & Jerry's is creating a new flavor.
[03:25:46.345 --> 03:25:51.049]  To promote voting rights in North Carolina, along with the NAACP.
[03:25:52.130 --> 03:25:59.015]  Well, they say that they want to protest against, and I don't see anything about the new flavor of ice cream.
[03:25:59.175 --> 03:26:00.756]  I don't know what they're going to call it.
[03:26:01.757 --> 03:26:10.264]  They say Ben and Jerry's has created a new ice cream flavor as part of a new campaign with North Carolina NAACP to highlight voting rights, to get money, and to get money out of politics.
[03:26:10.284 --> 03:26:12.806]  They're going to have a press conference today.
[03:26:12.846 --> 03:26:15.248]  I guess that's when they'll tell us what they're going to call it.
[03:26:16.038 --> 03:26:20.180]  Well, I would suggest... I've got some names I could come up with that are a bit rude.
[03:26:20.200 --> 03:26:20.660]  But you know what?
[03:26:20.740 --> 03:26:21.360]  Here's the problem.
[03:26:22.080 --> 03:26:24.641]  They want to say that there isn't any problem in North Carolina.
[03:26:24.661 --> 03:26:25.802]  I used to live in North Carolina.
[03:26:25.822 --> 03:26:27.082]  I used to vote in North Carolina.
[03:26:27.102 --> 03:26:27.883]  I would walk in.
[03:26:28.243 --> 03:26:29.683]  They would just ask me for my name.
[03:26:29.743 --> 03:26:32.485]  They would look it up on their address list and hand me something.
[03:26:32.505 --> 03:26:34.245]  They wouldn't verify my identity whatsoever.
[03:26:35.066 --> 03:26:41.648]  And I can tell you, and I have told you, back in 2012, my brother-in-law told me that a friend of his went in and said, I went to vote.
[03:26:41.668 --> 03:26:43.169]  And they said, well, you've already voted.
[03:26:43.769 --> 03:26:44.470]  He says, no I haven't.
[03:26:44.490 --> 03:26:47.975]  He says, yes, you and this other person at your address.
[03:26:48.015 --> 03:26:48.696]  And they gave him the name.
[03:26:48.716 --> 03:26:50.098]  He goes, that's my mother.
[03:26:50.759 --> 03:26:51.881]  She died several years ago.
[03:26:51.901 --> 03:26:54.885]  They said, well you both have voted already.
[03:26:54.925 --> 03:26:55.546]  You can't vote.
[03:26:56.243 --> 03:26:57.784]  And I said, I want to talk to this guy.
[03:26:57.804 --> 03:26:59.165]  He wouldn't come on the show.
[03:26:59.726 --> 03:27:00.686]  He didn't protest.
[03:27:01.087 --> 03:27:02.167]  And so it didn't happen.
[03:27:02.307 --> 03:27:02.628]  You know what?
[03:27:02.728 --> 03:27:05.650]  People get raped and they don't file charges sometimes.
[03:27:05.950 --> 03:27:06.190]  Okay?
[03:27:06.691 --> 03:27:11.294]  So just because they haven't seen these things happen doesn't mean that it hasn't happened.
[03:27:11.374 --> 03:27:12.795]  I know for a fact that it has happened.
[03:27:12.975 --> 03:27:20.220]  And when you make fraud available to people and you say, we're not going to look at your driver's license, how is that an intimidation
[03:27:21.081 --> 03:27:22.842]  That is a civil rights issue.
[03:27:23.082 --> 03:27:26.723]  How is that intimidating black people any more than it's intimidating anybody else?
[03:27:26.743 --> 03:27:27.843]  It doesn't intimidate people.
[03:27:28.103 --> 03:27:30.564]  People are asking you for your identity all the time.
[03:27:30.624 --> 03:27:38.106]  Why shouldn't you have to show your driver's license or some kind of a photo ID in order to vote so they can verify that you are who you say you are?
[03:27:38.686 --> 03:27:41.267]  There's absolutely nothing discriminatory about that.
[03:27:41.747 --> 03:27:48.554]  And there are many states that do it all over the country, and yet they focus on North Carolina because they have a different issue that they want to bring this in.
[03:27:48.574 --> 03:27:50.075]  Let's go to Mark in North Carolina.
[03:27:50.095 --> 03:27:51.537]  You said stealing the election.
[03:27:51.557 --> 03:27:51.857]  Go ahead.
[03:27:53.539 --> 03:27:53.959]  Yes, sir.
[03:27:53.979 --> 03:28:00.766]  You know, we talked about stealing the election, you know, through the primaries and what have you, you know, with the delegates and what have you.
[03:28:01.601 --> 03:28:09.263]  What are your thoughts about him staying in the election after, say, it's Hillary and Trump, and the Electoral College gives Hillary the presidency?
[03:28:09.703 --> 03:28:14.344]  My understanding is that the Electoral College is supposed to vote the way they're stating.
[03:28:14.364 --> 03:28:17.945]  Yeah, that brings up an issue, doesn't it?
[03:28:18.445 --> 03:28:29.788]  You know, we started playing these semantic games when we would have elections, and we'd say, well, you know, Trump got this many delegates and Cruz got that many delegates, and then they'd come back and say, oh no, Cruz took over Trump's delegates.
[03:28:29.848 --> 03:28:30.288]  It's like, what?
[03:28:31.363 --> 03:28:32.224]  That's a first, isn't it?
[03:28:32.825 --> 03:28:36.810]  The reality is that these electoral college delegates can switch their vote.
[03:28:36.870 --> 03:28:38.372]  As a matter of fact, it happened once.
[03:28:38.392 --> 03:28:50.186]  It's kind of a little bit of historical trivia that the very first woman who ever got an electoral vote for vice presidency was a Libertarian Party candidate.
[03:28:50.606 --> 03:28:51.226]  Tony Nathan.
[03:28:51.246 --> 03:28:55.089]  And she was the VP candidate on a presidential campaign.
[03:28:55.809 --> 03:28:58.291]  And there was a guy, his name was Roger McBride.
[03:28:58.391 --> 03:29:02.374]  He was a Republican delegate to the Electoral College.
[03:29:02.414 --> 03:29:03.394]  I forget where it was from.
[03:29:04.235 --> 03:29:07.777]  He was also descended from the people that did Little House on the Prairie.
[03:29:07.797 --> 03:29:09.398]  That was his mother, grandmother, something.
[03:29:09.438 --> 03:29:10.519]  Anyway, he was a producer.
[03:29:11.160 --> 03:29:19.205]  And he went to the Electoral College and instead of voting for whoever it was, I don't know if it was Reagan or whoever, he voted for the Libertarian.
[03:29:19.565 --> 03:29:22.666]  And of course that was the end of his Republican involvement when he did that.
[03:29:22.826 --> 03:29:23.667]  But here's the reality.
[03:29:24.047 --> 03:29:24.647]  You can do that.
[03:29:25.348 --> 03:29:25.628]  Okay?
[03:29:25.908 --> 03:29:28.329]  So people can do that at these conventions.
[03:29:28.469 --> 03:29:29.829]  Delegates can switch their votes.
[03:29:30.710 --> 03:29:31.710]  And I have a problem.
[03:29:32.190 --> 03:29:40.074]  I don't know how you feel about it, Mark, but I have a problem when I vote for somebody and they get awarded the delegates like Trump did and then they say, well, they're not going to be loyal to Trump.
[03:29:40.094 --> 03:29:41.634]  They're not going to support Trump.
[03:29:41.835 --> 03:29:42.655]  How do you feel about that?
[03:29:43.672 --> 03:29:49.216]  Well, you know, I feel like, I think the Electoral College was put in there to keep the power with the rich.
[03:29:49.736 --> 03:29:51.418]  You know, with the people, with the money.
[03:29:51.818 --> 03:29:53.099]  Okay, well, yeah, we'll talk about that.
[03:29:53.139 --> 03:29:55.861]  There's problems with anything in terms of its implementation.
[03:29:56.221 --> 03:30:00.464]  When we come back, I'll talk briefly about why I think the Electoral College is still a good idea.
[03:30:00.484 --> 03:30:00.724]  Stay with us.
[03:30:00.744 --> 03:30:01.285]  We're on the march.
[03:30:01.785 --> 03:30:03.386]  The Empire's on the run.
[03:30:04.307 --> 03:30:06.989]  Alex Jones and the GCN Radio Network.
[03:30:11.124 --> 03:30:12.525]  My name is Alex Jones.
[03:30:13.046 --> 03:30:18.970]  Most of you know me from my syndicated radio program and my documentary films, as well as InfoWars Nightly News.
[03:30:19.190 --> 03:30:33.362]  When I got on air 20 years ago, I had discovered the Globalist program, their plan to take over the world, and my focus went from running six miles every other day, swimming two, three miles a couple times a week, and lifting weights
[03:30:33.942 --> 03:30:35.864]  You're focusing on fighting the globalists.
[03:30:36.264 --> 03:30:44.090]  I've gone from 279 pounds all the way down to 235 pounds and the weight's going off even faster.
[03:30:44.290 --> 03:30:51.415]  And it wasn't just that my weight loss accelerated, my muscle mass increased, my stamina, my energy levels exploded.
[03:30:51.716 --> 03:30:57.440]  Super Male has the key concentrated natural compounds that my body needed to go to the next level.
[03:30:57.580 --> 03:31:03.765]  Today is the day to take the InfoWarsLife.com challenge and to secure your bottle of Super Male or Super Female Vitality.
[03:31:04.005 --> 03:31:10.253]  Check them out today at InfoWarsLife.com or give our crew a call at 888-253-3139.
[03:31:10.713 --> 03:31:11.754]  BrainForce is here.
[03:31:12.275 --> 03:31:14.558]  Ladies and gentlemen, I've been on this the last few months.
[03:31:14.818 --> 03:31:22.627]  You probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports, and it's because of BrainForce.
[03:31:23.413 --> 03:31:26.995]  One of the worst things with most energy products is it's not sustainable, right?
[03:31:27.015 --> 03:31:29.356]  You're gonna crash and gonna feel really bad afterwards.
[03:31:29.716 --> 03:31:33.238]  This has a bunch of different antioxidants and compounds and polyphenols.
[03:31:33.278 --> 03:31:36.419]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[03:31:36.919 --> 03:31:41.722]  We kept changing this formula over and over and over again until it became sort of a grand puzzle.
[03:31:42.242 --> 03:31:44.083]  For example, the L-theanine inside of it.
[03:31:44.443 --> 03:31:48.765]  That is activated by the different compounds in the yerba mate that we put inside of it as well.
[03:31:49.025 --> 03:31:51.067]  This just increases the compounds you already have.
[03:31:51.647 --> 03:31:53.148]  This is what you're actually designed to run on.
[03:31:53.268 --> 03:31:53.409]  Exactly.
[03:31:53.429 --> 03:31:57.332]  It's kind of like a car will run on one form of junky gas, but it runs really good on what it's designed for.
[03:31:57.832 --> 03:32:06.339]  You will find Brain Force, Survival Shield X2, and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[03:32:06.920 --> 03:32:12.644]  Joe Biggs here with InfoWars.com.
[03:32:12.744 --> 03:32:14.366]  This is a Hillary Clinton ad from 2008.
[03:32:16.184 --> 03:32:16.965]  It's 3 a.m.
[03:32:17.045 --> 03:32:18.786]  and your children are safe and asleep.
[03:32:19.467 --> 03:32:22.629]  But there's a phone in the White House and it's ringing.
[03:32:22.709 --> 03:32:24.070]  Something's happening in the world.
[03:32:24.090 --> 03:32:25.631]  Hello, Secretary Clinton.
[03:32:25.792 --> 03:32:27.333]  This is Ambassador Stevens.
[03:32:27.373 --> 03:32:29.615]  We are under attack here in Benghazi.
[03:32:29.895 --> 03:32:30.255]  Hello?
[03:32:30.675 --> 03:32:33.818]  H, your phone will decide who answers that call.
[03:32:33.918 --> 03:32:35.159]  Bob, what time is it?
[03:32:35.519 --> 03:32:36.441]  Whoa, it's 3 a.m.?
[03:32:36.821 --> 03:32:43.269]  Whether it's someone who already knows the world's leaders, knows the military, someone tested and ready to lead in a dangerous world.
[03:32:43.870 --> 03:32:44.771]  Oh, cool, she should answer.
[03:32:44.791 --> 03:32:45.292]  She said she would.
[03:32:45.312 --> 03:32:46.834]  Hello, we're under attack!
[03:32:47.314 --> 03:32:48.496]  The building's on fire!
[03:32:49.036 --> 03:32:50.038]  They're shooting at us!
[03:32:50.318 --> 03:32:51.740]  There's explosions!
[03:32:52.100 --> 03:32:53.101]  Where the f*** are you?
[03:32:53.141 --> 03:32:55.022]  You said you were gonna answer!
[03:32:55.082 --> 03:32:56.623]  Come on, Secretary Clinton!
[03:32:56.843 --> 03:32:57.744]  We need you!
[03:32:58.024 --> 03:32:59.165]  Don't leave us!
[03:32:59.225 --> 03:32:59.885]  It's 3 a.m.
[03:33:00.305 --> 03:33:02.086]  and your children are safe and asleep.
[03:33:02.146 --> 03:33:04.608]  Who do you want answering the phone?
[03:33:04.668 --> 03:33:06.929]  What difference at this point does it make?
[03:33:07.150 --> 03:33:09.171]  I'm Hillary Clinton and I approve this message.
[03:33:14.858 --> 03:33:17.498]  You're listening to the Alex Jones Show.
[03:33:18.059 --> 03:33:23.260]  Welcome back to the Alex Jones Show.
[03:33:23.280 --> 03:33:23.700]  I'm David Knight.
[03:33:23.720 --> 03:33:26.481]  We're going to go to our callers that are on hold in just a moment.
[03:33:27.342 --> 03:33:31.303]  Before we do, I want to finish up with what I was talking, the question that the last caller we had.
[03:33:31.883 --> 03:33:33.984]  Mark in North Carolina asked about the Electoral College.
[03:33:34.024 --> 03:33:34.924]  What good is it, he says.
[03:33:34.984 --> 03:33:39.326]  Well, there is a good reason to have it, even though, like anything else.
[03:33:39.346 --> 03:33:43.968]  Look, we need to have a Constitution or some kind of a legal structure for our government.
[03:33:44.008 --> 03:33:49.670]  We need to have a Bill of Rights, even if the government ignores it, subverts it, as I was talking about with the Supreme Court.
[03:33:49.710 --> 03:33:57.233]  So yeah, the idea behind the Electoral College is a very simple one, and it's a better idea than simply having direct democracy.
[03:33:57.874 --> 03:34:00.675]  If we go to just a overall vote,
[03:34:01.954 --> 03:34:08.559]  What's going to happen if you've got corrupt areas like Chicago rigging and stuffing the ballot?
[03:34:09.479 --> 03:34:14.283]  They could wipe out, in a large city like that, they could wipe out the votes of entire states.
[03:34:15.283 --> 03:34:20.867]  And so the whole point of the Electoral College was to give some kind of power to the states.
[03:34:20.907 --> 03:34:22.529]  Remember, the states create it.
[03:34:23.137 --> 03:34:23.937]  The Federal Government.
[03:34:23.977 --> 03:34:26.678]  They are not creatures or subdivisions of the Federal Government.
[03:34:27.238 --> 03:34:33.640]  They created the Federal Government in the same way that, unfortunately, we had nation-states create the United Nations.
[03:34:34.180 --> 03:34:42.942]  What if the United Nations at some point, which they will, comes out and says, we're going to dissolve the nation-states, we're going, these things are obsolete, we've already got people, we've talked about it.
[03:34:43.682 --> 03:35:01.977]  Yesterday, on the fourth hour, I talked about it on the nightly news last night, this guy writing op-ed pieces in the New York Times, former and current CFR guy, Council on Foreign Relations, saying, we need to get over this antiquated structure of 50 states, and we need to go with regional organizations.
[03:35:01.997 --> 03:35:10.624]  We need to reorganize within the United States and across international boundaries between the United States and Canada, for example, create a Detroit-Windsor region.
[03:35:11.445 --> 03:35:13.007]  Okay, they're talking about a North American Union.
[03:35:13.027 --> 03:35:22.618]  They're talking about dissolving the states because they said, well, we don't need to have these states as subdivisions of this federal government and not even a federal government of the North American Union.
[03:35:23.499 --> 03:35:26.742]  But look, going back to the Constitution and where this is all coming from.
[03:35:27.737 --> 03:35:30.320]  The states created the federal government.
[03:35:30.380 --> 03:35:33.183]  The states wanted to make sure that they had some say-so.
[03:35:33.343 --> 03:35:34.705]  That there was a division of power.
[03:35:35.005 --> 03:35:40.111]  The thing that they feared the most was the concentration of all power in the federal government.
[03:35:40.491 --> 03:35:44.236]  And so that's why you had things like the Ninth Amendment, like the Tenth Amendment.
[03:35:44.756 --> 03:35:47.439]  That's why you have the Electoral College.
[03:35:48.160 --> 03:36:00.151]  The Electoral College gives a certain number of votes to each state, and then those electors go, and so it's basically a winner-take-all, state by state, and then you have some sort of regional representation that way.
[03:36:00.251 --> 03:36:01.272]  That was the purpose of it.
[03:36:01.833 --> 03:36:07.638]  And of course, the delegates can go rogue, and they can vote however they wish, but...
[03:36:08.556 --> 03:36:10.157]  Any system can be subverted.
[03:36:10.537 --> 03:36:13.879]  And I'll give you an example of what happens.
[03:36:14.000 --> 03:36:15.480]  And I've mentioned this once before.
[03:36:15.500 --> 03:36:23.766]  In the county where we lived, they used to have county commissioners appointed by each region.
[03:36:24.206 --> 03:36:28.589]  And so you'd have a geographical distribution of these county commissioners.
[03:36:28.649 --> 03:36:33.212]  And each geographical area of the county would elect a county commissioner.
[03:36:34.284 --> 03:36:35.524]  And it was a very rural county.
[03:36:35.544 --> 03:36:38.685]  A lot of the people had been there many generations farming the land.
[03:36:39.325 --> 03:36:53.649]  And then they had people from a nearby university community, very liberal, start coming into this county and they started, it was a large concentration of people in one corner of the county and they said, well we want to get rid of
[03:36:54.409 --> 03:37:00.280]  the geographical election of county commissioners and we want to elect them at large.
[03:37:00.581 --> 03:37:05.010]  That means that everybody in the county gets the same slate of people regardless of where you live.
[03:37:06.584 --> 03:37:16.007]  What happened was these people that had the concentration of population in the northeast corner of the county elected all of the county commissioners.
[03:37:16.267 --> 03:37:18.748]  They all came from that little area and they all had an idea.
[03:37:18.768 --> 03:37:25.711]  They had an idea that they were going to tell these people who had farms everything that they could and could not do with their land.
[03:37:26.391 --> 03:37:27.772]  Even though they'd had it for generations.
[03:37:28.492 --> 03:37:33.194]  And that's what's going to happen on a national level if you get rid of the Electoral College.
[03:37:33.214 --> 03:37:39.117]  Yeah, it's not a perfect system, but it is a far better system than direct democracy, than direct election.
[03:37:39.137 --> 03:37:48.681]  Because you're going to have these urban centers who already, because things are set up on a proportional basis by population, they already have a disproportionate say in the election.
[03:37:49.001 --> 03:37:51.843]  They are going to have the entire election if you go to that.
[03:37:52.588 --> 03:37:56.091]  And of course, tomorrow we've got another election in Oregon and Kentucky.
[03:37:57.092 --> 03:38:00.635]  People are saying, hey, it looks like Bernie Sanders is going to have two more victories.
[03:38:01.476 --> 03:38:02.517]  And however...
[03:38:03.581 --> 03:38:09.185]  However, in Kentucky, there are strong institutional roots among the Democrats to support Hillary Clinton.
[03:38:09.205 --> 03:38:10.666]  I thought, oh, that's really kind of interesting.
[03:38:10.686 --> 03:38:18.412]  You know, this article that we got up on Infowars.com from the LA Times, Hillary Clinton keeps losing, so how come she's winning with the delegates?
[03:38:18.432 --> 03:38:22.816]  You know, look, people say there's no difference between the Democrats and Republicans.
[03:38:22.836 --> 03:38:24.056]  Well, that's simply not true.
[03:38:24.697 --> 03:38:27.099]  There's a very clear difference between the Democrats and Republicans.
[03:38:27.479 --> 03:38:30.701]  The Democrats steal the nomination before the election.
[03:38:31.764 --> 03:38:34.866]  And the Republicans steal the nomination after the election.
[03:38:34.906 --> 03:38:37.688]  They do it at the convention, at the brokered convention.
[03:38:38.008 --> 03:38:43.252]  The Democrats steal it before the election with the superdelegates, and that, of course, is what they've been doing.
[03:38:43.292 --> 03:38:49.376]  And if you go back and you look at what they did with these superdelegates, I remember the last election we had.
[03:38:49.916 --> 03:38:50.817]  I think it was West Virginia.
[03:38:50.857 --> 03:38:51.597]  Yeah, West Virginia.
[03:38:51.617 --> 03:38:52.278]  Okay.
[03:38:52.738 --> 03:38:55.700]  Hillary lost to Bernie Sanders.
[03:38:55.740 --> 03:38:57.441]  He beat her 51 to 36.
[03:38:58.342 --> 03:38:59.162]  Big spread there, right?
[03:38:59.823 --> 03:39:00.984]  Except it's not a winner-take-all.
[03:39:02.044 --> 03:39:06.430]  And they do everything proportionally, so they got the delegates divvied up proportionally.
[03:39:06.710 --> 03:39:08.893]  But he still didn't win, okay?
[03:39:09.313 --> 03:39:15.140]  When I first saw it reported, they had it at the end of the night, they said, well, it's 17-17.
[03:39:15.160 --> 03:39:16.622]  Now, isn't that interesting?
[03:39:16.642 --> 03:39:20.547]  And the only reason that's happening is because the superdelegates are already there for Hillary Clinton.
[03:39:21.147 --> 03:39:26.010]  She gets about 10 to 12 percent of the delegates out of all these states are superdelegates.
[03:39:26.030 --> 03:39:29.292]  So he has to beat her by far more than 10 percent.
[03:39:29.592 --> 03:39:30.032]  Which he did.
[03:39:30.093 --> 03:39:33.114]  He beat her by about 15 percent.
[03:39:33.795 --> 03:39:36.116]  But they still wound up getting about the same number of delegates.
[03:39:36.256 --> 03:39:37.817]  And here's what's even more interesting.
[03:39:37.837 --> 03:39:38.838]  It's the way it was reported.
[03:39:39.078 --> 03:39:41.559]  Like I said, that night I took a screenshot of it.
[03:39:41.940 --> 03:39:42.660]  I tweeted it out.
[03:39:42.680 --> 03:39:44.201]  I said, look at this.
[03:39:44.221 --> 03:39:48.964]  17-17 is the way CNN is reporting it in terms of delegates, even though the spread is 51-36.
[03:39:51.616 --> 03:39:56.238]  And then the next day, it shows up as Sanders having 18 and Clinton having 11.
[03:39:56.438 --> 03:39:58.319]  It's like, how'd she lose six delegates?
[03:39:58.519 --> 03:39:59.860]  It's like, well, you know what's going on.
[03:40:00.200 --> 03:40:04.903]  They decided the next day to make it look better, they wouldn't report the superdelegate total.
