[00:00:17.463 --> 00:00:17.884]  17 seconds.
[02:37:54.898 --> 02:37:55.679]  Give me a break.
[02:37:55.979 --> 02:38:00.241]  If they're not going to do that, then they need to shut up about their security state.
[02:38:00.441 --> 02:38:04.964]  They need to shut up about national security because it's directed against nothing but us.
[02:38:04.984 --> 02:38:05.284]  Right.
[02:38:05.324 --> 02:38:06.225]  It's not for them.
[02:38:06.325 --> 02:38:07.725]  It's not about our security.
[02:38:07.785 --> 02:38:09.987]  It's not even about the government's security.
[02:38:10.207 --> 02:38:14.209]  They can't even protect their own employees' data records.
[02:38:14.249 --> 02:38:21.074]  They got hacked, major hacked, of all their employees and yet they want access to all of our information now.
[02:38:21.974 --> 02:38:22.815]  Not gonna happen.
[02:38:22.955 --> 02:38:23.955]  Yeah.
[02:38:24.095 --> 02:38:26.537]  Because it'll be the end of Apple if this happens.
[02:38:27.960 --> 02:38:30.041]  Nobody's going to want that product.
[02:38:30.101 --> 02:38:35.363]  Nobody in other countries is going to want the product that the American government can get into with a special backdoor.
[02:38:35.483 --> 02:38:38.965]  And it is about the future because this does set a precedent.
[02:38:39.005 --> 02:38:43.547]  There are, I mean, computer technology is very young.
[02:38:43.907 --> 02:38:48.108]  We have no idea what the future holds as far as technology that's out there.
[02:38:48.128 --> 02:38:49.809]  So this absolutely sets a precedent.
[02:38:50.149 --> 02:38:54.811]  Can the government compel tech companies to create things in order for them to violate
[02:38:55.011 --> 02:38:57.837]  If they don't comply with that you're encouraging chaos in our system.
[02:39:03.786 --> 02:39:11.092]  See, this is why I said, when it comes to the Constitution, when it comes to civil liberties, none of these guys respect it.
[02:39:11.112 --> 02:39:12.393]  None of these guys.
[02:39:12.433 --> 02:39:15.535]  Donald Trump was wrong on this issue, but none of these guys respect it.
[02:39:15.716 --> 02:39:16.696]  They're all wrong on the issue.
[02:39:16.716 --> 02:39:20.620]  You sit down in a back room and you sit down with the parties and you get this worked out.
[02:39:20.660 --> 02:39:28.426]  You don't litigate this on the front page of the New York Times, where everybody in the world is reading about their dirty laundry out here.
[02:39:28.446 --> 02:39:32.229]  It's because this is about establishing a legal precedent.
[02:39:32.329 --> 02:39:33.450]  And that's what Tim Cook was saying.
[02:39:33.870 --> 02:39:38.193]  Why did we learn about this in the press instead of with a meeting with the FBI director?
[02:39:38.233 --> 02:39:39.454]  So Kasich is right about that.
[02:39:39.634 --> 02:39:46.018]  They did it because this is all part of a strong-arm process to establish a legal precedent.
[02:39:46.058 --> 02:39:51.302]  To make Americans say, yeah, it's okay if you want to get on our phones to stop terrorism.
[02:39:51.582 --> 02:39:54.124]  This is exactly what we saw after 9-11.
[02:39:54.544 --> 02:39:57.927]  Sort of the same deal where people were willing to give up their rights
[02:39:58.727 --> 02:39:59.828]  In the name of security.
[02:40:00.088 --> 02:40:02.910]  And then it just kept on creeping and creeping and creeping.
[02:40:03.310 --> 02:40:05.931]  And that's the exact same thing that's going to happen with this phone.
[02:40:05.991 --> 02:40:06.772]  It's just the beginning.
[02:40:07.092 --> 02:40:12.555]  Then it's going to be your iPad, your computer, your car, your home, your coffee maker.
[02:40:12.595 --> 02:40:21.861]  Well you guys know the Libertarian candidate John Maxie has volunteered to crack the iPhone in a way that he says won't compromise Apple's security.
[02:40:21.901 --> 02:40:25.403]  It would just allow for that particular phone to be accessed.
[02:40:25.763 --> 02:40:30.485]  And he's illustrating with that, Jakari, that they don't need to do this.
[02:40:31.906 --> 02:40:32.626]  And that's the point.
[02:40:32.666 --> 02:40:40.069]  I think John McAfee made that offer to illustrate this is an effort, first and foremost, to set a legal precedent.
[02:40:40.109 --> 02:40:45.071]  There are technical ways you can get this information, but the FBI, and as John Kasich just pointed out,
[02:40:46.171 --> 02:40:50.435]  Apple learns about this when the FBI does a press release about it, saying we're going to do this or that.
[02:40:50.476 --> 02:40:56.501]  So it's all about them trying to make their spying on every American legal.
[02:40:56.781 --> 02:40:56.942]  Right.
[02:40:57.442 --> 02:41:00.125]  Yes, because we see that it wasn't just the phone.
[02:41:00.145 --> 02:41:01.886]  They had many other phones lined up.
[02:41:02.026 --> 02:41:02.287]  Yes.
[02:41:02.487 --> 02:41:06.851]  Well, since you already got the gear out, why don't you crack all these other phones for us?
[02:41:06.871 --> 02:41:07.912]  Why don't you do everybody?
[02:41:08.092 --> 02:41:08.412]  Yeah.
[02:41:08.452 --> 02:41:08.633]  Right.
[02:41:08.753 --> 02:41:09.694]  And that's what they keep saying.
[02:41:11.355 --> 02:41:12.556]  Just this one phone.
[02:41:12.596 --> 02:41:13.776]  We won't ask you for anything.
[02:41:13.796 --> 02:41:19.898]  And that's so... Even when they say it in front of the Congress, he can't... He's like, it's just this simple.
[02:41:19.978 --> 02:41:21.099]  It's just this one phone.
[02:41:21.119 --> 02:41:25.841]  Yeah, and that's another reason why I really don't like Rubio and when he's talking about this stuff.
[02:41:25.881 --> 02:41:26.801]  And he's not the only one.
[02:41:26.841 --> 02:41:29.802]  A lot of people think that the phone should have been broken open.
[02:41:29.842 --> 02:41:30.902]  I believe Trump as well.
[02:41:31.363 --> 02:41:34.084]  So that's just something that doesn't sit well with me at all.
[02:41:34.444 --> 02:41:35.164]  No, no, no.
[02:41:35.184 --> 02:41:37.385]  Yeah, there's not any of them on the right side of this.
[02:41:37.765 --> 02:41:38.827]  This is an interesting question.
[02:41:38.887 --> 02:41:43.293]  The Telemundo reporter asks, why do you think we need to build a wall at the Mexican border but not at the Canadian border?
[02:41:43.553 --> 02:41:47.819]  We could have kept Cruz out if we had done that.
[02:41:47.839 --> 02:41:48.380]  Too late!
[02:41:48.540 --> 02:41:49.081]  Too late!
[02:41:51.735 --> 02:41:52.355]  Yeah.
[02:41:52.715 --> 02:41:58.816]  I don't think we have a massive influx of Canadians coming into America illegally, do we?
[02:41:59.097 --> 02:41:59.277]  No.
[02:41:59.297 --> 02:42:00.077]  I hadn't noticed that.
[02:42:00.457 --> 02:42:01.957]  Maybe she hadn't noticed that either.
[02:42:01.977 --> 02:42:04.238]  We have Americans trying to force the border into Canada.
[02:42:04.318 --> 02:42:04.538]  Yeah.
[02:42:04.578 --> 02:42:15.480]  Yeah, like I said, I'm not a fan of the wall, but I think it is rather notable that, you know, they have walls at the Vatican, but if you build a wall on the border, then there's something wrong with that.
[02:42:15.680 --> 02:42:16.701]  Yeah, that's right.
[02:42:16.741 --> 02:42:20.025]  Like I said, Mexico is trying to build a wall on the southern border.
[02:42:20.085 --> 02:42:21.907]  And the Canadian president looks like Donald Trump.
[02:42:25.486 --> 02:42:26.486]  Unless they do something dirty.
[02:42:26.506 --> 02:42:26.846]  Sure.
[02:42:48.951 --> 02:42:53.074]  Because bankruptcy doesn't work unless you change the way you're operating or you're going to be bankrupt again.
[02:42:53.094 --> 02:42:55.916]  And the problem with Puerto Rico is its economy is not growing.
[02:42:55.936 --> 02:43:01.299]  It has a massive exodus of professionals and others that are leaving to my home state of Florida and all over the country.
[02:43:01.319 --> 02:43:05.082]  They're coming to the mainland from Puerto Rico because the economy there is not growing.
[02:43:05.122 --> 02:43:06.603]  It's too expensive to do business here.
[02:43:06.863 --> 02:43:09.085]  Bernie Sanders is going to change all that.
[02:43:09.165 --> 02:43:10.285]  Everybody's tax rate will be high.
[02:43:10.305 --> 02:43:10.806]  Yes we will.
[02:43:23.374 --> 02:43:31.461]  If the economy in Puerto Rico does not grow, they will never generate the revenue to pay this debt, or the billions of dollars in unfunded liabilities that they have on the stock market.
[02:43:31.481 --> 02:43:32.282]  He's right on this issue.
[02:43:32.322 --> 02:43:38.147]  And again, why is it that the Telemundo person is focusing on bankruptcy for Puerto Rico?
[02:43:38.188 --> 02:43:41.110]  I mean, is that really something that is an issue in the American election?
[02:43:41.150 --> 02:43:46.135]  I mean, why, you know, we can't talk... Hey, they're like the 51st state or something.
[02:43:46.175 --> 02:43:48.397]  Yeah, but I mean, you know, let's talk about...
[02:43:48.877 --> 02:43:59.205]  You know, civil asset forfeiture is some real issue that affects all Americans instead of some narrow issue that focuses simply on Hispanic people.
[02:43:59.265 --> 02:44:02.848]  That's what I disagree with this Telemundo person.
[02:44:02.948 --> 02:44:05.370]  Everything she's got is, well how does this affect
[02:44:06.164 --> 02:44:31.421]  Hispanics, you know, and it's like let's talk about there's so many broad issues that affect all Americans that they're completely ignoring that they will never ask in any of these debates Because they always cherry-pick the people they always ask the same questions, but stay with us We're gonna have some different responses to those questions when we come back We're gonna take a short break as they went to a break stay with us for more live coverage from InfoWars Nightly News
[02:44:42.475 --> 02:44:49.162]  And it's time for humanity to stand up in the info war and say, I don't know what's going to happen at the end of this, but you want to fight?
[02:44:49.422 --> 02:44:51.504]  You better believe you got one!
[02:45:07.916 --> 02:45:10.877]  A clean, toxic-free body is the foundation of true health.
[02:45:11.157 --> 02:45:20.821]  Introducing Deep Cleanze by InfoWarsLife.com, a scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[02:45:21.101 --> 02:45:26.343]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[02:45:26.423 --> 02:45:35.306]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanze doesn't hold back.
[02:45:35.586 --> 02:45:44.234]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[02:45:44.474 --> 02:45:51.420]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spigerex herbal processing technique.
[02:45:51.560 --> 02:45:57.505]  We use only the highest quality organic herbs backed by serious research, and we still bring it to you at the best price out there.
[02:45:57.965 --> 02:46:02.687]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit InfoWarsLife.com.
[02:46:02.887 --> 02:46:06.349]  That's InfoWarsLife.com or call 888-253-3139.
[02:46:07.969 --> 02:46:09.370]  Clean, pure drinking water.
[02:46:09.610 --> 02:46:10.911]  You can't survive without it.
[02:46:11.111 --> 02:46:12.031]  But where do you get it?
[02:46:12.311 --> 02:46:18.074]  Alexa Pure Pro is a brand new groundbreaking gravity-fed water filtration system that is like no other.
[02:46:18.294 --> 02:46:24.016]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[02:46:24.196 --> 02:46:41.065]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[02:46:41.465 --> 02:46:43.586]  Filter capacity up to 5,000 gallons.
[02:46:43.946 --> 02:46:45.147]  Stainless steel construction.
[02:46:45.427 --> 02:46:46.207]  Easy assembly.
[02:46:46.447 --> 02:46:47.088]  Low maintenance.
[02:46:47.368 --> 02:46:49.189]  Replacement filters are simple to install.
[02:46:49.469 --> 02:46:56.572]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[02:46:56.752 --> 02:47:01.754]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[02:47:01.954 --> 02:47:04.516]  Go to infowarsstore.com or call 888-253-3139.
[02:47:07.617 --> 02:47:08.639]  Brain Force is here.
[02:47:09.180 --> 02:47:11.463]  Ladies and gentlemen, I've been on this the last few months.
[02:47:11.744 --> 02:47:19.576]  You probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports, and it's because of Brain Force.
[02:47:20.359 --> 02:47:23.961]  One of the worst things with most energy products is it's not sustainable, right?
[02:47:23.981 --> 02:47:26.323]  You're gonna crash and gonna feel really bad afterwards.
[02:47:26.703 --> 02:47:30.326]  This has a bunch of different antioxidants and compounds and polyphenols.
[02:47:30.366 --> 02:47:33.408]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[02:47:33.928 --> 02:47:38.751]  We kept changing this formula over and over and over again until it became sort of a grand puzzle.
[02:47:39.272 --> 02:47:41.113]  For example, the L-theanine inside of it.
[02:47:41.473 --> 02:47:45.916]  That is activated by the different compounds in the Yerba Mate that we put inside of it as well.
[02:47:46.076 --> 02:47:48.098]  This just increases the compounds you already have.
[02:47:48.718 --> 02:47:50.199]  This is what you're actually designed to run on.
[02:47:50.339 --> 02:47:50.579]  Exactly.
[02:47:50.599 --> 02:47:54.402]  It's kind of like a car will run on one form of junky gas, but it runs really good on what it's designed for.
[02:47:54.902 --> 02:48:02.928]  You will find Brain Force, Survival Shield X2, and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[02:48:09.128 --> 02:48:12.530]  Thousands of years ago, there was a basic form of chivalry.
[02:48:12.891 --> 02:48:20.035]  Our ancestors would hear the drums of war, giving the warriors of the tribe a chance to organize and prepare a defense.
[02:48:20.636 --> 02:48:29.001]  Sixty years ago, when foreign air forces were approaching filled with bombs, they had drums of their own, air raid sirens.
[02:48:29.242 --> 02:48:33.404]  But in the 21st century, there are silent weapons for quiet war.
[02:48:33.684 --> 02:48:38.828]  Pathenogens added to the food and water, to the lining of plastics that destroy our vitality.
[02:48:39.248 --> 02:48:43.111]  Turn off our hormones and accelerate our journey towards death.
[02:48:43.491 --> 02:48:46.613]  I personally counter this onslaught with AnthroPlex.
[02:48:46.913 --> 02:48:58.020]  AnthroPlex is designed with known organic concentrated herbs to create the basic foundation to normal metabolic activity inside the human body.
[02:48:58.060 --> 02:49:00.722]  Discover why AnthroPlex is turning so many heads today.
[02:49:00.962 --> 02:49:06.926]  It's time for us to take our bodies back into our own hands and it starts at InfoWarsLife.com with AnthroPlex.
[02:49:10.447 --> 02:49:14.252]  And let's dispel once and for all this fiction that Barack Obama doesn't know what he's doing.
[02:49:14.292 --> 02:49:16.314]  He knows exactly what he's doing.
[02:49:16.515 --> 02:49:23.844]  We have to make America rich again, and make America great again.
[02:50:02.088 --> 02:50:04.630]  I'm not gonna sit here and take it anymore!
[02:50:06.972 --> 02:50:14.257]  In today's world, abortion supporters routinely attend pro-life rallies and attempt to bully activists.
[02:50:14.937 --> 02:50:22.943]  If you have a problem and need a smelly group of commie devil worshippers, maybe you can call the A-Team.
[02:50:25.225 --> 02:50:26.926]  How many did I adopt?
[02:50:27.126 --> 02:50:27.966]  I kill my kids.
[02:50:28.447 --> 02:50:29.708]  I kill my kids.
[02:50:34.290 --> 02:50:39.772]  Hey, we saw your Facebook with your communist hammer and sickle.
[02:50:40.552 --> 02:50:41.432]  That's pretty cool, man.
[02:50:42.553 --> 02:50:43.773]  Is that you on the Facebook?
[02:50:46.334 --> 02:50:48.435]  Is there a Facebook page of you with a hammer and sickle?
[02:50:49.363 --> 02:50:50.184]  I don't think so.
[02:50:50.684 --> 02:50:52.205]  How do you get your abortions paid for?
[02:50:52.225 --> 02:50:53.126]  I pay for them.
[02:50:53.226 --> 02:50:54.627]  Yeah, how many do you pay for them?
[02:50:54.727 --> 02:50:55.207]  Upwards of 50.
[02:50:55.287 --> 02:50:55.647]  Really?
[02:50:55.767 --> 02:50:56.108]  Oh yeah.
[02:51:11.129 --> 02:51:12.309]  You, you piece of s**t!
[02:51:12.749 --> 02:51:14.550]  Bunch of misogynist mother f**kers!
[02:51:14.570 --> 02:51:16.570]  Take your male privilege somewhere else!
[02:51:16.590 --> 02:51:18.491]  Tyler, you're being aggressive.
[02:51:18.651 --> 02:51:20.891]  I'm being aggressive?
[02:51:21.111 --> 02:51:22.332]  Pardon us!
[02:51:22.432 --> 02:51:23.552]  Excuse us!
[02:51:23.672 --> 02:51:29.493]  These, that's the guys that attacked Alex Jones.
[02:51:35.335 --> 02:51:40.376]  From the front lines of the information war, it's Alex Jones.
[02:51:45.179 --> 02:51:49.365]  Welcome back to the InfoWars Nightly News live coverage of the GOP debate.
[02:51:49.525 --> 02:51:50.526]  We've got closing statements.
[02:51:50.546 --> 02:51:52.689]  Let's go right to the last closing statement here.
[02:51:52.709 --> 02:51:53.991]  What's happening to our country?
[02:51:54.772 --> 02:52:02.042]  All of the things that I've been talking about, whether it's trade, whether it's building up our depleted military, whether it's taking care of our vets,
[02:52:02.763 --> 02:52:10.955]  We're definitely not taking care of our vests, but by no means is our military depleted.
[02:52:10.995 --> 02:52:18.045]  I don't know where these people keep getting this from, because I've been to a lot of these bases, and we've got a lot of tanks and jets.
[02:52:20.247 --> 02:52:28.092]  I mean, I could go on auction right now and go buy a military-grade Humvee, an up-armor Humvee if I want to, in Waco.
[02:52:28.272 --> 02:52:31.955]  We got so much stuff, we're accidentally dropping it, air-dropping it.
[02:52:31.975 --> 02:52:42.001]  Well, that's the end for the debate, and of course, as we were saying during the break, I imagine that Donald Trump would be coming back and say, clowns to the left of me, chokers to the right.
[02:52:43.802 --> 02:52:46.124]  Let's see, Derek McBrain, do you have any final comments?
[02:52:47.119 --> 02:52:48.403]  Actually this is Kid Daniels now.
[02:52:48.523 --> 02:52:54.719]  Yes, The Hill came out and said that Trump dominates the Twitter chatter during GOP debate.
[02:52:55.635 --> 02:53:07.522]  And it says that Twitter revealed that 51% of conversations on the social media platform, Marco Rubio ranked second with 28%, followed by Cruz at 14%.
[02:53:07.582 --> 02:53:10.224]  Sounds like a regular debate, huh?
[02:53:10.464 --> 02:53:10.664]  Yeah.
[02:53:11.084 --> 02:53:21.651]  And I also found it very revealing how CNN, you know, they're moderating this debate, but on their Twitter account all evening has been pretty much anti-Trump.
[02:53:22.231 --> 02:53:23.072]  You know, you got the
[02:53:24.735 --> 02:53:30.760]  For example... Well, of course, every question was, uh, candidate A, would you critique Trump on this issue?
[02:53:30.780 --> 02:53:31.841]  Candidate B, would you critique him on this issue?
[02:53:31.861 --> 02:53:33.262]  Do you believe Trump's view on the border?
[02:53:33.302 --> 02:53:35.945]  Do you believe Trump's outlook on defeating ISIS?
[02:53:35.965 --> 02:53:39.508]  Do you believe Trump's, you know, it's ridiculous.
[02:53:39.548 --> 02:53:47.735]  You know, like, they, you know, they're establishment media and everything, and they also have a vested interest in trying to keep this contest going as long as they can.
[02:53:49.015 --> 02:53:51.917]  They want to not have it over with on Tuesday.
[02:53:51.957 --> 02:53:56.278]  And quite frankly, if he packs it away in most of these states, it will be effectively over for them.
[02:53:56.579 --> 02:54:03.141]  Yeah, I even CNN's lead article right now on Google News is about Marco Rubio takes a swing at Trump.
[02:54:03.562 --> 02:54:06.043]  It's all about Marco Rubio this, Marco Rubio that.
[02:54:06.483 --> 02:54:11.185]  And I mean, on Twitter you had like, Ted Cruz, real Donald Trump, true or false?
[02:54:11.705 --> 02:54:13.666]  You said the government should pay for everyone's health care.
[02:54:14.346 --> 02:54:17.427]  And you had Marco Rubio to Trump, you know, this and that.
[02:54:17.447 --> 02:54:18.727]  I'm not even going to go into all of it.
[02:54:19.267 --> 02:54:28.329]  But yeah, it's this whole narrative that CNN is trying to build is that Trump is falling and Ted Cruz and especially Marco Rubio are climbing up in the polls, and that's not the case at all.
[02:54:28.849 --> 02:54:37.251]  I mean, it's really even a pathetic attempt that they have Telemundo trying to decide the election for us, decide who the Republican nominee is.
[02:54:37.491 --> 02:54:39.191]  I mean, it's completely ridiculous.
[02:54:39.651 --> 02:54:43.133]  Yeah, that was the thing that bothered me, I think, the most about this debate.
[02:54:43.173 --> 02:54:44.955]  I said that in the last segment that we had.
[02:54:45.035 --> 02:54:46.496]  The Telemundo reporter
[02:54:47.518 --> 02:54:52.904]  Asking them questions, and every single question was about a narrow interest of Hispanic voters.
[02:54:52.924 --> 02:54:53.685]  And it's like, you know what?
[02:54:54.125 --> 02:54:57.209]  This is an election for the American president.
[02:54:57.669 --> 02:55:00.552]  I'm sorry, Telemundo, if you don't like it, but we've got broad issues.
[02:55:00.592 --> 02:55:02.014]  There's 300 million people in this country.
[02:55:02.074 --> 02:55:02.695]  Exactly.
[02:55:02.955 --> 02:55:09.442]  And we need to be looking at questions that affect everybody, not a little narrow demographic slant.
[02:55:09.982 --> 02:55:11.623]  We need to talk about Israel.
[02:55:11.943 --> 02:55:13.464]  We need to talk about the homosexuals.
[02:55:13.484 --> 02:55:15.805]  We need to talk about the Hispanics.
[02:55:16.265 --> 02:55:18.386]  How about we talk about America?
[02:55:18.826 --> 02:55:22.388]  How about we talk about what we need to do for our country, everybody?
[02:55:22.788 --> 02:55:24.629]  It isn't going to happen with the mainstream media.
[02:55:24.729 --> 02:55:26.610]  Who cares sexually how you're oriented?
[02:55:26.790 --> 02:55:27.931]  Who cares what color you are?
[02:55:28.171 --> 02:55:29.752]  Who cares if you're Jewish or not?
[02:55:30.032 --> 02:55:30.932]  Who cares?
[02:55:31.072 --> 02:55:35.354]  Our country is falling apart because we have a president that sucks.
[02:55:36.075 --> 02:55:38.176]  He's horrible and he's a Muslim.
[02:55:38.676 --> 02:55:46.585]  Yeah, and to put it bluntly, I mean, honestly, the people who listen to Telemundo, they're not going to vote in the Republican convention anyway.
[02:55:46.625 --> 02:55:48.907]  You know, they're typically going to go Democrat.
[02:55:48.967 --> 02:55:55.554]  I mean, yeah, Trump does have a... Yeah, well, yeah, but I bet a lot of them are not Telemundo listeners.
[02:55:55.575 --> 02:55:59.939]  Because the Democratic Party plays the balkanization game.
[02:56:00.039 --> 02:56:00.520]  Exactly.
[02:56:00.720 --> 02:56:09.648]  So as long as somebody is thinking of themselves as primarily not American, but as a member of some balkanized group, then yeah, that's the party for them, the Democrat Party.
[02:56:10.008 --> 02:56:22.939]  But there are a lot of people who are, whether they're working class people, or I think a lot of black people, a lot of Democrats, like we call them Reagan Democrats, people who are concerned about
[02:56:23.519 --> 02:56:24.120]  The economy.
[02:56:24.400 --> 02:56:26.041]  People are concerned they're not going to have a job.
[02:56:26.301 --> 02:56:43.175]  When they start looking at the broader issues that affect everybody, regardless of what demographic you're in, the broader issues that affect everybody, those people are going to be looking at what's going to be done to help this country instead of allowing our economy to be managed by foreign powers, which is what we have right now.
[02:56:43.235 --> 02:56:50.842]  Well, when you see all the people that were in that video getting laid off by the air conditioning manufacturer, I mean, that was all sorts of
[02:56:51.522 --> 02:56:53.083]  People there, all sorts of racism.
[02:56:53.103 --> 02:56:53.483]  That's right.
[02:56:53.983 --> 02:56:56.865]  And they were all very upset about the fact that they were going to be out of a job.
[02:56:56.885 --> 02:57:05.769]  Well, if you voted for Obama twice, and you're going to go back over the Democrat side and you're going to vote for Hillary Clinton, I mean, you're just asking for it.
[02:57:05.789 --> 02:57:07.250]  I mean, I don't feel bad for you at all.
[02:57:07.851 --> 02:57:13.513]  I mean, I don't understand how anybody could even fathom voting for Hillary Clinton.
[02:57:13.714 --> 02:57:17.516]  Hillary Clinton is going to be another four years of Obama.
[02:57:18.436 --> 02:57:32.674]  She's... And we need to focus on these issues in these Republican debates so we get someone who's going to be good because they're going to have to go up against that witch, that monster, that evil person, and we have to defeat her because if we don't, we are screwed!
[02:57:32.694 --> 02:57:34.637]  Right, and everyone's like, well why don't you guys...
[02:57:35.317 --> 02:57:38.219]  Go for Bernie as well if you're not into the left-right paradigm.
[02:57:38.519 --> 02:57:43.062]  We say all the time, I like some of the things that Bernie says, but it's not going to work.
[02:57:43.162 --> 02:57:44.263]  We can't afford it.
[02:57:44.523 --> 02:57:49.967]  We're trillion dollars and trillions of dollars in debt, and he wants to add trillions more to the debt.
[02:57:50.247 --> 02:57:50.667]  Bernie Sanders.
[02:57:50.687 --> 02:57:52.008]  There's no plan of how he's going to pay for it.
[02:57:52.048 --> 02:57:52.868]  Bernie Sanders doesn't understand math.
[02:57:52.888 --> 02:57:53.349]  It won't work.
[02:57:53.989 --> 02:57:56.851]  He wants to give free health care, free college tuition to everybody.
[02:57:57.211 --> 02:58:01.514]  He thinks that the greatest problem that we face in the world is climate change.
[02:58:01.934 --> 02:58:09.538]  So he would bankrupt the country and he would basically allow a foreign entity, a globalist entity, to tax us directly.
[02:58:10.059 --> 02:58:12.900]  And of course, he doesn't have a problem with a 90% tax rate.
[02:58:13.601 --> 02:58:15.702]  So, you know, that's basically a non sequitur.
[02:58:15.922 --> 02:58:27.239]  And then there's anyone out there who's gonna, you know, make $7 an hour because they went and got a liberal arts degree and now they're mad at everybody else because they can't afford to pay off their college education.
[02:58:27.619 --> 02:58:29.702]  That was your decision, to get a useless degree.
[02:58:29.722 --> 02:58:30.463]  That's right.
[02:58:31.044 --> 02:58:33.386]  Well, we'll see how this is going to turn out, of course.
[02:58:33.567 --> 02:58:39.553]  It's going to be five days, and they're going to have a lot of time now to slice and dice the soundbites from this debate.
[02:58:39.573 --> 02:58:42.816]  Yeah, and I got one good soundbite for you guys before we wind down.
[02:58:43.076 --> 02:58:49.643]  This is Trump, you know, the debate has just ended, and he's talking to CNN about the comments of Marco Rubio, so here we go.
[02:58:51.425 --> 02:58:56.207]  It seemed like Senator Rubio was more intent to going at you directly tonight than even Senator Cruz.
[02:58:56.247 --> 02:58:56.987]  Why do you think that was?
[02:58:57.007 --> 02:58:57.548]  I think that's true.
[02:58:57.628 --> 02:58:59.608]  I was a little surprised by it, but I liked it.
[02:58:59.628 --> 02:59:00.489]  I thought it was fine.
[02:59:00.909 --> 02:59:03.170]  Did he show you a toughness that you didn't see against Christie?
[02:59:03.250 --> 02:59:04.991]  No, I think it was the same basic person.
[02:59:05.111 --> 02:59:06.712]  But he's a meltdown guy.
[02:59:06.732 --> 02:59:09.373]  I mean, I'm looking at him, he's pouring sweat.
[02:59:09.393 --> 02:59:12.194]  I don't know what the problem is, but he's just pouring down sweat.
[02:59:12.975 --> 02:59:14.577]  So he's overheating?
[02:59:14.617 --> 02:59:15.538]  He's overheating?
[02:59:15.598 --> 02:59:18.461]  The robot's overheating.
[02:59:18.541 --> 02:59:21.784]  He needs a cooling coil going on there.
[02:59:21.824 --> 02:59:23.646]  There's a hydraulic fuel leak?
[02:59:23.927 --> 02:59:26.870]  It goes on, but it was an interesting debate.
[02:59:26.930 --> 02:59:32.436]  It was a lot more interesting than some of the previous ones, and I think we got to see a lot of people's true colors.
[02:59:33.056 --> 02:59:33.537]  We're good to go.
[02:59:51.740 --> 02:59:55.543]  Carson said, somebody please attack me so I get a chance to talk.
[02:59:56.364 --> 02:59:58.826]  When he does speak, he does have a good presentation.
[02:59:58.846 --> 03:00:01.608]  He doesn't have a desire to get in there and fight with people, which is admirable.
[03:00:01.909 --> 03:00:03.970]  He has his guns and he's sticking to it.
[03:00:04.291 --> 03:00:12.618]  The thing I thought was interesting about Carson was when they got to him and they asked him a question about Obamacare, that's something that he had thought a lot about.
[03:00:12.918 --> 03:00:18.665]  He had a very good, very free market, I think, approach to it in the sense of health care accounts.
[03:00:18.705 --> 03:00:20.167]  That's something that has been proposed.
[03:00:20.187 --> 03:00:23.772]  He's not the first person to talk about it, but that is, I think, the right approach.
[03:00:24.092 --> 03:00:25.193]  It's a free market approach.
[03:00:25.213 --> 03:00:31.581]  It's an approach that respects our informed consent and our choice, gives us accounts that we can
[03:00:32.402 --> 03:00:32.722]  Absolutely.
[03:00:49.471 --> 03:00:51.853]  You know, that's something he knew a great deal about, and he was right on it.
[03:00:52.153 --> 03:01:00.440]  But when it comes to most of these other things, and we've seen this not only from him, but from some other candidates, well, I would get a lot of, I would get advisors together.
[03:01:00.560 --> 03:01:03.022]  Yeah, I'd talk to my advisors about that.
[03:01:03.242 --> 03:01:06.024]  He said that a lot, but I mean, at least the guy's being honest about it.
[03:01:06.064 --> 03:01:07.445]  He's not blowing smoke up your butt.
[03:01:08.266 --> 03:01:09.847]  I guess, who's that, Marco Roboto?
[03:01:10.127 --> 03:01:10.348]  Yeah.
[03:01:10.528 --> 03:01:12.229]  This American presidential race...
[03:01:13.830 --> 03:01:18.352]  This American presidential race has become a reality TV show.
[03:01:18.693 --> 03:01:21.914]  And it's not a reality TV show that we're just seeing in America.
[03:01:22.254 --> 03:01:25.776]  It's a reality TV show that is failing in front of the entire world.
[03:01:26.356 --> 03:01:31.999]  Everything that's happening right now in politics with this race for the presidency is a reality TV show.
[03:01:32.299 --> 03:01:33.240]  A crappy one at that.
