[00:00:22.239 --> 00:00:25.670]  Resistance to tyrants is obedience to God.
[01:12:05.725 --> 01:12:14.252]  Think about the insanity, though, of the people that actually, like you, Joe, have to deal with threats like ISIS that are using 50,000 human shields.
[01:12:14.532 --> 01:12:17.074]  They're just the most despicably evil group in the world.
[01:12:17.775 --> 01:12:30.966]  And we have to, at some level, even if you are totally against everything on the planet, you have to pay some honor to those people that are willing to sacrifice their lives to deal with ISIS, because I certainly don't want to deal with ISIS personally.
[01:12:31.466 --> 01:12:32.567]  We don't want to deal with them here.
[01:12:32.727 --> 01:12:34.208]  ISIS is a disgusting group.
[01:12:34.268 --> 01:12:35.469]  It's a terrorist organization.
[01:12:36.770 --> 01:12:39.131]  But that's the same as the movement we have right now.
[01:12:39.191 --> 01:12:40.472]  These social justice warriors.
[01:12:40.992 --> 01:12:42.433]  They spit on our flag.
[01:12:42.473 --> 01:12:43.474]  They deface our flag.
[01:12:43.494 --> 01:12:45.455]  They burn it.
[01:12:46.236 --> 01:12:50.599]  For Christ's sake, there was a war to that that was beaten with an oxygen tank.
[01:12:50.639 --> 01:12:51.739]  Yeah, I saw that.
[01:12:51.780 --> 01:12:52.660]  That's ridiculous.
[01:12:52.940 --> 01:12:55.962]  There's zero respect with these young children that are growing up.
[01:12:56.002 --> 01:12:59.425]  And for some reason, it's cool to look down on veterans.
[01:12:59.485 --> 01:12:59.985]  It's cool
[01:13:00.478 --> 01:13:01.919]  To kick them to the curb.
[01:13:01.979 --> 01:13:04.260]  It's cool to make fun of them when they're going through a hard time.
[01:13:04.581 --> 01:13:06.922]  Or to make fun of the fact that they're dealing with mental issues.
[01:13:07.222 --> 01:13:09.584]  You know, that's not cool though in my book.
[01:13:09.744 --> 01:13:11.004]  And then it's very disrespectful.
[01:13:11.485 --> 01:13:19.069]  And we need a leader who's actually going to stand up at some point in time, put his foot down and say, you know what, we need to have patriotism back in our ranks again.
[01:13:19.109 --> 01:13:21.211]  We need to see people proud to be an American.
[01:13:21.231 --> 01:13:23.432]  Because I'm quite frankly sick and tired of going to these rallies.
[01:13:23.712 --> 01:13:23.972]  I don't know.
[01:13:41.564 --> 01:13:43.565]  People always want to say, oh, you're glorifying a flag.
[01:13:43.605 --> 01:13:44.045]  No, it's not.
[01:13:44.085 --> 01:13:51.168]  It's the symbolism of it, what it means, the men and women who fought and died for that flag, what it represents, what America is.
[01:13:51.408 --> 01:13:52.949]  When I cut myself, I don't just bleed.
[01:13:53.209 --> 01:13:54.349]  It comes out red, white, and blue.
[01:13:54.589 --> 01:13:56.410]  And that's how I will be for the day I die.
[01:13:57.168 --> 01:14:03.132]  And you know, the old true American dream, the real American dream that many, many people died fighting for applies to everybody.
[01:14:03.993 --> 01:14:08.756]  America, in its essence, the American dream was, hey, come here and be a part of it, right?
[01:14:09.197 --> 01:14:10.157]  Come here and partake.
[01:14:10.458 --> 01:14:18.804]  You know, the sad, sad story you were talking about is a caregiver accused from the Herald Tribune of trying to murder a World War II veteran with his own oxygen tank.
[01:14:19.364 --> 01:14:27.546]  Says as a staff sergeant flying in bombing raids over Nazi-occupied Europe during World War II, Michael Nicholas Tristano flirted with death on a recurring basis.
[01:14:27.846 --> 01:14:44.269]  The former ball turret gunner cheated the Reaper again last week, but instead of dodging German anti-aircraft guns flank inside a B-17 Flying Fortress bomber, police say the 91-year-old veteran survived a savage attack inside his Northport home by the caregiver entrusted with his welfare.
[01:14:45.009 --> 01:14:54.452]  This represents a really, really sad state of society when they're defacing the memorials and attacking a 91-year-old veteran.
[01:14:54.472 --> 01:14:55.593]  91-year-old period is terrible.
[01:14:56.073 --> 01:15:03.555]  But the very idea... But we're... It's this whole liberal... These professors that are teaching these college kids, they hate their country.
[01:15:03.975 --> 01:15:04.816]  You know, what is it?
[01:15:05.316 --> 01:15:11.618]  How many memorials have we seen statues being asked to be brought down because it reminds them of something that used to be racist or whatever like that?
[01:15:12.000 --> 01:15:14.882]  Or they think that there's something racist about it because of the guy's name.
[01:15:15.243 --> 01:15:16.223]  That's ridiculous.
[01:15:16.744 --> 01:15:19.186]  Those who forget their past are doomed to repeat it again.
[01:15:19.526 --> 01:15:20.947]  Those statues are a reminder.
[01:15:20.987 --> 01:15:22.389]  Yeah, we used to have a bad past.
[01:15:22.769 --> 01:15:24.530]  Or these memorials are a reminder.
[01:15:24.570 --> 01:15:25.831]  Yeah, we went through some rough times.
[01:15:26.112 --> 01:15:27.172]  We need to reflect on that.
[01:15:27.212 --> 01:15:30.195]  We need to remember these things and make sure we don't do those again.
[01:15:30.215 --> 01:15:31.456]  That's right.
[01:15:31.596 --> 01:15:34.819]  So tell us about what you experienced today and what you did in D.C.
[01:15:35.816 --> 01:15:37.058]  Well, we got in last night.
[01:15:37.078 --> 01:15:38.701]  I was actually at the Vietnam Memorial.
[01:15:38.721 --> 01:15:46.516]  We were doing a report on the fact that the Vietnam Memorial in Venice was tagged, spray-painted, whatever you have it.
[01:15:47.466 --> 01:15:51.148]  And how I thought that that was, you know, a horrible tragedy for something like that to happen.
[01:15:51.428 --> 01:15:56.450]  And I was standing in front of the Vietnam Memorial Wall in DC.
[01:15:56.470 --> 01:15:57.070]  You know what, Joe?
[01:15:57.110 --> 01:15:57.791]  Hold that thought.
[01:15:57.871 --> 01:15:59.891]  Actually, we're just about to hit the break right now.
[01:15:59.911 --> 01:16:05.474]  So we'll be right back and Joe will explain what happened with that video when he got heckled for saying don't deface war memorials.
[01:16:05.494 --> 01:16:07.175]  This is the Alex Jones Show.
[01:16:07.195 --> 01:16:07.675]  We'll be right back.
[01:16:10.137 --> 01:16:13.360]  A lot of people discount their products that aren't their best sellers.
[01:16:14.201 --> 01:16:20.807]  At InfoWars Life, I like to discount our best-selling products because that's what our listeners and viewers want.
[01:16:21.568 --> 01:16:23.950]  Super Metal Vitality has been sold out for two months.
[01:16:24.370 --> 01:16:25.271]  It's back in stock.
[01:16:26.232 --> 01:16:32.858]  It's 30% off for Memorial Day to honor our veterans and others that have stood up for this republic.
[01:16:33.038 --> 01:16:41.805]  It's running through three days, through Monday, and we've got a whole bunch of our other bestsellers like Vitamin Mineral Fusion, which is a, again, fruit punch.
[01:16:42.025 --> 01:16:44.066]  Multivitamin, mineral drinks, you absorb more of it.
[01:16:44.166 --> 01:16:47.388]  The liver shield that helps detox the body and more.
[01:16:47.568 --> 01:16:51.571]  And so many other products that are our best sellers are 30% off.
[01:16:52.011 --> 01:16:58.935]  You can also get discounts on top of that, like free shipping on orders above $50 or 10% off when you sign up for auto ship.
[01:16:58.955 --> 01:16:59.936]  There's so many specials.
[01:17:00.296 --> 01:17:06.560]  Check them out today at InfoWarsLife.com or InfoWarsStore.com or by simply calling toll free, 888-253-3139.
[01:17:09.935 --> 01:17:18.938]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[01:17:19.018 --> 01:17:27.121]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[01:17:27.421 --> 01:17:32.123]  We have now managed to secure the sought-after beans in a highly customized blend.
[01:17:32.304 --> 01:17:39.027]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[01:17:39.087 --> 01:17:46.170]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[01:17:46.271 --> 01:17:53.134]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[01:17:53.294 --> 01:17:57.658]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[01:17:57.778 --> 01:18:01.021]  Available in original or with our immune support infusion blend.
[01:18:01.161 --> 01:18:07.286]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[01:18:07.466 --> 01:18:09.688]  Available at InfoWarsLife.com.
[01:18:09.868 --> 01:18:12.850]  A clean, toxic-free body is the foundation of true health.
[01:18:13.131 --> 01:18:15.393]  Introducing Deep Cleanse by InfoWarsLife.com.
[01:18:16.013 --> 01:18:22.715]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[01:18:22.995 --> 01:18:28.176]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[01:18:28.276 --> 01:18:37.118]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites and others, Deep Cleanze doesn't hold back.
[01:18:37.398 --> 01:18:45.983]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[01:18:46.243 --> 01:18:53.128]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spigyrex herbal processing technique.
[01:18:53.288 --> 01:18:58.651]  We use only the highest quality organic herbs backed by serious research, and we still bring it to you at the best price.
[01:18:59.652 --> 01:19:04.375]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit InfoWarsLife.com.
[01:19:04.535 --> 01:19:07.256]  That's InfoWarsLife.com or call 888-253-3139.
[01:19:07.317 --> 01:19:10.519]  Brain Force is here.
[01:19:11.059 --> 01:19:13.340]  Ladies and gentlemen, I've been on this the last few months.
[01:19:13.601 --> 01:19:21.406]  You probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports, and it's because of Brain Force.
[01:19:22.202 --> 01:19:25.785]  One of the worst things with most energy products is it's not sustainable, right?
[01:19:25.805 --> 01:19:28.127]  You're gonna crash, you're gonna feel really bad afterwards.
[01:19:28.507 --> 01:19:32.010]  This has a bunch of different antioxidants and compounds and polyphenols.
[01:19:32.070 --> 01:19:35.212]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[01:19:35.692 --> 01:19:40.496]  We kept changing this formula over and over and over again until it became sort of a grand puzzle.
[01:19:41.037 --> 01:19:42.878]  For example, the L-theanine inside of it.
[01:19:43.218 --> 01:19:47.642]  That is activated by the different compounds in the Yerba Mate that we put inside of it as well.
[01:19:47.802 --> 01:19:49.823]  This just increases the compounds you already have.
[01:19:50.444 --> 01:19:51.905]  This is what you're actually designed to run on.
[01:19:52.045 --> 01:19:52.305]  Exactly.
[01:19:52.325 --> 01:19:56.087]  It's kind of like a car will run on one form of junky gas, but it runs really good on what it's designed for.
[01:19:56.607 --> 01:20:03.851]  You will find Brain Force, Survival Shield X2, and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[01:20:04.091 --> 01:20:05.812]  You're listening to the Alex Jones Show.
[01:20:23.791 --> 01:20:28.515]  Defending the Republic from enemies foreign and domestic.
[01:20:29.115 --> 01:20:30.976]  It's Alex Jones!
[01:20:34.104 --> 01:20:34.564]  That's right.
[01:20:34.584 --> 01:20:35.665]  It's the Alex Jones Show.
[01:20:35.725 --> 01:20:37.045]  It's Memorial Day weekend.
[01:20:37.085 --> 01:20:41.167]  I'm Anthony Gucciardi, and I'm here with former Staff Sergeant Joe Biggs.
[01:20:41.207 --> 01:20:42.928]  He's live in D.C.
[01:20:43.508 --> 01:20:58.275]  We're talking about these disturbing reports about just defacing war memorials, women, caregivers trying to, one of these, a caregiver tried to kill a World War II veteran who was 91 years old with an oxygen tank over a money dispute.
[01:20:58.835 --> 01:21:00.997]  Just some really disturbing news on Memorial Day.
[01:21:01.217 --> 01:21:17.028]  There is some good news, obviously, as well about some war stories and some surviving stories and stuff like that, but we're talking about the state of affairs that we have to be in at this point, where it's cool to deface war memorials, and it's not about whether you agree with the wars or not.
[01:21:17.108 --> 01:21:17.729]  I don't even agree.
[01:21:18.089 --> 01:21:20.090]  With a lot of the politics behind the wars.
[01:21:20.110 --> 01:21:21.390]  And here's Joe.
[01:21:21.950 --> 01:21:28.352]  It's about the truth of, it's not about the politicians and the war issues.
[01:21:28.672 --> 01:21:32.573]  It's about those who actually died fighting for something greater than themselves.
[01:21:32.993 --> 01:21:42.776]  And Joe, you were getting into earlier, before we hit the break, what happened today when you were outside of, I guess it was a war memorial, and talking about some things, and someone started heckling you.
[01:21:42.796 --> 01:21:43.216]  What happened?
[01:21:43.956 --> 01:21:46.217]  Well, before we go into that, I want to speak a little bit on what you were just saying.
[01:21:48.038 --> 01:21:53.461]  We have veterans, you know, and we can't support all these wars, but we can support those people.
[01:21:53.982 --> 01:22:01.366]  And I find it funny that we have to praise someone like, you know, Caitlyn Jenner because, you know, this guy put on a dress and marches around.
[01:22:01.426 --> 01:22:12.113]  It's okay to praise this person or it's okay to praise the Kardashians, but it's not okay to praise someone who sees something important, who sees their country and is willing to lay their life down on the line.
[01:22:12.492 --> 01:22:13.173]  We're good to go.
[01:22:32.090 --> 01:22:32.350]  I think?
[01:22:52.577 --> 01:22:58.479]  Kids who say they're not allowed to say a prayer before class or anything like that because it could be offensive to other things like that.
[01:22:58.799 --> 01:23:06.721]  And then you have the country, the fact that we have men and women who are willing to join the military and stand up because they see something worth fighting for, something that's bigger than their own lives.
[01:23:07.022 --> 01:23:10.363]  And that we have a family now, or we have these veterans who are being attacked.
[01:23:10.403 --> 01:23:11.823]  We have 22 suicides a day.
[01:23:12.103 --> 01:23:14.024]  We have homeless veterans all over the country.
[01:23:14.244 --> 01:23:16.124]  We have a president that goes out and plays golf.
[01:23:16.465 --> 01:23:18.705]  He didn't even, he's, this is his hometown now.
[01:23:19.345 --> 01:23:20.106]  Where did he do today?
[01:23:20.826 --> 01:23:21.106]  Nothing.
[01:23:21.650 --> 01:23:22.550]  But Trump came out here.
[01:23:23.471 --> 01:23:24.491]  And then we have the family.
[01:23:24.531 --> 01:23:25.632]  The family that is being attacked.
[01:23:25.672 --> 01:23:27.153]  The fact that we can't say him or her.
[01:23:27.553 --> 01:23:29.594]  Or we can't call somebody what they are.
[01:23:29.614 --> 01:23:33.516]  And we have to have this, you know, argument over what bathrooms people can use.
[01:23:33.896 --> 01:23:37.238]  These three core things that Americans stand for are being attacked right now.
[01:23:37.538 --> 01:23:40.260]  And that's what I was talking about last night in front of the Vietnam Memorial.
[01:23:40.560 --> 01:23:42.561]  And this guy came up heckling or, you know, heckling me.
[01:23:42.581 --> 01:23:43.681]  And he was like, oh, that's BS.
[01:23:44.002 --> 01:23:44.882]  You know, blah, blah, blah, blah, blah.
[01:23:44.922 --> 01:23:50.625]  And I just told the guy he could, you know, get the F out of here and go back to Communist China if he wanted to, if he had a problem with how this is.
[01:23:51.086 --> 01:23:51.876]  And he goes...
[01:23:52.349 --> 01:23:53.729]  He's like, well, I have freedom of speech.
[01:23:53.769 --> 01:23:56.290]  And I was like, well, I have freedom of speech, too, guys.
[01:23:56.330 --> 01:23:57.771]  So that means I can say what I want.
[01:23:57.791 --> 01:24:00.072]  But the fact that you're offended by it doesn't bother me.
[01:24:00.132 --> 01:24:01.032]  I'm glad it offends you.
[01:24:01.232 --> 01:24:02.072]  You should be offended.
[01:24:02.112 --> 01:24:09.915]  I should bathe you in the American flag and try to baptize you in freedom, because that's what I should have done last night, quite frankly.
[01:24:10.155 --> 01:24:12.056]  And in the background, there was tons of people.
[01:24:12.096 --> 01:24:13.616]  There was tours being brought on.
[01:24:13.896 --> 01:24:20.499]  They were passing by and people started clapping and yelling and shaking my hand and all that, you know, and basically like, you know, that guy's a douchebag.
[01:24:20.539 --> 01:24:21.339]  Get him the hell out of here.
[01:24:21.707 --> 01:24:22.787]  You know, that's ridiculous.
[01:24:22.868 --> 01:24:26.669]  And a guy like that, why are you even at the Vietnam Memorial if you hate America so much?
[01:24:26.709 --> 01:24:33.092]  If you don't like what I was saying, that we should have these things, that we should protect these things, the foundations of what America was built on.
[01:24:33.112 --> 01:24:34.713]  If you don't like that, then go somewhere else.
[01:24:35.693 --> 01:24:42.436]  Because I'm not going to let you disrespect this memorial, this place where these names are that mean more than that guy ever will.
[01:24:43.407 --> 01:24:44.168]  Well, you know, it's funny.
[01:24:44.408 --> 01:24:55.859]  The idea of courage, or our concept of courage as a planet, really, has changed from, yeah, people deciding to give up their lives in World War II and Vietnam.
[01:24:55.959 --> 01:24:59.742]  Again, not about the politics of it, but them deciding to do it for something they believed in.
[01:25:00.483 --> 01:25:01.084]  That's courage.
[01:25:02.230 --> 01:25:05.192]  Caitlyn Jenner, that's a different level of courage, right?
[01:25:05.432 --> 01:25:10.016]  So our concept of courage has now warped to where it's almost like the inverse of everything.
[01:25:10.356 --> 01:25:25.388]  And also, I feel like it's a facade at some level too, where everyone doesn't even believe in the political correctness, just like when they said the Washington Redskins, the actual Native Americans, they did a vote and like 96% said that the name, the Redskins, didn't offend them.
[01:25:26.048 --> 01:25:33.717]  So I think a lot of it is a facade and a lot of it is pushed when there's no actual base for it, right?
[01:25:33.797 --> 01:25:40.845]  So a lot of people I think get it, especially people listening to this program and others, and they realize it's all just BS and it's not even about sides, okay?
[01:25:41.305 --> 01:25:42.626]  It's not even about sides.
[01:25:43.107 --> 01:25:43.947]  Who cares?
[01:25:44.408 --> 01:25:47.069]  In my view, great, let them all have gender-neutral bathrooms.
[01:25:47.089 --> 01:25:47.370]  Who cares?
[01:25:47.410 --> 01:25:52.753]  It's just this weird issue where it's like, you're bad if you don't 100% lay down and support everything.
[01:25:53.054 --> 01:25:53.934]  You're terrible.
[01:25:54.255 --> 01:25:58.938]  How dare you even praise the veterans who gave up their lives and lost limbs?
[01:25:59.078 --> 01:26:00.879]  There's an attack on the American man.
[01:26:00.899 --> 01:26:03.181]  There's a pussification of the American man.
[01:26:03.201 --> 01:26:06.123]  You know, I was having a conversation with a guy here in DC last night.
[01:26:06.542 --> 01:26:10.705]  When Weber and I were having dinner and the guy goes, man, he goes, you guys live in Austin.
[01:26:10.725 --> 01:26:11.346]  He goes, wow.
[01:26:12.046 --> 01:26:20.313]  He goes, he said, every time I go into Austin, I see nothing but the most feminine men in the world, you know, that are pushovers that are wearing these tight jeans.
[01:26:20.373 --> 01:26:23.195]  And, you know, they don't do anything because it's manly.
[01:26:23.215 --> 01:26:24.716]  They do it because it's a fad.
[01:26:25.057 --> 01:26:27.779]  It's a fashion statement to have a beard now, for some reason.
[01:26:28.199 --> 01:26:31.922]  I do it because, you know what, I was in the military so long, quite frankly, I got tired of shaving.
[01:26:31.942 --> 01:26:33.083]  When I got out, I made a promise.
[01:26:33.343 --> 01:26:34.464]  I wasn't going to shave anymore.
[01:26:34.724 --> 01:26:35.685]  So I'm keeping that promise.
[01:26:36.192 --> 01:26:40.678]  You know, but there's an attack on our families and the male.
[01:26:41.138 --> 01:26:47.246]  And it's ridiculous because when you have men who are pussified, when their kids step out of line, what's going to happen?
[01:26:48.217 --> 01:26:48.537]  Nothing.
[01:26:48.738 --> 01:26:50.179]  They allow them to do whatever they want.
[01:26:50.439 --> 01:27:02.110]  These kids are being taught in schools to have no respect for America, to have no respect for veterans, to have no respect for their elders, to have zero respect for anything at all, and to be entitled to be given everything.
[01:27:02.170 --> 01:27:08.296]  Not to work a hard day in their life, but just to sit there and bitch and moan and have everything given to them.
[01:27:08.652 --> 01:27:11.313]  That's the attack, and that's what's happening with our family, incrementally.
[01:27:11.573 --> 01:27:12.193]  It's ridiculous.
[01:27:12.373 --> 01:27:16.435]  And Bernie Sanders, all that he does, he further encourages that kind of action.
[01:27:16.755 --> 01:27:21.477]  The pussification of our leadership, our family, to allow these kids to run around and do whatever they want.
[01:27:21.777 --> 01:27:24.778]  You know, if I did something stupid as a child, my dad'd jerk a knot in my tail.
[01:27:24.998 --> 01:27:25.499]  But guess what?
[01:27:25.519 --> 01:27:26.679]  Did that make me a bad person?
[01:27:26.779 --> 01:27:27.119]  Negative.
[01:27:27.319 --> 01:27:31.341]  That made me a better person, because I realized that, hey, that's the wrong thing to do.
[01:27:31.681 --> 01:27:33.922]  Or if I said something to him and said it out of line,
[01:27:34.209 --> 01:27:40.434]  To an older gentleman, to an elder, and I said something wrong, he'd smack me upside the back of the head and say, you know what, that's not right, that's disrespectful.
[01:27:40.734 --> 01:27:51.243]  That's not happening anymore because we got parents right now that are just too scared to do anything because they turn on MSNBC and they're being told that they can't, you know, discipline their child or they can't do this and that.
[01:27:51.570 --> 01:27:55.172]  This isn't just an attack on Vietnam memorials, this is an attack on the American way of life.
[01:27:55.393 --> 01:27:56.173]  You know what I think it is?
[01:27:56.193 --> 01:28:10.923]  It's that, number one, there is a so-called moral crisis in the world right now, in the United States, where, yeah, you have kids that have been given everything, that are entitled, they grow up, and they don't want to do anything, they don't want to work, they just want everything given to them.
[01:28:10.943 --> 01:28:16.067]  At the same time, you know, definitely, even at a biological level, there are
[01:28:16.727 --> 01:28:17.788]  Thanks for watching!
[01:28:32.142 --> 01:28:32.322]  Right?
[01:28:32.342 --> 01:28:35.423]  Because a true alpha male isn't someone that just goes out and acts cool.
[01:28:35.443 --> 01:28:35.964]  And you know this.
[01:28:36.304 --> 01:28:37.164]  You know what I'm talking about.
[01:28:37.424 --> 01:28:41.166]  Isn't someone that just goes out and acts cool and acts tough and acts real.
[01:28:41.186 --> 01:28:42.206]  It's someone that actually cares.
[01:28:42.606 --> 01:28:49.549]  It's kind of the exemplification of some of these veterans who did give their lives up and did die and didn't have their name glorified throughout the halls.
[01:28:49.809 --> 01:28:51.630]  They gave their lives up for something they believed in.
[01:28:51.950 --> 01:28:52.990]  That is true alpha male.
[01:28:53.270 --> 01:28:56.912]  Leading the pack, actually caring, and giving your life up for a mission.
[01:28:57.412 --> 01:28:59.034]  Anyway, Joe Biggs, thank you so much.
[01:28:59.655 --> 01:29:01.778]  We may speak with you again in the next segment if you have time.
[01:29:01.838 --> 01:29:03.239]  If not, thank you for joining us.
[01:29:03.279 --> 01:29:04.461]  This is the Alex Jones Show.
[01:29:04.481 --> 01:29:05.022]  A lot more to come.
[01:29:10.444 --> 01:29:23.110]  This message is not just addressed to my fellow Americans, but addressed to people across the world of every race, color, and creed who believe in free speech, enshrined here in our republic as the First Amendment.
[01:29:23.811 --> 01:29:27.212]  It's the First Amendment to the Bill of Rights because it is the most important.
[01:29:27.232 --> 01:29:32.635]  The right to speak, the right to publish, the right to assemble, the right to petition, the right to practice
[01:29:33.015 --> 01:29:36.198]  Your own religion and not having a state-run or authorized system.
[01:29:36.358 --> 01:29:45.627]  We have seen Facebook, Google, Twitter, and other media platforms increasingly censor even mainline libertarian and conservative ideas.
[01:29:45.927 --> 01:29:57.478]  Ladies and gentlemen, Facebook, if it's able to successfully get away with censoring a wide spectrum of ideas that the establishment doesn't agree with, not just conservatives, will set a mega-massive precedent.
[01:29:57.978 --> 01:29:59.480]  Facebook's over a third of the internet.
[01:29:59.520 --> 01:30:00.141]  Did you think about that?
[01:30:00.661 --> 01:30:02.103]  Of the traffic and people visiting things.
[01:30:02.503 --> 01:30:03.144]  And then it's over.
[01:30:03.424 --> 01:30:07.749]  You think it's bad that communist China with a billion, 300 million people is censoring?
[01:30:08.570 --> 01:30:15.798]  Zuckerberg, who calls his users dumb effers, has been meeting with the Chinese censorship leadership, openly trying to tweak it.
[01:30:15.938 --> 01:30:18.361]  He met with Merkel, and openly in a hot mic.
[01:30:18.741 --> 01:30:20.862]  Don't worry, I'm gonna start suppressing and censoring people.
[01:30:21.022 --> 01:30:25.464]  They report when someone criticizes open borders to the German government and they come and arrest you.
[01:30:25.624 --> 01:30:29.626]  This is a global phenomenon that's taking place right now.
[01:30:29.806 --> 01:30:33.848]  They're passing laws in Canada to arrest people that criticize transgender.
[01:30:34.048 --> 01:30:35.249]  Well, that's your free speech.
[01:30:35.549 --> 01:30:37.971]  It's not hate propaganda, as they call it.
[01:30:38.312 --> 01:30:44.897]  If they set the precedent on these issues, they will basically ban any other type of speech that the globalists don't want.
[01:30:44.977 --> 01:30:47.099]  This is the ultimate threat to humanity.
[01:30:47.520 --> 01:30:49.681]  This is worse than what we saw in the Soviet Union.
[01:30:50.102 --> 01:30:53.885]  This is right out of Nazi Germany or right out of Maoist China.
[01:30:54.285 --> 01:30:55.626]  So we're fighting for free speech.
[01:30:55.947 --> 01:30:59.310]  When you spread the word about InfoWars.com, our videos, our stories, our reports,
[01:30:59.830 --> 01:31:06.036]  And when you post it on different platforms, that circumvents their AI systems that are trying to restrict the flow of information.
[01:31:06.156 --> 01:31:08.098]  We stand together or we hang separate.
[01:31:08.279 --> 01:31:13.143]  Another thing we're doing is not just battling to stop the censorship, we're also building other platforms.
[01:31:13.584 --> 01:31:21.332]  Getting on as many third-party systems as there are out there and spreading the word of basic free market liberty and human empowerment and the new renaissance.
[01:31:21.872 --> 01:31:25.154]  But also, the experts I've talked to said, Alex, you missed the boat.
[01:31:25.174 --> 01:31:28.656]  You've been a pioneer in many ways, but you haven't promoted email.
[01:31:28.776 --> 01:31:30.837]  And I said, yeah, I don't ever really market on email.
[01:31:30.937 --> 01:31:32.758]  I just, I just, it's low tech.
[01:31:32.939 --> 01:31:33.739]  And they're like, no, no, no.
[01:31:33.779 --> 01:31:35.280]  That's what's going to be hard to censor.
[01:31:35.340 --> 01:31:48.468]  Even if the internet kill switch comes into place, there are systems and there are developments that make it very hard still to stop email and to stop that information being sent over networks, you name it.
[01:31:48.528 --> 01:31:49.949]  So it's essential.
[01:31:50.889 --> 01:32:02.153]  That everybody go to InfoWars.com forward slash newsletter to get exclusive articles, videos, promo codes sometimes, the shopping cart like we had a few weeks ago with Hillary for prison, 50% off.
[01:32:02.453 --> 01:32:07.275]  I mean there are some big discounts we send to incentivize people and plus you're some of the most hardcore patriots.
[01:32:07.595 --> 01:32:11.937]  You can send the email and the newsletter on with exclusive videos and articles many days.
[01:32:12.517 --> 01:32:17.179]  So that's another great reason, but overall it's so that we have direct contact
[01:32:17.719 --> 01:32:31.684]  With fellow patriots out there around the world, and if they try to start shutting our websites down and other things, which they've tried to do, and kick us off Facebook, Twitter, YouTube, you name it, we'll be able to send you direct videos that you can then send on to others.
[01:32:32.345 --> 01:32:40.268]  We've all got to start thinking about the censorship and actively fighting it, getting more active and not taking independent, liberty-based media for granted, which I know you don't do.
[01:32:41.488 --> 01:32:51.634]  But really having a sense of urgency and getting the info out more while building new avenues on cutting-edge tech and cutting-edge platforms, but also old tech like email.
[01:32:51.874 --> 01:32:59.279]  So please join hundreds of thousands of others that have been signing up every few months at InfoWars.com forward slash newsletter.
[01:32:59.619 --> 01:33:08.745]  And you can also spread the word about our free feeds and more podcasts, Droid apps, iPhone apps, it's all free at InfoWars.com forward slash show.
[01:33:13.999 --> 01:33:16.742]  You're listening to The Alex Jones Show.
[01:33:17.622 --> 01:33:23.528]  The answer to 1984 is 1776.
[01:33:23.628 --> 01:33:27.571]  You're listening to The Alex Jones Show.
[01:33:40.905 --> 01:33:43.887]  The device that eavesdrops on the voices in your head.
[01:33:43.907 --> 01:33:48.490]  The mind-reaching machine can soon turn your secret thoughts into speech.
[01:33:49.171 --> 01:33:54.895]  Scientists want to reproduce speech from brain recordings in real time from the Daily Mail.
[01:33:55.796 --> 01:33:58.077]  Just one of the pieces we're going to be going over in a second here.
[01:33:58.798 --> 01:34:03.201]  In addition to protein jab to stop heart attacks, injection brings hope for sufferers.
[01:34:04.631 --> 01:34:12.677]  Lots more and some crazy ISIS news, but first, Biggs did want to pop in and make one final point before he leaves us in D.C.
[01:34:12.797 --> 01:34:13.778]  about everything that's going on.
[01:34:13.818 --> 01:34:14.638]  Biggs, what's on your mind?
[01:34:15.279 --> 01:34:18.241]  Well, I just want to say something to all the women out there that are watching as well.
[01:34:18.761 --> 01:34:23.345]  If you have a boyfriend who doesn't know how to shoot a gun or know what a firing pin is, you actually have a girlfriend.
[01:34:23.965 --> 01:34:28.649]  And that's further proof as to what I was saying about the pussification of the American man.
[01:34:29.986 --> 01:34:47.218]  Everybody needs a highly, I want to highly encourage everyone to go out there and use that Second Amendment and go out and shoot guns and have the ability to learn how to protect yourself and so you can protect your family and maybe you can save your family's life and those kids can grow up and be awesome and not pushover social justice warriors.
[01:34:48.779 --> 01:34:49.620]  Those are the main things.
