[00:00:00.009 --> 00:00:00.511]  We're good to go.
[03:27:55.774 --> 03:27:56.795]  And it hasn't, has it?
[03:27:57.556 --> 03:27:58.016]  It hasn't.
[03:27:58.297 --> 03:27:59.899]  It's not an effective strategy.
[03:28:01.109 --> 03:28:09.439]  You need to change hearts, Christians, using the power of the gospel in Jesus Christ, and not by condemning homosexuals to death.
[03:28:09.539 --> 03:28:12.943]  Not by getting up and screaming about that and then introducing Ted Cruz, okay?
[03:28:13.543 --> 03:28:14.244]  That's the video.
[03:28:14.264 --> 03:28:15.806]  We're going to talk about that at some point.
[03:28:15.886 --> 03:28:18.529]  But, you know, that's not the way you change hearts and minds.
[03:28:19.250 --> 03:28:20.632]  And you can't do it yourself, really.
[03:28:21.172 --> 03:28:21.472]  Okay?
[03:28:21.512 --> 03:28:23.613]  It's going to take God, it's going to take the power of Christ.
[03:28:23.913 --> 03:28:30.216]  And you can put on all, you can, you know, put on all this white paint and everything, you know, whitewashed sepulchres, okay?
[03:28:30.736 --> 03:28:32.037]  Painted tombs.
[03:28:32.717 --> 03:28:33.618]  That's what Jesus said.
[03:28:34.018 --> 03:28:38.860]  You can take the tomb with the death inside and you can put all this ornamentation on it, okay?
[03:28:38.880 --> 03:28:40.301]  But you're putting lipstick on a pig.
[03:28:40.721 --> 03:28:41.501]  But it's worse than that.
[03:28:41.521 --> 03:28:46.964]  It's just putting white paint on a tomb of death, okay?
[03:28:47.244 --> 03:28:47.364]  So,
[03:28:48.064 --> 03:28:48.804]  It isn't working.
[03:28:49.285 --> 03:28:51.666]  What you're doing isn't working, social conservatives.
[03:28:51.906 --> 03:28:54.507]  The things that you're so passionate about isn't working.
[03:28:54.787 --> 03:28:58.669]  The last presidential election, whether you realize it or not, the rest of the stuff was a distraction.
[03:28:59.500 --> 03:29:04.003]  You know, you get Republicans in, Democrats in, Planned Parenthood moves on, okay?
[03:29:04.343 --> 03:29:07.645]  The Bushes that you guys supported all the time, you didn't realize, did you?
[03:29:08.025 --> 03:29:12.869]  That every generation of Bushes has been intricately linked with Planned Parenthood.
[03:29:13.509 --> 03:29:17.011]  Founders, financiers of Planned Parenthood, okay?
[03:29:17.512 --> 03:29:19.133]  Never bothered to do your research, did you?
[03:29:19.213 --> 03:29:19.493]  Okay?
[03:29:19.813 --> 03:29:20.954]  Now, it hasn't worked.
[03:29:21.234 --> 03:29:22.034]  You've been fooled.
[03:29:23.095 --> 03:29:26.576]  And the last election was about government control of health care.
[03:29:26.616 --> 03:29:28.856]  We would have gotten it whoever got in there.
[03:29:29.136 --> 03:29:33.057]  Many people say, oh, you know, we got we got Obamacare because Romney didn't win.
[03:29:33.117 --> 03:29:34.498]  No, the fix was in.
[03:29:34.838 --> 03:29:35.498]  The fix was in.
[03:29:36.078 --> 03:29:41.819]  The midterm elections that we had the last time, you thought they were about open borders, didn't you?
[03:29:41.939 --> 03:29:45.060]  You thought that you elected the GOP to fix the open borders.
[03:29:45.080 --> 03:29:45.980]  That's what they ran on.
[03:29:46.020 --> 03:29:47.760]  They said, well, we're going to undo Obamacare.
[03:29:47.780 --> 03:29:49.521]  We're going to undo the open borders.
[03:29:49.621 --> 03:29:50.281]  No, they didn't.
[03:29:50.976 --> 03:29:53.820]  Because they're part of the establishment.
[03:29:53.980 --> 03:29:56.723]  Both parties, elites, want the same thing.
[03:29:56.743 --> 03:29:57.825]  That's what you have to understand.
[03:29:57.845 --> 03:29:59.106]  When we come back, we're gonna break it down.
[03:29:59.567 --> 03:30:01.169]  The Empire's on the run.
[03:30:02.110 --> 03:30:04.774]  Alex Jones and the GCN Radio Network.
[03:30:09.148 --> 03:30:15.854]  Now that Trump has over 50% of the delegates needed to meet their arbitrary finish line, the establishment is doubling down on their arrogance.
[03:30:16.295 --> 03:30:19.057]  These folks are competing to join us.
[03:30:19.257 --> 03:30:23.281]  Yeah, but they're competing to become the President of the United States.
[03:30:23.461 --> 03:30:26.744]  And so they are looking for voters, all voters, to vote for them.
[03:30:27.625 --> 03:30:27.725]  No.
[03:30:27.745 --> 03:30:28.706]  No, they're not.
[03:30:44.185 --> 03:30:50.631]  Echoes RNC Chair Priebus, telling CNBC the media has created the perception that voters choose the nominee.
[03:30:50.911 --> 03:30:53.594]  He questioned why primaries and caucuses are even held.
[03:30:53.834 --> 03:31:00.540]  Also today, former Speaker John Boehner says he wants the nomination handed to Ryan, saying they all had a chance to win and none of them won.
[03:31:00.660 --> 03:31:06.565]  Trump, however, has won 64% of state elections and the wheels are coming off the establishment's rigged system.
[03:31:06.705 --> 03:31:08.347]  For InfoWars.com, I'm David Knight.
[03:31:08.747 --> 03:31:15.129]  Our listeners over the past two years tried X2 nascent iodine and experienced it for themselves.
[03:31:15.589 --> 03:31:18.690]  I basically had my gallbladder out within the last nine months.
[03:31:18.870 --> 03:31:24.951]  I needed to get my digestive system working correctly again, so I stumbled on the X2.
[03:31:24.971 --> 03:31:32.293]  When we look at a product like Survival Shield Nascent Iodine X2, it's something that really has been hiding in plain view for over a hundred years.
[03:31:32.593 --> 03:31:34.314]  I needed a detox basically.
[03:31:39.342 --> 03:31:42.786]  I want to challenge the listeners who have not tried X2 for yourselves.
[03:31:42.987 --> 03:31:44.048]  What do you have to lose?
[03:31:44.328 --> 03:31:52.900]  You are the tip of the spear in the fight for human liberty and you're getting a high quality product that has absolutely changed my life and many other people's lives that I know.
[03:31:53.346 --> 03:31:56.970]  I noticed significant change in my digestive flow.
[03:31:57.010 --> 03:31:58.712]  I was like really more natural.
[03:31:58.972 --> 03:32:04.017]  Stock up on Survival Shield X2 today at Infowarslife.com or by calling 888-253-3139.
[03:32:08.447 --> 03:32:11.649]  When cells become toxic, they die early and aging sets in.
[03:32:11.969 --> 03:32:19.974]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[03:32:20.214 --> 03:32:25.218]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[03:32:25.618 --> 03:32:27.919]  You want the best that's out there at the lowest price anywhere?
[03:32:28.139 --> 03:32:29.941]  We now have the synergistic solution.
[03:32:30.261 --> 03:32:34.443]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[03:32:38.394 --> 03:32:39.154]  Shower Filters.
[03:32:39.295 --> 03:32:40.895]  We're introducing the best yet.
[03:32:41.015 --> 03:32:44.957]  The brand new ProPure ProMax High Performance Shower Filter.
[03:32:45.097 --> 03:32:49.700]  It removes and reduces over 200 contaminants while preserving a strong, powerful flow.
[03:32:49.900 --> 03:32:56.843]  This new 4-stage filtration process helps protect the largest organ in your body, your skin, from the unhealthy contaminants in the water.
[03:32:56.983 --> 03:33:03.927]  You can find more details on this amazing new filter and free shipping at InfowarsStore.com or call 888-253-3139 to order your ProMax Shower Filter from ProPure today.
[03:33:16.954 --> 03:33:19.396]  You want answers?
[03:33:19.817 --> 03:33:20.898]  Well, so does he.
[03:33:21.558 --> 03:33:23.380]  It's Alex Jones.
[03:33:28.467 --> 03:33:29.748]  Welcome back to the Alex Jones Show!
[03:33:29.768 --> 03:33:30.709]  I'm David Knight, your host.
[03:33:31.189 --> 03:33:36.173]  Yeah, and everything there is a season turning, and we are in a season of turning right now.
[03:33:36.233 --> 03:33:38.395]  We may be coming into the fourth turning.
[03:33:40.196 --> 03:33:40.617]  That's a book.
[03:33:40.637 --> 03:33:41.918]  We'll talk about that some other time.
[03:33:41.938 --> 03:33:43.139]  I've mentioned that book before.
[03:33:44.180 --> 03:33:53.507]  If you don't know about what I'm talking about, and of course we had a caller at the end of the last hour talking to Alex about 1984 that he had just read.
[03:33:53.567 --> 03:33:56.369]  Yeah, the clock is striking 13 right now, folks.
[03:33:57.330 --> 03:34:04.893]  Things are not right in this country and we are at a crossroads to make a big decision and we have an opportunity right now.
[03:34:05.573 --> 03:34:09.575]  As I said before, Trump is our illegal alien inside the GOP establishment.
[03:34:09.595 --> 03:34:11.396]  I'm going to break down what I mean by that right now.
[03:34:12.423 --> 03:34:16.286]  As I've mentioned before, in the last presidential election, we didn't really have a choice.
[03:34:16.467 --> 03:34:19.529]  We had, you know, we get a choice of persons.
[03:34:19.569 --> 03:34:22.572]  You know, do you like this guy Obama, or do you like this guy Mitt Romney?
[03:34:22.592 --> 03:34:30.218]  You know, Mitt Romney's this old, fighting, whitey kind of persona, you know, and, you know, Barack Obama's this young, hip, black guy.
[03:34:30.859 --> 03:34:32.540]  Okay, that's one of the choices that we could choose.
[03:34:32.580 --> 03:34:35.143]  Then they could get you fired up on some of these cultural issues.
[03:34:36.032 --> 03:34:39.234]  But the reality is that that presidential election was about Obamacare.
[03:34:39.435 --> 03:34:41.756]  It was about government control of healthcare.
[03:34:41.836 --> 03:34:44.919]  And it would have come to us as Obamacare, it would have come to us as Romneycare.
[03:34:44.939 --> 03:34:50.343]  Romneycare had already been done by Mitt Romney in Massachusetts with the mandate, with all the rest of the stuff.
[03:34:51.764 --> 03:34:52.805]  And in the last
[03:34:54.320 --> 03:34:55.401]  The midterm election.
[03:34:56.061 --> 03:34:57.281]  People said, we don't like Obamacare.
[03:34:57.301 --> 03:34:58.302]  We don't like the mandates.
[03:34:58.542 --> 03:34:59.922]  We don't like the open borders.
[03:34:59.962 --> 03:35:01.403]  We're going to elect the GOP.
[03:35:01.443 --> 03:35:02.664]  The GOP said, we're going to fix it.
[03:35:02.684 --> 03:35:03.584]  We're going to fix it.
[03:35:03.624 --> 03:35:04.344]  The GOP won.
[03:35:04.924 --> 03:35:05.525]  Nothing happened.
[03:35:05.645 --> 03:35:05.945]  OK?
[03:35:05.985 --> 03:35:08.966]  See, you didn't get Obamacare because Obama won.
[03:35:09.006 --> 03:35:10.747]  You were going to get that one way or the other.
[03:35:11.747 --> 03:35:18.130]  And you thought that when you elected the GOP people, they were going to do something about what they've been talking about.
[03:35:18.190 --> 03:35:19.510]  But you don't understand.
[03:35:20.010 --> 03:35:20.991]  That was never an option.
[03:35:22.803 --> 03:35:28.046]  Did you ever see any plan about what they were going to do in place of Obamacare?
[03:35:28.066 --> 03:35:32.088]  How they were going to shut it down, or what they were going to replace it with, or how they were going to modify it?
[03:35:32.749 --> 03:35:36.912]  No, you never saw the plan because they never planned on doing anything.
[03:35:36.952 --> 03:35:37.712]  You understand that?
[03:35:38.653 --> 03:35:39.313]  You understand that?
[03:35:40.434 --> 03:35:45.697]  There was no plan because they never had any intention of changing Obamacare.
[03:35:46.718 --> 03:35:49.700]  Now, I thought it was interesting in the next to the last debate,
[03:35:50.740 --> 03:36:09.380]  The last debate that I watched, the one where it was Donald Trump debating Fox News and the other three candidates, where they had their PowerPoint presentations and everything to come after Donald Trump, and yet they never talked about his new health care initiative, even though he had just put it out that week, a couple of days earlier.
[03:36:09.400 --> 03:36:11.182]  I mean, they could have picked that apart, couldn't they?
[03:36:11.943 --> 03:36:12.364]  Well, they didn't.
[03:36:13.114 --> 03:36:17.918]  And the reason they didn't was because he has a plan to get rid of Obamacare.
[03:36:18.719 --> 03:36:21.601]  It's a seven-point plan, and it is a free market plan.
[03:36:22.242 --> 03:36:24.784]  And there wasn't anything that they could find wrong with it, folks.
[03:36:25.404 --> 03:36:26.045]  I've looked at it.
[03:36:26.105 --> 03:36:26.785]  It's a great plan.
[03:36:26.825 --> 03:36:27.666]  You should take a look at it.
[03:36:27.906 --> 03:36:29.808]  It's a free market solution.
[03:36:31.246 --> 03:36:32.827]  It makes things better, okay?
[03:36:32.907 --> 03:36:35.427]  It replaces the mandate with a choice.
[03:36:35.868 --> 03:36:39.329]  It gives you the information to make choices, okay?
[03:36:39.369 --> 03:36:43.790]  By opening up transparency about what it costs at different doctors, at different hospitals.
[03:36:44.210 --> 03:36:51.573]  It gives you the flexibility and the competition of a marketplace by saying that insurance companies can compete across state lines.
[03:36:52.253 --> 03:36:56.437]  They want to tell you that we have to have free trade for globalist purposes, okay?
[03:36:56.717 --> 03:37:07.386]  That we have to have free trade with China, we've got to have free trade with Mexico, we've got to send our jobs and factories abroad, but we can't have free trade within the United States when it comes to insurance policies.
[03:37:07.406 --> 03:37:08.647]  There can't be any competition.
[03:37:08.948 --> 03:37:10.589]  Do you understand what's going on?
[03:37:10.609 --> 03:37:17.015]  Do you understand how they're rigging this game for their multinational corporations, for the guys that they work for in Washington?
[03:37:17.415 --> 03:37:22.082]  And so Donald Trump, when he's talking about it, says we're going to allow him to compete across state lines.
[03:37:22.102 --> 03:37:29.994]  Of course, little Marco Rubio is sitting there constantly talking over him, saying, you keep repeating state lines, you keep repeating state lines, because he kept interrupting him.
[03:37:30.802 --> 03:37:34.025]  Wouldn't let him even talk about that one aspect.
[03:37:34.125 --> 03:37:38.789]  And of course, Fox News didn't want to ask any questions about it, because it's a free market solution.
[03:37:39.330 --> 03:37:40.811]  It would have health savings accounts.
[03:37:40.831 --> 03:37:50.840]  It would give you incentives to save money, because if you would save them money, then that would be money that you would keep in your health savings account and could eventually pass on to your children or something.
[03:37:51.798 --> 03:37:53.059]  It gives you an incentive to save.
[03:37:53.259 --> 03:37:55.180]  It gives you the tools to save information.
[03:37:55.541 --> 03:37:57.522]  It creates a competitive marketplace.
[03:37:57.722 --> 03:38:00.064]  It takes away the mandate and replaces it with a choice.
[03:38:00.584 --> 03:38:01.705]  They don't want to talk about that.
[03:38:02.025 --> 03:38:05.307]  Because the GOP doesn't want to get rid of Obamacare.
[03:38:05.707 --> 03:38:07.328]  They never had a plan.
[03:38:07.789 --> 03:38:11.511]  And they don't want to talk about the plan when somebody comes up with a free market plan.
[03:38:11.771 --> 03:38:14.133]  They never planned on changing it.
[03:38:14.293 --> 03:38:15.014]  Understand that.
[03:38:15.434 --> 03:38:17.835]  That's what that election was not about.
[03:38:18.136 --> 03:38:20.477]  You thought it was about that and you're angry because they didn't do anything.
[03:38:20.517 --> 03:38:21.398]  It was never about that.
[03:38:21.958 --> 03:38:23.859]  You need to understand what this election is about.
[03:38:24.219 --> 03:38:25.199]  It's about open borders.
[03:38:25.219 --> 03:38:27.220]  That's not principally about cheap labor, okay?
[03:38:27.260 --> 03:38:36.584]  It's really about balkanizing the nations and destroying the cultures and the nations that can oppose the globalists who are trying to enact their agenda.
[03:38:36.624 --> 03:38:37.304]  You understand that?
[03:38:38.364 --> 03:38:42.086]  The nations, America and the West, need to be taken down.
[03:38:42.406 --> 03:38:45.167]  Their cultures, their nations, need to be destroyed.
[03:38:46.394 --> 03:38:47.454]  You need to balkanize them.
[03:38:47.974 --> 03:38:53.036]  Bring in people who aren't going to assimilate, or bring them in quickly enough so that they won't assimilate.
[03:38:53.096 --> 03:38:54.956]  Okay, bring in the Muslims, they're not going to assimilate.
[03:38:54.976 --> 03:38:56.536]  They're going to self-balkanize.
[03:38:57.137 --> 03:38:59.897]  They're going to isolate themselves in little ghettos.
[03:39:00.477 --> 03:39:02.618]  They're not going to get involved with the culture at large.
[03:39:02.918 --> 03:39:07.059]  Then they're going to get angry because they're poor inside of a rich nation, and there's going to be a fight.
[03:39:07.739 --> 03:39:08.619]  That's the purpose.
[03:39:09.420 --> 03:39:09.680]  Okay?
[03:39:09.760 --> 03:39:19.863]  And if you bring enough people in from a country that doesn't speak your language, that has a different culture, and you bring them in in sufficiently large numbers, they will self-ghettoize as well.
[03:39:20.163 --> 03:39:27.225]  Now, they will engage to a larger degree with the culture, but it's about destroying the cultures, about destroying the nations.
[03:39:28.305 --> 03:39:32.431]  Then you want to make sure that you migrate production to countries with cheap labor.
[03:39:32.551 --> 03:39:33.832]  That's what they call free trade.
[03:39:34.053 --> 03:39:35.314]  That's not free trade, folks.
[03:39:35.354 --> 03:39:36.516]  That is managed trade.
[03:39:36.536 --> 03:39:37.718]  It's a managed economy.
[03:39:38.919 --> 03:39:47.003]  And I've got an article here about Ted Cruz, who last June was going on radio shows pushing back against Senator Sessions.
[03:39:47.343 --> 03:39:58.568]  Senator Sessions, the only senator who took the time to look at the TPP, this trade treaty, this abomination, he took the time to read through this thing, created a
[03:40:00.129 --> 03:40:07.539]  Not a PowerPoint presentation, because he didn't do it on a computer screen, but he basically had a presentation with charts and all this kind of stuff.
[03:40:07.579 --> 03:40:15.070]  He stood up before the Senate, gave his presentation, and of course Ted Cruz comes out and goes, nah, it's not a living document, it's not going to destroy our sovereignty.
[03:40:15.891 --> 03:40:18.393]  He likes the TPP, but he doesn't say why.
[03:40:18.413 --> 03:40:19.073]  Okay?
[03:40:19.513 --> 03:40:21.735]  We got Senator Sessions explaining why.
[03:40:22.335 --> 03:40:22.715]  He read it.
[03:40:22.835 --> 03:40:25.797]  He says, this is what it says, and this is what it will do.
[03:40:26.397 --> 03:40:31.981]  And then Ted Cruz, as is so typical of Ted Cruz, comes in and says, nah, it's not going to do that.
[03:40:32.241 --> 03:40:32.741]  I've looked at it.
[03:40:32.921 --> 03:40:33.322]  I know better.
[03:40:33.342 --> 03:40:34.963]  I don't have to give you an explanation.
[03:40:35.603 --> 03:40:43.116]  See, whenever it is something that is convenient for Ted Cruz's personal ambition, he just makes a pronouncement like he does with Natural Born Citizen.
[03:40:43.316 --> 03:40:44.818]  Oh, I'm a constitutional lawyer.
[03:40:44.839 --> 03:40:46.161]  I've argued before the Supreme Court.
[03:40:46.241 --> 03:40:46.842]  I've looked at this.
[03:40:47.042 --> 03:40:47.904]  I'm qualified.
[03:40:48.024 --> 03:40:48.945]  Shut up and sit down.
[03:40:49.758 --> 03:40:53.400]  He's not going to tell you why he's qualified as a natural born citizen.
[03:40:53.481 --> 03:40:55.622]  So he does the same thing with a globalist agenda.
[03:41:20.459 --> 03:41:20.879]  We're good to go.
[03:41:40.796 --> 03:41:44.080]  He's the only candidate who has been authentic on this issue.
[03:41:44.341 --> 03:41:47.104]  He has opposed that for 35 years.
[03:41:47.164 --> 03:41:51.770]  He has opposed the economic globalism for 35 years.
[03:41:51.850 --> 03:41:53.152]  He's authentic on that issue.
[03:41:53.873 --> 03:41:57.297]  So if you don't understand that, then you're going to lose your country.
[03:41:57.538 --> 03:41:58.759]  You're going to lose the West.
[03:41:59.600 --> 03:42:11.684]  And then the only way you're going to get back the Constitution at some point in the future is with a violent revolution against a global world government that has all of the tools that Eisenhower warned us about.
[03:42:11.804 --> 03:42:16.106]  All the artificial intelligence, the autonomous killing robots, nuclear bombs, you name it.
[03:42:16.626 --> 03:42:19.967]  You're going to fight a war against that institution if you lose this political battle.
[03:42:20.916 --> 03:42:25.478]  And so that's why I say Donald Trump is our illegal alien in the GOP establishment.
[03:42:25.958 --> 03:42:32.800]  He is there to do to their political establishment what they are trying to do with the open borders, with the trade treaties, to us.
[03:42:33.541 --> 03:42:33.821]  Okay?
[03:42:34.441 --> 03:42:45.245]  Now, this political situation that's coming up, this political war that has already begun, and again, let's play that clip of Reince Priebus.
[03:42:45.665 --> 03:42:46.085]  Okay?
[03:42:46.185 --> 03:42:47.046]  We've played this clip before.
[03:42:47.126 --> 03:42:47.966]  Let's play it one more time.
[03:42:50.808 --> 03:42:57.370]  You ask the question in a way that I think is a little bit... These folks are competing to join us.
[03:42:57.390 --> 03:42:59.151]  I mean, that's what's happening, right?
[03:42:59.191 --> 03:43:09.135]  So they're competing to join the Republican Party as our nominee, depending on what the delegates decide to do or who wins the requisite amount of delegates.
[03:43:09.155 --> 03:43:09.635]  Well, sort of.
[03:43:09.655 --> 03:43:10.835]  I mean, but they're competing.
[03:43:12.899 --> 03:43:13.941]  That's what they're doing, though.
[03:43:13.961 --> 03:43:16.925]  They're competing to be the nominee of the Republican Party.
[03:43:16.985 --> 03:43:20.069]  Yes, but they're competing to become the president of the United States.
[03:43:20.110 --> 03:43:20.931]  You don't understand.
[03:43:20.951 --> 03:43:22.974]  They're trying to join us.
[03:43:23.014 --> 03:43:23.955]  She thinks there's an election.
[03:43:24.963 --> 03:43:25.943]  To vote for them.
[03:43:26.924 --> 03:43:28.444]  Let's stop that because they keep on going.
[03:43:28.464 --> 03:43:29.385]  This goes on a long time.
[03:43:29.425 --> 03:43:30.605]  No, no, no, no, no.
[03:43:30.645 --> 03:43:33.507]  You're not listening to me, Priebus says.
[03:43:33.587 --> 03:43:34.887]  And he's the chair of the RNC.
[03:43:35.087 --> 03:43:36.908]  You're not listening to me, she says.
[03:43:37.688 --> 03:43:38.969]  But there's an election going on.
[03:43:39.389 --> 03:43:40.069]  No, no, no.
[03:43:40.109 --> 03:43:41.190]  You don't understand.
[03:43:41.210 --> 03:43:42.790]  They're trying to join us.
[03:43:42.890 --> 03:43:44.991]  Now they're being a lot more open about this.
[03:43:45.671 --> 03:43:46.572]  Here's this article today.
[03:43:46.672 --> 03:43:51.034]  We choose the nominee, not the voters, says a senior GOP official.
[03:43:51.954 --> 03:43:55.295]  This is somebody who was interviewed on CNBC today.
[03:43:55.315 --> 03:44:01.897]  He says, and this person is Curly Hoglan, or Haglan, an unbound GOP delegate from North Dakota.
[03:44:02.317 --> 03:44:07.939]  He goes on CNBC's Squawk Box and he says, the media has created the perception that voters choose a nominee.
[03:44:09.059 --> 03:44:09.219]  See?
[03:44:09.660 --> 03:44:12.463]  That's what, Alison Camarado, CNN is confused.
[03:44:12.523 --> 03:44:16.828]  But no, wait a minute, we're having an election and voters are choosing the nominee, right?
[03:44:17.008 --> 03:44:19.050]  No, no, no, no, no, says Priebus.
[03:44:19.430 --> 03:44:23.395]  And this guy, who is an unbound GOP delegate, goes no, no, no, no, no, no, no.
[03:44:23.435 --> 03:44:26.398]  The media's created that perception that voters are choosing the nominee.
[03:44:26.438 --> 03:44:26.558]  No.
[03:44:27.219 --> 03:44:28.500]  That's the conflict here.
[03:44:28.861 --> 03:44:32.044]  You people in the media are lying to the public, and you've been doing it a long time.
[03:44:32.064 --> 03:44:33.866]  You've been telling them there's this thing called an election.
[03:44:34.086 --> 03:44:35.888]  No, it is a selection.
[03:44:36.348 --> 03:44:39.472]  It is a coronation that's going on, okay?
[03:44:39.812 --> 03:44:40.913]  And then he even goes on.
[03:44:40.953 --> 03:44:44.076]  He questions why we even hold primaries and caucuses.
[03:44:44.096 --> 03:44:47.380]  Yeah, they're useless, because we're the ones who are deciding.
[03:44:47.620 --> 03:44:48.801]  They're trying to join us.
[03:44:49.758 --> 03:44:49.998]  Okay.
[03:44:50.218 --> 03:44:58.565]  Hoglund is one of 112 Republican delegates who are not required to cast their support for any one candidate because their states and territories don't hold primaries or caucuses.
[03:44:58.625 --> 03:44:59.746]  And he goes on and says this.
[03:45:00.446 --> 03:45:00.686]  He says,
[03:45:01.673 --> 03:45:10.300]  At the convention, we could introduce Paul Ryan, or Mitt Romney, or it could be other candidates that have already been in the race and are now out of the race, like Huckabee or Santorum.
[03:45:10.780 --> 03:45:13.463]  All those people could eventually become a candidate on the floor.
[03:45:13.483 --> 03:45:16.025]  And people will say, hmm.
[03:45:16.885 --> 03:45:18.587]  Oh, and that's actually, that's not the same guy.
[03:45:18.707 --> 03:45:21.269]  That's another unbound delegate from North Dakota.
[03:45:21.289 --> 03:45:23.170]  Because see, they all think like this.
[03:45:24.031 --> 03:45:26.373]  You know, it's not just Reince Priebus, the chair.
[03:45:26.854 --> 03:45:30.177]  It's not just one delegate or two delegates.
[03:45:30.277 --> 03:45:31.498]  They all think that way.
[03:45:31.918 --> 03:45:33.460]  They don't really care what you think.
[03:45:35.146 --> 03:45:36.326]  And it doesn't matter.
[03:45:36.506 --> 03:45:37.447]  Rule 40 doesn't matter.
[03:45:37.467 --> 03:45:43.429]  Remember, they enacted Rule 40 so they could keep Ron Paul from being nominated, so they could keep Ron Paul from making a speech.
[03:45:43.669 --> 03:45:49.810]  It was very important that Ron Paul not be allowed to speak at the last GOP presidential nominating convention.
[03:45:49.830 --> 03:45:51.511]  So they passed a special rule to shut him up.
[03:45:51.551 --> 03:45:52.351]  That's the way they operate.
[03:45:52.391 --> 03:45:57.893]  We saw the thieving actions of Mitt Romney and his staff.
[03:45:58.653 --> 03:46:02.737]  Rigging the elections, and state after state, anybody that was paying attention, I got very angry.
[03:46:02.757 --> 03:46:06.340]  And I got very angry, quite frankly, that Ron Paul wouldn't stand up and call him out on it.
[03:46:07.020 --> 03:46:09.202]  Now, I'm telling you, Donald Trump will call him out on it.
[03:46:09.983 --> 03:46:11.905]  And his supporters will call him out on it, because we had it.
[03:46:12.345 --> 03:46:13.226]  We had it with these guys.
[03:46:14.045 --> 03:46:18.286]  And he goes on to say, the rules are still designed to have a political party to choose its nominee at a convention.
[03:46:18.326 --> 03:46:19.066]  That's just the way it is.
[03:46:19.106 --> 03:46:19.666]  I can't help it.
[03:46:19.686 --> 03:46:21.387]  Don't hate me, because I like the rules.
[03:46:21.487 --> 03:46:22.687]  I love the rules, okay?
[03:46:22.727 --> 03:46:24.347]  No, he writes the rules.
[03:46:24.607 --> 03:46:31.029]  They wrote Rule 40 just before the convention, and it said you had to win eight states in order to be nominated.
[03:46:31.889 --> 03:46:35.269]  Now, only two people have won eight states.
[03:46:35.510 --> 03:46:37.570]  Cruz has won just barely eight states at this point.
[03:46:38.837 --> 03:46:40.799]  Donald Trump has won way more than that.
[03:46:40.859 --> 03:46:45.384]  Donald Trump has a win-loss record of 21 wins and 12 losses.
[03:46:45.564 --> 03:46:48.628]  Ted Cruz has 8 wins, 25 losses.
[03:46:49.148 --> 03:46:54.033]  And then we have the great hope of the establishment, John Kasich, who's had 1 win and 32 losses.
[03:46:54.054 --> 03:46:54.754]  Okay, he's won 3%.
[03:46:54.934 --> 03:46:56.096]  Okay, Ted Cruz has won 24%.
[03:47:01.431 --> 03:47:04.195]  Donald Trump has won 64% of the states that are out there.
[03:47:04.535 --> 03:47:06.678]  Now, what do they need in terms of remaining delegates?
[03:47:06.778 --> 03:47:09.982]  Well, Trump needs to win 54% of the remaining delegates.
[03:47:10.643 --> 03:47:14.047]  Cruz needs to win 76% of the remaining delegates.
[03:47:14.167 --> 03:47:16.370]  Hmm, that's getting kind of not possible, isn't it?
[03:47:17.451 --> 03:47:18.653]  And Kasich needs to win 99%.
[03:47:21.010 --> 03:47:32.316]  Okay, and it's going to change a little bit because they haven't allocated the delegates from Illinois and Missouri, and of course it's going to change to Trump's advantage, because he's going to win more of the delegates in those two states because he won them.
[03:47:32.616 --> 03:47:34.878]  Now, there are 21 states that are remaining.
[03:47:35.378 --> 03:47:36.739]  11 of them are winner-take-all.
[03:47:36.779 --> 03:47:40.541]  That means that 52% of the states remaining are winner-take-all.
[03:47:40.681 --> 03:47:47.885]  So all this stuff about your proportional delegates, all this stuff about doing this stuff at convention and everything, okay, that may or may not happen.
[03:47:48.345 --> 03:47:53.688]  But I just want you to understand the arrogance of these people who think that you don't count, that the elections don't count.
[03:47:53.968 --> 03:47:55.289]  This is the way it's been for a long time.
[03:47:55.449 --> 03:47:58.030]  This is why we've said elections are totally rigged.
[03:47:58.551 --> 03:48:07.956]  And the person who has been able to climb over the fence to sneak into their country is Donald Trump, our illegal alien in the GOP.
[03:48:08.296 --> 03:48:08.816]  Good for him.
[03:48:09.036 --> 03:48:09.436]  Good for him.
[03:48:09.496 --> 03:48:10.457]  He's breaking this up.
[03:48:10.877 --> 03:48:18.351]  And the GOP is going to be either, there's going to be either a hostile takeover of it, or it is going to crash and burn and we're going to create a new party.
[03:48:19.147 --> 03:48:24.791]  Now, John Boehner, they floated Paul Ryan, these other guys are floating Paul Ryan, they're talking about Paul Ryan.
[03:48:25.331 --> 03:48:29.794]  And John Boehner floats his name, he says, if we don't have a nominee who can win on the first ballot, this is John Boehner.
[03:48:30.114 --> 03:48:32.376]  And of course, where's John Boehner from?
[03:48:32.416 --> 03:48:34.057]  He's from Ohio, okay?
[03:48:34.357 --> 03:48:45.445]  And I just, when I saw him making this pronouncement today, I thought, is this, is he just filled with hubris after he just helped to rig the Ohio election for John Kasich?
[03:48:46.616 --> 03:48:52.739]  You know, they can make up a two or three percent lead of somebody.
