[00:00:15.359 --> 00:00:23.066]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[01:11:57.745 --> 01:12:01.048]  You criticize Turkey or the Turkish government in Germany, you're arrested.
[01:12:01.309 --> 01:12:03.631]  You criticize radical Muslims in France, you're arrested.
[01:12:04.231 --> 01:12:05.232]  This is where they're going.
[01:12:07.054 --> 01:12:10.538]  I mean, I was in Rome last year and I saw gypsies robbing people.
[01:12:10.778 --> 01:12:12.680]  You can go to YouTube and type in, there's thousands of videos.
[01:12:13.000 --> 01:12:15.823]  But I've got to be henpecked how they're not robbing anybody.
[01:12:15.843 --> 01:12:17.845]  Well, these people probably were nice folks, fine.
[01:12:18.065 --> 01:12:19.006]  They were Americanized.
[01:12:19.246 --> 01:12:19.867]  That's great!
[01:12:21.704 --> 01:12:24.306]  The point is, I'm not here to have guilt over you!
[01:12:24.586 --> 01:12:26.828]  I didn't do anything to you, you freaks!
[01:12:27.309 --> 01:12:29.130]  I'm successful in my own world!
[01:12:29.690 --> 01:12:34.534]  Social justice warriors, I don't need to go around jacking with everybody, hen-pecking everyone.
[01:12:34.795 --> 01:12:39.018]  Police won't hand stolen caravan back to couple to protect human rights of travelers living in it.
[01:12:39.238 --> 01:12:41.739]  See, it's a gypsy culture to steal your travel wagon.
[01:12:42.039 --> 01:12:43.239]  That's what they call it in England.
[01:12:43.439 --> 01:12:45.960]  And so you're allowed to keep stolen RVs there.
[01:12:46.000 --> 01:12:46.820]  Sorry, just a side point.
[01:12:47.140 --> 01:12:48.080]  Look at those white people.
[01:12:48.100 --> 01:12:51.561]  They deserve to have their life savings, their retirement home stolen.
[01:12:51.621 --> 01:12:53.242]  I mean, you know, screw them!
[01:12:53.642 --> 01:12:54.142]  I agree.
[01:12:54.162 --> 01:12:56.022]  I'm a social justice warrior.
[01:12:56.603 --> 01:13:03.004]  So, just breaking down what you faced in New York, in Denver, and then in Portland.
[01:13:03.584 --> 01:13:04.185]  Break it down.
[01:13:04.265 --> 01:13:04.925]  What was the worst?
[01:13:04.965 --> 01:13:05.565]  What was the best?
[01:13:06.676 --> 01:13:10.637]  What are some of the most amazing moments, the videos people should go look at on InfoWars.com.
[01:13:10.677 --> 01:13:11.877]  Rob Due from the airport.
[01:13:12.418 --> 01:13:17.699]  Well Alex, I was just informed by the police here that we don't have a permit so we can't be talking to you right now.
[01:13:17.719 --> 01:13:20.820]  What I'm doing is obviously an illegal act of communication.
[01:13:22.720 --> 01:13:25.321]  But they can videotape you and let jihadis into the country.
[01:13:25.741 --> 01:13:26.661]  Right, exactly.
[01:13:26.821 --> 01:13:28.162]  So I was just informed by the cop.
[01:13:28.722 --> 01:13:30.062]  Our plane's been delayed until 9pm.
[01:13:33.806 --> 01:13:45.894]  We're ending a three-city tour, starting off in Manhattan, going to... Going from Manhattan to Denver, then to Portland.
[01:13:46.034 --> 01:13:46.954]  I know you're super tired.
[01:13:46.974 --> 01:13:48.135]  You barely got sleep doing this.
[01:13:50.076 --> 01:13:52.157]  So yeah, the cops over here talking about bigs right now.
[01:13:52.238 --> 01:13:52.818]  It's kind of funny.
[01:13:53.462 --> 01:13:55.943]  Well, listen, I don't want to get in a confrontation with him.
[01:13:55.963 --> 01:13:57.384]  Look, they're going to take his pension fund.
[01:13:57.844 --> 01:13:58.504]  The country's gone.
[01:13:58.524 --> 01:13:59.245]  Everybody knows it.
[01:13:59.425 --> 01:14:07.608]  And we can't have slaves with a camera in there without a, quote, permit inside of the, quote, supposed public space where they can all surveil us.
[01:14:07.648 --> 01:14:09.109]  But we can't do an interview in there.
[01:14:09.709 --> 01:14:10.710]  Yeah, exactly.
[01:14:11.070 --> 01:14:12.250]  And we told him it was just on Skype.
[01:14:12.851 --> 01:14:15.452]  So he's like, you don't have a permit to film here.
[01:14:16.172 --> 01:14:21.234]  But regardless, you know, seeing the light and dark of humanity on this trip has been really interesting.
[01:14:22.475 --> 01:14:22.775]  We saw
[01:14:23.342 --> 01:14:27.184]  You know, paid organized protesters going after Donald Trump in Manhattan.
[01:14:27.784 --> 01:14:33.067]  And then we went to Denver to watch some pissed off Americans who just want their right to vote.
[01:14:33.567 --> 01:14:34.127]  That's all they want.
[01:14:34.147 --> 01:14:35.088]  That's all they're asking for.
[01:14:35.108 --> 01:14:35.608]  Now wait a minute.
[01:14:35.628 --> 01:14:36.849]  You're claiming people used to vote.
[01:14:36.889 --> 01:14:41.411]  That's a known conspiracy theory hate crime that hurts delegates' feelings.
[01:14:41.691 --> 01:14:44.292]  Delegates are in the news saying they feel powerful now.
[01:14:44.633 --> 01:14:46.554]  People may start actually paying to be delegates.
[01:14:46.794 --> 01:14:47.974]  It's a new royalty, dude.
[01:14:48.575 --> 01:14:49.035]  Well, yeah.
[01:14:49.095 --> 01:14:51.376]  I think that's what's going to end up happening is you're going to see people pay
[01:14:52.240 --> 01:14:53.601]  For the privilege of getting to vote.
[01:14:56.102 --> 01:14:57.083]  It just boggles the mind.
[01:14:57.103 --> 01:15:01.245]  And then yesterday we ended in Portland with the pro-Trump rally.
[01:15:01.525 --> 01:15:07.789]  I don't know if you watched all the Facebook video and other videos that we put up, but it really is interesting.
[01:15:07.829 --> 01:15:10.210]  These people have no interest in dialoguing or even talking.
[01:15:10.230 --> 01:15:16.293]  They're beating on buckets, blowing on whistles, just cussing people out.
[01:15:16.753 --> 01:15:20.175]  They threw some ice on a kid, like an icy thing hit him.
[01:15:21.826 --> 01:15:29.330]  They had some of the pro-Trump people had to do a citizen's arrest, but then the cops let the guy go and he was obviously intoxicated.
[01:15:29.710 --> 01:15:32.491]  And he said, somebody, we have it on tape saying somebody told me to do it.
[01:15:33.632 --> 01:15:35.673]  Um, it's, it's just crazy.
[01:15:36.153 --> 01:15:37.194]  Uh, but it was good.
[01:15:37.334 --> 01:15:39.775]  It was good to see a lot of people came out from different locations from
[01:15:41.051 --> 01:15:43.833]  Idaho to Washington State to California.
[01:15:43.873 --> 01:15:44.713]  I'll come listen.
[01:15:44.753 --> 01:16:00.425]  I don't want you to I don't want you to run afoul of the police I'm sure you went and sat over there in a corner or something They wouldn't care the citizens all like to see a fellow slave with a video camera that upsets them only government can body scan our naked bodies Get a rent car come back to Austin or stay till 9.
[01:16:00.605 --> 01:16:07.570]  I think they're gonna keep canceling the plane Do so just try to calls from the road if I was you I just get out of there We're gonna come back with more of the news
[01:16:09.528 --> 01:16:19.550]  A clean... Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[01:16:19.610 --> 01:16:27.852]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[01:16:28.032 --> 01:16:32.673]  We have now managed to secure the sought-after beans in a highly customized blend.
[01:16:32.893 --> 01:16:39.617]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at InfoWarsLife.com.
[01:16:39.678 --> 01:16:46.762]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[01:16:46.862 --> 01:16:53.747]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[01:16:53.887 --> 01:16:58.230]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[01:16:58.370 --> 01:17:01.612]  Available in original or with our immune support infusion blend.
[01:17:01.752 --> 01:17:07.874]  You will be supporting a free press, all the while enjoying a truly great-tasting cup of my favorite coffee.
[01:17:08.034 --> 01:17:10.254]  Available at Infowarslife.com.
[01:17:10.434 --> 01:17:11.795]  Clean, pure drinking water.
[01:17:12.075 --> 01:17:13.375]  You can't survive without it.
[01:17:13.575 --> 01:17:14.475]  But where do you get it?
[01:17:14.755 --> 01:17:20.497]  Alexa Pure Pro is a brand-new, groundbreaking, gravity-fed water filtration system that is like no other.
[01:17:20.757 --> 01:17:26.499]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[01:17:26.659 --> 01:17:43.523]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[01:17:43.923 --> 01:17:46.045]  Filter capacity up to 5,000 gallons.
[01:17:46.405 --> 01:17:47.606]  Stainless steel construction.
[01:17:47.867 --> 01:17:48.647]  Easy assembly.
[01:17:48.908 --> 01:17:49.548]  Low maintenance.
[01:17:49.828 --> 01:17:51.650]  Replacement filters are simple to install.
[01:17:51.930 --> 01:17:59.036]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[01:17:59.197 --> 01:18:04.201]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[01:18:04.401 --> 01:18:06.983]  Go to InfowarsStore.com or call 888-253-3139.
[01:18:10.126 --> 01:18:14.489]  Get Brain Force at 25% off for a limited time at Infowarslife.com.
[01:18:14.629 --> 01:18:16.810]  Ladies and gentlemen, I've been on this the last few months.
[01:18:16.930 --> 01:18:23.735]  You probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports, and it's because of Brain Force.
[01:18:23.955 --> 01:18:27.237]  One of the worst things with most energy products is it's not sustainable, right?
[01:18:27.257 --> 01:18:28.438]  You're gonna crash afterwards.
[01:18:28.738 --> 01:18:30.559]  And the cool thing about this is it's not just a bunch of
[01:18:30.899 --> 01:18:36.181]  Energy compounds that are going to fire your brain up to a higher RPM or whatever, which it does do, this is sustainable.
[01:18:36.281 --> 01:18:40.283]  This isn't going to spike and you're going to collapse and you're going to feel really bad afterwards.
[01:18:40.483 --> 01:18:43.665]  This has a bunch of different antioxidants and compounds and polyphenols.
[01:18:43.705 --> 01:18:46.726]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[01:18:46.886 --> 01:18:48.268]  We're looking at the television screen.
[01:18:48.308 --> 01:18:54.017]  For research purposes, whatever we've been doing, trying to learn something, or staring at the computer all day, working, doing good, you're still damaging your brain.
[01:18:54.057 --> 01:18:59.885]  You will find BrainForce and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[01:19:03.090 --> 01:19:07.453]  Get Brain Force at 25% off for a limited time at Infowarslife.com.
[01:19:07.773 --> 01:19:09.214]  And we thank you for your support.
[01:19:09.674 --> 01:19:12.996]  The globalist social engineers are not just targeting us with propaganda.
[01:19:13.136 --> 01:19:15.397]  They are manipulating our genetics.
[01:19:15.578 --> 01:19:23.962]  We are being targeted at every level by estrogen mimickers that lower our testosterone and other hormones and natural compounds that the body needs.
[01:19:24.223 --> 01:19:29.846]  The key is to be aware of this attack and to fight back against it after consulting top doctors, nutritionists,
[01:19:29.926 --> 01:19:45.635]  Pharmacist and others, we have developed what I believe is the ultimate non-GMO organic super male vitality formula sourced from powerful organic herbs harvested around the planet and then concentrated for maximum potency.
[01:19:45.835 --> 01:19:47.716]  I've always believed in nutrition and herbs.
[01:19:48.076 --> 01:19:55.600]  Super male vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[01:19:56.000 --> 01:20:02.167]  Super Male Vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[01:20:02.487 --> 01:20:09.455]  Visit InfoWarsLife.com today to secure your Super Male Vitality and other powerful products from InfoWars Life.
[01:20:13.539 --> 01:20:16.122]  You're listening to the Alex Jones Show.
[01:20:26.192 --> 01:20:27.372]  Waging war on corruption.
[01:20:28.713 --> 01:20:29.513]  It's in full force.
[01:20:31.353 --> 01:20:33.454]  Waging war on corruption.
[01:20:33.954 --> 01:20:35.314]  It's Alex Jones.
[01:20:36.254 --> 01:20:42.116]  You know, I'm really glad that Nico and Dari and others just reminded me.
[01:20:42.156 --> 01:20:43.176]  I mentioned this last hour.
[01:20:43.236 --> 01:20:47.017]  I said, coming up, I'm going to get into one time Bill Clinton told the truth.
[01:20:47.037 --> 01:20:51.378]  I'm going to do that right now and then get back into the news ahead of Richard Reeves joining us.
[01:20:53.308 --> 01:20:58.131]  I could have pushed it at the Dallas airport with Dew there, but Dew looks so exhausted.
[01:20:58.151 --> 01:21:00.892]  Because he planned this trip.
[01:21:00.932 --> 01:21:09.997]  I was like, you're going to be in New York on Thursday, Denver on Friday, Colorado, and then Portland, Oregon on Saturday, back Sunday.
[01:21:10.057 --> 01:21:13.959]  I said, okay, if you want, if the crew wants to do it, you guys knock yourselves out.
[01:21:15.160 --> 01:21:20.843]  But the videos they've got, I mean, some of them are just comic gold.
[01:21:22.128 --> 01:21:25.469]  When you hear how stupid these Hillary and Bernie supporters are.
[01:21:26.070 --> 01:21:27.130]  But I shouldn't laugh at them.
[01:21:27.150 --> 01:21:28.271]  They're dangerous folks.
[01:21:28.351 --> 01:21:30.492]  Their ignorance is very, very dangerous.
[01:21:30.532 --> 01:21:32.672]  But getting back to Bill Clinton.
[01:21:35.294 --> 01:21:39.415]  Bill Clinton helped give us the current housing bubble and derivative scam.
[01:21:40.716 --> 01:21:42.417]  That's what he helped get passed.
[01:21:43.257 --> 01:21:44.758]  Bill Clinton came after our guns.
[01:21:44.798 --> 01:21:45.718]  He did so much more.
[01:21:45.998 --> 01:21:48.579]  By the way, Hillary's back on the news running a 25% tax on firearm purchases.
[01:21:51.690 --> 01:21:53.570]  But Bill Clinton said something that was actually true.
[01:21:54.731 --> 01:22:14.395]  He's been bashing Black Lives Matter lately, pointing out that they're connected to violence and things, but he's also been coming out trying to act like they're more populist and pointed out that some Bernie Sanders supporters would like to basically shoot folks randomly on Wall Street.
[01:22:16.955 --> 01:22:17.655]  That's a good point.
[01:22:17.775 --> 01:22:20.496]  It's the big mega banks that run the insider crony deals.
[01:22:23.103 --> 01:22:35.997]  And then the rest of Wall Street, the rest of free market gets blamed when it's Goldman Sachs and JP Morgan and a few others that are actually financing the big government and the control and the domestication of the people to make us dependent.
[01:22:36.137 --> 01:22:37.639]  And then they scapegoat capitalism.
[01:22:37.679 --> 01:22:41.403]  But to hear Bill Clinton actually tell the truth about Bernie Sanders supporters because
[01:22:44.369 --> 01:22:55.833]  I know Roger Stone says that Hillary is hiring Bernie Sanders people who are so ignorant, they don't know that when MoveOn.org and others, who are really supporting Hillary, bust them somewhere to shut down free speech, that that gives Sanders a bad name.
[01:22:56.694 --> 01:22:57.654]  And maybe that's true.
[01:22:59.135 --> 01:23:04.317]  But most of the people we've had try to come up and say, you don't have free speech, are wearing Bernie Sanders shirts.
[01:23:04.837 --> 01:23:08.298]  And man, when you've got a communist, and that's what socialism always turns into.
[01:23:08.658 --> 01:23:11.519]  Hugo Chavez said he wasn't a communist and admitted he was before he died.
[01:23:12.220 --> 01:23:12.900]  They play this game.
[01:23:14.793 --> 01:23:16.234]  Socialism always leads to communism.
[01:23:18.616 --> 01:23:20.637]  It's another form of totalitarianism, an ism.
[01:23:23.699 --> 01:23:25.340]  These people really just want a free ride.
[01:23:26.981 --> 01:23:30.364]  And they think they're so intellectual, it's really frightening.
[01:23:30.684 --> 01:23:35.968]  But mainstream media demonized me when I said that Bernie Sanders would want to put Americans in forced labor camps.
[01:23:36.528 --> 01:23:40.511]  I don't know a communist government that doesn't do that, as it begins to fail.
[01:23:41.991 --> 01:23:46.994]  Bill Clinton's Sanders backers would shoot every third person on Wall Street.
[01:23:47.354 --> 01:23:51.276]  If Bernie Sanders were elected president, his supporters would shoot every third person on Wall Street.
[01:23:51.557 --> 01:23:53.438]  Former President Bill Clinton joked Friday.
[01:23:54.318 --> 01:24:03.784]  Stomping for his wife Hillary Clinton at an event in Fort Washington, New York, Clinton jabbed Sanders and students who supported the Vermont senator's attacks on corrupt financial systems.
[01:24:05.416 --> 01:24:17.104]  One of the few things I really have enjoyed about this primary, quoting him, is I think it's fine that all these young students have been so enthusiastic for their opponent and he sounds so good.
[01:24:17.784 --> 01:24:22.568]  Just shoot every third person on Wall Street and everything will be fine, he said.
[01:24:22.588 --> 01:24:26.951]  Obama when he was down in
[01:24:28.914 --> 01:24:33.119]  Argentina a few weeks ago said Communism and Capitalism aren't that different.
[01:24:33.139 --> 01:24:33.979]  They need to work together.
[01:24:34.320 --> 01:24:37.743]  Multinationally you need Capitalism, but locally you need Communism.
[01:24:37.763 --> 01:24:37.944]  Yeah.
[01:24:38.604 --> 01:24:51.238]  George Soros is above the law, tax-exempt out here, and you're in a slave pit, in a slave factory, under Communism with a general that lives in a giant palace and has 15 mistresses and houses all over the United States and Europe.
[01:24:53.919 --> 01:24:54.720]  It's always the same.
[01:24:54.740 --> 01:24:55.620]  But it doesn't matter.
[01:24:55.640 --> 01:25:00.484]  Bernie Sanders supporters wear black shirts with a shot of his head with curly hair.
[01:25:00.544 --> 01:25:01.945]  Like, look, he's smart.
[01:25:01.965 --> 01:25:03.346]  He doesn't care about his hair.
[01:25:03.366 --> 01:25:07.929]  Oh, it's a Walmart AG.
[01:25:08.129 --> 01:25:10.171]  They have hundreds of billions of dollars.
[01:25:10.211 --> 01:25:11.512]  I'm going to give it to you.
[01:25:12.192 --> 01:25:20.859]  He doesn't tell you Walmart made deals in the 80s with the CIA and the Chinese communists to have select deals where nobody could compete.
[01:25:21.679 --> 01:25:23.761]  Oh, they run all sorts of other monopolistic scams.
[01:25:23.981 --> 01:25:26.023]  He doesn't come out against monopolies!
[01:25:26.904 --> 01:25:28.965]  He's a ca-ca-ca-capital!
[01:25:29.286 --> 01:25:30.707]  Capitalism!
[01:25:31.347 --> 01:25:34.330]  Look, I'm an old guy from Vermont and I'm out of a job.
[01:25:34.350 --> 01:25:37.853]  And yeah, there's a lot of money!
[01:25:38.013 --> 01:25:39.154]  I'm gonna give it to ya!
[01:25:40.751 --> 01:25:45.054]  I saw this guy when I was jogging on the Greenbelt today with his Bernie shirt on.
[01:25:45.074 --> 01:25:46.135]  He thought he was so smart.
[01:25:46.795 --> 01:25:47.415]  This old guy.
[01:25:47.435 --> 01:25:51.338]  He kind of had hair like... And then I saw his car when I went back up.
[01:25:51.398 --> 01:25:52.119]  I could tell it was his car.
[01:25:52.159 --> 01:25:52.899]  I'm guessing it's his car.
[01:25:53.419 --> 01:25:56.481]  And it said, I love Obamacare.
[01:25:56.501 --> 01:25:58.423]  I almost took a picture, but I was so tired I didn't do it.
[01:26:00.364 --> 01:26:02.465]  And then next to it, Bernie Sanders. 2016.
[01:26:07.307 --> 01:26:10.589]  You vote for me, you're gonna get the free healthcare.
[01:26:11.509 --> 01:26:12.710]  Like you got under Obama?
[01:26:12.730 --> 01:26:13.871]  Oh, I'm sorry you didn't get that.
[01:26:14.111 --> 01:26:15.491]  You got increased prices, I'm sorry.
[01:26:18.553 --> 01:26:20.854]  And I've talked to big hospital chain owners and people.
[01:26:20.954 --> 01:26:24.396]  I mean, I got, I know, I'm, I'm friends.
[01:26:25.077 --> 01:26:26.217]  I've been to a few parties.
[01:26:26.237 --> 01:26:27.018]  I own a few boats.
[01:26:27.038 --> 01:26:31.500]  I mean, I can say I'm acquaintances with people that, you know, fly to work in a helicopter.
[01:26:35.022 --> 01:26:36.463]  And they just go, it's so immoral.
[01:26:37.694 --> 01:26:43.960]  Yeah, we're making double, triple profits, but it's all the small places are getting shut down to medium-sized and city-owned hospitals and county-owned ones.
[01:26:43.980 --> 01:26:44.620]  They have no idea.
[01:26:44.640 --> 01:26:47.423]  It's big multinationals and we're making double, triple profits.
[01:26:47.483 --> 01:26:50.285]  He goes, you know, I could buy 15 Ferraris this month if I wanted to.
[01:26:50.305 --> 01:26:52.327]  Yeah, it's so immoral, but it's legal.
[01:26:52.347 --> 01:26:52.968]  I've just got to do it.
[01:26:53.008 --> 01:26:53.788]  Alex, you're absolutely right.
[01:26:54.189 --> 01:26:57.772]  I thought about, well, my dad got out of, you know, management of over 100 clinics because he wouldn't be part of this.
[01:26:57.852 --> 01:27:00.254]  And he's like, well, yeah, no, that's one way to go.
[01:27:00.334 --> 01:27:02.296]  But, you know, things are gonna be so corrupt, it's all going to collapse.
[01:27:02.336 --> 01:27:03.477]  You just got to go ahead and get yours now.
[01:27:07.995 --> 01:27:09.536]  You know, my dad wouldn't be part of that.
[01:27:09.817 --> 01:27:16.162]  He wanted to make a small profit in a free market and deliver high quality to people, and he couldn't do that in the system now.
[01:27:17.042 --> 01:27:22.307]  He'd have to go lobby, and he parts all these deals, and my dad just said, I'm retiring about three years early.
[01:27:24.088 --> 01:27:25.349]  At the peak of his career.
[01:27:26.910 --> 01:27:31.914]  Not just as a medical practitioner, not just as an old surgeon or dentist, but as a manager.
[01:27:33.155 --> 01:27:35.717]  As one of the top managers in this field in the country.
[01:27:35.777 --> 01:27:36.398]  I'd say top ten.
[01:27:38.035 --> 01:27:39.816]  Consulting all over the world, all over the country.
[01:27:41.616 --> 01:27:42.996]  And he said, I just can't be part of this.
[01:27:43.577 --> 01:27:44.217]  But you know what?
[01:27:44.277 --> 01:27:53.999]  There's a lot of folks that are going to be part of it, and they're going to take all those little Bernie supporters who think that they've never had a job, can't tie their shoelaces, but they've got hair sticking out.
[01:27:54.039 --> 01:27:57.500]  And it's all about, oh, I'm wearing different colored socks.
[01:27:57.580 --> 01:28:00.241]  I watched The Hangover, part three, nine times.
[01:28:02.482 --> 01:28:04.082]  And they're all about restricting free speech.
[01:28:04.102 --> 01:28:05.923]  They're all about shutting down people's free speech.
[01:28:05.943 --> 01:28:06.463]  They're all about
[01:28:07.500 --> 01:28:20.431]  And then you actually talk to the controllers and they go, listen Alex, we agree with you, this is super immoral and evil, but I'm telling you, you ought to just join us for a while just to protect your family, because I'm looking at, I don't know where I'm going to move, where do you think is safe for me to get out of here?
[01:28:21.492 --> 01:28:23.753]  You're talking to some guy worth like a billion dollars, and they're like...
[01:28:24.978 --> 01:28:26.119]  You mean another billionaire?
[01:28:26.159 --> 01:28:27.500]  I mean, these are real billionaires.
[01:28:27.520 --> 01:28:29.622]  And they're just like, hey, listen, we're actually not against you.
[01:28:29.862 --> 01:28:30.383]  We agree with you.
[01:28:30.723 --> 01:28:36.528]  What do we do when the system, it's designed to screw everything over and take everything over and it's going to crash.
[01:28:36.548 --> 01:28:37.109]  It's going to be horrible.
[01:28:37.249 --> 01:28:37.970]  What do we do, Alex?
[01:28:39.502 --> 01:28:40.202]  I'm like, I don't know.
[01:28:40.262 --> 01:28:52.490]  All I tried to do was analyze it and tell the public, but they're too busy watching TV and acting cool and putting on Bernie shirts and, you know, going, and mom's gonna get a second mortgage to put Billy to get his second degree.
[01:28:52.710 --> 01:28:57.813]  He couldn't get a job with the first one, but Billy's 25 now and mommy's mortgaging the house.
[01:28:58.593 --> 01:29:00.094]  Our son's gonna get two degrees.
[01:29:00.575 --> 01:29:01.075]  He'll get three.
[01:29:01.315 --> 01:29:02.596]  He's gonna be a doctor.
[01:29:03.197 --> 01:29:09.402]  Try being a doctor when everything collapses and it's the road with people running around eating you in the streets.
[01:29:09.582 --> 01:29:10.443]  Clean, pure drink.
[01:29:14.046 --> 01:29:22.793]  My fellow info warriors, my fellow Americans, there's never been an attack on our voting rights and our free speech in this country's history like we're seeing right now.
[01:29:23.373 --> 01:29:26.676]  Last weekend, they canceled the election in Colorado.
[01:29:27.557 --> 01:29:30.257]  For the Republican primary and awarded all the delegates to Ted Cruz.
[01:29:30.818 --> 01:29:32.478]  The media is spinning it like that's normal.
[01:29:32.538 --> 01:29:36.559]  Now, four other states are cancelling and they're just going to give the delegates directly to Ted Cruz.
[01:29:36.859 --> 01:29:37.539]  This is incredible.
[01:29:37.939 --> 01:29:40.179]  Well, Coloradans are upset.
[01:29:40.399 --> 01:29:44.340]  They're going to be there Friday and so are Rob Doo and so is Joe Biggs.
[01:29:44.760 --> 01:29:46.800]  And then we're going to go to Portland the next day.
[01:29:46.820 --> 01:29:53.421]  We're going to show you some of that footage where the left has announced with communist banners, no free speech, no Trump allowed.
[01:29:53.821 --> 01:29:56.422]  So this is pure tyranny, an attack on free speech on every front.
[01:29:57.082 --> 01:29:57.803]  Tell us about the events.
[01:29:58.043 --> 01:30:07.652]  All right, so Friday, April 15th from 3 to 6, we're going to be at the Colorado GOP headquarters at 5950 South Willow Drive, and that's in Greenwood Village, Colorado.
[01:30:07.692 --> 01:30:12.157]  We're going to go there and support the rest of the GOP, who's mad as hell.
[01:30:12.297 --> 01:30:19.564]  One million GOPers are pissed off that they didn't get to cast their vote for the President of the United States, for the Republican Party.
[01:30:19.784 --> 01:30:22.747]  And imagine if a billion black people had been disenfranchised.
[01:30:22.767 --> 01:30:23.827]  People are upset about that.
[01:30:23.988 --> 01:30:25.048]  Jim Crow laws, I am too.
[01:30:25.069 --> 01:30:28.611]  But what about what's happening now to everybody and this precedent?
[01:30:28.652 --> 01:30:31.714]  And let's be clear, this is about free speech, not even about Trump.
[01:30:32.074 --> 01:30:33.235]  This is very, very important.
[01:30:33.676 --> 01:30:37.579]  Everybody needs to be there and everybody needs to get their friends and family to go there.
[01:30:37.659 --> 01:30:41.823]  Portland State students for Donald Trump, that'll start at 2 o'clock.
[01:30:42.583 --> 01:30:45.426]  Um, location will be the Smith Memorial Student Union.
[01:30:45.766 --> 01:30:49.750]  That's at, uh, 1825 Southwest Broadway in Portland, Oregon.
[01:30:50.110 --> 01:30:55.195]  So we're going to be out there as well, standing with these students who want to have this meeting in support of Donald Trump.
[01:30:55.215 --> 01:30:55.936]  That is their right.
[01:30:55.976 --> 01:30:57.157]  That is their freedom of speech.
[01:30:57.177 --> 01:30:59.900]  And these bullies, these bullies have been trying to stop it.
[01:30:59.920 --> 01:31:04.844]  So on Infowars.com, we're going to have an article up by tonight, uh, breaking down the maps, where it is.
[01:31:04.904 --> 01:31:07.667]  Come out and support these reporters, also in free speech.
[01:31:07.807 --> 01:31:12.468]  But they're going to be wearing Trump hats and InfoWars shirts just to show the type of garbage that's going on.
[01:31:12.708 --> 01:31:13.609]  You've seen the clips, Biggs.
[01:31:13.629 --> 01:31:16.049]  We're going to play just a few clips of it now of Portland.
[01:31:16.290 --> 01:31:17.010]  These people are scary.
[01:31:31.494 --> 01:31:36.281]  It is illegal to film people when they tell you not to film them.
[01:31:36.361 --> 01:31:37.282]  I'm on staff!
[01:31:37.322 --> 01:31:37.863]  You f**kers!
[01:31:37.903 --> 01:31:38.423]  Shut the f**k up!
[01:31:38.484 --> 01:31:44.111]  If you don't let her talk, I will f**k it up!
[01:31:44.391 --> 01:31:48.677]  What's incredible about Portland is that it's faculty there screaming
[01:31:48.797 --> 01:31:51.718]  Those six brave people went and stood against the First Amendment fascism.
[01:32:10.502 --> 01:32:12.545]  of the corporately George Soros funded left.
[01:32:12.625 --> 01:32:20.356]  Let's have hundreds of people show up where they're slated speakers by the student group to stand up for free speech and stand up against this malice level tyranny.
[01:32:20.677 --> 01:32:24.161]  Joe Biggs, one more time, tell folks the date of the Portland situation.
[01:32:24.241 --> 01:32:26.004]  Do it one more time for what's happening Friday.
[01:32:26.084 --> 01:32:29.645]  So once again, Saturday the 16th at Portland State Students for Donald Trump.
[01:32:29.905 --> 01:32:30.906]  That'll be at 2 o'clock.
[01:32:31.006 --> 01:32:31.746]  That is the start time.
[01:32:31.786 --> 01:32:33.627]  I would arrive a little bit early and get ready to go in there.
[01:32:33.887 --> 01:32:39.389]  The location is at the Smith Memorial Student Union and that's at 1825 Southwest Broadway.
[01:32:39.409 --> 01:32:44.350]  The 15th, the GOP protest in Colorado will be at Greenwood Village, Colorado from 3 to 6.
[01:32:44.490 --> 01:32:48.732]  I'll put all the address information and maps on in the article and in the description of the video.
[01:32:49.372 --> 01:32:50.473]  All right, fantastic folks.
[01:32:50.513 --> 01:32:51.714]  Hey, stand up for the First Amendment.
[01:32:52.074 --> 01:32:53.195]  Stand up for your voting rights.
[01:32:53.655 --> 01:32:56.117]  There should be an election in Colorado and other states.
[01:32:56.377 --> 01:32:57.798]  There should be a thing called voters.
[01:32:58.158 --> 01:33:01.300]  Soon they're going to say voters never existed and it's a conspiracy theory.
