[00:00:06.568 --> 00:00:07.403]  Sounded real when Chevy.
[03:22:08.658 --> 03:22:15.344]  But we're being told it's going to be a landslide for her because they're trying to get us ready for election fraud.
[03:22:15.724 --> 03:22:18.867]  Something so well documented in this country's past.
[03:22:20.048 --> 03:22:22.089]  But Obama says it's preposterous.
[03:22:22.470 --> 03:22:24.371]  He doesn't even know what that is.
[03:22:25.172 --> 03:22:27.114]  Well, President Obama, we do know what it is.
[03:22:27.918 --> 03:22:33.782]  And this time, we don't have somebody like Mitt Romney or John McCain who's gonna stand down and not take action.
[03:22:34.102 --> 03:22:36.263]  We don't have somebody who's gonna throw in the towel there's fraud.
[03:22:36.524 --> 03:22:40.806]  We've got Donald Trump and an awake population that's aware of your scams.
[03:22:41.867 --> 03:22:43.508]  The social engineers have jumped the shark.
[03:22:43.928 --> 03:22:45.950]  They are stealing this election in front of everyone.
[03:22:46.830 --> 03:22:50.653]  By forcing them to engage in fraud, we are exposing them forever.
[03:22:50.993 --> 03:22:55.616]  So even if Donald Trump loses, even if that happens due to fraud,
[03:22:56.564 --> 03:22:57.124]  Or scandals.
[03:22:57.525 --> 03:23:06.351]  It doesn't matter because we've been in the arena, we've politically exposed the system, political correctness, globalism, the maxim has been introduced, Americanism, not globalism.
[03:23:07.131 --> 03:23:09.212]  This is a good time to be alive, ladies and gentlemen.
[03:23:09.573 --> 03:23:15.637]  And we owe Donald Trump so much for being willing to put his family, his life, his treasure on the line.
[03:23:16.057 --> 03:23:17.298]  He is the man in the arena.
[03:23:17.878 --> 03:23:19.659]  And I'm honored to be in that arena with him as well.
[03:23:20.120 --> 03:23:24.703]  If you haven't joined us in this historic fight, it's time to pick a side right now.
[03:23:35.283 --> 03:23:36.924]  The talk show host is Alex Jones.
[03:23:36.964 --> 03:23:38.846]  He's a conspiracy theorist.
[03:23:38.926 --> 03:23:41.648]  Radio talk show host Alex Jones.
[03:23:41.848 --> 03:23:42.669]  Alex Jones.
[03:23:42.769 --> 03:23:45.531]  Jones is the wildly popular conspiracy theorist.
[03:23:45.591 --> 03:23:48.793]  Radio talk show host and conspiracy theorist Alex Jones.
[03:23:48.813 --> 03:23:50.114]  Deeply I think racist.
[03:23:50.134 --> 03:23:52.076]  I just got called racist by MSNBC.
[03:23:52.176 --> 03:23:53.997]  I don't want that man to have a gun.
[03:23:54.017 --> 03:23:58.080]  1776 will commence again if you try to take our firearms!
[03:23:58.100 --> 03:23:59.261]  The Alex Jones Show.
[03:23:59.321 --> 03:24:04.225]  Watch the free stream live at infowars.com forward slash show.
[03:24:15.511 --> 03:24:19.974]  Welcome back to the Alex Jones Show.
[03:24:20.014 --> 03:24:20.954]  I'm David Knight, your host.
[03:24:20.974 --> 03:24:22.996]  We're going to go to the phone calls here in just a moment.
[03:24:23.376 --> 03:24:25.197]  We'll go to Steve in Canada first.
[03:24:25.737 --> 03:24:27.879]  Before we do, real quickly, I thought this was very interesting.
[03:24:28.579 --> 03:24:33.823]  On the Hill, there was an editorial from Juan Williams, who is a Fox News contributor.
[03:24:34.643 --> 03:24:37.925]  He said that Clinton spoke the truth on deplorables.
[03:24:37.945 --> 03:24:38.346]  There you go.
[03:24:38.946 --> 03:24:43.889]  Fox News, Juan Williams, thinks that the Fox News viewers are deplorable.
[03:25:04.983 --> 03:25:20.946]  The interesting thing about it, though, was not that we would see Fox News becoming MSNBC, but the fact that Juan Williams would say that Trump supporters are deplorable because Donald Trump has said kind things about Alex Jones.
[03:25:21.666 --> 03:25:29.128]  See, it's Alex Jones who is deplorable, Trump is deplorable by association, and so are those people who support Donald Trump.
[03:25:29.188 --> 03:25:29.548]  All of us
[03:25:30.228 --> 03:25:33.290]  Are deplorable, and it goes right back to Infowars, according to Juan Williams.
[03:25:33.330 --> 03:25:41.635]  And of course, I'm not going to go into all the things that he said is not worth repeating, because all he is doing is repeating the straw man talking points from Rachel Maddow.
[03:25:41.695 --> 03:25:43.876]  It's not even worth talking about it at this point.
[03:25:43.956 --> 03:25:47.998]  But it is interesting to see Fox News going down that path.
[03:25:48.058 --> 03:25:50.220]  We've seen that happening for quite some time now.
[03:25:50.660 --> 03:25:54.282]  It underscores, I think, the fact that we really are in an information war.
[03:25:54.762 --> 03:25:58.905]  As I said earlier, the most dangerous thing before us are not the bombs.
[03:25:59.525 --> 03:26:02.388]  The most dangerous thing before us is our reaction to that.
[03:26:02.969 --> 03:26:11.579]  Are we going to be fooled into giving up more of our liberties for the promise of security that they haven't been able to deliver with this massive surveillance and police state?
[03:26:12.640 --> 03:26:14.302]  It hasn't made us any safer, has it?
[03:26:15.103 --> 03:26:16.705]  We're even more dangerous.
[03:26:16.805 --> 03:26:18.087]  And the real issue
[03:26:18.937 --> 03:26:21.999]  are the terrorists that are being brought in by our own government.
[03:26:22.799 --> 03:26:35.286]  And when you look at how many of them have to become terrorists, as they point out in Germany, hey, we brought in half a million of them, and then they go on to say, well, we think that maybe about 500 of them are jihadis that are really dangerous.
[03:26:35.646 --> 03:26:37.967]  They don't really know, because they're not vetting anybody.
[03:26:38.007 --> 03:26:38.828]  But that's their estimate.
[03:26:39.208 --> 03:26:40.669]  One-tenth of one percent.
[03:26:41.389 --> 03:26:44.791]  So, if the people that they're bringing in as migrants and refugees are 99.9 percent okay,
[03:26:47.045 --> 03:26:51.867]  That still means 500 terrorists that they've brought in with just half a million.
[03:26:52.307 --> 03:26:53.768]  But they've got plans for many more.
[03:26:54.068 --> 03:26:55.949]  And it is the great people replacement.
[03:26:55.969 --> 03:26:56.529]  That's the key.
[03:26:57.310 --> 03:26:59.351]  You have to understand as we look at these articles...
[03:27:00.353 --> 03:27:02.954]  Where they're talking about this, this video that's up today, there's no turning back.
[03:27:03.354 --> 03:27:06.875]  Swedish TV ad says Swedes must accept multiculturalism.
[03:27:07.556 --> 03:27:15.278]  And of course, the way they're selling this, when you look at the translation, the new country, they say in this video, is about shaping a new future.
[03:27:15.338 --> 03:27:18.840]  Being Swedish needs to be about more than skin color and place of birth.
[03:27:18.920 --> 03:27:21.500]  It needs to be you, me, and everyone together.
[03:27:22.101 --> 03:27:23.121]  Well, that's fine.
[03:27:23.701 --> 03:27:25.122]  Except, what is a country?
[03:27:25.922 --> 03:27:27.803]  It isn't simply a geographical location.
[03:27:27.843 --> 03:27:29.425]  No, a country really is a culture.
[03:27:29.985 --> 03:27:30.826]  It's a legal system.
[03:27:31.606 --> 03:27:40.533]  And what they're trying to do is bring in people who have a culture and a legal system that is antithetical to everything we've had in the West.
[03:27:41.133 --> 03:27:42.374]  They want a theocracy.
[03:27:42.714 --> 03:27:43.615]  You have to understand this.
[03:27:44.215 --> 03:27:45.716]  Look at Saudi Arabia.
[03:27:46.177 --> 03:27:51.821]  Look at the people who are pouring tons of cash into the Hillary Clinton campaign.
[03:27:52.481 --> 03:28:04.889]  Look at the people that Hillary Clinton went to speak with, Huma Abedin's mother, running a school for girls, a Sharia school for girls in Saudi Arabia, talking about the fact, hey, not all of us in America wear bikinis, okay?
[03:28:05.130 --> 03:28:08.532]  Shut her to think what that would look like if that were true in Hillary's case.
[03:28:08.592 --> 03:28:17.518]  But, what she is saying to them, what she is pandering to them is, come to America, just as Alex was saying, come to America, you can replace the people here.
[03:28:18.516 --> 03:28:21.117]  See, that's what people in Germany are beginning to understand.
[03:28:21.737 --> 03:28:31.421]  If you look in Germany, and you see the plummeting poles of Angela Merkel, the people who are pushing back against her said, the great people replacement has begun.
[03:28:31.441 --> 03:28:33.201]  That's precisely what this is.
[03:28:34.042 --> 03:28:37.723]  You and I are either going to change the people in Washington,
[03:28:38.610 --> 03:28:41.351]  Or the people in Washington are going to replace us.
[03:28:41.871 --> 03:28:42.892]  That's the bottom line, folks.
[03:28:43.412 --> 03:28:44.312]  That's what they want to do.
[03:28:44.792 --> 03:28:47.133]  They don't like us because they don't like our legal system.
[03:28:47.533 --> 03:28:48.854]  They don't like our individual liberty.
[03:28:49.234 --> 03:28:53.635]  They want to run an authoritarian theocracy, and they're bringing in the people to do it.
[03:28:53.916 --> 03:28:55.536]  Let's go real quickly to Steve in Canada.
[03:28:55.596 --> 03:28:56.156]  Steve, go ahead.
[03:28:58.677 --> 03:28:59.137]  Thank you, David.
[03:28:59.157 --> 03:29:01.118]  I'm going to try to make this quick.
[03:29:01.578 --> 03:29:06.120]  In regards to the bombings, I've been waiting for something like this to happen, unfortunately.
[03:29:07.057 --> 03:29:10.619]  I don't like it, but this is really not that much of a surprise for me.
[03:29:13.061 --> 03:29:18.224]  And your segue coming into talking to me, I consider myself to be a deplorable.
[03:29:20.345 --> 03:29:23.807]  I would like to support Trump somehow north of the border, but I'm not sure how to do it.
[03:29:25.668 --> 03:29:33.352]  My other reason for calling in is I'm trying to look for something like what you guys do in Canada, but I can't seem to find it very much.
[03:29:33.392 --> 03:29:35.914]  The closest I've been able to find is the rebel media.
[03:29:37.057 --> 03:29:39.118]  I'm just a bit nervous here, anyway.
[03:29:39.158 --> 03:29:47.541]  With the Rebel Media, but they're conservative-leaning, whereas I'm a libertarian, I guess, at heart, and I'll attack anybody that's coming against me.
[03:29:48.441 --> 03:29:54.444]  Yeah, I'm not sure how to guide you to somebody that does what we do in Canada, but of course, you can always start something.
[03:29:54.464 --> 03:29:54.984]  We'll be right back.
[03:30:04.961 --> 03:30:10.464]  InfoWars is proud to announce the official InfoWars Live app, available now for iPhone and Android.
[03:30:10.624 --> 03:30:18.808]  InfoWars Live allows you to watch a live, high-definition feed of the Alex Jones Show 24-7 and get the latest breaking InfoWars reports straight to your phone.
[03:30:19.068 --> 03:30:21.930]  Want to read the latest exclusives on InfoWars.com?
[03:30:22.090 --> 03:30:23.752]  Or do you want to catch up on world news?
[03:30:23.912 --> 03:30:26.896]  Now you can do so with InfoWars Live anywhere you go.
[03:30:27.036 --> 03:30:29.239]  You can browse the news, share content, and more.
[03:30:29.359 --> 03:30:32.443]  And best of all, it's free to download at InfoWars.com.
[03:30:32.543 --> 03:30:33.765]  The app is brand new.
[03:30:33.965 --> 03:30:35.046]  This is the first release.
[03:30:35.206 --> 03:30:37.349]  And it was completely built from the ground up.
[03:30:37.529 --> 03:30:41.114]  We've seen example after example of cable news networks attempting to deceive you.
[03:30:41.374 --> 03:30:50.000]  In short, the mainstream media is being covertly manipulated by well-financed political forces who are trying to sway public opinion in an unnatural direction that only serves establishment agendas.
[03:30:50.221 --> 03:30:55.024]  But InfoWars Live is the solution to the controlled press that is rapidly losing influence.
[03:30:55.264 --> 03:31:02.610]  So download InfoWars Live today at InfoWars.com and learn what's really going on instead of being spoon-fed lies by the mainstream media.
[03:31:04.716 --> 03:31:10.877]  We're selling a product, DNA Force, that is the very best nutraceutical that we can produce.
[03:31:11.277 --> 03:31:14.138]  Dr. Group, it took years for you to develop DNA Force for us.
[03:31:14.498 --> 03:31:19.679]  It's been something that I've been working on for a long time, Alex, because I think it's very, very important.
[03:31:20.099 --> 03:31:26.080]  What the aging process is, is when the cell replicates, we lose a little bit of our telomeres.
[03:31:26.220 --> 03:31:29.361]  Telomeres are the little cups on the end of our chromosomes.
[03:31:29.501 --> 03:31:30.961]  And when it runs out, you start dying?
[03:31:31.161 --> 03:31:35.305]  We chose the PQQ because it has over 175 different clinical trials.
[03:31:35.485 --> 03:31:38.368]  It's one of the most effective substances in the world.
[03:31:38.448 --> 03:31:40.010]  It works like an antioxidant.
[03:31:40.110 --> 03:31:43.313]  It works to repair nerve growth factor.
[03:31:43.573 --> 03:31:45.896]  So this is a formula to deliver the maximum amount.
[03:31:46.176 --> 03:31:47.137]  It's in powder form.
[03:31:47.237 --> 03:31:49.940]  We have so many five-star reviews.
[03:31:50.120 --> 03:31:50.721]  I take this.
[03:31:50.841 --> 03:31:52.522]  This is the product that I take.
[03:31:52.643 --> 03:31:54.604]  Infowarslife.com and the profit we make.
[03:31:55.425 --> 03:31:56.205]  We fight the Globals.
[03:31:56.225 --> 03:31:57.066]  We fight the New World Order.
[03:31:57.366 --> 03:32:03.668]  Secure your DNA Force today at Infowarslife.com or call toll-free 888-253-3139.
[03:32:04.768 --> 03:32:06.128]  Clean, pure drinking water.
[03:32:06.428 --> 03:32:07.709]  You can't survive without it.
[03:32:07.889 --> 03:32:08.809]  But where do you get it?
[03:32:09.089 --> 03:32:14.831]  Alexa Pure Pro is a brand-new, groundbreaking, gravity-fed water filtration system that is like no other.
[03:32:15.091 --> 03:32:20.837]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[03:32:20.997 --> 03:32:37.874]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[03:32:38.254 --> 03:32:40.375]  Filter capacity up to 5,000 gallons.
[03:32:40.735 --> 03:32:41.936]  Stainless steel construction.
[03:32:42.216 --> 03:32:42.976]  Easy assembly.
[03:32:43.236 --> 03:32:43.876]  Low maintenance.
[03:32:44.157 --> 03:32:45.977]  Replacement filters are simple to install.
[03:32:46.257 --> 03:32:53.380]  And now, as part of an exclusive limited time introductory offer, you can save $20 off the retail price and get free shipping.
[03:32:53.540 --> 03:32:58.523]  This is a limited time offer, so order your unit today and receive free shipping and $20 off.
[03:32:58.743 --> 03:33:01.304]  Go to InfowarsStore.com or call 888-253-3139.
[03:33:19.485 --> 03:33:20.968]  We are on the march.
[03:33:21.409 --> 03:33:23.833]  The Empire is on the run.
[03:33:24.575 --> 03:33:27.400]  Alex Jones and the GCN Radio Network.
[03:33:31.172 --> 03:33:32.473]  Welcome back to the Alex Jones Show.
[03:33:32.533 --> 03:33:33.394]  I'm David Knight, your host.
[03:33:33.414 --> 03:33:34.334]  We're going to go to our callers.
[03:33:34.354 --> 03:33:41.159]  We've got three more here holding on the line, and then I want to give you my take on the Snowden movie by Oliver Stone.
[03:33:41.459 --> 03:33:42.239]  I agree with Alex.
[03:33:42.279 --> 03:33:44.161]  I think it's Oliver Stone's finest work.
[03:33:44.401 --> 03:33:45.842]  I'll just tell you that right up front.
[03:33:45.922 --> 03:33:48.464]  As a film, I give it two thumbs up.
[03:33:49.124 --> 03:33:52.426]  If I had more thumbs, I would give it more thumbs up, but I've only got two thumbs.
[03:33:53.527 --> 03:33:58.831]  And as a political information video, it's not a documentary, but it tells you
[03:33:59.571 --> 03:33:59.891]  Everything.
[03:33:59.911 --> 03:34:04.015]  It encapsulates everything that we've been trying to tell people for the longest period of time.
[03:34:04.075 --> 03:34:06.137]  It does a great job of informing people.
[03:34:06.177 --> 03:34:09.380]  So if you're a listener and you understand what's going on, great.
[03:34:09.720 --> 03:34:10.601]  It'll underscore that.
[03:34:10.661 --> 03:34:15.345]  It'll fill in some information that was perhaps missing for you in some different areas.
[03:34:16.126 --> 03:34:20.970]  But this is a movie that you need to take your friends to who don't think any of this stuff matters.
[03:34:21.370 --> 03:34:25.153]  Or take your friends to that think that Ed Snowden needs to be locked up or executed.
[03:34:26.072 --> 03:34:27.193]  Take those people to see it.
[03:34:27.653 --> 03:34:29.515]  And then have a conversation with them afterwards.
[03:34:30.015 --> 03:34:30.996]  See if they really understood it.
[03:34:31.016 --> 03:34:36.041]  But that's a great piece because we can't put all this stuff together in a news broadcast.
[03:34:36.421 --> 03:34:38.523]  We can't put all this stuff together on a radio show.
[03:34:39.003 --> 03:34:45.209]  We talk about it as it develops over a period of time and that's a very valuable way for you to see this as it's unfolding.
[03:34:45.669 --> 03:34:51.634]  But I've always said in the past that Alex Jones's documentaries were very important because they would give you
[03:34:52.675 --> 03:35:00.758]  On a particular subject, whether it was 9-11 or whether it was the police state, it would give it to you in a comprehensive format.
[03:35:00.978 --> 03:35:06.801]  It would take you down the road, showing you everything that had happened, and do it in detail in one sitting.
[03:35:06.841 --> 03:35:11.843]  And that's what the Oliver Stone movie does, but it's not done in a dry documentary format.
[03:35:12.679 --> 03:35:20.624]  It's a very well done, very well produced film and it's something that people will enjoy just as a piece of art because they do it in a dramatic way.
[03:35:21.024 --> 03:35:22.825]  But it is what is happening now.
[03:35:22.905 --> 03:35:27.668]  This isn't even something that was important that happened in the past like the JFK assassination.
[03:35:28.048 --> 03:35:29.829]  This is what's happening now.
[03:35:29.969 --> 03:35:31.490]  This is our life now.
[03:35:31.690 --> 03:35:33.911]  You need to understand what is going on now.
[03:35:34.331 --> 03:35:36.933]  This is the problem that I have with people like Gary Johnson.
[03:35:37.253 --> 03:35:40.075]  They don't understand the context of the events that are happening right now.
[03:35:40.913 --> 03:35:41.393]  They don't even know.
[03:35:41.714 --> 03:35:43.075]  He doesn't know what is Aleppo.
[03:35:43.335 --> 03:35:46.718]  He doesn't understand the context, the players, what's happening there.
[03:35:47.219 --> 03:35:52.924]  How can he respond in a libertarian way even to how to shut this down?
[03:35:53.244 --> 03:35:54.865]  He doesn't understand how we're being played.
[03:35:54.885 --> 03:35:56.327]  He doesn't get it.
[03:35:56.807 --> 03:35:59.529]  People need to understand what is behind all of this.
[03:35:59.569 --> 03:36:01.651]  And so it gives you the inside
[03:36:02.652 --> 03:36:19.181]  Information, because you see Snowden going through this process as somebody who wants to make a difference, he's idealistic, and gradually he sees the corruption, the lies, the tyranny that is involved in this, and he takes you down that path of discovery that Ed Snowden did.
[03:36:19.742 --> 03:36:21.563]  And you see what his response was to this.
[03:36:22.263 --> 03:36:28.507]  And hopefully, when you see what his response is to it, you'll not only not want to put him in prison, but you'll want to be like him.
[03:36:29.307 --> 03:36:30.268]  You'll want to do the right thing.
[03:36:31.004 --> 03:36:32.966]  You want to stand up for freedom and individual liberty.
[03:36:33.006 --> 03:36:34.267]  Let's go to our callers real quickly.
[03:36:35.168 --> 03:36:44.396]  Chris in Washington, because then I want to talk about the wrong way to look at this, and what the Washington Post is doing is absolutely reprehensible.
[03:36:44.416 --> 03:36:45.477]  But what else would you expect?
[03:36:45.857 --> 03:36:47.259]  What else would you expect from the Washington Post?
[03:36:47.459 --> 03:36:48.580]  Let's go to Chris in Washington.
[03:36:48.720 --> 03:36:48.960]  Chris?
[03:36:51.002 --> 03:36:56.026]  Yeah, I was just actually going to comment about the mall stabbing.
[03:36:57.094 --> 03:37:03.155]  And the off-duty police officer that shot that guy from Somali.
[03:37:03.395 --> 03:37:08.336]  Very important that we understand that it was a guy with a concealed weapon that stopped the carnage there.
[03:37:08.356 --> 03:37:08.956]  Yes, go ahead.
[03:37:09.737 --> 03:37:10.137]  It was.
[03:37:10.157 --> 03:37:16.378]  He was actually the owner of Tactical Advantage LLC.
[03:37:17.858 --> 03:37:21.879]  He teaches people in concealed carry classes.
[03:37:22.789 --> 03:37:30.273]  He's also a competitor in the USPSA, which is a competitive three-gun sporting event.
[03:37:30.573 --> 03:37:30.813]  Wow.
[03:37:31.473 --> 03:37:31.673]  Wow.
[03:37:32.193 --> 03:37:33.874]  That's a real blessing that that guy was there.
[03:37:33.914 --> 03:37:35.415]  And we need more people like that.
[03:37:35.455 --> 03:37:41.237]  That's what he's doing, is training people to take responsibility to protect themselves and protect other people as well.
[03:37:41.257 --> 03:37:42.098]  That's very important.
[03:37:42.118 --> 03:37:43.518]  Yeah.
[03:37:44.659 --> 03:37:46.720]  So, I just know a lot of people didn't know that.
[03:37:47.045 --> 03:37:48.165]  Yeah, yeah, that's very important.
[03:37:48.185 --> 03:37:49.626]  Thank you for pointing that out again.
[03:37:49.946 --> 03:37:53.986]  You know, we talk about one of the articles that I've got here about the number of people coming in.
[03:37:54.026 --> 03:37:58.487]  Almost 100,000 Somali refugees admitted to the U.S.
[03:37:58.567 --> 03:37:59.047]  since 9-11.
[03:37:59.067 --> 03:37:59.888]  99.6% of them are Muslim.
[03:37:59.928 --> 03:38:04.409]  And of course the guy who did the stabbing is a Somali who came in.
[03:38:04.909 --> 03:38:06.629]  But it's his father who came in.
[03:38:07.029 --> 03:38:10.550]  And I think it's interesting that it's always, it's the second generation.
[03:38:10.590 --> 03:38:11.070]  We talk about
[03:38:11.812 --> 03:38:13.334]  Not being able to vet the people coming in.
[03:38:13.814 --> 03:38:19.520]  And the fact that Germany is admitting, okay, probably at least a tenth of a percent of the people coming in are already jihadis.
[03:38:20.401 --> 03:38:25.187]  But in most of these cases, the people who are doing this are the second generation people.
[03:38:26.248 --> 03:38:26.868]  Their parents
[03:38:28.049 --> 03:38:29.470]  Do not want to assimilate.
[03:38:29.870 --> 03:38:31.311]  They self-ghettoize.
[03:38:31.591 --> 03:38:46.338]  And the second generation gets very angry about that because they blame, not their parents who don't want to assimilate, who don't want to learn the language, who don't want to embrace the culture, dress the way other people are doing because they want to keep their own separate enclave.
[03:38:46.378 --> 03:38:47.219]  So they're isolated.
[03:38:47.679 --> 03:38:50.641]  The second generation gets very angry about that.
[03:38:51.221 --> 03:38:53.962]  And more often than not, they become the jihadis.
[03:38:53.982 --> 03:38:54.583]  That's what we've seen.
[03:38:54.623 --> 03:38:56.904]  But as we're talking about people protecting themselves, I remember
[03:38:58.225 --> 03:39:00.867]  When you talk about Somalia, remember this is Black Hawk Down.
[03:39:01.027 --> 03:39:01.708]  Remember that movie?
[03:39:01.728 --> 03:39:02.749]  Another movie.
[03:39:03.390 --> 03:39:04.150]  Remember what happened there?
[03:39:04.170 --> 03:39:05.091]  That was Mogadishu.
[03:39:06.432 --> 03:39:14.159]  And what was happening there were the Arabs coming in and coming after black Christians in Somalia.
[03:39:15.120 --> 03:39:22.347]  And I talked to a guy who, a friend of mine back in North Carolina, who had been a missionary, and he had been there at the time that that happened.
[03:39:23.151 --> 03:39:39.290]  He would walk around with a full-on AR, and he kept that strapped around his shoulder everywhere he went as a missionary, because he had the position, he had the mindset of a real pastor.
[03:39:40.191 --> 03:39:42.332]  of a real sheepdog, okay?
[03:39:42.592 --> 03:39:45.173]  Pastors are there to protect the flock.
[03:39:45.814 --> 03:39:47.855]  And you have to be able to protect yourself as well, don't you?
[03:39:48.455 --> 03:39:57.359]  Just like if you're on an airplane, they tell you, put the... if we have a problem and the gas mask come down, put that gas mask on yourself before you put it on the kids.
[03:39:58.099 --> 03:40:02.561]  Because you've got to be able to function yourself before you can save other people.
[03:40:02.641 --> 03:40:03.842]  So it's there to protect yourself,
[03:40:04.562 --> 03:40:07.063]  And you protect yourself, so you can protect other people.
[03:40:07.623 --> 03:40:09.924]  I remember we talked to the guy in South Africa.
[03:40:09.944 --> 03:40:11.765]  His name was Charles van Wick.
[03:40:12.545 --> 03:40:15.046]  He wrote the book about the particular experience that he had.
[03:40:15.066 --> 03:40:20.528]  He said he struggled with the idea of whether or not he should, as a Christian, carry a gun to protect himself.
[03:40:21.309 --> 03:40:24.070]  And he saw the violence that was happening in South Africa at the time.
[03:40:25.210 --> 03:40:28.992]  And he said, yeah, I think I have a responsibility to protect myself and to protect other people.
[03:40:30.037 --> 03:40:45.457]  And on the day that he was visiting a liberal church in a very prosperous area of town, it had been selected by the communists that we worship in this country, the people under Nelson Mandela, they were violent communists,
[03:40:46.078 --> 03:40:47.098]  It had been selected by them.
[03:40:47.118 --> 03:40:55.081]  We found out this later because they were given amnesty when they talked about the... They were given amnesty so they then talked about why they selected this church.
[03:40:55.101 --> 03:40:57.061]  They said, it's a very liberal church.
[03:40:57.361 --> 03:40:59.042]  We knew it'd be mostly or all white.
[03:40:59.562 --> 03:41:01.663]  And we knew these people would not be carrying firearms.
[03:41:02.463 --> 03:41:09.306]  So they broke in, spraying with fully automatic weapons, spraying the crowd with bullets and throwing in hand grenades.
[03:41:09.586 --> 03:41:11.226]  They killed a lot of people right away.
[03:41:11.987 --> 03:41:13.107]  But this individual was there.
[03:41:13.147 --> 03:41:15.708]  All he had was a pistol with five shots.
[03:41:15.828 --> 03:41:17.329]  You can see the interview that I had with him.
[03:41:17.349 --> 03:41:21.190]  I think it's something like a modern-day David with five stones.
[03:41:21.230 --> 03:41:23.131]  I can't remember the way we titled it.
[03:41:23.231 --> 03:41:25.492]  But he had a pistol.
[03:41:26.712 --> 03:41:27.713]  A snub-nosed pistol.
[03:41:28.033 --> 03:41:30.354]  And he was all the way across this huge auditorium.
[03:41:31.069 --> 03:41:34.232]  And he thought, well, I'll probably never hit him, but maybe I can scare them off.
[03:41:34.372 --> 03:41:36.854]  And he got down on his knee and took a shot.
[03:41:37.475 --> 03:41:38.636]  And he got one of the guys.
[03:41:39.316 --> 03:41:40.157]  And they were surprised.
[03:41:40.217 --> 03:41:41.839]  They were surprised that somebody shot back at him.
[03:41:42.159 --> 03:41:43.140]  And it stopped the attack.
[03:41:43.500 --> 03:41:44.961]  And they started pulling the guys out.
[03:41:45.001 --> 03:41:46.703]  He took another couple of shots, didn't hit anybody.
[03:41:46.743 --> 03:41:49.485]  And then he thought, well, I'm going to go around, see if I can find another way.
[03:41:49.545 --> 03:41:51.927]  He went out the back and came around another way.
[03:41:52.908 --> 03:41:54.649]  And these guys were out there.
[03:41:54.709 --> 03:41:57.410]  He took another couple of shots at him and hit another couple of guys.
[03:41:57.470 --> 03:42:00.772]  They thought there were multiple shooters because he came out from a different angle.
[03:42:01.472 --> 03:42:02.633]  And they broke off the attack.
[03:42:03.373 --> 03:42:05.955]  They killed, I think it's 50 or 60 people.
[03:42:06.075 --> 03:42:07.355]  I don't know how many people they wounded.
[03:42:07.395 --> 03:42:08.516]  Because they threw in hand grenades.
[03:42:08.556 --> 03:42:09.837]  They had fully automatic weapons.
[03:42:10.797 --> 03:42:16.680]  And they said that they had intended and thought they would be able to kill every single person in that church.
[03:42:16.700 --> 03:42:18.381]  And there's about a thousand people in that church.
[03:42:19.021 --> 03:42:20.142]  So the bottom line is, folks,
[03:42:21.121 --> 03:42:24.662]  You need to protect yourself, and you need to protect other people.
[03:42:24.742 --> 03:42:29.344]  That's what we saw in that mall in Minnesota, as Chris in Washington just pointed out.
[03:42:29.404 --> 03:42:35.126]  The guy who was there teaches people how to defend themselves, how to protect other people.
[03:42:35.726 --> 03:42:36.647]  See, that's what guns are about.
[03:42:36.687 --> 03:42:38.327]  That's what the liberals don't want you to think about.
[03:42:38.567 --> 03:42:46.270]  When they come after Donald Trump and say, you're threatening violence against Hillary Clinton, when what he was saying was, it's a dangerous thing to be unarmed.
[03:42:46.930 --> 03:42:48.631]  She has a lot of people protecting her.
[03:42:49.741 --> 03:42:54.282]  Look at the hypocrisy involved, and yet they say, you're making oblique threats against her.
[03:42:54.342 --> 03:42:58.503]  It's the same thing that Jim Webb said in the Democrat debate, interestingly enough.
[03:42:59.323 --> 03:43:01.204]  He didn't go too far in the Democrat debates.
[03:43:01.244 --> 03:43:03.524]  Perhaps they couldn't stand hearing the truth.
[03:43:04.725 --> 03:43:08.066]  And they didn't rally around Jim Webb, but he told it like it was.
[03:43:08.086 --> 03:43:09.806]  Let's go to Brian in FEMA 9.
[03:43:10.626 --> 03:43:11.426]  Brian, thanks for holding.
[03:43:11.446 --> 03:43:14.547]  Good to talk to you, David.
[03:43:15.227 --> 03:43:17.488]  You know, this is one of the trusted news sources I go to.
[03:43:18.254 --> 03:43:23.835]  Uh, because so many American news sources are being neutered, gagged like a dog.
[03:43:24.315 --> 03:43:24.555]  Yes.
[03:43:24.675 --> 03:43:44.740]  And so, what I'd like to talk about here, of course we know the Internet's going over to sources, uh, unknown in October, and so we don't even know how much time we really have, um, to really talk freely or get freely information according to that source, but what happened at the beginning, like, you know, Friday and Saturday, is the usual game.
[03:43:44.760 --> 03:43:46.800]  In other words, we have that attack,
[03:43:47.264 --> 03:43:52.147]  In other words, bringing up the actual attack in Syria, the CENTCOM officials said U.S.
[03:43:52.187 --> 03:43:55.089]  military was certain about the outcome of the strike.
[03:43:55.529 --> 03:44:00.072]  Officials had been watching these forces for a few days, thinking they were ISIS.
[03:44:01.152 --> 03:44:02.793]  And of course, we know what happened.
[03:44:03.073 --> 03:44:04.214]  Later, it was a mistake.
