[00:00:14.033 --> 00:00:16.294]  Wednesday, October 12, 2016.
[03:04:42.142 --> 03:04:43.103]  I'm just going to step aside.
[03:04:43.123 --> 03:04:44.424]  I've already done my work at that point.
[03:04:46.423 --> 03:04:46.843]  Good luck.
[03:04:46.863 --> 03:04:48.043]  That's all I have to tell you.
[03:04:48.684 --> 03:04:49.944]  I'll be staying out of the way.
[03:04:50.004 --> 03:04:54.325]  But you... You won't have a prayer.
[03:04:54.345 --> 03:04:57.926]  So... It won't even matter.
[03:04:57.946 --> 03:04:59.406]  Your elites won't even protect you anyways.
[03:04:59.446 --> 03:05:00.506]  There's no honor among thieves.
[03:05:01.286 --> 03:05:02.226]  Please support the broadcast.
[03:05:02.246 --> 03:05:02.687]  Spread the word.
[03:05:02.727 --> 03:05:03.307]  It's one of a kind.
[03:05:03.327 --> 03:05:04.367]  Thank you for all your support.
[03:05:04.827 --> 03:05:08.988]  David Knight is coming in for a fresh 55 minutes of transmission starting now.
[03:05:11.232 --> 03:05:21.441]  It's also what happens when you listen to the radio host Alex Jones who claims that 9-11 and the Oklahoma City bombings were inside jobs.
[03:05:21.981 --> 03:05:33.671]  And others who are kind of at the very fringe of the conspiracy movement like Alex Jones are being kind of incorporated into the campaign in ways it's a or even the recent choices of campaign management.
[03:05:33.971 --> 03:05:39.095]  The right-wing smear machine has gotten Alex Jones-ified this election cycle as we've been chronicling here.
[03:05:39.135 --> 03:05:40.196]  Jones is the show with the
[03:05:40.476 --> 03:05:44.258]  Conspiracy theorist and creator of the fringe website InfoWars.
[03:05:44.619 --> 03:05:47.640]  Do you also know that Hillary Clinton uses a wheelchair?
[03:05:48.721 --> 03:05:54.784]  Her personal vehicle has had to be outfitted with a wheelchair lift because she is not a person who can actually walk.
[03:05:55.565 --> 03:05:58.647]  She secretly uses a wheelchair all those times you think you've seen her walking.
[03:05:58.687 --> 03:05:59.607]  She hasn't been walking.
[03:05:59.807 --> 03:06:00.348]  Did you know that?
[03:06:01.208 --> 03:06:04.150]  Hillary Clinton has been on the campaign trail for 18 months.
[03:06:04.210 --> 03:06:06.791]  Her energy staggers me.
[03:06:07.492 --> 03:06:09.053]  I have a hard time keeping up with her.
[03:06:13.559 --> 03:06:18.102]  The historical first in electing the first conspiracy freak president.
[03:06:18.362 --> 03:06:19.843]  He's not pivoting for presidential.
[03:06:20.063 --> 03:06:21.664]  He's pivoting to Alex Jones.
[03:06:21.704 --> 03:06:23.044]  He's pivoting to crazy.
[03:06:23.545 --> 03:06:28.067]  Was Hillary wearing an earpiece during last night's presidential forum?
[03:06:28.807 --> 03:06:38.093]  That is the pilot, the captain of America's conspiracy theory mothership, Alex Jones.
[03:06:38.113 --> 03:06:40.214]  You just had to keep digging, didn't you Alex?
[03:06:41.599 --> 03:06:42.760]  The plan was so simple.
[03:06:42.860 --> 03:06:47.204]  All Hillary had to do was open a jar of pickles, and the White House would be all ours.
[03:06:47.364 --> 03:06:49.726]  You're gonna be part of the conspiracy now, you realize that, right?
[03:06:49.746 --> 03:06:50.707]  I'm gonna try and do my best.
[03:06:50.887 --> 03:06:52.628]  Alex Jones is gonna be all over you!
[03:06:52.648 --> 03:06:53.569]  Let's see what happens.
[03:06:53.589 --> 03:06:54.289]  Okay, here we go.
[03:06:55.050 --> 03:06:55.510]  Here it is.
[03:06:55.531 --> 03:06:56.852]  Whoa, blitzer.
[03:06:57.632 --> 03:06:57.993]  Oh, no!
[03:06:59.974 --> 03:07:00.515]  Oh, there was a...
[03:07:02.449 --> 03:07:06.651]  They're all in on this total conspiracy theory that literally came from InfoWars.
[03:07:06.991 --> 03:07:08.932]  First of all, Hayes, I'll get you for this segment.
[03:07:09.833 --> 03:07:13.955]  It may take years and cost thousands of lives, but I'll get you for this.
[03:07:14.315 --> 03:07:24.140]  I don't know what happens in somebody's mind or how dark their heart must be to say things like that.
[03:07:25.401 --> 03:07:27.482]  The New World Order sends its regards.
[03:07:30.714 --> 03:07:35.779]  Crashing through the lies and disinformation, the Alex Jones Show.
[03:07:36.219 --> 03:07:39.101]  Because there is a war on for your mind.
[03:07:40.042 --> 03:07:43.545]  And it matters because it's not just the kook fringe.
[03:07:43.605 --> 03:07:50.091]  It's not just the sort of remunerative conspiracy theory world of that part of the conservative media machine.
[03:07:50.371 --> 03:07:55.336]  It's not even just wacky people who have made their way into Republican politics at a surprising height.
[03:07:55.576 --> 03:07:57.338]  This is now the top of the Republican ticket.
[03:08:20.034 --> 03:08:22.179]  Waging war on corruption.
[03:08:22.720 --> 03:08:27.850]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[03:08:33.098 --> 03:08:36.540]  Welcome back to the fourth hour of the Alex Jones broadcast.
[03:08:36.600 --> 03:08:38.881]  I'm David Knight on this Wednesday, October 12, 2016.
[03:08:39.001 --> 03:08:42.482]  We've got a lot of news to cover.
[03:08:42.522 --> 03:08:55.768]  Donald Trump really broke down what's behind Hillary Clinton's world government based on these emails that have been leaked from John Podesta, her campaign manager, and comments that have been made at the speeches that she's given to these various banks.
[03:08:55.828 --> 03:08:56.609]  We now know
[03:08:57.529 --> 03:09:05.792]  And we have a document that tells you she knows exactly the method that she's going to enact world government, and she defines what world government is.
[03:09:05.892 --> 03:09:12.574]  And Donald Trump broke that down for a massive group of supporters yesterday, over 8,000 people that he was speaking to.
[03:09:12.994 --> 03:09:14.215]  We're going to talk about that in a moment.
[03:09:14.235 --> 03:09:20.617]  We're going to talk about the FemDems, which is what I call them, the feminist Democrats, who are really
[03:09:21.317 --> 03:09:25.561]  Nothing more than the hateful left as they go out and attack rape victims.
[03:09:25.601 --> 03:09:27.022]  We see this throughout the media as well.
[03:09:27.503 --> 03:09:31.507]  But before we get into that, I saw this couple of articles on the Drudge Report.
[03:09:31.527 --> 03:09:34.109]  I think he put these things right next to each other.
[03:09:34.530 --> 03:09:35.611]  Listen to these two headlines.
[03:09:36.251 --> 03:09:43.538]  World astrologists gather to predict the president and then more dead voters and fraud cases discovered in Colorado.
[03:09:44.499 --> 03:09:45.780]  So I guess the question is,
[03:09:46.917 --> 03:09:51.019]  Are CNN and Fox News going to start having seances to pull the dead?
[03:09:51.599 --> 03:09:55.161]  Because that's the situation we're in with voter fraud.
[03:09:55.702 --> 03:09:59.404]  It's not just in Colorado, but we're seeing this a lot in Virginia.
[03:09:59.424 --> 03:10:00.744]  We've had a couple of different articles.
[03:10:01.385 --> 03:10:09.749]  One particular county where one person who was working in the county office noticed a name that was going by there that was a deceased judge and said, wait a minute.
[03:10:10.629 --> 03:10:11.309]  I know that guy.
[03:10:11.329 --> 03:10:12.410]  And he's dead.
[03:10:13.151 --> 03:10:14.632]  And he's now registering to vote.
[03:10:14.692 --> 03:10:15.592]  What's going on with this?
[03:10:15.612 --> 03:10:16.793]  So I started looking at it carefully.
[03:10:16.833 --> 03:10:18.274]  They saw a whole bunch of people there.
[03:10:18.714 --> 03:10:22.336]  And then we've seen thousands show up in another area of Virginia.
[03:10:22.417 --> 03:10:24.298]  And that's only one small area of Virginia.
[03:10:24.358 --> 03:10:25.899]  And that's only one state.
[03:10:26.739 --> 03:10:33.384]  And as I've pointed out before, I know from second-hand information, a friend of my brother-in-law,
[03:10:34.372 --> 03:10:38.293]  Who, in the last election, 2012, went in to vote, and they said, you've already voted.
[03:10:38.333 --> 03:10:40.753]  Because, you know, in North Carolina, there's no voter ID.
[03:10:41.353 --> 03:10:43.134]  You can't have a picture ID they can't ask for.
[03:10:43.154 --> 03:10:45.914]  All you do is go in and give them a name and an address, and you can vote.
[03:10:46.835 --> 03:10:49.895]  And so they said, you voted, and so has this other person at your address.
[03:10:50.315 --> 03:10:51.415]  He says, well, that's my mother.
[03:10:52.036 --> 03:10:53.376]  She's been dead for a couple of years.
[03:10:53.996 --> 03:11:04.098]  So somebody had already gone in and voted for him and for his mother by the time it came to election day, because North Carolina starts voting earlier than any other state in the nation.
[03:11:04.318 --> 03:11:06.880]  See, North Carolina was run for a very long time by the Democrats.
[03:11:06.940 --> 03:11:09.001]  It's only recently the Republicans have taken over.
[03:11:09.502 --> 03:11:16.426]  They've tried to reform this drawn-out election process, the easy voter registration, the lack of voter ID.
[03:11:16.446 --> 03:11:18.047]  They've tried to address that.
[03:11:18.067 --> 03:11:27.194]  But every time they say, we're going to look at voter ID, then they come in after them and they say, no, no, no, you're not going to do that.
[03:11:28.188 --> 03:11:32.771]  That's racist to ask for ID, even though you have to show ID everywhere.
[03:11:32.811 --> 03:11:37.093]  So these two articles, one of them is an investigation by CBS in Colorado.
[03:11:37.954 --> 03:11:41.996]  The person who was looking at it, the county clerk's office, says, well, I don't think it was an accident.
[03:11:42.016 --> 03:11:46.219]  This is part of an investigation done by CBS entitled, Dying to Vote.
[03:11:47.820 --> 03:11:50.141]  That's the way it breaks out.
[03:11:50.742 --> 03:11:52.102]  And then the Guardian story.
[03:11:52.683 --> 03:11:54.384]  Astrologers are predicting the election.
[03:11:54.904 --> 03:11:59.046]  Dozens of astrologers are coming together to predict who will be president.
[03:11:59.106 --> 03:12:10.292]  So, I guess next we're going to see Frank Lunds in with an astrologer and they're going to be actually doing a Ouija board or whatever to figure out how these dead voters are going to be voting.
[03:12:11.352 --> 03:12:14.675]  Because, you know, that's just as scientific as their polls, isn't it?
[03:12:15.255 --> 03:12:25.202]  Their polls are just... When you've got polls, they tell you the margin of error is four points, and you get one poll after the other that are eight points apart or twelve points apart, okay?
[03:12:25.223 --> 03:12:28.865]  You can't even take the two and add them up and get the...
[03:12:30.086 --> 03:12:31.707]  The margin of error, it's so far apart.
[03:12:32.128 --> 03:12:39.453]  When they're heavily skewing it towards Democrat voters, far more than the difference between registered Democrats and registered Republicans.
[03:12:39.774 --> 03:12:52.763]  When they don't take into consideration the people who are coming into the election process who haven't voted for many, many years, if ever, because they've been totally fed up with these controlled opposition parties.
[03:12:54.064 --> 03:12:58.665]  The Bushes and the Clintons illustrate for us all how there really isn't two different parties.
[03:12:58.685 --> 03:12:59.906]  There hasn't really been a choice.
[03:13:00.426 --> 03:13:03.547]  It's simply been the American League versus the National League.
[03:13:03.627 --> 03:13:05.968]  Or the AFC versus the NFC.
[03:13:05.988 --> 03:13:08.308]  They're all playing for the same owners.
[03:13:09.289 --> 03:13:10.669]  And it's just phony opposition.
[03:13:10.709 --> 03:13:11.349]  It is a game.
[03:13:11.609 --> 03:13:12.049]  It is a game.
[03:13:12.109 --> 03:13:14.770]  And there is some benefit for the people who win.
[03:13:14.950 --> 03:13:17.211]  Just like there's a benefit for the team that wins the Super Bowl.
[03:13:17.932 --> 03:13:22.194]  But you have to understand that they are still going to be controlled.
[03:13:22.274 --> 03:13:24.055]  They've got other people who are making the rules.
[03:13:24.075 --> 03:13:25.415]  They're going to follow those rules.
[03:13:25.816 --> 03:13:30.498]  They're just the faces of this global governance that's there.
[03:13:30.538 --> 03:13:45.565]  And I think that when we look at some of these remarks that came out, the speeches that Hillary Clinton was making to these various banking groups, for which she was getting about a quarter of a million dollars apiece, for which she earned tens of millions of dollars,
[03:13:46.607 --> 03:13:50.089]  Essentially going to these people and saying, I know precisely what you want.
[03:13:50.670 --> 03:13:51.831]  We're on the same page.
[03:13:52.611 --> 03:13:55.673]  Give me the money, put me in office, I'll make it happen.
[03:13:56.374 --> 03:14:04.379]  And we look at this one particular comment here, and Donald Trump, I want to tell you what Donald Trump did to unpack this for his audience, because we've talked about this before.
[03:14:04.419 --> 03:14:05.300]  Here's the quote.
[03:14:05.800 --> 03:14:10.904]  My dream, she said to a group of bankers, is a hemispheric common market.
[03:14:11.664 --> 03:14:15.087]  With open trade and open borders sometime in the future.
[03:14:15.467 --> 03:14:18.369]  With energy that's as green and sustainable as we can get it.
[03:14:18.429 --> 03:14:21.512]  Powering growth and opportunity for every person in the hemisphere.
[03:14:22.625 --> 03:14:32.614]  Now, I've said many times, and we've all said here at InfoWars.com, there's three different approaches that they're going to take in order to create a global governance.
[03:14:32.754 --> 03:14:34.856]  First of all, you get rid of the borders.
[03:14:35.837 --> 03:14:41.222]  And you homogenize the people, in one sense, to a third world level.
[03:14:41.262 --> 03:14:44.745]  You create different, bring in different groups that aren't going to assimilate.
[03:14:45.165 --> 03:14:46.847]  That's one of the ways that you destroy
[03:14:47.727 --> 03:14:59.976]  Uh, the national culture, and so what they're trying to do is homogenize on an international level, make all the countries the same, create conflict with groups that will not assimilate, like the massive groups of Muslims that come in.
[03:15:00.536 --> 03:15:02.837]  So that's one part of it, the open borders, okay?
[03:15:02.877 --> 03:15:10.743]  And we can see that with policies like the Dreamer policies, and the fact that they go apoplectic, even the Libertarian candidate, Gary Johnson.
[03:15:11.423 --> 03:15:14.266]  Freaking out when people use the term illegal immigrants.
[03:15:14.346 --> 03:15:15.827]  No, no, no, there's no such thing as illegals.
[03:15:15.867 --> 03:15:22.874]  And we got Nancy Pelosi saying, we don't have borders, we just have one people with a line running through us.
[03:15:22.954 --> 03:15:26.437]  It's no different than the border between, let's say, Oklahoma and Texas.
[03:15:26.477 --> 03:15:27.818]  Because in their mind,
[03:15:28.519 --> 03:15:31.802]  They have already created a hemispheric common market.
[03:15:31.902 --> 03:15:34.624]  She's just acknowledging what they've been working for for a long time.
[03:15:35.224 --> 03:15:36.465]  NAFTA was the first part of it.
[03:15:36.565 --> 03:15:41.429]  First you create economic consolidation and economic management.
[03:15:41.569 --> 03:15:47.033]  And then what you do is you create political consolidation.
[03:15:47.273 --> 03:15:47.534]  Okay?
[03:15:47.914 --> 03:15:49.975]  And that's what's happening with this.
[03:15:52.506 --> 03:15:59.232]  The open borders are part of this, and the other part of it is what they call open trade, or free trade.
[03:15:59.913 --> 03:16:05.418]  That really is not free trade, it's really managed trade, and we've talked about that as well.
[03:16:05.458 --> 03:16:13.845]  That's what TPP and the TTIP, the Transatlantic, the Trans-Pacific Partnerships, and understand they don't even call them trade agreements anymore.
[03:16:14.345 --> 03:16:15.687]  NAFTA was a treaty.
[03:16:16.854 --> 03:16:19.195]  They don't call it a treaty, they call it a trade agreement.
[03:16:19.376 --> 03:16:20.176]  But it was a treaty.
[03:16:20.816 --> 03:16:22.077]  TPP is a treaty.
[03:16:22.537 --> 03:16:24.398]  So is TTIP.
[03:16:24.559 --> 03:16:25.739]  Those are both treaties.
[03:16:25.899 --> 03:16:26.200]  And yet...
[03:16:27.130 --> 03:16:34.676]  The reality is, is that they want to call them something other than a treaty, so they don't have to follow the constitutional process for ratifying a treaty.
[03:16:35.437 --> 03:16:37.138]  But you have to understand, this isn't about free trade.
[03:16:37.178 --> 03:16:38.219]  It's not about open trade.
[03:16:38.519 --> 03:16:46.746]  This is about having our economy managed by a committee, an international committee, that is not elected, that is not accountable to anyone.
[03:16:47.246 --> 03:16:47.566]  Okay?
[03:16:47.606 --> 03:16:55.353]  This is worse than the Central Planning Committee of the communist countries that would get together and do the economic planning with a five-year plan.
[03:16:56.013 --> 03:16:59.174]  This is precisely how these trade agreements were created in the first place.
[03:16:59.734 --> 03:17:09.297]  And as Senator Sessions pointed out, the only senator to go in and really read and study and analyze and present what these treaties were about, it is a living document.
[03:17:09.697 --> 03:17:15.958]  It creates a committee that can, by fiat, change anything in it, including the people who are included in it.
[03:17:15.978 --> 03:17:16.819]  They can bring in China.
[03:17:16.839 --> 03:17:18.659]  This is not a bulwark against China.
[03:17:19.459 --> 03:17:21.240]  And as Jeff Sessions pointed out,
[03:17:21.920 --> 03:17:23.942]  They are going to be managing our economy.
[03:17:24.022 --> 03:17:26.043]  Nobody is going to be electing these people.
[03:17:26.263 --> 03:17:27.184]  How do they get appointed?
[03:17:27.925 --> 03:17:28.505]  Ask yourself.
[03:17:29.206 --> 03:17:31.247]  Well, ask yourself who wrote these agreements.
[03:17:32.048 --> 03:17:34.910]  Your elected representatives, and every one of these countries affected.
[03:17:35.010 --> 03:17:37.112]  Not just in America, but all of the countries.
[03:17:37.833 --> 03:17:40.615]  The elected representatives couldn't even look at this stuff.
[03:17:41.656 --> 03:17:53.444]  And then they're told afterwards, and these are the people, Paul Ryan, Mitch McConnell, all these people who are dumping on Trump, who say they can't support him, they're not going to do anything to help him, they're not supporting America.
[03:17:53.965 --> 03:18:02.551]  These are the same people who, after they were hand-delivered this agreement that was created by a few multinational corporations' lobbyists,
[03:18:03.331 --> 03:18:10.556]  They said we're going to ram this thing through without any kind of debate, without filibuster, without delay.
[03:18:10.796 --> 03:18:14.098]  Once they present this thing, it's going to run through in 20 days.
[03:18:14.559 --> 03:18:18.561]  There will be no amendments, no debate about any of this stuff.
[03:18:18.601 --> 03:18:24.705]  Just going to be a straight up and down vote, and it's going to be a majority vote, not a two-thirds vote like is required in the Constitution.
[03:18:24.725 --> 03:18:32.991]  So we have the open borders, we have the so-called open trade, which is globalist management of your economy, and then we have
[03:18:33.892 --> 03:18:35.113]  The sustainable aspect.
[03:18:35.153 --> 03:18:36.154]  The climate treaty.
[03:18:36.254 --> 03:18:38.196]  This is what Hillary Clinton finishes up with.
[03:18:38.556 --> 03:18:40.198]  Oh, we're going to be green and sustainable.
[03:18:40.919 --> 03:18:46.425]  You understand, that is perhaps the most powerful aspect of global governance.
[03:18:47.366 --> 03:18:50.849]  Look at the UN agenda for 2030 of sustainable development.
[03:18:51.770 --> 03:18:53.272]  Okay, what they're talking about there.
[03:18:54.560 --> 03:18:59.262]  is essentially creating a global tax that is going to fund a global governance.
[03:18:59.722 --> 03:19:04.284]  You have to have a global problem that a global government is going to address.
[03:19:04.364 --> 03:19:07.246]  So they invented climate change.
[03:19:07.826 --> 03:19:14.469]  And then they invented a crony capitalist system to do this, which is also a tax which will fund this global governance.
[03:19:15.069 --> 03:19:18.471]  by these multinational corporations that are writing these treaties.
[03:19:19.091 --> 03:19:22.172]  All three of those things are right there in Hillary Clinton's remarks.
[03:19:22.192 --> 03:19:24.633]  Now here's the way Donald Trump broke it down yesterday.
[03:19:25.534 --> 03:19:29.776]  First of all, he said we have to investigate Hillary Clinton and we have to investigate the investigation.
[03:19:30.339 --> 03:19:38.704]  In other words, we're going to find out, and we're going to find out, he knows that Comey and Lynch were coordinating with the Clinton campaign.
[03:19:39.304 --> 03:19:42.486]  We see now more emails confirming that, but we told you that before.
[03:19:42.506 --> 03:19:46.208]  We told you about the relationship between Comey and between Lynch.
[03:19:46.348 --> 03:19:53.452]  Now that's been going on for a long time, that they let Sandy Berger get away with destroying national security documents in a cover-up.
[03:19:53.872 --> 03:19:55.313]  Hillary Clinton is desperate.
[03:20:22.441 --> 03:20:30.388]  Donald Trump was 10 points ahead in the polls until Reuters and others began sampling 10 to 15 percent more Democrats in their polls to skew the numbers.
[03:20:30.689 --> 03:20:31.249]  It's incredible.
[03:20:31.529 --> 03:20:40.738]  But despite all that skewing in the last two weeks, now in major polls, put up with the very same groups, with the same methodology, Trump is neck and neck with her, or even a point or two ahead.
[03:20:41.238 --> 03:20:46.663]  But if you go look at the social media, and Breitbart and Gateway Pundit have done this, it's incredible.
[03:20:47.364 --> 03:20:56.687]  We're talking 3, 4, 5, 6 times the support at places like Facebook, Livestream, Reddit, and so many other places.
[03:20:56.927 --> 03:21:00.808]  In fact, sometimes he's got 10 times more likes and 10 times more views.
[03:21:01.469 --> 03:21:04.950]  That's what we saw with Bernie Sanders, where he'd have 20,000 people, Hillary'd have 500.
[03:21:06.030 --> 03:21:10.173]  We did exit polls in California and other so-called battleground states in the Democratic primary.
[03:21:10.533 --> 03:21:14.676]  And we talked to eight people before we found one or two Hillary supporters.
[03:21:15.236 --> 03:21:18.459]  That's why Hillary was forced to steal it with the superdelegates.
[03:21:19.139 --> 03:21:20.720]  Let's look at some of the numbers themselves.
[03:21:21.641 --> 03:21:26.524]  Trump had 10 million plus likes to Clinton's 5 million on Facebook.
[03:21:26.904 --> 03:21:34.710]  And that's with Facebook admittedly censoring Trump pages everywhere they can and even meeting with Hillary Clinton just like Google does.
[03:21:35.652 --> 03:21:43.498]  Trump averages 30,000 live viewers per stream, and Clinton averages 500 live stream viewers per stream.
[03:21:43.938 --> 03:21:48.341]  On Reddit, Trump averages 197,000 plus subscribers, Hillary 24,000.
[03:21:48.821 --> 03:21:53.264]  Hillary for prison has 55,000 subscribers.
[03:21:53.525 --> 03:21:54.805]  Gee, wonder who started that.
[03:21:55.406 --> 03:21:59.409]  And this is only a snapshot of the numbers we're seeing with Trump.
[03:21:59.829 --> 03:22:03.371]  You go to YouTube, his average video has millions of views.
[03:22:04.412 --> 03:22:06.813]  You go look at Hillary's official campaign site.
[03:22:07.373 --> 03:22:09.293]  Most of her videos have 2,000 or 3,000 views.
[03:22:09.353 --> 03:22:10.814]  Her bigger one's a few hundred thousand.
[03:22:11.154 --> 03:22:12.294]  This lady's a joke.
[03:22:12.694 --> 03:22:14.035]  She's not liked by her own party.
[03:22:14.335 --> 03:22:20.997]  But we're being told it's going to be a landslide for her because they're trying to get us ready for election fraud.
[03:22:21.397 --> 03:22:24.498]  Something so well documented in this country's past.
[03:22:25.711 --> 03:22:30.034]  But Obama says, it's preposterous, he doesn't even know what that is.
[03:22:30.835 --> 03:22:32.817]  Well, President Obama, we do know what it is.
[03:22:33.597 --> 03:22:39.482]  And this time, we don't have somebody like Mitt Romney or John McCain who's going to stand down and not take action.
[03:22:39.782 --> 03:22:41.944]  We don't have somebody who's going to throw in the towel there's fraud.
[03:22:42.204 --> 03:22:46.467]  We've got Donald Trump and an awake population that's aware of your scams.
[03:22:47.523 --> 03:22:49.205]  The social engineers have jumped the shark.
[03:22:49.605 --> 03:22:51.607]  They are stealing this election in front of everyone.
[03:22:52.507 --> 03:22:56.331]  By forcing them to engage in fraud, we are exposing them forever.
[03:22:56.651 --> 03:23:11.984]  So even if Donald Trump loses, even if that happens due to fraud or scandals, it doesn't matter because we've been in the arena, we've politically exposed the system, political correctness, globalism, the maxim has been introduced, Americanism, not globalism.
[03:23:12.810 --> 03:23:14.871]  This is a good time to be alive, ladies and gentlemen.
[03:23:15.251 --> 03:23:21.313]  And we owe Donald Trump so much for being willing to put his family, his life, his treasure on the line.
[03:23:21.734 --> 03:23:22.974]  He is the man in the arena.
[03:23:23.554 --> 03:23:25.315]  And I'm honored to be in that arena with him as well.
[03:23:25.795 --> 03:23:30.377]  If you haven't joined us in this historic fight, it's time to pick a side right now.
[03:23:41.070 --> 03:23:43.112]  Our talk show host is Alex Jones.
[03:23:43.152 --> 03:23:44.533]  He's a conspiracy theorist.
[03:23:44.613 --> 03:23:47.335]  Radio talk show host Alex Jones.
[03:23:47.535 --> 03:23:48.356]  Alex Jones.
[03:23:48.436 --> 03:23:51.198]  Jones is the wildly popular conspiracy theorist.
[03:23:51.258 --> 03:23:54.460]  Radio talk show host and conspiracy theorist Alex Jones.
[03:23:54.480 --> 03:23:55.801]  Deeply, I think, racist.
[03:23:55.921 --> 03:23:57.763]  I just got called racist by MSNBC.
[03:23:57.863 --> 03:23:59.664]  I don't want that man to have a gun.
[03:23:59.684 --> 03:24:03.767]  1776 will commence again if you try to take our firearms!
[03:24:03.787 --> 03:24:04.948]  The Alex Jones Show.
[03:24:05.008 --> 03:24:09.932]  Watch the free stream live at infowars.com forward slash show.
[03:24:13.056 --> 03:24:36.650]  Welcome back to the Alex Jones Show, I'm David Night, and before we get back to what Donald Trump said breaking down how Hillary Clinton has literally defined world government for us, and how we're going to get there,
[03:24:37.366 --> 03:24:42.989]  Before we do that, I want to just remind you that we've extended for one final day the special on DNA Force.
[03:24:43.010 --> 03:24:46.151]  That's 23% off at Infowarslife.com.
[03:24:46.712 --> 03:24:52.475]  Now, DNA Force is our special formulation with BioPQQ.
[03:24:52.876 --> 03:24:54.877]  It's backed by 175 clinical studies.
[03:24:55.437 --> 03:24:56.258]  Very hard to secure.
[03:24:56.838 --> 03:24:58.019]  Very expensive to produce.
[03:25:12.248 --> 03:25:18.450]  Resveratrol, many other things that are in the DNA Force, but of course that is a key ingredient.
[03:25:18.630 --> 03:25:26.553]  It makes it very expensive for us to produce, as well as difficult to produce, and a 23% discount is a huge discount.
[03:25:26.613 --> 03:25:31.395]  Right now, you can get that at Infowarslife.com, 23% off DNA Force.
[03:25:31.435 --> 03:25:34.356]  Today is the last day that that will be discounted.
[03:25:34.756 --> 03:25:38.057]  Also, a new sale, a flash sale today,
[03:25:38.797 --> 03:25:40.278]  Knockout sleep support.
[03:25:40.498 --> 03:25:42.679]  25% off at Infowarslife.com.
[03:25:42.719 --> 03:25:49.143]  This is a lot of natural ingredients, safe ingredients that will help you get a good night's rest.
[03:25:49.664 --> 03:25:56.288]  Valerian root extract, melatonin, chamomile flower extract, L-tryptophan, and many other key ingredients.
[03:25:56.548 --> 03:25:57.688]  That last one, L-tryptophan.
[03:25:57.909 --> 03:25:58.209]  You know,
[03:25:58.769 --> 03:26:02.491]  That's what's in turkey that makes you sleepy on Thanksgiving Day.
[03:26:02.611 --> 03:26:06.173]  So, that's a lot of natural ingredients and that really works.
[03:26:06.233 --> 03:26:14.838]  I tell you, when I take that, when I'm having difficulty sleeping, I take knockout sleep support and that really does the trick.
[03:26:14.878 --> 03:26:16.179]  Gives me a very restful night's sleep.
[03:26:16.239 --> 03:26:20.642]  Right now, 25% off a flash sale at InfoWarsLife.com.
[03:26:21.542 --> 03:26:24.384]  Now, I want to go back to this speech that Donald Trump gave yesterday.
[03:26:25.565 --> 03:26:28.286]  This was in Florida, Tuesday night.
[03:26:28.306 --> 03:26:29.607]  He had about 8,000 people.
[03:26:30.007 --> 03:26:32.749]  As I mentioned before we went to the break, he said, we have to investigate Hillary Clinton.
[03:26:32.769 --> 03:26:35.550]  We have to investigate the investigation, he said.
[03:26:36.290 --> 03:26:38.651]  And he went on to call her a carpet-bagging U.S.
[03:26:38.671 --> 03:26:39.652]  Senator from New York.
[03:26:40.152 --> 03:26:42.153]  Yeah, that's exactly what she is.
[03:26:42.193 --> 03:26:43.734]  She's gone both different directions.
[03:26:44.094 --> 03:26:48.016]  She's carpet-bagging going from north to south and from south to north.
[03:26:49.317 --> 03:27:03.451]  They said, by the time the crowd estimated that 8,000 filed back to their cars, this is Daily Mail, he had accused her of secretly plotting to eliminate America's national borders in favor of a single global government with control over trade and immigration.
[03:27:04.184 --> 03:27:08.107]  Now, you have to understand, he didn't accuse her of this.
[03:27:08.588 --> 03:27:17.475]  What he read was her statement saying that that is her dream, that is her goal, and laying out the three tactics to achieve that, just as I pointed that out in the last segment.
[03:27:17.835 --> 03:27:27.783]  And then he goes on to say this, speaking in secret to a foreign bank, again, just revealed, Hillary said, my dream is a hemispheric common market with open trade, open borders.
[03:27:28.323 --> 03:27:31.904]  And he quoted a digest of previously undisclosed transcripts of speeches.
[03:27:31.964 --> 03:27:40.768]  These are the things that came out on Friday that were so damaging to Hillary Clinton that they came out with this locker room talk that Donald Trump had, the tape.
[03:27:40.808 --> 03:27:42.288]  And that's all that they wanted to talk about.
[03:27:42.348 --> 03:27:43.689]  That was the red herring.
[03:27:44.189 --> 03:27:50.651]  So you wouldn't pay attention to so many of the things that Hillary Clinton, that came out about Hillary Clinton in these speeches.
[03:27:50.711 --> 03:27:53.272]  He says, well, there goes the rest of your businesses, folks.
[03:27:53.752 --> 03:27:54.913]  There goes your country, folks.
[03:27:55.413 --> 03:28:04.241]  He said behind closed doors, this is Donald Trump talking about Hillary Clinton's admission that she wants a hemispheric, open trade, open borders.
[03:28:04.882 --> 03:28:05.843]  She wants a common market.
[03:28:05.883 --> 03:28:07.104]  She wants a North American Union.
[03:28:07.144 --> 03:28:11.869]  The North American Union that they always told us was a fantasy of the conspiracy theorists.
[03:28:12.249 --> 03:28:14.011]  No, she laid it out there in detail.
[03:28:14.551 --> 03:28:17.054]  And it's not going to stop with the North American Union.
[03:28:17.614 --> 03:28:19.335]  It's not going to stop with the European Union.
