[00:00:14.902 --> 00:00:16.103]  Isn't this Bing Crosby?
[01:07:44.833 --> 01:07:54.082]  And it got so ridiculous that record numbers of blacks and record numbers of Hispanics in any election ever voted
[01:07:55.253 --> 01:07:56.473]  For Republicans since the 1950s.
[01:07:56.633 --> 01:08:04.915]  Because minorities weren't voting Republican then because they were for the Civil Rights Movement, then the Democrats flipped over and they ran the media because they'd been the establishment, and that was it.
[01:08:05.975 --> 01:08:07.476]  The Republicans were not the establishment.
[01:08:08.496 --> 01:08:09.576]  They were trying to change things.
[01:08:09.596 --> 01:08:10.236]  They weren't perfect.
[01:08:12.457 --> 01:08:18.978]  But since a caller, since Nico was mentioning it earlier, I'm going to take your calls here in a moment, the number is 877-789-2539, 877-789-Alex...
[01:08:26.020 --> 01:08:31.685]  You guys brought me the article in here where it showed how voters who heavily supported Obama switched over to Trump.
[01:08:33.567 --> 01:08:38.631]  This is a November 10th article I had seen from a couple days ago, I guess on Thursday.
[01:08:38.651 --> 01:08:47.018]  And they admit that all these people that had actually given Obama the big victory went for Trump because they want an economic future.
[01:08:48.928 --> 01:08:57.677]  In all these de-industrialized areas, particularly in the north central area and the east, isn't that interesting?
[01:08:57.697 --> 01:08:58.798]  Because that's really what happened.
[01:08:59.498 --> 01:09:01.981]  These people don't care what color the president is.
[01:09:03.022 --> 01:09:07.186]  Man, it's hard to get a job and then if you're on welfare it doesn't pay the bills.
[01:09:08.147 --> 01:09:09.908]  And we're supposedly this big prosperous nation.
[01:09:09.948 --> 01:09:10.429]  What happened?
[01:09:11.570 --> 01:09:12.291]  You got sold out.
[01:09:13.962 --> 01:09:17.944]  So I was reading during the break, it's just amazing that this is actually a truthful article.
[01:09:18.464 --> 01:09:20.805]  I think my head's spinning out of the Washington Post.
[01:09:21.246 --> 01:09:25.908]  The revenge of the white working class voter and where millions of Obama supporters flip for Trump.
[01:09:26.690 --> 01:09:33.515]  So see, Town Hall says the revenge of white working voters, even the conservative side, and then where millions of Obama supporters flipped their vote.
[01:09:33.555 --> 01:09:41.021]  It wasn't white voters, it was record numbers of blacks, record numbers of Hispanics, and record numbers of former Obama voters and whites.
[01:09:41.081 --> 01:09:45.084]  They proved they weren't racist, they voted for Obama and they got screwed!
[01:09:46.946 --> 01:09:53.150]  So again, the biggest strength in this is that Obama was repudiated, people came together to elect Trump, so what do they do?
[01:09:53.996 --> 01:09:55.577]  You can't be part of this new future.
[01:09:55.617 --> 01:09:57.237]  You gotta block, you gotta go out and riot.
[01:09:57.637 --> 01:09:59.158]  You can't, no, it's racist.
[01:09:59.198 --> 01:10:01.259]  The KKK just got elected.
[01:10:04.180 --> 01:10:06.921]  That's why the South just voted for Donald Trump, a Yankee.
[01:10:08.102 --> 01:10:09.682]  See, all the rules are off.
[01:10:09.862 --> 01:10:11.263]  All the old garbage is over.
[01:10:11.723 --> 01:10:13.104]  I'm only 42, about to be 43.
[01:10:13.964 --> 01:10:19.386]  I didn't grow up in the world of naked racism.
[01:10:19.426 --> 01:10:21.007]  I mean, if I was naive in one area,
[01:10:21.852 --> 01:10:24.633]  It wasn't women or anything, it was race stuff.
[01:10:26.433 --> 01:10:34.836]  I was so colorblind, that I was so dumb when I was young, I wondered why, why do black people keep trying to beat me up?
[01:10:37.017 --> 01:10:39.198]  Well, now I think back, they were racist.
[01:10:39.378 --> 01:10:46.360]  I was brought up so colorblind, like a dodo bird or something, that I didn't even know what was hitting me.
[01:10:48.261 --> 01:10:49.601]  And that's what's so funny about the whole thing.
[01:10:55.427 --> 01:10:56.047]  This is crazy.
[01:10:59.469 --> 01:11:04.791]  I mean, it really is crazy to see what they've done to reality, how they've turned the whole thing upside down.
[01:11:04.811 --> 01:11:16.555]  I was talking to my dad last night, he came over to the house, about his dad who was elected to different county positions, and how he was the first person in the family to go Republican, and how the KKK hated him and all the rest of it.
[01:11:16.595 --> 01:11:19.856]  And he was like, well, it wasn't that bad.
[01:11:19.896 --> 01:11:24.358]  Sure, they threatened him and did some stuff and did some things, but big deal, they were a bunch of wimps.
[01:11:25.663 --> 01:11:26.604]  Everybody hated them.
[01:11:28.385 --> 01:11:34.448]  He said, my dad was just one of the first people to stand up and say, we're not going to let him push people around anymore.
[01:11:36.689 --> 01:11:37.630]  And then I got to sit here.
[01:11:38.750 --> 01:11:44.353]  When both my grandfathers fought Hitler, one of my grandfathers was in the civil rights movement, just like Chuck Heston.
[01:11:46.414 --> 01:11:52.418]  They called Chuck Heston a racist when he was involved in the 50s, man, almost getting killed, places like Oklahoma and Alabama.
[01:11:53.322 --> 01:11:53.802]  What's he get?
[01:11:53.842 --> 01:11:54.443]  He's called racist?
[01:11:54.523 --> 01:11:55.843]  No, he stood up for everybody.
[01:11:55.863 --> 01:11:57.004]  He stood up for our Second Amendment.
[01:11:57.344 --> 01:11:58.244]  He stood up for civil rights.
[01:11:58.284 --> 01:11:59.265]  He stood up across the board.
[01:11:59.465 --> 01:12:00.365]  He was amazing!
[01:12:00.385 --> 01:12:01.806]  He's a frickin' angel!
[01:12:03.767 --> 01:12:05.868]  Before he died, they called him a racist because he was pro-gun.
[01:12:05.888 --> 01:12:06.688]  What the hell does that mean?
[01:12:07.969 --> 01:12:09.649]  They got these Fox News sports people.
[01:12:09.669 --> 01:12:13.431]  Oh my, the new KKK is the NRA.
[01:12:13.871 --> 01:12:21.775]  The NRA was founded to train northerners on how to shoot and blacks how to shoot so they can protect themselves from the KKK.
[01:12:23.769 --> 01:12:25.690]  I'm so sick of the inversion of reality.
[01:12:25.730 --> 01:12:31.232]  I'm so sick of... I remember I caught black guys getting paid to go testify.
[01:12:31.252 --> 01:12:37.234]  I guess they were like actors, because they didn't talk in like urban accents until they got up on stage.
[01:12:37.855 --> 01:12:39.175]  They're like, yeah, I'm a thug!
[01:12:39.235 --> 01:12:39.996]  I kill people!
[01:12:40.556 --> 01:12:42.256]  I'm black, but I take my guns!
[01:12:42.817 --> 01:12:45.758]  Outside, they're like, thank you, sir, like Urkel, for the money.
[01:12:45.778 --> 01:12:48.579]  And there's a guy paying them 300, 400 bucks a piece.
[01:12:48.599 --> 01:12:50.260]  And I was like, you're actors?
[01:12:50.660 --> 01:12:53.501]  So the news calls me up, and they go, the Office of American States, and they go,
[01:12:53.661 --> 01:12:54.822]  Did you do this because they're black?
[01:12:54.882 --> 01:12:56.142]  And I went, excuse me?
[01:12:56.503 --> 01:12:57.303]  They were being bribed.
[01:12:57.323 --> 01:12:58.704]  The House Ethics Committee had been sitting there.
[01:12:58.964 --> 01:13:00.324]  We beat a bunch of legislation because of it.
[01:13:00.344 --> 01:13:01.865]  One of my first big stories was in 99.
[01:13:01.965 --> 01:13:05.527]  I mean, I had a bunch of big stories, but that was one of the first really big ones on guns.
[01:13:06.287 --> 01:13:10.490]  When Nationwide NRA picked it up, and they were like, and the paper was like, Alex Jones is a racist.
[01:13:13.331 --> 01:13:17.053]  And they had these black actors up there going, yo, we dangerous, we gonna get you.
[01:13:17.073 --> 01:13:20.034]  And then they go outside, thank you, sir, for the money.
[01:13:22.217 --> 01:13:22.838]  Whoa!
[01:13:23.298 --> 01:13:24.078]  Next level!
[01:13:26.100 --> 01:13:28.441]  And, I mean, I didn't know that much when I got into all this, folks.
[01:13:28.501 --> 01:13:31.764]  I learned, watching it for myself, that we're not in Kansas anymore.
[01:13:31.804 --> 01:13:33.985]  And they are gaming people big time!
[01:13:34.686 --> 01:13:35.246]  Big time!
[01:13:38.028 --> 01:13:38.608]  And I get it.
[01:13:38.668 --> 01:13:39.569]  People are dishing you.
[01:13:39.589 --> 01:13:40.549]  People treat you bad in your life.
[01:13:40.569 --> 01:13:42.331]  You learn to bow up and be arrogant and not care.
[01:13:42.351 --> 01:13:43.471]  I know how that is.
[01:13:43.772 --> 01:13:44.732]  Hell, I fight the media all day.
[01:13:44.752 --> 01:13:45.653]  I don't care what they say about me.
[01:13:47.148 --> 01:13:48.330]  But it is a mental wound.
[01:13:48.390 --> 01:13:51.897]  It is a projection to say that if we have a border, it's racist.
[01:13:52.498 --> 01:13:56.465]  There's six plus billion people in the third world that want to come here.
[01:13:57.206 --> 01:13:58.388]  The third world's collapsing.
[01:13:59.428 --> 01:14:00.469]  We ought to try to stabilize it.
[01:14:00.769 --> 01:14:05.512]  You don't do that by bringing the total unwashed here who have no future with diseases, you name it.
[01:14:05.813 --> 01:14:07.034]  All you do is drive down wages.
[01:14:07.074 --> 01:14:08.154]  And what do big corporations want?
[01:14:08.174 --> 01:14:09.255]  A permanent poor class.
[01:14:09.555 --> 01:14:10.096]  They want that.
[01:14:10.136 --> 01:14:10.676]  They get that.
[01:14:10.756 --> 01:14:11.277]  It's endgame.
[01:14:11.297 --> 01:14:11.637]  They win.
[01:14:11.657 --> 01:14:15.139]  We're going to come back and go to your phone calls from across the country.
[01:14:15.500 --> 01:14:16.901]  Bunch of other clips and news to cover.
[01:14:22.062 --> 01:14:26.806]  And also get into some of the lies we're telling about Trump on the border and health care and everything else.
[01:14:26.846 --> 01:14:28.948]  But let me just add this.
[01:14:28.968 --> 01:14:29.828]  We've extended this.
[01:14:31.410 --> 01:14:34.793]  We rarely do this three, four days because it has been so successful.
[01:14:35.173 --> 01:14:37.715]  And folks keep asking us to wait, I guess, till they get paid or whatever.
[01:14:37.735 --> 01:14:39.376]  But we have free shipping across the board.
[01:14:39.416 --> 01:14:41.178]  Infowarsstore.com.
[01:14:41.658 --> 01:14:42.599]  Free shipping is a big deal.
[01:14:42.619 --> 01:14:43.420]  Sign up for AutoShip.
[01:14:45.055 --> 01:14:52.328]  On things that are like coffee or nutraceuticals or supplements or things you reorder and you can even order out a year out and you get 10% off additionally.
[01:14:54.056 --> 01:15:00.343]  But the big deal is we've sold out of a few products like the Pro King water filter, but other stuff's on sale as well, other water filters.
[01:15:00.363 --> 01:15:02.905]  30% off Survival Shield X2, the key halogen.
[01:15:02.925 --> 01:15:05.188]  34% off InfoWars selects herbal food.
[01:15:05.208 --> 01:15:07.210]  30% off DNA Force, that's a big deal.
[01:15:07.230 --> 01:15:08.832]  30% off Super Metal Vitality.
[01:15:09.332 --> 01:15:12.015]  50% off all the Molon Labe Pro Gun apparel and more.
[01:15:12.395 --> 01:15:14.317]  InfoWarsStore.com or call toll free 888-253-3139.
[01:15:17.788 --> 01:15:20.010]  Notice how game-changing we are on politics.
[01:15:20.390 --> 01:15:22.471]  Notice how game-changing we are on future trends.
[01:15:22.491 --> 01:15:25.093]  Because we're not going off the mainstream lie to keep you diverted.
[01:15:25.273 --> 01:15:28.855]  We're going to policy papers and what the elite are really writing, thinking you're too dumb to read it.
[01:15:29.276 --> 01:15:29.696]  But you're not.
[01:15:30.417 --> 01:15:33.118]  When we tell you that X2 will change your life, it's changed mine.
[01:15:33.539 --> 01:15:35.340]  Or that DNA Force is over-the-top amazing.
[01:15:36.060 --> 01:15:38.962]  Or that SuperMetal Vitality is just over-the-top cool.
[01:15:39.643 --> 01:15:43.705]  Folks, we only go out and find the top sides to bring you the absolute game-changers.
[01:15:44.406 --> 01:15:45.266]  You owe it to yourself.
[01:15:45.306 --> 01:15:46.307]  Plus, it supports the broadcast.
[01:15:46.327 --> 01:15:46.868]  It's a win-win.
[01:15:47.948 --> 01:15:51.132]  A non, you know, zero-sum game.
[01:15:51.572 --> 01:15:55.136]  I think that's the term.
[01:15:55.156 --> 01:15:55.316]  888-253-3139.
[01:15:55.336 --> 01:15:55.436]  888-253-3139.
[01:15:56.017 --> 01:15:57.559]  Or infowarestore.com.
[01:15:57.799 --> 01:16:01.243]  And I want to thank all of you over the years for supporting us and what you've done.
[01:16:01.283 --> 01:16:02.144]  You've seen it bear fruit.
[01:16:02.564 --> 01:16:03.645]  We've lived up to our commitment.
[01:16:03.685 --> 01:16:04.226]  You've done yours.
[01:16:04.246 --> 01:16:05.527]  I want to thank you all.
[01:16:05.607 --> 01:16:06.008]  We'll be back.
[01:16:13.103 --> 01:16:17.747]  Matt Bracken, I mean, people need to understand, from my view, we're in the middle of a civil war still.
[01:16:17.807 --> 01:16:18.307]  What do you say?
[01:16:18.427 --> 01:16:19.208]  They won't give up.
[01:16:19.328 --> 01:16:20.049]  They never quit.
[01:16:20.789 --> 01:16:23.091]  This is the red-green alliance.
[01:16:23.151 --> 01:16:26.013]  This is Islam and the left allied against civilization.
[01:16:26.614 --> 01:16:36.582]  The way that I look at it, the only difference between the moderate Muslims and the radical Muslims is that the moderate Muslims are just demographically planning to take over.
[01:16:37.502 --> 01:16:43.484]  As the radicals, you know, are sort of the bad cop in an ongoing good cop bad cop routine.
[01:16:43.985 --> 01:16:48.166]  The bad cops are blowing up buildings or, you know, driving over people with trucks.
[01:16:49.007 --> 01:16:52.268]  And then we're told, don't make the good Muslims mad.
[01:16:53.181 --> 01:16:54.562]  Just give them a little bit more.
[01:16:54.662 --> 01:16:57.764]  What we're seeing now is the extinguishing of Christianity in Europe.
[01:16:58.164 --> 01:17:01.607]  You think there are going to be these Christmas festivals in Europe outside anymore?
[01:17:01.647 --> 01:17:06.350]  Notice the leftists are all trying to sue and ban Christmas trees.
[01:17:06.370 --> 01:17:08.711]  They say don't even hand out Christmas cards, which is your First Amendment.
[01:17:08.731 --> 01:17:11.533]  They're now saying don't even use holiday in the colleges.
[01:17:11.753 --> 01:17:14.235]  The left is synced up trying to extinct Christianity.
[01:17:14.855 --> 01:17:17.757]  Well, and this is the meaning of Islam.
[01:17:17.817 --> 01:17:19.639]  It's not peace, it's submission.
[01:17:20.219 --> 01:17:21.540]  Islam means submission.
[01:17:22.060 --> 01:17:28.045]  You'll get peace, theoretically, after the entire world has submitted to Islam, which I don't plan to do.
[01:17:28.345 --> 01:17:30.126]  We see it starkly in Germany.
[01:17:30.687 --> 01:17:35.851]  Even now, you know, they are afraid to name what it is, which is Islamic terror.
[01:17:36.631 --> 01:17:41.392]  Something that all Muslims need to know, all the quote-unquote moderate Muslims.
[01:17:41.732 --> 01:17:47.134]  When the elites are worried, they're not worried about us getting run over in the streets or blown up in a cafe.
[01:17:47.614 --> 01:17:48.414]  They could care less.
[01:17:48.454 --> 01:17:49.154]  We're the peasants.
[01:17:49.214 --> 01:17:50.475]  We're outside of the green zone.
[01:17:50.755 --> 01:17:59.137]  So when somebody in a suit and tie with a clean-shaven face walks up and shoots a tier one, you know, ambassador in the head, that gets their attention.
[01:17:59.981 --> 01:18:06.428]  So, you know, the elites, they start to freak out when they see their own security agents assassinating them from behind.
[01:18:06.668 --> 01:18:08.390]  What do you think the overall message is?
[01:18:08.450 --> 01:18:15.638]  I mean, the jihadis, I guess, I mean, as you said, they're testing Merkel and others to make sure they sit there and cover up it's Islam.
[01:18:15.918 --> 01:18:16.759]  That's part of their deal.
[01:18:18.155 --> 01:18:22.460]  Right, well, if Merkel doesn't resign now, obviously she's never going to resign.
[01:18:22.941 --> 01:18:25.684]  If she's re-elected then, put a fork in Germany.
[01:18:26.345 --> 01:18:28.528]  And as Germany goes, Europe goes.
[01:18:28.608 --> 01:18:31.271]  And remember also, in Germany and across Europe,
[01:18:32.063 --> 01:18:38.048]  It's only because of the luck and incompetence on the part of these terrorists that there aren't attacks like last night weekly.
[01:18:38.528 --> 01:18:43.612]  And there was a 12-year-old about a week ago who was trying to take a nail bomb into another festival.
[01:18:44.012 --> 01:18:59.905]  You know, if an attack of sufficient magnitude happens even under President Trump, it really wouldn't be that much of a different outcome if there's, say, a grid attack, you know, or even just a simple kinetic rifle attack against enough, you know, power substations.
[01:19:00.862 --> 01:19:04.444]  Putting this country into a grid-down scenario is going to be ugly no matter who's in charge.
[01:19:09.308 --> 01:19:11.109]  I'm going to lay it out short and sweet.
[01:19:12.790 --> 01:19:18.454]  I got so dedicated to fighting the globalists and their program for world government that I stopped working out.
[01:19:19.154 --> 01:19:23.057]  I was a total fitness nut 20 years ago.
[01:19:24.005 --> 01:19:26.228]  About 15 years ago, I just stopped working out.
[01:19:26.308 --> 01:19:27.470]  I gained close to 100 pounds.
[01:19:27.490 --> 01:19:30.694]  I have lost 50, 60 pounds of fat.
[01:19:31.695 --> 01:19:32.036]  Or more.
[01:19:32.116 --> 01:19:34.079]  I've gained 20 pounds of muscle.
[01:19:34.539 --> 01:19:36.041]  I'm stronger than I was when I was 22.
[01:19:36.121 --> 01:19:39.486]  When I could bench press close to 400 pounds and squat 600.
[01:19:39.586 --> 01:19:41.348]  It's actually scary.
[01:19:42.213 --> 01:19:52.298]  And it's because I take products that our researchers developed that block the estrogen mimickers that basically feminize men.
[01:19:53.299 --> 01:20:06.106]  We've produced these products with top scientists and researchers like Dr. Group to help you counteract the globalist onslaught and at the same time support InfoWars in our fight to promote human liberty and freedom.
[01:20:12.358 --> 01:20:18.323]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:20:21.545 --> 01:20:26.149]  From the front lines of the Information War, it's Alex Jones.
[01:20:26.209 --> 01:20:26.749]  Watch me!
[01:20:26.829 --> 01:20:27.369]  Watch me!
[01:20:28.030 --> 01:20:29.151]  I got some... Watch me!
[01:20:34.684 --> 01:20:38.145]  InfoWars.com.
[01:20:38.846 --> 01:20:47.489]  We're going to be updating the site soon, launching some new sites that are more high-tech, but folks kind of like our... It's not really low-tech, but it's a couple-year-old design.
[01:20:47.509 --> 01:20:49.610]  And we're going to roll out a lot of new things.
[01:20:49.630 --> 01:20:52.651]  We'll roll out the new free app at InfoWars.com forward slash app.
[01:20:53.011 --> 01:21:00.494]  There's a paid app that we're really about to ramp up that has promo codes and coupons for the store that are worth it the first time you buy it.
[01:21:00.514 --> 01:21:00.854]  $4.95 a month.
[01:21:01.614 --> 01:21:03.015]  It's half price out of the gates.
[01:21:03.935 --> 01:21:11.220]  Uh, but we're going to have where all my reporters, myself, every day do live special reports, tape reports, original films, you name it.
[01:21:11.240 --> 01:21:20.927]  I want to build it to a whole new, like, YouTube platform that's separate from all that, aka Matt Drudge's advice, have our own systems that are separate from the bigger platforms.
[01:21:21.367 --> 01:21:30.273]  We'll also put a lot of that information on there, but it's just more and more we're being censored by Facebook and YouTube, and they've been spanking Facebook in the New York Times and the Washington Post.
[01:21:30.693 --> 01:21:31.974]  You're the reason Trump won.
[01:21:32.254 --> 01:21:33.515]  You didn't censor enough.
[01:21:35.196 --> 01:21:39.818]  Well, when Trump supports 30 to 1, what are you going to do?
[01:21:39.898 --> 01:21:42.119]  I mean, she had crowds of 300 on average.
[01:21:42.559 --> 01:21:44.020]  She had crowds of 20,000 on average.
[01:21:45.261 --> 01:21:46.922]  He probably won the biggest victory in history.
[01:21:47.182 --> 01:21:48.702]  They stole so hard.
[01:21:49.743 --> 01:21:53.705]  Ev Harris, Democrat, liberal, top expert, stole at least five states.
[01:21:53.825 --> 01:21:54.625]  She still lost.
[01:21:54.645 --> 01:21:57.467]  This is epic, epic.
[01:21:57.487 --> 01:22:01.209]  I want to go to your phone calls just briefly, and I'll flesh this out more during the weekday show.
[01:22:02.543 --> 01:22:04.904]  The big attack is he's waffling isn't delivering.
[01:22:05.904 --> 01:22:12.267]  When he said I'm gonna get rid of Obamacare, he meant the forced mandate tax level that you have to have it.
[01:22:12.867 --> 01:22:20.791]  They're gonna produce a government system where you can go into a market and where you can't be refused if you have a pre-existing condition.
[01:22:22.054 --> 01:22:23.675]  And children can stay on until 26.
[01:22:25.176 --> 01:22:27.478]  He thinks those are good provisions, his advisors do.
[01:22:28.059 --> 01:22:34.043]  He said that a year ago when they put it on the damn website, and I'm sorry, but man, they play people because they don't pay attention.
[01:22:34.563 --> 01:22:37.225]  That's what he said a year ago on the website.
[01:22:38.786 --> 01:22:42.950]  He never said all Mexicans are criminals, and he's ready to deport all of them that are illegal.
[01:22:43.510 --> 01:22:51.216]  He said, if you're a felon, and we catch you in a checkpoint or a stop or whatever, you're going back.
[01:22:52.369 --> 01:22:56.672]  People that are here illegally, we're gonna create a process for you to go out and come back in if you're not a criminal.
[01:22:58.573 --> 01:23:00.374]  And if you're skilled, boom, we're gonna bring you here.
[01:23:01.775 --> 01:23:04.637]  As long as the factories are here, I don't care if we bring skilled workers in.
[01:23:05.178 --> 01:23:06.198]  We gotta compete, folks.
[01:23:08.360 --> 01:23:09.961]  Some would call that too liberal of a plan.
[01:23:09.981 --> 01:23:12.002]  The reason I like it with Trump, it's a real plan.
[01:23:12.403 --> 01:23:13.824]  He's not lying to you.
[01:23:14.164 --> 01:23:15.505]  It's so refreshing.
[01:23:18.263 --> 01:23:19.484]  It's like these protests everywhere.
[01:23:19.504 --> 01:23:21.386]  On camera, people pick it up from California to Texas.
[01:23:21.406 --> 01:23:30.675]  They go, he's a homophobe, he wants to... You could criticize him from a conservative perspective that he's been pro-equality for 30 years.
[01:23:33.564 --> 01:23:43.209]  Hillary in her speech at the DNC didn't mention being nice to LGBT and all that stuff and everybody clapping.
[01:23:43.289 --> 01:23:50.072]  Again, my biggest problem with the Trump bashing is, and I got some issues with Trump, is that it's none of it's reality based.
[01:23:50.693 --> 01:23:58.277]  It's like this Amy Schumer article she put out that has hundreds of thousands of shares and likes millions of readers that I caught in our ad feed on InfoWars.
[01:23:58.617 --> 01:24:00.038]  I'm going to get rid of that ad feed, man.
[01:24:00.718 --> 01:24:02.319]  It's all this anti-liberty crap.
[01:24:03.012 --> 01:24:06.153]  But I gotta get money to fund the operation, but at the same time, I'm not gonna put this out.
[01:24:06.413 --> 01:24:08.913]  That's why I almost have no advertising, is crap like this.
[01:24:10.574 --> 01:24:16.375]  I caught this on other sites that are Patriot, where he says that if he runs the Republican, they're the dumbest people and all this stuff.
[01:24:16.615 --> 01:24:22.517]  And she admits later, oh by the way, this is a fake quote, knowing no one's gonna actually read pages, two pages down to the fine print.
[01:24:26.938 --> 01:24:28.258]  I don't like scumbags.
[01:24:30.802 --> 01:24:33.203]  I don't like people scamming everybody.
[01:24:33.283 --> 01:24:34.304]  I'm sick of it.
[01:24:34.324 --> 01:24:35.084]  And you know what I don't like?
[01:24:35.845 --> 01:24:37.025]  The public buying into it.
[01:24:37.545 --> 01:24:38.426]  Alright, let's take a few calls.
[01:24:38.446 --> 01:24:39.526]  We've got two more segments coming up.
[01:24:39.546 --> 01:24:40.747]  We'll get to a few right now.
[01:24:40.767 --> 01:24:45.830]  We've got Rusty and Charles and Dean and Owl Killer and Raven and Tony and James and Wade and Mitchell.
[01:24:46.470 --> 01:24:47.150]  Who's up first?
[01:24:47.170 --> 01:24:49.611]  Let's go to James in the great state of Seattle.
[01:24:49.892 --> 01:24:50.852]  You're on the air, go ahead.
[01:24:52.073 --> 01:24:54.014]  Wow, thanks for taking my call, brother.
[01:24:54.614 --> 01:24:55.374]  God bless you, man.
[01:24:55.514 --> 01:24:55.955]  God bless you.
[01:24:55.975 --> 01:24:56.475]  What's on your mind?
[01:24:57.977 --> 01:25:07.340]  Uh, a warning of a prophecy warning that has been very silenced and quieted by many people in the Christian community.
[01:25:08.020 --> 01:25:11.001]  And this timeline might be wrong, but I have to get it out.
[01:25:11.061 --> 01:25:13.121]  Blood's on my hands, and you need to know about it.
[01:25:13.181 --> 01:25:13.761]  Be aware of it.
[01:25:13.781 --> 01:25:14.682]  Sure, well just tell us.
[01:25:14.702 --> 01:25:16.842]  Whose prophecy and what?
[01:25:17.002 --> 01:25:22.004]  A man who died in 2008-ish, a man named Dewey Bruton.
[01:25:22.724 --> 01:25:23.544]  It's on YouTube.
[01:25:23.664 --> 01:25:25.384]  It's called Daniel's Timeline.
[01:25:25.504 --> 01:25:26.745]  It ends November 17th.
[01:25:28.728 --> 01:25:37.310]  And Obama, coincidentally, left the country for six days to do a speech in Greece, where it all began.
[01:25:38.069 --> 01:25:45.671]  Because we're still following a timeline that says he is the beast, and people better wake up because... I hear where you're going, and I appreciate your call.
[01:25:46.412 --> 01:25:48.072]  People say he's still got two months in office.
[01:25:48.552 --> 01:25:50.253]  Will they start World War III before then?
[01:25:51.273 --> 01:25:57.195]  And they've been trying to start World War III with Russia, and people say, why isn't Trump winning with Russia?
[01:25:57.255 --> 01:25:58.435]  Russia has two bases.
[01:25:59.195 --> 01:26:00.896]  Russia's trying to not collapse.
[01:26:01.396 --> 01:26:02.316]  Russia's done nothing.
[01:26:02.476 --> 01:26:06.097]  I'm not anti-China, but China is buying up Hollywood in our business.
[01:26:06.778 --> 01:26:07.258]  I went and saw
[01:26:08.536 --> 01:26:09.417]  Arrival last night.
[01:26:10.237 --> 01:26:11.718]  Plus all my parents are where we're keeping the kids.
[01:26:12.759 --> 01:26:15.200]  And it was just all Chinese propaganda.
[01:26:15.280 --> 01:26:18.102]  Nothing is Chinese, but every movie is on the Chinese service.
[01:26:18.963 --> 01:26:20.984]  Because they're buying up all of Hollywood right now.
[01:26:21.804 --> 01:26:22.945]  It's like, no, this is our country.
[01:26:23.785 --> 01:26:26.327]  We can't go buy China's movie production.
[01:26:26.627 --> 01:26:27.448]  They'd never let you do that.
[01:26:27.508 --> 01:26:28.368]  This is getting serious.
[01:26:30.029 --> 01:26:30.590]  Thank you, James.
[01:26:32.171 --> 01:26:33.792]  Owl Killer in New Jersey.
[01:26:33.812 --> 01:26:34.452]  You're on the air.
[01:26:35.893 --> 01:26:36.613]  Hey Alex, am I on?
[01:26:36.774 --> 01:26:37.034]  Yes, sir.
[01:26:38.123 --> 01:26:41.765]  Hey, all I have to say is thank God for the renegades and the life they lead.
[01:26:42.305 --> 01:26:43.525]  Way far ahead of their time.
[01:26:44.426 --> 01:26:46.647]  Thank God for the renegades, absolutely.
[01:26:47.247 --> 01:26:51.489]  I have some very important stuff to put out about Trump.
[01:26:51.649 --> 01:26:59.493]  Well, I went to go see Roger Stone at the Palladium about four weeks ago and I got a book signed and I spoke to him for a couple minutes.
[01:27:00.133 --> 01:27:01.554]  It was about the Clinton's war on women.
[01:27:02.194 --> 01:27:03.615]  Now we have Trump in office.
[01:27:04.655 --> 01:27:06.396]  You can see the system is scared to death of him.
[01:27:07.068 --> 01:27:08.269]  We're going to have the Supreme Court.
[01:27:08.429 --> 01:27:16.493]  He's got to put the most conservative, the most constitutional... By the way, let me interrupt you just because I want to say this earlier.
[01:27:17.094 --> 01:27:22.997]  The litmus test is he better put somebody more conservative than Scalia.
[01:27:23.497 --> 01:27:25.558]  I want patriots and I want them now.
[01:27:25.879 --> 01:27:26.879]  And that's my litmus test.
[01:27:26.939 --> 01:27:30.181]  If he doesn't do that, I am going ape, S-H, you know what.
[01:27:31.462 --> 01:27:31.982]  Absolutely.
[01:27:32.542 --> 01:27:35.244]  Now, the day he got elected,
[01:27:35.936 --> 01:27:39.419]  There was such a breath of fresh air and relief in the military.
[01:27:39.439 --> 01:27:45.424]  There's people that got out that are trying to get back in, that were furious at what's been going on, that are trying to come back in.
[01:27:46.045 --> 01:27:48.447]  Now, this is where the game plan comes in.
[01:27:48.907 --> 01:27:51.509]  We've got to press the local government.
[01:27:51.729 --> 01:27:55.773]  Everybody has to get involved, from the sheriffs, to your councilmen, to your mayors, to your governors.
[01:27:56.253 --> 01:28:03.019]  We're going to squash the New World Order like a trash bag, from the top all the way to the bottom, and we're going to meet them right in the middle.
[01:28:05.912 --> 01:28:06.833]  We're good to go.
[01:28:26.607 --> 01:28:27.849]  Political correctness repudiated.
[01:28:27.869 --> 01:28:28.890]  The media destroyed.
[01:28:29.110 --> 01:28:30.552]  The pollsters proven to be fraudsters.
[01:28:30.992 --> 01:28:32.294]  The victory was him running.
[01:28:32.534 --> 01:28:33.555]  The victory was him winning.
[01:28:33.615 --> 01:28:35.357]  We have had a devastating victory.
[01:28:35.678 --> 01:28:41.745]  Let's not let them get us all pissy and sour it because he doesn't deliver it all before he's not even in office.
[01:28:44.062 --> 01:28:54.972]  Here's the thing, now, with the whole issue with Hillary's pardons, let her get her pardons, and let's get the Freedom of Information Act, and just bury them and everybody that's attached to them for the rest of their lives.
