[00:00:24.070 --> 00:00:27.763]  You're listening to an InfoWars.com Frontline Report.
[01:10:19.011 --> 01:10:21.414]  Today it's anti-gringo, tomorrow it'll be anti-negro.
[01:10:21.814 --> 01:10:28.880]  We had a stupid guy who just wanted to play politics in the union, and he began to whip up La Raza against the white volunteers.
[01:10:29.240 --> 01:10:33.944]  Even had some of the farm workers and the pickets and their organizers hung up on La Raza.
[01:10:34.705 --> 01:10:35.465]  So I took him on.
[01:10:36.065 --> 01:10:37.746]  These things have to be met head-on.
[01:10:38.266 --> 01:10:43.407]  On discrimination, I don't even give the members the privilege of a vote, and I'm not ashamed of that.
[01:10:43.607 --> 01:10:47.088]  No, the whole business of discrimination can't exist here.
[01:10:47.748 --> 01:10:53.829]  So often these days, leaders are afraid, and even though they feel strongly against racism, they will not speak out against it.
[01:10:54.129 --> 01:10:56.230]  If the leadership is united, then it can say, all right,
[01:10:56.690 --> 01:11:00.311]  If you're going to do things that way, then you'll have to get rid of us.
[01:11:00.872 --> 01:11:02.112]  You have to speak out immediately.
[01:11:02.312 --> 01:11:03.833]  You have to speak out the first time.
[01:11:04.253 --> 01:11:10.495]  That's Cesar Chavez, the Hispanic Union organizer, talking about La Raza.
[01:11:10.695 --> 01:11:13.496]  It is the KKK for Hispanics.
[01:11:13.776 --> 01:11:15.437]  It is nothing but racism.
[01:11:15.737 --> 01:11:17.397]  It is Spanish for the race.
[01:11:17.637 --> 01:11:24.340]  So when you've got a lawyer, a judge, who is part of La Raza Lawyers, okay, that says that he's got
[01:11:25.220 --> 01:11:25.882]  Some issues.
[01:11:26.484 --> 01:11:27.406]  Says that he can't...
[01:11:28.462 --> 01:11:35.848]  Be unbiased in a case where you've got a presidential candidate that is saying we want to control immigration.
[01:11:36.528 --> 01:11:39.050]  Because La Raza doesn't want to control immigration.
[01:11:39.110 --> 01:11:40.832]  They want to control America.
[01:11:40.992 --> 01:11:42.113]  Southwestern America.
[01:11:42.213 --> 01:11:45.015]  Specifically, on the grounds of race.
[01:11:45.095 --> 01:11:46.276]  Now, I want to read you something else.
[01:11:46.376 --> 01:11:53.121]  A friend of his, Leroy Chatfield, said that's one of the reasons that Chavez was so upset about La Raza.
[01:11:53.162 --> 01:11:57.105]  The same Mexicans that 10 years ago were talking about themselves as Spaniards
[01:11:57.685 --> 01:12:00.807]  ...are coming on real strong these days as Mexicans.
[01:12:01.227 --> 01:12:05.469]  Another friend quoted Chavez as saying, Larraza, why be racist?
[01:12:06.490 --> 01:12:08.811]  He said, our belief is to help everyone, not just one race.
[01:12:08.931 --> 01:12:11.373]  Humanity is our belief, said Hugo Chavez.
[01:12:12.233 --> 01:12:20.177]  And he noted, said another friend, Stan Steiner, he observed that when Chavez told Chicanos this, he said, their faces fell in disbelief.
[01:12:20.417 --> 01:12:24.420]  They thought that he was a nationalist and not a humanist.
[01:12:25.148 --> 01:12:25.648]  Do you understand?
[01:12:26.509 --> 01:12:27.970]  They thought he was a nationalist.
[01:12:28.390 --> 01:12:31.072]  La Raza is a nationalist movement.
[01:12:31.653 --> 01:12:46.543]  That's why when you go to these Dreamer riots, you've got these young kids out there screaming about La Raza, screaming about Aslan, waving Mexican flags and burning American flags because it is a nationalist movement.
[01:12:46.984 --> 01:12:48.565]  It is not a humanist movement.
[01:12:48.645 --> 01:12:50.226]  It is not a civil rights movement.
[01:12:50.686 --> 01:12:52.648]  It is a form of nationalism.
[01:12:53.388 --> 01:12:57.190]  It is their nation against our nation, quite frankly.
[01:12:57.750 --> 01:13:05.655]  Now, when we look at this situation, of course, as we pointed out, this Judge Curiel is a member of La Raza Lawyers of San Diego.
[01:13:06.315 --> 01:13:07.716]  Does that make him biased?
[01:13:07.756 --> 01:13:11.158]  Well, Newt Gingrich thinks that Donald Trump missed the boat on this.
[01:13:11.198 --> 01:13:16.601]  He said on Sunday, he said, this is the worst mistake Donald Trump has made, said Newt Gingrich.
[01:13:16.621 --> 01:13:18.222]  He said, I think it's inexcusable.
[01:13:19.403 --> 01:13:23.245]  Now Trump said that his Mexican heritage was an absolute conflict.
[01:13:23.265 --> 01:13:30.610]  In other words, he's a La Raza activist who defines himself by his Mexican heritage.
[01:13:31.070 --> 01:13:34.032]  And of course that's going to make him biased against Donald Trump.
[01:13:35.182 --> 01:13:41.544]  Because the way the media has spun that, saying that he doesn't want anybody to come, he's not saying that he wants to shut out all people of a particular type.
[01:13:41.564 --> 01:13:45.546]  He said we need to get control of our borders, we need to know who is coming in.
[01:13:45.906 --> 01:13:53.268]  And I think it's interesting to see Newt Gingrich here, because we've had a lot of talk, you know, is Gingrich saying nice things about Donald Trump?
[01:13:53.308 --> 01:13:54.809]  Gingrich meeting with Donald Trump?
[01:13:54.909 --> 01:13:57.570]  Is he going to take control of Donald Trump?
[01:13:57.590 --> 01:14:00.871]  You know, because I think Gingrich is a stalking horse for the globalists.
[01:14:01.636 --> 01:14:02.036]  I really do.
[01:14:02.096 --> 01:14:08.297]  This guy has always been part of the GOP establishment that wants to push globalism in the name of free trade.
[01:14:08.978 --> 01:14:14.459]  So I find it interesting that Gingrich is now coming out and pushing back against Trump.
[01:14:14.639 --> 01:14:19.900]  Is it because he feels that he's not getting what he wants from Donald Trump?
[01:14:19.960 --> 01:14:24.061]  Is he not finding Donald Trump as malleable as a globalist would like him to be?
[01:14:24.501 --> 01:14:24.821]  Maybe.
[01:14:24.921 --> 01:14:25.621]  Hopefully so.
[01:14:26.601 --> 01:14:31.403]  He goes on, he slammed Trump for his comments, Gingrich did, noting that the judge was born in Indiana.
[01:14:31.423 --> 01:14:36.105]  Well, you know what, that doesn't mean that he doesn't have biases, that he isn't prejudiced.
[01:14:36.125 --> 01:14:41.487]  You have to look at what he does, the organizations that he's in, not simply where he was born.
[01:14:41.927 --> 01:14:42.227]  Newt.
[01:14:43.368 --> 01:14:49.390]  Okay, he says, when you come to America, listen to what Newt Gingrich said, when you come to America, you get to become an American.
[01:14:51.388 --> 01:14:51.668]  Okay.
[01:14:52.069 --> 01:14:54.750]  Tell me he's not for unrestricted open borders, okay?
[01:14:55.611 --> 01:14:57.032]  That's a quote from Newt Gingrich.
[01:14:57.072 --> 01:14:59.053]  When you come, he is an American.
[01:14:59.414 --> 01:14:59.834]  Period.
[01:15:00.054 --> 01:15:03.276]  When you come to America, you get to become an American.
[01:15:03.697 --> 01:15:04.858]  So, we got an anchor judge.
[01:15:04.938 --> 01:15:05.698]  His parents came here.
[01:15:05.718 --> 01:15:07.640]  I don't know if they came here legally or illegally.
[01:15:08.060 --> 01:15:08.960]  They were from Mexico.
[01:15:09.981 --> 01:15:12.603]  He was born in America, so I guess he's an anchor judge.
[01:15:13.043 --> 01:15:14.064]  And we need to just shut up.
[01:15:14.124 --> 01:15:16.025]  He can't possibly be biased.
[01:15:17.213 --> 01:15:23.395]  Former Attorney General Alberto Gonzalez says that Donald Trump is right to challenge the fairness of a judge.
[01:15:23.435 --> 01:15:25.856]  Here's a guy who is Hispanic, and he says this.
[01:15:26.396 --> 01:15:27.217]  His former U.S.
[01:15:27.277 --> 01:15:32.839]  Attorney General, Attorney General of the United States, said as someone whose own ancestors came to the U.S.
[01:15:32.879 --> 01:15:33.539]  from Mexico,
[01:15:34.179 --> 01:15:44.049]  I know ethnicity alone cannot pose a conflict of interest, but there may be other factors to consider in determining whether Trump's concerns about getting an impartial trial are reasonable.
[01:15:44.389 --> 01:15:47.993]  Gonzalez said Curiel is a member of La Raza Lawyers of San Diego.
[01:15:48.513 --> 01:15:51.856]  He says it's a national group that vociferously opposes Trump.
[01:15:52.717 --> 01:15:56.198]  But of course, the Washington Post said, no, no, they're unaffiliated.
[01:15:56.258 --> 01:15:59.379]  So I guess that means that we just have to go with whatever the Washington Post says.
[01:15:59.699 --> 01:16:02.380]  Forget what Alberto Gonzales says.
[01:16:02.480 --> 01:16:04.681]  Forget what Cesar Chavez said about La Raza.
[01:16:04.701 --> 01:16:06.121]  That's not a problem.
[01:16:06.382 --> 01:16:06.722]  Stay with us.
[01:16:06.742 --> 01:16:07.242]  We'll be right back.
[01:16:09.932 --> 01:16:11.313]  Clean, pure drinking water.
[01:16:11.573 --> 01:16:12.874]  You can't survive without it.
[01:16:13.074 --> 01:16:13.974]  But where do you get it?
[01:16:14.274 --> 01:16:20.038]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[01:16:20.258 --> 01:16:25.981]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[01:16:26.161 --> 01:16:43.045]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[01:16:43.425 --> 01:16:45.546]  Filter capacity up to 5,000 gallons.
[01:16:45.907 --> 01:16:47.107]  Stainless steel construction.
[01:16:47.388 --> 01:16:48.148]  Easy assembly.
[01:16:48.428 --> 01:16:49.049]  Low maintenance.
[01:16:49.329 --> 01:16:51.150]  Replacement filters are simple to install.
[01:16:51.430 --> 01:16:58.555]  And now, as part of an exclusive limited time introductory offer, you can save $20 off the retail price and get free shipping.
[01:16:58.715 --> 01:17:03.758]  This is a limited time offer, so order your unit today and receive free shipping and $20 off.
[01:17:03.898 --> 01:17:06.480]  Go to InfowarsStore.com or call 888-253-3139.
[01:17:09.562 --> 01:17:18.004]  Hillary Clinton mentioned Donald Trump 62 times during a 30-minute speech on foreign policy this week.
[01:17:18.224 --> 01:17:32.147]  As the candidates head into the California primary, Hillary said Trump does not have the temperament to be president, and that his proposals consist of bizarre rants, personal feuds, and outright lies.
[01:17:32.467 --> 01:17:37.908]  Donald Trump fired back with a counterpunch in a speech last night in San Jose.
[01:17:38.148 --> 01:17:40.150]  And remember I said I was a counter-puncher?
[01:17:40.731 --> 01:17:41.072]  I am.
[01:17:41.953 --> 01:17:52.265]  After what she said about me today in her phony speech, that was a phony speech, that was a Donald Trump pitch up, I will say this, Hillary Clinton has to go to jail, okay?
[01:17:52.285 --> 01:17:53.107]  She has to go to jail.
[01:17:54.187 --> 01:17:58.710]  After the speech, Trump sent out a series of tweets attacking Hillary.
[01:17:58.930 --> 01:18:01.831]  One which read, Clinton says Trump is dangerous.
[01:18:02.071 --> 01:18:05.473]  Who's the one who killed four Americans in Benghazi?
[01:18:05.633 --> 01:18:08.795]  And you can learn more right now at Infowars.com
[01:18:10.697 --> 01:18:17.063]  I got so busy fighting the globalists for 15 years, I turned into a giant fat slob when I was an exercise fanatic before.
[01:18:17.443 --> 01:18:20.526]  Now in the last five years, I set out to try to get back in shape.
[01:18:20.966 --> 01:18:32.817]  And to help turbocharge that, I talked to top scientists and nutraceutical developers and said, I want something that blocks these estrogen mimickers, something that helps me get back to what a real male was like instead of this globalist bombardment.
[01:18:33.277 --> 01:18:36.160]  And we developed Super Male and Super Female Vitality.
[01:18:36.340 --> 01:18:37.200]  They're best sellers.
[01:18:37.401 --> 01:18:38.742]  They're loved across the industry.
[01:18:38.902 --> 01:18:39.522]  They're amazing.
[01:18:39.783 --> 01:18:44.166]  You owe it to yourself to get a bottle of Super Male Vitality today at InfoWarsTore.com.
[01:18:44.547 --> 01:18:47.609]  Folks, it's so amazing what Mother Nature gave us.
[01:18:47.910 --> 01:18:51.112]  You're crazy if you don't at least try a bottle of this, because you can't lose.
[01:18:51.333 --> 01:18:59.820]  You're fighting the info war and the fight for freedom worldwide, while at the same time getting a game-changing supplement at InfoWarsTore.com.
[01:18:59.960 --> 01:19:02.163]  Super Metal Vitality is now back in stock.
[01:19:02.403 --> 01:19:03.926]  It's been sold out for several months.
[01:19:04.206 --> 01:19:09.373]  It's available at InfoWarsStore.com or by calling toll-free, 888-253-3139.
[01:19:09.694 --> 01:19:12.658]  A clean, toxic-free body is the foundation of true health.
[01:19:12.958 --> 01:19:15.261]  Introducing Deep Cleanse by InfoWarsLife.com.
[01:19:15.842 --> 01:19:22.528]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[01:19:22.829 --> 01:19:28.013]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[01:19:28.134 --> 01:19:36.962]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites and others, Deep Cleanze doesn't hold back.
[01:19:37.242 --> 01:19:45.812]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[01:19:46.072 --> 01:19:52.980]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spigyrex herbal processing technique.
[01:19:53.120 --> 01:19:58.506]  We use only the highest quality organic herbs backed by serious research, and we still bring it to you at the best price.
[01:19:58.626 --> 01:19:59.607]  You're listening to the Alex Jones Show!
[01:20:26.792 --> 01:20:32.338]  We now take you live to the Central Texas Command Center, in the heart of the resistance.
[01:20:32.839 --> 01:20:35.382]  You're listening to the Alex Jones Show!
[01:20:38.271 --> 01:20:40.973]  Welcome back to the Alex Jones Show on this Sunday, June 5th, 2016.
[01:20:41.093 --> 01:20:42.534]  I'm David Knight, your host.
[01:20:42.594 --> 01:20:50.619]  I want to talk about Salon attacking Donald Trump by attaching him to Alex Jones and InfoWars.
[01:20:51.140 --> 01:20:52.080]  This is a headline here.
[01:20:52.160 --> 01:20:56.523]  Donald Trump uses Alex Jones as an actual news source.
[01:20:56.643 --> 01:20:57.924]  I'm going to break this down for you.
[01:20:57.944 --> 01:21:03.128]  I'm going to explain to you why nobody uses Salon as an actual news source, okay?
[01:21:03.908 --> 01:21:05.789]  This is a common technique.
[01:21:05.809 --> 01:21:08.051]  We saw this just a couple of months ago.
[01:21:08.852 --> 01:21:14.216]  Remember in the debate where Donald Trump came out and said, you know what, I'd like to see those 28 pages declassified.
[01:21:15.498 --> 01:21:24.646]  At the time that happened in the debate, the very next day, National Review came out and said, Donald Trump has gone full Alex Jones caller.
[01:21:24.666 --> 01:21:26.588]  That was the way they began their article.
[01:21:27.332 --> 01:21:29.794]  Donald Trump sounds like an Alex Jones caller.
[01:21:30.455 --> 01:21:39.022]  It's a crazy conspiracy that there's somehow 28 pages missing out of the 9-11 report that have been totally redacted and they won't let anybody see it.
[01:21:39.903 --> 01:21:45.168]  Well, it just so happens, as people start to look at this, they realize that yes, that is true.
[01:21:46.078 --> 01:21:51.066]  And we have people, Democrats and Republicans, who on the 9-11 Commission said we want that information out there.
[01:21:51.607 --> 01:21:57.537]  Saudi Arabia is mentioned repeatedly in here and yet we're not allowed to give this information to the public.
[01:21:57.617 --> 01:21:59.820]  And we've been talking about this for a very long time.
[01:21:59.861 --> 01:22:00.301]  They were right.
[01:22:01.058 --> 01:22:03.659]  It is something that Alex Jones carried the ball on.
[01:22:04.360 --> 01:22:06.380]  Where are these missing 28 pages?
[01:22:06.400 --> 01:22:07.281]  And look, I understand.
[01:22:07.901 --> 01:22:13.243]  Those of you who have been looking at the 9-11 report, you understand that this is a bunch of nonsense.
[01:22:13.684 --> 01:22:13.984]  Okay?
[01:22:14.184 --> 01:22:16.785]  But let's start unraveling it.
[01:22:17.365 --> 01:22:20.667]  Let's get people to understand how they have covered this up.
[01:22:20.707 --> 01:22:25.049]  And we've already seen the narrative begin to unravel as people said, hey, we want to see that.
[01:22:25.769 --> 01:22:31.536]  If the Saudis were genuinely involved in this, as your report says, then we ought to be able to do something about it.
[01:22:31.556 --> 01:22:35.120]  There ought to be some punishment, financial or otherwise, for the people involved in this.
[01:22:35.160 --> 01:22:37.963]  Why are we giving the Saudis a free pass on this?
[01:22:38.023 --> 01:22:39.525]  So, that came out.
[01:22:40.225 --> 01:22:45.732]  But that was something that they attacked Donald Trump, saying he's an Alex Jones caller for even bringing this subject up.
[01:22:45.752 --> 01:22:47.013]  Now we've legitimized it.
[01:22:47.073 --> 01:22:47.513]  That's right.
[01:23:04.443 --> 01:23:06.225]  Nevertheless, it has brought this up.
[01:23:06.465 --> 01:23:07.566]  It's got people looking at it.
[01:23:07.926 --> 01:23:10.829]  And they tried to attack Donald Trump by attaching him to us.
[01:23:10.969 --> 01:23:17.554]  Then, of course, remember there was the situation with all the massive ammunition purchases of Homeland Security and others.
[01:23:18.255 --> 01:23:26.782]  They said we were crazy conspiracy theorists, even though Paul Joseph Watson, who broke that story, showed the purchase orders that were on the web.
[01:23:27.142 --> 01:23:29.945]  That's what started the inquiry into this.
[01:23:30.225 --> 01:23:31.166]  What are they doing?
[01:23:31.287 --> 01:23:32.989]  Why are they buying so much ammunition?
[01:23:33.430 --> 01:23:35.372]  Why are they buying that kind of ammunition?
[01:23:35.412 --> 01:23:37.035]  It's not simply for target practice.
[01:23:37.535 --> 01:23:42.743]  As we pointed out, it was a quantity of ammunition that was several years
[01:23:43.957 --> 01:23:46.919]  Uh, worth of the Iraq War at its highest level.
[01:23:47.139 --> 01:23:48.940]  It was a massive quantity of ammunition.
[01:23:48.960 --> 01:23:54.082]  So they come back and they would take one of the smaller purchases by one organization and say, look, this is nothing.
[01:23:54.543 --> 01:23:56.624]  This is just for target practice.
[01:23:56.664 --> 01:24:06.209]  And yet for target practice, they would buy hollow point ammunition, anti-personnel ammunition, ammunition that is banned by Geneva Convention from being used in a war.
[01:24:07.049 --> 01:24:08.249]  So we said, what is this?
[01:24:08.329 --> 01:24:10.410]  Why is the government arming against the citizens?
[01:24:10.630 --> 01:24:13.731]  Or is it simply trying to mess with the ammunition market?
[01:24:14.071 --> 01:24:16.252]  Because the military makes its own ammunition.
[01:24:16.872 --> 01:24:23.614]  But Homeland Security and these other federal agencies that are armed to the teeth like a domestic army, they don't make their own ammunition.
[01:24:23.634 --> 01:24:25.215]  They buy it on the open market.
[01:24:25.255 --> 01:24:27.535]  And yes, it did play havoc with the ammunition market.
[01:24:27.595 --> 01:24:28.856]  Was it a trial run?
[01:24:29.696 --> 01:24:35.140]  We still don't have any explanation for why they did that, and they started covering up their purchases after we exposed that.
[01:24:35.440 --> 01:24:47.548]  But of course, you had National Review, just like Salon, and other news organizations, quote-unquote, come out and say, hey, this is crazy, this is an Alex Jones conspiracy.
[01:24:47.608 --> 01:24:48.229]  No, it's not.
[01:24:48.869 --> 01:24:49.390]  No, it's not.
[01:24:49.490 --> 01:24:53.032]  Not the missing 28 pages, not the ammunition purchases, and not this story either.
[01:24:53.513 --> 01:24:57.976]  They say this is a crazy story that Trump peddled about how there's no California drought.
[01:24:58.695 --> 01:25:01.517]  No, that's not what he's saying, and that's not what we said either.
[01:25:01.537 --> 01:25:03.719]  And look at that picture if you're looking at the broadcast.
[01:25:04.019 --> 01:25:10.264]  They find the two worst pictures they can find, especially of Alex, to make him look as bad as they possibly can.
[01:25:10.705 --> 01:25:15.769]  That kind of cartoon portrait there lets you know what this story is about.
[01:25:15.809 --> 01:25:18.991]  They say it's a crazy story that Trump peddled about how there's no California drought.
[01:25:19.011 --> 01:25:22.914]  You can trace it to an InfoWars conspiracy.
[01:25:23.375 --> 01:25:25.937]  Now, we look at what was actually said by Donald Trump.
[01:25:27.193 --> 01:25:29.735]  When he was in California, he said, I would have changed the water.
[01:25:29.775 --> 01:25:34.718]  You have a water problem that's so insane, so ridiculous, where they're taking the water and shoving it out to sea.
[01:25:35.139 --> 01:25:36.439]  And there's loud cheers, they say.
[01:25:36.580 --> 01:25:37.220]  Then it continued.
[01:25:37.260 --> 01:25:37.981]  It's not the drought.
[01:25:38.321 --> 01:25:39.141]  They have plenty of water.
[01:25:39.181 --> 01:25:40.883]  No, they shove it out to sea now.
[01:25:41.223 --> 01:25:41.523]  Why?
[01:25:41.923 --> 01:25:46.086]  Because they're trying to protect a certain kind of three-inch fish.
[01:25:46.927 --> 01:25:51.910]  They go, oh, well, that came from this, that crackpot notion of saving three-inch fish.
[01:25:52.250 --> 01:25:53.691]  That came from InfoWars.
[01:25:54.372 --> 01:25:55.273]  But then they say this.
[01:25:56.209 --> 01:26:04.371]  The theory that California's water shortage is all the fault of the EPA is, like most conspiracy theories, grounded in an actual fact.
[01:26:04.751 --> 01:26:06.911]  Yeah, it is an actual fact, folks.
[01:26:07.391 --> 01:26:18.534]  It is an actual fact that the EPA is having California, even during the periods of the worst drought, dump massive amounts of fresh water into the sea for a three-inch fish.
[01:26:19.134 --> 01:26:20.014]  That's a fact, folks.
[01:26:20.374 --> 01:26:23.695]  Now, you can draw whatever conclusions you want, but that is a fact.
[01:26:24.488 --> 01:26:26.371]  And even Salon has to admit it.
[01:26:26.951 --> 01:26:38.086]  They say, well, it's 800,000 acre feet of water that get flushed in the San Francisco Bay to maintain its marine ecosystem, but that's not really important in the big scheme of things.
[01:26:39.147 --> 01:26:42.532]  Well, let's go back to the article, because they did finally, they did quote from the article.
[01:26:42.992 --> 01:26:46.335]  They misrepresented the article, but they did link to their article, their source.
[01:26:46.355 --> 01:26:49.217]  And this is something from about a year ago, April 20th, 2015.
[01:26:49.377 --> 01:26:54.981]  Environmentalists caused California drought to protect this fish.
[01:26:55.362 --> 01:26:58.905]  And we show a picture there on that article of this little three-inch fish.
[01:26:59.545 --> 01:27:03.326]  Says, we reported here about the severe drought in California, the worst in decades.
[01:27:03.707 --> 01:27:12.990]  It's believed to be partially man-made because of California's extreme environmental regulations that are literally flushing fresh water out to sea.
[01:27:13.790 --> 01:27:17.392]  Now, we're not saying that the drought was caused, and that's not what Donald Trump is saying either.
[01:27:17.712 --> 01:27:20.773]  He's saying it's stupid what the EPA is doing.
[01:27:21.273 --> 01:27:23.134]  It is destructive of the economy.
[01:27:23.939 --> 01:27:25.799]  Their regulations are destructive of the economy.
[01:27:26.020 --> 01:27:26.780]  And they're pointing this out.
[01:27:26.840 --> 01:27:33.882]  So what we did was we quoted and commented on a CNS News service story and we gave the references to it.
[01:27:33.902 --> 01:27:34.622]  That's what we do here.
[01:27:35.182 --> 01:27:41.704]  Because we report on things, different things, than other news outlets will report on and we report on them from a different angle.
[01:27:42.144 --> 01:27:44.104]  And so we document what our take is on it.
[01:27:44.144 --> 01:27:47.645]  We say we believe this about this particular story and here's why.
[01:27:48.085 --> 01:27:49.926]  So we quoted a CNS News article.
[01:27:50.806 --> 01:28:06.531]  And they were quoting a Republican Assemblywoman in California, Shannon Grove, who they said for months has been trying to get word out about how the EPA regulations apparently are literally draining water into the sea all for the sake of a three-inch fish.
[01:28:07.351 --> 01:28:13.893]  Now, why wouldn't Donald Trump say something about the insanity of those kind of EPA regulations?
[01:28:13.913 --> 01:28:15.714]  You've got people all over California
[01:28:16.636 --> 01:28:30.589]  Being penalized for washing their cars, or for watering their lawns, and yet they are dumping, per the orders of the EPA, bureaucracy, telling them to put out 800,000 acre-feet of water, just dump it into the bay?
[01:28:31.209 --> 01:28:32.831]  Because, you know, it's three-inch fish.
[01:28:33.752 --> 01:28:34.552]  And it's not a problem.
[01:28:35.438 --> 01:28:37.840]  But of course, Salon says, gee, that's just crazy.
[01:28:38.100 --> 01:28:39.220]  That's a conspiracy theory.
[01:28:39.601 --> 01:28:41.482]  There's no conspiracy about it, folks.
[01:28:42.322 --> 01:28:43.403]  It's out in the open.
[01:28:43.423 --> 01:28:45.044]  They're not doing this secretly.
[01:28:45.104 --> 01:28:47.246]  The EPA's regulations are public.
[01:28:47.486 --> 01:28:49.807]  What they're doing in San Francisco is public.
[01:28:50.388 --> 01:28:58.453]  The destruction of our economy, that may be a conspiracy if you don't understand what's going on, but it is public, folks, and it is a fact.
[01:28:58.753 --> 01:28:59.173]  Stay with us.
[01:28:59.413 --> 01:28:59.954]  We'll be right back.
[01:28:59.974 --> 01:29:02.015]  We're going to tell you what happened in Switzerland.
[01:29:02.055 --> 01:29:02.796]  You won't believe this.
[01:29:10.305 --> 01:29:22.955]  This message is not just addressed to my fellow Americans, but addressed to people across the world of every race, color, and creed who believe in free speech, enshrined here in our republic as the First Amendment.
[01:29:23.675 --> 01:29:27.078]  It's the First Amendment to the Bill of Rights because it is the most important.
[01:29:27.098 --> 01:29:32.522]  The right to speak, the right to publish, the right to assemble, the right to petition, the right to practice
[01:29:32.882 --> 01:29:36.024]  Your own religion and not having a state-run or authorized system.
[01:29:36.224 --> 01:29:45.491]  We have seen Facebook, Google, Twitter, and other media platforms increasingly censor even mainline libertarian and conservative ideas.
[01:29:45.791 --> 01:29:57.339]  Ladies and gentlemen, Facebook, if it's able to successfully get away with censoring a wide spectrum of ideas that the establishment doesn't agree with, not just conservatives, will set a mega-massive precedent.
[01:29:57.839 --> 01:29:59.220]  Facebook's over a third of the internet.
[01:29:59.240 --> 01:30:00.020]  Did you think about that?
[01:30:00.520 --> 01:30:02.001]  Of the traffic and people visiting things.
[01:30:02.381 --> 01:30:03.001]  And then it's over.
[01:30:03.301 --> 01:30:07.603]  You think it's bad that communist China with a billion, 300 million people is censoring?
[01:30:08.423 --> 01:30:15.666]  Zuckerberg, who calls his users dumb effers, has been meeting with the Chinese censorship leadership, openly trying to tweak it.
[01:30:15.806 --> 01:30:18.227]  He met with Merkel, and openly in a hot mic.
[01:30:18.667 --> 01:30:20.728]  Don't worry, I'm going to start suppressing and censoring people.
[01:30:20.888 --> 01:30:25.330]  They report when someone criticizes open borders from the German government, and they come and arrest you.
[01:30:25.510 --> 01:30:29.491]  This is a global phenomenon that's taking place right now.
[01:30:29.671 --> 01:30:33.773]  They're passing laws in Canada to arrest people that criticize transgender.
[01:30:33.913 --> 01:30:35.133]  Well, that's your free speech!
[01:30:35.414 --> 01:30:37.874]  It's not hate propaganda, as they call it.
[01:30:38.175 --> 01:30:44.277]  If they set the precedent on these issues, they will basically ban any other type of speech that the globalist
[01:30:44.377 --> 01:30:44.777]  I don't want it.
[01:30:44.837 --> 01:30:46.979]  This is the ultimate threat to humanity.
[01:30:47.379 --> 01:30:49.541]  This is worse than what we saw in the Soviet Union.
[01:30:49.961 --> 01:30:53.744]  This is right out of Nazi Germany or right out of Maoist China.
[01:30:54.144 --> 01:30:55.465]  So we're fighting for free speech.
[01:30:55.826 --> 01:31:05.893]  When you spread the word about InfoWars.com, our videos, our stories, our reports, and when you post it on different platforms, that circumvents their AI systems that are trying to restrict the flow of information.
[01:31:06.033 --> 01:31:07.915]  We stand together or we hang separate.
[01:31:08.155 --> 01:31:12.999]  Another thing we're doing is not just battling to stop the censorship, we're also building other platforms.
[01:31:13.439 --> 01:31:21.244]  Getting on as many third-party systems as there are out there and spreading the word of basic free market liberty and human empowerment and the new renaissance.
[01:31:21.745 --> 01:31:25.027]  But also, the experts I've talked to said, Alex, you missed the boat.
[01:31:25.047 --> 01:31:28.329]  You've been a pioneer in many ways, but you haven't promoted email.
[01:31:28.409 --> 01:31:30.711]  And I said, yeah, I don't ever really market on email.
[01:31:30.831 --> 01:31:32.632]  I just, I just, it's low tech.
[01:31:32.812 --> 01:31:33.593]  And they're like, no, no, no.
[01:31:33.653 --> 01:31:37.355]  That's what's going to be hard to censor, even if the internet kill switch comes into place.
[01:31:37.516 --> 01:31:41.758]  There are systems and there are developments that make it very hard still
[01:31:42.799 --> 01:31:48.323]  To stop email and to stop that information being sent over networks, you name it.
[01:31:48.383 --> 01:32:02.014]  So it's essential that everybody go to InfoWars.com forward slash newsletter to get exclusive articles, videos, promo code, sometimes the shopping cart like we had a few weeks ago with Hillary for prison, 50% off.
[01:32:02.334 --> 01:32:07.158]  I mean, there are some big discounts we send to incentivize people and pleasure some of those hardcore patriots.
[01:32:07.458 --> 01:32:11.799]  You can send the email and the newsletter on with exclusive videos and articles many days.
[01:32:12.440 --> 01:32:13.400]  So that's another great reason.
[01:32:13.420 --> 01:32:19.722]  But overall, it's so that we have direct contact with fellow patriots out there around the world.
[01:32:20.262 --> 01:32:28.965]  And if they try to start shredding our websites down on other things, which they've tried to do, and kick us off Facebook, Twitter, YouTube, you name it, we'll be able to send you direct videos
