[00:00:10.407 --> 00:00:11.214]  Silent Railway Chevy.
[02:51:31.688 --> 02:51:36.810]  The right-wing smear machine has gotten Alex Jones-ified this election cycle as we've been chronicling here.
[02:51:36.850 --> 02:51:37.330]  Jones is the
[02:51:38.210 --> 02:51:41.992]  Conspiracy theorist and creator of the fringe website Infowars.
[02:51:42.352 --> 02:51:45.394]  Do you also know that Hillary Clinton uses a wheelchair?
[02:51:46.434 --> 02:51:52.497]  Her personal vehicle has had to be outfitted with a wheelchair lift because she is not a person who can actually walk.
[02:51:53.298 --> 02:51:56.379]  She secretly uses a wheelchair all those times you think you've seen her walking.
[02:51:56.399 --> 02:51:57.340]  She hasn't been walking.
[02:51:57.540 --> 02:51:58.080]  Did you know that?
[02:51:58.921 --> 02:52:01.862]  Hillary Clinton has been on the campaign trail for 18 months.
[02:52:01.942 --> 02:52:04.543]  Her energy staggers me.
[02:52:05.224 --> 02:52:06.785]  I have a hard time keeping up with her.
[02:52:11.289 --> 02:52:15.831]  The historical first in electing the first conspiracy freak president.
[02:52:16.091 --> 02:52:17.572]  He's not pivoting for presidential.
[02:52:17.792 --> 02:52:19.413]  He's pivoting to Alex Jones.
[02:52:19.433 --> 02:52:20.774]  He's pivoting to crazy.
[02:52:21.254 --> 02:52:25.776]  Was Hillary wearing an earpiece during last night's presidential forum?
[02:52:26.536 --> 02:52:35.821]  That is the pilot, the captain of America's conspiracy theory mothership, Alex Jones.
[02:52:35.841 --> 02:52:38.022]  You just had to keep digging, didn't you Alex?
[02:52:39.261 --> 02:52:40.482]  The plan was so simple.
[02:52:40.602 --> 02:52:44.524]  All Hillary had to do was open a jar of pickles and the White House would be all ours.
[02:52:44.604 --> 02:52:47.445]  You're going to be part of the conspiracy now, you realize that, right?
[02:52:47.465 --> 02:52:48.406]  I'm going to try and do my best.
[02:52:48.626 --> 02:52:50.347]  Alex Jones is going to be all over you.
[02:52:50.387 --> 02:52:51.127]  Let's see what happens.
[02:52:51.167 --> 02:52:51.988]  Okay, here we go.
[02:52:52.768 --> 02:52:53.269]  Here it is.
[02:52:53.929 --> 02:52:54.589]  Whoa, blitzer.
[02:52:55.370 --> 02:52:55.730]  Oh, no.
[02:52:57.711 --> 02:53:04.395]  Oh, there was a... They're all in on this total conspiracy theory that literally came from Infowars.
[02:53:04.735 --> 02:53:06.636]  First of all, Hayes, I'll get you for this segment.
[02:53:07.540 --> 02:53:11.682]  It may take years and cost thousands of lives, but I'll get you for this.
[02:53:12.042 --> 02:53:21.866]  I don't know what happens in somebody's mind or how dark their heart must be to say things like that.
[02:53:23.107 --> 02:53:25.228]  The New World Order sends its regards.
[02:53:28.469 --> 02:53:31.410]  Crashing through the lies and disinformation.
[02:53:31.430 --> 02:53:33.491]  The Alex Jones Show.
[02:53:33.952 --> 02:53:36.833]  Because there is a war on for your mind.
[02:53:37.754 --> 02:53:41.278]  And it matters because it's not just the kook fringe.
[02:53:41.318 --> 02:53:47.806]  It's not just the sort of remunerative conspiracy theory world of that part of the conservative media machine.
[02:53:48.106 --> 02:53:53.072]  It's not even just wacky people who have made their way into Republican politics at a surprising height.
[02:53:53.312 --> 02:53:55.074]  This is now the top of the Republican ticket.
[02:54:17.910 --> 02:54:25.333]  I was talking to Roger Stone during the break, and he was saying, no, he's still ahead in most of the battleground states, but he might be a little bit behind because of all the demonization in the full court press.
[02:54:27.934 --> 02:54:31.496]  And he went on to just say, it's the media claiming this hoax that he's done, it's over.
[02:54:31.516 --> 02:54:33.116]  The hoax that he's done, it's over.
[02:54:33.377 --> 02:54:39.219]  Imagine if they said, Hillary's been caught lying in the emails, it confirms felonies, it confirms that she lied to Congress, it's over.
[02:54:39.379 --> 02:54:39.899]  It is over.
[02:54:40.339 --> 02:54:41.120]  I mean, we have her.
[02:54:41.160 --> 02:54:46.142]  It's not like women from 10, 15, 20 years ago saying he touched their leg on an airplane or an elevator.
[02:54:47.042 --> 02:54:49.383]  And you got emails from him this year saying, please come see me.
[02:54:51.664 --> 02:54:53.344]  It's real meat and potatoes.
[02:54:53.424 --> 02:54:54.565]  It's bonafides.
[02:54:56.085 --> 02:55:02.687]  And so regardless of where this goes, the mainstream media has destroyed itself and we're entering a new era.
[02:55:02.967 --> 02:55:08.969]  And Trump is basically, whether he wins or loses, a tombstone on this establishment, the Bush-Clinton dynasty.
[02:55:09.149 --> 02:55:14.331]  There's no way she gets in all sick with all this criminality coming out and she's gonna try to take down the press and stuff.
[02:55:14.671 --> 02:55:16.072]  I just see disaster.
[02:55:17.014 --> 02:55:18.675]  But they might start a war before then.
[02:55:18.715 --> 02:55:23.897]  Top Russian ministers believe that the October Surprise, concurring with my analysis, is a war with Russia.
[02:55:24.177 --> 02:55:25.238]  Roger Stone, what do you think?
[02:55:26.118 --> 02:55:27.219]  We're in a tunnel now.
[02:55:28.219 --> 02:55:29.279]  It's okay, you're in a tunnel now.
[02:55:29.319 --> 02:55:29.720]  Can you hear me?
[02:55:30.360 --> 02:55:31.040]  Yes, I can.
[02:55:31.480 --> 02:55:37.163]  So, I mean, do you think war with Russia or this big cyber attack to elicit a response by Russia could be the October Surprise?
[02:55:38.003 --> 02:55:39.084]  Yeah, it's wag the dog.
[02:55:39.884 --> 02:55:41.825]  We are going out to provoke the Russians.
[02:55:42.421 --> 02:55:50.346]  Uh, to provide an excuse, a pretext for war, so that we can, uh, try to, uh, justify, uh, Hillary's election.
[02:55:50.446 --> 02:55:54.268]  This is one of the most transparent gambits I've ever seen.
[02:55:54.288 --> 02:55:55.809]  I was about to say, very 101.
[02:55:58.291 --> 02:55:58.551]  Yes.
[02:56:00.032 --> 02:56:01.253]  So what do we do about that?
[02:56:01.273 --> 02:56:04.395]  I mean, there's gotta be some level of sanity in the government left to stop this.
[02:56:05.196 --> 02:56:10.638]  Well, we can start with the fact that Donald Trump must raise it at tomorrow night's debate.
[02:56:10.758 --> 02:56:18.440]  In other words, when they say, you're in bed with Putin, he needs to say, no Hillary, you want war, I want detente.
[02:56:18.900 --> 02:56:25.563]  You want to engage the Russians over Syria, where we have no inheritance.
[02:56:25.583 --> 02:56:26.603]  And they're fighting Al Qaeda.
[02:56:27.568 --> 02:56:28.029]  Exactly.
[02:56:28.129 --> 02:56:31.714]  And I say, what the hell are you doing taking 35 million to give over our uranium to them?
[02:56:31.954 --> 02:56:32.615]  I wouldn't do that.
[02:56:33.015 --> 02:56:35.098]  You know, you call me a Russian agent because you're one.
[02:56:35.899 --> 02:56:41.247]  Yeah, no, look, they're asking us in Syria to choose between Hezbollah and ISIS.
[02:56:42.146 --> 02:56:43.686]  We have no inherent interest here.
[02:56:44.006 --> 02:56:46.727]  They will drive us to war to steal this election.
[02:56:46.787 --> 02:56:51.968]  Meanwhile, this entire meme that is going on in this country, the election's over.
[02:56:52.168 --> 02:56:52.748]  It's over.
[02:56:53.029 --> 02:56:54.069]  Trump's already lost.
[02:56:54.109 --> 02:56:55.329]  He can't possibly win.
[02:56:55.809 --> 02:56:57.450]  I've been in this business 40 years.
[02:56:58.050 --> 02:56:59.250]  I'm looking at the polling.
[02:56:59.610 --> 02:57:05.071]  There is no place that she has an insurmountable lead, and he still leads in a number of keystones.
[02:57:05.111 --> 02:57:07.572]  And more WikiLeaks are coming out daily, but regardless,
[02:57:08.587 --> 02:57:14.631]  Regardless, the Google numbers show that people aren't concerned about all this made up garbage with women.
[02:57:15.171 --> 02:57:17.733]  And I think we should just admit we're doing this to make a point.
[02:57:17.773 --> 02:57:18.494]  Don't be deceptive.
[02:57:18.754 --> 02:57:24.077]  But we should just put out the fake meme that Hillary is going to resign, and that it's official and we have sources.
[02:57:24.238 --> 02:57:31.162]  Because that's what they do, is just keep saying it and have everyone know it's not true, but just have everyone just start saying it and have a meme war with them.
[02:57:31.803 --> 02:57:32.703]  How's that sound, Roger?
[02:57:33.264 --> 02:57:36.486]  No, my understanding is that Axelrod wants her to step down so
[02:57:37.844 --> 02:57:42.506]  Well sure, we can take him saying step down from the debate and expand and say no, it's step down total.
[02:57:42.707 --> 02:57:44.187]  You want to just go with that?
[02:57:44.207 --> 02:57:44.888]  How about we just do it?
[02:57:47.189 --> 02:57:48.790]  We'll reconnect with him.
[02:57:48.810 --> 02:57:49.750]  I want to do five more minutes.
[02:57:49.950 --> 02:57:52.092]  And David Knight.
[02:57:53.012 --> 02:57:53.712]  It's a done deal.
[02:57:54.553 --> 02:57:55.994]  Okay, so you cut off for a moment.
[02:57:56.014 --> 02:57:56.594]  So let's announce.
[02:57:56.634 --> 02:57:58.055]  So Hillary is stepping down, correct?
[02:57:58.095 --> 02:57:58.375]  Next week.
[02:57:59.360 --> 02:58:00.081]  That's what I hear.
[02:58:00.401 --> 02:58:01.162]  It's everywhere.
[02:58:01.562 --> 02:58:12.274]  Every major Democrat I talk to tells me that Michelle Obama is stepping in for Hillary Clinton because her health condition is so grave and because these disclosures are so damaging.
[02:58:16.458 --> 02:58:19.281]  Breaking, ladies and gentlemen, Hillary to step down next week.
[02:58:19.521 --> 02:58:21.283]  Michelle Obama stepped in because of grave conditions.
[02:58:21.603 --> 02:58:23.245]  You're hearing it here, ladies and gentlemen.
[02:58:23.665 --> 02:58:25.126]  I'm Alex Jones with Roger Stone.
[02:58:25.186 --> 02:58:26.868]  Hillary is stepping down.
[02:58:27.148 --> 02:58:32.653]  We're going to come back with a big announcement right after this, straight away, ladies and gentlemen.
[02:58:33.294 --> 02:58:34.315]  And there's more.
[02:58:36.204 --> 02:58:40.027]  Kathy O'Brien, who says Hillary Clinton raped her as a child, is going to be coming public as well.
[02:58:40.727 --> 02:58:42.688]  The rape victim of Hillary, straight ahead.
[02:58:43.048 --> 02:58:43.969]  Man, this is serious.
[02:58:44.009 --> 02:58:45.190]  Wow, it's over for Hillary.
[02:58:45.510 --> 02:58:46.310]  Rape victim.
[02:58:46.790 --> 02:58:47.511]  A young girl.
[02:58:47.531 --> 02:58:48.151]  Stay with us.
[02:58:48.211 --> 02:58:48.812]  Oh my God.
[02:58:49.072 --> 02:58:49.452]  It's over.
[02:58:49.492 --> 02:58:49.872]  I'm done.
[02:58:49.892 --> 02:58:54.695]  This is GCN, the Genesis Communications Radio Network.
[02:58:58.567 --> 02:58:59.868]  We're red on election day.
[02:58:59.989 --> 02:59:02.952]  Perhaps the biggest election in American history is just days away.
[02:59:03.112 --> 02:59:07.677]  We know that in past elections, there have been thousands of cases of voter fraud and election fraud.
[02:59:07.717 --> 02:59:14.964]  From dead people voting, to people registering false identifications, to government leaders providing fast-track amnesty to give illegal immigrants votes.
[02:59:15.145 --> 02:59:16.606]  This is happening right in front of us.
[02:59:16.806 --> 02:59:21.211]  Now we are seeing the establishment send all its hitmen after the Republican nominee, Donald Trump.
[02:59:21.271 --> 02:59:23.192]  Government shills are campaigning for Clinton.
[02:59:23.272 --> 02:59:26.455]  Mainstream news attacking Donald Trump all day like rabbit hounds.
[02:59:26.635 --> 02:59:33.380]  Rigged polls being broadcast daily to provide the fake optics that Hillary Clinton is actually winning and to discourage people from voting Trump.
[02:59:33.520 --> 02:59:36.061]  Fake celebrities endorsing Clinton across all platforms.
[02:59:36.302 --> 02:59:39.524]  So with all this, what are we doing to keep this election from being stolen?
[02:59:39.764 --> 02:59:41.625]  What can we do to prevent election fraud?
[02:59:41.766 --> 02:59:44.868]  I propose that all Donald Trump supporters wear red on election day.
[02:59:44.988 --> 02:59:48.771]  On November 8th, when you head to the polls to vote Donald Trump, be decked out in red.
[02:59:48.851 --> 02:59:54.896]  This way, just as we dominated in rally turnout, we can prove and provide the optics that we also dominated in voter turnout.
[02:59:54.996 --> 02:59:57.938]  Wear red on election day and make America great again!
[03:00:00.060 --> 03:00:02.642]  You're listening to the Alex Jones Show!
[03:00:15.418 --> 03:00:17.019]  The answer to 1984 is 1776.
[03:00:17.360 --> 03:00:21.644]  You're listening to The Alex Jones Show.
[03:00:41.101 --> 03:00:42.743]  All right, Roger Stone is our guest.
[03:00:42.783 --> 03:00:46.306]  He is traveling right now, running us via cell phone.
[03:00:46.326 --> 03:00:47.046]  He was on Skype.
[03:00:47.807 --> 03:00:51.570]  And, you know, the mainstream media keeps saying over and over again that Trump is resigning.
[03:00:51.590 --> 03:00:54.052]  There's been an intervention.
[03:00:54.112 --> 03:00:55.133]  He's stepping down.
[03:00:55.253 --> 03:00:56.094]  It's all over.
[03:00:56.635 --> 03:01:03.300]  The same usual suspect, Republican folks that helped ram through the bipartisan tyranny, keep playing the same trick over and over again.
[03:01:04.941 --> 03:01:10.104]  I have actually heard there's no way Hillary can continue on from the Secret Service, but she's on something, she's able to.
[03:01:10.424 --> 03:01:13.486]  But the word Roger Stone has got is that it is.
[03:01:14.506 --> 03:01:25.272]  Michelle Obama, who they're intending to put in next week, show Hillary Clinton's health problems have gotten so bad that sometime next week, reportedly, she's going to be stepping down.
[03:01:25.912 --> 03:01:29.014]  So it's very important you get this video once we take it from the live show and post it.
[03:01:29.274 --> 03:01:30.595]  Send it to all the Democrats you know.
[03:01:31.874 --> 03:01:36.266]  Because, again, it's fair to say this because Hillary said nobody died at Benghazi.
[03:01:36.567 --> 03:01:37.048]  Right, Roger?
[03:01:38.231 --> 03:01:42.274]  Yeah, I mean, look, this is all, uh, this is, uh, you know, this is parody.
[03:01:42.694 --> 03:01:45.636]  Uh, this is, uh, using their own tactics against them.
[03:01:45.656 --> 03:01:49.679]  They continually say things that aren't true, that have no basis in fact.
[03:01:49.759 --> 03:02:06.650]  For example, I'm a, an agent for the Russians and, uh, that I, uh, that I had advanced knowledge of any WikiLeaks hackings, which I didn't only because back in August, I posted on Twitter that John Podesta's, uh, business dealings are going to be examined.
[03:02:06.730 --> 03:02:08.071]  I didn't hear that from WikiLeaks.
[03:02:08.692 --> 03:02:09.933]  I heard it from Paul Manafort.
[03:02:10.493 --> 03:02:13.216]  And he knew because he was active in the region at the same time.
[03:02:13.576 --> 03:02:16.238]  Only he was working for pro-democratic forces.
[03:02:16.979 --> 03:02:21.063]  In any event, yeah, I hear that Democrats realize that
[03:02:21.998 --> 03:02:24.499]  Senator Tim Kaine is mentally unbalanced.
[03:02:24.640 --> 03:02:31.743]  They don't want him to step in, and therefore the party chieftains led by the president, they want Michelle Obama.
[03:02:31.783 --> 03:02:32.564]  That's what I hear.
[03:02:32.884 --> 03:02:35.665]  Every Democrat I know in New York City is talking about this.
[03:02:35.925 --> 03:02:37.066]  I kind of think that would be better.
[03:02:37.106 --> 03:02:38.887]  I think Michelle would be better than Hillary.
[03:02:39.167 --> 03:02:40.948]  She doesn't seem to be as hateful or mentally ill.
[03:02:40.968 --> 03:02:41.408]  What do you think?
[03:02:42.468 --> 03:02:44.429]  Well, she's certainly better looking, that's for sure.
[03:02:47.271 --> 03:02:47.591]  Wow.
[03:02:47.871 --> 03:02:48.872]  Well, this is incredible.
[03:02:49.312 --> 03:02:51.193]  Do we have any word on when Hillary is stepping down?
[03:02:51.883 --> 03:02:52.864]  Yeah.
[03:02:53.004 --> 03:02:54.745]  People love that.
[03:03:10.035 --> 03:03:13.799]  Sure, well, rumors of my demise have been greatly exaggerated, to quote Mark Twain.
[03:03:14.159 --> 03:03:21.646]  But getting serious, what does it mean when Axelrod literally did say that she should drop out of the debate, claiming because he's been rude to her or whatever?
[03:03:21.686 --> 03:03:22.526]  No, no, no.
[03:03:22.987 --> 03:03:25.109]  He knows she got her clock cleaned.
[03:03:26.550 --> 03:03:30.792]  Well Axelrod is a very shrewd fellow and he's a very competent Democratic operative.
[03:03:30.852 --> 03:03:34.514]  I think he understands how damaged he is as a candidate.
[03:03:34.994 --> 03:03:39.277]  Plus, as you know, there is no love between the Obamas and the Clintons.
[03:03:39.317 --> 03:03:40.377]  That has not changed.
[03:03:40.958 --> 03:03:46.300]  But if they can be ridiculous and sarcastic, we can be ridiculous and sarcastic.
[03:03:46.681 --> 03:03:50.843]  I think it's a superb way to illustrate the point.
[03:03:51.543 --> 03:04:01.107]  I'm speaking tonight at the Cosmopolitan Club for the Viewpoint Forum, a conservative-oriented discussion group, where I'll be signing books.
[03:04:01.127 --> 03:04:09.890]  I think I'll go there and announce at 7 o'clock tonight in Manhattan at the Cosmopolitan Club that Hillary's dropping out and she's going to be replaced by Michelle Obama.
[03:04:10.356 --> 03:04:13.980]  Yeah, I'm going to put a special video report out on this right now, and I'm just going to go with it.
[03:04:14.561 --> 03:04:18.565]  And, you know, they now are doing whole body transplants, brain into a new body.
[03:04:19.346 --> 03:04:21.469]  Matt Drudge joked about her in a jar.
[03:04:22.209 --> 03:04:27.015]  Why not just say she's going to drop out for health reasons and have a whole body transplant next week?
[03:04:28.437 --> 03:04:29.398]  Anything's possible.
[03:04:29.992 --> 03:04:30.532]  Absolutely!
[03:04:30.572 --> 03:04:32.394]  Why not be like CNN and MSNBC?
[03:04:32.414 --> 03:04:35.095]  You know, the truth is we're illustrating them by being absurd.
[03:04:35.135 --> 03:04:37.537]  We don't literally mean this, but we're going to do it as satire.
[03:04:37.857 --> 03:04:39.498]  Roger Stone, thank you so much.
[03:04:39.538 --> 03:04:41.059]  Look forward to speaking to you again.
[03:04:41.279 --> 03:04:42.320]  21 days left, my friend.
[03:04:43.861 --> 03:04:45.462]  Great to be with you, Alex, as always.
[03:04:46.118 --> 03:04:47.039]  Alright, I'm going to come back.
[03:04:47.219 --> 03:04:49.982]  Rob Dew is bristling to get on air.
[03:04:50.503 --> 03:04:53.666]  He's got a bunch of clips he was telling me he wants to get to, special reports and more.
[03:04:54.046 --> 03:05:01.674]  We haven't covered 4th hour straight ahead, but I will hand the old baton to Rob Dew, our news director, straight ahead.
[03:05:02.235 --> 03:05:02.995]  I'm Alex Jones.
[03:05:03.075 --> 03:05:05.138]  This is the InfoWar.
[03:05:08.243 --> 03:05:12.127]  Introducing Vitamin Mineral Fusion from Infowarslife.com.
[03:05:12.407 --> 03:05:19.674]  We have worked for years with our chemists and scientists to create the most powerful and affordable grape-tasting multivitamin formula available.
[03:05:19.874 --> 03:05:30.944]  The all-new Vitamin Mineral Fusion drink mix at Infowarslife.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[03:05:31.324 --> 03:05:38.870]  In the history of InfoWars life, we've brought out a lot of amazing products like Survival Shield X2, Super Metal Vitality, and so many others.
[03:05:39.130 --> 03:05:48.477]  But I am most proud of the product we're now launching today, with its unique delivery system and proprietary manufacturing process designed for maximized effects.
[03:05:48.797 --> 03:05:52.982]  This formula is the platinum standard of multivitamin mineral products.
[03:05:53.223 --> 03:05:59.971]  The ingredients in Vitamin Mineral Fusion are either plant derived or of the highest quality lab standard.
[03:06:00.332 --> 03:06:01.473]  That means it's clean.
[03:06:01.793 --> 03:06:02.855]  That means it's pure.
[03:06:02.955 --> 03:06:05.658]  That's infowarslife.com and Vitamin Mineral Fusion.
[03:06:05.859 --> 03:06:07.541]  Take action now before we sell out.
[03:06:08.402 --> 03:06:16.888]  As reported by Breitbart, Matt Drudge of the Drudge Report has warned presidential hopeful Hillary Clinton that he is about to drop a bombshell about her, quote, sex stuff.
[03:06:17.088 --> 03:06:21.071]  In a tweet, Drudge said, oh, on the sex stuff, Hillary is about to get hers.
[03:06:21.271 --> 03:06:27.215]  He then tweeted a picture of Hillary on the Ellen DeGeneres Show, her first appearance since the last debate with Donald Trump.
[03:06:27.435 --> 03:06:34.920]  Now we know that there have been decades of speculation about Clinton's sexuality, and those close to her camp have reported that Hillary has a trove of secrets herself.
[03:06:35.220 --> 03:06:38.262]  The issue of sexual behavior has emerged in the current election cycle,
[03:06:38.402 --> 03:06:39.022]  We're good to go.
[03:07:08.300 --> 03:07:13.385]  With the election just around the corner, I have to ask, have you gotten your Hillary for Prison t-shirt yet?
[03:07:13.905 --> 03:07:17.209]  After the election, this t-shirt will no longer be available.
[03:07:17.449 --> 03:07:23.094]  We only have a finite number of these, so be sure to get to Infowarsstore.com and get yours today.
[03:07:23.615 --> 03:07:27.518]  Even Hillary Clinton supporters like the Hillary for Prison t-shirt.
[03:07:27.718 --> 03:07:29.140]  I'm voting for Hillary.
[03:07:29.420 --> 03:07:33.762]  This is a meme that is still viral worldwide, Hillary for Prison.
[03:07:34.062 --> 03:07:39.764]  Folks, we want to see Hillary Clinton put in prison, and we also want to see InfoWars go to the next level.
[03:07:40.064 --> 03:07:41.265]  Help us accomplish both.
[03:07:41.465 --> 03:07:54.510]  Go to InfoWarsStore.com today, get your Hillary for Prison t-shirt, fund us in the InfoWar, start a political discourse with your neighbor, give a gift to a friend, get your piece of history today at InfoWarsStore.com.
[03:08:10.492 --> 03:08:13.315]  There are, of course, those who do not want us to speak.
[03:08:13.375 --> 03:08:14.276]  Let me think, just let me think.
[03:08:14.296 --> 03:08:20.041]  I suspect even now, orders are being shouted into telephones and men with guns will soon be on their way.
[03:08:20.061 --> 03:08:21.343]  It's Chancellor Sutler.
[03:08:21.403 --> 03:08:22.003]  Damn it!
[03:08:22.083 --> 03:08:22.384]  Why?
[03:08:23.164 --> 03:08:29.190]  Because while the truncheon may be used in lieu of conversation, words will always retain their power.
[03:08:29.771 --> 03:08:32.934]  Words are for the means to meaning and for those who will listen.
[03:08:35.230 --> 03:08:40.514]  But the truth is, there is something terribly wrong with this country, isn't there?
[03:08:40.534 --> 03:08:41.515]  You designed it, sir.
[03:08:41.575 --> 03:08:42.475]  You wanted it foolproof.
[03:08:42.516 --> 03:08:43.897]  You taught me every television in London!
[03:08:44.157 --> 03:08:46.258]  Cruelty and injustice.
[03:08:46.278 --> 03:08:47.599]  Intolerance and oppression.
[03:08:48.060 --> 03:08:57.887]  And where once you had the freedom to object, to think and speak as you saw fit, you now have sensors and systems of surveillance coercing your conformity and surveilling your submissiveness.
[03:08:57.907 --> 03:08:58.087]  Cameras.
[03:08:58.107 --> 03:08:58.608]  We need cameras.
[03:08:58.908 --> 03:08:59.628]  How did this happen?
[03:09:00.369 --> 03:09:01.110]  Who's to blame?
[03:09:02.108 --> 03:09:04.732]  Well, certainly there are those who are more responsible than others.
[03:09:04.752 --> 03:09:06.735]  They will be held accountable.
[03:09:07.096 --> 03:09:12.604]  But again, truth be told, if you're looking for the guilty, you need only look into a mirror.
[03:09:13.766 --> 03:09:15.028]  I know why you did it.
[03:09:15.769 --> 03:09:16.870]  I know you were afraid.
[03:09:17.251 --> 03:09:17.892]  Who wouldn't be?
[03:09:19.233 --> 03:09:19.753]  There is a war.
[03:09:46.895 --> 03:09:48.135]  There is a war.
[03:09:48.215 --> 03:09:49.515]  It's happening now.
[03:09:50.356 --> 03:09:52.236]  It will decide the fate of humanity.
[03:09:52.816 --> 03:09:54.576]  The time to choose sides has come.
[03:09:55.396 --> 03:09:56.837]  We are the resistance.
[03:09:57.297 --> 03:09:59.177]  We are the Infowar.
[03:09:59.457 --> 03:10:04.838]  And we are now 21 days out from this incredibly important historical election.
[03:10:06.658 --> 03:10:09.399]  Abdu is going to be taking over here in just a few minutes.
[03:10:10.039 --> 03:10:15.540]  And I realize that I get in here like a rabid chihuahua getting wound up before I come on the air.
[03:10:16.636 --> 03:10:26.739]  And I do a decent job, but I've become almost like just a barking rabbit, you know, angry person because this is so real.
[03:10:26.899 --> 03:10:28.480]  I mean, the globalists are so evil.
[03:10:28.540 --> 03:10:30.020]  We have their own emails admitting it.
[03:10:30.060 --> 03:10:30.680]  We already knew it.
[03:10:32.201 --> 03:10:33.301]  This just all confirms it.
[03:10:34.882 --> 03:10:36.002]  And they're real villains.
[03:10:36.062 --> 03:10:40.943]  They sit around talking about screwing over poor people and how they're bad.
[03:10:40.963 --> 03:10:45.985]  When you study criminology, that's what real mentally ill criminals do.
[03:10:48.078 --> 03:10:52.682]  Not just criminals because they were pressured into it, or criminals because they were starving and stole a loaf of bread.
[03:10:52.742 --> 03:10:59.668]  I mean, real criminal mindsets that hate people.
[03:11:02.430 --> 03:11:05.913]  And they see people like us that have conscience, that care.
[03:11:08.475 --> 03:11:09.376]  They see us as weak.
[03:11:11.482 --> 03:11:15.885]  You know, I'm not weak because I have nerve endings and can't, you know, stick my hand in a fire and just keep it there without pain.
[03:11:16.746 --> 03:11:19.127]  Those are there so that I can navigate the world better.
[03:11:20.528 --> 03:11:31.035]  And I'll be honest with you, I see the general public stunted, mutated, dumbed down, unhealthy, ugly, on average, really stuff falling apart fast.
[03:11:31.735 --> 03:11:33.897]  Every metric shows that it's not just my jaundiced eye.
[03:11:35.038 --> 03:11:38.380]  And then I see the establishment and they're even worse.
[03:11:40.509 --> 03:11:43.990]  Like a bird on top of Dunghill.
[03:11:46.571 --> 03:11:47.931]  Surveying its largesse.
[03:11:50.212 --> 03:11:51.473]  And it really freaks me out.
[03:11:54.994 --> 03:11:56.934]  And I think about being a man in the arena.
[03:11:56.954 --> 03:11:59.435]  I know I ask this all the time.
[03:11:59.455 --> 03:12:00.856]  You guys reprint me man in the arena, thanks.
[03:12:01.436 --> 03:12:01.876]  Great crew.
[03:12:01.896 --> 03:12:04.277]  And I think about
[03:12:10.066 --> 03:12:24.257]  How to see Trump, even in the arena more than I am, losing so much, growing as he learns, legitimately not out to get us, and just being hit with every lie, every deception, every twisted piece of info.
[03:12:24.918 --> 03:12:27.740]  And I just hope humanity breaks the spell.
[03:12:28.921 --> 03:12:37.387]  I hope humanity has already hit bottom and we start coming back up and that we wake up that communism and totalitarianism doesn't work.
[03:12:37.507 --> 03:12:38.008]  Thank you, Nico.
[03:12:39.963 --> 03:12:44.066]  Because I generally have faith in humanity.
[03:12:45.747 --> 03:12:47.148]  But sometimes I really wonder.
[03:12:49.951 --> 03:12:59.818]  Because people that are followers and weak-minded, they get into groupthink, and they think because they're agreeing with what most people are saying, that somehow that makes them powerful and effective.
[03:13:00.879 --> 03:13:08.685]  No, if you're in a sick and dying culture, and then you're going along with the general consensus
[03:13:10.131 --> 03:13:10.792]  You're a fool!
[03:13:11.913 --> 03:13:24.328]  I mean, it's one thing if you're in Nazi Germany in 1942, and you don't know which way the war is going to go, and half your family's in the military, and you know Hitler's bad, you didn't like him to begin with, but if you cross him, they're going to put you in a forced labor camp.
[03:13:24.808 --> 03:13:26.951]  It's one thing to kind of do your job and keep your head down.
[03:13:28.292 --> 03:13:30.315]  That's cowardly, but I get it.
[03:13:34.019 --> 03:13:38.660]  Now, and by the way, most Germans by 1941 or 1942 did not like what was going on.
[03:13:38.700 --> 03:13:40.320]  They've done the interviews, they've checked the metrics.
[03:13:41.001 --> 03:13:41.921]  But they went along with it.
[03:13:43.721 --> 03:13:45.001]  And more than a third of them died.
[03:13:46.282 --> 03:13:47.782]  More than a third of Germany died.
[03:13:47.802 --> 03:13:50.262]  20% of Russia died.
[03:13:50.282 --> 03:14:01.805]  I just bring those numbers up because when General Milley, the head of the Army, says, this war is going to be as big as World War II, we've not seen anything like this since World War II, dude's going to air the special report at the bottom of the hour.
[03:14:06.038 --> 03:14:06.778]  I study history.
[03:14:06.918 --> 03:14:07.739]  I study the military.
[03:14:07.979 --> 03:14:08.759]  I find it interesting.
[03:14:10.160 --> 03:14:13.001]  They don't talk like that, folks, unless you're about to be in a giant war!
[03:14:15.562 --> 03:14:18.144]  And then I look, who's captaining this war?
[03:14:18.684 --> 03:14:23.186]  An old, sick, evil crime boss woman, who has to have secret service code.
[03:14:23.346 --> 03:14:24.747]  It's okay, it's okay, keep talking.
[03:14:24.767 --> 03:14:27.368]  She's like, oh, oh yeah, oh yeah.
[03:14:29.569 --> 03:14:30.429]  That's who they got.
[03:14:32.590 --> 03:14:34.031]  And then all these weird
[03:14:35.999 --> 03:14:38.380]  I don't call them effeminate because that insults women.
[03:14:38.400 --> 03:14:39.100]  Women aren't like that.
[03:14:39.540 --> 03:14:40.640]  Weird clown men.
[03:14:40.740 --> 03:14:42.281]  I don't care if they're gay or heterosexual.
[03:14:42.501 --> 03:14:45.962]  There's just this Nelly giggling about evil.
