[00:00:00.000 --> 00:00:02.000]  [Gun cocks]
[01:17:36.062 --> 01:17:37.042]  That's why they're coming for us.
[01:17:37.062 --> 01:17:37.583]  We'll be right back.
[01:17:37.403 --> 01:17:49.242]  Stay with us.
[01:17:49.553 --> 01:17:55.537]  Final segment before Owen Schroyer takes over with Sunday Live, 6 to 9 p.m.
[01:17:55.577 --> 01:17:55.997]  Central.
[01:17:56.838 --> 01:18:00.540]  And remember, the forces of the globalists are battling around the clock to shut us down.
[01:18:01.100 --> 01:18:06.724]  Just two years ago, they would never have people get up on TV and say, yeah, we want to silence him and everybody else.
[01:18:07.424 --> 01:18:09.705]  But now they're doing it because they're so desperate.
[01:18:09.725 --> 01:18:12.287]  This is not a sign of strength, a sign of weakness.
[01:18:12.307 --> 01:18:13.328]  So I asked Norm to come on.
[01:18:14.440 --> 01:18:17.643]  In this case, they've sanctioned five or six other lawyers off the case.
[01:18:17.663 --> 01:18:20.425]  They're trying to sanction Andino, the lawyer here in Texas.
[01:18:20.885 --> 01:18:22.306]  They're trying to sanction Norm.
[01:18:23.307 --> 01:18:26.650]  They let the other side do whatever they want, attack any lawyers that support us.
[01:18:26.670 --> 01:18:30.753]  You've got to have a lot of balls to even stand up in this fight, so we appreciate Norm doing that.
[01:18:30.793 --> 01:18:33.836]  But Norm, we talked this afternoon.
[01:18:33.856 --> 01:18:34.636]  I said, please come on.
[01:18:34.656 --> 01:18:35.577]  You said, no, I want to wait.
[01:18:35.597 --> 01:18:36.678]  I said, please come on.
[01:18:37.138 --> 01:18:38.639]  Repeat for viewers and listeners.
[01:18:39.502 --> 01:18:44.528]  Just what you saw in the trial and just the basics of a trial where you're already guilty in America.
[01:18:44.929 --> 01:18:47.953]  Guilty until proven guilty and the type of things you saw.
[01:18:49.068 --> 01:19:01.331]  It was troubling to me because, you know, if the court reached a conclusion that you did financial data, that you were not forthcoming, okay, issue your sanction, we'll make our record, we'll take it up on appeal.
[01:19:01.471 --> 01:19:03.331]  I like your odds on appeal in this case.
[01:19:03.591 --> 01:19:04.811]  Just one example, Alex.
[01:19:05.812 --> 01:19:11.293]  No one could believe that we didn't have at our fingertips a complete record of every video that you'd ever done.
[01:19:12.154 --> 01:19:12.655]  Guess what?
[01:19:12.915 --> 01:19:19.886]  Many of them were stored in social media accounts that were de-platformed and your intellectual property was in effect stolen from you.
[01:19:20.187 --> 01:19:23.993]  I mean, maybe these properties... We 100% fire and forget.
[01:19:24.033 --> 01:19:25.295]  We put the report out and that's it.
[01:19:26.697 --> 01:19:28.098]  And nobody wants to believe that.
[01:19:28.238 --> 01:19:31.440]  They think you're NBC or CBS and that you've got a complete archive.
[01:19:31.700 --> 01:19:37.223]  When I first came down, I thought, okay, I'll ask somebody to flick a switch and out the data will pour.
[01:19:37.503 --> 01:19:39.364]  It didn't happen because it doesn't exist.
[01:19:39.684 --> 01:19:46.407]  And the trial court held that because it didn't exist, you were liable and you lost the right to defend yourself.
[01:19:46.427 --> 01:19:55.332]   I mean, for example, At one point, the other side obtained an order from the court that you could not offer evidence of your net worth.
[01:19:55.732 --> 01:20:02.697]  And they hired an expert who was able to come up with an inflated figure that, as near as I can tell, bears little relationship to reality.
[01:20:03.137 --> 01:20:06.099]  And you were prohibited from responding to that.
[01:20:06.559 --> 01:20:10.961]  So the judge said... The judge got up there and said, I make $70 million a year, I don't make $3 million a year.
[01:20:11.642 --> 01:20:15.464]  And he said, and he said that I have $270 million net worth.
[01:20:17.714 --> 01:20:19.956]  And we couldn't respond.
[01:20:21.337 --> 01:20:29.222]  In closing argument, the other lawyer, after asking to put tape, as it were, over your mouth on that topic, then commented on it.
[01:20:29.242 --> 01:20:31.444]  Said to the jury, Jones didn't tell us anything.
[01:20:31.924 --> 01:20:35.927]  What he didn't tell the jury was, he didn't tell you anything because we barred him from doing so.
[01:20:36.007 --> 01:20:37.028]  Yeah, let's slow down there.
[01:20:38.069 --> 01:20:47.201]  They get up there and they say it's time to silence Jones and everybody like him, but then Andino, they say, is going to be sanctioned because he said this isn't about Alex, it's about everybody.
[01:20:47.661 --> 01:20:48.242]  Which is true.
[01:20:49.704 --> 01:20:50.866]  So again, that's a key point.
[01:20:51.618 --> 01:20:53.980]  The closing argument was shocking in my view.
[01:20:54.360 --> 01:21:01.786]  The jury returned a, you know, a significant verdict of four, I think, $4.1 million against you in compensatory damages.
[01:21:02.066 --> 01:21:08.651]  That in and of itself is vulnerable on an appeal, but it's like one-thirty-seventh of what they asked for.
[01:21:08.691 --> 01:21:11.413]  They asked that jury for $300 million, or $150 million, excuse me.
[01:21:11.433 --> 01:21:12.434]  No, but then they asked for $3 billion.
[01:21:16.417 --> 01:21:22.420]  And then in punitive damages, you know, they appealed to the jury's passion, prejudice, and sympathy.
[01:21:22.820 --> 01:21:33.145]  And when they weaponized that closing argument into a general assault on freedom of speech, I think they crossed a line that no appellate court should let them cross.
[01:21:33.585 --> 01:21:34.766]  This was a case about you.
[01:21:35.666 --> 01:21:37.649]  What was it going to take to punish you?
[01:21:38.009 --> 01:21:39.791]  What was it going to take to deter you?
[01:21:40.132 --> 01:21:42.875]  You were never patient zero in this case.
[01:21:43.316 --> 01:21:47.321]  You are Alex Jones, the proprietor of Infowar and Free Speech Systems.
[01:21:47.641 --> 01:21:48.803]  That's who was on trial.
[01:21:48.963 --> 01:21:50.325]  And Norm, let's talk about that briefly.
[01:21:50.805 --> 01:21:55.670]  Patient Zero is the government killing Kennedy and the majority of Americans not believing it.
[01:21:56.011 --> 01:21:59.855]  Patient Zero was the government lying about WMDs.
[01:22:00.215 --> 01:22:02.217]  Patient Zero was Jussie Smollett.
[01:22:02.537 --> 01:22:09.645]  Patient Zero was the NBC reporter Brian Williams saying he was shot down a helicopter when he wasn't.
[01:22:09.925 --> 01:22:12.208]  They've lost credibility because they're a pack of liars.
[01:22:14.031 --> 01:22:24.836]  Well, you know, I think that if the goal is to make independent media look over its shoulder before it criticizes the mainstream narrative, that verdict, the verdict that was returned, is chilling.
[01:22:25.296 --> 01:22:26.617]  Now, I don't think it's going to stand.
[01:22:26.957 --> 01:22:38.102]  There are damage caps in Texas and it's unlikely to be more than 1.5 million as to punitive damages, unless the court goes out of its way to punish you by writing new law on your back.
[01:22:38.542 --> 01:22:40.384]  And it wouldn't surprise me to see that happen.
[01:22:40.684 --> 01:22:45.527]  But, you know, from where I come from, or ordinary people come from, 1.5 million is a lot of money.
[01:22:46.028 --> 01:22:55.675]  And if that's the price of being a critic, if that's the price of raising uncomfortable questions, if that's the price of saying, of the Great Reset, no, no, no, no, no, no, no, no, no, no.
[01:22:55.975 --> 01:22:57.716]  I want to be autonomous in my own home.
[01:22:58.017 --> 01:22:59.698]  I want to make decisions about how I live.
[01:22:59.978 --> 01:23:08.283]   If that's the price of saying no to microchips in your hand and social utility and social credit scores, you know, I don't think many people can afford to pay.
[01:23:08.403 --> 01:23:09.003]  Absolutely.
[01:23:09.043 --> 01:23:12.884]  Look, the frustration is I'm not the super rich guy they're saying.
[01:23:13.284 --> 01:23:14.584]  I wish I could beat them easier.
[01:23:14.604 --> 01:23:15.585]  We're totally maxed out.
[01:23:16.145 --> 01:23:21.626]  But they again think by intimidating us, by crushing us, they will intimidate everybody else.
[01:23:21.746 --> 01:23:25.306]  That's like Hitler bombing London to make them stop the war.
[01:23:25.426 --> 01:23:29.967]  It made the Brits go from 90% anti-war to 95% pro-war.
[01:23:30.367 --> 01:23:34.268]  Why do these authoritarians think intimidating people is going to make them go away?
[01:23:35.080 --> 01:23:35.840]  Because it works.
[01:23:36.401 --> 01:23:39.282]  I think many people will choose security over liberty.
[01:23:39.802 --> 01:23:42.803]  And it takes an extraordinary person to do what you've done.
[01:23:42.823 --> 01:23:45.064]  And that is to say, look, here I stand.
[01:23:45.144 --> 01:23:45.905]  I can do no other.
[01:23:45.925 --> 01:23:50.446]  That's what Martin Luther said when he nailed the 99 theses to Wittenberg Castle's door.
[01:23:51.147 --> 01:23:53.088]  I don't always understand everything you've said.
[01:23:53.468 --> 01:23:54.668]  Sometimes I don't agree with it.
[01:23:54.988 --> 01:23:56.629]  But I respect your right to say it.
[01:23:56.949 --> 01:24:00.831]  And I want the right to decide for myself whether to listen to you or turn you off.
[01:24:01.331 --> 01:24:09.316]  For the Sandy Hook plaintiffs in the Texas case to say to the jury, we want to shut him up and people like him.
[01:24:09.637 --> 01:24:10.137]  Why?
[01:24:10.177 --> 01:24:18.583]  Because for several hours over 10 years, you went on a speculative toot that turned out to be wrong and it hurt some folks' feelings.
[01:24:19.023 --> 01:24:20.104]  I get that.
[01:24:20.124 --> 01:24:23.646]  And maybe the jury concluded you had to pay for some of that.
[01:24:24.026 --> 01:24:25.147]  That's the jury's right.
[01:24:25.708 --> 01:24:30.471]  But the plaintiffs did not acquire the right to engage in a wholesale attack on the First Amendment.
[01:24:30.811 --> 01:24:33.832]  Why are they so arrogant saying we want to silence everyone?
[01:24:34.472 --> 01:24:36.133]  I mean, it's so authoritarian.
[01:24:36.853 --> 01:24:41.935]  Because we're coming to an era, I call this new era in American life the Republic of Virtue.
[01:24:42.275 --> 01:24:54.499]  There are those who decide they know best what we should do, how we should care for ourselves, what we should eat, when we should sleep, what masks we should wear, what vaccines we should ingest or be forced to ingest, because of the science.
[01:24:54.639 --> 01:24:55.739]  We believe in the science.
[01:24:56.079 --> 01:24:57.940]  That will tell us how best to live together.
[01:24:58.320 --> 01:25:02.242]  And I think this was a vanguard action in terms of the Republic of Virtue.
[01:25:02.622 --> 01:25:10.146]  If you can silence the outlier, if you can cripple the person who's got outrageous opinions, then people will be afraid to think for themselves.
[01:25:10.446 --> 01:25:10.866]  That's right.
[01:25:10.987 --> 01:25:14.088]  I'm extremely honored that they picked me as their test subject.
[01:25:14.148 --> 01:25:16.669]  I mean, it's not fun, but Norm, this is where I want to be.
[01:25:17.930 --> 01:25:21.472]  Because to see it as... And I like being right here next to you with it.
[01:25:21.492 --> 01:25:24.514]  You know, I don't know why there's a world rather than not.
[01:25:24.554 --> 01:25:28.316]  These grand philosophic questions have intrigued people for thousands of years.
[01:25:28.637 --> 01:25:29.837]  How should we then live?
[01:25:30.198 --> 01:25:33.059]  It's a theologian's question, a moral philosopher's question.
[01:25:33.400 --> 01:25:34.360]  Here's what I do know.
[01:25:34.820 --> 01:25:45.207]  I don't know the answers to these questions because they're profoundly difficult, but I don't want government, I don't want the mainstream media, I don't want large corporations deciding... Yeah, that's a cult, so let me ask this in closing.
[01:25:45.227 --> 01:25:46.828]  I want to decide for myself.
[01:25:47.176 --> 01:25:48.239]  Let me ask this in closing.
[01:25:51.107 --> 01:25:53.695]  Where do you think this goes next if they get away with this?
[01:25:55.976 --> 01:25:57.177]  Well, I mean, I was stunned.
[01:25:57.477 --> 01:25:59.898]  I listened to you as I was preparing to come on.
[01:25:59.998 --> 01:26:00.638]  Joe Rogan?
[01:26:00.798 --> 01:26:01.339]  Seriously?
[01:26:01.699 --> 01:26:02.959]  You know, Tucker Carlson?
[01:26:03.500 --> 01:26:04.560]  Then Fox News?
[01:26:04.960 --> 01:26:05.841]  I mean, what are we going to have?
[01:26:05.881 --> 01:26:10.763]  The New York Times editorial board deciding what we can eat for breakfast and what we should read?
[01:26:11.203 --> 01:26:19.427]  There are lots of ways to win the competition for ideas, but trying to bankrupt somebody into silence isn't what I think the marketplace of ideas needs.
[01:26:21.948 --> 01:26:22.609]  Gut level.
[01:26:24.309 --> 01:26:27.399]  I see this as, I think if you've said, this is a sign of weakness.
[01:26:27.539 --> 01:26:29.024]  I don't see this as intellectual strength.
[01:26:29.405 --> 01:26:31.371]  They want to silence those that are challenging them.
[01:26:32.267 --> 01:26:35.570]  Well, you know, one of the things they said is, speech is free, lies you have to pay for.
[01:26:35.910 --> 01:26:45.258]  Now, if they can show that you engaged in misconduct, speech that was untrue and it hurt people, that's always been an exception to freedom of speech, since the beginning of the Republic.
[01:26:45.578 --> 01:26:52.104]  But I think that when you decide that you can eliminate the concept of proximate cause, and listen, let me make this one last point, Alex.
[01:26:52.404 --> 01:26:58.669]  This one moment where the judge said that because it's discovery default, you abandon the right to defend on the merits.
[01:26:58.970 --> 01:27:00.511]  The jury was never told that.
[01:27:00.891 --> 01:27:07.035]  The jury was never told that because of bookkeeping problems, you defended your right to defend on First Amendment grounds.
[01:27:07.316 --> 01:27:08.456]  That's outrageous!
[01:27:08.917 --> 01:27:09.837]  That is lying!
[01:27:09.857 --> 01:27:11.799]  It's a very dangerous precedent.
[01:27:12.699 --> 01:27:12.939]  Yeah.
[01:27:13.320 --> 01:27:15.921]  All right, Norm Pattis, thank you so much.
[01:27:15.961 --> 01:27:17.182]  How do folks find your podcast?
[01:27:19.043 --> 01:27:20.224]  Law and Legitimacy.
[01:27:20.304 --> 01:27:22.966]  There it is, Law and Legitimacy's podcast.
[01:27:23.206 --> 01:27:25.028]  Give us a five-star rating, we'd appreciate it.
[01:27:25.168 --> 01:27:26.008]  All right, thank you, Norm.
[01:27:26.489 --> 01:27:27.589]  All right, we're going to go to break.
[01:27:27.729 --> 01:27:28.970]  Owen's going to come in here for two hours.
[01:27:29.030 --> 01:27:29.751]  He's loaded for bear.
[01:27:31.067 --> 01:27:31.787]  Share the articles.
[01:27:32.348 --> 01:27:36.470]  InfoWars.com, Ford slash show, Band.Video, TV radio stations everywhere.
[01:27:36.950 --> 01:27:38.290]  And please keep us on air.
[01:27:38.631 --> 01:27:39.791]  We have a plan to bankrupt.
[01:27:39.811 --> 01:27:40.912]  We have a plan to stay on air.
[01:27:41.352 --> 01:27:44.994]  We can hold them up, you know, in appeals and everything for years.
[01:27:45.394 --> 01:27:48.115]  But if we don't have money, we're going to shut down very soon.
[01:27:48.515 --> 01:27:49.696]  I mean, we are very close.
[01:27:50.396 --> 01:27:53.237]  Please, if you support what we're doing, I love you and I thank you.
[01:27:53.637 --> 01:27:54.237]  I'm not guilty.
[01:27:54.297 --> 01:27:55.337]  I'm saying please help me.
[01:27:55.757 --> 01:27:56.878]  Please help me fight for you.
[01:27:57.238 --> 01:27:57.978]  Please fight for me.
[01:27:58.038 --> 01:27:58.778]  We're in this together.
[01:27:59.258 --> 01:28:00.578]  InfowarStore.com.
[01:28:00.618 --> 01:28:08.180]  Go there, get a book, get a film, get Vitamineral Fusion, get Body's Ultimate Turmeric Formula, get Super Blue, our best-selling toothpaste after a year sold out.
[01:28:08.620 --> 01:28:10.261]  Super Blue toothpaste finally back in stock.
[01:28:10.701 --> 01:28:12.161]  InfowarStore.com.
[01:28:12.321 --> 01:28:14.162]  I want to thank the group for the great job they've done.
[01:28:14.182 --> 01:28:15.162]  We're going to go to break.
[01:28:15.182 --> 01:28:18.503]  We have a special report coming up from the last 10 minutes of our show.
[01:28:18.523 --> 01:28:19.143]  Then I want to take it over.
[01:28:21.889 --> 01:28:26.651]  People say Alex Jones is crazy, he's a conspiracy theory guy, he's a nutcase, he's got these rants and all that.
[01:28:28.291 --> 01:28:35.454]  What they miss is that this guy is ahead of the curve on so many different topics of signal, not noise.
[01:28:35.554 --> 01:28:46.818]   If you look at the signal and you compare that We've got PBS and NPR and BBC and we'll do what Alex Jones put out there versus what your collective body has put out there.
[01:28:46.838 --> 01:28:51.642]  And if you're a sentient human being and just watching it, you say, well, God, Alex Jones was ahead of this.
[01:28:51.682 --> 01:28:52.843]  Not only that, he kind of explained it.
[01:28:53.444 --> 01:28:55.766]  You are one of the great thinkers of this.
[01:28:56.386 --> 01:28:57.247]  That is very rare.
[01:28:57.307 --> 01:28:59.690]  You've got to go back almost to the revolutionary generation.
[01:29:00.430 --> 01:29:00.911]  And see that.
[01:29:01.511 --> 01:29:06.295]  In this new book, I gotta tell you, when Tony Lyons first approached me, I read this thing, I go, this is it.
[01:29:06.855 --> 01:29:07.816]  This is no beatry.
[01:29:08.476 --> 01:29:12.019]  You're not gonna be flipping pages here, you're gonna be having a pen out, and you're gonna be underlying stuff.
[01:29:12.319 --> 01:29:14.821]  The Great Reset, by Alex Jones.
[01:29:15.341 --> 01:29:19.965]  Order your copy now, at Amazon, or Infowarsstore.com.
[01:29:21.437 --> 01:29:22.819]  Infowars has been vindicated.
[01:29:23.199 --> 01:29:24.061]  We've been proven right.
[01:29:24.481 --> 01:29:26.764]  World government, the New World Order is out in the open.
[01:29:27.265 --> 01:29:32.973]  And now more than ever, the forces of Satan are trying to shut down this broadcast.
[01:29:33.273 --> 01:29:37.198]  The forces of anti-human, godless New World Order are out of control.
[01:29:37.659 --> 01:29:44.404]   So now realize, We have pushed them out in the light, we have pushed them out in the open, and they are so upset, and they are so scared.
[01:29:44.664 --> 01:29:56.611]  So while you still can, because any day could be our last broadcast, spread the word about the show, share the articles, share the videos, and please fund us while getting great products at the same time at InfoWarsTore.com.
[01:29:56.851 --> 01:30:07.537]  Books, films, t-shirts, great supplements, Vitamin Mineral Fusion, Body's Ultimate Turmeric Formula, Ultra 12, Diet Force, so much more right now at InfoWarsTore.com.
[01:30:07.977 --> 01:30:15.123]  Whatever you do, pray for justice and pray for freedom and pray for the children and pray for free speech and justice to win.
[01:30:15.564 --> 01:30:16.805]  Thank you so much for joining us.
[01:30:16.825 --> 01:30:18.226]  Now spread the word my friends.
[01:30:18.246 --> 01:30:20.468]  We're involved in an epic historic battle.
[01:30:21.963 --> 01:30:34.348]  The Great Reset and the War for the World is the book that the government doesn't want you to read, that most of the big powerful companies trying to control your life, the big tech companies, they don't want you to read this book.
[01:30:34.429 --> 01:30:39.391]  They want to control what you think, what you do, what you read, but you don't want that.
[01:30:39.451 --> 01:30:41.051]  And Alex Jones doesn't want that.
[01:30:41.212 --> 01:30:46.814]  And this book shows you what's happening and gives you the sort of playbook for how to fight against it.
[01:30:47.054 --> 01:30:53.300]  And so by buying this book, you're going to prove that censorship doesn't work, that freedom is alive in this country.
[01:30:53.660 --> 01:30:54.981]  This is essential reading.
[01:30:55.642 --> 01:30:59.925]  And, you know, I would go right now and buy it before the censorship kicks in.
[01:31:00.346 --> 01:31:02.287]  It's not going to be available in bookstores.
[01:31:02.608 --> 01:31:04.689]  It's not going to be available in libraries.
[01:31:04.770 --> 01:31:09.854]  They're going to try to take it down from every platform that they can, but they're not going to be able to do it.
[01:31:12.378 --> 01:31:14.301]  Thank you, Alex Jones.
[01:31:14.361 --> 01:31:19.729]  I really appreciate you having me on, and I appreciate you writing this book and getting the information out there.
