[00:00:00.757 --> 00:00:02.158]  World War Three.
[02:08:39.264 --> 02:08:46.509]  So they go hang out outside, they eat their meals two, three times a day when the food is provided, but they don't go in and live there because they want to be able to do the drugs on the streets.
[02:08:46.990 --> 02:08:49.672]  So you go down by the homeless center, it's a bunch of people outside doing drugs.
[02:08:50.172 --> 02:08:53.774]  If they built a facility like that, do you think the homeless would even want to use that?
[02:08:53.794 --> 02:08:55.616]  Or would it just be unused?
[02:08:57.208 --> 02:08:59.770]  I think that there would be some homeless that would use it.
[02:08:59.790 --> 02:09:16.579]   I actually did go speak to residents of the Bronx after Mayor Eric Adams tried to set up his first bailed migrant center in a beach parking lot in the middle of winter in New York, which by the way, I believe the city is allocating $1 billion to making migrant shelters up there and putting these
[02:09:16.579 --> 02:09:23.350]   migrants up in their beautiful video game living room areas. So I do think that the homeless
[02:09:23.350 --> 02:09:28.789]   population would use these types of areas. When I did go speak to residents in the Bronx, they did say, "Yeah,
[02:09:28.789 --> 02:09:33.880]   we do have a very big homeless issue here. The government is allocating so many of our taxpayer
[02:09:33.880 --> 02:09:37.220]   dollars to helping this issue, to helping these illegals."
[02:09:37.429 --> 02:09:42.730]  Meanwhile, the residents here are suffering because the homeless are on the streets, the homeless are sleeping in the subway.
[02:09:42.950 --> 02:09:50.733]  And if you go to New York, there are homeless people who would just ride the subway all day long because it's a warm place for them to sit and they don't have to be outside.
[02:09:50.753 --> 02:09:57.135]  So I do think that these types of areas would be utilized by the homeless and it could help with the issue, but we're too busy spending all of our money on illegals.
[02:09:58.447 --> 02:10:16.852]  Yeah, and Ukraine and all this other stuff, and look, I'm not a socialist, I'm not somebody that likes free handouts, but I'm also logical, and I would say if we can expedite all this money to foreign countries, certainly we can put our own homeless as a priority ahead of that, to try to clean up our cities and help these people out.
[02:10:17.212 --> 02:10:25.715]  I would much rather be doing that with the billions of dollars than sending it to Ukraine or God knows where else, fixing their infrastructure, building them walls and bridges and everything.
[02:10:26.716 --> 02:10:29.277]  I don't think Portland comes back anytime soon, if ever.
[02:10:29.357 --> 02:10:32.219]  I don't think San Francisco comes back anytime soon, if ever.
[02:10:32.900 --> 02:10:35.462]  You've seen the degradation in both of those cities.
[02:10:36.002 --> 02:10:38.484]  And I guess, is this going to be kind of a new tour for you?
[02:10:38.524 --> 02:10:42.567]  Just going to Democrat-run cities and showing what life is like in those cities?
[02:10:43.737 --> 02:10:44.117]  Definitely.
[02:10:44.157 --> 02:10:46.018]  It's a miniseries that I've already started.
[02:10:46.078 --> 02:10:48.679]  I've gone to New York, San Francisco, now Portland.
[02:10:48.959 --> 02:10:54.142]  And like I said, I'm going to keep focusing in on this because there's a reason why Democrats don't want us to see their city.
[02:10:54.182 --> 02:10:59.984]  There's a reason why everyone is trying to, you know, label Republicans as fascist authoritarians, like in Florida.
[02:11:00.024 --> 02:11:00.624]  And why is that?
[02:11:00.644 --> 02:11:04.087]   Because if you go to Florida, You think I'm going to find this on the streets of Florida?
[02:11:04.287 --> 02:11:05.308]  Absolutely not.
[02:11:05.428 --> 02:11:05.589]  No.
[02:11:05.629 --> 02:11:11.975]  So of course they have to attack the leaders of those states because everything is doing so well on the ground and for their residents.
[02:11:12.155 --> 02:11:14.698]  You go to a Democrat-run city, it's absolutely terrifying.
[02:11:14.918 --> 02:11:15.639]  You're not safe.
[02:11:15.859 --> 02:11:18.301]  You're walking past criminals all day, every day.
[02:11:18.341 --> 02:11:19.923]  You're watching people shoot up in the streets.
[02:11:20.083 --> 02:11:21.024]  You're watching robberies.
[02:11:21.044 --> 02:11:21.845]  You're watching crimes.
[02:11:22.065 --> 02:11:23.465]  The business owners are terrified.
[02:11:23.505 --> 02:11:24.606]  People can't even live there.
[02:11:24.646 --> 02:11:25.986]  They don't want to raise their children there.
[02:11:26.226 --> 02:11:35.068]  Remember in New York, parents are now taking their kids to counseling because the kids are so horrified by the drug users that are just ODing on the streets of New York City.
[02:11:35.108 --> 02:11:37.909]  I'm sure the, you know, scene is very similar in Portland.
[02:11:37.949 --> 02:11:41.049]  A lot of people moving out over there because they're like, I don't want my kids around this.
[02:11:41.409 --> 02:11:43.370]  So that's the reality of these cities.
[02:11:43.410 --> 02:11:57.994]   We're going to continue to highlight it because, you know, this administration can continue to bully us and pretend that The open border isn't bringing drugs in every single day and criminals and more homeless, but we're going to continue to expose it because nobody else seems to want to do the dirty work here.
[02:11:58.574 --> 02:12:01.815]  Savsaysofficial.com is her website.
[02:12:01.835 --> 02:12:03.896]  You can also find her on Banned.video at Savsays.
[02:12:03.916 --> 02:12:04.876]  Savannah, thank you so much.
[02:12:04.896 --> 02:12:07.317]  Alright folks, Gerald Cilenti takes over.
[02:12:07.337 --> 02:12:08.617]  Shop at Infowarsstore.com.
[02:12:08.637 --> 02:12:09.198]  Keep us on the air.
[02:12:09.018 --> 02:12:21.217]  I'll be back hosting the war room.
[02:12:21.961 --> 02:12:28.266]  When it comes to politics or culture, economics, we are always the cutting edge, tip of the spear.
[02:12:28.906 --> 02:12:32.409]  And when we talk about the products at InfoWareStore.com, they all blow you away.
[02:12:32.875 --> 02:12:34.997]  You'll just take them, and you'll just try them.
[02:12:35.097 --> 02:12:36.658]  I know you'll be repeat customers.
[02:12:37.239 --> 02:12:40.421]  And finally, one of our best-selling products, sold out for months, is back in stock.
[02:12:40.461 --> 02:12:41.342]  It's X3.
[02:12:41.462 --> 02:12:51.731]  It's all three types of the very best atomic iodine out there that supercharges your energy, your stamina, your libido, and number one, your immune system.
[02:12:52.111 --> 02:13:04.316]  So X3, despite the fact it was a run on iodine, is still on sale at 50% off right now at InfoWarStore.com and it funds the InfoWar, which is a 360 win.
[02:13:04.376 --> 02:13:10.778]  If you've not experienced the power of iodine, it takes two weeks to kick it on average, you've got to go to InfoWarStore.com and get X3 50% off.
[02:13:10.597 --> 02:13:15.597]  X3 50% off. X3 50% off. Infowarsstore.com.
[02:13:15.597 --> 02:13:22.318]  Hey, great being on the Alex Jones Show.
[02:13:22.783 --> 02:13:26.784]  And remember everybody, do what you can to support InfoWars.
[02:13:26.804 --> 02:13:29.166]  Because these are critical times.
[02:13:30.106 --> 02:13:39.510]  And they're blackmailing and blacklisting everybody that doesn't swallow the crap that they're shoving out and regurgitating.
[02:13:39.530 --> 02:13:42.712]  That's what the mainstream media is.
[02:13:43.612 --> 02:13:47.514]  It's adults with their head in a toilet bowl.
[02:13:49.421 --> 02:13:56.824]  Sucking up the crap and spewing it out and getting angry at you if you don't believe the crap that they believe in.
[02:13:57.764 --> 02:13:59.925]  So do what you can to support InfoWars.
[02:13:59.945 --> 02:14:01.345]  These are very critical times.
[02:14:02.466 --> 02:14:06.927]  Even, you know, they come up with a name like misinformation, which I find sexist.
[02:14:06.988 --> 02:14:08.228]  Misinformation.
[02:14:08.508 --> 02:14:09.909]  Why should it be gender information?
[02:14:10.309 --> 02:14:12.129]  Let's really be stupid about everything.
[02:14:13.450 --> 02:14:15.411]  And I can't say blackballed or blacklisted.
[02:14:15.491 --> 02:14:16.351]  Oh, that's racist.
[02:14:16.391 --> 02:14:18.172]  What could we call it?
[02:14:19.929 --> 02:14:20.650]  Woke listing.
[02:14:22.891 --> 02:14:28.996]  So anyway, they're silencing everybody that doesn't swallow their crap.
[02:14:29.817 --> 02:14:31.478]  And that's, end of story.
[02:14:32.799 --> 02:14:33.620]  End of story.
[02:14:36.002 --> 02:14:45.109]  Speaking of which, swallowing crap, you had that CDC director, you saw this on InfoWars site as well, that she tested positive for COVID-19.
[02:14:46.250 --> 02:14:54.527]   Now this is some arrogant loudmouth Telling everybody to get the shot, get boosted, blah, blah, blah, blah.
[02:14:55.268 --> 02:14:56.369]  And there you got it.
[02:14:58.530 --> 02:15:01.752]  Totally, totally vaxxed and maxed, vaxxed out.
[02:15:02.753 --> 02:15:03.934]  And she gets the virus.
[02:15:07.336 --> 02:15:15.062]  A vaccine that they said would have a 96% efficacy rate when they sold this to the people.
[02:15:17.492 --> 02:15:19.713]  And now we're going on almost three years later.
[02:15:19.733 --> 02:15:21.813]  It'll be three years in January.
[02:15:21.833 --> 02:15:22.714]  That's right.
[02:15:22.734 --> 02:15:31.996]  The COVID war began in January 2020 out of China on their Lunar New Year, the year of the rat.
[02:15:32.336 --> 02:15:35.117]  And there's a rat seller right looking at you.
[02:15:35.737 --> 02:15:38.798]  A rat seller selling a rat crap.
[02:15:39.418 --> 02:15:41.319]  Why don't you swallow my rat crap?
[02:15:42.972 --> 02:15:44.053]  Get that Vax!
[02:15:44.273 --> 02:15:45.254]  Get that Vax!
[02:15:45.814 --> 02:15:48.036]  Not one word about natural healing.
[02:15:48.697 --> 02:15:51.359]  Not one word about building your immune system.
[02:15:52.540 --> 02:15:54.161]  I know a woman that's a nurse.
[02:15:56.403 --> 02:15:59.145]  Been one for 40 years.
[02:16:01.307 --> 02:16:10.614]  I asked her, when you went to nursing school, did they teach you anything about building up your immune system, eating healthy?
[02:16:12.043 --> 02:16:12.744]  Supplements?
[02:16:13.104 --> 02:16:13.344]  Nope.
[02:16:14.446 --> 02:16:15.707]  Only drugs.
[02:16:16.848 --> 02:16:17.869]  Only drugs.
[02:16:17.929 --> 02:16:26.057]  Remember, there's not one prescription drug that cures Nalotropic disease.
[02:16:26.198 --> 02:16:26.498]  Nothing.
[02:16:29.981 --> 02:16:33.105]  All they do is they do away with the symptom.
[02:16:33.745 --> 02:16:39.305]   And you saw that thing about that That little Chrissy Cuomo, another daddy's boy.
[02:16:39.325 --> 02:16:41.767]  I got the job at CNN, the Cartoon News Network.
[02:16:41.787 --> 02:16:44.289]  They fired me and I got the job with somebody else.
[02:16:44.349 --> 02:16:46.250]  Again, it's one big club and you ain't in it.
[02:16:47.751 --> 02:16:53.556]  And he's having this conversation with Kanye West and West says to him, you know, did you work out today?
[02:16:53.576 --> 02:16:55.057]  He said, no, I didn't work out.
[02:16:55.077 --> 02:17:01.782]  He said, I took my my antidepressants drugs and I take them antidepressants every day.
[02:17:02.403 --> 02:17:04.044]  Oh, antidepressant?
[02:17:05.976 --> 02:17:10.158]  You mean you're so damn whacked out, you gotta get drugged out?
[02:17:10.179 --> 02:17:19.284]  Oh, and you're the arrogant antidepressant guy that shoves his crap out there and gets angry when people won't swallow it?
[02:17:20.224 --> 02:17:22.886]  Oh, remember when little Chrissy was locked down?
[02:17:23.266 --> 02:17:27.529]  Oh yeah, in his house because he had COVID and he wasn't gonna spread it to his kids.
[02:17:28.109 --> 02:17:29.690]  Yeah, and he's going out bicycling.
[02:17:32.079 --> 02:17:43.981]  This COVID war, again, it's in your magazine, the Trends Journal, week after week after week after week, now they're coming out with all the psychological and sociological damage that it caused.
[02:17:45.662 --> 02:17:50.242]  None of it was based on science, only political science.
[02:17:50.502 --> 02:17:51.323]  We'll be right back.
[02:17:52.203 --> 02:17:58.924]  Hey, great being on the Alex Jones Show, and again, as I said, do everything you can to support InfoWars.
[02:17:59.730 --> 02:18:05.014]  Just 7% of Americans have a great deal of trust and confidence in the media.
[02:18:05.535 --> 02:18:07.656]  This is according to a latest Gallup poll.
[02:18:08.477 --> 02:18:09.698]  Just 7%.
[02:18:11.559 --> 02:18:17.624]  But the power they have and the propaganda that they sell, boy, it works perfectly.
[02:18:19.045 --> 02:18:23.548]  This is from today's toilet paper record, the New York Slime.
[02:18:23.588 --> 02:18:26.190]  They call themselves the paper record.
[02:18:26.911 --> 02:18:31.691]   The paper record for selling lies, Fear and hysteria.
[02:18:32.071 --> 02:18:34.291]  Oh no, that's not misinformation.
[02:18:34.512 --> 02:18:36.532]  Oh, I gotta be careful, gender information.
[02:18:37.993 --> 02:18:38.993]  That's a fact.
[02:18:40.074 --> 02:18:45.896]  These are the lowlife scum that sold us the Iraq War.
[02:18:46.936 --> 02:18:47.677]  That's right.
[02:18:49.337 --> 02:18:49.957]  A fact.
[02:18:50.758 --> 02:18:51.318]  A fact.
[02:18:52.879 --> 02:18:56.322]  Ah, them aluminum tubes that he's getting from Niger!
[02:18:56.362 --> 02:18:57.263]  Hell yeah!
[02:18:57.583 --> 02:19:01.787]  Saddam Hussein is getting them and he's building those weapons of mass destruction.
[02:19:02.207 --> 02:19:02.427]  Yep.
[02:19:03.969 --> 02:19:06.391]  This is the garbage that they spew out.
[02:19:06.471 --> 02:19:06.891]  Look at this.
[02:19:08.833 --> 02:19:11.015]  All the news that's fit to print.
[02:19:12.456 --> 02:19:15.439]  You mean all the crap that you want to sell?
[02:19:16.605 --> 02:19:18.546]  Is the news that's fit to print?
[02:19:19.046 --> 02:19:20.267]  Who are you talking to?
[02:19:20.747 --> 02:19:25.890]  Oh, I'm talking to all the Americans that still have a mind like they're in high school.
[02:19:27.071 --> 02:19:30.312]  Yeah, what they call an adult population.
[02:19:30.332 --> 02:19:30.773]  Look at this.
[02:19:31.633 --> 02:19:38.817]  Look at this terrible, terrible picture here of this poor guy doing a push-up with no legs.
[02:19:40.918 --> 02:19:43.339]  Finding camaraderie in recovery.
[02:19:45.623 --> 02:19:57.450]  At an old medical center in Western Ukraine, war amputees are forming a community as they adjust to their new lives.
[02:19:59.712 --> 02:20:00.152]  Terrible.
[02:20:03.394 --> 02:20:05.455]  Then you go to page six and seven.
[02:20:05.475 --> 02:20:11.919]  Look at this.
[02:20:13.240 --> 02:20:13.660]  Look at this.
[02:20:13.860 --> 02:20:14.701]  Terrible, terrible.
[02:20:15.970 --> 02:20:16.670]  Coverage, right?
[02:20:17.591 --> 02:20:18.151]  How sad.
[02:20:21.173 --> 02:20:21.973]  New York Times.
[02:20:23.234 --> 02:20:36.881]  How come you weren't covering, day after day, the amputees from America's Iraq War?
[02:20:38.442 --> 02:20:41.104]  Or, I should say, Iraq War.
[02:20:43.245 --> 02:21:11.935]   Why weren't you covering Every day, the amputees from America's Afghan War, the one that only lasted for 20 years, brought to you by a little daddy's boy with a pair of cojones much smaller than a mothball, a little clown of a moron jerk, George W. Bush.
[02:21:15.620 --> 02:21:16.981]  How come you weren't covering that?
[02:21:17.481 --> 02:21:35.209]  How come you didn't have photos day after day of the American troops that lost their arms and their legs and their minds?
[02:21:37.950 --> 02:21:39.451]  Day after day.
[02:21:39.891 --> 02:21:40.772]  You never did that.
[02:21:40.852 --> 02:21:41.492]  You know why?
[02:21:41.913 --> 02:21:45.755]  Because you're low-life propaganda prostitutes.
[02:21:46.155 --> 02:21:56.502]  You're little media whores that put out for your corporate pimp and your government whoremasters.
[02:21:58.723 --> 02:22:01.685]  Day after day, people see this.
[02:22:01.825 --> 02:22:02.786]  Oh, those Russians.
[02:22:03.246 --> 02:22:04.307]  Look what they're doing.
[02:22:04.807 --> 02:22:06.148]  Look how terrible this is.
[02:22:06.208 --> 02:22:07.189]  Look at this little clown.
[02:22:07.881 --> 02:22:09.022]  Look at these little clowns!
[02:22:10.123 --> 02:22:12.025]  And people swallow their crap!
[02:22:13.466 --> 02:22:16.909]  Yeah, Obama, the Nobel Piece of Crap Prize winner!
[02:22:17.549 --> 02:22:19.411]  I want that guy sought out of there!
[02:22:19.431 --> 02:22:23.614]  I want that guy, uh, Gaddafi out of there!
[02:22:24.355 --> 02:22:26.297]  Quote, I'm really good at killing people!
[02:22:26.317 --> 02:22:29.079]  Oh yeah, little Billy Clinton!
[02:22:29.620 --> 02:22:34.564]  Every time he got caught with his pants down, bombs away over Baghdad!
[02:22:35.413 --> 02:22:45.598]  How come you weren't showing the deaths of the 500,000 children that Bill Clinton killed because of the sanctions he put on Iraq?
[02:22:45.938 --> 02:22:47.559]  Oh no, that's not me talking.
[02:22:47.899 --> 02:23:08.776]   That's Leslie Stahl at 60 Minutes asking Madeline All That Bright, or Not All That Bright, who was the UN ambassador at the time, America's ambassador to the United Nations, is the death of 500,000 Iraqi children worth the sanction?
[02:23:10.397 --> 02:23:11.098]  Yes it is!
[02:23:13.079 --> 02:23:14.600]  How come you didn't sell that?
[02:23:15.921 --> 02:23:16.762]  Who wrote this?
[02:23:19.403 --> 02:23:20.464]  Who put this out?
[02:23:22.866 --> 02:23:26.328]  I'd say, again, yeah, Madeline not all that bright.
[02:23:27.109 --> 02:23:28.330]  Another daddy's girl.
[02:23:33.280 --> 02:23:41.543]  Article by Eric Nagourney and David Guttenfelder.
[02:23:41.823 --> 02:23:42.143]  Yeah.
[02:23:44.484 --> 02:23:45.365]  Guttenfelder.
[02:23:45.505 --> 02:23:46.505]  Gutterfelder!
[02:23:47.325 --> 02:23:48.386]  Gutterfelder!
[02:23:49.386 --> 02:23:49.906]  Yeah, look at these.
[02:23:50.046 --> 02:23:50.827]  Look at these pictures.
[02:23:51.647 --> 02:23:52.767]  This isn't journalism.
[02:23:53.648 --> 02:23:56.029]  But they get the people to hate.
[02:23:56.889 --> 02:24:25.751]   To hate, to hate, to hate the Russians and keep supporting the war and now Ladies and gentlemen and children of all ages, the number now is going to be Congress is trying to push through a bill before they go into the midterms of another $50 billion of our money to send more weapons of death to Ukraine.
[02:24:27.435 --> 02:24:36.783]  That it will now bring the total, since February 24th, up to, you ready?
[02:24:36.803 --> 02:24:53.156]  115 billion bucks of our money going to the military-industrial complex, brought to you by the guy playing our head of the Department of Defense, Lloyd Austin!
[02:24:53.657 --> 02:24:55.558]  Oh, General Lloyd Austin!
[02:24:55.959 --> 02:24:56.219]  Yeah.
[02:24:56.886 --> 02:24:59.448]  General Lloyd Austin, you're a brilliant man.
[02:24:59.488 --> 02:25:01.490]  You did a great job in Afghanistan.
[02:25:01.830 --> 02:25:03.391]  Great job in Iraq.
[02:25:03.691 --> 02:25:04.712]  You're a loser!
[02:25:05.032 --> 02:25:08.355]  Just like Smiley Miley with those baggy eyes.
[02:25:08.876 --> 02:25:10.537]  All you guys... Oh, I forgot.
[02:25:11.438 --> 02:25:12.278]  I forgot.
[02:25:12.298 --> 02:25:19.564]  Lloyd Austin was on the board of directors of Raytheon, the second largest defense contractor.
[02:25:20.129 --> 02:25:25.995]  In the United States before he became our head of the Department of Defense.
[02:25:26.516 --> 02:25:28.357]  No little boys and girls.
[02:25:28.698 --> 02:25:30.600]  It's not a revolving door.
[02:25:30.940 --> 02:25:32.462]  It's an open door.
[02:25:32.482 --> 02:25:34.844]  And they own it.
[02:25:38.448 --> 02:25:38.628]  Yep.
[02:25:43.035 --> 02:25:46.557]  Yeah, look at all that, look at all that, look at all that, that, that, that drag crap.
[02:25:46.618 --> 02:25:48.079]  Oh, look at all the medals I won!
[02:25:48.099 --> 02:25:49.920]  Oh, look at all the medals I won!
[02:25:50.140 --> 02:25:52.181]  What are you, stealing the Boy Scouts?
[02:25:54.743 --> 02:25:55.864]  Save it, man!
[02:25:57.285 --> 02:25:58.906]  Not a word about peace!
[02:26:00.047 --> 02:26:05.351]  Oh, matter of fact, when you talk about peace, you're a piece of crap.
[02:26:06.051 --> 02:26:09.914]  Because Biden came out against that guy, uh, McCarthy.
[02:26:10.934 --> 02:26:15.720]   Who, um, He wants peace, sending less money to representatives.
[02:26:16.380 --> 02:26:23.881]  And Biden said, they said that if they win, they will not likely to fund, to continue to fund Ukraine.
[02:26:24.421 --> 02:26:25.662]  These guys don't get it.
[02:26:26.322 --> 02:26:28.142]  It's a lot bigger than Ukraine.
[02:26:28.722 --> 02:26:29.602]  It's Eastern Europe.
[02:26:29.662 --> 02:26:30.302]  It's NATO.
[02:26:30.662 --> 02:26:33.263]  It's really serious, serious consequential outcome.
[02:26:33.283 --> 02:26:35.543]  Hey, wait a minute.
[02:26:36.964 --> 02:26:38.964]  I don't care about, it's not my business.
[02:26:39.864 --> 02:26:42.626]  There's a border war going on between the United States.
[02:26:43.506 --> 02:26:46.528]  I mean, between Russia and Ukraine for like 300 years.
[02:26:47.088 --> 02:26:48.389]  Oh, and Biden talking tough?
[02:26:48.969 --> 02:26:50.370]  Oh, the draft Dodger Biden?
[02:26:50.890 --> 02:26:51.310]  What'd you get?
[02:26:52.971 --> 02:26:59.135]  You got a bunch of drafts when you went to college, draft affirmants when you went to college, and then you claim you had asthma?
[02:26:59.315 --> 02:27:00.376]  You got asthma?
[02:27:00.696 --> 02:27:00.876]  Yeah.
[02:27:01.476 --> 02:27:03.017]  A-S-S-M-A.
[02:27:03.177 --> 02:27:04.358]  Yeah, that's what you got.
[02:27:05.458 --> 02:27:06.219]  Asthma.
[02:27:07.122 --> 02:27:08.603]  Yeah, and it's hitting your brain.
[02:27:08.683 --> 02:27:10.205]  Oh, that's why I got a draft deferment.
[02:27:11.246 --> 02:27:17.491]  These tough guys, these tough guys, like little Lindsey Graham, couldn't fight his way out of a paper bag.
[02:27:17.711 --> 02:27:19.152]  But boy, do they love war.
[02:27:19.353 --> 02:27:20.714]  They're little war whores.
[02:27:22.996 --> 02:27:23.876]  But they don't put out.
[02:27:25.057 --> 02:27:25.278]  No.
[02:27:27.079 --> 02:27:27.680]  Just kill.
[02:27:28.200 --> 02:27:28.921]  We'll be right back.
[02:27:29.401 --> 02:27:31.343]  Hey, great being on the Alex Jones Show.
[02:27:31.383 --> 02:27:34.746]  And remember, do everything you can to support InfoWars.
[02:27:35.543 --> 02:27:38.965]  Because they're supporting the truth as the truth is being stolen from us.
[02:27:40.185 --> 02:27:47.749]  And I was talking about the idiocy of going after people that don't want to spend our money to keep bloodying the killing fields of Ukraine.
[02:27:48.409 --> 02:27:53.712]  This war would have been over a long time ago if the United States didn't keep sending in all this dough.
[02:27:54.533 --> 02:27:57.194]  And this is from Politico.
[02:27:58.254 --> 02:28:10.122]   Representative Liz Cheney on Sunday branded Kevin McCarthy, the leader of the Pro-Putin wing of the GOP.
[02:28:12.663 --> 02:28:15.764]  After the House Minority Leader suggested cutting U.S.
[02:28:15.824 --> 02:28:18.405]  funding of Ukraine's war effort.
[02:28:20.286 --> 02:28:25.848]  In an interview with NBC's Chuck Toad, or Todd, or is it Toad?
[02:28:25.868 --> 02:28:27.248]  It's Toad.
[02:28:27.849 --> 02:28:29.469]  Nothing but a little froggy boy.
[02:28:30.210 --> 02:28:32.230]  Meet the Prestitutes, or Meet the Press.
[02:28:33.931 --> 02:28:51.359]   Wyoming Republican who has been Unremitting in her criticism of her party's turn to Trumpism, unleashed a litany of concerns over McCarthy's potential speakership should Republicans win the House in November.
[02:28:51.499 --> 02:29:09.949]   Quote, look, the speaker is second in line to the presidency, Cheney said, at every moment since, frankly, the aftermath of the election of 2020, when my minority leader McCarthy He's had the opportunity to do the right thing or do something that serves his own political purpose.
[02:29:10.009 --> 02:29:12.551]  He always chooses to serve his own political purpose.
[02:29:12.611 --> 02:29:12.871]  Okay.
[02:29:13.252 --> 02:29:14.353]  What is the right thing?
[02:29:15.013 --> 02:29:16.214]  Here's such as the right thing.
[02:29:16.574 --> 02:29:18.896]  Quote, such as aid to Ukraine.
[02:29:19.917 --> 02:29:24.921]  The idea that the party is now long, no longer going to support the Ukrainian people.
[02:29:26.283 --> 02:29:26.803]  You got it.
[02:29:28.004 --> 02:29:29.425]  I'm not a repulsive Ken.
[02:29:30.066 --> 02:29:31.347]  I'm not a demo crap.
[02:29:32.822 --> 02:29:42.966]  I don't support war, but you, Cheney, you, you loser, and they still quote this loser who couldn't win the election.
[02:29:43.446 --> 02:29:44.026]  Loser.
[02:29:44.046 --> 02:29:46.227]  Oh, a daddy's girl.
[02:29:46.247 --> 02:29:48.168]  A little daddy's girl.
[02:29:48.568 --> 02:29:51.869]  You got there because of Dick Cheney.
[02:29:51.889 --> 02:29:53.410]  Oh, I gotta be proper.
[02:29:53.450 --> 02:29:54.550]  I can't get blacklisted.
[02:29:55.310 --> 02:30:08.374]  Penis Cheney, her father, a warmongering, low-life, lying piece of crap that got us into the Iraq War and the Afghan War.
[02:30:09.534 --> 02:30:14.836]  And this is who the media sells, a worthless war hawk-ish.
[02:30:17.257 --> 02:30:17.957]  Clown.
[02:30:19.277 --> 02:30:21.218]  A Cheney clown.
[02:30:22.325 --> 02:30:24.126]  I gotta hear this crap!
[02:30:24.666 --> 02:30:27.127]  That's why you listen to InfoWars.
[02:30:27.467 --> 02:30:31.448]  You don't get this kind of crap, and that's why you subscribe to the Trends Journal.
[02:30:32.009 --> 02:30:34.009]  We would never do things like... Look at this!
[02:30:34.429 --> 02:30:35.290]  Loser!
[02:30:35.770 --> 02:30:36.830]  You're a loser!
[02:30:37.170 --> 02:30:38.971]  You're nothing but a daddy's girl!
[02:30:38.991 --> 02:30:40.852]  You got there because you're lying, daddy!
[02:30:41.192 --> 02:30:41.272]  Oh!
[02:30:41.852 --> 02:30:42.693]  Alex Jones!
[02:30:43.053 --> 02:30:43.913]  Alex Jones was...
[02:30:44.887 --> 02:30:50.112]  Sued for, quote, lying, according to the toilet paper of record, the New York Times.
[02:30:50.492 --> 02:30:57.478]  How about the lies that Saddam Hussein had weapons of mass destruction and ties to al-Qaeda?
[02:30:59.340 --> 02:31:02.702]  That Bush and Cheney and Wolfowitz.
[02:31:04.004 --> 02:31:07.947]  I can't say the other word, but it starts with an S. It's Wolfer.
[02:31:08.307 --> 02:31:08.908]  You got it.
[02:31:09.608 --> 02:31:10.930]  And ends with a T and an S.
[02:31:13.184 --> 02:31:15.226]  One lying clown after another.
[02:31:15.947 --> 02:31:18.048]  How come they're not brought up on trial?
[02:31:19.490 --> 02:31:21.611]  Alex Jones didn't... I don't believe this!
[02:31:21.792 --> 02:31:22.812]  Why, how dare you?
[02:31:23.113 --> 02:31:38.527]   By the way, go to the Gerald Cilenti or the Trends Journal site on YouTube and judge Napolitano and I We did a, and the judges, this guy's the top constitutional lawyer.
[02:31:39.067 --> 02:31:41.208]  He knows the constitution like nobody else.
[02:31:41.888 --> 02:31:50.932]  You know, the deal is a judge, Judge Napolitano, and about the illegality of bringing Alex Jones up on trial.
[02:31:51.212 --> 02:31:53.733]  This is a violation of the First Amendment.
[02:31:54.293 --> 02:31:59.575]  But the hypocrisy that they could allow Bush and Cheney to get away with these lies.
[02:31:59.935 --> 02:32:01.296]  You know, I had the rally here.
[02:32:01.937 --> 02:32:12.244]  In July, July 23rd at the Four Corners of Freedom over here, the most historic Four Corners in America, the only place with pre-Revolutionary War buildings, where the seeds of democracy was sown.
[02:32:13.045 --> 02:32:14.225]  The Four Corners of Peace.
[02:32:16.347 --> 02:32:23.972]  And I had Phil Giraldi, one of the speakers, along with Napolitano, Scott Ritter, and Phil Giraldi.
[02:32:25.693 --> 02:32:26.293]  Yep, there it is.
[02:32:26.353 --> 02:32:27.454]  That's the one to check out.
[02:32:27.594 --> 02:32:28.575]  You're not going to want to miss it.
[02:32:29.850 --> 02:32:33.211]  And Phil Giraldi was a former top CIA guy.
[02:32:34.391 --> 02:32:36.511]  This again, he was a speaker at my event.
[02:32:37.851 --> 02:32:41.132]  Giraldi was in the office with little Georgie Bush.
[02:32:41.632 --> 02:32:45.453]  Little Georgie... ...Locajones Bush.
[02:32:47.373 --> 02:32:56.535]  Giving him the data, the papers, the information that Saddam Hussein does not have weapons of mass destruction and ties to al-Qaeda.
[02:32:58.495 --> 02:32:58.935]  They told...
[02:33:00.523 --> 02:33:01.944]  Giraldi to leave the office.
[02:33:04.847 --> 02:33:09.551]  Giraldi, being a real man, quit the CIA.
[02:33:10.832 --> 02:33:14.616]  He said the whole CIA knew there were no weapons of mass destruction attached to Al-Qaeda.
[02:33:14.996 --> 02:33:16.057]  Look at this little clown.
[02:33:16.077 --> 02:33:25.946]  88% of the people swallow this little moron clown's crap that we're gonna get Osama Bin Laden, get him alive!
[02:33:26.895 --> 02:33:31.358]  Over in Afghanistan, and they believe the garbage of Mission Impossible.
[02:33:32.379 --> 02:33:34.801]  Yeah, Mission Impossible, you spelt it wrong.
[02:33:36.582 --> 02:33:40.785]  Oh, and they call the people that fight Americans, when Americans invade their country, militants.
[02:33:40.865 --> 02:33:41.305]  I love that.
[02:33:41.626 --> 02:33:42.606]  Iraqi militants?
[02:33:43.147 --> 02:33:44.448]  Try today to... Yeah.
