[00:00:00.069 --> 00:00:01.290]  Yeah, Liberal World Order.
[02:16:15.420 --> 02:16:15.580]  St.
[02:16:15.600 --> 02:16:27.245]   Augustine wrote a famous book that I lectured on and did several hours of lectures through the city of God, which is one books in the history of Western literature and the canon of Scripture,
[02:16:29.625 --> 02:17:00.150]   of great lip and you know he characterizes the two cities at war in history the city of God being God's people the church and the city of man being mankind in rebellion against God worshiping by default Satan not necessarily directly but indirectly even through the worship of self so the city of man which is erected around humanism secularism polytheism Satanism you name it versus the city of God, which is the church or God's people.
[02:17:00.150 --> 02:17:05.870]   And so as we move through all the way, you know, the time of Genesis up into, as we said,
[02:17:05.870 --> 02:17:12.550]   the Tower of Babel and the events of Genesis 10, you know, God confuses that situation
[02:17:12.637 --> 02:17:20.224]  In other words, He gives us languages because there was an attempt to unify the world around this single beast type of system and world power.
[02:17:20.765 --> 02:17:27.491]  So Nimrod then becomes a type of every future sort of Antichrist until we get to the final Antichrist figure.
[02:17:28.417 --> 02:17:31.339]  Whenever that is, at the end of days, or at the end of the world.
[02:17:31.499 --> 02:17:37.222]  We don't know when that is, but we know that there will be certain signs, and that's what we're going to look at today, to see what are the biblical signs.
[02:17:37.242 --> 02:17:46.008]  Not what are the headlines, not what are the various preachers' speculations and end times, dates, and all that kind of nonsense, but what are the actual signs that are listed.
[02:17:46.468 --> 02:17:58.304]  And there's other points that I think we want to pay attention to, to see that there will be things like a one-world economic attempt, a one-world government attempt, there will be a one-world religion attempt as well.
[02:17:58.884 --> 02:18:03.971]  All of those factor very prominently into the totality of the message of Scripture, both Old and New Testament when it comes to this.
[02:18:04.011 --> 02:18:10.055]   And also, I'm an Orthodox Christian, so what are the saints of the first thousand years of the church?
[02:18:10.075 --> 02:18:12.877]  What are the great theologians of the first thousand years of the church?
[02:18:12.917 --> 02:18:15.018]  What did they think about the end times?
[02:18:15.079 --> 02:18:19.041]  The very people who compiled the canon of scripture in the first several centuries.
[02:18:19.081 --> 02:18:23.204]  What did they think would be the sign of the last days?
[02:18:23.344 --> 02:18:24.364]  So we'll look at that here in a minute.
[02:18:25.948 --> 02:18:29.049]  As we come through scripture, we see a lot of other types of Antichrist.
[02:18:29.069 --> 02:18:30.870]  We think of the figure of Pharaoh, right?
[02:18:30.890 --> 02:18:36.552]  Pharaoh is a perfect image of Antichrist because he's a state figure who claims to be God.
[02:18:37.312 --> 02:18:38.353]  He sees himself as God.
[02:18:38.393 --> 02:18:47.576]  We know that in Egyptian religion, Pharaoh was kind of the apex of the... You had the heavens that come down like this as a pyramid, and then the earth, earthly rulers go up like this.
[02:18:47.615 --> 02:18:54.095]   and Pharaoh's at the middle of that apex as the bridge between heaven and earth as God himself.
[02:18:54.095 --> 02:18:59.975]   So Pharaoh was a kind of a type of antichrist in that he was an inversion of the incarnation, right?
[02:18:59.975 --> 02:19:01.575]  The son of God becoming man.
[02:19:01.575 --> 02:19:03.454]  Well, Pharaoh said, "No, I am the son of God.
[02:19:03.454 --> 02:19:05.495]  "I am God, I am both man and God."
[02:19:05.495 --> 02:19:11.435]   He's the man God that should be worshiped as the great image of the beast system or the state.
[02:19:11.435 --> 02:19:14.556]   And so he, of course, persecuted God's people as everybody knows in Exodus.
[02:19:14.556 --> 02:19:20.175]   And we have the plagues, which ironically, if you look into the history of that,
[02:19:20.175 --> 02:19:24.216]   each plague is actually an attack on a specific Egyptian deity.
[02:19:24.247 --> 02:19:30.052]  So there's kind of a spiritual battle of apologetics going on there in terms of the different deities that are being attacked.
[02:19:30.092 --> 02:19:32.994]  And so Pharaoh then is clearly a type of Antichrist.
[02:19:33.375 --> 02:19:40.461]  Other figures that could be types of Antichrist, not just the other pagan emperors and rulers, but the figure actually of Solomon.
[02:19:40.861 --> 02:19:55.440]   And the reason Solomon is a curious type of Antichrist is that Solomon started out very good as we know from the historical books of Scripture, but then he had so many wives, he got into such a fascination with
[02:19:56.169 --> 02:20:02.132]  The ladies, we'll say, that he caved in and started worshipping the gods of his wives, right?
[02:20:02.492 --> 02:20:08.075]  So the gods of his wives were all the surrounding pagan beliefs, and then he allowed that to come into Israel.
[02:20:08.115 --> 02:20:15.638]  And so we see a gradual decline in the faithfulness and the kingdom under the person of Solomon, who, as we said, begins very good.
[02:20:15.658 --> 02:20:37.745]   So Solomon becomes a kind of a dual type, both of the apostasy of the church that Paul talks about in 2 Thessalonians, And of the evil of the Antichrist in the sense that there's a specific text in scripture that not many people know about where it says that Solomon brought in 666 talents of gold as a sort of a tax that he would do, right?
[02:20:38.345 --> 02:20:49.349]   And so that's I think a key indicator that that number, that mystical number of 666 that John talks about in the Apocalypse, We're supposed to connect that also to the idea of the apostasy of Solomon.
[02:20:49.890 --> 02:21:02.343]  And so that becomes, in a nutshell, also a kind of a microcosm of the apostasy of the life of the nation of Israel, who eventually, you know, goes against God in so many cases in the Old Testament.
[02:21:02.363 --> 02:21:15.290]   The prophets have to call them back, right, out of that Out of that apostasy, so we can see an image of both the false religion of the future and the false state ruler Antichrist the beast in the figure of Solomon as well.
[02:21:16.210 --> 02:21:18.551]  Other figures like Nimrod, excuse me, Nebuchadnezzar.
[02:21:18.611 --> 02:21:26.775]  If you read the book of Daniel, you'll notice that the great idol that Nebuchadnezzar erects and then says you have to, you know, worship this, fall down before this.
[02:21:26.835 --> 02:21:29.516]  And of course, everybody knows the story of Daniel and his friends.
[02:21:29.556 --> 02:21:33.636]   they don't do it and they're put into the fiery furnace and we see in the
[02:21:33.636 --> 02:21:38.636]   midst of the fiery furnace one like the Son of Man standing amongst them. That's
[02:21:38.636 --> 02:21:41.636]   of course the angel the Lord who throughout the Old Testament has always
[02:21:41.636 --> 02:21:46.156]   given this form, this appearance, or what's called a theophany or a
[02:21:46.156 --> 02:21:49.595]   manifestation and he's always distinguished from the person of God the
[02:21:49.595 --> 02:21:53.595]   Father throughout the Old Testament. So this angel the Lord figure, at least
[02:21:53.595 --> 02:21:56.915]   according to the the classic Orthodox Christian interpretation of the church
[02:21:56.915 --> 02:22:00.915]   fathers and so forth, that is the person of Christ before his incarnation.
[02:22:01.357 --> 02:22:03.838]  So we see the messenger of the Lord, right?
[02:22:03.958 --> 02:22:06.859]  Angel doesn't always mean a created being, it can just mean a messenger.
[02:22:07.199 --> 02:22:14.041]  The angel of the Lord, the messenger of the Lord, is called God, he's called Yahweh, he's called divine.
[02:22:15.134 --> 02:22:18.797]  And that's who's there, spoken of in the myths of the fiery furnace, the angel of the Lord.
[02:22:19.498 --> 02:22:27.905]  Now, as we go into other texts, we see other characters who, as I said, are very, very clear emblematic figures of Antichrist.
[02:22:27.945 --> 02:22:34.990]  One of those is in the books that are not in the Protestant canon of Scripture, but are in the Catholic and Orthodox canon of Scripture, in the books of the Maccabees.
[02:22:35.431 --> 02:22:48.258]   And we find in the books of the Maccabees this figure, Antiochus Epiphanes, and he's important because He engages in this event that will become later cited by Christ in the Synoptic Gospels as the abomination of desolation.
[02:22:48.278 --> 02:23:07.530]   It's the abomination spoken of by the prophet Daniel, and I think that Daniel is talking about, especially in those latter chapters, Alexander the Great and then the people who were his sort of underlings who took over after him, one of whom was the most famous Antichrist figure, Antiochus Epiphanes.
[02:23:07.570 --> 02:23:15.956]  And of course, if you read the Book of Maccabees, you know that Antiochus goes into the temple and defiles it by sacrificing a pig on the altar viewed as an unclean animal.
[02:23:16.376 --> 02:23:21.680]  This is a great defilement and it's called the Abomination of Desolation that Daniel predicts.
[02:23:22.313 --> 02:23:35.137]  So when Jesus references this in the Gospels in Matthew 24 and Luke 21, He's referring back to the text in Daniel and He says in Luke 19 that you will see this temple raised to the ground.
[02:23:35.177 --> 02:23:39.359]  You and your children, there will not be one stone left upon this.
[02:23:39.419 --> 02:23:40.819]  This is Luke 19.
[02:23:43.620 --> 02:23:46.381]  I can barely see the... I can't see the verses here, but...
[02:23:48.087 --> 02:23:51.032]  It's right at the end of Luke 19 right before he cleanses the temple.
[02:23:51.072 --> 02:24:10.003]   He says that the temple and all of its bricks will be raised to the ground and he even says that it will come upon this generation in Luke 21 because they didn't know the time of their visitation and this was the This was the vindication and the vengeance of all things spoken in the prophets, he says in Matthew 23, coming upon this generation, that is the generation standing in front of him.
[02:24:10.103 --> 02:24:18.369]  So this is what's called partial preterism, the idea that a lot of the texts that are talking about the destruction of the temple will be fulfilled in 70 AD.
[02:24:18.389 --> 02:24:25.274]  And this is very important for Christian prophecy and proving Christianity because these prove that Jesus' predictions did come true.
[02:24:25.414 --> 02:24:27.115]  There is an end times fulfillment.
[02:24:27.515 --> 02:24:34.317]  But the immediate context, if you read Luke 19, especially Luke 21, Jesus is very clearly talking about the temple in his day.
[02:24:34.797 --> 02:24:37.978]  He even says, this temple here that you see will be raised to the ground.
[02:24:37.998 --> 02:24:41.539]  That will be a sign of the diaspora that occurs.
[02:24:41.559 --> 02:24:47.581]  That will be a sign of the judgment that's to come, the 70 AD destruction of the temple.
[02:24:48.121 --> 02:25:08.453]   That is, and so the character there, Titus Vespasian, is another Antichrist type of figure, just like Antiochus Epiphanes, who was a Greek, And now you have Titus the Roman, so both the Greeks and the Romans engage in this profanation and this blasphemous event, right, which is part of those covenantal sanctions and punishments for Israel's apostasy.
[02:25:08.473 --> 02:25:09.454]  Don't go anywhere, we'll be right back.
[02:25:09.834 --> 02:25:13.478]  Welcome back to the Alex Jones Show, this is Jay Dyer of jaysandalsos.com.
[02:25:13.498 --> 02:25:41.262]   We're working our way through the historical types, the figures who are emblematic of Antichrist The final Antichrist who will come and we're looking for the signs that will be present when that figure emerges and we can see elements of that final figure in the historical Antichrist figures that have come and we're working our way up through the Old Testament and we got up to the New Testament period when we have after Antiochus Epiphanes there's a another lesser-known book Third Maccabees that not many people know about
[02:25:41.914 --> 02:25:52.338]  But that also describes a figure named Ptolemy, an Egyptian ruler as well, who also repeats this pattern of trying to profane the temple and take over and destroy Israel.
[02:25:52.759 --> 02:26:04.624]  And there's a specific text at the very beginning of 3rd Maccabees where it says that he tries to basically catalog and mark and track all of his empire and all those under him.
[02:26:04.684 --> 02:26:13.907]   And that becomes another key type, historical type figure, because we know, of course, in Revelation 13 that Antichrist, at the end, will do the same type of thing.
[02:26:13.947 --> 02:26:24.229]  He will try to control all commerce and all food and so forth through a mark upon every citizen in some way, however that may be.
[02:26:24.629 --> 02:26:28.950]  I think we're beginning to see inklings of that with the kinds of systems that are rolling out.
[02:26:28.970 --> 02:26:37.632]  I don't think that we're looking at the Mark of the Beast system, but it's definitely that spirit and that kind of thing that we've seen in the last few years rolling out.
[02:26:38.192 --> 02:26:54.078]  And so, the reason we look at these historical patterns is to show that the spirit of Antichrist, the spirit of Satan, does the same thing over and over, and they try to incarnate and instantiate the same program, the same plan, over and over and over.
[02:26:54.118 --> 02:27:30.998]   And that's part of the message of Scripture, is telling us that very thing, that this demonic spirit, this power in the universe that wants to destroy man, that wants to Basically destroy the universe right is engaged in the same playbook over and over and it can almost like it's almost like it can't but do that right and So from the time of Babel and we come all the way up to the time of Christ We see it repeated once again and Herod the figure of Herod becomes another version of this because if you remember he does the same thing that Pharaoh did right he has tries to have the infants murdered and ultimately we see this as he actually has them murdered right and
[02:27:32.593 --> 02:27:37.115]  And he does this out of an attempt to destroy the lineage of the Messiah, right?
[02:27:37.155 --> 02:27:51.882]  I think that whether it's Pharaoh or whether it's Herod, we're told in the New Testament that the motivation for this going after and destroying and murdering the infants is to destroy the lineage of the Messiah, which we know would come through the Jews.
[02:27:52.866 --> 02:28:01.373]  So, and of course, you know, abortion is also a satanic sacrifice just in itself, right, apart from trying to destroy the Messianic lineage.
[02:28:01.433 --> 02:28:12.022]  But the main reason in Scripture is said to be that, you know, Satan wanted to get rid of the line through which the Messiah would come, right, the descendants of Abraham, the descendants of David.
[02:28:13.547 --> 02:28:19.370]  And so we can see then that repeated pattern of trying to create that world government.
[02:28:19.431 --> 02:28:22.572]  But another thing that comes about is, as we said, this sign.
[02:28:22.592 --> 02:28:27.155]  So the first sign is the attempt to unify everybody, to destroy the church, destroy God's people.
[02:28:27.195 --> 02:28:48.685]   This attempt to Subvert the church in a unique and bizarre way through which we do get inklings of this as we said in Old Testament Israel Through getting the church to compromise getting the church to water its message, and it's teaching down getting them to teach doctrines that are conformable to the standards of the world and not to God standards so for example
[02:28:49.165 --> 02:28:52.927]  The moral decline that we've seen, these kinds of things are obvious signs.
[02:28:52.967 --> 02:28:54.648]  Of course, we've always seen that in history, right?
[02:28:55.048 --> 02:28:57.089]  So, what's the real essence of the end times?
[02:28:57.109 --> 02:29:02.611]  Well, according to the second Thessalonians, Paul says that the Church will undergo a massive apostasy.
[02:29:02.651 --> 02:29:07.534]  We'll see more and more and more of the Church caving to that idea.
[02:29:07.554 --> 02:29:11.715]  And in my view, this is my opinion based on many of the Church Fathers, like St.
[02:29:11.735 --> 02:29:13.496]  Cyril of Alexandria.
[02:29:13.516 --> 02:29:22.530]   In a lot of his interpretation of Scripture, he believes that The largely gentile church, now there have always been Jewish believers in every age of the church, but
[02:29:23.368 --> 02:29:38.301]  The idea, based on Romans 11, that the largely, mainly Gentile church will eventually apostatize, and then we'll begin to see more and more Jews convert to the faith and be grafted in according to what Paul says.
[02:29:38.361 --> 02:29:42.161]   And so this is typically, even the Orthodox Church, many of its saints and elders have
[02:29:42.161 --> 02:29:46.200]   pointed out that one of the key signs that we would be living in the last days would
[02:29:46.200 --> 02:29:51.521]   be more and more Jews converting to authentic Christianity, in my view, to Orthodox Christianity,
[02:29:51.521 --> 02:29:52.880]  and we would see a revival.
[02:29:52.880 --> 02:29:57.661]   So that is one of the signs that's listed, as well as a massive apostasy of the largely
[02:29:57.661 --> 02:29:58.661]  Gentile church.
[02:29:58.661 --> 02:30:02.200]   It doesn't mean there won't be still Gentile believers in the end times or anything like
[02:30:02.455 --> 02:30:05.776]  There would be, but it's sort of a reversal, right?
[02:30:05.816 --> 02:30:13.860]  In the first century, you had the Jews not accepting, on the whole, in terms of the national acceptance of the message of Christ.
[02:30:14.300 --> 02:30:23.184]  And then at the end, you kind of get a flip where most of the Gentile church, where Jesus talks about the times of the Gentiles coming to an end, it'll flip to where you'll have a conversion of the Jews.
[02:30:23.405 --> 02:30:25.586]  And I think that's what Romans 11 is talking about.
[02:30:27.286 --> 02:30:30.755]   And so, you know, But I think both of these things are taught in scripture.
[02:30:30.775 --> 02:30:32.376]  I don't think that it's a either or.
[02:30:32.416 --> 02:30:38.759]  We have to fall over into these extremes that a lot of people fall over into when it comes to these sort of difficult, controversial questions.
[02:30:40.512 --> 02:30:49.781]  But regardless, when we consider that figure of Antichrist, one of the key figures that we have to look at as an end times emblem would be the figure of Nero.
[02:30:49.941 --> 02:30:53.124]  I believe that there's a great book written by Dr. Ken Gentry.
[02:30:53.785 --> 02:30:56.627]  It's a PhD thesis on the dating of the Book of Revelation.
[02:30:56.647 --> 02:31:01.047]   He makes a really strong argument that it was written prior to 100 AD.
[02:31:01.047 --> 02:31:05.727]   And he argues that the best figure that could, in the first century, fit this image of Antichrist
[02:31:05.727 --> 02:31:06.727]  would be Nero.
[02:31:06.727 --> 02:31:11.647]   Nero Caesar, of course, was a rabid persecutor of the Church and of Christianity.
[02:31:11.647 --> 02:31:16.006]   And one of the key indicators that this could be the case is that John in the Apocalypse
[02:31:16.006 --> 02:31:20.967]  is using 666 as a form of Gematria.
[02:31:20.956 --> 02:31:31.004]  Now I don't mean that in a weird esoteric sense, just in the sense of a code, because in the ancient world languages functioned also as their numerical indicators, right?
[02:31:31.044 --> 02:31:35.127]  So alpha would be the number one, beta would be the number two in the Greek.
[02:31:35.588 --> 02:31:39.831]  And so what's interesting is that there are textual variants of the apocalypse.
[02:31:40.667 --> 02:31:42.688]  Specifically where it mentions the 666.
[02:31:43.828 --> 02:32:10.832]   There's a few manuscripts that mention 616 and interestingly you can tease out of that Nero Caesar in both the 666 and the 616 which is a really strong indicator that John writing in code and wanting to mention you know to the seven churches of Asia Minor the figure of Antichrist the beast under the guise of Rome and we know it's Rome because he says the city on seven hills where the beast is and He's definitely talking about, in my view, Nero Caesar.
[02:32:11.732 --> 02:32:20.914]  And so that's, again, a very important indicator that proves that a lot of Jesus' prophecies and predictions in Luke 21 and Matthew 24 are fulfilled in 70 AD.
[02:32:20.934 --> 02:32:27.375]  And that proves to us the New Testament proves, in part, the veracity of Jesus' messages, especially in the Olivet Discourse.
[02:32:27.795 --> 02:32:34.597]  That's why the Book of the Apocalypse, again, written to seven actual historical churches in Asia Minor, and by the way, several of those churches still exist.
[02:32:34.957 --> 02:32:36.737]  Several of those Orthodox churches still exist.
[02:32:37.481 --> 02:32:38.542]  Orthodox Church of Ephesus.
[02:32:38.842 --> 02:32:46.389]  It traces its lineage all the way back to the time when John was writing his letters to them, the bishops of Ephesus, right?
[02:32:47.070 --> 02:32:51.013]  And, you know, he begins that letter by saying, these things will quickly come to pass.
[02:32:52.074 --> 02:33:01.122]  Well, if the book is primarily about stuff 2,000 years later, it doesn't really have much reference to the people at that time who got the message that it would quickly come to pass, right?
[02:33:01.262 --> 02:33:04.285]  Remember, Jesus said that a lot of these things would come upon this generation.
[02:33:05.037 --> 02:33:08.518]  So I do think there's end times events, but I think the events of 70 A.D.
[02:33:08.718 --> 02:33:11.459]  are a type of the end time events, right?
[02:33:11.499 --> 02:33:12.620]  And that's the Orthodox view.
[02:33:12.640 --> 02:33:26.565]  There's a great book put out by Jordanville Monastery, which is an Orthodox monastery, which is a collection of saints, elders, and church fathers on their takes on the history or from the history of the church on Antichrist and apostasy.
[02:33:26.605 --> 02:33:29.166]  And they make this point that the destruction of the temple in 70 A.D.
[02:33:29.246 --> 02:33:33.187]  is a type of the end of the world because the temple is an emblem of the universe.
[02:33:33.999 --> 02:33:41.224]  And so it's being destroyed and raised as an emblem of the heavens and the earth being rolled up as Hebrews talks about at the end of the world, right?
[02:33:41.244 --> 02:33:44.287]  So it's kind of like a pre-signifier of the end times.
[02:33:44.747 --> 02:33:54.214]  And we can look at other figures like Nero and so forth as a final Antichrist, just as we saw that mirroring event going back to Antiochus and others in the past.
[02:33:55.315 --> 02:33:56.656]  Welcome back to the Alex Jones Show!
[02:33:56.696 --> 02:33:59.117]  This is your guest host, Jay Dyer of Jay's Analysis.
[02:33:59.137 --> 02:34:20.915]   We're talking about We're talking about Antichrist and specifically the biblical signs of the end times, what those would be, and we were looking at different historical figures who were types of Antichrist, and we had just gotten to the figure of Nero, Nero Caesar, who heavily persecuted the church right around the time of John the Revelator and the
[02:34:23.852 --> 02:34:40.200]  The time of the destruction of the temple in 70 AD where his general Titus Vespasian comes in and destroys the temple in much the same fashion as Antiochus Epiphanes had done and all the way back to the Babylonians who sacked the temple first back in 586 BC.
[02:34:40.240 --> 02:34:49.464]  So we're seeing this repeated pattern and you know if you read 2 Thessalonians Paul goes on to talk about the other element that we got to get to which is the end times delusion.
[02:34:51.127 --> 02:34:51.547]  What is that?
[02:34:51.607 --> 02:35:01.515]  Well, he says that before the coming of Antichrist, he says there will be an apostasy and he talks about a falling away and this will reveal the man of sin.
[02:35:01.535 --> 02:35:08.921]  He says that the man of sin will exalt himself and oppose himself to all gods and all figures and all entities or anything called God.
[02:35:09.958 --> 02:35:12.860]  So that he will sit in the temple and proclaim himself to be God.
[02:35:13.381 --> 02:35:19.626]  Now, in the history of the church there have been, all the way back for 2,000 years, there have been basically two different interpretations of this text.
[02:35:19.746 --> 02:35:21.387]  I don't have any certainty.
[02:35:21.448 --> 02:35:23.689]  I mean, I could see either one of them being true.
[02:35:24.110 --> 02:35:34.018]  One of them is the idea that there will be an actual third temple rebuilt and that that would be the temple that Antichrist would stand up in and proclaim himself to be God in.
[02:35:35.126 --> 02:35:47.515]  The other view is that the temple of God here is symbolically speaking of the church, the church as God's true new temple, and that it would be a figure who invades the church, so to speak, and calls himself God.
[02:35:48.195 --> 02:35:50.157]  Either one, I think, is possible and makes sense.
[02:35:50.197 --> 02:36:08.307]   Many of the church fathers do tend to think that a new rebuilt temple would be the actual sign of Antichrist, and so many of the Orthodox elders and church fathers and saints do make this point to say that If you're looking for a couple of the key signs of the final, final end times, one of those would be the move towards a world religion.
[02:36:08.807 --> 02:36:10.928]  One of those would be the move towards a world state.
[02:36:11.568 --> 02:36:16.789]  One of those would be the persecution and shutting down of classical traditional Christianity in all forms.
[02:36:17.509 --> 02:36:29.453]  And another one of those would be the attempt to subvert the church and turn it into a world religion and to control and track and trace everybody's moves, everybody's economic transactions and so forth.
[02:36:29.493 --> 02:36:30.653]  So those are the key signs.
[02:36:31.295 --> 02:36:33.676]  And then the last one being a conversion of the Jews.
[02:36:34.316 --> 02:36:36.457]  So according to Orthodoxy, that's our view.
[02:36:36.477 --> 02:36:37.978]  We think that those are the real signs.
[02:36:38.258 --> 02:36:39.358]  Are we in the last days?
[02:36:39.699 --> 02:36:40.039]  I don't know.
[02:36:40.139 --> 02:36:40.719]  I can't say.
[02:36:40.739 --> 02:36:42.400]  That's not my position to say.
[02:36:43.000 --> 02:36:45.841]  But I can say that these are the signs that we should look for.
[02:36:45.921 --> 02:36:48.182]  And these are the ones that I think scripture talks about.
[02:36:49.102 --> 02:36:56.345]  And the most fascinating here is this idea of the complete leaving of Christianity by the nations, right?
[02:36:56.585 --> 02:37:00.147]  We have this idea that there will be a great falling away, a great apostasy.
[02:37:00.894 --> 02:37:08.837]  Presumably amongst professing Christianity to accept some kind of world religion, some kind of New Age presumably type of thing.
[02:37:09.897 --> 02:37:14.076]   In the apocalypse, we have this important figure who is the false prophet.
[02:37:14.076 --> 02:37:19.057]   And we don't exactly know who it is or what it is, but it seems to be a figure who has
[02:37:19.057 --> 02:37:24.736]   the ability to deceive the nations in a religious way, whereas Antichrist is specifically a
[02:37:24.736 --> 02:37:26.736]  state figure, right?
[02:37:26.736 --> 02:37:31.456]   And we know that in the apocalypse, there's this period where it says that the whore,
[02:37:31.456 --> 02:37:33.256]  this false religion, rides the beast.
[02:37:33.256 --> 02:37:36.936]  And so they're allied for a time period at the end.
[02:37:36.936 --> 02:37:40.856]   And then it says that Antichrist decides to cast off the woman, doesn't need her anymore,
[02:37:40.856 --> 02:37:42.417]  and proclaims himself to be God, right?
[02:37:42.417 --> 02:37:47.576]   So there's this period where there's a sort of false union and, "Oh, let's all love each
[02:37:47.576 --> 02:37:51.457]   other and we're going to bring world peace," and this kind of stuff.
[02:37:51.473 --> 02:37:53.654]  And the false prophet, this sort of...
[02:37:54.982 --> 02:38:01.864]  False religious leader of the end times deceives the nations and points them to Antichrist and then eventually Antichrist says I'm done with you.
[02:38:01.904 --> 02:38:02.404]  I don't need you.
[02:38:02.424 --> 02:38:03.585]  I don't need your stupid fake religion.
[02:38:04.325 --> 02:38:05.525]  I'm the true God here, right?
[02:38:05.565 --> 02:38:17.609]  And I think that's what Paul's getting at here is this final act of blasphemy and we get really clear indicators here and in the apocalypse that this is an intentional inversion of the incarnation.
[02:38:18.149 --> 02:38:31.675]   So if you remember Jesus becoming incarnate At his first advent, right, coming to earth, the second person of God had becoming man, living his life on earth, teaching us, dying for redemption, for our sins, to bring us to the resurrection.
[02:38:32.295 --> 02:38:47.709]  We get an inversion of that in the apocalypse with the figure of Antichrist who, instead of claiming to be God, is essentially demonically possessed, many of the church fathers say, and that's the source of his charisma and his ability to charm the nations and whatnot.
[02:38:48.369 --> 02:38:56.894]  And he sort of mimics the life of Christ in many ways, even to the point of an apparent wound where he revives from.
[02:38:56.954 --> 02:39:07.021]  And by the way, there was an event in Nero's life where something like this happened, whether it's a complete deception or whether it's some demonic event or miracle, or who knows, an evil miracle, we don't know.
[02:39:07.041 --> 02:39:14.265]  But it's something like that where, again, it mimics the life of Christ, right, to survive some sort of death-type experience.
[02:39:15.211 --> 02:39:16.412]  We're to come back from the dead.
[02:39:16.732 --> 02:39:20.995]  But we're told that, of course, he deceives the nations through all kinds of lying signs and wonders.
[02:39:21.795 --> 02:39:25.237]  And the religion of Antichrist does the same thing, right?
[02:39:25.277 --> 02:39:28.219]  It points to him and it involves a mass deception.
[02:39:29.120 --> 02:39:37.045]  It could be something like what we see with the New Age and the gurus and all the, you know, Madame Blavatsky, Great White Brotherhood and Maitreya.
[02:39:37.065 --> 02:39:38.005]  It could be something like that.
[02:39:38.386 --> 02:39:40.627]  It could be a thing that has yet to come that we haven't seen yet.
[02:39:41.348 --> 02:39:47.614]   It could be something, you know, related to The so-called discovery of off-world entities or aliens, right?
[02:39:47.654 --> 02:39:49.074]  It could be a new alien deception.
[02:39:49.114 --> 02:39:49.755]  We don't know, right?
[02:39:49.775 --> 02:39:52.376]  It might be 500 years from now.
[02:39:52.396 --> 02:39:53.116]  It might be a thousand years.
[02:39:53.136 --> 02:39:53.476]  We don't know.
[02:39:53.496 --> 02:40:05.502]  But whatever or whenever it comes, we will definitely see those signs of a new type of religion probably masquerading, as Paul seems to say here, under the guise of a new type of Christianity, a new universal religion.
[02:40:06.621 --> 02:40:09.522]  Very plausible too that it could be a Pope type of figure.
[02:40:09.982 --> 02:40:28.809]  I don't think the present Pope is the Antichrist or the False Prophet, I'm not saying that, but it could be something like that in the future of a fallen away global world religion that then seeks to turn everyone, not to Jesus, but to some new kind of state-run religion or something like that.
[02:40:29.609 --> 02:40:34.311]  They might try to tie it into transhumanism, a new type of promise of immortality, right?
[02:40:34.935 --> 02:40:56.311]   So I think that when we look for the fact that we're told that Antichrist and the final deception will really involve a mimicking of Christianity, we can begin to look for the patterns and the signs of what Historic Christianity teaches and offers, and then we'll see that the end times deception is the mimic of that.
[02:40:56.411 --> 02:40:58.493]  It's the cheap copy of that.
[02:40:59.053 --> 02:41:03.897]  That, for example, as we said, eternal life through technology and transhumanism.
[02:41:04.998 --> 02:41:07.379]  Solving all the economic crises, right?
[02:41:07.419 --> 02:41:09.601]  And poverty through tracking and tracing, right?
[02:41:09.921 --> 02:41:13.984]  Oh, if we could just track and trace everything and then we could create a fair world order.
[02:41:14.024 --> 02:41:14.985]  Something like that, right?
[02:41:15.625 --> 02:41:17.225]  Uh, the idea of the world religion.
[02:41:17.346 --> 02:41:18.926]  Oh, we don't need dogmas anymore.
[02:41:19.006 --> 02:41:23.767]  We don't need the Bible and Trinity and those, those, uh, boring old dusty doctrines.
[02:41:23.807 --> 02:41:29.268]  What we need is something new about the inner Christ, the inner God, the inner spirit, the inner consciousness.
[02:41:30.028 --> 02:41:31.909]  Uh, you know, it could be anything like that.
[02:41:32.049 --> 02:41:32.649]  Meditate.
[02:41:32.689 --> 02:41:39.451]  It could be, uh, you know, the alien space brothers or the Bible is really a Gnostic text about the alien space brothers.
[02:41:39.631 --> 02:41:39.971]  Who knows?
[02:41:39.991 --> 02:41:40.751]  It could be any of those things.
[02:41:41.471 --> 02:41:46.516]  But all of those things tend to, what we do see is that there's always a convergence, right?
[02:41:46.556 --> 02:42:01.350]  The convergence towards, if we only got rid of nation states, if we only got rid of families, if we only got rid of these patriarchal oppressive things, then we could have true equality, liberty, equality, and fraternity, right?
[02:42:01.410 --> 02:42:02.832]  The illuminous dictum.
[02:42:03.746 --> 02:42:10.232]  If we could have those things, then we would all be free from the, what does Psalm 2 say, you know, the nation's rage.
[02:42:10.272 --> 02:42:13.955]  How can we be free from the cords of the Lord and His Messiah, right, in Psalm 2?
[02:42:14.455 --> 02:42:22.842]  So that's the spirit of Antichrist there, again manifested clearly at the end in this move towards the resurrection of Babel.
[02:42:23.383 --> 02:42:27.446]  Remember that it's just like in, what did Jesus say, in the days of Noah, right?
[02:42:28.047 --> 02:42:31.230]  Right around the same time you have the Nimrod-Babel situation.
[02:42:32.023 --> 02:42:40.292]  The end in times, we'll see very similar situations where there will be an attempt towards this global order, a Babel, Tower of Babel type of thing.
[02:42:41.873 --> 02:42:44.196]  And that's what all those previous empires had tried to do.
[02:42:44.216 --> 02:42:49.961]  You ever wonder why all the ancient world empires tried to do the exact same thing?
