[00:00:00.731 --> 00:00:01.532]  Monday Live!
[02:17:43.139 --> 02:17:54.489]   Almost every single patient in this country is treated with the combination of Remdesivir and low-dose
[02:17:54.489 --> 02:17:56.139]  dexamethasone.
[02:17:56.139 --> 02:18:03.139]   The Palm Study Group investigated four drugs for the use of Ebola.
[02:18:03.970 --> 02:18:11.694]  The results were published December the 12th, 2019 in the New England Journal of Medicine.
[02:18:12.214 --> 02:18:18.337]  And that date is particularly important because that signaled the beginning of COVID.
[02:18:19.117 --> 02:18:26.922]  The Data Safety Monitoring Board of that study terminated the study of remdesivir.
[02:18:27.482 --> 02:18:28.242]  Terminated!
[02:18:28.743 --> 02:18:35.627]  Because remdesivir increased the risks of death and renal failure.
[02:18:36.127 --> 02:18:44.652]  It was such a toxic drug, the Data Safety Monitoring Board terminated the use of remdesivir.
[02:18:45.392 --> 02:18:45.672]  Yet!
[02:18:46.833 --> 02:19:02.581]  In January and February of 2021, the NIH and the Act One study enrolled patients in a study looking at remdesivir for the treatment of COVID-19.
[02:19:03.202 --> 02:19:05.483]  The last patient was enrolled April 19, 2020.
[02:19:05.563 --> 02:19:14.563]   19, 2020. Ten days later, ten days later, before the study had actually terminated,
[02:19:14.563 --> 02:19:25.242]   Dr. Fauci sat in the Oval Office of the White House and he said the trial was good news.
[02:19:25.291 --> 02:19:34.115]  What Dr. Fauci did not tell you was that the primary endpoint of the study was changed halfway during the study.
[02:19:35.015 --> 02:19:38.437]  We all know that is scientific misconduct.
[02:19:38.998 --> 02:19:44.001]  Because the study was not going to be positive, they changed the primary endpoint.
[02:19:44.602 --> 02:19:54.288]   The original endpoint was an 8-point ordinal scale that included death, And a requirement for mechanical ventilation.
[02:19:55.029 --> 02:20:08.518]  Knowing that remdesivir would not affect those endpoints, they invented a bogus endpoint called Time to Recovery, which they showed in this study was statistically significant.
[02:20:09.219 --> 02:20:18.765]  And based on this bogus endpoint, remdesivir was approved by the FDA on October the 20th, 2020.
[02:20:22.472 --> 02:20:32.877]  So if one does a meta-analysis looking at the studies of Remdesivir, the two studies which were sponsored by Gilead show a reduction in mortality.
[02:20:33.837 --> 02:20:43.622]  However, if you look at the four independent studies, including the large study by the WHO, it shows the opposite effect.
[02:20:44.973 --> 02:20:48.115]  Remdesivir increases the risk of death.
[02:20:48.895 --> 02:20:49.876]  Let me say that again.
[02:20:50.696 --> 02:20:55.518]  Remdesivir increases the risk of death by 3%.
[02:20:56.359 --> 02:20:59.981]  It increases your chances of renal failure by 20%.
[02:21:00.521 --> 02:21:01.301]  This is a toxic drug.
[02:21:05.443 --> 02:21:24.728]  But just to make the situation even more preposterous, the federal government will give hospitals a 20% bonus on the entire hospital bill if they prescribe remdesivir to Medicare patients.
[02:21:25.509 --> 02:21:33.631]  The federal government is incentivizing hospitals to prescribe a medication which is toxic.
[02:21:35.845 --> 02:21:41.731]  Well, here we are in the year 2022, and InfoWars is now more important than it's ever been.
[02:21:41.791 --> 02:21:43.173]  We are truly in the zeitgeist.
[02:21:43.193 --> 02:21:52.462]  I want to thank you all for keeping us on the air, and I want to encourage you to take advantage of a true win-win situation, or a 360 win, as I've called it, at InfoWarsTour.com.
[02:21:52.823 --> 02:21:54.685]  Get high-quality supplements that make your body.
[02:21:55.024 --> 02:21:59.824]   healthier, make you happier, and that defend your body with your immune system against
[02:21:59.824 --> 02:22:00.824]  outside attackers.
[02:22:00.824 --> 02:22:03.584]  Ladies and gentlemen, multivitamins are the way to go.
[02:22:03.584 --> 02:22:05.384]  So many of them are synthetic.
[02:22:05.384 --> 02:22:10.065]   Our multivitamin whole food system is one of the best quality multivitamin systems you're
[02:22:10.065 --> 02:22:11.064]  going to find.
[02:22:11.064 --> 02:22:13.625]   But regardless of whether you get it from us or somebody else, research it.
[02:22:13.625 --> 02:22:19.104]   It's a whole food multivitamin and get it for you and your family, especially old folks,
[02:22:19.104 --> 02:22:20.104]  children.
[02:22:20.104 --> 02:22:21.824]  Everybody needs it, but especially old folks.
[02:22:22.068 --> 02:22:25.089]  Also, we have Vitamin C and Zinc with Rosehips.
[02:22:25.730 --> 02:22:26.870]  It's also back in stock.
[02:22:27.190 --> 02:22:28.811]  It's at 40% off.
[02:22:28.971 --> 02:22:34.694]  Both these are available at InfoWorksShore.com and BrainForce Plus is back in stock as well at 40% off.
[02:22:36.054 --> 02:22:38.195]  Hey, great being on the Alex Jones Show.
[02:22:38.716 --> 02:22:39.916]  Wow, that was some video.
[02:22:40.176 --> 02:22:40.476]  Wow.
[02:22:41.817 --> 02:22:44.058]  You know, everybody get this in your head.
[02:22:46.331 --> 02:22:48.112]  You don't call them big pharma.
[02:22:48.132 --> 02:22:51.555]  You only call them big pharma if you're a moron or an imbecile.
[02:22:51.976 --> 02:22:53.217]  They're drug dealers.
[02:22:54.858 --> 02:22:56.499]  You like the opiate crisis?
[02:22:56.579 --> 02:22:57.640]  Is that your favorite?
[02:22:59.542 --> 02:23:00.482]  Look what they're doing.
[02:23:03.725 --> 02:23:10.750]  There's not one allotropic drug on the market that cures a chronic degenerative disease.
[02:23:10.871 --> 02:23:11.231]  Not one.
[02:23:12.253 --> 02:23:21.176]  But yet, you tune on the Cartoon News Network, ABC, CNN, CBS, FU, you know what?
[02:23:21.596 --> 02:23:21.816]  Yep.
[02:23:22.456 --> 02:23:23.917]  One drug ad after another.
[02:23:24.777 --> 02:23:27.098]  One drug ad after another.
[02:23:27.518 --> 02:23:37.421]  And you could thank that murderous piece of low-life garbage scum crap, Bill Clinton, for making that happen back in 1997.
[02:23:37.681 --> 02:23:40.702]  They weren't allowed to put these drug ads on.
[02:23:41.607 --> 02:23:58.632]  So going back to that, we just saw that video about how the FDA and the government is stealing our money to give drug injections and stuff to people that are killing them.
[02:24:00.172 --> 02:24:06.851]   You know, look who the guy, who the clown, the arrogant little boy that used to be the
[02:24:06.851 --> 02:24:14.372]  FDA director under Trump.
[02:24:14.372 --> 02:24:15.732]  Scott Gottlieb.
[02:24:16.192 --> 02:24:17.173]  Scott Gottlieb.
[02:24:17.593 --> 02:24:21.554]  Where did Gottlieb leave after he left the FDA?
[02:24:22.094 --> 02:24:25.334]  Oh, you mean he's on the board of directors of Pfizer?
[02:24:25.354 --> 02:24:28.935]  What am I, six years old?
[02:24:30.415 --> 02:24:31.836]  How stupid can you be?
[02:24:31.856 --> 02:24:38.017]  And this other clown they're bringing in, Catliff, whatever his name is.
[02:24:39.477 --> 02:24:42.518]  Another guy totally tied into the drug companies.
[02:24:43.328 --> 02:24:44.769]  And now you know the big news.
[02:24:45.649 --> 02:24:48.010]  Pfizer's CEO to Israeli TV.
[02:24:49.850 --> 02:24:52.551]  World should be back to near normal in a few months.
[02:24:53.051 --> 02:25:01.154]  Albert Barola says U.S.-based pharma firm is aiming to produce annual shot.
[02:25:02.175 --> 02:25:03.075]  You got it.
[02:25:04.055 --> 02:25:05.696]  An annual shot.
[02:25:06.956 --> 02:25:07.697]  There he is.
[02:25:07.737 --> 02:25:11.318]  This guy, what, made about 20-something million dollars last year?
[02:25:13.658 --> 02:25:16.218]  And what did Pfizer make, like $37 billion?
[02:25:16.639 --> 02:25:18.199]  Oh, the vaccines are free!
[02:25:18.559 --> 02:25:20.039]  Grow up, they're not free!
[02:25:20.279 --> 02:25:29.141]  They stole our money, they gave it to the drug dealers, and Pfizer gave Biden $1 million to celebrate his inauguration!
[02:25:29.381 --> 02:25:30.921]  That was the maximum they could give.
[02:25:31.201 --> 02:25:32.781]  They're bribes and payoffs.
[02:25:36.242 --> 02:25:47.821]   An interview with Israeli television, Pfizer CEO Barola predicted blah blah blah, quote, Once a year, it is easier to convince people to do it.
[02:25:48.521 --> 02:25:51.302]  It is easier for people to remember.
[02:25:52.383 --> 02:25:56.464]  Talking about producing a once a year vaccine.
[02:25:56.484 --> 02:25:58.664]  Yep.
[02:26:00.805 --> 02:26:01.565]  Once a year.
[02:26:02.065 --> 02:26:12.488]  This is a scum that shot off his arrogant mouth that all the prostitutes swallowed the crap shooting out of his mouth.
[02:26:13.343 --> 02:26:17.827]  Oh, this vaccine?
[02:26:17.847 --> 02:26:19.709]  96% efficacy rate after two shots.
[02:26:20.770 --> 02:26:21.210]  That's right.
[02:26:21.230 --> 02:26:23.072]  Go back to November, December 2020.
[02:26:24.213 --> 02:26:26.595]  Again, we write about it in detail in the Trends Journal.
[02:26:27.916 --> 02:26:28.517]  Two shots.
[02:26:28.757 --> 02:26:30.058]  Two shots is all you need.
[02:26:31.739 --> 02:26:33.041]  And now it's an annual?
[02:26:33.361 --> 02:26:34.742]  This is like the flu shot.
[02:26:35.383 --> 02:26:36.504]  Yeah, you get the flu shot.
[02:26:36.544 --> 02:26:38.906]  It may kill you, won't kill the flu, but that's all right.
[02:26:38.926 --> 02:26:40.247]  We'll make a lot of dough doing it.
[02:26:40.828 --> 02:26:41.709]  And steal your money.
[02:26:42.089 --> 02:26:47.753]  Like the crap they're saying, oh Biden's sending out, you know, free test kits, free masks.
[02:26:48.093 --> 02:26:49.214]  They're not free!
[02:26:50.695 --> 02:27:00.421]  They're taxpayer money, and our money goes to the scum that they're buying them from, that they get kickbacks called campaign contributions.
[02:27:04.084 --> 02:27:05.805]  The virus will not be eradicated.
[02:27:06.886 --> 02:27:08.907]  This virus will be with us for years to come.
[02:27:11.519 --> 02:27:14.861]  But we should be able to come back to normal lives in a few months.
[02:27:19.663 --> 02:27:25.786]  He stressed there will be abnormalities, such as Omicron, that we will be able to control.
[02:27:26.166 --> 02:27:27.807]  You haven't been able to control that one.
[02:27:27.626 --> 02:27:41.626]  How are you going to be able to control this one?
[02:27:41.564 --> 02:27:42.325]  And listen to this.
[02:27:45.707 --> 02:27:54.593]  Berola also told the network that he's regularly targeted by anti-vaccine activists who post false information about him online.
[02:27:55.213 --> 02:27:58.255]  What about being a lying little... jerk?
[02:27:58.635 --> 02:27:59.896]  I'm not a lying jerk!
[02:28:00.437 --> 02:28:01.697]  Or maybe you're just a jerk!
[02:28:02.718 --> 02:28:05.720]  Because you said it had a 96% efficacy rate.
[02:28:06.721 --> 02:28:09.763]  Oh, and how about all that other BS that they were shooting out there?
[02:28:10.802 --> 02:28:19.906]  That when the herd was immunitized by 70%, that's the crap that shot out of Fat Mouth Fauci's mouth, and we wouldn't have to worry.
[02:28:21.746 --> 02:28:33.531]  And what do you got countries like Spain, Portugal, France, Italy, highly vaccinated and woof, woof, woof, case after case.
[02:28:35.436 --> 02:28:37.397]  Ouchie, little arrogant little jerk.
[02:28:37.757 --> 02:28:39.557]  The highest paid public servant.
[02:28:40.117 --> 02:28:41.018]  What public servant?
[02:28:41.398 --> 02:28:42.278]  We're the servants!
[02:28:44.819 --> 02:29:11.055]   Anyway, he goes on to say, differentiating the sizable minority of people who are hesitant to take the vaccine, Brola said, That, quote, there is a tiny minority of people who profit from circulating misinformation.
[02:29:11.075 --> 02:29:14.798]  Hey, freak face.
[02:29:16.138 --> 02:29:20.381]  I don't profit from circulating information.
[02:29:21.442 --> 02:29:24.124]  It's misinformation that you're shooting out.
[02:29:26.385 --> 02:29:27.406]  That the people are buying.
[02:29:31.687 --> 02:29:33.949]  They know very well everything.
[02:29:35.470 --> 02:29:40.773]  They just make it a way of living to circulate this misinformation.
[02:29:40.794 --> 02:29:41.214]  You ready?
[02:29:42.255 --> 02:29:43.295]  They are criminals.
[02:29:43.856 --> 02:29:45.077]  He's calling us criminals.
[02:29:45.417 --> 02:29:46.518]  You hear that, Alex Jones?
[02:29:48.259 --> 02:29:49.420]  You hear that, Joe Mercola?
[02:29:49.440 --> 02:29:53.623]  You hear that, RFK Jr.?
[02:29:54.883 --> 02:29:55.664]  We're criminals.
[02:29:57.085 --> 02:30:01.248]  This is a criminal act that he is speaking.
[02:30:02.515 --> 02:30:03.795]  This should be stopped!
[02:30:05.456 --> 02:30:07.097]  This is treacherous!
[02:30:08.057 --> 02:30:09.738]  Why isn't he being called out?
[02:30:10.398 --> 02:30:11.158]  I'll tell you why.
[02:30:11.478 --> 02:30:20.061]  Because the low-life politicians got cojones smaller than mothballs, and they're getting paid off by this criminal.
[02:30:23.303 --> 02:30:27.164]  He said anti-vaxxers falsely claimed his wife had died, blah blah blah blah.
[02:30:28.304 --> 02:30:29.825]  But that's the least of the damage.
[02:30:30.467 --> 02:30:33.548]  The biggest thing is because people believe those things.
[02:30:34.169 --> 02:30:38.130]  People who died are predominantly not vaccinated, Barola said.
[02:30:39.010 --> 02:30:41.571]  Millions of people have died because of them.
[02:30:42.432 --> 02:30:44.213]  These small numbers are criminals.
[02:30:45.933 --> 02:30:46.774]  Oh, we're criminals?
[02:30:47.934 --> 02:30:49.535]  Hey, freak face!
[02:30:50.895 --> 02:30:52.036]  How are we criminals?
[02:30:53.276 --> 02:30:54.357]  You got vaccinated.
[02:30:54.737 --> 02:30:55.357]  You're safe.
[02:30:56.698 --> 02:30:58.278]  Everybody got vaccinated.
[02:30:58.338 --> 02:30:59.099]  Oh, remember this woman?
[02:30:59.139 --> 02:31:00.139]  I wonder if she died.
[02:31:00.933 --> 02:31:03.194]  You never saw her anymore, that first one.
[02:31:03.514 --> 02:31:05.095]  She was the first one that went down.
[02:31:05.115 --> 02:31:07.756]  Hey Hank Aaron, bye bye!
[02:31:08.797 --> 02:31:09.797]  How many else are gone?
[02:31:13.599 --> 02:31:15.480]  Oh no, you'll be fine, you'll be fine.
[02:31:16.180 --> 02:31:18.841]  And look at the little jerk over there doing the hand signals.
[02:31:19.321 --> 02:31:21.622]  Yeah, this woman, I wonder what really happened to her.
[02:31:23.543 --> 02:31:27.685]  And then when you watch it later on, they're all just standing around there, whacking off.
[02:31:28.025 --> 02:31:29.886]  Yeah, there you go, they're just whacking off.
[02:31:30.575 --> 02:31:32.575]  They don't know what to do.
[02:31:32.575 --> 02:31:41.075]  Millions of people have died because of them.
[02:31:41.075 --> 02:31:51.075]  [BLANK_AUDIO]
[02:31:42.240 --> 02:31:42.560]  No, no.
[02:31:42.980 --> 02:31:44.681]  Millions of people are dying because of you.
[02:31:45.501 --> 02:31:47.262]  Nobody talks about natural healing.
[02:31:47.722 --> 02:31:49.963]  Nobody talks about building up your immune system.
[02:31:50.683 --> 02:31:51.083]  Nobody.
[02:31:54.625 --> 02:31:55.645]  So that's what's going on.
[02:31:56.747 --> 02:31:57.687]  We're going to be right back.
[02:31:57.747 --> 02:31:59.828]  By the way, the market's going down big.
[02:32:00.068 --> 02:32:00.988]  We'll be back in a bit.
[02:32:02.388 --> 02:32:02.768]  Stay tuned.
[02:32:04.729 --> 02:32:06.889]  Hey, great being on the Alex Jones Show.
[02:32:07.530 --> 02:32:12.251]  And everybody listening, remember, do all you can to support InfoWars.
[02:32:12.291 --> 02:32:14.531]  They have great products.
[02:32:14.571 --> 02:32:20.653]  They're selling products that not only help keep the program going, but they keep you going, too.
[02:32:20.673 --> 02:32:22.013]  They're good for your health.
[02:32:23.169 --> 02:32:24.510]  And we'll talk more about them.
[02:32:24.550 --> 02:32:29.695]  But in the meantime, go to Infowarsstores.com and get what you need.
[02:32:30.555 --> 02:32:34.899]  And they get these great, great products, a lot of them back in stock, 40-50% off.
[02:32:36.869 --> 02:32:38.210]  So order them now.
[02:32:38.651 --> 02:32:43.955]  You're going to need them because things are going to get very, very difficult in the times ahead.
[02:32:44.495 --> 02:32:46.557]  And there's globalist destabilization.
[02:32:46.597 --> 02:32:51.741]  They have an emergency sale where you get 10 percent off all storable foods.
[02:32:52.141 --> 02:32:57.926]  And storable foods may become a very important thing because we're going down big and we're going down hard.
[02:32:58.729 --> 02:33:01.692]  We also have some great Brain Force Plus products.
[02:33:02.413 --> 02:33:04.375]  Powerful, clean, effective brain boost.
[02:33:04.675 --> 02:33:06.417]  And that's back in stock.
[02:33:06.497 --> 02:33:07.498]  Forty percent off.
[02:33:07.538 --> 02:33:08.839]  Vitamin C plus zinc.
[02:33:09.260 --> 02:33:10.641]  And I'm a big fan of those.
[02:33:11.021 --> 02:33:13.043]  I take 18 supplements a day.
[02:33:13.063 --> 02:33:13.904]  That's right.
[02:33:13.924 --> 02:33:14.705]  No, more than that.
[02:33:14.745 --> 02:33:18.529]  I take 18 once and I take six more in midday.
[02:33:19.349 --> 02:33:23.871]  So, you know, I believe in building my immune system up and getting strong and healthy.
[02:33:24.351 --> 02:33:29.152]  And InfoWars has a lot of life select products that can help you do that.
[02:33:29.833 --> 02:33:33.614]  And you're really going to need it now because things are going to go down big.
[02:33:33.634 --> 02:33:35.234]  They're going to go down bad.
[02:33:35.315 --> 02:33:38.736]  They're going to go down hard and they're going down fast.
[02:33:38.756 --> 02:33:41.397]  So do what you can to support InfoWars.
[02:33:41.477 --> 02:33:45.338]  Again, a lot of products back in stock, 40, 50 percent off.
[02:33:45.698 --> 02:33:48.219]  So order them now and keep the truth alive.
[02:33:49.298 --> 02:33:56.280]  So, going back to where we left off about with this guy, Parola.
[02:33:57.660 --> 02:34:07.923]  Yeah, he got a $1 million deal, an award for coming out with his vaccine.
[02:34:08.523 --> 02:34:13.385]  That now is going to have to be every year.
[02:34:14.445 --> 02:34:21.986]   And again, You look at the people that are getting the virus and the baloney that they say is that, oh, if I didn't get vaccinated, I would have been a lot sicker.
[02:34:22.506 --> 02:34:24.567]  Yeah, save it, Jack and Jill.
[02:34:24.968 --> 02:34:25.968]  Got to be equal now.
[02:34:26.929 --> 02:34:28.670]  Get a million bucks this clown got.
[02:34:29.390 --> 02:34:30.170]  Arrogant boy.
[02:34:31.031 --> 02:34:32.031]  An arrogant boy.
[02:34:34.512 --> 02:34:36.333]  So, the markets today.
[02:34:36.834 --> 02:34:37.914]  Before I go on to that.
[02:34:42.556 --> 02:34:43.557]  This guy Barola.
[02:34:45.043 --> 02:34:55.790]  Now we have New York Governor Hochul says making kids wear masks is like making them wear sneakers.
[02:34:57.431 --> 02:35:07.817]  I mention this to illustrate the stupid, ignorant morons, the imbeciles that are running and ruining our lives.
[02:35:11.181 --> 02:35:25.371]  Addressing how school districts are abandoning school COVID mask mandates, New York Governor Katie Hochul said that making kids wear masks is like making them wear sneakers.
[02:35:26.452 --> 02:35:29.234]  First they object, then they comply.
[02:35:29.254 --> 02:35:39.021]  Hochul said that kids will eventually submit to mask mandates because they adapt better than adults do.
[02:35:39.904 --> 02:35:40.164]  Hey!
[02:35:40.464 --> 02:35:41.205]  Hey, idiot!
[02:35:45.106 --> 02:35:46.246]  Hey, moron!
[02:35:46.546 --> 02:35:47.767]  Hey, imbecile!
[02:35:51.988 --> 02:35:54.549]  They adapt better than adults do?
[02:35:55.090 --> 02:35:55.970]  They're kids!
[02:35:57.650 --> 02:35:59.491]  Maybe you think like a kid.
[02:35:59.951 --> 02:36:00.652]  You must!
[02:36:01.452 --> 02:36:05.093]  You've been... You've been a politician all your life!
[02:36:05.653 --> 02:36:07.334]  Of course you think like a kid!
[02:36:10.996 --> 02:36:21.986]  Hochul said that kids will eventually submit to mask mandates because they adapt better than adults do, comparing being required to wear masks to being told to wear sneakers.
[02:36:22.467 --> 02:36:27.332]  Quote, my daughter had a meltdown over having to put sneakers on to go to kindergarten.
[02:36:28.192 --> 02:36:30.795]  She got used to wearing sneakers in school.
[02:36:31.936 --> 02:36:33.718]  Could you imagine the stupidity of this?
[02:36:34.582 --> 02:36:40.484]  What the hell do I care about your kid wanting to wear sneakers and not wearing them?
[02:36:41.024 --> 02:36:46.165]  You're bringing that in and making that a comparison?
[02:36:46.525 --> 02:36:48.426]  Look how they're freaking these kids out.
[02:36:48.446 --> 02:36:52.387]  They're freaked out before, now they're more freaked out.
[02:36:55.248 --> 02:36:55.448]  Huh?
[02:36:56.448 --> 02:37:03.510]   And I'm really proud of the parents that make sure that their kids understood This is really for their safety and got it done.
[02:37:04.050 --> 02:37:05.431]  Okay imbeciles!
[02:37:06.072 --> 02:37:08.574]  All you imbeciles that believe this crap!
[02:37:09.054 --> 02:37:15.959]  Of course you're not listening because you're on InfoWars, but all the ones that aren't listening, here's the data.
[02:37:19.101 --> 02:37:27.667]  There are 74 million, 74 million people in the United States between the ages of 1 to 17.
[02:37:31.696 --> 02:37:37.680]  In two years, 693, excuse me, from January 2020 to January 6, 2022, the grand total of that 74 million that died allegedly of the virus are 693.
[02:37:37.519 --> 02:37:49.479]   2020 to January 6, 2022, the grand total of that 74 million that died allegedly of the
[02:37:49.479 --> 02:37:53.519]  virus are 693.
[02:37:53.519 --> 02:37:59.839]  693 out of 74 million.
[02:38:00.103 --> 02:38:04.845]  Hey, Hochul, maybe you're too damn stupid to know what those numbers mean.
[02:38:06.805 --> 02:38:07.625]  They mean nothing.
[02:38:08.946 --> 02:38:16.607]  Because when you break down that number, according to the Centers for Disease Control and Prevention, 61% of that 693 that died were obese.
[02:38:16.627 --> 02:38:18.448]  Yeah.
[02:38:18.307 --> 02:38:23.307]  of that 693 that died were obese.
[02:38:23.307 --> 02:38:24.986]  Yeah.
[02:38:24.986 --> 02:38:27.666]  Oh.
[02:38:27.666 --> 02:38:35.107]   They won't wear sneakers, but they'll eat crap food,
[02:38:35.107 --> 02:38:40.227]   particularly the crap that you shove down their throat in the public schools.
[02:38:40.416 --> 02:38:41.177]  Blow them up!
[02:38:41.757 --> 02:38:42.498]  Blow them up!
[02:38:43.038 --> 02:38:43.819]  Blimp them out!
[02:38:44.980 --> 02:38:45.660]  Eat them crap!
[02:38:48.062 --> 02:38:48.943]  Don't get healthy!
[02:38:50.103 --> 02:38:53.486]  These are the idiots and morons running and ruining our lives.
[02:38:53.866 --> 02:38:55.127]  This thing's going down big.
[02:38:55.771 --> 02:38:57.032]  This thing's going down hard.
[02:38:57.052 --> 02:38:58.112]  You see the markets today?
[02:38:58.372 --> 02:39:00.153]  They were down over a thousand points.
[02:39:00.833 --> 02:39:01.294]  That's right.
[02:39:02.574 --> 02:39:03.394]  And what did I write?
[02:39:04.055 --> 02:39:04.255]  Whoop!
[02:39:05.195 --> 02:39:06.216]  Sent it right out of the way.
[02:39:06.696 --> 02:39:08.857]  Watch for the Plunge Protection Team to come in.
[02:39:09.737 --> 02:39:11.518]  Watch for the Plunge Protec... Yeah, here we go!
[02:39:12.078 --> 02:39:13.239]  America!
[02:39:13.539 --> 02:39:14.479]  America!
[02:39:15.460 --> 02:39:16.140]  Blimped out.
[02:39:16.520 --> 02:39:17.321]  Bloated out.
[02:39:17.341 --> 02:39:20.802]  42% of Americans are obese.
[02:39:20.822 --> 02:39:21.823]  70% are overweight.
[02:39:24.144 --> 02:39:24.604]  That's right.
[02:39:25.370 --> 02:39:27.271]  Only Mexico got a speed.
[02:39:27.291 --> 02:39:27.852]  They got 73%.
[02:39:28.252 --> 02:39:31.714]  No, excuse me, 40% are obese, 72% are overweight.
[02:39:32.074 --> 02:39:34.055]  Mexico's 73% overweight.
[02:39:35.156 --> 02:39:36.317]  Keep eating crap!
[02:39:36.877 --> 02:39:37.958]  Don't get healthy!
[02:39:40.499 --> 02:39:41.940]  Only a vaccine will save you.
[02:39:43.121 --> 02:39:43.781]  And drugs.
[02:39:46.263 --> 02:39:47.163]  This is terrible.
[02:39:48.804 --> 02:39:50.005]  They're not stopping this.
[02:39:50.565 --> 02:39:51.786]  But here's the good news.
[02:39:52.406 --> 02:39:55.917]   My forecast The COVID war is going to come to an end.
[02:39:57.277 --> 02:39:57.758]  That's right.
[02:39:59.158 --> 02:40:01.519]  Late March, mid-April, this thing's going to be over.
[02:40:03.360 --> 02:40:04.420]  And then you know what it's going to be?
[02:40:04.960 --> 02:40:06.841]  Climate change is going to get you.
[02:40:07.181 --> 02:40:08.782]  Climate change is going to get you.
[02:40:09.282 --> 02:40:10.623]  And the markets are going to get you.
[02:40:10.643 --> 02:40:20.047]  And when we come back, we're going to talk about the markets, where they're going, what's next, what to do, how to prepare and prevail.
[02:40:21.767 --> 02:40:38.934]  Hey, great being on the Alex Jones Show and InfoWars, and I want to thank Alex and the staff for the great job that they do, and all they do to help you as well, not only by providing you with information and analysis that you can't find anywhere else, but they have a great line of products.
[02:40:39.855 --> 02:40:52.873]   And again, in supporting InfoWars, you're supporting yourself as well as InfoWars, because this is a time to build up your health, get in the best shape you can, Physically, emotionally, and spiritually.
[02:40:53.513 --> 02:40:55.534]  And they have a great line of products to help you.
[02:40:55.575 --> 02:40:58.216]  Go to InfoWarsStores.com.
[02:40:58.276 --> 02:40:59.637]  InfoWarsStore.com.
[02:41:00.517 --> 02:41:05.239]  So I was talking about this Huckleberry over here.
[02:41:05.299 --> 02:41:09.041]  That's the governor of New York.
[02:41:12.243 --> 02:41:14.104]  This is from Friday's New York Time.
[02:41:15.785 --> 02:41:22.260]   Special interest helped Huckle's campaign coffers Swell quickly.
[02:41:24.241 --> 02:41:25.642]  See all that underlined stuff?
[02:41:25.662 --> 02:41:26.842]  That's the crap I gotta read.
[02:41:26.862 --> 02:41:29.564]  I underline the salient points of all articles I read.
[02:41:29.924 --> 02:41:30.304]  Anyway.
[02:41:34.186 --> 02:41:34.646]  Let's see.
[02:41:34.666 --> 02:41:38.208]  21 million bucks she got.
[02:41:38.228 --> 02:41:43.071]  21 million bucks and a lot of them from real estate agents because she's going to do a deal in New York.
[02:41:43.949 --> 02:41:53.875]  And the donations include $200,000 in checks from families behind major construction firms with millions in state contracts.
[02:41:53.895 --> 02:41:56.437]  $47,000 was tied to a gaming giant.
[02:41:57.037 --> 02:42:00.079]  I believe her husband is a lobbyist for one.
[02:42:00.099 --> 02:42:06.783]  I'm not positive, but I believe that he's a lobbyist, one of the gaming gangs in New York.
[02:42:07.283 --> 02:42:11.786]  And, you know, so let's get this straight, everybody.
[02:42:13.623 --> 02:42:15.525]  21.6 million bucks.
[02:42:16.646 --> 02:42:18.107]  How are you going to run against them?
[02:42:18.127 --> 02:42:19.268]  Where are you going to get the money?
[02:42:20.949 --> 02:42:39.663]  And you go over there to, um, Illinois, and a guy running over there tells his name, starts with a P. I can't say the word because they're going to blackball me for saying it, but, uh, where is it?
[02:42:39.683 --> 02:42:40.363]  Pfizer?
[02:42:40.383 --> 02:42:41.624]  Whatever, not Pfizer.
[02:42:41.724 --> 02:42:42.525]  Is it Pritzker?
[02:42:44.183 --> 02:42:47.145]  90 million bucks out of his own pocket to run.
[02:42:47.725 --> 02:42:48.125]  90 million.
[02:42:49.466 --> 02:42:51.006]  This is not a democracy.
[02:42:51.727 --> 02:42:53.407]  It's taken over by the gangs.
[02:42:54.668 --> 02:42:58.089]  The drug dealers that morons and imbeciles call Big Pharma.
[02:42:58.850 --> 02:43:00.751]  The military industrial complex.
[02:43:03.212 --> 02:43:04.372]  The banks, the bandits.
[02:43:05.893 --> 02:43:06.593]  And big tech.
[02:43:08.334 --> 02:43:10.255]  It's one big club and you ain't in it.
[02:43:10.919 --> 02:43:12.560]  As George Carlin used to say.
[02:43:13.200 --> 02:43:16.301]  Again, you know, we're looking at the numbers here coming out.
[02:43:17.122 --> 02:43:19.663]  Disney's CEO pay more than doubled.
[02:43:20.343 --> 02:43:27.786]  The guy, Bob Chappick, $32.5 million in total compensation for 2021.
[02:43:27.866 --> 02:43:35.649]  The guy that they just got rid of there, Iger, $45.9 million.
[02:43:35.789 --> 02:43:36.269]  Oh, $0.9 million?
[02:43:36.529 --> 02:43:37.350]  It wasn't $46 million?
[02:43:37.370 --> 02:43:38.010]  This is a year.
[02:43:42.742 --> 02:43:44.363]  And this is from Wall Street Journal.
[02:43:45.084 --> 02:43:51.869]  Two top executives at Netflix, $39.3 million, $43.2 million.
[02:43:54.070 --> 02:44:03.297]  The guy that banks the head over there, one of the Jamie Dimon gang, he only made $34.5 million.
[02:44:03.837 --> 02:44:06.637]  The guy from Morgan Stanley, he made 33 million.
[02:44:06.637 --> 02:44:18.077]  You believe this?
[02:44:18.289 --> 02:44:24.471]  The world's 10 richest billionaires have doubled their wealth since the COVID-19 war started in 2020.
