[00:00:00.000 --> 00:00:06.000]  [Screaming]
[02:11:18.008 --> 02:11:21.529]  And they think now I just go, oh, I'm rolling over now.
[02:11:22.029 --> 02:11:23.330]  You said I'm guilty.
[02:11:23.490 --> 02:11:24.470]  I'm going away.
[02:11:26.131 --> 02:11:28.292]  The opposite is now happening.
[02:11:29.164 --> 02:11:33.667]  We are igniting the fires of liberty, and we are going to the next level.
[02:11:34.307 --> 02:11:38.190]  And we are not backing down one-tenth of one percent.
[02:11:38.210 --> 02:11:43.933]  In fact, we're going to intensify everything we've been doing thanks to your support and your prayers.
[02:11:44.274 --> 02:11:47.796]  And the number one thing I ask listeners and viewers to do, and I mean this, is prayer.
[02:11:48.376 --> 02:11:49.277]  Pray for InfoWars.
[02:11:49.317 --> 02:11:50.137]  Pray for discernment.
[02:11:50.558 --> 02:11:51.458]  Pray for Providence.
[02:11:52.239 --> 02:11:55.581]  And pray for our victory collectively together against this evil.
[02:11:56.545 --> 02:11:58.728]  And realize we have a strategy to defeat the enemy.
[02:11:59.188 --> 02:12:00.470]  The enemy is failing on every front.
[02:12:01.211 --> 02:12:06.417]  And they may have their whole corporate media and their dinosaur media, but the public doesn't believe what they say.
[02:12:06.857 --> 02:12:08.139]  Yeah, they can rig a court case.
[02:12:08.519 --> 02:12:10.141]  Yeah, they can rig whatever they want.
[02:12:10.201 --> 02:12:16.028]  But at the end of the day, as long as we keep persevering, the New World Order will fail.
[02:12:17.850 --> 02:12:18.970]  And that's what this comes down to.
[02:12:19.330 --> 02:12:20.751]  They want to make you hopeless.
[02:12:20.791 --> 02:12:25.112]  They want to make you think you're defeated because you got a broken car or don't have money for bills.
[02:12:25.532 --> 02:12:26.672]  You were made by God.
[02:12:26.752 --> 02:12:27.492]  You're beautiful.
[02:12:28.313 --> 02:12:31.613]  No matter whether your skin's black or brown or pink or white or speckled.
[02:12:32.314 --> 02:12:32.994]  It doesn't matter.
[02:12:33.674 --> 02:12:42.336]  God made you and the fact that you love God and the fact that you love justice is that eternal connection and is the real value of who you are.
[02:12:42.856 --> 02:12:45.497]  You see the beauty of a sunset or a thunderstorm.
[02:12:46.457 --> 02:12:48.580]  Or of your husband or your wife or your children.
[02:12:49.501 --> 02:12:52.045]  And you care about people and you want to be a good person.
[02:12:52.345 --> 02:12:53.547]  And you want to be constructive.
[02:12:53.607 --> 02:12:54.708]  That's a beautiful thing.
[02:12:55.269 --> 02:12:56.791]  And the left is anti-human.
[02:12:57.071 --> 02:12:58.132]  Wants to abort our babies.
[02:12:58.152 --> 02:12:59.414]  Wants to have drag queen story time.
[02:12:59.735 --> 02:13:00.996]  Wants to sexualize who we are.
[02:13:01.016 --> 02:13:02.618]  Wants to destroy our innocence.
[02:13:03.079 --> 02:13:04.441]  And they have failed.
[02:13:06.291 --> 02:13:14.462]  The world is in the process of being taken away from these monsters and their theater and their propaganda and their disinformation.
[02:13:15.264 --> 02:13:22.394]  And so that's where we stand together in history, not perfect, but loving God and trying to build a better world.
[02:13:24.451 --> 02:13:29.594]  And that separates us from these parasites that know human psychology but use it against the people.
[02:13:30.335 --> 02:13:38.260]  We know the psychology they use and try to show people the trick that's being used to get them to stand up on their own and not be controllable.
[02:13:39.000 --> 02:13:45.437]   And that, my friends, separates All of us from either God or the devil.
[02:13:46.337 --> 02:13:48.618]  And you're going to have to decide which side you're on.
[02:13:48.898 --> 02:13:52.039]  Kate Dowling, great syndicated talk show host, is about to take over.
[02:13:52.059 --> 02:13:52.859]  She's always amazing.
[02:13:52.899 --> 02:13:54.560]  And then, in 55 minutes, the great Owen.
[02:13:58.186 --> 02:13:59.427]  Cut the destroyer.
[02:13:59.987 --> 02:14:01.908]  We'll be taking over 3 to 6 p.m.
[02:14:02.568 --> 02:14:06.350]  And then I've been in long wars despite the fact there's 20 days to the midterms.
[02:14:07.090 --> 02:14:08.031]  I need to go into dry dock.
[02:14:08.671 --> 02:14:09.972]  I need to go ahead and settle down.
[02:14:10.432 --> 02:14:12.073]  Take a few days off, but I'll be back soon.
[02:14:12.853 --> 02:14:13.994]  But I'm gonna sign off now.
[02:14:14.014 --> 02:14:16.335]  To a foreseeable future.
[02:14:16.355 --> 02:14:20.457]  And I thank you all for keeping me in the attack, in the fight.
[02:14:20.917 --> 02:14:26.080]  All of our success, which is epic, goes directly to you.
[02:14:28.650 --> 02:14:33.553]  I know you don't want the credit, but you need to know it's you that have supported Liberty that allowed us to do this together.
[02:14:33.973 --> 02:14:37.055]  So for that, I salute you and thank you from the bottom of my heart.
[02:14:37.155 --> 02:14:38.596]  God bless and good luck.
[02:14:38.416 --> 02:14:39.416]  Good luck.
[02:14:39.416 --> 02:14:53.416]  [Music]
[02:14:53.416 --> 02:14:56.416]  X3.
[02:14:56.416 --> 02:14:58.416]  X3.
[02:14:58.416 --> 02:15:00.416]  It stands for tri-iodine.
[02:15:00.416 --> 02:15:07.416]   All three types of iodine that the body needs to be healthy and survive and thrive.
[02:15:07.460 --> 02:15:11.042]  It boosts your libido, your energy, your stamina, your immune system.
[02:15:11.883 --> 02:15:14.865]  X3 is the ultimate iodine product on the market.
[02:15:15.245 --> 02:15:21.129]  It's back in stock at InfoWarstore.com for 50% off and it funds the InfoWar.
[02:15:22.129 --> 02:15:23.470]  So many of you are on the fence.
[02:15:24.210 --> 02:15:25.570]  You know our information is powerful.
[02:15:25.610 --> 02:15:26.511]  You know it's changed the world.
[02:15:26.891 --> 02:15:35.193]  Try the products at InfoWarsTore.com and start with X3 Triiodine.
[02:15:35.654 --> 02:15:35.874]  50% off.
[02:15:36.314 --> 02:15:37.574]  InfoWarsTore.com.
[02:15:37.954 --> 02:15:39.495]  It takes about two weeks to kick in.
[02:15:39.975 --> 02:15:41.435]  An aspirin kicks in in 30 minutes.
[02:15:41.936 --> 02:15:43.096]  Tylenol kicks in in 30 minutes.
[02:15:43.536 --> 02:15:45.697]  This kicks in in about two weeks on average.
[02:15:46.257 --> 02:15:47.577]  You need to experience it.
[02:15:48.038 --> 02:15:48.518]  Don't wait.
[02:15:49.358 --> 02:15:50.178]  You'll be impressed.
[02:15:50.479 --> 02:15:52.380]  Infowarstore.com X3.
[02:15:54.421 --> 02:15:56.182]  Hi, welcome back to the Alex Jones Show.
[02:15:56.262 --> 02:15:56.982]  So happy to be here.
[02:15:57.022 --> 02:16:00.164]  I'm Kate Dally, your guest host from katedallyradio.com.
[02:16:00.644 --> 02:16:02.585]  You know, big headline today.
[02:16:03.005 --> 02:16:03.806]  Not the biggest one.
[02:16:04.286 --> 02:16:05.667]  Cockatoos are getting smarter.
[02:16:05.947 --> 02:16:07.068]  Should humans be worried?
[02:16:07.388 --> 02:16:09.009]  Wall Street Journal actually put that out.
[02:16:09.469 --> 02:16:14.412]  I'm going to have to say yes, it wouldn't take much to be smarter than the average American.
[02:16:14.452 --> 02:16:16.893]  A slug is smarter than the average American right now.
[02:16:17.393 --> 02:16:27.250]  The midterms, I just wanted to say real quick before I bring on my amazing guest, Dr. Lee Merritt, I just wanted to say that they keep spinning the midterms as razor thin.
[02:16:27.470 --> 02:16:29.854]  It's mathematically impossible in America.
[02:16:30.407 --> 02:16:38.631]  The conservatives have still the majority in America, so I don't believe it for a moment, but they're trying to do that so they can gauge up the election fraud.
[02:16:39.151 --> 02:16:47.114]  So that you'll believe it, because you'll think it's razor thin, just like McMuffin, breakfast sandwich we call him, and he's running against Mike Lee.
[02:16:47.174 --> 02:16:48.035]  It's not a tight race.
[02:16:48.775 --> 02:16:52.917]  Mike Lee will take it, of course, and McMuffin is a liar.
[02:16:53.017 --> 02:17:01.051]   He's always been a liar, always will be a liar, doesn't even know what he stands for, and he's supported by so many leftist groups that it's just It's pathetic.
[02:17:01.291 --> 02:17:02.894]  And so, he's a scumbag.
[02:17:02.934 --> 02:17:03.495]  What can you say?
[02:17:03.856 --> 02:17:12.309]  So, you know, I would definitely not believe that the midterms are razor thin and start calling the media on this because we know they're not.
[02:17:13.152 --> 02:17:15.634]  Look, I've got the most amazing guest, of course.
[02:17:15.814 --> 02:17:17.115]  I love Dr. Lee Merritt.
[02:17:17.195 --> 02:17:20.498]  I love to bring her on because, let me just tell you, she's a fountain of knowledge.
[02:17:20.578 --> 02:17:22.619]  Every time I bring her on, I'm learning something new.
[02:17:22.639 --> 02:17:27.463]  I know you guys must be learning something from her and usually a volume of things.
[02:17:27.984 --> 02:17:37.331]  Dr. Merritt has been in private practice of orthopedic and spine surgery since 1995 and is the past president of the Association of American Physicians and Surgeons.
[02:17:37.631 --> 02:17:42.414]   And as a lifelong advocate of free market, Patient-Centered Medicine.
[02:17:42.574 --> 02:17:48.976]  She actually had the opportunity a long time ago to go on the John Stossel Show and fight Obamacare and I'm so glad she did that.
[02:17:49.336 --> 02:17:57.039]  And of course her recent, check out her recent YouTube on Doctors for Disaster Preparedness, SARS-CoV-2 and the Rise of Medical Technocracy.
[02:17:57.479 --> 02:17:58.319]  It's fantastic.
[02:17:58.579 --> 02:18:00.960]  And then also TheMedicalRebel.com.
[02:18:01.200 --> 02:18:02.620]  TheMedicalRebel.com.
[02:18:03.201 --> 02:18:05.201]  You can go there and join her sub stack.
[02:18:05.361 --> 02:18:07.422]  She reveals so much on her sub stack.
[02:18:08.282 --> 02:18:13.765]  Dr. Merritt, so glad to have you with us because I cannot wait to pick your brain today.
[02:18:13.805 --> 02:18:14.325]  How are you?
[02:18:14.345 --> 02:18:15.445]  Oh, great.
[02:18:15.665 --> 02:18:16.606]  Nice to see you, Kate.
[02:18:16.786 --> 02:18:17.306]  This is great.
[02:18:17.446 --> 02:18:22.588]  I have to warn your listeners, I was demonetized from Substack.
[02:18:22.608 --> 02:18:29.071]  I'm the only person I know who was, so I've moved it onto my website, themedicalrebel.com, so you can find it there.
[02:18:29.231 --> 02:18:36.434]   Yeah, you just go up and you can, when you click in, you can find all the stuff They're doing this to everybody.
[02:18:36.594 --> 02:18:42.118]  I mean, the outrage we should be having at all of this censorship is insane.
[02:18:42.138 --> 02:18:44.039]  I just can't believe it.
[02:18:44.099 --> 02:18:45.700]  I think we're deer in a headlight, right?
[02:18:45.861 --> 02:18:47.602]  It feels that way still.
[02:18:49.323 --> 02:18:51.705]  I think that they're desperate.
[02:18:51.945 --> 02:18:54.987]  Because I think we're smarter than they thought we were.
[02:18:56.608 --> 02:19:00.009]  I think actually human beings are actually going to take this back.
[02:19:00.049 --> 02:19:00.790]  Humanity first.
[02:19:00.850 --> 02:19:05.951]  I think we are actually smarter than they gave us credit for and we're figuring a lot of stuff out.
[02:19:06.271 --> 02:19:10.493]  And so that's why there's a lot of fear mongering.
[02:19:10.813 --> 02:19:20.024]   I mean this idea of nuclear weapons, I shared you that sub stack I did that talked about why you're not going to be doing nuclear weapons
[02:19:20.024 --> 02:19:24.093]   essentially in a world where you have scalar weapons. You know, Putin's not going to, I said to my car
[02:19:24.093 --> 02:19:31.334]   dealer, this is a friend of mine, I said, you know, if a nuclear weapon, if Putin throws a nuclear
[02:19:31.334 --> 02:19:37.134]   weapon out there, I'm going to eat my sports car, you know, piece by piece. I bet you there's
[02:19:37.134 --> 02:19:43.654]   zero chance of that. Now, we could do it, unfortunately NATO might throw a nuclear weapon out there
[02:19:43.654 --> 02:19:48.154]   to make him the guilty to try and blame it. The only person that would throw out a nuke right now
[02:19:48.154 --> 02:19:53.764]   is somebody that wants to make a false flag against somebody else, wants to blame somebody else.
[02:19:53.764 --> 02:19:55.853]  This is just a lot of fear nonsense.
[02:19:55.979 --> 02:20:00.503]  You know, the coronavirus or the SARS-CoV-2 that's now 80% fatal.
[02:20:01.344 --> 02:20:02.325]  Don't buy into this.
[02:20:02.365 --> 02:20:04.627]  Don't get a monkey pox.
[02:20:04.667 --> 02:20:05.288]  You know, they just can't.
[02:20:05.488 --> 02:20:07.530]  They keep coming up with more stuff all the time.
[02:20:08.314 --> 02:20:09.935]  Oh, they're bringing back the variants.
[02:20:10.175 --> 02:20:17.580]  I mean, I used to tell people when Moronic came into view, I said, go to the hospital and test for Delta just to see their face drop.
[02:20:17.600 --> 02:20:18.440]  They won't know what to do.
[02:20:19.021 --> 02:20:21.302]  And now they're bringing back these variants.
[02:20:21.382 --> 02:20:23.383]  And I think you must just be laughing.
[02:20:23.543 --> 02:20:25.344]  I mean, this is absolutely ridiculous.
[02:20:25.444 --> 02:20:27.526]  A variant that strikes the world for a month.
[02:20:27.626 --> 02:20:30.019]   I mean, I don't know.
[02:20:30.380 --> 02:20:33.823]  We're less than a cockatoo, for sure.
[02:20:34.684 --> 02:20:36.586]  Maybe a slug at this point.
[02:20:36.866 --> 02:20:40.009]  I don't think a lot of people are believing it.
[02:20:40.269 --> 02:20:48.517]  The other thing is, and this again, people want to say this is all conspiracy theory, which is why on my website I had that point about how you get your news.
[02:20:48.977 --> 02:20:52.540]  You know, sheep just sit back and listen to CNN or something.
[02:20:52.941 --> 02:20:54.822]  Wolves go search the news, okay?
[02:20:55.163 --> 02:20:58.025]  And I know you are awesome at doing that sort of thing.
[02:21:00.628 --> 02:21:06.113]  If you really look around at the world, it is true there are islands off Antarctica that are named Delta and Omicron.
[02:21:06.133 --> 02:21:07.434]  They're owned by the Rothschilds.
[02:21:08.604 --> 02:21:10.666]  Go look it up!
[02:21:10.826 --> 02:21:12.447]  They love symbols.
[02:21:12.467 --> 02:21:23.097]  My point is that this is all symbolic and fear-mongering and everything they do is to divide us and to keep us afraid and keep us separated.
[02:21:23.537 --> 02:21:29.202]  If there's an answer here, it's do not be separated from your fellow man and do not be afraid.
[02:21:29.342 --> 02:21:32.505]  Go forth and prosper and fight the good fight.
[02:21:33.743 --> 02:21:34.203]  Love this.
[02:21:34.443 --> 02:21:35.464]  Love this.
[02:21:35.664 --> 02:21:37.045]  So there's so much news.
[02:21:37.125 --> 02:21:47.489]  I think people are getting a little strangled by all of the news coming out about vaccines and all of the dangers, the deaths, the sudden adult death syndrome and all of this.
[02:21:47.830 --> 02:21:58.234]   And I just wanted you to comment on this because one of the big headlines was the court ordered the CDC, of course, Dell did a great job on this to release the data indicating 18 million vaccine injuries in America.
[02:21:58.734 --> 02:22:02.936]  And so they're finally having to release this by a court order because they refused to.
[02:22:02.956 --> 02:22:04.057]  That should tell people volumes.
[02:22:04.557 --> 02:22:08.679]  But just the latest, what is your perspective on the latest coming out?
[02:22:08.699 --> 02:22:11.280]  Okay, well it's grim.
[02:22:11.320 --> 02:22:14.061]  I mean the numbers are grim and what we've been seeing is grim.
[02:22:14.101 --> 02:22:16.782]  All the sudden deaths and the people dropping over.
[02:22:17.690 --> 02:22:25.666]  And I'd like to, maybe after the break, I'll talk about the soccer numbers I have about soccer players and deaths, because I did a little research on that.
[02:22:26.328 --> 02:22:28.813]  But here's the point I'm going to say first of all.
[02:22:29.551 --> 02:22:49.337]  If you're listening to this and you've been vaccinated, they've been steering the conversation away from anything other than mRNA and they made it sound like you can't do it, we can't do anything about your vaccine injuries because it's all mRNA, it got into your DNA and you're just you're just hosed and we don't know what to do.
[02:22:49.917 --> 02:22:50.897]  That is not true.
[02:22:51.017 --> 02:23:11.041]   Again, I think that is another Of the sphere tactics and I think that now through a combination of data from Celeste Solem and Karen Kingston what she just came out with and and Brian artist and so many people we are finding things that we can do something about and I think we can take care I think we can probably do a lot of because
[02:23:11.742 --> 02:23:13.763]  We're not finding mRNA in these vaccines.
[02:23:14.303 --> 02:23:25.329]  After it's all said and done, there are 18 labs out there that are studying these vaccines from Sinovac to the Sputnik to AstraZeneca, Moderna, and what they are not finding is mRNA.
[02:23:25.989 --> 02:23:35.093]  Now, when I said that to Karen Kingston a month or so ago, I remember she said something like, well, maybe it's because the mRNA goes away.
[02:23:35.113 --> 02:23:40.116]  It just dissipates if it isn't kept in cold for, you know, after 10 weeks coming out of the cold storage.
[02:23:41.158 --> 02:23:44.962]  I'm kind of, and I told her, I just, you know, I'm kind of just raising my hand.
[02:23:45.042 --> 02:23:47.324]  I said, you know, I'm not really buying that.
[02:23:47.384 --> 02:23:50.346]  That's, that's like, how can we not do, do not watch CSI?
[02:23:50.467 --> 02:23:53.509]  I mean, what's all that genetic studies on the dead bodies?
[02:23:53.549 --> 02:23:55.371]  So there are things in there.
[02:23:55.511 --> 02:23:57.733]  It's hydrogel, and that's what she's come up with.
[02:23:58.093 --> 02:23:59.194]  Brilliant stuff she's come up with.
[02:23:59.234 --> 02:24:04.659]  So hydrogel, graph, reduced graphene oxide, and, and some metal fragment stuff.
[02:24:04.759 --> 02:24:07.101]  And I think we have a way out of this.
[02:24:07.762 --> 02:24:10.945]  Also, EMF, that's another real bad part of this whole thing.
[02:24:11.005 --> 02:24:16.690]  So, that's what we need to talk about is how we get ourselves out of this and then how we take our world back.
[02:24:17.290 --> 02:24:21.394]  I've said for a long time, one of the ways we take our world back is changing our language.
[02:24:21.994 --> 02:24:27.759]  We have to realize we've been lied to about basic physiology and medicine probably since 1905.
[02:24:29.344 --> 02:24:31.205]  If not earlier, but certainly since then.
[02:24:31.545 --> 02:24:41.190]  The idea that we transmit disease to each other through these little animal cules that float out and make each other sick is a great anti-human agenda without proof.
[02:24:41.890 --> 02:24:42.611]  Without proof.
[02:24:42.651 --> 02:24:51.635]  We have to go back in medicine and in biology and look at how did we prove these things and if you don't know how something was proved, then it isn't proved until you figure out how it was proved.
[02:24:52.879 --> 02:24:54.740]  One hundred percent, Dr. Lee Merritt.
[02:24:55.080 --> 02:24:55.641]  I'm with you.
[02:24:55.661 --> 02:25:08.688]  And when we come back, I have so many things I want to talk about with you, even about that as well, because, yes, the Rockefellers, in the absence of finding a bacteria back in 1905, actually declared this new thing called a virus.
[02:25:09.028 --> 02:25:11.689]  And it was going to be invisible and it was going to be contagious.
[02:25:11.770 --> 02:25:15.331]  And they changed history from then on by claiming that.
[02:25:15.532 --> 02:25:19.254]  And you go back to the lie and the lie is bold and fierce and it's right there.
[02:25:19.434 --> 02:25:21.595]  And I'm sorry, you can't escape the facts.
[02:25:21.955 --> 02:25:29.879]  That the Rockefellers and good old Simon Flexner lied about the whole thing because they couldn't find what they were looking for.
[02:25:29.919 --> 02:25:31.240]  You don't go and invent something.
[02:25:31.860 --> 02:25:33.161]  But there was a definite purpose to it.
[02:25:33.201 --> 02:25:35.502]  We'll be right back with Dr. Leigh Merritt.
[02:25:35.542 --> 02:25:37.423]  Go to TheMedicalRebel.com.
[02:25:37.443 --> 02:25:39.724]  You're going to get so much great information for your health too.
[02:25:40.105 --> 02:25:41.605]  TheMedicalRebel.com.
[02:25:41.625 --> 02:25:42.626]  That's Leigh's website.
[02:25:42.646 --> 02:25:44.587]  We'll be right back on the Alex Jones Show.
[02:25:45.527 --> 02:25:49.288]  Back there with you on the Alex Jones Show, I'm Kate Dally from katedallyradio.com.
[02:25:49.408 --> 02:25:52.409]  My guest, Dr. Leigh Merritt, I love her to pieces.
[02:25:53.229 --> 02:25:56.009]  She's so fantastic and we have so many things to talk about.
[02:25:56.029 --> 02:26:11.173]  I also wanted to mention this too, I interviewed Dr. Brian Artis again and he talked about if you have lost your taste and smell to try nicotine gum for three days, half a dose three times a day, like half of a piece of gum three times a day for three days.
[02:26:11.713 --> 02:26:13.574]  And you're going to get your taste and smell back.
[02:26:13.714 --> 02:26:19.616]  And I wanted to share that because I know a lot of people are struggling with some of these things and it has a lot to do with the nicotine receptors.
[02:26:19.976 --> 02:26:29.239]  There's just a lot of things that we're faced with and sometimes the answer, just like smokers, you didn't see them getting pneumonia or whatever was going on.
[02:26:29.659 --> 02:26:30.519]  I don't think it's COVID.
[02:26:30.539 --> 02:26:33.120]  COVID's a label, but you get the drift.
[02:26:33.140 --> 02:26:36.041]  A lot of people still struggle with taste and smell.
[02:26:36.261 --> 02:26:38.662]  I just thought that was really fascinating and kind of interesting.
[02:26:41.266 --> 02:26:46.549]  A lot of good stuff, and I honestly think if you start getting sick, it might not be a bad idea to just try it.
[02:26:47.009 --> 02:27:05.920]  It's funny that, you know, unlike so many other things, it seems, and I wonder now about flu, I don't know, I didn't notice, I don't treat people with this usually, so, but certainly in the COVID, whatever we want to call this, the outbreak, the first round of this, people that were smokers were not very well represented.
[02:27:05.940 --> 02:27:07.401]  In fact, they didn't show up very often.
[02:27:07.481 --> 02:27:08.822]  It was mostly non-smokers.
[02:27:09.162 --> 02:27:09.923]  He's right about that.
[02:27:10.763 --> 02:27:17.905]  Yeah, he came up, that's, you know, they have the big thing about the, you know, he always gets, people always ask me, what do you think about the venom issue?
[02:27:18.405 --> 02:27:33.349]  And he and I are friends, we talk about this, and we've talked about it, and because he's the one that really got me on the parasite program, I mean, the whole thinking about parasites, but he, the whole thing about the venom is, it's just not the way it happened.
[02:27:33.509 --> 02:27:41.789]   I'm not saying they don't have venom somehow in here, in the vaccines, that could be possible, But what's against that is the clinical presentation.
[02:27:41.789 --> 02:27:45.709]   It did not, it did not, the fact that they measured it in the blood,
[02:27:45.709 --> 02:27:50.669]   it could be, it could be your body's producing something like that.
[02:27:50.669 --> 02:27:54.829]   It could be, but it's just not, it doesn't fit because it's dose related.
[02:27:54.829 --> 02:27:59.309]   And the people that should have died would have been the children, the smaller body weight.
[02:27:59.309 --> 02:28:00.269]  That isn't what happened.
[02:28:00.404 --> 02:28:03.666]  It was the obese people that died, not the little people that died.
[02:28:04.167 --> 02:28:07.169]  When you get bitten by a snake, body mass helps.
[02:28:07.309 --> 02:28:11.192]  I mean, if you're a big guy, you're less apt to die from a certain dose than the little person.
[02:28:12.253 --> 02:28:20.440]  But what is true, and I think this is already, we're seeing some of this, we're already seeing bottled waters that have graphene oxide in it.
[02:28:21.155 --> 02:28:24.356]  So, my advice is do not drink bottled water.
[02:28:24.496 --> 02:28:31.278]  Just from a practical bioweapons point, it's not impossible to dose a building, okay?
[02:28:31.298 --> 02:28:33.339]  You can certainly dose a building with a toxin.
[02:28:33.359 --> 02:28:33.999]  They've shown that.
[02:28:34.479 --> 02:28:36.780]  But dosing a city gets harder.
[02:28:36.860 --> 02:28:41.001]  It doesn't matter that there's underground connections and that it's all interconnected.
[02:28:41.341 --> 02:28:42.641]  It's just volume related.
[02:28:42.702 --> 02:28:46.163]  You can't just do this in a stealth manner in an easy way, okay?
[02:28:46.563 --> 02:28:50.684]  Unless you're using a very, very concentrated nerve toxin.
[02:28:51.344 --> 02:28:56.166]  And then Venom doesn't quite make that, you know, VX maybe or something like that, but not this.
[02:28:56.626 --> 02:29:02.548]  So, but what is possible and easy to do for these guys would be to dose your bottled water.
[02:29:02.908 --> 02:29:06.309]  There's very little quality control in bottled water, it turns out.
[02:29:06.429 --> 02:29:12.151]  You think there is and people think, I always used to think bottled water was, you know, more preferable when I was traveling than tap water.
[02:29:12.531 --> 02:29:13.512]  Turns out that's not true.
[02:29:13.912 --> 02:29:18.934]  You know, now I just drink tap water when I'm traveling and I use my chlorine dioxide and I neutralize the fluoride.
[02:29:18.954 --> 02:29:22.660]   But, you know, If you have good filters, you're better off with your tap water.
[02:29:23.880 --> 02:29:25.020]  Yeah, absolutely.
[02:29:25.220 --> 02:29:31.562]  Well, and also on that gum, it was 10 minutes, half a piece, 10 minutes, three times a day for three days.
[02:29:31.602 --> 02:29:32.382]  That's what he talked about.
[02:29:32.422 --> 02:29:36.323]  But I'm excited to talk to you about cancer, about parasites.
[02:29:36.343 --> 02:29:37.523]  I mean, you have so much information.
[02:29:37.543 --> 02:29:39.424]  I don't even know where to start, Dr. Merritt.
[02:29:39.444 --> 02:29:40.984]  You have so much great information.
[02:29:41.024 --> 02:29:42.464]  You're one of the great researchers.
[02:29:42.504 --> 02:29:44.065]  People, you don't realize this.
[02:29:44.825 --> 02:29:48.227]  Dr. Merritt does her homework and then does extra homework for everybody else.
[02:29:48.407 --> 02:29:53.670]  So, I love the fact that you're hitting hard on, you know, our history with virus.
[02:29:53.891 --> 02:29:55.111]  We need to re-examine that.
[02:29:55.191 --> 02:29:57.373]  Our history with cancer, we need to re-examine that.
[02:29:57.413 --> 02:29:58.834]  The moonshot, oh my gosh.
[02:29:58.854 --> 02:30:03.917]  I mean, could anything be more pathetic that King Fratelot's trying to do right now is the cancer moonshot.
[02:30:04.757 --> 02:30:09.240]  So, tell me some of your thoughts on cancer and virus.
[02:30:10.871 --> 02:30:25.669]  Well, yeah, and honestly, Kate, I appreciate you kind of got me started on the old archives of newspapers, which really illuminates what's been going on, not just about 1918, but it turns out also Woodstock.
[02:30:26.049 --> 02:30:27.451]  Did anybody remember?
[02:30:27.491 --> 02:30:28.212]  I was in college then.
[02:30:28.252 --> 02:30:30.995]  Does anybody remember that there was a flu pandemic during Woodstock?
[02:30:32.024 --> 02:30:36.907]  No, we just remember that all these people were grouped together at Woodstock and they didn't get sick.
[02:30:37.147 --> 02:30:37.947]  Nobody remembered it.
[02:30:38.168 --> 02:30:40.889]  When you ask people that went to Woodstock, weren't you worried about the flu?
[02:30:40.929 --> 02:30:43.250]  They say, no, not really.
[02:30:43.290 --> 02:30:43.791]  What flu?
[02:30:43.831 --> 02:30:46.892]  You know, it's like they were all young people.
[02:30:46.912 --> 02:30:52.075]  So there's been a very interesting psyop going on about these viruses for a long time.
[02:30:52.655 --> 02:31:05.862]   But the issue of parasites is really, I'll tell you how I got first God works in funny ways and he gives you little dips of information and all different things in your life and sometimes they just come together and that's parasites for me.
[02:31:07.728 --> 02:31:17.192]  A year or so ago, one of my friends who's a pastor, a minister, had throat cancer and his wife found fenbendazole.org.
[02:31:17.252 --> 02:31:21.294]  It's an underlying group that treats cancer using fenbendazole.
[02:31:21.334 --> 02:31:28.276]  Now, fenbendazole, otherwise known as Panacur-C, is a dewormer they use for cattle and dogs.
[02:31:28.356 --> 02:31:31.298]  If you take your dog down, you get dewormed with Panacur-C.
[02:31:32.964 --> 02:31:36.686]  We used to deworm farm families and they stopped kind of doing that.
[02:31:36.746 --> 02:31:37.687]  But here's the problem.
[02:31:37.707 --> 02:31:39.268]  The problem is we all have parasites.
[02:31:39.668 --> 02:31:41.209]  The bottom line is we all have parasites.
[02:31:41.249 --> 02:31:42.650]  Now why does it treat cancer?
[02:31:43.360 --> 02:31:43.540]  Why?
[02:31:43.841 --> 02:31:44.621]  What is cancer?
[02:31:44.641 --> 02:31:55.190]  See, my friend was under the impression that Penbendazole was one of these drugs that also treated cancer and treated parasites, so it was good that he got it, and he did very well, better than his cohorts in the treatment program.
[02:31:55.830 --> 02:31:58.793]  So, what's the issue?
[02:31:58.813 --> 02:32:09.318]   The issue is when we see somebody that pops up and we say they have metastases, we see these things on the MRI and there are all these different blobule things on MRI, but the MR doesn't tell you what it
[02:32:09.318 --> 02:32:10.118]  is.
[02:32:10.118 --> 02:32:15.518]   The MRI shows spots based on the physical properties of what you're looking at.
[02:32:15.518 --> 02:32:20.918]   So if it's got more water, if the water is moving, different things like that cause it to be bright or dark.
[02:32:20.918 --> 02:32:25.798]   Well, when we look at MRIs and we see all these spots, we just say, oh, they've got metastases.
[02:32:25.798 --> 02:32:28.838]   And then we start looking for a primary cancer somewhere, right?
[02:32:28.838 --> 02:32:30.917]  Same thing with MS.
[02:32:30.917 --> 02:32:34.798]  MS, we always thought MS is this neurologic diagnosis.
[02:32:34.748 --> 02:32:40.530]  We don't completely know what causes it, but we can diagnose it on MRI because we see these bright spots in your brain and your spinal cord.
[02:32:41.190 --> 02:32:53.574]  Well, it turns out a pathologist down in Florida did a study of autopsies of MS deaths and 100% of them had parasites in the brain and spinal cord.
[02:32:53.594 --> 02:32:58.355]  So what we're seeing and calling plaques turn out to be parasite damage.
[02:32:59.367 --> 02:33:01.469]  Same thing, I think, is going on with the parasites.
[02:33:02.089 --> 02:33:17.142]  And one of the things I've noticed in this is that when I was in the military, young guys, the 20-year-olds that were your classic military personnel, if they showed up and they had a cancer, it was just a single cancer, you know, maybe a testicular cancer.
[02:33:17.162 --> 02:33:19.904]  That's an age-related thing that they have.
