[00:00:00.000 --> 00:00:02.000]  [static]
[01:16:31.205 --> 01:16:37.388]  There's new studies, major governmental studies, university studies, confirming what this massive report found.
[01:16:38.843 --> 01:16:45.666]  Six years ago, green vegetation on Earth increased by 14% over 30 years, major studies find.
[01:16:46.086 --> 01:16:55.531]  They predicted an increase of it doubling by the end of the century, but actually it's on track by 2080 to double.
[01:16:56.011 --> 01:17:02.174]  So they've created more green space on Earth than the entire size of the U.S.
[01:17:03.553 --> 01:17:05.074]  Just since this study was done.
[01:17:05.615 --> 01:17:07.857]  So the Earth is just, man, we love this.
[01:17:08.297 --> 01:17:09.798]  We love this carbon dioxide.
[01:17:09.918 --> 01:17:11.459]  They're like, shut that off!
[01:17:11.940 --> 01:17:20.046]  What type of psychotics would cut something off like this when it creates higher oxygen, which makes us healthier?
[01:17:20.567 --> 01:17:23.089]  You know, oxygen and carbon dioxide are trace elements.
[01:17:25.811 --> 01:17:27.593]  See, we're terraforming the planet for good.
[01:17:28.233 --> 01:17:29.174]  And they're trying to reverse that.
[01:17:31.243 --> 01:17:32.784]  And they go, oh, you must work for an oil company.
[01:17:33.064 --> 01:17:34.805]  The big oil companies are owned by globalists.
[01:17:34.825 --> 01:17:36.166]  They're trying to shut all this down.
[01:17:36.567 --> 01:17:40.169]  The biggest funders on the left and the whole carbon thing are the oil companies.
[01:17:40.229 --> 01:17:41.990]  My god, Enron came up with the idea.
[01:17:42.310 --> 01:17:45.132]  BP, Exxon, they're all for shutting off oil.
[01:17:46.573 --> 01:17:47.674]  They're owned by the globalists.
[01:17:49.795 --> 01:17:51.476]  Here's part of this video presentation.
[01:17:51.616 --> 01:17:54.058]  I'll voice over the text for you.
[01:17:54.078 --> 01:17:54.458]  Here it is.
[01:17:56.400 --> 01:17:58.341]  Rejoice, the earth is becoming greener.
[01:17:59.690 --> 01:18:06.351]  The amount of vegetation growing on Earth increased every year between 1982 and 2009.
[01:18:06.472 --> 01:18:07.812]  This is an old study.
[01:18:08.372 --> 01:18:09.592]  That comes to a total increase of 14%.
[01:18:09.912 --> 01:18:16.214]  Enough to form a green landmass twice the size of the United States.
[01:18:17.194 --> 01:18:17.414]  Really?
[01:18:17.454 --> 01:18:21.315]  How?
[01:18:21.135 --> 01:18:31.695]   of this increase is attributed to the extra CO2 in the atmosphere.
[01:18:31.695 --> 01:18:37.895]   Greening affects all ecosystems, but shows up mostly strongly in arid areas, dry areas.
[01:18:38.811 --> 01:18:44.975]  That's because high temperatures and high CO2 concentrations cause plants to retain more water during.
[01:18:47.717 --> 01:18:57.225]  That implies that during periods of low rainfall, ecosystems and farms will be less water stressed at the end of the century than they are today.
[01:18:58.746 --> 01:19:05.665]   Thousands of experiments demonstrate The higher CO2 levels result in higher crop yields.
[01:19:05.725 --> 01:19:06.225]  It's a fact.
[01:19:08.086 --> 01:19:11.047]  In other words, greening means more food for wildlife.
[01:19:11.067 --> 01:19:14.889]  It also means higher yields for farmers and humans.
[01:19:16.429 --> 01:19:18.370]  About 3 trillion over the last 30 years.
[01:19:20.911 --> 01:19:27.053]  Climate activists almost never mention the benefits of higher CO2 levels in the atmosphere.
[01:19:29.775 --> 01:19:30.835]  The study appeared in Nature.
[01:19:35.831 --> 01:19:37.433]  Learn more at humanprogress.org.
[01:19:38.213 --> 01:19:40.716]  So that's six years old, but it's making the rounds again.
[01:19:40.736 --> 01:19:44.740]  You notice how W-E-F that video was?
[01:19:44.760 --> 01:19:45.681]  They're copying that.
[01:19:47.683 --> 01:19:50.606]  But it's a fact.
[01:19:50.866 --> 01:19:59.055]  25% or more of the food grown in the Western world is in greenhouses creating CO2 and pumping it in because the plants grow way better.
[01:20:01.733 --> 01:20:04.660]  So, this is a fact, and they know all this.
[01:20:04.760 --> 01:20:07.145]  Why do you think the dinosaurs were so big?
[01:20:07.185 --> 01:20:10.672]  Why do you think they dig up trees six, seven times bigger than Redwoods?
[01:20:13.220 --> 01:20:14.921]  Why do you think they discover all this stuff?
[01:20:14.981 --> 01:20:20.265]  Because the Earth, just like Genesis says, had a better atmosphere.
[01:20:20.546 --> 01:20:36.478]  Genesis describes that the oxygen, it says what was in the air, what was in the sky, was way more powerful, and way better, and that people live longer, and animals and plants live better, and that somehow the atmosphere got damaged, it began to drain off.
[01:20:36.898 --> 01:20:38.979]  Well, we know from NASA studies that happened to Mars.
[01:20:39.440 --> 01:20:40.561]  Mars lost its atmosphere.
[01:20:41.121 --> 01:20:45.964]  So we're terraforming this planet, and they're trying to attack that.
[01:20:45.984 --> 01:20:48.286]  It's a big deal, folks.
[01:20:48.306 --> 01:20:50.447]  We'll be right back with even bigger news straight ahead.
[01:20:50.467 --> 01:20:53.149]  Please stay with us.
[01:20:53.749 --> 01:20:55.710]  Calling Patriots Worldwide.
[01:20:55.931 --> 01:21:01.894]  If you have been waiting for a sale to try out one of our many products at InfoWareStore.com, then this is the one for you.
[01:21:02.475 --> 01:21:05.377]  Introducing our Selling Out Mega Blowout Sale.
[01:21:05.557 --> 01:21:09.079]  Almost all of our best items you will find have up to 60% off the base price.
[01:21:10.800 --> 01:21:17.469]  Many of them are in limited supply too, so once they are gone, you will probably not have a chance to resupply until next year.
[01:21:17.829 --> 01:21:29.344]  Contained within the sale, you will find things like Brain Force Plus at 60% off or Brain Force Ultra at 50% off, each of which are a great way to try the next level in advanced neural activation.
[01:21:29.844 --> 01:21:38.531]  If your body is in need of a recharge or a boost, then our products Knockout, Alpha Power, and Bodies can help you get to sleep and ready to take on the next day.
[01:21:38.971 --> 01:21:41.473]  All of which can be found at a 50% discount.
[01:21:41.853 --> 01:21:44.756]  Perhaps you're in need of some vitamins your body is deficient in?
[01:21:44.776 --> 01:21:49.559]  Then check out Vitamin Mineral Fusion or the Vitamin D3 Gummies at a discount of 50%.
[01:21:50.680 --> 01:21:55.866]  Also, you'll find our Whole Food Multivitamins and Vitamin C with Zinc at 40% off.
[01:21:56.266 --> 01:22:01.332]  Fizzy Magnesium, a newer offering on the store, is discounted at 50% off.
[01:22:01.772 --> 01:22:07.559]  And one of the most powerful InfoWars Life offerings, DNA Force Plus, is also on sale at a 50% discount.
[01:22:08.920 --> 01:22:18.302]  On top of getting one of our best offers in the history of the InfoWars store, if you order now, we'll throw in one free item for every purchase, regardless of size.
[01:22:18.882 --> 01:22:30.264]  This will be the first and possibly last time we will include a free gift that could be anything from a koozie to a flag, a book, DVDs, sunglasses, stickers, and even RFID protection.
[01:22:30.664 --> 01:22:34.145]  This is part of our appreciation to you for supporting the InfoWars.
[01:22:34.685 --> 01:22:41.354]  So when we say it's a 360 win, we're actually giving you a 180 on top of that, with a little something extra this time.
[01:22:41.614 --> 01:22:50.614]   Help launch this war on information to the next level by purchasing one or more of these high quality items at InfowarsStore.com
[01:22:50.614 --> 01:22:57.614]  Waging war on corruption.
[01:22:57.614 --> 01:23:04.043]   Corruption is It's Alex Jones, coming to you live from the front lines of the InfoWar.
[01:23:06.246 --> 01:23:11.531]  I want listeners to remember something really important tonight, on this November 27th Sunday transmission.
[01:23:14.394 --> 01:23:25.503]   If you study gang psychology and criminal psychology, criminology, You'll know that whether it's a white supremacist gang or a hispanic supremacist gang or black supremacist gang, they're always supremacists.
[01:23:25.963 --> 01:23:26.764]  They'll go to the president.
[01:23:26.784 --> 01:23:27.824]  It's all supremacist groups.
[01:23:29.325 --> 01:23:36.950]  They make their low-level people commit murders and horrible crimes and kill innocent people to prove their evil and to have dirt on them.
[01:23:38.831 --> 01:23:58.669]   And when we study the real global mafia, they make them have sex with 15-year-old girls first, And once they've done that, then it's 12-year-old girls, then it's 5-year-olds, and then it's... We want you to strangle this child.
[01:24:00.651 --> 01:24:01.251]  And that's come out.
[01:24:03.053 --> 01:24:05.134]  That's what Jeffrey Epstein and all these monsters were doing.
[01:24:07.716 --> 01:24:13.701]  And so now, all this pedophile news is coming out, with major fashion brands openly pushing it, and the world's waking up.
[01:24:14.081 --> 01:24:15.422]  You ask, why would they do that?
[01:24:15.542 --> 01:24:18.542]  because it's a gang initiation.
[01:24:18.542 --> 01:24:27.262]   It's a test to cut you off from God and get full control of you.
[01:24:27.262 --> 01:24:37.261]  [BLANK_AUDIO]
[01:24:29.612 --> 01:24:40.378]  So, Sydney McCain, John McCain's wife, admitted over a year and a half ago that her and John McCain knew about what Jeffrey Epstein was doing.
[01:24:40.398 --> 01:24:40.858]  Here's the clip.
[01:24:42.130 --> 01:24:43.211]  No, it's like everything.
[01:24:43.611 --> 01:24:46.713]  It hides in plain sight.
[01:24:46.853 --> 01:24:48.154]  Epstein was hiding in plain sight.
[01:24:48.194 --> 01:24:49.054]  We all knew about him.
[01:24:49.514 --> 01:24:50.655]  We all knew what he was doing.
[01:24:51.095 --> 01:24:56.859]  But we had no one that was, no legal aspect that would go after him.
[01:24:56.879 --> 01:24:57.779]  They were afraid of him.
[01:24:57.839 --> 01:24:59.621]  For whatever reason, they were afraid of him.
[01:25:00.581 --> 01:25:01.762]  But I'm going after him.
[01:25:01.782 --> 01:25:04.363]  It's like the Democratic Party in the deep state suing me.
[01:25:06.665 --> 01:25:08.486]  So when it comes out, they all turn on each other.
[01:25:10.689 --> 01:25:14.451]  So before I get to the hardcore information, this really caught the Internet's attention this weekend.
[01:25:15.792 --> 01:25:21.755]  Up in Nantucket, Massachusetts, Biden over the weekend was toddling around, meth out of his head.
[01:25:22.815 --> 01:25:29.499]  And he sees kids at a window and comes over like some crazy stalker or some peeping Tom.
[01:25:29.519 --> 01:25:35.722]  And they get this selfie of him looking in the window and it just captures everybody's attention.
[01:25:38.715 --> 01:25:40.516]  But see, that's not proof he's a pedo.
[01:25:41.396 --> 01:25:44.358]  His daughter's diary saying he raped her in the shower over and over again is.
[01:25:46.959 --> 01:25:49.961]  For all his other activity, that's the proof of who he is.
[01:25:50.621 --> 01:25:52.322]  But that's what caught people's attention.
[01:25:56.377 --> 01:25:57.498]  But let's get to the real proof.
[01:25:58.118 --> 01:25:59.439]  Russia blasts U.S.
[01:25:59.579 --> 01:26:02.822]  over LGBTQ law interference.
[01:26:03.242 --> 01:26:11.989]  Russia says we're banning cutting girls' breasts off, cutting boys' genitals off, we're banning pedophile behavior, we're banning it, and the U.S.
[01:26:12.029 --> 01:26:14.531]  government is interfering with what the Russians are doing.
[01:26:15.491 --> 01:26:20.635]  Then the big balanciaga, pronounce that wrong, balanciaga, how do you say it?
[01:26:21.436 --> 01:26:22.316]  Balanciaga.
[01:26:23.097 --> 01:26:25.479]  The big balanciaga situation.
[01:26:26.786 --> 01:26:39.631]  The big Balenciaga story blows up, and they've now sued the producers of the BDSM, I guess that's some type of torture thing, Teddy Bear Pedophilic Ad Campaign.
[01:26:41.012 --> 01:26:44.453]  So Balenciaga comes out.
[01:26:45.275 --> 01:26:47.875]  and says, "Oh, that was just the photographer."
[01:26:47.875 --> 01:26:51.475]   But the photographer says, "I was told to do this specifically."
[01:26:51.475 --> 01:26:55.194]   But then people went and looked at the Balenciaga bat catalog
[01:26:55.194 --> 01:27:01.875]   and found it being done over and over and over and over again the last few years
[01:27:01.875 --> 01:27:04.435]  because they believe they get power out of doing this.
[01:27:04.435 --> 01:27:07.675]   And what's in there, we're not gonna show you the really gruesome stuff,
[01:27:07.675 --> 01:27:14.515]   but kids being raped, kids being dismembered, satanic ceremonies, human sacrifice.
[01:27:14.818 --> 01:27:17.739]  It goes on and on and on.
[01:27:17.919 --> 01:27:31.343]  And little kids with bondage gear, little kids with paperwork laying around about child pornography being legalized in a Supreme Court case, where they say you can do simulated child porn.
[01:27:32.564 --> 01:27:33.284]  It goes on and on.
[01:27:35.319 --> 01:27:42.801]  But that's why this is so incredibly important is it gives you a window into these people and who they really are.
[01:27:43.421 --> 01:27:48.162]  And Dan Dixon, a great report, we're going to air next segment that details all this.
[01:27:48.602 --> 01:27:50.162]  It's up on InfoWars.com.
[01:27:50.662 --> 01:27:55.783]  Everything you need to know about the Balenciaga scandal in less than nine minutes.
[01:27:57.503 --> 01:28:04.945]  And then that ties into the Colorado gay club shooting is being used to shut down debate on child sexualization.
[01:28:06.075 --> 01:28:08.456]  Turns out the person was a transgender that did it.
[01:28:08.936 --> 01:28:11.436]  Now they've dropped the story like a hot potato.
[01:28:12.877 --> 01:28:21.879]  Then we've got Justin Trudeau, preaches diversity on Canadian drag shows, saying, we don't just want tolerance, we want acceptance.
[01:28:22.199 --> 01:28:24.140]  Well, I'm not attacking gay people.
[01:28:24.540 --> 01:28:26.381]  I'm not attacking men that dress up like women.
[01:28:26.901 --> 01:28:33.683]  But that's the cover for sexualizing children and targeting them with this whole agenda.
[01:28:34.183 --> 01:28:35.143]  That's the issue.
[01:28:36.826 --> 01:28:39.548]  And to Kanye West's credit, we'll play a clip of it here in a moment.
[01:28:40.349 --> 01:28:41.270]  A short two minute clip.
[01:28:42.471 --> 01:28:43.592]  He came out yesterday.
[01:28:44.611 --> 01:28:51.376]  And said, I don't appreciate Elon Musk that runs cobalt slave mines in China, pointing his finger at Alex Jones.
[01:28:51.756 --> 01:29:04.844]  And Candace Owens came out and said, if Kanye's ex-wife's attacking him for what he's done, why doesn't she come out against Balenciaga, that she is a model for, and decry pedophilia in all its forms?
[01:29:05.425 --> 01:29:07.546]  Great point, Candace Owens.
[01:29:07.966 --> 01:29:11.609]  And many others are now coming out and saying the same thing.
[01:29:13.288 --> 01:29:20.211]  Here's a short clip of Kanye yesterday talking about the censorship and the attacks in Balenciaga.
[01:29:22.892 --> 01:29:27.053]  We saw Adidas freeze my accounts.
[01:29:28.214 --> 01:29:31.035]  We saw me get debanked.
[01:29:31.195 --> 01:29:37.447]   And you think, if that can happen to someone like me, What's happening to all of America?
[01:29:37.787 --> 01:29:39.068]  What's happening to all the world?
[01:29:39.588 --> 01:29:52.486]   If you have an opinion, even if you speak up, there's so many people that they just they work in a regular job and they know if they say anything to their manager then they'll They'll lose their position.
[01:29:52.766 --> 01:29:53.667]  They'll lose their job.
[01:29:54.087 --> 01:29:54.287]  Right.
[01:29:54.827 --> 01:29:57.369]  You know, they tried to destroy me in press.
[01:29:58.169 --> 01:30:02.092]  They tried to destroy all of my businesses at the same time.
[01:30:02.312 --> 01:30:03.293]  And the world saw it.
[01:30:03.953 --> 01:30:05.194]  And no one's saying anything.
[01:30:05.994 --> 01:30:11.258]  You know, as far as like none of the celebrities, so this just shows you all celebrities are controlled.
[01:30:11.798 --> 01:30:15.740]  You don't see no celebrities talking about the Balenciaga situation, right?
[01:30:15.760 --> 01:30:18.881]  So that just shows you all of these celebrities out here.
[01:30:19.441 --> 01:30:25.704]  Don't let them influence you in any way because they're controlled by the people who really influence the world.
[01:30:26.404 --> 01:30:28.985]  There's no such thing as a celebrity influencer.
[01:30:29.025 --> 01:30:32.087]  That is that all these people.
[01:30:33.291 --> 01:30:35.012]  They don't, they're not serving God.
[01:30:35.052 --> 01:30:38.175]  If they serve God, then believe what they're talking about.
[01:30:38.355 --> 01:30:41.698]  And my thing that, you know, the Trump, you know, I've been a Trump supporter.
[01:30:41.718 --> 01:30:48.464]  I went through the trenches wearing a red hat, literally going into exhaustion from people asking me these questions about the red hat.
[01:30:48.484 --> 01:30:49.625]  I've been through the trenches with that.
[01:30:50.245 --> 01:30:54.589]  But we're holding to Christian Christ principles first.
[01:30:55.189 --> 01:30:58.172]  America is a Christian country.
[01:30:58.752 --> 01:31:03.493]  Another issue I have is the fact that Elon won't reinstate Alex Jones.
[01:31:05.133 --> 01:31:05.713]  Yeah, I agree.
[01:31:05.933 --> 01:31:07.474]  Alex Jones is a Christian.
[01:31:08.674 --> 01:31:23.917]  But you have a person who doesn't believe that Christ is Lord going to buy an American media outlet and picking and choosing who can be on the platform and who can't be on the platform.
[01:31:23.997 --> 01:31:25.197]  Jesus is Lord.
[01:31:25.697 --> 01:31:26.017]  Amen.
[01:31:27.565 --> 01:31:28.667]  All right, so there you go.
[01:31:28.687 --> 01:31:33.952]  And look, Kanye is a great guy and he's absolutely trying to fight the system with everything he's got.
[01:31:35.614 --> 01:31:37.777]  And they're coming after him because they're coming after all of us.
[01:31:38.557 --> 01:31:39.278]  Coming after you.
[01:31:39.498 --> 01:31:42.502]  And it's all out in the open now.
[01:31:43.516 --> 01:31:46.358]  Look at this, this trans woman may have discovered a potential motive.
[01:31:46.799 --> 01:31:52.303]  The shooter claims to have been non-binary, but this trans woman is like, nope, you're a man.
[01:31:52.883 --> 01:31:55.706]  So why would he target a club Q?
[01:31:55.746 --> 01:31:57.867]  Because they rejected his personal identity?
[01:31:58.348 --> 01:32:02.631]  Either of this, the people lie about being trans to get easier sentences.
[01:32:04.132 --> 01:32:08.296]  But you're not supposed to question somebody when they tell you that they are another gender.
[01:32:10.077 --> 01:32:12.539]  This is all depopulation, and I've got this video club.
[01:32:13.857 --> 01:32:15.098]  That Royce White put out.
[01:32:15.819 --> 01:32:19.542]  This is the future of the Beta Feminist LBGTQ BLM Project.
[01:32:20.002 --> 01:32:26.607]  It's an Asian woman leading a black man dressed as a woman around on a chain and the murder of his masculinity.
[01:32:27.388 --> 01:32:28.409]  That's all this is.
[01:32:28.489 --> 01:32:32.912]  It's all funded by big corporations to break down and destroy society.
[01:32:32.932 --> 01:32:34.694]  And it particularly targets black men.
[01:32:35.354 --> 01:32:37.176]  And I commend black folks for waking up to that.
[01:32:37.936 --> 01:32:38.156]  All right.
[01:32:38.196 --> 01:32:39.497]  Final segment straight ahead.
[01:32:39.578 --> 01:32:40.578]  Key Dan Dix report.
[01:32:40.598 --> 01:32:41.219]  Then Owen Troyer.
[01:32:42.421 --> 01:32:44.303]  Thanksgiving 2022 is here.
[01:32:44.323 --> 01:32:46.986]  We've got the biggest sale of the year going right now.
[01:32:47.347 --> 01:32:52.712]  Now, the good news is I'm going to extend this sale up to 60% off right through Christmas.
[01:32:53.133 --> 01:32:57.378]  The bad news is by Christmas, almost every product in the store will be sold out.
[01:32:57.638 --> 01:32:59.360]  We won't get more for months and months and months.
[01:32:59.740 --> 01:33:03.905]  So now is the time to take action to support the InfoWar and get the biggest sales of the year.
[01:33:04.189 --> 01:33:09.810]  We've already sold out of X2 and X3 and Bio-True Selenium and our Wake Up America award-winning coffee.
[01:33:10.090 --> 01:33:20.412]  And now, DNA Force Plus, Vitamin Refusion, Body's Ultimate Turmeric Formula, so many other great products like Ultimate Krill Oil, Ultimate Fish Oil, Vaz-O-Beats, Secret 12.
[01:33:21.133 --> 01:33:25.013]  They are all going to sell out in the next few weeks or in the next month.
[01:33:25.454 --> 01:33:31.735]  Again, more stuff's going to sell out today, so every hour you wait, more stuff will be sold out at InfoWareStore.com.
[01:33:32.395 --> 01:33:39.044]  Promo code 1776 and you get an additional 10% off the already giant savings at MFULWARESTORE.COM.
[01:33:39.104 --> 01:33:40.266]  Thank you so much for your support.
[01:33:40.406 --> 01:33:40.807]  God bless.
[01:33:44.554 --> 01:33:46.396]  All right, it's the final segment here.
[01:33:46.456 --> 01:33:51.740]  A very special report by the great reporter Dan Dix, the Balenciaga pedophile scandal.
[01:33:52.180 --> 01:33:54.102]  It's the most powerful out there, the most concise.
[01:33:54.122 --> 01:33:56.704]  Hope you share it, because there's a targeting of our children.
[01:33:57.104 --> 01:33:57.865]  No one can deny it.
[01:33:57.885 --> 01:34:02.828]  And then Owen Schreuer takes over with Sunday Night Live, 6 to 8 p.m.
[01:34:02.889 --> 01:34:03.349]  Central.
[01:34:03.789 --> 01:34:08.853]  Brazil election, Senate runoff, Dems fearing Twitter, free speech, and so much more.
[01:34:08.893 --> 01:34:11.195]  The China rebellion against the tyranny.
[01:34:12.316 --> 01:34:13.517]  It is all coming up.
[01:34:14.830 --> 01:34:15.210]  Tonight.
[01:34:15.991 --> 01:34:17.052]  And I'll be back tomorrow.
[01:34:17.072 --> 01:34:17.972]  11 a.m.
[01:34:18.092 --> 01:34:19.373]  Central Standard Time.
[01:34:19.834 --> 01:34:20.975]  Infowars.com.
[01:34:21.115 --> 01:34:21.955]  Only with the Dog Hunts.
[01:34:22.436 --> 01:34:24.097]  You share the links, you share the articles.
[01:34:24.837 --> 01:34:25.978]  And of course, 8 a.m.
[01:34:26.058 --> 01:34:27.119]  is The Great Harrison Smith.
[01:34:27.519 --> 01:34:28.560]  Infowars.com.
[01:34:28.880 --> 01:34:30.001]  Ford's last show as well.
[01:34:30.181 --> 01:34:33.664]  And again, I cannot impress upon you how important you are in this fight.
[01:34:34.504 --> 01:34:36.506]  These monsters are so close to being defeated.
[01:34:36.546 --> 01:34:37.126]  They're panicked.
[01:34:37.507 --> 01:34:38.087]  They're scared.
[01:34:38.127 --> 01:34:39.028]  We will defeat them together.
[01:34:39.808 --> 01:34:41.909]  Separately, we are funded by you.
[01:34:42.309 --> 01:34:46.111]  Please go to InfoWarsTour.com, get a book, get a film, get a t-shirt.
[01:34:46.891 --> 01:34:48.872]  We've got the biggest sale in our history going.
[01:34:49.192 --> 01:34:50.593]  Get a free gift with every order.
[01:34:51.173 --> 01:34:53.054]  Up to 60% off with promo code 1776.
[01:34:53.094 --> 01:34:55.595]  Do your Christmas shopping early.
[01:34:56.015 --> 01:35:03.019]  We're about to sell out of DNA Force Plus, Vitamin Mineral Fusion, Body's Ultimate Turmeric Formula, Bazo Beads, Ultra 12.
[01:35:04.479 --> 01:35:06.581]  The vitamin D three gummies with calcium.
[01:35:06.601 --> 01:35:09.683]  They're all high end info or store dot com.
[01:35:11.004 --> 01:35:12.605]  Everything's 40 60% off.
[01:35:13.766 --> 01:35:14.506]  The lowest 40% off.
[01:35:14.546 --> 01:35:16.668]  A lot of the stuff is at cost.
[01:35:17.148 --> 01:35:22.611]  Promo code 70 76 free gift with every order and double Patriot points.
[01:35:23.332 --> 01:35:23.692]  As well.
[01:35:23.732 --> 01:35:24.333]  Your next order.
[01:35:25.153 --> 01:35:26.554]  Info or store dot com.
[01:35:27.735 --> 01:35:29.416]  And again, these are great products.
[01:35:29.456 --> 01:35:38.270]   You Owen Schroeder takes over here in just a moment with Sunday Night Live, 6 to 8 p.m.
[01:35:38.911 --> 01:35:39.651]  Take action.
[01:35:39.731 --> 01:35:40.692]  Spread the live links.
[01:35:40.792 --> 01:35:42.914]  Infowars.com forward slash show.
[01:35:43.293 --> 01:35:46.493]  Here's Dan Dix exposing this huge pedo gate.
[01:35:46.493 --> 01:35:50.253]  (dramatic music)
[01:35:50.253 --> 01:35:53.014]  (dramatic music)
[01:35:53.014 --> 01:35:55.773]  (dramatic music)
[01:35:55.773 --> 01:35:58.533]  (dramatic music)
[01:35:58.533 --> 01:36:01.293]  (dramatic music)
[01:36:01.293 --> 01:36:04.054]  (dramatic music)
[01:36:04.054 --> 01:36:06.813]  (dramatic music)
[01:36:06.813 --> 01:36:09.573]  (dramatic music)
[01:36:09.573 --> 01:36:12.332]  (dramatic music)
[01:36:12.332 --> 01:36:15.094]  (dramatic music)
[01:36:15.094 --> 01:36:17.854]  (dramatic music)
[01:36:17.854 --> 01:36:20.613]  (dramatic music)
[01:36:20.613 --> 01:36:23.372]  (dramatic music)
[01:36:23.372 --> 01:36:26.213]  (dramatic music)
[01:36:26.213 --> 01:36:29.052]  (dramatic music)
[01:36:29.052 --> 01:36:31.453]  (dramatic music)
[01:36:31.453 --> 01:36:34.012]  This is the pathetic Satanism of the Globalist.
[01:36:34.449 --> 01:36:35.592]  Dehumanizing us.
[01:36:35.532 --> 01:36:47.771]   March the mud. This is Dan Dix here reporting for Press for Truth coming at
[01:36:47.771 --> 01:36:51.811]   you today with what may be the most important video I'll have produced in
[01:36:52.776 --> 01:36:55.338]  I got a lot of questions that need to be answered.
[01:36:55.418 --> 01:36:58.940]  This video needs to go viral so we can all get to the bottom of this.
[01:36:59.140 --> 01:37:01.021]  So, let's jump right into it.
[01:37:01.161 --> 01:37:08.786]  Balenciaga is a high-end luxury and fashion brand that sells ridiculously expensive items and clothing.
[01:37:08.946 --> 01:37:14.190]  Their holiday gifting campaign is trying to sell you something, but it's not clothing.
[01:37:15.279 --> 01:37:16.460]  It's sex with children.
[01:37:16.680 --> 01:37:24.985]  Why is this child posing with teddy bears wearing sexual bondage gear with a white rabbit and a stack of duct tape and a dog leash?
[01:37:25.686 --> 01:37:30.529]  Why is this kid posing with the white rabbit, a bondage bear, and more duct tape?
[01:37:31.149 --> 01:37:40.796]  Or why is this toddler holding a teddy bear dressed in sexual bondage gear, complete with a leather harness, with yet another white rabbit and dog leash?
[01:37:41.576 --> 01:37:45.478]  Why is this young child being depicted with a sexualized teddy bear?
[01:37:46.118 --> 01:38:00.426]  Why is that same toddler shown here lying face down with these bondage bears on the couch and dresser, candles in beer cans, wine glasses, another dog leash, and some sort of dog collar bowl on the floor?
[01:38:01.307 --> 01:38:08.631]  Why did they create a fashion show with a bunch of troubled individuals carrying around these sex bondage pedo bears?
[01:38:09.631 --> 01:38:21.360]  Why did this company post a photo with a book in the background by Michael Boromies, the man who also wrote Fire From The Sun, a book that features naked children with pedophiles as its artwork?
[01:38:22.281 --> 01:38:31.468]  Why did they post a photo of this bag with pages open showing a section of a Supreme Court ruling against a law that was designed to fight pedophilia?
[01:38:32.128 --> 01:38:48.318]  The court documents concerning Ashcroft v. Free Speech Coalition, a 2002 Supreme Court case that struck down a portion of the Child Pornography Prevention Act of 1996, ruling that virtual child pornography is protected speech.
[01:38:48.619 --> 01:38:53.622]  Why is this major retail brand promoting child pornography?
[01:38:53.742 --> 01:38:55.443]  And they're not being subtle about it.
[01:38:56.218 --> 01:38:59.722]  They're very brazen about it, putting it out in the open for all to see.
[01:38:59.802 --> 01:39:04.927]  Why are they trying to sell the idea that they are okay with pedophilia?
[01:39:05.087 --> 01:39:07.690]  I mean, just think of the amount of people involved here.
[01:39:08.350 --> 01:39:12.975]  The producers, the photographer, the parents, the creative directors.
[01:39:13.275 --> 01:39:19.120]   Why didn't anyone at some point along the line say, hold up, What the F are we all doing here?
[01:39:19.240 --> 01:39:27.306]  The reason is because of a movement that is trying to normalize pedophilia while also sexualizing young children.
[01:39:27.486 --> 01:39:34.992]  They use terms like MAPS, which stands for Minor Attracted Persons, as if to just say, it's just a sexual preference.
[01:39:35.152 --> 01:39:40.036]  They launched NAMBLA, which stands for North American Man-Boy Love Association.
[01:39:40.597 --> 01:39:44.003]  A pedophile advocacy group that's run out of the United States.
[01:39:44.263 --> 01:39:46.467]  They promote drag shows for kids.
[01:39:47.088 --> 01:39:48.972]  And if you say anything negative about that...
[01:39:49.665 --> 01:39:51.446]  You're just a transphobic bigot.
[01:39:51.686 --> 01:40:02.371]  The schools are pushing all of this as well, because if they are saying that a child can change their sex, they'll eventually be saying that that means a child can consent to it as well.
[01:40:02.571 --> 01:40:08.194]  Even the big banks are promoting, neutralizing, castrating and sterilizing young children.
[01:40:08.354 --> 01:40:10.875]  Canadian Bank donates $500,000 for transgender surgeries on kids.
[01:40:14.917 --> 01:40:24.067]  A top Canadian bank just donated a half a million dollars to a hospital program in Ontario that specializes in transgender surgeries for children.
[01:40:24.587 --> 01:40:33.596]  And here it is from TD Bank, how the McMaster Pediatric Gender Diversity Program is helping gender diverse youth thrive.
[01:40:34.778 --> 01:40:43.616]  Not only is the harming of children being pushed on society, but on top of that, the media is not covering what Balenciaga did.
[01:40:43.776 --> 01:40:44.317]  But instead...
[01:40:45.242 --> 01:40:46.862]  They did the exact opposite.
[01:40:47.063 --> 01:40:50.604]  On July 13th, 2020, I posted this video.
[01:40:51.004 --> 01:40:56.965]  The Wayfair Conspiracy is a sci-op red herring designed to distract you from the truth.
[01:40:57.586 --> 01:41:05.448]  Remember when it was believed that the major retail chain Wayfair was selling high-end furniture as a ruse for child trafficking?
[01:41:05.968 --> 01:41:11.750]  But then one of the kids suspected of being trafficked spoke up and said, hello everyone, I'm alive and well.
