[00:00:00.000 --> 00:00:01.000]  [BEEP]
[03:24:45.000 --> 03:24:47.242]  Because I can guarantee you, it's not good.
[03:24:47.683 --> 03:24:51.186]  These people pass every single thing that's on their agenda.
[03:24:51.226 --> 03:24:56.111]  They'll have a supposedly right-leaning person and a supposedly left-leaning person.
[03:24:56.591 --> 03:25:04.357]  And they'll put things on the agenda and literally every single thing they put on the agenda, they go, okay, anybody against?
[03:25:04.457 --> 03:25:04.718]  No?
[03:25:04.918 --> 03:25:05.218]  Okay.
[03:25:05.358 --> 03:25:09.502]  And the agenda passes literally to a T every single time.
[03:25:09.522 --> 03:25:14.065]  It just goes, it's just a train of tyranny that just rolls right through all of our towns.
[03:25:14.365 --> 03:25:17.328]  And we don't even know, we don't even realize what's going on with it.
[03:25:17.828 --> 03:25:25.494]  You know, I think we should get some biodegradable bullets, you know, because that would be really helpful in this situation.
[03:25:25.514 --> 03:25:26.395]  You know, I'm just kidding.
[03:25:27.716 --> 03:25:30.679]  Well, expanding on that, what you get is a central issue.
[03:25:31.079 --> 03:25:33.621]  Whether we're in Australia or the U.S.
[03:25:33.681 --> 03:25:35.743]  or Canada or Europe, it doesn't matter.
[03:25:35.803 --> 03:25:39.546]  It's the same New World Order agenda, the same talking points, the same program.
[03:25:41.181 --> 03:25:41.782]  It is, man.
[03:25:41.862 --> 03:25:42.842]  And you gotta get out there.
[03:25:42.862 --> 03:25:43.783]  You gotta be part of it.
[03:25:43.843 --> 03:25:46.545]  You can't listen to people who say, there's nothing we can do.
[03:25:46.866 --> 03:25:51.309]  You know, look at the ripple effect that just a person like I cause.
[03:25:51.530 --> 03:25:52.931]  Or Alex Stein.
[03:25:53.091 --> 03:25:54.592]  You know, I gotta give props to Alex Stein.
[03:25:55.092 --> 03:25:56.153]  He's so hardworking.
[03:25:56.193 --> 03:26:07.862]   He kind of inspired me to continue on and to find Be like a lightning rod for the things that are happening and changing.
[03:26:08.042 --> 03:26:14.226]  So you become the path of least resistance and you raise your hand up and lightning strikes you.
[03:26:14.346 --> 03:26:17.808]  God moves through you because you're the path of least resistance.
[03:26:18.170 --> 03:26:20.270]  And that's what needs to happen.
[03:26:20.270 --> 03:26:25.910]   And while we are channeling that energy, and while we are becoming the path of least resistance,
[03:26:25.910 --> 03:26:30.589]  we need to use that energy to resist the New World Order.
[03:26:30.589 --> 03:26:34.270]  We have to put friction on what they're doing.
[03:26:34.270 --> 03:26:40.869]   I was joking with Owen the other day that it's like Klaus Schwab is penetrating your cabinet,
[03:26:40.869 --> 03:26:47.750]   and what you need to do is put a little friction and don't lubricate it for good old Klaus Schwab
[03:26:47.750 --> 03:26:49.029]  the new world order.
[03:26:48.930 --> 03:26:55.018]  We need to stop these people at every point, at every place, everywhere, every time.
[03:26:55.698 --> 03:26:56.639]  And all the time.
[03:26:56.979 --> 03:26:58.220]  And that's what we have to do.
[03:26:58.540 --> 03:27:04.765]  And if I and Alex Stein can make these giant ripples, just imagine if there were thousands of us, or millions of us.
[03:27:05.165 --> 03:27:13.591]  If every single person on planet Earth would just simply gain that warrior spirit, and just everyone just said, nope, we're not doing that.
[03:27:13.811 --> 03:27:15.673]  All in unison, all at the same time.
[03:27:16.073 --> 03:27:18.075]  We wouldn't even be having this conversation.
[03:27:18.355 --> 03:27:22.758]  We'd be down at the river, having a beer, and looking at the fish jump.
[03:27:23.178 --> 03:27:31.706]  But no, we're not, because everybody wants to be a slave, and they want to give in, and they want to relax, and they want to say, there's nothing we can do, trust the plan.
[03:27:31.786 --> 03:27:33.007]  Well, don't trust the plan.
[03:27:33.087 --> 03:27:34.028]  You are the plan.
[03:27:34.428 --> 03:27:35.289]  You are the plan.
[03:27:35.630 --> 03:27:36.570]  You are the motion.
[03:27:36.931 --> 03:27:43.637]  You need to move, get off your ass, go out there, and engage the system.
[03:27:45.342 --> 03:27:49.728]  Everything they do is about getting the individual to not engage, to believe your back is broken.
[03:27:50.069 --> 03:27:52.492]  We've gotten Pentagon documents that's hijacked by the globalists.
[03:27:52.512 --> 03:27:56.217]  It's all about breaking the individual's will and making you think you don't have power.
[03:27:56.878 --> 03:27:57.940]  Because we do have the power.
[03:27:59.511 --> 03:28:00.452]  We absolutely do.
[03:28:00.772 --> 03:28:01.613]  We have the power.
[03:28:01.833 --> 03:28:03.054]  Humanity has the power.
[03:28:03.294 --> 03:28:07.238]  And if anyone has put that out there, it is you, the great Alex Jones.
[03:28:07.338 --> 03:28:08.039]  I love you, man.
[03:28:09.340 --> 03:28:11.662]  When I saw you in studio, I gave you that big hug.
[03:28:11.862 --> 03:28:15.625]  And afterwards, I was like, man, I should have shook his hand because he's a Texan.
[03:28:15.645 --> 03:28:16.386]  But you know what?
[03:28:16.566 --> 03:28:17.267]  I just love you so much.
[03:28:17.287 --> 03:28:18.228]  Hey, I was happy to get my hug.
[03:28:18.248 --> 03:28:19.389]  I was running from meeting to meeting.
[03:28:19.409 --> 03:28:20.670]  Wish we could have gone and hung out, man.
[03:28:21.275 --> 03:28:26.576]  I just work like... You know, everyone's like, man, he's just under the gun.
[03:28:26.616 --> 03:28:30.457]  People don't realize, I mean, Alex is really in it to win it.
[03:28:30.637 --> 03:28:32.817]  He is on the ship.
[03:28:33.298 --> 03:28:34.698]  He is that Moby Dick.
[03:28:34.818 --> 03:28:37.098]  He is the Jonah going out for that whale.
[03:28:37.558 --> 03:28:39.899]  He is not going down without a fight.
[03:28:40.039 --> 03:28:44.920]  He's going to stay on board and man this ship, hopefully to a brighter horizon.
[03:28:45.100 --> 03:28:45.500]  Absolutely.
[03:28:45.540 --> 03:28:46.041]  Stay right there.
[03:28:46.081 --> 03:28:51.984]  Let's talk about the election fraud, Ukraine, the war, the world government, all of it with Matt Baker, Trade Head.
[03:28:52.024 --> 03:28:54.386]  Listen, I don't worry about me because I know we're all under attack.
[03:28:54.486 --> 03:28:56.247]  I mean, we're all in deep trouble.
[03:29:00.413 --> 03:29:14.005]  Ladies and gentlemen, I've been studying the globalists for more than 30 years, and I have tracked the fact they're obsessed with keeping the general population of the planet, particularly America, from producing our own free market solutions and ideas.
[03:29:14.405 --> 03:29:16.687]  They want monopolies over the economy.
[03:29:17.148 --> 03:29:25.895]  And we saw that in the last three years, blocking therapeutics, blocking scientists and researchers that expose the truth about COVID and its origins or its treatment.
[03:29:26.636 --> 03:29:36.742]  And there have been so many great telephonic sites and organizations and groups that popped up with the therapeutics that saved potentially millions of lives, bare minimum hundreds of thousands.
[03:29:37.082 --> 03:29:52.369]   But now, the platinum standard of medical doctor researcher, Dr. Peter McCullough, working with other top doctors From around, not just the U.S., but Canada and around the world, have come up with OnlineHealthNow.com, the wellness company.
[03:29:52.749 --> 03:29:54.109]  So it's a one-stop shop.
[03:29:54.629 --> 03:30:05.673]  So when they take over Big Pharma, when Big Pharma takes over local medicine, the answer is going to doctors, going to organizations and groups that actually care about you and aren't working with the power structure.
[03:30:06.053 --> 03:30:07.254]  That's how free market works.
[03:30:07.854 --> 03:30:19.218]  And it's so important, believe me, my own life, my family's life, that I had patriot doctors and telephonic medicine during the heat of the pandemic that saved members of my family's life.
[03:30:19.738 --> 03:30:21.219]  And I felt like I was dying.
[03:30:21.539 --> 03:30:22.439]  I think it saved my life.
[03:30:22.839 --> 03:30:31.100]   But now, the platinum standard of this, Dr. Peter McCullough, is heading up a major organization to bring this revolution to the general public.
[03:30:31.100 --> 03:30:33.359]  This is a revolutionary act, ladies and gentlemen.
[03:30:33.359 --> 03:30:39.119]   Take control of your health freedom today at onlinehealthnow.com with The Wellness Company.
[03:30:39.119 --> 03:30:42.480]   Dr. Peter McCullough, spend a few minutes telling us about this revolutionary action.
[03:30:42.480 --> 03:30:45.740]   Alex, thanks for introducing the most positive development
[03:30:45.740 --> 03:30:47.959]  we've seen now in decades.
[03:30:48.203 --> 03:30:55.870]  For the last three years, we've had continuance of fear and dark news day by day by day.
[03:30:55.890 --> 03:30:59.314]  It's so wonderful to bring you a positive solution.
[03:30:59.354 --> 03:31:12.642]   The Wellness Company, we have tremendous physician leadership, wonderful e-commerce support staff, I have a website that is second to none, a cell phone app, and it's up and running.
[03:31:12.982 --> 03:31:47.878]   This alternative health care system has uncensored content, virtual appointments with doctors, other health care providers, and integrates with community pharmacies, your local laboratory and in vitro diagnostics, imaging companies, treatment packages, real expertise in acute and post-COVID syndrome, vaccine injury syndromes, all your usual Primary care needs, certainly handling prescription needs on demand, and then has holistic products in an online store, including nutraceuticals and supplements, all in one package.
[03:31:48.398 --> 03:31:51.481]  The Wellness Company for a low monthly price.
[03:31:52.182 --> 03:31:58.486]  Each and every one of you are invited to join this nationwide platform and get assistance when you really need it.
[03:31:58.546 --> 03:32:05.331]  Let's never have a situation with COVID-19 like we had where people could not get access to care.
[03:32:05.731 --> 03:32:07.652]  I'm so proud to be a part of this new venture.
[03:32:08.093 --> 03:32:14.817]  This is exactly what we need so we're not sucker punched when they try the next viral release at one of their labs.
[03:32:14.756 --> 03:32:19.236]  Onlinehealthnow.com, onlinehealthnow.com.
[03:32:19.236 --> 03:32:23.957]   I had dozens of other great telephonic groups and organizations on that did a great job
[03:32:23.957 --> 03:32:25.076]  in the last three years.
[03:32:25.076 --> 03:32:29.836]   But now you guys are creating an umbrella group, bringing everybody together and taking it to the next level.
[03:32:29.836 --> 03:32:31.356]  Everybody should bookmark it.
[03:32:31.375 --> 03:32:31.855]  You should call.
[03:32:31.875 --> 03:32:32.716]  You should sign up today.
[03:32:32.736 --> 03:32:44.903]  Because not just the prescriptions, not just the meetings, not just the diagnostics, not just meeting with the doctors and others, but the amount of free information and the studies and the reports and the facts and the information is a brain trust.
[03:32:45.283 --> 03:32:49.325]  Now more important than ever with all the big tech censorship we're seeing over our health.
[03:32:49.706 --> 03:32:51.086]  Onlinehealthnow.com.
[03:32:51.347 --> 03:32:52.567]  Thank you so much, Dr. Peter McCullough.
[03:32:52.766 --> 03:33:06.365]  Thank you.
[03:33:06.152 --> 03:33:07.831]  It's Alex Jones.
[03:33:07.831 --> 03:33:33.592]   If you are receiving this transmission, you are the resistance.
[03:33:35.919 --> 03:33:39.842]  Live from the InfoWars.com studios, it's Alex Jones.
[03:33:43.805 --> 03:33:47.848]  So I'm about to tie in a Ponzi scheme bigger than Bernie Madoff's.
[03:33:49.109 --> 03:33:53.452]  Not as big as Bloomberg's Ponzi schemes or the Federal Reserve's, but big.
[03:33:54.693 --> 03:33:56.514]  An FTX to the COVID response.
[03:33:57.577 --> 03:34:09.953]  Now, FTX was only set up three and a half years ago by a consortium of federal regulators and then a bunch of their children in the Harvard globalist mafia that runs so much of this new world order.
[03:34:11.457 --> 03:34:31.741]  And one of the many things they did was not just ship millions over to Ukraine on record, but was also to put in massive amounts of money into controlling the COVID response and going out and financing studies to say vitamin D isn't good for you, hydroxychloroquine isn't good, all these other great things are worthless.
[03:34:32.741 --> 03:34:42.045]   So here it is, Together COVID-19, TogetherTrial.com, wholly financed subsidiary, Of FTX.
[03:34:42.966 --> 03:34:54.636]  And they go into working with the United Nations and Big Pharma, to be a quote, independent third party, which they're not, to tell you that all of these therapeutics are worthless.
[03:34:56.197 --> 03:34:57.999]  Absolutely worthless.
[03:34:58.019 --> 03:35:00.821]  Even though all the other studies show the opposite.
[03:35:01.842 --> 03:35:05.785]  Ivermectin, hydroxychloroquine, the list goes on and on.
[03:35:06.446 --> 03:35:08.468]  Says absolutely failed, worthless.
[03:35:09.631 --> 03:35:18.779]  So, making sure people didn't get therapeutics, making sure they got things like Randesivir that didn't help you and killed a third of the people they were given.
[03:35:19.079 --> 03:35:21.541]  So this guy just didn't steal billions of dollars.
[03:35:22.102 --> 03:35:23.083]  At its peak, $100 billion.
[03:35:23.743 --> 03:35:24.944]  He was worth, quote, $16 billion.
[03:35:26.340 --> 03:35:28.282]  Sam Bankman fried.
[03:35:29.303 --> 03:35:31.144]  No, ladies and gentlemen, he is fried now.
[03:35:31.705 --> 03:35:35.528]  This guy was a front man for the whole deep state agenda.
[03:35:35.768 --> 03:35:37.129]  It's all tied to the CIA.
[03:35:37.469 --> 03:35:37.870]  You name it.
[03:35:37.890 --> 03:35:40.932]  We're gonna be getting more into that coming up in the next hour.
[03:35:41.052 --> 03:35:53.303]  But that's the COVID tie-in of what these monsters, these killers, these hitmen of civilization and our men, women, and children and our old people are up to.
[03:35:54.681 --> 03:35:57.709]  Absolutely disgusting demons.
[03:35:59.413 --> 03:36:00.817]  They can't help it, it's what they do.
[03:36:02.429 --> 03:36:04.310]  Here we go again, ladies and gentlemen.
[03:36:04.350 --> 03:36:08.111]  Democrats review push to enforce COVID masks wearing as winter nears.
[03:36:08.131 --> 03:36:09.412]  We'll get more of that next hour.
[03:36:09.832 --> 03:36:11.073]  All the different newscasts pushing it.
[03:36:11.093 --> 03:36:12.033]  But this is the big news.
[03:36:12.593 --> 03:36:17.275]  NBC News admits anti-vaxxers were right about COVID shots causing myocarditis.
[03:36:17.295 --> 03:36:22.497]  They don't deny that it does cause massive increase of myocarditis, heart attacks, and death.
[03:36:22.537 --> 03:36:27.379]  Big report by Jamie White with all the studies and documents and their admissions on InfoWars.com.
[03:36:27.419 --> 03:36:28.400]  I suggest you share it.
[03:36:29.594 --> 03:36:31.455]  Coming up next hour, the Tucker Carlson Report.
[03:36:31.596 --> 03:36:37.360]  mRNA injections destroy your natural immunity, causing all sorts of diseases along with heart problems and blood clots.
[03:36:37.760 --> 03:36:41.523]  Lancet's study and other studies prove mRNA injections are dangerous and deadly.
[03:36:42.323 --> 03:36:46.486]  Which we told you before they even rolled the shots out in the middle of 2020.
[03:36:46.546 --> 03:36:48.448]  That's why we're demonized.
[03:36:48.488 --> 03:36:49.168]  We do our research.
[03:36:50.329 --> 03:36:51.170]  Here's some of the other articles.
[03:36:51.510 --> 03:36:56.634]  Poster boy for vaccine campaign dies suddenly at just four years old.
[03:36:57.725 --> 03:37:00.767]  He's the national poster boy, ladies and gentlemen.
[03:37:01.908 --> 03:37:02.949]  A tragic event.
[03:37:04.350 --> 03:37:11.135]  Santino Badoy Blanco, just four years old, has passed away from pneumonia, November 3rd.
[03:37:11.896 --> 03:37:15.038]  Respiratory problems associated with his heart, according to multiple sources.
[03:37:16.159 --> 03:37:23.385]  And it just goes on how he was the national poster boy in Argentina for those injections.
[03:37:24.298 --> 03:37:25.479]  Here is another one.
[03:37:25.959 --> 03:37:28.681]  Olympic swimmer, 24, injured by Pfizer-Covid jab.
[03:37:28.741 --> 03:37:29.521]  I couldn't function.
[03:37:29.921 --> 03:37:31.482]  I wanted to end my life.
[03:37:33.404 --> 03:37:42.409]  Genevieve Florence details how British healthcare system refused to acknowledge vaccine blame, but now they admit it was the vaccine.
[03:37:42.449 --> 03:37:44.030]  She was paralyzed by it.
[03:37:44.790 --> 03:37:47.212]  And it just goes on and on and on.
[03:37:47.512 --> 03:37:49.193]  Here's another one.
[03:37:49.213 --> 03:37:51.154]  28-year-old Australian football player.
[03:37:51.174 --> 03:37:51.795]  This is just today.
[03:37:52.830 --> 03:37:54.832]  Heather Anderson has died unexpectedly.
[03:37:57.314 --> 03:37:58.555]  Here's an interesting meme from Twitter.
[03:37:58.915 --> 03:38:03.640]  Stop saying you did your research before you got the injection.
[03:38:04.100 --> 03:38:06.182]  You are the research.
[03:38:07.283 --> 03:38:10.065]  And that is absolutely true.
[03:38:10.486 --> 03:38:12.167]  Then we've got all these stacks I mentioned.
[03:38:12.587 --> 03:38:13.829]  Mass could return as L.A.
[03:38:13.869 --> 03:38:16.831]  County sees worrying uptick in COVID and RSV infections.
[03:38:17.051 --> 03:38:19.474]  When you die of the shot now, they call it an RSV infection.
[03:38:20.535 --> 03:38:20.935]  Update!
[03:38:21.516 --> 03:38:29.121]  Toxic vaccine ingredient SM-102 has connection to Epstein Genome Project and his secret genetic editing projects.
[03:38:31.383 --> 03:38:34.185]  And it goes on and on and on from there.
[03:38:34.865 --> 03:38:38.068]  I've got some nightmare footage I'm going to get to out of China.
[03:38:39.348 --> 03:38:41.310]  That is all coming up.
[03:38:43.397 --> 03:38:44.838]  In the next hour.
[03:38:45.478 --> 03:38:47.439]  Footage they do not want you to see.
[03:38:48.099 --> 03:38:50.501]  That is coming up next hour.
[03:38:51.461 --> 03:39:29.703]   But I wanted to get to Together, trial.com, Together, COVID-19, this consortium group, 22 research sites, 8,000 patients enrolled, and the studies funded by FTX, fraudulent Company, fraudulent PCR test, fraudulent studies, fraudulent everything to come out and tell you that all of these so-called treatments and therapeutics are worthless.
[03:39:32.970 --> 03:39:35.992]  Only Remdesivir is good for you because it didn't work.
[03:39:36.453 --> 03:39:37.474]  And it was recommended by Fauci.
[03:39:37.494 --> 03:39:38.735]  So they're giving their marching orders.
[03:39:39.215 --> 03:39:40.356]  They go out, they do their studies.
[03:39:40.776 --> 03:39:41.997]  So that's what FTX is doing.
[03:39:42.017 --> 03:39:43.498]  They're not just stealing money from you.
[03:39:44.079 --> 03:39:45.820]  They are killing you.
[03:39:47.121 --> 03:39:51.865]  So that's all coming up after MGG, who joins this next segment, leaves us.
[03:39:51.905 --> 03:39:54.767]  We'll be looking at the election and mail-in ballots, not a stop.
[03:39:55.928 --> 03:39:58.290]  This ongoing massive fraud.
[03:40:00.351 --> 03:40:07.578]   With her, Coming up, then I'm going to get into this situation.
[03:40:08.079 --> 03:40:10.701]  In fact, I see that we have MTG right now.
[03:40:12.043 --> 03:40:12.723]  He's ready to go.
[03:40:12.823 --> 03:40:14.145]  So we've got her to the end of the hour.
[03:40:14.265 --> 03:40:17.028]  Let's do a few minutes right now and come back to her in the next segment.
[03:40:17.048 --> 03:40:18.009]  We'll have her to the end of the hour.
[03:40:18.409 --> 03:40:25.596]   Marjorie Taylor Greene had such a giant Tsunami, they couldn't steal it from her, but wow, they certainly are doing it all over the place.
[03:40:25.636 --> 03:40:26.957]  Carrie Lake's calling fraud.
[03:40:27.598 --> 03:40:29.459]  We have the cameras going out at key areas.
[03:40:29.779 --> 03:40:31.341]  It's all in the key battleground areas.
[03:40:31.861 --> 03:40:33.343]  MTG, great to have you with us.
[03:40:33.363 --> 03:40:37.526]  Thank you so much, Alex, and I'm happy to be on with you today.
[03:40:38.107 --> 03:40:39.728]  We've got about two and a half minutes to break.
[03:40:39.968 --> 03:40:43.932]  We'll get into the meat and potatoes next segment, but your first response to what we're witnessing.
[03:40:45.874 --> 03:40:53.738]  In Arizona, I think we watched the election be stolen, slowly stolen, day by day, counting these mail-in ballots.
[03:40:54.418 --> 03:41:03.563]  And it's absolutely absurd for anyone to take our election seriously when we, we just, it's election month, Alex, it's not election day.
[03:41:04.043 --> 03:41:05.144]  And that's the problem.
[03:41:05.724 --> 03:41:08.365]  And everything changed after COVID-19.
[03:41:08.465 --> 03:41:11.247]  They illegally changed state elections.
[03:41:12.147 --> 03:41:17.311]  Mailing ballots to anyone and everyone, and sometimes mailing multiple ballots to people.
[03:41:17.671 --> 03:41:19.653]  Well, this isn't any way to run an election.
[03:41:19.713 --> 03:41:23.395]  We are in a serious country when we have elections that can be stolen like this.
[03:41:23.955 --> 03:41:41.629]   And I believe that, just like I believe the election was stolen in 2020, and I have no problem saying that, and it is so absurd for the media and the Democrats to attack us that question our election integrity and question the fact that elections Um, shouldn't be run the way they are.
[03:41:41.929 --> 03:41:51.001]  We're not election deniers, we're election realists and we want to see elections that are done in such a way where no one can question them, Democrats or Republicans.
[03:41:51.381 --> 03:41:54.665]  Many Democrats have questioned elections over the years.
[03:41:54.966 --> 03:41:58.270]  Hillary Clinton, Stacey Abrams, I mean we can go down the list.
[03:41:58.690 --> 03:42:03.552]  Even the press secretary questioned 2018 Stacey Abrams election in Georgia.
[03:42:03.892 --> 03:42:08.213]  Carrie Lake is right to be calling it exactly what it is, election fraud.
[03:42:08.814 --> 03:42:11.174]  And you know, the people of Arizona deserve better.
[03:42:11.254 --> 03:42:13.915]  The people of the United States deserve better in our elections.
[03:42:14.355 --> 03:42:24.719]  And so until everyone is willing to get on the same page and really work hard to protect our elections, then the same thing will continue to keep happening.
[03:42:24.739 --> 03:42:26.420]  So it makes me question about 2024 now.
[03:42:28.274 --> 03:42:28.594]  I agree.
[03:42:28.614 --> 03:42:30.276]  Let's cover the waterfront when we come back.
[03:42:30.816 --> 03:42:32.098]  But what you say is so central.
[03:42:32.118 --> 03:42:37.022]  I saw a compilation video this weekend of dozens of newscasts saying the exact same thing.
[03:42:37.322 --> 03:42:37.943]  It's normal.
[03:42:38.003 --> 03:42:39.184]  We've always waited weeks.
[03:42:39.644 --> 03:42:40.985]  This is the new normal.
[03:42:41.065 --> 03:42:44.228]  It's not the new normal, ladies and gentlemen.
[03:42:44.248 --> 03:42:46.130]  Marjorie Taylor Greene is our guest.
[03:42:46.150 --> 03:42:48.672]  We're going to look at what's currently happening.
[03:42:48.992 --> 03:42:48.672]  2024.
[03:42:49.413 --> 03:42:50.334]  Trump to Sanish.
[03:42:51.094 --> 03:42:51.995]  January 6th.
[03:42:52.095 --> 03:42:53.076]  Jam-packed segment.
[03:42:53.116 --> 03:42:53.857]  Mail-in ballots.
[03:42:54.197 --> 03:42:54.697]  Straight ahead.
[03:42:54.536 --> 03:43:10.076]  Stay with us.
[03:43:10.051 --> 03:43:17.978]  Elon Musk has hinted at this himself, but when he spoke out against returning Alex Jones to the platform, there were obvious concerns.
[03:43:18.438 --> 03:43:28.927]  Now, what I think might be going on, Elon Musk is making a business decision knowing that if Alex Jones is allowed back on the platform, Twitter might get removed from the App Store.
[03:43:29.147 --> 03:43:30.989]  Oh, you can't have it on your iPhone.
[03:43:31.149 --> 03:43:33.190]  Oh, you can't have it on your Android anymore.
[03:43:33.571 --> 03:43:43.779]  And now that one of the head tech executives and app manufacturers at Apple has removed his account could be a sign of things to come.
[03:43:43.839 --> 03:43:50.165]  Now others think it might be a personal choice that Elon Musk made to not let Alex Jones back on the platform.
[03:43:50.545 --> 03:43:55.850]  Now here was Alex Jones response to the news of Elon Musk not reinstating his account.
[03:43:56.050 --> 03:44:25.574]   The ADL And the Southern Primary Law Center, the Democratic Party, the European Union and the Justice Department and CIA moles that Congress had hearings on last week are inside of his company right now and are literally trying to sabotage it, not just externally with threats of lawsuits and censorship and criminal charges from the EU, but they're also threatening to sabotage the company and the actual systems that make it operate.
[03:44:26.856 --> 03:44:28.000]  He hit the panic button.
[03:44:28.903 --> 03:44:33.024]  And basically came out and attacked me so that he can get the left off of his back.
[03:44:33.705 --> 03:44:51.111]  And, you know, it's fine to me that he did that, except he went too far and compared himself to Jesus and the whole, bring the children to me, suffer the children to me, and if you offend one of these, if you're mean to one of these kids, it's better for you to kill yourself by tying a big bowl to your neck and throwing it in the ocean.
[03:44:51.671 --> 03:44:52.611]  That's just outrageous.
[03:44:52.651 --> 03:44:57.093]  That's absolutely outrageous that I'm supposedly the worst guy in the world because of media hype.
[03:44:57.793 --> 03:44:58.854]  But that story will carry itself out.
[03:44:58.873 --> 03:45:01.313]  has misrepresented what I really said about Sandy Hook.
[03:45:01.313 --> 03:45:05.792]   If Elon loves to quote Christ so much in between dressing up like Satan,
[03:45:05.792 --> 03:45:11.472]   he should quote Christ's most famous quote, "Let he without sin cast the first stone."
[03:45:11.472 --> 03:45:14.472]  But that story will carry itself out.
[03:45:14.472 --> 03:45:22.833]   What we are appreciative of is you supporting us at Infowarsstore.com so that we can still speak
[03:45:22.833 --> 03:45:28.433]   to you, the audience, and the millions of people, the new viewers, the future viewers
[03:45:28.433 --> 03:45:32.113]  that might visit band.video and infowars.com every day.
[03:45:32.113 --> 03:45:37.592]   Now, as a big thank you for that support over the years, we are doing something for the first time
[03:45:37.592 --> 03:45:44.074]   that we've ever done here at Infowars and infowarsstore.com, and that's a free gift for you
[03:45:44.074 --> 03:45:45.873]  when you shop at infowarsstore.com.
[03:45:45.986 --> 03:45:48.587]  That's right, ladies and gentlemen, it's the Thanksgiving special.
[03:45:48.908 --> 03:45:52.890]  We are thankful, we are grateful for all of your support over the years.
[03:45:53.210 --> 03:46:01.554]  And so right now, every purchase from now till December 1st at InfoWarsStore.com will get a free gift.
[03:46:01.834 --> 03:46:05.536]  And this is a lot of cool stuff that we have, like flags and koozies.
[03:46:05.996 --> 03:46:08.878]  RFID protectors and so much more.
[03:46:09.138 --> 03:46:12.100]  So you go get your favorite supplement at Infowarsstore.com.
[03:46:12.140 --> 03:46:15.202]  You go get a bottle of Vitamin Mineral Fusion for 50% off.
[03:46:15.482 --> 03:46:19.984]  You get double Patriot Points and now a free gift with every order.
[03:46:20.244 --> 03:46:22.506]  Remember those sunglasses that sold out so quickly?
[03:46:22.786 --> 03:46:23.727]  We've got some left.
[03:46:23.987 --> 03:46:28.649]  Could be coming to you as a free gift, as a token of our appreciation over the years.
[03:46:28.729 --> 03:46:31.691]  So maybe we get back on Twitter, maybe we don't.
[03:46:31.911 --> 03:46:36.941]   But thanks to you in the audience supporting us financially shopping at Infowarsstore.com,
[03:46:36.941 --> 03:46:39.211]   praying for us and spreading the links.
[03:46:39.211 --> 03:46:45.012]   We're still on air here every day and part of our token of appreciation is a free gift
[03:46:45.012 --> 03:46:48.252]  to you when you shop at Infowarsstore.com.
[03:46:48.252 --> 03:46:52.791]   Let's keep supporting Infowars, keep shopping at Infowarsstore.com and we will stay right
[03:46:52.791 --> 03:47:01.971]  here on air every day just like we have for decades.
[03:47:01.971 --> 03:47:06.291]  a frontal assault on the lies of the New World Order.
[03:47:06.118 --> 03:47:07.818]  It's Alex Jones.
[03:47:07.818 --> 03:47:34.618]  MTG has them really scared.
[03:47:34.586 --> 03:47:36.228]  That's why they demonize her and lie about her.
[03:47:36.528 --> 03:47:40.754]  Despite all their fraud in Georgia, and we know it went on, the evidence is coming out, she won by 66%, 33%.
[03:47:44.714 --> 03:47:45.135]  Extra.
[03:47:45.775 --> 03:47:47.577]  They are so scared of her.
[03:47:47.737 --> 03:47:52.401]  Only massive tsunamis, only red waves can stop the fraud.
[03:47:52.481 --> 03:47:54.903]  She overwhelmed the algorithms.
[03:47:54.963 --> 03:48:01.609]  And remember, Mark Elias, Hillary Clinton's lawyer, ran around the country, but mainly targeted her to try to stop her from being able to run.
[03:48:01.629 --> 03:48:07.695]  So if you want to know if they'll steal elections, they try to stop our most popular candidates from running or running for re-election.
[03:48:08.155 --> 03:48:10.954]   These people, in my view, Our criminals.
[03:48:11.334 --> 03:48:18.524]  We were talking during the break, you were making points before we went to break, about the mail-in ballots, about what we just witnessed and what Americans have to do.
[03:48:18.945 --> 03:48:20.067]  MTG, lay it on us.
[03:48:21.752 --> 03:48:29.735]  Well, what we're seeing right now is unbelievable, and I can't imagine that people sit on the sidelines and just allow this to continue.
[03:48:30.215 --> 03:48:38.198]  Here's the problem, Alex, is we have to look not only at this election, we have to look at 2020's election, and we have to think forward to 2024.
[03:48:38.718 --> 03:48:44.160]  And in order to win elections, our elections have to be secure, and voters have to be confident in the process.
[03:48:44.540 --> 03:48:55.087]   But voters are not confident in the process when ballots just get continued to be counted Slowly, every single day, and then you watch a strong Republican candidate like Carrie Lake.
[03:48:56.129 --> 03:49:02.654]  Lose, day after day, and lose, and then to the point where the media finally calls it for the Democrat candidate.
[03:49:02.694 --> 03:49:07.578]  And here in California, we're watching elections be slowly counted and slowly counted.
[03:49:08.419 --> 03:49:10.520]  This is worse than a third world country.
[03:49:10.780 --> 03:49:13.262]  We're the laughing stock of the world.
[03:49:13.322 --> 03:49:14.623]  That's what our elections are.
[03:49:14.943 --> 03:49:16.345]  And our enemies know it.
[03:49:16.485 --> 03:49:17.445]  And we're being played.
[03:49:17.545 --> 03:49:19.127]  And the American people deserve better.
[03:49:19.387 --> 03:49:20.107]  Here's why, Alex.
[03:49:20.147 --> 03:49:22.109]  The taxpayers pay for the elections.
[03:49:22.529 --> 03:49:23.730]  They pay for the ballots.
