[00:00:00.369 --> 00:00:03.111]  I guess we all know Joe Biden is not running this country.
[02:27:31.912 --> 02:27:32.953]  You can use discount code 1776.
[02:27:35.433 --> 02:27:39.475]  On InfoWarsStore.com to save up to 60 percent.
[02:27:39.515 --> 02:27:40.735]  Not everything is 60 percent.
[02:27:40.755 --> 02:27:41.856]  Some things are 50 percent.
[02:27:41.896 --> 02:27:46.277]  But check out Vitamineral Fusion, DNA Force Plus, and all the other products there.
[02:27:46.658 --> 02:27:54.701]  And by doing that, you will help support InfoWars, of course, and help fund this platform that is a free speech champion for our country.
[02:27:55.061 --> 02:28:08.565]   And let me note, let me just make this note, that InfoWars has been right About all the things we're talking about, the food scarcity, InfoWars was right about the bioweapon origin, InfoWars was right about the vaccines.
[02:28:09.406 --> 02:28:17.088]  If people, if the whole country had heard from InfoWars, probably millions of fewer people would have been injured or killed by these vaccines.
[02:28:17.668 --> 02:28:25.774]  Folks, InfoWars information saves lives, and you can support InfoWars right now in our quest to help save more lives.
[02:28:25.874 --> 02:28:28.276]  InfoWarsStore.com, discount code 1776.
[02:28:28.736 --> 02:28:31.278]  I'll be back with David DuBin after this short break.
[02:28:32.816 --> 02:28:33.516]  All right, welcome back.
[02:28:33.577 --> 02:28:34.257]  Mike Adams here.
[02:28:34.277 --> 02:28:46.965]  We're going to be joined by David Dubin here in just a second to talk about the bombshell news that BASIF has announced the permanent downsizing and shuttering of some of its European chemical operations.
[02:28:47.525 --> 02:29:02.894]   This story, for the producers there, the story is right now up on thegatewaypundit.com, and we're going to talk about food scarcity, starvation, And famine and what that leads to in society is just for background, folks, you know, I'm a food scientist.
[02:29:02.934 --> 02:29:06.576]  This is my wheelhouse, food analysis and mass spec laboratories.
[02:29:06.596 --> 02:29:08.317]  I'm a published food scientist.
[02:29:08.737 --> 02:29:16.521]  And then David Dubin is just an incredible researcher, understanding the supply chain inputs and resource restrictions that affect the food supply.
[02:29:16.961 --> 02:29:20.303]  So David Dubin is his channel is called Adapt 2030.
[02:29:20.783 --> 02:29:27.266]   His channel is on many different platforms, including still Yeah, Mike, thanks for bringing me back again.
[02:29:27.085 --> 02:29:28.885]  David DuBin, welcome to the show.
[02:29:28.885 --> 02:29:30.085]  It's great to have you on.
[02:29:30.085 --> 02:29:33.885]  Yeah, Mike, thanks for bringing me back again.
[02:29:33.885 --> 02:29:38.725]   You know, when we had this conversation about six months ago, so many things have manifested
[02:29:38.725 --> 02:29:42.325]   where you can see where things are actually in the trajectory right now.
[02:29:42.278 --> 02:29:49.421]  So it's getting a little bit easier to forecast because these marks in time of things to look for have actually transpired.
[02:29:49.841 --> 02:29:59.424]  Shutting down of fertilizer production across Europe, fertilizer shortages, crop price increases, supply chain bottlenecks are now becoming supply chain super glue.
[02:30:00.720 --> 02:30:01.301]  Yeah, absolutely.
[02:30:01.321 --> 02:30:06.204]  But with all this said today, you're going to have to make your own change in your own world.
[02:30:06.285 --> 02:30:07.445]  Nobody's going to do it for you.
[02:30:07.465 --> 02:30:11.309]  And if I could preface this, everybody is going to have to take action themselves.
[02:30:11.349 --> 02:30:13.590]  You can no longer wait for somebody to do it for you.
[02:30:13.630 --> 02:30:17.874]  You have to make these changes immediately for yourselves to survive through this time.
[02:30:19.192 --> 02:30:20.473]  That's absolutely correct.
[02:30:20.894 --> 02:30:21.674]  Thank you for bringing that up.
[02:30:21.935 --> 02:30:24.757]  I want to get your reaction to the big breaking news today.
[02:30:24.797 --> 02:30:31.844]  But first, just to mention to our audience, you and I did a longer duration, detailed interview yesterday.
[02:30:31.864 --> 02:30:33.786]  That's being edited now.
[02:30:33.866 --> 02:30:36.969]  That's going to be posted to Band.Video, I believe.
[02:30:37.449 --> 02:30:38.510]  No later than tomorrow.
[02:30:38.570 --> 02:30:44.417]  So if anybody listening, if you enjoy this segment, but you want more information, just check out Band.Video tomorrow.
[02:30:44.897 --> 02:30:48.541]  My channel, which is the Mike Adams channel there, and you'll get the extended interview.
[02:30:48.902 --> 02:30:57.491]  But David, BASF announcing the permanent downsizing of part of its facilities in Germany while expanding operations in China.
[02:30:58.132 --> 02:31:01.637]  You know as much as anyone how this is major.
[02:31:01.677 --> 02:31:02.858]  This is a milestone.
[02:31:03.479 --> 02:31:07.024]  This is a marker for history of the fall of Western Europe.
[02:31:07.084 --> 02:31:13.713]  Please explain, sir, how you think this is going to impact Western Europe and the food supply for decades to come.
[02:31:17.130 --> 02:31:30.083]  To frame this on the BASF plant closure, and that was one of the things I wanted to talk about here as well, that plant after World War II was opened in 1952, and it has not shuttered even one day since that point.
[02:31:30.763 --> 02:31:36.569]  It has been open and it's expanded up to 10 square kilometers, or 6 square miles, this facility.
[02:31:37.466 --> 02:31:46.115]  Now, because of the electrical shortages happening and the natural gas shortages, they were going to start turning off parts of this plant that had never been turned off since the 1950s.
[02:31:46.535 --> 02:31:56.125]  And one of their main concerns was when they tried to repressurize the system and actually get things flowing once again, that there would be continuous breaks, problems, explosions, fire hazards, and...
[02:31:57.198 --> 02:32:05.802]  Contamination hazards, gas hazards, all the way through when they tried to get the system repressurized up to functionality again, which we just turned off.
[02:32:06.402 --> 02:32:12.165]  So you can see that they understand in Germany that this is not possible to turn that plant back on again.
[02:32:12.685 --> 02:32:29.991]   So instead of explaining that to the general populace and saying, well, you know, there's a lot of chemicals that aren't going to be here for farm inputs, That would send a scare through the populace of the world, and maybe alert them that there are massive food shortages, and that would be the final straw that sent everybody running for supplies at the same time.
[02:32:30.451 --> 02:32:32.873]  But now, you know, it's just a business article at this point.
[02:32:32.893 --> 02:32:35.295]  They're going to shut our operations and move over to China.
[02:32:35.656 --> 02:32:36.476]  Well, Freya, you're right.
[02:32:36.516 --> 02:32:41.460]  This is the biggest thing here, that fertilizer production is permanently going down.
[02:32:41.901 --> 02:32:45.604]  Chemical production for farm inputs is permanently going down.
[02:32:46.364 --> 02:32:48.725]  Across Europe, so we're looking at what 40%?
[02:32:49.205 --> 02:33:02.070]  Reduction in herbicides pesticides and fertilizers coming up on a permanent basis from this day forward To what you're saying Bruder Mueller who is the the chief executive of base if in Europe?
[02:33:02.110 --> 02:33:09.573]   He said that they are shutting this down quote as quickly as possible and also permanently Permanently.
[02:33:09.613 --> 02:33:12.615]  This is the permanent deindustrialization of Europe that we've been talking about.
[02:33:13.075 --> 02:33:17.378]  And he cited not only the lack of natural gas, which is a key input.
[02:33:17.398 --> 02:33:25.342]  You actually have to use the hydrocarbon molecules from natural gas in order to make things like ammonia that go into all the other processes there.
[02:33:25.682 --> 02:33:31.306]  But also, he said, it's in part due to regulations of the EU.
[02:33:31.806 --> 02:33:54.994]   So the EU regulations have not only destroyed the infrastructure of fossil fuels, Nuclear, coal, the things that keep an industrial society alive and running, but they're also, in effect, contributing to the shutdown of this massive chemical conglomerate that is necessary for the production of fertilizer and food and medicines and textiles and everything else.
[02:33:55.374 --> 02:34:00.515]  But I just want to add that in there, David, back to you, but as quickly as possible and also permanently.
[02:34:00.575 --> 02:34:01.596]  That is bombshell.
[02:34:01.616 --> 02:34:02.516]  That is shocking.
[02:34:04.645 --> 02:34:06.746]  That is, and that's a self-inflicted wound as well.
[02:34:06.786 --> 02:34:12.808]  That never had to happen, unless it's a plan to de-industrialize, and then that would just be the logical next step.
[02:34:13.228 --> 02:34:22.011]  So when we were talking six months ago about how this was going to transpire, and the next lever would be turned off, the next gear, then where do we sit from today?
[02:34:22.371 --> 02:34:27.933]  The next thing to go down will be the supply chains to deliver all of it will suddenly be non-functional.
[02:34:28.233 --> 02:34:34.616]   Now you can blame the Mississippi River, you can blame Credit Suisse needing emergency 11-12 billion.
[02:34:34.656 --> 02:34:39.199]  You can explain away and say that derivatives market locked up and something happened there.
[02:34:39.619 --> 02:34:40.239]  But look for it.
[02:34:40.259 --> 02:34:41.420]  That's the next shoe to drop.
[02:34:41.620 --> 02:34:43.941]  So now the chemicals are being taken offline.
[02:34:44.282 --> 02:34:45.963]  Fertilizers are being taken offline.
[02:34:46.243 --> 02:34:48.064]  So the next and only last thing.
[02:34:48.684 --> 02:34:55.488]  And a logical basis looking out there is to absolutely lock up and destroy the supply chain so nothing moves.
[02:34:55.888 --> 02:34:58.109]  And then the task will be completed.
[02:34:58.429 --> 02:35:00.331]  But once that's completed, that's only part of it.
[02:35:00.391 --> 02:35:03.712]  Then what is next is the scary part to envision.
[02:35:03.892 --> 02:35:08.295]  After they have accomplished this goal of deindustrialization, then what?
[02:35:09.480 --> 02:35:10.820]  Should be more the question asked.
[02:35:11.781 --> 02:35:40.773]   Yeah, I mean, because you're going to see Western Europe plunge into a third world type of scenario very quickly, but the Europeans, by and large, they still don't realize that the United States inflicted this wound upon them, because until the Nord Stream Pipeline was destroyed by the US, which is, you know, 100% certainty at this point, Until that happened, there was always the possibility that Germany could restore the pipeline connection with Russia, that there could be diplomacy on the table.
[02:35:40.973 --> 02:35:44.116]  Well, even those 30 Democrats have backed away from diplomacy now.
[02:35:44.136 --> 02:35:45.157]  Oh, we can't have diplomacy.
[02:35:45.217 --> 02:35:45.978]  No peace, you know?
[02:35:46.518 --> 02:35:51.583]  So, now, America inflicted this great wound upon Europe.
[02:35:52.003 --> 02:35:55.206]  Because there's no possibility of natural gas coming in.
[02:35:55.546 --> 02:35:59.950]  And this, I think, has factored into the BASF decision to shut down.
[02:35:59.990 --> 02:36:08.136]  BASF is saying, not only do we have no natural gas now, there's not even a possibility of having sufficient natural gas for many years to come.
[02:36:08.456 --> 02:36:17.824]  And even if it's restored, there's always going to be this conflict where the United States is bombing the infrastructure that BASF needs as a corporation in order to function.
[02:36:18.605 --> 02:36:25.350]   I mean, it's like America declared war On Germany, in essence, at this point, what do you think?
[02:36:27.251 --> 02:36:39.640]  Yeah, you look at how many LNG ships are offshore running $400,000 a day across Europe just to bring in what is needed for heating and keeping just the very base industry moving along in the coastal areas.
[02:36:40.001 --> 02:36:44.744]  The further you get offshore, they're coming into, yeah, very deep into the heart of the continent.
[02:36:45.244 --> 02:36:46.946]  That will not be resupplied again.
[02:36:47.726 --> 02:36:53.032]  So, there's how many ships really are there out there in the world that can continue to bring LNG in now that these pipes are gone?
[02:36:53.392 --> 02:36:56.796]  Very few in comparison to keep an entire continent powered.
[02:36:56.836 --> 02:36:57.837]  We gotta go to break here.
[02:36:57.917 --> 02:36:58.478]  Stay with us.
[02:36:58.498 --> 02:36:59.078]  Sorry to interrupt.
[02:36:59.339 --> 02:37:00.700]  We'll be right back after this break.
[02:37:00.800 --> 02:37:01.901]  More with David Dubin.
[02:37:01.941 --> 02:37:05.285]  Also, we're going to talk about food scarcity in the Southern Hemisphere.
[02:37:05.325 --> 02:37:05.786]  Stay with us.
[02:37:07.478 --> 02:37:09.600]  All right, we continue with David DuBine.
[02:37:09.640 --> 02:37:14.384]  I'm Mike Adams of naturalnews.com, and David DuBine, his channel is ADAPT2030.
[02:37:14.605 --> 02:37:25.795]  And David, I'd like to invite you to go into the South America scenario that we talked about yesterday with water vapor and the cooling effect of the shorter growing seasons.
[02:37:25.835 --> 02:37:28.317]  Go ahead, give us all the details of that.
[02:37:30.158 --> 02:37:30.879]  Yeah, thank you, Will.
[02:37:30.919 --> 02:37:32.501]  Sorry for speaking over you, going into the break there.
[02:37:33.266 --> 02:37:33.606]  It's all right.
[02:37:33.646 --> 02:37:35.847]  Well, we need to compare apples to apples here.
[02:37:36.267 --> 02:37:43.150]  So if you look at the Pinatubo eruption, I'm going to take you back into 1991 in the Philippines, Mount Pinatubo.
[02:37:43.670 --> 02:37:45.491]  Some of you were alive then, some of you were not.
[02:37:46.752 --> 02:37:51.694]  That ash cooled our planet 7 tenths of a degree Celsius.
[02:37:52.234 --> 02:37:55.736]  And yes, there was some very minor effects on agriculture.
[02:37:56.196 --> 02:37:59.337]  There was decline in yields for those two years until the ash fell out of the air.
[02:37:59.357 --> 02:38:01.358]  It's usually a two to three year cycle.
[02:38:02.586 --> 02:38:14.878]  So, Enter Tonga, in the beginning of the year here in January, the ash column actually went double the height into the atmosphere that Pinatubo had done.
[02:38:15.478 --> 02:38:29.278]   And when we look at recollections and stories of Mount Tambora in 1815, excuse me, We're starting to look at very close similarities to what happened with Mount Tambora in a year without a summer.
[02:38:29.719 --> 02:38:35.626]  The subsequent one year after is really when a lot of problems globally with agriculture started to happen.
[02:38:35.666 --> 02:38:40.853]  Now, if you want to line that up in today's modern timeline, we have one of the biggest eruptions in 200 years.
[02:38:42.154 --> 02:38:48.461]  Food production is going to be cut anyway in the Southern Hemisphere greatly, and also Northern Hemisphere production affected.
[02:38:48.861 --> 02:38:52.565]  And suddenly we got all the chemicals cut off, all the fertilizers cut out.
[02:38:53.025 --> 02:38:59.572]  It's almost like the excuse will be there why food is about to fail across the planet as we move into the Southern Hemisphere planting season.
[02:39:00.332 --> 02:39:01.392]  Hold on a second.
[02:39:01.632 --> 02:39:05.033]  I want to ask you to clarify something or to explain something.
[02:39:05.053 --> 02:39:10.134]  There's a missing point in this that you shared with me in our interview yesterday, but I want to make sure you get on the record here.
[02:39:10.594 --> 02:39:21.336]  Talk about how much water was ejected into the stratosphere and the effects of the water vapor from the Tonga volcano earlier this year, because I think that's the key point here.
[02:39:21.997 --> 02:39:24.157]  Sorry to interrupt, but go ahead and make sure you cover that, please.
[02:39:25.140 --> 02:39:26.381]  Yeah, thanks for keeping me on track there.
[02:39:26.401 --> 02:39:27.261]  I ramble sometimes.
[02:39:27.281 --> 02:39:31.844]  52 miles is the height that the water vapor was ejected into the atmosphere.
[02:39:31.864 --> 02:39:36.307]  Now, the Tonga eruption was, as you see, it was in the ocean itself.
[02:39:36.787 --> 02:39:48.133]  So that also included sulfur dioxide, ash, and this time the water vapor, which was a third element that was not in the Tambora eruption, which was a land-based volcano, so it was just sulfur dioxide and ash.
[02:39:48.534 --> 02:39:54.197]  This time, we had that water vapor going up 52 miles into the atmosphere.
[02:39:54.941 --> 02:40:00.092]  This is already starting to be registered in terms of 4 degrees Celsius cooler temperatures.
[02:40:00.272 --> 02:40:06.185]  Some places 5 degrees Celsius cooler temperatures in elevations where crops are being grown across South America.
[02:40:06.992 --> 02:40:29.651]  Across South Africa and you're seeing massive losses right over in Australia right now with a wheat crop and you know I directly think that these two are related because that water vapor what's happening in Australia record rains unbelievable freezing and they're about to get a polar blast that would wipe out anything that sits in the fields in terms of if it's not ready to harvest now it's going to be lost to cold.
[02:40:30.511 --> 02:40:42.460]  Okay, one more point we have to make on this is that the water vapor, it stays in the atmosphere for a couple of years, and the water vapor, it doesn't just fall back down in a month.
[02:40:42.781 --> 02:40:55.931]  It stays in the atmosphere for years, it circulates around the world, and while it's there, it's reflecting sunlight, so it's preventing sunlight from reaching the surface of the earth, which warms, you know, sunlight warms the crops and also provides photosynthesis.
[02:40:56.391 --> 02:41:15.449]  So because of that water vapor that's circulating in the air, that's why, as you explained yesterday, again, sorry to keep bringing you back to these points, but I want to make sure we really nail it down for the layperson who's not deep into this like you and I. Like you and I, David, we're kind of food geeks, you know, but not everybody gets all the geekery like we do.
[02:41:15.829 --> 02:41:17.111]  But this is the important point.
[02:41:19.113 --> 02:41:26.544]  Well, the soils are cooler, photosynthesis is reduced, and the crop season is therefore reduced because of that.
[02:41:26.844 --> 02:41:27.545]  So back to you again.
[02:41:27.625 --> 02:41:28.426]  Sorry to interrupt you.
[02:41:28.446 --> 02:41:29.327]  I've done it twice now.
[02:41:29.488 --> 02:41:30.249]  I'll try not to do it.
[02:41:30.959 --> 02:41:31.720]  No, no, please do.
[02:41:31.840 --> 02:41:32.260]  Feel free.
[02:41:32.660 --> 02:41:39.284]  And for those out there to understand where this goes, there's something called watts per meter squared that's reduced.
[02:41:39.364 --> 02:41:43.247]  It's total solar irradiance, how much sunlight actually strikes the planet's surface.
[02:41:43.627 --> 02:41:47.249]  Now, if you take into consideration solar panels, they measure the exact same.
[02:41:47.309 --> 02:41:50.772]  How much watts per meter squared is striking the surface of an area?
[02:41:51.092 --> 02:41:54.894]  Will it have enough power there to, you know, charge those solar panels?
[02:41:54.914 --> 02:41:55.434]  Yes or no?
[02:41:55.935 --> 02:42:06.540]   But each one that you decrease out of there, Really has an effect on agricultural production, which means that they're going to need to go to short season seeds or short crop seeds.
[02:42:06.980 --> 02:42:10.322]  And globally, there's just literally not enough just for the Southern Hemisphere.
[02:42:10.762 --> 02:42:20.006]  And then if it were to sweep back up here, which the crop losses we'll see next year in our Northern Hemisphere planting, if the world decides to go to short season seeds, there's just literally not enough.
[02:42:20.086 --> 02:42:27.490]  So the awareness of the food shortages inbound from the losses in the Southern Hemisphere is driving a lot of what we're seeing across the planet.
[02:42:28.030 --> 02:42:40.540]  So how much sunlight is going to be reduced will also increase mold and blight, and that's where we need the fungicides, which they won't be there because the fertilizers and the chemical inputs are all coming from the exact same factories.
[02:42:40.880 --> 02:42:43.783]  It's not like a fertilizer factory just produces fertilizer.
[02:42:44.123 --> 02:42:45.004]  They do chemicals.
[02:42:45.544 --> 02:42:55.407]  And without the herbicides, the fungicides in there, then all this blight and mold is going to wreak havoc with these wetter and cooler and cloudier conditions that we're about to see.
[02:42:55.667 --> 02:43:00.389]  Like the crop zones are set in a certain specific parameter for it to grow a certain crop.
[02:43:00.869 --> 02:43:04.232]  This much sunlight, that much wind, that much relative humidity.
[02:43:04.492 --> 02:43:11.298]  Well, this is all being thrown out right now as this light-blocking event continues to amplify.
[02:43:11.398 --> 02:43:12.919]  And the rain's coming down now.
[02:43:12.979 --> 02:43:15.861]  Everywhere you look, it's record rain, record rain, out of season.
[02:43:16.262 --> 02:43:18.844]  Two months of rain in a day, a year's worth of rain in a day.
[02:43:18.884 --> 02:43:21.546]  And these events are going to continue for the next year to two.
[02:43:22.324 --> 02:43:26.068]  And this is really going to have some massive effects on Southern Hemisphere production.
[02:43:26.429 --> 02:43:33.076]  Now, all of the Northern Hemisphere traders and companies involved in ag are all saying, well, let's see what happens in the Southern Hemisphere.
[02:43:33.316 --> 02:43:35.679]  Well, this is about what's happening in the Southern Hemisphere.
[02:43:35.959 --> 02:43:42.567]  So where does that put us on our world footing for food prices, food availability, food riots, and how governments are going to react to it all?
[02:43:43.820 --> 02:43:52.725]  Yeah, what you're talking about that's hitting the Southern Hemisphere right now is going to be in the Northern Hemisphere affecting the spring planting and summer harvesting next year in 2023.
[02:43:53.205 --> 02:44:07.252]  But what struck me about what you just said is as this is reducing the amount of sunlight that reaches the crops, understand that globalists like Bill Gates are in fact involved in research called stratospheric aerosol injection.
[02:44:07.633 --> 02:44:09.534]  They are global dimming experiments.
[02:44:10.394 --> 02:44:12.877]  This is not an alternative view.
[02:44:12.917 --> 02:44:15.780]  This is mainstream news, okay?
[02:44:15.880 --> 02:44:22.747]  They want to eject a massive amount of pollution or particulate matter into the stratosphere in order to block the sun, because they claim the sun is bad.
[02:44:23.107 --> 02:44:27.051]  So you have these leftists and these globalists, they've declared war on sunlight.
[02:44:27.572 --> 02:44:29.413]  They think global warming is a problem.
[02:44:29.574 --> 02:44:31.415]  No, folks, it's global dimming.
[02:44:32.136 --> 02:44:38.078]  Because of the Tonga eruption and these other things that are taking place, including geoengineering.
[02:44:38.498 --> 02:44:47.141]  Global dimming is what's going to collapse the global food supply and turn every country into a famine scenario.
[02:44:47.241 --> 02:44:49.461]  That's the problem, not global warming.
[02:44:49.481 --> 02:44:51.082]  We don't have to worry about that.
[02:44:51.142 --> 02:44:54.243]  We have to worry about billions of people starving to death at this point.
[02:44:54.303 --> 02:44:54.883]  Back to you, David.
[02:44:56.434 --> 02:45:11.059]  Well, that was always one of the worries with geoengineering was, okay, those particulates take about three years to slowly make their way out of the atmosphere, and what would happen during the interim if there was a volcanic eruption on the equivalent with Tonga or with Tambora that we saw in 1815?
[02:45:11.740 --> 02:45:16.341]  But their whole thing was, oh, that hasn't happened in 200 years, so it's such an outlier, it's not going to happen.
[02:45:16.782 --> 02:45:31.088]   But with decreasing solar activity on a 400-year grand solar minimum cycle, increased volcanism is one of the things that always accompanies this step down In solar activity on the 400-year cycle, not the 11-year cycle that we're used to.
[02:45:31.528 --> 02:45:36.031]  So then they had the mother of all disasters that everybody was praying would not happen.
[02:45:36.051 --> 02:45:43.717]  You have a massive VEI 6 or 7 eruption with all the particulates that are there from the geoengineering programs all intermingling.
[02:45:44.857 --> 02:45:51.882]  This is a runaway event that was foretold that it was a possibility of like one in a hundred million chance, but it just hit.
[02:45:52.697 --> 02:45:56.084]  Where does that leave us now with our ability to grow food across the planet?
[02:45:58.143 --> 02:46:08.591]  Well, an important factor in all of this is that even when you garden at home, your production yield is going to be somewhat lower for the very same reasons that we're talking about.
[02:46:09.111 --> 02:46:24.063]  So it's not just, I mean, look, I'm pro gardening and you do need to learn how to grow food, but you're going to have to maybe plant more than you otherwise would have planned for because the growing seasons are going to be shorter in some areas and yields are going to be lower because some amount of photosynthesis is being blocked.
[02:46:24.083 --> 02:46:26.424]   So, David, just Hold on to your thought there.
[02:46:26.444 --> 02:46:27.385]  We're going to go to a break right now.
[02:46:27.425 --> 02:46:29.946]  We'll come back with you on the other side to talk about 2023.
[02:46:31.806 --> 02:46:33.927]  What does it look like and what are your predictions?
[02:46:34.347 --> 02:46:37.768]  Are we going to have price controls, food rationing, biometric ID to buy food?
[02:46:37.809 --> 02:46:38.229]  Stay with us.
[02:46:38.249 --> 02:46:38.829]  We'll be right back.
[02:46:39.864 --> 02:46:41.867]  All right, we're back with David Dubin.
[02:46:41.887 --> 02:46:48.955]  We're talking about global famine because of global dimming, the blocking of the sun with water vapor and other means.
[02:46:49.796 --> 02:46:55.103]  Don't forget the last two days right now of the super sale happening at Infowarsstore.com.
[02:46:56.084 --> 02:47:02.807]  Discount code 1776 helps you save up to 60% not on everything, but on some things.
[02:47:02.867 --> 02:47:06.728]  Vitamineral fusion, DNA Force Plus, and other supplements.
[02:47:07.108 --> 02:47:13.251]  I want to add a personal note to this and encourage you to think about what just happened.
[02:47:13.811 --> 02:47:20.554]  David Dubin and I were talking about BASIF having a permanent reduction of operations in Europe.
[02:47:21.564 --> 02:47:42.621]   Do you know that in the supplements industry, because I'm in that industry, it is becoming very, very difficult to get The bottles, the caps, any kind of nozzles that go on top, like spray nozzles, pump nozzles, squeeze nozzles, anything like that, but just the lids and the bottles are already in short supply.
[02:47:42.681 --> 02:47:51.947]  For some of those, it's a six-month wait time to even get production of these plastics, usually polyethylene type of plastics that go into these supplement bottles.
[02:47:52.487 --> 02:48:02.712]   With the shutdown of BASF in Europe, I'm telling you folks, there's going to be a critical shortage of just the bottles and the lids that go into these supplements.
[02:48:02.772 --> 02:48:07.358]  Even if you can get the raw materials, it's going to be extremely difficult to get the containers.
[02:48:07.438 --> 02:48:14.748]   So that's another important reason to consider getting now what you might use over the next Six months or twelve months.
[02:48:15.409 --> 02:48:22.037]  It's a very real thing and even I have questions about how this industry is going to function if these supply shortages worsen.
[02:48:22.077 --> 02:48:25.781]  So, InfoWarsStore.com, use discount code 1776.
[02:48:26.042 --> 02:48:35.031]   Now, bringing back on David DuBin, You know, you just heard me describe the shortage of the plastics and the lids and everything in the supplements industry.
[02:48:35.051 --> 02:48:37.554]  That's something not a lot of people understand.
[02:48:37.834 --> 02:48:47.404]  But the same is true in farming and agriculture and, you know, the iron and steel that goes into farm equipment and the tines on cultivators for soil and things like that.
[02:48:47.645 --> 02:48:51.609]  Can you speak about those supply chain shortages in agriculture that you're seeing right now, David?
[02:48:54.542 --> 02:49:00.269]  It's the same problems where the electricity prices were doubling, quadrupling, 10x, 15x.
[02:49:00.489 --> 02:49:03.913]  A lot of these steel refiners just shut the doors across Europe.
[02:49:04.694 --> 02:49:08.178]  Same with zinc and aluminum smelting and anything to do with copper.
[02:49:08.218 --> 02:49:09.800]  It's all stopped across Europe.
[02:49:10.723 --> 02:49:28.154]  So it's the perfect storm happening and if you were to look at it in a way to collapse the global economy and bring everybody into a central bank digital currency or some sort of digital issuance programmable money, this has to continue until it runs into the ground at a hundred miles an hour.
[02:49:28.174 --> 02:49:40.520]   Because I have a lot of questions how BASF is going to instantly just run over to China and set up and have the same output at the same volumes And still be able to have the same purchasers come in there.
[02:49:41.101 --> 02:49:47.643]  And I just don't see how that is going to work and how long this is going to take before we get back to some semblance of normal.
[02:49:48.103 --> 02:50:03.349]  Even if they set up 100% of production over in China, now all the rumors of war and the beating of drums of war between America and China, do you think they're really going to start sending those chemicals over to the United States with all this drums of war happening?
[02:50:03.530 --> 02:50:04.230]  I don't think so.
[02:50:04.890 --> 02:50:06.432]  We got Americans skipping meals.
[02:50:06.452 --> 02:50:11.557]  We got UK citizens skipping meals because it's too expensive now.
[02:50:11.857 --> 02:50:15.480]  They're not even heating some of their meals in the UK to save on electrical costs.
[02:50:15.741 --> 02:50:22.988]  This is the world we've gone into and developed nations like the UK and United States are skipping meals and not heating their food because they're trying to save money.
[02:50:23.728 --> 02:50:27.471]  We've definitely entered a new period here where you realize you're on your own.
[02:50:27.491 --> 02:50:34.036]  You're going to have to take your own sovereignty for your food production, your food growing, your food preparation.
[02:50:34.076 --> 02:50:36.898]  You're all going to swing right back close to home again.
[02:50:36.918 --> 02:50:46.105]  You're going to have to stop relying on these centralized systems because they have broken down and they're not going to come back for, I don't know Mike, how long do you think it's going to take to bring everything back online?
[02:50:48.202 --> 02:50:51.183]  I don't think it's coming back online, frankly, for a lot of Western civilization.
[02:50:51.203 --> 02:50:59.127]  I think Western Europe will plunge into an agrarian, collapsed, impoverished society for a century.
[02:50:59.687 --> 02:51:01.248]  I mean, that's where I think this is going.
[02:51:01.608 --> 02:51:06.030]  Meanwhile, they can take plenty of hot showers in Russia or in China.
[02:51:06.570 --> 02:51:07.730]  Russia's producing steel.
[02:51:07.770 --> 02:51:08.911]  Russia's got iron ore.
[02:51:08.991 --> 02:51:14.273]  Russia has minerals, fertilizer, diesel fuel, oil, everything you can think of, aluminum.
[02:51:14.733 --> 02:51:16.094]  Russia's got it all!
[02:51:17.154 --> 02:51:23.776]  Western Europe has nothing, nothing but lies and propaganda and financialization, like derivatives instruments.
[02:51:24.896 --> 02:51:31.398]  It's so obvious the collapse that's happening, but what I wanted to ask you, I mentioned this before the break, is what are going to be the impacts of this?
[02:51:31.838 --> 02:51:44.742]  What will governments do, aside from money printing, we already know they're going to do that, here have some fiat currency to buy groceries, which will just lead to more inflation, but aside from that, do you think it's going to come to a point of rationing?
[02:51:45.422 --> 02:51:47.263]  Are things about to go there?
[02:51:47.082 --> 02:51:52.761]   or even a biometric identification every time you go to the grocery store so that they can
[02:51:52.761 --> 02:51:55.841]  track what you're buying and limit what you're buying.
[02:51:55.841 --> 02:51:58.841]  Are things about to go there?
[02:51:58.841 --> 02:52:02.001]  They are for the digital rationing card.
[02:52:02.001 --> 02:52:04.882]   Because we're coming to a point really quickly here, and you probably get about a two-month
[02:52:04.882 --> 02:52:09.402]   window before the realization of what's about to happen and is happening in real time in
[02:52:09.402 --> 02:52:12.682]  the Southern Hemisphere to reduce crop yields down there.
[02:52:12.586 --> 02:52:19.870]  And with the losses we just had up here, you know, the USDA and the way that they're trying to average crops, there was so much variability.
[02:52:20.700 --> 02:52:51.142]   In the crops this year that they've never had harvest variability at this levels before so they're really having a difficult time how to even count and accrue the crops because some field you'll have 200 bushels per acre but directly across the road there at a zero burndown so there's no averages anymore so even what we consider might be the yields are going to be lower than what's expected in the northern hemisphere and then coupled with these massive losses inbound The realization of famine, it will occur probably no later than Christmas time or right around the New Year time.
[02:52:51.382 --> 02:52:59.744]  And at that point, there's going to be a global rush for all countries and all people at the same time awaken and say, whoa, I need to get food for my family.
[02:52:59.764 --> 02:53:01.244]  I need to get medicines for my family.
[02:53:01.264 --> 02:53:02.225]  I need to get the tools.
[02:53:02.525 --> 02:53:03.645]  I need to get the grow lights.
[02:53:03.685 --> 02:53:07.826]  I need to get the six millimeter poly so I can grow under cover in the winter.
