[00:00:00.000 --> 00:00:00.500]  [Beep]
[01:13:27.265 --> 01:13:28.226]  That famous scandal.
[01:13:28.606 --> 01:13:29.827]  And so this is a big scandal.
[01:13:29.847 --> 01:13:38.112]  This is a legitimate thing that you're saying that you know there should be a blood banks now that are been given the experimental shots and those that don't.
[01:13:38.372 --> 01:13:46.637]  So what you're saying I think is being attacked and shut down because it makes so much sense and it's so legitimate and they don't want any precedent for this.
[01:13:48.479 --> 01:13:49.400]  Yeah, totally.
[01:13:49.860 --> 01:13:51.081]  That's exactly right.
[01:13:51.202 --> 01:13:55.846]  And you know, we've been painted in the media as something that we're not.
[01:13:55.906 --> 01:14:00.250]  You know, we're loving parents that want actually the very, very, very best for our baby.
[01:14:00.690 --> 01:14:02.652]  We know he needs heart surgery.
[01:14:03.112 --> 01:14:07.957]  We've been pleading with the whole medical team here to do it.
[01:14:08.077 --> 01:14:13.861]   But please, we don't want Blood that potentially could have spike protein.
[01:14:13.881 --> 01:14:14.541]  We don't want that.
[01:14:14.601 --> 01:14:17.503]  We know that that is, you know, he's got a compromised heart.
[01:14:17.963 --> 01:14:23.026]  We don't want to put something in that could be cardiotoxic to his heart.
[01:14:24.047 --> 01:14:26.969]  Which by the way, as you know, it's now admitted all over the world.
[01:14:27.369 --> 01:14:32.272]  Governments admit, the CDC admits here in America, that it does attack young people's hearts.
[01:14:32.592 --> 01:14:33.592]  There's no doubt about that.
[01:14:34.953 --> 01:14:35.974]  And especially males.
[01:14:36.636 --> 01:14:37.717]  And he's male.
[01:14:39.038 --> 01:14:43.141]  And he's already got an existing heart condition, you know, that is quite rare.
[01:14:43.161 --> 01:14:57.511]  And then they're, it's just incredible, but they're arrogantly saying we aren't going to bother looking for anything in the blood because we deem that the blood people are telling us it's safe, so we won't even look into it.
[01:14:58.032 --> 01:14:58.252]  Wow.
[01:14:59.605 --> 01:15:02.026]  Wow, they have really bitten off more than they could chew.
[01:15:02.346 --> 01:15:07.628]  I want to go to break and give you guys the floor and bring in the reporter, Liz Gunn, that broke this anytime she wants to pop in.
[01:15:07.688 --> 01:15:09.228]  But there's so many facets to this.
[01:15:09.608 --> 01:15:14.810]  I just want to say as we go to break, I want to thank you for standing up for my rights, because this is all a global run thing.
[01:15:15.130 --> 01:15:17.791]  So Australia is America, Canada is Germany.
[01:15:18.431 --> 01:15:21.232]  South Africa is New Zealand.
[01:15:21.513 --> 01:15:37.960]  I mean we're all facing the same big corporate biomedical takeover and we're all going to be faced with this and so you guys are like the icebreakers just because of the time and you know where God put you to be on the front lines saying no and I want to thank you for myself and my family for standing up for all our rights.
[01:15:38.520 --> 01:15:40.983]  People need to go right now to savebabywill.com.
[01:15:41.403 --> 01:15:44.506]  You can also donate to these folks to help battle and fight this.
[01:15:44.826 --> 01:15:45.887]  Their fight is our fight.
[01:15:46.147 --> 01:15:47.028]  This is so important.
[01:15:47.048 --> 01:15:51.472]  Savebabywill.com or buymeacoffee.com forward slash savebabywill.
[01:15:51.812 --> 01:15:53.694]  These monsters want full control of our lives.
[01:15:54.054 --> 01:15:55.996]  They're targeting our children with these poison shots.
[01:15:56.217 --> 01:15:58.217]  Now they want to put poison blood in them.
[01:15:58.217 --> 01:16:07.217]  I want to thank the listeners.
[01:16:06.571 --> 01:16:09.452]  I've sent out the bad signal many times, but we are maxed out.
[01:16:09.532 --> 01:16:11.732]  Our legal bills are going down because we're on appeal.
[01:16:11.812 --> 01:16:12.693]  I'm in bankruptcy.
[01:16:12.773 --> 01:16:14.133]  It's chapter 11, subchapter 5.
[01:16:14.293 --> 01:16:15.333]  It's a reorganization.
[01:16:15.453 --> 01:16:22.675]  As long as we can be solvent and somewhat profitable, then the money will go to run this operation, keep us on the air for years while the appeals go forward.
[01:16:22.695 --> 01:16:28.176]  The only way to be taken off the air is if you don't support the broadcasts and if you don't buy great products that you already need.
[01:16:28.516 --> 01:16:29.236]  Go to win-win.
[01:16:29.296 --> 01:16:33.577]  Just make the decision, and I thank you, to go to infowarshaw.com and get products you need.
[01:16:34.077 --> 01:16:35.158]  Take Vitamin Mineral Fusion.
[01:16:36.659 --> 01:16:39.860]  More of this is not coming in until February at the earliest.
[01:16:40.200 --> 01:16:49.886]  It's all the best vitamins, all the key minerals, all the key amino acids, everything you need in one scoop, put it in the water, put it in the refrigerator, drink it in the morning, night, whatever, tastes great, and it's everything you need.
[01:16:50.006 --> 01:16:50.726]  So many problems.
[01:16:50.746 --> 01:16:52.887]  Most of the problems are a deficiency or one or the other.
[01:16:53.188 --> 01:16:53.988]  This is what you need.
[01:16:54.448 --> 01:17:04.254]   Despite the fact it's going to sell out in the next couple weeks, maybe even sooner, 50% off, I want you to have it, and I want to incentivize those of you on the fence to become InfoWars customers at InfoWarsStore.com.
[01:17:04.534 --> 01:17:10.198]  Sign up for AutoShip, and they hold one back for you, and you get double Patreon points, as well as 10% off on the next order.
[01:17:11.863 --> 01:17:13.424]  Now people are really excited about this.
[01:17:13.765 --> 01:17:17.408]  This is pulling us out of the red into the black here very soon.
[01:17:17.428 --> 01:17:18.188]  So thank all of you.
[01:17:18.208 --> 01:17:20.390]  Remember how great the Red Pill Plus is?
[01:17:21.231 --> 01:17:23.333]  I don't have 10 minutes for everything that's in it.
[01:17:23.553 --> 01:17:30.098]  But that's preglanone, the precursor that your body produces naturally that helps your body, you've got to have it, create all your other hormones.
[01:17:30.839 --> 01:17:35.942]  So stamina, libido, energy, so many people are missing preglanone, especially those 40 or older.
[01:17:36.042 --> 01:17:47.428]  It has a good dose with the highest quality preglanone in it, and then it's got all these other key trace elements in it that so many people are missing that work as co-factors with regular minerals and vitamins.
[01:17:47.448 --> 01:17:48.749]  And then it's got a bunch of other things.
[01:17:48.769 --> 01:17:50.610]  It would take five minutes to read all the ingredients.
[01:17:50.950 --> 01:17:52.271]  This is really a game changer.
[01:17:52.551 --> 01:17:53.552]  Real Red Pill Plus.
[01:17:53.852 --> 01:17:56.493]  Back in stock after two years being sold out because of supply chain breakdowns.
[01:17:56.513 --> 01:17:56.954]  It is.
[01:17:58.614 --> 01:18:00.235]  50% off at InfoWarsStore.com.
[01:18:00.255 --> 01:18:02.837]  Then there's the new InfoWars MD line.
[01:18:02.977 --> 01:18:06.058]  We can only discount 25% off because there's not much markup in it.
[01:18:06.198 --> 01:18:14.623]  These are clones of already best-selling products around the country from a top supplement maker that's listeners that are letting us private label it, put our name on it, and they ship it out of their facility.
[01:18:14.643 --> 01:18:18.304]  So you get it even quicker and they're not shipping it to us and having to add that cost in.
[01:18:18.323 --> 01:18:22.523]   That's how we're able to do free shipping again at InfoWarsStore.com on orders of $80 or more.
[01:18:22.523 --> 01:18:24.122]  The regular shipping cost has been cut in half.
[01:18:24.122 --> 01:18:27.123]  So a lot of big changes, a lot of innovations at InfoWarsStore.com.
[01:18:27.123 --> 01:18:30.523]   Like the Tumeric 95, it's the same formula as bodies, just a little bit lower price.
[01:18:30.523 --> 01:18:32.823]  Tumeric 95, InfoWarsStore.com, Nitric Boost.
[01:18:32.823 --> 01:18:35.323]   Everybody should be taking it for your heart and lungs, cardiovascular.
[01:18:35.323 --> 01:18:38.323]   They're about to sell out of the super high-quality CBD at about half the price.
[01:18:38.323 --> 01:18:41.522]   Other great CBDs that are amazing for pain and joint pain and more.
[01:18:41.522 --> 01:18:42.123]  We've got all that.
[01:18:42.123 --> 01:18:43.923]  InfoWarsStore.com.
[01:18:43.923 --> 01:18:49.522]   Check out the InfoWars MD line and a whole other pharmaceutical maker that also makes
[01:18:49.522 --> 01:18:50.323]  top-line supplements.
[01:18:50.323 --> 01:18:51.722]  It has three number one bestsellers.
[01:18:51.724 --> 01:18:52.724]  I said, what are your bestsellers?
[01:18:52.764 --> 01:18:57.085]  They said, our top three are these, and you can private label them and sell them for up to 50% off.
[01:18:57.285 --> 01:19:00.465]  But they are sold in stores under the InfoWars Platinum name.
[01:19:00.485 --> 01:19:03.266]  1776 Testosterone Boost is the name I gave.
[01:19:03.306 --> 01:19:05.666]  The already number one best-selling testosterone booster in the country.
[01:19:05.806 --> 01:19:06.366]  Private labeled.
[01:19:06.626 --> 01:19:08.887]  HGH Max Boost and Pain MD.
[01:19:09.227 --> 01:19:10.667]  All 50% off out of the gates.
[01:19:10.606 --> 01:19:15.606]  InfoWars Platinum Brand at InfoWarsStore.com or 888-253-3139.
[01:19:15.606 --> 01:19:22.606]  [Christmas music]
[01:19:22.606 --> 01:19:27.606]  Ho ho ho ho! Merry Christmas!
[01:19:27.606 --> 01:19:30.186]  (upbeat music)
[01:19:30.186 --> 01:19:32.527]  (swooshing)
[01:19:32.291 --> 01:19:36.773]  Merry Christmas!
[01:19:36.793 --> 01:19:50.901]  1776, who commits again to try to take our firearms?
[01:19:53.012 --> 01:19:56.874]  If you are receiving this transmission, you are the resistance.
[01:19:57.114 --> 01:19:58.855]  It's Alex Jones.
[01:20:00.736 --> 01:20:01.036]  Fight!
[01:20:03.097 --> 01:20:07.199]  Leading a frontal assault on the lies of the New World Order.
[01:20:07.519 --> 01:20:09.198]  It's Alex Jones.
[01:20:09.198 --> 01:20:32.759]  Samantha Savage and Cole Reeves.
[01:20:32.759 --> 01:20:34.759]  [music]
[01:20:34.352 --> 01:20:36.012]  Our little baby Will's parents.
[01:20:36.893 --> 01:20:41.634]  And there's a lot of background here that I want to get into about your career and what you've witnessed, Samantha.
[01:20:42.214 --> 01:20:43.554]  Let's let you see what's going on.
[01:20:43.594 --> 01:20:51.016]  I see the reports that are even in major studies now that breastfeeding women that have taken the shot, the babies are getting really sick from the spike protein.
[01:20:51.696 --> 01:20:56.617]  This is not debatable now that it's infected the blood supply, that it keeps replicating in the bodies.
[01:20:56.637 --> 01:21:06.203]   This is a very legitimate concern with the horrible history Not just here in the US, but New Zealand, particularly with the Bayer scandal was one of the worst hit along with France.
[01:21:07.583 --> 01:21:08.663]  It's just outrageous.
[01:21:08.703 --> 01:21:10.744]  They're doing this and Cole Reeves.
[01:21:10.784 --> 01:21:23.488]  I want you to be able to just to get out all the incredible points here that that the world needs to know and the timeline here of them trying to force this blood product on the baby.
[01:21:25.688 --> 01:21:26.589]  Yeah, thanks Alex.
[01:21:26.649 --> 01:21:27.109]  Will we?
[01:21:28.177 --> 01:21:41.701]  We, you know, have been in and out of the system for a little while now and, you know, just, you know, with the baby's condition and we, there was a procedure that was performed and I won't go into what, you know, any of that because it didn't work.
[01:21:42.641 --> 01:21:57.460]   And so right there and then we just said, no, we, you know, we have to supply the very best for our child that we can possibly supply, which is, you know, we know that this next procedure that they told us about is going to need to have You know, blood products.
[01:21:57.760 --> 01:21:59.801]  And so, you know, we're onto it, people.
[01:21:59.901 --> 01:22:04.504]  And we decided to, you know, find a way.
[01:22:04.524 --> 01:22:07.245]  And I mean, it seemed simple to begin with.
[01:22:07.705 --> 01:22:13.789]  Find a way to get blood, you know, donated by our donors that we all found.
[01:22:13.869 --> 01:22:14.790]  We found donors.
[01:22:15.210 --> 01:22:15.730]  Sam did.
[01:22:15.810 --> 01:22:16.931]  Sam found them.
[01:22:16.991 --> 01:22:20.133]  She's an incredible lady that's just, you know, over the top.
[01:22:21.273 --> 01:22:22.354]  Well, we found these donors.
[01:22:23.611 --> 01:22:44.704]   We thought that would be a really easy procedure because in the blood website it had we do direct donor blood services for you know if you need that and so we got the donors ready and then it seemed like it was the doctor can sign a piece of paper and You get the service.
[01:22:44.964 --> 01:22:46.205]  By the way, I didn't know this.
[01:22:46.285 --> 01:22:47.545]  I was going to ask you this question.
[01:22:47.605 --> 01:23:05.468]  I know a lot of people got concerned about tainted blood with all the problems of so many even famous people getting bad blood and dying of HIV or hepatitis or other things that a lot of people will go out and find friends or family that have the same blood type or a comparable donor and then they will give blood so you have fresh good blood for the procedure.
[01:23:05.568 --> 01:23:08.349]  You had that but still they said no.
[01:23:08.449 --> 01:23:08.769]  Wow.
[01:23:09.049 --> 01:23:10.789]  This is just raw power grab.
[01:23:12.756 --> 01:23:36.905]   Well it is, and it all boils down to Will can't have his parents make a decision for him, so the state has just said no, we're not going to even listen to you, we're not going to listen to your concerns, we're not going to do anything, we're going to just take control and we're going to We're going to force this product into this baby, and we're not even going to test for it because we don't think there's a problem.
[01:23:36.925 --> 01:23:41.529]  There is a clear problem here, and it's not just the blood.
[01:23:41.589 --> 01:23:50.695]  It's actually the state taking control of someone's human right, and it's the state taking control of, well, if they take control of this, what are they going to take control of next?
[01:23:51.616 --> 01:23:56.400]  And then we boil down to, hey, this is so big.
[01:23:57.188 --> 01:24:07.816]  It's posing so many questions but there's a, you know, it is, hey, so we've had to make the stand because there's hundreds of thousands of people in this country that didn't want to take the injection.
[01:24:07.836 --> 01:24:19.445]  There's millions around the world and, hey, all of those people right now are having to be forced, if they need a blood transfusion, they're going to have to be forced to take whatever blood there's, you know, put into them.
[01:24:20.120 --> 01:24:27.683]  That's right, there's already a huge global debate about the tainted blood supply and the Clintons being involved, knowing they were putting HIV in with a big company in Canada.
[01:24:27.783 --> 01:24:28.584]  It's just so sick.
[01:24:29.064 --> 01:24:36.527]  Samantha, I'm told that Will was not alone when you gave birth, that he's a twin who's fine.
[01:24:37.027 --> 01:24:38.508]  Thank God he doesn't have a heart issue.
[01:24:39.128 --> 01:24:42.450]  And that you're also a midwife, so you've seen a lot of this up front.
[01:24:42.490 --> 01:24:43.770]  Tell us about those experiences.
[01:24:43.790 --> 01:24:48.432]  Yeah, well, I mean, I was mandated.
[01:24:51.601 --> 01:25:15.993]   When that came in I was escorted out of the hospital I was working in by security through the mandate and I suppose our governing body as midwives has been very Very vocal on their opinions around the vaccination.
[01:25:16.473 --> 01:25:20.675]  And you know, they've tried to sort of keep a lot of midwives quiet.
[01:25:21.715 --> 01:25:23.456]  Wow, so they're kicking you out of your job.
[01:25:23.496 --> 01:25:24.596]  They're coming for your baby.
[01:25:24.636 --> 01:25:30.578]  I mean, this, just like, you know, just like Cole said, this is, there's not much more rights to take after this.
[01:25:32.970 --> 01:25:38.896]  Yeah, the hospital has and the government has railroaded us as parents.
[01:25:39.236 --> 01:25:43.761]  They've tried to silence the parental voice, which is all wrong.
[01:25:44.902 --> 01:25:49.507]  You know, we're loving parents and we've never once said we don't want the operation.
[01:25:49.567 --> 01:25:50.428]  We wanted it.
[01:25:50.628 --> 01:26:02.771]   We want it, you know, but we want it with the safest blood and that should be A human right, a basic human right, and it should be a basic human parental right, you know?
[01:26:03.292 --> 01:26:10.316]  Since when has the state had the authority to say that I will make those decisions for your baby?
[01:26:10.956 --> 01:26:14.919]  Well, you guys look great for being up in the middle of the night in New Zealand and having twins.
[01:26:15.579 --> 01:26:17.180]  We should all be praying for you as well.
[01:26:17.220 --> 01:26:23.984]  You know, God's the ultimate arbiter here in my view, but wow, just incredible.
[01:26:26.087 --> 01:26:33.808]  Yeah, well, you know, it is incredible, and like I said before, we're a little bit flabbergasted at the whole procedure.
[01:26:33.828 --> 01:26:42.170]  It's just completely possible to make this happen, and we just can't understand why they're not making it happen.
[01:26:42.710 --> 01:26:48.171]  So we've had meetings, and they just said, no, we can make it happen, but we're just not going to.
[01:26:48.471 --> 01:26:51.211]  There's no way we're going to do it for you.
[01:26:52.652 --> 01:27:02.036]   You know, in a decent society, Doesn't the entire society rally around to make, you know, things happen to make a baby well?
[01:27:02.336 --> 01:27:03.197]  That's what, you know.
[01:27:03.277 --> 01:27:05.997]  Well, they want to do horrible, out in the open, evil things.
[01:27:07.318 --> 01:27:09.598]  Just like China, to set the precedent for power.
[01:27:09.918 --> 01:27:14.359]  And if they own your children, they own your body, they can put tainted blood in you, I mean, what else is there?
[01:27:15.299 --> 01:27:18.100]  Like all the ancient, falling societies demanded human sacrifice.
[01:27:18.380 --> 01:27:19.000]  It's the same thing.
[01:27:19.020 --> 01:27:20.680]  They just want total control over our bodies.
[01:27:22.681 --> 01:27:28.567]   Yeah, well, it's, you know, So our stance is we're never going to be comfortable with this.
[01:27:29.147 --> 01:27:35.110]  Never be comfortable with medical experimentation on a kid with unknown substances.
[01:27:35.591 --> 01:27:35.851]  Wow.
[01:27:36.511 --> 01:27:37.551]  We've got about a minute and a half to break.
[01:27:37.571 --> 01:27:40.773]  We're going to come back with more and the journalists that helped you guys break this.
[01:27:40.813 --> 01:27:42.834]  But what is the timeline?
[01:27:42.854 --> 01:27:44.035]  Or you don't know.
[01:27:44.615 --> 01:27:45.835]  He obviously needs the surgery.
[01:27:46.396 --> 01:27:48.617]  They won't let you get a donor that's safe and healthy.
[01:27:49.237 --> 01:27:49.777]  What do you do?
[01:27:49.977 --> 01:27:50.718]  What's the timeline?
[01:27:50.738 --> 01:27:52.519]  Are they going to try to take him if you don't do it?
[01:27:52.539 --> 01:27:53.139]  Or what's going to happen?
[01:27:54.252 --> 01:27:57.834]  Yeah, so they're meant to be doing surgery probably on Friday.
[01:27:57.854 --> 01:27:59.475]  Today is Thursday, so tomorrow.
[01:27:59.495 --> 01:27:59.555]  Wow.
[01:28:00.416 --> 01:28:05.039]  And they've put security guards on the ward.
[01:28:05.199 --> 01:28:07.901]  They're telling me I'm not allowed to take him out.
[01:28:08.381 --> 01:28:16.266]  They said if I do, they will enforce police or Oranga Tamariki on me.
[01:28:16.366 --> 01:28:20.949]  So it's just disgusting, you know, trying to make us prisoners in a hospital.
[01:28:22.176 --> 01:28:29.620]  Yeah, so Sam is medically imprisoned right now and so is the baby, even though the court documents say otherwise.
[01:28:30.100 --> 01:28:36.043]  So they've come in last night and threatened us and we had to exit them from the room that we're imprisoned in.
[01:28:36.063 --> 01:28:43.507]  There's just lies surrounding the entire government case and only the truth surrounding our case.
[01:28:44.388 --> 01:28:46.609]  So you're basically locked up right now in the facility?
[01:28:49.335 --> 01:28:49.836]  Wow!
[01:28:50.316 --> 01:28:50.916]  Whoa!
[01:28:51.517 --> 01:28:53.519]  Okay, this just gets crazier by the minute.
[01:28:54.719 --> 01:28:56.181]  It just always gets worse, folks.
[01:28:56.241 --> 01:28:58.302]  It doesn't get better until it gets better.
[01:28:58.803 --> 01:28:59.383]  We'll be right back.
[01:29:00.484 --> 01:29:09.952]  InfoWars is known for delivering information that is hard-hitting and incredibly accurate, and that has been game-changing, not just here in America, but across the world.
[01:29:09.972 --> 01:29:14.255]  Well, it's the same thing when it comes to the products we promote at InfoWars4.com.
[01:29:14.976 --> 01:29:31.291]   And now, in the last year, we developed a relationship With a major pharmaceutical company owner, who also just so happens to be one of the top supplement makers, not just in America, but worldwide, to give us deals that nobody else has gotten.
[01:29:31.892 --> 01:29:33.013]  So you see these three products?
[01:29:33.913 --> 01:29:38.778]  They're private labels of already number one best-selling products in the U.S.
[01:29:38.878 --> 01:29:40.039]  and North American market.
[01:29:40.880 --> 01:29:42.181]  Already number one.
[01:29:42.401 --> 01:29:43.302]  All three of these products.
[01:29:43.582 --> 01:29:47.025]  They got a bunch of other products with a private label that are also all in the top ten or so.
[01:29:47.065 --> 01:29:53.050]  But these three are the top three products right now in these most important best-selling categories.
[01:29:53.651 --> 01:29:53.931]  Okay?
[01:29:54.771 --> 01:29:54.872]  And...
[01:29:56.124 --> 01:30:00.869]  By private labeling it, we're able to bring you a price that nobody else is offering.
[01:30:01.369 --> 01:30:05.694]  This is a complete and total absolute 360 win.
[01:30:06.094 --> 01:30:07.115]  So what are these products?
[01:30:07.776 --> 01:30:09.878]  Under other names, we won't mention, they're 40% more.
[01:30:12.036 --> 01:30:13.858]  1776 testosterone boost.
[01:30:14.578 --> 01:30:18.921]  Just go to infoworkstore.com and read about the ingredients and what's in this.
[01:30:18.941 --> 01:30:26.746]  I'm gonna tell you right now, I'd take half of it at first to make sure you can handle it or consult your medical provider because this stuff is next level.
[01:30:27.787 --> 01:30:31.989]  Now this you better really be careful with and consult your health care provider.
[01:30:32.530 --> 01:30:34.011]  This is natural.
[01:30:35.226 --> 01:30:36.988]  HGH Boost Max.
[01:30:37.748 --> 01:30:39.650]  Ladies and gentlemen, take it before you go to bed at night.
[01:30:40.130 --> 01:30:42.092]  What it does to your cells, your whole body is incredible.
[01:30:42.512 --> 01:30:46.316]  A lot of us are toxic, and if you are toxic, you're not going to want to get up the next morning.
[01:30:46.376 --> 01:30:48.257]  You're going to have the hardest sleep you've ever had.
[01:30:48.277 --> 01:30:51.460]  But what it does for your cells and your body is rejuvenating.
[01:30:51.820 --> 01:30:52.701]  Again, it's next level.
[01:30:53.101 --> 01:30:56.531]   But this one is Like getting kicked by a mule.
[01:30:56.651 --> 01:30:57.791]  I mean, this isn't a game.
[01:30:58.031 --> 01:31:00.132]  We're bringing you the fire-breathing dragon here.
[01:31:00.672 --> 01:31:02.093]  And then, of course, pain relief.
[01:31:02.813 --> 01:31:12.277]  PainMD, ladies and gentlemen, this is a clone from the top factory of the best-selling natural pain management system out there.
[01:31:12.718 --> 01:31:13.478]  It's next level.
[01:31:14.478 --> 01:31:16.719]  All of these products are 40% off at InfoWarshaw.com.
[01:31:18.789 --> 01:31:20.911]  This is sold for $87 in stores.
[01:31:21.472 --> 01:31:23.073]  This is sold for $100 in stores.
[01:31:23.474 --> 01:31:24.775]  This is sold for $100 in stores.
[01:31:25.055 --> 01:31:29.160]  They're all 40% off right now at Infowarshore.com.
[01:31:29.760 --> 01:31:33.464]  Nobody else has this deal.
[01:31:33.925 --> 01:31:36.928]  But I'm going to tell you, we've been making this deal for a year.
[01:31:37.028 --> 01:31:38.589]  We've been testing this out for six months.
[01:31:39.951 --> 01:31:50.365]   This stuff is so powerful that And it's legal, and it's a top-selling brand already, but let me tell you, this stuff is lightning in a bottle.
[01:31:50.945 --> 01:31:52.286]  This stuff is serious.
[01:31:53.026 --> 01:31:58.388]  So consult your healthcare provider before you take this, because it does incredible things.
[01:31:58.808 --> 01:32:03.169]  Get all three of these products at InfoWarsStore.com.
[01:32:03.729 --> 01:32:05.390]  Yes, the Pain MD is amazing.
[01:32:07.271 --> 01:32:11.452]  It's not the one I think you should really only take a quarter or half dose at first.
[01:32:12.247 --> 01:32:18.790]  This one right here, the HGH Max Boost and the 1776 Testosterone Boost.
[01:32:19.750 --> 01:32:22.091]  This you're going to feel within an hour of taking it.
[01:32:22.111 --> 01:32:24.452]  You take it at night before you're really ready to sleep deep.
[01:32:25.013 --> 01:32:25.293]  Okay?
[01:32:25.393 --> 01:32:28.494]  Because that's your cells rejuvenating and the reboot it does.
[01:32:28.914 --> 01:32:32.516]  This takes a couple days to kick in, but then it's incredible.
[01:32:32.656 --> 01:32:36.578]  I mean, with myself, it's next level.
[01:32:37.438 --> 01:32:38.719]  These are all great products.
[01:32:38.759 --> 01:32:49.465]  They fund the InfoWar and they're exclusively available at the big discounted price under the InfoWars Platinum brand at InfoWarStore.com or by calling toll-free 888-253-3139.
[01:32:49.505 --> 01:32:53.927]  A lot of other great supplements and product sales as well.
[01:32:54.207 --> 01:32:56.108]  Got free shipping back at InfoWarStore.com.
[01:32:56.548 --> 01:32:59.550]  Please check these products out and please support the InfoWar.
[01:33:02.870 --> 01:33:06.975]  Leading a frontal assault on the lies of the New World Order.
[01:33:07.296 --> 01:33:09.296]  It's Alex Jones.
[01:33:09.296 --> 01:33:28.494]  You are listening to an InfoWars.com Frontline Report.
[01:33:28.394 --> 01:33:29.915]  It's Alex Jones.
[01:33:31.095 --> 01:33:48.482]  So, Fauci, four years ago, in a big C-SPAN interview with a bunch of the different directors of federal agencies, bragged and said, we're going to, quote, blow up the old system, we're going to get rid of approved drugs and products, we're going to force through whatever we want, probably using a novel virus out of China, something like the bird flu.
[01:33:48.502 --> 01:33:49.643]  We played the clip many times.
[01:33:50.982 --> 01:34:05.480]  And now, concerted through the big corporations, telling the UN what to do, they are doing this worldwide, and the governments, run by these World Economic Forum stooges, particularly in the case of New Zealand, have had lockdowns only rivaled by Communist China.
[01:34:06.201 --> 01:34:08.502]  Decried by the West, but almost as bad.
[01:34:09.102 --> 01:34:21.305]  And Liz Gunn is a former well-known MSM journalist who is now on the right side of history, starting her own independent media out last year after she wrote a love letter to New Zealand as she watched Prime Minister destroy her country.
[01:34:21.846 --> 01:34:29.888]  She is now one of the leading voices speaking out against the tyrannical government in New Zealand, and was asked by a friend to help Cole and Sam with their baby Will's story.
[01:34:30.649 --> 01:34:41.958]  Free New Zealand along with Counterspin Media have collaborated to make this important story go global as not only is it about baby Will's life, but it also has implications for people all over the world.
[01:34:42.118 --> 01:34:44.861]  FreeNZ.org.
[01:34:44.981 --> 01:34:46.282]  FreeNZ.org.
[01:34:46.422 --> 01:34:47.743]  We're going to go to her in a moment.
[01:34:48.143 --> 01:35:07.553]   But under Stalin's Russia, Under Hitler's Germany, if you study the history, they first came with euthanasia and forced medical actions, then they started euthanizing people forcibly, saying, oh, they wanted it, and they would come take your disabled child, and oh, they died at the hospital.
[01:35:08.034 --> 01:35:12.598]  And now in China and everywhere, oh, the men in white lab coats, they're really military, take you away.
[01:35:13.699 --> 01:35:16.341]  If any country tried this, there'd be an uprising worldwide.
[01:35:16.401 --> 01:35:18.963]  Not just in the country, but if it's medical, oh, it's medical.
[01:35:19.483 --> 01:35:22.865]  They admit it's about the Great Reset and total power and control.
[01:35:22.885 --> 01:35:28.209]  I wanted to go back and keep them through the rest of the hour, but then go to Liz to get her take on this in a moment.
[01:35:28.449 --> 01:35:32.872]  Samantha Savage and Cole Reeves, who I didn't realize, are locked up in the medical facility.
[01:35:33.619 --> 01:35:41.099]   with themselves and the other twin baby to Will, and they're forcing the procedure tomorrow
[01:35:41.099 --> 01:35:46.899]   and won't let them use their untainted blood donor, which is a very common practice around the Western world
[01:35:46.899 --> 01:35:52.099]   that people know that having heart surgery is dangerous 'cause you can get really bad stuff in the blood supply.
[01:35:52.099 --> 01:35:56.380]   And so you have friends or family that have a comparable type that'll work, do it.
[01:35:56.380 --> 01:36:01.380]   They said no, which just takes the level of this to a whole 'nother level of tyranny.
[01:36:01.380 --> 01:36:06.698]   So other comments you'd like to make before we bring Liz Gunn in here, Samantha and Cole.
[01:36:06.698 --> 01:36:14.267]   Yeah, we'd just like to say that We know that God is in charge of this.
[01:36:14.347 --> 01:36:15.507]  We're believers.
[01:36:15.588 --> 01:36:16.788]  We've got a great faith.
[01:36:16.848 --> 01:36:26.916]  And that is really one of the underpinning things as to why we are standing for this, because it's so much bigger than us.
[01:36:27.116 --> 01:36:29.037]  It's so much bigger than the baby.
[01:36:29.137 --> 01:36:33.580]  And God does not want this to be perpetrated on mankind.
[01:36:33.600 --> 01:36:35.622]  He doesn't want it to be perpetrated on the baby.
[01:36:36.854 --> 01:36:45.337]  So, you know, we give him all the credit, we give him all the honour, we seek nothing for ourselves, we just seek, you know, his right way for the baby.
[01:36:46.278 --> 01:36:53.481]  And, you know, so I'm a bit speechless still, but that's where we stand from.
[01:36:53.521 --> 01:37:01.544]  We stand from a godly point of view that this is not right in any degree that it's been, you know, played out.
[01:37:02.898 --> 01:37:17.003]  So yeah, our faith is what's holding us and keeping us strong and sustaining us and ultimately we know, yeah, that the judge has ruled that the hospital is in favour, you know, but ultimately we know that God is in control.
[01:37:17.023 --> 01:37:17.904]  That's right.
[01:37:19.392 --> 01:37:19.933]  Beautiful.
[01:37:20.093 --> 01:37:21.655]  And the good news is this.
[01:37:21.755 --> 01:37:25.138]  China's having to stop their lockdowns because the people hit the breaking point.
[01:37:25.179 --> 01:37:26.320]  They're backing down all over.
[01:37:26.340 --> 01:37:27.381]  They're going to try to come back.
[01:37:27.741 --> 01:37:32.266]  But it shows when we stand up, and you guys are at the very tip of the spear, we have victory.
[01:37:32.286 --> 01:37:34.809]  I just want to tell the listeners when they call and thank me on air, you thank me.
[01:37:34.849 --> 01:37:35.009]  No.
[01:37:35.370 --> 01:37:36.811]  We're all, I want to thank you.
