[00:00:00.129 --> 00:00:01.752]  Emergency Friday broadcast.
[02:17:47.598 --> 02:17:51.319]  It's a 50% off censorship special going on right now.
[02:17:51.780 --> 02:18:00.482]  That's ResetWars.com, where you can join the movement, which is about moving out of our anger and our victimhood, transforming our minds and changing our world.
[02:18:00.522 --> 02:18:01.623]  That's ResetWars.com.
[02:18:03.773 --> 02:18:07.175]  So I want to welcome you back to the Alex Jones Show here in the fourth hour.
[02:18:07.235 --> 02:18:13.998]  My name is Jake Ducey and I'm filling in in honor of the 50% off Reset Wars special at ResetWars.com.
[02:18:14.018 --> 02:18:16.579]  So I want to thank you for being involved in that.
[02:18:17.199 --> 02:18:24.443]  And I want to talk a little bit about what I learned from my mentor, Bob Proctor, that really changed my life.
[02:18:25.443 --> 02:18:30.906]  And I was aware of all of these things that were happening in the world.
[02:18:31.744 --> 02:18:37.030]  But if I looked in the mirror, I was angry, I was depressed, and I wasn't doing anything about it.
[02:18:37.590 --> 02:18:40.193]  And Bob posed a question to me.
[02:18:40.733 --> 02:18:44.337]  He said, does your thinking create your reality?
[02:18:44.798 --> 02:18:46.579]  Or is the world creating your reality?
[02:18:47.260 --> 02:18:49.002]  Does your thinking create your reality?
[02:18:49.242 --> 02:18:50.904]  Or is the world controlling your thinking?
[02:18:51.841 --> 02:19:01.686]  And in Alex's course, Reset Wars, one of the things that I really love about it is a section where he talks about, are you a victim to the New World Order?
[02:19:01.746 --> 02:19:03.267]  Are you a victim to the regime?
[02:19:04.282 --> 02:19:16.149]  And the way that they've set the system up is to keep us in a state of anger so that we're trapped in the reptilian center of our brain, which traps us into lower states of consciousness.
[02:19:16.669 --> 02:19:21.773]  And when we're trapped in lower states of consciousness, we remain in a reactive state only.
[02:19:22.113 --> 02:19:23.474]  We can only react.
[02:19:23.554 --> 02:19:27.356]  We may have great knowledge of what's occurring, but we can only react to it.
[02:19:28.316 --> 02:19:32.619]  And kind of like a ton of bricks, it finally hit me that there wasn't much I was doing about it.
[02:19:33.422 --> 02:19:36.683]  I could tell you all types of declassified documents.
[02:19:36.723 --> 02:19:38.383]  I could tell you what the agenda was.
[02:19:38.443 --> 02:19:40.464]  I could tell you what was coming down the pipeline.
[02:19:40.904 --> 02:19:43.465]  I could recite everything that was happening in the world.
[02:19:43.985 --> 02:19:45.585]  But I wasn't doing anything about it.
[02:19:46.346 --> 02:19:47.306]  I really wasn't.
[02:19:48.186 --> 02:19:52.047]  I like to think I was because I had a lot of knowledge of what was occurring.
[02:19:53.067 --> 02:19:58.489]  And I realized that I had become a victim to the New World Order.
[02:19:59.309 --> 02:20:00.469]  I'd become a victim to it.
[02:20:00.949 --> 02:20:02.570]  I thought that I couldn't get ahead in life.
[02:20:02.710 --> 02:20:07.911]  I thought there was nothing really to find that much joy in because X, Y, and Z things were happening.
[02:20:08.531 --> 02:20:10.152]  And I want to pose this question to you.
[02:20:11.832 --> 02:20:17.914]  Does your thinking create your reality or has the regime controlled your thinking?
[02:20:19.063 --> 02:20:25.569]  And one of the things that Bob Proctor talks about is the ability to accept or reject any idea, right?
[02:20:25.609 --> 02:20:30.614]  There's something called our conscious mind and our conscious minds responsible for 5% of our life.
[02:20:31.134 --> 02:20:38.961]  The majority of our life is a subconscious habitual thought pattern that is controlled by a reactionary animalistic state of consciousness.
[02:20:39.502 --> 02:20:49.533]   And the entire goal is to In a sense, disorient our conscious mind so that we accept the will that is given to us.
[02:20:50.194 --> 02:20:56.156]  So we accept the will or we accept the regime or we accept the agenda that is being laid down.
[02:20:57.157 --> 02:21:00.198]  And I want to pose a question to you.
[02:21:00.898 --> 02:21:06.921]  And that question is, have you discovered what you're really capable of as a human being?
[02:21:08.061 --> 02:21:11.723]  Have you discovered what you're really capable of as a human being?
[02:21:13.303 --> 02:21:18.705]  And it's one thing to have all of these knowledges about everything that's taking place in this world.
[02:21:18.785 --> 02:21:25.948]  And I believe it's another thing to ask ourselves this question of what creative utility can I provide to the world?
[02:21:26.808 --> 02:21:54.267]   And the reason that I've come on the show and I've been, you know, relentlessly promoting Reset Wars is quite frankly, because I believe that the way the world changes And I believe it can change is when we wake up, not to our power, just to find out what's going on, not just to our power of getting upset and protesting.
[02:21:54.688 --> 02:22:05.076]  But when we realize what Buckminster Fuller once said so eloquently, and I'm paraphrasing here, he said that in order to change the system, you don't fight it.
[02:22:05.176 --> 02:22:07.658]  You build a new one that makes the old one obsolete.
[02:22:08.218 --> 02:22:09.299]  And I believe that.
[02:22:10.083 --> 02:22:18.449]  We're spiritual beings in a physical body, and God is always speaking to us and moving through us if we're ready to answer that call.
[02:22:19.310 --> 02:22:26.315]  And my question to you is, what place in this incredible moment in history do you have?
[02:22:27.656 --> 02:22:29.657]  Is it to rebuild the education system?
[02:22:30.118 --> 02:22:32.039]  Is it to build new media platforms?
[02:22:32.399 --> 02:22:34.481]  Is it to build a new social media company?
[02:22:35.261 --> 02:22:38.904]  And you might say, well, I don't know how to do it, or I don't have the resources to do it.
[02:22:39.953 --> 02:22:44.074]  And I want to challenge any thinking that may come up there.
[02:22:44.154 --> 02:22:47.715]  You may think you're too old, you're too young, you're in the wrong spot, you're too busy.
[02:22:48.375 --> 02:23:04.320]  Because I believe that when you have a vision, when you are inspired by some great purpose, by some extraordinary bonds, all of your perceived limitations break apart and you find yourself to be a more powerful individual than you ever thought possible.
[02:23:06.340 --> 02:23:09.003]  The question is, what is your place?
[02:23:09.583 --> 02:23:10.624]  What is your purpose?
[02:23:12.146 --> 02:23:15.209]  And I'm willing to bet deep down.
[02:23:15.985 --> 02:23:18.666]  You know that there's something big that you're meant for.
[02:23:19.286 --> 02:23:31.990]  And the way that we start to change this world is when all of us, instead of just watching InfoWars, instead of just telling everyone what's happening in the world, it's when you create something meaningful.
[02:23:32.330 --> 02:23:39.132]  When you and I all come to an inspired place and we tap into that higher level of spiritual energy.
[02:23:39.732 --> 02:23:41.853]  Not the lower level that makes us angry.
[02:23:42.253 --> 02:23:43.213]  We transmute it.
[02:23:43.853 --> 02:23:48.817]  Alex talks a lot in Reset Wars about the various laws of the universe and about quantum physics.
[02:23:48.857 --> 02:23:51.959]  And he talks about how energy is never created or destroyed.
[02:23:52.499 --> 02:23:54.641]  It can only be transferred to different states.
[02:23:55.281 --> 02:23:58.744]  And what we're talking about here is the transmutation of energy.
[02:23:59.104 --> 02:24:06.549]  From anger, from despair, from helplessness, from I can't believe what Bill Gates is doing, I can't believe what the regime is doing.
[02:24:07.190 --> 02:24:08.251]  And we reverse that.
[02:24:08.751 --> 02:24:12.974]  And we say, I'm going to take all of that energy and build something meaningful.
[02:24:13.354 --> 02:24:21.379]  And I'm challenging you to take that energy and take that anger and build something great today.
[02:24:22.019 --> 02:24:33.505]  Whatever it is, rebuilding the education system, writing a book, building meaningful music, teaching kids, building a new school, whatever it is that might be for you.
[02:24:33.665 --> 02:24:46.948]   One of the things that I learned from Bob Proctor was to take whatever it was that my vision was, And I'm pulling it off my computer here and write it on a piece of paper and carry that index card with you everywhere that you go.
[02:24:47.428 --> 02:25:03.532]  Because the fact is, not only is all of these crazy things occurring in the world, but outside of all of these crazy things that are occurring in the world, at some point, you and I are going to have to face who we've been in this life.
[02:25:04.597 --> 02:25:07.858]  And we're going to have to face God, and we're going to have to face the universe.
[02:25:08.539 --> 02:25:11.440]  Not in a fear-based way of, are we going to be punished?
[02:25:11.880 --> 02:25:14.921]  But in a way of, did you make the most of it?
[02:25:16.302 --> 02:25:22.525]  We're alive in the greatest time in human history, with the most tools, with the best technology that we've ever had.
[02:25:23.045 --> 02:25:24.345]  And there are a lot of problems.
[02:25:25.426 --> 02:25:27.767]  But there's a lot of great things that we can do about it.
[02:25:28.924 --> 02:25:39.306]  We all have access to the same universal mind that Einstein had access to, that Elon Musk has access to, that anyone that you're admired by, Alex Jones has access to.
[02:25:39.726 --> 02:25:42.126]  We can all tap into that unconscious level.
[02:25:42.707 --> 02:25:49.648]  But what happens is, we've been conditioned through a self-image to believe that the other people have the power.
[02:25:50.148 --> 02:26:02.469]   Whether it's Joe Rogan, whether it's Alex Jones, whether it's Owen, whether it's Paul Watson, We've been conditioned to believe that we cannot be the one.
[02:26:04.471 --> 02:26:14.101]  And not only have I found that to be an incredibly incorrect statement, but I've found that the focus is entirely shifted in the wrong direction.
[02:26:14.882 --> 02:26:28.879]   And I think that When we can start to find significant purpose and significant meaning in something we can do every single solitary day to make the world a better place.
[02:26:29.019 --> 02:26:35.403]  And for me, I thought the only thing I could do was just study how bad things were and to study what was wrong.
[02:26:36.364 --> 02:26:40.847]  And I started to reverse engineer that and I said, what is a problem I could solve?
[02:26:42.588 --> 02:26:44.049]  What is a problem I could solve?
[02:26:44.835 --> 02:26:48.597]  And my question that I want to pose to that is you, is what is a problem you can solve?
[02:26:49.078 --> 02:26:56.662]  And what I invite you to do here as we head into a break in just a moment, is to pull out a pen and pad and write out what problem you can solve.
[02:26:57.023 --> 02:26:57.963]  Write out a goal.
[02:26:58.203 --> 02:27:00.485]  Bob Proctor talks about three types of goals.
[02:27:00.925 --> 02:27:03.006]  An A-type goal is a goal you know how to do.
[02:27:03.527 --> 02:27:05.928]  A B-type goal is a goal you think you know how to do.
[02:27:06.008 --> 02:27:08.309]  Based off your current thing, I think I could probably do that.
[02:27:08.810 --> 02:27:12.132]  And a C-type goal is a goal you have no idea how to do.
[02:27:12.772 --> 02:27:15.693]  It's going to take an entire new paradigm.
[02:27:16.014 --> 02:27:24.657]  It's going to take the power of God to uplift you once you have the courage to face that big vision, that big fear, even if you're afraid.
[02:27:25.058 --> 02:27:33.381]  And I'm inviting you to look within yourself and call upon God for a C-type goal, a C-type goal that can build something beautiful, right?
[02:27:33.401 --> 02:27:34.922]  They talk about building back better.
[02:27:35.342 --> 02:27:39.026]  What about building something beautiful and building something meaningful?
[02:27:39.086 --> 02:27:43.991]  And I'm really proud of Alex and I'm proud to have been involved in Reset Wars because that's a plan to do that.
[02:27:44.471 --> 02:27:45.953]  It's ResetWars.com.
[02:27:46.033 --> 02:27:48.876]  It's a 50% off censorship special right now.
[02:27:49.356 --> 02:27:50.717]  You get money back guaranteed.
[02:27:50.738 --> 02:27:56.643]  I encourage you to head over to ResetWars.com right now and go ahead and sign up at ResetWars.com.
[02:27:57.624 --> 02:27:59.105]  Welcome back to the Alex Jones Show.
[02:27:59.165 --> 02:28:05.950]  My name is Jake Ducey and I'm here in honor of the Reset Wars 50% off special that's going on right now.
[02:28:06.310 --> 02:28:18.378]  Alex's first ever online course that breaks down exactly what they don't want you to know, how to prepare for the Great Reset, and more importantly, how to transmute all of this energy that we're facing.
[02:28:18.498 --> 02:28:23.722]  These psychological warfare, spiritual warfare, the anger, all these rightful feelings that we have.
[02:28:24.122 --> 02:28:29.684]  How do we transmute that so that we can make a dent in the universe in a meaningful and significant way?
[02:28:30.144 --> 02:28:31.685]  That's at ResetWords.com.
[02:28:31.725 --> 02:28:35.246]  It's a 50% off special right now, so you can go ahead and check that out.
[02:28:35.826 --> 02:28:40.267]  And let's talk a little bit about what they don't want us to know.
[02:28:40.468 --> 02:28:41.988]  What do they actually fear?
[02:28:42.508 --> 02:28:48.610]  Now that people are waking up to the agenda, do they fear us just knowing about the agenda?
[02:28:49.331 --> 02:28:50.651]  Or is there something deeper?
[02:28:51.432 --> 02:28:54.013]  And I would argue that there's something deeper to it.
[02:28:54.993 --> 02:28:58.434]  And it's the hidden knowledge that's always been there.
[02:28:59.235 --> 02:29:01.015]  But the books have been burned.
[02:29:02.596 --> 02:29:06.377]  The secret libraries have been moved underground.
[02:29:07.798 --> 02:29:11.679]  And that question is, what do they not want us to know?
[02:29:12.319 --> 02:29:20.422]  And I think in order to answer that question, we have to ask ourselves maybe a more significant question.
[02:29:21.342 --> 02:29:24.631]  And that question might be, who are you really?
[02:29:25.573 --> 02:29:26.897]  And what are you capable of?
[02:29:28.215 --> 02:29:37.917]  And just right before we went live on air, I found out that one of my best friends and my mentor, Bob Proctor, he just passed away.
[02:29:38.397 --> 02:29:42.478]  And I know he would laugh at my feelings.
[02:29:43.098 --> 02:29:53.100]  And I'm not sure if it's because I'm sad that he passed away or if it's just that I'm overwhelmed with everything I've learned from this individual and how he's changed my life.
[02:29:54.120 --> 02:30:00.670]   And one of the things that they don't want us to know, Is the real power of consciousness.
[02:30:01.430 --> 02:30:17.734]  We're seeing now that governments are even starting to talk about the power of vitamin D. And I have to laugh at that because not because, yeah, vitamin D, they've shown all the studies that people that are most susceptible to illness and death are people that have low vitamin D levels.
[02:30:18.154 --> 02:30:22.255]  But more importantly, I think it's because it's incredibly elementary.
[02:30:24.449 --> 02:30:31.856]  The best way to protect our immune system, and more importantly, the best way to defeat this agenda, is to recognize the power of human consciousness.
[02:30:32.603 --> 02:30:43.069]  You know, there's a few terms in science that, for whatever reason, they have not made it into the scientific textbooks that we're studying in schools and colleges.
[02:30:43.610 --> 02:30:45.731]  And a couple of those terms are epigenetics.
[02:30:46.291 --> 02:30:49.733]  We know about placebo, but what about nocebo effect?
[02:30:50.174 --> 02:30:55.097]  The placebo effect, of course, and forgive me, I know you know about the placebo.
[02:30:55.797 --> 02:31:00.420]  A placebo, right, is take a sugar pill and you may think it's real.
[02:31:01.608 --> 02:31:11.095]  And due to the power of consciousness, you can evoke a response through your nervous system, through your cells, and through your immune system.
[02:31:11.695 --> 02:31:19.340]  Now, the nocebo effect, Dr. Joe Dispenza has read at length about this in his book called You Are the Placebo.
[02:31:20.101 --> 02:31:22.403]  Not the placebo effect, but you are the placebo.
[02:31:22.923 --> 02:31:40.063]   Now, the nocebo effect is consciousness that you and I hold also Has the same ability to affect us negatively on a cellular level, or more importantly, because cells are just energy and you and I are just a field of energy.
[02:31:40.083 --> 02:31:45.205]  It looks like my body ends right here, but it really extends, you know, maybe another five, six, seven feet.
[02:31:45.625 --> 02:31:46.206]  I'm a feet.
[02:31:46.246 --> 02:31:50.247]  I'm on an electromagnetic field of energy and you are an electromagnetic field of energy.
[02:31:50.887 --> 02:32:05.454]   And the nocebo effect is about how Negative consciousness or negative assumptions about reality can not only make you sick, but they can actually kill you.
[02:32:06.434 --> 02:32:19.982]  And if we bring it back to what we were talking about earlier in Reset Wars, one of the parts of Alex's course that I love so much is he breaks down a section about, are you a victim to the New World Order?
[02:32:20.422 --> 02:32:31.171]   And he says, you know, you may be awake, you may know everything that's happening in the world, He may be one of the most brilliant individuals that can explain exactly what's occurring in the world.
[02:32:32.451 --> 02:32:35.132]  But that doesn't mean that we aren't victims to the New World Order.
[02:32:35.753 --> 02:32:45.037]  And that's why the famous quote is said so often that knowledge isn't power, it's the application of that knowledge that becomes power.
[02:32:45.677 --> 02:32:49.939]  And so the question is, what are we going to do with these things that we know?
[02:32:50.339 --> 02:32:52.300]  And what are we going to do with these things that we learned?
[02:32:53.030 --> 02:33:04.038]  And I think as we move deeper into that, and we move into the Nocebo Effect, we can see how the negative images that we're holding, all of reality is a projection of images and a projection of consciousness.
[02:33:04.498 --> 02:33:06.280]  If I say, think of your refrigerator.
[02:33:07.841 --> 02:33:12.905]  You can close your eyes, and in a second, the image flashes onto the screen of your mind.
[02:33:13.525 --> 02:33:15.186]  Your refrigerator might be silver.
[02:33:15.567 --> 02:33:17.388]  Or you say, what's your car look like?
[02:33:17.548 --> 02:33:19.930]  And immediately you see a white four-door SUV.
[02:33:20.908 --> 02:33:21.769]  We think in images.
[02:33:22.930 --> 02:33:24.651]  95% of our life is subconscious.
[02:33:24.671 --> 02:33:28.454]  So 95% of those images are held subconsciously.
[02:33:28.994 --> 02:33:38.501]  And those subconscious images, because the ruling elites know this, are designed to reinforce a image of a negative future.
[02:33:38.521 --> 02:33:46.705]   And this image of a negative future, I would propose Is also run by the nocebo effect.
[02:33:47.085 --> 02:34:01.134]  Now, we talked about the immune system where the most powerful way to strengthen your immune system is to understand that your immune system is a stress response that's based off electromagnetic stimuli that's moving through your nervous system and your brain on a subconscious level.
[02:34:01.735 --> 02:34:09.720]  But if we take a step back, the question is, are we using the nocebo effect to create our own enslavement every single day?
[02:34:10.698 --> 02:34:16.202]  And one of the things that I learned from Bob Proctor is that I have the ability to accept or reject any idea.
[02:34:16.902 --> 02:34:20.064]  I know that there's talk of a planned economic collapse.
[02:34:20.564 --> 02:34:33.913]  I know we're seeing inflation at record levels, but as Bob says, he once saw a bumper sticker on the back of a car that said, I heard there's a recession taking place and I will not participate in it.
[02:34:34.514 --> 02:34:37.736]  I heard there's a recession taking place and I will not participate in it.
[02:34:38.257 --> 02:34:44.081]  I heard there's a collapse of the middle class, an enslavement of the middle class, but I will not participate in it.
[02:34:44.901 --> 02:34:51.966]  And the conscious mind, because we're free, powerful individuals, we have the ability to accept or reject any ideas.
[02:34:52.427 --> 02:35:04.979]   And what I invite you to do is look at the assumptions that you're holding about the future and look at your assumptions that you're holding about reality and ask yourself, Is this an image?
[02:35:05.759 --> 02:35:14.623]  Given that you're made in the image of God, you're endowed with creative faculties and the ability to create your own environment, is this an image that you want to hold?
[02:35:15.563 --> 02:35:24.839]   Now, if all of us are collectively holding Negative images about how they have bought and sold all the governments.
[02:35:24.899 --> 02:35:35.167]  If we believe Klaus Schwab's Wikipedia page that Alex has talked about repeatedly, where he talks about capturing global governments, if we believe they've captured it, then they have.
[02:35:36.808 --> 02:35:37.949]  It's just the fact of the matter.
[02:35:39.010 --> 02:35:59.930]   But if we believe the opposite, if we believe that that's just a suggestion, If we understand that what they're trying to do is implant these ideas into our subconscious, let's say you're always going to be a debt slave, you have to worry about your own death, if you have to worry about your own immune system, they win.
[02:36:01.050 --> 02:36:17.824]   Now, if the nocebo effect can affect an immune system in a way that can create illness or create death, Can the nocebo effect also cause us, if all of us are holding these negative images, can it also cause us to create our own enslavement?
[02:36:18.966 --> 02:36:22.749]  And we're going to be talking about that more through the rest of today's show.
[02:36:23.630 --> 02:36:34.478]  And if you want to find out how to reprogram that, rebuild that, and become a powerful force of good in the world far beyond your wildest imaginations, I encourage you to go to ResetWars.com right now.
[02:36:34.799 --> 02:36:40.203]  There's a 50% off censorship special right now at ResetWars.com, so check it out.
[02:36:40.783 --> 02:36:43.644]  I want to welcome you back to the fourth hour of the Alex Jones Show.
[02:36:43.664 --> 02:36:49.125]  My name is Jake and I'm here in honor of the Reset Wars 50% Off Censorship Special.
[02:36:49.325 --> 02:37:05.327]  We've got five or six major attacks on Reset Wars and we're doing a 50% Off Censorship Special because quite frankly they don't want this type of information to get out there and it's not just Reset Wars.
[02:37:06.268 --> 02:37:20.986]   It's this type of information in general because They want to sustain a reactive state of consciousness where using the observer effect, the power of quantum physics, and the nocebo effect, we continue to feel powerless to what's happening.
[02:37:21.726 --> 02:37:27.308]  And the more powerless we feel, even if we're awake to what's happening, the more they win.
[02:37:28.409 --> 02:37:34.271]  And so you can go to ResetWars.com right now and check out the 50% off censorship special that's going on.
[02:37:35.054 --> 02:38:17.021]   I think it was going to close today, but Alex extended it for another day or two in honor of the passing of my mentor and one of my dear friends, Bob Proctor, who's really changed my life in an immeasurable way because he helped me realize that I have the power of free will and I have the power to harness my own consciousness and my own mind and my own behaviors and my own actions to do something meaningful in the world instead of just sit around and complain about what's happening and study it and get mad at it that I could take this energy and do something useful.
[02:38:17.779 --> 02:38:21.781]  That's the why behind Reset Wars and why it was created.
[02:38:21.961 --> 02:38:45.332]  Of course, it's very important to continue to fund these operations, but more significantly, this is about the next step in human evolution and tapping into the power that you have as an individual to do something incredibly meaningful in the limited amount of time that you're here in a body.
[02:38:46.417 --> 02:38:53.322]  And so I want to talk a little bit about quantum physics here, and I want to talk a little bit about the observer effect.
[02:38:54.343 --> 02:38:59.947]  But before we get into that, I just finished a great book called Embrace the Suck.
[02:39:00.067 --> 02:39:01.849]  It was written by a Navy SEAL.
[02:39:01.889 --> 02:39:03.990]  I'm forgetting his name right now off the top of my head.
[02:39:04.611 --> 02:39:17.946]   And I really love the phrase embrace the suck, because look, right now there's a lot of Bad things happening in the world on a global level, but you may be influenced on a personal level.
[02:39:18.067 --> 02:39:19.227]  You may have lost a job.
[02:39:19.647 --> 02:39:21.228]  You may be behind financially.
[02:39:21.368 --> 02:39:24.270]  There may be a lot more stress than you'd like to have.
[02:39:24.810 --> 02:39:36.277]  And when you're aware of what's happening in the world, there's also an increased level of subconscious tension because you want to do something about it and it can be frustrating.
[02:39:37.538 --> 02:39:44.073]   And I think a good mantra for us is to embrace the suck and do something meaningful.
[02:39:46.234 --> 02:39:51.097]  We're not going to be able to avoid the suck that happens in life.
[02:39:51.157 --> 02:39:59.042]  But the question is, are you trading your suck for building something meaningful?
[02:39:59.943 --> 02:40:01.604]  Or are you just tolerating it?
[02:40:02.144 --> 02:40:05.907]  Most people just tolerate the suck.
[02:40:07.125 --> 02:40:28.685]  Well, this is just the way it is, and you know, if the financial system wasn't such a fraud, and if they didn't declare everyone non-essential, and if this wasn't happening, I'd be happier, I'd have more financial freedom, or if X, Y, and Z wasn't occurring, I'd write that book, I'd rebuild the education system, I'd run for local office, but I can't, here's why.
[02:40:30.447 --> 02:40:36.750]  But embracing the suck, I think, is illustrated very well in Viktor Frankl's book, A Man's Search for Meaning.
[02:40:37.230 --> 02:40:55.390]   And we've all heard about that book, but one of the points that really stuck out to me is, here was this psychologist that got put in Auschwitz and many of these terrible camps, and while faced with You know, an unspeakable level of tyranny.
[02:40:56.030 --> 02:41:07.052]  What he realized was that they could do anything to him, but they could not take away his ability to think what he wanted to think.
[02:41:08.373 --> 02:41:22.385]   And he found that the people that didn't make it, that just couldn't find the will to keep going in the face of this enslavement, It was because they didn't have a connection to something larger than themselves.
[02:41:22.405 --> 02:41:23.725]  They couldn't find meaning in it.
[02:41:24.866 --> 02:41:46.071]  And what I love about Reset Wars is it's giving us the tools to not only embrace the suck, but to find significant meaning in what's happening in the world and find your place to make it brighter, to make it better, to make it more beautiful.
[02:41:47.011 --> 02:41:58.611]   And Telling everyone what's happening in the world alone isn't going to solve or fix what's occurring.
[02:41:59.592 --> 02:42:09.398]   What's going to change the world is when everyone around you sees that you've woken up And you're changing your financial life.
[02:42:09.439 --> 02:42:11.359]  You've doubled your sales in your business.
[02:42:11.779 --> 02:42:13.700]  You've started to build that nonprofit.
[02:42:13.740 --> 02:42:16.680]  You've started to rebuild the education system.
[02:42:17.080 --> 02:42:21.281]  You had an idea, but you don't know how to code, so you taught yourself how to code.
[02:42:21.942 --> 02:42:25.983]  Whatever it is, this is the keys to our own freedoms.
[02:42:27.343 --> 02:42:33.789]   Now, one of the questions that I posed earlier is, What really is the hidden knowledge?
[02:42:34.169 --> 02:42:37.592]  And the hidden knowledge comes back to a question is, who are you really?
[02:42:38.292 --> 02:42:45.817]  And as Bob Proctor always said, who you are isn't your name and it's not who you see in the mirror.
[02:42:46.358 --> 02:42:48.799]  And there's a point in my life when someone said, who are you?
[02:42:48.819 --> 02:42:50.921]  I would say, well, I'm Jake Ducey.
[02:42:51.241 --> 02:42:52.101]  Here's who I am.
[02:42:52.121 --> 02:42:52.982]  I have blue eyes.
[02:42:53.002 --> 02:42:54.103]  I'm about this tall.
[02:42:54.463 --> 02:42:55.404]  This is who I am.
[02:42:56.144 --> 02:42:57.265]  But that's not who I am.
[02:42:58.806 --> 02:43:14.933]  The physical body is just a rental car that houses your soul for a limited period of time, and your soul is your connection to God, to this Holy Spirit that's all-powerful, that's all-knowing.
[02:43:15.833 --> 02:43:35.071]   And this same creative force that is constantly expanding the galaxies in the universe You and I have access to it within our own minds, and we can accept what's happening in the world right now, or we can disassociate from our five senses, tap into the spiritual side of ourselves, and build a vision.
[02:43:36.492 --> 02:43:38.273]  And I believe this is how things change.
[02:43:38.854 --> 02:43:49.322]  Now, one of the most empowering things that I found about quantum physics and the observer effect is regardless of what's happening in the world, it's changeable.
[02:43:51.192 --> 02:43:59.857]  Steve Jobs, he had a quote, and he said that, once you realize the world was built by people no smarter than you, you can mold it, shape it, and change it however you want.
[02:44:00.437 --> 02:44:03.439]  Now, that's not just an inspirational quote.
[02:44:04.179 --> 02:44:06.621]  Observer effect of quantum physics shows us that.
[02:44:07.001 --> 02:44:19.788]  That this pen right here looks like a solid object, but all it really is is a mass of molecules, or an energy pattern, that vibrates at a frequency that's so dense, and we're so used to it, that it appears to be a solid object.
[02:44:20.488 --> 02:44:22.469]  Similarly is so for your bank account.
[02:44:22.789 --> 02:44:24.809]  Similarly is so for the state of the world.
[02:44:25.209 --> 02:44:27.250]  It's just an electromagnetic field.
[02:44:27.350 --> 02:44:36.512]  It's just a frequency pattern that has been vibrating at a certain amplitude or rate of vibration for so long that it seems immovable.
[02:44:37.152 --> 02:44:39.633]  And what I want to suggest that it is movable.
[02:44:40.673 --> 02:44:49.275]  Now, what the observer effect shows us is that there's these things, right?
[02:44:50.550 --> 02:44:50.870]  Atoms.
[02:44:51.451 --> 02:44:54.473]  And we always thought atoms were the building blocks of the universe.
[02:44:54.894 --> 02:44:57.756]  But there's these things even smaller called subatomic particles.
[02:44:58.136 --> 02:45:06.002]  And what they found out was that these subatomic particles would sometimes be observable and sometimes they would be invisible.
[02:45:06.703 --> 02:45:09.725]  Sometimes they would be a particle and sometimes they would be a wave.
[02:45:10.085 --> 02:45:14.389]  Meaning they were a frequency pattern that was no longer localized in space and time.
[02:45:15.029 --> 02:45:17.331]  Albert Einstein called this the spooky science.
[02:45:18.228 --> 02:45:19.349]  But what does this show us?
[02:45:19.809 --> 02:45:31.738]  Well, it shows us that the basis of reality that we think is real, the future that we are headed on right now, is actually totally changeable, malleable, and movable.
[02:45:32.819 --> 02:45:47.550]  And based off of our own consciousness, based off of our own vibratory rates, and based off of the own images that we're holding, we are affecting reality, first our own personal realities, and then collectively our whole world, from a subatomic level.
[02:45:48.707 --> 02:45:51.148]  This is why they don't want us to wake up.
[02:45:51.248 --> 02:46:03.051]  This is why they censored Reset Wars, and this is why they're stopping this information from getting out, is because if we wake up to the power of recreating our world, they lose.
[02:46:03.371 --> 02:46:07.532]  The whole goal is to keep us trapped in fear in the reptilian centers of our brain.
[02:46:08.092 --> 02:46:16.219]  And if you want to learn how to break free from that, you can head to ResetWars.com right now for the 50% off censorship special.
[02:46:16.620 --> 02:46:21.444]  That's ResetWars.com right now for the 50% off censorship special.
[02:46:22.205 --> 02:46:23.606]  Welcome back to the Alex Jones Show.
[02:46:23.626 --> 02:46:34.075]  My name is Jake and I'm here in honor of the Reset Wars 50% off censorship special that is going on right now at ResetWars.com.
[02:46:35.859 --> 02:46:39.700]  You know, I've been on the show promoting Reset Wars real hard.
[02:46:40.540 --> 02:47:01.785]  And the reason that I'm promoting it so hard and why it's so obvious that they don't want this type of information in general to come out is, of course, as we've mentioned, we've had numerous iterations of censorship and numerous iterations of shutdowns of putting this work out there in the world.
[02:47:02.645 --> 02:47:11.905]   But more importantly, It's about giving their goal is about giving the appearance that we are not in control.
[02:47:12.945 --> 02:47:18.146]  And I go back to the question that Alex poses in the Reset Wars courses.
[02:47:18.746 --> 02:47:21.647]  Are you a victim to the New World Order?
[02:47:22.707 --> 02:47:27.268]  And so far today, we've talked a lot about the power of consciousness.
[02:47:27.708 --> 02:47:39.833]   We've talked about the really immeasurable power that you have as a human being because you're connected to God, you're connected to the universe.
[02:47:40.793 --> 02:47:48.196]  And you can harness this power to create measurable change and measurable impact in the world.
[02:47:48.976 --> 02:48:00.985]   But what happens is, based off of the way that we've been programmed from the time we were little children up until the time you're about six years old, You're in a brainwave state similar to hypnosis.
[02:48:01.085 --> 02:48:03.106]  You're in a hypnotic brainwave state.
[02:48:03.886 --> 02:48:08.709]  So we've inherited all of this conditioning from the way that we grew up.
[02:48:09.250 --> 02:48:14.553]  By the time we're about 18 years old, the neurological circuits in our brain have pretty much been formed.
[02:48:14.973 --> 02:48:18.295]  And then we spend the rest of our lives playing those programs out.
