[00:00:00.189 --> 00:00:01.772]  Oh, no!
[02:20:19.697 --> 02:20:22.079]  Renowned author and expert, Joel Skousen.
[02:20:22.159 --> 02:20:22.479]  The U.S.
[02:20:22.539 --> 02:20:26.643]  isn't building huge underground bases and bunkers because of some terrorist threat.
[02:20:26.763 --> 02:20:29.345]  They know that a massive nuclear attack is coming.
[02:20:29.745 --> 02:20:30.986]  They want that attack to come.
[02:20:31.226 --> 02:20:37.411]  Joel Skousen is renowned as one of the world's foremost experts in strategic relocation and the securing of your home.
[02:20:37.796 --> 02:20:40.257]  What I tell people is that you do have time.
[02:20:40.457 --> 02:20:45.240]  We talk about natural disasters, the health environment, we talk about pollution, the water quality.
[02:20:45.420 --> 02:20:52.864]  My personal experience about being in every one of these states, most people won't even be ready, won't be able to get out of town, because there'll be absolute panic.
[02:20:53.164 --> 02:20:55.707]  There is no preparedness without strategy.
[02:20:55.927 --> 02:20:58.570]  This Christmas, give the gift of preparedness.
[02:20:59.031 --> 02:21:03.276]  Strategic Relocation Film with Joel Skousen and Alex Jones.
[02:21:03.596 --> 02:21:08.181]  Available only at InfoWarsShop.com or by calling 888-253-3139.
[02:21:12.904 --> 02:21:19.749]  I don't mean to be nosy, but do you have the 37 food items you can't get in the coming disaster and may not survive without?
[02:21:19.769 --> 02:21:25.232]  As you already know, something big is about to hit the U.S., and you have got to be prepared.
[02:21:25.793 --> 02:21:29.776]  Did you know that your local grocery store only keeps a three-day supply of food on hand?
[02:21:30.196 --> 02:21:42.004]  So if there's any interruption in our fragile food supply chain, or even a hint of a crisis, then the three-day supply at your local grocery store will be gobbled up by the mob in minutes, and you and your family could be in serious trouble.
[02:21:42.384 --> 02:21:52.252]  That's why my friend just created a free video at 37items.com that reveals the 37 critical items you should hoard now before it's too late.
[02:21:52.793 --> 02:22:02.040]  Go watch the important video at 37items.com to discover the 37 things you can't buy after a disaster and may not survive without.
[02:22:02.321 --> 02:22:08.045]  I'm not sure how long the video will be online, so go to 37items.com before it's gone forever.
[02:22:08.526 --> 02:22:09.667]  Again, that's 37items.com.
[02:22:12.373 --> 02:22:16.116]  In a coming apart world, you need something to keep it tied together.
[02:22:16.376 --> 02:22:20.119]  That something is Atwood Rope, the highest quality rope made in the USA.
[02:22:20.179 --> 02:22:25.584]  From exotic braids for military, rescue, arborists, shipyards, tow line, or boating.
[02:22:25.764 --> 02:22:29.167]  Quality rope at affordable prices you and your customers can depend on.
[02:22:29.307 --> 02:22:32.589]  Find a dealer or shop online at atwoodrope.net.
[02:22:32.770 --> 02:22:37.353]  Enter promo code RADIO to receive 100 feet of 550 paracord free with purchase.
[02:22:37.694 --> 02:22:40.336]  Atwood Rope, working to keep the world tied together.
[02:22:41.258 --> 02:22:42.339]  Hi, this is Ted Anderson.
[02:22:42.499 --> 02:22:46.902]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[02:22:47.082 --> 02:22:52.786]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[02:22:52.886 --> 02:22:56.288]  Gold has outperformed paper investments, yet no word about IRAs.
[02:22:56.528 --> 02:22:59.130]  If you would like to have gold for your retirement, call 800-686-2237.
[02:22:59.230 --> 02:23:04.153]  Don't get left behind by rising inflation and low returns.
[02:23:04.293 --> 02:23:04.534]  Call 800-686-2237.
[02:23:04.554 --> 02:23:05.935]  Secure your future and call 1-800-686-2237.
[02:23:12.499 --> 02:23:15.883]  In more ways than one, it's gonna be a November to remember!
[02:23:16.864 --> 02:23:23.691]  Going on now, and just in time for the holidays, Emergency Essentials offers a huge Mountain House sale only at BePrepared.com.
[02:23:23.871 --> 02:23:26.214]  All Mountain House cans are 20 to 32% off.
[02:23:26.294 --> 02:23:27.415]  For example, a can of Mountain
[02:23:27.415 --> 02:23:29.017]  Mountain House Chili Mac, regularly $25.49, is now only $17.24!
[02:23:29.057 --> 02:23:30.499]  Scrambled Eggs with Bacon, usually $31.89, now only $21.56!
[02:23:30.539 --> 02:23:32.121]  And save 26% on a 3-day emergency kit!
[02:23:32.222 --> 02:23:34.485]  Or save $123 on a 1-month supply of freeze-dried and dehydrated foods!
[02:23:34.505 --> 02:23:35.005]  Gift Shoppers!
[02:23:44.158 --> 02:23:47.080]  Check out the Katadyn Vario Water Filter at 26% off.
[02:23:47.220 --> 02:23:51.883]  Or get special pricing on the Gerber Suspension Multi-Tool and the Volcano Stove Collapsible Cooking Combo.
[02:23:51.943 --> 02:23:59.048]  For details, call 800-999-1863 to experience exceptional customer service at Emergency Essentials Low Price Guarantee.
[02:23:59.188 --> 02:23:59.708]  But hurry!
[02:23:59.868 --> 02:24:01.890]  The November to Remember Sale ends November 30th.
[02:24:01.910 --> 02:24:02.190]  That's 800-999-1863.
[02:24:02.250 --> 02:24:02.790]  The choice is clear.
[02:24:02.810 --> 02:24:03.751]  Be unprepared or beprepared.com.
[02:24:18.720 --> 02:24:20.161]  Some folks are born.
[02:24:22.102 --> 02:24:23.202]  Silver Spoon.
[02:24:27.004 --> 02:24:31.646]  Some folks are born, make the way to fly.
[02:24:32.406 --> 02:24:34.367]  The red, white, and blue.
[02:24:35.048 --> 02:24:36.648]  The red, white, and blue.
[02:24:37.509 --> 02:24:44.492]  And when the band plays, hell to the teeth, Lord knows, they point the cannon at you.
[02:24:44.992 --> 02:24:45.392]  Don't they?
[02:24:48.231 --> 02:24:49.171]  We are back live.
[02:24:49.191 --> 02:25:08.697]  You see, they have sold to the general public that as they get poorer and poorer, that it's wealth that's bad, that it's freedom that's bad, when what's bad is insider crony monopolies stealing the wealth through government and regulation while shutting down people that want to produce and have ideas.
[02:25:10.297 --> 02:25:11.497]  I want a level playing field.
[02:25:11.577 --> 02:25:13.698]  I want to encourage strong individualism.
[02:25:14.420 --> 02:25:15.561]  And that's what creates wealth.
[02:25:16.502 --> 02:25:25.549]  Since we got big government in the last 50 years, we've gone from having half the world's wealth and being 4% of the population of the world.
[02:25:25.950 --> 02:25:28.252]  Out of 100, we were 1, 2, 3, 4.
[02:25:30.734 --> 02:25:31.074]  4%, not even 10%.
[02:25:31.534 --> 02:25:33.636]  And we had more than half the wealth.
[02:25:33.716 --> 02:25:36.919]  Now it's down to like 25 to 30%, depending on which number you look at.
[02:25:37.359 --> 02:25:38.440]  Half our wealth is gone.
[02:25:39.641 --> 02:25:40.382]  It's going to get worse.
[02:25:40.402 --> 02:25:42.544]  It's all designed
[02:25:44.105 --> 02:25:47.707]  All by design to reduce us to absolute serfdom and slavery.
[02:25:47.987 --> 02:25:57.433]  If we ever allow private banks to take control of the issuance and control of currency, our children will wake up homeless on the continent our forbearers conquered.
[02:25:58.394 --> 02:25:59.274]  That's Thomas Jefferson.
[02:26:00.915 --> 02:26:04.837]  And 1913, guess who's been running the show for 99 years.
[02:26:04.897 --> 02:26:05.278]  About to be 100.
[02:26:07.119 --> 02:26:08.119]  Time to get rid of these boys.
[02:26:08.159 --> 02:26:08.840]  Time to arrest them.
[02:26:10.069 --> 02:26:13.111]  Or you can keep going down the road, because see, these aren't just people that want to run everything.
[02:26:13.711 --> 02:26:14.872]  They want to run your body.
[02:26:15.993 --> 02:26:18.474]  They like putting stuff in your body, and they like killing you.
[02:26:19.475 --> 02:26:22.116]  That's their instinct, is a will to total domination.
[02:26:22.156 --> 02:26:22.596]  And you know what?
[02:26:22.636 --> 02:26:23.117]  I don't like it.
[02:26:23.137 --> 02:26:24.157]  I don't like the world they build.
[02:26:24.177 --> 02:26:24.638]  They're ugly.
[02:26:24.958 --> 02:26:26.439]  The New World Order is ugly, and I don't like them.
[02:26:27.539 --> 02:26:29.060]  And I want to wake people up and defeat them.
[02:26:30.261 --> 02:26:31.942]  And move humanity back in the right direction.
[02:26:31.962 --> 02:26:33.123]  Doesn't mean we've got all the answers.
[02:26:33.143 --> 02:26:34.664]  Doesn't mean we're offering some utopia.
[02:26:34.984 --> 02:26:36.685]  But we know where they're taking us is hell.
[02:26:37.836 --> 02:26:41.157]  I'll take just a normal system over dystopia.
[02:26:42.077 --> 02:26:46.158]  I'm not offering utopia, but I know we can get away from this dystopic reality.
[02:26:46.938 --> 02:26:50.539]  Let's go to some phone calls here, and then I'll come back with news and more calls.
[02:26:51.019 --> 02:26:53.560]  Lauren in New York, you're on the air.
[02:26:53.640 --> 02:26:54.280]  Thanks for holding.
[02:26:55.300 --> 02:26:56.181]  How are you doing, Alex?
[02:26:56.461 --> 02:26:57.001]  I'm all right, sir.
[02:26:57.021 --> 02:26:57.881]  From New York.
[02:26:58.701 --> 02:27:02.802]  Here's the thing, here's my take on this, and I'm going to let you break it down.
[02:27:06.144 --> 02:27:09.206]  The thing is with Obama, we all know he's a Marxist.
[02:27:10.027 --> 02:27:12.108]  He has ties to the Muslim Brotherhood.
[02:27:12.128 --> 02:27:16.210]  He has ties to every Muslim down there in Libya.
[02:27:16.230 --> 02:27:24.436]  He has ties to his cousin over there, like you were saying, I believe just today, he has ties to his cousin over there who is a Muslim.
[02:27:24.776 --> 02:27:27.578]  So we need to really evaluate ourselves
[02:27:28.378 --> 02:27:34.320]  As American people know, at the end of the day I don't have anything against Muslims, but this guy is the worst type of Muslim.
[02:27:34.360 --> 02:27:39.562]  He's one of those guys, I don't understand, he doesn't factor in his skin color at all.
[02:27:39.582 --> 02:27:44.484]  Because he let Al-Qaeda kill black people in wholesale in Libya.
[02:27:44.584 --> 02:27:45.665]  I don't understand how he did that.
[02:27:45.865 --> 02:27:50.506]  And by the way, I predicted it, Webster Tarpley predicted it in the Obama deception.
[02:27:51.587 --> 02:27:52.587]  That's what freaks me out.
[02:27:52.787 --> 02:27:55.808]  Tarpley says Romney's going to be worse.
[02:27:57.870 --> 02:27:58.630]  I'm just desperate.
[02:27:58.690 --> 02:28:04.753]  I'm like somebody, I was thinking this morning, and I was swimming down about 20 feet under the water in the river.
[02:28:04.773 --> 02:28:07.054]  I went for an exercise, a mile swim.
[02:28:07.074 --> 02:28:08.154]  I didn't have time to swim two miles.
[02:28:08.174 --> 02:28:19.659]  The point is, I went down, usually I go down 25, 30 feet sometimes in some of the deeper areas, but I went down at only about 20 feet and kind of didn't have a good breath of air and I wanted to get up to the top.
[02:28:21.819 --> 02:28:27.385]  And I liken it to that, wanting to get out of this New World Order is like someone who's underwater who just wants oxygen.
[02:28:28.766 --> 02:28:29.427]  I'm sorry, go ahead.
[02:28:30.348 --> 02:28:31.208]  Yeah, definitely.
[02:28:31.268 --> 02:28:34.732]  But I don't understand how Romney could be worse than that.
[02:28:35.533 --> 02:28:38.275]  I mean, black people were killed in wholesale in Libya.
[02:28:39.236 --> 02:28:39.797]  Cleansed!
[02:28:40.457 --> 02:28:41.999]  How could Romney be worse than that?
[02:28:42.059 --> 02:28:43.040]  I can't see it.
[02:28:44.741 --> 02:28:47.945]  Well, again, I mean, it's the illusion that we all buy into.
[02:28:48.005 --> 02:28:50.388]  Even if we know it's an illusion, we're like a man in the desert.
[02:28:50.968 --> 02:28:56.775]  Either somebody underwater that wants oxygen, even if they're not sure there's air up there, you go up, you're trying to get to it.
[02:28:57.556 --> 02:29:01.981]  And it's the same thing with people somewhere...
[02:29:04.625 --> 02:29:05.566]  Like the United States.
[02:29:05.646 --> 02:29:10.012]  I mean, we just want to believe that a president will come in and stop trying to wage war on us.
[02:29:10.333 --> 02:29:11.314]  But that's what they want.
[02:29:11.374 --> 02:29:13.777]  They want to bankrupt us to dominate us.
[02:29:14.138 --> 02:29:18.584]  I mean, in the old days they'd just come in and, you know, carpet bomb your entire city to take you over.
[02:29:20.306 --> 02:29:22.748]  And so, this is 21st century war.
[02:29:22.828 --> 02:29:28.512]  It's cultural war, it's chemical war, it's biological war, it's spiritual war.
[02:29:29.153 --> 02:29:34.417]  But yeah, I mean, Obama is super bad news, but hey, these aren't wars he's launching because he got a peace prize.
[02:29:34.457 --> 02:29:35.338]  These are peace actions.
[02:29:37.360 --> 02:29:38.561]  Who do you think is going to win tomorrow?
[02:29:41.141 --> 02:29:42.241]  Um, I don't care.
[02:29:42.261 --> 02:29:44.002]  I just want this country to change.
[02:29:44.122 --> 02:29:46.443]  I just want, I want these people in jail.
[02:29:46.823 --> 02:29:47.323]  Exactly.
[02:29:47.603 --> 02:29:49.924]  And that's the only reason I've thought Romney might get in.
[02:29:49.964 --> 02:29:52.125]  It's just people are hitting the reset button desperately.
[02:29:52.605 --> 02:29:54.226]  But there's so many people that are dependent now.
[02:29:54.286 --> 02:29:59.628]  They think Obama, you know, is really giving them a free lunch when he's not.
[02:30:00.048 --> 02:30:00.628]  Be right back.
[02:30:01.768 --> 02:30:02.649]  We're on the march.
[02:30:03.149 --> 02:30:04.769]  The empire's on the run.
[02:30:05.690 --> 02:30:08.371]  Alex Jones and the GCN Radio Network.
[02:30:12.259 --> 02:30:16.102]  Millions of people are going to get sick this winter from colds, flus, and other illnesses.
[02:30:16.443 --> 02:30:17.864]  Make sure you're not one of them.
[02:30:18.244 --> 02:30:26.431]  Supernatural Silver is a new technology that is highly effective against the germs, bacteria, and fungus that can breed in your chest, throat, and sinuses.
[02:30:26.772 --> 02:30:38.242]  Kill off these germs and allow your immune system to become stronger with Supernatural Silver, a powerful new silver solution that is several hundred times more effective than colloidal or ionic silvers.
[02:30:38.642 --> 02:30:43.707]  Supernatural silver can be taken daily for prevention and will not create resistant bacteria.
[02:30:43.967 --> 02:30:53.696]  It is non-toxic and is proven to be effective against many of the most serious diseases out there today, such as resistant staph, strep, pneumonia, viruses and flus.
[02:30:54.176 --> 02:31:00.184]  Supernatural Silver is a safe and effective way to fight pathogens where antibiotics and other drugs fail.
[02:31:00.344 --> 02:31:02.266]  Have it on hand for any emergency.
[02:31:02.366 --> 02:31:11.558]  Go to www.supernaturalsilver.com today and use the promo code AlexSays for 20% off and like us on Facebook.
[02:31:14.207 --> 02:31:21.874]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[02:31:22.314 --> 02:31:25.938]  Alex and his staff have used these pure soap products for years.
[02:31:26.398 --> 02:31:33.204]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[02:31:33.704 --> 02:31:36.507]  See them on the web at 5starsoap.com.
[02:31:36.707 --> 02:31:41.211]  Or call 800-340-7091 for a free catalog.
[02:31:41.551 --> 02:31:47.216]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[02:31:47.477 --> 02:31:52.601]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[02:31:52.901 --> 02:31:54.523]  This is an amazing deal.
[02:31:54.883 --> 02:31:59.507]  You can save thousands of dollars and you will love the way real soap makes you feel.
[02:32:00.128 --> 02:32:02.290]  See them on the web at 5starsoap.com.
[02:32:03.150 --> 02:32:07.752]  Or call 800-340-7091 for a free catalog.
[02:32:11.714 --> 02:32:17.697]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[02:32:17.877 --> 02:32:20.619]  78% of the Midwest corn belt is in drought conditions.
[02:32:20.819 --> 02:32:25.921]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[02:32:26.222 --> 02:32:30.904]  The cost to feed livestock is forcing farmers and ranchers out of business, blowing up your food prices.
[02:32:31.164 --> 02:32:38.570]  The only strategy to counter this is to freeze your food cost to today's prices by getting your own supply of foods from eFoods Direct now.
[02:32:38.810 --> 02:32:42.513]  As the price of raw ingredients increases, eFoods will have to raise prices too.
[02:32:42.693 --> 02:32:44.274]  Now is the time to get your supply.
[02:32:44.475 --> 02:32:48.358]  I recently increased my supply from eFoods Direct because we've all known this was coming.
[02:32:48.498 --> 02:32:51.120]  You know about their delicious long-term storable foods.
[02:32:51.400 --> 02:32:54.022]  The fact is, you can eat it anytime to save money today.
[02:32:54.182 --> 02:32:58.606]  And because it's stored for 25 years, you're locking in today's prices and avoiding the rising food cost.
[02:32:58.746 --> 02:32:59.267]  Don't wait!
[02:32:59.387 --> 02:33:01.248]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex.
[02:33:01.268 --> 02:33:02.850]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[02:33:02.870 --> 02:33:04.391]  You can bet your life on eFoodsDirect.
[02:33:16.687 --> 02:33:21.469]  From the front lines of the information war, it's Alex Jones.
[02:33:28.051 --> 02:33:32.833]  By the way, we did find the full Rahm Emanuel clip about don't let a good crisis go to waste.
[02:33:32.853 --> 02:33:37.315]  We'll play that here in a moment and then get into some news and back into your calls.
[02:33:37.375 --> 02:33:44.938]  Also have a very informative promo that David Knight put together with the crew for our election coverage.
[02:33:45.558 --> 02:33:48.842]  That'll be on the radio, 11 to 2 Central, 12 noon to 3 p.m.
[02:33:48.882 --> 02:33:55.308]  tomorrow, and then back from 5 Central until past midnight with our reporters and a bunch of guests.
[02:33:55.769 --> 02:34:03.077]  If you just go to infowars.com forward slash election, you can find the page that has the free video box links if you'd like to watch the coverage.
[02:34:03.097 --> 02:34:07.781]  We're already streaming video there of this show and the nightly news tonight for everybody.
[02:34:08.442 --> 02:34:10.203]  And help us get that link out to everybody.
[02:34:10.223 --> 02:34:20.249]  Say, hey, you want to see real election coverage from all the angles, pointing out how both groups are basically mafias fighting for control of the CEO job of Slavery Incorporated?
[02:34:20.269 --> 02:34:22.410]  Well, that's what we're dealing with.
[02:34:22.450 --> 02:34:25.932]  But first, here is that don't let a crisis go to waste clip.
[02:34:27.213 --> 02:34:29.514]  You never want a serious crisis to go to waste.
[02:34:29.534 --> 02:34:34.757]  And what I mean by that, it's an opportunity to do things that you think you could not do before.
[02:34:35.569 --> 02:34:44.271]  I think America as a whole in 1973 and 1974, not just my view but obviously the administration, missed the opportunity to deal with the energy crisis that was before us.
[02:34:44.971 --> 02:34:47.832]  For a long time our entire energy policy came down to cheap oil.
[02:34:49.052 --> 02:34:57.654]  This is an opportunity, what used to be long-term problems, be they in the health care area, energy area, education area, fiscal area, tax area,
[02:34:58.991 --> 02:35:00.294]  Alright, there you go.
[02:35:07.939 --> 02:35:15.143]  And that's the program that the communists engage in over and over again.
[02:35:15.163 --> 02:35:23.028]  And again, these are mega banks using communist tactics to make us communalized and all on the plantation while they're exempt internationally from it all.
[02:35:23.768 --> 02:35:31.513]  See, it's really fascist is the best term, using socialist and communist authoritarian systems on the public to make you dependent.
[02:35:31.913 --> 02:35:35.155]  You want to domesticate somebody, you've got to give them a little bit of chicken feed.
[02:35:36.761 --> 02:35:38.162]  And that's what's happening here.
[02:35:39.844 --> 02:35:43.066]  And it's very, very sad that they've de-industrialized us.
[02:35:43.547 --> 02:35:51.893]  Now they know that massive numbers, some estimates are 20% of doctors are retiring earlier because they don't want to be under government health care.
[02:35:51.913 --> 02:35:53.975]  They don't want to be under the mandates.
[02:35:54.916 --> 02:35:59.419]  They've got the federal government coming in with state governments taking over health care institutions everywhere.
[02:35:59.940 --> 02:36:02.362]  And as long as you do what they say, you can do whatever you want.
[02:36:03.410 --> 02:36:14.638]  You can have little kids die from vaccines, you can grab people's kids, you can have the place filthy and people dying of infections, you can rip people off, but you don't play ball with them, you're going to jail.
[02:36:15.979 --> 02:36:21.543]  And now your health records go to the IRS, so they can pass that around the government, everything that's going on in your life.
[02:36:21.563 --> 02:36:23.605]  I think the IRS had enemies list before.
[02:36:23.625 --> 02:36:26.667]  I think the FBI used income tax stuff before.
[02:36:27.508 --> 02:36:31.591]  All of this is about criminals and government stacking the deck against the people.
[02:36:32.976 --> 02:36:34.597]  And, uh, Rahm Emanuel's a monster.
[02:36:34.617 --> 02:36:45.163]  And you can pull clips of him up on C-SPAN, but also in speeches saying, everyone will do 18 months of service, uh, in your senior, uh, in your junior and senior year of high school.
[02:36:45.863 --> 02:36:52.647]  And then each summer after that, uh, from, uh, 18 to 54, you will go and be part of Brigade Homeland.
[02:36:53.287 --> 02:36:54.888]  And then now they have FEMA Corps.
[02:36:54.928 --> 02:36:56.209]  It's now been officially set up.
[02:36:57.069 --> 02:37:02.712]  And it's anti-gun groups marching around and spying on people and getting in people's faces.
[02:37:04.493 --> 02:37:07.795]  And it's just pushing government and tattletaling.
[02:37:07.835 --> 02:37:15.400]  And these people that are part of this, because I've seen them on the streets, they are literally like little TSA agents.
[02:37:15.560 --> 02:37:24.805]  And they're going to be the little Chivanos that Tony Montana talks about, the fictional character based on historical events in Scarface, written by Oliver Stone.
[02:37:26.229 --> 02:37:27.471]  And he's trying to get into the U.S.
[02:37:27.491 --> 02:37:28.292]  to get amnesty.
[02:37:28.452 --> 02:37:30.734]  And, you know, he's saying, I'm a political dissident.
[02:37:30.754 --> 02:37:33.798]  I want my rights, just like President Jimmy Carter says.
[02:37:33.818 --> 02:37:36.041]  And the guy says, you know what?
[02:37:36.061 --> 02:37:37.002]  Send him to Freedom Town.
[02:37:37.022 --> 02:37:41.367]  He goes, hey, there's nothing you can do to me that Castro has not already done.
[02:37:41.387 --> 02:37:44.931]  And he goes, you want to beat Squid three, four times a day?
[02:37:45.862 --> 02:37:50.445]  You want somebody telling you when to get up, when to go to sleep, when to go to work, what to wear, what to do?
[02:37:50.766 --> 02:37:54.949]  You want a Giovanna on every corner telling you, you know, watching your every move?
[02:37:55.269 --> 02:37:56.650]  That's what we're going under.
[02:37:56.730 --> 02:38:02.534]  I mean, it's like if you said black Cadillac, everybody knows what a black Cadillac looks like.
[02:38:04.475 --> 02:38:05.416]  Well, this is tyranny.
[02:38:06.317 --> 02:38:08.098]  It's like saying yellow school bus.
[02:38:08.138 --> 02:38:09.579]  Everybody knows what a yellow school bus looks like.
[02:38:09.899 --> 02:38:14.603]  If you have any basic understanding, like I say, great white shark, you see a great white shark.
[02:38:16.747 --> 02:38:18.829]  If I say red bicycle, you see a red bicycle.
[02:38:19.750 --> 02:38:22.253]  If I say Abraham Lincoln, you see an image of Abraham Lincoln.
[02:38:23.074 --> 02:38:26.898]  But people don't seem to understand, or if they do, they don't understand how dangerous it is.
[02:38:27.418 --> 02:38:32.664]  This is tyranny, enslavement, bad, very bad.
[02:38:32.684 --> 02:38:33.945]  People are like, well, what does that look like?
[02:38:34.245 --> 02:38:36.487]  Well, it looks like what we're now midway into.
[02:38:37.641 --> 02:38:43.103]  And with the tyranny, they bring tyrannies in when they decide to make you poor as a tool of control.
[02:38:43.583 --> 02:38:46.564]  See, a lot of people say, I don't care if there's tyranny, I'm gonna go along with it.
[02:38:47.004 --> 02:38:47.884]  Oh, you are!
[02:38:50.685 --> 02:39:00.088]  You don't seem to understand, historically, there are really bad people who like to hurt people, who like to destroy wealth, who like to take what you got, who enjoy it.
[02:39:00.188 --> 02:39:03.149]  Things that normal people aren't into,
[02:39:05.044 --> 02:39:06.465]  The Legion of Evil is into it.
[02:39:06.485 --> 02:39:22.072]  You see, governments become these artificial constructs where really corrupt, bad people can have their way with the general population.
[02:39:24.204 --> 02:39:42.089]  Government becomes kingdoms for people that really can't produce anything but can socially get in and compete to be more manipulative, more corrupt, more scheming, and then it becomes a survival of the fittest of the worst of the worst who then rise to the top and take over.
[02:39:45.629 --> 02:39:51.392]  The city of Austin, who I've pointed out is a group of criminals, the city council by and large is just absolutely larcenous.
[02:39:53.333 --> 02:40:00.237]  They have gotten in trouble with a county attorney for a decade of having their meetings in secret and giving their friends and family giant contracts.
[02:40:00.257 --> 02:40:01.357]  I mean, it's a giant scam.
[02:40:02.318 --> 02:40:04.399]  I personally have gone and looked at contracts.
[02:40:04.799 --> 02:40:07.661]  I personally have done investigations that have sent people to prison.
[02:40:09.201 --> 02:40:09.802]  Just look it up.
[02:40:10.859 --> 02:40:12.120]  And it's openly criminal.
[02:40:13.240 --> 02:40:15.402]  Because citizens blew the whistle, what did the county attorney do?
[02:40:15.442 --> 02:40:18.223]  They said, well, you're not in trouble this time, but don't do it anymore.
[02:40:19.224 --> 02:40:30.090]  I was on the hike and bike trail yesterday, and I'm sitting there stretching, and my wife's already gone down the gully with the French bulldog.
[02:40:31.091 --> 02:40:31.831]  And I'm like, I want to stretch.
[02:40:31.851 --> 02:40:32.872]  She goes, I'm going to run to the bottom.
[02:40:32.912 --> 02:40:33.452]  I'll see you down there.
[02:40:35.268 --> 02:40:44.573]  And so she starts going, and I watch this group come up, and I'm sitting there stretching over to the side, and I hear them going, we're gonna get more funding, we'll get the revenue this way, we'll swap that.
[02:40:44.813 --> 02:40:46.734]  They're like, oh, there's somebody over there.
[02:40:47.555 --> 02:40:54.919]  And I kind of had my back slightly turned, and I could tell they were city people, so I waited until they started walking down, I started walking behind them, listening to them.
[02:40:56.260 --> 02:41:03.584]  Later, they're coming back, and we're down by the creek, like an hour later, and they're over there,
[02:41:04.693 --> 02:41:06.756]  And they're in the woods meeting in secret.
[02:41:06.776 --> 02:41:12.703]  And I don't know who they were or what department, but I went and eavesdropped on enough that they were having an illegal meeting in the woods.
[02:41:13.765 --> 02:41:15.867]  I mean, folks, this is how widespread this is.
[02:41:16.047 --> 02:41:20.513]  I cannot go on a hike and bike trail where in an hour and a half I might have seen 15 people.
[02:41:23.117 --> 02:41:24.957]  To go climb up and down the hills and things.
[02:41:25.057 --> 02:41:28.278]  And there's literally bureaucrats meeting in the woods in secret.
[02:41:28.678 --> 02:41:31.879]  And then they saw me creeping over there like, shh, he's listening, let's go.
[02:41:31.939 --> 02:41:36.200]  And they kind of scurried off on down the deal, having a secret meeting.
[02:41:36.560 --> 02:41:37.640]  They were bureaucrats, you could tell.
[02:41:39.581 --> 02:41:43.702]  And they were talking about the city and how they're going to get more money.
[02:41:46.215 --> 02:41:49.158]  Guys, search money in the UT Permanent Fund.
[02:41:49.238 --> 02:41:53.642]  Last time I checked, it was $4 billion in cash, $1.5 billion in gold.
[02:41:54.383 --> 02:41:57.386]  Their real estate was valued at over $100 billion.
[02:41:57.726 --> 02:42:05.214]  And their investments, their CAFR investments, Comprehensive Annual Financial Reports investments, were at $400 billion.
[02:42:05.994 --> 02:42:07.135]  I don't know how much money that is.
[02:42:07.176 --> 02:42:07.756]  You do the math.
[02:42:07.796 --> 02:42:10.339]  But the University of Texas is the richest university in the world.
[02:42:12.251 --> 02:42:14.712]  They charge more tuition, more to park.
[02:42:14.832 --> 02:42:15.833]  It's not even a university.
[02:42:16.133 --> 02:42:19.294]  It's a facade for a crime syndicate.
[02:42:20.354 --> 02:42:35.240]  And they want $290-something dollars per household over the next 10 years, every year, to pay for a new university medical center when they literally own half the state of Texas.
[02:42:36.650 --> 02:42:41.091]  But all the public knows about is the $4 billion permanent fund, and the $1.5 billion in gold, and other stuff.
[02:42:41.252 --> 02:42:43.932]  You look at the real estate, you look at the comprehensive financial report.
[02:42:44.713 --> 02:42:46.353]  I mean, you heard me, hundreds of billions.
[02:42:46.373 --> 02:42:48.274]  It was over $400 billion years ago when I looked it up.
[02:42:49.574 --> 02:42:56.477]  They've got well in excess of $500 billion in assets one way or another.
[02:42:56.497 --> 02:42:57.337]  Let's be conservative.
[02:42:58.948 --> 02:43:04.572]  And they want to set the precedent, and they've got all these idiot signs up around where I live.
[02:43:04.612 --> 02:43:09.236]  This is happening in your town, too, with a big heart saying, Love Austin, Vote for Prop 1.
[02:43:10.197 --> 02:43:12.078]  And I've seen polls where almost everybody's against it.
[02:43:12.098 --> 02:43:14.560]  It'll probably pass, because they're electronic voting fraud.
[02:43:15.060 --> 02:43:16.402]  We're run by a mafia.
[02:43:18.463 --> 02:43:19.144]  Here, I'll look it up.
[02:43:19.524 --> 02:43:20.905]  UT Permanent Fund.
[02:43:21.425 --> 02:43:23.187]  That's just the one little thing they tell you about.
[02:43:24.501 --> 02:43:33.566]  University of Texas Permanent Fund.
[02:43:34.286 --> 02:43:35.407]  How much does it say is in there?
[02:43:38.989 --> 02:43:40.429]  Yeah, it's $12.8 billion.
[02:43:40.629 --> 02:43:42.550]  Now that's a total for, that's much more than that.
