[00:00:15.137 --> 00:00:16.518]  You want to fight?
[02:31:11.230 --> 02:31:12.171]  We have an article for you.
[02:31:12.211 --> 02:31:17.316]  Headline, DARPA-sponsored company unveils drone that can fly through doors and windows.
[02:31:17.716 --> 02:31:19.017]  You guys should check out the video there.
[02:31:19.558 --> 02:31:29.607]  The military's tech research arm has developed a drone that can fly through doors and windows and relay back high-resolution surveillance video indefinitely without a break-in signal.
[02:31:30.174 --> 02:31:38.342]  I'm sure this has good applications for things such as burning buildings, finding survivors there within, but we also have another article here.
[02:31:39.003 --> 02:31:42.727]  Headline, government documents prove domestic drones are for spying.
[02:31:43.207 --> 02:31:53.717]  If you take a look at this document, you'll see that police departments in Little Rock, Seattle, Miami, and the Texas Department of Public Safety all admit that they want to use these drones for spy purposes.
[02:31:54.418 --> 02:31:57.079]  Join InfoWars this Saturday as we meet at Zilker Park.
[02:31:57.399 --> 02:31:58.800]  You can see it right here behind me.
[02:31:59.080 --> 02:32:01.401]  This is the area where they have the Austin City Limits.
[02:32:01.421 --> 02:32:03.241]  You can see there's Barton Springs Road right down here.
[02:32:03.482 --> 02:32:07.203]  And if we can zoom in a little bit, we'll show you the parking lot where we'll actually be meeting.
[02:32:07.263 --> 02:32:08.243]  It's right here in this area.
[02:32:08.543 --> 02:32:11.204]  And just north of here is where we will be having our drones.
[02:32:11.485 --> 02:32:17.627]  We will have the InfoWars flag flying high, so make sure you look for this statement of freedom.
[02:32:18.786 --> 02:32:21.908]  So be sure to join us this Saturday at 11 a.m.
[02:32:21.948 --> 02:32:30.295]  There will also be a video contest for the best video filmed at the event and posted on YouTube, so make sure you check out InfoWars.com and hashtag DroneMob for more details.
[02:32:30.655 --> 02:32:32.797]  I'm Jakari Jackson for the InfoWars Nightly News.
[02:32:35.279 --> 02:32:39.804]  Alex Jones here with a message that could revolutionize health in this country.
[02:32:40.084 --> 02:32:45.930]  Going back about a year and a half ago, I began to learn about the incredible health effects of longevity products.
[02:32:46.330 --> 02:32:50.114]  Erin Dykes lost 92 pounds.
[02:32:50.134 --> 02:32:51.936]  We're going to show you some before and afters.
[02:32:52.356 --> 02:32:54.138]  Aaron, break down what happened.
[02:32:54.158 --> 02:32:54.719]  Your story.
[02:32:54.999 --> 02:33:00.065]  I've worked really hard with diet and exercise to try to lose weight, but I just didn't get the results.
[02:33:00.105 --> 02:33:00.986]  It just didn't happen.
[02:33:01.287 --> 02:33:03.870]  Then I saw what you were doing with Infowarsteam.com.
[02:33:04.350 --> 02:33:08.155]  I wasn't even trying to lose weight, but I got it because I wanted to feel better energy.
[02:33:08.195 --> 02:33:08.575]  I wanted that
[02:33:08.635 --> 02:33:14.677]  Nutrition didn't even understand how that could kick-start my own weight loss goals, but the products did that for me.
[02:33:15.017 --> 02:33:22.780]  I found myself suddenly losing weight, more energetic, wanting to exercise, wanting to eat the right foods, and they don't even advertise it as weight loss!
[02:33:23.100 --> 02:33:26.641]  I want to challenge our radio listeners to go to Infowarsteam.com.
[02:33:27.181 --> 02:33:32.683]  Sign up as a distributor and get wholesale pricing discounts at Infowarsteam.com.
[02:34:06.698 --> 02:34:07.518]  You touched on cholesterol.
[02:34:07.538 --> 02:34:12.160]  I definitely want to talk about cholesterol, but before I get to that, my favorite mineral.
[02:34:12.180 --> 02:34:14.601]  You know, in the world of nutrition, you get favorites, right?
[02:34:14.681 --> 02:34:15.721]  You probably have your favorites.
[02:34:16.381 --> 02:34:19.822]  One of them that's one of my personal favorites, I know is one of yours, is selenium.
[02:34:20.462 --> 02:34:25.624]  So, tell us a little bit about selenium, this incredible, incredible mineral, and some of the things that you can use it for.
[02:34:25.684 --> 02:34:26.164]  And I want you to
[02:34:27.345 --> 02:34:39.056]  Give special attention on how selenium is involved with the thyroid, how selenium is involved with diabetes, and all the different things that you can use with this incredible mineral that, by the way, is active in microgram quantities, the tiniest of quantities.
[02:34:39.116 --> 02:34:40.777]  Maybe touch on that a little bit.
[02:34:40.797 --> 02:34:45.882]  Okay, as you say, selenium is one of those wonderful trace minerals, which is an essential nutrient.
[02:34:45.902 --> 02:34:46.242]  We need it.
[02:34:46.263 --> 02:34:47.043]  We can't live without it.
[02:34:48.164 --> 02:34:50.246]  And it has many functions.
[02:34:50.306 --> 02:34:51.968]  It's a structural mineral.
[02:34:53.224 --> 02:34:55.245]  When it comes to chromosomes, right?
[02:34:55.365 --> 02:34:55.846]  Epigenetics.
[02:34:55.886 --> 02:34:57.567]  Epigenetics, we'll get into that, right?
[02:34:57.967 --> 02:35:02.170]  But it's a structural piece in the actual normal double helix.
[02:35:03.311 --> 02:35:04.992]  Is it one of the fingers that you were talking about?
[02:35:05.012 --> 02:35:11.137]  It's one of the metallic fingers that keeps this double helix of the chromosome in the proper distance of each other.
[02:35:11.496 --> 02:35:12.456]  There's a little strut there.
[02:35:12.637 --> 02:35:16.078]  In the middle of these struts, there's all these different minerals, and selenium is one of them.
[02:35:16.178 --> 02:35:16.358]  Wow.
[02:35:16.659 --> 02:35:22.181]  So the helix itself is an incredibly organized structure, and every little component of it is key.
[02:35:22.602 --> 02:35:30.185]  The distance that the nucleotides are from each other, all that is tightly, tightly regulated, and minerals like selenium are involved in making sure that this structure stays intact.
[02:35:30.205 --> 02:35:30.986]  That's what the fingers are.
[02:35:31.166 --> 02:35:31.646]  Exactly.
[02:35:32.987 --> 02:35:35.888]  And when you have a deficiency of selenium, many things happen.
[02:35:35.908 --> 02:35:37.269]  At the biochemical level,
[02:35:38.055 --> 02:35:42.037]  You can't recycle glutathione, which is one of the most potent antioxidants made by the body.
[02:35:42.057 --> 02:35:42.997]  The most, maybe.
[02:35:43.657 --> 02:35:48.759]  And it's used to protect you from cancer and fend off inflammation in your arteries so you don't get clogged arteries and that kind of stuff.
[02:35:49.359 --> 02:35:54.901]  But if you don't have enough selenium, you use one molecule of glutathione and it sort of deactivates.
[02:35:55.382 --> 02:35:59.903]  But when you have selenium, you can recycle that one molecule of glutathione a thousand times.
[02:35:59.923 --> 02:36:00.424]  That's awesome.
[02:36:00.584 --> 02:36:01.464]  That's very awesome.
[02:36:02.044 --> 02:36:04.905]  And then, it protects your brain from MS.
[02:36:04.925 --> 02:36:06.806]  When you have MS, you have a terrible, terrible
[02:36:07.503 --> 02:36:08.224]  I don't know.
[02:36:17.830 --> 02:36:21.191]  So supplementing with selenium to prevent or reverse MS.
[02:36:21.311 --> 02:36:21.511]  Wow.
[02:36:22.151 --> 02:36:23.251]  Along with the 90 essential nutrients.
[02:36:23.311 --> 02:36:24.231]  It can't be done by itself.
[02:36:24.251 --> 02:36:24.612]  That's right.
[02:36:24.752 --> 02:36:26.732]  So 200 micrograms to 400 micrograms?
[02:36:26.932 --> 02:36:29.033]  Well, I like to be a little heavy-handed.
[02:36:29.053 --> 02:36:29.033]  600?
[02:36:29.593 --> 02:36:30.833]  I like to be a little heavy-handed.
[02:36:30.853 --> 02:36:30.833]  800?
[02:36:30.873 --> 02:36:31.653]  A milligram, yeah.
[02:36:31.713 --> 02:36:32.433]  A milligram of selenium?
[02:36:32.453 --> 02:36:32.893]  A thousand micrograms.
[02:36:33.294 --> 02:36:36.094]  When you have these diseases, you need to use a bigger hammer, right?
[02:36:36.114 --> 02:36:37.014]  Okay.
[02:36:37.034 --> 02:36:37.475]  HIV.
[02:36:38.315 --> 02:36:41.776]  You can prevent HIV from mutating to AIDS by supplementing with selenium.
[02:36:41.796 --> 02:36:41.996]  Wow.
[02:36:42.656 --> 02:36:43.396]  One milligram a day.
[02:36:44.261 --> 02:36:51.786]  What's the difference between Arthur Ashe, the great black tennis player, and Magic Johnson, the great black basketball player?
[02:36:51.806 --> 02:36:52.166]  Supplementing?
[02:36:52.707 --> 02:36:53.687]  One is dead, one's alive.
[02:36:53.827 --> 02:36:56.209]  One's supplementing with Selenium, one didn't.
[02:36:56.489 --> 02:36:58.110]  That's what Magic Johnson's doing.
[02:36:58.170 --> 02:36:58.891]  Oh, that's interesting.
[02:36:59.231 --> 02:37:02.493]  Now... How about just even just a common cold or just like flus and that kind of thing?
[02:37:02.513 --> 02:37:03.134]  Well, I'm getting there.
[02:37:03.214 --> 02:37:03.474]  Okay.
[02:37:03.554 --> 02:37:04.294]  I'm getting there.
[02:37:04.935 --> 02:37:05.515]  It's very good.
[02:37:05.595 --> 02:37:06.316]  You're on top of it.
[02:37:07.777 --> 02:37:12.420]  But I also... It's one of these things that's... They actually discovered, Dr. Gerhard Schrauser,
[02:37:13.246 --> 02:37:18.868]  Grandman, he's the guy who discovered that selenium is an essential nutrient back in 1957.
[02:37:19.068 --> 02:37:21.209]  They didn't consider it essential then.
[02:37:21.249 --> 02:37:22.689]  No, they considered it a poison.
[02:37:22.869 --> 02:37:23.890]  Exactly, they thought it was a poison.
[02:37:23.950 --> 02:37:26.131]  Even medical doctors today still think it's a poison.
[02:37:26.651 --> 02:37:28.871]  But it actually was discovered to be an essential nutrient.
[02:37:29.032 --> 02:37:33.633]  And the disease he was looking at was liver necrosis, the death of your liver.
[02:37:33.993 --> 02:37:37.394]  If you survived death of your liver, you got cirrhosis of the liver, right?
[02:37:37.514 --> 02:37:39.035]  And this is all caused by not drinking
[02:37:40.029 --> 02:37:44.152]  Because 99% of the people who get liver cirrhosis never took a drink of alcohol in their life.
[02:37:44.232 --> 02:37:44.432]  Right.
[02:37:44.512 --> 02:37:45.673]  It's a selenium deficiency.
[02:37:45.873 --> 02:37:46.113]  Wow.
[02:37:46.193 --> 02:37:48.354]  I get people off the liver transplant list all the time.
[02:37:48.374 --> 02:37:48.995]  Wow, wow, wow.
[02:37:49.035 --> 02:37:51.816]  So that's a big problem today, non-alcoholic fatty liver disease.
[02:37:51.836 --> 02:37:52.637]  That's a huge problem.
[02:37:52.657 --> 02:37:55.719]  Fatty liver, primary sclerosing, cholangitis, liver cirrhosis.
[02:37:56.199 --> 02:38:01.282]  I've had people, Pharmacist Ben, who've had 32 liver operations at Harvard Medical School.
[02:38:01.823 --> 02:38:05.305]  Their livers are the size of an Oreo cookie and I rebuild them in two months to a normal liver.
[02:38:05.965 --> 02:38:08.487]  Just using the 90 essential nutrients and extra selenium.
[02:38:08.627 --> 02:38:08.847]  Right.
[02:38:09.690 --> 02:38:16.854]  And then there's cataracts that are caused by selenium deficiency and free radical damage eating fried foods, free radical damage to the lens of the eye and no selenium to protect it.
[02:38:17.554 --> 02:38:19.275]  And then you get cardiomyopathy heart disease.
[02:38:20.035 --> 02:38:21.076]  I've done one... Keishon Syndrome.
[02:38:21.356 --> 02:38:22.697]  Keishon Syndrome, yeah.
[02:38:22.837 --> 02:38:27.639]  I've done 1,200 autopsies on kids under the age of 10 in Keishon Province, China.
[02:38:27.800 --> 02:38:30.221]  1,200 autopsies.
[02:38:30.241 --> 02:38:31.281]  Nobody else has ever done that.
[02:38:31.301 --> 02:38:32.002]  And they're all deficient.
[02:38:32.102 --> 02:38:32.962]  They're all deficient.
[02:38:33.342 --> 02:38:34.183]  Insulinium.
[02:38:35.362 --> 02:38:41.606]  And partially because of our work there in China, every school kid, when you go to kindergarten, they get a multiple and a capsule of selenium.
[02:38:41.846 --> 02:38:45.168]  We've wiped out cardiomyopathy and heart disease in children in China.
[02:38:45.228 --> 02:38:45.848]  That's awesome.
[02:38:45.988 --> 02:38:46.789]  Is that awesome?
[02:38:46.829 --> 02:38:47.229]  That's awesome.
[02:38:47.249 --> 02:38:50.771]  Now, isn't there an animal correlate to this Kishon Syndrome?
[02:38:50.891 --> 02:38:51.012]  Yes.
[02:38:51.032 --> 02:38:51.812]  Selenium deficiency?
[02:38:51.972 --> 02:38:52.212]  Yes.
[02:38:52.813 --> 02:38:53.153]  In sheep?
[02:38:53.713 --> 02:38:57.335]  Well, in every animal you can name, there's a correlation.
[02:38:57.696 --> 02:38:59.597]  But in pigs, they call it Mulberry Heart Disease.
[02:39:00.377 --> 02:39:04.900]  In sheep, they call it Stiff Lamb Disease, because when they had heart disease, they kind of walked with an archback, and they were kind of stiff.
[02:39:05.669 --> 02:39:19.138]  And in calves, cattle, they call it white muscle disease because when you cut through the heart, instead of having this beautiful kind of reddish-purple heart color, it looks like a good perch muscle.
[02:39:19.198 --> 02:39:19.578]  It's white.
[02:39:20.038 --> 02:39:21.279]  So they call it white muscle disease.
[02:39:22.020 --> 02:39:25.242]  And you can prevent it with... A little bit of selenium.
[02:39:25.262 --> 02:39:27.303]  Well, with a 90-centimeter disposed extra selenium.
[02:39:27.955 --> 02:39:34.500]  If they get it and they survive the first heart attack, or you catch it with just arrhythmias in their heart, you give them the selenium and it goes away.
[02:39:34.980 --> 02:39:35.801]  How about for the thyroid?
[02:39:36.461 --> 02:39:40.404]  The thyroid gland, of course, there's actually a syndrome called Wilson's Syndrome.
[02:39:41.044 --> 02:39:43.346]  The question is, how many nutrients does your thyroid require?
[02:39:43.366 --> 02:39:44.787]  A lot, probably.
[02:39:44.887 --> 02:39:45.047]  All 90?
[02:39:45.187 --> 02:39:45.427]  Yeah.
[02:39:46.268 --> 02:39:51.091]  Now if you ask a physician, they'll say, I die, because it's part of the structure of the thyroid hormone.
[02:39:51.652 --> 02:39:54.774]  But that's only part of the structure, but for the thyroid gland to work, it needs all 90.
[02:39:54.834 --> 02:39:54.974]  Duh!
[02:39:59.164 --> 02:40:06.307]  A lot of times when they look at the T3, T4, the TSH and all that kind of stuff, really what they're looking for is iodine levels.
[02:40:08.260 --> 02:40:09.000]  And so you can be perfect.
[02:40:09.020 --> 02:40:13.062]  They say, well, we don't know why you're having all these symptoms of thyroid disease.
[02:40:13.343 --> 02:40:15.624]  Because, yeah, we give them iodine and nothing changes.
[02:40:15.644 --> 02:40:17.364]  Well, that's because it's a selenium deficiency.
[02:40:17.384 --> 02:40:18.125]  That's interesting.
[02:40:18.145 --> 02:40:20.446]  Well, selenium is involved in the hormone as well.
[02:40:20.466 --> 02:40:21.687]  It's part of the structure as well, no?
[02:40:21.707 --> 02:40:27.469]  It's part of the structure, but actually is, even equally importantly, is part of the process of making the hormone.
[02:40:27.810 --> 02:40:28.070]  Okay?
[02:40:28.870 --> 02:40:30.491]  And as is copper and everything else.
[02:40:31.291 --> 02:40:35.133]  And then, of course, it's necessary for the health of your muscles.
[02:40:35.713 --> 02:40:36.374]  Mustard dystrophy.
[02:40:38.055 --> 02:40:40.677]  Mustard dystrophy is a selenium deficiency.
[02:40:41.457 --> 02:40:46.360]  A fellow by the name of Marvin Rapani who grew up Amish and he went in and became a Navy SEAL.
[02:40:47.240 --> 02:40:49.001]  Going from the Amish world to Navy SEAL.
[02:40:49.201 --> 02:40:51.042]  He comes back after 20 years in the SEALs.
[02:40:51.543 --> 02:40:56.986]  He goes back, a worldly man now, and he sees all these kids dying of mustard dystrophy in the Amish community.
[02:40:57.706 --> 02:40:59.487]  And so I go there and I say, well this is what we see.
[02:41:00.160 --> 02:41:03.283]  In calves that have mustard dystrophy or white muscle disease.
[02:41:03.963 --> 02:41:05.044]  It's a selenium deficiency.
[02:41:05.064 --> 02:41:11.910]  So we went to Purdue University and sure enough in Indiana, wherever these kids are that have mustard dystrophy, there's always a selenium deficiency in the soil.
[02:41:12.670 --> 02:41:18.495]  So we started giving them the 90 cents of nutrients, giving them extra selenium, and the mustard dystrophy goes away in a couple of weeks.
[02:41:19.536 --> 02:41:22.579]  Even if they've been in wheelchairs for years, we've got a lot of wheelchairs that go play basketball.
[02:41:23.259 --> 02:41:25.061]  So we send all this information to Jerry Lewis.
[02:41:25.081 --> 02:41:26.382]  This is a gospel truth story now.
[02:41:26.842 --> 02:41:28.383]  We send all this information to Jerry Lewis.
[02:41:28.443 --> 02:41:29.024]  He must have loved it.
[02:41:29.898 --> 02:41:31.119]  He went crazy positive.
[02:41:31.139 --> 02:41:31.559]  He loves it.
[02:41:32.499 --> 02:41:34.080]  I said, now Jerry, we're not asking for money.
[02:41:34.100 --> 02:41:36.702]  We already know the cause, prevention, and cure of muscular dystrophy in kids.
[02:41:37.422 --> 02:41:38.043]  We already know this.
[02:41:39.063 --> 02:41:46.447]  We just think it's appropriate that we offer to you the opportunity to make the news release because you're the guy.
[02:41:46.667 --> 02:41:48.048]  They're Jerry's kids, right?
[02:41:48.308 --> 02:41:50.470]  So you're the obvious guy to make the news release if you want to.
[02:41:50.490 --> 02:41:52.271]  If you say no, we'll be happy.
[02:41:52.331 --> 02:41:55.593]  At least my conscience is OK because I've given you the opportunity.
[02:41:55.933 --> 02:41:56.613]  He gets excited.
[02:41:56.993 --> 02:41:58.174]  He takes it to the medical committee.
[02:41:59.712 --> 02:42:00.833]  They're not so excited?
[02:42:01.293 --> 02:42:02.473]  They fire Jerry Lewis.
[02:42:03.073 --> 02:42:05.794]  That's why Jerry Lewis has not been on the telethon for the last two years.
[02:42:05.834 --> 02:42:06.975]  Oh, that's an amazing story.
[02:42:07.195 --> 02:42:08.235]  And they sent him on a cruise.
[02:42:08.255 --> 02:42:12.156]  They actually bought him a ticket to say, we have a non-disclosure contract with you, Jerry.
[02:42:12.717 --> 02:42:13.437]  You can lose everything.
[02:42:13.457 --> 02:42:15.658]  We'll sue you for everything if you bring this up.
[02:42:16.198 --> 02:42:17.218]  And so we're sending you on a cruise.
[02:42:17.238 --> 02:42:18.078]  Go enjoy yourself.
[02:42:18.639 --> 02:42:19.479]  And don't bring it up.
[02:42:19.879 --> 02:42:25.221]  We want you away from here when we're having this telethon this year, because everybody's going to say, well, where's Jerry?
[02:42:28.224 --> 02:42:28.705]  It's over with.
[02:42:28.725 --> 02:42:29.967]  That's a great story.
[02:42:40.868 --> 02:42:42.269]  And introduced me to the Amish community.
[02:42:42.309 --> 02:42:43.709]  I didn't have access to those kids.
[02:42:44.170 --> 02:42:47.651]  So, selenium must for muscular dystrophy.
[02:42:47.671 --> 02:42:50.613]  But I think your point's well taken that you have to have the entire Mighty 90.
[02:42:50.933 --> 02:42:56.496]  These things are specific for disease states, but the entire milieu of the body has to be nutriated.
[02:42:56.776 --> 02:42:59.998]  That's right, because everything kind of works together.
[02:43:00.638 --> 02:43:04.360]  And you have to have the metabolism to be able to repair yourself.
[02:43:04.400 --> 02:43:08.582]  You have to have the metabolism to operate, just in life.
[02:43:09.284 --> 02:43:11.105]  And so to think you can cherry-pick one nutrient.
[02:43:11.125 --> 02:43:12.945]  This is one of the bad things the medical system does.
[02:43:13.705 --> 02:43:14.946]  Allopathic nutrition, I call it.
[02:43:15.186 --> 02:43:15.426]  Yes.
[02:43:15.446 --> 02:43:20.708]  Where you just use a nutrient like it's one kind of drug, one kind of disease, one... Exactly, using a nutrient as a drug.
[02:43:20.728 --> 02:43:20.928]  Yeah.
[02:43:21.348 --> 02:43:29.030]  Instead of using the whole... I liken it to grandma's recipe for an Asian food cake, for instance.
[02:43:29.350 --> 02:43:33.131]  And she dies and she leaves her secret recipe to her favorite granddaughter, right?
[02:43:33.171 --> 02:43:33.291]  Right.
[02:43:33.672 --> 02:43:35.732]  But the granddaughter doesn't like some of the ingredients.
[02:43:35.752 --> 02:43:38.213]  She says, I really don't like eggs because of the cholesterol theory, right?
[02:43:38.653 --> 02:43:39.633]  It's not going to be the same cake.
[02:43:39.774 --> 02:43:45.256]  And so you leave the eggs out, and all you get is an angel food crepe.
[02:43:45.536 --> 02:43:45.756]  Yeah.
[02:43:45.856 --> 02:43:46.376]  An angel food cake.
[02:43:46.416 --> 02:43:47.176]  Right, right, right.
[02:43:47.196 --> 02:43:48.437]  Because all the ingredients work together.
[02:43:48.577 --> 02:43:48.897]  Exactly.
[02:43:48.917 --> 02:43:50.458]  And the Mighty 90 works together the same way.
[02:43:50.478 --> 02:43:50.598]  Yeah.
[02:43:51.018 --> 02:43:57.660]  All right, so there's so many things I want to talk about, but I don't think any conversation with Dr. Wallach would be complete without talking about colloidal minerals.
[02:43:57.760 --> 02:43:58.021]  Okay.
[02:43:58.261 --> 02:43:58.541]  Okay?
[02:43:58.861 --> 02:44:01.322]  And first of all, there seems to be a lot of misunderstanding.
[02:44:01.342 --> 02:44:03.863]  People don't really understand what exactly a colloidal mineral is.
[02:44:04.483 --> 02:44:07.364]  And I think it makes sense that there would be misunderstandings.
[02:44:07.384 --> 02:44:12.887]  You know, Albert Einstein and some of the great physicists, they studied colloidal solutions, colloidal suspensions.
[02:44:12.907 --> 02:44:17.429]  They were so fascinated with how these things work and how they interact with the water and the electrical nature of all that.
[02:44:17.889 --> 02:44:26.432]  Why don't you tell folks, first of all, tell folks how you discovered the power of colloidal minerals and exactly what are colloidal minerals and why are they so special and so effective?
[02:44:27.193 --> 02:44:29.474]  Okay, well, thank you, Pharmacist Ben.
[02:44:30.914 --> 02:44:32.035]  Back again,
[02:44:33.095 --> 02:44:39.280]  In the late 80s, I was working with some of the alternative cancer hospitals in Mexico.
[02:44:40.161 --> 02:44:42.062]  They invited me to come do some things with them.
[02:44:44.924 --> 02:44:47.086]  That's a long story how I got there, but that's another time.
[02:44:47.947 --> 02:44:57.274]  At any rate, one of the problems I had was getting all the nutrients that people needed, because most people wouldn't eat calf pellets and dog food and things like that, right?
[02:44:57.834 --> 02:45:00.036]  And so I had to find a way, because in human
[02:45:00.703 --> 02:45:03.626]  Supplies, it was very difficult to get things.
[02:45:04.306 --> 02:45:08.891]  And so I needed a source of some really weird trace elements and rare earths.
[02:45:09.753 --> 02:45:14.154]  Okay, like gallium, ytterbium, yttrium, neodymium, praseodymium.
[02:45:14.174 --> 02:45:15.575]  Which the body needs.
[02:45:15.735 --> 02:45:17.235]  You get disease if you don't have it.
[02:45:17.315 --> 02:45:18.376]  Most doctors, you ask about those.
[02:45:18.736 --> 02:45:19.816]  Ytterbium deficiencies.
[02:45:20.096 --> 02:45:21.196]  Rare earth, europium.
[02:45:21.236 --> 02:45:23.597]  You ask about those things, doctors look at you like a deer in the headlight.
[02:45:23.617 --> 02:45:24.597]  They've never heard of them, right?
[02:45:25.398 --> 02:45:27.078]  And so, I was looking for those things.
[02:45:27.098 --> 02:45:33.040]  Well, here at one of these alternative cancer hospitals is a little gallon glass jug
[02:45:33.663 --> 02:45:35.244]  And it says, take an ounce of this with every meal.
[02:45:35.504 --> 02:45:38.286]  And I tasted it, and it kind of shrunk, wrapped your lips over your teeth.
[02:45:38.346 --> 02:45:39.106]  It was very tart.
[02:45:39.386 --> 02:45:39.566]  Right.
[02:45:39.727 --> 02:45:40.067]  Minerals.
[02:45:40.327 --> 02:45:40.507]  Yep.
[02:45:40.867 --> 02:45:42.288]  And so I said, what is this?
[02:45:42.348 --> 02:45:46.090]  He said, well, it's this stuff that comes out of the mountains and has all these different minerals in it.
[02:45:47.051 --> 02:45:50.513]  So I took it to Dr. Schrauser, University of California, and I said, analyze it.
[02:45:50.613 --> 02:45:56.436]  And it had 77 minerals in it, including all these really weird trace minerals and rare earths.
[02:45:57.117 --> 02:46:00.519]  Exactly what I was looking for, to make this
[02:46:01.600 --> 02:46:04.101]  What's turned out now to be the Alex Pack, right?
[02:46:04.301 --> 02:46:04.521]  Right.
[02:46:04.981 --> 02:46:05.342]  You got it?
[02:46:05.562 --> 02:46:05.762]  Right.
[02:46:06.042 --> 02:46:06.782]  But that was back in 1985.
[02:46:06.882 --> 02:46:10.064]  I had been looking for something, but it was so expensive.
[02:46:10.084 --> 02:46:12.344]  You were looking for something that would have all those trace minerals.
[02:46:12.404 --> 02:46:13.145]  And the rare earths.
[02:46:13.785 --> 02:46:18.747]  If we were to put it together one by one by one, it would cost $1,000 an hour to take that stuff, right?
[02:46:19.267 --> 02:46:20.168]  And so it's too expensive.
[02:46:20.208 --> 02:46:21.368]  So here's a natural source.
[02:46:21.388 --> 02:46:21.888]  Wow.
[02:46:21.948 --> 02:46:23.629]  And it had everything in there in optimal amounts.
[02:46:23.709 --> 02:46:29.051]  I mean, I really got excited because I said, now I've got the tool that I can bring this to the general public, right?
[02:46:29.111 --> 02:46:29.451]  Wow.
[02:46:31.394 --> 02:46:35.898]  Is actually a mineral that's in suspension rather than in solution.
[02:46:36.058 --> 02:46:37.239]  So it doesn't dissolve, it hangs.
[02:46:37.379 --> 02:46:38.159]  It hangs in there.
[02:46:38.179 --> 02:46:39.020]  Now how does that do that?
[02:46:39.040 --> 02:46:40.361]  You've heard of Brownian movement, right?
[02:46:40.881 --> 02:46:44.904]  Well all these particles are the same charge, so they repel each other.
[02:46:45.405 --> 02:46:50.969]  And so they stay in suspension by their own energy because they're repelling each other like little magnets.
[02:46:50.989 --> 02:46:51.469]  That's awesome.
[02:46:51.489 --> 02:46:52.390]  Isn't that awesome?
[02:46:52.810 --> 02:46:53.271]  Yeah.
[02:46:53.291 --> 02:46:55.372]  This is a highly electrically charged solution.
[02:46:55.513 --> 02:46:55.793]  That's right.
[02:46:55.813 --> 02:46:57.114]  It's like a magnetic solution.
[02:46:57.154 --> 02:46:58.235]  But they're all the same charge.
[02:46:58.435 --> 02:46:58.615]  Right.
[02:46:59.420 --> 02:47:00.060]  That's the secret.
[02:47:00.080 --> 02:47:00.961]  They're all the same charge.
[02:47:01.001 --> 02:47:01.181]  Right.
[02:47:01.201 --> 02:47:02.141]  That's how they're repelling.
[02:47:02.321 --> 02:47:02.761]  That's right.
[02:47:02.801 --> 02:47:03.542]  Brownian movement.
[02:47:03.662 --> 02:47:05.242]  And they knew about that for a long time.
[02:47:05.262 --> 02:47:08.083]  But you're talking about one nutrient, one mineral.
[02:47:08.383 --> 02:47:10.244]  But here's one with 77 minerals in there.
[02:47:10.264 --> 02:47:10.424]  Wow.
[02:47:10.924 --> 02:47:15.066]  And there's this, it's almost like a liquid alloy of 77 minerals.
[02:47:15.146 --> 02:47:15.386]  Wow.
[02:47:16.926 --> 02:47:23.029]  And for instance, if you take a solution, a liter of a solution, you can maximize whatever you can get in there.
[02:47:23.049 --> 02:47:23.309]  You get 980
[02:47:25.329 --> 02:47:26.890]  5 or 989 milligrams.
[02:47:26.910 --> 02:47:28.150]  That's all you can get into a solution.
[02:47:28.170 --> 02:47:30.511]  There's only so much room in between the water molecules.
[02:47:31.391 --> 02:47:35.252]  Now in a suspension, I can get 36,000 milligrams.
[02:47:35.773 --> 02:47:36.453]  How do you do that?
[02:47:37.353 --> 02:47:38.073]  Ah, kidneys.
[02:47:38.974 --> 02:47:40.614]  I can get 36,000 milligrams.
[02:47:41.174 --> 02:47:45.136]  Well, when you taste that, that'll shred the enamel off your teeth.
[02:47:45.796 --> 02:47:46.416]  It's so acid.
[02:47:46.436 --> 02:47:47.657]  So I had to cut it down to 19,000 milligrams.
[02:47:49.019 --> 02:47:50.720]  But now we're getting up into the dosage rates.
[02:47:51.040 --> 02:47:52.820]  You don't have to drink seven gallons a day.
[02:47:52.840 --> 02:47:54.381]  I had to concentrate it down.
[02:47:54.421 --> 02:48:00.824]  All these little mechanical factors I had to deal with, I had to concentrate it enough to where a human being could take a couple ounces and get enough.
[02:48:01.584 --> 02:48:04.185]  Nobody's going to drink seven gallons a day to get enough, right?
[02:48:04.225 --> 02:48:06.506]  These are highly concentrated suspensions.
[02:48:06.686 --> 02:48:08.267]  Yes, but I had to concentrate them more.
[02:48:08.287 --> 02:48:08.667]  Wow.
[02:48:08.827 --> 02:48:09.207]  Right, see?
[02:48:09.607 --> 02:48:12.928]  And so this is perfect for me because I could get 19,000 milligrams in a liter, 600
[02:48:18.380 --> 02:48:20.101]  I could get 600 milligrams in an ounce.
[02:48:21.183 --> 02:48:21.783]  That's amazing.
[02:48:21.803 --> 02:48:22.544]  That's amazing, right?
[02:48:22.584 --> 02:48:23.044]  That's amazing.
[02:48:23.305 --> 02:48:26.228]  And so, but in a solution, I could only get 30 milligrams.
[02:48:27.008 --> 02:48:28.830]  And so, what accounts for that difference then?
[02:48:29.151 --> 02:48:37.118]  Well, in a suspension, it doesn't matter how much room there is between the water molecules because these guys are in there keeping each other in suspension all the time.
