[00:00:00.029 --> 00:00:01.213]  Correct from Austin.
[01:19:47.824 --> 01:19:49.406]  Go to efoodsdirect.com slash Alex.
[01:19:49.646 --> 01:19:57.536]  Starting Thursday, November 22nd at midnight through Monday, November 26th, you can save 25 to 30 percent on the Black Friday specials.
[01:19:57.796 --> 01:19:59.498]  Give the gift of food security.
[01:19:59.638 --> 01:20:03.182]  Would you rather prepare six months too early or one day too late?
[01:20:03.363 --> 01:20:05.846]  Go to efoodsdirect.com slash Alex.
[01:20:08.280 --> 01:20:11.222]  Coast to coast, direct from Austin.
[01:20:11.862 --> 01:20:15.964]  You're listening to the Alex Jones Broadcasting Network.
[01:20:25.409 --> 01:20:33.673]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones on the GCN Radio Network.
[01:20:37.335 --> 01:20:39.877]  You know, a lot of people don't care if they're a slave.
[01:20:40.097 --> 01:20:41.699]  They just don't want to be embarrassed about it.
[01:20:43.060 --> 01:20:48.205]  So most people know we've got a corrupt, out-of-control government run by corporate interests, but they don't care.
[01:20:48.385 --> 01:20:51.588]  You know, as long as, as long as it's not rubbed in their face.
[01:20:52.989 --> 01:20:58.354]  And the system likes to tell you how much power you got, and how you're really voting for somebody at the federal level, and...
[01:20:59.704 --> 01:21:08.271]  You know, the globalists come in and promote illegal aliens and say, oh, Obama winning shows that we've got to legalize all the illegal aliens now.
[01:21:08.811 --> 01:21:15.937]  You know, that validates Obama's whole agenda and shows people want government-run health care and shows people want socialism.
[01:21:16.418 --> 01:21:19.120]  And the Republicans better get in line and get behind that.
[01:21:20.060 --> 01:21:23.263]  And so you see Boehner come out and you even see Rand Paul come out.
[01:21:23.283 --> 01:21:26.786]  I'm going to talk about this tomorrow and say, well, we've got to have an amnesty now.
[01:21:28.047 --> 01:21:29.108]  The people have spoken.
[01:21:30.748 --> 01:21:33.189]  Meanwhile, there was proven election fraud nationwide.
[01:21:33.209 --> 01:21:36.351]  I had non-partisan election experts on, like Bev Harris.
[01:21:36.791 --> 01:21:37.672]  She's been a Democrat.
[01:21:38.192 --> 01:21:40.213]  Saying whole states, Romney clearly won.
[01:21:40.793 --> 01:21:43.275]  They gave to Obama, and I wasn't even promoting Romney.
[01:21:43.975 --> 01:21:47.597]  The point is, they want to create a mandate for everything Obama's done.
[01:21:47.617 --> 01:21:53.200]  I mean, if the illegal aliens came and said, hey, we want your guns, should we turn all our guns in?
[01:21:53.220 --> 01:21:54.261]  Because there's a mandate?
[01:21:55.081 --> 01:21:56.002]  There's not a mandate.
[01:21:57.028 --> 01:22:02.711]  The foreign megabanks that have hijacked this country want us disarmed and want us bankrupted.
[01:22:04.732 --> 01:22:05.593]  Do you understand that?
[01:22:07.334 --> 01:22:17.480]  And it is a hoax when they get up on the news and say, oh my gosh, we've got to be fair and friendly.
[01:22:18.060 --> 01:22:21.862]  We've got to legalize the 30 million illegal aliens here.
[01:22:24.084 --> 01:22:26.145]  Because that's what Latinos want.
[01:22:28.564 --> 01:22:32.585]  And the media just says, Latinos want other Latinos legalized!
[01:22:34.126 --> 01:22:35.847]  And then it becomes a self-fulfilling prophecy.
[01:22:36.207 --> 01:22:38.128]  Well, I guess you're anti-Latino.
[01:22:38.568 --> 01:22:39.748]  You're anti-Hispanic.
[01:22:40.228 --> 01:22:45.590]  If you don't want people legalized, really, do they let people into Guatemala from the country south of there?
[01:22:45.710 --> 01:22:45.990]  No.
[01:22:46.010 --> 01:22:48.291]  Does Mexico let Guatemalans in?
[01:22:48.451 --> 01:22:48.871]  No.
[01:22:48.892 --> 01:22:53.493]  Do they beat them up and put them in forced labor camps?
[01:22:53.713 --> 01:22:54.093]  Yes.
[01:22:54.193 --> 01:22:55.154]  I'm not saying that's good.
[01:22:56.377 --> 01:22:59.079]  Does Mexico shake down Americans down there and rob them?
[01:22:59.219 --> 01:22:59.679]  Yes.
[01:23:00.760 --> 01:23:07.984]  Can I go to Mexico and show up at a hospital with my wife and say I'm here to have a baby, pay for it all and put me on full welfare?
[01:23:08.565 --> 01:23:08.905]  No.
[01:23:08.925 --> 01:23:12.928]  I got an article right here.
[01:23:12.948 --> 01:23:14.388]  I'm going to finish the Ron Paul clip.
[01:23:15.949 --> 01:23:22.834]  You can go to the federal website and right there on the site,
[01:23:24.522 --> 01:23:25.383]  Here it is right here.
[01:23:25.583 --> 01:23:27.824]  Government website for immigrants.
[01:23:27.884 --> 01:23:30.206]  Come to America, take advantage of our free stuff.
[01:23:30.726 --> 01:23:33.328]  The website's welcome2usa.gov.
[01:23:35.630 --> 01:23:40.713]  And it says you can get upwards of $60,000 as a couple a year and have your baby here in the U.S.
[01:23:40.733 --> 01:23:41.134]  for free.
[01:23:41.154 --> 01:23:41.594]  Go read it!
[01:23:43.695 --> 01:23:46.277]  Of course, I can't go to the hospital and have it, quote, for free.
[01:23:47.017 --> 01:23:55.944]  And again, once they get a big enough group here who are clients of the corrupt government, they will vote to take the guns, the private property, everything.
[01:23:57.184 --> 01:23:58.425]  It's always the ultra-rich.
[01:23:58.886 --> 01:24:07.291]  University of Texas has a couple billion in their permanent fund, a billion and a half dollars in gold, over a hundred billion dollars in assets.
[01:24:08.200 --> 01:24:08.460]  I don't know.
[01:24:08.480 --> 01:24:14.546]  Wikipedia says they have $20 billion in just physical assets, real estate, and $8 billion in the permanent fund.
[01:24:14.846 --> 01:24:15.227]  Whatever.
[01:24:17.649 --> 01:24:24.095]  But I get to pay now in their hospital district for their new medical school.
[01:24:26.097 --> 01:24:27.659]  But it's only $300 a year on top of the
[01:24:32.896 --> 01:24:35.537]  Massive amounts of money I pay in property tax.
[01:24:35.937 --> 01:24:39.939]  And my property taxes go to the hospital district, so I get to pay for abortions!
[01:24:40.639 --> 01:24:42.220]  Only county in Texas that does that.
[01:24:42.260 --> 01:24:45.661]  I mean, you know, it's all... You see, I know the facts.
[01:24:45.841 --> 01:24:46.681]  I know I'm right.
[01:24:47.162 --> 01:24:55.245]  And then I sit here... And know whether you're black, white, whatever it is, Hispanic...
[01:24:56.172 --> 01:25:04.696]  That 30 million illegal aliens in this country, who now under the amnesty plans, Bush pushed and now they're pushing again, will be able to bring their families here.
[01:25:05.076 --> 01:25:07.017]  It'll just completely bankrupt the country.
[01:25:07.037 --> 01:25:11.218]  I mean, take California that's becoming completely bankrupted with the carbon taxes and the illegals.
[01:25:11.499 --> 01:25:11.979]  What are they doing?
[01:25:12.039 --> 01:25:12.899]  Raising taxes again.
[01:25:13.199 --> 01:25:15.180]  They know when they do that it'll bankrupt things further.
[01:25:15.420 --> 01:25:16.981]  That's the consolidation plan.
[01:25:19.747 --> 01:25:24.730]  I saw a few months ago in that big report that came out in the Associated Press, where all over the U.S.
[01:25:24.810 --> 01:25:27.711]  tens of billions a year are sent to illegal aliens' houses.
[01:25:28.452 --> 01:25:32.013]  The IRS will give illegal aliens as many tax ID numbers as they want.
[01:25:32.734 --> 01:25:37.016]  And it was reported on one house in Austin got $89 million.
[01:25:37.396 --> 01:25:43.620]  And there will be no prosecution of the $89 million that one house got.
[01:25:45.160 --> 01:25:46.221]  They went and checked the house.
[01:25:46.241 --> 01:25:46.581]  What was it?
[01:25:46.681 --> 01:25:47.882]  Ten people were living there.
[01:25:48.995 --> 01:25:49.696]  $89 million.
[01:25:49.716 --> 01:25:58.502]  I mean, it was just a whole bunch of, you can't even, the fraud is so complete.
[01:25:59.102 --> 01:26:01.624]  And people are like, why do they want fraud this, this massive?
[01:26:03.145 --> 01:26:08.328]  Because it's all to foreign banks that loan us zeros and ones.
[01:26:08.388 --> 01:26:09.529]  It's all Bernie Madoff.
[01:26:09.829 --> 01:26:10.730]  It's all made up.
[01:26:11.370 --> 01:26:12.171]  It's all Ponzi.
[01:26:13.399 --> 01:26:14.300]  It's all derivatives.
[01:26:15.080 --> 01:26:29.769]  And the government wants the country fully bankrupt so bad, and then they're going to say, you're not going to get your welfare, you're not going to get your food stamps, you know, 50 million Americans on it, doubled in the last three and a half years, from 25 million to 49 million.
[01:26:32.411 --> 01:26:36.414]  Full-step Social Security, Obama phone, he gave us a phone, he's going to do more.
[01:26:36.754 --> 01:26:40.036]  Guys, pull up the weekly standard, we're the average welfare couple.
[01:26:41.229 --> 01:26:42.290]  Gets $61,000.
[01:26:43.030 --> 01:26:44.131]  Well, they said $59,000.
[01:26:44.551 --> 01:26:47.353]  I looked it up.
[01:26:47.373 --> 01:26:47.353]  $61,000.
[01:26:48.194 --> 01:26:54.638]  And again, I'm not just throwing the illegal aliens under the bus.
[01:26:54.678 --> 01:26:58.881]  A lot of them are so moral, comparatively, that they refuse to take it.
[01:26:59.542 --> 01:27:00.102]  Some of them do.
[01:27:00.142 --> 01:27:01.583]  There's a lot of criminal illegal aliens.
[01:27:01.783 --> 01:27:05.646]  They're all criminals, technically, but there's some that aren't actual criminal types.
[01:27:06.266 --> 01:27:06.647]  There it is.
[01:27:06.747 --> 01:27:09.629]  Over $60,000 in welfare spent per household in poverty.
[01:27:11.360 --> 01:27:17.803]  And that's the latest numbers from the community, according to the Census American Community Survey.
[01:27:23.146 --> 01:27:24.427]  And you can't beat that.
[01:27:24.447 --> 01:27:25.868]  You're not going to be able to stop that.
[01:27:26.748 --> 01:27:32.772]  And as it all implodes, they're going to say, as they've done in Europe, three bailouts the last two years to foreign banks.
[01:27:33.112 --> 01:27:38.655]  They go, hey, we'll get more money for Spain or Greece for welfare and pensions and the rest of it.
[01:27:39.739 --> 01:27:47.363]  If you raise all these taxes on the middle class, when the middle class is disappearing, that's how the ultra-rich extinct the middle class.
[01:27:47.643 --> 01:27:50.024]  That's how they get rid of them.
[01:27:50.324 --> 01:27:52.385]  That's how they annihilate them.
[01:27:53.546 --> 01:27:56.067]  And then they say, give us VAT, give us carbon tax.
[01:27:56.447 --> 01:27:57.668]  Oh my gosh, the fiscal cliff.
[01:27:57.728 --> 01:28:06.552]  These new taxes, run by the federal government, which is really globalist-controlled, these new taxes, they will keep the welfare payments going.
[01:28:07.677 --> 01:28:10.979]  And I saw an article, what was it, in Reuters last week, I meant to cover.
[01:28:11.179 --> 01:28:14.061]  But things are so crazy now, this didn't even rate covering.
[01:28:14.682 --> 01:28:19.825]  That they've had a whole bunch of congressional meetings in the Congressional Budget Office of the White House the last few weeks.
[01:28:21.747 --> 01:28:36.737]  And they're saying, yes, yes it's true, we're going to take the private pensions and the government's going to manage them now, the 401Ks, and take only about 20% the first time off the top.
[01:28:40.234 --> 01:28:42.295]  And again, you're like, well, we've got to prop the system up.
[01:28:42.535 --> 01:28:43.416]  Can't let it all go down.
[01:28:43.676 --> 01:28:45.057]  It's designed to bring it all down.
[01:28:45.277 --> 01:28:48.478]  They're bringing it down to consolidate it.
[01:28:48.518 --> 01:28:52.841]  They want you poor while training you to get the tiny chicken feed.
[01:28:53.201 --> 01:28:59.504]  People will beg when they're done for one one-hundredth of what they would have gotten out of a free system, a free market.
[01:28:59.804 --> 01:29:00.244]  We'll be back.
[01:29:00.264 --> 01:29:02.826]  We'll give you the number, finish the Ron Paul speech, and a lot more.
[01:29:07.836 --> 01:29:14.079]  Strategic relocation is a systematic way to think strategically in the future about how do I safeguard.
[01:29:14.459 --> 01:29:16.860]  Renowned author and expert, Joel Skousen.
[01:29:16.880 --> 01:29:17.240]  The U.S.
[01:29:17.300 --> 01:29:21.422]  isn't building huge underground bases and bunkers because of some terrorist threat.
[01:29:21.542 --> 01:29:24.103]  They know that a massive nuclear attack is coming.
[01:29:24.503 --> 01:29:25.743]  They want that attack to come.
[01:29:25.983 --> 01:29:32.166]  Joel Skousen is renowned as one of the world's foremost experts in strategic relocation and the securing of your home.
[01:29:32.566 --> 01:29:35.027]  What I tell people is that you do have time.
[01:29:35.227 --> 01:29:40.009]  We talk about natural disasters, the health environment, we talk about pollution, the water quality.
[01:29:40.190 --> 01:29:47.633]  My personal experience about being in every one of these states, most people won't even be ready, won't be able to get out of town, because there'll be absolute panic.
[01:29:47.933 --> 01:29:50.476]  There is no preparedness without strategy.
[01:29:50.697 --> 01:29:53.340]  This Christmas, give the gift of preparedness.
[01:29:53.800 --> 01:29:58.045]  Strategic Relocation Film with Joel Skousen and Alex Jones.
[01:29:58.366 --> 01:30:02.951]  Available only at InfoWarsShop.com or by calling 888-253-3139.
[01:30:09.207 --> 01:30:16.874]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:30:17.314 --> 01:30:20.938]  Alex and his staff have used these pure soap products for years.
[01:30:21.378 --> 01:30:28.204]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:30:28.684 --> 01:30:31.507]  See them on the web at 5starsoap.com.
[01:30:31.707 --> 01:30:36.210]  Or call 800-340-7091 for a free catalog.
[01:30:36.550 --> 01:30:42.213]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:30:42.493 --> 01:30:47.596]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:30:47.896 --> 01:30:49.517]  This is an amazing deal.
[01:30:49.877 --> 01:30:54.480]  You can save thousands of dollars and you will love the way Real Soap makes you feel.
[01:30:55.120 --> 01:30:58.262]  See them on the web at 5starsoap.com or call
[01:30:58.482 --> 01:30:59.724]  Call 800-340-7091 for a free catalog.
[01:31:06.963 --> 01:31:10.985]  Millions of people are going to get sick this winter from colds, flu, and other illnesses.
[01:31:11.065 --> 01:31:12.186]  Don't be one of them!
[01:31:12.286 --> 01:31:17.829]  Protect yourself with Supernatural Silver, a revolutionary new broad-spectrum antibacterial solution.
[01:31:17.989 --> 01:31:27.614]  Recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria, viruses, mold, and food poisoning, and help improve wound healing.
[01:31:27.794 --> 01:31:34.457]  Supernatural Silver is safe enough to consume every day, while powerful enough to destroy the causes of many serious diseases.
[01:31:34.577 --> 01:31:38.702]  Such as strep, staph, pneumonia, colds, flus, and other harmful pathogens.
[01:31:38.922 --> 01:31:47.892]  This new technology has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of colloidal or ionic silver solutions.
[01:31:48.033 --> 01:31:51.476]  The Science Digest Journal says, silver is our mightiest germ fighter.
[01:31:51.697 --> 01:31:55.321]  It is virtually non-toxic and is emerging as a wonder of modern medicine.
[01:31:55.521 --> 01:32:01.765]  Go to SupernaturalSilver.com today and use the promo code SILVER2012 for 20% off.
[01:32:01.905 --> 01:32:04.026]  That's SupernaturalSilver.com.
[01:32:04.206 --> 01:32:05.427]  And like us on Facebook.
[01:32:07.308 --> 01:32:12.331]  We just had a terrible storm in the east, but we are all still in the eye of the perfect storm.
[01:32:12.692 --> 01:32:20.557]  We have the most devastating economic conditions since the Great Depression, America's worst drought in agricultural history, and what about the presidential election?
[01:32:20.837 --> 01:32:24.459]  This perfect storm is a huge threat to everyone's food supply.
[01:32:24.819 --> 01:32:28.680]  E-Foods Direct is preparing for the shortages, and you had better do the same.
[01:32:29.100 --> 01:32:31.101]  I can warn you, but I can't feed you.
[01:32:31.421 --> 01:32:34.722]  You know that E-Foods is the best tasting and safest food on the planet.
[01:32:34.962 --> 01:32:38.143]  We all need a bunch of storable and usable food from E-Foods Direct.
[01:32:38.503 --> 01:32:42.085]  None of us wants to be standing in a bread line trading our freedom for food.
[01:32:42.565 --> 01:32:46.666]  Anyone who doesn't take control of their uncertain future has to be just a little bit nuts.
[01:32:46.886 --> 01:32:49.246]  Go to efoodsdirect.com slash Alex.
[01:32:49.486 --> 01:32:57.368]  Starting Thursday, November 22nd at midnight through Monday, November 26th, you can save 25 to 30 percent on the Black Friday specials.
[01:32:57.628 --> 01:32:59.328]  Give the gift of food security.
[01:32:59.468 --> 01:33:03.009]  Would you rather prepare six months too early or one day too late?
[01:33:03.189 --> 01:33:05.769]  Go to efoodsdirect.com slash Alex.
[01:33:08.230 --> 01:33:09.370]  Coast to Coast.
[01:33:09.770 --> 01:33:11.030]  Direct from Austin.
[01:33:11.810 --> 01:33:15.011]  You're listening to the Alex Jones Broadcasting Network.
[01:33:29.059 --> 01:33:36.830]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[01:33:38.853 --> 01:33:41.037]  Waging war on corruption!
[01:33:44.241 --> 01:33:46.602]  We'll take some phone calls at the end of this segment and the next.
[01:33:46.642 --> 01:33:48.842]  I want to finish that Ron Paul clip I played earlier.
[01:33:48.902 --> 01:33:52.163]  We talked about secession last week.
[01:33:52.323 --> 01:33:55.704]  And I also want to give the number out for everybody who wants to call in on the Sunday show.
[01:33:55.724 --> 01:33:57.585]  I do want to take some calls today.
[01:33:57.605 --> 01:33:57.805]  877-789-ALEX.
[01:33:57.825 --> 01:33:57.905]  877-789-2539.
[01:33:57.945 --> 01:33:58.905]  First time callers today.
[01:33:58.925 --> 01:33:58.965]  877-789-2539.
[01:34:09.525 --> 01:34:13.968]  Okay, some of the other news here before I finish this Ron Paul clip.
[01:34:14.489 --> 01:34:16.370]  Here's the type of stuff that catches my eye.
[01:34:16.390 --> 01:34:17.491]  This is out of Bloomberg.
[01:34:18.232 --> 01:34:23.716]  Elderly at record Spurs Japan stores.
[01:34:27.499 --> 01:34:31.642]  And it goes on to talk about the different stocks going up.
[01:34:31.682 --> 01:34:32.683]  Very weird headline.
[01:34:32.803 --> 01:34:36.926]  Elderly at record Spurs Japan stores chase to 1.4 trillion.
[01:34:39.059 --> 01:34:54.384]  And it goes on to say that the sales of adult diapers in Japan exceeded those for babies for the first time last year at their major supermarkets nationwide.
[01:34:54.564 --> 01:34:57.865]  Customers can feel Japan aging.
[01:34:57.965 --> 01:35:02.066]  Literally, it has made shopping carts lighter.
[01:35:04.082 --> 01:35:24.753]  And it goes on to talk about the fact that not only is Japan having on average 1.2 children, I'm not making this up, there's another mainstream article on it, but Japanese women are jealous that men like to poop and urinate in their pants now, this is middle-aged men, as part of decadence, so they now enjoy pooping and urinating in their pants.
[01:35:25.453 --> 01:35:27.394]  Folks, I'm not making this up, okay?
[01:35:28.174 --> 01:35:30.936]  Again, it's not just in America that's collapsing into decadence.
[01:35:32.496 --> 01:35:35.438]  In fact, I read that last night in another article researching this.
[01:35:36.018 --> 01:35:39.520]  You guys type in, the Huffington Post had it, but it was also in Reuters.
[01:35:40.641 --> 01:35:41.461]  People won't believe it.
[01:35:41.541 --> 01:35:44.943]  Type in, look at the exact headlines I was seeing.
[01:35:45.544 --> 01:35:54.228]  I heard this on the radio as a news piece that sales of adult diapers in aging Japan outpace that for babies or infants.
[01:35:54.649 --> 01:35:59.051]  So I got home and searched it and found a whole bunch of mainstream articles about
[01:36:01.969 --> 01:36:04.250]  Something like sales of diapers up.
[01:36:05.510 --> 01:36:08.230]  Japanese, more Japanese women wearing diapers.
[01:36:08.911 --> 01:36:12.391]  And then it just said that, you know, they're rebelling against men.
[01:36:12.451 --> 01:36:16.933]  That not only, you know, that the new fad with men is to defecate in their pants.
[01:36:17.733 --> 01:36:19.533]  I'm not talking about old men that are incontinent.
[01:36:19.553 --> 01:36:20.713]  I mean, it's really cool in Japan.
[01:36:20.813 --> 01:36:22.414]  I'm not joking, ladies and gentlemen.
[01:36:23.594 --> 01:36:24.054]  Yeah, there it is.
[01:36:24.094 --> 01:36:27.055]  Adult diapers big with young Japanese women.
[01:36:27.135 --> 01:36:27.715]  Yeah, there it is.
[01:36:28.555 --> 01:36:29.095]  What is that?
[01:36:29.135 --> 01:36:30.156]  What is that publication?
[01:36:30.196 --> 01:36:31.236]  Is that, is that Bloomberg?
[01:36:32.796 --> 01:36:34.037]  Okay, so that's Huffington Post.
[01:36:34.057 --> 01:36:35.138]  Yeah, I also saw Reuters.
[01:36:35.559 --> 01:36:37.200]  Yeah, and it says it's the new trendy thing.
[01:36:37.681 --> 01:36:39.102]  And if it's trendy, you gotta do it.
[01:36:39.282 --> 01:36:39.783]  I mean, you know.
[01:36:40.944 --> 01:36:44.167]  I'm not against having tattoos, but my God, does everyone have to have one?
[01:36:44.447 --> 01:36:48.271]  But at least Americans, kind of the trend is to act tough and have tattoos.
[01:36:48.291 --> 01:36:48.852]  I mean, I guess...
[01:36:50.194 --> 01:36:53.297]  Acting like something is the beginning of maybe being tough.
[01:36:53.317 --> 01:37:02.807]  Of course, in my book, being tough isn't going to bars and having ceremonial threats to fight with people that you then back down from if someone accepts the challenge.
[01:37:03.388 --> 01:37:04.849]  It's ceremonial combat.
[01:37:05.930 --> 01:37:08.172]  It would be actually being informed, being involved.
[01:37:08.193 --> 01:37:09.254]  To me, that's manly.
[01:37:10.195 --> 01:37:11.236]  Not wanting to be a slave.
[01:37:13.001 --> 01:37:20.463]  You know, knowing that the CDC has hundreds of pages of adverse reactions from vaccines, all the news says there's zero side effects.
[01:37:20.483 --> 01:37:31.986]  I got a big stack of news here on the latest on GMO, causing massive organ failure, all sorts of endocrine disruptions, diabetes, just tons of scientific mainline studies, how they're killing us by design.
[01:37:32.606 --> 01:37:34.327]  But, you know, that's not manly, you know.
[01:37:34.407 --> 01:37:38.988]  I mean, for a man to read studies, just... So again, I...
[01:37:40.307 --> 01:37:53.491]  But in Japan, it is more of men have gotten, because the Japanese used to be totally into cleanliness, you know, bathing twice a day, you know, into being very hardworking, decent people.
[01:37:53.771 --> 01:38:03.094]  But see, the new decadence is, and the television sells this, because they're getting everybody ready to be euthanized, is to, I did some research on it, it was
[01:38:04.139 --> 01:38:07.420]  Over here, it's amputating limbs now.
[01:38:07.460 --> 01:38:08.780]  That's the new sexy thing to do.
[01:38:08.800 --> 01:38:11.081]  It's like, oh, you only chopped your fingers off.
[01:38:11.141 --> 01:38:12.161]  I chopped my arm off.
[01:38:12.721 --> 01:38:13.061]  Oh, really?
[01:38:13.121 --> 01:38:14.282]  I chopped both my legs off.
[01:38:14.522 --> 01:38:17.642]  And the new trendy thing is, here in America, thousands have now done it.
[01:38:17.662 --> 01:38:19.103]  I forget the exact name for it.
[01:38:19.123 --> 01:38:19.703]  You can look it up.
[01:38:20.503 --> 01:38:23.604]  Men have their arms and legs cut off, and then they're put in a diaper.
[01:38:23.884 --> 01:38:29.565]  So actually, maybe the Japanese picked up on that, and then you're taken care of by your male lover.
[01:38:33.723 --> 01:38:37.169]  See, societies do this once they get ready to totally collapse.
[01:38:37.209 --> 01:38:38.010]  The Romans did it.
[01:38:38.310 --> 01:38:39.332]  The Babylonians did it.
[01:38:39.873 --> 01:38:41.175]  We're already collapsed.
[01:38:41.235 --> 01:38:42.156]  You know that, right?
[01:38:44.139 --> 01:38:47.344]  And it's just going to become more evident now in the next few years.
[01:38:49.372 --> 01:38:50.092]  Oh, I'm sorry.
[01:38:50.892 --> 01:38:51.633]  The other news here.
[01:38:51.653 --> 01:38:53.993]  Yes, elderly wearing their diapers.
[01:38:54.853 --> 01:38:57.974]  Now, the TSA mothballed and shut down the scanners almost everywhere.
[01:38:58.014 --> 01:39:04.756]  That got picked up by CBS News and others on our call for National Opt-Out Day of the cancer-causing scanners.
[01:39:05.216 --> 01:39:09.777]  Two weeks ago, Congress had a report admitting it was causing cancer, and the TSA had been caught lying about that.
[01:39:10.597 --> 01:39:12.037]  Obama's secret directive.
[01:39:12.077 --> 01:39:14.258]  Again, Congress not allowed to see the new secret directive.
[01:39:14.778 --> 01:39:15.038]  Why?
[01:39:15.058 --> 01:39:16.619]  I mean, the states have stood down.
[01:39:16.679 --> 01:39:17.739]  The Congress has stood down.
[01:39:18.925 --> 01:39:30.514]  Because we're under a banking dictatorship and now they're saying, because, oh, that Goldman Sachs and JP Morgan, they're going to pay for the president's inauguration.
[01:39:30.794 --> 01:39:32.435]  We're now going to have corporate sponsorships.
[01:39:32.896 --> 01:39:33.916]  And that's a good idea.
[01:39:34.016 --> 01:39:36.438]  Maybe the president should start wearing like a NASCAR uniform.
[01:39:36.458 --> 01:39:39.801]  I think it's Jesse Ventura said this on my show a few months ago.
[01:39:39.821 --> 01:39:40.521]  I think that's where I heard it.
[01:39:41.022 --> 01:39:43.784]  Where they all just wear the logos of what owns them.
[01:39:45.640 --> 01:40:00.869]  Of course, most of them are Rothschild Rockefeller subsidiaries, so how about just a big Rothschild Rockefeller, we want the world for ourselves and the life extension technologies, we've almost got it, once the robot armies are in place and the automated kill systems in place, we're going to launch drones and kill all of you.
[01:40:01.990 --> 01:40:05.292]  The president could just wear a big, big robe that said that on it.
[01:40:08.033 --> 01:40:12.376]  I know you think it's funny out there, because under the new decadence you want to be killed.
[01:40:13.288 --> 01:40:18.189]  They've got all the future, you know, soon there won't be any humans, it's going to be beautiful.
[01:40:18.389 --> 01:40:22.170]  They're getting you ready to accept it so you don't fight it.
[01:40:23.030 --> 01:40:24.010]  I understand.
[01:40:24.030 --> 01:40:25.790]  And you know what?
[01:40:25.810 --> 01:40:31.292]  If you think you're trash and you think you're ugly and worthless and you want to lay down and die for the globalists, that's your issue.
[01:40:31.592 --> 01:40:32.292]  I don't want to.
[01:40:33.892 --> 01:40:35.072]  You know, I've studied the globalists.
[01:40:35.092 --> 01:40:36.053]  I don't like what they're doing.
[01:40:36.873 --> 01:40:38.013]  I don't like what they stand for.
[01:40:39.691 --> 01:40:42.093]  And I'm trying to organize people to resist it.
[01:40:42.694 --> 01:40:43.134]  Peacefully.
[01:40:44.215 --> 01:40:46.977]  Because the globalists are off in their ivory-armored towers.
[01:40:47.218 --> 01:40:50.200]  They hope we have some fight with their dumbed-down police and military.
[01:40:50.841 --> 01:40:52.522]  And I'm not attacking the police and military.
[01:40:52.762 --> 01:40:54.204]  They're dumbed-down like the general public.
[01:40:54.464 --> 01:41:03.251]  They've been raised on adulterated poison GMO, additives that are really just drug chemicals, set in front of a television from birth, have no idea.
[01:41:03.331 --> 01:41:04.753]  They're in a total daze.
[01:41:06.326 --> 01:41:18.109]  And a lot of yuppies and mid-level globalists, social engineer, psychologist types, they get off advertising types, they get off admin types, you know, advertiser types.
[01:41:18.449 --> 01:41:22.490]  They all talk about how dumb the public is in their publications, but they get off on it.
[01:41:22.530 --> 01:41:23.670]  It's like funny to them.
[01:41:23.990 --> 01:41:25.070]  Oh, you think it's funny?
[01:41:25.410 --> 01:41:27.171]  Your kids are going to live around these people.
[01:41:27.731 --> 01:41:30.792]  There's total blowback from all this into the upper echelons.
[01:41:31.133 --> 01:41:33.374]  The upper echelons are a bunch of rotting scum.
[01:41:33.974 --> 01:41:36.555]  By the way, their life expectancy is going down.
[01:41:36.575 --> 01:41:38.376]  Let me tell you how the universe works.
[01:41:38.936 --> 01:41:41.618]  You're not really going to get all that life extension.
[01:41:42.478 --> 01:41:46.440]  You may extend yourself in agony, but you won't even be what you were before.
[01:41:47.260 --> 01:41:50.942]  But you'll have scientists that, you know, tell you fraudulently you are.
[01:41:51.302 --> 01:41:52.763]  You've destroyed yourselves.
[01:41:53.063 --> 01:41:54.484]  Good job, New World Order!
[01:41:54.844 --> 01:41:57.325]  If you were so elite, you would have lifted up everybody.
[01:41:58.522 --> 01:42:05.097]  Instead, you try to drive everybody down so you could be on top because you're threatened by real consciousness.
[01:42:06.325 --> 01:42:09.426]  But you will not enter into the Kingdom of Heaven.
[01:42:09.786 --> 01:42:12.307]  You will not enter into the next phase of human development.
[01:42:12.367 --> 01:42:14.748]  You are a failure, and I know that.
[01:42:15.048 --> 01:42:16.108]  My gut knows that.
[01:42:16.368 --> 01:42:17.329]  You know what my gut is?
[01:42:17.389 --> 01:42:18.089]  Everybody's got it.
[01:42:18.369 --> 01:42:19.589]  It's called my spirit.
[01:42:20.310 --> 01:42:23.051]  Oh, by the way, the controllers all know that's real.
[01:42:23.391 --> 01:42:25.291]  And all the science is just confirming it.
[01:42:25.651 --> 01:42:27.452]  And they want you shut off from that.
[01:42:27.772 --> 01:42:28.532]  Well, you know what?
[01:42:28.572 --> 01:42:29.873]  I'm not shut off from that.
[01:42:30.773 --> 01:42:32.074]  And my gut's never wrong.
