[00:00:02.011 --> 00:00:03.131]  We've got it better.
[01:13:07.308 --> 01:13:09.930]  Wait a minute, I thought the whole world was supposed to be like us.
[01:13:10.110 --> 01:13:12.931]  No, we've forgotten the real threats to us.
[01:13:13.211 --> 01:13:27.319]  I read recently in the California Constitution, I was doing some research on the raw milk issue, and I noticed in the section that requires law officers or peace officers to have an oath of office, underneath that section there's a paragraph that says,
[01:13:27.799 --> 01:13:35.943]  But they also have to affirm that they're not part of the Communist Party because there are efforts by communists to infiltrate and take over the government of California.
[01:13:36.304 --> 01:13:38.125]  That's in the California Constitution.
[01:13:38.525 --> 01:13:41.827]  And I read that in shock because what has happened in California?
[01:13:42.047 --> 01:13:48.410]  The communists have essentially taken over the government, or at least people who have that kind of mindset of, you know, community property and no rights.
[01:13:48.430 --> 01:13:51.572]  You can't even sell fresh milk in California anymore.
[01:13:51.592 --> 01:13:53.073]  That's a communist kind of idea.
[01:13:55.258 --> 01:14:02.142]  Every band of armed, murderous rebels has tagged themselves freedom fighters.
[01:14:02.882 --> 01:14:07.264]  We've heard freedom, liberty, vigilance, justice.
[01:14:07.304 --> 01:14:08.585]  We've heard it so many times.
[01:14:08.805 --> 01:14:16.989]  It's been cartoonized through truth, justice, and the American way, even as far back as the old Superman series.
[01:14:17.689 --> 01:14:20.231]  I think our eardrums have become numb to these words.
[01:14:20.291 --> 01:14:22.252]  I don't think we even know what they are anymore.
[01:14:23.253 --> 01:14:24.334]  Well, no, I think we know.
[01:14:24.394 --> 01:14:29.157]  I mean, freedom is having your genitals grabbed by the TSA.
[01:14:29.197 --> 01:14:30.778]  That's the new America.
[01:14:31.519 --> 01:14:32.319]  Wouldn't you agree?
[01:14:33.060 --> 01:14:33.760]  People allow it.
[01:14:34.681 --> 01:14:40.445]  It's the red, white and sandusky freedom is the new airport motto.
[01:14:41.229 --> 01:14:43.210]  See, you know, it's almost like looking off of a balcony.
[01:14:43.230 --> 01:14:51.872]  You look down at the traffic where I am and you see almost all the cars are one of three colors, either a silver or silver variant, black or white.
[01:14:51.992 --> 01:14:53.492]  Every once in a while, you'll see a red one.
[01:14:54.372 --> 01:14:55.833]  Every once in a while, you'll see a blue one.
[01:14:55.933 --> 01:14:57.173]  Every once in a while, you'll see a green one.
[01:14:57.213 --> 01:15:01.674]  But the vast majority are silver, black and white.
[01:15:02.314 --> 01:15:08.016]  So every once in a while, you get a red car to go through an airport and say, get your hands off me.
[01:15:08.036 --> 01:15:08.776]  What's the matter with you?
[01:15:09.554 --> 01:15:13.275]  And, oh boy, they make a big deal out of it, because, oh, well, you're challenging our authority.
[01:15:13.915 --> 01:15:21.317]  The first thing that got my attention was several decades ago, when it began to be called law enforcement.
[01:15:21.617 --> 01:15:21.837]  Right.
[01:15:22.157 --> 01:15:22.657]  Instead of peace officer.
[01:15:22.677 --> 01:15:27.078]  Never law and order ever again, or peace, you just said it, or peace officer ever again.
[01:15:27.138 --> 01:15:28.558]  It's like law enforcement.
[01:15:28.598 --> 01:15:31.299]  It's like, and then you see parking enforcement.
[01:15:31.499 --> 01:15:33.359]  Well, does that mean you're going to force us to park?
[01:15:33.479 --> 01:15:37.160]  In my day, that meant you were going to kiss your babe.
[01:15:38.361 --> 01:15:41.883]  They're going to force you to pull over and be amorous or you'd be ticketed.
[01:15:42.023 --> 01:15:42.924]  I mean, it's just stupid.
[01:15:43.024 --> 01:15:46.466]  As you know, John, half this battle is a linguistic battle.
[01:15:46.526 --> 01:15:53.811]  They play word games with us to tell us what these words mean and try to confuse us with words like, oh, you're an extremist group.
[01:15:53.891 --> 01:15:56.153]  Now, if you believe in freedom, that's extremism.
[01:15:56.913 --> 01:15:57.634]  Anyway, stay with us.
[01:15:57.654 --> 01:15:58.755]  We're going to go to break again.
[01:15:58.775 --> 01:15:59.955]  We'll be right back with more.
[01:15:59.995 --> 01:16:00.436]  Stay with us.
[01:16:01.736 --> 01:16:06.978]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:16:07.239 --> 01:16:09.440]  Start purifying your water with ProPure.
[01:16:09.660 --> 01:16:18.604]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure and it's available discounted at InfoWars.com.
[01:16:18.744 --> 01:16:21.925]  Its filters are silver impregnated to prevent bacterial growth.
[01:16:22.205 --> 01:16:23.626]  There's no priming required.
[01:16:23.886 --> 01:16:25.927]  It's NSF 42 certified.
[01:16:26.147 --> 01:16:28.148]  Optional fluoride filters can reduce fluoride
[01:16:28.208 --> 01:16:28.688]  We're good to go.
[01:16:53.649 --> 01:16:56.611]  You get an additional 10% off at Infowars.com.
[01:16:56.811 --> 01:16:59.373]  You can also call to order.
[01:16:59.393 --> 01:16:59.774]  888-253-3139.
[01:17:00.434 --> 01:17:02.896]  Hi, this is Alex Jones.
[01:17:02.936 --> 01:17:08.300]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:17:08.520 --> 01:17:13.164]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[01:17:13.544 --> 01:17:13.944]  It's true.
[01:17:14.024 --> 01:17:18.588]  Seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[01:17:19.108 --> 01:17:23.811]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:17:24.332 --> 01:17:26.273]  They call it a Survival Seed Bank.
[01:17:26.653 --> 01:17:31.256]  And it can produce an endless supply of nutrient-dense food for you and your family.
[01:17:31.456 --> 01:17:32.357]  And here's the best part.
[01:17:32.577 --> 01:17:35.339]  These seeds have not been genetically modified in any way.
[01:17:35.619 --> 01:17:38.941]  And you actually get enough seeds to plant a full acre crisis garden.
[01:17:39.262 --> 01:17:42.104]  So visit them today at survivalseedbank.com.
[01:17:42.444 --> 01:17:44.345]  That's survivalseedbank.com.
[01:17:44.685 --> 01:17:45.606]  Or give them a call at 877-327-0365.
[01:17:49.228 --> 01:17:49.909]  That's 877-327-0365.
[01:17:50.669 --> 01:17:57.974]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:17:58.294 --> 01:18:00.756]  This is Alex Jones for SurvivalSeedBank.com.
[01:18:01.296 --> 01:18:07.440]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[01:18:07.800 --> 01:18:10.202]  78% of the Midwest corn belt is in drought conditions.
[01:18:10.402 --> 01:18:15.445]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[01:18:15.765 --> 01:18:20.489]  The cost to feed livestock is forcing farmers and ranchers out of business, blowing up your food prices.
[01:18:20.749 --> 01:18:28.115]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods from eFoods Direct now.
[01:18:28.395 --> 01:18:32.078]  As the price of raw ingredients increases, eFoods will have to raise prices too.
[01:18:32.258 --> 01:18:33.779]  Now is the time to get your supply.
[01:18:34.039 --> 01:18:37.900]  I recently increased my supply from eFoodsDirect because we've all known this was coming.
[01:18:38.060 --> 01:18:40.701]  You know about their delicious long-term storable foods.
[01:18:40.961 --> 01:18:43.601]  The fact is you can eat it anytime to save money today.
[01:18:43.741 --> 01:18:48.162]  And because it's stored for 25 years, you're locking in today's prices and avoiding the rising food cost.
[01:18:48.302 --> 01:18:48.822]  Don't wait!
[01:18:48.942 --> 01:18:50.823]  Call 800-409-5633 or go to eFoodsDirect.com forward slash Alex.
[01:18:50.843 --> 01:18:52.403]  Call 800-409-5633 or eFoodsDirect.com forward slash Alex.
[01:18:52.423 --> 01:18:54.003]  You can bet your life on eFoodsDirect.
[01:19:01.539 --> 01:19:04.763]  Supernatural silver is not an ionic or a colloidal silver.
[01:19:05.023 --> 01:19:10.609]  It is a nanocatalytic silver salt technology with superior benefits to the colloidal silvers of yesterday.
[01:19:10.629 --> 01:19:14.033]  This new molecular structure is permanently bonded to water.
[01:19:14.313 --> 01:19:20.641]  It is the only water-soluble silver that is 99% bioavailable and non-toxic with no known side effects.
[01:19:21.141 --> 01:19:28.705]  Silversol's patented technology has advanced antibacterial, antiviral and antifungal properties with a 15-year shelf life.
[01:19:29.125 --> 01:19:34.748]  It can be used internally as well as topically and is one of the most important items needed in any emergency.
[01:19:35.269 --> 01:19:42.052]  Independent testing from universities, hospitals, military and private labs make this the most proven product in the industry.
[01:19:42.433 --> 01:19:44.534]  No silver solution is better or safer.
[01:19:44.974 --> 01:19:47.655]  Protect yourself and your loved ones and be prepared.
[01:19:47.875 --> 01:19:54.959]  Go to www.supernaturalsilver.com and don't forget to use the promo code AlexSays for 20% off.
[01:19:55.279 --> 01:19:58.901]  Go to www.supernaturalsilver.com today.
[01:20:02.642 --> 01:20:03.823]  Coast to Coast.
[01:20:04.183 --> 01:20:05.504]  Direct from Austin.
[01:20:06.224 --> 01:20:09.446]  You're listening to the Alex Jones Broadcasting Network.
[01:20:15.306 --> 01:20:17.656]  Look at the blood we're spilling.
[01:20:18.922 --> 01:20:20.268]  Look at the world we're carving.
[01:20:21.906 --> 01:20:25.867]  Alright, we've got a pretty good-sized segment right here with our guest, John B. Wells.
[01:20:25.907 --> 01:20:26.987]  Thank you for joining me today.
[01:20:27.027 --> 01:20:30.828]  This is Mike Adams, the health ranger, filling in for Alex Jones.
[01:20:30.868 --> 01:20:39.391]  Yes, you're listening to the Alex Jones Show, and we're talking with John B. Wells, who, of course, is the Saturday night host of Coast to Coast AM.
[01:20:39.891 --> 01:20:43.432]  His website, caravan2midnight.com, is worth checking out.
[01:20:44.072 --> 01:20:51.254]  And we're talking about preparedness, we're talking about government control of information, and, you know, a question.
[01:20:52.669 --> 01:20:53.310]  Oh, wait.
[01:20:53.770 --> 01:20:54.691]  Let's take some calls.
[01:20:54.731 --> 01:20:55.252]  How about that?
[01:20:55.552 --> 01:20:56.513]  John, you up for some calls?
[01:20:56.934 --> 01:20:57.515]  Oh, absolutely.
[01:20:57.535 --> 01:20:58.416]  Alright, let me give out the number.
[01:20:58.456 --> 01:20:59.697]  The Sunday call-in number is 877-789-2539.
[01:20:59.717 --> 01:20:59.877]  877-789-ALEX.
[01:21:07.639 --> 01:21:11.660]  So call in there, we'll get you in the queue, and you can be on the air with John B. Wells.
[01:21:11.700 --> 01:21:13.080]  Have a question for John B. Wells.
[01:21:13.140 --> 01:21:18.241]  Please don't have some random comment that has nothing to do with what we're talking about, please.
[01:21:18.941 --> 01:21:23.782]  And John's got a wealth of knowledge, so you can hit him with almost any topic, right?
[01:21:23.802 --> 01:21:25.963]  I mean, you cover all kinds of things, John.
[01:21:25.983 --> 01:21:32.484]  The depth of the topics you cover is much more than what we would typically cover here.
[01:21:32.644 --> 01:21:33.625]  You mentioned some of that earlier.
[01:21:34.485 --> 01:21:35.345]  What are your favorite areas?
[01:21:36.565 --> 01:21:46.407]  Um, everything that we cover on Coast and everything that you cover on InfoWars, seriously, it's um, you know, we're having a waterfall of information now.
[01:21:46.467 --> 01:21:59.111]  There are a lot of contributors there and this is known, so of course there's a good shot of disinformation in there also, but um, the thing that I suppose I'm interested in the most is the direction of civilization.
[01:21:59.271 --> 01:22:04.692]  I don't know about you, but I have family members that I expect to outlive me and I really don't
[01:22:05.547 --> 01:22:13.090]  I don't want them to ever think of me as someone who did nothing to prevent what they may have to live with later.
[01:22:13.790 --> 01:22:14.051]  Sure.
[01:22:14.131 --> 01:22:19.253]  And we've just lived too large and gotten too fat, figuratively speaking, and literally.
[01:22:19.433 --> 01:22:22.414]  I mean, type 2 diabetes is off the chart because we just won't stop.
[01:22:24.213 --> 01:22:42.869]  You know, Mike, sometimes I wonder if there isn't some sort of a lemmings rushing to the sea syndrome that has taken over the minds of at least a measurable segment of the population because it's almost as though people have decided that the whole thing is too big, it's too messed up, it's too corrupt, the whole thing should just fall down.
[01:22:43.450 --> 01:22:47.694]  I don't know what they think is going to follow that, but I think it's mostly anger
[01:22:48.655 --> 01:22:54.821]  Over a feeling of helplessness and not having the power to affect any change at all.
[01:22:55.161 --> 01:22:57.724]  And they're continuously messed with by one thing or another.
[01:22:57.744 --> 01:23:02.529]  I mean, in this country, you buy your home, or you think you've paid it off, well now you get to pay your property tax.
[01:23:03.069 --> 01:23:03.750]  Right.
[01:23:03.770 --> 01:23:05.031]  Or your home will be taken away.
[01:23:05.052 --> 01:23:06.213]  You don't have real ownership, yeah.
[01:23:06.693 --> 01:23:13.618]  I mean, where are the hours of real living that we thought that we were going to be entitled to through technology and an advanced civilization?
[01:23:13.958 --> 01:23:21.603]  We just run from one little fire to the next, knock it down to where it won't burn up too much stuff, and then run over the next little fire and put that out, and then, oh, we have to go back to that one.
[01:23:22.103 --> 01:23:27.207]  And really, they keep us walking on, I say they, that's the government and the media that supports them.
[01:23:27.247 --> 01:23:31.810]  And in my opinion, the mainstream media is nothing but a propaganda wing, never has been anything else.
[01:23:32.530 --> 01:23:34.371]  Uh, since, uh, certainly the mid-70s.
[01:23:34.431 --> 01:23:35.431]  Well, sure.
[01:23:35.491 --> 01:23:47.854]  And, you know, and I mean, just because somebody is a good musician or a bad musician that makes a lot of money and sells a lot of records, or you're a movie star or something, does that... I mean, actors, it's like Orson Welles said, actors aren't really anything, are they?
[01:23:48.674 --> 01:23:49.074]  They don't.
[01:23:49.634 --> 01:23:50.234]  They're actors.
[01:23:50.835 --> 01:23:51.595]  They portray
[01:23:52.665 --> 01:23:53.185]  Characters.
[01:23:53.525 --> 01:24:03.208]  So an audience falls in love with that character, assigns those attributes to the actual actor, and then follows them in their political ideology?
[01:24:03.888 --> 01:24:04.808]  Makes no sense to me.
[01:24:04.968 --> 01:24:16.652]  No, but it's all irrational, and you mentioned something earlier that I want to get into in more detail with you, that maybe there's this subconscious desire across the population for self-destruction to just end it all.
[01:24:16.692 --> 01:24:16.872]  Maybe.
[01:24:17.612 --> 01:24:40.536]  I mean, I'm convinced that if, let's say, if Obama right now announced that, oh, to save the planet and reduce CO2 emissions, that, let's say, 50% of the population needs to line up in front of the incinerators and just sacrifice themselves for the good of the planet, I'm pretty sure that you'd find about 50% of the people that would gladly do that as long as Obama asks them to do it.
[01:24:41.397 --> 01:24:42.757]  I assure you someone will show up.
[01:24:44.297 --> 01:24:45.938]  It won't be me or you, but someone will.
[01:24:45.958 --> 01:24:46.618]  No, it won't be us.
[01:24:46.758 --> 01:24:50.560]  Actually, we'll be watching from a distance, videotaping it and putting it on YouTube.
[01:24:50.980 --> 01:24:55.001]  But people will show up and fry themselves as long as they're told it's for the better good.
[01:24:55.562 --> 01:24:56.102]  I don't get that.
[01:24:57.222 --> 01:24:59.723]  Well, it's just like, remember Doe, out there in San Diego?
[01:24:59.783 --> 01:25:04.365]  He was going to catch up to the UFO flying in the tail of the Hale-Bopp comet and took all those people with him.
[01:25:04.385 --> 01:25:06.946]  They all just drank the Kool-Aid and died right there in that house.
[01:25:07.106 --> 01:25:09.767]  Apple White was his name?
[01:25:09.847 --> 01:25:10.447]  Heaven's Gate.
[01:25:10.567 --> 01:25:11.648]  Heaven's Gate cult, yeah.
[01:25:12.216 --> 01:25:13.296]  Yeah, and his name was Doe.
[01:25:14.677 --> 01:25:14.957]  You know?
[01:25:14.977 --> 01:25:15.957]  It's like, okay.
[01:25:16.497 --> 01:25:17.058]  Yeah, that's right.
[01:25:17.278 --> 01:25:18.318]  They poisoned themselves, yeah.
[01:25:18.638 --> 01:25:19.878]  Yeah, those people killed themselves.
[01:25:21.059 --> 01:25:22.219]  People want a leader.
[01:25:22.799 --> 01:25:23.580]  This is known.
[01:25:24.440 --> 01:25:29.881]  If a leader is charismatic, if he has something to offer them, they'll follow him.
[01:25:30.202 --> 01:25:31.022]  They followed Napoleon.
[01:25:31.642 --> 01:25:32.622]  They followed Adolf Hitler.
[01:25:33.082 --> 01:25:34.683]  They followed Joe Stalin for a while.
[01:25:35.822 --> 01:25:47.327]  So how do we teach people or awaken them to the basic principles of controlling your own destiny, having that free will, having that level of consciousness to know that you're worth in a living?
[01:25:47.387 --> 01:25:51.389]  I mean, that's what you and I, we talked about this on your show last week.
[01:25:51.749 --> 01:25:54.010]  How do we really get that across to people, man?
[01:25:55.130 --> 01:25:57.351]  I'm inclined to say disconnect from the machine.
[01:25:58.752 --> 01:26:02.914]  Disconnect from the machine and stop participating in that which you
[01:26:04.011 --> 01:26:04.412]  Are you?
[01:26:21.368 --> 01:26:28.132]  I mean, this protest over a statement that a guy made, and should be entitled to make it, resulted in this big protest.
[01:26:28.532 --> 01:26:34.955]  Well, then there was a counter-protest, which resulted in... I suppose this company made its whole year in one day.
[01:26:34.975 --> 01:26:35.616]  Yeah.
[01:26:35.696 --> 01:26:36.036]  Or two.
[01:26:36.736 --> 01:26:38.617]  And that's a family-owned business.
[01:26:38.677 --> 01:26:40.919]  It's not publicly traded stock.
[01:26:41.199 --> 01:26:46.742]  It's a multi-billion dollar, family-owned Christian business.
[01:26:48.135 --> 01:26:49.455]  If somebody has a problem with that.
[01:26:49.495 --> 01:26:50.396]  I mean, it was so pathetic.
[01:26:50.656 --> 01:26:54.137]  Somebody says, my sandwich tastes like hate.
[01:26:54.897 --> 01:26:55.997]  I got some news for you.
[01:26:56.638 --> 01:26:57.878]  Nobody cares if you're gay.
[01:26:57.938 --> 01:26:59.398]  Nobody cares if you're straight.
[01:26:59.478 --> 01:27:06.200]  Nobody really cares what you do with your genitals unless you're like Anthony Weiner and you want to put him up there on Facebook or something or whatever he did, the moron.
[01:27:06.220 --> 01:27:07.841]  That guy's a moron.
[01:27:07.901 --> 01:27:09.921]  He's a public official and he behaves like that.
[01:27:09.941 --> 01:27:11.362]  That's what I'm talking about.
[01:27:11.402 --> 01:27:12.282]  Right.
[01:27:12.482 --> 01:27:13.102]  It's just stupid.
[01:27:13.142 --> 01:27:15.243]  So the point is, put your money
[01:27:16.244 --> 01:27:20.409]  With the people you want to support and who support what you support.
[01:27:20.909 --> 01:27:26.936]  Do not spend your money with people who represent values that you don't hold as values.
[01:27:32.182 --> 01:27:34.744]  The LGBT community is tolerance.
[01:27:34.824 --> 01:27:44.229]  I thought it was a message of tolerance and then they couldn't tolerate Chick-fil-A so all of a sudden it's flipped around that now the Christian has to call for tolerance.
[01:27:44.450 --> 01:27:45.170]  You know what I mean?
[01:27:45.190 --> 01:27:48.772]  Like the white conservative Christian family has to call for tolerance.
[01:27:49.953 --> 01:27:51.434]  It's a bizarre world.
[01:27:52.165 --> 01:27:57.349]  Well, it's another example of the squeaking wheel gets the grease, and the one that squeaks the loudest gets the most grease.
[01:27:57.809 --> 01:28:05.554]  And that's why these pro-socialists and anarchists and everything else... Look, anarchy's gonna get us nowhere.
[01:28:06.035 --> 01:28:11.018]  I mean, that's just a recipe for a bigger disaster than causing anarchy to begin with.
[01:28:11.058 --> 01:28:11.899]  That's just stupid.
[01:28:12.359 --> 01:28:16.264]  You know, evolved people do not engage in anarchy.
[01:28:16.624 --> 01:28:19.167]  It's moronic, it's savage, and we've had enough of that.
[01:28:19.188 --> 01:28:27.157]  No, you and I, I think, of course you can answer this, I think we both believe in a local, community-based
[01:28:28.118 --> 01:28:31.739]  Peace officers who are of the people, by the people, for the people.
[01:28:32.139 --> 01:28:33.160]  We believe in laws.
[01:28:33.200 --> 01:28:38.542]  We believe in not harming your neighbors and expecting your neighbors not to harm you.
[01:28:39.242 --> 01:28:40.462]  We don't want anarchy.
[01:28:40.942 --> 01:28:42.863]  We want people to behave like adults.
[01:28:43.543 --> 01:28:45.264]  We want law and order is what we want.
[01:28:45.604 --> 01:28:45.984]  That's right.
[01:28:46.304 --> 01:28:49.205]  And we want to go to a break here, too.
[01:28:49.445 --> 01:28:49.965]  One more break.
[01:28:50.005 --> 01:28:56.368]  And when we come back, we'll have callers on the line, Sherry, Fred, Karen, and much more with John B. Wells.
[01:28:56.388 --> 01:28:56.808]  Stay with us.
[01:28:56.828 --> 01:28:57.428]  We'll be right back.
[01:29:01.818 --> 01:29:04.900]  Alex Jones here with a very important announcement for truth seekers.
[01:29:05.300 --> 01:29:11.044]  We've carried a lot of amazing films and books over the years on the online video bookstore at Infowars.com.
[01:29:11.244 --> 01:29:17.629]  And out of all the titles we've carried, one stands out because it is just so chillingly convincing.
[01:29:17.829 --> 01:29:23.252]  And that's Dreams from My Real Father by Joel Gilbert, available at Infowars.com.
[01:29:23.512 --> 01:29:27.155]  This film exposes the fraud that Obama is like nothing I've seen.
[01:29:27.355 --> 01:29:30.920]  If you want to know who Obama's real daddy is, this is the film for you.
[01:29:31.160 --> 01:29:35.545]  Don't forget, your purchase supports our broadcast and our growing media network.
[01:29:35.766 --> 01:29:38.089]  You'll also find it at infowarshop.com.
[01:29:38.249 --> 01:29:40.431]  None Dare Call a Conspiracy by Gary Allen.
[01:29:40.572 --> 01:29:41.813]  The book that woke me up.
[01:29:42.114 --> 01:29:44.076]  We're also carrying Behind the Green Mask.
[01:29:44.376 --> 01:29:45.177]  UN Agenda 21 by Rosa Corey.
[01:29:46.519 --> 01:29:49.182]  This book is coffin nails to the globalist takeover.
[01:29:49.482 --> 01:29:56.030]  The Greater Good, the most professional and up-to-date film I've ever seen exposing the scourge that is vaccines.
[01:29:56.330 --> 01:30:00.575]  These titles and a lot more are all available at InfoWarshop.com.
[01:30:01.656 --> 01:30:06.899]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:30:07.160 --> 01:30:09.361]  Start purifying your water with ProPure.
[01:30:09.561 --> 01:30:18.507]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure and it's available discounted at InfoWars.com.
[01:30:18.667 --> 01:30:21.849]  Its filters are silver impregnated to prevent bacterial growth.
[01:30:22.129 --> 01:30:23.550]  There's no priming required.
[01:30:23.810 --> 01:30:25.832]  It's NSF-42 certified.
[01:30:26.072 --> 01:30:28.553]  Optional fluoride filters can reduce fluoride up to 95%.
[01:30:29.634 --> 01:30:30.975]  Easy to set up and use.
[01:30:31.155 --> 01:30:32.456]  Doesn't require electricity.
[01:30:32.576 --> 01:30:35.438]  Purify water from lakes, streams, ponds, and wells.
[01:30:35.758 --> 01:30:38.920]  This filter system leaves in beneficial minerals, which is key.
[01:30:39.140 --> 01:30:43.122]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[01:30:43.282 --> 01:30:45.864]  ProPure is the best gravity-fed filter out there.
[01:30:46.024 --> 01:30:47.325]  It's what my family uses.
[01:30:47.585 --> 01:30:50.787]  Infowars.com already has the lowest price on ProPure.
[01:30:50.907 --> 01:30:56.450]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:30:56.730 --> 01:30:59.291]  You can also call to order 888-253-3139.
[01:30:59.311 --> 01:31:08.316]  Alex Jones here with a great way to beat the blackouts, get off the grid, and generate your own supply of electrical power.
[01:31:08.657 --> 01:31:13.599]  Folks, with what's been going on in this country, I don't have to tell you about the power grid and just how vulnerable it is.
[01:31:13.899 --> 01:31:15.700]  That's in the mainstream news every day.
[01:31:16.161 --> 01:31:23.625]  Millions of people have lost their power in the last few weeks because of dangerous storms and killer heat that's pushing the grid beyond its capacity.
[01:31:24.145 --> 01:31:27.568]  I've always said that every family needs to be ready for blackouts.
[01:31:27.948 --> 01:31:31.931]  And if you don't have a backup system in place, I've got a great opportunity for you.
[01:31:32.291 --> 01:31:38.736]  Right now, our good friends at Solutions from Science are offering huge savings on their best-selling Power Hub unit.
[01:31:39.176 --> 01:31:41.798]  In fact, I think it's the best deal I've ever seen them make.
[01:31:42.199 --> 01:31:44.781]  It's literally thousands of dollars in savings.
[01:31:45.321 --> 01:31:48.784]  Remember, these backup systems don't need gas because they're solar-powered.
[01:31:49.044 --> 01:31:51.526]  That means there's no dangerous fumes and no noise.
[01:31:52.047 --> 01:31:56.878]  InfoWars listeners can get all the details at BeatTheBlackouts.com.
[01:31:57.178 --> 01:31:58.822]  That's BeatTheBlackouts.com.
[01:32:03.286 --> 01:32:10.972]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:32:11.412 --> 01:32:15.034]  Alex and his staff have used these pure soap products for years.
[01:32:15.475 --> 01:32:22.300]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:32:22.780 --> 01:32:25.602]  See them on the web at 5starsoap.com.
[01:32:25.802 --> 01:32:30.305]  Or call 800-340-7091 for a free catalog.
[01:32:30.626 --> 01:32:36.290]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:32:36.590 --> 01:32:41.694]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:32:41.994 --> 01:32:43.615]  This is an amazing deal.
[01:32:43.975 --> 01:32:48.519]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:32:49.199 --> 01:32:56.865]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[01:33:02.629 --> 01:33:03.810]  Coast to Coast.
[01:33:04.150 --> 01:33:05.611]  Direct from Austin.
[01:33:06.212 --> 01:33:09.434]  You're listening to the Alex Jones Broadcasting Network.
[01:33:19.133 --> 01:33:25.375]  All right, we're going to go straight to calls in this segment with John B. Wells, our guest here on the Alex Jones Show.
[01:33:25.395 --> 01:33:27.976]  This is Mike Adams, the health ranger, filling in for Alex today.
[01:33:28.016 --> 01:33:30.196]  Thank you for continuing with us here.
[01:33:30.236 --> 01:33:33.217]  We're going to go straight to calls, hopefully calls about preparedness.
[01:33:33.257 --> 01:33:34.337]  I guess we will find out.
[01:33:34.437 --> 01:33:35.278]  Are you ready, John?
[01:33:36.278 --> 01:33:37.278]  Absolutely, positively.
[01:33:37.418 --> 01:33:37.778]  All right.
[01:33:38.358 --> 01:33:40.339]  If anybody can handle calls, you can.
[01:33:40.679 --> 01:33:42.200]  So let's go straight to it.
[01:33:42.300 --> 01:33:44.880]  Sherry from Missouri, you are live on the air.
[01:33:45.340 --> 01:33:45.961]  Welcome to the show.
[01:33:45.981 --> 01:33:46.941]  Do you have a question for John?
[01:33:48.203 --> 01:33:56.404]  Well, what I'm curious about is that we've, a lot of us have been awakened to the truth of what our government is doing to us.
[01:33:56.944 --> 01:33:59.525]  But what we're looking for now are solutions.
[01:33:59.545 --> 01:34:03.266]  And I would say that has to come from the Constitution.
[01:34:03.286 --> 01:34:12.467]  And how do we hold these servant government, I even hate to use the word officials, their feet to the fire?
[01:34:13.547 --> 01:34:17.408]  What do we do when they are outright
[01:34:18.800 --> 01:34:21.241]  It's just annihilating our Constitution.
[01:34:21.461 --> 01:34:22.801]  Alright, good question Sherry.
[01:34:22.821 --> 01:34:35.504]  Let me hand that over to John with also the note that according to the FOIA documents we covered earlier in the show, the Oath Keepers is considered a quote, hate group by the Department of Homeland Security.
[01:34:35.544 --> 01:34:37.284]  What do you think about that John?
[01:34:37.304 --> 01:34:40.785]  It's ludicrous, just like most of the rest of the Department of Homeland Security.
[01:34:40.825 --> 01:34:41.865]  Thanks for the call Sherry.
[01:34:42.638 --> 01:34:47.343]  To answer your question, you must improvise, modify, adapt, and overcome.
[01:34:47.884 --> 01:34:50.646]  You see the nature of the beast you are fighting.
[01:34:50.987 --> 01:34:52.388]  So, what do you do?
[01:34:53.049 --> 01:34:55.111]  Well, in the Stone Age, you use stones.
[01:34:55.371 --> 01:34:58.675]  In the modern age, you use the courts, just like over this NDAA thing.
[01:34:58.695 --> 01:35:03.400]  I believe it was six people, possibly more, got together and just decided to sue
[01:35:04.725 --> 01:35:08.906]  On the basis that this NDAA, this National Defense Authorization Act, is unconstitutional.
[01:35:08.926 --> 01:35:10.086]  And a judge said, you know what?
[01:35:10.666 --> 01:35:11.246]  You're right.
[01:35:12.326 --> 01:35:15.227]  Then what you do is you reach out to your friends.
[01:35:15.367 --> 01:35:18.748]  You tell your friends about InfoWars.com.
[01:35:18.788 --> 01:35:22.608]  You tell your friends about Coast to Coast AM.
