[00:00:03.234 --> 00:00:03.274]  So,
[01:14:27.586 --> 01:14:29.729]  I mean, he really does want to destroy this country.
[01:14:30.836 --> 01:14:32.297]  I think he wants to downsize it.
[01:14:32.437 --> 01:14:41.360]  I mean, I would stay away from the word destroy myself, but I'm just trying to be as cautious as I can in making the case so that it really sticks and is anchored on the facts.
[01:14:41.420 --> 01:14:50.104]  I mean, there's no question Obama will give defense contracts to Brazilians over American companies, which is a very odd thing to do when it comes to defense.
[01:14:50.124 --> 01:14:55.186]  Every country wants to have its defense contracts stay within the country, but not apparently Omar.
[01:14:55.926 --> 01:14:56.747]  We're good to go.
[01:15:12.938 --> 01:15:14.159]  We're good to go.
[01:15:39.023 --> 01:15:45.447]  Dinesh D'Souza, maker of the second biggest political documentary in all time, 26 million grossed in a month.
[01:15:45.467 --> 01:15:48.369]  It's going to be in the theaters another month and a half, then go to DVD.
[01:15:49.329 --> 01:15:51.250]  Look, I think your film is a masterpiece.
[01:15:51.350 --> 01:15:52.911]  I mean, it's cinematically the style.
[01:15:53.252 --> 01:15:54.392]  I'm a filmmaker myself.
[01:15:54.432 --> 01:15:57.074]  The Obama Deception is free online for folks that want to watch that.
[01:15:57.834 --> 01:16:03.978]  I mean, I was impressed with what you brought to the table because most political documentaries are at about a fourth grade level.
[01:16:04.478 --> 01:16:09.081]  And I'm not insulting your film, but yours is at an 8th grade, 10th grade level.
[01:16:10.241 --> 01:16:12.843]  And I guess in media they say, keep it at about a 4th grade level.
[01:16:13.643 --> 01:16:27.511]  But you actually tackle issues of globalism that, well there's one point in the film, correct me if I'm wrong, where you say and show the evidence that it's not that they want to build up the third world, they want to bring us down to that level.
[01:16:28.011 --> 01:16:28.992]  And that's a big deal.
[01:16:29.468 --> 01:16:31.890]  Yeah, with Obama, it's not about building up.
[01:16:31.970 --> 01:16:36.293]  I mean, in fact, he rarely even talks that much about the inner city or about the poor.
[01:16:36.613 --> 01:16:38.695]  He gets excited when he's pulling down the ridge.
[01:16:38.895 --> 01:16:39.816]  That's his target.
[01:16:40.596 --> 01:16:46.401]  And that's when you begin to see Obama's, you know, his voice rises and he gets animated and so on.
[01:16:47.061 --> 01:16:48.983]  Ultimately, this is about leveling down.
[01:16:49.103 --> 01:16:50.144]  I agree.
[01:16:51.445 --> 01:16:52.206]  But not just wealth.
[01:16:52.246 --> 01:16:54.188]  He's also leveling American power.
[01:16:54.568 --> 01:16:58.752]  I think he doesn't like a world in which one country, America, is the sole superpower.
[01:16:59.052 --> 01:17:03.055]  He'd like to see Russia come up, China come up, India come up, Brazil come up.
[01:17:03.095 --> 01:17:07.940]  He wants to see a multipolar world in which there are many countries sharing power.
[01:17:08.240 --> 01:17:11.803]  And by the way, many countries that have a roughly equal number of nuclear weapons.
[01:17:12.183 --> 01:17:19.870]  That's why he's spending less time trying to prevent Iran from getting a nuclear bomb and more time trying to slash the American nuclear arsenal.
[01:17:19.890 --> 01:17:20.010]  Sure.
[01:17:20.230 --> 01:17:21.711]  Let me say this to you.
[01:17:21.751 --> 01:17:24.594]  Obviously, you've worked inside the Republican White House of Ronald Reagan.
[01:17:24.614 --> 01:17:27.376]  I think it's fair to say you're a Republican operative.
[01:17:29.016 --> 01:17:30.217]  No, no, no, that's not fair to say.
[01:17:30.237 --> 01:17:33.099]  I mean, I worked in the Reagan White House in my mid-twenties.
[01:17:33.340 --> 01:17:41.546]  I mean, I'm 51 years old and the president of a college, so I just want to say I'm a conservative, but I mean, I have nothing to do with Romney or the RNC.
[01:17:41.746 --> 01:17:44.309]  Okay, well now that you've said that, I respect that.
[01:17:44.669 --> 01:17:49.313]  And again, I haven't gone over your lengthy bio because of the time, but you're obviously a scholar as well.
[01:17:49.753 --> 01:17:50.654]  Here's the bottom line.
[01:17:51.054 --> 01:17:54.597]  Romney is the worst Republican I have ever seen.
[01:17:54.797 --> 01:17:56.418]  Obviously, I don't have to list everything.
[01:17:57.119 --> 01:18:05.325]  When he was actually a governor, abortion, open borders, restrictions of guns, carbon taxes, wrote the Obama plan.
[01:18:05.726 --> 01:18:06.826]  I mean, all of this.
[01:18:07.347 --> 01:18:10.689]  My issue is that I want Obama out of there.
[01:18:10.749 --> 01:18:13.331]  I don't want him to not be facing re-election.
[01:18:13.351 --> 01:18:17.034]  I mean, even if Romney's going to be bad, at least he'll be facing re-election.
[01:18:17.294 --> 01:18:20.817]  So I am saying, okay, I see people that want to support Romney.
[01:18:21.157 --> 01:18:22.018]  My issue is this.
[01:18:22.678 --> 01:18:33.310]  What will you do if Romney gets in and continues what some of these monopoly capitalists want that have been financing Obama, who want tyranny, not liberty, who don't want a free market?
[01:18:33.650 --> 01:18:38.455]  What are you going to do to Mitt Romney if he gets in and continues what Obama's been doing?
[01:18:39.096 --> 01:18:40.437]  Hey, listen, don't give me any ideas.
[01:18:40.457 --> 01:18:41.799]  I may have to make another film.
[01:18:44.213 --> 01:18:47.136]  Look, I don't know about Romney.
[01:18:47.176 --> 01:18:48.877]  As you know, we don't mention Romney in the film.
[01:18:48.897 --> 01:18:50.158]  This really is a referendum.
[01:18:50.318 --> 01:18:52.540]  I think this election is a referendum on Obama.
[01:18:52.900 --> 01:18:57.024]  If I had to say what this election is about, I'd even say it's about Obama versus Obama, right?
[01:18:57.064 --> 01:19:04.290]  There's the celluloid Obama, the mythical Obama that was put out in 2008, the unifier, the healer, the centrist.
[01:19:04.770 --> 01:19:06.532]  I claim that that Obama does not exist.
[01:19:07.052 --> 01:19:08.654]  And then there's the real Obama.
[01:19:08.694 --> 01:19:21.728]  The guy in the White House, the guy who can't change, the guy who can't move to the center, the guy who has been affirmed in his mind by a combination of radicals, revolutionaries, in one case a former communist, and domestic terrorist Bill Ayers.
[01:19:21.748 --> 01:19:23.350]  I mean, these were his buddies.
[01:19:23.630 --> 01:19:24.351]  These are the guys.
[01:19:24.391 --> 01:19:25.592]  This is the real Obama.
[01:19:25.612 --> 01:19:26.393]  So it's a matter of
[01:19:27.694 --> 01:19:39.119]  Wow, wow, so you're saying all the communist pornographers and weirdos that he lived with and was associated with, you're saying that wasn't just his foundation cover as a leftist.
[01:19:39.519 --> 01:19:48.804]  You're saying he really is a real globalist, Marxist-Leninist, de-industrializing crazy man.
[01:19:49.480 --> 01:19:50.580]  Well, here's what I'm saying.
[01:19:50.600 --> 01:19:53.841]  You know, Frank Marshall Davis was introduced to him by his grandfather.
[01:19:53.901 --> 01:20:01.083]  So, alright, I'll say that that was somebody that his grandfather brought him in front of, and he was only 10 years old when he met Frank Marshall Davis.
[01:20:01.363 --> 01:20:11.706]  But every other guy, the Palestinian radical Edward Said, the Brazilian socialist Unger at Harvard Law School, Bill Ayers, the incendiary preacher Jeremiah Wright.
[01:20:11.766 --> 01:20:13.886]  I mean, Obama didn't bump into these guys.
[01:20:13.946 --> 01:20:14.927]  He slapped them out.
[01:20:14.947 --> 01:20:16.127]  No, I understand.
[01:20:16.667 --> 01:20:24.657]  Because he wanted to hang around radical revolutionary guys who he imagined to be surrogate fathers, kind of like his real dad who wasn't around.
[01:20:24.738 --> 01:20:33.168]  Let me raise this in the five minutes we've got left with Dinesh D'Souza here, the maker of 2016 Obama's America, which is an amazing film.
[01:20:33.809 --> 01:20:43.141]  Dinesh, looking at this then, if he's as bad as you say, and I think the evidence is there, fast and furious, a false flag against the Second Amendment, the list goes on and on.
[01:20:43.722 --> 01:20:48.728]  We've got all these Obama advisers in the Financial Times of London, you name it, saying
[01:20:49.429 --> 01:20:51.110]  Don't worry if he's down in the polls.
[01:20:51.610 --> 01:20:53.772]  They'll be an event we're going to blame on their enemies.
[01:20:54.092 --> 01:20:58.374]  They don't say they're going to stage it, but they imply, don't worry, something's coming.
[01:20:58.414 --> 01:21:01.816]  I'm sure you've seen that in the news because it's been pushed for two years.
[01:21:02.156 --> 01:21:04.418]  Are you concerned he could pull an October surprise?
[01:21:06.336 --> 01:21:06.956]  Not so much.
[01:21:07.097 --> 01:21:08.337]  I mean, he could.
[01:21:08.417 --> 01:21:09.858]  That's a possibility.
[01:21:09.998 --> 01:21:13.880]  What I really do in the film and my work is I say, I don't even need to go there.
[01:21:13.900 --> 01:21:16.381]  I don't even need to speculate about what he could do.
[01:21:16.741 --> 01:21:25.045]  I'm just going to look at what he has done, and I'm going to extrapolate out to what happens if he just keeps doing that over the next four years.
[01:21:25.445 --> 01:21:27.527]  So he's added $5 trillion in debt.
[01:21:27.787 --> 01:21:31.530]  Let's say he adds another $5 trillion, a very cautious and reasonable estimate.
[01:21:31.870 --> 01:21:38.015]  Then America will be $20 trillion in debt, and $10 trillion of that will have been added by one man, Obama.
[01:21:38.275 --> 01:21:41.357]  And then I said, wait a minute, why would one guy want to do that?
[01:21:41.397 --> 01:21:45.721]  Why would someone want to saddle his country with almost unrepayable debt?
[01:21:46.261 --> 01:21:47.501]  And then I offer a theory.
[01:21:47.521 --> 01:21:52.122]  I say, well, maybe he sees debt as a way to settle America's colonial debt.
[01:21:52.142 --> 01:21:54.123]  It's kind of like we owe the rest of the world.
[01:21:54.463 --> 01:22:14.327]  I can't get a foreign aid program passed that would transfer trillions of dollars in wealth, but I can achieve the same effect because if our children and grandchildren have to pay back all this debt, and some of that debt is owed to Kuwaitis and to Saudis and to Chinese, well, that's another way to transfer larger trillions of dollars outside the United States to all these other countries.
[01:22:16.329 --> 01:22:18.130]  But, again, I go back to the issue.
[01:22:18.210 --> 01:22:19.891]  Goldman Sachs, JP Morgan.
[01:22:19.971 --> 01:22:25.393]  I mean, you look at the list of people that are not just supporting Obama, they supported all of his policies.
[01:22:25.893 --> 01:22:27.834]  They are financing everything he wants.
[01:22:27.974 --> 01:22:31.416]  I'm saying these globalists, we need conservatives and libertarians.
[01:22:32.736 --> 01:22:36.578]  To recognize that there are two different groups of capitalists.
[01:22:36.598 --> 01:22:50.346]  There are the free market capitalists, there are the monopoly capitalists who want tyranny, who don't want freedom, who don't want us to have choice, who are working through big government types like Obama to convert us to an authoritarian system.
[01:22:50.626 --> 01:22:55.749]  That's all I'm saying is that all this corruption and globalism didn't just start with Obama.
[01:22:56.826 --> 01:22:58.266]  Yes, I agree with that.
[01:22:58.326 --> 01:23:05.728]  And as I mentioned, you're well aware, I'm well aware that Reagan added $200 billion a year in debt.
[01:23:05.808 --> 01:23:07.608]  Bush, of course, was a big spender.
[01:23:07.848 --> 01:23:10.029]  Bush's largest deficit was half a trillion.
[01:23:10.449 --> 01:23:11.949]  But again, keep things in perspective.
[01:23:12.029 --> 01:23:15.310]  Obama's smallest deficit is more than double that.
[01:23:15.690 --> 01:23:16.910]  It's a trillion dollars.
[01:23:16.930 --> 01:23:23.232]  And so, I think what Obama's done is just lift things to a sort of complete and unacceptable new level.
[01:23:25.484 --> 01:23:25.964]  I hear you.
[01:23:26.224 --> 01:23:26.645]  I hear you.
[01:23:26.985 --> 01:23:40.453]  It just makes me so upset to see this country and the TSA sticking their hands down our pants, looking for Bin Laden, while NATO and our own government is putting al-Qaeda in as the main shock force in Libya and Syria.
[01:23:41.593 --> 01:23:49.656]  It's just, it's so scary to see what both parties have become, the torture, the secret arrest, the wars, all of it.
[01:23:50.036 --> 01:23:51.956]  And I cover all that in the Obama deception.
[01:23:51.976 --> 01:23:53.117]  I made it three and a half years ago.
[01:23:53.177 --> 01:23:55.417]  It's all come true, unfortunately.
[01:23:55.437 --> 01:23:57.738]  Dinesh, have you seen the Obama deception?
[01:24:01.161 --> 01:24:06.666]  Alright, well we're gonna go to break here and I'll talk to you as we go to break and as you leave us and then I'll find a P.O.
[01:24:06.706 --> 01:24:16.335]  box or something to send the film to you because, I mean I get it, Obama's really bad but I think he's a manifestation of how far along this globalist line we've gotten.
[01:24:16.536 --> 01:24:22.922]  Do you think Obama, in closing, may backfire on the establishment and may cause a pendulum swing back towards liberty?
[01:24:24.902 --> 01:24:26.183]  I, well, I certainly hope so.
[01:24:26.243 --> 01:24:37.972]  I mean, I hope that people are using this sort of intense interest in politics that will be generated this year to think about what's happened to the American dream and, you know, is this American era which began in 1945?
[01:24:38.492 --> 01:24:43.676]  Obama is notoriously a liar.
[01:24:46.584 --> 01:24:54.648]  We need to go to where the real architecture of government is, and it's not in a precedent.
[01:24:55.468 --> 01:24:58.250]  Wall Street has hijacked Washington in broad daylight.
[01:25:01.249 --> 01:25:02.310]  Hit the Fed!
[01:25:02.590 --> 01:25:03.671]  Hit the Fed!
[01:25:03.931 --> 01:25:04.991]  Hit the Fed!
[01:25:05.312 --> 01:25:05.852]  Hit the Fed!
[01:25:05.872 --> 01:25:07.673]  While Obama's already fudging.
[01:25:08.274 --> 01:25:10.715]  He's fudged since day one of this election.
[01:25:10.975 --> 01:25:21.162]  The elite are using Obama to pacify the public, so they can usher in the North American Union by stealth, launch a new Cold War, and continue the occupation of Iraq and Afghanistan.
[01:25:21.892 --> 01:25:23.553]  The globalists are outside all the nations.
[01:25:23.573 --> 01:25:26.214]  That gives them safety, and they play countries off against each other.
[01:25:26.234 --> 01:25:31.476]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[01:25:31.956 --> 01:25:35.558]  Partnership and cooperation among nations is not a choice.
[01:25:36.766 --> 01:25:37.887]  It is the only way.
[01:25:38.387 --> 01:25:51.015]  What they're doing is using the existence of the United States to act out their Wall Street fantasies of world domination and maintaining their capital structures and maintaining their system of looting.
[01:25:51.175 --> 01:25:59.160]  The fight that this country has been waging since its inception is for the central bankers not to take over the country.
[01:25:59.480 --> 01:26:03.403]  President Barack Obama is only the tool of a larger agenda.
[01:26:04.588 --> 01:26:07.352]  Senator Obama had a desire to do some meetings.
[01:26:07.633 --> 01:26:11.959]  Others have a desire to meet with him tonight in a private way, and that's what we're doing.
[01:26:13.720 --> 01:26:23.346]  Presidential candidate Barack Obama was publicly criticizing the North American Free Trade Agreement in a bid for votes, but privately telling Canadian officials not to worry about it.
[01:26:24.247 --> 01:26:32.793]  If you talk to our generals, they are desperate for is a civilian counterpart to our military force.
[01:26:33.133 --> 01:26:39.797]  What do you call this thing where you get this false sense of gratification, but because a black man is in office, everything's going to be all right.
[01:26:40.258 --> 01:26:41.699]  No, everything's not going to be all right.
[01:26:42.642 --> 01:26:46.644]  So I know how unpopular it is to be seen as helping banks right now.
[01:26:47.285 --> 01:26:50.327]  Especially when everyone is suffering in part from their bad decisions.
[01:26:50.787 --> 01:26:51.888]  I promise you, I get it.
[01:26:53.168 --> 01:26:54.429]  The Obama Deception.
[01:26:54.869 --> 01:26:56.270]  The truth strikes back.
[01:26:57.831 --> 01:27:04.915]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
