[00:00:00.209 --> 00:00:01.229]  Mainstream media.
[02:12:58.223 --> 02:13:00.324]  But I told people in the speech, it's not arrogance.
[02:13:00.404 --> 02:13:02.165]  It's not bravado.
[02:13:02.305 --> 02:13:02.745]  It's not...
[02:13:04.813 --> 02:13:07.115]  It's not ego that I'm so aggressive and loud.
[02:13:07.195 --> 02:13:07.876]  It is anger.
[02:13:07.916 --> 02:13:08.797]  It is frustration.
[02:13:08.857 --> 02:13:09.678]  It is rage.
[02:13:09.738 --> 02:13:10.519]  It is focus.
[02:13:11.260 --> 02:13:15.824]  It is... And so I'm trying to cool off here.
[02:13:15.864 --> 02:13:20.969]  The point is that's why I'm trying to build up other people, Aaron, who are doing great jobs in their own way.
[02:13:21.710 --> 02:13:24.832]  And the entire crew up there is absolutely kicking butt.
[02:13:25.072 --> 02:13:28.455]  And I want the crew to realize that this is a mission we're on.
[02:13:28.495 --> 02:13:29.415]  This is a big deal.
[02:13:29.695 --> 02:13:31.276]  I want the listeners to understand this.
[02:13:31.957 --> 02:13:33.458]  We may not be here in the future.
[02:13:33.758 --> 02:13:34.899]  We may get shut down.
[02:13:35.399 --> 02:13:36.700]  Things are going dark, Aaron.
[02:13:37.020 --> 02:13:38.121]  This new world order's real.
[02:13:38.161 --> 02:13:39.302]  This global government's real.
[02:13:39.502 --> 02:13:40.823]  What's happening is real.
[02:13:41.483 --> 02:13:46.447]  And we better use the internet and talk radio while we've still got it and fight to keep it free, but both.
[02:13:46.968 --> 02:13:49.970]  We better understand that this is important.
[02:13:50.030 --> 02:13:51.091]  It's all happening.
[02:13:51.131 --> 02:13:51.632]  It's real.
[02:13:51.992 --> 02:13:55.995]  Our worst analysis has been confirmed in spades in triplicate, Aaron.
[02:13:56.216 --> 02:13:57.837]  I'm gonna get out of here or I'll keep ranting.
[02:13:57.857 --> 02:14:00.619]  I gotta go get packed or I'll never get down the road in time.
[02:14:00.639 --> 02:14:01.800]  We're learning a lot on this trip.
[02:14:02.261 --> 02:14:04.763]  Again, great job to the entire crew and the whole audience.
[02:14:05.464 --> 02:14:07.907]  But Aaron, I'm gonna let you take it away with whatever news you want to cover.
[02:14:08.148 --> 02:14:09.530]  You got Cindy Sheehan coming up here.
[02:14:09.990 --> 02:14:11.613]  So you go ahead, my friend.
[02:14:11.633 --> 02:14:17.000]  And we've got a lot more coming up on the road tomorrow here for radio listeners and the Nightly News.
[02:14:17.341 --> 02:14:18.963]  What are you doing the Nightly News tonight, Aaron?
[02:14:19.164 --> 02:14:19.764]  Yeah, that's right.
[02:14:20.305 --> 02:14:23.486]  We've got all kinds of things coming up, including the secret media war of 2012.
[02:14:23.646 --> 02:14:31.007]  And what you're talking about is true, especially in the sense that it's not about any one focal point, Ron Paul, Alex Jones, whatever.
[02:14:31.407 --> 02:14:37.129]  It's the fact that once you begin to see in that they-live-metaphor kind of way, there's no turning back, Alex.
[02:14:37.249 --> 02:14:38.849]  And that's why they're in so much trouble.
[02:14:39.169 --> 02:14:40.869]  That's why you've got the press... Aaron, I'm letting you go.
[02:14:40.909 --> 02:14:41.550]  Good job, folks.
[02:14:41.730 --> 02:14:42.010]  Thanks, Alex.
[02:14:42.030 --> 02:14:47.071]  I'll be listening on my iPhone, free iPhone app, and I might call in during the Sheehan stuff.
[02:14:47.091 --> 02:14:47.491]  God bless you.
[02:14:48.345 --> 02:14:49.025]  God bless, Alex.
[02:14:49.285 --> 02:14:49.766]  Travel safe.
[02:15:09.634 --> 02:15:13.716]  And it's just illustrative of the fact that you can't put Humpty Dumpty back together again.
[02:15:14.056 --> 02:15:27.500]  All the king's horses, all the king's men, all the liars for this empire, all the deceivers, all the people setting up the false paradigms, all this entire system of Hobson's choices, of false choices, people.
[02:15:29.321 --> 02:15:34.142]  You can't go back to seeing it any other way, and that's why there's so many enthusiastic people out there.
[02:15:34.162 --> 02:15:46.684]  And if they will just activate and turn to their friends, their family, people who don't believe, those who are one foot in and one foot out, those who are on the fence, we're going to win this thing because we do have truth on the side.
[02:15:47.264 --> 02:15:53.105]  And you just can't see it any other way once you realize what a grand deception all of this is.
[02:15:53.485 --> 02:15:56.386]  Politics just being one slice, one sector of it.
[02:15:56.966 --> 02:15:58.548]  And you've seen him throwing out all the stops.
[02:15:58.608 --> 02:16:02.671]  It wasn't enough just to black out Ron Paul or cheat him in the election.
[02:16:02.711 --> 02:16:09.517]  They've got to try to sabotage everything he stands for because they know it's so much more than the electability of Ron Paul.
[02:16:09.878 --> 02:16:18.806]  Whatever ends up happening with the actual election cycle, there is a revolution underway of ideas and that is what the system is most afraid of, in my view.
[02:16:19.726 --> 02:16:21.267]  Of course, you've got other stuff here.
[02:16:21.667 --> 02:16:46.956]  Warren Buffett, who's begged, quote-unquote, the system to tax billionaires and millionaires more than they have, another Hobson's choice, is out today in Bloomberg talking about how the banks were the ones victimized by excesses of ousted homeowners, and how many people who foreclosed actually picked up a lot of cash, implying that they did something deceptive and exploitative.
[02:16:47.996 --> 02:16:52.380]  That's ridiculous because we know how much the system has set this entire thing up.
[02:16:53.061 --> 02:17:07.874]  Goldman Sachs, who Warren Buffett has backed publicly, just one of the companies who bet against the systems in place, who are trying to backstop all this, betting against AIG and manipulating so many other markets.
[02:17:08.275 --> 02:17:14.080]  And I've got to tell you, I'm not going to forget about the fact I was there in 2006, the first time I was at a Bilderberg meeting.
[02:17:14.540 --> 02:17:22.330]  Didn't even know totally what to make out of it but I began studying the list and listening to what all the experts there said and what came out of the meeting.
[02:17:22.390 --> 02:17:30.280]  Didn't know if it was going to be true but it came out of that meeting in 2006 that they were going to pop the housing bubble and begin the economic crash.
[02:17:30.760 --> 02:17:45.434]  Nobody knew for another two years till well a year and a half till 2007 leading into 2008 that that crash was indeed upon us but look that information proved to be accurate so has a lot of other insider information that experts like
[02:17:45.814 --> 02:17:50.977]  Jim Tucker, the veteran Bilderberg sleuth, Daniel Eshlin and others have gotten out of those meetings.
[02:17:51.317 --> 02:18:09.107]  And now you see it here, people like Warren Buffett again backing Goldman Sachs, backing Bank of America, and backing the banking system in general, and telling us again that the victims, the people out of homes in this nation, are the ones to blame when the system knowingly, fraudulently rated their loans as AAA,
[02:18:10.107 --> 02:18:10.627]  I don't know.
[02:18:29.296 --> 02:18:31.658]  But it's just too shocking not to comment on.
[02:18:32.078 --> 02:18:43.305]  And this whole crew of bioethicists, what another false choice, what another grand deception of people who, you've got Julian Salvescu, who's argued that we should put lithium in the water.
[02:18:43.325 --> 02:18:44.686]  I know Alex talked about this too.
[02:18:44.786 --> 02:18:47.608]  Other bioethicists saying we should put lithium in the water.
[02:18:48.048 --> 02:18:54.473]  It's just another name they've spun for these eugenicists who want to sell us on the idea of killing humanity.
[02:18:55.573 --> 02:18:57.814]  And it's strange.
[02:18:58.434 --> 02:19:06.158]  Now I want to ask Cindy Sheehan coming up not only about her own situation with the IRS coming after her for not paying taxes.
[02:19:06.778 --> 02:19:13.060]  She says she has openly declared she won't support the empire and that's why she's not paying taxes.
[02:19:13.381 --> 02:19:23.585]  But I want to ask her about people like Michael Moore who's built his entire image on being anti-war, about trying to reign in the same empire that we're all against.
[02:19:24.305 --> 02:19:26.426]  And yet he continues to just back Obama.
[02:19:26.766 --> 02:19:31.268]  Won't say a word about Ron Paul, the only true anti-war candidate anywhere near the race.
[02:19:31.988 --> 02:19:41.392]  Now doing shenanigans along with other top Democrats to prop up Rick Santorum and prolong the GOP vote, thinking it will benefit Obama.
[02:19:41.672 --> 02:19:42.953]  We'll get into that and more.
[02:19:43.013 --> 02:19:45.033]  Cindy Sheehan joining us on the other side.
[02:19:45.674 --> 02:19:46.714]  And we'll be back.
[02:19:47.975 --> 02:19:49.075]  I'm Aaron Dyke sitting in.
[02:19:49.235 --> 02:19:51.856]  Alex Jones may be calling back in as well.
[02:19:52.617 --> 02:19:53.357]  Stay tuned for more.
[02:19:54.110 --> 02:19:55.370]  Hi, this is Alex Jones.
[02:19:55.410 --> 02:20:00.752]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[02:20:00.992 --> 02:20:05.614]  Did you know that in a real meltdown, non-hybrid seeds could become more valuable than silver or gold?
[02:20:06.014 --> 02:20:06.414]  It's true.
[02:20:06.494 --> 02:20:11.056]  Seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[02:20:11.576 --> 02:20:16.277]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[02:20:16.817 --> 02:20:23.719]  They call it a survival seed bank, and it can produce an endless supply of nutrient-dense food for you and your family.
[02:20:23.919 --> 02:20:24.819]  And here's the best part.
[02:20:25.039 --> 02:20:31.381]  These seeds have not been genetically modified in any way, and you actually get enough seeds to plant a full acre crisis garden.
[02:20:31.721 --> 02:20:34.564]  So visit them today at survivalseedbank.com.
[02:20:34.904 --> 02:20:36.806]  That's survivalseedbank.com.
[02:20:37.126 --> 02:20:37.967]  Or give them a call at 877-327-0365.
[02:20:37.987 --> 02:20:38.187]  That's 877-327-0365.
[02:20:38.227 --> 02:20:41.210]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[02:20:41.710 --> 02:20:43.452]  This is Alex Jones for survivalseedbank.com.
[02:20:53.821 --> 02:20:58.927]  Do you know which 37 crucial food items are going to fly off the shelves when the next disaster hits?
[02:20:59.227 --> 02:21:05.474]  If you don't, you and your family may be without food and waiting in long food lines after a big disaster strikes!
[02:21:05.634 --> 02:21:09.339]  You would be surprised how many people don't have these food items right now!
[02:21:10.460 --> 02:21:14.024]  123survivalplan.com has set up a for patriots only video
[02:21:14.464 --> 02:21:19.847]  Inside information on the 37 food items that will sell out first when the next disaster strikes.
[02:21:20.107 --> 02:21:28.991]  The video on 123survivalplan.com has crucial information you and your family need to prepare for any disaster, natural or man-made.
[02:21:29.311 --> 02:21:34.033]  And you won't have to be afraid of going hungry or being sent to a FEMA refugee camp.
[02:21:34.193 --> 02:21:39.335]  See the video that over 1 million other smart patriots have already seen in the last 4 months.
[02:21:39.615 --> 02:21:40.456]  Prepare now!
[02:21:40.856 --> 02:21:46.460]  Go to 123survivalplan.com and learn which 37 food items you should hoard.
[02:21:46.720 --> 02:21:47.480]  Easy to remember.
[02:21:47.500 --> 02:21:48.081]  123survivalplan.com.
[02:21:48.101 --> 02:21:49.842]  Again, that's 123survivalplan.com.
[02:21:54.554 --> 02:21:59.239]  How would you like to save over $100 on your gardening seeds this year?
[02:21:59.800 --> 02:22:01.882]  You can at GetSeeds.net.
[02:22:02.283 --> 02:22:09.070]  GetSeeds offers 100% open pollinated, heirloom, non-hybrid, GMO-free premium vegetable seeds.
[02:22:09.731 --> 02:22:11.693]  On sale now for only $59 for 100 packets.
[02:22:14.176 --> 02:22:20.278]  Your 100 packets will include a variety of vegetable seeds, common herb seeds and garden variety fruits.
[02:22:20.798 --> 02:22:26.360]  You can even collect your seeds from the plants you grow so you don't have to purchase more seeds year to year.
[02:22:27.121 --> 02:22:34.123]  Go to get seeds dot net for a chance to buy your seeds at 300 plus percent below online retailers prices.
[02:22:34.583 --> 02:22:39.905]  Save money and get non hybrid heirloom GMO free premium growing seeds
[02:22:40.505 --> 02:22:41.547]  Get seeds dot net.
[02:22:41.567 --> 02:22:42.729]  Or call us at 877-341-GROW.
[02:22:42.789 --> 02:22:43.249]  That's 877-341-4769.
[02:22:43.289 --> 02:22:44.050]  Get seeds dot net.
[02:22:53.607 --> 02:22:56.911]  IRS, the three most dreaded letters of the alphabet.
[02:22:57.171 --> 02:23:07.541]  If you owe back taxes, have unfiled tax returns, are receiving threatening letters, or have IRS agents coming to your home or place of business, you need an experienced IRS agent fighting on your side.
[02:23:07.682 --> 02:23:11.145]  Call the Tax Relief Division of the Law Offices of Craig Zimmerman at 800-652-6978.
[02:23:13.968 --> 02:23:23.576]  Spearheaded by a former IRS agent, we know how to negotiate a reduction in the tax you owe, stop wage garnishments, lift bank levies, and negotiate an affordable repayment plan.
[02:23:23.736 --> 02:23:30.621]  With 17 years as a practicing attorney and an A-plus Better Business rating, we'll get the IRS off your back once and for all.
[02:23:30.781 --> 02:23:35.085]  In fact, recently, when an IRS employee had a tax problem, she called us.
[02:23:35.365 --> 02:23:38.848]  Stop being afraid and call right now for your free consultation at 800-652-6978.
[02:23:38.868 --> 02:23:41.110]  The phone call is free and there's no obligation, so call 800-652-6978.
[02:23:41.130 --> 02:23:41.790]  Again, that's 800-652-6978.
[02:23:41.810 --> 02:23:44.032]  Actual results based on individual client circumstances.
[02:23:44.052 --> 02:23:44.753]  I was a highway man.
[02:23:44.793 --> 02:23:45.814]  Along the coach roads I did ride.
[02:24:18.597 --> 02:24:20.438]  We are back at InfoWars.com.
[02:24:20.458 --> 02:24:21.558]  You just heard from Alex.
[02:24:21.598 --> 02:24:23.879]  He's on the road, maybe popping in again.
[02:24:24.259 --> 02:24:26.880]  Meanwhile, I'm sitting in throughout the rest of the broadcast.
[02:24:26.900 --> 02:24:27.760]  Aaron Dykes here.
[02:24:28.161 --> 02:24:31.742]  And we are joined now by anti-war activist Cindy Sheehan.
[02:24:32.122 --> 02:24:44.411]  She really became emblematic as far back as 2004 and 2005 after her son Casey was killed in action in Iraq and really has spoken out ever since against the war.
[02:24:44.952 --> 02:24:58.101]  And it's very interesting to also track how as Obama came into office, so many other anti-war activists fell off, were not to be heard from as they quietly allowed Obama to continue these wars, but not Cindy Sheehan.
[02:24:58.422 --> 02:25:01.284]  So we're going to talk to her about that and so many other issues.
[02:25:01.684 --> 02:25:05.806]  As the IRS now comes after her for not paying back taxes.
[02:25:06.507 --> 02:25:10.589]  Headline, New American anti-war activist Cindy Sheehan refuses to pay taxes.
[02:25:11.169 --> 02:25:16.512]  Curt Nemo's headline, Fed sick, IRS attack dog on anti-war activist Cindy Sheehan.
[02:25:16.952 --> 02:25:19.093]  Cindy Sheehan, thanks for joining us on the broadcast.
[02:25:20.614 --> 02:25:21.795]  Thank you, Aaron.
[02:25:21.875 --> 02:25:23.196]  It's nice to be on again.
[02:25:24.116 --> 02:25:24.956]  It's great to talk to you.
[02:25:25.937 --> 02:25:27.658]  It's nice to talk to you too, thank you.
[02:25:29.069 --> 02:25:43.176]  So give us your version of events in terms of the latest with the IRS coming after you and why you haven't paid taxes because I know you've been up front about that and what you continue to fight for and what you've always been fighting for.
[02:25:44.036 --> 02:25:54.021]  Well, when my son was killed in Iraq in 2004, I decided that my tax money had
[02:25:54.861 --> 02:25:59.644]  You know, being part of the problem that contributed to the murder of my own son.
[02:26:00.425 --> 02:26:08.570]  And so, I decided at that point that I was going to be a tax, a conscientious tax objector.
[02:26:08.590 --> 02:26:11.992]  And like you said, I've been very upfront about it.
[02:26:12.212 --> 02:26:19.397]  I've spoken about it very loudly and very clearly, and my reasons for doing so.
[02:26:20.278 --> 02:26:23.500]  And I've been doing this now for almost eight years, and
[02:26:24.421 --> 02:26:42.066]  Last Monday, I was eating dinner at a restaurant in my town with another activist from Berkeley, and this man walked in, or he walked up to our table, and at first I thought he was the manager because he had a tie on.
[02:26:42.086 --> 02:26:46.707]  Because, you know, a lot of times people recognize me and they just want to come up and say hi.
[02:26:47.288 --> 02:26:50.749]  And the guy goes, Hi Cindy, my name is Cornell.
[02:26:50.829 --> 02:26:51.929]  And I was like, Oh, hello.
[02:26:52.549 --> 02:26:54.190]  And he said, I'm from Channel 10 News.
[02:26:54.510 --> 02:26:56.632]  And I said, what are you doing here in Vacaville?
[02:26:56.672 --> 02:26:57.893]  Are you just passing through?
[02:26:57.913 --> 02:27:00.454]  And he said, no, actually, I'm here to see you.
[02:27:00.474 --> 02:27:03.657]  And then my mind kind of jumps like, what did I do now?
[02:27:03.737 --> 02:27:07.679]  You know, I've just been, I'm just, first of all, I'm just sitting here eating dinner.
[02:27:07.699 --> 02:27:13.263]  And secondly, I've been working on my radio show and my book that I just published.
[02:27:13.343 --> 02:27:14.484]  I haven't really been out.
[02:27:15.284 --> 02:27:19.706]  Uh, publicly, uh, you know, doing protests or anything lately.
[02:27:19.726 --> 02:27:21.367]  It's been kind of a quiet year.
[02:27:21.967 --> 02:27:30.170]  And he said that he was there to talk to me about the lawsuit filed by, uh, Obama's Department of Justice against me.
[02:27:30.190 --> 02:27:34.712]  And I had no idea what he was talking about until he showed me the lawsuit.
[02:27:35.232 --> 02:27:36.793]  And it was filed by the U.S.
[02:27:37.153 --> 02:27:39.274]  Attorney on behalf of the IRS.
[02:27:39.914 --> 02:27:42.835]  And I have had a couple meetings lately with the IRS.
[02:27:44.019 --> 02:27:46.241]  And I've told them that I'm not cooperating with them.
[02:27:46.762 --> 02:28:03.556]  And this lawsuit apparently, because I still haven't been served the paperwork, it's amazing to me that Channel 10 News in Sacramento got this lawsuit before I even knew about it, let alone had a copy of my own.
[02:28:08.405 --> 02:28:29.883]  Going to compel me to go into court and they're going to try to force me to provide my records It's amazing and what kind of response are you getting from the left as you continue to preach against the wars and Demonstrate as Obama continues these wars and many people support him in spite of that fact well
[02:28:32.728 --> 02:28:47.573]  You know, last year, maybe the year before, we saw an increase of people on the so-called left speaking out against Obama and maybe organizing some protests and things like that.
[02:28:48.073 --> 02:28:52.435]  But now that it's an election year, they're starting to circle the wagons again.
[02:28:54.724 --> 02:29:00.187]  I've had almost 100% support about this tax issue.
[02:29:00.207 --> 02:29:05.230]  It doesn't matter, you know, what political identification the person is.
[02:29:05.370 --> 02:29:16.776]  But, you know, there are some people calling me, you know, saying that I'm like a tea bagger or I'm a Republican because I'm refusing to pay my taxes.
[02:29:16.836 --> 02:29:17.317]  I don't know.
[02:29:17.337 --> 02:29:21.519]  Republicans in general are opposed to the Lord.
[02:29:22.239 --> 02:29:22.800]  Anyway, so...
[02:29:24.656 --> 02:29:26.177]  Well, we'll get more into that on the other side.
[02:29:26.217 --> 02:29:31.199]  We've got the break coming up ahead, but that's what I'm wondering if this has to do with the Obama re-election cycle.
[02:29:31.620 --> 02:29:33.200]  I'm sure the answer's there in the question.
[02:29:33.480 --> 02:29:36.582]  Cindy Sheehan will be back with us, and we'll take some of your calls as well.
[02:29:36.662 --> 02:29:37.162]  Stay tuned.
[02:29:37.342 --> 02:29:38.203]  Infowars.com.
[02:29:43.185 --> 02:29:44.086]  We're on the march.
[02:29:44.586 --> 02:29:46.187]  The empire's on the run.
[02:29:47.107 --> 02:29:49.789]  Alex Jones and the GCN Radio Network.
[02:29:54.457 --> 02:29:59.141]  Folks, Iran and the Mideast nuclear mess is already ballooning our gas prices.
[02:29:59.442 --> 02:30:14.055]  Whether you're struggling with food costs, which are being blown up by gas costs now, or know that when the Mideast showdown explodes, whatever food supply you have is all you'll get because of huge panic demand, eFoods Direct Family Packs are the answer.
[02:30:14.375 --> 02:30:20.901]  Now the most affordable best food is saving you up to 50% compared to other poor quality food companies.
[02:30:21.262 --> 02:30:28.989]  The new Alex Jones Quick Fix Family Pack saves you so much money, the savings from eating this food will actually help you pay your other bills.
[02:30:29.409 --> 02:30:36.514]  No matter what effect the Mideast crisis or the crashing economy have, you'll have food as delicious tonight as 25 years from now.
[02:30:36.875 --> 02:30:41.618]  Order now for 50% savings and free shipping on these affordable family packs.
[02:30:41.878 --> 02:30:44.440]  Call 800-409-5633 or efoodsdirect.com slash Alex.
[02:30:44.480 --> 02:30:47.182]  Call 800-409-5633 or efoodsdirect.com slash Alex.
[02:30:54.810 --> 02:30:56.311]  Hi folks, this is Alex Jones.
[02:30:56.531 --> 02:31:01.553]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[02:31:01.833 --> 02:31:03.193]  Saving means to make money.
[02:31:03.373 --> 02:31:12.157]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[02:31:12.897 --> 02:31:20.004]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[02:31:20.424 --> 02:31:28.051]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[02:31:28.432 --> 02:31:33.356]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[02:31:33.676 --> 02:31:35.838]  Getting a free catalog is easy by calling 800-340-7091.
[02:31:38.601 --> 02:31:41.505]  Or see Calvin on the web at FiveStarSoap.com.
[02:31:41.806 --> 02:31:44.029]  Take charge of your health now by calling 800-340-7091.
[02:31:44.049 --> 02:31:46.312]  Or see Calvin on the web at FiveStarSoap.com.
[02:31:53.453 --> 02:32:00.416]  A little over a year ago, I began to do a lot of research into why, even though I had a pretty good-sized meal, that I was still starving.
[02:32:00.656 --> 02:32:18.242]  And my research led me to a well-known fact that most of the soils that we grow our crops on here in the United States and across the industrialized world are almost completely depleted of almost all of the key minerals and trace elements that our bodies need to rebuild themselves, fight off cancer, and be healthy.
[02:32:18.522 --> 02:32:24.524]  I've been searched out the best vitamin and mineral company out there and discovered Young Jevity.
[02:32:24.704 --> 02:32:32.567]  The Young Jevity products are designed to give you the real nutrition you need and once you've got that you don't have to eat as much to be satisfied.
[02:32:32.867 --> 02:32:34.287]  I've lost 37 pounds in two months.
[02:32:36.388 --> 02:32:39.129]  Simply getting the vitamins and minerals I need.
[02:32:39.169 --> 02:32:40.230]  Check it out for yourself.
[02:32:40.450 --> 02:32:41.190]  It's incredible.
[02:32:41.330 --> 02:32:50.354]  Go to Infowarsteam.com today and order your first canister of Beyond Tangy Tangerine Complete Multivitamin Mineral Complex Dietary Supplement.
[02:32:50.534 --> 02:32:52.695]  That's Infowarsteam.com.
[02:32:57.028 --> 02:32:57.709]  Big Brother.
[02:32:58.009 --> 02:32:59.290]  Mainstream media.
[02:32:59.670 --> 02:33:00.851]  Government cover-ups.
[02:33:01.071 --> 02:33:02.052]  You want answers?
[02:33:02.332 --> 02:33:03.433]  Well, so does he.
[02:33:04.413 --> 02:33:08.296]  It's Alex Jones on the GCN Radio Network.
[02:33:20.700 --> 02:33:22.322]  This is Infowars.com.
[02:33:22.462 --> 02:33:26.768]  Alex is barreling down the road right now so I'm sitting in to finish off the broadcast.
[02:33:27.149 --> 02:33:33.637]  Our guest right now is Cindy Sheehan and I would have to say what she practices is civil disobedience.
[02:33:34.058 --> 02:33:38.123]  It's an old thing basically coined by Henry David Thoreau.
[02:33:38.904 --> 02:33:50.970]  Who said, among other things, if a thousand men were not to pay their tax bills this year, that would not be a violent and bloody measure, as it would be to pay them and enable the state to commit violence and shed innocent blood.
[02:33:51.370 --> 02:33:56.052]  This, in fact, is the definition of a peaceful revolution, if any such is possible.
[02:33:56.452 --> 02:34:02.735]  He also said that under a government which imprisons unjustly, the true place for a just man is also in prison.
[02:34:03.176 --> 02:34:09.514]  He's one of the original tax protesters and I guess it's people like Cindy Sheehan continuing in his tradition.
[02:34:09.614 --> 02:34:09.895]  Cindy.
[02:34:11.335 --> 02:34:24.262]  Uh, Henry Davis O'Rourke, of course, is one of my inspirations, and I studied him when I was in college, and I wish I would have paid closer attention to him back then, and then my son might still be alive today.
[02:34:24.342 --> 02:34:36.189]  But, you know, what is, is, and we have to go forward, and I was just at a protest, uh, Saturday morning, early Saturday morning, starting, well, actually started Friday night at five minutes to midnight.
[02:34:36.249 --> 02:34:38.871]  They launched an ICBM test,
[02:34:39.651 --> 02:34:40.792]  We're good to go.
[02:35:03.760 --> 02:35:04.721]  What do you want to call it?
[02:35:04.761 --> 02:35:12.724]  A squadron of MPs who arrested us, who treated me very horribly.
[02:35:13.224 --> 02:35:17.566]  I was, you know, bent over my back.
[02:35:17.586 --> 02:35:24.749]  I was bent backwards over the front of a female MP and, you know, molested worse than I've ever been in any arrest.
[02:35:25.030 --> 02:35:29.872]  And then we were detained and handcuffed in their vans for a couple hours afterwards.
[02:35:31.092 --> 02:35:31.453]  I hope so.
[02:35:47.651 --> 02:35:48.231]  We're good to go.
[02:36:13.732 --> 02:36:14.092]  I don't know.
[02:36:35.359 --> 02:36:54.505]  And I for one, you know, know as a tax resister that eventually I could end up in prison, but I, like Henry David Thoreau, I'd rather be there than knowing that I was like a co-defendant with my government in killing innocent people.
[02:36:54.945 --> 02:36:58.886]  And they may bring me to court, they want to bring me to court in the middle of April.
[02:36:59.267 --> 02:37:03.448]  And I want to go to court, I don't know what date April 15th is on, but I want to go to
[02:37:04.648 --> 02:37:06.249]  And I want to make this a movement.
[02:37:06.630 --> 02:37:09.171]  And this is why they're coming after me, Erin.
[02:37:09.191 --> 02:37:11.573]  And this is why they come after people with prominence.
[02:37:12.033 --> 02:37:16.616]  Because I don't think the Empire thinks they can intimidate me anymore.
[02:37:17.056 --> 02:37:28.503]  But what they want to do is they want to show other people what could happen to you if you decide to go the route that Cindy Sheehan goes, or that the National War Tax Resisting Coordinating Committee has gone.
[02:37:28.924 --> 02:37:33.860]  All the prominent people who, you know, are not afraid of them, who are not afraid to
[02:37:35.211 --> 02:37:36.912]  Well, that's the point.
[02:37:36.932 --> 02:37:49.096]  I don't think there was anything good about the Bush administration, but I think they realized that taking you down then through your protesting the taxes would only lend credence to your movement, would only build you up
[02:38:01.420 --> 02:38:09.287]  At a time when that national spotlight was on you, you were very iconic of the entire anti-war movement, but all that has somehow become silent under Obama.
[02:38:09.708 --> 02:38:17.374]  You've continued to protest, but so many others have stopped protesting against the war, haven't shown up to these rallies, haven't had their voices heard.
[02:38:17.394 --> 02:38:18.756]  I mean, what do you make of that?
[02:38:18.796 --> 02:38:23.400]  It's got to be a political retribution as Obama launches into his re-election cycle.
[02:38:23.936 --> 02:38:26.798]  Well, I think you're absolutely right.
[02:38:26.878 --> 02:38:44.027]  I think that Obama was put in place by what I call the robber class, what the Occupy Movement calls the 1%, to further the agenda of the 1% or the robber class, and to do it in a way where there's very little opposition.
[02:38:44.428 --> 02:38:51.992]  Not only is there no opposition, but many of these people who would have been screaming the loudest if Bush or McCain
[02:38:52.533 --> 02:38:56.502]  And then these things are not, not, just not screaming.
[02:38:57.594 --> 02:38:59.756]  They're supporting what he's doing.
[02:38:59.916 --> 02:39:10.945]  So, you know, to me it's scandalous and it's pitiful and pathetic that people care more about partisan politics than they do about, you know, actual human beings.
[02:39:11.045 --> 02:39:23.915]  I wrote an article not too long ago saying it would probably be better for a Republican to be elected in 2012 because then at least these progressives would care about innocent people again.
[02:39:24.976 --> 02:39:29.355]  Are they going to pretend to care about innocent people for political gain?
[02:39:29.929 --> 02:39:36.213]  Yeah, and I want to bring up the point of Michael Moore because he was very forward on being anti-war for years in the Bush administration.
[02:39:36.593 --> 02:39:50.941]  Then Obama came in, we saw the signs that he was going to have the same advisers, that he was going to continue these wars, that he was going to keep contractors, change the names of what active duty troops were as he kept them in Iraq and Afghanistan, expanding to all these other countries.
[02:39:51.621 --> 02:39:53.802]  I believe it's still nine war fronts we're on.
[02:39:54.163 --> 02:39:58.025]  And here he is today again making a splash in the news with his
[02:39:58.345 --> 02:40:09.031]  Political shenanigans saying he wants to make mischief under Operation Hilarity and back Santorum thinking it's gonna discredit the GOP race so Obama can get reelected.
[02:40:09.452 --> 02:40:22.860]  Well, you don't have to agree with Ron Paul if you're on the left on economic issues or a lot of things, but there's no doubting he's the only real anti-war candidate in the race and I don't understand how Michael Moore can publicly say this and keep his supporters.
[02:40:24.301 --> 02:40:46.210]  Well, because I think that it's all this paradigm, you know, that these people were actually anti-Bush, they weren't anti-war, and so of course, you know, Michael Moore has done a lot of good things and, you know, he's not the only person in that side of the
[02:40:46.790 --> 02:40:47.151]  I think?
[02:41:05.174 --> 02:41:13.602]  You know, I think they have as much of a chance of being elected as Ron Paul, but, you know, if you're on the right and you're anti-war, then you should support Ron Paul.
[02:41:13.662 --> 02:41:20.809]  If you're on the left and you're anti-war, you can support the Green Party or Rocky Anderson of the Justice Party or, you know, who knows?
[02:41:21.449 --> 02:41:25.451]  If some anti-war, other anti-war person on the left is going to rise up.
