[00:00:00.009 --> 00:00:01.980]  Visit GCNLive.com today!
[02:18:29.299 --> 02:18:30.340]  And that's not just hype, folks.
[02:18:30.380 --> 02:18:31.060]  Try it out.
[02:18:31.461 --> 02:18:35.063]  The regular Polymbers and the Polymbers Plus at Infowarsteam.com.
[02:18:35.083 --> 02:18:43.889]  And specifically on the alcohol issue, I know it's classed as a depressant, but why for myself does it have a stimulant effect?
[02:18:45.051 --> 02:18:53.876]  It all depends how much alcohol you have in your body, because eventually as your body's trying to digest and eliminate the alcohol, your body sees alcohol as a toxin.
[02:18:54.237 --> 02:18:57.919]  So when it's going through that elimination phase, eventually your body does see it as a depressant.
[02:18:58.339 --> 02:19:00.721]  Small amounts can excite the body.
[02:19:00.781 --> 02:19:03.082]  I'm talking about, you know, like a beer.
[02:19:03.302 --> 02:19:07.245]  Yeah, like one beer will wake me up, but then I don't even really like it.
[02:19:07.285 --> 02:19:08.385]  And then I can't go to sleep.
[02:19:09.446 --> 02:19:10.347]  People always talk about,
[02:19:11.087 --> 02:19:16.849]  I'm just describing what I've learned keeps me up, but I don't need coffee and I don't need a beer anymore to stay up.
[02:19:16.929 --> 02:19:17.989]  Now I just have a polymer.
[02:19:18.349 --> 02:19:20.730]  I'm saying it is amazing, folks.
[02:19:21.150 --> 02:19:22.731]  Infowarsteam.com.
[02:19:23.091 --> 02:19:29.273]  And if we put it up on screen, there's also a number there on the site where people can take your order there.
[02:19:29.293 --> 02:19:29.833]  It's 865-441-2996.
[02:19:29.853 --> 02:19:30.414]  Again, that's 865-441-2996.
[02:19:37.756 --> 02:19:37.796]  865-441-2996
[02:19:59.511 --> 02:20:04.016]  Named his latest and greatest product, you know, after the Info War.
[02:20:04.496 --> 02:20:10.482]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[02:20:10.642 --> 02:20:13.405]  78% of the Midwest corn belt is in drought conditions.
[02:20:13.606 --> 02:20:18.651]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[02:20:18.991 --> 02:20:23.693]  The cost to feed livestock is forcing farmers and ranchers out of business, blowing up your food prices.
[02:20:23.934 --> 02:20:31.337]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods from eFoods Direct now.
[02:20:31.598 --> 02:20:35.299]  As the price of raw ingredients increases, eFoods will have to raise prices too.
[02:20:35.460 --> 02:20:37.040]  Now is the time to get your supply.
[02:20:37.240 --> 02:20:41.122]  I recently increased my supply from eFoods Direct because we've all known this was coming.
[02:20:41.283 --> 02:20:43.904]  You know about their delicious long-term storable foods.
[02:20:44.184 --> 02:20:46.827]  The fact is, you can eat it any time to save money today.
[02:20:46.947 --> 02:20:51.372]  And because it's stored for 25 years, you're locking in today's prices and avoiding the rising food costs.
[02:20:51.513 --> 02:20:52.053]  Don't wait!
[02:20:52.173 --> 02:20:54.516]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex.
[02:20:54.636 --> 02:20:57.219]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[02:20:57.239 --> 02:20:59.241]  You can bet your life on eFoodsDirect.
[02:21:04.824 --> 02:21:05.224]  Hi there.
[02:21:05.825 --> 02:21:06.886]  My name is Frank Bates.
[02:21:07.346 --> 02:21:10.568]  What I'm about to tell you in the next 60 seconds could get me in a lot of trouble.
[02:21:11.189 --> 02:21:19.976]  I just created a free video presentation at 123coverup.com that exposes the electricity monopolies and government agencies for what they really are.
[02:21:20.336 --> 02:21:26.361]  Incompetent, lying crooks that are counting on your ignorance and fear to keep your power bills criminally high.
[02:21:27.021 --> 02:21:28.622]  Some have called this a conspiracy.
[02:21:29.223 --> 02:21:34.327]  Others have called it a cover-up and you will be shocked to find out how deep the conspiracy goes.
[02:21:35.027 --> 02:21:42.111]  My video at 123coverup.com exposes the truth and shows you the secret of how I beat them and how you can beat them too.
[02:21:42.972 --> 02:21:47.875]  Watch the controversial video that thousands of other smart patriots have already seen in the last three months.
[02:21:48.555 --> 02:21:54.459]  Go to 123coverup.com and discover one weird trick to slash your power bill and protect your home.
[02:21:55.059 --> 02:22:00.382]  Go watch my video now at 123coverup.com before they force me to shut it down.
[02:22:00.782 --> 02:22:01.903]  Again, that's 123coverup.com.
[02:22:03.720 --> 02:22:06.762]  Do you fear losing your home and being on the street?
[02:22:07.103 --> 02:22:07.943]  Can't happen to you?
[02:22:08.243 --> 02:22:09.284]  Well, think again.
[02:22:09.744 --> 02:22:13.727]  Millions of honest, hard-working Americans have had their homes stolen by the banks.
[02:22:14.148 --> 02:22:15.008]  There is an answer.
[02:22:15.529 --> 02:22:18.171]  The answer is MortgageEndgame.com.
[02:22:18.531 --> 02:22:22.574]  Yes, MortgageEndgame.com is the only long-term solution.
[02:22:22.894 --> 02:22:28.358]  We have discovered and possess over 11,000 pages of previously unknown, court-admissible evidence.
[02:22:28.658 --> 02:22:31.941]  The banks have created a massive fraud to make you a renter for life.
[02:22:32.341 --> 02:22:33.182]  Paid off your home?
[02:22:33.402 --> 02:22:35.424]  Forget about getting your original paperwork.
[02:22:35.704 --> 02:22:37.225]  On time every month with your payments?
[02:22:37.425 --> 02:22:38.306]  It doesn't matter!
[02:22:38.546 --> 02:22:41.789]  Your title is likely clouded and nobody knows who owns your home.
[02:22:42.189 --> 02:22:43.210]  You are not alone.
[02:22:43.611 --> 02:22:52.018]  Contact mortgageandgame.com for full details and benefits from participating at no legal cost in the massive assault to achieve regress and damages.
[02:22:52.378 --> 02:22:56.606]  MortgageEndgame.com, the only real solution to the mortgage crisis.
[02:22:56.907 --> 02:22:58.429]  Call us at 903-962-9070 or visit us at MortgageEndgame.com.
[02:23:03.479 --> 02:23:04.700]  We take a lot for granted.
[02:23:05.000 --> 02:23:07.141]  Lights, water, even food we eat.
[02:23:07.362 --> 02:23:08.762]  But what if these things went away?
[02:23:08.943 --> 02:23:12.125]  Would you know how to protect your family in a natural or man-made disaster?
[02:23:12.345 --> 02:23:13.486]  Would you know how to survive?
[02:23:13.806 --> 02:23:18.529]  When disaster hits, power and water are gone and the mobs go crazy grabbing food off the shelves.
[02:23:18.969 --> 02:23:21.511]  You and your family may be waiting in long lines for help.
[02:23:21.971 --> 02:23:22.812]  Don't be helpless.
[02:23:23.212 --> 02:23:26.694]  Learn the secrets to survival at 123survivalplan.com.
[02:23:26.814 --> 02:23:29.516]  Do you know the 37 crucial food items you can't live without?
[02:23:29.756 --> 02:23:31.417]  Many people don't have these food items.
[02:23:31.758 --> 02:23:34.840]  Learn what you need to hoard at 123survivalplan.com.
[02:23:35.080 --> 02:23:39.743]  Recently, over 1 million people have viewed the video at 123survivalplan.com.
[02:23:40.083 --> 02:23:41.765]  These survival secrets are vital.
[02:23:41.985 --> 02:23:45.247]  The government suggests we maintain an emergency supply of food and water.
[02:23:45.447 --> 02:23:50.571]  But do you know the 37 food items that will fly off grocery shelves or a simple way to treat unsafe drinking water?
[02:23:50.711 --> 02:23:52.112]  This information is critical.
[02:23:52.552 --> 02:23:55.095]  Find it now on 123survivalplan.com.
[02:23:55.436 --> 02:23:57.338]  Don't take your family's safety for granted.
[02:23:57.658 --> 02:23:58.359]  Visit 123survivalplan.com.
[02:23:58.399 --> 02:23:59.260]  That's 123survivalplan.com.
[02:24:17.981 --> 02:24:19.402]  We're going to get into the shooter.
[02:24:19.422 --> 02:24:22.944]  We're going to have Fritz Springmeier here in studio with us, expert on mind control.
[02:24:23.044 --> 02:24:24.304]  Offered a bunch of books on it.
[02:24:24.825 --> 02:24:26.265]  His research is groundbreaking.
[02:24:27.486 --> 02:24:32.009]  By the way, you can become a distributor, create your own website under infowarsteam.com.
[02:24:32.029 --> 02:24:34.310]  And we were giving out a distributor's number, which is great as well.
[02:24:34.330 --> 02:24:43.575]  You want to call the main number here to order any of the fine products discounted, like Polymburst Plus, that just officially came out this week and is now in stock.
[02:24:43.595 --> 02:24:43.635]  877-551-1301.
[02:24:48.254 --> 02:24:48.674]  We're good to go.
[02:25:04.183 --> 02:25:11.511]  I know a lot of folks would rather we would just be the government and come take the money from you at gunpoint, but we'd rather just sell you a good product that everybody win-wins from.
[02:25:11.531 --> 02:25:14.995]  877-551-1301 is the main number if you want to talk directly to our folks.
[02:25:15.015 --> 02:25:16.617]  877-551-1301 or infowarsteam.com.
[02:25:23.689 --> 02:25:26.851]  Now, coming up, it's finally hitting mainstream news.
[02:25:26.931 --> 02:25:29.413]  They're praising Al-Qaeda as wonderful people.
[02:25:30.073 --> 02:25:31.734]  This is the London Guardian today.
[02:25:32.195 --> 02:25:35.857]  Al-Qaeda turns tides for rebels in battle for Eastern Syria.
[02:25:36.498 --> 02:25:39.920]  And it just talks about their discipline and what incredible men they are.
[02:25:39.940 --> 02:25:44.423]  I got to get my rights up because Al-Qaeda is going to attack me.
[02:25:45.684 --> 02:25:47.385]  And it just goes on and on.
[02:25:49.278 --> 02:25:50.840]  This is just amazing.
[02:25:51.140 --> 02:25:59.029]  Again, new bill introduced to ban online ammo sales, ban all semi-autos, ban clips of 10 or more, getting almost no attention.
[02:25:59.069 --> 02:26:01.572]  It finally hit Yahoo News today.
[02:26:04.335 --> 02:26:06.798]  I mean, incredible things are happening right now.
[02:26:06.858 --> 02:26:09.180]  The world is just racing towards tyranny.
[02:26:09.861 --> 02:26:15.626]  Dr. Corey Gold, what do you make of Obama using Al Qaeda to take over Libya and now Syria?
[02:26:16.127 --> 02:26:19.651]  I'm not saying Qaddafi or Assad are good guys, but compared to Al Qaeda,
[02:26:20.431 --> 02:26:25.016]  I mean, I'm not a supporter of Al Qaeda, and I know that means I'm not patriotic nowadays.
[02:26:25.277 --> 02:26:29.602]  To be patriotic is you want drones, checkpoints, no freedom, turn your guns in.
[02:26:29.962 --> 02:26:35.929]  I guess, I mean, I guess they're telling us, the founders, you know, gun owners, libertarians, we are the terrorists.
[02:26:36.971 --> 02:26:45.417]  Well, Al-Qaeda was great when they were fighting the Russians in Afghanistan, and then Al-Qaeda was bad when they were fighting us in Afghanistan.
[02:26:45.677 --> 02:26:50.981]  Now Al-Qaeda is good again because they're helping get rid of Assad in Syria.
[02:26:52.142 --> 02:26:52.943]  I guess it just depends.
[02:26:53.083 --> 02:26:54.204]  It's kind of like baseball players.
[02:26:54.264 --> 02:26:56.246]  It all depends which uniform they're wearing that day.
[02:26:56.506 --> 02:26:58.928]  It's the same guy, just what uniform they're wearing that day.
[02:26:59.449 --> 02:27:06.015]  It is crazy when you think about it that we're fighting Al-Qaeda except they're helping us fight in Syria because we don't like that guy more.
[02:27:07.176 --> 02:27:07.856]  You're right.
[02:27:07.977 --> 02:27:11.179]  Drones are flying but people think it's good because it's protecting them.
[02:27:11.539 --> 02:27:15.462]  The internet's being censored but that's good because people aren't getting their feelings hurt.
[02:27:16.022 --> 02:27:22.947]  The government's putting lithium or wants to put lithium in the water because you shouldn't have any opinions or be sad ever because emotions are no good for you.
[02:27:22.967 --> 02:27:25.909]  You know, you start wondering where are we heading with this?
[02:27:26.330 --> 02:27:27.911]  Mayor Bloomberg is telling people
[02:27:28.371 --> 02:27:37.077]  Yeah, abortions are great in New York, but you know, you can't have formula for your children because the government would prefer you do this instead.
[02:27:37.437 --> 02:27:45.522]  We're really at a wacky place, but it is kind of crazy when you think about when is Al-Qaeda our friend and when is it our enemy, and is it the same day sometimes?
[02:27:47.017 --> 02:27:52.625]  And then meanwhile, they're trying to restrict vitamins and minerals, but Dr. Wallach's been leading the charge to stop that.
[02:27:53.426 --> 02:28:00.195]  But then they want to legalize anti-psychotics and things like Oxycontin for four-year-olds.
[02:28:01.610 --> 02:28:02.330]  Oh, you just think about it.
[02:28:02.350 --> 02:28:10.774]  There are commercials on the air right now that says, if your first antidepressant isn't working well enough, we've got a second antidepressant you can put on top of that.
[02:28:11.034 --> 02:28:12.914]  But be very careful of vitamins and minerals.
[02:28:12.934 --> 02:28:14.435]  Those could be dangerous for you.
[02:28:14.455 --> 02:28:23.899]  If anybody listens to this commercial, pick up a tube of toothpaste, read the warning on the back about having too much toothpaste, and now drink the fluoride in the water.
[02:28:24.339 --> 02:28:30.261]  It tells you, you could die from eating a whole tube of toothpaste, but chug away in the water, you know, have a lot of water.
[02:28:30.501 --> 02:28:34.744]  You've been running around town, you're thirsty, drink a lot of water, put that fluoride in.
[02:28:35.265 --> 02:28:37.106]  It just begs intelligence.
[02:28:37.706 --> 02:28:40.048]  Well, that was the final point I wanted to cover with you here.
[02:28:40.949 --> 02:28:53.177]  Harvard looked at more than a dozen major modern studies as far back as 1977 and said it accelerated tumor growth, bone cancer, and massively lowered children's IQs.
[02:28:53.798 --> 02:28:59.162]  But if I go down to the city council in Austin and say, stop putting it in my water, they laugh at me.
[02:29:01.252 --> 02:29:01.512]  Right.
[02:29:03.094 --> 02:29:04.435]  It's a brainwashing technique.
[02:29:04.455 --> 02:29:05.155]  You think about this.
[02:29:05.175 --> 02:29:08.218]  If you say, I want pure water, they think you're crazy.
[02:29:08.238 --> 02:29:09.859]  You're asking for pure water.
[02:29:09.879 --> 02:29:14.143]  If you try to collect your own rainwater in your house, you're violating some kind of law.
[02:29:14.363 --> 02:29:17.746]  You say you want clean food with no GMOs, you are crazy.
[02:29:17.966 --> 02:29:20.068]  You grow your own food, you are crazy.
[02:29:20.088 --> 02:29:21.229]  You may be a lawbreaker.
[02:29:21.429 --> 02:29:25.893]  You want to have a cow and drink the unpasteurized milk, you could be doing something wrong.
[02:29:26.233 --> 02:29:27.534]  It's an upside down world.
[02:29:27.654 --> 02:29:29.216]  All these things are intuitively good.
[02:29:30.959 --> 02:29:36.382]  I'll tell you what's intuitively delicious is my Polymburst Plus, available at Infowarsteam.com.
[02:29:36.902 --> 02:29:40.684]  We've got banners going up at Infowars.com today if you missed that address.
[02:29:41.204 --> 02:29:45.166]  Dr. Corey Gold, thank you for letting me endorse your product.
[02:29:45.566 --> 02:29:48.708]  I've never endorsed a product before because I never found one good enough.
[02:29:48.748 --> 02:29:49.568]  Thank you so much, sir.
[02:29:50.088 --> 02:29:50.709]  Thank you, Alex.
[02:29:51.289 --> 02:29:51.749]  Amazing.
[02:29:51.789 --> 02:29:52.690]  Polymburst Plus.
[02:29:53.770 --> 02:29:54.671]  We're on the march.
[02:29:55.171 --> 02:29:56.672]  The empire's on the run.
[02:29:57.694 --> 02:30:00.360]  Alex Jones and the GCN Radio Network.
[02:30:04.338 --> 02:30:09.662]  American gardeners and fellow Patriots make the right choice with your money, time, and your family food supply.
[02:30:09.782 --> 02:30:14.826]  Choose 100% pure heirloom seeds in the Survival Seed Vault from MyPatriotsupply.com.
[02:30:14.987 --> 02:30:15.807]  Why spend more?
[02:30:15.967 --> 02:30:23.734]  The Survival Seed Vault from MyPatriotsupply.com is only $37.95 and includes 20 varieties of pure, hearty, easy-to-grow heirloom seeds.
[02:30:23.994 --> 02:30:24.474]  Yes, only $37.95.
[02:30:24.534 --> 02:30:26.115]  That's 70% less than our competitors.
[02:30:28.157 --> 02:30:31.320]  You could buy three Survival Seed Vaults for less than one of theirs.
[02:30:31.560 --> 02:30:38.026]  The Survival Seed Vault from MyPatriotSupply.com includes detailed planting and seed saving instructions and ships same day.
[02:30:38.186 --> 02:30:40.829]  Plus, all orders over $49 ship free.
[02:30:41.029 --> 02:30:44.672]  MyPatriotSupply.com is American owned by patriots like you.
[02:30:44.892 --> 02:30:46.694]  Passionate about freedom and preparedness.
[02:30:46.894 --> 02:30:50.618]  Call now, 866-229-0927.
[02:30:50.758 --> 02:30:53.621]  That's 866-229-0927.
[02:30:54.141 --> 02:30:58.786]  Or discover more emergency preparedness items when you order at MyPatriotSupply.com.
[02:30:58.926 --> 02:30:59.887]  Choose the original.
[02:31:00.007 --> 02:31:03.571]  Choose the survival seed vault at MyPatriotSupply.com.
[02:31:06.323 --> 02:31:14.010]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[02:31:14.430 --> 02:31:18.054]  Alex and his staff have used these pure soap products for years.
[02:31:18.514 --> 02:31:25.320]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[02:31:25.820 --> 02:31:28.623]  See them on the web at 5starsoap.com.
[02:31:28.843 --> 02:31:33.326]  Or call 800-340-7091 for a free catalog.
[02:31:33.667 --> 02:31:39.331]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[02:31:39.611 --> 02:31:44.715]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[02:31:45.015 --> 02:31:46.637]  This is an amazing deal.
[02:31:46.997 --> 02:31:51.600]  You can save thousands of dollars and you will love the way real soap makes you feel.
[02:31:52.241 --> 02:31:54.703]  See them on the web at 5starsoap.com
[02:31:55.263 --> 02:31:59.864]  Or call 800-340-7091 for a free catalog.
[02:32:03.845 --> 02:32:09.846]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[02:32:10.366 --> 02:32:12.767]  78% of the Midwest corn belt is in drought conditions.
[02:32:12.967 --> 02:32:18.048]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[02:32:18.348 --> 02:32:21.609]  The cost to feed livestock is forcing farmers and ranchers out of business.
[02:32:21.789 --> 02:32:23.069]  Blowing up your food prices.
[02:32:23.310 --> 02:32:30.692]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods from eFoodsDirect now.
[02:32:30.972 --> 02:32:34.653]  As the price of raw ingredients increases, eFoods will have to raise prices too.
[02:32:34.833 --> 02:32:36.394]  Now is the time to get your supply.
[02:32:36.614 --> 02:32:40.475]  I recently increased my supply from eFoodsDirect because we've all known this was coming.
[02:32:40.635 --> 02:32:43.256]  You know about their delicious long-term storable foods.
[02:32:43.536 --> 02:32:46.178]  The fact is, you can eat it anytime to save money today.
[02:32:46.318 --> 02:32:50.740]  And because it's stored for 25 years, you're locking in today's prices and avoiding the rising food cost.
[02:32:50.880 --> 02:32:51.400]  Don't wait!
[02:32:51.520 --> 02:32:53.862]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex.
[02:32:53.982 --> 02:32:56.583]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[02:32:56.603 --> 02:32:58.604]  You can bet your life on eFoodsDirect.
[02:33:14.762 --> 02:33:20.107]  Alright, Fritz Springmeier is here visiting his father from, I guess, Oregon.
[02:33:20.127 --> 02:33:27.053]  Fritz Springmeier is an author who, when I read his book 15 years ago, Bloodlines Illuminati,
[02:33:27.754 --> 02:33:36.405]  And he said that Prince Charles hung out in Transylvania, that they weren't German royalty, that the Saxe-Coburg Gothas were from Vladian Paler.
[02:33:36.945 --> 02:33:40.910]  I couldn't find where that came from, and I thought, this guy's got to be out of his mind.
[02:33:41.371 --> 02:33:43.053]  So I never really interviewed him until...
[02:33:43.914 --> 02:33:49.617]  I don't know, the last six, seven, eight years, I was interviewing him right before he got set up and sent to the Hooscow, and they went after him.
[02:33:49.637 --> 02:33:55.501]  They kept raiding him, kept going after him, saying, oh, he has, you know, anti-government literature in his house.
[02:33:56.121 --> 02:33:58.643]  Oh, he robbed a bank with no proof and all this stuff.
[02:33:58.883 --> 02:33:59.903]  They could do that to me, too.
[02:34:00.244 --> 02:34:01.124]  They put him in jail.
[02:34:01.444 --> 02:34:03.986]  And for seven years, he just got out, as you know, about a year ago.
[02:34:04.526 --> 02:34:06.587]  First time he's traveled outside the state he lives in.
[02:34:06.607 --> 02:34:08.608]  You know, he's got to call his probation officer.
[02:34:08.628 --> 02:34:09.449]  I'm not even going to be here.
[02:34:09.729 --> 02:34:10.810]  Just spent a day with his dad.
[02:34:10.850 --> 02:34:12.311]  He's about to turn around and go home now.
[02:34:13.271 --> 02:34:27.620]  But he's here today for just about 30 minutes in studio, then an hour commercial-free, you know, uninterrupted interview tonight, 7 o'clock central, InfoWars Nightly News, 15-day free trial, PrisonPlanet.tv, if you want to watch it.
[02:34:27.900 --> 02:34:30.162]  If not, by tomorrow it'll be out there for everybody on YouTube.
[02:34:30.482 --> 02:34:33.044]  But it is you, the members, that pay it forward to everybody, so thank you.
[02:34:33.544 --> 02:34:34.825]  But Bloodlines, the Illuminati.
[02:34:35.445 --> 02:34:39.288]  Now, because I mean, 15 years ago, I knew about the Federal Reserve, the New World Order.
[02:34:39.448 --> 02:34:41.509]  I didn't believe they were sacrificing people.
[02:34:42.090 --> 02:34:45.893]  I mean, now they take the head of Penn State and make him a secret Homeland Security commander.
[02:34:46.573 --> 02:34:49.455]  And it turns out they're all a bunch of, I mean, just absolute scum.
[02:34:50.416 --> 02:34:54.639]  And for normal people, you know, we know all our works are dirty rags before God.
[02:34:54.679 --> 02:34:57.721]  I mean, I'm aggressive, I'm everything else, but I don't want to hurt innocent people.
[02:34:58.241 --> 02:34:58.542]  In fact,
[02:34:59.797 --> 02:35:02.799]  The only lust I got is to beat the brains out of bullies.
[02:35:03.580 --> 02:35:12.507]  And it is a sin, because I just like, I cannot help it, and I just, people that hurt kids, I got a normal instinct that I want to really get angry.
[02:35:13.007 --> 02:35:18.731]  But I'm using the info war to go after our enemies, so everybody knows who the enemy is.
[02:35:19.192 --> 02:35:25.657]  But this book, Bloodlines Illuminati, is off the charts wild, and now, 15 years after I first read it, it's back in print.
[02:35:25.677 --> 02:35:28.299]  It wasn't even in print, and we got it back in print.
[02:35:29.099 --> 02:35:31.481]  So it's all coming from InfoWars.com right now.
[02:35:31.501 --> 02:35:33.463]  You can find it other places, but it comes from us.
[02:35:34.404 --> 02:35:38.668]  This book is available at InfoWars.com, InfoWarsShop.com, but that's not why he's here.
[02:35:39.188 --> 02:35:40.609]  We only got about 25 minutes left.
[02:35:40.629 --> 02:35:41.670]  I want to give him the floor.
[02:35:41.970 --> 02:35:43.312]  We're going to do an in-depth breakdown.
[02:35:44.152 --> 02:35:45.293]  In fact, he's got it out in the car.
[02:35:45.313 --> 02:35:46.935]  There's only five in print left.
[02:35:47.115 --> 02:35:48.776]  I'm thinking about trying to get that back in print.
[02:35:49.537 --> 02:35:53.058]  The Illuminati formula to create a totally undetectable mind control slave.
[02:35:53.419 --> 02:35:56.220]  Now, I was asked, and I go, you wrote three or four books on mind control, right?
[02:35:56.240 --> 02:36:03.343]  Because I read those years after I read this and found out he wasn't... Because, I mean, this sounded like cuckoo-for-cocoa-puff stuff when I was ignorant.
[02:36:03.983 --> 02:36:05.463]  I understand why this stuff sounds crazy.
[02:36:05.743 --> 02:36:09.205]  But, I mean, look at all the other governments and elites and crazy stuff they did.
[02:36:09.245 --> 02:36:12.306]  It's actually normal for these elites in history.
[02:36:12.866 --> 02:36:14.407]  Because they just get more and more evil.
[02:36:14.447 --> 02:36:16.528]  They compete with each other for, you know, who's more evil.
[02:36:17.287 --> 02:36:20.069]  And he's written, like, four other books, am I wrong, Fritz, on mind control?
[02:36:20.369 --> 02:36:28.054]  And I said, which one is it where you say they use movie trailers to program it, and then you go over it all?
[02:36:28.074 --> 02:36:29.335]  And you said, no, that's the formula.
[02:36:29.735 --> 02:36:30.735]  That's the formula book.
[02:36:30.796 --> 02:36:32.196]  So, here you are.
[02:36:32.797 --> 02:36:36.119]  We've got footage of this James Holmes guy with all the Department of Defense.
[02:36:36.519 --> 02:36:39.641]  I said, watch, he'll have some Pentagon psychiatrists.
[02:36:39.741 --> 02:36:41.022]  Turned out that was the case.
[02:36:41.522 --> 02:36:42.323]  They roll him out.
[02:36:42.383 --> 02:36:43.343]  He can't even talk.
[02:36:43.684 --> 02:36:44.984]  He was back in court today.
[02:36:46.005 --> 02:36:47.585]  Didn't know who he was, couldn't talk.
[02:36:48.145 --> 02:36:49.766]  I mean, he might not even have been the shooter.
[02:36:50.206 --> 02:36:57.387]  Because, you know, they've got mind control folks, as you've documented, as they've declassified now, where they do act normal.
[02:36:57.827 --> 02:37:01.868]  But they can be the new personality and they activate it and then the person acts normal but doesn't remember.
[02:37:02.208 --> 02:37:05.569]  This guy could just be some patsy, drugged up, electroshock therapy.
[02:37:05.589 --> 02:37:11.690]  But you're the real expert on this because you learned from the inside when you burrowed into an Illuminati coven.
[02:37:12.310 --> 02:37:39.819]  But breakdown, watching this James Holmes shooting, the Dark Knight, all the news articles about violent finale on the cover of magazines, you're gonna, you know, killer finale, we see trailers of gangsters shooting everyone in a movie theater right before it happens, multiple shooters reported, stand downs, photoshops of gas masks, the gun control bill only a few weeks out when it happened, you see all that,
[02:37:41.198 --> 02:37:47.551]  And you see the police chief work for Bloomberg, the head of intelligence, I mean, a few miles from Littleton, Colorado.
[02:37:49.332 --> 02:37:56.079]  Give us your take on this and then break down the little bit of time we have here as kind of a hors d'oeuvre or preview of tonight.
[02:37:56.479 --> 02:37:59.342]  We're doing an hour in studio on the nightly news.
[02:38:00.183 --> 02:38:05.368]  What you think of this case and then and then from actual real program people.
[02:38:05.969 --> 02:38:08.771]  But it's proof that I mean you totally documented how it operates.
[02:38:09.232 --> 02:38:10.813]  So much of it declassified now.
[02:38:11.794 --> 02:38:13.036]  How this really works.
[02:38:14.295 --> 02:38:24.138]  Yes, it does have all the hallmarks of being a false flag, and a false flag that they created with a mind-controlled assassin.
[02:38:25.478 --> 02:38:42.984]  You look at his parents, that's one of the clues, and then his grandparents, but his father being part of DARPA, his father being involved with banking and creating algorithms, and it ties into also the big banking scandal that's over in England.
[02:38:43.524 --> 02:38:53.552]  That they fixed the interest rates very low, which has been part of the reason why Americans have been having this financial crisis.
[02:38:53.973 --> 02:38:58.797]  And that scandal was going to be exposed and his father was going to testify before Congress.
[02:38:59.077 --> 02:39:03.721]  So we're talking about his father and grandfather being notable people.
[02:39:03.781 --> 02:39:04.682]  These are the kind of
[02:39:05.362 --> 02:39:05.422]  I'm
[02:39:26.324 --> 02:39:34.330]  And then just the way his eyes looked, and like you were saying, the first time he came in he couldn't even speak.
[02:39:34.470 --> 02:39:37.272]  All of these little things are clues.
[02:39:37.593 --> 02:39:38.513]  He still can't talk.
[02:39:38.553 --> 02:39:42.096]  They said today, now they won't show video, they're just showing sketches.
[02:39:42.356 --> 02:39:43.517]  He just sits there blanking.
[02:39:43.537 --> 02:39:45.639]  I mean, he's obviously shell-shocked.
[02:39:46.598 --> 02:39:46.898]  Yes.
[02:39:47.599 --> 02:39:47.819]  Yes.
[02:39:48.199 --> 02:39:57.825]  And so they're probably doing something to try to get him in line with whatever they want him to say or do to go along with the script.
[02:39:58.425 --> 02:40:06.770]  But it definitely, to me, has a lot of clues that would say this guy was programmed to go in and do this.
[02:40:07.270 --> 02:40:14.875]  Clear back in the 1990s, I was warning people that they were going to go in and do these kind of shootings.
[02:40:15.895 --> 02:40:17.576]  No, that's what clicked.
[02:40:18.216 --> 02:40:19.237]  I learned you were coming to Texas.
[02:40:19.277 --> 02:40:27.781]  It was so wild because, Fritz, you said, I'm going from memory here, but I mean, you talked about movie trailers, programming, mass shootings.
[02:40:28.062 --> 02:40:29.922]  You talked about mass shootings in public.
[02:40:30.223 --> 02:40:31.283]  I mean, it's all in your books.
[02:40:31.323 --> 02:40:32.584]  Which book talks about that?
[02:40:35.146 --> 02:40:39.708]  Um, it may have been, uh... Prophecy Club speeches?
[02:40:40.829 --> 02:40:44.890]  You know, I don't know specifically because I wrote so much stuff.
[02:40:45.971 --> 02:40:56.396]  The Be Wise the Serpent's book back in 1990 said that they were going to go in and do assassinations, mass killings.
[02:40:56.876 --> 02:40:59.117]  So it may have gone clear back to 1990.
[02:41:01.678 --> 02:41:07.302]  Yeah, well let's continue now with this case and the different types of mind control operatives.
[02:41:11.666 --> 02:41:13.467]  It's very simple for them to do.
[02:41:14.348 --> 02:41:18.471]  They already have everything in place in the person's mind.
[02:41:19.012 --> 02:41:27.839]  They have programmed a part of the mind to do its job and that part of the mind doesn't really have a sense of reality.
[02:41:28.459 --> 02:41:30.601]  It's a hypnotic command.
