[00:00:21.391 --> 00:00:23.374]  Welcome to InfoWars Nightly News.
[01:09:47.764 --> 01:09:53.168]  So are there any ideas you have to enlighten her, to fill her in on how uncool this is, you know?
[01:09:53.728 --> 01:09:59.872]  What's happening is, is first it's drug testing for people you suspect of being on drugs, and it's drug testing for everybody.
[01:10:00.372 --> 01:10:01.313]  I'm on TimeSolve.
[01:10:02.898 --> 01:10:06.080]  Defense News, when they aired it here on the local county cable channel.
[01:10:06.540 --> 01:10:10.602]  It wasn't on access, it was like the county has its own, you know, couple channels.
[01:10:10.622 --> 01:10:17.446]  And they were like, the Defense Department, wherever you live in the country, is ready to test your employees urine every day if you want.
[01:10:17.466 --> 01:10:18.227]  Here's the phone number.
[01:10:18.767 --> 01:10:28.921]  So it's the Department of Defense trying to partner with businesses to test for drugs, while the Department of Defense at the very same time has been caught shipping narcotics in and publicly grows the opium in Afghanistan.
[01:10:29.442 --> 01:10:34.108]  So it's just a way to get into your life, get you used to them being all over you.
[01:10:35.054 --> 01:10:40.455]  But to answer her question, a lot of companies opt into these security and for guard programs.
[01:10:40.995 --> 01:10:47.256]  And the executives have little FBI cards and some cases even have been given FBI authorization in emergencies or use lethal force.
[01:10:47.557 --> 01:10:53.918]  Well, any citizen has under citizen's arrest of some, you know, of somebody's killing your neighbor, you've got a right to, you know, try to defend them.
[01:10:54.738 --> 01:10:56.338]  So it's just this whole takeover.
[01:10:56.818 --> 01:10:58.619]  And then they fingerprint, they background check.
[01:10:58.659 --> 01:11:01.239]  And now the TSA is involved in thousands of industries.
[01:11:01.499 --> 01:11:04.160]  So you've got to get our authorization because you're part of infrastructure.
[01:11:05.401 --> 01:11:06.662]  Uh, to have a job.
[01:11:06.882 --> 01:11:08.544]  And it's not just if you don't have a criminal record.
[01:11:08.585 --> 01:11:09.486]  They've got to clear you.
[01:11:10.167 --> 01:11:11.668]  Just like they've got to clear you to fly.
[01:11:11.688 --> 01:11:14.031]  No judge, no jury.
[01:11:14.252 --> 01:11:15.513]  You know, they just decide.
[01:11:15.593 --> 01:11:20.519]  Meanwhile, it's on record, they do background checks to find out if you're a criminal because they want to hire you.
[01:11:20.780 --> 01:11:21.721]  Defraud priest.
[01:11:22.762 --> 01:11:29.244]  Robbers, pornographers, child pornographers, just all of them, just a criminal horde.
[01:11:29.525 --> 01:11:30.605]  Well, Hitler did that.
[01:11:30.665 --> 01:11:31.485]  Stalin did that.
[01:11:31.986 --> 01:11:34.707]  They always hire criminals in their takeover phase.
[01:11:34.727 --> 01:11:38.628]  They get rid of them later because they don't want those type of scum around once they're in place.
[01:11:39.328 --> 01:11:46.171]  Then they'll kind of bring in a more professional attack dog type that just follows orders after the little infiltrator that thinks they're going to get power.
[01:11:46.791 --> 01:11:48.872]  That idiot group is always used.
[01:11:49.713 --> 01:11:51.759]  I mean, this is like pancake mix.
[01:11:51.819 --> 01:11:52.882]  I'm enjoying your verbiage.
[01:11:52.923 --> 01:11:53.504]  No, no, it's crazy.
[01:11:55.933 --> 01:11:56.793]  This is like a shake-and-bake.
[01:11:57.534 --> 01:11:58.934]  This is a formula.
[01:11:58.954 --> 01:11:59.834]  This is a recipe.
[01:12:01.095 --> 01:12:02.035]  And it's just horrible.
[01:12:02.515 --> 01:12:05.896]  And so, yeah, that's what they do, is get everybody enrolled.
[01:12:05.936 --> 01:12:08.337]  Oh, to have a job, you give urine, you give retina scans.
[01:12:08.617 --> 01:12:11.438]  Oh, you want to Facebook face deals, you got a face scan to do that.
[01:12:12.018 --> 01:12:16.360]  Oh, you want to come to the tanning salon, or you want to go to the workout gym, or you want to go to the library, scan your finger.
[01:12:16.440 --> 01:12:18.240]  Oh, you want to buy that book at Barnes & Noble?
[01:12:18.260 --> 01:12:19.220]  Come on, we'll give you a discount.
[01:12:19.461 --> 01:12:20.661]  Just do a customer loyalty card.
[01:12:21.401 --> 01:12:33.623]  It's just get in the database, get in the database so they can then control you and then charge you to even be able to buy and sell like Bank of America tried to do with the $5 fee to get money out of your own account.
[01:12:33.743 --> 01:12:34.003]  Right.
[01:12:34.984 --> 01:12:35.644]  Next issue.
[01:12:35.684 --> 01:12:36.484]  Drives me crazy.
[01:12:36.604 --> 01:12:38.344]  Cashless society is a nightmare.
[01:12:38.524 --> 01:12:45.125]  That's why there's a crackdown on the backyard gardens, on the Amish, on the lemonade, on the people selling peaches.
[01:12:45.185 --> 01:12:46.246]  They don't want that.
[01:12:46.766 --> 01:12:47.906]  Prisoners aren't allowed to do that.
[01:12:48.797 --> 01:12:53.200]  Yeah, they're also not allowed to have guns.
[01:12:53.240 --> 01:12:54.060]  We're moving right along.
[01:12:54.080 --> 01:12:54.981]  We're on question eight.
[01:12:55.041 --> 01:12:56.201]  Good job, Alex.
[01:12:56.702 --> 01:12:59.663]  Eric asks you, Alex, why haven't you endorsed Gary Johnson?
[01:13:00.804 --> 01:13:02.885]  I included this because I think it's a valid question.
[01:13:02.945 --> 01:13:05.027]  Ron Paul, all that stuff earlier.
[01:13:06.708 --> 01:13:08.949]  Eric's opinion is he's the only true American running.
[01:13:09.149 --> 01:13:10.610]  What are your thoughts on that, Alex?
[01:13:11.772 --> 01:13:16.596]  Gary Johnson, the former governor of New Mexico, has been on my show, I think, three or four times this year.
[01:13:17.476 --> 01:13:19.338]  And I've said I think people should support him.
[01:13:20.079 --> 01:13:21.560]  And I've said people should give him money.
[01:13:24.282 --> 01:13:32.028]  But that's so he can go out and educate people and bring up alternative ideas from the one-party, two-headed monster.
[01:13:33.969 --> 01:13:35.451]  No, not at this stage of the game.
[01:13:36.131 --> 01:13:37.132]  It's too far along now.
[01:13:37.152 --> 01:13:40.655]  And the media shut him out of the debates, and I fought to get him in the debates.
[01:13:41.745 --> 01:13:47.031]  Uh, but I see kind of questions like that all the time that I can't even really address, because they want to believe what they want to believe.
[01:13:47.191 --> 01:13:51.856]  So, okay, I never had Gary Johnson on, and I never said people should give him money, and I never tried to get him in the debates.
[01:13:52.356 --> 01:13:53.998]  I'm a bad guy, so... No.
[01:13:54.639 --> 01:13:56.420]  No, no, but I mean... Yeah, I get what you're saying.
[01:13:56.440 --> 01:13:58.463]  But I see stuff all the time, like, why don't you talk about the Federal Reserve?
[01:13:58.483 --> 01:14:00.445]  And I'm like, why don't you talk about 9-11 Truth?
[01:14:00.485 --> 01:14:00.785]  And I'm like...
[01:14:01.185 --> 01:14:02.266]  No, that 9-11 question.
[01:14:02.526 --> 01:14:03.187]  Oh, you've seen that?
[01:14:03.307 --> 01:14:04.948]  Yeah, that was ridiculous.
[01:14:04.988 --> 01:14:07.290]  I mean, I see this kind of like, you know what's an inside job?
[01:14:07.310 --> 01:14:08.010]  And I'm like, really?
[01:14:08.130 --> 01:14:09.271]  No, I didn't know that.
[01:14:09.752 --> 01:14:11.913]  You know, it's like, why don't you have Richard Gage on?
[01:14:11.933 --> 01:14:15.116]  I don't know, I've had him on about 50 times and put him in a couple films.
[01:14:15.136 --> 01:14:19.659]  I mean, you know, it's just, it's just, I've moved on to Fast and Furious and other false flags.
[01:14:19.679 --> 01:14:22.281]  I mean, I still cover 9-11 three or four times a week.
[01:14:22.881 --> 01:14:25.143]  September 11th is coming up and I'll cover it quite a bit next week.
[01:14:25.644 --> 01:14:27.105]  Well, again, we've
[01:14:28.220 --> 01:14:30.204]  People know about false flag inside job now.
[01:14:30.966 --> 01:14:33.290]  I'm the one that pushed all those terms out there into understanding.
[01:14:33.310 --> 01:14:37.398]  And I'm not complaining, it's just that if someone tunes in one day and doesn't hear what I'm...
[01:14:39.275 --> 01:14:44.240]  If somebody tunes in one day and doesn't hear what they want, that doesn't mean that I didn't cover it before.
[01:14:44.940 --> 01:14:56.992]  I mean, I see this stuff all the time on just so many issues about why aren't you covering this and a lot of times it's something that broke a day before and I either forgot to cover or I didn't know and I'm like, well thank you, I didn't know that.
[01:14:57.012 --> 01:14:59.715]  It's not like I'm God and I know everything.
[01:15:00.175 --> 01:15:02.117]  I don't know a lot of what's going on around this office.
[01:15:03.619 --> 01:15:04.641]  I mean, God Almighty.
[01:15:04.721 --> 01:15:07.225]  I'm on air so much, what the hell am I supposed to do here?
[01:15:07.526 --> 01:15:09.449]  I know this, I've got a few magazines I want to show people.
[01:15:09.749 --> 01:15:10.350]  Oh, alright.
[01:15:10.451 --> 01:15:12.714]  Look at this, Mitt Romney, the mind of Mitt.
[01:15:13.977 --> 01:15:16.862]  And it goes on to say, what is he really thinking?
[01:15:18.164 --> 01:15:20.065]  That's the article here.
[01:15:20.706 --> 01:15:24.369]  What is he really thinking?
[01:15:25.189 --> 01:15:28.852]  Well, I'll tell you, he's thinking whatever the special interests that put him in power told him to say.
[01:15:28.872 --> 01:15:31.133]  It's like Obama really did a good job in his speech.
[01:15:31.554 --> 01:15:33.215]  It's written by top speechwriters.
[01:15:33.775 --> 01:15:34.896]  Yeah.
[01:15:35.677 --> 01:15:39.359]  Maybe one thing is, sometimes I have them write articles for the newspaper or magazine.
[01:15:39.619 --> 01:15:44.102]  I'll sit there and record something on their iPhone with the writers, and it's like 95% what I said.
[01:15:44.543 --> 01:15:46.184]  They change a few things to make it sound better.
[01:15:46.224 --> 01:15:46.824]  They add links.
[01:15:47.950 --> 01:15:49.973]  Man, we have articles all the time that don't even have my name on it.
[01:15:51.376 --> 01:15:52.878]  You know, that I pretty much wrote.
[01:15:52.918 --> 01:15:54.120]  Yeah, Alex is very hands-on.
[01:15:54.581 --> 01:15:56.323]  But I mean, but the issue is...
[01:15:59.224 --> 01:16:00.545]  You know, I don't use a teleprompter.
[01:16:00.585 --> 01:16:01.885]  I mean, I'm here really talking.
[01:16:02.545 --> 01:16:06.687]  But it'd be different if they just kind of recorded their thoughts and then somebody kind of put it together.
[01:16:06.927 --> 01:16:09.449]  You could say, well, that's Obama or Bill Clinton or Mitt Romney's thoughts.
[01:16:09.829 --> 01:16:18.312]  Top speechwriters, they'll have five or six speechwriters for something like a speech at the convention, write it, and then they'll have focus experts and psych... Was that only in the recent years, though?
[01:16:18.392 --> 01:16:22.774]  I mean, like, JFK had, like, what, one writer and, like, prepped one day before?
[01:16:22.794 --> 01:16:23.215]  Was that...?
[01:16:23.315 --> 01:16:25.956]  Yeah, and he actually wrote a lot of his own stuff, and... but...
[01:16:26.656 --> 01:16:41.655]  Reagan was an actor by the time of Reagan it's it's you know Clinton is evil but he actually did write some of his own just because you know he was hands-on the stuff he's doing but it just you know here it is the mind of men what's he thinking whatever the hell he's told to think
[01:16:42.677 --> 01:16:44.678]  You know, I mean, it's just an absolute joke.
[01:16:45.038 --> 01:16:46.919]  Before we ask the last question, there's one more, right?
[01:16:46.999 --> 01:16:47.720]  There's two questions.
[01:16:47.760 --> 01:16:49.181]  We gotta hurry then.
[01:16:49.621 --> 01:16:51.382]  Again, it's not a soundbite world, folks.
[01:16:51.422 --> 01:16:52.322]  We don't really know what's going on.
[01:16:52.342 --> 01:16:54.744]  Let me do a little infomercial here quickly.
[01:16:54.764 --> 01:16:56.405]  This is awesome, CBD.
[01:16:56.525 --> 01:16:59.987]  Because it's so important to get this out, not just about vaccines, you name it.
[01:17:00.327 --> 01:17:01.467]  It's available out of the gate.
[01:17:01.487 --> 01:17:05.269]  It's discounted at InfoWarsStore.com or InfoWarsShop.com.
[01:17:05.630 --> 01:17:09.752]  Genetic roulette, the gamble of our lives with Jeffrey M. Smith.
[01:17:09.812 --> 01:17:11.073]  I challenged him a few years ago.
[01:17:11.713 --> 01:17:13.034]  I know others did to make a film.
[01:17:13.595 --> 01:17:14.515]  Some really good filmmakers.
[01:17:14.575 --> 01:17:16.137]  It's very professional.
[01:17:17.078 --> 01:17:20.020]  And it is several DVDs.
[01:17:20.620 --> 01:17:23.002]  And it is just so powerful, ladies and gentlemen.
[01:17:23.263 --> 01:17:25.004]  So it's available at Infowarshop.com.
[01:17:25.024 --> 01:17:27.686]  You want to know with the proof what GMO's doing to you?
[01:17:27.746 --> 01:17:28.227]  Watch this.
[01:17:28.267 --> 01:17:29.328]  You're like, we know, Alex.
[01:17:29.588 --> 01:17:30.509]  We've seen the documents.
[01:17:30.529 --> 01:17:31.269]  We've read the articles.
[01:17:31.710 --> 01:17:32.691]  Do your neighbors know?
[01:17:33.331 --> 01:17:37.595]  When you see your neighbors coming out with their little kids, don't you want to go warn them about vaccines?
[01:17:37.615 --> 01:17:41.119]  Don't you want to go warn them about GMO, cross-species stuff?
[01:17:41.600 --> 01:17:48.507]  Get it, support the InfoWars, support the great work of the filmmakers and Mr. Smith, all at InfoWarsStore.com.
[01:17:48.527 --> 01:17:49.688]  You get a free citizen rulebook.
[01:17:50.088 --> 01:17:52.250]  We're funded by you supporting us and word of mouth.
[01:17:52.471 --> 01:17:54.092]  Let's hit those last two in two minutes.
[01:17:54.112 --> 01:17:55.534]  I'm going to give one-minute answers.
[01:17:55.674 --> 01:17:56.094]  Boom!
[01:17:56.234 --> 01:17:58.596]  All right, so this is coming to you from Chuck.
[01:17:58.616 --> 01:18:02.678]  It says, it really bothers me that I'm constantly seeing praises for Allen West.
[01:18:02.739 --> 01:18:09.103]  I tell those Facebook posters that he voted for the NDAA, CISPA, and the Patriot Act, but they don't seem to care.
[01:18:09.323 --> 01:18:13.585]  It does not matter if someone is black, white, or purple.
[01:18:13.666 --> 01:18:18.949]  If they go against the Constitution and our freedoms, they are against the people and should be shunned and pointed out.
[01:18:19.509 --> 01:18:21.511]  What are your thoughts on that declaration?
[01:18:21.651 --> 01:18:23.812]  Well, I mean, Allen West is a handsome guy.
[01:18:23.852 --> 01:18:24.613]  He's a veteran.
[01:18:25.889 --> 01:18:26.390]  I don't
[01:18:43.490 --> 01:18:46.033]  He's all, the Muslims are going to kill us, give your rights up.
[01:18:46.353 --> 01:18:49.876]  But the government he's serving and NATO and all this openly runs Al Qaeda.
[01:18:50.097 --> 01:18:51.037]  That's not debated now.
[01:18:52.018 --> 01:18:53.620]  And so it's a clash of civilizations.
[01:18:53.640 --> 01:18:57.844]  They're funding the radical Muslims and funding our system so they can destroy both.
[01:18:57.904 --> 01:18:58.685]  Yeah, and manipulate.
[01:18:58.965 --> 01:19:00.727]  The globalists play people off against each other.
[01:19:01.308 --> 01:19:05.053]  Alan West is a star in the Republican Party.
[01:19:06.515 --> 01:19:10.580]  He's more charismatic than Obama, more believable, and more Americana.
[01:19:10.840 --> 01:19:12.823]  He comes across as a tough guy.
[01:19:12.863 --> 01:19:15.386]  Why didn't they put him instead of Mitt as their lead guy?
[01:19:15.859 --> 01:19:16.039]  I don't
[01:19:33.231 --> 01:19:39.513]  Very talented guy and just absolutely feeds the neocon people what they want.
[01:19:39.533 --> 01:19:40.313]  They want to feel good.
[01:19:40.333 --> 01:19:41.194]  Yeah.
[01:19:41.374 --> 01:19:42.874]  And so, hey, you didn't want freedom.
[01:19:42.894 --> 01:19:45.095]  You wanted to feel good, just like Obama supporters.
[01:19:45.135 --> 01:19:47.596]  You want to feel like you're a great guy.
[01:19:48.096 --> 01:19:51.657]  And there's also that effect of most conservatives I know are not racist.
[01:19:52.757 --> 01:19:54.138]  Most white people I know are not racist.
[01:19:55.278 --> 01:20:01.440]  In fact, there's a political correctness from groups that aren't quote white or European
[01:20:02.867 --> 01:20:04.468]  That it's okay to think whites are all bad.
[01:20:04.528 --> 01:20:05.769]  It's kind of a racism on that side.
[01:20:05.809 --> 01:20:07.751]  Just from my own life experience and really studying it.
[01:20:08.371 --> 01:20:11.374]  So conservatives also want to vote for a black guy.
[01:20:11.674 --> 01:20:12.555]  They want to support him.
[01:20:12.575 --> 01:20:18.319]  They want to believe in him because they want to say, hey, no, you know, and I'm the same way just across the board.
[01:20:18.339 --> 01:20:20.301]  I don't care if you're a woman, a man, what color you are.
[01:20:20.321 --> 01:20:25.445]  I mean, I'm, I'm into individuals and ideas, but, but, but, but there's also that going for Allen West.
[01:20:26.727 --> 01:20:29.328]  And the last question, Alex, comes to you from Tony.
[01:20:30.189 --> 01:20:34.091]  Who would you like to interview that you have not interviewed already?
[01:20:34.811 --> 01:20:36.232]  I think this is a great one to leave on.
[01:20:36.572 --> 01:20:40.314]  Well, I mean, it depends if it was just like a fun guest.
[01:20:40.674 --> 01:20:40.974]  Okay.
[01:20:41.794 --> 01:20:44.215]  One of each, like a fun and then a very serious political one.
[01:20:46.681 --> 01:20:49.522]  Well, I mean, I would have liked to interview someone like Alexander Solzhenitsyn, but he's dead.
[01:20:49.542 --> 01:20:49.983]  Right.
[01:20:51.063 --> 01:20:57.206]  I would have, uh, you find out Ernest Borgnine was a fan, and then you never push him to come on the show, and then they die.
[01:20:57.226 --> 01:20:57.806]  Right.
[01:20:57.826 --> 01:21:04.590]  Harry Dean Stanton, I found out, you know, knows about the show and was invited to his birthday party with Jesse Ventura, and I didn't want to bug him to get his number and get him on, you know.
[01:21:04.630 --> 01:21:05.370]  Right, right.
[01:21:05.390 --> 01:21:06.991]  But it's not like I'm who won't that interview.
[01:21:07.011 --> 01:21:11.993]  But I mean, I got to interview Charlton Heston a few times, only found one of the tapes.
[01:21:13.774 --> 01:21:14.735]  That's online on YouTube.
[01:21:16.391 --> 01:21:17.532]  I mean, I really like William Shatner.
[01:21:17.552 --> 01:21:18.132]  He's just funny.
[01:21:18.613 --> 01:21:20.174]  Yeah.
[01:21:21.234 --> 01:21:22.756]  Because, I mean, I'm a fan of human beings.
[01:21:22.836 --> 01:21:23.896]  I'm a fan of different ideas.
[01:21:24.997 --> 01:21:26.198]  I mean, there's so many people.
[01:21:26.218 --> 01:21:28.660]  Again, I hadn't seen these questions until you went over them.
[01:21:28.960 --> 01:21:30.241]  That's a really good question.
[01:21:31.302 --> 01:21:38.627]  Politically, I don't, I mean, I've gotten interviewed pretty much everybody I've wanted to interview.
[01:21:40.668 --> 01:21:41.489]  There's neat people.
[01:21:43.789 --> 01:21:44.770]  Folks that I admire.
[01:21:45.630 --> 01:21:47.911]  People that I want to be able to ask interesting questions of.
[01:21:50.252 --> 01:21:52.594]  I'd probably want to really be able to interview...
[01:21:54.534 --> 01:21:58.497]  People like Henry Kissinger, now that I think about it, or someone like David Rockefeller.
[01:21:58.617 --> 01:22:05.862]  Yeah, like an hour-long interview face-to-face, like where they have two minutes, you have two minutes, to really appeal.
[01:22:05.942 --> 01:22:11.385]  Because I've worked so much that I can't ever really find that magic moment to get through to people, even if they're dark.
[01:22:11.826 --> 01:22:14.868]  But you can see that in the speech I gave the city council where we didn't have the votes.
[01:22:14.928 --> 01:22:18.530]  I gave them a speech against the Patriot Act, and we got the vote we needed.
[01:22:18.550 --> 01:22:23.854]  And they passed the thing saying, we will defend the Bill of Rights, we're going to stand against the Patriot Act.
[01:22:26.015 --> 01:22:31.861]  And I was able to really be eloquent there and give, you know, a perfect 10 speech or close to it.
[01:22:32.301 --> 01:22:36.385]  You know, it's one foggy VHS video somebody gave me, but it was a packed hall.
[01:22:37.246 --> 01:22:41.270]  That was, I think it's on YouTube, somebody called it Alex Jones, Real American Hero.
[01:22:41.310 --> 01:22:42.651]  We didn't name it that, it's some other channel.
[01:22:43.063 --> 01:22:44.624]  Yeah, but it's a clip out of Matrix of Evil.
[01:22:45.024 --> 01:22:45.685]  Something like that.
[01:22:45.745 --> 01:22:50.408]  I would like to be able to talk to, say, you know, the head of the Rothschild dynasty.
[01:22:50.828 --> 01:22:52.870]  Like, Luke Radowsky got to talk to him.
[01:22:53.130 --> 01:22:54.731]  He actually turned and looked at him.
[01:22:54.751 --> 01:22:55.631]  It was kind of this moment.
[01:22:55.651 --> 01:23:00.415]  He was about to say something, then Luke said something, and Luke says he wished he wouldn't have jumped on him, but I'd have done the same thing.
[01:23:00.475 --> 01:23:00.675]  Yeah.
[01:23:01.375 --> 01:23:02.996]  Now that I think about it, I'm glad you asked that question.
[01:23:03.036 --> 01:23:04.676]  I'd like to interview the top globalists.
[01:23:05.416 --> 01:23:13.379]  I'd like to talk to them about what they're doing to humanity, you know, how they've sold out, and the fact that they're already in hell, and if they have any humanity, there's still time to turn back.
[01:23:13.999 --> 01:23:15.980]  And on that note, great job, Christy.
[01:23:16.000 --> 01:23:18.060]  Let's make sure we do this again next week.
[01:23:18.080 --> 01:23:19.581]  We couldn't do any of this without you.
[01:23:19.601 --> 01:23:20.161]  Spread the word.
[01:23:20.541 --> 01:23:22.402]  PlanetInfoWars.com.
[01:23:22.582 --> 01:23:24.082]  Thanks for the awesome questions, y'all.
[01:23:24.162 --> 01:23:24.963]  I really appreciate it.
[01:23:25.123 --> 01:23:27.123]  Yeah, and great out of the hundreds of questions you got.
[01:23:27.143 --> 01:23:28.324]  Also, send
[01:23:29.264 --> 01:23:30.645]  Letters to the editor for your magazine?
[01:23:30.785 --> 01:23:31.925]  Letters to the editor for the magazine.
[01:23:31.945 --> 01:23:36.087]  We're getting ready to start working on that next week to write articles, some originals for that.
[01:23:36.107 --> 01:23:38.688]  Letters at Infowars.com.
[01:23:38.728 --> 01:23:40.089]  Letters at Infowars.com.
[01:23:40.149 --> 01:23:41.970]  Letters at Infowars.com.
[01:23:41.990 --> 01:23:44.671]  You can follow the Infowars Magazine Twitter.
[01:23:44.691 --> 01:23:46.692]  Hey, we could have an Ask Alex in the newspaper.
[01:23:46.952 --> 01:23:47.412]  That'd be awesome.
[01:23:47.432 --> 01:23:48.432]  Now that I think about it, maybe.
[01:23:48.452 --> 01:23:49.053]  Two questions?
[01:23:49.273 --> 01:23:51.794]  Yeah, like maybe letters from the editor, because I want that to be like a whole page.
[01:23:51.814 --> 01:23:52.234]  Yeah.
[01:23:52.314 --> 01:23:54.235]  And then next to it, maybe a little quarter page.
[01:23:54.275 --> 01:23:56.276]  Where they came from.
[01:23:56.296 --> 01:23:57.216]  Well, questions to Alex.
[01:23:57.657 --> 01:23:58.237]  Send them there.
[01:24:00.218 --> 01:24:01.278]  Letters at Infowars.com?
[01:24:01.318 --> 01:24:04.960]  No, I see them on Facebook, on Twitter, on Planet Infowars.
[01:24:05.180 --> 01:24:07.201]  I mean, I see questions to you all day long.
[01:24:07.261 --> 01:24:10.362]  If you want, I can just start calling those together and we can start putting that together.
[01:24:10.562 --> 01:24:10.822]  Sure.
[01:24:10.902 --> 01:24:14.164]  I mean, I just want to put some things in the magazine that aren't anywhere else.
[01:24:14.484 --> 01:24:14.704]  Right.
[01:24:15.104 --> 01:24:15.404]  All right.
[01:24:15.444 --> 01:24:16.165]  Well, that is it.
[01:24:16.205 --> 01:24:21.207]  You can sign up for the free magazine to be emailed to you when it comes out at Infowars.com forward slash newsletter.
[01:24:21.467 --> 01:24:21.907]  That's it.
[01:24:22.067 --> 01:24:23.008]  Have a great weekend.
[01:24:23.608 --> 01:24:24.128]  Thanks to all.
[01:24:24.148 --> 01:24:27.470]  Keep those questions coming and ask Alex on PlanetInfowars.com.
