[00:00:40.170 --> 00:00:42.513]  Good evening and welcome to the InfoWars Nightly News.
[01:11:11.670 --> 01:11:21.136]  So that's why I'm running, and I hope that that message resonates with all Americans, but particularly those in District 25 in Texas.
[01:11:21.736 --> 01:11:22.277]  There you go.
[01:11:22.637 --> 01:11:28.501]  Well, you know, I'm not sure if I'm in District 25 at this point, but I am in South Austin, so I might be.
[01:11:28.681 --> 01:11:38.408]  And if I am, you definitely have my vote, because, you know, I like the fact that you're not a politician, you're not a lawyer, you're not coming from this
[01:11:39.685 --> 01:11:40.026]  I don't
[01:11:54.585 --> 01:11:58.150]  Understand what's going on in this country and how the paradigm is shifting.
[01:11:58.550 --> 01:12:07.982]  And if we have more people out there getting into politics for those reasons and not just for selfish reasons so they can make more money off the backs of Americans, we would have a better country.
[01:12:08.022 --> 01:12:11.226]  So I salute you for taking that stand and going out there.
[01:12:12.392 --> 01:12:13.173]  Working for the people.
[01:12:14.794 --> 01:12:15.254]  Thank you.
[01:12:15.334 --> 01:12:16.635]  Thank you for what you guys are doing.
[01:12:17.095 --> 01:12:18.856]  All right, well, there you go.
[01:12:18.916 --> 01:12:23.959]  That was Betsy Dewey, House District 25 in Texas.
[01:12:24.280 --> 01:12:26.721]  She's running, it'll be this election cycle.
[01:12:27.522 --> 01:12:28.482]  She's a libertarian.
[01:12:29.463 --> 01:12:37.268]  You know, if you haven't gone and seen what her platform is, you can go check it out at VoteBetsy.com.
[01:12:38.869 --> 01:12:59.430]  And it'll take you to, she's got other websites out there, and you can go to her Twitter account, you can look at her Facebook, plenty of ways to keep in touch with her, get some signs, go out there, maybe volunteer for her if you're in her district, and let's see if we can take this district that used to be Lloyd Doggetts and heavily, you know, staunch Democrat, let's change that, let's go ahead
[01:12:59.990 --> 01:13:02.472]  And put a libertarian in, and see what happens.
[01:13:02.512 --> 01:13:08.855]  Especially, you know, a libertarian mother or two who's very strong, and she knows the issues.
[01:13:08.935 --> 01:13:15.239]  I've had a good talk with her a couple weeks ago, and she definitely understands what is going on in this country.
[01:13:15.579 --> 01:13:18.581]  She's not blind to these issues, and she's not interested in special interests.
[01:13:18.881 --> 01:13:19.982]  She's interested in her kids.
[01:13:20.382 --> 01:13:23.304]  And that's, at the bottom line, that's what we should all be interested in.
[01:13:23.384 --> 01:13:24.705]  Earlier tonight, we talked about how
[01:13:25.445 --> 01:13:35.253]  You know, these maniacal green eugenicists are teaching our kids over and over again that it's wrong to be human, that it's wrong to have technology, that it's wrong to be successful.
[01:13:36.014 --> 01:13:41.839]  And we have to combat that with truth and love and that's how we're going to change this thing and we're not going to stop.
[01:13:43.072 --> 01:13:43.732]  Until we win!
[01:13:43.752 --> 01:13:45.314]  And with that, that's our show tonight.
[01:13:45.454 --> 01:13:46.134]  I'm Rob Due.
[01:13:46.714 --> 01:13:47.755]  We'll see you next Monday.
[01:13:48.015 --> 01:13:49.756]  And we're going to have many more shows.
[01:13:50.297 --> 01:13:52.498]  Please consider becoming a member at PrisonPlanet.tv.
[01:13:53.359 --> 01:13:55.120]  And thank you for all your support.
[01:13:55.740 --> 01:13:57.001]  If you haven't supported us, please do.
[01:13:57.021 --> 01:14:02.165]  You get a 15-day free trial, plus one passcode is good for up to six computers.
[01:14:02.245 --> 01:14:03.726]  So you can give it up to six friends.
[01:14:04.226 --> 01:14:08.669]  You guys can all get on, watch the nightly news, watch Alex's show, watch the rants, the special reports.
[01:14:09.149 --> 01:14:10.370]  It's a great resource.
[01:14:10.570 --> 01:14:12.592]  Make use of it while we still have the internet.
[01:14:13.172 --> 01:14:17.875]  Big Sis is already looking at creating an executive order where they can take over the web at any time.
[01:14:18.275 --> 01:14:21.997]  Their little cyber security bill, which is basically doing the bidding of the giant corporation.
[01:14:22.057 --> 01:14:25.899]  So, with that, become a member of Prison Planet TV and use your net before you lose it.
[01:14:26.860 --> 01:14:27.160]  Thank you.
