[00:00:00.000 --> 00:00:16.379]  [Outro]
[01:06:21.366 --> 01:06:23.986]  Biden is getting exposed for stealing the classified documents.
[01:06:24.346 --> 01:06:26.027]  There's nothing they can really do to cover it up.
[01:06:26.067 --> 01:06:30.148]  The only thing they can do is to drop the charges against Donald Trump to protect Joe Biden.
[01:06:30.168 --> 01:06:35.129]  Except, Gerald Solente, you know one thing they like to do to distract when they're about to go down.
[01:06:35.409 --> 01:06:37.029]  And let me just emphasize this before you respond.
[01:06:37.489 --> 01:06:46.212]   Not just about the secret documents being exposed, but really, Gerald, it really comes down to They're collapsing the economy.
[01:06:46.792 --> 01:06:55.517]  And so the big giant thieves that have stolen all of our money, collapsing the economy, they know their time in the barrel is ahead of them.
[01:06:55.797 --> 01:07:05.483]  So if they send us to war, as classical geopolitical criminals do, they send us to war hoping that's the big distraction so they don't be held accountable for what they've done.
[01:07:06.524 --> 01:07:06.704]  Yep.
[01:07:07.544 --> 01:07:12.267]  And you know, you had that, you showed that cartoon of Biden in his Corvette.
[01:07:15.445 --> 01:07:26.591]  He said when he was questioned by a reporter on Thursday, they asked Biden why he kept such files next to his classic Corvette in his garage.
[01:07:27.451 --> 01:07:32.994]  He said, by the way, my Corvette is in a locked garage.
[01:07:33.374 --> 01:07:37.677]  It's not likely they're sitting out on the street.
[01:07:38.757 --> 01:07:39.718]  That's the response.
[01:07:41.218 --> 01:07:42.799]  Yeah, because nobody has a safe in their house.
[01:07:42.819 --> 01:07:44.260]  You know, we just leave things in our garage.
[01:07:44.918 --> 01:07:48.381]  Yeah, but that's the arrogant stupidity and they get away with it.
[01:07:49.001 --> 01:07:51.644]  And again, what we're talking about is not important.
[01:07:52.164 --> 01:07:59.910]  Because the Cartoon News Network, I just took a look at what the major stories are right on CNN.com, the front page.
[01:08:00.711 --> 01:08:05.055]  University of Georgia football player and staff member killed in car crash.
[01:08:05.675 --> 01:08:07.897]  Hours after championship celebration.
[01:08:09.018 --> 01:08:09.819]  That's not news.
[01:08:10.908 --> 01:08:12.769]  What if your buddy's killed in a car crash?
[01:08:12.789 --> 01:08:14.390]  Your mother, your father, nobody cares.
[01:08:14.870 --> 01:08:15.991]  Oh, wait, wait a minute.
[01:08:16.591 --> 01:08:17.572]  A football player.
[01:08:17.612 --> 01:08:21.394]  We heard about the other football player that got tackled and they had a heart condition.
[01:08:22.115 --> 01:08:22.815]  This is news?
[01:08:23.175 --> 01:08:28.919]  What I'm saying, Owen, is they're doing this to distract the people from the real issues.
[01:08:29.659 --> 01:08:32.061]  And we're talking about what Biden's going to do.
[01:08:32.661 --> 01:08:36.003]  So now, he met with the Prime Minister of Japan.
[01:08:36.023 --> 01:08:37.604]  You ready for this?
[01:08:39.221 --> 01:08:58.059]  Biden hailed what he called, quote, a remarkable moment in the U.S.-Japan alliance and praised Kishida, the Prime Minister of Japan's decision last month to double its military budget and boost its offensive capacity.
[01:08:58.079 --> 01:09:01.202]  Biden declared that the U.S., you ready?
[01:09:02.159 --> 01:09:10.002]  Was fully, thoroughly, completely committed to the defense of Japan using all means.
[01:09:10.423 --> 01:09:12.103]  And you know what other means we're going to use?
[01:09:13.764 --> 01:09:14.624]  Nuclear weapons.
[01:09:16.465 --> 01:09:17.706]  Meanwhile, the border is wide open.
[01:09:19.306 --> 01:09:19.546]  What?
[01:09:19.727 --> 01:09:21.767]  I could give a damn about Japan.
[01:09:21.787 --> 01:09:25.329]  Oh, you mean Japan, the bomb Pearl Harbor, that Japan?
[01:09:26.263 --> 01:09:32.324]  To Japan that's not supposed to build up its military because of the atrocities they committed in World War II?
[01:09:33.084 --> 01:09:41.906]  And Truman doubled down on it by bombs away over Nagasaki and Hiroshima, killing a couple of hundred thousand innocent Japanese?
[01:09:42.006 --> 01:09:43.066]  Are that World War II?
[01:09:43.546 --> 01:09:44.546]  And check this out.
[01:09:44.666 --> 01:09:45.087]  You ready?
[01:09:46.967 --> 01:09:47.247]  U.S.
[01:09:47.287 --> 01:10:07.226]   Defense Secretary Lloyd Austin declared that 2023 was, quote, An inflection point for our national security and defense strategies aligning closer than ever, end quote, with Japan.
[01:10:07.886 --> 01:10:18.491]  Don't every American know that our national security and defense strategies depend on aligning with Japan?
[01:10:18.811 --> 01:10:20.872]  I am an American!
[01:10:21.801 --> 01:10:25.302]  I believe in the Founding Fathers, you little lowlives!
[01:10:26.122 --> 01:10:28.123]  I believe in George Washington!
[01:10:28.503 --> 01:10:38.786]  But you're too stupid, you clowns, to read his farewell address, where he warns American people not to become involved in foreign entanglements.
[01:10:39.611 --> 01:10:42.973]  But fill in the blank, whether it's Japan... America is only concerned about America!
[01:10:43.153 --> 01:10:47.276]  But whether it's Japan, whether it's Ukraine, I mean, it's fill in the blank.
[01:10:47.496 --> 01:10:57.102]  Whether it's Israel, our military interests, our foreign interests must be fully committed to align with Israel, or Ukraine, or Japan, or I forget what day of the week it is.
[01:10:57.342 --> 01:11:04.547]  And by the way, you know, they're spreading our military so thin, I think China is acting strategically here, as is Russia.
[01:11:05.327 --> 01:11:14.949]  You know, eventually the proxy groups and the CIA groups and whatever the government is doing in Syria is going to come to the front of the picture here too.
[01:11:15.229 --> 01:11:19.630]  They've been stealing oil from Syria and now the Chinese are saying you better stop that.
[01:11:19.831 --> 01:11:21.871]  So eventually they're going to have to go back into Syria too.
[01:11:21.931 --> 01:11:27.672]  I mean, so our military is spread out all over the world doing things that really don't interest the American people at all.
[01:11:27.952 --> 01:11:35.175]   Meanwhile, the southern border is wide open and now we have the same military industrial complex getting rich off the backs You got it.
[01:11:34.994 --> 01:11:39.194]   innocent people around the world and now the exact same crooks doing the exact
[01:11:39.194 --> 01:11:43.715]   same game plan oh we're about to get exposed for crimes let's start a war to
[01:11:43.715 --> 01:11:53.673]   distract. You got it and then the other arrogant guy Rahm Emanuel who was under
[01:11:53.673 --> 01:12:00.867]   the Obama administration now he's a US ambassador to Japan.
[01:12:00.927 --> 01:12:25.659]  Rahm Emanuel told the Washington Post that Biden and Kushida were working, quote, to shrink the distance between the transatlantic and the Indo-Pacific into a single strategic sphere, in what, quote, is probably one of the biggest developments that the two leaders have produced.
[01:12:26.696 --> 01:12:27.336]  Isn't that nice?
[01:12:28.577 --> 01:12:29.177]  Isn't that nice?
[01:12:30.517 --> 01:12:33.798]  No, it's amazing watching the American media ignore this big phenomenon.
[01:12:34.418 --> 01:12:36.219]  Totally, totally, totally ignored.
[01:12:37.019 --> 01:12:38.099]  And here, check this out.
[01:12:38.699 --> 01:12:40.500]  Currently, there are 18,000 U.S.
[01:12:40.920 --> 01:12:51.603]  Marines in Okinawa as part of the 54,000 American military personnel stationed on bases throughout Japan.
[01:12:53.607 --> 01:12:54.208]  Isn't that great?
[01:12:54.748 --> 01:12:56.690]  Our country going down the toilet.
[01:12:59.312 --> 01:13:01.754]  But look at the infrastructure in this country.
[01:13:02.134 --> 01:13:03.996]  Look how it's going down the toilet.
[01:13:04.637 --> 01:13:08.660]  Look at the 63% of American people living paycheck to paycheck.
[01:13:09.421 --> 01:13:13.024]  Look at the difficulty people are having with inflation going up.
[01:13:13.064 --> 01:13:14.365]  Can't afford to buy food.
[01:13:15.430 --> 01:13:20.375]  But hey, we're going to keep sending more money overseas and have strategic alliances.
[01:13:21.056 --> 01:13:31.848]  And, and, and, the bottom line is, look at the clowns, the morons, the evil imbeciles that are telling us what to do.
[01:13:34.127 --> 01:13:45.331]  Well, I think that, you know, eventually the American people have got to realize, whether it happens in mass or slowly but surely, how much the American media has disinformed them.
[01:13:45.551 --> 01:13:55.315]  I mean, everything that's come out about the war in Ukraine, as far as the mainstream American media is concerned, it's about 95% inaccurate and just completely missing the ball.
[01:13:55.635 --> 01:14:01.497]  And I don't know whether that's because they feel loyal to the military-industrial complex or whether they really believe this crap.
[01:14:01.877 --> 01:14:11.823]  But it's amazing to watch the geopolitical phenomenon happening of Russia and China, and then the phenomenon of BRICS coming together, and this is crushing our strength in the world.
[01:14:11.863 --> 01:14:12.923]  We're just being crushed!
[01:14:13.944 --> 01:14:15.065]  We're being crushed.
[01:14:15.145 --> 01:14:22.069]  We are going to go into a socio-economic downturn, the likes of which are unprecedented in this country.
[01:14:22.697 --> 01:14:30.786]  And again, they're very happy that they're raising the interest rates of working because wages are going down.
[01:14:31.166 --> 01:14:32.228]  I'm not making that up.
[01:14:33.048 --> 01:14:42.439]  They're happy that wages are going down so the plantation workers of Slavelandia don't have to make more money and the Finks can make more money.
[01:14:43.348 --> 01:14:46.349]  Yeah, but Joe Biden says we've got the lowest unemployment rate.
[01:14:46.429 --> 01:14:49.509]  Oh, but it doesn't matter, because you can't even afford gas.
[01:14:49.549 --> 01:14:50.890]  You can't even afford eggs.
[01:14:51.090 --> 01:14:53.310]  That is, if you can find eggs on the shelf.
[01:14:53.970 --> 01:14:56.131]  And you can't afford your energy bill.
[01:14:56.191 --> 01:14:57.971]  Your price at the pump is all going up.
[01:14:58.511 --> 01:15:03.112]  And so, but the American media, hey, we got to fight that war in Ukraine.
[01:15:03.612 --> 01:15:04.973]  And Russia is losing.
[01:15:05.353 --> 01:15:07.173]  And Joe Biden is doing a great job.
[01:15:07.453 --> 01:15:08.713]  Zero percent unemployment.
[01:15:08.733 --> 01:15:10.554]  Yeah, you know where zero percent unemployment happens?
[01:15:10.954 --> 01:15:11.514]  In slaves.
[01:15:13.001 --> 01:15:17.381]  Final segment here of the Alex Jones Show on this Sunday, January 15th.
[01:15:19.238 --> 01:15:23.581]  Owen Schroer, Gerald Cilente filling in for Alex this evening.
[01:15:23.942 --> 01:15:27.865]  Remember, Harrison Smith coming up next with Sunday Night Live.
[01:15:28.165 --> 01:15:32.208]  And everything we do here is brought to you by your support at InfoWarsStore.com.
[01:15:32.328 --> 01:15:37.372]  Ladies and gentlemen, Vitamin Mineral Fusion back in stock, 50% off yet again.
[01:15:37.792 --> 01:15:38.833]  We are delivering.
[01:15:39.013 --> 01:15:41.535]  I suggest trying it out if you haven't yet.
[01:15:41.755 --> 01:15:44.537]  I drink Vitamin Mineral Fusion every morning.
[01:15:44.717 --> 01:15:47.699]  Every morning I mix it with juice and then chase down the rest of my supplements.
[01:15:47.799 --> 01:15:48.060]  Why?
[01:15:49.053 --> 01:15:57.658]  Because I'm getting over 100% the daily value of vitamin A, vitamin B6, vitamin B12, vitamin C, vitamin D, vitamin E, and so much more.
[01:15:59.059 --> 01:16:06.142]  Not to mention, there's things in there that you're just probably not getting in your diet, like boron and glycine and so much more.
[01:16:06.203 --> 01:16:07.703]  Look at the label for yourself.
[01:16:07.843 --> 01:16:08.704]  Read all the reviews.
[01:16:09.564 --> 01:16:12.066]  50% off Vitamin Mineral Fusion at InfoWarsTore.com.
[01:16:12.958 --> 01:16:14.800]  And it's your support there that keeps us on the air.
[01:16:15.181 --> 01:16:18.905]  We're the most banned individuals and network in the world, right here.
[01:16:19.586 --> 01:16:23.730]  And, folks, I mean, don't take these transmissions for granted.
[01:16:24.071 --> 01:16:28.396]  They shut down InfoWars, you know, we'll have to scrape and claw just to find light.
[01:16:30.257 --> 01:16:31.697]  at the surface level.
[01:16:31.697 --> 01:16:36.056]   That's how much they have us censored and that's how much they have us under attack.
[01:16:36.056 --> 01:16:40.497]   So, but your support at Infowarsstore.com keeps these transmissions on the air.
[01:16:40.497 --> 01:16:45.436]   And remember this Tuesday, the extended live transmission, hashtag Alex Jones was right,
[01:16:45.436 --> 01:16:47.796]  Tuesday live extended transmission.
[01:16:47.796 --> 01:16:51.936]   And we're gonna make that hashtag go viral worldwide, hashtag Alex Jones was right.
[01:16:51.936 --> 01:16:57.337]   That's this Tuesday, all made possible with your support at Infowarsstore.com.
[01:16:57.337 --> 01:17:02.018]  All right, Gerald Celente here with me.
[01:17:00.812 --> 01:17:03.775]  Gerald, let's go local for you.
[01:17:04.255 --> 01:17:06.357]  You've got your new mayor, Eric Adams.
[01:17:07.318 --> 01:17:13.804]  You know, I mean, he's not as bad as de Blasio, but that's a pretty low bar, so I'm not really sure that's much of an accomplishment.
[01:17:14.665 --> 01:17:19.129]  You know, I find it funny his response to the immigration issues that are hitting New York City.
[01:17:19.149 --> 01:17:24.034]  And he comes out, Mayor Eric Adams acknowledges Biden's immigration policy failure.
[01:17:24.314 --> 01:17:29.640]  He then came out and recently said that the illegal immigration is costing New York City over a billion dollars a year.
[01:17:30.240 --> 01:17:31.782]  Now, here's what I find ironic.
[01:17:32.202 --> 01:17:42.049]   So they recognize that the illegal immigration problem is a crisis for New York City, But they refuse to recognize how it's an issue for the entire country at large.
[01:17:42.349 --> 01:17:45.391]  It's an amazing thing that they refuse to make that recognition, Gerald.
[01:17:46.831 --> 01:17:48.812]  Again, he's just another arrogant guy.
[01:17:49.512 --> 01:17:51.773]  And people forget about the whole immigration thing.
[01:17:52.394 --> 01:18:00.537]  When I was a young kid, you know, growing up, I remember they wanted to bring my cousin Constantine over from Italy, but they couldn't.
[01:18:00.737 --> 01:18:02.118]  It wasn't allowed.
[01:18:02.751 --> 01:18:08.113]  They had very strict, very strict regulations on bringing people in from other countries.
[01:18:09.294 --> 01:18:15.677]  And then the lowlife that changed it, the beginning of the end was LBJ.
[01:18:16.937 --> 01:18:25.281]  And the guy that gave us the Vietnam War as well, you know, Kennedy, Robert Kennedy, Jack Kennedy was against the Vietnam War.
[01:18:26.021 --> 01:18:31.449]   And eight months after he's assassinated, What's his name?
[01:18:31.789 --> 01:18:37.234]  LBJ gets us into Vietnam War, and then they start bringing in all cheap labor.
[01:18:37.995 --> 01:18:38.956]  And that was the beginning.
[01:18:39.256 --> 01:18:40.217]  And that's why they did it.
[01:18:40.658 --> 01:18:45.262]  And it kept expanding with the H-1B things, the visas, on and on.
[01:18:45.302 --> 01:18:52.009]  I wrote about it in detail in my book, Trends 2000, which was an international bestseller.
[01:18:52.390 --> 01:18:53.330]  It came out in 1996.
[01:18:55.470 --> 01:19:04.315]  So what they're doing is they don't care because the more cheap labor they get in here, the big look again.
[01:19:05.396 --> 01:19:08.838]  When I was a young guy, like I said earlier, there were no chains.
[01:19:08.878 --> 01:19:10.119]  They were all stores.
[01:19:11.099 --> 01:19:17.283]  And if you work like in a in a in a drugstore or a grocery store, so, you know, I think I want to do one of these one day.
[01:19:17.443 --> 01:19:17.963]  No more.
[01:19:18.784 --> 01:19:26.226]   Every time, Owen, every time I go into a Home Depot, A Lowe's.
[01:19:27.106 --> 01:19:37.713]  Anytime I go into any of these chain stores, which I try to avoid, my heart breaks when I see the people working there and knowing that they have absolutely no future.
[01:19:38.493 --> 01:19:39.394]  Amazon trucks?
[01:19:39.954 --> 01:19:41.855]  They didn't exist five years ago.
[01:19:42.756 --> 01:19:44.697]  Oh, by the way, what do we spend?
[01:19:44.757 --> 01:19:50.861]  A hundred and something twenty thousand dollars to educate a person from kindergarten to K-12?
[01:19:52.640 --> 01:19:58.143]  And so they could get a job working for Amazon or FedEx.
[01:19:59.163 --> 01:20:01.084]  Look what this country's gone down to.
[01:20:01.724 --> 01:20:06.026]  So all they do is they want to give us nothing and steal everything.
[01:20:06.767 --> 01:20:07.747]  That's the bottom line.
[01:20:08.925 --> 01:20:13.207]  And the whole umbrella that they put this under is climate change.
[01:20:13.247 --> 01:20:22.771]  And they say, oh, you need to limit your carbon emissions, so just be a good slave, live in your pod, eat the bugs, don't drive a vehicle, don't get in an airplane.
[01:20:23.052 --> 01:20:27.534]  And I think that their plan overall is make life as miserable.
[01:20:28.374 --> 01:20:28.514]  Yes.
[01:20:28.333 --> 01:20:35.193]   as possible, make it as impossible as it can be to be financially successful, and you see
[01:20:35.193 --> 01:20:37.073]  some people already buying into that.
[01:20:37.073 --> 01:20:41.713]   So instead of saying, you know what, I recognize that it might be harder to live free these
[01:20:41.713 --> 01:20:46.833]   days because of economic stress, but I'd still rather live free than be a slave, where you
[01:20:46.833 --> 01:20:50.712]   see what I just, I call it as I see it, I just see the American left accepting their
[01:20:50.712 --> 01:20:54.512]   slavery just saying, no, I'll save the climate, I'll be a good slave.
[01:20:54.512 --> 01:20:59.913]   No, I'd much rather have dangerous freedom than safe slavery.
[01:20:59.913 --> 01:21:03.872]  Again, as I said to you, nightlife is dead life.
[01:21:03.872 --> 01:21:13.872]  [BLANK_AUDIO]
[01:21:05.036 --> 01:21:09.137]  There used to be bands playing everywhere.
[01:21:09.158 --> 01:21:13.219]  You know, Van Morrison, he wanted to meet me.
[01:21:13.740 --> 01:21:18.702]  And I met him in September at the Forest Hills Stadium.
[01:21:19.813 --> 01:21:20.694]  And it was great.
[01:21:21.235 --> 01:21:32.767]  They went against Van Morrison because he condemned when they started shutting down every place and destroying the lives and livelihoods of the entertainment industry.
[01:21:33.287 --> 01:21:34.829]  People couldn't go out and play anymore.
[01:21:35.350 --> 01:21:36.631]  You were banned again.
[01:21:36.811 --> 01:21:40.375]  And just like they make up all this stupid stuff and people swallow it.
[01:21:41.056 --> 01:21:42.577]  Stand six feet apart.
[01:21:43.018 --> 01:21:44.959]  The wind only blows exactly six feet.
[01:21:44.979 --> 01:21:45.880]  Wear your mask!
[01:21:46.240 --> 01:21:47.581]  Wear that mask!
[01:21:48.142 --> 01:21:52.125]  No, but you can take it off when you're eating and drinking in an airplane.
[01:21:52.145 --> 01:21:53.606]  What the hell's the matter with you?
[01:21:54.186 --> 01:22:01.592]  Because don't you know, Owen, that you can take it off when you're eating and drinking in an airplane because the COVID knows you're eating and drinking and it won't bother you.
[01:22:01.812 --> 01:22:02.653]  No, that's right, Gerald.
[01:22:02.713 --> 01:22:06.175]  And the COVID also has strict guidelines as far as timing is concerned.
[01:22:06.555 --> 01:22:14.499]  And so that's why they shut... Oh, you can be open until 8 o'clock p.m., but then you've got to shut down because we all know the virus goes crazy after 8.
[01:22:15.860 --> 01:22:22.244]  And when you walk into a restaurant, wear a mask, but when you sit down, you can take it off because the virus does not go a table length.
[01:22:22.904 --> 01:22:23.765]  It knows this, Gerald.
[01:22:23.805 --> 01:22:24.966]  The virus has respect.
[01:22:25.768 --> 01:22:27.431]  Very, very smart virus.
[01:22:27.451 --> 01:22:28.934]  It's a respectable virus.
[01:22:29.455 --> 01:22:34.706]  How about all those plexiglass shields with the virus never went under it or around it?
[01:22:35.779 --> 01:22:51.432]  No, but of course, if you remember, the first science, when they were really trying to get the people to be afraid, they released this video, you may recall, it was somebody in a grocery store aisle, and they're walking, pushing their cart, and they just go, and there's a cough.
[01:22:51.793 --> 01:22:55.436]  And then they have this spray from the cough, and it travels everywhere.
[01:22:55.736 --> 01:23:04.842]   It travels over the aisles, and through the counter, and through the aisle, and Up through the ventilation of the air conditioning.
[01:23:05.342 --> 01:23:07.562]  Oh, but the plexiglass will save us, Gerald.
[01:23:08.903 --> 01:23:09.683]  Yeah, I know.
[01:23:09.963 --> 01:23:15.224]  And how about all those poor little kids that they had in these little tents playing instruments?
[01:23:15.944 --> 01:23:21.166]  I mean, you know, what I'm saying to you, Owen, the damage that this has done is incalculable.
[01:23:21.206 --> 01:23:21.426]  Yeah.
[01:23:22.026 --> 01:23:24.246]  This society is going down big time.
[01:23:24.667 --> 01:23:26.327]  They suck the joy out of life.
[01:23:27.478 --> 01:23:29.059]  There's no, there's no funny.
[01:23:29.440 --> 01:23:41.109]  Again, you know, this country went from, you know, music was America's greatest export from ragtime to swing to rock and roll to R&B to Motown.
[01:23:41.189 --> 01:23:44.192]  And now it's no town, just one bad rap.
[01:23:44.952 --> 01:23:46.253]  And we got to bring it back.
[01:23:46.313 --> 01:23:50.337]  And I'll tell you, I'm doing everything I can and Infowars is too.
[01:23:50.677 --> 01:23:52.458]  But I'll tell you what I think is needed.
[01:23:53.179 --> 01:23:54.000]  A renaissance.
[01:23:55.043 --> 01:24:00.625]  We have to go back to the true heart and soul of this country when it was the land of opportunity.
[01:24:01.045 --> 01:24:06.687]  Start putting the anti-trust laws back in place that prohibited the big Simone-ing everything.
[01:24:07.127 --> 01:24:12.409]  And little clowns like Jimmy Carter, the peanut farmer, allowed interstate banking.
[01:24:12.429 --> 01:24:14.189]  They weren't allowed to go interstate before.
[01:24:14.449 --> 01:24:15.690]  They were only intrastate.
[01:24:16.050 --> 01:24:17.911]  He did away with the usury laws.
[01:24:18.471 --> 01:24:20.571]  He deregulated the airline industry.
[01:24:20.611 --> 01:24:22.012]  Now the big zone everything.
[01:24:22.572 --> 01:24:24.513]  Bill Clinton, the Glass-Steagall Act.
[01:24:24.993 --> 01:24:28.775]  Hey, they pay me $300 an hour with Goldman Sachs to B.S.
[01:24:29.035 --> 01:24:29.955]  You could get me B.S.
[01:24:30.015 --> 01:24:33.097]  for free all day long, which is called a payoff.
[01:24:33.517 --> 01:24:34.777]  We need a renaissance.
[01:24:35.158 --> 01:24:38.479]  Look at the style of everybody at InfoWars.
[01:24:38.559 --> 01:24:45.542]  Look how trot-hard InfoWars does to bring everything to its highest level, as we do with the Trends Journal.
[01:24:45.862 --> 01:24:47.163]  We need a renaissance.
[01:24:47.783 --> 01:24:59.508]   Ale Romana all'antica, the man of the Romans and the ancients, they said, After the Black Plague in Europe, when everything was destroyed, they realized we're messing things up.
[01:24:59.809 --> 01:25:01.629]  We better go back to when it was good.
[01:25:02.370 --> 01:25:06.052]  Gerald Solente, always great to talk to you, Gerald.
[01:25:06.212 --> 01:25:08.473]  The Trends Journal, sign up for it.
[01:25:08.633 --> 01:25:12.274]  I go and get the Trends Journal from TrendsJournal.com.
[01:25:12.314 --> 01:25:13.535]  I've signed up for their email list.
[01:25:13.595 --> 01:25:14.395]  I get all their updates.
[01:25:14.856 --> 01:25:17.257]  And keeping me ahead of the curve as well.
[01:25:17.297 --> 01:25:21.739]  Gerald, thanks so much for your time and your great expert analysis on this Sunday night.
[01:25:22.754 --> 01:25:26.098]  And thank you for what you're doing and all of the people at InfoWars.
[01:25:26.838 --> 01:25:29.221]  Alright, there goes Gerald Cilente, folks.
[01:25:29.261 --> 01:25:33.926]  I'm telling you, I stay ahead with the Trends Journal, but also right here at InfoWars, folks.
[01:25:33.966 --> 01:25:35.808]  Remember, shop at InfoWarsStore.com.
[01:25:35.928 --> 01:25:38.610]  Big extended Tuesday special transmission.
[01:25:38.711 --> 01:25:43.711]   Alright, Harrison Smith takes over on the other side of this short break at Infowars.com/show.
[01:25:43.711 --> 01:25:54.711]  It's your last chance to own a piece of real history.
[01:25:55.206 --> 01:25:57.328]  Your support of Infowars has made history.
[01:25:57.808 --> 01:26:02.211]  We've had the most devastating effects against the globalists and their whole agenda is in deep trouble.
[01:26:02.631 --> 01:26:05.413]  But now it's more important for us to stay on air than ever.
[01:26:05.693 --> 01:26:08.254]  And if you don't support us, we will shut down.
[01:26:08.815 --> 01:26:23.924]   I am asking you from the bottom of my heart To commit even harder to the support you've given to this fight and to go to InfoWarsTore.com right now and get one of the last signed copies of The Great Reset and The War for the World, my number one worldwide bestseller.
[01:26:24.285 --> 01:26:27.927]  You can buy the unsigned book at InfoWars, you can buy it at Amazon, buy it anywhere.
[01:26:28.107 --> 01:26:40.415]  But if you want to get the signed copy and be part of a fundraiser to keep us on air at this critical point, if you want to answer our bat signal, please go to InfoWarsTore.com and get your signed copy of The Great Reset and The War for the World right now.
[01:26:40.815 --> 01:26:47.327]  I want to thank all of you that did get signed copies and I want to encourage those of you that didn't to take action now and please keep us on air.
[01:26:47.588 --> 01:26:48.349]  Thank you so much.
[01:26:48.569 --> 01:26:49.251]  Please take action.
