[00:02:32.947 --> 00:02:33.527]  Pull this over.
[03:13:55.237 --> 03:14:03.043]  So the next day, again, this is a top, you know, the top executives from
[03:14:04.000 --> 03:14:05.701]  Marketing executives from all over the world.
[03:14:06.621 --> 03:14:12.323]  So she left the ship that day, that night, and then the next day introduced me.
[03:14:12.343 --> 03:14:21.985]  Here's Gerald Cilenti, the guy who holds the book up, the author of Trends 2000, internationally bestseller, Trend Tracking, father of the Megatrends Time Magazine.
[03:14:22.866 --> 03:14:27.947]  Thank you for being here, blah, blah, blah, blah, did this, forecast this, a couple of things.
[03:14:28.567 --> 03:14:30.528]  I said, thank you very much for that introduction.
[03:14:31.454 --> 03:14:37.056]  I said, but after hearing Madeleine Albright's last night, I feel shortchanged.
[03:14:37.636 --> 03:14:43.638]  I said, well, you didn't also mention that I didn't graduate with honors from PS 76 in the Bronx.
[03:14:44.399 --> 03:14:47.560]  And everybody applauded and laughed because it was such a joke.
[03:14:49.180 --> 03:14:50.161]  And that's what it is.
[03:14:50.261 --> 03:14:51.661]  It's one bad joke.
[03:14:53.802 --> 03:14:55.422]  Journalism is dead.
[03:14:56.443 --> 03:14:56.683]  Dead.
[03:14:58.251 --> 03:15:03.276]  You're not allowed to speak about anything other than the crap that they're spewing out.
[03:15:03.656 --> 03:15:25.375]  And if you don't swallow that, that crap, if you don't swallow little Jackie Tapper's crap, if you don't swallow Anderson Cooper's crap, if you don't swallow the crap from MSNBC, NPR, ABC, FUC, you know what?
[03:15:26.590 --> 03:15:28.331]  You have no right to think for yourself.
[03:15:30.031 --> 03:15:37.093]  You gotta support InfoWars when they're bringing them back on X. That's a big plus.
[03:15:37.773 --> 03:15:47.176]  Because the people that love life, liberty, and the pursuit of happiness want it back, and it's all been stolen from us.
[03:15:47.796 --> 03:15:51.017]  When we get back, I'm gonna talk about the economy, and we're geopolitics.
[03:15:52.498 --> 03:15:53.318]  We're going.
[03:15:53.358 --> 03:15:53.738]  Be right back.
[03:15:57.205 --> 03:16:04.669]  Omega-3 fatty acids are needed for optimal strength, and they can only be obtained through diet.
[03:16:05.350 --> 03:16:10.472]  They can be found in grass-fed beef, which is why the ruling class is trying to ban it.
[03:16:10.833 --> 03:16:15.795]  And they can be found in fish, which are arguably the best source of omega-3s.
[03:16:17.156 --> 03:16:21.284]  But the problem today is finding fish without a high mercury content.
[03:16:22.005 --> 03:16:28.296]  Your best option is our Ultimate Fish Oil and Ultimate Krill Oil at InfowarsStore.com.
[03:16:29.542 --> 03:16:37.724]  Omega-3 fatty acids are essential for both our neurological and cardiovascular systems, our brain and our heart.
[03:16:38.424 --> 03:16:42.445]  They improve mood, mental clarity, and immune function.
[03:16:43.185 --> 03:16:47.846]  Get your essential Omega-3 fatty acids from the best sources available.
[03:16:48.327 --> 03:16:50.607]  Ultimate Fish Oil and Ultimate Krill Oil.
[03:16:51.367 --> 03:16:53.588]  Get some today at InfoWareStore.com.
[03:16:56.340 --> 03:17:01.164]  Please listen closely because this is life-changing critical information.
[03:17:01.764 --> 03:17:11.611]  The globalists are bombarding us with toxic chemicals hitting us in the air, the water, the food, the 5G, the poison shots, the shedding.
[03:17:12.612 --> 03:17:13.072]  I think so.
[03:17:36.218 --> 03:17:36.578]  I think so.
[03:17:56.252 --> 03:18:04.258]  We have not had this many of our best-selling products back in stock in years because of supply chain breakdowns and all the rest of the stuff that's going on.
[03:18:04.498 --> 03:18:05.859]  And these are game-changing products.
[03:18:05.879 --> 03:18:07.781]  It's like our information's game-changing.
[03:18:07.821 --> 03:18:09.041]  These products are incredible.
[03:18:10.022 --> 03:18:12.564]  And I'm personally glad that these are now back in stock.
[03:18:13.805 --> 03:18:24.393]  All three of the InfoWars Platinum flagship products that have been sold out for months are now back in stock, but a very limited run because we only had a budget to get
[03:18:25.520 --> 03:18:27.941]  We've got 3 or 4,000 bottles of each one of these.
[03:18:27.981 --> 03:18:32.502]  We've got 4,000 bottles of the HGH Max Boost that people love so much.
[03:18:33.483 --> 03:18:37.344]  We've got about 4,000 bottles of 1776 Testosterone Boost that just came in.
[03:18:37.364 --> 03:18:43.766]  And we've got about 3,000 bottles of Pain MD, an incredible natural pain reliever situation.
[03:18:44.907 --> 03:18:51.489]  All three of these are back in stock and they're incredible and they fund our operation at InfoWarsTore.com.
[03:18:56.411 --> 03:19:00.153]  Why do you think the globalists are desperately trying to censor everybody?
[03:19:00.473 --> 03:19:03.635]  Why are they attacking myself and Donald Trump and Elon Musk and everybody else?
[03:19:04.035 --> 03:19:08.498]  Because they can't get through this giant, megalomaniacal power grab if we're here exposing them.
[03:19:09.138 --> 03:19:11.260]  But we're not just exposing their operation.
[03:19:11.580 --> 03:19:19.565]  In my new book, we give you the solutions to build a new, better world, an alternative to Klaus Schwab's, you will eat the bugs.
[03:19:20.185 --> 03:19:21.506]  This is the Great Awakening.
[03:19:22.006 --> 03:19:25.907]  The plan to defeat the globalists and launch the second great renaissance.
[03:19:26.387 --> 03:19:29.908]  It's a companion to my last book that was a number one worldwide bestseller.
[03:19:30.168 --> 03:19:32.688]  And this book is even thicker and even more powerful.
[03:19:33.048 --> 03:19:37.469]  Get your copy of The Great Awakening today at infowarestore.com.
[03:19:37.769 --> 03:19:41.270]  Either signed as a fundraiser, and I thank you for the support, or unsigned.
[03:19:41.470 --> 03:19:43.571]  But whatever you do, take action now.
[03:19:43.931 --> 03:19:47.071]  We're fighting for you, but we can't keep on if you don't support us.
[03:19:47.331 --> 03:19:49.512]  So please, get the historic book now.
[03:19:49.892 --> 03:19:50.312]  Go now.
[03:19:50.632 --> 03:19:53.415]  To InfoWarsTore.com and get The Great Awakening.
[03:19:53.676 --> 03:19:55.338]  The Great Awakening at InfoWarsTore.
[03:20:18.866 --> 03:20:21.747]  You're listening to the Alex Jones Show!
[03:20:22.247 --> 03:20:26.148]  And now, your host, Gerald Solente!
[03:20:29.548 --> 03:20:37.290]  Hey, great being on the Alex Jones Show, and again, I want to thank InfoWars for all the work that they do, the great articles that they've put up.
[03:20:38.090 --> 03:20:44.432]  I mentioned the one about the Washington Post eliminating First Amendment rights to fight anti-Semitism.
[03:20:48.610 --> 03:20:56.232]  As I said, they write that America must scrap First Amendment to protect the feelings of pampered Jewish Ivy League college students.
[03:20:56.913 --> 03:21:04.075]  So says Pennsylvania law professor Claire Finkelstein in the Washington Post.
[03:21:04.695 --> 03:21:14.558]  She goes on, they go on to say that Finkelstein needs to lie and claim pro-Palestinians were calling for genocide.
[03:21:14.983 --> 03:21:15.864]  To make her point.
[03:21:16.064 --> 03:21:18.386]  And again, I've seen these protests.
[03:21:18.906 --> 03:21:27.773]  They weren't, you know, they're not saying that they're calling for genocides against the Israelis.
[03:21:28.774 --> 03:21:40.283]  And again, about calling genocide to make a point, that never happened, just like the stories of Hamas beheading 40 babies.
[03:21:41.064 --> 03:21:41.584]  That's right.
[03:21:41.644 --> 03:21:42.425]  Remember that story?
[03:21:42.445 --> 03:21:44.086]  So the people is very important.
[03:21:44.634 --> 03:21:50.798]  The morons, the imbeciles that listen to the mainstream media, they hear what's being reported and they repeat it.
[03:21:53.060 --> 03:21:59.684]  And then you had, out of his mind, Joe Biden saying that 40 babies were beheaded.
[03:22:00.264 --> 03:22:01.725]  And he said he saw the videos.
[03:22:03.787 --> 03:22:04.247]  That's right.
[03:22:05.047 --> 03:22:06.468]  He said he saw the videos.
[03:22:07.229 --> 03:22:10.511]  And then the White House came out and said, well, we didn't see the videos.
[03:22:12.503 --> 03:22:15.004]  But the people believe the crap that they're selling.
[03:22:16.144 --> 03:22:21.226]  And baking babies in the oven and committing mass rape.
[03:22:22.266 --> 03:22:26.787]  And again, this is the language from this fellow who wrote about this that's on Infowars.
[03:22:27.408 --> 03:22:29.268]  Let's go back to the Kuwait war.
[03:22:30.309 --> 03:22:32.009]  Not the Kuwait war, the first Iraq war.
[03:22:32.969 --> 03:22:40.852]  Where the media said that Iraqi soldiers went into the hospitals
[03:22:42.168 --> 03:22:49.611]  And threw the babies out of their incubators and stabbed them.
[03:22:54.433 --> 03:22:55.154]  Total lie.
[03:22:57.715 --> 03:22:58.915]  But the people believe it.
[03:22:59.636 --> 03:23:00.996]  And off to war we go.
[03:23:03.157 --> 03:23:11.441]  So again, this is the importance of supporting those of us who put out the facts
[03:23:12.472 --> 03:23:19.175]  And are not prostitutes, media whores that get paid to put out by their corporate pimps and government whoremasters.
[03:23:21.075 --> 03:23:22.096]  There's another article.
[03:23:22.856 --> 03:23:25.257]  Crackdown on pro-Palestinian speech.
[03:23:28.718 --> 03:23:41.703]  And data compiled by researchers at Harvard's Nonviolent Action Lab and the Counting Crowds Consortium, a network of experts of collectively public available information,
[03:23:42.102 --> 03:23:44.043]  On political actions, blah, blah, blah, blah.
[03:23:44.944 --> 03:23:50.447]  And they talk about how people are being censored.
[03:23:52.588 --> 03:23:53.729]  Again, look what's going on here.
[03:23:55.010 --> 03:24:04.495]  Could you imagine, by the way, if Gaza was still with Jewish people and the Palestinians were bombing them?
[03:24:06.176 --> 03:24:06.896]  Oh, my God!
[03:24:07.757 --> 03:24:09.518]  Could you imagine if Russia
[03:24:14.755 --> 03:24:16.276]  Who's doing this to Ukraine?
[03:24:17.217 --> 03:24:29.424]  Again, I got, I got hate speech on, on YouTube because they, I said, out of Russians, the UN said they killed, the Russians killed 10, 10,000 civilians in Ukraine.
[03:24:30.685 --> 03:24:31.986]  I said, man, they better catch up.
[03:24:32.626 --> 03:24:37.029]  Israel killed, now it's up to, when it happened, there were 13,500 dead.
[03:24:38.390 --> 03:24:41.312]  I said that in a month and a half, they better catch up, man, they're way behind.
[03:24:42.593 --> 03:24:44.514]  I'm being sarcastic, they call that hate speech.
[03:24:46.360 --> 03:24:51.502]  Israel strikes on journalists deliberate, say human rights group.
[03:24:51.742 --> 03:24:54.704]  This is from the Financial Times.
[03:24:55.884 --> 03:25:04.288]  Israel strikes in Lebanon that killed Reuters journalists and injured six others, quote, were apparently deliberate attacks.
[03:25:06.669 --> 03:25:15.033]  According to two human rights groups, quote, the evidence strongly suggests that Israel forces knew or should have known
[03:25:15.558 --> 03:25:17.899]  That the group that they were attacking were journalists.
[03:25:19.559 --> 03:25:25.100]  This was an unlawful and apparently deliberate attack on a very visible group of journalists.
[03:25:26.900 --> 03:25:30.061]  The group of several journalists in Lebanon, Iraq and the U.S.
[03:25:30.121 --> 03:25:42.824]  who were working for Reuters, Al Jazeera and Agency France-Presse were at the Lebanese border town following reports that armed fighters had tried to infiltrate Israel from Lebanon.
[03:25:43.891 --> 03:25:51.998]  The group was filming about two kilometers away from Israeli shelling when they were struck by an Israeli tank shell, which killed, and it goes on.
[03:25:53.098 --> 03:25:56.561]  Israel has the best intelligence around.
[03:25:57.282 --> 03:25:59.363]  They knew exactly what they were doing.
[03:25:59.964 --> 03:26:01.865]  Journalism is dead.
[03:26:02.526 --> 03:26:06.449]  The New York Times, they call themselves the paper record.
[03:26:06.950 --> 03:26:09.091]  It's the toilet paper record.
[03:26:09.552 --> 03:26:12.394]  It's only good to wipe up the crap.
[03:26:13.072 --> 03:26:16.574]  That spews out of their murderous, arrogant mouths!
[03:26:16.954 --> 03:26:19.836]  The little lying girls and boys!
[03:26:21.077 --> 03:26:22.037]  Oh, you don't believe me?
[03:26:22.497 --> 03:26:22.838]  Hey!
[03:26:23.638 --> 03:26:25.139]  That's Saddam Hussein!
[03:26:25.579 --> 03:26:27.941]  He has weapons of mass destruction!
[03:26:28.341 --> 03:26:30.342]  He got them aluminum tubes!
[03:26:30.702 --> 03:26:32.223]  Yeah, he's bringing them in there!
[03:26:32.263 --> 03:26:34.484]  What, from Niger or Nigeria somewhere?
[03:26:35.245 --> 03:26:36.546]  Total lies!
[03:26:37.026 --> 03:26:38.667]  Total warmongers!
[03:26:39.571 --> 03:26:41.692]  They sell every war!
[03:26:42.212 --> 03:26:44.734]  Hey, how about that little clown boy?
[03:26:45.094 --> 03:26:46.435]  What's it, Zucker?
[03:26:46.755 --> 03:26:51.998]  Well, maybe it starts with an F. The guy that used to be the head of CNN?
[03:26:52.798 --> 03:26:55.420]  That slobby-looking, arrogant clown?
[03:26:56.300 --> 03:26:57.501]  They love war!
[03:26:58.081 --> 03:27:01.283]  He was the jerk off over there in CNN.
[03:27:02.475 --> 03:27:11.630]  That when the COVID started, he told the little clown boys and girls, as reported in the Wall Street Journal, stay on this COVID!
[03:27:12.211 --> 03:27:13.614]  Stay on this COVID!
[03:27:14.195 --> 03:27:15.938]  Our ratings are going up!
[03:27:17.219 --> 03:27:29.249]  He didn't say before that they were in the toilet just like I am all the time because I'm a toilet crapper that loves to sell crap.
[03:27:29.789 --> 03:27:33.092]  Oh, and now you're talking about Zucker Boy over there.
[03:27:33.472 --> 03:27:36.374]  They're going to buy like the Telegraph over there in the UK.
[03:27:36.715 --> 03:27:37.015]  Yeah.
[03:27:37.355 --> 03:27:39.617]  You put an F and a U in the UK too.
[03:27:40.298 --> 03:27:42.800]  Look at the little jerks running the world.
[03:27:44.181 --> 03:27:45.502]  Anti-Semitism.
[03:27:47.310 --> 03:27:51.952]  And again, Netanyahu's not a Semite.
[03:27:55.434 --> 03:27:57.315]  Ben-Gurion wasn't a Semite.
[03:27:57.555 --> 03:27:59.536]  Golda Meir wasn't a Semite.
[03:28:00.577 --> 03:28:03.799]  They're all Ashkenazis from Eastern Europe.
[03:28:05.740 --> 03:28:08.381]  So don't say this anti-Semite crap.
[03:28:10.296 --> 03:28:14.399]  I'm not anti-American because I hate American wars!
[03:28:14.959 --> 03:28:17.141]  I launched Occupy Peace!
[03:28:19.182 --> 03:28:20.743]  So save your BS!
[03:28:22.184 --> 03:28:24.786]  You're nothing like little gutless boys and girls!
[03:28:25.066 --> 03:28:27.067]  Like that little boy Blinken!
[03:28:27.468 --> 03:28:31.991]  The murderous, murderous little clown of the first degree!
[03:28:32.311 --> 03:28:34.672]  Not a war that that guy didn't love!
[03:28:35.833 --> 03:28:36.734]  Since 1994, when he joined
[03:28:40.399 --> 03:28:41.060]  The gang.
[03:28:41.881 --> 03:28:43.623]  My daddy was an ambassador.
[03:28:43.643 --> 03:28:45.926]  My uncle was an ambassador.
[03:28:46.246 --> 03:28:47.188]  I went to Dalton.
[03:28:47.248 --> 03:28:48.349]  I went to Harvard.
[03:28:48.729 --> 03:28:50.151]  I'm a member of the gang.
[03:28:51.653 --> 03:28:51.993]  Yeah.
[03:28:52.955 --> 03:28:53.295]  Look at them.
[03:28:54.517 --> 03:28:55.618]  Telling us what to do.
[03:28:55.758 --> 03:28:56.299]  We'll be right back.
[03:28:56.892 --> 03:29:02.338]  If you ever take one piece of my advice, it's get a bottle of X2.
[03:29:03.099 --> 03:29:07.384]  It's been sold out for over a year because we wouldn't cut corners and because it's so hard to produce.
[03:29:07.785 --> 03:29:12.170]  We finally have a limited run, back in supply, at infowarestore.com.
[03:29:13.591 --> 03:29:16.353]  So many people have serious issues.
[03:29:16.633 --> 03:29:17.774]  Look at the UN's own numbers.
[03:29:18.214 --> 03:29:23.618]  Billions have cognitive disabilities because they do not have true nascent iodine in their bodies.
[03:29:24.158 --> 03:29:29.581]  Most of the other iodine is bound to other heavy metals or bound to other elements, so you don't download it.
[03:29:30.182 --> 03:29:32.944]  But this is pure atomic certified
[03:29:34.858 --> 03:29:36.059]  I don't know.
[03:29:57.515 --> 03:30:04.638]  Sleepless nights seem to be a lot more common these days with everything that's going on both at home and the world at large.
[03:30:05.199 --> 03:30:12.962]  If you're having trouble getting to that deep sleep we could all use more of, our new sleep support formula, Down-N-Out, is just the thing.
[03:30:13.763 --> 03:30:20.126]  It's our new, faster-absorbing liquid formula that is specifically designed to help you get the shut-eye you deserve.
[03:30:20.766 --> 03:30:25.368]  Formulated to improve upon our best-selling product, Knockout, with Down-N-Out.
[03:30:25.508 --> 03:30:30.691]  Now the herbs and melatonin packed inside are extracted directly into the glycerin solution.
[03:30:31.211 --> 03:30:35.613]  So the ingredients are already dissolved into the formula before you even take it.
[03:30:36.013 --> 03:30:39.715]  One of the other sleep support herbs included is the Passionflower.
[03:30:39.955 --> 03:30:46.202]  Which was traditionally used by Native Americans like the Cherokees who used it for its relaxing qualities.
[03:30:46.642 --> 03:30:52.489]  Be sure to take this product when you are completely ready for sleep because you will be down and out.
[03:30:52.769 --> 03:30:55.192]  Sell it out now at InfowarsStore.com
[03:30:58.666 --> 03:31:00.067]  Last year we put this book out.
[03:31:00.908 --> 03:31:02.309]  The Great Reset and the War for the World.
[03:31:02.329 --> 03:31:04.130]  It became a number one national bestseller.
[03:31:04.710 --> 03:31:07.973]  Now we've put part two out and it's even thicker and more powerful.
[03:31:08.473 --> 03:31:09.374]  The Great Awakening.
[03:31:09.474 --> 03:31:13.317]  The plan to defeat the globalists and launch the second great renaissance.
[03:31:13.737 --> 03:31:15.378]  This is such a powerful book.
[03:31:15.778 --> 03:31:17.460]  It covers all the globalist plans.
[03:31:18.080 --> 03:31:24.382]  The latest developments, how to stop them, and then gives an alternate plan of a society we could build together.
[03:31:24.682 --> 03:31:25.903]  That's why it's The Great Awakening.
[03:31:26.243 --> 03:31:28.364]  The Great Awakening is happening right now.
[03:31:28.624 --> 03:31:33.446]  You can get signed or unsigned copies of the book at Infowarstore.com.
[03:31:33.726 --> 03:31:35.066]  This is a historic book.
[03:31:35.406 --> 03:31:36.727]  I want to thank you all for your support.
[03:31:37.287 --> 03:31:44.756]  This is next level information and it's a great way to not just support the broadcast, but inform yourself to the next level and share the book with friends and family.
[03:31:44.896 --> 03:31:51.403]  So whether you want one copy or multiple copies, go now to InfoWarsTore.com and get The Great Awakening.
[03:31:51.624 --> 03:31:52.825]  This is going to go to number one.
[03:31:52.845 --> 03:31:54.147]  I want to thank you for your support.
[03:31:54.327 --> 03:31:55.148]  It's a powerful book.
[03:31:55.388 --> 03:31:55.909]  Get yours now.
[03:31:56.548 --> 03:32:00.030]  Never forget that the answer to 1984 is 1776.
[03:32:01.411 --> 03:32:05.653]  We've come a long way in the fight against tyranny, and it's been listeners and viewers like you that have kept us on air.
[03:32:05.833 --> 03:32:15.599]  That's why we bring you the very best products, so you love them, so you enjoy them, as you come back and get them again and again, so we can stay on the air in the fight against the globalists, because it's viewers like you that keep this operation on air.
[03:32:16.039 --> 03:32:19.161]  And here we are, another Christmas is here, being the biggest sale of the year.
[03:32:19.601 --> 03:32:23.423]  Storewide free shipping, double Patriot points, up to 60% off.
[03:32:23.823 --> 03:32:26.484]  Storewide, my new book, The Great Awakening.
[03:32:26.765 --> 03:32:28.085]  Get a signed or unsigned copy.
[03:32:28.205 --> 03:32:28.826]  It's all there.
[03:32:29.106 --> 03:32:31.047]  X2, finally back in stock.
[03:32:31.367 --> 03:32:33.488]  Turbo Force, finally back in stock.
[03:32:33.628 --> 03:32:35.809]  It's all there at infowarestore.com.
[03:32:35.829 --> 03:32:37.890]  So I want to wish you all a Merry Christmas.
[03:32:37.930 --> 03:32:39.731]  I want to thank you all for your support.
[03:32:39.771 --> 03:32:40.652]  We're in this fight together.
[03:32:40.672 --> 03:32:44.854]  I want to encourage you now to get storewide free shipping, double Patriot points,
[03:32:45.675 --> 03:32:50.699]  Up to 60% off on all the great products at Infowarstore.com or 888-253-3139.
[03:32:50.899 --> 03:32:54.583]  Infowarstore.com.
[03:32:58.947 --> 03:33:04.853]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:33:23.500 --> 03:33:29.481]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:33:30.001 --> 03:33:34.122]  And now, your host, Gerald Salente.
[03:33:37.213 --> 03:33:39.314]  Again, thanks for having me on.
[03:33:39.334 --> 03:33:43.577]  I really appreciate being on InfoWars for all they do, how hard the staff works.
[03:33:43.597 --> 03:33:49.080]  And as I said, I go to InfoWars every day to find the articles they're putting up and what they're writing about.
[03:33:49.800 --> 03:33:53.062]  And I want to stay on this censorship because it's really important.
[03:33:53.662 --> 03:33:55.443]  I mean, freedom of speech is gone.
[03:33:55.523 --> 03:33:56.083]  It's dead.
[03:33:57.104 --> 03:34:01.546]  And here's an article that came out.
[03:34:04.188 --> 03:34:04.748]  Middle East
[03:34:06.832 --> 03:34:08.292]  Middle East Eye put it out.
[03:34:09.613 --> 03:34:11.093]  Israel-Palestinian War.
[03:34:11.213 --> 03:34:18.254]  Most U.S.-based Middle East scholars self-censoring speech critical of Israel survey finds.
[03:34:19.274 --> 03:34:29.096]  The Middle East Scholar Barometer survey found that among those who have chosen to self-censor, 81% said they have withheld criticism of Israel compared with 11% who have withheld
[03:34:35.455 --> 03:34:37.175]  The criticism of Palestine.
[03:34:37.955 --> 03:34:50.058]  The main reason for the self-censoring for around half the respondents was because they were concerned about campus culture and offending students and also worried about the pressure from external groups.
[03:34:50.938 --> 03:34:58.679]  About 72% of the respondents said they felt, quote, greater direct or indirect need to self-censor.
[03:34:59.239 --> 03:34:59.779]  Isn't that nice?
[03:35:00.540 --> 03:35:02.940]  Half of them said anti-Palestinian sentiments
[03:35:03.752 --> 03:35:09.015]  were prevalent on their campus, while 36% said Israel's sentiments were.
[03:35:09.035 --> 03:35:10.776]  And it goes on.
[03:35:13.758 --> 03:35:20.462]  Again, again, it's only one, you only could speak about one side, you can't speak about the other.
[03:35:20.482 --> 03:35:30.608]  So we're having an article coming out in the Trends Journal tomorrow, and it's called, Free Speech is Dead When It Comes to Genocide in Gaza.
[03:35:31.718 --> 03:35:34.099]  And we quote people like Norman Finkelstein.
[03:35:35.200 --> 03:35:37.521]  Again, Finkelstein, the cat's Jewish, right?
[03:35:38.361 --> 03:35:40.162]  You can't call him an anti-Semite.
[03:35:41.142 --> 03:35:42.623]  You can't say he hates Jews.
[03:35:42.663 --> 03:35:43.623]  The guy's Jewish.
[03:35:45.704 --> 03:35:52.668]  He posted on X, quote, the Jewish billionaire class has declared war on our nation's universities.
[03:35:53.608 --> 03:35:58.430]  Either you support Israel's genocidal war or we will destroy you.
[03:35:59.571 --> 03:35:59.891]  All right?
[03:36:06.300 --> 03:36:29.415]  I mentioned before about that, I didn't finish it, Counting Nonviolent Action Lab from Harvard and the Counting Crowds Consortium found that there were 2,100 pro-Palestinian protests have broken out since the war began on October 7th, compared with 445 pro-Israeli demonstrations.
[03:36:30.416 --> 03:36:31.356]  Glenn Greenwald.
[03:36:33.342 --> 03:36:36.623]  He said, all the censorship is going in one direction.
[03:36:37.283 --> 03:36:47.207]  This is of course done in the name of safety-ism that conservatives have spent years denouncing and the liberal left spent years demanding.
[03:36:47.667 --> 03:36:49.207]  Now they switch sides.
[03:36:54.169 --> 03:36:54.949]  So there you got it.
[03:36:57.410 --> 03:37:02.092]  You're not allowed to come out against Israel because as Norman Finkelstein made it clear,
[03:37:05.882 --> 03:37:06.682]  They come after you.
[03:37:09.144 --> 03:37:24.591]  And again, an article in InfoWars, Secretary of State Blinken claims Russia will invade NATO countries unless Congress passes $100,000 billion aid.
[03:37:28.720 --> 03:37:41.402]  Yep, Secretary of State Antony Blinken claimed that Ukraine will collapse and Russia will invade other NATO countries unless Congress authorizes $106 billion in aid.
[03:37:44.643 --> 03:37:45.763]  Invade other countries?
[03:37:46.463 --> 03:37:48.823]  Hey, oh Blinken, you're too young.
[03:37:48.963 --> 03:37:50.204]  I'm older than you.
[03:37:50.964 --> 03:37:53.584]  Yeah, you're 61, I'm 77.
[03:37:54.324 --> 03:37:58.105]  You don't remember the Vietnam War, but even if you did, you daddy,
[03:37:58.706 --> 03:38:02.708]  And your uncle would have got you out because you're a member of the club.
[03:38:03.048 --> 03:38:04.928]  Senators' sons don't go either.
[03:38:06.269 --> 03:38:11.651]  They lied about the domino theory just like the crap that you're spewing out of your mouth now.
[03:38:12.771 --> 03:38:15.913]  About Russia and Ukraine.
[03:38:16.613 --> 03:38:18.734]  That other NATO countries aren't safe.
[03:38:19.334 --> 03:38:23.276]  There's not a war that this little clown boy did not love.
[03:38:24.316 --> 03:38:24.516]  Yep.
[03:38:25.216 --> 03:38:25.636]  You got it?
[03:38:26.257 --> 03:38:26.697]  Here we are.
[03:38:28.894 --> 03:38:41.084]  Again, since he got into the gang in 1994, he supported the Somalia Civil War, the Bosnian War, the Croatian War, U.S.
[03:38:41.124 --> 03:38:51.093]  intervention in Haiti, U.S.-Kosovo War, Afghan War, Yemen War, Iraq War, Syrian War, Libyan War, Ukraine War, and Israel War.
[03:38:52.954 --> 03:38:53.154]  Yeah.
[03:38:54.175 --> 03:38:56.217]  That's the little clown running the show.
[03:39:02.093 --> 03:39:03.553]  These are the people in charge.
[03:39:07.274 --> 03:39:17.396]  Every gun that is made, every warship launched, every rocket fired signifies, in the final sense, a theft from those who hunger and are not fed.
[03:39:18.717 --> 03:39:20.477]  Those who are cold are not clothed.
[03:39:21.737 --> 03:39:24.418]  This world in arms is not spending money alone.
[03:39:25.378 --> 03:39:30.059]  It's spending the sweat of the labors, the genius of the scientists, the hopes of the children.
[03:39:30.916 --> 03:39:36.341]  This is not a way of life at all in any true sense.
[03:39:37.122 --> 03:39:43.988]  Under the clouds of war, it is humanity hanging from a cross of iron.
[03:39:45.389 --> 03:39:45.689]  Oh, yeah.
[03:39:45.749 --> 03:39:46.550]  Merry Christmas.
[03:39:46.590 --> 03:39:46.950]  Yeah.
[03:39:48.132 --> 03:39:49.653]  Happy holidays.
[03:39:50.313 --> 03:39:56.379]  That was Dwight D. Eisenhower, five-star president, Supreme Commander of the Allied Forces, and two-term president.
[03:39:57.532 --> 03:40:04.257]  The same Dwight D. Eisenhower that said any man seeking the office of president is either an egomaniac or crazy.
[03:40:05.438 --> 03:40:06.619]  They wanted him to run.
[03:40:06.659 --> 03:40:08.660]  He was the president of Columbia University at the time.
[03:40:11.643 --> 03:40:12.664]  You got that, Blinken?
[03:40:13.404 --> 03:40:14.665]  You got that, Blinken boy?
[03:40:14.685 --> 03:40:17.607]  Here's another one for you, Blinken!
[03:40:17.627 --> 03:40:24.953]  It was a cat by the name of George Washington, a real man, not like, not like the
[03:40:26.744 --> 03:40:42.669]  The Lloyd Austens, yeah, the guy that worked for Raytheon, the second largest defense contractor, did a great job slaughtering people over there in Iraq and when he was there in Afghanistan, and now is our Secretary of Defense.
[03:40:42.929 --> 03:40:48.291]  This is by cat by the name of George Washington, yeah, across the Delaware, your first President of the United States.
[03:40:49.611 --> 03:40:55.693]  It is our true policy to steer clear of permanent alliances with any portion of the foreign world.
[03:40:56.243 --> 03:40:56.883]  Got that?
[03:40:57.884 --> 03:41:00.324]  Hey, clown boys and girls, got that?
[03:41:02.285 --> 03:41:15.329]  The nation which indulges towards another, an habitual hatred or an habitual fondness, is in some degree a slave.
[03:41:17.490 --> 03:41:25.532]  It is a slave to its animosity or to its affection.
[03:41:26.804 --> 03:41:35.207]  Either of which is sufficient to lead it astray from its duties and its interests.
[03:41:37.268 --> 03:41:37.508]  Yep.
[03:41:38.969 --> 03:41:39.749]  Yeah, we live in it.
[03:41:40.649 --> 03:41:41.090]  Slaves.
[03:41:41.190 --> 03:41:42.410]  It's slavelandia.
[03:41:45.311 --> 03:41:53.274]  So a passionate attachment to one nation for another produces a variety of evils.
[03:41:53.795 --> 03:41:54.455]  Got that?
[03:41:55.550 --> 03:41:57.070]  All you little clowns!
[03:41:57.531 --> 03:41:59.051]  Hey, you cotton mouth!
[03:41:59.831 --> 03:42:01.532]  Yeah, that guy over there!
[03:42:01.552 --> 03:42:04.933]  Hey, I'm in Congress!
[03:42:05.613 --> 03:42:10.314]  Little Lindsey Gray, I'm a little fat slob that couldn't find his way out of a paper bag.
[03:42:10.854 --> 03:42:12.515]  Screw you, Washington!
[03:42:13.235 --> 03:42:16.316]  We are the evil dick-tasters of America!
[03:42:17.936 --> 03:42:19.437]  We'll tell you what to do!
[03:42:21.217 --> 03:42:22.657]  Look at this little jerk!
