[00:00:05.739 --> 00:00:07.340]  Hitler took the guns.
[03:09:20.627 --> 03:09:22.728]  I mean, it's all coming out.
[03:09:22.728 --> 03:09:33.732]  Now, members of Congress are calling for criminal investigations of the DOJ, of course, they conducted investigations of Hal Kennedy and the January 6th Committee, who had all these videos and suppressed it.
[03:09:34.252 --> 03:09:40.493]  So Trenas Evans, start out by telling us about your January 6th story and then let's talk about your organization.
[03:09:40.493 --> 03:09:51.435]  The only group we know of, and we've confirmed this with their lawyers and families, but it's been from day one, through the prosecutions, forming a network to learn even where people are or what's happening to them.
[03:09:51.435 --> 03:09:53.516]  So we'll get an update on Stuart Rhodes and more.
[03:09:53.516 --> 03:10:00.457]  But first, tell us your story and then get into what you think of the Speaker of the House, Jackson, finally releasing this footage.
[03:10:02.304 --> 03:10:08.614]  Yeah, well, actually, God bless Mike Johnson from Louisiana there for his effort in finally releasing this much needed footage.
[03:10:08.614 --> 03:10:14.604]  It gives context to the American people of what we've been telling them now for some two and a half years.
[03:10:15.100 --> 03:10:15.480]  That's right.
[03:10:34.151 --> 03:10:42.277]  Where we're now finding, and we've known this the entire time and been screaming it from the rooftops, if you will, that this is what really happened here.
[03:10:42.277 --> 03:10:44.619]  These are the events of January 6th.
[03:10:44.619 --> 03:10:48.721]  We've been putting out documentary films on this, Alex, for two and a half years.
[03:10:49.742 --> 03:10:53.325]  Sadly, it's, you know, now it's finally resonating with the American people.
[03:10:53.325 --> 03:10:57.228]  People like you have been talking about this and what it really was because you were there, damn it.
[03:10:57.228 --> 03:10:58.730]  You know what really happened.
[03:10:58.730 --> 03:11:00.911]  You saw these events take place.
[03:11:00.911 --> 03:11:06.977]  You know, you, and you covered this and people like Owen and the journalists that were there on the ground, they've all been charged with crimes.
[03:11:06.977 --> 03:11:11.781]  They've all been relegated into the land of domestic terrorists to destroy their credibility.
[03:11:11.781 --> 03:11:11.941]  So.
[03:11:12.954 --> 03:11:17.698]  As far as my experience January 6th, I didn't get there until after all this happened.
[03:11:17.698 --> 03:11:24.304]  I stopped at my hotel room and took a break and came down a little bit later thinking we were going to be out there about three or four o'clock in the morning.
[03:11:24.304 --> 03:11:27.767]  It was six hours or six states, two hours per state in deliberation.
[03:11:28.399 --> 03:11:31.122]  But, you know, you asked the question about Stuart Rhodes.
[03:11:31.122 --> 03:11:32.103]  You brought up a good point.
[03:11:32.103 --> 03:11:35.827]  But, man, I would love to, before we go there, if you don't mind, terribly.
[03:11:35.827 --> 03:11:42.435]  You played some video clips there, and one of the last clips you played shows the people kind of parading down the hallway, right?
[03:11:42.435 --> 03:11:45.338]  That's the picketing and parading.
[03:11:45.916 --> 03:11:47.877]  aspect of what was happening, right?
[03:11:47.877 --> 03:11:49.838]  Yes, thank you so much for bringing that back up.
[03:11:49.838 --> 03:11:51.559]  What a great team you have there.
[03:11:51.559 --> 03:11:54.660]  At any rate, notice that the cops are standing in front of the door.
[03:11:54.660 --> 03:11:57.981]  These police officers are actually blocking the doorway.
[03:11:57.981 --> 03:12:03.044]  And the first police officer you just saw walking through there was an officer I actually had interaction with inside the Capitol.
[03:12:03.044 --> 03:12:06.405]  I have it on video, and they're thanking me for what I'm doing.
[03:12:06.405 --> 03:12:10.207]  Why aren't they sitting here saying, hey, you should exit these doors?
[03:12:10.207 --> 03:12:11.527]  You know, you're violating the law.
[03:12:11.527 --> 03:12:12.248]  You're going to go to jail.
[03:12:13.428 --> 03:12:29.121]  Because even the Capitol Police, if you ask them now and many of their testimonies, even the ones that haven't violated their gag orders or this non-disclosure agreements that they have, will tell you that they thought these people were just picketing and parading and they were going to be subject to fines and maybe get a ticket.
[03:12:29.121 --> 03:12:30.422]  But that is a reality.
[03:12:30.422 --> 03:12:32.064]  Tariq Johnson's spoken about this.
[03:12:32.064 --> 03:12:34.886]  Many of the Capitol Police have discussed the reality of this.
[03:12:34.886 --> 03:12:36.627]  But this is what you referenced.
[03:12:36.627 --> 03:12:38.529]  This is the picketing and parading aspect.
[03:12:38.979 --> 03:12:39.979]  Of January 6th.
[03:12:39.979 --> 03:12:46.161]  This is a offense punishable, a class B misdemeanor, by up to six months in jail.
[03:12:46.161 --> 03:12:58.565]  To which you have leftist ideologues like, you know, the activists under the robe like Judge Chetkin and many of the others that are literally putting these people in prison for the full six months for this, what you're watching right here.
[03:12:59.085 --> 03:13:00.425]  They didn't witness violence.
[03:13:00.425 --> 03:13:03.186]  They may not have seen any of what occurred.
[03:13:03.186 --> 03:13:04.267]  They got to a protest.
[03:13:04.267 --> 03:13:05.587]  They followed people.
[03:13:05.587 --> 03:13:07.388]  They went to one event down at the Ellipse.
[03:13:07.388 --> 03:13:08.348]  They left the Ellipse.
[03:13:08.348 --> 03:13:09.848]  They came to the Capitol.
[03:13:09.848 --> 03:13:11.289]  People were walking into the building.
[03:13:11.289 --> 03:13:14.990]  They followed right along behind them, not aware of any violence or destruction or mayhem.
[03:13:15.732 --> 03:13:17.292]  And then they do this.
[03:13:17.292 --> 03:13:19.593]  And this is the action to which you go to jail.
[03:13:19.593 --> 03:13:21.934]  For instance, the gentlemen you see in the helmet there.
[03:13:21.934 --> 03:13:25.455]  These type of people, they say, oh, you wore paramilitary gear into the Capitol.
[03:13:25.455 --> 03:13:27.475]  Oh, sorry, that's a whole nother charge.
[03:13:27.475 --> 03:13:28.255]  And this is the insanity.
[03:13:28.255 --> 03:13:30.776]  Because we knew anti-war coming, so some people wore helmets and things.
[03:13:30.776 --> 03:13:33.577]  You have the police waving them in on the video.
[03:13:35.382 --> 03:13:46.957]  Yeah, this is the disgusting part for people, Alex, as you know, that that was what the DC police were instructed by Bowser and others to allow to take place in both November and December rallies.
[03:13:46.957 --> 03:13:52.423]  The attacks that happened on people, mothers with strollers that were overturned and their child harmed, etc.
[03:13:53.104 --> 03:14:04.933]  The attacks, the stabbings, all that occurred in November and December is what actually put the people in the mindset that if you're going to come to D.C., you need to come ready to protect yourself and your family.
[03:14:04.933 --> 03:14:07.054]  So that's where the paramilitary gear came from.
[03:14:07.054 --> 03:14:12.698]  That was not a part of earlier events, if you notice, for either the Proud Boys, the Oath Keepers, others.
[03:14:12.698 --> 03:14:16.821]  This was a part of the event that came after what was allowed in November and December.
[03:14:16.821 --> 03:14:18.322]  I was there for both.
[03:14:18.322 --> 03:14:19.643]  The leftists turned it into
[03:14:20.624 --> 03:14:21.465]  A brawl.
[03:14:21.465 --> 03:14:24.688]  We didn't come and start fights, but some people were in helmets and stuff.
[03:14:24.688 --> 03:14:28.271]  So they would use that for even longer jail sentences.
[03:14:28.271 --> 03:14:30.253]  Alex, you speaking about you being there for both.
[03:14:30.253 --> 03:14:31.614]  I was there for both as well.
[03:14:31.614 --> 03:14:33.936]  In December, I'll never forget.
[03:14:33.936 --> 03:14:35.097]  You came around the corner.
[03:14:35.097 --> 03:14:37.740]  There was a group of Proud Boys marching and citizens.
[03:14:37.740 --> 03:14:39.361]  I mean, it wasn't just the Proud Boys.
[03:14:39.361 --> 03:14:40.422]  It wasn't a militia.
[03:14:40.422 --> 03:14:45.086]  These were individual citizens and a group of men and people and patriots of all types.
[03:14:46.502 --> 03:14:47.923]  Some of the shapes and colors.
[03:14:47.923 --> 03:14:55.187]  And I'll never forget you stopping in front of the Freedom Plaza, getting on the megaphone and, you know, going on with the crowd in December.
[03:14:55.187 --> 03:15:05.754]  And I saw that and I was one of those people that was literally trapped inside my hotel or near the entrance because Antifa and BLM were posted near the areas.
[03:15:05.754 --> 03:15:10.476]  And if you left, people were coming back beaten up, bloodied, bruised up, banged up.
[03:15:10.476 --> 03:15:11.877]  They'd been beaten.
[03:15:11.877 --> 03:15:13.638]  I mean, it was terrible what was happening.
[03:15:13.638 --> 03:15:15.399]  You couldn't walk a block and a half away.
[03:15:16.580 --> 03:15:23.309]  That group came around and you were right there with them in the front and you literally were liberating people from their hotels.
[03:15:23.309 --> 03:15:25.552]  I've called it that the whole time because that's what it's like.
[03:15:25.552 --> 03:15:30.258]  I've said this must be what it was like for countries to be liberated from Nazi Germany, etc.
[03:15:30.258 --> 03:15:34.083]  And we didn't know how real that really was in the time when I was thinking that.
[03:15:34.563 --> 03:15:37.285]  And I immediately started walking with you guys.
[03:15:37.285 --> 03:15:38.747]  I was like, I'm walking with these guys.
[03:15:38.747 --> 03:15:39.387]  This is great.
[03:15:39.387 --> 03:15:40.208]  I know how I felt.
[03:15:40.208 --> 03:15:49.295]  There should be more people join this kind of cause to allow people to leave their hotel and the seat of their nation's government, the nation's capital, that you don't feel safe walking.
[03:15:49.295 --> 03:15:49.576]  That's right.
[03:15:49.576 --> 03:15:53.879]  Because in the previous months, Antifa would wait in the alleyways until a family came out.
[03:15:53.879 --> 03:15:57.142]  Then they would brutally throw fireworks at them, stab them, attack them.
[03:15:57.142 --> 03:15:58.543]  And the media loved it.
[03:15:58.543 --> 03:15:59.604]  Oh, you deserve it.
[03:15:59.604 --> 03:16:00.425]  It's so liberal.
[03:16:01.926 --> 03:16:03.287]  Oh, you had it coming!
[03:16:03.287 --> 03:16:04.908]  Right, that was it!
[03:16:04.908 --> 03:16:13.332]  The idea that you had the audacity to come to the seat of your nation's capital and speak out to protest, to be a part of something.
[03:16:13.332 --> 03:16:17.435]  I have to say this, I think the right, most of the people there, we weren't in sheer protest.
[03:16:18.095 --> 03:16:20.996]  Sure, protest means I'm against everything that's happening.
[03:16:20.996 --> 03:16:22.857]  I was demonstrating two things.
[03:16:22.857 --> 03:16:36.103]  One, as most people you would have find that they would agree, and I think you would agree with this yourself, Alex, I was demonstrating support for the courageous people in our legislature and our government that were willing to stand up and take a stand and say something about what was happening.
[03:16:36.103 --> 03:16:40.405]  Yeah, that's why we were all there, was the call for the legal, lawful, 10-day investigation in Congress.
[03:16:42.592 --> 03:16:43.633]  This is interesting.
[03:16:43.633 --> 03:16:44.853]  Tell your quick little story.
[03:16:44.853 --> 03:16:45.974]  What happened to you?
[03:16:45.974 --> 03:16:46.594]  The article's right here.
[03:16:46.594 --> 03:16:55.539]  And then let's get into where the J6 terrorists, as they call them, Stuart Rhodes and all them are, because you're one of the only groups able to talk to them.
[03:16:55.539 --> 03:16:57.900]  Even their families are having trouble.
[03:16:57.900 --> 03:17:00.422]  And people want an update on this.
[03:17:00.422 --> 03:17:03.764]  Yeah, so real quick, I have a January 6th story.
[03:17:03.764 --> 03:17:05.385]  I'm going to go away from the day of January 6th.
[03:17:05.385 --> 03:17:07.206]  I want to take you to the date of January 17th, when
[03:17:08.297 --> 03:17:14.299]  I was standing on my front porch, two plainclothes FBI agents who I didn't know were FBI came walking down my front lawn.
[03:17:14.299 --> 03:17:18.421]  And I thought they were selling something, maybe the Jehovah's Witness, I don't know, whatever it was.
[03:17:18.421 --> 03:17:21.042]  And I said, Hey, listen, whatever it is, I'm not interested.
[03:17:21.042 --> 03:17:21.482]  I'm busy.
[03:17:21.482 --> 03:17:24.003]  Thanks a lot for coming by, but no, thank you.
[03:17:24.003 --> 03:17:26.424]  To which point they said, you know, such and such from the FBI.
[03:17:26.424 --> 03:17:29.585]  And I went, Oh, geez, well, I really don't want any canceled my subscription.
[03:17:29.585 --> 03:17:30.406]  Right.
[03:17:30.406 --> 03:17:33.067]  And so at that point they came up and we had a conversation.
[03:17:33.067 --> 03:17:35.868]  I told them I have video of the, now this is March 4th.
[03:17:36.664 --> 03:17:38.685]  This, uh, that you're seeing here.
[03:17:38.685 --> 03:17:41.467]  January 17th, we had a long conversation on my front lawn.
[03:17:41.467 --> 03:17:43.848]  I talked positively, identified myself, said I was there.
[03:17:43.848 --> 03:17:45.089]  I have video.
[03:17:45.089 --> 03:17:46.169]  I never took anything.
[03:17:46.169 --> 03:17:47.650]  I never harmed anyone.
[03:17:47.650 --> 03:17:48.891]  I have video of the whole event.
[03:17:48.891 --> 03:17:51.492]  I'm happy to turn everything I have over, nothing to hide.
[03:17:51.492 --> 03:17:53.813]  I'm in full cooperation with law enforcement.
[03:17:53.813 --> 03:17:56.174]  I didn't do anything other than going to the building.
[03:17:56.174 --> 03:17:57.295]  No vandalism, nothing.
[03:17:57.879 --> 03:18:01.720]  And as a matter of fact, I said there's police shook my hand and thanked me for what I was doing inside.
[03:18:01.720 --> 03:18:07.902]  And I have that on video as well, because I was speaking out for no violence, no harm, no destruction of property, et cetera.
[03:18:07.902 --> 03:18:12.943]  Through that process, we, my attorney was in contact with the FBI numerous times.
[03:18:12.943 --> 03:18:25.686]  When the FBI finally responded, it was with a SWAT raid from the Joint Terrorism Task Force on March 4th, to which you saw my 13 year old son with his hands up as he was attempting to leave for school that day.
[03:18:25.686 --> 03:18:25.786]  And.
[03:18:26.520 --> 03:18:29.183]  I will tell you that it was odd the date that they chose.
[03:18:29.183 --> 03:18:32.927]  After months, they had an indictment on me for weeks that they left sealed.
[03:18:32.927 --> 03:18:38.733]  They chose to come on a Thursday, which there's no magistrate on Friday, and they chose to come that day.
[03:18:38.733 --> 03:18:47.223]  It was the day that we were supposed to identify my father-in-law's body at Funeral Home, viewing of the body there for the family, and with a funeral looming that weekend.
[03:18:47.857 --> 03:19:03.184]  This is a constant phenomenon, an absolute odd coincidence that's happened to so many people on January 6th, that they came on grandma's birthday, they came on anniversary for mom and dad, they came on a family's anniversary party, they came on the child's birthday.
[03:19:03.184 --> 03:19:05.965]  It was part of what they told you they were going to do.
[03:19:05.965 --> 03:19:07.486]  It was the shock and awe.
[03:19:07.486 --> 03:19:13.348]  It was to make sure- Well that's why Sherwin or Sherwin, the federal prosecutor DC said, we're going to intimidate their families.
[03:19:13.348 --> 03:19:14.689]  This is all about shock and awe.
[03:19:15.976 --> 03:19:16.416]  Yes, sir.
[03:19:16.416 --> 03:19:17.397]  Michael Sherwin.
[03:19:17.397 --> 03:19:29.162]  He came out on 60 Minutes, and he was cautioned by the DOJ, and later Judge Mehta, I think it was, said, we're not going to try these cases in the court of public opinion, and he was chewed out, and I think removed from that position at the time.
[03:19:29.162 --> 03:19:31.883]  Because he was saying out loud the real plan.
[03:19:31.883 --> 03:19:36.926]  Not because he was bad, but because he was saying, we're here to intimidate the American people.
[03:19:36.926 --> 03:19:40.147]  Yeah, he actually told the truth about what their objective was, Alex.
[03:19:40.147 --> 03:19:41.308]  Absolutely.
[03:19:41.308 --> 03:19:43.989]  Alright, so then you get arrested, you get put in jail.
[03:19:45.518 --> 03:19:50.102]  Yeah, and then I went through the process, you know, this drug on for some time.
[03:19:50.102 --> 03:19:56.567]  Interestingly enough, I captured a federal human trafficking fugitive in the state of Texas while on pretrial release.
[03:19:56.567 --> 03:19:59.229]  That's a big mouthful of a statement, but we'll get into that another time.
[03:19:59.229 --> 03:20:01.190]  I think it's an interesting set.
[03:20:01.190 --> 03:20:04.513]  But the DOJ covered that up until my second
[03:20:05.013 --> 03:20:09.915]  Of two sentencing hearings, which is interesting, that they delivered at 8.05 in the morning.
[03:20:09.915 --> 03:20:18.699]  They literally covered up the fact that I captured a federal human trafficking fugitive that had escaped from prison the entire time and told the judge that I was the liar.
[03:20:18.699 --> 03:20:25.142]  And then when they were caught red-handed with that information, Alex, they then had the nerve to call me a vigilante.
[03:20:26.112 --> 03:20:31.153]  We're capturing a federal human trafficking fugitive that had escaped from prison.
[03:20:31.153 --> 03:20:31.774]  Well, let me expand.
[03:20:31.774 --> 03:20:34.915]  Let's we'll get into the people really serving long sentences that are totally innocent.
[03:20:34.915 --> 03:20:35.835]  I was there.
[03:20:35.835 --> 03:20:37.555]  I know it's total fraud.
[03:20:37.555 --> 03:20:41.436]  It's hard to believe this happened, but these are controlled, you know, obviously kangaroo courts.
[03:20:41.436 --> 03:20:46.058]  Owen Schroeder in jail in solitary confinement right now.
[03:20:46.058 --> 03:20:51.599]  Owen, when they did the charging document and then he challenged that with his lawyer, we show this on Arabanch, folks.
[03:20:51.599 --> 03:20:52.780]  It's unbelievable.
[03:20:52.780 --> 03:20:53.460]  They say
[03:20:55.302 --> 03:21:00.205]  Well, we've not arrested person one because he is InfoWars and he did say don't go in.
[03:21:00.205 --> 03:21:01.245]  They admit all this.
[03:21:01.245 --> 03:21:03.306]  But Owen is lying, Your Honor.
[03:21:03.306 --> 03:21:04.427]  He doesn't work there.
[03:21:04.427 --> 03:21:06.768]  He's been there seven years then.
[03:21:06.768 --> 03:21:09.710]  Anchor is a major show with millions of viewers.
[03:21:09.710 --> 03:21:13.292]  And they literally said to the judge, Owen Schroer is lying.
[03:21:13.292 --> 03:21:16.553]  He was not there as a journalist.
[03:21:16.553 --> 03:21:17.874]  He was not with InfoWars.
[03:21:17.874 --> 03:21:19.395]  He does not work with InfoWars.
[03:21:20.160 --> 03:21:30.685]  Then the judge uses three examples the FBI gave him in his sentencing document saying you are not remorseful and they gave three dates in the summer with quotes.
[03:21:30.685 --> 03:21:34.907]  This is the government watching the show where he still said the election was stolen.
[03:21:34.907 --> 03:21:41.410]  So the judge said I'm sending you to prison for nothing for your speech to show off that it's about speech.
[03:21:41.410 --> 03:21:45.532]  I mean, I talked to a bunch of constitutional lawyers, famous ones, they've never seen this.
[03:21:45.532 --> 03:21:46.593]  It's like a cartoon.
[03:21:48.214 --> 03:21:54.878]  Of how a judge would make themselves look completely unimpartial and corrupt.
[03:21:54.878 --> 03:21:56.879]  So there's an example right there.
[03:21:56.879 --> 03:21:58.480]  People say, well, why is it Jones been arrested?
[03:21:58.480 --> 03:21:59.420]  The left says that every day.
[03:21:59.420 --> 03:22:01.101]  It trends on Twitter every week.
[03:22:01.101 --> 03:22:01.802]  Well, here's Owen.
[03:22:01.802 --> 03:22:02.322]  He's in jail.
[03:22:02.322 --> 03:22:02.622]  Why not Jones?
[03:22:02.622 --> 03:22:07.465]  Because they went, well, Jones is a journalist, and he did try to top people going in, and a person won.
[03:22:07.465 --> 03:22:09.186]  But this other guy's lying.
[03:22:09.186 --> 03:22:10.566]  He doesn't work there.
[03:22:10.566 --> 03:22:10.787]  What?
[03:22:11.767 --> 03:22:16.488]  I mean, the level... You lie to a quote federal officer, you go to jail, prison.
[03:22:16.488 --> 03:22:18.408]  Why are they allowed to lie so much?
[03:22:18.408 --> 03:22:25.970]  And why do judges rubber stamp a lie that Owen Schroyer doesn't work here, your honor, and he lied in federal filings?
[03:22:25.970 --> 03:22:27.810]  We want jail time for that.
[03:22:27.810 --> 03:22:29.650]  When he's a talk show host on air.
[03:22:29.650 --> 03:22:32.811]  It's not like he's a video editor, which we can prove he worked here.
[03:22:32.811 --> 03:22:37.212]  The guy's on air five, six days a week, and they tell the judge he doesn't work there.
[03:22:38.882 --> 03:22:47.527]  Well, you know, Alex, this is the impropriety you're referencing that truly makes the statement about the activists under the robe.
[03:22:47.527 --> 03:22:49.828]  These people aren't fit for the robe.
[03:22:49.828 --> 03:22:52.789]  They're not fit for the bench, and they shouldn't be there.
[03:22:52.789 --> 03:22:59.573]  And the failure of the House Judiciary Committee to bring forth impeachment charges on people like Beryl Howe,
[03:22:59.973 --> 03:23:11.204]  Tonya Chutkan, et cetera, et cetera, is the most disgusting part of the rotten, putrid system that we live in called the justice system here that is a two-tiered, weaponized Biden's DOJ.
[03:23:11.204 --> 03:23:12.546]  And you're talking about Owen.
[03:23:12.546 --> 03:23:13.927]  I mean, it's so obvious.
[03:23:13.927 --> 03:23:19.032]  This is what one would consider to be accepted public knowledge or authoritative knowledge.
[03:23:19.392 --> 03:23:19.913]  That's a lie.
[03:23:34.589 --> 03:23:46.803]  In fact, in federal court, they turn around and two weeks later say that the people that six police officers died on January 6th, which no police officers died on January 6th, not a single officer was killed.
[03:23:46.803 --> 03:23:49.846]  And you have Brian Sicknick, who's the officer that had the stroke afterward, except
[03:23:50.481 --> 03:24:00.292]  When they made this at my house, those generations that you saw on my front porch there, I asked them specifically that day, and I've tried to FOIA this for some time, why are you doing this?
[03:24:00.292 --> 03:24:01.734]  You said you were going to talk to my attorney.
[03:24:01.734 --> 03:24:03.016]  I was willing to turn myself in.
[03:24:03.016 --> 03:24:05.979]  Why is a terrorism task force on my front porch?
[03:24:05.979 --> 03:24:10.264]  And they said, one of the quotes was, and a gentleman said specifically these words to me.
[03:24:10.962 --> 03:24:17.068]  We're here because one of your guys beat one of our guys to death with a fire extinguisher was an outright lie.
[03:24:17.068 --> 03:24:18.389]  Is this what they did?
[03:24:18.389 --> 03:24:25.857]  Did they tell all these people this, gin them up so that hopefully somebody would have a poor reaction and they'd have a reason to get a little trigger happy?
[03:24:25.857 --> 03:24:26.437]  Exactly!
[03:24:26.437 --> 03:24:28.119]  They're trying to trigger a new Ruby Ridge.
[03:24:30.228 --> 03:24:31.749]  I've been saying this the whole time, Alex.
[03:24:31.749 --> 03:24:32.949]  This is what they're gunning for.
[03:24:32.949 --> 03:24:34.630]  They're hoping for this.
[03:24:34.630 --> 03:24:42.474]  They're waiting for that so that they can point back to this and accentuate their point, their lie, that this is domestic violence.
[03:24:42.474 --> 03:24:44.094]  They're trying to trigger a civil war.
[03:24:44.094 --> 03:24:45.395]  That's why we've got to be nonviolent.
[03:24:46.827 --> 03:24:47.488]  Absolutely.
[03:24:47.488 --> 03:24:50.249]  This is why our fight is in the courts and it's in Congress.
[03:24:50.249 --> 03:24:57.194]  And it is a slow and painful fight to do it this way, but it is the way that we must do this.
[03:24:57.194 --> 03:25:06.480]  So when we say fight, just like when President Trump said it on January 6th, we mean we're going to fight with everything we got in our courts, in our Congress.
[03:25:06.480 --> 03:25:07.721]  We're going to use the constitution.
[03:25:07.721 --> 03:25:11.303]  We're going to take back all the little offices and the big offices and everything else.
[03:25:11.303 --> 03:25:12.744]  And we are going to out and expose.
[03:25:13.444 --> 03:25:14.145]  And they're panicking.
[03:25:14.145 --> 03:25:16.227]  We're taking over the school boards.
[03:25:16.227 --> 03:25:17.908]  Patriots are winning elections all over the world.
[03:25:17.908 --> 03:25:21.070]  That's why they're so scared and trying to make it violent.
[03:25:21.070 --> 03:25:24.653]  Yeah, I talk to people all the time as I travel and speak that are doing this.
[03:25:24.653 --> 03:25:27.035]  I'm sure just like you have them on your show all the time.
[03:25:27.035 --> 03:25:29.637]  We have to lift up and praise these people that are getting on board.
[03:25:29.637 --> 03:25:35.181]  Whether it's your local library association or county government, city government, whatever it is.
[03:25:35.181 --> 03:25:37.122]  It's like General Flynn references all the time.
[03:25:37.122 --> 03:25:38.884]  The local action makes national impact.
[03:25:39.304 --> 03:25:42.226]  And it's very important and everybody has to get involved.
[03:25:57.577 --> 03:26:05.585]  Yeah, so Alex, this is the footage that we've been reviewing now for, you know, years, those of us that have the access to the DOJ access and licensing for it.
[03:26:05.585 --> 03:26:07.247]  We've been looking at this footage the whole time.
[03:26:07.247 --> 03:26:11.812]  You're talking about, there was originally 14,000 hours, talking about 44,000 hours.
[03:26:11.812 --> 03:26:13.634]  You're talking about an expanded timeframe from
[03:26:14.034 --> 03:26:15.295]  Before and after the event.
[03:26:15.295 --> 03:26:18.096]  You're not relative to just a few hours of.
[03:26:18.096 --> 03:26:22.419]  This is where things like the ghost buses that Clay Higgins talks about came from.
[03:26:22.419 --> 03:26:24.860]  This footage, look, it's indisputable.
[03:26:24.860 --> 03:26:28.142]  Certain people did things that they shouldn't be held accountable for.
[03:26:28.142 --> 03:26:30.303]  But people should be held accountable with equity.
[03:26:30.303 --> 03:26:32.224]  And this is the problem that we have here.
[03:26:32.224 --> 03:26:34.605]  As you see people that just walk through the door, what have they done?
[03:26:34.605 --> 03:26:35.706]  Where are the police telling them to go?
[03:26:35.706 --> 03:26:38.107]  The police, you see people in the background of that.
[03:26:38.107 --> 03:26:39.508]  That's where I entered.
[03:26:39.508 --> 03:26:41.649]  And there's people there that just walked in.
[03:26:42.109 --> 03:26:43.250]  What comes out of this?
[03:26:43.250 --> 03:26:48.855]  You've got different congressmen calling for criminal investigations, but the DOJ does their own investigation themselves.
[03:27:08.052 --> 03:27:09.513]  Well, here's where you need to be.
[03:27:09.513 --> 03:27:14.979]  I'm sorry, but if we're going to be somewhere meaningful, you're going to have to have congressional hearings and hold people accountable there.
[03:27:14.979 --> 03:27:16.920]  But the DOJ may not charge them.
[03:27:16.920 --> 03:27:19.383]  This is why attorney generals must get involved.
[03:27:19.383 --> 03:27:22.806]  I've been working on the attorney generals now for some two years.
[03:27:22.806 --> 03:27:25.308]  Ashley Moody, Ken Paxton, etc.
[03:27:25.308 --> 03:27:28.932]  These people, these courageous fighters, must get out there.
[03:27:29.532 --> 03:27:35.574]  Uphold these people's rights, start making demands, protect their citizens from a duplicitous government.
[03:27:35.574 --> 03:27:38.394]  This is the sovereignty of a state has that right.
[03:27:38.394 --> 03:27:40.535]  This is not a sovereign citizen approach.
[03:27:40.535 --> 03:27:48.097]  This is the approach that a state has sovereign rights and that those attorney generals are responsible for their citizens.
[03:27:48.097 --> 03:27:51.198]  And right now, in my opinion, they're failing those citizens.
[03:27:51.198 --> 03:27:52.578]  And I think it's very easy to see.
[03:27:53.198 --> 03:27:58.120]  That if we don't get engaged and if these people don't do their job, this is going to continue.
[03:27:58.120 --> 03:27:59.121]  Well, that's where I was going.
[03:27:59.121 --> 03:28:06.524]  The Democrats have openly said the main terror threat is Trump supporters, MAGA, and they're just the first domino.
[03:28:06.524 --> 03:28:10.666]  If they can set them up, if they can kangaroo court them, it's going to be everybody.
[03:28:10.666 --> 03:28:13.828]  You've seen MSNBC, former CIA operative.
[03:28:13.828 --> 03:28:20.271]  We need to outlaw Trumpism and we need to take Trump out and we need to outlaw Trump supporters and put them all in gulags.
[03:28:20.271 --> 03:28:21.972]  I mean, they're really trying this.
[03:28:23.379 --> 03:28:24.820]  Yeah, round them up and put them in camps.
[03:28:24.820 --> 03:28:25.781]  That's the ideology.
[03:28:25.781 --> 03:28:28.364]  I mean, they've openly stated their position.
[03:28:28.364 --> 03:28:34.990]  And if you allow this to continue, I mean, we're in a place now you couldn't have imagined us being in five years ago, three years ago, etc.
[03:28:34.990 --> 03:28:39.854]  And if you don't think that they made what they said, then you better wake up because it's going to be coming to your door.
[03:28:40.521 --> 03:28:46.886]  So if you want to just sit back and act like you can wait for someone to solve it, this is not a political cycle, people.
[03:28:46.886 --> 03:28:52.429]  What Alex is telling you every day, that this is a takeover of the American nation.
[03:28:52.429 --> 03:28:53.950]  Your country has been overthrown.
[03:28:57.025 --> 03:29:02.449]  Please listen closely because this is life-changing critical information.
[03:29:02.449 --> 03:29:12.296]  The globalists are bombarding us with toxic chemicals hitting us in the air, the water, the food, the 5G, the poison shots, the shedding.
[03:29:13.277 --> 03:29:13.738]  I think so.
[03:29:36.896 --> 03:29:37.277]  I think so.
[03:29:57.139 --> 03:30:01.642]  The InfoWars Live Silver Bullet Colloidal Silver has finally returned!
[03:30:01.642 --> 03:30:10.027]  To celebrate this powerful product's long-awaited homecoming, we're slashing $10 off the asking price, passing the savings on to you!
[03:30:10.027 --> 03:30:20.554]  Silver Bullet is the answer to Alex's extensive search for a powerful colloidal silver product that utilizes high-quality processes and has applications for both preparedness
[03:30:20.794 --> 03:30:21.134]  I think so.
[03:30:39.335 --> 03:30:47.559]  Do a deep dive, research the possibilities of colloidal silver yourself, and don't miss out on this limited time offer of $10 off.
[03:30:47.559 --> 03:30:51.641]  Try InfoWars Life Silver Bullet Colloidal Silver today!
[03:30:51.641 --> 03:30:54.642]  Available right now at InfoWarsStore.com.
[03:30:59.124 --> 03:31:01.385]  Last year we put this book out.
[03:31:01.385 --> 03:31:02.806]  The Great Reset and the War for the World.
[03:31:02.806 --> 03:31:05.167]  It became a number one national bestseller.
[03:31:05.167 --> 03:31:08.950]  Now we've put part two out and it's even thicker and more powerful.
[03:31:08.950 --> 03:31:09.950]  The Great Awakening.
[03:31:09.950 --> 03:31:14.193]  The plan to defeat the globalists and launch the second great renaissance.
[03:31:14.193 --> 03:31:16.254]  This is such a powerful book.
[03:31:16.254 --> 03:31:17.935]  It covers all the globalist plans.
