[00:00:09.386 --> 00:00:13.140]  You're gonna pay somewhere between 20% and 40% less than those other countries.
[01:22:36.589 --> 01:22:45.331]  Well, I didn't have a cable or nothing like that, so I had the internet, and I just kept watching Newsmax.
[01:22:45.331 --> 01:22:46.992]  Screw Fox.
[01:22:46.992 --> 01:22:48.352]  Fox is, you know...
[01:22:49.463 --> 01:22:50.063]  I don't know.
[01:23:10.982 --> 01:23:14.983]  Hey, can I show you a clip from Newsmax and then you stay on with us and we'll talk about it?
[01:23:14.983 --> 01:23:17.424]  I want you guys to play clip number eight.
[01:23:17.424 --> 01:23:22.826]  This was when I was on Newsmax just a couple of months ago.
[01:23:22.826 --> 01:23:28.487]  I heard a rumor that there was, for example, classified documents stored in a shower at Mar-a-Lago.
[01:23:28.487 --> 01:23:33.389]  But the only president I'm aware of who's committed a crime in a shower is Joe Biden, if you read Ashley Biden's diary.
[01:23:35.085 --> 01:23:39.768]  Well, again, not many people have seen that diary.
[01:23:39.768 --> 01:23:43.931]  Those who have have seen it give us their evaluation on that.
[01:23:43.931 --> 01:23:46.432]  What do you think of that, Carmen?
[01:23:46.432 --> 01:23:49.434]  Yeah, that's awesome.
[01:23:49.434 --> 01:23:50.274]  You got to spread it, though.
[01:23:50.274 --> 01:23:51.075]  You got to spread it.
[01:23:51.075 --> 01:23:52.055]  That's the truth.
[01:23:52.055 --> 01:23:53.596]  Nobody knows.
[01:23:53.596 --> 01:23:55.237]  And I don't have friends.
[01:23:55.237 --> 01:24:01.181]  Because with friends like these, people around, who are these enemies?
[01:24:01.181 --> 01:24:02.702]  They're all out to get you.
[01:24:02.702 --> 01:24:03.202]  But anyways,
[01:24:05.040 --> 01:24:22.335]  I figured, I was thinking back when Trump didn't lose that, you know, Obama released the virus so that they can suppress us so they can do what they needed to do to rig the elections, right?
[01:24:22.335 --> 01:24:26.358]  They killed millions of people so they stay.
[01:24:26.358 --> 01:24:29.501]  The fear monger, everything going on.
[01:24:29.501 --> 01:24:32.163]  I figured it out as soon as it happened, I knew.
[01:24:33.559 --> 01:24:39.836]  I knew it came out so they can rig the friggin election but to kill millions of people around the world for power?
[01:24:40.754 --> 01:24:42.455]  That's just crazy.
[01:24:42.455 --> 01:24:44.556]  That is absolutely crazy.
[01:24:44.556 --> 01:24:46.217]  People need to stand up.
[01:24:46.217 --> 01:24:48.058]  People need to rise up.
[01:24:48.058 --> 01:24:50.139]  They are so glad that the pandemic happened.
[01:24:50.139 --> 01:24:53.842]  The left is so grateful that millions of people all over the world died.
[01:24:53.842 --> 01:24:56.983]  And the pharmaceutical companies are so ecstatic that this happened.
[01:24:56.983 --> 01:24:58.564]  That's the real crime.
[01:24:58.564 --> 01:25:04.268]  That's the real travesty and tragedy of this, is that it happened and they're grateful that it happened.
[01:25:04.268 --> 01:25:06.729]  No doubt.
[01:25:06.729 --> 01:25:09.711]  And another note, the suppression of Owen
[01:25:10.501 --> 01:25:15.025]  I'm unemployed, I don't make anything off my benefits,
[01:25:31.878 --> 01:25:35.742]  I'm almost homeless.
[01:25:35.742 --> 01:25:37.443]  You don't have to pay me nothing.
[01:25:37.443 --> 01:25:38.444]  I don't want no money.
[01:25:38.444 --> 01:25:41.107]  I will be your bodyguard.
[01:25:41.107 --> 01:25:42.087]  I will protect you.
[01:25:44.727 --> 01:25:45.867]  For nothing.
[01:25:45.867 --> 01:25:47.267]  You know what I mean?
[01:25:47.267 --> 01:25:48.148]  I feel the same way.
[01:25:48.148 --> 01:25:52.268]  When I started working here, I told him, I was like, if I could afford it, I'd pay to work here.
[01:25:52.268 --> 01:25:54.209]  I mean, that's how much I believe in it here.
[01:25:54.209 --> 01:25:57.369]  And I appreciate your call, Carmen, and your support for Owen.
[01:25:57.369 --> 01:26:03.791]  For the listeners out there who feel the same way about Owen, make sure you visit DefendOwen.com and support him in any way that you can.
[01:26:03.791 --> 01:26:04.911]  This is a tough time for him.
[01:26:04.911 --> 01:26:07.931]  He's got the best attitude of anyone that I could imagine about it.
[01:26:07.931 --> 01:26:10.672]  He is inspired to fight even harder than ever before.
[01:26:11.252 --> 01:26:22.461]  And I know that in the next couple of hours, starting at 6 o'clock central here, you're going to be hearing more from the Owen side, the Owen perspective, regarding everything that's going on.
[01:26:22.461 --> 01:26:24.583]  So make sure you stay tuned in for that.
[01:26:24.583 --> 01:26:27.505]  But anything you can do to support Owen, visit DefendOwen.com.
[01:26:27.505 --> 01:26:32.369]  Of course, visit DefendJones.com, as well as purchase anything you can from InfoWarsStore.com.
[01:26:32.369 --> 01:26:33.850]  Carmen, welcome to the family.
[01:26:33.850 --> 01:26:37.754]  Thank you so much for joining the InfoWars Army.
[01:26:38.314 --> 01:26:40.916]  Next up, I want to hear from Duncan in Connecticut.
[01:26:40.916 --> 01:26:43.518]  Duncan, how are you?
[01:26:43.518 --> 01:26:44.578]  Hey, I'm great, Chase.
[01:26:44.578 --> 01:26:46.440]  You're doing an awesome job today with the show.
[01:26:46.440 --> 01:26:46.660]  Thank you.
[01:26:46.660 --> 01:26:53.484]  I like the point you made about capitalism being better for the poor and for the poverty-stricken and collectivism.
[01:26:53.484 --> 01:27:02.130]  Best evidence for that is just the rise of the West with the guidance of America leading the way and with the Industrial Revolution and everything we've built since then.
[01:27:02.130 --> 01:27:04.692]  We've destroyed poverty in this whole
[01:27:07.225 --> 01:27:15.409]  ...region until recently with the way everything's being destroyed, but as far as The Last Caller's concerned, that's great to hear.
[01:27:15.409 --> 01:27:17.430]  The Awakening is one-directional.
[01:27:17.430 --> 01:27:28.835]  You know, I've been following Alex since 2008, and back then we were all called Crazy Coop, and now half of what Alex says is the main points of the Republican Party.
[01:27:28.835 --> 01:27:34.018]  So, The Awakening is real, it's happening, The Great Awakening is unstoppable.
[01:27:34.018 --> 01:27:34.518]  Absolutely.
[01:27:35.472 --> 01:27:40.116]  The reason I'm calling is because of the Twitter files.
[01:27:40.116 --> 01:27:55.168]  We all learned about the various government connections and people involved with the FBI and state governments contacting Twitter and these various companies to have certain views suppressed, to have certain things promoted.
[01:27:55.168 --> 01:28:03.395]  But the thing that I haven't heard is anybody discussing the implications of that as far as it relates to the mainstream media in general.
[01:28:06.370 --> 01:28:23.060]  If this is happening with Twitter and these new social media organizations that have been around for, what, slightly over a decade at this point, just imagine how riddled with government influence the mainstream media has been for decades at this point.
[01:28:23.060 --> 01:28:26.262]  I just haven't heard anybody discuss that at all, and I'd like to know your thoughts
[01:28:27.017 --> 01:28:34.823]  Yeah, so we're about ready to come up on a break in the next 27 seconds, but I will dive into that at the beginning of the next segment and respond to that.
[01:28:34.823 --> 01:28:35.823]  Thank you so much for that call.
[01:28:35.823 --> 01:28:36.464]  I do appreciate it.
[01:28:36.464 --> 01:28:38.445]  I think it's an outstanding point.
[01:28:38.445 --> 01:28:43.489]  In the meantime, folks, make sure you visit InfoWarsStore.com and get any one of our products.
[01:28:43.489 --> 01:28:50.194]  My favorites include Brain Force Plus, which I take every day, and Turbo Force Plus, which I take as often as I get my hands on it.
[01:28:50.194 --> 01:28:50.975]  Make sure you stick with us.
[01:28:50.975 --> 01:28:54.077]  We'll be back right after this break and visit InfoWarsStore.com.
[01:28:59.229 --> 01:29:08.836]  With all the craziness in the world, the collapsing borders, the war with Russia, the insanity, the currency devaluations, the economy going crazy.
[01:29:08.836 --> 01:29:14.140]  You are crazy in my view if you don't get high quality storable food and water filtration and self-defense.
[01:29:14.600 --> 01:29:16.281]  Now, we're not selling guns and ammo.
[01:29:16.281 --> 01:29:19.263]  That's for you to go out and get for yourself and learn how to use if you haven't.
[01:29:19.263 --> 01:29:20.884]  And I'm preaching the choir on that.
[01:29:20.884 --> 01:29:25.807]  But a lot of people got plenty of guns, but they don't have enough storable food or water filtration.
[01:29:25.807 --> 01:29:27.528]  This is something you need now.
[01:29:27.528 --> 01:29:32.111]  And we've got it in the food department and in the high quality water filtration department.
[01:29:32.111 --> 01:29:37.834]  The highest quality food, the best water filtration at the lowest prices you're going to find and still get quality.
[01:29:37.834 --> 01:29:43.998]  Infowarsstore.com is running a special right now for 10% off on all storable food and on water.
[01:29:44.358 --> 01:29:45.740]  And air filtration.
[01:29:45.740 --> 01:29:48.403]  Ladies and gentlemen, you cannot beat this deal.
[01:29:48.403 --> 01:29:49.705]  Our prices are already the lowest.
[01:29:49.705 --> 01:29:52.589]  At 10% off, it's an insane deal for a limited time.
[01:29:52.589 --> 01:29:56.494]  Go to nfowarstore.com and get prepared while you still can.
[01:29:59.850 --> 01:30:08.013]  Omega-3 fatty acids are needed for optimal strength, and they can only be obtained through diet.
[01:30:08.013 --> 01:30:18.437]  They can be found in grass-fed beef, which is why the ruling class is trying to ban it, and they can be found in fish, which are arguably the best source of omega-3s.
[01:30:19.818 --> 01:30:24.641]  But the problem today is finding fish without a high mercury content.
[01:30:24.641 --> 01:30:30.925]  Your best option is our Ultimate Fish Oil and Ultimate Krill Oil at InfowarsStore.com.
[01:30:32.208 --> 01:30:41.070]  Omega-3 fatty acids are essential for both our neurological and cardiovascular systems, our brain and our heart.
[01:30:41.070 --> 01:30:45.831]  They improve mood, mental clarity, and immune function.
[01:30:45.831 --> 01:30:50.972]  Get your essential Omega-3 fatty acids from the best sources available.
[01:30:50.972 --> 01:30:54.012]  Ultimate Fish Oil and Ultimate Krill Oil.
[01:30:54.012 --> 01:30:56.233]  Get some today at InfoWareStore.com.
[01:30:58.891 --> 01:31:04.233]  Let me remind you folks to go to Infowarsstore.com to keep us on the air and in the fight.
[01:31:04.233 --> 01:31:08.715]  We really do make it easy for you to support us by having really incredible products.
[01:31:08.715 --> 01:31:18.279]  One of the most incredible, I have to say, is DNA Force Plus, and it's one of these supplements that you really don't know what the effect it's going to have on you is until you try it.
[01:31:18.599 --> 01:31:20.620]  It's different for everybody, but it's always positive.
[01:31:20.620 --> 01:31:25.843]  Essentially, it just, it helps in a variety of different ways and whatever way that your body needs, it'll help in that way.
[01:31:25.843 --> 01:31:32.307]  DNA Force Plus is the perfect formula to help you support optimal energy levels while adapting your body to handle the daily bombardment of toxins.
[01:31:32.307 --> 01:31:36.709]  That's why DNA Force Plus has exactly what you need to provide your cells with protection.
[01:31:36.989 --> 01:31:43.415]  By taking something like DNA Force Plus, you're just upping the game on all of your body's functions in a way that is holistic and complete and really incredible.
[01:31:43.415 --> 01:31:53.665]  Go to InfoWarsTore.com and of course, best of all, you keep us on air and in the fight and fighting back against the mental, spiritual, and physical poisoning that we contend with on a daily basis.
[01:31:59.002 --> 01:32:03.505]  The InfoWars Live Silver Bullet Colloidal Silver has finally returned!
[01:32:03.505 --> 01:32:11.889]  To celebrate this powerful product's long-awaited homecoming, we're slashing $10 off the asking price, passing the savings on to you!
[01:32:11.889 --> 01:32:23.816]  Silver Bullet is the answer to Alex's extensive search for a powerful colloidal silver product that utilizes high-quality processes and has applications for both preparedness and regular use.
[01:32:24.136 --> 01:32:35.369]  Concentrated to 30 parts per million in a pure base of deionized water, this survival silver is the perfect fit for you and your family's routine and emergency supply.
[01:32:35.369 --> 01:32:40.915]  Falloidal silver is an amazing natural product that can assist your body's many healing processes.
[01:32:41.215 --> 01:32:49.438]  Do a deep dive, research the possibilities of colloidal silver yourself, and don't miss out on this limited time offer of $10 off.
[01:32:49.438 --> 01:32:53.500]  Try InfoWars Life Silver Bullet Colloidal Silver today!
[01:32:53.500 --> 01:33:00.723]  Available right now at InfoWarsStore.com.
[01:33:00.723 --> 01:33:06.625]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:33:15.230 --> 01:33:18.092]  Breaking through the lies of the New World Order.
[01:33:18.092 --> 01:33:21.515]  It's Alex Jones.
[01:33:21.515 --> 01:33:23.596]  Welcome to the Alex Jones Show.
[01:33:23.596 --> 01:33:30.401]  I am your host today, Chase Geyser, filling in for the great, original gangster, irreplaceable Alex Jones himself.
[01:33:30.401 --> 01:33:31.843]  It is an honor and a pleasure to be with you.
[01:33:31.843 --> 01:33:34.284]  I've been having a blast the last 90 minutes.
[01:33:34.284 --> 01:33:36.366]  This has really just flown by.
[01:33:36.366 --> 01:33:39.648]  Great caller at the end of the last segment brought up the point if
[01:33:40.737 --> 01:33:40.857]  Yes.
[01:34:00.242 --> 01:34:03.967]  Right after World War II, there was this major anti-communist push.
[01:34:03.967 --> 01:34:05.970]  We were all afraid that communism was spreading everywhere.
[01:34:05.970 --> 01:34:10.937]  We used it as an excuse to get in Vietnam and make a ton of money for our military-industrial complex contractors.
[01:34:12.575 --> 01:34:17.559]  And during that time, there was a massive expansion of the Deep State, right?
[01:34:17.559 --> 01:34:21.441]  Things like the CIA and the FBI became increasingly powerful.
[01:34:21.441 --> 01:34:32.569]  We saw the same thing happen after the September 11th attacks in 2001, where those attacks were used as a pretext, as Alex Jones famously said and predicted multiple times in that very year.
[01:34:33.410 --> 01:34:52.504]  They were used as a pretext to empower the deep state to increase surveillance on Americans in such a way that everything you say, do, think, where you're located, who you vote for, what you buy, everything you do is recorded and traceable by the government.
[01:34:52.504 --> 01:35:01.330]  And if, as these Twitter files reveal, the CIA, FBI were able to get so intimately integrated in
[01:35:03.519 --> 01:35:17.565]  Twitter specifically, given that Twitter is only sort of a handful of years old compared to legacy outlets, what does that say about their control of the mainstream media, right?
[01:35:17.565 --> 01:35:25.069]  So if we had this Red Scare in the 50s, if we had this major expansion of our intelligence operatives back then,
[01:35:27.830 --> 01:35:31.674]  Weren't they getting integrated in all of the major media outlets?
[01:35:31.674 --> 01:35:39.441]  Why is it that virtually every single major media outlet was fear-mongering about the Cold War?
[01:35:41.460 --> 01:35:44.102]  I often wonder if Russia even really wanted a Cold War.
[01:35:44.102 --> 01:35:53.550]  I often wonder if the only reason that Russia was growing its arsenal so much and expanding its power so much in terms of nuclear capabilities was because they were terrified that the United States was going to bomb them.
[01:35:53.550 --> 01:36:00.336]  After all, we were the only nation in the history of the world to ever actually use a nuclear weapon, so what's to say that we wouldn't use it again?
[01:36:00.336 --> 01:36:03.298]  There was more reason to be afraid of us than there was
[01:36:04.079 --> 01:36:21.249]  For us to be afraid of them, yet we have the entire mainstream media throughout the entirety of the Cold War, great movies like The Red Dawn come out, which are Cold War era movies, suggesting that there's this great communist threat of Russian nuclear proliferation, of Russian nuclear war.
[01:36:23.226 --> 01:36:24.787]  And I wonder if there actually was.
[01:36:24.787 --> 01:36:50.729]  I think perhaps the CIA, FBI, the deep state, the intelligence community was pushing that narrative through the select number of channels that we had access to as Americans to consume to heighten the fear within the American people to justify dramatic increases in military expenditures which ultimately resulted in billions if not trillions of dollars
[01:36:52.645 --> 01:36:55.026]  To be made for the Military-Industrial Complex.
[01:37:11.371 --> 01:37:13.633]  In America, but really it's more than that.
[01:37:13.633 --> 01:37:16.035]  It's the political industrial complex.
[01:37:16.035 --> 01:37:21.459]  And you can go through Hunter Biden's emails and you can see that there is a political industrial complex.
[01:37:21.459 --> 01:37:25.441]  And what I mean to say is it doesn't always have to be war.
[01:37:25.441 --> 01:37:28.664]  It can be through things like humanitarian aid, right?
[01:37:28.664 --> 01:37:30.005]  So when Haiti gets hit.
[01:37:31.311 --> 01:37:31.851]  We're good to go.
[01:37:51.462 --> 01:37:51.762]  Is that true?
[01:38:07.640 --> 01:38:20.332]  The federal government has done the same thing with the states here in the United States, where each of the 50 states has become so dependent on funding from the federal government, whether it's infrastructure-related funding, education-related funding, energy-related funding.
[01:38:20.332 --> 01:38:31.383]  It's so dependent on licensure and funding, universities the same way, from the federal government, that any time the federal government makes a demand of the states or the universities, the states always comply.
[01:38:32.003 --> 01:38:35.347]  Because they don't want to lose the millions and millions of dollars that they're being given.
[01:38:35.347 --> 01:38:43.055]  We have been bought and paid for and compromised by our own government in a way that has never existed before in the United States.
[01:38:43.055 --> 01:38:44.637]  Like, do you think that the Civil War...
[01:38:45.675 --> 01:38:51.899]  Would have even happened had the federal government been giving so much money to the states in the south prior to it.
[01:38:51.899 --> 01:38:52.800]  I wonder if it would have.
[01:38:52.800 --> 01:38:58.564]  I mean that's the biggest reason that it wouldn't happen again would be just that the states are so financially dependent on the federal government.
[01:38:58.564 --> 01:39:01.886]  Just like all these foreign countries are so dependent.
[01:39:01.886 --> 01:39:03.047]  But to reel it back in
[01:39:04.468 --> 01:39:21.397]  The point that I'm trying to make is that if the intelligence community was getting so involved and integrated in Twitter in the last 10 years, then it was certainly integrated in our mainstream media outlets, especially in the context of the Cold War, the expansion of the intelligence community, and the Red Scare.
[01:39:21.397 --> 01:39:31.702]  So everything that you see leaked from Elon Musk at X regarding the deep state's coercion and involvement of social media,
[01:39:33.763 --> 01:39:47.036]  All that is happening at Facebook, at Google, at probably Snapchat of all places, at TikTok, even though TikTok's a Chinese company.
[01:39:47.036 --> 01:39:47.937]  All this stuff is happening.
[01:39:49.096 --> 01:39:58.658]  LinkedIn, Microsoft, Bing, all these companies, and of course, Fox, CNN, Newsmax even.
[01:39:58.658 --> 01:40:10.761]  Everywhere that there is news being broadcast, there is a deep state trying to either compromise or destroy that network, right?
[01:40:10.761 --> 01:40:16.482]  So, they were trying to compromise Twitter, and now they're trying to destroy it, because it can't be compromised.
[01:40:17.282 --> 01:40:20.365]  InfoWars can't be compromised, so they're trying to destroy it.
[01:40:20.365 --> 01:40:26.390]  They're doing everything they can to bring us off the air because they know that InfoWars is not for sale.
[01:40:26.390 --> 01:40:38.662]  They can't come in and infiltrate and coerce and threaten or bully us into lying to you because the whole reason we do this in the first place is not for the money.
[01:40:40.222 --> 01:40:41.783]  It's because we're devoted to the truth.
[01:40:41.783 --> 01:40:48.067]  Sometimes you're just compelled to do something and it doesn't really make sense why you want to do it.
[01:40:48.067 --> 01:41:05.499]  If you're an artist or you know an artist out there, sometimes you write a song even though you don't know whether or not anyone's going to listen to it because you're just compelled to write the song or you paint a painting even though you don't know whether anyone's ever going to look at it because you're just compelled to paint the painting or you write a book or you write a poem and that's the way InfoWars is.
[01:41:05.499 --> 01:41:09.902]  This whole network was founded on a compulsion to tell the truth
[01:41:11.042 --> 01:41:19.165]  And to unmask or unveil the lies.
[01:41:19.165 --> 01:41:21.166]  To reveal the truth.
[01:41:21.166 --> 01:41:29.428]  Because you can only be lied to so much before the only thing that matters to you is the truth at any cost.
[01:41:29.428 --> 01:41:34.210]  And now we've gotten to a point where we've got nothing to lose but the truth itself.
[01:41:35.273 --> 01:41:39.434]  And so we're more committed, more devoted than ever before to telling you the truth.
[01:41:39.434 --> 01:41:44.756]  I don't know if you've noticed, but if you've been watching Alex for over 10 years, the network has gotten more serious.
[01:41:44.756 --> 01:41:50.617]  Because the problems have gotten more serious, and the end has gotten closer.
[01:41:50.617 --> 01:41:59.439]  We're coming up upon very serious times in this country, and things like me losing my best friend of 10 years over political differences is only the beginning.
[01:41:59.439 --> 01:42:01.240]  These are the early signs of
[01:42:02.381 --> 01:42:04.244]  Real division.
[01:42:04.244 --> 01:42:06.427]  Real difficulty in this country.
[01:42:06.427 --> 01:42:13.637]  Do you think if Donald Trump wins in 2024 that there isn't going to be violence and division?
[01:42:13.637 --> 01:42:19.365]  Do you think if Donald Trump loses in 2024 that there isn't going to be violence and division?
[01:42:21.052 --> 01:42:24.053]  This next year is going to be incredibly difficult.
[01:42:24.053 --> 01:42:29.695]  And the time after this election, regardless of the outcome of it, is going to be incredibly difficult.
[01:42:29.695 --> 01:42:41.540]  And that's why it's more important than ever that Infowars stay on the air, that Infowars is able to exercise its right to freedom of speech and freedom of the press to tell you the truth so that you can stay awake.
[01:42:43.188 --> 01:42:43.788]  Stick with us, folks.
[01:42:43.788 --> 01:42:44.849]  We'll be back after this break.
[01:42:44.849 --> 01:42:51.754]  Make sure you visit InfoWarsStore.com and support this network by getting something awesome for yourself or a loved one.
[01:42:59.191 --> 01:43:07.378]  The most powerful LymphoWars life formula yet, DNA Force Plus is now back in stock for 25% off while supplies last.
[01:43:07.378 --> 01:43:17.766]  This elite formula contains the most cutting-edge enzymes, potent antioxidants, and traditional naturally occurring ingredients to protect the vitality of your buried DNA.
[01:43:17.766 --> 01:43:25.872]  The powerhouse ingredients in DNA Force Plus include QQQ, CoQ10, Organic Reishi Mushroom, Astrologous Root,
[01:43:26.092 --> 01:43:26.873]  We're good to go!
[01:43:49.031 --> 01:43:52.354]  With DNA Force Plus and Body Soul Support.
[01:43:52.354 --> 01:43:56.338]  These offers and so much more are only available at m4store.com
[01:43:58.487 --> 01:44:03.191]  Infowarsstore.com is like a grocery store or like a vitamin shop.
[01:44:03.191 --> 01:44:05.173]  We want to have all the best brands for you.
[01:44:05.173 --> 01:44:07.215]  We want to have a bunch of different choices for you.
[01:44:07.215 --> 01:44:09.697]  So I get constant questions online and in person.
[01:44:09.697 --> 01:44:10.498]  Hey, what's better?
[01:44:10.498 --> 01:44:11.359]  Knockout.
[01:44:11.359 --> 01:44:12.700]  What's better?
[01:44:12.700 --> 01:44:13.441]  Down and out.
[01:44:13.441 --> 01:44:13.961]  What's better?
[01:44:13.961 --> 01:44:16.243]  Why do you sell two or three different sleep aids?
[01:44:16.243 --> 01:44:21.168]  And the answer is different herbal formulas, different compounds are better for different people.
[01:44:21.852 --> 01:44:25.816]  So, one person might like this coffee, another person likes that coffee.
[01:44:25.816 --> 01:44:27.157]  That's how our bodies work.
[01:44:27.157 --> 01:44:28.459]  They're all very diverse.
[01:44:28.459 --> 01:44:38.648]  But we've been able to private label a national bestseller that's been sold for many years that people love and sold for a lower price under the name InfoWarsMD Good Night's Sleep.
[01:44:39.389 --> 01:44:49.540]  This is a great formula, full of amazing safe compounds, give you deeper, cleaner, restful sleep, and it's in stock, available right now, of 25% off, out of the gates.
[01:44:49.540 --> 01:44:54.905]  So get your M4 Wars MD, good night's sleep today, at m4warsware.com.
[01:44:59.187 --> 01:45:07.329]  Omega-3 fatty acids are needed for optimal strength, and they can only be obtained through diet.
[01:45:07.329 --> 01:45:12.811]  They can be found in grass-fed beef, which is why the ruling class is trying to ban it.
[01:45:12.811 --> 01:45:17.773]  And they can be found in fish, which are arguably the best source of omega-3s.
[01:45:19.133 --> 01:45:23.981]  But the problem today is finding fish without a high mercury content.
[01:45:23.981 --> 01:45:30.270]  Your best option is our Ultimate Fish Oil and Ultimate Krill Oil at InfowarsStore.com.
[01:45:31.542 --> 01:45:40.410]  Omega-3 fatty acids are essential for both our neurological and cardiovascular systems, our brain and our heart.
[01:45:40.410 --> 01:45:45.194]  They improve mood, mental clarity, and immune function.
[01:45:45.194 --> 01:45:50.319]  Get your essential Omega-3 fatty acids from the best sources available.
[01:45:50.319 --> 01:45:53.361]  Ultimate Fish Oil and Ultimate Krill Oil.
[01:45:53.361 --> 01:45:55.583]  Get some today at InfoWareStore.com.
[01:45:58.575 --> 01:46:05.337]  When I tell you we have the ultimate bone broth, hands down, this is the most concentrated, high quality bone broth there is.
[01:46:05.337 --> 01:46:08.997]  Concentrated chicken broth, patented amazing.
[01:46:08.997 --> 01:46:18.500]  Then a huge dose of chaga mushroom, a massive dose of beet pollen, a gigantic dose of highest quality turmeric, and then it just gets crazier from there.
[01:46:18.500 --> 01:46:19.680]  It's about to sell out.
[01:46:19.680 --> 01:46:21.060]  We haven't had it in stock for years.
[01:46:21.060 --> 01:46:23.101]  This first new run is about to sell out.
[01:46:23.101 --> 01:46:24.121]  Get it discounted right now.
[01:46:25.097 --> 01:46:28.498]  40% off at MFoneWorksStore.com and it funds our operation.
[01:46:28.498 --> 01:46:38.960]  And once you get addicted to it, once you get blown away by it, once you feel your joints and your energy and your stamina accelerate, then become a regular customer for Bone Broth, MFoneWorksStore.com.
[01:46:38.960 --> 01:46:47.442]  Whatever you do, spread the word about MFoneWorks, about the live show, and about all the other great products because these are great products, they empower your life, plus they fund our operation.
[01:46:47.442 --> 01:46:49.742]  Go to MFoneWorksStore.com right now.
[01:46:49.742 --> 01:46:52.123]  We're selling out ultimate bone broth.
[01:46:52.743 --> 01:47:00.827]  At InfowarsStore.com, 40% off, about to sell out!
[01:47:00.827 --> 01:47:06.730]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones!
[01:47:10.401 --> 01:47:14.264]  Do you think that YouTube operates without the influence of the FBI and the CIA?
[01:47:14.264 --> 01:47:21.549]  With these Twitter file releases, we see that it's not actually private businesses doing it because they're all influenced by the FBI and the CIA.
[01:47:21.549 --> 01:47:35.459]  When Twitter is technically a private company, but it's A, publicly traded, and B, meeting with the FBI and taking orders from the FBI on weekly meetings, monthly meetings, about who to censor, what to take down, then it's not even a private entity anymore.
[01:47:35.459 --> 01:47:38.762]  These businesses are actually extensions of the federal government.
[01:47:40.114 --> 01:47:40.815]  Welcome back, folks.
[01:47:40.815 --> 01:47:42.156]  This is the Alex Jones Show.
[01:47:42.156 --> 01:47:45.638]  I'm Chase Geyser, filling in for the great Alex Jones himself.
[01:47:45.638 --> 01:47:47.700]  I want to take a call from Tin Man in Texas.
[01:47:47.700 --> 01:47:51.383]  You got a Turbo Force plug, Tin Man?
[01:47:51.383 --> 01:47:52.744]  Turbo Force?
[01:47:52.744 --> 01:47:53.925]  You know the Turbo Force?
[01:47:53.925 --> 01:47:58.989]  I just got this going for Hunter Biden next time, you know?
[01:47:58.989 --> 01:48:05.094]  If he just goes and snorts Turbo Force, he can still buy guns.
[01:48:05.094 --> 01:48:07.375]  I'm not addicted to cocaine, but I am addicted to Turbo Force.
[01:48:07.375 --> 01:48:07.976]  Is that okay?
[01:48:07.976 --> 01:48:09.397]  Yeah, yeah, you can still have the gun, right?
[01:48:10.820 --> 01:48:17.626]  Hey, I do want to put a little bit of input, too, on what you've been talking about.
[01:48:17.626 --> 01:48:20.989]  I'm looking at X and all the social media and stuff.
[01:48:20.989 --> 01:48:22.310]  All it is is Mockingbird 2.0.
[01:48:22.310 --> 01:48:23.691]  What do you mean?
[01:48:23.691 --> 01:48:25.272]  I'm not familiar with Mockingbird, man.
[01:48:25.272 --> 01:48:27.374]  What's Project Mockingbird again?
[01:48:27.374 --> 01:48:31.037]  Well, Project Mockingbird, that was basically the Red Scare.
[01:48:31.037 --> 01:48:32.659]  They infiltrated the media with CIA.
[01:48:32.659 --> 01:48:33.740]  That's what they called it.
[01:48:37.113 --> 01:48:41.714]  Yeah, that was like Woodward, I think his name was Woodward.
[01:48:41.714 --> 01:48:50.875]  Basically he was a naval intelligence officer and all of a sudden he just wrote the best article about the JFK assassination.
[01:48:50.875 --> 01:48:57.517]  It's been going on for a long time and I really think the social media right now, all it is is just Mockingbird 2.0.
[01:48:57.517 --> 01:49:00.857]  100% man, thanks for your call Tim man, appreciate it, take care.
[01:49:00.857 --> 01:49:03.258]  Let's hear from Jessica in San Diego.
[01:49:03.258 --> 01:49:05.858]  Jessica, you got something about artificial intelligence you wanted to talk about?
[01:49:07.867 --> 01:49:09.588]  Hey, Jason!
[01:49:09.588 --> 01:49:13.950]  Hey, how are you?
[01:49:13.950 --> 01:49:20.933]  So you've talked about with some experts on AI and, you know, how far it's advanced and all of that.
[01:49:20.933 --> 01:49:35.500]  However, I've always gotten this really, really weird feeling with the vacuums and the refrigerators and Alexa that no one is honest with their internet searches or they try to hide it.
[01:49:35.500 --> 01:49:36.080]  However,
[01:49:37.000 --> 01:49:49.192]  With all of that, they hear all of the arguments, the lovemaking, the plotting, the scheming, and that's where AI can zero in on the honesty of people.
[01:49:49.192 --> 01:49:54.777]  And that, it gives me such a creepy feeling that that's what they're listening to more so than
[01:49:58.317 --> 01:50:02.658]  Yeah, so you bring up a great point, and I think you're absolutely right.
[01:50:02.658 --> 01:50:03.958]  There's a couple things I think about that.
[01:50:03.958 --> 01:50:22.123]  The first thing is, in order for things like a Google Home or an Alexa to work, it has to be constantly recording you, because in order to respond to you when you say things like, hey Siri, or hey Alexa, it's always got to have the microphone on, picking up and looking for those key words so that it can respond to your prompts.
[01:50:22.483 --> 01:50:27.108]  So, it's undoubtedly true that these devices are always recording you.
