[00:00:00.089 --> 00:00:00.789]  We need your prayers.
[02:32:50.296 --> 02:32:52.878]  They have said that, they're not my words, they have said that.
[02:32:54.519 --> 02:32:57.961]  Now, what the communists do, the first thing they do is steal property rights.
[02:32:58.321 --> 02:33:10.320]   So that destroys the will of people to To be motivated and to make improvements, make initiatives, take initiatives, to engage in free enterprise making businesses.
[02:33:10.680 --> 02:33:14.903]  Because if you can't own your property, what's the point of working for it?
[02:33:15.501 --> 02:33:17.623]  So that destroys initiative.
[02:33:18.023 --> 02:33:20.785]  Property rights are fundamental to responsibility.
[02:33:20.825 --> 02:33:22.226]  They're fundamental to free enterprise.
[02:33:22.266 --> 02:33:24.148]  They're fundamental to meeting people's needs.
[02:33:24.688 --> 02:33:29.472]  They also destroy religion because that gives people no faith and they turn to the government.
[02:33:29.732 --> 02:33:30.813]  They destroy family.
[02:33:31.273 --> 02:33:39.479]  These are historically proven and they do it repeatedly and they're proven in their policies that I just read out in what the United Nations is doing.
[02:33:39.979 --> 02:33:43.142]  So they're destroying families and they want people to become dependent on government.
[02:33:43.522 --> 02:33:50.991]  And what they then do, what the United Nations has been doing, Maria, is been using basically bullshit to con people into being afraid.
[02:33:51.392 --> 02:33:53.575]  Because when people are afraid, they don't think rationally.
[02:33:53.635 --> 02:33:57.019]  We bypass our gift of thinking rationally.
[02:33:58.523 --> 02:34:05.808]  And so we then become victims and fear-driven, and we then are easier to control.
[02:34:05.888 --> 02:34:06.749]  And that's what they're doing.
[02:34:06.829 --> 02:34:07.849]  Climate is about fear.
[02:34:08.170 --> 02:34:17.676]  And the other thing that they do is that they make sure that the beneficiaries are in some well-known billionaires who are making money out of solar and wind subsidies, for example.
[02:34:18.056 --> 02:34:25.495]   Everywhere along this path they use COVID, for example, Big farmer making money.
[02:34:25.815 --> 02:34:37.021]  So what they do is they line up vested interests who are pushing their own barrow, getting more money, and they're transferring wealth from the poor to the rich, and the rich are then driving this.
[02:34:37.421 --> 02:34:45.144]  So what you'll see in this country is a few billionaires pushing the climate scam, pushing the COVID exaggerations and mismanagement, and that's the way they operate.
[02:34:45.405 --> 02:34:49.867]  They come at us with fear, and everything that they push is invisible.
[02:34:49.987 --> 02:34:52.108]  Climate, COVID, etc.
[02:34:52.748 --> 02:35:00.154]  So they make an imaginary thing to fear, to be desperate about, go to the government and be protected by the government.
[02:35:00.894 --> 02:35:02.375]  That's the worst place we can go to.
[02:35:02.455 --> 02:35:03.296]  That's the way they operate.
[02:35:05.154 --> 02:35:34.925]   You're absolutely right, and I guess this is part of a broader conversation which we'll have right after this upcoming break, Senator Roberts, but really I don't believe that the UN, the WEF and the WHO are at the very top of the food chain, but they definitely are operating as the puppet masters on the front, if you will, We want to talk about the importance of leaving these organisations, every country, right now because time is running out.
[02:35:35.325 --> 02:35:42.788]  They are implementing certain measures, control measures, that really are complete dictatorships through various laws.
[02:35:42.808 --> 02:35:46.169]  We're going to talk about that after the break and the need to exit these organisations.
[02:35:46.209 --> 02:35:46.729]  Don't go anywhere.
[02:35:47.418 --> 02:35:51.259]  Alright, we've given you the 30,000 foot view right now.
[02:35:51.319 --> 02:36:00.182]  Let's bring it to about 5,000 feet because before you identify the solutions to the problem, you really need to look at the problem.
[02:36:00.242 --> 02:36:04.805]   I want to look at some of the symptoms Of these organisations and what they're pushing.
[02:36:04.845 --> 02:36:14.351]  And the reason why it's so important to hear about Australia and hear from this amazing Australian Senator is because this problem is not isolated to our country.
[02:36:14.411 --> 02:36:26.720]  We're dealing with a global problem and you can be sure that when you see New Zealand banning cow farts, that that's coming for your country next.
[02:36:27.355 --> 02:36:36.823]  And I was just thinking last night, Senator Roberts, watching a nature documentary and seeing thousands upon thousands of animals in the desert, for example.
[02:36:37.124 --> 02:36:40.086]  I mean, how are we going to ban all of those animals?
[02:36:40.727 --> 02:36:46.532]  Just the farcical nature of some of these things that they suggest in order to save the climate.
[02:36:47.032 --> 02:36:52.094]  Really should be an indicator for people that this is just lies and propaganda.
[02:36:52.355 --> 02:36:54.535]  But they don't seem to understand, Senator Roberts.
[02:36:54.556 --> 02:37:02.379]  What do you think the key is here to really bring this knowledge to the forefront of people's minds?
[02:37:03.840 --> 02:37:08.882]  Well, I think that one of the key aspects is to tell the truth about what's going on, like we're doing.
[02:37:08.962 --> 02:37:10.623]  So that's educating people, waking them up.
[02:37:11.203 --> 02:37:15.525]  Pointing out, secondly, pointing out to people what the cost is to them and how ridiculous it is.
[02:37:15.983 --> 02:37:25.342]  But they will ultimately pay the price.
[02:37:25.731 --> 02:37:32.515]  While we work to get him back on, I really wanted to talk about a couple of things that are happening in our country specifically.
[02:37:33.656 --> 02:37:44.002]   For example, this new censorship bill that they're proposing and you've got the same thing in Canada where one of You know, one of my contacts over there sent me a screenshot.
[02:37:44.022 --> 02:37:49.544]  You go to look at an Instagram account and it purely says this content cannot be viewed in Canada.
[02:37:49.584 --> 02:37:54.966]  This is not allowed for the people to see, which goes back to what Senator Roberts was just saying.
[02:37:56.546 --> 02:37:59.007]  Never underestimate the power of telling the truth.
[02:37:59.347 --> 02:38:01.308]  Imagine if you didn't have this broadcast.
[02:38:01.628 --> 02:38:03.609]  Imagine if you didn't have this conversation.
[02:38:03.709 --> 02:38:05.449]  They're trying desperately to ban it.
[02:38:05.749 --> 02:38:07.070]  We've got Senator Roberts back on.
[02:38:07.110 --> 02:38:07.750]  Please continue.
[02:38:10.034 --> 02:38:10.934]  So where were we up to?
[02:38:10.954 --> 02:38:17.996]  We're telling the truth and continuing to speak up and talk to people about the effects on them specifically.
[02:38:18.036 --> 02:38:20.397]  And I agree with you because people are inherently selfish.
[02:38:20.717 --> 02:38:22.897]  They only care when it personally impacts them.
[02:38:23.258 --> 02:38:24.318]  But that's okay.
[02:38:24.438 --> 02:38:26.438]  Knowing human nature, we can use that tactic.
[02:38:27.579 --> 02:38:30.159]  Well, I actually don't think people are inherently selfish.
[02:38:30.199 --> 02:38:30.980]  They're very caring.
[02:38:31.240 --> 02:38:33.240]  The essence of humans is that we care.
[02:38:33.360 --> 02:38:39.515]   And that's how the globalists take us over because We, most humans are wonderful, caring people.
[02:38:39.675 --> 02:38:43.119]  None of us would be here if someone hadn't cared for us in the early years of our life.
[02:38:43.680 --> 02:38:50.388]  But what they do is they hijack that and they say, they give us something to care about that's based on lies.
[02:38:50.768 --> 02:38:54.072]  And so people are just diverted onto that.
[02:38:54.805 --> 02:38:58.306]  And so, because we care, that's why they hijack us.
[02:38:58.386 --> 02:38:59.606]  That's how they hijack us.
[02:39:00.006 --> 02:39:08.268]  What we have to do is to wake people up with data, with evidence, and we have to show people why it's harming them and why it's harming humanity.
[02:39:09.029 --> 02:39:11.189]  And so, that's our role.
[02:39:11.369 --> 02:39:16.390]  What we're starting to see now is they have gone over the top with their ridiculous claims.
[02:39:16.670 --> 02:39:22.712]  They've also gone over the top with the impacts on humans' everyday living and the controls that people see.
[02:39:23.625 --> 02:39:24.687]  And the cost to people.
[02:39:25.007 --> 02:39:27.810]  People are now starting to say, hang on a minute, this is hurting me.
[02:39:27.870 --> 02:39:30.733]  This cost of climate lies is hurting me.
[02:39:31.093 --> 02:39:32.695]  Now they're starting to do something about it.
[02:39:32.915 --> 02:39:36.519]  And that's what was significant in the Senate two days ago on Monday.
[02:39:36.800 --> 02:39:38.842]  The Greens went ape crazy.
[02:39:38.882 --> 02:39:45.469]  They just went nuts because they're suddenly looking at the people waking up all over the world about this climate bullshit.
[02:39:46.440 --> 02:39:49.041]  And they're saying we'll be politically irrelevant.
[02:39:49.321 --> 02:39:51.082]  The Greens were terrified, Maria.
[02:39:51.162 --> 02:39:52.223]  We could feel it on them.
[02:39:52.583 --> 02:39:55.024]  They were coming out with the planets boiling.
[02:39:55.464 --> 02:39:58.726]  Nick McKim, the Green senator, said, we're going to have billions of people die.
[02:39:59.026 --> 02:39:59.826]  Complete rubbish.
[02:40:00.306 --> 02:40:03.608]  But they were shown to be what they are, fear peddlers.
[02:40:03.868 --> 02:40:05.049]  And now they're afraid.
[02:40:05.089 --> 02:40:13.693]   And what we're starting to see is as people are waking up The politicians who have been pushing these lies are starting to feel the pressure.
[02:40:13.733 --> 02:40:15.995]  They're starting to become politically irrelevant.
[02:40:16.295 --> 02:40:23.038]  As I said, the Liberal Party as a whole, rather than be seen to voting against us, actually evacuated, abandoned the Senate chamber.
[02:40:23.419 --> 02:40:24.919]  So we're starting to see some victories.
[02:40:25.180 --> 02:40:29.222]  But what they're doing is they're pushing the... Look, it's based on deceit.
[02:40:30.157 --> 02:40:32.657]  The aim is to control and to transfer wealth.
[02:40:33.318 --> 02:40:35.318]  Once you understand those three, you can see it everywhere.
[02:40:35.378 --> 02:40:37.698]  Climate, COVID, stealing of property rights.
[02:40:37.938 --> 02:40:40.339]  So what we have to do is to wake up people with data.
[02:40:40.359 --> 02:40:46.840]  We have to wake up people by exposing these madmen from the World Economic Forum in the United Nations for what they are.
[02:40:47.180 --> 02:40:48.300]  Then people are starting to wake up.
[02:40:48.340 --> 02:40:53.401]  We've got people going from 5% of Australia probably knew about this before COVID.
[02:40:53.661 --> 02:40:55.401]  We now have 15% and increasing.
[02:40:55.461 --> 02:40:58.122]  People are starting to wake up and that's the important thing to understand.
[02:40:59.952 --> 02:41:10.075]  Well, I agree with you and I think that the more that people, I see this real thirst for people where they are incredibly informed, they're not easily fooled.
[02:41:10.515 --> 02:41:20.098]   And during the times of the lockdowns, for example, I can say this openly as a broadcaster, people were just Fearful and not thinking as rationally as they are now.
[02:41:20.238 --> 02:41:27.481]  I see in my audience in particular, you know, really critically thinking people, examining every bit of information.
[02:41:27.841 --> 02:41:30.522]  So they are determined to be informed.
[02:41:30.562 --> 02:41:32.102]  The InfoWars audience is the same.
[02:41:32.142 --> 02:41:35.683]  I'm sure that any truth broadcast is the same.
[02:41:35.983 --> 02:41:39.004]  People want the truth and they want to think for themselves.
[02:41:39.064 --> 02:41:41.185]  I think that's the key here, Senator Roberts.
[02:41:41.245 --> 02:41:43.506]  People don't want to be told how to think.
[02:41:43.926 --> 02:41:45.608]  They want to think for themselves.
[02:41:45.668 --> 02:41:46.909]  Are you saying the same thing?
[02:41:48.030 --> 02:41:48.851]  Yes, I am.
[02:41:49.592 --> 02:41:53.175]  And what we're seeing is that this has been a consequence of several things.
[02:41:53.215 --> 02:41:54.957]  First of all, we've been peddled with bullshit.
[02:41:55.926 --> 02:42:00.547]  That's been peddled at us non-stop, day and night, through every aspect of the media.
[02:42:01.248 --> 02:42:08.709]  You mentioned before that the UN and the World Economic Forum, there are higher people up the pecking order of them.
[02:42:09.070 --> 02:42:12.190]  That's Blackrock, Vanguard, State Street, these major funds.
[02:42:12.590 --> 02:42:14.311]  What they're wanting to do is to control people.
[02:42:15.040 --> 02:42:18.944]  They want to own everything and then we'll be happy, they tell us.
[02:42:19.325 --> 02:42:22.248]  But they want to own everything and they want to control everything.
[02:42:22.288 --> 02:42:28.914]  They want us to go back to being useless eaters and serfs basically producing for them under a feudal system.
[02:42:28.975 --> 02:42:29.695]  That's what they want.
[02:42:30.316 --> 02:42:32.698]  But as people wake up, they are taking a stand.
[02:42:34.409 --> 02:42:39.555]  I don't know if you're aware of it, but the Morrison government introduced a cash ban bill, which the Labour Party supported.
[02:42:39.575 --> 02:42:49.145]  It was banning cash for anything above $10,000, which they then would have in future years reduced that to $2,000, reduced it to $200, then put in place no cash at all.
[02:42:49.505 --> 02:42:54.331]  Once they've got that, they've got you open for a social credit system, complete control of our lives.
[02:42:56.371 --> 02:42:57.692]  We woke the people up with that.
[02:42:57.752 --> 02:43:01.535]  My office went out and we hammered the crossbenchers.
[02:43:01.675 --> 02:43:02.775]  We got them involved.
[02:43:03.536 --> 02:43:05.277]  And then we went to the people directly.
[02:43:05.377 --> 02:43:12.322]  And the grassroots members of the Liberal Party and the Labour Party put pressure on the Labour Party and Liberal Party senators.
[02:43:12.822 --> 02:43:19.827]  And they consigned the bill to, even though it passed the lower house, the House of Representatives, they consigned it in the Senate to a committee.
[02:43:19.867 --> 02:43:23.269]  And then I moved a motion a few months later to get it off the books altogether.
[02:43:23.829 --> 02:43:24.530]  And we won.
[02:43:25.143 --> 02:43:26.304]  We got it off the books.
[02:43:26.664 --> 02:43:29.106]  So what I'm saying is that people have enormous power.
[02:43:29.387 --> 02:43:38.415]  It's just that they have been so trusting because the majority of people are trustworthy and caring, and they assume that everyone else is like them, trustworthy and caring.
[02:43:38.655 --> 02:43:41.557]  Whereas we've got a few grubs in Blackrock, Vanguard, State Street.
[02:43:41.617 --> 02:43:51.326]  We've got many grubs in the United Nations, World Economic Forum, and a few party power brokers in this country and in America and in New Zealand that control things.
[02:43:51.426 --> 02:43:52.827]  And they're not to be trusted.
[02:43:53.297 --> 02:43:56.346]  But what you're pointing out a little while ago was absolutely correct.
[02:43:56.687 --> 02:44:01.360]  These initiatives are being seen in New Zealand, Canada, the United States, Britain.
[02:44:02.299 --> 02:44:08.702]  Australia, parts of Europe, and they're coordinated because they come up with the same slogans.
[02:44:08.782 --> 02:44:15.106]  Build Back Better, for example, came out within 36 hours around the world and some of the other initiatives.
[02:44:15.266 --> 02:44:22.369]  The censorship provisions that you raised... We're going to continue on the censorship issue right after this short break, Senator Roberts.
[02:44:22.389 --> 02:44:25.851]  We so appreciate your time and everything that you're doing for us right now.
[02:44:26.351 --> 02:44:27.032]  Don't go anywhere.
[02:44:27.072 --> 02:44:29.613]  We'll be right back with the Senator after this short break.
[02:44:30.652 --> 02:44:35.456]  Well, the globalists have massively, massively overplayed their hand.
[02:44:35.576 --> 02:44:37.017]  People are starting to wake up.
[02:44:37.077 --> 02:44:49.848]  I want to commend the good Senator for coming on this broadcast today to really shed some light onto the world of politics in Australia, but also his bravery in continuing to speak up about these issues.
[02:44:50.428 --> 02:45:00.995]  I heard recently, Senator Roberts, about, this is anecdotal, but I heard that because the big banks in Australia, for those who aren't aware, are really trying to limit cash.
[02:45:01.335 --> 02:45:21.068]   People are going to the counter, they're being told, no, we don't have any cash at the bank, you can go to this ATM and pull out $1,000 and then the ATM doesn't have the cash either and people are really furious about it and so I heard That some of these branches are actually rolling this back because the people just aren't having it.
[02:45:21.369 --> 02:45:32.118]  Now you mentioned before the awareness that your party, One Nation, drew to the cash ban initiative and how we actually stopped it last time.
[02:45:32.558 --> 02:45:37.103]  I think that more and more people are realising that they don't want control of their money.
[02:45:37.523 --> 02:45:43.149]  What's going to happen though, Senator Roberts, when they really push this digital currency, digital ID?
[02:45:43.209 --> 02:45:47.233]  Australia's just announced that as soon as next year we're going to have digital ID.
[02:45:47.253 --> 02:45:50.796]  Do you think that people will push back enough?
[02:45:50.837 --> 02:45:53.099]  Do we have enough pushback in politics?
[02:45:54.522 --> 02:46:02.126]  Well, we had enough pushback in politics with the cash ban that caused the Labour Party and Liberal Party to drop it.
[02:46:03.087 --> 02:46:08.549]  We can get the same with the media, the same with the control of free speech.
[02:46:10.180 --> 02:46:11.220]  The removal of free speech.
[02:46:11.541 --> 02:46:18.023]  You mentioned a number of topics in the introduction to this show, Maria.
[02:46:18.303 --> 02:46:20.584]  You talked about the new censorship bill in Australia.
[02:46:20.844 --> 02:46:24.625]  That's the federal government implementing United Nations World Economic Forum policies.
[02:46:25.345 --> 02:46:32.248]  Second on the list was the gas ban on new homes, which is the states implementing the United Nations World Economic Forum policies, the state of Victoria.
[02:46:32.728 --> 02:46:37.151]  Then you mentioned the council shutting down meetings, stopping residents from voicing their concerns.
[02:46:37.431 --> 02:46:40.213]  That's councils implementing the United Nations World Economic Forum.
[02:46:40.553 --> 02:46:49.859]  So what that shows is that on all levels, these World Economic Forum and United Nations policies are being pushed.
[02:46:50.219 --> 02:46:52.161]  But it's not the people who are aware.
[02:46:52.801 --> 02:46:54.162]  It's because the people have been unaware.
[02:46:54.222 --> 02:46:58.585]  When the people start standing up, that's when the pushback comes.
[02:46:58.905 --> 02:47:13.800]   So the censorship bill, what we're trying to do there is get the People to wake up to what's happening, because what the United Nations wants to do is to ban topics or conversations at any time they can through social media.
[02:47:14.061 --> 02:47:22.122]  They recognise that the media was the key culprit to indoctrinating people, so they owned the media.
[02:47:22.342 --> 02:47:24.743]  BlackRock, State Street, Vanguard owned most of the media.
[02:47:25.396 --> 02:47:33.378]  So then we had social media and social media then was bought off by people like Bill Gates and paid money to suppress the truth about COVID.
[02:47:34.179 --> 02:47:36.239]  Now we're getting suppressed in the truth about climate.
[02:47:36.699 --> 02:47:40.801]  So people are now starting to look at alternative and alternative communications.
[02:47:40.821 --> 02:47:41.321]  That's direct.
[02:47:41.821 --> 02:47:43.282]  Communications from people to people.
[02:47:43.722 --> 02:47:46.244]  So we need to be aware of that and move.
[02:47:46.644 --> 02:47:55.209]  We're starting to see people, we're not starting, we've seen now for five years or so, people like yourself independent of what I call the independent truth-seeking, freedom-pushing media.
[02:47:55.730 --> 02:47:57.311]  And that's, it's the people's media.
[02:47:57.591 --> 02:48:00.192]  And so that's where we're starting to go more and more now.
[02:48:00.653 --> 02:48:06.263]   So I think these alternatives Freedom will never be extinguished from planet Earth.
[02:48:06.363 --> 02:48:07.304]  Never be extinguished.
[02:48:07.884 --> 02:48:11.826]  It's had its ups and downs, ups and downs as tyrants come.
[02:48:11.926 --> 02:48:12.727]  None of this is new.
[02:48:12.987 --> 02:48:14.708]  They've just tried different methods.
[02:48:15.288 --> 02:48:17.570]  What we're seeing is an age-old battle for control.
[02:48:18.618 --> 02:48:23.942]  You know, it used to be, Maria, that someone would hold a gun to her head or put a tank in the streets.
[02:48:24.502 --> 02:48:32.907]  Now, what people are waking up to at last is that this has all been done subtly through control of our institutions, our educational system, our universities.
[02:48:33.428 --> 02:48:46.038]   You know, people who haven't been to universities are actually, and I've been to one of the world's best universities, People who haven't been to universities are the ones whose brains are uncontaminated.
[02:48:46.118 --> 02:48:48.742]  I tell my children, do not go to university.
[02:48:48.782 --> 02:48:49.623]  And I'm serious.
[02:48:49.803 --> 02:48:54.249]  My wife and I have been to one of the top institutions, one of the top three institutions in the world.
[02:48:55.111 --> 02:48:59.277]  We've been to undergraduate as well in prime universities.
[02:48:59.717 --> 02:49:07.280]  But we told our children, unless you need a piece of paper for a qualification like a lawyer's degree or a medical degree, do not go to university.
[02:49:07.700 --> 02:49:14.903]  And the studies in America, they recently did studies with interviewing people, the woke people all went to university.
[02:49:15.684 --> 02:49:28.789]   So what I'm saying is that people are now starting to wake up when they don't see a gun pointed at your head, But they see the indoctrination that's been continuing ever since they were babies.
[02:49:29.329 --> 02:49:30.249]  We've been indoctrinated.
[02:49:30.269 --> 02:49:32.231]  So what we have to do is wake people up to that.
[02:49:32.911 --> 02:49:37.094]  People are inherently free and people stand up for freedom once they're aware there's a problem.
[02:49:37.374 --> 02:49:38.355]  Most people have been asleep.
[02:49:38.395 --> 02:49:39.275]  We've got to wake them up.
[02:49:39.355 --> 02:49:40.616]  That's the answer to your question.
[02:49:40.636 --> 02:49:45.579]  But they're operating at the federal government level, the state government level, the council level.
[02:49:45.819 --> 02:49:48.661]  And so we have got to be operating as citizens at all of those levels.
[02:49:48.701 --> 02:49:50.042]  We're starting to see pushback.
[02:49:50.956 --> 02:50:00.006]  With the censorship bill, our One Nation party is running a conference on Saturday the 26th of August in Brisbane, inviting members of the public.
[02:50:00.086 --> 02:50:07.654]  We'll have some very prominent speakers, people like Alan Jones and David Flint and others at that session.
[02:50:07.674 --> 02:50:12.073]   We've We've got a petition organised and that's getting signatures.
[02:50:12.173 --> 02:50:13.715]  We want it to be the biggest petition ever.
[02:50:14.115 --> 02:50:19.260]  So what we've got to do is marshal the people against the politicians and wake people up.
[02:50:19.340 --> 02:50:20.881]  That's what it's all about.
[02:50:21.521 --> 02:50:27.627]  And people like you have an enormous role to play because that's what I call the independent new people's media.
[02:50:29.617 --> 02:50:35.941]  I really love your approach and your party's approach, Senator Roberts, because you're actually involving the people in this.
[02:50:36.301 --> 02:50:39.783]  You're talking about marshalling the people together to stand against this.
[02:50:41.524 --> 02:51:05.060]   In the next segment, I really want to talk about what other politicians around the world can be doing to really rally the people, gather the people, because we have a lot of Politicians that talk big game and that's great and their intentions may be 100% wholehearted, but what about when you have the power of the people supporting you and backing you?
[02:51:05.121 --> 02:51:06.321]  It's very, very powerful.
[02:51:06.682 --> 02:51:10.885]  So, a few of the pressing issues that I really think need to be addressed.
[02:51:12.086 --> 02:51:21.252]   First of all, here in Australia, so that people are aware, Senator Malcolm just touched on it, Council's banning Or shutting down meetings.
[02:51:21.312 --> 02:51:28.256]  This is happening because people are aware of the C40 Cities Network, the Global Covenant of Mayors.
[02:51:28.316 --> 02:51:32.939]  We recently exposed that on one of my other broadcasts on Uncensored, the Shoe Peters Network.
[02:51:33.439 --> 02:51:44.365]  The Global Covenant of Mayors, all these mayors in different municipalities across the world signing up to what they call a covenant, which is, you know, it really is a religious term.
[02:51:44.405 --> 02:51:45.185]  It's bizarre.
[02:51:45.546 --> 02:51:47.827]  And they've signed up to this covenant.
[02:51:48.167 --> 02:51:54.992]  To control meat, to control your travel, to control all sorts of nonsense, how many items of clothing you can buy.
[02:51:55.012 --> 02:51:59.795]  And I've shared this story publicly before, Senator Roberts, but I want to share it with you as well.
[02:51:59.815 --> 02:52:02.257]  I had a group from New Zealand contact me.
[02:52:03.152 --> 02:52:04.813]  And run past me what they were doing.
[02:52:05.193 --> 02:52:25.459]  They had built relationships with their local council members and gotten to the point where they were able to come forward with a presentation and teach them about AROP, C40 Cities, the Global Covenant of Mayors, and teach them what the agendas inside their own councils were actually about because not everyone is in on it.
[02:52:26.299 --> 02:52:30.381]  And so I thought this was really great progress.
[02:52:30.701 --> 02:52:35.342]  Rather than people being shut down from their council meetings, they were able to engage with them.
[02:52:37.203 --> 02:52:40.004]  What other suggestions do you have, Senator Roberts, on that front?
[02:52:41.084 --> 02:52:43.525]  I think that's a critical thing you've just mentioned.
[02:52:43.545 --> 02:52:46.006]  The majority of politicians are not awake.
[02:52:46.624 --> 02:52:49.005]  They're asleep, they're ignorant and they're gutless.
[02:52:49.445 --> 02:52:51.386]  And they form part of the party system.
[02:52:51.766 --> 02:52:54.687]  It's no coincidence that in America you have Democrats and Republicans.
[02:52:55.127 --> 02:52:58.808]  And many of the Republicans are rhinos, Republican in name only.
[02:52:59.209 --> 02:53:02.270]  So you've got the Democrats taken over, owned by Soros, who's a globalist.
[02:53:02.750 --> 02:53:07.572]  So you've got two parties there that are essentially the same party at the end of the day.
[02:53:08.012 --> 02:53:10.112]  In Britain, you've got the Labour Party and the Tories.
[02:53:10.172 --> 02:53:11.433]  Again, two major parties.
[02:53:12.185 --> 02:53:15.567]  In Australia, you've got the Liberals and the Labour Party, two major parties.
[02:53:15.827 --> 02:53:17.048]  But Maria, here's the thing.
[02:53:17.268 --> 02:53:18.889]  Here's the really enticing news.
[02:53:19.249 --> 02:53:27.593]  When I was a boy 40 years ago, 50 years ago, it was 45% of the people voted Labour and 45% of the people voted Liberal.
[02:53:28.774 --> 02:53:30.995]  10% swung, and they determined the government.
[02:53:31.275 --> 02:53:32.476]  Then it became 40-40, 20% swinging.
[02:53:32.576 --> 02:53:33.436]  Then it became 35-35, 30% swinging.
[02:53:33.255 --> 02:53:36.735]  Then it became 35%, 35%, 30% swinging.
[02:53:36.735 --> 02:53:41.934]   In the 2019 federal election for the state of Queensland, the Senate vote in the state
[02:53:42.287 --> 02:53:46.791]  The Labour Party got 22 per cent of the vote, just over one fifth.
[02:53:47.411 --> 02:53:48.532]  So people are waking up.
[02:53:48.672 --> 02:53:55.457]  The current government is in power in Canberra, our capital city, with less than a third of the vote.
[02:53:56.249 --> 02:53:59.032]  The second party, the Liberal Party, got 34%.
[02:54:00.214 --> 02:54:03.718]  That meant one third of voters voted for someone other than Labour and Liberals.
[02:54:03.738 --> 02:54:04.959]  So that's what's working.
[02:54:04.979 --> 02:54:06.961]  We've got to take a break, Senator Roberts.
[02:54:07.502 --> 02:54:09.404]  We'll be right back on the other side of this break.
[02:54:09.444 --> 02:54:12.828]  I really want to talk about this because it's a trend that's happening worldwide.
[02:54:12.868 --> 02:54:13.449]  Don't go anywhere.
[02:54:14.557 --> 02:54:26.046]  Everywhere you look worldwide, the polls, the numbers are showing in favour of politicians and in people who are freedom-loving people.
[02:54:26.206 --> 02:54:35.013]  The fact is undeniable and no matter what they present to you, what propaganda and lies they present to you in the media, this is the antidote to their lies.
[02:54:35.073 --> 02:54:46.771]   It is the truth and it is the growing love of freedom and human liberty And it's made possible by the people who are not afraid to speak the truth.
[02:54:46.891 --> 02:55:02.656]   I want to ask the audience right now and all the listeners, everyone, when have you heard, especially in recent times, a politician Talking about calling out BlackRock, Vanguard, the World Economic Forum.
[02:55:02.916 --> 02:55:05.397]  You go to Senator Malcolm Roberts' website.
[02:55:05.557 --> 02:55:07.398]  On the homepage, I want to read it to you.
[02:55:07.998 --> 02:55:18.142]  One of the key focus areas is ending the control of unelected bureaucrats over Australia's way of life, exiting the United Nations and restoring our sovereignty.
[02:55:19.422 --> 02:55:21.643]  These topics are dangerous.
[02:55:22.338 --> 02:55:29.040]  For politicians to suggest in this day and age, and yet it is exactly what they need to be doing.
[02:55:30.400 --> 02:55:40.003]  Senator Roberts is speaking the words that we actually need every so-called elected representative to be speaking.
[02:55:40.963 --> 02:55:52.793]   So in the last segment here, Senator Roberts, I would really love For you to rally all of the other Senators, Members of Parliament, everyone that is there to represent the people.
[02:55:52.853 --> 02:55:53.734]  That is their function.
[02:55:54.114 --> 02:55:59.839]  Really rally them right now and share with them what is the most important area of focus.
[02:55:59.859 --> 02:56:01.540]  We need to exit the WHO.
[02:56:01.560 --> 02:56:09.486]  We need to put an end to this treaty, the IHR amendments, regardless of what progress we're making in that regard.
[02:56:09.506 --> 02:56:12.289]  We actually just need to exit these organisations.
[02:56:12.649 --> 02:56:13.930]  The floor is yours, Senator Roberts.
[02:56:14.980 --> 02:56:16.085]  Thank you very much, Maria.
[02:56:18.933 --> 02:56:26.599]  The World Economic Forum recently, well six or nine months ago, put out a page on strategy, the headline, I can't remember the title, Strategic Thinking, whatever it was.
[02:56:27.079 --> 02:56:40.189]  In that page, it was only half a page long, in that page they called out Australia for being full of racists, rednecks, extreme far-right, homophobes, islamophobes, transphobes, etc.
[02:56:40.209 --> 02:56:43.331]  I mean this is Australia, it's complete rubbish, you know?
[02:56:43.351 --> 02:56:52.305]   And then they went on and they did I think we may have lost connection with Senator Roberts there again.
[02:56:53.186 --> 02:57:05.973]  Again, I just want to emphasize while we wait for him to come back on, who do you have, and I'll speak to the Americans right now, who do you have representing you right now that is speaking in this manner?
[02:57:06.613 --> 02:57:07.614]  Who do you have?
[02:57:07.634 --> 02:57:16.759]  Have the words BlackRock, Vanguard, World Economic Forum, exit the United Nations, exit the WHO, have these words left their mouths?
[02:57:17.179 --> 02:57:18.420]  If not, why not?
[02:57:19.711 --> 02:57:34.975]  If not, I would suggest you get on the phone to them today, share this broadcast with them, say, hey, why is this Australian senator able to speak about these things and these problems without fear and boldly say that this is what we need to be doing?
[02:57:35.175 --> 02:57:38.276]  I agree with that and we need to do the same thing here in America.
[02:57:38.316 --> 02:57:44.178]  We need to encourage these elected representatives to do the same thing.
[02:57:44.258 --> 02:57:47.038]  And this is for every country, every single country.
[02:57:47.359 --> 02:57:48.339]  Welcome back, Senator Roberts.
[02:57:48.359 --> 02:57:48.819]  Please go on.
[02:57:49.625 --> 02:57:50.226]  Thank you, Maria.
[02:57:50.346 --> 02:57:53.648]  So what we saw is they named One Nation specifically.
[02:57:53.708 --> 02:57:56.691]  Now, that's very, very rare, but it shows that we're getting under their skin.
[02:57:57.171 --> 02:58:00.134]  We've been hitting them pretty hard and they're very aware of it.
