[00:00:03.253 --> 00:00:05.115]  We're live!
[03:27:51.346 --> 03:27:58.109]  If I'm going to make fun of the Danish people, the Canadians, if I'm going to make fun of Christians and Muslims, I'm going to have to make fun of Jewish people.
[03:27:58.709 --> 03:28:02.031]  And it's like, and I know in my heart, I don't have hate.
[03:28:02.031 --> 03:28:04.713]  So, but now I'm starting to pull back from all of that.
[03:28:04.713 --> 03:28:11.458]  I'm just starting to be like, you know what, I'm just going to focus on, uh, on growth and, you know, being grateful and stuff like that.
[03:28:11.458 --> 03:28:25.507]  Cause I think in the end of the day, that's going to be the real struggle of staying, keeping your morale, keeping your gratitude, keeping your, that fire that you talked about with the Texas guys, you can work all day, dehorning cows and still like hang out with the boys at the fire.
[03:28:25.507 --> 03:28:27.748]  Like that's, that's what America is.
[03:28:27.748 --> 03:28:28.069]  And so.
[03:28:28.789 --> 03:28:34.434]  As a comedian, you know, I've like, held lines that seem a little crazy, like, why not just stop saying the N-word?
[03:28:34.434 --> 03:28:41.900]  But I'm like, you know, I know, I'm like, I do see pretty far down the road where if you give that up, why not more words?
[03:28:41.900 --> 03:28:43.302]  And South Park did a lot about that.
[03:28:43.302 --> 03:28:43.962]  Well, stay there.
[03:28:43.962 --> 03:28:47.405]  Let's come right back and talk about that, because it's really, really important.
[03:28:47.405 --> 03:28:53.390]  And I mean, they're openly saying that they want to arrest people that are against forced vaccination.
[03:28:53.390 --> 03:28:54.651]  So it's all in the same vein.
[03:28:54.651 --> 03:28:55.132]  We'll be right back.
[03:28:56.954 --> 03:29:01.336]  The short time we have, I can't get into all the incredible ingredients in Super Female Vitality.
[03:29:01.336 --> 03:29:10.161]  Go to MFWrestore.com, read about the ingredients, look them up for yourself, and then understand, this is cold-pressed herbs, so it has a more powerful effect on the body.
[03:29:10.161 --> 03:29:12.542]  Get yours today at MFWrestore.com for 50% off.
[03:29:15.146 --> 03:29:17.167]  Super Mel Vitality is selling out.
[03:29:17.167 --> 03:29:20.008]  It's an incredible formula for stamina, energy, libido.
[03:29:20.008 --> 03:29:21.328]  Only a few hundred bottles left.
[03:29:21.328 --> 03:29:26.711]  But the good news is we have several thousand bottles left of Super Female Vitality that's the same formula.
[03:29:26.711 --> 03:29:27.491]  It boosts men.
[03:29:27.491 --> 03:29:28.511]  It boosts women.
[03:29:28.511 --> 03:29:29.272]  It works great.
[03:29:29.272 --> 03:29:31.152]  But women like pink labels.
[03:29:31.152 --> 03:29:33.113]  Men like different color labels.
[03:29:33.113 --> 03:29:35.154]  So it works for men as well.
[03:29:35.154 --> 03:29:36.214]  It's the same formula.
[03:29:36.214 --> 03:29:37.475]  It's an incredible formula.
[03:29:37.475 --> 03:29:38.415]  And it funds our operation.
[03:29:38.415 --> 03:29:40.116]  And there's another important part of the
[03:29:40.516 --> 03:29:40.956]  We're good to go.
[03:29:58.464 --> 03:30:01.605]  I talk a lot about the great successes InfoWars has had.
[03:30:01.605 --> 03:30:03.906]  I don't think anybody can deny it.
[03:30:03.906 --> 03:30:07.847]  And it is because of listeners and viewers supporting us.
[03:30:07.847 --> 03:30:16.770]  When we talk about the crew at InfoWars, people behind the scenes, the researchers, the writers, they really have been the MVPs in this fight.
[03:30:16.770 --> 03:30:24.553]  And when you look at Harrison Smith and Owen Schroeder and the hard work they engage in every day, five, six, seven days a week, it's really just incredible.
[03:30:25.589 --> 03:30:29.192]  So for myself and the whole InfoWars crew, I thank you for your past support.
[03:30:29.192 --> 03:30:35.017]  I only encourage you now to realize that InfoWars cannot stay on air if you do not support us.
[03:30:35.017 --> 03:30:38.039]  I know you spread the word, I know you pray for us, and that's wonderful, keep doing it.
[03:30:38.039 --> 03:30:46.987]  But most viewers and listeners never go to InfoWarsStore.com, and you never buy great products that enrich and empower your life, all at the same time keep us on air.
[03:30:46.987 --> 03:30:50.570]  I know that less than 1% of our listeners actually go buy products at InfoWarsStore.com.
[03:30:51.270 --> 03:30:56.234]  If just 1% more of you took action and went to m4store.com, our funding problems will be over.
[03:30:56.234 --> 03:30:57.575]  Please take action now.
[03:30:57.575 --> 03:31:04.520]  Iodine is naturally acquired through the soil, which is at the foundation of our entire food supply.
[03:31:04.520 --> 03:31:13.507]  Modern farming techniques have stripped the soil of this essential trace element, which has caused an iodine deficiency in about half the population.
[03:31:13.507 --> 03:31:15.709]  And there are two things we need to do about it.
[03:31:16.329 --> 03:31:19.630]  We need to practice more regenerative farming.
[03:31:19.630 --> 03:31:28.153]  There are plenty of proven technologies in permaculture and biodynamics that will naturally keep the soil rich with iodine.
[03:31:28.153 --> 03:31:32.294]  And we need to ensure that we get the sufficient amount of iodine every day.
[03:31:32.974 --> 03:31:44.483]  Derived from ancient sea salts found thousands of feet below the Earth's surface, our InfoWars Life Survival Shield X3 is hands down the best.
[03:31:44.483 --> 03:31:50.568]  Pure nascent iodine, stabilized in an activated triiodine form.
[03:31:50.568 --> 03:31:56.733]  For a healthy thyroid and a healthy metabolism, get yours now at InfoWarsStore.com.
[03:31:58.973 --> 03:32:05.335]  Two of our best-selling nootropics, or brain boosters, are now back in stock at InfoWarsTore.com.
[03:32:05.335 --> 03:32:10.337]  And for a limited time, they're 50% off when you get them together, or 40% off when you get them individually.
[03:32:10.337 --> 03:32:12.998]  Brain Force Plus and Brain Force Ultra.
[03:32:12.998 --> 03:32:14.699]  Two separate formulas.
[03:32:14.699 --> 03:32:17.040]  They both give you good, clean energy without the crash.
[03:32:17.660 --> 03:32:23.261]  One is a four to six hour good base of clean energy, again with no hangover or letdown.
[03:32:23.261 --> 03:32:28.843]  And the other is a very special proprietary formula, that's Brain Force Ultra, that hits really, really quick.
[03:32:28.843 --> 03:32:29.303]  And I love it.
[03:32:29.303 --> 03:32:30.783]  It wears off in two to three hours.
[03:32:30.783 --> 03:32:34.744]  So if I've got to work at night, but don't want to stay up all night, I can take it and stay nine o'clock at night.
[03:32:34.744 --> 03:32:38.185]  Got to stay up till midnight working, doing a radio interview or something, and boom!
[03:32:39.045 --> 03:32:39.405]  We're good to go.
[03:33:12.867 --> 03:33:14.849]  We've got to do a commercial-free podcast.
[03:33:14.849 --> 03:33:15.669]  Those are really popular.
[03:33:15.669 --> 03:33:16.790]  They get about 2 million views.
[03:33:16.790 --> 03:33:18.171]  I haven't done them in months.
[03:33:18.171 --> 03:33:19.592]  On Saturdays I've been so busy.
[03:33:19.592 --> 03:33:25.697]  We've got to get Owen Benjamin back on the broadcast soon.
[03:33:25.697 --> 03:33:27.838]  We've only got like 27 minutes left.
[03:33:27.838 --> 03:33:31.441]  Then the great Owen Troyer takes over with The War Room.
[03:33:31.441 --> 03:33:33.122]  OwenBenjamin.com.
[03:33:33.122 --> 03:33:34.883]  But I was thinking about this during the break.
[03:33:34.883 --> 03:33:36.785]  A friend of mine just sent me a photo.
[03:33:38.297 --> 03:33:49.305]  Of a man opening his car door but leaning through the window to put his credit card in the computer there to get to gas, in the credit card reader.
[03:33:49.305 --> 03:33:51.847]  And people look at these videos and think they're fake.
[03:33:51.847 --> 03:33:54.489]  They've gone out and interviewed the women, the media has.
[03:33:54.489 --> 03:34:00.354]  I saw stories that they really put gasoline in plastic bags when a hurricane's coming to hold the gasoline.
[03:34:00.354 --> 03:34:02.956]  Because they buy everything else in their life and put it in a plastic bag.
[03:34:02.956 --> 03:34:04.137]  Well, this must be good.
[03:34:04.137 --> 03:34:05.618]  You know, it eats through it in about 10 seconds.
[03:34:06.687 --> 03:34:12.411]  And the video, the media went and interviewed the woman because they saw her license plate that was trying to charge the Tesla.
[03:34:12.411 --> 03:34:15.033]  And she said, well, I just bought the car and I was tired that day.
[03:34:15.033 --> 03:34:18.615]  I'm not putting women down, it's just mainly that these are women doing this.
[03:34:18.615 --> 03:34:21.837]  These are real videos.
[03:34:21.837 --> 03:34:30.903]  And a lot of men are like this too, but women particularly, on average, it's that part of the graph that's really high, do not understand how anything operates.
[03:34:31.977 --> 03:34:36.559]  But they're the most likely to believe in the system because they're disconnected from it.
[03:34:36.559 --> 03:34:51.544]  So if a farmer is the closest to reality, because they're having to make it or break it, or a rancher, or an oil field worker, women's jobs mainly are now not taking care of children, it's just working in a corporate la-la land.
[03:34:51.544 --> 03:34:53.104]  I'm not singling women out.
[03:34:53.104 --> 03:34:55.585]  But how are they going to deal with the collapse of society?
[03:34:55.585 --> 03:34:57.626]  Because to me that's frightening.
[03:34:57.626 --> 03:35:00.787]  Because it's hard to keep civilization going.
[03:35:00.787 --> 03:35:01.347]  And if you even
[03:35:02.344 --> 03:35:02.784]  We're good to go.
[03:35:29.128 --> 03:35:33.089]  You could walk out and shoot a squirrel and skin it in two minutes and fry it up for lunch.
[03:35:33.089 --> 03:35:34.189]  I mean, you name it.
[03:35:34.189 --> 03:35:36.890]  You know, butcher a cow in like four hours just like a machine.
[03:35:36.890 --> 03:35:41.812]  And I think about a guy like that versus these people, that's like a god compared to a monkey.
[03:35:41.812 --> 03:35:46.213]  I mean, it's not even... I cannot imagine how much the brain trust that we've lost.
[03:35:47.842 --> 03:35:48.743]  Oh yeah, 100%.
[03:35:48.743 --> 03:36:03.318]  To the point where that's one reason why I tap out of trying to understand some things that are going on because I genuinely don't always understand how much people have fallen out there and some of my friends have explained to me that I live in a bubble.
[03:36:04.977 --> 03:36:05.257]  We're good.
[03:36:23.513 --> 03:36:25.455]  They're that crazy now.
[03:36:25.455 --> 03:36:27.258]  And so that's why I'm not always aware.
[03:36:27.258 --> 03:36:34.928]  Like, I'm pretty good to see through spells and stuff like that and kind of have a good take on the world because of my lifestyle, but...
[03:36:35.905 --> 03:36:38.348]  Yeah, I mean, they don't know where their food comes from.
[03:36:38.348 --> 03:36:42.091]  They don't know anything about, you know, the life they're in.
[03:36:42.091 --> 03:36:50.380]  They're under so many assumptions and spells that they're just these docile, um, these docile kind of slave people.
[03:36:50.380 --> 03:36:53.683]  And those are some of the most entitled people.
[03:36:53.683 --> 03:36:56.466]  Like, they're some of the people that are the most aggressive, the most,
[03:36:57.367 --> 03:36:58.787]  You know, dependent.
[03:36:58.787 --> 03:37:00.428]  And yeah, I don't know, man.
[03:37:00.428 --> 03:37:04.088]  I think that, yeah, the birth rate is a serious problem.
[03:37:04.088 --> 03:37:08.649]  And these women, a lot of times women can latch on to the strong masculine character.
[03:37:08.649 --> 03:37:19.112]  And if that masculine character is the state or the corporation or their boss or whatever, they can be sent down these paths of complete self-destruction.
[03:37:19.112 --> 03:37:20.352]  And it is pretty humiliating.
[03:37:22.758 --> 03:37:30.405]  It's going to be spectacular, and I agree with you, the collapse, we're well into it now, but how far does it go?
[03:37:30.405 --> 03:37:37.651]  I think, I don't know, I mean, I would have, I couldn't have imagined that it went to, like, Fetterman, you know, and now we're past that.
[03:37:37.651 --> 03:37:43.917]  Like, when the COVID thing first started and people were wearing a mask and then sitting down and taking off their mask,
[03:37:44.918 --> 03:37:47.259]  I was like, how can this be?
[03:37:47.259 --> 03:37:48.680]  Because it wasn't even a mask.
[03:37:48.680 --> 03:37:53.062]  If you actually thought that there was something in the air and you wore a mask, that's alright.
[03:37:53.062 --> 03:37:54.903]  That's not really insane.
[03:37:54.903 --> 03:37:59.726]  That is a valid response to if you think there's something in the air.
[03:37:59.726 --> 03:38:09.511]  The crazy part was when they would follow these rules that made no sense, where if you thought there was something in the air, why would you take it off then when you sit down at the table?
[03:38:10.211 --> 03:38:15.834]  You know, and it was those moments where I started seeing real mental illness.
[03:38:15.834 --> 03:38:20.616]  Because just wearing a mask isn't actually mental illness if you're always wearing it.
[03:38:20.616 --> 03:38:24.857]  Like, let's say if you actually do think the threat is in the air, you can wear a mask, that's fine.
[03:38:24.857 --> 03:38:26.478]  Like, I have the opposite problem.
[03:38:26.478 --> 03:38:34.362]  I was so gung-ho against masks that I wasn't wearing a mask one day cleaning out my chicken coop and I actually had like a cough for like a month.
[03:38:34.362 --> 03:38:34.982]  It was hilarious.
[03:38:35.222 --> 03:38:35.582]  Oh, no, no.
[03:38:35.582 --> 03:38:39.405]  You need to wear a mask when it's a hot, dusty day and you're on a tractor.
[03:38:39.405 --> 03:38:40.686]  There's a place for a mask.
[03:38:40.686 --> 03:38:42.947]  Yeah, there's a place for a mask.
[03:38:42.947 --> 03:38:48.071]  And if you thought that there was something in the air and you wore a mask, I'm not judging you at all.
[03:38:48.071 --> 03:38:50.192]  It's when you would wear it.
[03:38:50.192 --> 03:38:51.673]  If they start making these nonsense...
[03:38:53.390 --> 03:38:58.754]  These like nonsense rules where it's like, you know, hop on one leg because it's Friday or you hate your grandmother.
[03:38:58.754 --> 03:38:59.875]  That's what I'm like.
[03:38:59.875 --> 03:39:01.056]  Oh, these people are pretty well.
[03:39:01.056 --> 03:39:07.101]  It was like a woman has a baby and then they put up a plastic bear between her and the baby that the baby came out of her.
[03:39:07.101 --> 03:39:11.984]  And those are real photos or or or or people in bands inside pods at the high school.
[03:39:11.984 --> 03:39:13.766]  It's all just see what these people to do.
[03:39:14.346 --> 03:39:17.488]  It's all occult, exploiting, they knew it.
[03:39:17.488 --> 03:39:26.473]  It came out a year and a half after it that the major intelligence agencies and militaries of the world used weapons-grade PSYOPs that were illegal to use on Muslims.
[03:39:26.473 --> 03:39:31.175]  Some of the top guys went on OAN and exposed it, who had actually written the protocols for this.
[03:39:31.175 --> 03:39:37.318]  They wouldn't use it on foreign enemies, but they used it on us to, quote, mind control and terrorize the public.
[03:39:37.318 --> 03:39:39.960]  So the public really are victims of mind control.
[03:39:40.781 --> 03:39:43.711]  But they look at victims of all this other imaginary racism.
[03:39:43.711 --> 03:39:45.878]  How about your victims of the deep state mind control?
[03:39:45.878 --> 03:39:46.981]  Because they admit they did it.
[03:39:48.120 --> 03:39:49.781]  Yeah, and I saw the techniques.
[03:39:49.781 --> 03:39:53.703]  I mean, my dad was a persuasion professor, you know, went to Oxford.
[03:39:53.703 --> 03:39:59.626]  You know, I grew up with people that, you know, they weren't doing like black ops sites and stuff.
[03:39:59.626 --> 03:40:01.506]  It was more about how news broadcasts work.
[03:40:01.506 --> 03:40:04.188]  Like my dad taught Al Roker and people like that.
[03:40:04.188 --> 03:40:06.689]  It was more how to speak to persuade.
[03:40:06.689 --> 03:40:12.292]  So I got interested in some of that stuff and I looked into what happens in camps and
[03:40:12.972 --> 03:40:25.956]  What they developed in World War II and all this stuff, and when I saw them do it on the mass population, and one of them is just keep changing the rules, keep changing the information, you know, the mask is too... Get them off balance!
[03:40:25.956 --> 03:40:26.596]  Get them off balance!
[03:40:26.596 --> 03:40:29.457]  Yeah, always off balance, and exhaust them.
[03:40:29.457 --> 03:40:35.519]  And repetition of the same hooks, the same, you know, two weeks to stop the curve, two weeks to... and whatever it is.
[03:40:35.519 --> 03:40:37.220]  I'm like, holy shit, they're doing it here!
[03:40:37.220 --> 03:40:40.861]  And I have some listeners that used to be in intelligence agencies, and they were like,
[03:40:41.741 --> 03:40:46.084]  Man, I got a little freaked out when some of the shit we used to do overseas started happening here.
[03:40:46.084 --> 03:40:47.385]  And I'm like, yeah.
[03:40:47.385 --> 03:40:54.069]  And the good news about that, the good news about this, so why people shouldn't be super terrified is it's all consent.
[03:40:54.069 --> 03:41:00.273]  And so the key is don't break, you know, know thyself, know your, you know, know what is right and wrong.
[03:41:00.273 --> 03:41:01.354]  Well, that's my problem.
[03:41:01.354 --> 03:41:09.119]  And it seems like that with you and a lot of the people, what globalists are understanding is historically, you can get 80% of people under a new sign up to go along with you.
[03:41:09.119 --> 03:41:10.760]  But the next time you try it now, only 50% go along.
[03:41:12.023 --> 03:41:15.602]  But there's always a large minority that is immune to it and becomes highly
[03:41:17.168 --> 03:41:22.229]  Activated by it, and now that's happened, and you look at this giant story with RFK Jr.
[03:41:22.229 --> 03:41:32.191]  and this rat-like creature, Peter Hotez, like you said, like a literal, out-of-central-casting gremlin, why would they double down and try to bully RFK Jr.
[03:41:32.191 --> 03:41:34.812]  and Joe Rogan, not knowing they've got all this popular support?
[03:41:34.812 --> 03:41:42.994]  Whether they're pure or not, the point is, why did this guy think with his CNBC, CNN audience, he was going to beat the new media?
[03:41:43.394 --> 03:41:45.337]  I mean, it's just, these guys don't get it.
[03:41:45.337 --> 03:41:49.183]  Oh, you've got 300,000 viewers, you just went up against somebody with 50 million, dumbass.
[03:41:49.183 --> 03:41:57.474]  They just, they don't seem to get that just because you're wearing a little white lab coat, you little monkey, you little flying monkey, doesn't mean you're in charge anymore, you dumb bastard.
[03:41:58.717 --> 03:42:02.918]  Yeah, one thing I've stepped away from is I don't know how aware people are.
[03:42:02.918 --> 03:42:08.259]  I used to think I did, and then I would come up with generalizations that I now think are kind of false.
[03:42:08.259 --> 03:42:17.562]  I used to think that there was people that were more aware of what they were doing, and they were more responsible for their actions against me, and I was a little more aggressive.
[03:42:17.562 --> 03:42:20.582]  And then I realized that they don't know anything.
[03:42:20.582 --> 03:42:22.343]  They're some of the most blind people in the world.
[03:42:23.503 --> 03:42:26.826]  The central cast in Gremlin, does he actually believe what he's saying?
[03:42:26.826 --> 03:42:28.247]  Does he actually think he's winning?
[03:42:28.247 --> 03:42:29.688]  I have no idea.
[03:42:29.688 --> 03:42:39.015]  And it's so dumb and so crazy that it appears like it's all intentional and it's all script and all that.
[03:42:39.015 --> 03:42:43.259]  But I've seen, like what you just showed with the gasoline and the plastic bag and all that.
[03:42:44.028 --> 03:42:52.535]  You know, I don't always understand the depths of depravity and the depths of self-deceit, and so that's why I kind of tap out.
[03:42:52.535 --> 03:43:02.183]  Like, I can't ascribe motivation anymore, because I think some of the best actors for these psyops are true believers, where they actually think what they're doing is quote-unquote good.
[03:43:03.084 --> 03:43:06.567]  Because I don't know if they can keep it all straight in their head.
[03:43:06.567 --> 03:43:12.911]  And so that's why I focus on, you know, gardening and stuff like that and just making fun of the way people talk.
[03:43:12.911 --> 03:43:18.155]  You know, I'm like, I'm a pretty... When people call me childish, that's true.
[03:43:18.155 --> 03:43:22.739]  Like, most of my jokes are like a five-year-old says them.
[03:43:22.739 --> 03:43:29.083]  And so I actually like to stay in that zone because I have no idea what the gremlin knows or if
[03:43:29.944 --> 03:43:32.965]  You know, or like, what is scripted anymore?
[03:43:32.965 --> 03:43:36.007]  Because it's just so unbelievably dumb to me, you know?
[03:44:00.836 --> 03:44:11.603]  I just think for your listeners that it's very important to stay grounded and avoid idols, whether it's RFK or Gavin Newsom, anybody, like avoid idols.
[03:44:11.603 --> 03:44:15.765]  And also, they're just going to keep doing more and more nonsense.
[03:44:15.765 --> 03:44:19.267]  And so the more you can stay grounded in reality, the stronger you'll be.
[03:44:19.267 --> 03:44:23.450]  Because what I see is a heightened dependency, heightened lies.
[03:44:24.090 --> 03:44:30.956]  They're going to use the same shame techniques, the same appeal to victim consciousness to get you to give up more.
[03:44:30.956 --> 03:44:43.507]  You know, if you own a gun, you hate victim, or you hate these innocent victims, or if you keep your liver, it means you hate the victims of sickle cell anemia, or whatever, whatever spell they do.
[03:44:43.507 --> 03:44:45.989]  Just be very, the real N word is no.
[03:44:45.989 --> 03:44:49.612]  And so keep that in your lexicon and just understand that
[03:44:50.453 --> 03:44:52.534]  Fear is the devil's language.
[03:44:52.534 --> 03:44:53.915]  Anger is the devil's cocaine.
[03:44:53.915 --> 03:44:56.977]  Now, these are the things that get you to do nonsense.
[03:44:56.977 --> 03:45:01.000]  And watch out for it, no matter what direction it goes in.
[03:45:01.000 --> 03:45:06.343]  Because a lot of times, you'll identify who you think is doing it, and they're puppets too.
[03:45:06.343 --> 03:45:08.285]  Like, it really is like a hall of mirrors.
[03:45:08.285 --> 03:45:14.349]  And so, focus on what you love, focus on your health, focus on nature, focus on God, gratitude.
[03:45:14.989 --> 03:45:16.450]  And just have fun with it.
[03:45:16.450 --> 03:45:20.374]  And people are not going to stop criticizing you and calling you names and stuff.
[03:45:20.374 --> 03:45:23.637]  And just, you know, the whole biblical, they know not what they do.
[03:45:23.637 --> 03:45:32.364]  If you keep that in your heart, which is very hard to do in these times, because it's going to get pretty gnarly, I think, and it already is gnarly, the more you do that, the stronger you'll be.
[03:45:32.364 --> 03:45:37.929]  And if you fall off that wagon and you go astray, just, you know, just say, it's all good.
[03:45:37.929 --> 03:45:41.993]  And like a cattle rancher that we talked about, just dust yourself off and just keep crushing.
[03:45:44.113 --> 03:45:45.035]  I understand what you're saying.
[03:45:45.035 --> 03:45:49.121]  You're saying, ignore Gavin Newsom, ignore Trump, ignore R.F.K.
[03:45:49.121 --> 03:45:51.424]  Jr., but they're going to get a lot of attention.
[03:45:51.424 --> 03:45:54.028]  They're going to build hope, whether they're real or not.
[03:45:54.028 --> 03:45:55.210]  And I think Trump means well.
[03:45:55.210 --> 03:45:55.891]  I think R.F.K.
[03:45:55.891 --> 03:45:56.152]  Jr.
[03:45:56.152 --> 03:45:57.073]  means well.
[03:45:57.073 --> 03:45:58.195]  Both of them are impure vessels.
[03:45:58.195 --> 03:45:58.695]  We all are.
[03:45:59.962 --> 03:46:04.463]  And so if I just go and try to farm all day, and I'm not saying that's a bad thing.
[03:46:04.463 --> 03:46:06.164]  I get what you're saying.
[03:46:06.164 --> 03:46:07.684]  I get what you're saying.
[03:46:07.684 --> 03:46:12.766]  I'm not saying this guy's going to save us, but they look like they might be good.
[03:46:12.766 --> 03:46:13.606]  I'm not betting on them.
[03:46:13.606 --> 03:46:18.948]  I'm not being a chump, but I'm saying, well, I can't then not back something that might
[03:46:19.768 --> 03:46:20.689]  F up the New World Order.
[03:46:20.689 --> 03:46:21.549]  Here's what I'm trying to say.
[03:46:21.549 --> 03:46:27.833]  Who do you like better, Trump, DeSantis, RMK Jr., Giffords?
[03:46:27.833 --> 03:46:31.855]  No, I totally get what you're saying, and that's a valid criticism.
[03:46:31.855 --> 03:46:37.319]  So I would recommend that view them as your servant, and then you can be involved in it.
[03:46:37.319 --> 03:46:38.980]  You can get excited about a campaign.
[03:46:38.980 --> 03:46:40.421]  You can get excited about a politician.
[03:46:41.161 --> 03:46:45.202]  But never forget, this is very important, never forget that they work for you.
[03:46:45.202 --> 03:46:50.384]  No, it's like going into a restaurant, you're the boss, you're gonna order the food, you're in charge.
[03:46:50.384 --> 03:47:01.767]  Yeah, so if you remember that you're in charge of the politician, that the state is supposed to serve the individual, the free man, you know, then take part in whatever you want.
[03:47:01.767 --> 03:47:04.387]  And so, if you keep that in mind, then great.
[03:47:04.387 --> 03:47:06.688]  Don't become a cult member that follows the practice.
[03:47:07.188 --> 03:47:07.789]  Exactly.
[03:47:07.789 --> 03:47:29.511]  And then I almost see it as no matter who's in there, with the exception of someone who's legitimately mentally deficient, like Biden or somebody like that, the more you hold them accountable and the more you voice opposition when they go off the path, and the more you don't hold them above you, the better job they'll do and the more they'll actually
[03:47:30.692 --> 03:47:43.141]  Well, I think that's the biggest takeaway of three and a half years of Pentagon, British Ministry of Defense, Australian military, it's all the folks looking up on the telegraph, military ran psychological warfare to brainwash and terrorize public.
[03:47:43.141 --> 03:47:45.403]  These are headlines, okay?
[03:47:45.403 --> 03:47:48.526]  Army experts boost NATO fight against COVID disinformation.
[03:47:48.526 --> 03:47:49.586]  This is what they did.
[03:47:50.646 --> 03:47:56.011]  They threw everything at us, and still now it's blown up in their face, and almost everybody understands they were lied to.
[03:47:56.011 --> 03:48:00.795]  So, as powerful as it seems up front, they are not all powerful if we just hold the line.
[03:48:00.795 --> 03:48:02.256]  But here's the issue, Owen.
[03:48:02.256 --> 03:48:05.719]  How do you think they're going to strike back next, because they're not going to give up?
[03:48:05.719 --> 03:48:06.700]  A bigger war?
[03:48:06.700 --> 03:48:07.120]  Russia?
[03:48:07.120 --> 03:48:08.421]  Ukraine?
[03:48:08.421 --> 03:48:10.863]  A new bioweapon release?
[03:48:10.863 --> 03:48:11.244]  What do you think?
[03:48:12.662 --> 03:48:13.882]  I've thought about that a lot.
[03:48:13.882 --> 03:48:14.363]  I'm not sure.
[03:48:14.363 --> 03:48:30.828]  I think the next thing they want is more reliance on economic dependency, and they want a controllable, a programmable dollar, which would be central bank digital currency, like the merger of the crypto and the dollar, so that you can have it completely private.
[03:48:30.828 --> 03:48:36.450]  And you can program someone, whether or not they're capable of using a dollar based on their social credit score and based on how
[03:48:37.290 --> 03:48:41.271]  You know, like, you can only spend money within 30 miles of your home, 50 miles of your home.
[03:48:41.271 --> 03:48:43.811]  Oh, we don't like this opinion, 10 miles of your home.
[03:48:43.811 --> 03:48:45.272]  You're not allowed to buy this, this, this.
[03:48:45.272 --> 03:48:47.792]  So, that's the... And by the way, I'm glad you raised this.
[03:48:47.792 --> 03:48:48.672]  I want you to speak to it.
[03:48:48.672 --> 03:48:58.914]  I had this ready for you today to ask you about this, because I was going to say to you, the biggest threat is the digital central bank, digital currencies, the ESGs.
[03:48:58.914 --> 03:48:59.254]  Yeah.
[03:48:59.254 --> 03:49:00.075]  And now it's official.
[03:49:00.075 --> 03:49:02.635]  The United Nations is planning a digital ID link to bank accounts.
[03:49:02.635 --> 03:49:03.615]  They admit the whole thing.
[03:49:03.615 --> 03:49:06.216]  A social credit score.
[03:49:06.216 --> 03:49:06.776]  Talk about that.
[03:49:08.226 --> 03:49:10.247]  Yeah, yeah.
[03:49:10.247 --> 03:49:19.690]  When you know where someone wants to go, whether you're in sports or whatever, you focus on where they're trying to go and that's the best information you can have.
[03:49:19.690 --> 03:49:26.193]  So clearly what they want is control over buying and selling and who gets to do it and why.
[03:49:26.193 --> 03:49:28.074]  And that's the ultimate control of behavior.
[03:49:28.954 --> 03:49:37.440]  And so the key to that is, because there's nothing you can really do about what these people do, and if they roll it out, that's what they're gonna do.
[03:49:37.440 --> 03:49:39.702]  But the key is to not think it's good.
[03:49:39.702 --> 03:49:46.667]  You know, to not, like, get on your knees with an open mouth, begging for them to feed you.
[03:49:46.667 --> 03:49:48.569]  Then you're in a really bad spot.
[03:49:49.269 --> 03:49:51.610]  But they're going to keep trying to do this.
[03:49:51.610 --> 03:50:00.435]  And so that's why I find it very important to create local communities, local economies, barter, trade, productivity.
[03:50:00.435 --> 03:50:08.399]  You know, somebody has an ability to do carpentry or plumbing and you have fresh tomatoes, you can exchange that.
[03:50:08.399 --> 03:50:13.742]  And when they roll that out, the more people are not super gung-ho about it, the more it's not an idol.
[03:50:14.582 --> 03:50:17.284]  The more, the less controlling it will be.
[03:50:17.284 --> 03:50:27.893]  Like, it could be, you know, a central bank digital currency comes out, everybody has universal basic income based on their retinal whatever, and it just kind of goes like social security.
[03:50:27.893 --> 03:50:35.019]  It's just kind of like a lie and kind of a Ponzi scheme, but no one's really super into it.
[03:50:35.019 --> 03:50:39.343]  And that's, that would be a much better situation than if everybody is like,
[03:50:40.083 --> 03:50:48.540]  Oh, here comes the great savior of man, central bank digital currency, crypto, you know, universal basic income so no one ever feels pain or starves again.
[03:50:49.505 --> 03:50:52.846]  That's a pretty dangerous situation because that's what they want to do.
[03:50:52.846 --> 03:51:03.491]  So I don't know what they're going to try and do, but it's going to be a massively destabilizing event to get people economically desperate enough to accept that.
[03:51:03.491 --> 03:51:09.273]  And because everything's consent based in the satanic realm, it's always like contractual consent based.
[03:51:09.273 --> 03:51:10.234]  You have to agree to it.
[03:51:10.914 --> 03:51:20.422]  Or else, you know, I believe that the highest jurisdiction of God the Creator doesn't allow just naked tyranny unless you consent with fear and all that stuff.
[03:51:20.422 --> 03:51:21.583]  And so that's what I see coming.
[03:51:21.583 --> 03:51:24.185]  I think it's going to be an economic thing.
[03:51:24.185 --> 03:51:28.088]  And it's going to be people that say, I have no other choice.
[03:51:28.088 --> 03:51:38.056]  And they sign up for a currency that is completely controlled based on your behavior, which is, you know, the wet dream of of any controlling apparatus.
[03:51:41.107 --> 03:51:43.129]  Well, you said it perfectly there, my friend.
[03:51:43.129 --> 03:51:47.412]  So, in closing, in the few minutes we have left, I hope you'll join us again in the next few weeks.
[03:51:47.412 --> 03:51:48.893]  I hope you'll come on the other shows.
