[00:00:00.000 --> 00:00:02.759]  (dramatic music)
[01:14:10.845 --> 01:14:14.989]  Piggybacking in pop culture music or movies.
[01:14:15.889 --> 01:14:19.132]  Backmasking, subliminal messaging, these kinds of things.
[01:14:20.147 --> 01:14:35.159]  They're also using things like the child and human trafficking networks, 40 million slaves, to keep the consciousness suppressed, to keep enough fear, pain, suffering in the grid, in the electromagnetic grid system of the planet itself.
[01:14:35.739 --> 01:14:44.126]  What they're doing to these kids, we've talked about, you know, I'm sure you know about Ronald Bernard, the Dutch international banker that blew the whistle on the satanic rings of child sacrifice.
[01:14:44.586 --> 01:14:47.389]  I'm sure you know about the Franklin cover-up and Lawrence King.
[01:14:47.669 --> 01:14:53.775]  I'm sure you know about Michael Aquino, the lieutenant colonel who was a Satanist and the founder of Temple of Seth and all the things he was accused of.
[01:14:54.196 --> 01:14:55.677]  I'm sure you know about Barney Frank.
[01:14:55.717 --> 01:14:57.078]  I'm sure you know about Jeffrey Epstein.
[01:14:57.098 --> 01:15:01.803]  I'm sure you know about the Finders and the FBI and, you know, everything that happened there.
[01:15:03.459 --> 01:15:08.101]  And the UN and DynCorp and how they're all connected to child and human trafficking.
[01:15:09.261 --> 01:15:11.402]  All of these things are interconnected.
[01:15:11.422 --> 01:15:13.163]  And this is all part of the death matrix.
[01:15:13.463 --> 01:15:22.266]  And the idea here is to use the pollution, to use the propaganda, to use the electromagnetic frequencies, to use this slave trade.
[01:15:22.961 --> 01:15:34.581]  And to use the financial system to cover up this divine matrix and create a matrix of full spectrum dominance for these less than one percenters in which they can play God.
[01:15:35.234 --> 01:15:52.871]  In which they can essentially control our minds and therefore control the land, the waters, the seas, the air and the airspace, the subterranean, deep underground military bases, extraterrestrial or like space and satellites, chemical and biological agents, and technology.
[01:15:54.363 --> 01:16:14.034]   I beg you to think about how important your word of mouth is and you sharing the articles and sharing the videos and telling people get the forbidden truth you're not supposed to find at InfoWars.com forward slash show and getting products at InfoWarsStore.com We've got three amazing products in stock, ready to ship.
[01:16:14.334 --> 01:16:15.616]  Sold out for almost six months.
[01:16:15.716 --> 01:16:16.738]  Vitamin Mineral Fusion.
[01:16:16.878 --> 01:16:17.539]  So incredible.
[01:16:17.599 --> 01:16:18.601]  So good for your whole body.
[01:16:18.881 --> 01:16:23.528]  A one-stop shop for everything you need for vitamins, minerals, and key amino acids for your immune system and more.
[01:16:23.869 --> 01:16:24.550]  Back in stock.
[01:16:25.150 --> 01:16:25.651]  Discounted.
[01:16:26.332 --> 01:16:29.733]  Silver Bullet, 30 parts per million from the top lab in the country, probably by us.
[01:16:30.113 --> 01:16:31.853]  Discount at InfoWarStore.com.
[01:16:32.193 --> 01:16:34.654]  Nitric Boost to clean out your blood and make you healthier.
[01:16:35.074 --> 01:16:35.734]  It's in stock.
[01:16:36.054 --> 01:16:36.814]  Rave reviews.
[01:16:37.174 --> 01:16:38.514]  Top doctors say it's amazing.
[01:16:38.714 --> 01:16:40.695]  InfoWarStore.com.
[01:16:40.915 --> 01:16:41.855]  And that keeps us on air.
[01:16:42.215 --> 01:16:43.695]  Thank you so much for your support.
[01:16:44.055 --> 01:16:44.696]  Spread the word.
[01:16:44.736 --> 01:16:45.456]  Pray for the broadcast.
[01:16:45.516 --> 01:16:51.517]  And go now to InfoWarStore.com and get great products that keep the tip of the spear in the fight.
[01:16:54.068 --> 01:16:58.191]  Infowarsstore.com is like a grocery store, or like a vitamin shop.
[01:16:58.772 --> 01:17:00.814]  We want to have all the best brands for you.
[01:17:00.834 --> 01:17:02.495]  We want to have a bunch of different choices for you.
[01:17:02.795 --> 01:17:05.017]  So I get constant questions online and in person.
[01:17:05.257 --> 01:17:05.978]  Hey, what's better?
[01:17:06.078 --> 01:17:06.578]  Knockout.
[01:17:06.939 --> 01:17:07.499]  What's better?
[01:17:08.280 --> 01:17:08.740]  Down and out.
[01:17:09.020 --> 01:17:09.501]  What's better?
[01:17:09.541 --> 01:17:11.142]  Why do you sell two or three different sleep aids?
[01:17:11.823 --> 01:17:16.747]  And the answer is, different herbal formulas, different compounds are better for different people.
[01:17:17.427 --> 01:17:21.008]  So, one person might like this coffee, another person likes that coffee.
[01:17:21.408 --> 01:17:22.709]  That's how our bodies work.
[01:17:22.729 --> 01:17:23.649]  They're all very diverse.
[01:17:24.029 --> 01:17:34.212]  But we've been able to private label a national bestseller that's been sold for many years that people love and sold for a lower price under the name InfoWarsMD Good Night's Sleep.
[01:17:34.972 --> 01:17:44.744]  This is a great formula, full of amazing safe compounds, give you deeper, cleaner, restful sleep, and it's in stock, available right now, of 25% off, out of the gates.
[01:17:45.125 --> 01:17:49.110]  So get your M4 Wars MD, good night's sleep today, at m4warsware.com.
[01:17:53.988 --> 01:17:55.569]  Hey everybody, Rodney Outrine here.
[01:17:55.589 --> 01:18:00.552]  I want to thank Alex Jones and InfoWars for offering scholarships to River University.
[01:18:00.932 --> 01:18:08.277]  Maybe you're watching InfoWars today and you don't know what to do with the problems that we face in the world today.
[01:18:08.577 --> 01:18:12.620]  You've been through COVID-19, 2019, 2021, 2022, 2023.
[01:18:13.160 --> 01:18:19.504]  But here at River University, not only do we show you what the problem is, but we show you how to deal with it.
[01:18:19.964 --> 01:18:31.474]  Come, a full three-year bachelor degree will train you up in ministry, government, worship, that you can go out and actually bring about a transformation in the earth today.
[01:18:31.534 --> 01:18:37.899]  We have graduates going all over the world, from the Arctic to the Outback, and right here, this is what we do.
[01:18:38.099 --> 01:18:44.584]  We specialize in training people and equipping them for transformation, and that's what you'll do.
[01:18:44.904 --> 01:18:58.374]   So scan the QR code right now or go to riveruniversity.org I talk a lot about the great successes InfoWars has had.
[01:18:58.394 --> 01:18:59.916]  I don't think anybody can deny it.
[01:19:00.676 --> 01:19:03.738]  And it is because of listeners and viewers supporting us.
[01:19:04.619 --> 01:19:12.704]   When we talk about the crew at InfoWars, people behind the scenes, the researchers, the writers, They really have been the MVPs in this fight.
[01:19:13.525 --> 01:19:19.494]  And we look at Harrison Smith and Owen Schroeder and the hard work they engage in every day, five, six, seven days a week.
[01:19:20.415 --> 01:19:21.336]  It's really just incredible.
[01:19:22.350 --> 01:19:25.211]  So for myself and the whole InfoWars crew, I thank you for your past support.
[01:19:25.231 --> 01:19:30.993]  I only encourage you now to realize that InfoWars cannot stay on air if you do not support us.
[01:19:31.773 --> 01:19:34.774]  I know you spread the word, I know you pray for us, and that's wonderful, keep doing it.
[01:19:34.814 --> 01:19:43.097]  But most viewers and listeners never go to InfoWarsStore.com, and you never buy great products that enrich and empower your life, while at the same time keeping us on air.
[01:19:43.738 --> 01:19:47.319]  I know that less than 1% of our listeners actually go buy products at InfoWarsStore.com.
[01:19:48.060 --> 01:19:52.667]  If just 1% more of you took action and went to m44.com, our funding problems will be over.
[01:19:53.007 --> 01:19:53.869]  Please take action now.
[01:19:55.230 --> 01:19:59.791]   leading a frontal assault on the lies of the New World Order.
[01:19:59.791 --> 01:20:01.791]  It's Alex Jones.
[01:20:01.791 --> 01:20:07.791]  [music]
[01:20:07.791 --> 01:20:12.350]   So through the creation of this death matrix, through the creation of full spectrum dominance
[01:20:12.350 --> 01:20:16.831]   within this system that they control, they've monopolized all of our resources.
[01:20:16.895 --> 01:20:19.096]  They have monopolized our currency systems.
[01:20:19.436 --> 01:20:21.517]  They have monopolized all of our labor.
[01:20:21.797 --> 01:20:26.879]  And in this way, they've acted like our global enslavers in one way or another.
[01:20:26.959 --> 01:20:31.781]  But you can't enslave a mind that's already free.
[01:20:32.161 --> 01:20:35.142]  You know, you can't take the trousers off of a bare ass.
[01:20:35.662 --> 01:20:36.363]  You know what I'm saying?
[01:20:38.237 --> 01:20:41.321]  They can't take from us what is given to us by God.
[01:20:41.401 --> 01:20:42.822]  We can only surrender it.
[01:20:42.902 --> 01:20:46.827]  That's why these propaganda campaigns are so intense.
[01:20:47.247 --> 01:20:55.617]  That's why the symbolism in Saturn worship and all that stuff is so intense because we have to willingly give over our sovereignty.
[01:20:55.637 --> 01:20:57.679]  We have to willingly give over our Godhood.
[01:20:57.739 --> 01:21:03.944]  That's why we see headlines out of the New York Times, Washington Post, CNN saying, don't ask questions, asking questions is bad.
[01:21:04.324 --> 01:21:08.487]  Well, that's antithetical to common sense, or science is not asking questions.
[01:21:08.527 --> 01:21:09.588]  No, that's the opposite of science.
[01:21:09.989 --> 01:21:16.614]  Everything they're saying is a straight-up lie, but they need us through laziness, not facing the truth, to accept the delusion.
[01:21:16.874 --> 01:21:23.059]  And then once you shift your mind into buying the delusion, you shift it into their paradigm to then receive even greater delusions.
[01:21:24.915 --> 01:21:31.320]  Right, now let's go back to this notion of what you were saying about like the double slit experiment and the power of manifestation and the observer effect.
[01:21:31.840 --> 01:21:45.229]  So people like Klaus Schwab want everybody to believe that in the future we're all going to wear uniforms, we're all going to live in 15-minute cities, that we're all going to own nothing and like it, and everybody's going to eat bugs, right?
[01:21:45.690 --> 01:22:05.828]   What he and all these globalists are doing, especially through the- Creating a false Oberton window of you'll own nothing, have nothing, eat bugs, drink sewage, and wear uniforms, and you'll no longer have your own home or have a car to create the idea of a dystopic to enter into our minds that it's a foregone conclusion because we actually manifest what we build and what we believe made the image of God.
[01:22:05.848 --> 01:22:14.116]  So they begin to enslave our mind to believe that dystopia and not believe and build something far better.
[01:22:14.957 --> 01:22:22.558]  I said this over and over again in my new book, The Great Awakening, we can't, it's coming out soon, we can't just attack their system, we have to build the alternative.
[01:22:24.435 --> 01:22:26.196]  A hundred percent correct.
[01:22:26.617 --> 01:22:28.939]  And the only way we can do that is through non-violence.
[01:22:28.979 --> 01:22:34.002]  The only way we can do that is through basically making our old system of full-spectrum dominance completely obsolete.
[01:22:34.683 --> 01:22:36.664]  So, let's talk about this.
[01:22:36.684 --> 01:22:37.765]  Well, let's go back to Klaus Schwab.
[01:22:37.825 --> 01:22:38.406]  I interrupted.
[01:22:38.466 --> 01:22:39.707]  Finish your point in your own words.
[01:22:39.987 --> 01:22:43.710]  I know I wanted to not show off that I knew the answer, but to show that we're on the same page.
[01:22:43.730 --> 01:22:47.152]  That's because it's inherent, you know, prima facie truth.
[01:22:47.172 --> 01:22:49.134]  But go back to what Schwab wants us to believe.
[01:22:50.700 --> 01:23:01.831]  Well you, but you made the point for me and that is that he is trying to inform or form in our minds his view of reality so that they can hijack our creative ability, so they can hijack our observer effect.
[01:23:02.132 --> 01:23:06.336]  He's trying to put in our minds his view of the future that he wants.
[01:23:06.716 --> 01:23:12.758]  And in the process, you got a lot of people that are reacting based on emotion and really upset about this idea.
[01:23:13.058 --> 01:23:19.060]  But in a sense, by reacting through anger and being upset, you're already reinforcing his view of reality.
[01:23:19.100 --> 01:23:23.301]  What we should be doing is laughing our asses off at this guy.
[01:23:23.761 --> 01:23:25.182]  We should be laughing at him.
[01:23:25.562 --> 01:23:31.223]  Oh, you really think that everybody's gonna wear uniforms, eat bugs, live in 15-minute cities, and own nothing and like it?
[01:23:31.464 --> 01:23:33.444]  Yeah, good luck with that, buddy.
[01:23:33.824 --> 01:23:34.724]  Good luck with that.
[01:23:35.285 --> 01:23:45.002]   And so, Now let's talk really quick, because this does kind of play into the World Economic Forum, the Bilderberg Group, and things like the Council on Foreign Relations, the IMF, and stuff like that.
[01:23:46.123 --> 01:23:58.933]  So, all of our capital buildings here in the United States, and probably all over the world, but especially in Washington, D.C., but all of the capital buildings in the United States are all built on electromagnetic ley lines.
[01:23:59.594 --> 01:23:59.914]  Okay.
[01:24:00.314 --> 01:24:02.775]  These are electromagnetic lines that are on the Earth.
[01:24:02.795 --> 01:24:04.555]  They run over the surface of the Earth.
[01:24:04.896 --> 01:24:12.598]  They're a manifestation of the electromagnetic field that surrounds the planet, as well as going all the way down to the core of the planet.
[01:24:12.698 --> 01:24:29.443]   So, where these things crisscross on the planet itself, where it is that they intersect, this is where we see things like pyramids, obelisks, ancient temples, and Our modern cities like the Vatican or the London Palace or Washington DC or state capitals.
[01:24:30.323 --> 01:24:34.464]  Now, what is it that these people are doing in these buildings?
[01:24:35.044 --> 01:24:40.605]  What they are doing is they are using words or code to create law.
[01:24:41.546 --> 01:24:49.428]  Now, the law is telling us what we can buy, what we can sell, what is legal, what is illegal.
[01:24:50.208 --> 01:24:52.445]   Now, Think about that for a second.
[01:24:52.525 --> 01:24:53.906]  That's going to end up affecting what?
[01:24:54.026 --> 01:24:56.448]  Our thoughts, our emotions, and our behavior.
[01:24:56.908 --> 01:25:18.164]  So in this way, because these less than one percenters have used not only lawfare, but also these buildings that are built on the electromagnetic ley lines of the planet, they are essentially using these buildings almost like they're circuits in a machine to control and affect our collective consciousness, to control and affect our thoughts and our emotions.
[01:25:18.760 --> 01:25:24.364]  Our hearts, our minds, and therefore, in one way or another, kind of attempting to enslave our very soul.
[01:25:24.944 --> 01:25:37.212]  Now, let's talk really quick about how a computer works, and then we're going to bring it back to this idea of how it is that these capitals being built on ley lines is like a Trojan horse or a virus in a computer.
[01:25:38.243 --> 01:25:46.410]  So a computer works based on the idea of plugging a computer in and you're moving electricity through the conductors in the circuit board.
[01:25:46.450 --> 01:25:55.077]  So you plug it into the wall, the electricity goes into the computer, it goes into these conductors in the circuit board, and it goes in them over and over and over and over again.
[01:25:55.517 --> 01:26:25.555]   And as it creates that feedback loop, Going through all these conductors going through all these chips as it goes through it over and over and over again It ends up creating a pattern now that pattern and what that looks like can be affected or or changed through algorithms or mathematics and then through the algorithm you can end up changing the pattern in that computer and that that electrical pattern now that electrical pattern manifests as ones and zeros and
[01:26:26.081 --> 01:26:31.203]  Code then those ones and zeros are then placed on the computer screen.
[01:26:31.783 --> 01:26:34.404]  Okay, and that's how it is that we are able to work with it.
[01:26:34.624 --> 01:26:45.047]  We're able to change the code based on you know strokes on a keyboard and if we and we'll come back to this notion of computers in a little bit when we talk about human consciousness now.
[01:26:46.295 --> 01:27:00.935]  Let's think about how this relates to human civilization, because these Capitol buildings are built on electromagnetic ley lines that are channeling the electromagnetic field of the Earth, channeling the energy of the universe, kind of like the computer is getting electricity from the wall.
[01:27:01.930 --> 01:27:20.124]  And in the process, as they're in these buildings creating this code, creating this lawfare, what they're doing is they're essentially acting like a computer virus because what their laws are doing, what their code is doing, is it is reinforcing this death matrix.
[01:27:20.564 --> 01:27:36.236]  Similar to how a virus can get into a computer and change the algorithm and divert all of the energy that's being moved through the computer to like 1% of the computer's hardware and thus slowing the computer down dramatically.
[01:27:36.906 --> 01:27:39.548]  You can do the same thing with human civilizations.
[01:27:39.889 --> 01:27:44.993]  So what has happened is that these people in these buildings, they have created really bad code.
[01:27:45.033 --> 01:27:47.015]  They've acted like a Trojan horse or a virus.
[01:27:47.275 --> 01:27:58.044]  And now they're using all of our work, all of our time, all of our energy, all of our labor, all of our money, and then they are diverting it to less than 1% of the population.
[01:27:59.045 --> 01:28:04.049]  And they're diverting it to the reinforcement of this illusion of separation.
[01:28:04.861 --> 01:28:07.942]  And in the process, we are destroying the planet.
[01:28:08.382 --> 01:28:13.064]  We are exponentially polluting our ecosystems, our water, our air, our food, our soil.
[01:28:13.644 --> 01:28:22.868]  We are exponentially increasing the amount of negative low-frequency electromagnetic waves that are just bathing the planet every day.
[01:28:23.308 --> 01:28:25.429]  We are going to war with each other.
[01:28:25.729 --> 01:28:28.250]  There are still children all over the world that are starving.
[01:28:28.270 --> 01:28:33.992]  There are still children all over the world and adults that are in the human and child sex trafficking slave trade.
[01:28:34.745 --> 01:28:46.199]  We are basically playing the fiddle while Rome burns as we watch, you know, the football game and drink a beer and forget about our problems and we're in debt.
[01:28:46.780 --> 01:28:50.485]  In some cases, tens of thousands or hundreds of thousands of dollars.
[01:28:53.848 --> 01:29:05.365]  With respect to Alex Jones or anybody else being censored from Twitter, if Twitter's a free speech platform, which is what Elon Musk's thesis for running the platform is, free speech means that there's no such thing as a wrong opinion.
[01:29:05.605 --> 01:29:07.928]  We fought an American revolution in this country for what?
[01:29:08.409 --> 01:29:17.655]   For the vision that we the people Decide, in a constitutional republic, how we settle our differences, through free speech and open debate in the public square.
[01:29:17.996 --> 01:29:22.318]  Now that old world monster rears its ugly head again, saying that, no, no, no, we don't trust the people.
[01:29:22.598 --> 01:29:23.438]  I reject that vision.
[01:29:23.458 --> 01:29:26.100]  The American Revolution rejects that vision.
[01:29:26.380 --> 01:29:28.721]  That is what the World Economic Forum agenda is about.
[01:29:29.001 --> 01:29:30.702]  It is a 1776 question.
[01:29:30.822 --> 01:29:32.463]  I stand on the side of the Great Uprising.
[01:29:33.223 --> 01:29:36.066]  Standing up and saying absolutely not, heck no to the Great Reset.
[01:29:36.306 --> 01:29:44.426]   We the people decide as citizens of sovereign nations how we actually determine our future
[01:29:44.426 --> 01:29:45.825]  through self-determination.
[01:29:45.825 --> 01:29:53.426]  [Music]
[01:29:53.426 --> 01:29:57.426]   When our listeners get excited, big things happen like Donald Trump getting elected.
[01:29:57.450 --> 01:30:06.218]  And so, seriously, books are symbols of societal success and of cultural blueprints.
[01:30:07.018 --> 01:30:11.702]  So yes, we talk all day, our videos go viral, but it's good to coalesce something into a document.
[01:30:12.503 --> 01:30:17.828]  And then when that document becomes number one, then the establishment and the elites read it.
[01:30:18.726 --> 01:30:23.151]  And really, I've had great success, all glory to God, reaching the general public.
[01:30:23.531 --> 01:30:27.175]  I'm a grassroots type of guy, you know, commoner, populist person.
[01:30:27.195 --> 01:30:28.316]  That's who I feel most comfortable with.
[01:30:28.336 --> 01:30:32.760]  I'm not an elitist by any stretch of the imagination, though I will enjoy like a fancy steak at a cool restaurant.
[01:30:34.242 --> 01:30:36.424]  And I know we're winning.
[01:30:37.259 --> 01:30:40.801]  But we've got to get out there to the establishment, and that's happening.
[01:30:40.821 --> 01:30:44.143]  You see, everybody sounds like Alex Jones now, or more and more people.
[01:30:44.544 --> 01:30:49.067]  Well, this book is made for this, and really made for putting our ideas out.
[01:30:49.467 --> 01:30:51.108]  This scares the system so bad.
[01:30:51.548 --> 01:30:54.110]  Everybody should go right now to Amazon.com.
[01:30:54.130 --> 01:30:55.290]  Just type in The Great Awakening.
[01:30:55.371 --> 01:30:59.793]  Pre-order The Great Awakening, defeating the globalists and launching the next great renaissance.
[01:30:59.873 --> 01:31:01.614]  Alex Jones with Kent Heckin-Lively, J.D.
[01:31:02.555 --> 01:31:05.097]  And let's send this to number one in pre-orders.
[01:31:05.597 --> 01:31:08.039]  We already sent it to number one off and on for a few weeks.
[01:31:08.740 --> 01:31:10.281]  A ton of these copies got out.
[01:31:10.821 --> 01:31:18.727]  I can tell you, the money that's come in was absolutely needed to keep this operation going, to fund the crew, to pay our legal bills.
[01:31:19.148 --> 01:31:23.351]  I've thrown it all into the operation and without this book, we'd been shut down.
[01:31:23.771 --> 01:31:24.612]  Without the last book.
[01:31:25.532 --> 01:31:26.873]  The Great Reset and the War for the World.
[01:31:27.293 --> 01:31:30.575]  This book is even more important, much thicker.
[01:31:31.096 --> 01:31:32.977]  I've put way more work into it.
[01:31:33.017 --> 01:31:33.537]  So has Kent.
[01:31:33.557 --> 01:31:34.257]  The other book was great.
[01:31:34.417 --> 01:31:34.958]  That was quick.
[01:31:35.018 --> 01:31:35.958]  Hey, Alex, finally write a book.
[01:31:35.998 --> 01:31:36.258]  I said, OK.
[01:31:36.278 --> 01:31:40.541]  Because I knew who Kent was and had read his other books, several of his other books.
[01:31:40.901 --> 01:31:43.903]  But everybody should go now to Amazon.
[01:31:43.923 --> 01:31:46.404]  Just type in The Great Awakening, Alex Jones.
[01:31:46.484 --> 01:31:48.565]  It's a red book, white letters on the front.
[01:31:49.086 --> 01:31:53.048]  And pre-order it now to send it to number one.
[01:31:53.530 --> 01:31:57.896]  New from Mattel, Barbie's boyfriend is getting a much needed and way more inclusive makeover.
[01:31:57.716 --> 01:31:58.716]  introducing...
[01:31:58.716 --> 01:32:03.716]   ♪ A p-p-p-pregnant cat ♪ ♪ He's a man with a baby ♪
[01:32:03.716 --> 01:32:08.716]   ♪ He's definitely male and not a lady ♪ His belly lets you know he's pregnant,
[01:32:08.716 --> 01:32:10.716]  and his beard lets you know he's a man!
[01:32:10.975 --> 01:32:13.076]  Because men can get pregnant just like women.
[01:32:13.537 --> 01:32:15.658]  In fact, there's no definition of women.
[01:32:16.059 --> 01:32:18.120]  We literally have no idea what a woman is.
[01:32:18.140 --> 01:32:21.663]  Pregnant Ken does all the normal things every birthing person does.
[01:32:22.083 --> 01:32:25.466]  Like chest feed, then hide his breasts with chest binders.
[01:32:25.826 --> 01:32:28.708]  He rocks baby to sleep with his supple masculine arms.
[01:32:29.128 --> 01:32:36.115]  And Ken, being a man, and therefore a good driver, can even put baby in the back of the car for a fun drive around town!
[01:32:36.275 --> 01:32:38.938]  Tell your birthing people to buy you a pregnant Ken today!
[01:32:39.158 --> 01:32:44.123]  Because why should women be the only ones who can experience the miracle of getting an abortion?
[01:32:44.503 --> 01:32:45.524]  My body, my choice!
[01:32:45.604 --> 01:32:48.567]  Available in the non-gender specific toy aisle at Target, adjacent to the ChessWiners for Kids.
[01:32:48.647 --> 01:32:50.429]  Not legal for sale in Florida, Texas, or Saudi Arabia.
[01:32:50.449 --> 01:32:51.390]  Pregnant Ken, not actually a male.
[01:32:56.266 --> 01:33:00.367]  Leading a frontal assault on the lies of the New World Order.
[01:33:00.686 --> 01:33:02.686]  It's Alex Jones.
[01:33:02.686 --> 01:33:17.686]  Resistance to tyrants is obedience to God.
[01:33:18.029 --> 01:33:20.029]  It's Alex Jones.
[01:33:20.029 --> 01:33:39.029]  [music]
[01:33:39.029 --> 01:33:45.029]   These individuals in these buildings, they have acted like a Trojan horse of sorts.
[01:33:44.937 --> 01:33:48.039]  They are serving less than 1% of the population.
[01:33:48.559 --> 01:33:54.103]  Now, if we go back to this notion of free energy, Tesla Tower technology, what is that doing?
[01:33:54.143 --> 01:34:00.286]   What that's doing is that is literally redistributing the power or the energy To the people.
[01:34:00.586 --> 01:34:06.008]  It is creating a whole new decentralized system that will render the old system obsolete.
[01:34:06.328 --> 01:34:17.332]  That will basically get rid of the computer virus and allow the energy that was originally intended for the whole computer to reach all of the parts, all of the hardware in the computer.
[01:34:17.652 --> 01:34:30.957]   So if our brains and our DNA and our bodies are like hardware or like an antenna sending and receiving the signal with non-local consciousness, then in one way or another, We are actually, kind of coming back to this, like, idea of manifestation.
[01:34:32.017 --> 01:34:48.384]  We are actually, like, able to stroke the keyboard and affect the matrix, the divine matrix of reality, and through the observer effect, through the power of manifestation, we are able to manifest realities in the third dimension.
[01:34:48.959 --> 01:34:53.982]  You see, we are hyper-dimensional beings that are able to perceive future timelines.
[01:34:54.002 --> 01:34:57.545]  That's the only way we can get up and walk across the room and get a glass of water.
[01:34:58.606 --> 01:35:03.089]  Because we have the ability to see in our minds, the, oh, I'm thirsty, I'm gonna go get water.
[01:35:03.149 --> 01:35:12.575]  So you move your three-dimensional body through the fourth dimension of time to this fifth dimensional reality that you imagined 10 seconds ago, where you're thirsty and you went up and you got some water.
[01:35:13.416 --> 01:35:17.405]   So, This is why I bring up this whole thing about Klaus Schwab.
[01:35:17.585 --> 01:35:29.489]  It's the reason why I bring up this whole idea of how they're trying to hijack our minds, how they are trying to control our thoughts and our emotions, what we may buy, what we may sell, what's illegal, what's legal, etc.
[01:35:30.349 --> 01:35:44.274]  Because they're intentionally attempting to divert all of our energy, all of our thoughts, all of our emotions, all of our labor, all of our money, all of our hard work toward serving them.
[01:35:45.083 --> 01:35:52.707]  Less than 1% and they are less than 1% and they are trying to use their propaganda machine as a means of controlling our consciousness.
[01:35:52.727 --> 01:36:07.434]  They're trying to use the death matrix as a means of subverting human consciousness because when individuals like yourself Alex or myself or other people whether it be Joe Rogan or whoever start to blow the lid off of the illusions that have been created.
[01:36:08.194 --> 01:36:12.019]  Well, then you become a threat to the full-spectrum dominant system.
[01:36:12.060 --> 01:36:15.284]  You become a threat to... Absolutely, and I want you to continue.
[01:36:15.324 --> 01:36:17.006]  This is ribboning and totally on target.
[01:36:17.087 --> 01:36:17.848]  I totally agree with you.
[01:36:19.950 --> 01:36:22.852]  But let's talk about just the temporal level of the awakening we're seeing.
[01:36:23.072 --> 01:36:33.859]  And I'm not trying to name drop, it doesn't matter, but I talked to, on the phone with Joe yesterday, we were talking about the Great Awakening and how red-pilled he is, and now he totally sees it, and he's like, you're right about everything, I can't believe it, it's incredible.
[01:36:34.520 --> 01:36:35.660]  And you see that on air.
[01:36:35.741 --> 01:36:41.544]  So he's accelerating his awakening, and he's somebody that's not been spiritual, because he's all about what he can prove, what he can see.
[01:36:42.085 --> 01:36:46.928]  Now he's having guests on about God, and how God exists, and consciousness, and good and evil.
[01:36:47.608 --> 01:36:51.950]   And so, A lot of Christians will sit there and be what Christ spoke out against.
[01:36:52.230 --> 01:37:03.714]  Like Pharisees, very likely, you're not perfect or you're not that, but there was Christ with the prostitutes, the money changers, and the tax collectors, because they were the ones that weren't holier than thou that he could actually get the full truth to.
[01:37:04.734 --> 01:37:15.018]  And so, that's why my show's been able to wake so many people up that actually find God and find Christ, is because I'm not beating them over the head, I'm not putting on an act like I'm perfect, but I know this is real.
[01:37:16.266 --> 01:37:49.427]   I've experienced spiritual attack, and I know the name of Christ is the most powerful name, but regardless, this awakening, call it spiritual, whatever you want, is an awakening to the larger universe, and the fact that we only see a very narrow spectrum and hear a very narrow spectrum and feel a very narrow spectrum ...physically of what there is and that obviously they admit they're trying to keep us shuttered under their control and they're aware of this knowledge and using it against people to our detriment instead of empowering them and that they are very fearful right now and know that we're breaking free.
[01:37:49.806 --> 01:37:54.926]   So they may physically destroy some of us on the front lines, but in the end that is only
[01:37:54.926 --> 01:38:00.447]   accelerating the awakening. So give me your view on the cultural, economic, political, spiritual
[01:38:00.447 --> 01:38:06.685]   level, if this was a football game, or use another analogy if you like, Jake, of where we are.
[01:38:06.685 --> 01:38:15.407]   Okay, so you're right when you're saying about like we're perceiving less than one percent of
[01:38:15.407 --> 01:38:16.845]  the electromagnetic spectrum.
[01:38:16.999 --> 01:38:25.502]  And what these global New World Order, One World Government types are trying to do, these less than 1%ers, is keep us confined in that less than 1%.
[01:38:25.562 --> 01:38:27.203]  This is part of why I practice shamanism.
[01:38:27.583 --> 01:38:29.784]  And I believe that Christ was the ultimate shaman.
[01:38:30.244 --> 01:38:35.166]  Okay, so it's about understanding all of this sacred knowledge and using it for good.
[01:38:35.746 --> 01:38:39.388]  Using it as a means to create positive timelines, not negative ones.
[01:38:39.788 --> 01:39:03.739]  So if you have these people on these ley lines in these buildings creating lawfare, creating bad code that is creating negative timelines, then they're essentially hijacking not just these ley lines, not just the electromagnetic field of the planet, not just the matrix, the divine matrix by using this bad code, but they're also affecting our minds and keeping us within this narrow bandwidth.
[01:39:04.159 --> 01:39:10.989]  Now, as our consciousness expands, our third eye, our pineal gland, is like a pine cone, and it opens.
[01:39:11.349 --> 01:39:17.257]  And as it opens, so too does our electromagnetic field, or our consciousness field, expand beyond our bodies.
[01:39:17.297 --> 01:39:22.822]   That's why David Icke, when he was in Peru and had that psychic experience, and got the download, so it's like the top of his head blew
[01:39:22.822 --> 01:39:27.162]   off. The same thing happened to me several times in my life, but the biggest one was when I
[01:39:27.162 --> 01:39:31.520]   was on air about two years, I've been on there about 27 years, and it was like the top
[01:39:31.520 --> 01:39:35.041]   of my head blew off, or it's like that Gnarls Barkley song about once he goes
[01:39:35.041 --> 01:39:39.421]   crazy, there's such a big echo and so much space, it's like you've
[01:39:39.421 --> 01:39:45.644]   been here and it goes *makes explosion noise* You realize your infinite, eternal self.
[01:39:46.064 --> 01:39:47.924]  You become one with all things.
[01:39:48.384 --> 01:39:54.265]  And when you're in that state of consciousness, an enlightened person is not a profitable person.
[01:39:54.305 --> 01:39:55.125]  Because guess what?
[01:39:55.165 --> 01:39:57.306]  They don't care about material possessions.
