[00:00:00.209 --> 00:00:02.813]  What I do is I wait and I watch.
[02:29:14.541 --> 02:29:27.974]  And that's why Russia is, I think, going to win the hearts and minds of a new Europe that is rising, and you're going to see Britain and the United States and Australia basically become increasingly isolated.
[02:29:28.674 --> 02:29:36.802]  America, of course, has this invasion on the southern border, which Colonel McGregor has said that's going to be the next flashpoint, this massive invasion that the Chinese are also a part of.
[02:29:37.362 --> 02:29:41.246]  You could see all sorts of cartel outbreaks on the southern border.
[02:29:41.526 --> 02:29:45.069]  Now, I could see them assassinating Biden, too, and blaming Russia.
[02:29:45.290 --> 02:29:53.557]  I could see them setting off a false flag, a nuclear or dirty bomb or something in America, so that they could then try and impose some draft.
[02:29:53.958 --> 02:29:59.563]  Remember, Biden's already started the clock ticking towards a draft by activating reserve components.
[02:30:00.183 --> 02:30:05.609]  And I think they could set off some assassination false flag event, blame it on Russia.
[02:30:05.849 --> 02:30:09.773]  Hell, they try to blame them for the election meddling, all that nonsense.
[02:30:10.333 --> 02:30:20.103]  They would probably do that again to try and generate a war to escape their domestic exposure.
[02:30:20.143 --> 02:30:24.046]  Remember, I said this on a TV interview I did yesterday.
[02:30:24.086 --> 02:30:26.108]   I said, As the U.S.
[02:30:26.168 --> 02:30:35.032]  puts sailors and marines on ships in the Persian Gulf, that's a preparatory operation for a probably oil tanker catastrophe that they'll try and blame on Iran.
[02:30:35.412 --> 02:30:39.193]  They'll try and have a United Nations Security Council meeting about it.
[02:30:39.574 --> 02:30:41.795]  They'll increase their presence in the Persian Gulf.
[02:30:43.495 --> 02:30:45.376]  What are other rabbits they could pull out of hats?
[02:30:46.497 --> 02:30:47.097]  North Korea?
[02:30:47.197 --> 02:30:47.717]  Iran?
[02:30:48.097 --> 02:30:48.978]  What other flashpoints?
[02:30:50.356 --> 02:30:55.779]  Well, you know, I don't think these countries are going to take aggressive action against the United States.
[02:30:55.839 --> 02:30:58.760]  They will respond to aggression shown at them.
[02:30:58.880 --> 02:31:02.642]  So the Iranians won't fire first, but they will fire last.
[02:31:02.842 --> 02:31:09.481]   If the United States sailors and marines start opening fire on Iranian helicopters, you're
[02:31:09.481 --> 02:31:10.761]  going to have a flashpoint.
[02:31:10.761 --> 02:31:15.561]   And that's, you know, again, what U.S. Central Command loves is another war because they
[02:31:15.561 --> 02:31:20.801]   think they can fight it their way and then click timeout and people will go back to their
[02:31:20.801 --> 02:31:21.801]  corners.
[02:31:21.801 --> 02:31:23.922]  No, that's not what we're facing.
[02:31:23.922 --> 02:31:28.122]   We're facing a war against Russia, Iran, and China at the same time.
[02:31:28.122 --> 02:31:32.361]   Those countries are united because if one of them falls, all of them fall.
[02:31:32.389 --> 02:31:35.552]  And folks don't know, Iran's not like Iraq or other places.
[02:31:36.192 --> 02:31:38.955]  They've got Hezbollah and sleeper cells all over the world.
[02:31:40.595 --> 02:31:42.336]  They're very, very powerful.
[02:31:43.057 --> 02:31:44.998]  They're not hostile to the United States.
[02:31:45.078 --> 02:31:48.741]  It's a very large Christian community in Iran that's growing.
[02:31:49.001 --> 02:31:49.962]  I've been to Iran.
[02:31:50.002 --> 02:31:51.463]  I've lectured at universities there.
[02:31:52.104 --> 02:31:54.385]  And they're not hostile to Americans.
[02:31:54.425 --> 02:31:57.348]  They're very happy, joyous people.
[02:31:57.548 --> 02:32:01.090]   So I do not fear It's not an open conflict.
[02:32:01.171 --> 02:32:07.936]  It's not like a Wahhabi madrasa that has a religious fanaticism that wants to convert everybody to Islam.
[02:32:07.956 --> 02:32:09.757]  That's not the Shia or the Alawite.
[02:32:09.777 --> 02:32:12.460]  For those who don't know, in Shia it's more like a royalty.
[02:32:12.500 --> 02:32:14.441]  If you're not related to Muhammad, you're not in the game.
[02:32:14.701 --> 02:32:17.604]  That's why they're the minority Islamic group.
[02:32:19.147 --> 02:32:24.171]  Yeah, and they're open, they're growing, they're changing.
[02:32:24.471 --> 02:32:28.334]  The headscarf thing has slowly been depleted.
[02:32:28.595 --> 02:32:33.158]  I mean, when I was in Iran, they don't throw homosexuals off rooftops.
[02:32:33.218 --> 02:32:37.562]  In fact, they had a gay park where the homosexuals would go and congregate.
[02:32:37.602 --> 02:32:45.628]  So it's not as tyrannical and bloodthirsty as the mainstream media have tried to project, as Israel and its Mossad operations have tried to project.
[02:32:46.109 --> 02:32:47.270]  Iran is not that way.
[02:32:47.290 --> 02:32:48.551]  It reminded me of India.
[02:32:49.592 --> 02:32:55.141]  Let me ask you this, what do you make of Israel and what Netanyahu's up to in this quote judicial reform?
[02:32:56.263 --> 02:32:59.609]  The Israelis I've talked to say that Israel's going to a pure dictatorship right now.
[02:33:00.680 --> 02:33:01.560]  Yeah, I think you're right.
[02:33:01.620 --> 02:33:08.563]  I think they're going to play a role in a false flag in the Persian Gulf with the United States, again, targeting tankers or other things.
[02:33:09.123 --> 02:33:17.967]  I think Netanyahu needs a war to deflect against this internal decomposition, this internal police state that he's got rising.
[02:33:18.427 --> 02:33:29.232]  I think he's, you know, Netanyahu goes back, we can go back to the 9-11 issue, and Netanyahu having close ties with a lot of the scoundrels that were a participant in 9-11.
[02:33:31.193 --> 02:33:35.557]  Uh, you know, there's, there's, there's all sorts of connections to Mossad involved with there.
[02:33:35.597 --> 02:33:47.288]  The Israeli company that was involved at the development of the Pentagon reinforced structure where the auditors were examining the missing funds of the two point trillion dollars that my boss, Dov Zakheim, was the comptroller of.
[02:33:47.929 --> 02:33:53.129]   And then after the explosions in the Israeli firm was part of the cleanup.
[02:33:53.129 --> 02:33:57.368]   And of course, we won't go into 9/11, but the absence of plane parts strung all over the lawn,
[02:33:57.368 --> 02:33:58.448]  that tells you something.
[02:33:58.448 --> 02:34:00.448]  It tells me it was a missile, not a plane.
[02:34:00.448 --> 02:34:07.128]   There was no engines or wheels or tail section or luggage anywhere on the grounds of the site.
[02:34:07.128 --> 02:34:13.088]   Well, I tried to stay out of the whole Israel fracas, but four months ago, when he went on Jordan Peterson,
[02:34:13.088 --> 02:34:17.369]   and then I learned he'd said it other places, Netanyahu says, we're going to use the Israelis as guinea
[02:34:17.369 --> 02:34:19.929]  pigs to test drugs and see if they work or not.
[02:34:19.789 --> 02:34:21.250]  I mean, he literally just says that.
[02:34:21.890 --> 02:34:23.892]  And then Jordan Peters is like, interesting.
[02:34:23.952 --> 02:34:29.176]  He goes, yeah, we're going to be the medical center of the world because we're going to legalize forcibly testing on all our people.
[02:34:29.816 --> 02:34:32.218]  I mean, that's like fabulously evil.
[02:34:32.778 --> 02:34:33.399]  I mean, that's just...
[02:34:36.038 --> 02:34:36.578]  Yeah, you're right.
[02:34:36.679 --> 02:34:37.739]  Fabulously evil.
[02:34:38.320 --> 02:34:39.721]  I mean, he is a demoniac.
[02:34:39.801 --> 02:34:47.327]  I mean, the sad part is if 90% of the Israeli people have been vaccinated with the real COVID-19 vaccine, then they're going to be dead in a couple of years.
[02:34:47.767 --> 02:34:53.531]  Maybe that's why they're trying to... Certainly sterile, but I mean, Joseph Mengele did forced medical stuff on Jews.
[02:34:53.972 --> 02:35:04.700]  I mean, I was never even against that, Yahoo, but I mean, he's on TV saying, we're going to be the head of the medical system worldwide because we will test on our people and we will make them take it and we will see what it does to them and if it works or not.
[02:35:04.760 --> 02:35:05.481]  I'm like, what?
[02:35:06.101 --> 02:35:07.943]  I mean, that's like, we own your bodies!
[02:35:10.625 --> 02:35:14.568]  You know, I was in the Bush administration, George W. Bush administration.
[02:35:14.588 --> 02:35:16.970]  I was at the Heritage Foundation from 2003 to 2009.
[02:35:17.550 --> 02:35:22.134]  You know, I used to go to CPAC religiously all the time.
[02:35:22.214 --> 02:35:24.896]  I've been, you know, always in the conservative ranks.
[02:35:24.956 --> 02:35:27.638]  I remember Netanyahu, and I used to be on his side.
[02:35:27.699 --> 02:35:29.820]  I was a hardcore right-wing American.
[02:35:29.900 --> 02:35:37.906]   But as knowledge comes to you, as revelation comes to you, as wisdom comes to you, You start to evolve out of it.
[02:35:37.966 --> 02:35:47.090]  You start to shed these prior skins and misconceptions and you start to be cleansed of propaganda and you start to see things as they really are.
[02:35:47.250 --> 02:35:50.852]  And I think that's happening on a global scale.
[02:35:51.032 --> 02:35:56.334]  And the thing is in America, I think we have the strongest people in the world.
[02:35:56.594 --> 02:36:02.837]  Patriots like yourself, I think the great state of Texas, the great Midwest, Florida, we have Americans.
[02:36:03.317 --> 02:36:07.901]  That are the tip of the spear when it comes to the preservation of our rights and law.
[02:36:08.402 --> 02:36:23.354]  And I think we're also, as we wake up and we reject the American deep state and the American police state, we're also going to be rejecting this endless military-industrial complex juggernaut that has sent us on war based on the false flag event of 9-11.
[02:36:24.575 --> 02:36:25.296]  Up until now.
[02:36:25.516 --> 02:36:27.578]  We've gone into Afghanistan.
[02:36:27.598 --> 02:36:28.820]  We've gone into Iraq.
[02:36:28.860 --> 02:36:29.981]  We've gone into Syria.
[02:36:30.021 --> 02:36:31.142]  We've gone into Libya.
[02:36:31.822 --> 02:36:33.004]  We've gone into Yemen.
[02:36:33.064 --> 02:36:34.045]  Now we're in Ukraine.
[02:36:34.065 --> 02:36:36.187]  I think the American people are sick and tired of it.
[02:36:36.207 --> 02:36:39.890]  And when Tucker said to Mike Pence, you know, what about America?
[02:36:39.950 --> 02:36:43.233]  You look at all the stuff happening in America and you're not concerned about that?
[02:36:43.273 --> 02:36:46.717]  You're concerned about Ukraine getting more tanks that are getting blown up right and left?
[02:36:47.157 --> 02:36:48.899]  He says, none of my concern.
[02:36:48.919 --> 02:36:51.142]  And it was a real moment of candor.
[02:36:51.362 --> 02:36:52.263]  What about all the dying?
[02:36:52.303 --> 02:36:53.024]  What about the fentanyl?
[02:36:53.044 --> 02:36:53.945]  What about the homelessness?
[02:36:53.965 --> 02:36:54.866]  What about the veterans on the street?
[02:36:55.306 --> 02:36:56.307]  None of my concern.
[02:36:56.848 --> 02:37:01.794]  Really lowering his defenses and saying that.
[02:37:01.854 --> 02:37:03.736]  Why would you say America's none of my concern?
[02:37:05.171 --> 02:37:07.573]  I think because he's a traitor and he's a liar.
[02:37:07.713 --> 02:37:14.619]  His Chief of Staff was instrumental in the in the Strock, Lisa Page pinch of General Flynn.
[02:37:15.800 --> 02:37:26.908]  Covington & Burling, of course, another law firm that handled a lot of the Union Bank of Switzerland money racketeering, money laundering that the Clinton Foundation, the Clinton State Department were doing.
[02:37:27.369 --> 02:37:50.123]   That law firm, Covington & Burling, sidled up to General Flynn until I told his brother and said, Here's what that law firm's all about and he promptly fired them and hired Sidney Powell and Sidney contacted me and we gave her some more material and suddenly the Department of Justice dropped all charges when they recognized the incestuousness between the Department of Justice and Covington and Burling was about to be revealed.
[02:37:50.424 --> 02:37:51.784]  That's why General Flynn's free.
[02:37:52.205 --> 02:37:55.066]  And I think the same incestuousness is coming out.
[02:37:55.247 --> 02:37:55.727]  We see it.
[02:37:56.427 --> 02:38:10.092]  Uh, and taste it with regards to the Department of Justice, the FBI, Merrick Garland, all of these fools that covered up the Hunter Biden laptop and have been weaponizing the government against Christians, Catholics, moms at PTA meetings.
[02:38:10.152 --> 02:38:12.253]  The American people won't stand for this.
[02:38:13.033 --> 02:38:26.417]  And it takes a lot to get them off their butts, but I think the heat has been turned up so quickly as the summer months end and people get into the political season of September and beyond, you're going to have a righteous rising.
[02:38:26.437 --> 02:38:34.780]  You're going to have patriots in every community, in every state, in every town beginning to be much more demonstrative and flamboyant and firm.
[02:38:35.420 --> 02:38:51.334]  And speaking out against the most horrific crime of our century, which is the transgender brainwashing and castration of children, the pretending of men to be girls, to run in women's races, or to swim against girls.
[02:38:51.374 --> 02:38:56.238]  Yeah, they're trying to destroy logic and common sense, because to go along with the New World Order, you'd have to be insane.
[02:38:56.739 --> 02:39:02.604]  In the few minutes we have left here, we're going to get that Pence thing queued up, because I don't want to just make that claim for something.
[02:39:03.004 --> 02:39:05.826]  He might have been hiding under a rock and didn't know he said that.
[02:39:05.866 --> 02:39:09.229]  I don't like to say something so crazy and then not actually show it to you.
[02:39:09.289 --> 02:39:18.135]  Mike Pence had the duty under the Constitution to stand up and say, I have been given material, because he was part of the briefings that Sidney Powell, everybody gave him.
[02:39:18.516 --> 02:39:28.723]  He can say, I've been given material that there is a foreign interference, specifically in the case of Union Bank of Switzerland, the Chinese Communist Party, purchasing ES&S Premier and Dominion voting machines.
[02:39:28.803 --> 02:39:38.891]   Based on that alone, I'm not accepting these votes until we have a more thorough Sure, and then you've got the 400 million spent by Zuckerberg to go and get all the names of people that were dead or moved out of the district.
[02:39:39.251 --> 02:39:43.594]  I mean, they're saying, they say in the indictment, the latest one in D.C.
[02:39:43.674 --> 02:39:48.458]  on January 6th, that one of the 21 lives is illegals voted in Georgia.
[02:39:49.138 --> 02:39:52.581]  They arrested 1,600 of them that did it just last year.
[02:39:52.621 --> 02:39:57.925]  I mean, the idea, all these jurisdictions are legalizing illegals voting and being police officers.
[02:39:58.445 --> 02:40:00.787]  I mean, here's the clip.
[02:40:02.387 --> 02:40:07.369]  Every city in the United States has become much worse over the past three years.
[02:40:07.869 --> 02:40:08.549]  Drive around.
[02:40:08.569 --> 02:40:11.571]  There's not one city that's gotten better in the United States.
[02:40:11.991 --> 02:40:13.031]  And it's visible.
[02:40:13.411 --> 02:40:26.617]   Our economy has degraded, the suicide rate has jumped, public filth and disorder and crime have exponentially increased, and yet your concern is that the Ukrainians, a country most people
[02:40:26.617 --> 02:40:31.156]   can't find on a map, who've received tens of billions of U.S. tax dollars, don't
[02:40:31.156 --> 02:40:32.036]  have enough tanks.
[02:40:32.036 --> 02:40:36.117]   I think it's a fair question to ask, like, where's the concern for the United States in that?
[02:40:36.117 --> 02:40:37.236]  Well, it's not my concern.
[02:40:37.236 --> 02:40:43.316]  The gift that keeps on giving.
[02:40:43.316 --> 02:40:46.676]  But they're so disconnected in their bubbles.
[02:40:46.889 --> 02:40:48.290]  They're so arrogant, like Biden.
[02:40:48.650 --> 02:40:52.814]  Yeah, they're investigating me for bribery and payoffs, my son.
[02:40:52.834 --> 02:40:56.858]  It's not simple to take a billion dollars if you don't fire that son of a bitch.
[02:40:56.898 --> 02:40:58.199]  And they fired him within an hour.
[02:40:58.239 --> 02:40:58.679]  And you know what?
[02:40:58.719 --> 02:41:00.060]  They put a gun that was reliable.
[02:41:00.741 --> 02:41:01.682]  I mean, that's a quote.
[02:41:01.942 --> 02:41:02.943]  I've played it.
[02:41:02.983 --> 02:41:03.724]  Get that quote ready.
[02:41:04.024 --> 02:41:05.385]  I mean, I've got it memorized.
[02:41:05.445 --> 02:41:06.166]  It's so ridiculous.
[02:41:07.167 --> 02:41:09.769]  But that arrogance only works so far, doesn't it?
[02:41:10.697 --> 02:41:11.437]  Yeah, yeah.
[02:41:11.817 --> 02:41:20.221]  And that's the major miscalculation is not understanding the human capability of processing information and changing.
[02:41:20.361 --> 02:41:20.821]  As F.A.
[02:41:20.881 --> 02:41:26.503]  Hayek had said, people are not pieces of wood to be whittled and shaped and carved.
[02:41:26.583 --> 02:41:27.544]  They are gardens.
[02:41:28.904 --> 02:41:30.025]  They grow and cultivate.
[02:41:30.845 --> 02:41:35.308]  Uh, and that's the difference between Democrat leftists and conservative Republicans.
[02:41:35.348 --> 02:41:37.129]  We understand people can change.
[02:41:37.209 --> 02:41:42.092]  We understand as good information comes in, bad information gets pushed out.
[02:41:42.332 --> 02:41:43.753]  That's what's happening to Rogan.
[02:41:44.013 --> 02:41:45.834]  That's what's happening to so many other people.
[02:41:46.314 --> 02:41:55.401]   As good information as The facts and the evidence of crimes and stupidity and arrogance, like we're seeing here, people get exposed to it.
[02:41:55.741 --> 02:42:04.568]  They can't help but having in their gut a sense of, that's wrong, and if I vote with them, I'm on the wrong side.
[02:42:04.668 --> 02:42:05.729]  I'm voting wrong.
[02:42:05.749 --> 02:42:08.110]  You're voting against your own interests and common sense and the children.
[02:42:08.290 --> 02:42:11.193]  And I know what happened with Mike Pence, and I've talked to Tucker about it.
[02:42:12.062 --> 02:42:15.706]  Pence gets up there and he sees, you know, somebody like Carlson has appeared.
[02:42:15.926 --> 02:42:17.528]  Carlson's incredibly famous, well-spoken.
[02:42:17.828 --> 02:42:23.995]  You know, dad ran all sorts of secret programs, not just Voice of America against the Soviets.
[02:42:24.556 --> 02:42:29.421]  And so he's sitting around with a bunch of bigwigs, forgetting he's on TV, because that's how they talk behind the scenes.
[02:42:29.441 --> 02:42:31.842]   He's like, Well, it's not of my concern.
[02:42:31.862 --> 02:42:35.463]  It's part of a larger, like America just doesn't even matter.
[02:42:35.503 --> 02:42:36.384]  In fact, they hate it.
[02:42:36.724 --> 02:42:38.544]  And he just forgot where he was.
[02:42:38.564 --> 02:42:41.665]  I mean, again, how smart and elitist is that?
[02:42:41.905 --> 02:42:42.485]  He's not.
[02:42:42.906 --> 02:42:44.746]  How smart is Biden saying something like this?
[02:42:44.766 --> 02:42:45.166]  Here it is.
[02:42:46.727 --> 02:42:54.529]  I remember going over convincing our team or others to convincing us that we should be providing for loan guarantees.
[02:42:54.549 --> 02:43:04.256]   And I went over I guess the 12th, 13th time to Kiev, and I was supposed to announce that there was another billion dollar loan guarantee.
[02:43:05.157 --> 02:43:13.743]  And I had gotten a commitment from Poroshenko and from Yatsenyuk that they would take action against the state prosecutor, and they didn't.
[02:43:14.463 --> 02:43:20.248]  So they said, they were walking out to the press conference, and I said, we're not going to give you the billion dollars.
[02:43:21.148 --> 02:43:23.370]  They said, you have no authority, you're not the president.
[02:43:23.410 --> 02:43:24.831]  The president said, I said, call him.
[02:43:26.533 --> 02:43:28.434]  I said, I'm telling you, you're not getting a billion dollars.
[02:43:29.134 --> 02:43:30.375]  I said, you're not getting a billion.
[02:43:30.435 --> 02:43:31.315]  I'm going to be leaving here.
[02:43:31.335 --> 02:43:32.696]  I think it was, what, six hours?
[02:43:32.776 --> 02:43:34.297]  I look, I said, I'm leaving in six hours.
[02:43:34.817 --> 02:43:37.178]  If the prosecutor's not fired, you're not getting the money.
[02:43:37.899 --> 02:43:38.799]  Oh, son of a bitch.
[02:43:40.300 --> 02:43:40.900]  Got fired.
[02:43:41.300 --> 02:43:44.162]  And they put in place someone who was solid.
[02:43:45.779 --> 02:43:46.199]  Oh, without a doubt.
[02:43:46.219 --> 02:43:47.800]  It's not even just corrupt, Alex.
[02:43:47.619 --> 02:43:49.379]  harvest and everything else.
[02:43:49.379 --> 02:43:54.779]   So talk about the war crimes over there because now international aid groups that are third
[02:43:54.779 --> 02:43:58.819]   party, you know, that don't have a dog in the fight, they're digging up huge mass graves
[02:43:58.819 --> 02:44:01.058]  with babies and children with their organs cut out.
[02:44:01.058 --> 02:44:06.219]   I mean, Ukraine, when I hear it's the most corrupt country in the world, is that an accurate
[02:44:06.219 --> 02:44:07.219]  statement?
[02:44:07.219 --> 02:44:09.259]  Oh, without a doubt.
[02:44:09.259 --> 02:44:11.458]  It's not even just corrupt, Alex.
[02:44:11.458 --> 02:44:18.379]   It's turned into a monstrosity, house of horror, hell on earth with the drug manipulation of
[02:44:19.337 --> 02:44:36.088]  Remember, it was the CIMK ultra brainwashing that began developing in 1997 in Ukraine to generate a hatred for Russia, to blame Russia for all the woes of Ukraine, which is complete fraud.
[02:44:37.342 --> 02:44:40.685]  This has been a long time growing and cultivating.
[02:44:41.466 --> 02:44:56.061]  That's what you see with all these Nazi tattoos and worshippers of Bandera and add to that the methamphetamine drugs and the mind control and then saying go cut out these organs and you'll get a thousand dollars or more.
[02:44:56.601 --> 02:45:07.189]   You've got this monstrosity that's unleashed and There are tremendous war crimes that are being prosecuted right now in Russia, and it's only going to accelerate.
[02:45:07.609 --> 02:45:16.314]  Russia has presented this to the United Nations, and Britain and France and the United States objected to the introduction of evidence where the U.S.
[02:45:16.374 --> 02:45:19.456]  biochemical labs were seeking Slavic DNA.
[02:45:20.137 --> 02:45:23.779]  Which first they denied a year ago, but now Victoria Nuland admits to real.
[02:45:25.083 --> 02:45:25.684]  Yeah, that's right.
[02:45:25.904 --> 02:45:26.324]  That's right.
[02:45:26.404 --> 02:45:28.386]  These biochemical labs were real.
[02:45:28.426 --> 02:45:31.028]  The work they were doing was real.
[02:45:31.128 --> 02:45:44.900]  They slipped the plot into the last James Bond film, No Time to Die, where they were targeting DNA-targeted weapon systems, dropping diseases, communicable diseases, through flies and mosquitoes.
[02:45:45.305 --> 02:45:49.764]  through aerosolized drones and their patents and documents.
[02:45:49.764 --> 02:45:52.805]   All of the evidence is there to present a criminal court case.
[02:45:52.805 --> 02:45:56.805]  And then meanwhile Bill Gates is doing that here in America.
[02:45:56.805 --> 02:45:58.404]  Yeah, yeah.
[02:45:58.404 --> 02:46:04.085]   They're doing all sorts of monster stuff and I think it's going to, and I won't go into
[02:46:04.085 --> 02:46:08.445]   the details of the graphic nature, but it would just sicken and horrify.
[02:46:08.445 --> 02:46:09.844]   People couldn't even get their minds around some of the torture.
[02:46:09.844 --> 02:46:12.605]  Go ahead and tell people what you're finding is happening.
[02:46:12.605 --> 02:46:13.925]  Go ahead and tell them.
[02:46:13.925 --> 02:46:20.965]   Well, I've got friends of mine who are in Ukraine fighting for their lives and their
[02:46:21.711 --> 02:46:27.438]  And many are Americans, former military guys from Texas, in fact, who've got, you know, relatives and blood there.
[02:46:27.458 --> 02:46:46.667]   And they're talking about the Ukrainians would, you know, Take the window caulking glue, right, that you caulk your windows with, and they would shove that into the anus or vagina of captured civilians and torture them because it expands, right?
[02:46:46.967 --> 02:46:51.569]  So they would rip apart inside and put glue and tear out.
[02:46:51.649 --> 02:46:55.850]  Also, we see them tying people up to light poles and stuff with plastic.
[02:46:55.890 --> 02:46:56.171]  Yes.
[02:46:57.191 --> 02:46:57.411]  Yeah.
[02:46:57.571 --> 02:46:58.972]  Tying them up, electrocuting them.
[02:47:01.746 --> 02:47:04.968]  Of course, burning them with torches.
[02:47:05.468 --> 02:47:15.093]  You know, I think the movie Hostel is a very accurate depiction of what the United States CIA has been preparing these people to do.
[02:47:15.113 --> 02:47:15.733]  The U.S.
[02:47:15.773 --> 02:47:17.234]  CIA did that in Libya, too.
[02:47:17.294 --> 02:47:26.779]  They were cutting off women's breasts and putting them in the refrigerators of Libyans to traumatize and to intimidate them.
[02:47:26.839 --> 02:47:29.321]  That's CIA mind control operations, I know.
[02:47:29.961 --> 02:47:33.827]  So, we've had a part, and the Mossad have been involved with this too.
[02:47:33.867 --> 02:47:39.956]  The Mossad teaching the Ukrainians how to waterboard and engage in torture that the Mossad have been doing to the Palestinians.
[02:47:40.036 --> 02:47:41.378]  I saw that when I was in Lebanon.
[02:47:42.601 --> 02:47:48.966]  So, the horrific tortures and the things like that, Russia is going to eventually prosecute.
[02:47:49.066 --> 02:47:50.327]  Zelensky is going to be dead.
[02:47:50.407 --> 02:47:57.052]  He's going to be caught in a cage and prosecuted, or he's going to be, you know, found dead, but he's not going to escape.
[02:47:57.092 --> 02:47:58.613]  He's not going to be given safe haven.
[02:47:59.014 --> 02:48:03.617]  He may try and escape into his mansion in Florida, but he'll be killed there too.
[02:48:03.678 --> 02:48:06.500]  The Russians are not going to back down.
[02:48:06.820 --> 02:48:10.303]  They, you know, revenge is a dish best served cold, and the Russians know that.
[02:48:10.783 --> 02:48:13.544]  And I think, in a sense, they're going to serve that upon the Europeans.
[02:48:13.664 --> 02:48:19.005]  As they get cold this winter, they're going to go, wow, if we return to Russia, at least we can live.
[02:48:19.385 --> 02:48:22.745]  And, you know, we can, you know, abandon this U.S.
[02:48:22.765 --> 02:48:23.005]  vassals.
[02:48:23.265 --> 02:48:23.406]  Sure.
[02:48:23.426 --> 02:48:25.706]  So you mentioned earlier, you think there may be a peace deal.
[02:48:25.746 --> 02:48:26.226]  Talk about that.
[02:48:26.246 --> 02:48:34.028]  But let's digress again, in the time we have left here, this is fascinating, to the so-called coup and with the Wagner Group and all that.
[02:48:34.068 --> 02:48:36.028]  What was really going on there now that we have some hindsight?
[02:48:37.116 --> 02:48:40.420]  Well, I think there's a lot of experts.
[02:48:40.460 --> 02:48:45.386]  Larry Johnson, former CIA guy, and I are in agreement that this was a planned PSYOP operation.
[02:48:45.586 --> 02:48:54.137]  That, Wagner, what you see in the Western media, what you see projected, is not actually what was occurring on the ground.
[02:48:55.604 --> 02:49:02.189]  Putin and the Prishkin fellow who was leading it.
[02:49:02.650 --> 02:49:09.816]  I think they did this as part of a maneuver, a deception operation to position themselves into Belarus.
[02:49:09.876 --> 02:49:16.441]  I think Belarus and Russia, of course, and Crimea are going to close the cauldron on the Ukraine.
[02:49:16.541 --> 02:49:18.903]  They're just allowing them to run out of men.
[02:49:19.023 --> 02:49:21.005]  The Ukrainian army is like 43,000 people now, down from 500,000.
[02:49:23.827 --> 02:49:33.814]  So, Ukraine is... So that was a pretext to move the mercenaries into Belarus?
[02:49:34.715 --> 02:49:46.904]  Yeah, they're going to move them into Belarus because eventually all of Ukraine is going to be... The Russians are not going to allow Ukraine to have a peace deal or do a timeout or do another Minsk agreement.
[02:49:46.964 --> 02:49:57.958]   Remember, the Minsk agreements were Put forth by Merkel and the French to say, let's stop the war between Ukraine and Russia.
[02:49:58.458 --> 02:50:02.824]  And instead, Russia said, okay, fine, we'll do a ceasefire.
[02:50:03.185 --> 02:50:16.160]   And instead, the Ukrainians used that as their Opportunity to refurbish their forces to basically get their second wind and then they they violated everything in the Minsk agreements.
[02:50:16.240 --> 02:50:18.883]  Russia is not going to be fooled again into into doing that.
[02:50:18.963 --> 02:50:21.526]  They're going to annihilate slowly.
[02:50:22.305 --> 02:50:27.407]  Every single weapon system, every single Nazi and every single member of this political regime.
[02:50:27.747 --> 02:50:31.628]  And I think they will set Ukraine up as a no man's land.
[02:50:32.508 --> 02:50:37.950]  You may have a, you know, a complete pro-Russian replacement of the government.
[02:50:37.990 --> 02:50:40.610]  But I think as a nation, Ukraine is no more.
[02:50:40.790 --> 02:50:45.872]  And it's going to be absorbed into the Poland, Lithuania, old empire they've always claimed.
[02:50:46.012 --> 02:50:48.213]  I was about to say that's what I've been thinking and reading.
[02:50:48.273 --> 02:50:49.353]  It's going to be carved up.
[02:50:50.543 --> 02:50:50.743]  Yes.
[02:50:51.244 --> 02:50:51.905]  Yeah, I think so.
[02:50:52.205 --> 02:50:53.788]  And it always was.
[02:50:53.868 --> 02:50:55.650]  It was never really a nation of its own.
[02:50:55.710 --> 02:50:57.052]  It was always part of Russia.
[02:50:57.092 --> 02:51:06.646]  It was, you know, you can go back 500 years and see all of those musical chairs have been shifting and turning and, you know, changing governments and boundaries.
[02:51:07.219 --> 02:51:09.860]  So that whole area has always been Russia.
[02:51:10.460 --> 02:51:23.703]  And I think as the West is disintegrating into decadence and madness and COVID-19 death and infertility and being overrun by African migrants and all that jazz, Russia isn't.
[02:51:25.163 --> 02:51:38.433]   I think as the West deteriorates under all of the fleas that have infected it, it's, you know, The confidence in the Russian belief and its values and its empire are only going to grow.
[02:51:38.453 --> 02:51:44.658]  I was about to say, I know the Poles and the Russians have a lot of ancient beef together, but I look at Polish internal policy, it's very similar.
[02:51:45.298 --> 02:51:47.480]  I'd say the closest to what I see is Russian policy.
[02:51:49.482 --> 02:51:54.206]  Well, Poland has always been described as kind of a mad hatter.
[02:51:54.286 --> 02:52:09.633]   They've got animosity in Germany, they're trying to force the Germans to pay reparations, and then they're The US, of course, has lost its own personnel there.
[02:52:10.013 --> 02:52:17.778]  The US group called Spirit of America was all these former military guys, including my old boss Admiral Eric Olson.
[02:52:18.873 --> 02:52:25.117]  All of these people were in Ukraine doing broadcast operations, propaganda operations, and you had people that were close to Trump.
[02:52:25.477 --> 02:52:36.683]  That's why Trump needs to learn from his mistakes in the past and not hire or have anybody close to him in his government that has any connections to these deep state.
[02:52:36.743 --> 02:52:39.745]  Look what happened to him when Mike Pence was his vice president.
[02:52:39.925 --> 02:52:42.687]  It was the undoing of Trump, literally.
