[00:00:00.169 --> 00:00:01.209]  They want ugliness.
[02:28:04.414 --> 02:28:06.836]  Yeah, no, the average cop or FBI agent is just compartmentalized.
[02:28:06.856 --> 02:28:08.497]  They're not the enemy, they're under attack as well.
[02:28:08.857 --> 02:28:15.202]  You beat it by decompartmentalizing people so they see the big picture, like Elon Musk did when he confronted the world government last week.
[02:28:15.602 --> 02:28:19.481]   That's how you get victory is exposing that it's a tiny group at the top orchestrating
[02:28:19.481 --> 02:28:20.842]  this and they're the enemy.
[02:28:20.842 --> 02:28:24.682]   And then you just simply expose them where they're the most hated people on earth and
[02:28:24.682 --> 02:28:28.222]   any policy they push, everybody turns against and then you have victory.
[02:28:28.222 --> 02:28:32.402]   They need to get full spectrum dominance over our bodies and over our resources first to
[02:28:32.402 --> 02:28:33.820]  ralt the rest of their plan.
[02:28:33.820 --> 02:28:38.161]   But now because we've got the jump on them, I believe they're going to fail.
[02:28:38.285 --> 02:28:42.427]  I just wanted to say that, you know, what's the next level after fifth generation warfare?
[02:28:42.447 --> 02:28:43.468]  That's going to be sixth, right?
[02:28:43.488 --> 02:28:43.928]  What is that?
[02:28:44.268 --> 02:28:46.910]  The levels of warfare have been getting finer and subtler as we go along.
[02:28:46.930 --> 02:28:48.270]  Hold on, I don't want to cut you off, Paul.
[02:28:48.290 --> 02:28:50.232]  Tell us what you think, because I'm a smart guy.
[02:28:50.752 --> 02:28:52.013]  Sixth generational warfare is?
[02:28:53.233 --> 02:28:56.014]  But I mean, Fifth Generation is basically full spectrum, so it's just another level of that.
[02:28:56.274 --> 02:28:59.994]  We'll come right back with Paul to finish up his great points, and then we'll go to everybody else that's holding.
[02:29:00.335 --> 02:29:01.315]  We can't take any more calls.
[02:29:01.395 --> 02:29:02.455]  No more calls on the board, guys.
[02:29:02.475 --> 02:29:03.195]  Just the ones we got here.
[02:29:03.215 --> 02:29:03.795]  This is plenty.
[02:29:04.235 --> 02:29:10.096]  This is 11 phone calls, and I'm going to jam every single one of you in here before this transmission ends.
[02:29:10.136 --> 02:29:12.777]  And then, in 45 minutes from now, you know what that means.
[02:29:13.337 --> 02:29:17.958]  Owen, the Cuck Slayer, the Cuck Destroyer, hosts the War Room, 3 p.m.
[02:29:17.998 --> 02:29:18.398]  Central.
[02:29:18.458 --> 02:29:19.138]  Band out video.
[02:29:19.398 --> 02:29:21.819]  Infowars.com forward slash show.
[02:29:22.879 --> 02:29:36.644]  What we're showing on screen for TV viewers is a CIA advertisement online for young people to join the CIA and spy on the American people.
[02:29:37.585 --> 02:29:39.545]  Skeletons, ghosts, demons, witches.
[02:29:42.226 --> 02:29:47.068]  This is just a bunch of whacked out criminals that have done what other people have done throughout history.
[02:29:47.168 --> 02:29:51.170]  Government gets control, it sets up a cult, and it decides to feed on the rest of the people.
[02:29:52.321 --> 02:29:53.665]  It always collapses civilization.
[02:29:54.588 --> 02:29:57.978]  The same disease that's killed so many civilizations and peoples, we now have.
[02:29:59.448 --> 02:30:11.176]  Paul in Maine, yeah, not shopping at the box stores when you can, supporting independent local business, supporting local farmers, having your own energy systems, being self-sufficient is really how you checkmate these people.
[02:30:11.836 --> 02:30:21.162]  And as things get worse and worse, as the globalists turn off the energy and the food supplies and everything to force you to take the shots, it'll become evident to everybody else that that's really the answer.
[02:30:21.503 --> 02:30:24.865]  But you were going to get into 5th generational warfare, 6th generational warfare, go ahead.
[02:30:26.007 --> 02:30:30.813]  Yeah, so, you know, you think about it, if you want to defeat an enemy, you have to be one step ahead.
[02:30:30.873 --> 02:30:34.939]  You have to reach the next plane of warfare before they do, you know, if you're evenly matched.
[02:30:35.629 --> 02:30:40.651]  So, you know, as I said, the levels of warfare have been getting subtler and finer over time.
[02:30:40.671 --> 02:30:45.033]  We went from bashing each other's skulls in with rocks all the way up to information warfare in the mind.
[02:30:46.093 --> 02:30:54.476]  But I really do believe, and this is going to sound like total foolishness if you are totally anchored to the physical world, but spiritual warfare is the next level of warfare.
[02:30:55.016 --> 02:30:58.037]  And some would argue it's always been the one level of warfare.
[02:30:58.057 --> 02:31:04.500]  You know, purification of your thoughts, purification of your actions, you know, real deep soul searching.
[02:31:05.589 --> 02:31:11.990]   Really heartily recommend fasting to really Um, you know, connect spiritually and cleanse yourself.
[02:31:12.671 --> 02:31:20.678]  Um, there's all sorts of unseen, you know, there's all sorts of, uh, unseen worlds around us that, uh, they echo what happens here, right?
[02:31:21.238 --> 02:31:23.140]  So I really do believe that.
[02:31:23.260 --> 02:31:27.103]  Well, by the way, I said what's above fifth generational because it's attacking everything.
[02:31:27.123 --> 02:31:32.148]  And I was wondering what you're going to say, but no, the first level and the last level and all the levels is spiritual.
[02:31:32.588 --> 02:31:34.050]  It all comes down to our souls.
[02:31:34.090 --> 02:31:34.770]  That's what this is all about.
[02:31:34.810 --> 02:31:35.311]  I totally agree.
[02:31:36.750 --> 02:31:37.270]  Absolutely.
[02:31:37.911 --> 02:31:47.097]  And like I said, it sounds like complete foolishness to people who are still stuck in rifles and bombs mode because they're just still too anchored to the physical.
[02:31:47.117 --> 02:31:47.617]  No, I hear you.
[02:31:47.657 --> 02:31:48.398]  Great point, Paul.
[02:31:48.418 --> 02:31:48.898]  Call again.
[02:31:48.958 --> 02:31:49.318]  Thank you.
[02:31:49.379 --> 02:31:50.459]  Mike in Illinois, you're on the air.
[02:31:50.479 --> 02:31:59.585]  Yeah, I just wanted to talk about I just went on a cruise recently and I wore your Alex Jones was right shirt.
[02:32:00.726 --> 02:32:06.270]  And it was just like one of the most magical experiences I've ever had ever.
[02:32:07.679 --> 02:32:08.199]  What happened?
[02:32:08.219 --> 02:32:08.980]  Tell folks about it.
[02:32:11.161 --> 02:32:14.684]  Most of the people were Canadians that approached me.
[02:32:15.684 --> 02:32:24.370]  One lady was from New York and her son got myocarditis after getting a shot and she didn't know who you were.
[02:32:24.770 --> 02:32:25.531]  So she asked me.
[02:32:25.551 --> 02:32:29.853]  She sat down at the bar next to me and she was like, well who's Alex Jones?
[02:32:29.973 --> 02:32:31.755]  Like, what was he right about?
[02:32:31.795 --> 02:32:33.736]  And I was like, well, where should I start?
[02:32:36.119 --> 02:32:43.526]  And then we just had like a three-hour conversation and I'm pretty sure she was very red-pilled afterwards.
[02:32:44.787 --> 02:32:54.876]  Even her husband was like, I work a union job so I can't say that I listened to Alex Jones but you should pay attention to what this guy's saying.
[02:32:55.217 --> 02:32:57.479]  Wow, so she didn't know who I was but her husband did?
[02:32:58.394 --> 02:33:02.395]  Our husband did, but he was, you know, those unions are... Just amazing.
[02:33:02.416 --> 02:33:05.076]  The Canadians were just like, you know, oh yeah, great.
[02:33:04.895 --> 02:33:05.895]  as you get?
[02:33:05.895 --> 02:33:06.895]  Just amazing.
[02:33:06.895 --> 02:33:12.774]  The Canadians were just like, you know, "Oh yeah, great."
[02:33:12.774 --> 02:33:16.174]  You know, they'd give me like a high five or whatever.
[02:33:16.148 --> 02:33:20.210]  That's what I'm telling folks, is Liberty is so popular, but we're all isolated individuals.
[02:33:20.250 --> 02:33:20.991]  We don't know it.
[02:33:21.611 --> 02:33:23.813]  Now, you get a hundred to one love.
[02:33:23.833 --> 02:33:26.114]  You might also get a beer bottle over your head wearing it, too.
[02:33:26.134 --> 02:33:26.715]  So be careful.
[02:33:26.735 --> 02:33:28.776]  I was afraid I was going to get thrown over the boat.
[02:33:32.118 --> 02:33:37.262]  But I really want to promote your Red Real, the Real Red Pill Plus.
[02:33:37.562 --> 02:33:38.162]  Oh, my God.
[02:33:38.463 --> 02:33:42.005]  That thing is just blowing my mind how good it is.
[02:33:42.525 --> 02:33:43.326]  What did it do for you?
[02:33:43.346 --> 02:33:44.647]  What did Real Red Pill do when you took it?
[02:33:45.649 --> 02:34:00.658]  Well I have fibromyalgia and it's made my pain be reduced by probably 50% and I have energy to like do things you know or normally like it was like oh god I gotta like do my laundry or whatever.
[02:34:00.938 --> 02:34:01.118]  No.
[02:34:02.179 --> 02:34:10.207]   This stuff and that and the Brain Force Ultra are both of those products for me have been Transformational.
[02:34:10.226 --> 02:34:15.105]   Well the thing about Real Red Pill Plus is it's got some natural healthy stimulant in
[02:34:15.105 --> 02:34:16.506]  it but that's not what does it.
[02:34:16.506 --> 02:34:18.866]  It's the preglanone and the other trace elements.
[02:34:18.866 --> 02:34:21.426]  The preglanone is the basis of all your hormones.
[02:34:21.426 --> 02:34:24.145]   With all the hormones that are in the food and water it blocks the preglanone is what
[02:34:24.145 --> 02:34:26.065]  scientists and doctors have told me.
[02:34:26.065 --> 02:34:29.945]   And so when you take preglanone, especially if you're over 30 or 40, then it helps the
[02:34:29.945 --> 02:34:31.346]  building blocks of your natural hormones.
[02:34:31.346 --> 02:34:34.186]  So it gives you long, healthy, sustained energy.
[02:34:34.361 --> 02:34:38.262]  So people should get Real Red Pill Plus at InfowarStore.com.
[02:34:38.582 --> 02:34:40.563]  God bless you, and I really appreciate you calling.
[02:34:40.623 --> 02:34:41.383]  Mike from Illinois.
[02:34:41.784 --> 02:34:43.124]  And again, thank you for your support, sir.
[02:34:43.164 --> 02:34:44.905]  We would not be here without you.
[02:34:45.365 --> 02:34:50.587]  And we are finally getting some of the t-shirts back in stock, so check them out at InfowarStore.com.
[02:34:50.907 --> 02:34:53.368]  And we will be right back with another caller.
[02:34:53.848 --> 02:34:56.229]  And then we'll come right back after a break and take more calls.
[02:34:57.225 --> 02:34:57.585]  All right.
[02:34:58.246 --> 02:34:59.507]  Five star review right there.
[02:35:00.147 --> 02:35:01.928]  Let's talk to Leo in Minnesota.
[02:35:01.948 --> 02:35:02.749]  You're on the air, go ahead.
[02:35:04.310 --> 02:35:05.390]  What's going on, Alex?
[02:35:05.430 --> 02:35:06.311]  How you doing, brother?
[02:35:06.491 --> 02:35:08.132]  I'm trying, trying, brother, as hard as I can.
[02:35:08.192 --> 02:35:08.853]  It's getting crazy.
[02:35:09.913 --> 02:35:10.514]  Yeah, man.
[02:35:10.554 --> 02:35:14.536]  Well, man, just wanted to give a shout out to all of my proud boys nationwide.
[02:35:15.037 --> 02:35:15.797]  Hold in tight.
[02:35:16.337 --> 02:35:19.559]  And a little update on the January 6th political prisoners.
[02:35:19.840 --> 02:35:28.850]   We had a boy named Ryan Samsoe, who's been in contact with the Gateway Pundit, and now he's Already been assaulted three times.
[02:35:29.471 --> 02:35:33.354]  Keep in mind, this guy hasn't even been tried and he's been held for two years now.
[02:35:33.934 --> 02:35:43.721]  He's already been beaten, hogtied, abused, tied to a chair for 12 hours, denied his medical treatment... One guy had his one guy... One guy the jail guards beat his eye out.
[02:35:44.842 --> 02:35:46.183]  And that's who I'm talking about now.
[02:35:46.223 --> 02:35:47.684]  He has no vision in his eye.
[02:35:48.263 --> 02:35:56.929]  And he's even lost his phone privileges for six months, so now he can't even speak to the Gateway Pundit to talk about what he needs to talk about to shine a light on his situation.
[02:35:56.949 --> 02:35:58.611]  And that's political persecution.
[02:35:58.651 --> 02:35:59.611]  He's a political prisoner.
[02:35:59.631 --> 02:36:00.372]  We should pray for him.
[02:36:01.383 --> 02:36:12.792]  He is a political prisoner, and I just want to shout out to Rufio, shout out to Rambo Biggs, shout out to Enrique, shout out to all my boys who are in there over the January 6th PSYOP.
[02:36:13.132 --> 02:36:14.333]  Just hold in tight, boys.
[02:36:14.373 --> 02:36:15.594]  We're shining a light on this.
[02:36:15.994 --> 02:36:33.794]   And to all my proud boys nationwide, it might seem like we've been swept under a rug because Biden's in office, but I tell you that the fire in our souls is burning brighter than ever, and we see right through the PSYOPs, and trust me, We're here to support this country and when it all goes to shit, you look for those black and yellow colors and we'll support you.
[02:36:34.675 --> 02:36:36.916]  Why don't you say a brief prayer for the fellow you just mentioned?
[02:36:39.338 --> 02:36:52.226]  Dear Lord, we bow our heads and we come together in your presence to ask that you watch over our brothers who have been tried as political prisoners just for expressing their patriotic rights.
[02:36:52.751 --> 02:37:00.333]  And I would ask that you lay something on Trump's heart as well and his soul to make him speak out more and raise more awareness to this situation.
[02:37:00.813 --> 02:37:08.396]  Lord, we know we're only fighting for a battle that's going to be won for you ultimately, but it's a dark road.
[02:37:08.916 --> 02:37:14.317]  And I just pray you keep eyes on everybody and pray that these guys make it out of these jail cells alive.
[02:37:14.817 --> 02:37:15.158]  Amen.
[02:37:15.198 --> 02:37:16.398]  Thank you so much for the call, brother.
[02:37:17.178 --> 02:37:17.518]  All right.
[02:37:17.638 --> 02:37:19.439]  We're going to come right back and move quickly.
[02:37:20.413 --> 02:37:26.368]  James, Ivan, Connor, Mike, Joe, Jeremiah, Stephanie, because...
[02:37:27.674 --> 02:37:37.762]  I've got to air, I need to air, a special piece at the end of the hour that is a clarification on something that's important.
[02:37:38.222 --> 02:37:41.705]  And the war room's coming up, so we've only got limited time here coming up.
[02:37:41.945 --> 02:37:44.868]  But I'm going to get to all your calls on the other side of this break.
[02:37:44.928 --> 02:37:48.010]  Yeah, they are just torturing the hell out of those people, folks.
[02:37:48.791 --> 02:37:50.432]  And they're a beta test for all of us.
[02:37:51.053 --> 02:37:53.354]  It's Joe Biggs today, and it's all of us tomorrow.
[02:37:53.374 --> 02:37:53.875]  We'll be right back.
[02:37:55.177 --> 02:37:56.657]  All right, let's race through your phone calls.
[02:37:56.737 --> 02:37:58.738]  James in Ohio, you're on the air worldwide.
[02:37:58.778 --> 02:37:59.138]  Go ahead.
[02:38:01.198 --> 02:38:06.079]  Hi, I think Elon Musk is being positioned to be the kind of new Alex Jones.
[02:38:06.499 --> 02:38:19.322]  He has the public support, has the millennial support and Gen Z support because of his involvement in crypto, and also owns now an entire media, social media operation, which is how the younger generation communicates.
[02:38:19.362 --> 02:38:25.784]   He's involved in Starlink, Brainship, Everything under the sun and he's trying to be positioned as kind of a new Alex Jones.
[02:38:26.484 --> 02:38:31.485]  Additionally, I wanted to say the nascent iodine you guys sell is life-changing.
[02:38:32.306 --> 02:38:40.047]  One thing I run into is I forget to re-buy it, so I'll be out of it and then, you know, I'll listen to you when I drive or when I'm at work.
[02:38:40.387 --> 02:38:48.109]  So I forget to go on Infowars stores and order it, but I figured out I can do 60 days auto-ship or 90 days auto-ship, so I encourage everybody to do that.
[02:38:49.090 --> 02:38:57.507]   And hey, my cousin Mike, His birthday's coming up, and I was wondering if I could get Felix the Fentanyl Dragon to wish Mike a happy birthday.
[02:38:59.068 --> 02:39:01.230]  Well, let me think of fentanyls around here anywhere.
[02:39:01.250 --> 02:39:03.692]  His name's Mike?
[02:39:05.012 --> 02:39:05.273]  Yeah.
[02:39:07.174 --> 02:39:09.355]  You're not going to have a birthday, Mike!
[02:39:09.416 --> 02:39:12.598]  You take your fentanyl and go bye-bye, you stupid American!
[02:39:12.938 --> 02:39:14.039]  There is no hope!
[02:39:14.199 --> 02:39:15.580]  Biden belongs to us!
[02:39:15.840 --> 02:39:17.521]  You do not get a birthday, Mike!
[02:39:17.741 --> 02:39:18.582]  No, no, no!
[02:39:21.021 --> 02:39:21.501]  Thanks, Alex.
[02:39:21.801 --> 02:39:22.301]  You bet, brother.
[02:39:22.321 --> 02:39:23.102]  I appreciate your call.
[02:39:24.162 --> 02:39:25.482]  Jeremiah in California.
[02:39:25.522 --> 02:39:26.363]  Go ahead, Jeremiah.
[02:39:27.823 --> 02:39:28.403]  Hello, Alex.
[02:39:29.003 --> 02:39:29.544]  Welcome.
[02:39:32.164 --> 02:39:34.085]  I have four points, man, here.
[02:39:34.465 --> 02:39:38.786]  One of them, hear out the whole thing here.
[02:39:39.366 --> 02:39:56.297]   If we can bring ourselves to the point of forgiving the people who have wronged us so badly in the New World Order, there's a possibility that they will see Mankind, go past the boundaries that we are limited to in our bodies right now, and then we'll see what we have the potential to become.
[02:39:57.797 --> 02:40:05.141]  And in time, that will be worse than anything that being outside the light of God can give them.
[02:40:06.861 --> 02:40:19.052]   But we have to do this, not as a thing to punish them, but as an actual, honest, inside thing to seriously Be the better person on the stuff.
[02:40:20.113 --> 02:40:21.173]  And not for a selfish reason.
[02:40:22.194 --> 02:40:27.777]  Second thing about this is, um, what Devo said they were going to distract us with last year was alien stuff.
[02:40:29.118 --> 02:40:32.160]  The balloons and UFOs are distractions from what they're doing.
[02:40:33.161 --> 02:40:37.744]  Keep in mind what they were talking about this year is, um, their attack on misinformation.
[02:40:38.444 --> 02:40:45.969]  So when they're letting people get back on, um, Twitter and stuff, it's a trying to keep the people in the, to keep the sheep in the pen.
[02:40:47.287 --> 02:40:49.648]  We can't, please try not to fall for that.
[02:40:50.928 --> 02:40:51.988]  And love is the way.
[02:40:52.888 --> 02:40:54.089]  Love is the way we're going to get through this.
[02:40:54.969 --> 02:40:59.650]  Loving people and not, loving people with our hearts.
[02:41:01.030 --> 02:41:08.272]  And I'll, and finally, I would like to know if you can actually put your, some of your promotions that you put up as for, for downloads, so I can put them in my YouTube account.
[02:41:10.333 --> 02:41:12.553]  Do what promotion?
[02:41:12.593 --> 02:41:17.437]   Those promotions, like the one you had with the, the doctor that was talking about the, um, The Nitrous?
[02:41:17.497 --> 02:41:18.558]  Who was talking about... Hi, Alex.
[02:41:18.837 --> 02:41:24.837]   Nitrous, who was talking about... Absolutely, we should, I think we have a promo page actually on Bandai Video.
[02:41:24.837 --> 02:41:28.837]   I don't think we put a lot of stuff up there, but yeah, we'll definitely do that. Thank you, great point.
[02:41:28.837 --> 02:41:31.837]  Let's talk to Joe in Michigan. Joe, go ahead.
[02:41:31.837 --> 02:41:35.837]  Hi, it's nice to meet you, sir. Nice to meet you.
[02:41:35.837 --> 02:41:42.837]   I've been listening for 15 years, and I've spent thousands of dollars at your store.
[02:41:43.708 --> 02:41:45.409]  My favorite product is X2.
[02:41:45.909 --> 02:41:54.794]  It seems to clear my mind up and increases my vocabulary and my ability to express myself much better.
[02:41:55.675 --> 02:41:59.037]  But I'd like to talk about World War III.
[02:41:59.657 --> 02:42:03.991]   I got some Bad news and some good news.
[02:42:04.851 --> 02:42:06.212]  I've been a Christian my whole life.
[02:42:06.252 --> 02:42:11.074]  I've known Christ since I was a kid, and I was a preacher for a while.
[02:42:13.114 --> 02:42:17.696]  But the bad news, I believe, is that the United States will be destroyed.
[02:42:17.716 --> 02:42:28.501]  And there's some biblical references about that in the book of Jeremiah, but they're kind of hard, they're kind of obscure, kind of hard to pan out, so to speak.
[02:42:30.632 --> 02:42:37.418]  The good news is, I've been praying about this lately, because, you know, I don't want to get blown up in a nuclear holocaust.
[02:42:37.458 --> 02:42:38.599]  I don't want to go off that way.
[02:42:39.100 --> 02:42:49.870]  And the Lord brought to my remembrance, you know, through the Holy Spirit, some of the verses in the Bible, and one story about Lot, you know, how God sent the angels to take him and his family out.
[02:42:50.410 --> 02:42:51.832]  Not just him, his family too.
[02:42:54.065 --> 02:43:02.107]  And then twice in the scriptures, once in Jeremiah like 49 or 50, chapter 49 or 50, he says, come out of her my people.
[02:43:02.527 --> 02:43:12.169]  And then again in chapter 18 of the book of Revelations, he says, come out of her my people.
[02:43:12.229 --> 02:43:12.689]  Well, sure.
[02:43:12.709 --> 02:43:14.049]  You see that also in Exodus.
[02:43:14.109 --> 02:43:14.769]  Thank you for the call.
[02:43:14.789 --> 02:43:15.269]  Great points.
[02:43:15.649 --> 02:43:18.310]  Let's talk to Ivan in Slovakia, Eastern Europe.
[02:43:18.390 --> 02:43:19.350]  Thanks for calling, Ivan.
[02:43:20.931 --> 02:43:25.333]  Mr. Jones, it's a pleasure to be on your show.
[02:43:25.494 --> 02:43:27.314]  I mean, it's great.
[02:43:27.775 --> 02:43:28.455]  Three points.
[02:43:28.735 --> 02:43:37.300]  Mr. Jones, first-time caller, long-time listener, graduated in 2014 and kicked on from listening to you.
[02:43:38.200 --> 02:43:38.761]  Three points.
[02:43:40.001 --> 02:43:42.963]  Everybody knows Alex Jones here.
[02:43:43.630 --> 02:43:56.093]  I went to a cookout about a year ago, multicultural cookout, with my fellow Africans, fellow Mexicans, fellow Russians, fellow people from India, everywhere.
[02:43:56.633 --> 02:44:02.054]  And I took off my jacket and I had your shirt on that said Infowars in red.
[02:44:02.094 --> 02:44:05.675]  It was a black shirt with Infowars in red on the front.
[02:44:06.275 --> 02:44:10.036]  And everybody shook my hand and everybody was in sync with me.
[02:44:10.116 --> 02:44:14.804]   They knew what I was thinking and they knew who you were.
[02:44:15.244 --> 02:44:20.586]  They were so... I mean, the conversations we had were exhilarating.
[02:44:20.686 --> 02:44:21.947]  I mean, they were amazing.
[02:44:22.407 --> 02:44:23.367]  About everything.
[02:44:23.507 --> 02:44:24.147]  About you.
[02:44:24.567 --> 02:44:25.348]  About your show.
[02:44:25.388 --> 02:44:26.688]  About what you talked about.
[02:44:26.808 --> 02:44:31.210]  And about Disease X. You preached about Disease X for years.
[02:44:31.730 --> 02:44:32.390]  And it came.
[02:44:32.890 --> 02:44:34.491]  And everybody knew about it.
[02:44:34.891 --> 02:44:38.933]  And everybody I talked to at that cookout never took a vaccine.
[02:44:39.493 --> 02:44:40.093]  Never took.
[02:44:40.720 --> 02:44:42.141]  Testing, nothing.
[02:44:42.421 --> 02:44:55.429]  They're all hard-working people, very respectful, but they went on to live their lives without any pressure from any government, and they never took any of those vaccines.
[02:44:56.230 --> 02:45:11.395]   Second point, Mr. Jones, if you know John the Baptist in the Bible screaming in the wilderness about the Messiah coming, repent about Come, get baptized.
[02:45:11.755 --> 02:45:13.656]  Saving the way for the Messiah.
[02:45:14.057 --> 02:45:20.141]  Well, in today's world, Mr. Jones, you are John the Baptist, and we can hear you.
[02:45:20.641 --> 02:45:25.544]  And the funny thing is, they try to decapitate you, but they can't.
[02:45:26.265 --> 02:45:28.786]  They cannot, because you're ordained.
[02:45:29.647 --> 02:45:30.427]  We hear you.
[02:45:31.048 --> 02:45:33.249]  We hear you all the way from Slovakia.
[02:45:33.349 --> 02:45:34.810]  I'm originally from Virginia.
[02:45:34.830 --> 02:45:37.071]  I moved to Slovakia in 2020.
[02:45:39.111 --> 02:45:46.497]  And it's right before the pandemic hit there or here, but it's been amazing.
[02:45:46.857 --> 02:45:52.341]  It's been amazing to be part of your show.
[02:45:52.941 --> 02:45:57.565]  Last thing, I want to plug a couple of items, if you don't mind.
[02:45:59.046 --> 02:46:15.569]   Everybody listening, if you have the Red Pill, if you have the Fish Oil or Krill Oil, if you have X2, if you have Silver Bullet, If you have some, uh... I'm so excited.
[02:46:15.689 --> 02:46:16.551]  Okay, anyway.
[02:46:17.794 --> 02:46:19.498]  Put some water in your glass.
[02:46:20.414 --> 02:46:26.814]   Take those in the morning and your performance at work or anywhere and your mood is going to be so great.
[02:46:26.814 --> 02:46:27.614]  Many people...
[02:46:27.614 --> 02:46:30.574]   Well, these really are key compounds that Global is trying to keep us from having.
[02:46:30.574 --> 02:46:32.654]  And I'm sorry I gotta go, Ivan. Thanks for the support.
[02:46:32.654 --> 02:46:34.253]  The listeners are the best people in the world.
[02:46:34.253 --> 02:46:36.574]  I promise to get to Connor, Mike and Stephanie.
[02:46:36.574 --> 02:46:38.734]  Crew, don't let me forget. I'm gonna take calls tomorrow.
[02:46:38.734 --> 02:46:40.654]   Call them back if they want us to. They'll go to the front of the line.
[02:46:40.654 --> 02:46:43.534]  If not, then I'm sorry to make you hold.
[02:46:43.534 --> 02:46:46.894]   I tried my best. Owen Schroeder is coming up in about 20 minutes.
[02:46:46.894 --> 02:46:50.014]   I need to air this and I'll explain why here in just a moment.
[02:46:50.894 --> 02:46:53.934]   This is a clarification on what's going on with a lot of issues
[02:46:53.934 --> 02:47:00.813]   and with the whole situation with the attacks on free speech in this country.
[02:47:01.062 --> 02:47:10.069]   So we're going to air this important piece of information, then the main broadcast will end, and then Owen Schroyer We'll take over coming up at 3 p.m.
[02:47:10.129 --> 02:47:11.350]  Central Standard Time.
[02:47:11.370 --> 02:47:12.411]  Harrison Smith, 11 a.m.
[02:47:13.451 --> 02:47:14.472]  Of course, he starts at 8 a.m.
[02:47:14.492 --> 02:47:15.253]  I'll be back at 11 a.m.
[02:47:15.273 --> 02:47:15.593]  tomorrow.
[02:47:15.853 --> 02:47:16.694]  Great job, the crew.
[02:47:16.774 --> 02:47:17.515]  Great job, everybody.
[02:47:17.615 --> 02:47:18.095]  I love you.
[02:47:18.475 --> 02:47:19.076]  I appreciate you.
[02:47:19.096 --> 02:47:20.497]  We're gonna make it through this with God.
[02:47:20.797 --> 02:47:21.158]  God bless.
[02:47:22.421 --> 02:47:29.844]  The following is a clarification correction issued by myself, Alex Jones, here on InfoWars.
[02:47:30.724 --> 02:47:32.985]  As many know, I was sued by Ms.
[02:47:33.005 --> 02:47:39.068]  Scarlett Lewis concerning certain remarks I had made about the shooting and death of her son at Sandy Hook Elementary School.
[02:47:39.828 --> 02:47:44.210]  In early August of 2022, we were in trial in Austin, Texas on Ms.
[02:47:44.270 --> 02:47:47.051]  Lewis' claims of defamation she filed against me.
[02:47:47.671 --> 02:47:48.572]  During that trial, Ms.
[02:47:48.612 --> 02:47:53.776]  Lewis and her ex-husband approached me to talk, which we did, and after a brief conversation, we shook hands.
[02:47:54.437 --> 02:48:01.263]  Later, I appeared on Piers Morgan's television show, talking about the trial, and recounted the brief conversation I had with Ms.
[02:48:01.303 --> 02:48:01.563]  Lewis.
[02:48:02.363 --> 02:48:06.187]  Recently, I received a letter from Mark Bengston, one of the lawyers for Ms.
[02:48:06.207 --> 02:48:09.489]  Carla Lewis, in the Texas Sandy Hook trial, in which Ms.
[02:48:09.530 --> 02:48:25.861]   Lewis' lawyer demanded from me a correction, clarification, or retraction of those few Statements I had made in January of 2023 on the Piers Morgan Show about the courtroom conversation with Miss Lewis, and I'm happy to oblige.
[02:48:26.801 --> 02:48:37.847]  First, I want the viewing audience to understand what I said and what Mr. Bankson has demanded of me so that my remarks today will clarify my retraction I'm going to make.
[02:48:38.187 --> 02:48:44.111]  It's important to keep in mind that during the trial, I continued to produce my live talk radio show.
[02:48:44.731 --> 02:48:52.995]  On the morning of August 2nd, 2022, I made certain comments about the tragic nature of the Sandy Hook shooting, where I confirmed that Ms.
[02:48:53.055 --> 02:48:57.496]  Lewis was real, and the shooting was real, and the death of her son was real.
[02:48:58.277 --> 02:48:58.477]  Ms.
[02:48:58.537 --> 02:49:10.542]  Lewis, however, was incorrectly told that I had attacked her as an actor in my broadcast, and she so testified, not having actually heard my on-air statements from that morning's broadcast.
[02:49:11.204 --> 02:49:13.207]  I was called to testify immediately after Ms.
[02:49:13.227 --> 02:49:16.312]  Lewis, and I immediately corrected her misperception.
[02:49:16.772 --> 02:49:19.196]  Later that afternoon, at a break, Ms.
[02:49:19.256 --> 02:49:22.180]  Lewis and her ex-husband walked over to me in the courtroom.
[02:49:22.721 --> 02:49:22.901]  Ms.
[02:49:22.921 --> 02:49:26.246]  Lewis handed me a bottle of water, and as I recall, a cough drop.
[02:49:26.747 --> 02:49:29.149]  We shook hands and we exchanged cordial words.
[02:49:29.649 --> 02:49:38.516]  Attorney Mark Bankston now wants me to retract what I remembered she said to me in that exchange, not what I told Piers Morgan's audience that I said to Ms.
[02:49:38.536 --> 02:49:38.796]  Lewis.
[02:49:39.336 --> 02:49:45.561]  I am going to quote from the letter Attorney Mark Bankston sent me where he repeats my words from the Piers Morgan Show.
[02:49:46.061 --> 02:49:56.829]  When I was in the Texas trial, you can look at this, they had one of the mothers on who lost her son and I went on my show that morning and taped it before I went to the court and I said, I think she is real.
[02:49:57.170 --> 02:49:58.331]  I think her son died.
[02:49:58.811 --> 02:50:02.874]  I'd seen her testimony the day before and I'm very sorry that Adam Lanza did this.
[02:50:03.314 --> 02:50:10.180]  And then she went on the stand and said, Jones attacked me and said I'm an actress and it's all fake today.
[02:50:10.660 --> 02:50:15.986]  And I walked over to her during the break, and I said, watch my show from today, your lawyers lied to you.
[02:50:17.647 --> 02:50:21.992]  And the next day, she came up and cried, and shook my hand, and it was Scarlett Lewis.
