[00:00:01.229 --> 00:00:02.990]  Just-on-time deliveries.
[03:08:23.701 --> 03:08:28.743]  This person has started their own movement and religion called TerraSim.
[03:08:28.743 --> 03:08:29.543]  It's right here.
[03:08:29.543 --> 03:08:30.723]  You can go to their foundation.
[03:08:30.723 --> 03:08:32.484]  It's lovely.
[03:08:32.484 --> 03:08:37.866]  They're at the forefront of another type of transhumanism because what's going on right now
[03:08:38.931 --> 03:08:55.250]  With the mRNA injections, the hate and lies shots that are being distributed, the multitude of these medications, okay, and what I would call DARPA-driven bioweapons that are being injected into everything at this point, that's one part of the experiment.
[03:08:56.997 --> 03:09:04.200]  Human Xenotransplantation, where you're growing organs in pigs and distributing them, is another part of that experiment.
[03:09:04.200 --> 03:09:08.362]  They want you to merge with the machines while they take hold of humanity.
[03:09:08.362 --> 03:09:12.884]  Alex isn't, you know, blowing smoke up your bottom about that.
[03:09:12.884 --> 03:09:20.508]  Unzipped Genes, written by Rothblatt in 97, said they would take charge of the birthing process.
[03:09:21.920 --> 03:09:30.462]  These people are very out in the open about changing the genetics of the human species and bringing in a virtual environment.
[03:09:30.462 --> 03:09:31.362]  We're going to cover it all.
[03:09:31.362 --> 03:09:39.324]  And all of it, all of it is out in the open and being driven by the globalists.
[03:09:39.324 --> 03:09:42.805]  And when I say globalists, let me be really specific with everybody.
[03:09:42.805 --> 03:09:50.807]  The Davos crew, the United Nations, and the World Health Organization are all down like a clown Charlie Brown.
[03:09:52.495 --> 03:10:09.398]  I almost started this broadcast like I started my broadcast earlier today with when silence becomes betrayal from Martin Luther King now I get that I have a dream stuff great there's a ton of great stuff out there via Martin Luther King jr.
[03:10:09.398 --> 03:10:20.960]  but silence when silence becomes betrayal he talks about conformity he talks about a war on the poor class doesn't matter if you're white or black he also talks about
[03:10:21.613 --> 03:10:25.856]  Betraying himself and not speaking out enough.
[03:10:25.856 --> 03:10:36.883]  Well, if you were hip to what was going on initially during the COVID 1984 nightmare and you tried to keep your head down, you knew that you were betraying humanity.
[03:10:36.883 --> 03:10:38.044]  Step up now.
[03:10:38.044 --> 03:10:38.764]  Come into the fray.
[03:10:38.764 --> 03:10:41.626]  Because we got a ton of videos illustrating this.
[03:10:41.626 --> 03:10:43.167]  We're going to be talking about not only
[03:10:43.920 --> 03:10:50.023]  This virtual reality and this transgender movement that is 100% backed by these people.
[03:10:50.023 --> 03:10:52.324]  We're going to talk about automation.
[03:10:52.324 --> 03:10:53.685]  OK.
[03:10:53.685 --> 03:10:56.126]  And really, I think.
[03:10:56.126 --> 03:10:59.248]  Wolves in sheep clothing, Trojan horses.
[03:10:59.248 --> 03:11:00.068]  All right.
[03:11:00.068 --> 03:11:04.690]  But just to illustrate why this is important, let's take a look.
[03:11:04.690 --> 03:11:05.671]  This is Rolf Blatt.
[03:11:06.793 --> 03:11:13.058]  And the wife of RawBlood is actually a robot and an AI built for Terrasim.
[03:11:13.058 --> 03:11:14.859]  You can't make this stuff up.
[03:11:14.859 --> 03:11:17.001]  That is a reality.
[03:11:17.001 --> 03:11:22.485]  They're saying that this person is the richest CEO, woman CEO, in the world.
[03:11:22.485 --> 03:11:23.986]  Okay?
[03:11:23.986 --> 03:11:26.287]  Again, this is the absurdity you have to live under.
[03:11:26.287 --> 03:11:26.908]  And here we go.
[03:11:28.107 --> 03:11:32.929]  So promoting gender ideology under the World Health Organization.
[03:11:32.929 --> 03:11:35.730]  This is absolutely 100% out in the open push.
[03:11:35.730 --> 03:11:38.351]  It's part of their sustainability agenda.
[03:11:38.351 --> 03:11:39.572]  Okay?
[03:11:39.572 --> 03:11:44.213]  This is the World Health Organization, gender and health, right here.
[03:11:44.213 --> 03:11:55.018]  And Biden has echoed all of these things, especially over at the Global Fund, where he said, investing in this, you know, you thought Gates at Davos with
[03:11:56.022 --> 03:12:03.505]  Vaccine investment at a 20-to-1 return where he said, well that's just about better than anything else out there!
[03:12:03.505 --> 03:12:05.066]  31-to-1.
[03:12:05.066 --> 03:12:09.688]  Remember when he was shaking around like, I think I'm going to shake someone here and they're going to put me in.
[03:12:09.688 --> 03:12:11.829]  He was introduced by Bill Gates at that thing.
[03:12:11.829 --> 03:12:14.350]  He could barely speak for the five minutes he did.
[03:12:14.350 --> 03:12:20.733]  He got like a standing ovation when he said 31-to-1 return and then when he went off to the side,
[03:12:21.420 --> 03:12:30.262]  They pushed him back into the middle so he could take pictures with other puppets, like Trudeau, Macron, the usual suspects.
[03:12:30.262 --> 03:12:31.442]  The worst of the worst.
[03:12:31.442 --> 03:12:32.322]  This is the agenda.
[03:12:32.322 --> 03:12:40.804]  And yes, he did speak about a haven in the United States for young, misgendered people.
[03:12:40.804 --> 03:12:41.624]  You understand?
[03:12:41.624 --> 03:12:43.665]  They want your kids.
[03:12:43.665 --> 03:12:45.485]  They're openly promoting this.
[03:12:46.400 --> 03:12:48.942]  The WHO's Global Health for Peace Initiative.
[03:12:48.942 --> 03:12:52.545]  You see it's Health for Peace and Peace for Health.
[03:12:52.545 --> 03:12:56.969]  And their logo, okay, is this thing.
[03:12:56.969 --> 03:12:58.710]  And they're incorporating the climate into it.
[03:12:58.710 --> 03:13:00.712]  That's why it's all the same agenda.
[03:13:00.712 --> 03:13:02.113]  It's all under global governance.
[03:13:02.113 --> 03:13:05.455]  We're going to get to the virtual part of that in a moment.
[03:13:05.455 --> 03:13:14.743]  So, you have the mRNA agenda getting you ready and really beginning to change the genomic
[03:13:16.002 --> 03:13:17.283]  The genomics of the entire planet.
[03:13:17.283 --> 03:13:28.687]  You know, I have Dennis Bushnell, the chief scientist at NASA currently, been there since the Apollo days, total defense department guy, saying that evolution is over.
[03:13:28.687 --> 03:13:32.608]  We're in charge of the evolution of everything.
[03:13:32.608 --> 03:13:33.069]  Everything.
[03:13:33.069 --> 03:13:36.170]  This guy has a crazy war document we're going to be going over as well.
[03:13:36.170 --> 03:13:39.111]  I constantly go to it because it needs to be gone over.
[03:13:39.111 --> 03:13:39.831]  Okay?
[03:13:39.831 --> 03:13:41.572]  So they want to take care of the climate.
[03:13:42.737 --> 03:13:48.321]  The genomes of the entire species of not only humanity, but of the planet.
[03:13:48.321 --> 03:13:49.281]  And you can see it here.
[03:13:49.281 --> 03:13:53.584]  Oh, there's bikes and windmills and they got the nice little heart thing.
[03:13:53.584 --> 03:14:00.028]  Meanwhile, you know, I think I'm going to open with Musk on the other end of this, because talk about a Trojan horse.
[03:14:00.028 --> 03:14:05.252]  A guy like Musk actually prints up the hate and lie shots.
[03:14:05.252 --> 03:14:08.614]  OK, all of this is Defense Department driven at the very heart of it.
[03:14:09.230 --> 03:14:12.031]  And he's the guy that what?
[03:14:12.031 --> 03:14:15.133]  That helps distribute CRISPR tech.
[03:14:15.133 --> 03:14:17.013]  mRNA tech.
[03:14:17.013 --> 03:14:21.716]  Tesla's not just a car company as you're going to see when we get back from the break.
[03:14:21.716 --> 03:14:22.196]  Okay?
[03:14:22.196 --> 03:14:30.940]  I'm going to show you how Tesla is very involved in not only automating you out and getting you to accept human-like robots.
[03:14:30.940 --> 03:14:32.020]  Okay?
[03:14:32.020 --> 03:14:34.561]  But take a look.
[03:14:34.561 --> 03:14:37.362]  They printed up the hate and lies shots.
[03:14:37.362 --> 03:14:38.503]  How else did this guy
[03:14:39.622 --> 03:14:44.064]  Okay, get so much wealthier during COVID.
[03:14:44.064 --> 03:14:48.386]  You know, it was on paper, he just lost $135 billion!
[03:14:48.386 --> 03:15:00.972]  When you're backed by the Defense Department, and things like Tesla and SpaceX, you probably don't have to worry about it, especially because you're being erected as the current savior.
[03:15:00.972 --> 03:15:05.634]  Okay, so on the flip of this, I got a couple short clips of Musk,
[03:15:06.434 --> 03:15:10.276]  At the Optimist launch, we're going to talk about over-promising, etc.
[03:15:10.276 --> 03:15:19.001]  But I want to leave people with this before the commercial break, especially since we have Alex Jones doing this marathon broadcast tomorrow.
[03:15:19.001 --> 03:15:21.802]  Where are the Twitter files on Alex Jones?
[03:15:21.802 --> 03:15:25.144]  Where are the Twitter files on InfoWars and the people that have worked there?
[03:15:25.144 --> 03:15:27.846]  They were obviously suppressed at times.
[03:15:27.846 --> 03:15:30.067]  There was obviously a decision to
[03:15:30.856 --> 03:15:33.377]  To be made to de-platform Alex.
[03:15:33.377 --> 03:15:34.717]  Where's all that, Elon?
[03:15:34.717 --> 03:15:37.238]  Oh, we can't have that?
[03:15:37.238 --> 03:15:42.579]  There's so much more to these files, and I want a WikiLeaks-style dump.
[03:15:42.579 --> 03:15:44.119]  That's what we need.
[03:15:44.119 --> 03:15:53.041]  Alright, and I need you guys to go to InfoWarsTore.com, support the broadcast, and get ready for tomorrow morning's epic 8 a.m.
[03:15:53.041 --> 03:15:55.002]  to midnight marathon show.
[03:15:56.667 --> 03:16:00.010]  Everybody that's watching this needs to support Alex Jones.
[03:16:00.010 --> 03:16:02.833]  Needs to support InfoWars and Band.Video.
[03:16:02.833 --> 03:16:05.495]  You know, the Bible says, let another mouth praise you.
[03:16:05.495 --> 03:16:06.857]  I'm gonna do that right now.
[03:16:06.857 --> 03:16:10.760]  Alex Jones has helped so many people in this industry.
[03:16:10.760 --> 03:16:15.665]  You guys have no idea how many people have got their first start like Savannah Hernandez.
[03:16:15.965 --> 03:16:22.128]  How many people have just been put on a launch pad to outer space because of Alex Jones, including myself?
[03:16:22.128 --> 03:16:30.773]  I've been given so many opportunities because of this man and because of this platform, and I would probably not even be half of where I am right now if it weren't for Alex Jones.
[03:16:30.773 --> 03:16:36.276]  I mean, I've been able to be on podcasts with Alex and Joe Rogan and TimCast, the super TimCast IRL.
[03:16:36.276 --> 03:16:41.859]  Listen, what I'm saying is, do not take Alex Jones and Bandot video for granted.
[03:16:42.099 --> 03:16:44.602]  Because you don't know what you have until it's gone.
[03:16:44.602 --> 03:16:47.286]  We need to support free speech systems right now.
[03:16:47.286 --> 03:16:48.767]  So go check out the store.
[03:16:48.767 --> 03:16:49.949]  Go support their store.
[03:16:49.949 --> 03:16:51.451]  Go support InfoWars.
[03:16:51.451 --> 03:16:52.832]  Leave a donation right now.
[03:16:52.832 --> 03:16:54.314]  Don't wait until they're gone!
[03:16:56.969 --> 03:17:01.491]  Introducing our new incredible supplement line in 4 Wars MD.
[03:17:01.491 --> 03:17:13.938]  Now in 60 seconds, it's hard to tell you how incredible these products are, but all of these products are already sold on store shelves under other brand names for up to twice the cost we're selling it to you.
[03:17:13.938 --> 03:17:15.138]  These are high-end.
[03:17:15.138 --> 03:17:16.199]  These are the very best.
[03:17:16.519 --> 03:17:19.000]  You know our Body's Ultimate Turmeric Formula is amazing?
[03:17:19.000 --> 03:17:19.520]  Well, guess what?
[03:17:19.520 --> 03:17:25.303]  We now have Turmeric 95 that's basically the same formula for a lower price.
[03:17:25.303 --> 03:17:27.924]  CBD oil of the highest quality.
[03:17:27.924 --> 03:17:34.806]  Up to 50% less than major competitors selling the exact high-quality, full-spectrum CBD.
[03:17:34.806 --> 03:17:40.009]  And it goes on for all the new InfoWars MD products at InfoWarsStore.com.
[03:17:40.009 --> 03:17:40.989]  The highest quality.
[03:17:41.269 --> 03:17:50.083]  Directly from the manufacturer to your door at prices up to 50%, in some cases 100% lower than what they're sold for in stores.
[03:17:50.083 --> 03:17:52.066]  M4 Wars MD at M4WarsStore.com
[03:17:56.832 --> 03:17:58.674]  Infowars is winning.
[03:17:58.674 --> 03:18:00.715]  Infowars is reaching more people than ever.
[03:18:00.715 --> 03:18:03.498]  We were supposed to be off the air months and months and months ago.
[03:18:03.498 --> 03:18:06.240]  Mainstream media told you, but it's not true.
[03:18:06.240 --> 03:18:08.342]  They told you we were going to be shut down.
[03:18:08.342 --> 03:18:10.403]  They told you we owed a billion and a half dollars.
[03:18:10.403 --> 03:18:11.384]  None of that's true.
[03:18:11.384 --> 03:18:12.265]  It's all being appealed.
[03:18:12.745 --> 03:18:14.847]  They want you to think InfoWars is dead.
[03:18:14.847 --> 03:18:21.713]  But if you simply stand up and support InfoWars, we've got years and years of appeals, and we will not be taken off the air.
[03:18:21.713 --> 03:18:25.156]  But if they can convince you that we've been shut down, they're going to win.
[03:18:25.156 --> 03:18:27.859]  Don't let the globalists psyop you and your family.
[03:18:27.859 --> 03:18:37.768]  Go to InfoWarsStore.com and get incredible products, supplements, books, films, t-shirts, you name it, that fund the InfoWars and empower your life, and let the globalists know their psyop has not worked.
[03:18:38.208 --> 03:18:39.569]  Thanks for keeping us on air.
[03:18:39.569 --> 03:18:43.871]  Take action at InfoWarsTore.com today.
[03:18:43.871 --> 03:18:48.074]  Because the only people who can take us off the air is you, the viewers and listeners.
[03:18:48.074 --> 03:18:50.155]  The majority of you have not been signed off.
[03:18:50.155 --> 03:18:51.456]  Well, some of you have.
[03:18:51.456 --> 03:18:53.217]  Do not let the gloveless brainwash you.
[03:18:53.217 --> 03:18:55.158]  Go to InfoWarsTore.com to keep us on the air.
[03:18:56.730 --> 03:19:02.892]  Everyone watching should realize that this is an information war and it takes money to fund an information war.
[03:19:02.892 --> 03:19:15.876]  And everyone should decide to take the fight to the next level and to take the fight to the very tip of the spear and ensure we stay in the field in this war against the new world order by visiting Infowarstore.com right now and taking action.
[03:19:15.876 --> 03:19:20.818]  I thank you for your vast support and I ask you now to count the cost and realize that only your commitment
[03:19:21.258 --> 03:19:22.901]  Steve, InfoWars on the air.
[03:19:22.901 --> 03:19:25.184]  We'll ensure our victory against the New World Order.
[03:19:25.184 --> 03:19:26.646]  They're coming for you and your family.
[03:19:26.646 --> 03:19:27.908]  They're coming for me.
[03:19:27.908 --> 03:19:29.150]  They're coming for the children.
[03:19:29.150 --> 03:19:31.714]  But to get to the children, they've got to get through us first.
[03:19:31.714 --> 03:19:35.219]  These monsters are all over television, wanting to give these shots to newborn babies.
[03:19:35.219 --> 03:19:36.401]  They're already giving them to pregnant women.
[03:19:36.641 --> 03:19:38.722]  Miscarriages are off the chart.
[03:19:38.722 --> 03:19:44.145]  80 plus percent increase in miscarriages in the first two primesters after these poison shots.
[03:19:44.145 --> 03:19:48.068]  We can and will save the children, and they are counting on us.
[03:19:48.068 --> 03:19:49.288]  Let's do it together.
[03:19:49.288 --> 03:19:51.590]  And the fight starts at InfoWars.com.
[03:19:51.590 --> 03:19:55.392]  And the fight continues with your financial support at InfoWarsStore.com.
[03:19:55.392 --> 03:19:59.294]  Now take action now!
[03:19:59.294 --> 03:20:05.198]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:20:13.160 --> 03:20:14.041]  We are back.
[03:20:14.041 --> 03:20:15.382]  It is the Alex Jones Show.
[03:20:15.382 --> 03:20:29.658]  I am Jason Vermas sitting in the fourth hour and before we go to this clip of Elon Musk introducing the Optimus Bot and really over promising and introducing a humanoid robot
[03:20:30.416 --> 03:20:53.115]  To get you accustomed to being automated out and interacting with AI and interacting, believe it or not, with the metaverse as well because these entities are going to start to become more and more lifelike and the programmable mind files, if you will, the software, are often going to be based on real people you knew.
[03:20:53.115 --> 03:20:54.737]  That's actually the plan.
[03:20:55.347 --> 03:20:59.789]  But before we go to that clip, I don't want to make this broadcast all about Elon Musk.
[03:20:59.789 --> 03:21:01.169]  You know, I've done that in the past.
[03:21:01.169 --> 03:21:02.750]  I've spent a whole hour on Musk.
[03:21:02.750 --> 03:21:04.610]  You can watch those.
[03:21:04.610 --> 03:21:09.712]  You can also read a piece that I did, Five Reasons Why Elon Musk Should Not Be Trusted.
[03:21:09.712 --> 03:21:12.653]  It's over at thercreader.com.
[03:21:12.653 --> 03:21:16.814]  That's a local publication here that actually goes to print in this day and age of 2023.
[03:21:16.814 --> 03:21:16.874]  And...
[03:21:18.995 --> 03:21:42.149]  At the top of Band.Video, where I have a channel, Reality Rants with Jason Burmess, I just did a spectacular, just awesome roundtable with Derek Brose of The Conscious Resistance, James Corbett of The Corbett Report, Whitney Webb, who just put out One Nation under blackmail, and of course, Ryan Christian, the last American vagabond.
[03:21:42.149 --> 03:21:43.290]  So we went over a lot.
[03:21:43.950 --> 03:21:48.034]  We didn't play a lot of clips, but I definitely went over a lot of documentation.
[03:21:48.034 --> 03:21:53.138]  I almost feel like I talked too much, but there's so many things to talk about with Musk.
[03:21:53.138 --> 03:22:05.988]  And in that vein, before we get going, I want everybody to understand, you're being psychologically manipulated, okay, in fifth generation warfare.
[03:22:05.988 --> 03:22:12.954]  They've got the hip billionaire up there, the Tony Stark-like figure in his cool leather jacket,
[03:22:13.638 --> 03:22:20.966]  With a robot, again that's not even a robot, that's a display piece, later on they show you what they got and it does like this thing, we're not even going to get into that.
[03:22:20.966 --> 03:22:27.353]  Again, over promising, under delivering, and then you hear what he says, okay?
[03:22:27.353 --> 03:22:33.560]  After it gets wheeled away and we're going to do a little jump, it's not the cleanest video that I've ever had here, but again,
[03:22:34.443 --> 03:22:51.647]  You're given this savior type person and he's gonna promise you the world just like I played clips of Walter Cronkite back in the day showing you all these devices and saying, you know, you're gonna have a 30-hour work week, there's gonna be month-long vacations, all this automation, everything's gonna be great.
[03:22:51.647 --> 03:22:52.567]  What happened?
[03:22:52.567 --> 03:23:00.389]  Well, instead of one person going from their 40 or 40 plus hour work week and being able to have like a family of
[03:23:01.036 --> 03:23:02.977]  Really, four or five people easy.
[03:23:02.977 --> 03:23:08.579]  You know, might be stressing it with three to five kids, but yeah, that five mark, you could probably make it.
[03:23:08.579 --> 03:23:12.560]  Have a house, have a couple cars on top of it, no problem.
[03:23:12.560 --> 03:23:23.644]  To both people working 40 plus hours, sometimes having part-time jobs on top of that, and barely able to afford two children renting, not owning anything.
[03:23:23.644 --> 03:23:29.146]  That's how technology improved our standard of living in this country, believe it or not.
[03:23:29.895 --> 03:23:37.117]  Okay, so be very wary of Musk when he makes these open and very empty promises, in my opinion.
[03:23:37.117 --> 03:23:38.277]  So here we go, let's start it off.
[03:23:38.277 --> 03:23:46.359]  So he's telling you here, we're making a robot that's going to be in the millions of units and he's going to promise it to you for under the price of a car.
[03:23:46.359 --> 03:23:46.820]  That part's true.
[03:23:56.817 --> 03:24:03.159]  And it is expected to cost much less than a car.
[03:24:03.159 --> 03:24:08.221]  I would say probably less than $20,000 would be my guess.
[03:24:08.221 --> 03:24:11.062]  And let me explain why that is important.
[03:24:11.062 --> 03:24:14.383]  And by the way, this is where it kind of like gets wheeled past them.
[03:24:14.383 --> 03:24:16.164]  They're coming in hot with this thing.
[03:24:16.164 --> 03:24:18.284]  I want to get to this part of the clip right here.
[03:24:18.284 --> 03:24:21.365]  Because this is where it takes place.
[03:24:21.365 --> 03:24:22.926]  This is where you're promised everything.
[03:24:23.712 --> 03:24:24.553]  All right?
[03:24:24.553 --> 03:24:30.757]  Oh, just like the brain chip that he's pushing, the Neuralink is going to solve all these problems.
[03:24:30.757 --> 03:24:35.661]  This automation is going to change the entire economy.
[03:24:35.661 --> 03:24:48.711]  And if it's used in a benign sense, as we know everything is, especially technology, oh yes, it's been used so well to empower humanity and not enslave it in large factions.
[03:24:48.711 --> 03:24:50.112]  I'm sure that's exactly what's going to happen.
[03:24:50.112 --> 03:24:51.373]  So just hear what he has to say here.
[03:24:51.946 --> 03:24:57.871]  A lot of work to be done to refine Optimus and improve it.
[03:24:57.871 --> 03:25:01.374]  Obviously, this is just Optimus version 1.
[03:25:01.374 --> 03:25:14.125]  And that's really why we're holding this event, which is to convince some of the most talented people in the world, like you guys, to join Tesla and help make it a reality.
[03:25:14.125 --> 03:25:19.450]  And bring it to fruition at scale, such that it can help millions of people.
[03:25:20.830 --> 03:25:25.331]  And the potential, like I said, really boggles the mind.
[03:25:25.331 --> 03:25:28.412]  Because you have to say, what is an economy?
[03:25:28.412 --> 03:25:35.514]  An economy is sort of productive entities times their productivity.
[03:25:35.514 --> 03:25:39.175]  Capital times productivity per capita.
[03:25:39.175 --> 03:25:45.636]  At the point at which there is not a limitation on capital, it's not clear what an economy even means at that point.
[03:25:45.636 --> 03:25:47.417]  An economy becomes quasi-infinite.
[03:25:48.371 --> 03:25:53.872]  So, what he's really talking about here, when he talks about a quasi-infinite economy.
[03:25:53.872 --> 03:26:09.116]  Notice, he never talked about it as a vehicle or an engine for an individual to have a higher standard of living or socially or economically climb, right?
[03:26:09.116 --> 03:26:11.177]  Which is what you want in a good economy.
[03:26:11.177 --> 03:26:15.718]  You want individuals to have property ownership and rights
[03:26:16.643 --> 03:26:18.648]  Okay, and good working conditions, all those.
[03:26:18.648 --> 03:26:20.193]  That's not even in the discussion.
[03:26:21.167 --> 03:26:35.135]  But, on the other end of that, when you hear the Davos crowd talk about the new economies, they're not only pushing CBDCs, which we're going to talk about, okay, and really, they already have blockchain people out there.
[03:26:35.135 --> 03:26:37.377]  That's already a real thing.
[03:26:37.377 --> 03:26:38.878]  Davos has a whole thing on it.
[03:26:38.878 --> 03:26:46.122]  Already running refugee camps on the blockchain via this type of digital cryptocurrency.
[03:26:46.122 --> 03:26:47.923]  Remember, SDRs, IMF,
[03:26:49.088 --> 03:26:57.512]  International Monetary Fund, well over a decade ago, started distributing money through special drawing rights or zeros and ones on a computer.
[03:26:57.512 --> 03:27:01.053]  Now that's not blockchain technology, but it shows you where it's moving.
[03:27:01.053 --> 03:27:03.795]  And then, the Davos crowd is going to try to sell you on what?
[03:27:03.795 --> 03:27:05.875]  Stakeholder capitalism.
[03:27:05.875 --> 03:27:06.996]  Oh!
[03:27:06.996 --> 03:27:09.237]  Stakeholder capitalism is so benevolent.
[03:27:09.887 --> 03:27:11.889]  That's the reality of this thing.
[03:27:11.889 --> 03:27:15.293]  And they're going to say it's, what, how well you behave?
[03:27:15.293 --> 03:27:17.235]  And then it gets into your carbon credit system.
[03:27:17.235 --> 03:27:19.338]  And by the way, you got an Apple device?
[03:27:19.338 --> 03:27:19.958]  Look it up.
[03:27:19.958 --> 03:27:22.721]  Apple's got a social credit score on you already.
[03:27:22.721 --> 03:27:27.367]  And now here's the big push, the big promise from Elon Muskernuts.
[03:27:31.514 --> 03:27:42.636]  What, you know, taken to fruition in the hopefully benign scenario, this means a future of abundance.
[03:27:42.636 --> 03:27:47.037]  A future where there is no poverty.
[03:27:47.037 --> 03:27:50.878]  Where people, you can have whatever you want.
[03:27:50.878 --> 03:27:53.698]  You can have whatever you want.
[03:27:53.698 --> 03:27:57.119]  You can have whatever you want.
[03:27:57.119 --> 03:27:58.699]  No more poverty.
[03:27:59.531 --> 03:28:02.353]  Again, he even kind of shrugs into the benign sense.
[03:28:02.353 --> 03:28:08.176]  When has any of this stuff ever been used in the benign sense?
[03:28:08.176 --> 03:28:14.680]  Look, mRNA technology, in some cases, could be empowering humanity.
[03:28:14.680 --> 03:28:16.821]  What did the establishment use it for?
[03:28:16.821 --> 03:28:26.487]  Well, on the other side of this, I'm going to show you the Moderna CEO bragging about how their new mRNA shot is straight to the heart!
[03:28:27.293 --> 03:28:29.393]  Or after you have a stroke or a heart attack.
[03:28:29.393 --> 03:28:38.475]  And by the way, the only way we're able to produce this are from the profits from our only product, the Hate and Lies COVID-19 84 Shot.
[03:28:38.475 --> 03:28:40.595]  This is the Alex Jones Show.
[03:28:40.595 --> 03:28:43.436]  Marathon show starts tomorrow, 8 a.m.
[03:28:43.436 --> 03:28:43.856]  Central.
[03:28:43.856 --> 03:28:44.596]  Hey, catch me.
[03:28:44.596 --> 03:28:45.756]  I'm live at 7 a.m.
[03:28:45.756 --> 03:28:47.697]  Central, an hour before.
[03:28:47.697 --> 03:28:50.257]  Then you can go hardcore into the night.
[03:28:50.257 --> 03:28:55.778]  Infowarsstore.com is where you can financially support this broadcast and this outfit.
[03:28:57.093 --> 03:29:04.297]  Ladies and gentlemen, InfoWars live products have always been the highest quality, triple tested, and you've seen the rave reviews.
[03:29:04.297 --> 03:29:15.303]  But doing deep research, we made contact with the top company in the United States, and it turned out they were supplying almost all the raw materials to the companies that we were already using.
[03:29:15.303 --> 03:29:23.887]  So we've gone directly to the source, and that means we can give you lower prices on the very same high quality supplements, and in some cases, even better.
[03:29:23.887 --> 03:29:24.448]  Introducing
[03:29:25.288 --> 03:29:29.871]  InfoWarsMD at InfoWarsStore.com.
[03:29:29.871 --> 03:29:35.134]  InfoWarsMD exclusively at InfoWarsStore.com has 10 new products.
[03:29:35.134 --> 03:29:43.339]  Turmeric 95, Libido RX, Better Mood, Nitric Boost, Mushroom Max, Anitropic, Angel's Vitality Collagen,
[03:29:43.739 --> 03:29:49.863]  Mark Twain, one of America's greatest writers and satirists and minds, famously said more than 150 years ago,
[03:30:05.974 --> 03:30:09.496]  Rumors of his demise have been greatly exaggerated.
[03:30:09.496 --> 03:30:13.558]  Because the newspapers kept saying he died decades before he did die.
[03:30:13.558 --> 03:30:15.819]  And it's the same psy-op today.
[03:30:15.819 --> 03:30:20.141]  InfoWars is more influential and more powerful than ever because of your support.
[03:30:20.141 --> 03:30:22.682]  And because the facts of what we've covered is coming true.
[03:30:23.382 --> 03:30:32.212]  But if they can convince you we've been shut down, if they can convince you that we're going away, and you stop supporting, you stop spreading the word, then they do win.
[03:30:32.212 --> 03:30:37.899]  Ladies and gentlemen, there's only one group of people that can shut down InfoWars, and that's you, the viewers and listeners.
[03:30:38.399 --> 03:30:40.340]  If you decide we're done, we're done.
[03:30:40.340 --> 03:30:47.604]  If you decide to go to InfoWarsTore.com and get supplements and books and films and t-shirts and so much more, we will stay on the air indefinitely.
[03:30:47.604 --> 03:30:49.025]  It is all in your hands.
[03:30:49.025 --> 03:30:50.366]  So thanks for your support.
[03:30:50.366 --> 03:30:51.567]  Stand up against the globalists.
[03:30:51.567 --> 03:30:54.849]  Go to InfoWarsTore.com right now and keep us on air.
[03:30:54.849 --> 03:30:55.329]  It's up to you.
[03:30:57.935 --> 03:31:01.057]  I talk a lot about the great successes InfoWars has had.
[03:31:01.057 --> 03:31:03.379]  I don't think anybody can deny it.
[03:31:03.379 --> 03:31:07.322]  And it is because of listeners and viewers supporting us.
[03:31:07.322 --> 03:31:16.249]  When we talk about the crew at InfoWars, people behind the scenes, the researchers, the writers, they really have been the MVPs in this fight.
[03:31:16.249 --> 03:31:23.134]  And we look at Harrison Smith and Owen Schroyer and the hard work they engage in every day, five, six, seven days a week.
[03:31:23.134 --> 03:31:24.035]  It's really just incredible.
[03:31:25.043 --> 03:31:28.667]  So for myself and the whole InfoWars crew, I thank you for your past support.
[03:31:28.667 --> 03:31:34.493]  I only encourage you now to realize that InfoWars cannot stay on air if you do not support us.
[03:31:34.493 --> 03:31:35.434]  I know you spread the word.
[03:31:35.434 --> 03:31:36.956]  I know you pray for us, and that's wonderful.
[03:31:36.956 --> 03:31:37.517]  Keep doing it.
[03:31:37.517 --> 03:31:44.584]  But most viewers and listeners, never go to InfoWarsStore.com, and you never buy great products that enrich and empower your life.
[03:31:44.584 --> 03:31:45.766]  All at the same time, keep us on air.
[03:31:46.446 --> 03:31:50.748]  I know that less than 1% of our listeners actually go buy products at InfoWarsaw.com.
[03:31:50.748 --> 03:31:55.691]  If just 1% more of you took action and went to InfoWarsaw.com, our funding problems will be over.
[03:31:55.691 --> 03:31:56.672]  Please take action now.
[03:31:56.672 --> 03:32:00.774]  The second American revolution is happening right now against the New World Order.
[03:32:01.434 --> 03:32:06.638]  And the answer to their 1984 tyranny is the 1776 mindset.
[03:32:06.638 --> 03:32:11.481]  And Infowars embodies that fight for human liberty against globalist tyranny.
[03:32:11.481 --> 03:32:15.825]  Now in the last year we've done a very successful fundraiser of silver coins.
[03:32:16.425 --> 03:32:25.951]  When you buy the coin, you know that you are supporting the transmission and you get a historical memento so you can remember the great contribution you made to freedom.
[03:32:25.951 --> 03:32:38.940]  Now, despite the fact that the coins are selling out, the last of the four coin series, Teddy Roosevelt, Man of the Arena, we're offering it for $30 off right now while supplies last at 1776coin.com.
[03:32:38.940 --> 03:32:42.022]  And just like an NPR pledge drive where they mark up a coffee cup or a t-shirt,
