[00:00:05.746 --> 00:00:08.747]  Everything is proceeding
[03:12:19.594 --> 03:12:26.175]  They're very docile and very grateful to their, you know, whoever they're working for, and they're very good tenants.
[03:12:26.175 --> 03:12:28.396]  Because, like I said, I'm in the real estate field.
[03:12:28.396 --> 03:12:30.116]  What I do notice is they're not active
[03:12:30.846 --> 03:12:36.751]  They're not doing what they're doing out there in your part of the country, like in California, Arizona.
[03:12:36.751 --> 03:12:38.713]  That over there is a lot of lying.
[03:12:38.713 --> 03:12:58.910]  I heard your show yesterday, you know, the last show you had on that topic, and what I can tell you is that guy, I saw him, the one from that university, UCLA, that professor, Latino, he's full of it, because as far as him saying that he's the northern front inside the belly of the beast, and that he's just the beginning of Latin America,
[03:12:59.417 --> 03:13:01.879]  Well, I'm from South America originally.
[03:13:01.879 --> 03:13:03.501]  And, um, especially Ecuador.
[03:13:03.501 --> 03:13:05.803]  So, that's where my parents are from.
[03:13:05.803 --> 03:13:07.725]  Um, totally false.
[03:13:07.725 --> 03:13:09.547]  I mean, South America?
[03:13:10.394 --> 03:13:14.496]  They're not interested in that kind of axis.
[03:13:14.496 --> 03:13:16.097]  They don't want that kind of union.
[03:13:16.097 --> 03:13:17.658]  They don't care what goes on over here.
[03:13:17.658 --> 03:13:20.640]  Well, I said something good about Hugo Chavez four years ago.
[03:13:20.640 --> 03:13:23.781]  He led the coalition to stop the American Union.
[03:13:23.781 --> 03:13:27.924]  I mean, it was openly being formed, and Hugo Chavez killed that.
[03:13:27.924 --> 03:13:35.648]  I don't like the fact that he's starting to restrict free speech and do other things, and I don't believe in socialism, but I agree, he's certainly not the New World Order.
[03:13:35.908 --> 03:13:37.149]  Ma'am, I appreciate your call.
[03:13:37.149 --> 03:13:37.869]  Very revealing.
[03:13:37.869 --> 03:13:40.130]  God bless you, Laura.
[03:13:40.130 --> 03:13:41.650]  George Humphrey, you wanted to comment on this?
[03:13:41.650 --> 03:13:44.711]  Yeah, I have a special insight on this.
[03:13:44.711 --> 03:13:48.393]  My former wife is from Jalisco, from Puerto Vallarta.
[03:13:48.393 --> 03:13:53.475]  I've been down in Mexico at least once or twice a year for the last 25 years.
[03:13:53.475 --> 03:13:57.456]  My kids speak puro, puro, puro Espanol.
[03:13:57.456 --> 03:14:01.578]  My in-laws down in Mexico are some of the finest people on this planet.
[03:14:01.578 --> 03:14:04.079]  They're also very, very involved in the
[03:14:04.839 --> 03:14:26.195]  uh... political parties down there they know what's going on and they just say you know what america is the only country in the world with open borders we've got what twenty to thirty million illegals in this country you don't know exactly how many they are this is the only nation on the planet that allows this
[03:14:27.162 --> 03:14:32.326]  And it's not the problem of the Mexicans or the Central Americans coming up here.
[03:14:32.326 --> 03:14:36.669]  If I was from Ecuador, I'd probably come up here myself and want to come up here.
[03:14:37.193 --> 03:14:42.576]  But the point is, is that every country needs to take care of itself.
[03:14:42.576 --> 03:14:46.819]  Well, the globalists are radicalizing, and they're trying to use it as a weapon.
[03:14:46.819 --> 03:14:53.182]  And these communist groups are saying, they want to get me, I'm evil, I'm white, they're going to get my guns, they're going to get my kids.
[03:14:53.182 --> 03:14:58.985]  And I'm saying, look, I'm not against you because you got brown skin, but when you start saying you want to kill me, you got a problem.
[03:14:58.985 --> 03:15:01.547]  And there's another fact that goes into this.
[03:15:03.129 --> 03:15:09.678]  83% of all first-generational Latin Americans who are now US citizens are for real...
[03:15:12.556 --> 03:15:13.757]  Immigration reform.
[03:15:13.757 --> 03:15:19.341]  They know that a Balkanized America is not a good America.
[03:15:19.341 --> 03:15:22.644]  Well, the government wants to make sure people don't integrate.
[03:15:22.644 --> 03:15:24.285]  But they want to keep everybody in their group.
[03:15:24.285 --> 03:15:24.705]  Absolutely.
[03:15:24.705 --> 03:15:26.407]  That's why they're against everybody learning English.
[03:15:26.407 --> 03:15:28.328]  You know, it's amazing.
[03:15:28.328 --> 03:15:31.531]  85-90% of Americans are hip to what's going on.
[03:15:31.531 --> 03:15:32.792]  They want to close the borders.
[03:15:32.792 --> 03:15:34.393]  They want to protect things.
[03:15:34.393 --> 03:15:35.814]  It's the media and the government.
[03:15:35.814 --> 03:15:37.235]  The Democrats want to bring in
[03:15:37.731 --> 03:15:45.414]  New imports because it's the only source of new votes and Republicans want to do it to keep things messed up and to keep wages low.
[03:15:45.414 --> 03:15:49.916]  And we aborted 50 million Americans and so we have to have this new workforce.
[03:15:49.916 --> 03:15:50.637]  I mean, we killed.
[03:15:50.637 --> 03:15:55.279]  I mean, 50 plus percent of blacks have never been born since 73.
[03:15:55.279 --> 03:15:55.559]  Sick.
[03:15:55.559 --> 03:15:59.420]  I mean, it's sick.
[03:15:59.420 --> 03:16:00.701]  I mean, this is death.
[03:16:04.446 --> 03:16:05.907]  Let's go ahead and thank you, Laura.
[03:16:05.907 --> 03:16:07.808]  Let's talk to Margaret in Oklahoma.
[03:16:07.808 --> 03:16:09.949]  You're on the air, Margaret.
[03:16:09.949 --> 03:16:10.790]  Hello.
[03:16:10.790 --> 03:16:13.992]  I have four questions I want to ask real fast.
[03:16:13.992 --> 03:16:20.515]  Schaefer Cox, I saw a meeting he had in Montana, he had in December.
[03:16:20.515 --> 03:16:25.278]  I saw it and I looked on the internet to see more about him and he said he was in jail
[03:16:25.834 --> 03:16:30.437]  He had something called the Liberty Bell that all his supporters were supposed to come and help him out.
[03:16:30.437 --> 03:16:33.759]  I don't know who Schaefer Cox is, ma'am, so I can't really comment on that.
[03:16:33.759 --> 03:16:35.180]  What else?
[03:16:35.180 --> 03:16:38.102]  Oh, okay.
[03:16:38.102 --> 03:16:39.343]  A second one, Haiti.
[03:16:39.343 --> 03:16:45.007]  I was wondering about Haiti, because is it really, is it possible that those two were actually murdered?
[03:16:45.007 --> 03:16:54.914]  Because I was living in a country in, this is called East Pakistan, a few years ago, and the military went door-to-door murdering people.
[03:16:56.005 --> 03:17:10.034]  Well, I know Haiti is an incredible police state, Margaret, and that's the whole point, is that America isn't perfect, and now it's been seized as an engine of global domination, so people can point at America and say we're bad, but we've gone against our Bill of Rights and Constitution.
[03:17:10.034 --> 03:17:12.575]  It's still the best, and that's why the globalists want to pull it down.
[03:17:12.575 --> 03:17:23.142]  Yeah, but the CIA was probably behind what happened in East Pakistan, but the CIA has, like, drug
[03:17:26.026 --> 03:17:29.086]  Margaret, I hear you and I agree with you.
[03:17:29.086 --> 03:17:38.569]  Eric Prince said that Blackwater wasn't in Pakistan killing people and then he gave a speech and got recorded at Vanity Fair Hazard where he was saying they're in Pakistan.
[03:17:38.569 --> 03:17:44.531]  It's just non-stop and now they don't deny that our government grows the opium, they just admit it like it's a good thing.
[03:17:44.531 --> 03:17:48.432]  I'm over in India and Southeast Asia every year for a couple months a year.
[03:17:49.072 --> 03:17:52.875]  And there's no question that Blackwater is over there.
[03:17:52.875 --> 03:17:54.556]  There's no question that the U.S.
[03:17:54.556 --> 03:18:01.260]  government is growing the opium, just like the British East India Bay Company used to grow the opium.
[03:18:01.260 --> 03:18:05.683]  You know how Franklin Delano Roosevelt's family made all their palatial wealth?
[03:18:05.683 --> 03:18:05.963]  Opium!
[03:18:06.403 --> 03:18:06.843]  Opium.
[03:18:06.843 --> 03:18:18.448]  The Delano family brought the opium from Southeast Asia to China and kept China totally, totally addicted to opium for over a hundred years.
[03:18:18.448 --> 03:18:19.408]  No, they know what they're doing.
[03:18:19.408 --> 03:18:24.010]  The government ships it in, and then SWAT teams any fool that they think has it.
[03:18:24.010 --> 03:18:25.590]  Let's go to Stewart in New York.
[03:18:25.590 --> 03:18:26.991]  Stewart, you're on the air.
[03:18:26.991 --> 03:18:29.132]  Good afternoon, Alex.
[03:18:29.132 --> 03:18:35.554]  It seems that mass fear and confusion can only help our friends in the New World Order.
[03:18:36.632 --> 03:18:40.775]  Who was it that said that it's a shame to waste a good disaster?
[03:18:40.775 --> 03:18:42.896]  I'm just paraphrasing that.
[03:18:42.896 --> 03:18:43.817]  It's Rahm Emanuel.
[03:18:43.817 --> 03:18:46.319]  He says you don't want a good crisis to go to waste.
[03:18:46.319 --> 03:18:48.940]  Well, it seems we've got two on the horizon now.
[03:18:48.940 --> 03:18:58.947]  In addition to the economic crisis, I'd like to go back to what's happening in the Gulf of Mexico and the volcano situation.
[03:18:58.947 --> 03:19:01.068]  You had touched on the possibility that
[03:19:02.133 --> 03:19:06.375]  What happened in the Gulf was not an accident.
[03:19:06.375 --> 03:19:13.098]  And if you remember what happened at 9-11, who benefits?
[03:19:13.098 --> 03:19:21.662]  There is some talk going around that, in fact, it wasn't an accident and it's coming from what I consider to be reliable sources.
[03:19:21.662 --> 03:19:23.043]  Who benefits?
[03:19:23.043 --> 03:19:26.864]  Let's look at our friends in North Korea.
[03:19:26.864 --> 03:19:29.145]  If there's anything that you can do as far as tracing
[03:19:31.329 --> 03:19:40.079]  Short options in the stock exchanges like we did with the airlines when 9-11 happened.
[03:19:40.079 --> 03:19:43.863]  I would sincerely appreciate that.
[03:19:43.863 --> 03:19:47.948]  With the volcanoes, it's going to shorten the growing seasons.
[03:19:49.077 --> 03:19:50.759]  And it's going to create a food shortage.
[03:19:50.759 --> 03:19:54.021]  And again, that's something that the new... Well, you know what they say, when it rains, it pours.
[03:19:54.021 --> 03:19:55.563]  We'll get George Humphrey's comment on that.
[03:19:55.563 --> 03:20:01.207]  Then we're going to get into psychic vampires of the New World Order and a lot more straight ahead.
[03:20:01.207 --> 03:20:02.268]  We'll be right back.
[03:20:02.268 --> 03:20:06.391]  Are you tired of out-of-control, irresponsible federal deficit spending?
[03:20:06.391 --> 03:20:10.655]  Increasing the money supply without increasing productive output leads to inflation.
[03:20:10.655 --> 03:20:12.236]  You get less for your money.
[03:20:12.236 --> 03:20:17.921]  If you want to protect the buying power of dollars for your future, then call Peter May at Midas Resources.
[03:20:17.961 --> 03:20:18.501]  I think so.
[03:20:41.898 --> 03:20:43.159]  We're good to go.
[03:21:02.131 --> 03:21:03.512]  Are you prepared?
[03:21:03.512 --> 03:21:05.813]  Well, you need to be hardcore prepared.
[03:21:05.813 --> 03:21:07.194]  There is a difference.
[03:21:07.194 --> 03:21:13.078]  To be hardcore prepared, equip yourself with the latest survival gear available at tacktowngear.com.
[03:21:13.078 --> 03:21:16.080]  All Tactown gear has been field tested by Canadian and U.S.
[03:21:16.080 --> 03:21:17.881]  forces, so you know it's tough.
[03:21:17.881 --> 03:21:18.882]  What kind of gear?
[03:21:18.882 --> 03:21:21.023]  72-hour survival kits as low as $55.
[03:21:21.023 --> 03:21:21.623]  Holsters for $21.
[03:21:24.025 --> 03:21:24.466]  We're good to go.
[03:21:43.789 --> 03:21:47.430]  Visit Tacktowngear.com right now for your preparedness needs.
[03:21:47.430 --> 03:21:50.471]  That's T-A-C-T-O-W-N-G-E-A-R dot com.
[03:21:50.471 --> 03:21:52.292]  Tacktowngear.com.
[03:21:52.292 --> 03:21:53.952]  Or call Tacktown Gear at 418-844-9111.
[03:21:53.952 --> 03:21:54.592]  Again, that's 418-844-9111.
[03:22:03.150 --> 03:22:05.512]  It really says that the state is God.
[03:22:26.272 --> 03:22:32.234]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[03:22:32.234 --> 03:22:36.416]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[03:22:36.416 --> 03:22:40.718]  Prepare to enter the secretive world of emergency dictatorship.
[03:22:40.718 --> 03:22:43.399]  Body scanners, sound cannons, citizen spies,
[03:22:43.943 --> 03:22:46.644]  Stage terror and cameras on every street corner.
[03:22:46.644 --> 03:22:50.205]  It's only the beginning of the New World Order's hellish plan.
[03:22:50.205 --> 03:22:52.186]  The police state isn't coming.
[03:22:52.186 --> 03:22:53.306]  It's here.
[03:22:53.306 --> 03:23:00.109]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[03:23:01.229 --> 03:23:04.432]  Times are tough, and you gotta stretch that dollar.
[03:23:04.432 --> 03:23:15.064]  A special invitation for listeners to say, sign up at DooblyShoppers.com today and start paying the absolute guaranteed lowest internet retail prices for the coolest stuff!
[03:23:15.064 --> 03:23:19.829]  New premium brand name TVs, laptops, watches, camcorders, Blu-ray players, and more!
[03:23:20.029 --> 03:23:23.090]  All with factory warranties, just like you'd get from a retail chain.
[03:23:23.090 --> 03:23:26.672]  Except for the absolute guarantee lowest internet retail prices.
[03:23:26.672 --> 03:23:29.713]  They start low and go lower with our reverse auctions.
[03:23:29.713 --> 03:23:32.834]  You save even more with your first $8 auction purchase.
[03:23:32.834 --> 03:23:37.676]  Dubli will give you an instant $25 dining certificate good at thousands of nationwide restaurants.
[03:23:37.816 --> 03:23:42.659]  Plus a $500 vacation discount voucher, usable at hundreds of resorts around the U.S.
[03:23:42.659 --> 03:23:43.199]  and world.
[03:23:43.199 --> 03:23:45.181]  Sign up today at DooblyShoppers.com.
[03:23:45.181 --> 03:23:51.264]  Pay the absolute guaranteed lowest internet retail prices and listeners receive special rewards.
[03:23:51.264 --> 03:23:55.267]  It's worth a peek to keep money in your pocket and the coolest stuff in your home and garage.
[03:23:55.267 --> 03:23:57.468]  Sign up today at DooblyShoppers.com.
[03:23:57.468 --> 03:23:59.810]  That's D-U-B-L-I Shoppers.com.
[03:23:59.810 --> 03:24:02.331]  You'll be glad you did.
[03:24:02.331 --> 03:24:05.914]  No matter how hard you try, you can't stop us now.
[03:24:10.026 --> 03:24:20.363]  We're going to continue with your phone calls.
[03:24:20.363 --> 03:24:22.366]  The controllers win if they can
[03:24:24.389 --> 03:24:27.730]  Manipulate the political debate and give you false choices.
[03:24:27.730 --> 03:24:31.691]  If they control the field, they own the horse track, they own the horses, they win.
[03:24:31.691 --> 03:24:37.333]  We have to realize that this whole game is rigged and then offer an alternative to people.
[03:24:37.333 --> 03:24:41.515]  The average American's been taught things are so bad because the American system doesn't work.
[03:24:41.515 --> 03:24:41.655]  No.
[03:24:42.675 --> 03:24:59.878]  I mean, if I buy a new car and it's got the engine, you know, the way it's supposed to run, it's got oil in it, it's got all the belts on it, and I'm driving, you know, I drive it around for 50,000 miles and it never has a problem, and then I drain the oil out and remove a belt, it's not going to work!
[03:24:59.878 --> 03:25:04.999]  So we have to fix it instead of going into this globalist system.
[03:25:04.999 --> 03:25:09.020]  But, George, you were talking about how vampires and fables
[03:25:10.247 --> 03:25:10.427]  I think?
[03:25:41.427 --> 03:25:48.090]  Well, last night I went to a movie, and of the six trailers that were on, four of these were vampire movies.
[03:25:48.090 --> 03:25:59.314]  Now, the statistical probability of 80% of the movies that are coming out are about vampires is about zero.
[03:25:59.314 --> 03:26:02.736]  And the vampire movie... That's all I see is trailers and books!
[03:26:02.736 --> 03:26:04.876]  It is vampire, vampire, vampire!
[03:26:04.876 --> 03:26:08.718]  Television, movies, everything.
[03:26:09.628 --> 03:26:21.634]  And the reality is, is that that's there because they, the Illuminati, and when I say they, those in separation consciousness, those who are in fear-based consciousness, what we call the Illuminati.
[03:26:21.634 --> 03:26:22.814]  They're sadomasochists.
[03:26:22.814 --> 03:26:32.999]  Is that they believe in their own set of rules, that they have to tell the victims what they're going to do before they do it to make it okay.
[03:26:32.999 --> 03:26:35.320]  Just like the movie Wag the Dog.
[03:26:35.640 --> 03:26:38.602]  It was incredible, and most of y'all know about that movie.
[03:26:38.602 --> 03:26:39.002]  Tell them!
[03:26:39.002 --> 03:26:42.824]  It came out right before they actually ran a Wag the Dog in Serbia.
[03:26:42.824 --> 03:26:47.447]  Well, it was a movie about a president who was having trouble, a lot of political trouble.
[03:26:47.447 --> 03:26:51.470]  He was having an affair with one of his secretaries and that he...
[03:26:52.512 --> 03:27:06.783]  And that he created a war in Eastern Europe to get the minds of the people of America off what his... And they used a little girl running through rubble as the excuse when it turns out they lied about babies in incubators.
[03:27:06.783 --> 03:27:08.104]  They always put out a fake story.
[03:27:08.104 --> 03:27:09.245]  All this stuff.
[03:27:09.245 --> 03:27:11.947]  The whole movie was in the can.
[03:27:12.988 --> 03:27:19.893]  Six months before the Clinton allegations with Monica Lewinsky and what happened in Eastern Europe.
[03:27:19.893 --> 03:27:22.695]  It boggles the mind.
[03:27:22.695 --> 03:27:32.823]  When you and I started doing our stuff on 9-11, three days before on television there was a television show about an airliner going into the World Trade Center.
[03:27:32.823 --> 03:27:34.865]  Duh!
[03:27:34.865 --> 03:27:41.970]  They had oil storm four months before Katrina, even with the mayor in the show with the exact same thing happening.
[03:27:42.090 --> 03:27:44.512]  We can go on and on and on and on and on.
[03:27:44.512 --> 03:28:00.085]  But the archetype is, is that our so-called controllers are in separation consciousness, and they believe that only by materialism, by taking the blood of the people, the peasants, can they become more powerful.
[03:28:00.085 --> 03:28:02.447]  And of course, this is an archetype.
[03:28:02.447 --> 03:28:07.271]  Now, clearly, clearly, clearly, they're also telling us there's two ways to stop them.
[03:28:08.012 --> 03:28:10.514]  With silver and with crosses.
[03:28:10.514 --> 03:28:11.775]  They're telling us what to do.
[03:28:11.775 --> 03:28:14.837]  The cross represents spirituality.
[03:28:14.837 --> 03:28:29.507]  If you believe in God, and if you know that the grand organized design is going to protect our souls, and you stand up and look these people in the eye and say, I am in the light of God, there is no way you can hurt me, and silver.
[03:28:29.507 --> 03:28:30.788]  Silver and gold are the
[03:28:32.329 --> 03:28:33.150]  We're good to go.
[03:28:50.350 --> 03:28:51.530]  You have to stand up.
[03:28:51.530 --> 03:28:52.010]  Absolutely.
[03:28:52.010 --> 03:28:58.212]  What's the Abel Lugosi one where he's saying you have a strong will for one who's only lived one life.
[03:28:58.212 --> 03:28:59.652]  You have to stand up against them too.
[03:28:59.652 --> 03:29:04.654]  Yeah, and let me say this because I believe this very strongly.
[03:29:04.654 --> 03:29:07.114]  We humans, we are not victims.
[03:29:07.114 --> 03:29:10.235]  We as the citizens of this country are not victims.
[03:29:10.235 --> 03:29:12.756]  God does not create junk.
[03:29:12.756 --> 03:29:18.397]  If we allow the good energy, the loving energy, the healthy energy of the
[03:29:18.977 --> 03:29:19.278]  I think?
[03:29:35.475 --> 03:29:37.576]  The understanding that we are incredibly powerful.
[03:29:37.576 --> 03:29:41.217]  The globalists see us not as little pathetic weak things.
[03:29:41.217 --> 03:29:43.198]  They see us as 800 foot giants.
[03:29:43.198 --> 03:29:44.239]  They're scared to death of us.
[03:29:44.239 --> 03:29:52.642]  That's why they got TV and movies and cultures and drugs in our water and food to try to suppress us because they're horrified of us.
[03:29:52.642 --> 03:29:54.023]  We're on the march.
[03:29:54.023 --> 03:29:56.564]  The Empire's on the run.
[03:29:56.564 --> 03:29:59.245]  Alex Jones and the GCN Radio Network.
[03:30:01.840 --> 03:30:05.941]  Let me tell you a little bit about one of our great sponsors, HomeGain.com.
[03:30:05.941 --> 03:30:11.923]  This is the place to get you started buying or selling a home, finding a realtor, and getting any real estate questions answered.
[03:30:11.923 --> 03:30:16.104]  Go to HomeGain.com and see what I'm talking about.
[03:30:16.104 --> 03:30:22.826]  All you need to do is type in your home address and you will get an instant free estimate of your home's value online.
[03:30:22.826 --> 03:30:26.147]  This is a great way to be able to monitor the value of your home.
[03:30:26.147 --> 03:30:27.648]  And again, it's absolutely free.
[03:30:28.228 --> 03:30:30.269]  There are tons of tools to help you.
[03:30:30.269 --> 03:30:34.052]  For instance, if you want to remodel your home, go to HomeGain.com.
[03:30:34.052 --> 03:30:40.856]  Use their Home Sale Maximizer to help you determine which home improvements can most increase your home's value before you put it on the market.
[03:30:40.856 --> 03:30:43.958]  For 10 years, these folks have been helping home sellers and buyers.
[03:30:44.418 --> 03:30:46.761]  Visit their link at InfoWars.com.
[03:30:46.761 --> 03:30:52.169]  Look for Max, the Orange Home Gain Gorilla, to help you with any real estate needs you might have.
[03:30:52.169 --> 03:30:53.410]  You'll love this site.
[03:30:53.410 --> 03:30:55.293]  It's HomeGain.com.
[03:30:55.293 --> 03:30:58.177]  H-O-M-E G-A-I-N.com.
[03:30:58.177 --> 03:30:58.938]  Check them out today.
[03:31:02.276 --> 03:31:04.598]  They helped to create a New World Order.
[03:31:04.598 --> 03:31:06.980]  We are part of a New World Order.
[03:31:06.980 --> 03:31:10.182]  A New World Order based upon collective action.
[03:31:10.182 --> 03:31:15.287]  Invisible Empire is a damning indictment of the globalists through their own words and documents.
[03:31:15.287 --> 03:31:19.490]  The New World Order really is a tool for addressing a new world of possibilities.
[03:31:19.790 --> 03:31:22.153]  It means all the world under their control.
[03:31:22.153 --> 03:31:24.696]  The United Nations would take over America.
[03:31:24.696 --> 03:31:27.940]  The Trilateral Commission would control the world.
[03:31:27.940 --> 03:31:35.529]  Invisible Empire chronicles how men of power and influence have worked in stealth for centuries to establish an oppressive world government.
[03:31:35.882 --> 03:31:41.283]  I believe first of all that we now need nothing short of a world constitution for the global financial system.
[03:31:41.283 --> 03:31:44.124]  Global governance with the establishment of the G20.
[03:31:44.124 --> 03:31:47.804]  So it's going to be an inner ruling elite and then everyone else.
[03:31:47.804 --> 03:31:48.885]  And I got news for you.
[03:31:48.885 --> 03:31:50.225]  You're everyone else.
[03:31:50.225 --> 03:31:51.705]  Invisible Empire.
[03:31:51.705 --> 03:31:59.547]  Secure your copy today at InfoWars.com or PrisonPlanet.com or watch it online in the highest quality at PrisonPlanet.tv.
[03:32:01.576 --> 03:32:02.377]  Hi, everyone.
[03:32:02.377 --> 03:32:03.438]  Andy Anderson here.
[03:32:03.438 --> 03:32:07.862]  Are you using those little bottles of hand gel that kill germs, bacteria, and other nasties?
[03:32:07.862 --> 03:32:13.647]  In today's world, that's smart, especially with the filthy doorknobs, shopping carts, and handrails we touch every day.
[03:32:13.647 --> 03:32:17.991]  Did you know that once the alcohol evaporates in a few seconds, good-bye effectiveness?
[03:32:17.991 --> 03:32:19.693]  No more protection till you use it again.
[03:32:19.833 --> 03:32:21.194]  PureWorks to the rescue!
[03:32:21.194 --> 03:32:25.575]  Our FDA-compliant foam, lotion, soap, and spray do not contain alcohol.
[03:32:25.575 --> 03:32:27.776]  Their killing power lasts up to four hours.
[03:32:27.776 --> 03:32:39.800]  PureWorks disinfecting spray is EPA-certified to kill swine flu, bird flu, MRSA, HIV, hepatitis B and C, and for our friends in medicine, kills C. diff, along with a whole host of viruses and bacteria.
[03:32:39.800 --> 03:32:40.840]  Moles and fungus, too.
[03:32:40.840 --> 03:32:42.381]  It's even safe around pets and children.
[03:32:42.481 --> 03:32:45.663]  You'll love how your skin feels with PureWorks Soft and Supple.
[03:32:45.663 --> 03:32:46.823]  No more dry skin.
[03:32:46.823 --> 03:32:51.426]  Here's to a little peace of mind knowing that your hands are still germ-free hours later.
[03:32:51.426 --> 03:32:58.610]  Call now toll-free 888-245-0300 to get your hands on PureWorks and get PureWorks on your hands.
[03:32:58.610 --> 03:32:58.890]  That's 888-245-0300.
[03:33:13.382 --> 03:33:20.089]  It's like the head of the IMF, the head of the World Bank, they've all come out and they've said, the good times are over, that's a quote, you're going to be poor now.
[03:33:20.089 --> 03:33:21.931]  And they have all these other publications.
[03:33:21.931 --> 03:33:28.659]  I remember 10 years ago hearing NPR brag, we're going to have our economy fall apart, it's unsustainable, this is going to be good for the earth.
[03:33:28.659 --> 03:33:30.380]  No, it's good for them to control us.
[03:33:31.383 --> 03:33:34.064]  And they've hijacked the environmental movement.
[03:33:34.064 --> 03:33:34.864]  They control it.
[03:33:34.864 --> 03:33:37.064]  They have a lot of well-meaning people working for them.
[03:33:37.064 --> 03:33:38.185]  But I was talking to George Humphrey.
[03:33:38.185 --> 03:33:43.426]  I was saying, George, you know, for many years, you did your TV show here in Austin for more than a decade.
[03:33:43.426 --> 03:33:44.546]  You don't do it very often anymore.
[03:33:44.546 --> 03:33:50.128]  I said, why don't you just turn a YouTube camera on at your house once a week or when you're in town and upload stuff?
[03:33:50.128 --> 03:33:56.269]  And I was explaining to him how we have eight different YouTube channels that we've been uploading to for two years.
[03:33:56.269 --> 03:33:58.770]  I mean, we've had our stuff on YouTube since 2005 when it came out.
[03:34:00.330 --> 03:34:04.751]  But it's now more than half of the video on the web.
[03:34:04.751 --> 03:34:06.072]  So that's the battleground.
[03:34:06.072 --> 03:34:14.414]  Yeah, there's censorship, there's problems, but we go there because when we put it on YouTube it then gets duplicated to thousands of other video sites and then reaches people.
[03:34:14.414 --> 03:34:18.255]  But our 8 channels, over 110 million views, there are 44 million views.
[03:34:21.636 --> 03:34:24.439]  Just on one channel, and that's one small part.
[03:34:24.439 --> 03:34:28.762]  We're on now over 80 AM and FM affiliates, not 65, we've grown.
[03:34:28.762 --> 03:34:34.847]  We're now on Shortwave, Satellite, XM, the podcast, over 250,000 people downloaded today.
[03:34:34.847 --> 03:34:39.812]  We started an iPhone app that's free at Infowars.com, 40-plus thousand have downloaded that in the last three months.
[03:34:39.812 --> 03:34:41.413]  I mean, we have all these different ways.
[03:34:41.413 --> 03:34:44.636]  My films, the DVDs, people buy them, they make copies.
[03:34:44.636 --> 03:34:48.099]  A new documentary that we're carrying that we're going to have first that starts shipping out.
[03:34:48.559 --> 03:34:48.799]  I don't
[03:35:13.272 --> 03:35:13.673]  We're good to go.
[03:35:30.922 --> 03:35:33.984]  And, you know, to have Nightline here, and they were fully aware of that.
[03:35:33.984 --> 03:35:34.865]  That's what they were here about.
[03:35:34.865 --> 03:35:46.252]  They wanted to understand this, and that's why Obama and the UN and the New York Times and all these corporations, our Cass Sunstein, who's a big supporter of the new Supreme Court Justice nominee Kagan, they've all called
[03:35:46.872 --> 03:36:00.079]  In fact, when they had the La Raza extremist out at UCLA saying, we're going to get the old white people, we're taking over, we're going to get you, you know, government funded to do this, to divide people, they had a sign behind them saying, hate speech is not free speech.
[03:36:00.079 --> 03:36:06.442]  So there they are spewing true hate, but I defend their First Amendment until they call for sedition, which they were really doing, which is firing a theater.
[03:36:07.262 --> 03:36:10.624]  There they were, but then saying, my speech has to be taken.
[03:36:10.624 --> 03:36:13.926]  My guns have to be taken so they can carry out their system.
[03:36:13.926 --> 03:36:16.747]  And so they're really going to try this.
[03:36:16.747 --> 03:36:19.669]  I mean, they're really going for broke here.
[03:36:19.669 --> 03:36:27.334]  Before we go back to calls, George Humphrey, your take on the rollout, the trial balloons for Internet censorship and control.
[03:36:27.334 --> 03:36:28.954]  Well, I was just reading yesterday that
[03:36:30.602 --> 03:36:36.844]  Our wonderful new president, the man of change, is another one of his flip-flops.
[03:36:36.844 --> 03:36:51.610]  When he was on the campaign trail, he promised that he would protect the privacy and the freedom of the internet, and now his lawyers are pushing restrictions that are far greater than President George W. Bush ever thought about.
[03:36:52.270 --> 03:37:05.568]  Folks, if you have any of your dear friends who still believe that Barry Sotero is there for the people of this country, please take them out to lunch and just give them the objective information.
[03:37:05.568 --> 03:37:07.751]  This fellow is an incredible puppet.
[03:37:07.751 --> 03:37:08.192]  He's as
[03:37:09.741 --> 03:37:12.341]  You know, we know he is the tip of the spear.
[03:37:12.341 --> 03:37:13.862]  He is an incredible choice.
[03:37:13.862 --> 03:37:25.864]  Yeah, he's very good-looking, he's very articulate in front of the monitors, but he is a puppet of the New World Order, and he's very, very dangerous because he is so good.
[03:37:25.864 --> 03:37:32.965]  And he is not there for your rights, and he is working diligently to try and restrict the Internet.
[03:37:32.965 --> 03:37:35.465]  And the Internet is our friend.
[03:37:35.465 --> 03:37:38.086]  And they're going to try to take it down with a false cyber attack.
[03:37:38.686 --> 03:37:40.828]  It's like they create the financial terrorism.
[03:37:40.828 --> 03:37:42.469]  They stage the terror attacks.
[03:37:42.469 --> 03:37:56.922]  They're saying, oh the cyber attack's coming and we have to be able to shut the web off and restrict freedom and control all ISPs and decide who can be on the web and we have an internet too that's kindler and gentler to stop Al-Qaeda attacking our internet, George.
[03:37:56.922 --> 03:38:01.446]  Meanwhile, Obama's in all these speeches bemoaning how he's being discredited by the internet.
[03:38:01.446 --> 03:38:02.948]  Yeah, and just FYI,
