[00:00:03.622 --> 00:00:10.152]  Defending the Republic from enemies foreign and domestic, it's Alex Jones!
[01:21:09.484 --> 01:21:12.928]  It's called TSH, which is short for thyroid stimulant hormone.
[01:21:13.388 --> 01:21:20.736]  Of course, the normal conventional lab tests, normal ranges are off, but if your lumbar comes back below 1.5, then it's okay.
[01:21:20.736 --> 01:21:32.968]  If it's above 1.5, it'll be most likely a problem, but you'll be told that you're okay if it's below 5, so there's this range where almost all the conventional doctors are misunderstanding and misinterpreting the results.
[01:21:32.968 --> 01:21:36.292]  So, it's far more common than traditionally believed.
[01:21:37.092 --> 01:21:37.932]  So what do you do?
[01:21:37.932 --> 01:21:42.634]  Get off these things that have the fluorines and fluorides in it?
[01:21:42.634 --> 01:21:44.234]  Stop using the non-stick?
[01:21:44.234 --> 01:21:47.135]  Stop drinking out of the Bisphenol A?
[01:21:47.135 --> 01:21:48.535]  Stop drinking the fluorinated water?
[01:21:48.535 --> 01:21:49.556]  Stop bathing in it?
[01:21:49.556 --> 01:21:52.016]  I mean, are there ways to heal?
[01:21:52.016 --> 01:21:53.897]  The fluoride toothpaste and, you know, the flour.
[01:21:53.897 --> 01:21:56.578]  You know, you can't have brominated flour.
[01:21:56.578 --> 01:22:00.659]  That's definitely... So, no white flour, no bleached flour?
[01:22:01.639 --> 01:22:03.760]  Right, because it'll stay brominated on it.
[01:22:03.760 --> 01:22:09.381]  So though you have to stop the assault to your body, that's one, but then the detoxification can be somewhat of a challenge.
[01:22:09.381 --> 01:22:18.844]  And, you know, the key thing is if you have serious thyroid issues, most likely you're placed on a synthetic version of thyroid hormone, which is called, most commonly, Synthroid.
[01:22:19.965 --> 01:22:21.466]  Is that the one that's from cows?
[01:22:21.466 --> 01:22:21.606]  Yes.
[01:22:43.263 --> 01:22:43.624]  I don't know.
[01:22:43.624 --> 01:22:48.913]  I just did some research and saw them promoting and selling desiccated cow thyroid.
[01:22:48.913 --> 01:22:53.201]  I think that's a better one but it's somewhat hard to find.
[01:22:53.201 --> 01:22:54.624]  The most common thyroid is pig.
[01:22:56.067 --> 01:23:01.673]  And I guess you go to a doctor or clinic and they test your blood?
[01:23:01.673 --> 01:23:02.855]  Those are prescriptions.
[01:23:02.855 --> 01:23:06.919]  Most of the time you're going to get the test through a licensed healthcare professional.
[01:23:06.919 --> 01:23:10.804]  And those specific supplements do have to be prescriptions, at least in the United States.
[01:23:10.804 --> 01:23:15.469]  Of course you can be creative and go online and purchase these things overseas without a prescription.
[01:23:15.899 --> 01:23:20.962]  And then the women start to see their hair come back from the research I've looked at.
[01:23:20.962 --> 01:23:28.845]  But you notice when you search these terms, you mainly find people that want to do hair restoration or they want to sell you Midoxidil.
[01:23:28.845 --> 01:23:32.287]  They don't want to tell you, you know, it's just like mainline medical science.
[01:23:32.287 --> 01:23:40.191]  They want to treat the illness instead of, or treat the symptoms, instead of actually treating the underlying cause, correct?
[01:23:40.191 --> 01:23:42.172]  That tends to be the common pattern, yes.
[01:23:42.932 --> 01:23:44.332]  Boy, that is cold-blooded.
[01:23:44.332 --> 01:23:48.894]  So for all you women out there wondering why your hair is falling out at age 30, now you know.
[01:23:48.894 --> 01:23:53.816]  Are there any other causal things that people can knock out?
[01:23:53.816 --> 01:23:57.797]  And from your research, I mean, how much of the women's hair comes back?
[01:23:59.488 --> 01:24:01.389]  Well, it's variable.
[01:24:01.389 --> 01:24:16.981]  A good percentage of them will, and one of the other components that really is an important element, and really what I believe is the primary cause of obesity in this country, and it's clear and obvious that if you walk down any urban city, you'll find that two out of three people are overweight.
[01:24:16.981 --> 01:24:26.167]  I mean, it's a really massive epidemic that we're going into, and it's relatively recent, and I believe it's related to the manufacture of fructose.
[01:24:27.489 --> 01:24:28.550]  I don't know.
[01:24:38.683 --> 01:24:53.728]  Yeah, let's talk about high fructose, because now they're running ads where the smart woman, because they know women buy about 80% of the products, it's always a woman telling a man off or telling another woman off that, oh, it's a conspiracy theory that high fructose is bad.
[01:24:53.728 --> 01:25:01.291]  Corn syrup is good for you, but then there's all these mainline studies with the diabetes and what it does to our metabolic systems.
[01:25:01.291 --> 01:25:06.753]  Dr. Marcola, break down what the high fructose is doing, why it's different from sugar.
[01:25:07.961 --> 01:25:15.062]  Well, sugar or sucrose, which you can get from canes or beets, it used to be the common way that we got sugar in this country, is really similar.
[01:25:15.062 --> 01:25:22.804]  There's not a lot of difference between the two, because simple sugar is 50% fructose and 50% glucose or dextrose.
[01:25:22.804 --> 01:25:25.424]  So, from that perspective, it's a problem.
[01:25:25.424 --> 01:25:28.685]  And if you get high fructose corn syrup, it's about the same ratio.
[01:25:28.685 --> 01:25:29.825]  There are two differences.
[01:25:29.825 --> 01:25:35.346]  One is in high fructose corn syrup, it's a simple sugar and it's dissociated, it's not bonded together with the glucose.
[01:25:35.806 --> 01:25:43.093]  So it's absorbed a little more quickly, but the primary reason why it's such a problem is it's so darn cheap!
[01:25:43.093 --> 01:25:49.039]  And people, food manufacturers are putting it into everything, so the numbers are going through the roof of what people are consuming.
[01:25:49.039 --> 01:25:55.425]  You know, in 1900, Alex, the average person only consumed about 15 grams of fructose, and that was mostly in the forms of fruits.
[01:25:55.965 --> 01:25:57.386]  Healthy fruit!
[01:25:57.386 --> 01:26:07.911]  But now, about 25% of the population is consuming more than 135 grams a day, well more than 10 times what the average person was consuming a mere 100 years ago.
[01:26:07.911 --> 01:26:10.912]  So it has significant metabolic problems.
[01:26:10.912 --> 01:26:21.437]  So if you have a problem, a challenge with your diet, or really any health problem, cancer, high blood pressure, diabetes, high cholesterol, one of the most important things you can do is get off the fructose.
[01:26:21.437 --> 01:26:23.978]  This is really a shock, and I'm sure many of your listeners realize it's the most
[01:26:24.298 --> 01:26:24.819]  I don't know.
[01:26:43.216 --> 01:26:50.464]  Oh wow, Dr. Joseph Mercola is our guest and we're going to tell you more about his website as we talk to him.
[01:26:50.464 --> 01:26:52.126]  I want to go to some calls here soon.
[01:26:52.126 --> 01:26:53.948]  It's mercola.com.
[01:26:53.948 --> 01:26:55.830]  Take control of your health.
[01:26:55.830 --> 01:26:58.693]  Just amazing research and information.
[01:26:58.693 --> 01:27:00.955]  More and more mainline studies are having to admit
[01:27:01.616 --> 01:27:02.237]  In the U.S.
[01:27:02.237 --> 01:27:17.073]  and Europe, as you know, that frequency pollution is a big problem and that the studies are showing with pregnant women, you name it, it's really causing serious issues with the fetuses.
[01:27:17.073 --> 01:27:21.839]  From your wide-spectrum research, give us your brief take on frequency pollution.
[01:27:23.038 --> 01:27:28.182]  Well, these are definitely a challenge, because we're going to have an explosion.
[01:27:28.182 --> 01:27:31.625]  Most people don't realize that cell phones are a relatively recent innovation.
[01:27:31.625 --> 01:27:35.748]  You know, before 25 years ago, they didn't exist anywhere in the world.
[01:27:35.748 --> 01:27:42.533]  And, you know, I think it was in the mid-90s or late-90s, we had a billion cell phones, and then we're up to four billion now.
[01:27:42.533 --> 01:27:46.516]  So this is a relatively recent exposure to this radiation.
[01:27:46.516 --> 01:27:51.000]  And just like smoking, I think that's really the most powerful, simple analogy,
[01:27:51.740 --> 01:27:56.083]  These exposures don't cause a problem acutely.
[01:27:56.083 --> 01:28:00.905]  In other words, it takes time to have this exposure before you're going to notice the difference.
[01:28:00.905 --> 01:28:04.127]  You don't get lung cancer after smoking one pack of cigarettes.
[01:28:04.127 --> 01:28:09.090]  You know, it takes many years, if not decades, to have that exposure before you have a problem and a complication.
[01:28:09.090 --> 01:28:17.854]  So similarly, exposure to these cell phones, it's going to take 5, 10, 20, 30 years before you're going to see an increase in the consequences of the health problems.
[01:28:17.854 --> 01:28:19.635]  And the primary ones are going to be brain cancers.
[01:28:19.635 --> 01:28:20.756]  And we've already seen this
[01:28:30.201 --> 01:28:36.244]  Well, it's being reported again, like AP, Reuters, you name it, that they're already seeing that.
[01:28:36.244 --> 01:28:42.888]  And then you'll see the cell phone makers come out and say, well, we don't completely agree with that, and it's not conclusive.
[01:28:42.888 --> 01:28:44.449]  It sounds just like the cigarette makers.
[01:29:03.240 --> 01:29:04.861]  Hi, this is Alex Jones.
[01:29:04.861 --> 01:29:10.583]  You've heard me talk about the delicious, easy-to-fix, and very storable foods from eFoodsDirect.com.
[01:29:10.583 --> 01:29:15.345]  I've told you for years that eFoodsDirect has the best storable food on the planet.
[01:29:15.345 --> 01:29:19.087]  Now it's that time of year again, and their holiday special is here.
[01:29:19.087 --> 01:29:26.030]  They have two holiday price packs for you to put into your reserves for a secure future or to share with others.
[01:29:26.030 --> 01:29:28.831]  The first is a six-month bulk supply in 10 cans.
[01:29:29.771 --> 01:29:37.314]  And the second is a five-week supply of quick and easy-to-fix meals, including delicious bakery items shipped in heavy tote bags.
[01:29:37.314 --> 01:29:44.376]  Now, for a limited time, when you order two or more of these special holiday packs, you'll get free shipping on your entire order.
[01:29:44.376 --> 01:29:48.597]  Call now, 800-409-5633, or visit them at efoodsdirect.com forward slash Alex.
[01:29:48.597 --> 01:29:50.978]  That's 800-409-5633, or efoodsdirect.com forward slash Alex.
[01:30:00.845 --> 01:30:02.026]  A very wealthy U.S.
[01:30:02.026 --> 01:30:08.950]  citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[01:30:08.950 --> 01:30:11.512]  He says it will change everything about our lives.
[01:30:11.512 --> 01:30:16.896]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[01:30:16.896 --> 01:30:19.938]  Now this man has made some outrageous predictions over the years.
[01:30:19.938 --> 01:30:21.999]  The crazy part is, he's usually right.
[01:30:22.239 --> 01:30:28.484]  You see, he predicted the collapse of GM, Fannie Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[01:30:28.484 --> 01:30:31.866]  In fact, Barron's called his work a dire prophecy.
[01:30:31.866 --> 01:30:37.650]  Recently, he created a video, which you can watch online for free, detailing his biggest and most important prediction yet.
[01:30:37.650 --> 01:30:39.291]  And it's a real eye-opener.
[01:30:39.291 --> 01:30:40.592]  I can't stress this enough.
[01:30:40.592 --> 01:30:43.274]  You should at least watch this free video online today.
[01:30:43.274 --> 01:30:47.497]  He explains everything you need to know, including simple steps you can take to protect yourself.
[01:30:47.497 --> 01:30:49.519]  You can find the video at www.
[01:30:50.279 --> 01:30:52.101]  End of America 3.com.
[01:30:52.101 --> 01:30:54.683]  That's End of America, the number 3.com.
[01:30:54.683 --> 01:30:58.567]  Watch the free video at www.EndOfAmerica3.com.
[01:30:58.567 --> 01:31:00.768]  That's EndOfAmerica3.com.
[01:31:00.768 --> 01:31:03.831]  Folks, you've heard us talk about Home Gain before.
[01:31:03.831 --> 01:31:13.059]  Home Gain is now offering a special promo where you get up to $150 when you buy or sell a home with a Home Gain agent you find through their Find a Realtor program.
[01:31:13.942 --> 01:31:16.804]  HomeGain lets you compare Realtors anonymously.
[01:31:16.804 --> 01:31:17.665]  It's easy.
[01:31:17.665 --> 01:31:22.990]  Go to HomeGain150.com to find and compare Realtors anonymously.
[01:31:22.990 --> 01:31:30.996]  Enter promo code HomeGain150 and receive up to $150 when you close a deal with a HomeGain agent.
[01:31:30.996 --> 01:31:36.821]  Share the HomeGain150 promo code with your friends via Facebook, Twitter, text and more.
[01:31:36.821 --> 01:31:41.946]  Look for Max the HomeGain Gorilla to find out more about how HomeGain is going to pay you.
[01:31:42.486 --> 01:31:49.617]  Visit HomeGain150.com today to enter your promo code and get paid for buying or selling a house.
[01:31:49.617 --> 01:31:50.399]  That's H-O-M-E-G-A-I-N-150.com.
[01:32:00.060 --> 01:32:04.623]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[01:32:04.623 --> 01:32:05.524]  Number 1.
[01:32:05.524 --> 01:32:08.947]  New climate legislation could easily double or triple your electric bill.
[01:32:08.947 --> 01:32:09.827]  Number 2.
[01:32:09.827 --> 01:32:14.711]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:32:14.711 --> 01:32:15.451]  It's true.
[01:32:15.451 --> 01:32:20.335]  Total government control of electricity in the name of smart grid technology is coming.
[01:32:20.335 --> 01:32:21.156]  Number 3.
[01:32:21.156 --> 01:32:24.738]  In some areas of the country, the power grid is dangerously overloaded.
[01:32:24.738 --> 01:32:28.441]  And now, new socialist legislation is only compounding the problem.
[01:32:28.641 --> 01:32:29.442]  Number 4.
[01:32:29.442 --> 01:32:32.204]  Dangerous weather is always a threat to local grids.
[01:32:32.204 --> 01:32:35.887]  Every year, thousands of families lose their power from weather-related outages.
[01:32:35.887 --> 01:32:36.668]  Number 5.
[01:32:36.668 --> 01:32:40.812]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:32:40.812 --> 01:32:45.576]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:32:45.856 --> 01:32:50.039]  You can get more information at www.mysolarbackup.com.
[01:32:50.039 --> 01:32:51.820]  That's mysolarbackup.com.
[01:32:51.820 --> 01:32:54.062]  Remember, the government doesn't own the sun.
[01:32:54.062 --> 01:32:56.684]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:32:56.684 --> 01:33:03.489]  Coast to Coast.
[01:33:03.489 --> 01:33:05.531]  Direct from Austin.
[01:33:05.531 --> 01:33:08.773]  You're listening to the Alex Jones Broadcasting Network.
[01:33:10.871 --> 01:33:11.451]  We've got it.
[01:33:11.451 --> 01:33:17.973]  This transmission is coming to you.
[01:33:17.973 --> 01:33:20.254]  Waging war on corruption.
[01:33:20.254 --> 01:33:22.374]  Alright, here I go.
[01:33:22.374 --> 01:33:29.397]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[01:33:29.397 --> 01:33:31.077]  We've got it.
[01:33:34.753 --> 01:33:38.416]  Even a decade ago, saying we didn't know this caused cancer.
[01:33:38.416 --> 01:33:40.838]  We're not even saying it does cause cancer.
[01:33:40.838 --> 01:33:46.804]  And you go back 50 years ago, they said they had doctors on TV and lab coats going, having a sore throat?
[01:33:46.804 --> 01:33:48.225]  Smoke an extra merit.
[01:33:50.024 --> 01:33:55.926]  And the telecommunications industry is a far bigger and more powerful industry than the tobacco industry.
[01:33:55.926 --> 01:33:57.186]  There's no comparison.
[01:33:57.186 --> 01:33:59.847]  I think it may be one order of magnitude larger.
[01:33:59.847 --> 01:34:09.050]  So they have a lot more income and power to play with and manipulate the perception.
[01:34:09.050 --> 01:34:10.770]  There's so many things to talk about.
[01:34:10.770 --> 01:34:12.691]  What are some of the other things that are on your radar?
[01:34:15.217 --> 01:34:21.323]  Well, I really believe that the reliance on drugs as a solution for health is a problem.
[01:34:21.323 --> 01:34:30.411]  One of the primary issues that we face and the most significant concern is that it's becoming progressively more expensive
[01:34:30.911 --> 01:34:43.141]  For the drug companies to actually have these drugs approved, and even once they're approved, then they have to defend lawsuits typically resulting in billions, if not tens of billions of dollars for the consequence of people taking them.
[01:34:43.141 --> 01:34:51.969]  So there's this gradual, because of those two elements, there's this gradual shift towards a model where they're not using drugs anymore, they're going to be using vaccines.
[01:34:52.589 --> 01:35:02.820]  Which, because of legislation passed, what, 25 years ago, they are exempted from any prosecution, and they're a lot easier to pass.
[01:35:02.820 --> 01:35:14.852]  And they're going to manipulate the whole system so that they're actually not voluntary, so that they either become mandatory, so there's tens of billions of dollars of profit, there's this gradual shift, I mean there's probably
[01:35:15.633 --> 01:35:16.014]  Whoa!
[01:35:16.014 --> 01:35:17.896]  I just learned something new.
[01:35:17.896 --> 01:35:22.481]  I mean, I know about all the new classes of vaccines that cure depression or, and that's in quotes, or smoke.
[01:35:30.610 --> 01:35:31.011]  I don't know.
[01:35:56.694 --> 01:35:57.155]  I don't
[01:36:15.996 --> 01:36:22.225]  And they've got this body of law with the vaccine damage fund and the national security angle.
[01:36:22.225 --> 01:36:23.367]  That is nightmarish.
[01:36:23.367 --> 01:36:31.878]  So what specifically can you say about them coming out and saying, look, we got a vaccine that will cure you being upset, but then it blocks your endorphins.
[01:36:31.878 --> 01:36:32.860]  I mean, this is scary.
[01:36:33.902 --> 01:36:37.064]  Well, it's this immunity from prosecution that's the most concern.
[01:36:37.064 --> 01:36:50.954]  They can really sell these things, and in the case of last year of the swine flu, which I think is, you know, our site's been around for 12 years, but I think our most significant contribution is really being a primary catalyst for educating consumers that the vaccine was nonsense.
[01:36:50.954 --> 01:36:53.976]  And as a result of that, 70% of the U.S.
[01:36:53.976 --> 01:36:56.098]  public chose not to get the vaccine despite the
[01:36:57.046 --> 01:37:02.930]  And you were vindicated because everything you and many others talked about came out to be absolutely right and more.
[01:37:02.930 --> 01:37:03.190]  Oh, sure.
[01:37:03.190 --> 01:37:03.571]  They're right.
[01:37:03.571 --> 01:37:05.512]  It's so easy to predict these things, Alex.
[01:37:05.512 --> 01:37:11.856]  I mean, especially with the flu, because all we have to do is look at Australia, which is literally six months ahead of us.
[01:37:11.856 --> 01:37:15.098]  You look at their experience, and we're going to exactly replicate it.
[01:37:15.098 --> 01:37:16.239]  It's no mystery.
[01:37:16.239 --> 01:37:17.260]  This is not rocket science.
[01:37:17.260 --> 01:37:17.680]  That's right.
[01:37:17.680 --> 01:37:18.681]  They had deaths.
[01:37:18.681 --> 01:37:22.123]  They had massive brain damage, all neurological.
[01:37:24.517 --> 01:37:28.420]  Correct me if I'm wrong, almost all flus start in the other hemisphere or in Asia.
[01:37:28.420 --> 01:37:35.546]  So we really should always know what type of flu is coming around the bend and any type of
[01:37:49.258 --> 01:38:05.764]  And the flu or any infectious disease, for the most part, is not something to be distressed about because if you're following Healthy Lifestyles, and if you go to my site, just on the homepage, we've got a whole 40-page report on how you can, there's no charge for how you can optimize your lifestyle based on beginner, intermediate, or advanced models.
[01:38:06.444 --> 01:38:09.586]  And one of the most important things you can do is optimize your vitamin D levels.
[01:38:09.586 --> 01:38:19.633]  We touched on it earlier, but I mean, if your vitamin D levels are normal or optimal, over 50 nanograms per milliliter, you're going to be resistant to the vast majority of infectious diseases.
[01:38:19.633 --> 01:38:23.755]  If you're cutting out the sugar and you're exercising, you're sleeping well, drinking clean water, you know, we've talked.
[01:38:24.636 --> 01:38:27.197]  It's virtually impossible to get sick.
[01:38:27.197 --> 01:38:28.398]  I mean, you just don't get sick.
[01:38:28.398 --> 01:38:29.919]  You don't forget about the vaccines.
[01:38:29.919 --> 01:38:33.780]  You don't have to worry about even any downtime because colds or flus in the winter come.
[01:38:33.780 --> 01:38:45.006]  And I can't tell you, it's just almost universal, the responses that we get from people who adopt these strategies and change their lifestyle, and they can experience this, you know, relief from these infectious diseases.
[01:38:45.612 --> 01:38:53.017]  But then going back to what happened last year, as you know, but I'd like you to speak to this, Dr. Mercola.
[01:38:53.017 --> 01:39:02.523]  They did Canadian studies and others that showed if you took the H1N1 vaccine, it lowered your immunity by 50% to the regular seasonal.
[01:39:02.523 --> 01:39:03.644]  Yeah.
[01:39:03.644 --> 01:39:15.012]  Quantify that from what Dr. Blaylock and others have said here, medical doctors, that basically your body gets overwhelmed, then it doesn't know how to respond to a real threat.
[01:39:15.572 --> 01:39:16.653]  You're absolutely correct.
[01:39:16.653 --> 01:39:26.384]  If you get the swine flu, the studies have conclusively proven that it actually increases your risk for getting the regular seasonal flu.
[01:39:26.384 --> 01:39:32.171]  So what do you think they did in the United States, and I think in most other countries of the world, with the flu vaccine this year?
[01:39:32.171 --> 01:39:34.493]  They combined them both, and you don't have a choice.
[01:39:34.493 --> 01:39:35.815]  If you get one, you get the other.
[01:39:36.829 --> 01:39:38.631]  And obviously, they want a captive audience.
[01:39:38.631 --> 01:39:44.217]  They go lobby billions of dollars to your state and federal legislature, and more and more we're seeing the government attempt to try to force
[01:39:55.410 --> 01:39:58.836]  Vaccines on people and they're coming out with hundreds of new vaccines.
[01:39:58.836 --> 01:40:05.589]  As you pointed out, medicine is shifting over almost entirely to vaccines because of the liability protection.
[01:40:05.589 --> 01:40:07.873]  This is a nightmare, but at the same time...
[01:40:09.577 --> 01:40:13.181]  Record low numbers of people took the flu shot.
[01:40:13.181 --> 01:40:15.823]  It's starting the same thing this year.
[01:40:15.823 --> 01:40:17.865]  How do you see the system striking back?
[01:40:17.865 --> 01:40:26.514]  I mean, they want to make their hundreds of billions and because of Mercola and Infowars.com and all the other great people out there, folks are waking up.
[01:40:26.514 --> 01:40:28.176]  What do you see the establishment doing?
[01:40:29.745 --> 01:40:30.386]  I don't know.
[01:40:30.386 --> 01:40:34.229]  I don't really get into those projections too much, but they're going to come out.
[01:40:34.229 --> 01:40:38.473]  I think the immediate threat is they're going to make it mandatory.
[01:40:38.473 --> 01:40:46.260]  And we're partnering with one of the top pro-vaccine safety sites in the world, which is the National Vaccine Information Center at DIC.org.
[01:40:47.160 --> 01:40:56.507]  And we're really developing a massive consumer awareness component where they're lobbying for people to get together in their own local communities and hit their state legislators.
[01:40:56.507 --> 01:40:59.330]  So they will prevent this from happening.
[01:40:59.330 --> 01:41:05.394]  But I think that's the next big battle, is to make sure right now that we don't shift to a mandatory vaccine system.
[01:41:05.394 --> 01:41:15.242]  Because right now we have the freedom to choose not to get it, even though there are, essentially the freedom is somewhat nullified if you have a child who's going to school because they're going to prevent entry into both schools.
[01:41:15.322 --> 01:41:18.185]  We're going to break here in a moment.
[01:41:18.185 --> 01:41:23.091]  We're going to come back and take a few calls for Dr. Joseph Mercola.
[01:41:23.091 --> 01:41:23.692]  But briefly,
[01:41:34.625 --> 01:41:45.351]  What are you seeing on the front of GMO crops, cross-species chimeras, like the GMO salmon, the move to not even let us know if it's GMO in the stores?
[01:41:46.857 --> 01:41:47.878]  Well, it's a big, big issue.
[01:41:47.878 --> 01:41:49.819]  I think we're going to be very successful in that.
[01:41:49.819 --> 01:41:54.623]  We're partnering with Jeffrey Smith, who was just on Dr. Oz yesterday, and got a very stable response.
[01:41:54.623 --> 01:41:57.365]  But it's just providing people, the consumers can make the choice here.
[01:41:57.365 --> 01:42:03.190]  If they can vote with their pocketbooks, want to understand the issue, they can actually choose not to purchase this.
[01:42:03.190 --> 01:42:11.756]  And just like they did in Europe, once their profits go down, the people who are the industries who are manufacturing this, they will choose not to.
[01:42:11.756 --> 01:42:15.639]  So we can easily defeat that without any legislation, without any governmental intervention.
[01:42:15.639 --> 01:42:16.760]  It's a really simple process.
[01:42:17.927 --> 01:42:18.407]  Amazing.
[01:42:18.407 --> 01:42:21.069]  Dr. Mercola is our guest.
[01:42:21.069 --> 01:42:26.413]  Briefly, as we go to break, what are some of the other things that you're looking at right now?
[01:42:26.413 --> 01:42:27.574]  Well, it's one of the most exciting ones.
[01:42:27.574 --> 01:42:31.416]  Fluoride is a big issue, and then also mercury, which is another toxin, of course.
[01:42:31.416 --> 01:42:39.962]  And we're working with Charlie Brown for the Consumers for Dental Choice to help outlaw mercury amalgam in the United States, which is one of our big projects.
[01:42:40.416 --> 01:42:47.338]  So, Free Humanity is on the march, but Big Pharma and their witch doctor cartels, they're striking back.
[01:42:47.338 --> 01:42:48.158]  I'm Alex Jones.
[01:42:48.158 --> 01:42:51.359]  This is the GCN Radio Network, GCNLive.com.
[01:42:51.359 --> 01:42:58.921]  We're going to try to keep Dr. Mercola for a couple more segments to take your calls, and I'm going to get into a big news blitz on WikiLeaks, the economy, and a lot more.
[01:42:58.921 --> 01:42:59.361]  Stay with us.
[01:43:02.327 --> 01:43:06.351]  Hundreds of nations have fallen to tyranny in the last century alone.
[01:43:06.351 --> 01:43:09.595]  This is our last chance to not relive history.
[01:43:09.595 --> 01:43:14.400]  As we're finishing off this agenda, they'll be pulling the rug from underneath the Americans at home.
[01:43:14.400 --> 01:43:20.787]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[01:43:20.787 --> 01:43:23.030]  I think it's incumbent upon all of us
[01:43:23.570 --> 01:43:23.870]  Tim Geithner?
[01:43:23.870 --> 01:43:24.390]  Bernanke?
[01:43:24.390 --> 01:43:25.051]  They're arsonists!
[01:43:25.051 --> 01:43:26.151]  They're asking for more matches!
[01:43:26.151 --> 01:43:28.572]  And the Congress is saying, who do we make the check out to?
[01:43:42.458 --> 01:43:46.844]  Today seems like nobody does care and right now in Washington D.C.
[01:43:46.844 --> 01:43:49.748]  we have seen a fall of the Republic.
[01:43:49.748 --> 01:43:58.880]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv
[01:44:02.827 --> 01:44:06.788]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[01:44:06.788 --> 01:44:15.650]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[01:44:15.650 --> 01:44:20.291]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[01:44:20.291 --> 01:44:31.093]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[01:44:31.733 --> 01:44:41.255]  With continued legislation threatening the sale of nano silver products, you can now produce pure and endless loyal silver with the Silver Lungs Generator.
[01:44:41.255 --> 01:44:46.677]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[01:44:46.677 --> 01:44:54.158]  Go to www.SilverLungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[01:44:54.158 --> 01:44:56.919]  That's www.SilverLungs.com.
[01:45:00.899 --> 01:45:02.060]  A very wealthy U.S.
[01:45:02.060 --> 01:45:09.007]  citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[01:45:09.007 --> 01:45:11.549]  He says it will change everything about our lives.
[01:45:11.549 --> 01:45:16.714]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[01:45:16.914 --> 01:45:19.976]  Now, this man has made some outrageous predictions over the years.
[01:45:19.976 --> 01:45:22.278]  The crazy part is, he's usually right.
[01:45:22.278 --> 01:45:28.542]  You see, he predicted the collapse of GM, Fannie Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[01:45:28.542 --> 01:45:31.925]  In fact, Barron's called his work a dire prophecy.
[01:45:31.925 --> 01:45:37.709]  Recently, he created a video, which you can watch online for free, detailing his biggest and most important prediction yet.
[01:45:37.709 --> 01:45:39.350]  And it's a real eye-opener.
[01:45:39.350 --> 01:45:40.651]  I can't stress this enough.
[01:45:40.651 --> 01:45:43.313]  You should at least watch this free video online today.
[01:45:43.313 --> 01:45:44.734]  He explains everything you need to know.
[01:45:44.974 --> 01:45:45.354]  We're good to go.
[01:46:02.748 --> 01:46:04.469]  Hi, this is Alex Jones.
[01:46:04.469 --> 01:46:10.194]  You've heard me talk about the delicious, easy-to-fix, and very storable foods from eFoodsDirect.com.
[01:46:10.194 --> 01:46:14.938]  I've told you for years that eFoodsDirect has the best storable food on the planet.
[01:46:14.938 --> 01:46:18.681]  Now it's that time of year again, and their holiday special is here.
[01:46:18.681 --> 01:46:25.646]  They have two holiday price packs for you to put into your reserves for a secure future or to share with others.
[01:46:25.646 --> 01:46:28.368]  The first is a six-month bulk supply in 10 cans.
[01:46:29.369 --> 01:46:36.914]  And the second is a five-week supply of quick and easy-to-fix meals, including delicious bakery items shipped in heavy tote bags.
[01:46:36.914 --> 01:46:43.979]  Now, for a limited time, when you order two or more of these special holiday packs, you'll get free shipping on your entire order.
[01:46:43.979 --> 01:46:48.202]  Call now, 800-409-5633, or visit them at efoodsdirect.com forward slash Alex.
[01:46:48.202 --> 01:46:50.584]  That's 800-409-5633, or efoodsdirect.com forward slash Alex.
[01:47:02.034 --> 01:47:05.618]  Coast to Coast, direct from Austin.
[01:47:05.618 --> 01:47:19.353]  You're listening to the Alex Jones Broadcasting Network.
[01:47:19.353 --> 01:47:21.135]  We are back live, ladies and gentlemen.
[01:47:21.135 --> 01:47:22.277]  Thank you for joining us.
[01:47:24.667 --> 01:47:29.071]  You know, we're talking about bisphenol A, one of hundreds of things in our environment hurting us.
[01:47:29.071 --> 01:47:34.575]  The federal government admits just a little bit of it on your finger massively lowers male fertility.
