[00:00:00.110 --> 00:00:00.272]  Hmm.
[02:22:08.967 --> 02:22:09.967]  A republic.
[02:22:09.967 --> 02:22:12.609]  It's based on a constitution which protects minority rights.
[02:22:12.609 --> 02:22:14.891]  Not democracy, not mob rule.
[02:22:14.891 --> 02:22:16.913]  Two wolves and a sheep voting on what's for dinner.
[02:22:16.913 --> 02:22:18.594]  So they think they own our land?
[02:22:18.594 --> 02:22:19.915]  They think they own our water?
[02:22:19.915 --> 02:22:20.515]  Children?
[02:22:20.515 --> 02:22:21.636]  Our education?
[02:22:21.636 --> 02:22:22.457]  Our money?
[02:22:22.457 --> 02:22:26.120]  We have to define who we are and what we will tolerate.
[02:22:26.480 --> 02:22:30.185]  Somebody's going to ask you what you did during the Patriot Uprising.
[02:22:30.185 --> 02:22:31.447]  You're being warned.
[02:22:31.447 --> 02:22:32.468]  We have the facts.
[02:22:32.468 --> 02:22:33.629]  We have the Constitution.
[02:22:33.629 --> 02:22:34.551]  We have the Bill of Rights.
[02:22:34.551 --> 02:22:35.432]  We have common law.
[02:22:35.432 --> 02:22:37.955]  Knowledge is power, ladies and gentlemen.
[02:22:37.955 --> 02:22:41.740]  And I'm so excited to be able to offer you Don't Tread on Me, Rise of the Republic.
[02:22:41.840 --> 02:22:46.785]  Tyranny is upon us, but liberty and the sleeping giant that is the American people is rising.
[02:22:46.785 --> 02:22:48.287]  A new tool in the Info War.
[02:22:48.287 --> 02:22:49.368]  Don't tread on me.
[02:22:49.368 --> 02:22:55.794]  Order it at InfoWars.com or PrisonPlanet.com or call toll free 888-253-3139 and support independent patriotic liberty films.
[02:23:00.748 --> 02:23:04.289]  Hounded by debt collectors with phone calls and letters?
[02:23:04.289 --> 02:23:06.590]  Thinking of calling a debt relief company?
[02:23:06.590 --> 02:23:07.450]  Don't!
[02:23:07.450 --> 02:23:10.892]  Greedy lawyers and debt companies charge thousands.
[02:23:10.892 --> 02:23:18.014]  Why pay when you can get their solution absolutely free with New York Times best-selling author Herb K.'
[02:23:17.994 --> 02:23:19.975]  's number one debt secret.
[02:23:19.975 --> 02:23:23.636]  The how-to on stopping the calls without paying the debt companies.
[02:23:24.036 --> 02:23:27.180]  Yes, free for a very limited time.
[02:23:27.180 --> 02:23:34.568]  Here's Herb K. Don't get ripped off by credit repair companies when I can give you the information you need to do it yourself for free.
[02:23:34.568 --> 02:23:35.749]  Herb K was right.
[02:23:35.749 --> 02:23:38.793]  His free information helped me stop the calls and settle my debt.
[02:23:38.933 --> 02:23:40.213]  What do you have to lose?
[02:23:40.213 --> 02:23:41.414]  Stop the calls now.
[02:23:41.414 --> 02:23:43.394]  Get out of debt and have more money.
[02:23:43.394 --> 02:23:46.696]  Get Herb K's number one debt secret absolutely free now.
[02:23:46.696 --> 02:23:47.036]  Call 800-405-7850.
[02:23:47.036 --> 02:23:47.636]  That's 800-405-7850.
[02:23:47.636 --> 02:23:47.676]  800-405-7850.
[02:24:07.791 --> 02:24:12.253]  It's Friday, September 17th, 2010.
[02:24:12.253 --> 02:24:15.234]  Bob Chapman with his once-a-week Friday visit is our guest.
[02:24:15.234 --> 02:24:17.175]  We'll be talking more about the economy.
[02:24:17.175 --> 02:24:23.997]  We're going to open the phones up specifically for first-time callers with questions, economic questions, for Bob Chapman.
[02:24:23.997 --> 02:24:24.017]  1-800
[02:24:26.104 --> 02:24:26.824]  We're good to go.
[02:24:45.066 --> 02:24:48.127]  And people just don't trust it anymore.
[02:24:48.127 --> 02:24:49.907]  They know it's a rigged game.
[02:24:49.907 --> 02:24:50.767]  Here's another one.
[02:24:50.767 --> 02:24:52.948]  Lost decade for family income.
[02:24:52.948 --> 02:24:55.088]  NAFTA and GATT destroyed the economy.
[02:24:55.088 --> 02:24:58.409]  Record number of Americans living in poverty, 43.6 million.
[02:24:58.409 --> 02:24:59.689]  That's with Cook government numbers.
[02:24:59.689 --> 02:25:01.349]  There's a lot of working poor.
[02:25:01.349 --> 02:25:01.589]  U.S.
[02:25:01.589 --> 02:25:05.670]  workers' poverty reaches 50-year high, but I looked at those numbers, it's even higher.
[02:25:05.670 --> 02:25:08.811]  Gold and silver hit new highs for second time in one week.
[02:25:08.811 --> 02:25:11.992]  Gold rises to record on increased demand for wealth protection.
[02:25:11.992 --> 02:25:14.032]  Bob, you were finishing up a point as we went to break.
[02:25:15.296 --> 02:25:16.477]  Right.
[02:25:16.477 --> 02:25:22.422]  And yes, we did have some purchases of Treasury securities in the last auction.
[02:25:22.422 --> 02:25:29.469]  But the significant thing is that we had $57 billion worth of U.S.
[02:25:29.469 --> 02:25:37.536]  agency debt, that's Fannie Mae, Freddie Mac, Ginnie Mae, and FHA, that was sold.
[02:25:37.536 --> 02:25:42.380]  And that means to me that foreign central banks are getting serious
[02:25:42.927 --> 02:25:46.770]  About diversifying their reserves away from the new U.S.
[02:25:46.770 --> 02:25:47.270]  dollar.
[02:25:47.270 --> 02:25:51.413]  Bob, that's $57 billion.
[02:25:51.413 --> 02:25:54.054]  That's Dr. Evil level stuff.
[02:25:54.054 --> 02:25:56.936]  We've had tens of trillions stolen by the central banks.
[02:25:56.936 --> 02:25:59.118]  China has devalued U.S.
[02:25:59.118 --> 02:26:01.159]  investments saying they're not AAA.
[02:26:01.159 --> 02:26:08.164]  So you're saying you're really starting to see the exodus out of our entire economic system?
[02:26:09.714 --> 02:26:10.736]  Yeah, that's correct.
[02:26:10.736 --> 02:26:19.730]  And it began about 17 months ago when 64.5% of foreign reserves of foreign countries were in dollars.
[02:26:19.730 --> 02:26:22.474]  Now that figure is 59.5%.
[02:26:22.474 --> 02:26:24.758]  But this is just more proof that it's ongoing.
[02:26:27.677 --> 02:26:30.998]  Bob, what specifically, what do you expect gold to do?
[02:26:30.998 --> 02:26:33.159]  Because you've been predicting this steadily.
[02:26:33.159 --> 02:26:34.299]  What's the main reason?
[02:26:34.299 --> 02:26:36.620]  I mean, I guess AP and Bloomberg get it right.
[02:26:36.620 --> 02:26:44.283]  People are fleeing to gold and silver as a safe haven against fiat currencies and derivatives instruments.
[02:26:44.283 --> 02:26:48.824]  Yes, and that has been going on for the last 10 years in a small way.
[02:26:48.824 --> 02:26:51.725]  Now there's more people coming into the market to do that.
[02:26:51.725 --> 02:26:55.867]  They've been fleeing to treasuries as well as commodities and gold and silver.
[02:26:57.269 --> 02:27:05.293]  I think tomorrow will be a decent day, maybe even to plus five dollars, and the same on Monday and Tuesday.
[02:27:05.293 --> 02:27:23.623]  Wednesday and Thursday should be weaker, because, well at least Thursday and Friday next week, because on Monday the following week we have option exploration on gold and silver contracts, and so they try to push the price down every time that comes around.
[02:27:23.623 --> 02:27:24.983]  How much do you think it will go down?
[02:27:24.983 --> 02:27:26.284]  How much do you think it will go down next week?
[02:27:27.219 --> 02:27:30.460]  Oh, maybe $5 or $10, $15 at worst.
[02:27:30.460 --> 02:27:35.261]  And then what, in a week or two, race back up to pass the last high?
[02:27:35.261 --> 02:27:38.422]  It's going to go right through $1,300 like it wasn't there.
[02:27:38.422 --> 02:27:44.583]  Oh, you're... And silver's going to break out over $21 and run to $23.45.
[02:27:44.583 --> 02:27:49.204]  So, you're predicting when will it go to $23.45 in silver?
[02:27:49.204 --> 02:27:52.705]  When will it break $1,300 in gold?
[02:27:52.705 --> 02:27:53.725]  Over the next three weeks.
[02:27:55.128 --> 02:27:58.710]  Well, you heard it from Bob Chapman within three weeks.
[02:27:58.710 --> 02:28:02.791]  Are you saying it's a certainty or like 90% chance or?
[02:28:02.791 --> 02:28:05.933]  Well, nothing is ever certain in this life anymore.
[02:28:05.933 --> 02:28:14.816]  But unless something untoward happens, we got a great chance of it going through 1300 during that time frame.
[02:28:14.816 --> 02:28:21.920]  There's giant net short positions and they're all naked on the comics.
[02:28:21.920 --> 02:28:22.920]  We've seen reports
[02:28:23.692 --> 02:28:31.857]  That the leverage is anywhere between 40 and 100 to 1 on the LBMA in London in both silver and gold contracts.
[02:28:31.857 --> 02:28:43.165]  We also see gold and silver going up and not a lot of movement to the upside by the ETS, GLD and SLV.
[02:28:43.165 --> 02:28:51.530]  And we see giant short positions in the gold producing gold and silver shares and even some of the smaller companies.
[02:28:52.111 --> 02:29:01.818]  And if gold runs away and silver runs away to the upside, I can promise you there'll be blood on the moon, because they're going to have the cover.
[02:29:01.818 --> 02:29:06.241]  And that'll catapult the price higher during the next couple of months.
[02:29:06.241 --> 02:29:13.325]  What about Bloomberg's report of two weeks ago that it's $1,500 of gold, that that's what the majority of the futures are in December?
[02:29:13.325 --> 02:29:14.766]  Did you put any stake in that?
[02:29:14.766 --> 02:29:16.127]  I mean, they say that's the case.
[02:29:16.127 --> 02:29:18.389]  I guess they can look it up?
[02:29:18.389 --> 02:29:19.369]  Yes, that is so.
[02:29:20.866 --> 02:29:22.347]  That's a ways away.
[02:29:22.347 --> 02:29:28.528]  Whether that can be attained remains to be seen, but that's what speculation in the market is all about.
[02:29:28.528 --> 02:29:34.850]  But that's like Vegas is normally right with what they're saying on a horse race or a boxing match.
[02:29:34.850 --> 02:29:40.472]  I mean, does that have as much validity as Vegas?
[02:29:40.472 --> 02:29:41.993]  Probably more.
[02:29:41.993 --> 02:29:42.673]  Probably more.
[02:29:42.673 --> 02:29:43.133]  Okay, stay there.
[02:29:43.133 --> 02:29:48.455]  Let's finish up with gold and more of the Economic Outlook with Bob Schaben after this quick break and your phone calls.
[02:29:48.455 --> 02:29:48.955]  Stay with us.
[02:29:48.955 --> 02:29:49.395]  We'll be right back.
[02:29:51.311 --> 02:29:55.264]  We're on the march, the empire's on the run.
[02:29:55.264 --> 02:29:57.933]  Alex Jones and the GCN Radio Network.
[02:30:00.424 --> 02:30:04.966]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[02:30:04.966 --> 02:30:05.887]  Number 1.
[02:30:05.887 --> 02:30:09.309]  New climate legislation could easily double or triple your electric bill.
[02:30:09.309 --> 02:30:10.169]  Number 2.
[02:30:10.169 --> 02:30:15.052]  Our new energy czar wants to control how much power your electric company allows you to have.
[02:30:15.052 --> 02:30:15.792]  It's true.
[02:30:15.792 --> 02:30:20.675]  Total government control of electricity in the name of smart grid technology is coming.
[02:30:20.675 --> 02:30:21.495]  Number 3.
[02:30:21.495 --> 02:30:25.077]  In some areas of the country, the power grid is dangerously overloaded.
[02:30:25.077 --> 02:30:28.779]  And now, new socialist legislation is only compounding the problem.
[02:30:28.979 --> 02:30:29.780]  Number 4.
[02:30:29.780 --> 02:30:32.543]  Dangerous weather is always a threat to local grids.
[02:30:32.543 --> 02:30:36.227]  Every year, thousands of families lose their power from weather-related outages.
[02:30:36.227 --> 02:30:37.028]  Number 5.
[02:30:37.028 --> 02:30:41.173]  A solar power generator provides powerful backup, insurance, and peace of mind.
[02:30:41.173 --> 02:30:45.938]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[02:30:46.218 --> 02:30:50.385]  You can get more information at www.mysolarbackup.com.
[02:30:50.385 --> 02:30:52.168]  That's mysolarbackup.com.
[02:30:52.168 --> 02:30:54.431]  Remember, the government doesn't own the sun.
[02:30:54.431 --> 02:30:56.775]  So go to mysolarbackup.com or call 1-877-327-0365.
[02:31:00.239 --> 02:31:04.442]  Hi folks, this is Alex Jones asking you for a minute of your time to tell you about soap.
[02:31:04.442 --> 02:31:10.846]  Not detergents, but good old-fashioned pure soap made by the Calbin Soap Company, a family-owned and operated American company.
[02:31:10.846 --> 02:31:18.231]  My family, staff, friends, and radio listeners are constantly telling me how much they love these products for bath, hair, laundry, and dishes.
[02:31:18.231 --> 02:31:23.115]  There is nothing like these factory-direct, big-money-saving, triple-concentrated soaps anywhere.
[02:31:23.115 --> 02:31:25.236]  Get a free, detailed catalog by calling 800-340-7091.
[02:31:28.038 --> 02:31:31.803]  As founder and owner for over 63 years, people keep asking me, how's business?
[02:31:31.803 --> 02:31:34.085]  I'm happy to say our business is going down the drain.
[02:31:34.085 --> 02:31:34.426]  Call us!
[02:31:47.541 --> 02:31:54.106]  At 1-800-340-7091 or visit our website 5starsoap.com for buying our 1-2 month soap sampler.
[02:31:54.106 --> 02:31:54.566]  Thank you!
[02:32:00.168 --> 02:32:04.272]  Let me tell you a little bit about one of our great sponsors, HomeGain.com.
[02:32:04.272 --> 02:32:10.258]  This is the place to get you started buying or selling a home, finding a realtor, and getting any real estate questions answered.
[02:32:10.258 --> 02:32:14.442]  Go to HomeGain.com and see what I'm talking about.
[02:32:14.442 --> 02:32:20.749]  All you need to do is type in your home address and you will get an instant free estimate of your home's value online.
[02:32:21.149 --> 02:32:24.472]  This is a great way to be able to monitor the value of your home.
[02:32:24.472 --> 02:32:26.573]  And again, it's absolutely free.
[02:32:26.573 --> 02:32:28.615]  There are tons of tools to help you.
[02:32:28.615 --> 02:32:32.398]  For instance, if you want to remodel your home, go to HomeGain.com.
[02:32:32.398 --> 02:32:39.204]  Use their Home Sale Maximizer to help you determine which home improvements can most increase your home's value before you put it on the market.
[02:32:39.204 --> 02:32:42.766]  For 10 years, these folks have been helping home sellers and buyers.
[02:32:42.766 --> 02:32:45.108]  Visit their link at InfoWars.com.
[02:32:45.108 --> 02:32:45.809]  Look for Max
[02:32:46.069 --> 02:32:50.493]  The Orange Home Gain Gorilla to help you with any real estate needs you might have.
[02:32:50.493 --> 02:32:51.754]  You'll love this site.
[02:32:51.754 --> 02:32:53.616]  It's HomeGain.com.
[02:32:53.616 --> 02:32:56.498]  H-O-M-E-G-A-I-N.com.
[02:32:56.498 --> 02:32:57.239]  Check them out today.
[02:33:03.787 --> 02:33:13.320]  I have sworn upon the altar of God eternal hostility against every form of tyranny over the mind of man.
[02:33:13.320 --> 02:33:14.882]  Thomas Jefferson.
[02:33:14.882 --> 02:33:18.566]  It's Alex Jones on the GCN Radio Network.
[02:33:28.467 --> 02:33:31.169]  Ladies and gentlemen, we are back live.
[02:33:31.169 --> 02:33:37.513]  Thank you so much for joining us today.
[02:33:37.513 --> 02:33:39.074]  Bob Chapman is our guest.
[02:33:39.074 --> 02:33:44.898]  We're going to go to John, Mark, Aaron, Michael, and Bill, and a few others for him in just a moment.
[02:33:44.898 --> 02:33:53.704]  And I want to get his take on the overall economic outlook with the inflation, joblessness, the unemployment numbers.
[02:33:53.704 --> 02:33:57.327]  But I briefly wanted to bring Ted Anderson up, the owner of the GCN Radio Network.
[02:33:57.927 --> 02:34:04.575]  I mean, before he even had the Genesis Network 14 years ago, he was one of my first sponsors in gold and silver.
[02:34:04.575 --> 02:34:12.965]  And we keep telling people back when gold was 280 bucks an ounce, we told you to get gold and silver.
[02:34:12.965 --> 02:34:15.208]  Back when silver was five, six dollars an ounce, now it's over 20.
[02:34:16.209 --> 02:34:16.389]  I think?
[02:34:34.033 --> 02:34:46.461]  When they start allowing megabanks to sell fake derivatives, counterfeit instruments, when they do this, and when the government's spending double or triple now what it brings in revenue, you're going to have currency devaluation.
[02:34:46.461 --> 02:34:47.962]  You're going to have joblessness.
[02:34:47.962 --> 02:34:49.143]  You're going to have a depression.
[02:34:49.143 --> 02:34:51.024]  I mean, we're not rocket scientists, okay?
[02:34:51.024 --> 02:34:54.827]  This is common sense stuff, like I said last hour.
[02:34:54.827 --> 02:35:03.213]  When the insert of the different flu vaccines says it can cause Guillain-Barré's, cancer, infertility, narcolepsy,
[02:35:04.233 --> 02:35:05.814]  Don't take it.
[02:35:05.814 --> 02:35:06.914]  Okay?
[02:35:06.914 --> 02:35:08.894]  It's like these drug ads on TV.
[02:35:08.894 --> 02:35:11.655]  The side effects are worse than what it supposedly treats.
[02:35:11.655 --> 02:35:13.396]  This is a no-brainer.
[02:35:13.396 --> 02:35:17.077]  And Ted is almost out of the gold and silver at the lower price.
[02:35:17.077 --> 02:35:22.258]  It already went up some, but he still is able to buy gold and silver when it was lower.
[02:35:22.258 --> 02:35:23.679]  And it's a great deal.
[02:35:23.679 --> 02:35:30.461]  He's got the silver half dollars that are going for $26 most places.
[02:35:30.461 --> 02:35:31.101]  The better deals are $20.
[02:35:32.891 --> 02:35:36.474]  23 for a full one ounce coin.
[02:35:36.474 --> 02:35:42.118]  What is it, 16 bucks, 15 bucks for the half ounce coin.
[02:35:42.118 --> 02:35:44.219]  In fact, Ted's got all the technical numbers on this.
[02:35:44.219 --> 02:35:49.583]  I just know you can't get one of these silver half dollars for less than $12 out there, and he's got them for 10.
[02:35:49.583 --> 02:35:57.268]  So Ted, briefly, tell us about those specific specials and how much silver's in the coin, how much gold is in the frank.
[02:35:57.268 --> 02:36:00.030]  Explain that to everybody, because sometimes I get it slightly wrong.
[02:36:00.920 --> 02:36:08.966]  Yeah, I know, and it's easy to do because the government's never made them exactly to follow the Everdeploy system.
[02:36:08.966 --> 02:36:19.493]  They weren't doing that until about 1971 when the Krugerrand came out, and that was the first coin that ever really reflected that particular measurement of weights and measure.
[02:36:19.493 --> 02:36:22.235]  But the Walking Liberty half that we've been talking about at $9.95, that
[02:36:23.756 --> 02:36:27.460]  I mean just about anywhere now they're at 13 bucks plus.
[02:36:27.460 --> 02:36:30.943]  Contains right between a third and a half of an ounce.
[02:36:30.943 --> 02:36:37.789]  It's .36165 I think that's actually I'm just going off of my memory it's pretty close.
[02:36:37.789 --> 02:36:44.355]  The Frank coin again it's I call it a fifth of an ounce of gold but it's a fifth of an ounce would be .2 right on the nose.
[02:36:44.355 --> 02:36:46.457]  Well you got to remember troy ounces weren't measured
[02:36:47.037 --> 02:36:52.921]  Back then it was it was called a 20 franc and that was the measurement that was done all throughout Europe.
[02:36:52.921 --> 02:36:55.823]  It's just hair short of a fifth of an ounce.
[02:36:55.823 --> 02:37:00.767]  It's like .185 something, you know, it's just almost right there.
[02:37:00.767 --> 02:37:03.509]  So I call it a fifth of an ounce.
[02:37:03.509 --> 02:37:06.031]  That's what everybody does and the coin is trading right now at $275.
[02:37:08.132 --> 02:37:21.024]  If you take that coin and you subtract the fact that I'm buying everybody a full year subscription to the Bob Chapman's International Forecaster that buys the coin, I mean, right now you're talking about just a little bit under $560 an ounce for gold.
[02:37:23.206 --> 02:37:25.147]  And now everybody knows that gold's going up.
[02:37:25.147 --> 02:37:30.768]  I mean, right now, gold is sitting at $277.60, and we've seen a high today already of $1,200—I mean, it's $277.60—$1,277.60, and we've seen a high today of $1,281.10.
[02:37:39.272 --> 02:37:44.234]  You know, Bob's saying that we're going to have $1,300 an ounce gold.
[02:37:44.234 --> 02:37:51.897]  I can tell you right now, all you need is a $20 increase in gold and not even that now in order to see $1,300 an ounce gold.
[02:37:51.897 --> 02:37:54.758]  That is like just such a no-brainer.
[02:37:54.758 --> 02:38:01.301]  Unless if something happens between now and perhaps the next few days where there's a large sell-off and it cracks,
[02:38:02.281 --> 02:38:06.624]  You know, that three-week time period that Bob is talking about is probably conservative.
[02:38:06.624 --> 02:38:10.866]  It could happen next week, or even toward the end of today's... Well, let me stop you, though.
[02:38:10.866 --> 02:38:17.609]  I mean, let me quantify the fact that you are selling a silver half-dollar that I see on the web for $13, $14, $15, $16.
[02:38:17.609 --> 02:38:18.409]  You're selling it for how much?
[02:38:22.831 --> 02:38:26.794]  I'm selling it right now for $995 a coin.
[02:38:26.794 --> 02:38:30.437]  No, Chad, I'm talking about the silver.
[02:38:30.437 --> 02:38:31.398]  $995 a coin.
[02:38:31.398 --> 02:38:35.121]  So, I mean, that is just, you know, it's really discounted.
[02:38:35.121 --> 02:38:40.625]  It's just because I have a safe full of them, and I bought them before silver ran up over $20 an ounce.
[02:38:40.625 --> 02:38:42.987]  You know, and that's the bottom line there.
[02:38:42.987 --> 02:38:47.311]  I mean, if you're interested in that walking liberty half, you're not going to find that better somewhere else.
[02:38:47.771 --> 02:38:53.936]  And you're not going to be able to buy a Frank for $275, get a four-year subscription to Bob Chapman's newsletter.
[02:38:53.936 --> 02:38:56.699]  I mean, that $275 is hard to find to start with.
[02:38:56.699 --> 02:38:58.120]  Yeah, but let's be clear, Chad.
[02:38:58.120 --> 02:38:59.661]  They're not $900 a piece.
[02:38:59.661 --> 02:39:01.883]  They're $9 and what?
[02:39:01.883 --> 02:39:03.405]  Yeah, $9.95.
[02:39:03.405 --> 02:39:04.746]  I apologize.
[02:39:04.746 --> 02:39:05.787]  I'm getting too many numbers.
[02:39:05.787 --> 02:39:06.507]  Oh, no!
[02:39:06.507 --> 02:39:09.630]  Listen, that's why I've got you up here, because I can't keep track of all this.
[02:39:09.630 --> 02:39:11.832]  And all over the web, they're selling these for $12, $13, $14, $15, $16 a coin.
[02:39:14.634 --> 02:39:16.155]  Yes, that's what it is.
[02:39:16.155 --> 02:39:18.396]  Alright, how long can you hold it at that deal?
[02:39:18.396 --> 02:39:22.499]  I am going to be holding this deal until Sunday night.
[02:39:22.499 --> 02:39:24.080]  Not Monday, Sunday night.
[02:39:24.080 --> 02:39:26.001]  Because the prices have already gone up.
[02:39:26.001 --> 02:39:28.342]  Silver shot up over $20 an ounce.
[02:39:28.342 --> 02:39:30.043]  I don't think we're going to see silver hold down.
[02:39:30.043 --> 02:39:32.425]  Okay, and what do you have in gold coins at the lower price?
[02:39:32.645 --> 02:39:35.607]  Well, again, I have a neat little supply.
[02:39:35.607 --> 02:39:38.109]  We do have some of those Buffalo Coins.
[02:39:38.109 --> 02:39:41.372]  If you want to get them, it's going to be first come, first served.
[02:39:41.372 --> 02:39:48.017]  We have some $10 Liberties and $20 Liberties that are just touching, like the $20 Liberties just getting into the $1,600 level.
[02:39:48.017 --> 02:39:50.840]  And with gold spot right now at $1,277, this being a 100-year-old coin,
[02:39:56.604 --> 02:40:00.587]  You know, you just can't get that coin at such a low price like that.
[02:40:00.587 --> 02:40:02.509]  There's just a variety of different things.
[02:40:02.509 --> 02:40:05.731]  If you want to get into the bags of junk silver, we have those.
[02:40:05.731 --> 02:40:13.437]  Bars, you know, I know that I'm picking up about $100,000 worth of, I think they're PAM Swiss bars that are coming.
[02:40:13.437 --> 02:40:15.339]  I have to see them when they get in here.
[02:40:15.339 --> 02:40:19.262]  But again, all that stuff is really at a very good price right now.
[02:40:19.262 --> 02:40:25.667]  And Alex, come on, with what the economy is doing right now and what's going on worldwide, I mean, China.
[02:40:26.227 --> 02:40:29.992]  If you take a look at what the World Gold Council is saying about China.
[02:40:29.992 --> 02:40:37.881]  If China just catches up to Singapore and some of the Vietnam and some of those countries just around them as far as how much gold is held per person.
[02:40:37.881 --> 02:40:40.805]  I mean it's going to throw gold right through the roof.
[02:40:40.805 --> 02:40:41.446]  You know India.
[02:40:41.986 --> 02:40:51.216]  And not to mention what's going on in the Western world, and yet still only about 20% of the people are even starting to get involved with gold at this particular time.
[02:40:51.216 --> 02:40:57.102]  Everybody else is still tied up in the banks and the stock market thinking that we're going to have an economic return of some kind.
[02:40:57.102 --> 02:41:03.929]  I mean, you know, people better be diversifying into gold, and it just only makes sense that people get involved at this time.
[02:41:07.409 --> 02:41:08.331]  Absolutely, Ted.
[02:41:08.331 --> 02:41:11.254]  Well, let's give people the toll-free number.
[02:41:11.254 --> 02:41:12.656]  It's 800-686-2237.
[02:41:12.656 --> 02:41:14.078]  I hope folks will take advantage of this.
[02:41:14.078 --> 02:41:14.999]  800-686-2237.
[02:41:14.999 --> 02:41:20.086]  And you've also got a deal when they buy one frank.
[02:41:20.086 --> 02:41:21.148]  It's already a really great deal.
[02:41:21.528 --> 02:41:22.248]  A wonderful deal.
[02:41:22.248 --> 02:41:24.609]  They get a free one-year subscription.
[02:41:24.609 --> 02:41:26.029]  What is that?
[02:41:26.029 --> 02:41:31.250]  $159 value of the hard copy or the twice-a-week digital copy of the International Forecaster.
[02:41:31.250 --> 02:41:38.071]  Or they can call and just get a free one-time introductory copy of Vital Intelligence from Bob Chapman.
[02:41:38.071 --> 02:41:39.572]  They can also call the main number for that.
[02:41:39.572 --> 02:41:39.632]  800-686-2237.
[02:41:39.632 --> 02:41:39.812]  800-686-2237.
[02:41:39.812 --> 02:41:41.872]  Ted Anderson, thank you so much.
[02:41:46.593 --> 02:41:48.034]  Yeah, thanks Alex for having me up.
[02:41:48.034 --> 02:41:48.354]  You bet.
[02:41:48.354 --> 02:41:49.615]  There goes Ted Anderson.
[02:41:49.615 --> 02:41:53.057]  I like to get Ted up because I can't keep track of all these gold and silver prices.
[02:41:53.057 --> 02:41:57.460]  All I know is when I go out and shop it, always the best deal I can find is Ted Anderson.
[02:41:57.460 --> 02:42:03.463]  His regular deals are great, but these radio specials... Well, Bob, you're a gold and silver expert, one of the biggest out there.
[02:42:03.463 --> 02:42:06.325]  Are those great deals he just offered on gold and silver?
[02:42:06.325 --> 02:42:07.346]  They certainly are.
[02:42:07.346 --> 02:42:08.166]  They certainly are.
[02:42:08.166 --> 02:42:16.091]  And you can just see the history of the last year when he's been offering that frank.
[02:42:17.439 --> 02:42:25.965]  I think he started about $135 or $140, and now it's moved up to $175, and that's below the actual market.
[02:42:25.965 --> 02:42:29.308]  And the same thing with the Liberties.
[02:42:29.308 --> 02:42:35.093]  He started around $750, and now they're $10, and on eBay they're higher.
[02:42:35.093 --> 02:42:43.139]  And so those are very good buys, and it's a good way for people who are not in coins to get started in coins.
[02:42:43.926 --> 02:42:50.330]  And, you know, maybe buy some other different coins or more of the French francs.
[02:42:50.330 --> 02:42:56.574]  And it's also a great way to get introduced to the International Forecaster at no cost.
[02:42:56.574 --> 02:43:07.001]  I mean, the publication, I've been publishing it for over 20 years, and anything that you need to know every week is in that publication.
[02:43:07.001 --> 02:43:08.082]  The things that are not
[02:43:09.313 --> 02:43:10.714]  On the mainline media.
[02:43:10.714 --> 02:43:14.897]  Of course that exempts Alex because he covers lots of what I do.
[02:43:14.897 --> 02:43:16.839]  But not everybody listens to Alex.
[02:43:16.839 --> 02:43:19.801]  So sometimes you don't have time.
[02:43:19.801 --> 02:43:26.426]  And so you pick up the International Forecaster on Wednesdays and Saturdays and you spend an hour reading it and you know what's going on.
[02:43:27.028 --> 02:43:28.429]  No, it's invaluable information.
[02:43:28.429 --> 02:43:29.691]  Let's go to phone calls here.
[02:43:29.691 --> 02:43:32.714]  Well, I want to make this final point.
[02:43:32.714 --> 02:43:34.976]  We're not happy about being right, folks.
[02:43:34.976 --> 02:43:42.023]  I'm not happy when I get a Rockefeller Foundation document that they're sure enough adding hormones to vaccines to covertly sterilize women.
[02:43:42.023 --> 02:43:43.785]  We're not happy when we're proven right.
[02:43:43.785 --> 02:43:45.226]  We're not happy when
[02:43:46.207 --> 02:43:50.009]  Golden silver goes up because it means the dollar is deteriorating.
[02:43:50.009 --> 02:43:52.310]  It means our future is deteriorating.
[02:43:52.310 --> 02:43:54.491]  But it's a stopgap measure.
[02:43:54.491 --> 02:43:58.573]  And it's just like Bloomberg said, people are rushing into it on safe haven.
[02:43:58.573 --> 02:44:04.155]  And so, you know, we're just here adapting and trying to overcome and trying to survive like everybody else.
[02:44:04.155 --> 02:44:04.696]  And we wish
[02:44:05.716 --> 02:44:11.838]  That the dollar was strong and our industry was strong and the economy was strong But it's not and it's it's it's just that simple.
[02:44:11.838 --> 02:44:12.438]  We're right.
[02:44:12.438 --> 02:44:13.178]  We've been right.
[02:44:13.178 --> 02:44:15.319]  We know what we're talking about It's just that simple.
[02:44:15.319 --> 02:44:16.660]  Let's talk to John in Washington.
[02:44:16.660 --> 02:44:21.461]  You're on the air with Bob Chapman Hey, good afternoon gentlemen calling here from Seattle.
[02:44:21.461 --> 02:44:27.203]  Hey Bob a couple quick questions for you What about palladium and platinum in your metals mix?
[02:44:27.879 --> 02:44:36.026]  And then, you know, I emailed you once and you responded just as Alex said you always would, and you talked about income trusts, income producing trusts.
[02:44:36.026 --> 02:44:40.870]  Is there certain sectors that you would be interested in that, or even specific ones that you would look at?
[02:44:40.870 --> 02:44:45.614]  But I think you probably maybe just want to highlight certain sectors in that area.
