[00:00:00.269 --> 00:00:08.394]  Alex Jones on the GCN Radio Network.
[01:17:26.892 --> 01:17:30.155]  EU to ban construction of ordinary family homes by 2020.
[01:17:31.336 --> 01:17:34.598]  Control of every facet of everyone's life.
[01:17:34.798 --> 01:17:36.219]  That is the game plan.
[01:17:36.560 --> 01:17:42.624]  The European Union has adopted a regulation that will ban the construction of ordinary family homes starting from 2020.
[01:17:44.105 --> 01:17:46.928]  Only the so-called passive homes will be allowed.
[01:17:47.796 --> 01:17:55.462]  For example, on page 33 of 71 of the PDF document above, it says that all new buildings have to be nearly zero energy buildings.
[01:17:55.542 --> 01:17:57.724]  See, like Bill Gates said, zero energy.
[01:17:58.185 --> 01:17:58.945]  This is total tyranny.
[01:17:58.965 --> 01:17:59.926]  You're not allowed to have energy.
[01:18:00.186 --> 01:18:00.987]  That's siege.
[01:18:01.247 --> 01:18:03.629]  This is high-tech siege by the end of 2020.
[01:18:04.090 --> 01:18:09.934]  It has to be true by the end of 2018 for all new buildings occupied by public authorities.
[01:18:10.335 --> 01:18:13.958]  So that's how they fund the industry of this, is government adopts it first.
[01:18:16.235 --> 01:18:21.656]  One of the first passive houses in Darmstadt, Germany, and I've heard about this house on NPR.
[01:18:21.876 --> 01:18:23.317]  They promote it as it's real cool.
[01:18:24.037 --> 01:18:27.357]  The windows are bleak to go to the south.
[01:18:27.898 --> 01:18:31.298]  Also, it is not a coincidence that the house is ugly.
[01:18:31.418 --> 01:18:34.279]  Ugly and compact houses are more energy efficient.
[01:18:35.579 --> 01:18:37.039]  Everything must look the same, too.
[01:18:37.300 --> 01:18:42.201]  The government decides what's on TV, what's on radio, what your house looks like, how many kids you can have.
[01:18:42.561 --> 01:18:43.721]  Government is God!
[01:18:45.074 --> 01:18:53.482]  A passive house is essentially an ugly cube that covers its energy needs by a perpetual motion machine or something that has the same carbon footprint.
[01:18:53.542 --> 01:19:01.850]  Also, it's super perfectly isolated so that the CO2 you exhale by breathing will get out of the house.
[01:19:01.970 --> 01:19:07.055]  The EU apparatchniks see another advantage in this passive house.
[01:19:07.255 --> 01:19:07.755]  If you
[01:19:09.605 --> 01:19:16.306]  I mean it just goes on and on and of course they'll have to be big houses with a bunch of people living in it because that uses less material.
[01:19:17.870 --> 01:19:23.652]  At this moment, there exist 15,000 of passive homes in the world, mostly in Germany, Australia, and Scandinavia.
[01:19:23.952 --> 01:19:24.993]  And Germany's a model.
[01:19:25.093 --> 01:19:26.653]  Germany has, what, 1.2 kids?
[01:19:27.033 --> 01:19:27.974]  So Germany's dying.
[01:19:28.014 --> 01:19:29.694]  For every two adults, they replace themselves 1.2.
[01:19:30.935 --> 01:19:32.855]  Many German cities are basically half empty.
[01:19:33.255 --> 01:19:35.256]  And it's like, oh, let's stop having even more kids.
[01:19:35.296 --> 01:19:36.577]  Let's not build houses.
[01:19:36.857 --> 01:19:37.977]  Let's be total slaves.
[01:19:38.017 --> 01:19:39.378]  Let's banker bailout.
[01:19:39.698 --> 01:19:41.098]  Everything must go to Goldman Sachs.
[01:19:41.138 --> 01:19:41.878]  Good job, Germany.
[01:19:41.918 --> 01:19:42.499]  Killing yourself.
[01:19:43.759 --> 01:19:45.300]  Japanese passive houses.
[01:19:47.199 --> 01:19:53.560]  People would realize that the ordinary houses will become scarce, a limited commodity, and their price will jump at least by 10 to 15 percent.
[01:19:54.020 --> 01:20:05.923]  Correspondingly, the construction of the classical houses will increase before 2020 because the developers will be able to sell a higher number of houses in a profitable way because the price that the buyers will be ready to pay will increase too.
[01:20:06.203 --> 01:20:12.644]  Yeah, but you'll be able to get a special government allowance if you pay kickbacks, though, to have a regular house or to be able to have your own home.
[01:20:13.304 --> 01:20:15.325]  Oh, you don't get to live in a house by yourself.
[01:20:15.405 --> 01:20:16.665]  It's an apartment building.
[01:20:17.765 --> 01:20:23.009]  However, don't expect that the existing owners will be completely protected against the new insane politics.
[01:20:23.390 --> 01:20:31.617]  If they want to sell or rent their house or apartment starting in 2012, they will have to get in a document about the energy efficiency of the real estate, something that costs $500 or so.
[01:20:31.897 --> 01:20:33.898]  And see, here in the U.S., they're priming you for this.
[01:20:34.199 --> 01:20:38.062]  You go to buy a washer or dryer and they say, hey, we got a $150 coupon.
[01:20:38.082 --> 01:20:39.523]  You give the city of Austin.
[01:20:40.404 --> 01:20:42.405]  My dad went and bought a new washer and dryer this weekend.
[01:20:43.508 --> 01:20:46.830]  And he said, oh, $150 coupon here at Home Depot with the city of Austin.
[01:20:47.171 --> 01:20:47.971]  It's real nice.
[01:20:48.011 --> 01:20:50.993]  You get a home inspection and an energy audit.
[01:20:51.253 --> 01:20:53.274]  Well, in a couple of years, those become mandatory.
[01:20:53.735 --> 01:21:00.539]  And in the Senate bill that's passed the House, in one week, if you don't make the changes they want, your home is forfeited.
[01:21:00.599 --> 01:21:01.520]  No court, no nothing.
[01:21:01.800 --> 01:21:06.943]  So they're just training you about how cool and how fun all of this is.
[01:21:07.303 --> 01:21:10.526]  So that is just total control.
[01:21:11.448 --> 01:21:14.829]  This is the Enviro-Cult that has nothing to do with the environment.
[01:21:14.849 --> 01:21:17.610]  Are they worried about genetic engineering, cross-species engineering?
[01:21:17.910 --> 01:21:19.971]  Are they worried about things that actually could damage the Earth?
[01:21:20.291 --> 01:21:22.391]  Nuclear weapons, fish infusion?
[01:21:22.411 --> 01:21:25.432]  Are they worried about the Hadron Superconducting Super Collider?
[01:21:25.692 --> 01:21:29.453]  Are they worried about all these super technologies that do endanger the Earth?
[01:21:29.573 --> 01:21:29.774]  No.
[01:21:30.214 --> 01:21:35.715]  They're teaching you that carbon, that all animals exhale, is a toxic waste to make you the enemy.
[01:21:36.095 --> 01:21:38.376]  And government then can come in and take control of your life.
[01:21:39.196 --> 01:21:40.517]  In Studio, coming up.
[01:21:41.377 --> 01:21:45.498]  Troops training with foreign troops and police to take on the American people.
[01:21:45.598 --> 01:21:46.518]  We're on the march.
[01:21:46.998 --> 01:21:48.599]  The Empire's on the run.
[01:21:49.539 --> 01:21:52.280]  Alex Jones and the GCN Radio Network.
[01:21:56.101 --> 01:22:01.802]  The fall of America and the Western world was an all-new 10-hour documentary and survival guide rolled into one.
[01:22:02.549 --> 01:22:06.994]  In this film, you will see the reasons why our government is failing, and what you can do to prepare.
[01:22:07.835 --> 01:22:21.368]  Featuring Dr. Paul Craig Roberts, Joseph Farah, David Icke, Naomi Wolf, G. Edward Griffin, Doug McIntyre, Mark Crispin Miller, Mickey Z, Doug Casey, David McElhaney, and myself, Alex Jones.
[01:22:22.149 --> 01:22:26.592]  Protect yourself and get the tools you need to protect your family from these difficult times.
[01:22:27.152 --> 01:22:33.076]  The Fall of America and the Western World at www.thefallofamerica.net.
[01:22:33.616 --> 01:22:36.678]  Or click on the banners at infowars.com and prisonplanet.com.
[01:22:37.379 --> 01:22:40.941]  Again, that website www.thefallofamerica.net.
[01:22:41.101 --> 01:22:41.601]  Or call 800-655-1577.
[01:22:41.621 --> 01:22:44.223]  Prepare yourself and the ones you love today.
[01:22:44.263 --> 01:22:44.983]  fallofamerica.net.
[01:22:54.861 --> 01:22:58.685]  Let me tell you a little bit about one of our great sponsors, HomeGain.com.
[01:22:58.945 --> 01:23:04.671]  This is the place to get you started buying or selling a home, finding a realtor, and getting any real estate questions answered.
[01:23:04.951 --> 01:23:08.735]  Go to HomeGain.com and see what I'm talking about.
[01:23:09.135 --> 01:23:15.442]  All you need to do is type in your home address and you will get an instant free estimate of your home's value online.
[01:23:15.842 --> 01:23:18.723]  This is a great way to be able to monitor the value of your home.
[01:23:19.143 --> 01:23:20.744]  And again, it's absolutely free.
[01:23:21.244 --> 01:23:22.885]  There are tons of tools to help you.
[01:23:23.305 --> 01:23:26.746]  For instance, if you want to remodel your home, go to HomeGain.com.
[01:23:27.066 --> 01:23:33.648]  Use their Home Sale Maximizer to help you determine which home improvements can most increase your home's value before you put it on the market.
[01:23:33.869 --> 01:23:37.010]  For 10 years, these folks have been helping home sellers and buyers.
[01:23:37.450 --> 01:23:39.351]  Visit their link at InfoWars.com.
[01:23:39.791 --> 01:23:40.491]  Look for Max
[01:23:40.751 --> 01:23:44.855]  The Orange Home Gain Gorilla to help you with any real estate needs you might have.
[01:23:45.175 --> 01:23:46.216]  You'll love this site.
[01:23:46.436 --> 01:23:47.817]  It's HomeGain.com.
[01:23:48.298 --> 01:23:50.860]  H-O-M-E-G-A-I-N.com.
[01:23:51.180 --> 01:23:51.941]  Check them out today.
[01:23:54.406 --> 01:23:56.728]  They helped to create a New World Order.
[01:23:56.788 --> 01:23:59.009]  We are part of a New World Order.
[01:23:59.109 --> 01:24:01.891]  A New World Order based upon collective action.
[01:24:02.331 --> 01:24:07.074]  Invisible Empire is a damning indictment of the globalists through their own words and documents.
[01:24:07.434 --> 01:24:11.617]  The New World Order really is a tool for addressing a new world of possibilities.
[01:24:11.937 --> 01:24:14.261]  It means all the world under their control.
[01:24:14.281 --> 01:24:16.824]  The United Nations would take over America.
[01:24:17.165 --> 01:24:19.729]  The Trilateral Commission would control the world.
[01:24:20.089 --> 01:24:27.701]  Invisible Empire chronicles how men of power and influence have worked in stealth for centuries to establish an oppressive world government.
[01:24:28.024 --> 01:24:33.269]  I believe, first of all, that we now need nothing short of a world constitution for the global financial system.
[01:24:33.409 --> 01:24:35.692]  Global governance with the establishment of the G20.
[01:24:35.732 --> 01:24:39.695]  So it's going to be an inner ruling elite and then everyone else.
[01:24:39.956 --> 01:24:40.877]  And I got news for you.
[01:24:41.017 --> 01:24:42.338]  You're everyone else.
[01:24:42.358 --> 01:24:43.379]  Invisible Empire.
[01:24:43.859 --> 01:24:48.684]  Secure your copy today at InfoWars.com or PrisonPlanet.com.
[01:24:48.704 --> 01:24:51.667]  Or watch it online in the highest quality at PrisonPlanet.tv.
[01:25:42.372 --> 01:26:01.829]  All right ladies and gentlemen the guys came up here and worked some on the weekend they have more than 20 hours of footage and they're boiling they boiled it down they're trying to transfer it over to the computer system right now so we can premiere it here and that's the easiest way to do it live to actually get it up on presentplanet.tv but it will be
[01:26:02.329 --> 01:26:07.412]  Be up on PrisonPlanet.tv this evening regardless, and we may have it for you by the end of the show.
[01:26:07.692 --> 01:26:12.455]  But you also have the documents given out by the state police, by the National Guard.
[01:26:13.155 --> 01:26:16.857]  So we've got Jason Douglas and Rob Dew, two gammer guys.
[01:26:16.877 --> 01:26:22.140]  They also helped direct and edit the film Police State 4, The Rise of FEMA, my latest documentary.
[01:26:22.981 --> 01:26:28.244]  Guys, go over arriving, what you saw, what you witnessed, and people need to understand
[01:26:28.744 --> 01:26:30.185]  I've been to these urban warfare drills.
[01:26:30.205 --> 01:26:31.186]  This is not isolated.
[01:26:31.666 --> 01:26:39.091]  And they're acclimating the public for military occupation, for schools to be taken over by troops, military, regular army, foreign troops.
[01:26:39.571 --> 01:26:44.415]  And I have witnessed, in Hebron, Maryland, troops training for gun confiscation, the Marines.
[01:26:44.875 --> 01:26:46.856]  We've witnessed it in Swansboro, North Carolina.
[01:26:47.216 --> 01:26:49.178]  We've witnessed it in Alabama, Urban Warrior.
[01:26:49.218 --> 01:26:50.779]  In California, foreign troops.
[01:26:51.099 --> 01:26:54.541]  With our troops, training with role players who are American terrorists.
[01:26:54.902 --> 01:26:56.222]  In LE09 last year.
[01:26:56.242 --> 01:26:57.363]  So this is not isolated.
[01:26:58.604 --> 01:26:59.465]  Kentucky Derby.
[01:27:01.105 --> 01:27:03.747]  You know, somebody runs out on the field after the race.
[01:27:04.027 --> 01:27:05.908]  The troops run up with 45s and arrest them.
[01:27:06.288 --> 01:27:07.549]  They didn't have police do it.
[01:27:07.929 --> 01:27:08.830]  No, troops did it.
[01:27:09.850 --> 01:27:10.591]  Year after year.
[01:27:10.651 --> 01:27:11.471]  The Super Bowl.
[01:27:12.051 --> 01:27:14.813]  Marines running drunk driving checkpoints all over the country.
[01:27:14.993 --> 01:27:16.634]  Well, what's wrong with the Marines stopping drunks?
[01:27:17.074 --> 01:27:25.479]  We are being acclimated for military occupation and now they admit Brigade Homeland and Homeland Security and NORTHCOM and the military is trying to take on their number one threat.
[01:27:25.979 --> 01:27:34.786]  The former military, gun owners, New York Times about Boy Scouts training to take on disgruntled vets that own guns, and we cover that in Police State 4.
[01:27:35.046 --> 01:27:36.868]  You guys did a great job working on that.
[01:27:37.508 --> 01:27:38.429]  I sent you to this.
[01:27:38.489 --> 01:27:39.630]  We were not disappointed.
[01:27:40.531 --> 01:27:42.272]  I wish we would have been disappointed.
[01:27:42.312 --> 01:27:45.055]  I wish it would have just been a normal terror drill, but no, it wasn't.
[01:27:45.075 --> 01:27:47.557]  It was a federalization martial law drill.
[01:27:47.577 --> 01:27:52.801]  So, gentlemen, great job up in Chicago and surrounding areas in your five-day trip.
[01:27:53.982 --> 01:27:55.143]  Break down what you witnessed.
[01:27:55.981 --> 01:28:04.086]  All right, well, we arrived on Saturday and we scattered out some of the locations that they were putting out in their press releases of where these events were going to be taking place.
[01:28:04.126 --> 01:28:07.969]  And we had a hotel pretty close to the first one, which is in Oak Lawn.
[01:28:08.029 --> 01:28:09.030]  It was a train station.
[01:28:09.690 --> 01:28:16.995]  And they were simulating a plane exploding over on its way into Midway Airport.
[01:28:17.255 --> 01:28:20.537]  And they took that, they said, off the underwear bomber thing.
[01:28:20.557 --> 01:28:22.619]  So they're using a false flag to justify
[01:28:23.539 --> 01:28:24.099]  I don't know.
[01:28:39.286 --> 01:28:40.806]  That was where their big staging ground was.
[01:28:40.846 --> 01:28:44.728]  That's where, you know, the 400 to 500 National Guard troops were going to show up.
[01:28:45.468 --> 01:28:50.810]  And from there, they were going to deploy to the different events around the city of Chicago, which is huge.
[01:28:51.210 --> 01:28:53.650]  I don't know if anybody... If you've never been there, it's really big.
[01:28:53.690 --> 01:28:55.391]  There's a big downtown and then an even bigger...
[01:28:56.071 --> 01:28:58.192]  He was saying he saw you on the news.
[01:29:19.139 --> 01:29:20.821]  Yeah, well, I mean, I was all over the place.
[01:29:20.921 --> 01:29:23.464]  Both me and Douglas were just shooting video everywhere.
[01:29:24.105 --> 01:29:25.866]  And, you know, we just went right up to the National Guard.
[01:29:25.886 --> 01:29:30.632]  We got our press passes from them, and they pretty much gave us carte blanche on shooting whatever.
[01:29:30.812 --> 01:29:32.434]  And, you know, we just asked questions.
[01:29:32.474 --> 01:29:33.134]  They answered them.
[01:29:34.476 --> 01:29:36.458]  They mentioned that... What about nighttime drills?
[01:29:36.818 --> 01:29:38.280]  The Guard running around the streets at 1 a.m.? ?
[01:29:39.361 --> 01:29:47.188]  Now there was one night time drill that we went to and it was run by the city and they were, that was a couple days later, and they were very standoffish about letting anyone in.
[01:29:47.208 --> 01:29:49.170]  It was a gun confiscation drill, that was the key.
[01:29:49.450 --> 01:29:57.618]  Well they were going into a train with the SWAT team and they didn't want the SWAT team shown and then after that they were doing decontamination.
[01:29:58.118 --> 01:30:04.645]  Mainly what the National Guard, from what we saw, they were doing decontamination exercises of people except
[01:30:05.285 --> 01:30:14.328]  With the one terror drill where they were going to take out some terrorists and then free some hostages, and then there was a chemical spill in there, and that was with the Boy Scouts.
[01:30:14.468 --> 01:30:22.530]  They were all... Okay, we're going to get to the Polish troops and the video you have of this, and of course we'll also hold up some of these documents you have.
[01:30:22.550 --> 01:30:25.651]  We can show the document, Cam, from the ceiling and see some of those.
[01:30:25.671 --> 01:30:29.192]  But Douglas, give me your take and breakdown, your report on what you saw.
[01:30:30.772 --> 01:30:41.609]  The thing that was difficult to wrap your mind around was that they would couch these, each segment of this training exercise was couched in something that was completely innocuous.
[01:30:41.869 --> 01:30:42.811]  You know, a plane crash.
[01:30:43.576 --> 01:30:55.479]  Of course it's a plane crash, but then all of a sudden they start swinging into, there was terrorist information found inside of the plane, and then they're, you know, interrogating the people who just fell out of the sky.
[01:30:56.420 --> 01:31:11.904]  You know, they take these training exercises, they have all these different spins that happen with them, and so it's not the original just a plane crash, it's all of these other things, and they're following this trail of where, you know, they got information from citizens who just fell out of the sky.
[01:31:12.544 --> 01:31:14.646]  And now they can go in any direction that they want.
[01:31:15.566 --> 01:31:17.368]  Or... Well, yeah, you'll have the cover story.
[01:31:17.928 --> 01:31:26.415]  It's like, oh, we're training for Macedonia, and then you get there and they're training to take over San Francisco in the Urban Warrior one I went to with the Marines and the foreign troops in Oakland.
[01:31:26.455 --> 01:31:27.075]  I have the footage.
[01:31:27.115 --> 01:31:27.816]  It's in Police State 2000.
[01:31:29.157 --> 01:31:33.880]  It's all there of them saying, you know, we're trying to take on Americans in San Francisco, and they have mock interrogations.
[01:31:34.160 --> 01:31:35.101]  Where'd you get the weapons?
[01:31:35.121 --> 01:31:35.922]  Where'd you get the helmet?
[01:31:36.162 --> 01:31:37.483]  Well, I got it in San Francisco.
[01:31:37.523 --> 01:31:38.604]  Well, why are you in Oakland?
[01:31:39.024 --> 01:31:39.864]  You know, I'm an American.
[01:31:39.925 --> 01:31:40.565]  No, not the camp.
[01:31:40.605 --> 01:31:41.145]  I have rights.
[01:31:42.006 --> 01:31:42.947]  That's all on video.
[01:31:43.488 --> 01:31:44.369]  And it's always the same.
[01:31:44.389 --> 01:31:48.014]  You know, for the public, it's like, oh, we're doing a bomb decontamination drill.
[01:31:48.414 --> 01:31:53.541]  And then you find out it's a takeover of the city council or it's a takeover of the county commissioner's office.
[01:31:53.561 --> 01:31:55.143]  I mean, I've seen this in Texas.
[01:31:55.183 --> 01:31:56.245]  I've been to them in Texas.
[01:31:56.525 --> 01:31:57.646]  So you have the cover story.
[01:31:57.927 --> 01:32:00.190]  And then as you said, it then goes off into all these other directions.
[01:32:00.410 --> 01:32:12.956]  Yeah, we were told several times that the Polish troops were only going to be there as observers, and then we find out there's Latvian troops there because Michigan's sister country, Warsaw Pact country, is Latvia.
[01:32:13.396 --> 01:32:17.418]  So they have Latvia troops there because the Michigan National Guard was also participating.
[01:32:18.018 --> 01:32:21.460]  And then Illinois is with Poland.
[01:32:22.680 --> 01:32:24.381]  And again, this is just compartmentalized.
[01:32:24.701 --> 01:32:28.962]  This gets our troops trained to foreign troops, it gets the other foreign troops, and now in L.E.O.
[01:32:28.982 --> 01:32:32.542]  9, they admitted 14 nations trying to quote, take on American terrorists.
[01:32:33.142 --> 01:32:42.925]  And so now the news is saying, oh, in an emergency, Canadian and Mexican troops are going to help in America, and then we had our troops up at the Olympics helping run checkpoints.
[01:32:42.945 --> 01:32:44.485]  See how we're all being acclimated.
[01:32:44.625 --> 01:32:49.728]  Oh yeah, and they do it under the guise of, oh, this is to share information and brotherhood and all this stuff.
[01:32:49.808 --> 01:32:52.630]  Well, that was like in Iowa when we had the colonel on that you got on.
[01:32:52.950 --> 01:32:56.893]  He said, yeah, we were training for gun confiscation, but what's wrong with that?
[01:32:57.213 --> 01:32:58.894]  You're making it a conspiracy theory.
[01:32:58.934 --> 01:32:59.775]  And I said, well, no, you're.
[01:33:00.215 --> 01:33:06.259]  And then the news wrote an article about me, the conspiracy theorist who scared the town about gun confiscation.
[01:33:06.299 --> 01:33:10.682]  But their original article said they worked with a local gun dealer who played the part of the terrorist.
[01:33:10.922 --> 01:33:14.224]  And they were going door to door and carding for a gun confiscation.
[01:33:14.424 --> 01:33:15.105]  He even admits it.
[01:33:15.125 --> 01:33:16.446]  We're looking for weapons caches.
[01:33:16.486 --> 01:33:19.930]  Yes, yes, we're doing a gun confiscation drill, but you shouldn't be upset about it.
[01:33:20.050 --> 01:33:20.290]  Right.
[01:33:20.791 --> 01:33:23.173]  And that's, you know, they do it all matter-of-factly.
[01:33:23.654 --> 01:33:28.038]  So break down exactly what people are going to see on this prison.
[01:33:28.319 --> 01:33:31.822]  In fact, if it comes in when the show ends, we'll just play the video in overdrive.
[01:33:31.842 --> 01:33:33.224]  If it's not, we have it.
[01:33:34.562 --> 01:33:35.383]  Awesome, it transferred.
[01:33:35.423 --> 01:33:36.304]  How long is this video?
[01:33:36.504 --> 01:33:38.325]  Well this, I cut it up into two parts.
[01:33:38.365 --> 01:33:53.439]  What you're going to see right when it starts is the guy, Captain Bright, who was kind of our liaison, who was taking us around, and then the head of the Polish, of their command group, and there's about 13 or 14 Polish soldiers along with firefighters, and then I guess
[01:33:54.019 --> 01:33:55.841]  The best thing to describe is Polish FBI.
[01:33:55.861 --> 01:34:05.271]  They wouldn't come on camera and they were kind of standoffish to us, but it was three individuals who just kind of be, you know, they were observing the whole time, but they were their equivalent of the FBI as well.
[01:34:05.291 --> 01:34:06.652]  Now, I haven't seen this yet.
[01:34:06.733 --> 01:34:10.376]  I mean, for radio listeners, do we need to narrate this?
[01:34:11.117 --> 01:34:14.701]  Yeah, as soon as they pop it up, I'll do some narration and tell them what they're seeing.
[01:34:14.721 --> 01:34:17.182]  Okay, and Douglas, you feel free to pop in.
[01:34:17.222 --> 01:34:28.085]  Now again, specifically, in this drill, and they let you in there, it was the Boy Scouts covering their faces, and this was a hostage drill, or what was this?
[01:34:28.145 --> 01:34:35.368]  The whole point of that exercise was hostages, or terrorists had taken hostages into a building and sealed it off, and then they'd also found
[01:34:36.908 --> 01:34:40.512]  Upon entry, they find chemicals, a spill which was simulated with flour.
[01:34:41.072 --> 01:34:42.894]  And so the Boy Scouts were all in that area.
[01:34:43.434 --> 01:34:49.279]  They come in, they cut the door down using those kind of rotary saws that are gas-powered.
[01:34:49.940 --> 01:34:53.063]  So they cut through, bust in, they kill the terrorists.
[01:34:53.523 --> 01:34:55.505]  And this was in the main room.
[01:34:55.545 --> 01:34:57.647]  Were you able to get the sheets on who the terrorists were?
[01:34:57.667 --> 01:34:59.769]  Because in a lot of these drills, it is American militia.
[01:35:00.209 --> 01:35:02.270]  They didn't say anything specifically.
[01:35:02.330 --> 01:35:04.511]  I went up and asked the guys and they just said, no, we're terrorists.
[01:35:04.591 --> 01:35:06.952]  I went and asked the terrorists, are you representing anybody?
[01:35:06.992 --> 01:35:08.353]  Are you with any particular group?
[01:35:08.393 --> 01:35:13.115]  And they said, no, we're just... Because in Michigan they had the drills in the schools where they were people against public school.
[01:35:13.155 --> 01:35:14.316]  They were homeschool families.
[01:35:14.456 --> 01:35:14.716]  Right.
[01:35:14.916 --> 01:35:17.017]  And they told the kids that we're attacking the school.
[01:35:17.297 --> 01:35:17.798]  Yeah.
[01:35:17.858 --> 01:35:19.178]  Which is a demonization tactic.
[01:35:19.498 --> 01:35:23.801]  I didn't get that particular information from them, but what was clear and
[01:35:24.941 --> 01:35:27.483]  In the main room it was all Illinois State Police.
[01:35:28.003 --> 01:35:34.428]  And then we look over and there's this little spiral staircase and all of a sudden there's Polish troops there and they never mentioned that they were going to be participating in the exercise.
[01:35:34.828 --> 01:35:45.455]  And all of a sudden they start coming down the stairs and then they're kind of cordoning off the Boy Scouts at gunpoint and they're holding them there and there was another terrorist staging group there and they actually used a hand grenade.
[01:35:46.636 --> 01:35:47.437]  Oh really?
[01:35:47.477 --> 01:35:57.372]  Well I want to add that in Road to Tyranny we interviewed a Marine Corps Captain who in the 80's was actually raiding gun dealers' homes and offices in a police jacket.
[01:35:57.953 --> 01:36:00.938]  And so they've actually got military engaging in raids everywhere.
[01:36:00.958 --> 01:36:02.460]  That's the next level of secrecy.
[01:36:02.500 --> 01:36:05.021]  Well, one of the exercises was taking down a meth lab.
[01:36:05.121 --> 01:36:17.488]  They find a meth lab, so it's automatically this, instead of a local law enforcement issue, becomes a terrorist plot because it's, you know, chemical or biological or, you know, they kind of just take, you know, meth lab and turn that into... It's mission creep!
[01:36:18.008 --> 01:36:20.651]  I mean, that's like they charged Atari with weapons of mass destruction.
[01:36:21.332 --> 01:36:30.761]  A 7.6239 rifle that fires 7.6239 eastern block rounds is now a WMD, a weapon of mass destruction.
[01:36:30.782 --> 01:36:32.463]  And of course, now the judges ordered him to release it.
[01:36:32.483 --> 01:36:33.304]  It was all staged.
[01:36:34.625 --> 01:36:35.066]  Exactly.
[01:36:35.626 --> 01:36:37.308]  And that all happened with the Patriot Act.
[01:36:39.589 --> 01:36:40.130]  That's Section 802.
[01:36:40.210 --> 01:36:43.813]  Any action that endangers human life is a violation of any federal or state law.
[01:36:53.894 --> 01:37:02.460]  When I saw the Polish guys in full combat gear, that's when I started to get pretty shaken, especially when they were right on top of the Boy Scouts.
[01:37:02.480 --> 01:37:03.621]  Well, they were participating.
[01:37:03.641 --> 01:37:12.167]  I mean, the thing that struck me was when we went to the nighttime drill for Chicago, their PR person, that was run more like a show.
[01:37:12.787 --> 01:37:15.309]  They had the press cordoned off to an area.
[01:37:15.349 --> 01:37:16.850]  You were only allowed to see certain things.
[01:37:16.890 --> 01:37:18.311]  We were there for three and a half hours.
[01:37:18.331 --> 01:37:22.114]  We have no idea what they were doing around there, because they had us staring at a hole.
[01:37:22.594 --> 01:37:27.317]  They had all the press staring at a hole with, you know, their mimicked question-answer session.
[01:37:27.837 --> 01:37:34.581]  And they said, point-blank, there would not be any participation between the Polish troops or any of the foreign troops in what was going on.
[01:37:34.601 --> 01:37:35.161]  So they lied.
[01:37:35.502 --> 01:37:36.822]  As observers only.
[01:37:36.982 --> 01:37:37.503]  So they lied.
[01:37:37.543 --> 01:37:38.063]  Of course they did.
[01:37:38.483 --> 01:37:39.344]  How long is the first clip?
[01:37:40.115 --> 01:37:41.477]  It should be about four minutes.
[01:37:41.497 --> 01:37:42.318]  Let's go ahead and get to that.
[01:37:42.918 --> 01:37:44.360]  Here is a clip, a video.
[01:37:44.380 --> 01:37:46.141]  It will be up at PrisonPlanet.tv.
[01:37:46.161 --> 01:37:48.764]  We're also streaming it live at PrisonPlanet.tv and we'll narrate it.
[01:37:50.005 --> 01:37:53.309]  On the left is the Polish commander and on the right is the American.
[01:37:53.789 --> 01:37:56.712]  The Green Beret guys are going to be the Polish troops.
[01:37:56.933 --> 01:37:58.654]  That was probably the largest group of them.
[01:37:59.555 --> 01:38:05.140]  And, um, that's, uh, those are Douglas' shots from the, uh, abandoned houses that they were using.
[01:38:05.160 --> 01:38:10.184]  This is a whole neighborhood, basically, that O'Hare has been acquiring for the past 15 years.
[01:38:10.304 --> 01:38:10.544]  Right.
[01:38:11.405 --> 01:38:14.528]  And so they had this, basically, free reign to conduct their exercise here.
[01:38:15.488 --> 01:38:19.832]  And, um, you know, the Polish guys ended up donning hazmat suits at one point.
[01:38:19.852 --> 01:38:22.534]  They're wearing the orange hazmat suits when we get to that.
[01:38:22.574 --> 01:38:28.119]  But here's the whole convoy coming in, um, to start the, uh, terror exercises for that day.
[01:38:30.642 --> 01:38:32.744]  Good job guys, this is really powerful footage.
[01:38:33.605 --> 01:38:34.666]  There's the foreign troops.
[01:38:35.267 --> 01:38:38.491]  And actually these two guys walking towards us, those are the two Latvian troops.
[01:38:39.332 --> 01:38:40.833]  So there's Latvian and Polish.
[01:38:40.873 --> 01:38:41.514]  Right, right.
[01:38:41.554 --> 01:38:45.999]  These are the only two Latvian guys and then you'll notice there'll be some guys in a black, full black uniform.
[01:38:46.500 --> 01:38:50.184]  They're actually a fire department in Poland and then I'll point out the
[01:38:51.445 --> 01:38:53.025]  The Polish FBI.
[01:38:53.426 --> 01:38:54.926]  I guess that's the best name for them.
[01:38:54.986 --> 01:38:56.586]  Yeah, they kept calling them FBI.
[01:38:56.607 --> 01:38:58.867]  I don't know if that just sounded nicer.
[01:38:59.407 --> 01:39:00.388]  Seemed more secretive.
[01:39:00.408 --> 01:39:02.128]  Bureau of Counterterrorist Operations.
[01:39:02.348 --> 01:39:03.028]  BOA.
[01:39:03.088 --> 01:39:03.969]  Oh yeah, let's show again.
[01:39:04.029 --> 01:39:07.129]  Have we shown those documents yet?
[01:39:07.169 --> 01:39:08.910]  He pointed that out with the Polish troops.
[01:39:09.330 --> 01:39:12.671]  We got this from Toyota Park and there's just the different troops that were there.
[01:39:12.731 --> 01:39:13.411]  There are the kids.
