[00:00:20.234 --> 00:00:20.794]  Welcome back.
[01:49:47.418 --> 01:49:48.858]  The police state isn't coming.
[01:49:49.399 --> 01:49:49.839]  It's here.
[01:49:50.500 --> 01:49:57.341]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv
[01:49:58.604 --> 01:50:00.446]  Hi, this is Steve Schenke, Foods Direct.
[01:50:00.706 --> 01:50:05.951]  We have stopped taking orders for the Buy 3 Get 1 Free program and have started production.
[01:50:06.131 --> 01:50:07.172]  Congratulations!
[01:50:07.452 --> 01:50:13.557]  Your choice to participate in the production of your food supply by pre-ordering will prove very wise.
[01:50:13.918 --> 01:50:18.662]  Shipments will begin the end of March and will be sent in the order that they were received.
[01:50:18.962 --> 01:50:19.843]  Now something fun.
[01:50:20.103 --> 01:50:20.864]  It's springtime!
[01:50:21.024 --> 01:50:28.752]  We all know that garden seeds aren't really a food supply, but they're a great supplement to your food reserve if you have the time and place to garden.
[01:50:28.952 --> 01:50:29.693]  Here's the plan.
[01:50:29.853 --> 01:50:38.422]  When you add a one-month Superfood Spring Pack to your food storage, we'll send you that garden of non-hybrid seeds absolutely free.
[01:50:38.762 --> 01:50:40.644]  Order now while the free seeds last.
[01:50:41.085 --> 01:50:41.405]  Call 800-409-5662.
[01:50:47.693 --> 01:50:51.617]  Get a real supply of food to eat while you wait for your supplemental garden to grow.
[01:50:51.738 --> 01:50:52.038]  Call 800-409-5633.
[01:51:09.827 --> 01:51:19.171]  Okay, let's go to this video piece breaking down that you need to have 2.1 children per family to just heat the population.
[01:51:19.732 --> 01:51:25.294]  And the entire West, including Japan, every industrialized nation, is not having anywhere near that.
[01:51:25.394 --> 01:51:26.955]  We are dying.
[01:51:27.535 --> 01:51:32.199]  Ladies and gentlemen, and it's in the West where they're really teaching people not to have children.
[01:51:32.399 --> 01:51:33.000]  Here's the clip.
[01:51:33.220 --> 01:51:40.827]  From the time of the cavemen all the way until today, humanity continues to exist because each generation of people has produced another generation to replace itself.
[01:51:41.348 --> 01:51:46.232]  Scientists have figured out how many people need to be born each generation to replace the generation before.
[01:51:46.792 --> 01:51:48.794]  That number is one person per person.
[01:51:49.255 --> 01:51:52.237]  All things being equal, this creates perfect demographic balance.
[01:51:53.378 --> 01:51:59.424]  Since women are the only ones who can have children, replacing every person on Earth means each woman needs to have two children.
[01:52:00.005 --> 01:52:02.567]  One to replace her, and the other to replace the man.
[01:52:03.048 --> 01:52:04.068]  Who cannot have children?
[01:52:04.549 --> 01:52:08.553]  The total fertility rate is the average number of children each woman in a society is having.
[01:52:08.813 --> 01:52:11.596]  This number shows us if a society is growing or shrinking.
[01:52:12.476 --> 01:52:17.121]  In developed countries, the replacement rate birth rate is 2.1 children per woman.
[01:52:17.521 --> 01:52:25.248]  This will keep the population stable, but even that is assuming that every woman has children, and that there are no wars, famines, or disease.
[01:52:26.209 --> 01:52:32.415]  In the real world, disasters happen all the time, and sadly not all children reach adulthood, especially in poor countries.
[01:52:32.836 --> 01:52:35.078]  This pushes their replacement rate up to 3.3 children per woman.
[01:52:36.759 --> 01:52:46.227]  Since not every woman wants to have children, in order to keep the population stable, some women need to have more than 2.1 children to balance the birth rate with the women who are only having one, or no children at all.
[01:52:47.008 --> 01:52:49.350]  Maintaining this balance is of the utmost importance.
[01:52:49.850 --> 01:52:55.154]  If society does not at least replace itself every generation, human numbers begin to fall exponentially.
[01:52:55.995 --> 01:53:01.580]  Economic and social problems appear, as elderly people retiring begin to outnumber young people entering the workplace.
[01:53:03.132 --> 01:53:05.514]  This is already happening all over the developed world.
[01:53:06.094 --> 01:53:15.900]  Many of the world's nations are only barely replacing themselves, while a growing majority have birth rates below replacement, some as low as 1.8 or even 1.2 babies per woman.
[01:53:17.020 --> 01:53:19.502]  Many societies are facing a very real danger.
[01:53:20.462 --> 01:53:20.863]  Extinction.
[01:53:25.667 --> 01:53:26.607]  Think about it, folks.
[01:53:27.328 --> 01:53:28.828]  Okay, let's go to the next clip.
[01:53:29.688 --> 01:53:32.930]  Food, there's lots of it, because people say, okay, well, there's not enough food.
[01:53:33.370 --> 01:53:36.911]  No, they pay Western farmers worldwide not to produce food.
[01:53:36.991 --> 01:53:37.711]  Let's go to that clip.
[01:53:40.152 --> 01:53:45.954]  According to believers in overpopulation, there are so many of us on the planet that food production cannot possibly keep up.
[01:53:47.775 --> 01:53:48.075]  However,
[01:53:50.452 --> 01:53:56.858]  Thanks to the American Agricultural Organization and the World Food Program, there is currently enough food on the planet for everyone to be well fed.
[01:53:57.839 --> 01:54:01.362]  Not only that, but we're growing this food on less land than we did in the past.
[01:54:01.802 --> 01:54:08.949]  This is why in the United States, for example, the government can afford to pay farmers not to grow food, but instead return their farmlands to the wild.
[01:54:10.170 --> 01:54:15.915]  Modern technology also allows us to grow food on land where it would have been impossible to do so even a few years ago.
[01:54:16.856 --> 01:54:23.842]  Agricultural experts even believe that Africa, if cultivated using modern farming methods, could eventually feed the whole world, all by itself.
[01:54:24.483 --> 01:54:26.605]  Then why are people in many parts of the world starving?
[01:54:27.105 --> 01:54:32.169]  The World Food Program lists key causes of hunger, and overpopulation is not on that list.
[01:54:32.970 --> 01:54:37.656]  War, one of the leading causes of world hunger, destroys crops and disrupts relief efforts.
[01:54:38.436 --> 01:54:41.680]  Widespread poverty prevents many from buying the food that they need.
[01:54:42.501 --> 01:54:47.407]  And a lack of infrastructure means that there isn't a reliable way to transport food to areas that need it.
[01:54:49.099 --> 01:54:53.420]  This is why reducing the number of hungry people will not make the remaining people less hungry.
[01:54:54.000 --> 01:54:58.682]  Those who have access to the food will continue to have access to it, and those who don't will still be hungry.
[01:54:59.422 --> 01:55:02.723]  Reducing population will not magically cause food to be spread around equally.
[01:55:03.543 --> 01:55:09.344]  And blaming overpopulation for everything does nothing but distract us from the real problems that we actually have.
[01:55:11.125 --> 01:55:11.605]  Think about it.
[01:55:15.370 --> 01:55:17.912]  Perfectly done, absolutely accurate.
[01:55:18.532 --> 01:55:19.853]  That is the facts.
[01:55:20.454 --> 01:55:34.945]  The West is dying, and the British Royal Commission, by eugenicists, by the British government, in 1949, said, if we industrialize Latin America, Africa, and Asia, they will stop having even their replacement rate, like the West.
[01:55:35.425 --> 01:55:37.947]  That trend had already kicked in, in many Western countries.
[01:55:38.468 --> 01:55:40.189]  But they said, if we do
[01:55:43.439 --> 01:55:48.585]  Industrialize them though, that will make them politically powerful and then we can't control them through finance and military.
[01:55:49.065 --> 01:56:02.240]  So they said what we're going to do is, we're going to block economic development and industrial development, then there will be a giant population bloom, but we'll come in with other corrective measures like sterilization, cutting off food and water with war.
[01:56:03.294 --> 01:56:09.196]  And that's in State Department Memorandum 200 from 1973 and in the CIA accompanying memorandum.
[01:56:09.216 --> 01:56:21.040]  And of course it's in the book, Ecoscience, written by the White House science czar, John P. Holdren, with Paul R. Ehrlich, that they were just talking about in that piece.
[01:56:21.060 --> 01:56:26.762]  We're going to come back with the final video that actually talks about Ehrlich and Malthus and where these lies came from.
[01:56:27.282 --> 01:56:29.623]  It came from the British eugenicists.
[01:56:30.203 --> 01:56:32.304]  Now we're going to cover proto-eugenics.
[01:56:33.291 --> 01:56:38.776]  The roots of the roots understand this and what the world government's state of goal is.
[01:56:39.337 --> 01:56:41.319]  For the New World Order, world government's only the beginning.
[01:56:41.899 --> 01:56:45.122]  Forced global extermination of 80 to 99 percent.
[01:56:45.182 --> 01:56:47.184]  They debate if they'll kill us all.
[01:56:47.785 --> 01:56:48.425]  This is public.
[01:56:48.445 --> 01:56:48.966]  We'll be right back.
[01:56:49.606 --> 01:56:50.507]  We're on the march.
[01:56:51.008 --> 01:56:52.609]  The empire's on the run.
[01:56:53.530 --> 01:56:56.213]  Alex Jones and the GCN Radio Network.
[01:56:59.602 --> 01:57:02.203]  Hello, this is Alex Jones with some important questions.
[01:57:02.623 --> 01:57:07.585]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[01:57:07.945 --> 01:57:09.665]  My answer would be all I can get.
[01:57:09.986 --> 01:57:14.807]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[01:57:14.987 --> 01:57:15.948]  How much do you want?
[01:57:16.168 --> 01:57:16.908]  When do you want it?
[01:57:17.288 --> 01:57:18.890]  Now or after the battle starts?
[01:57:19.170 --> 01:57:20.011]  When will you need it?
[01:57:20.251 --> 01:57:22.314]  Can you buy it without proper identification?
[01:57:22.454 --> 01:57:23.555]  Will there be any food?
[01:57:23.795 --> 01:57:25.136]  Will it make your children sick?
[01:57:25.317 --> 01:57:30.402]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[01:57:30.602 --> 01:57:33.786]  You wipe out all these problems if you have a good food supply.
[01:57:34.186 --> 01:57:37.650]  Food is your ammunition to fight for your freedom and your life.
[01:57:37.990 --> 01:57:38.971]  How much will you need?
[01:57:39.211 --> 01:57:39.831]  We don't know.
[01:57:40.111 --> 01:57:41.032]  How much do you want?
[01:57:41.232 --> 01:57:41.952]  All you can get.
[01:57:42.152 --> 01:57:42.993]  I'm Alex Jones.
[01:57:43.253 --> 01:57:45.994]  I want all of you good guys to live to fight another day.
[01:57:46.295 --> 01:57:48.476]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[01:57:48.496 --> 01:57:49.496]  Again, that number 1-800-409-5633.
[01:57:59.312 --> 01:58:01.593]  They helped to create a New World Order.
[01:58:01.613 --> 01:58:03.914]  We are part of a New World Order.
[01:58:04.014 --> 01:58:06.836]  A New World Order based upon collective action.
[01:58:07.216 --> 01:58:11.979]  Invisible Empire is a damning indictment of the globalists through their own words and documents.
[01:58:12.339 --> 01:58:16.521]  The New World Order really is a tool for addressing a new world of possibilities.
[01:58:16.841 --> 01:58:19.163]  It means all the world under their control.
[01:58:19.183 --> 01:58:21.704]  The United Nations would take over America.
[01:58:21.724 --> 01:58:24.646]  The Trilateral Commission would control the world.
[01:58:24.986 --> 01:58:32.591]  Invisible Empire chronicles how men of power and influence have worked in stealth for centuries to establish an oppressive world government.
[01:58:32.911 --> 01:58:38.174]  I believe, first of all, that we now need nothing short of a world constitution for the global financial system.
[01:58:38.314 --> 01:58:41.115]  Global governance with the establishment of the G20.
[01:58:41.175 --> 01:58:44.597]  So it's gonna be an inner ruling elite and then everyone else.
[01:58:44.857 --> 01:58:45.757]  And I got news for you.
[01:58:45.917 --> 01:58:47.238]  You're everyone else.
[01:58:47.258 --> 01:58:48.259]  Invisible Empire.
[01:58:48.759 --> 01:58:53.161]  Secure your copy today at InfoWars.com or PrisonPlanet.com.
[01:58:53.501 --> 01:58:56.543]  Or watch it online in the highest quality at PrisonPlanet.tv.
[01:58:58.519 --> 01:58:59.160]  Hi, everyone.
[01:58:59.320 --> 01:59:00.181]  Andy Anderson here.
[01:59:00.381 --> 01:59:04.645]  Are you using those little bottles of hand gel that kill germs, bacteria, and other nasties?
[01:59:04.806 --> 01:59:10.452]  In today's world, that's smart, especially with the filthy doorknobs, shopping carts, and handrails we touch every day.
[01:59:10.592 --> 01:59:14.856]  Did you know that once the alcohol evaporates in a few seconds, good-bye effectiveness?
[01:59:14.936 --> 01:59:16.638]  No more protection till you use it again.
[01:59:16.778 --> 01:59:17.958]  PureWorks to the rescue!
[01:59:18.119 --> 01:59:22.480]  Our FDA-compliant foam, lotion, soap, and spray do not contain alcohol.
[01:59:22.520 --> 01:59:24.581]  Their killing power lasts up to four hours.
[01:59:24.721 --> 01:59:37.745]  PureWorks Disinfecting Spray is EPA-certified to kill swine flu, bird flu, MRSA, HIV, hepatitis B and C, and for our friends in medicine, kills C. diff, along with a whole host of viruses and bacteria, moles, and fungus, too.
[01:59:37.785 --> 01:59:39.326]  It's even safe around pets and children.
[01:59:39.426 --> 01:59:42.507]  You'll love how your skin feels with PureWorks Soft and Supple.
[01:59:42.587 --> 01:59:43.628]  No more dry skin.
[01:59:43.768 --> 01:59:48.209]  Here's to a little peace of mind knowing that your hands are still germ-free hours later.
[01:59:48.369 --> 01:59:55.412]  Call now toll-free 888-245-0300 to get your hands on PureWorks and get PureWorks on your hands.
[01:59:55.532 --> 01:59:55.832]  That's 888-245-0300.
[02:00:04.449 --> 02:00:06.372]  Waging war on corruption.
[02:00:06.852 --> 02:00:09.676]  Alex Jones on the GCN Radio Network.
[02:00:11.379 --> 02:00:16.526]  Okay, I want to get into how race is used to control and divide and conquer and we'll talk about
[02:00:17.728 --> 02:00:23.890]  The reality of where this self-induced mental illness is going here in just a moment.
[02:00:24.770 --> 02:00:31.192]  We ran out of time yesterday to play Professor Camus Cambon, which is just par for the course.
[02:00:31.492 --> 02:00:35.673]  But the point is, the academics in the crowd are clapping and smiling and agreeing with him.
[02:00:36.033 --> 02:00:38.594]  Now, we haven't edited the video, but I've got to pause in the middle.
[02:00:38.954 --> 02:00:43.575]  I was going to play it, but he says the N-word a bunch, calling white people the N-word.
[02:00:44.515 --> 02:00:48.419]  And, you know, you can play this on radio, but it upsets people, so I'm just not going to play that part.
[02:00:48.739 --> 02:00:54.304]  If you want to watch the full video, we'll give you the address if you want to go see it unedited from C-SPAN.
[02:00:54.745 --> 02:01:07.237]  Now, this happened a few years ago, but the point is, this is very popular, and this is pushed, and this is promoted, but he's got the same view, but from another perspective, as the globalists that want to reduce everybody's numbers.
[02:01:08.404 --> 02:01:10.185]  I mean, he's saying it's white people doing this.
[02:01:11.065 --> 02:01:13.186]  I'm going to break this down, because it's just a great illustration.
[02:01:13.947 --> 02:01:15.207]  But back to population.
[02:01:15.868 --> 02:01:22.751]  Let's play the clip here of overpopulation, the making of a myth that goes with those other two clips we just played.
[02:01:22.771 --> 02:01:29.714]  And I want everybody to go to Infowars.com, where Kurt Nemo's got all three of the articles posted, along with an article he wrote, and all three of the videos.
[02:01:30.095 --> 02:01:36.738]  So you can send that to your friends and family who are brainwashed and think they should pay carbon taxes for every child they have.
[02:01:37.418 --> 02:01:41.526]  Not only does the government own your house and now it says it owns your body.
[02:01:42.387 --> 02:01:46.374]  As they collectivize all of our wealth into their hands and all of our rights go out the window.
[02:01:47.256 --> 02:01:48.799]  But let's go ahead and go to this final clip.
[02:01:50.791 --> 02:02:02.674]  The myth of overpopulation originated in England in 1798, when a vicar named Thomas Malthus, who fancied himself something of a mathematician, saw that food production increased incrementally, but people reproduced exponentially.
[02:02:03.614 --> 02:02:08.035]  He sat down and did some simple math, and summarily decided that the world would be out of food by 1890.
[02:02:08.195 --> 02:02:15.257]  He blamed reduced mortality rates, and recommended killing off the have-nots of society, lest the haves starve to death.
[02:02:16.303 --> 02:02:24.209]  This cry was taken up by Paul Ehrlich of Stanford University in 1968, who claimed that reckless human reproduction had overwhelmed the Earth.
[02:02:25.050 --> 02:02:30.734]  Massive famines would result, which would destroy, best case scenario, one-fifth of humanity by the end of the 70s.
[02:02:31.135 --> 02:02:32.256]  And the planet would follow.
[02:02:33.096 --> 02:02:42.818]  This fear produced large donations for the newly created UNFPA, which thrives on an imagined crisis that has been both imminent and rescheduled again and again over the past two centuries.
[02:02:43.198 --> 02:02:53.940]  The truth of the matter is that every family on this planet could have a house, with a yard, and all live together on a landmass the size of Texas, which is really just a small corner of the planet.
[02:02:54.440 --> 02:02:58.520]  The population of Earth will peak in 30 years, start to go back down.
[02:02:59.141 --> 02:03:00.201]  We're not overpopulated.
[02:03:00.821 --> 02:03:01.241]  Do the math.
[02:03:04.454 --> 02:03:19.040]  Now they mentioned Paul Ehrlich in that, who co-wrote the book with John P. Holder and the White House Science Czar, calling for drugging the water supply to sterilize us, but they said you've got to do it incrementally so people don't notice that the fertility is dropping, but now it has.
[02:03:19.500 --> 02:03:20.401]  They are doing it!
[02:03:21.081 --> 02:03:23.122]  The government is taking your baby's blood at birth.
[02:03:23.182 --> 02:03:25.003]  I told you that over a decade ago.
[02:03:25.043 --> 02:03:26.063]  It's now mainstream news.
[02:03:26.604 --> 02:03:31.006]  It is put in the Cold Springs Harbor slash UN eugenics database.
[02:03:31.806 --> 02:03:38.029]  The world government follows a religion of eugenics and extermination and social Darwinism.
[02:03:38.389 --> 02:03:40.490]  You better find out about it.
[02:03:41.050 --> 02:03:46.533]  And we covered it in my film, End Game, Blueprint for Global Enslavement.
[02:03:47.333 --> 02:03:49.476]  Because it just didn't get picked up by Paul Ehrlich.
[02:03:49.496 --> 02:03:51.359]  They had to be, you know, simple in a minute and a half.
[02:03:51.980 --> 02:03:54.924]  Paul Ehrlich was a crypto-eugenicist.
[02:03:55.444 --> 02:03:56.966]  And so is the White House Science Czar.
[02:03:57.006 --> 02:03:59.570]  And so are all these people running this system.
[02:04:01.332 --> 02:04:02.234]  Shifting gears now.
[02:04:04.278 --> 02:04:11.862]  I'm just going to play most of this ten minute clip, because yesterday I tried to play it and ran out of time, and then I'm just going to comment after.
[02:04:11.882 --> 02:04:15.643]  I'm going to write notes and comment after, because I'm going to start commenting beforehand.
[02:04:15.703 --> 02:04:23.107]  It's just that everything this guy is saying is true, except he's saying white people magically are evil.
[02:04:23.307 --> 02:04:25.408]  No, human beings, people are people.
[02:04:26.906 --> 02:04:29.428]  Black African tribes enslave black African tribes.
[02:04:30.329 --> 02:04:32.210]  Arab tribes have enslaved Arab tribes.
[02:04:32.691 --> 02:04:34.252]  Most of the Roman slaves were white.
[02:04:35.193 --> 02:04:36.654]  White people enslaving white people.
[02:04:37.134 --> 02:04:38.595]  Most of the immigrants to the U.S.
[02:04:38.695 --> 02:04:41.918]  before 1776 were indentured servants.
[02:04:42.478 --> 02:04:46.241]  You know, I had some family came over as pilgrims on the Mayflower.
[02:04:46.722 --> 02:04:49.164]  I had other ancestors that came over as indentured servants.
[02:04:49.504 --> 02:04:50.645]  And you were just a sharecropper.
[02:04:50.665 --> 02:04:51.605]  You never got out of debt.
[02:04:51.626 --> 02:04:52.606]  You were basically a slave.
[02:04:53.567 --> 02:04:55.829]  So the media only tells you about black slavery.
[02:04:57.228 --> 02:04:59.351]  Because that's the way to play people off against each other.
[02:05:00.032 --> 02:05:05.098]  And when they bring in multiculturalism, it's all about differences to make us beat each other's throats instead of just moving on.
[02:05:06.139 --> 02:05:07.200]  Not making it a big issue.
[02:05:07.220 --> 02:05:08.962]  Because tribalism is in all of us.
[02:05:09.723 --> 02:05:12.807]  Via religion, via race, via...
[02:05:14.775 --> 02:05:15.215]  You name it.
[02:05:16.196 --> 02:05:16.616]  It's there.
[02:05:17.477 --> 02:05:20.359]  And now we have tribes of folks that have... I'm not saying they're bad.
[02:05:20.399 --> 02:05:27.004]  I'm just saying different tribes of cowboys and hip-hop people and tattoo tribes and motorcycle tribes.
[02:05:27.424 --> 02:05:28.825]  Those are the tribes of America.
[02:05:29.226 --> 02:05:33.409]  People are really into how they dress and how they talk and what they do.
[02:05:33.689 --> 02:05:34.590]  That's their identity.
[02:05:34.810 --> 02:05:41.655]  Well, my identity is liberty and freedom and science and exploration and protecting the innocent and working together.
[02:05:41.975 --> 02:05:43.897]  But the globalists, through the universities,
[02:05:45.037 --> 02:05:50.218]  It was the Ford Foundation, the federal government, that funded the radical Chicano movement saying the U.S.
[02:05:50.238 --> 02:05:52.399]  belongs to Mexico and that white people are evil.
[02:05:52.519 --> 02:05:52.779]  Why?
[02:05:52.799 --> 02:05:54.459]  They want to have us fighting with each other.
[02:05:54.839 --> 02:05:55.959]  You're not going to get your Oslon.
[02:05:56.199 --> 02:05:56.860]  It's delusional.
[02:05:58.460 --> 02:06:01.441]  It's to destroy the system of freedom that produced all this wealth.
[02:06:01.841 --> 02:06:04.381]  Hadn't been perfect, but what we're going into is tyranny.
[02:06:04.661 --> 02:06:05.841]  So this is social engineering.
[02:06:05.861 --> 02:06:07.922]  So when he talks about, he didn't get into the government
[02:06:08.382 --> 02:06:09.944]  Creating AIDS, that's declassified.
[02:06:10.764 --> 02:06:12.966]  But he gets into how they're using medicine to kill people.
[02:06:13.847 --> 02:06:16.169]  But he says the white man wants to sell you cigarettes.
[02:06:16.830 --> 02:06:23.136]  No, the white man pulled up almost 600 years ago in Cuba and said, man, I like smoking this.
[02:06:23.817 --> 02:06:25.759]  And the natives were going, yeah, we like it too.
[02:06:25.819 --> 02:06:26.759]  It's really addictive.
[02:06:27.600 --> 02:06:28.621]  Cigars, baby.
[02:06:31.616 --> 02:06:39.745]  I mean, the Chinese are selling cigarettes, the Japanese are selling them, African... I mean, there's African tobacco production, blacks selling cigarettes to blacks.
[02:06:42.368 --> 02:06:50.977]  There are evil mafias in the Italian grips, in the WASP grips, in the black grips, in the Jewish grips, but when people say, well, all Italians are mafia...
[02:06:51.991 --> 02:06:52.571]  That's a fraud.
[02:06:52.631 --> 02:06:54.613]  Or when you say all whites are evil, that's a fraud.
[02:06:54.633 --> 02:06:57.895]  Or you say all blacks are criminals, that's a stereotype, a fraud.
[02:06:58.455 --> 02:07:04.940]  When you say all Jews, you know, are running the banks in a New World Order, well there is a Jewish mafia involved in that and we expose it.
[02:07:05.220 --> 02:07:08.022]  But it's not the only group, the only system.
[02:07:08.242 --> 02:07:21.791]  That's why they have fake federal groups out there who've been caught, like Hal Turner and countless others, trying to radicalize the In the Fed movement to make it anti-Semitic so that we're divided again and so we can't ever get the people together.
[02:07:22.931 --> 02:07:25.072]  They want us all fighting with each other.
[02:07:25.692 --> 02:07:28.253]  And so I oppose mafia, I oppose criminality.
[02:07:28.553 --> 02:07:35.535]  But there's mafia in Africa, there's mafia in Iran, there are cliques and good old boy clubs in England, in Israel.
[02:07:35.795 --> 02:07:37.856]  You know, there's boss hog types in small towns.
[02:07:37.876 --> 02:07:43.598]  You'll have one town that's good and free, because they've got good people in it that got involved and believe in freedom.
[02:07:43.838 --> 02:07:46.899]  You'll have a town next door, a county next door, totally thug run.
[02:07:47.259 --> 02:07:50.080]  And those counties always fall apart because everybody moves out of it that can't.
[02:07:50.896 --> 02:07:51.216]  Okay?
[02:07:51.376 --> 02:07:53.277]  That's why the Feds don't want states' rights.
[02:07:53.317 --> 02:07:55.437]  They don't want you to be able to run state to state for freedom.
[02:07:55.657 --> 02:07:56.797]  They don't want you to have a choice.
[02:07:56.998 --> 02:07:59.738]  The global government doesn't want you to be able to run from country to country.
[02:07:59.778 --> 02:08:00.358]  They say this.
[02:08:00.618 --> 02:08:02.679]  They want taxes about 80% worldwide.
[02:08:03.519 --> 02:08:05.120]  They want everybody under their control.
[02:08:05.660 --> 02:08:07.280]  That's what the Euro's about.
[02:08:07.380 --> 02:08:10.421]  You heard Greg Powell's BBC talk to one of the founders of the Euro.
[02:08:10.741 --> 02:08:16.282]  He admitted it's about not letting anybody have lower taxes, and it's about bankrupting nations to take control of them.
[02:08:16.302 --> 02:08:17.843]  It's a global economic order.
[02:08:18.263 --> 02:08:18.903]  It's a system.
[02:08:19.995 --> 02:08:31.400]  And the main reason white people have dominated this globe was language and was the fact that they were the last domino to fall to tyranny.
[02:08:31.420 --> 02:08:35.662]  I said I'm going to go to this clip, but there's just so much history I want to give you.
[02:08:36.602 --> 02:08:37.642]  Rome had fallen.
[02:08:38.963 --> 02:08:41.304]  Other empires had fallen because they become decadent.
[02:08:42.520 --> 02:08:45.063]  But some of the science survives in the Dark Ages.
[02:08:45.804 --> 02:08:53.233]  And you had the wild tribes of Britannia, Albion, Gaul, Germania, and other areas.
[02:08:53.773 --> 02:08:56.176]  And you had the trade system that had been set up by the Vikings.
[02:08:56.837 --> 02:08:58.859]  And all of that merged together.
[02:08:59.600 --> 02:09:18.355]  In the last thousand years, and then it came out of the Dark Ages in the last six hundred, five hundred, you had the Renaissance, the Great Awakening, liberty, freedom, literature, Gutenberg's printing press, the greatest invention, it's read as the greatest invention by man, that produced incredible wealth.
[02:09:18.415 --> 02:09:22.278]  It wasn't perfect, but the move towards liberty was the greatest humans had ever seen.
[02:09:23.559 --> 02:09:23.899]  Okay?
[02:09:24.660 --> 02:09:28.483]  That produced all this wealth, and
[02:09:29.295 --> 02:09:34.497]  Then, the tyranny moved back in to take over that wealth and it was able to set up an empire.
[02:09:34.857 --> 02:09:36.457]  So, that's why this happened.
[02:09:37.037 --> 02:09:38.218]  Now, there have been other cultures.
[02:09:38.378 --> 02:09:39.578]  Africa had had Egypt.
[02:09:40.138 --> 02:09:42.599]  It became decadent over 3,000 years and fell.
[02:09:43.540 --> 02:09:43.880]  Okay?
[02:09:44.760 --> 02:09:54.083]  I mean, if Egypt had had its rise in the last 600, 700 years, you would have a global African dominant system.
[02:09:55.905 --> 02:09:57.426]  And that's an oversimplification.
[02:09:57.466 --> 02:10:02.050]  The point is, is that that's why you see white people in so many positions.
[02:10:02.270 --> 02:10:05.913]  But those same white people are putting poisons in the vaccines for white people.
[02:10:06.093 --> 02:10:09.716]  They're putting fluoride in the water that gives you cancer and reduces fertility for everybody.
[02:10:10.296 --> 02:10:11.297]  So it's asinine.
[02:10:11.517 --> 02:10:17.281]  The average white person is a guilty person who thinks white people are evil and worships black people.
[02:10:17.522 --> 02:10:18.122]  Okay?
[02:10:18.382 --> 02:10:19.063]  I mean, I'm white.
[02:10:19.203 --> 02:10:19.543]  I know.
[02:10:19.563 --> 02:10:20.384]  I'm around it.
[02:10:20.624 --> 02:10:21.224]  I'm sick of it.
[02:10:21.365 --> 02:10:21.605]  Okay?
[02:10:22.125 --> 02:10:23.066]  I like black people.
[02:10:23.106 --> 02:10:25.168]  I like everybody else, but I haven't done anything wrong.
[02:10:25.468 --> 02:10:26.349]  I don't have any guilt.
[02:10:26.689 --> 02:10:27.670]  I'm not a white devil.
[02:10:27.871 --> 02:10:29.072]  I don't have a tail under here.
[02:10:29.352 --> 02:10:30.233]  I don't have horns.
[02:10:30.473 --> 02:10:31.074]  I'm not bad.
[02:10:32.335 --> 02:10:32.655]  Okay?
[02:10:34.036 --> 02:10:35.598]  Now, there are groups of elitists.
[02:10:35.618 --> 02:10:38.761]  It doesn't matter if they're Japanese, Jewish, German.
[02:10:38.801 --> 02:10:39.942]  They all have these meetings.
[02:10:39.982 --> 02:10:41.263]  They all agree on eugenics.
[02:10:41.684 --> 02:10:45.727]  My dad, you know, had a professor at UT who was the head of the botany department who was Jewish.
[02:10:46.638 --> 02:10:50.201]  Who was openly a eugenicist and said, well, Hitler, you know, went too far.
[02:10:50.542 --> 02:10:51.843]  We don't need to target one group.
[02:10:51.903 --> 02:10:53.204]  We need to target dumb people.
[02:10:53.524 --> 02:10:56.727]  I mean, this transcends, okay?
[02:10:57.007 --> 02:11:03.813]  And as long as we say it's the white people or it's the black people or it's the Jews, one group, we're just going to be divided and fight with each other.
[02:11:03.833 --> 02:11:04.934]  It should be about ideas.
[02:11:05.655 --> 02:11:09.618]  But listen to this guy, because his crescendo is, kill the white people.
[02:11:09.658 --> 02:11:13.040]  We'll play part of it, come back from break, and play the rest, ending the show with it.
[02:11:13.800 --> 02:11:22.206]  Here is this professor on C-SPAN, and the point is, this is an idea held by 5, 6, 7 percent or so of blacks in America.
[02:11:22.246 --> 02:11:29.451]  It's very popular, it's a minority, but it's popular, and it was funded by the government, and this is asinine baloney.
[02:11:29.711 --> 02:11:34.554]  He says all this stuff that's true, but then says the white man is the source of all evil.
[02:11:34.875 --> 02:11:35.415]  Baloney.
[02:11:36.015 --> 02:11:37.276]  Okay, okay.
[02:11:37.296 --> 02:11:42.820]  If you want to say the white man's the source of something, it's the Gutenberg Press.
[02:11:43.020 --> 02:11:43.400]  Here it is.
[02:11:47.143 --> 02:11:52.587]  I want to say a couple of things, and I really don't want you all to miss me before we get ready to go.
[02:11:52.607 --> 02:11:58.351]  My wife was here, and she was the president of the Association of Black Psychologists.
[02:11:59.392 --> 02:12:09.220]  A couple of years ago and she was responsible for taking about 500 people including about 300 black psychologists to Ghana, West Africa for their national conference.
[02:12:09.240 --> 02:12:18.346]  The reason I point that out is because I want to say a couple of things and I'm going to go out of bounds with what I have to say relative to what we've been talking about.
