[00:00:00.069 --> 00:00:00.990]  Political talk.
[02:14:08.588 --> 02:14:11.009]  We're pulling the rug from underneath Americans at home.
[02:14:11.029 --> 02:14:17.251]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[02:14:17.431 --> 02:14:22.453]  I think it's incumbent upon all of us as American citizens to pay attention.
[02:14:22.473 --> 02:14:32.597]  For the Republic identifies the enemies of our nation, the criminal offshore cartel, hell-bent on destroying sovereignty and on its ashes constructing world government.
[02:14:32.717 --> 02:14:34.839]  Tim Geithner, Bernanke, they're arsonists!
[02:14:35.079 --> 02:14:36.400]  They're asking for more matches!
[02:14:36.660 --> 02:14:38.941]  And the Congress is saying, who do we make the check out to?
[02:14:39.122 --> 02:14:40.963]  Today, it seems like nobody does care.
[02:14:41.243 --> 02:14:46.066]  And right now in Washington, D.C., we have seen a fall of the Republic.
[02:14:46.407 --> 02:14:51.190]  Get your copy of Fall of the Republic on DVD at InfoWars.com.
[02:14:51.410 --> 02:14:55.513]  Or watch it online right now in super high quality at PrisonPlanet.tv.
[02:14:57.555 --> 02:15:00.838]  Money talks, and it sounds just like Jim Cramer.
[02:15:01.218 --> 02:15:01.898]  I'm Cramer.
[02:15:02.159 --> 02:15:06.962]  Money talks, and sometimes it shouts when the results speak for themselves.
[02:15:07.322 --> 02:15:13.867]  Investors worldwide follow Jim Cramer's advice on TV, in books, and on websites like thestreet.com.
[02:15:14.128 --> 02:15:18.351]  And whether the market's up, down, or sideways, Jim's always hunting down a bull market.
[02:15:18.611 --> 02:15:21.994]  And now you can follow Cramer's portfolio at getcramer.com.
[02:15:22.694 --> 02:15:23.835]  Okay, here's how it works.
[02:15:24.215 --> 02:15:27.937]  Every time I buy or sell, I will email you ahead of time.
[02:15:28.157 --> 02:15:28.797]  Did you hear me?
[02:15:29.077 --> 02:15:29.857]  Ahead of time!
[02:15:30.198 --> 02:15:32.559]  It's like, if you can read, you can read my mind!
[02:15:32.839 --> 02:15:37.881]  My portfolio, fueled by my great research, is designed to deliver success.
[02:15:38.401 --> 02:15:41.523]  And I'll share it with you at GetKramer.com.
[02:15:42.003 --> 02:15:46.665]  Today, you can sign up for two weeks of free access to Kramer's picks and portfolio.
[02:15:46.905 --> 02:15:50.507]  Just go to GetKramer.com and enter code word value.
[02:15:51.007 --> 02:15:53.088]  GetKramer.com free today.
[02:15:53.368 --> 02:15:56.570]  Go to GetKramer.com, code word value.
[02:16:11.924 --> 02:16:13.966]  Lindsay Williams, our guest, for the rest of the hour.
[02:16:14.006 --> 02:16:15.507]  We appreciate him breaking this here.
[02:16:15.527 --> 02:16:17.849]  I have full confidence that he's telling us the truth.
[02:16:18.630 --> 02:16:22.793]  Dr. Stan Monteith's actually called and talked to this former oil company CEO.
[02:16:24.315 --> 02:16:26.356]  We know the info's turned out to be very accurate in the past.
[02:16:26.416 --> 02:16:27.818]  I wish it wasn't accurate.
[02:16:28.418 --> 02:16:32.582]  Hopefully, to get the word out about what these people are doing, we can stop this.
[02:16:32.622 --> 02:16:33.743]  But I don't know.
[02:16:34.883 --> 02:16:36.625]  Let's go ahead and talk to Jim in New York.
[02:16:37.005 --> 02:16:38.827]  You're on the air with Pastor Lindsay Williams.
[02:16:39.435 --> 02:16:42.058]  Sorry Alex, this is Pastor Williams.
[02:16:42.818 --> 02:16:43.239]  Hi Jim.
[02:16:44.140 --> 02:16:45.621]  Hi, how are you?
[02:16:45.801 --> 02:16:50.426]  I don't want to be controversial, but I have a problem with something that you said at the beginning of the show.
[02:16:51.046 --> 02:16:56.652]  Alex said he asked you about, had you talked about with anybody else about the situation.
[02:16:57.168 --> 02:17:02.470]  And it's just not true that you didn't, because I heard you on Dr. Stan over a month ago.
[02:17:02.630 --> 02:17:04.291]  No, no, that was a separate interview.
[02:17:04.311 --> 02:17:05.591]  This is another phone call.
[02:17:05.611 --> 02:17:07.292]  No, it was exactly what he's saying today.
[02:17:07.652 --> 02:17:08.792]  No, no, he called me.
[02:17:08.972 --> 02:17:09.632]  You're not listening.
[02:17:09.933 --> 02:17:17.995]  He called me a month ago and said he'd talk to him again, and it was some similar info, but he talked to him again yesterday.
[02:17:18.055 --> 02:17:19.156]  Lindsey, you want to comment to this?
[02:17:19.830 --> 02:17:31.974]  That's exactly right, and the information that I received on yesterday, I am backing up some of it with the things that he said a month ago, because in order to understand the things he said yesterday, I have to know what he said.
[02:17:31.994 --> 02:17:43.958]  Yeah, Jim, we went back to two years ago, and to a year ago, too, and I'm sorry if that got confusing, but no, I know Lindsey called me a month ago, and I meant to get him on, it just fell through the cracks, but no, he called us yesterday and talked to him again.
[02:17:43.978 --> 02:17:46.599]  I mean, look, Dr. Monteith has talked to this guy.
[02:17:47.259 --> 02:17:49.840]  Lindsay, before all this happened, years ago, wrote books about it.
[02:17:50.140 --> 02:17:51.320]  This guy's name is in there.
[02:17:51.360 --> 02:17:52.721]  We're not just saying his name.
[02:17:52.941 --> 02:17:54.762]  Look, Jim, here's my question.
[02:17:56.182 --> 02:17:59.083]  Did oil go up to 150 like Lindsay said it would?
[02:17:59.103 --> 02:17:59.843]  That sounded crazy.
[02:17:59.904 --> 02:18:00.264]  It happened.
[02:18:00.564 --> 02:18:01.964]  Did it go back down like he said?
[02:18:02.344 --> 02:18:05.806]  Now, the guy was wrong about saying that the elite wouldn't let Obama in.
[02:18:06.126 --> 02:18:07.366]  And Lindsay's talked about that.
[02:18:08.947 --> 02:18:09.627]  Anything else, Jim?
[02:18:10.427 --> 02:18:10.947]  No, Alex.
[02:18:11.147 --> 02:18:12.388]  Okay, I appreciate that.
[02:18:13.373 --> 02:18:20.661]  You know, maybe I'm misunderstanding this, but basically what he's saying today is what he said on Monteith a month ago.
[02:18:20.701 --> 02:18:23.324]  Anybody go to Radio Liberty and listen to it and see the date.
[02:18:23.864 --> 02:18:24.906]  It's not a problem.
[02:18:27.461 --> 02:18:31.543]  Massad, all of these things are brand new that he had never mentioned to me before.
[02:18:31.563 --> 02:18:32.504]  Hello, how are you doing Alex?
[02:18:32.524 --> 02:18:32.644]  Good.
[02:18:32.684 --> 02:18:33.905]  I wanted to thank Lindsey Williams.
[02:18:55.001 --> 02:18:58.784]  Because some of the information that he had mentioned, you know, a couple years ago about the oil going up.
[02:18:59.705 --> 02:19:05.409]  I had talked to some of my friends and family members and, you know, mentioned that I had heard that.
[02:19:05.709 --> 02:19:09.992]  And, you know, they didn't believe it, of course, until it actually happened a couple years ago.
[02:19:10.413 --> 02:19:21.201]  And then had to open their eyes and let them see that there are things behind the scenes that are going on that a lot of us have no idea about and we don't get to see it on the news.
[02:19:22.492 --> 02:19:30.402]  Most of us don't have insider friends that can give us that kind of information, so I just wanted to thank Lindsay for kind of getting the word out about stuff like that.
[02:19:31.809 --> 02:19:32.550]  Thank you so much.
[02:19:32.610 --> 02:19:37.653]  And by the way, please believe all the other things that Alex is saying on his show day by day.
[02:19:37.973 --> 02:19:42.936]  Because every bit of this dovetails together in understanding the total program of the elite.
[02:19:43.777 --> 02:19:45.018]  I want to be clear on this.
[02:19:45.078 --> 02:19:46.479]  Well, I appreciate that, Ryan.
[02:19:46.499 --> 02:19:48.140]  We're going to talk to Malcolm and others here in a moment.
[02:19:48.500 --> 02:19:50.601]  But going back to Jim, and I think Jim's a nice guy.
[02:19:50.621 --> 02:19:52.683]  I'm not saying he's wrong or even bad.
[02:19:53.163 --> 02:19:54.024]  It's just that Lindsey
[02:19:54.824 --> 02:20:00.171]  Everything he wrote in his Energy Non-Crisis 20-something years ago has now come out in Congress and been proven accurate.
[02:20:00.732 --> 02:20:03.896]  Where he said the oil was at in massive amounts has come out to be accurate.
[02:20:04.497 --> 02:20:07.381]  I've known Lindsey, been interviewing Lindsey for 13 years.
[02:20:08.082 --> 02:20:10.485]  I remember interviewing him when I was on one radio station.
[02:20:10.826 --> 02:20:12.107]  Might have been 14 years ago.
[02:20:13.229 --> 02:20:33.545]  I mean, Lindsey's told the truth, and yeah, he's mixing all the different interviews or talks he's done together, and he's talked about a lot of new stuff here, dealing with Israel and the rest of it, and he is talking to this guy, and Dr. Monteith's called the guy up and talked to him himself, and so, regardless,
[02:20:34.526 --> 02:20:41.668]  We know this stuff is coming true and happening, and we can see what Lindsey's talking about in the headlines of the news right now.
[02:20:42.469 --> 02:20:45.870]  And Bilderberg Group sources are confirming the same thing.
[02:20:46.290 --> 02:20:47.570]  Let's jam in another call here.
[02:20:47.610 --> 02:20:49.011]  Let's talk to Malcolm in Texas.
[02:20:49.051 --> 02:20:49.891]  Malcolm, you're on the air.
[02:20:50.911 --> 02:20:51.391]  Hi, Alex.
[02:20:51.491 --> 02:20:51.972]  Hi, Lindsey.
[02:20:52.012 --> 02:20:52.632]  How y'all doing?
[02:20:53.152 --> 02:20:53.452]  Hi, Alex.
[02:20:54.252 --> 02:20:54.472]  Hi.
[02:20:54.632 --> 02:20:57.113]  I just want to say, Lindsey, thank you for doing what you're doing.
[02:20:57.133 --> 02:20:58.214]  That takes a lot of guts.
[02:20:59.830 --> 02:21:11.861]  My question regards gold and silver seizures possible in the coming years because it's possible that we're going to have new fiat currencies replace the dollar and maybe other currencies.
[02:21:11.881 --> 02:21:14.943]  I think Bob Chapman and... We know what happened in 33.
[02:21:15.284 --> 02:21:17.285]  Anything is possible with these crooks.
[02:21:17.345 --> 02:21:17.666]  Lindsey?
[02:21:18.624 --> 02:21:27.491]  Yes, this gentleman did deal with this in a former conversation that we had about a month ago, and he said to me, he said, Chaplain, the currency of the elite is gold and silver.
[02:21:27.911 --> 02:21:28.711]  He said... Stay there!
[02:21:28.812 --> 02:21:29.152]  Stay there!
[02:21:29.172 --> 02:21:29.712]  We've got a break.
[02:21:29.732 --> 02:21:31.153]  We've got a break.
[02:21:31.213 --> 02:21:33.255]  Malcolm, Pastor Williams, stay there.
[02:21:33.475 --> 02:21:35.997]  We'll come back to both of you to flesh this out.
[02:21:36.417 --> 02:21:39.139]  On the other side, Pastor Lindsey Williams is our guest.
[02:21:39.159 --> 02:21:41.981]  My websites are InfoWars.com and PrisonPlanet.com.
[02:21:42.201 --> 02:21:44.243]  For the latest, most important news, check them out daily.
[02:21:44.263 --> 02:21:46.344]  They're updated about 20 times a piece every day.
[02:21:46.364 --> 02:21:46.825]  Stay with us.
[02:21:47.765 --> 02:21:50.747]  We're on the march, the empire's on the run.
[02:21:51.688 --> 02:21:54.370]  Alex Jones and the GCN Radio Network.
[02:21:57.759 --> 02:22:00.381]  Hello, this is Alex Jones with some important questions.
[02:22:00.781 --> 02:22:05.744]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[02:22:06.104 --> 02:22:07.846]  My answer would be all I can get.
[02:22:08.166 --> 02:22:12.969]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[02:22:13.169 --> 02:22:14.130]  How much do you want?
[02:22:14.350 --> 02:22:15.090]  When do you want it?
[02:22:15.471 --> 02:22:17.072]  Now or after the battle starts?
[02:22:17.352 --> 02:22:18.172]  When will you need it?
[02:22:18.432 --> 02:22:20.494]  Can you buy it without proper identification?
[02:22:20.634 --> 02:22:21.735]  Will there be any food?
[02:22:21.975 --> 02:22:23.316]  Will it make your children sick?
[02:22:23.496 --> 02:22:23.836]  If there's a
[02:22:23.916 --> 02:22:25.878]  Quarantine and you can't feed yourself.
[02:22:26.018 --> 02:22:28.540]  Will you go to the gathering center and be immunized?
[02:22:28.740 --> 02:22:31.943]  You wipe out all these problems if you have a good food supply.
[02:22:32.324 --> 02:22:35.827]  Food is your ammunition to fight for your freedom and your life.
[02:22:36.147 --> 02:22:37.148]  How much will you need?
[02:22:37.389 --> 02:22:37.989]  We don't know.
[02:22:38.289 --> 02:22:39.190]  How much do you want?
[02:22:39.390 --> 02:22:40.131]  All you can get.
[02:22:40.311 --> 02:22:41.032]  I'm Alex Jones.
[02:22:41.392 --> 02:22:44.153]  I want all of you good guys to live to fight another day.
[02:22:44.453 --> 02:22:51.736]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[02:22:51.996 --> 02:22:55.878]  Again, that number 1-800-409-5633.
[02:22:58.799 --> 02:23:02.460]  Hundreds of nations have fallen to tyranny in the last century alone.
[02:23:02.800 --> 02:23:05.821]  This is our last chance to not relive history.
[02:23:06.061 --> 02:23:07.462]  As we're finishing off this agenda,
[02:23:08.363 --> 02:23:10.846]  We're pulling the rug from underneath Americans at home.
[02:23:11.606 --> 02:23:17.051]  Tremendous influence on our President and Congress, and they really are calling the shots.
[02:23:17.232 --> 02:23:22.276]  I think it's incumbent upon all of us as American citizens to pay attention.
[02:23:22.437 --> 02:23:32.426]  For the Republic identifies the enemies of our nation, the criminal offshore cartel, hell-bent on destroying sovereignty and on its ashes constructing world government.
[02:23:32.526 --> 02:23:34.647]  Tim Geithner, Bernanke, they're arsonists!
[02:23:34.867 --> 02:23:36.208]  They're asking for more matches!
[02:23:36.468 --> 02:23:38.730]  And the Congress is saying, who do we make the check out to?
[02:23:38.930 --> 02:23:40.751]  Today seems like nobody does care.
[02:23:41.051 --> 02:23:45.854]  And right now in Washington, D.C., we have seen a fall of the Republic.
[02:23:46.195 --> 02:23:55.320]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv.
[02:23:57.893 --> 02:23:58.474]  Hi, neighbor.
[02:23:58.774 --> 02:24:04.280]  No matter when the time comes to survive on our food supply, every single one of us who have prepared will have two regrets.
[02:24:04.901 --> 02:24:10.707]  Even those who haven't wasted a single penny on Christmas, birthdays, and vacations in order to store all the food possible.
[02:24:11.408 --> 02:24:14.671]  Even those who have sold stuff and taken on part-time jobs to buy food.
[02:24:15.312 --> 02:24:18.516]  Even those who have traded their gold while it will still buy food.
[02:24:19.196 --> 02:24:22.558]  Yes, we will have been called stupid, crazy and foolish.
[02:24:23.158 --> 02:24:27.660]  When folks won't be able to afford food and there won't be any food for any amount of money.
[02:24:28.401 --> 02:24:30.362]  We will still have two regrets.
[02:24:31.022 --> 02:24:34.364]  We will regret that we didn't get more serious about more food sooner.
[02:24:35.044 --> 02:24:37.946]  We will deeply regret that we didn't get enough food.
[02:24:38.706 --> 02:24:44.109]  Putting off emergency food preparations will be the most dangerous decision that some of us will ever make.
[02:24:44.924 --> 02:24:45.204]  Call 800-409-5633.
[02:24:45.264 --> 02:24:46.306]  On the web, efoodsdirect.com.
[02:24:46.326 --> 02:24:46.466]  800-409-5633.
[02:24:46.526 --> 02:24:49.649]  He's the T-Rex of political talk, Alex Jones on the GCN Radio Network.
[02:25:14.870 --> 02:25:19.691]  We're going back to Lindsey Williams here in just a moment and your phone calls to the end of the transmission.
[02:25:21.072 --> 02:25:24.513]  But I wanted to tell you about a few of the sponsors that have made today's radio show possible.
[02:25:24.553 --> 02:25:28.074]  Before we do that, one of them is MySolarBackup.com.
[02:25:28.394 --> 02:25:32.515]  Have you lost your power and wanted to simply flip a switch and get the lights back on?
[02:25:32.575 --> 02:25:40.438]  If so, you should check out MySolarBackup.com because there's never been a better time to start getting off the grid and generate your own supply of electricity.
[02:25:41.377 --> 02:25:45.341]  Plug and play solar generators are available from our wonderful sponsor Solutions from Science.
[02:25:45.721 --> 02:25:52.007]  These portable power systems need no installation and supply household current whenever and whatever way you need it.
[02:25:52.328 --> 02:25:56.252]  Producing electricity directly from the sun and storing it in a battery system as a little control unit.
[02:25:56.872 --> 02:26:00.035]  Unlike gas generators, a solar generator runs quietly and emits no fumes.
[02:26:00.055 --> 02:26:04.018]  It's like having your own electrical power plant, and it's perfect for your home or your campsite.
[02:26:04.438 --> 02:26:10.223]  Whether it's hurricanes, ice storms, brownouts, blackouts, you'll never have to suffer through painful power outages again.
[02:26:10.663 --> 02:26:14.586]  So go to MySolarBackup.com to request the free information package today.
[02:26:14.626 --> 02:26:15.647]  That's MySolarBackup.com or 877-327-0365.
[02:26:15.667 --> 02:26:15.847]  That's 877-327-0365.
[02:26:15.907 --> 02:26:16.908]  And one final sponsor.
[02:26:26.303 --> 02:26:29.204]  It's FrontSite.com, like the front of a rifle site.
[02:26:29.264 --> 02:26:33.224]  FrontSite.com, a lot of great pro-Second Amendment info there, a free newsletter.
[02:26:33.884 --> 02:26:36.325]  You can sign up there for free.
[02:26:36.345 --> 02:26:43.086]  And they've got five days of firearms training waiting for you in Pahrump, Nevada.
[02:26:43.446 --> 02:26:49.887]  You can attend five days of world-class gun training at FrontSite's Firearms Training Institute, secure a 30-state concealed weapons permit, all for pennies on the dollar.
[02:26:50.027 --> 02:26:52.808]  It's incredibly affordable, two-day, four-day, five-day courses.
[02:26:53.328 --> 02:26:59.249]  Plus, if you act fast, the Millionaire Patriot will give you a free Springfield Armory XD pistol in the caliber of your choice.
[02:26:59.830 --> 02:27:01.830]  No drill instructor, tough guy attitude.
[02:27:02.250 --> 02:27:04.931]  Check it out today, FrontSite.com.
[02:27:04.951 --> 02:27:07.611]  That's FrontSite.com.
[02:27:07.771 --> 02:27:09.772]  FrontSite.com.
[02:27:09.832 --> 02:27:17.874]  Going back to Lindsey Williams and Malcolm in Texas, what did he tell you about gold and possible confiscation or anything like that?
[02:27:18.632 --> 02:27:26.315]  He has talked about gold at length, and one of the things he said was, it's the currency of the elite, and he said, therefore, it's not going to be bothered.
[02:27:26.715 --> 02:27:34.979]  Now, you can take that at face value, I think, in the fact that there's not going to be any confiscation of gold and silver, because they aren't going to touch the one thing that they trust.
[02:27:35.559 --> 02:27:36.720]  And he made it very plain.
[02:27:36.760 --> 02:27:48.406]  He said, I'm going to quote his exact words, and Alex and our caller in, please understand that the only way that I can understand the elite is sometimes to go back to things that these people have said in the past.
[02:27:48.826 --> 02:27:54.930]  So you out in the listening audience, don't get upset just merely because I relate to something that this person said in the past.
[02:27:54.970 --> 02:27:58.372]  You've got to put all this together as one big jigsaw puzzle.
[02:27:58.452 --> 02:27:59.292]  Sure, sure.
[02:27:59.552 --> 02:28:00.133]  Absolutely.
[02:28:01.133 --> 02:28:05.655]  He said don't trust any financial instrument that is written on paper.
[02:28:06.095 --> 02:28:12.938]  Whether it be a key bill, a Federal Reserve note, a retirement account, a bond, even bonds issued by the Treasury.
[02:28:12.958 --> 02:28:15.599]  The derivatives have diseased it all.
[02:28:15.659 --> 02:28:16.339]  Thank you, Malcolm.
[02:28:16.619 --> 02:28:18.139]  Carl in Texas, you're on the air.
[02:28:18.179 --> 02:28:18.580]  Go ahead.
[02:28:19.520 --> 02:28:19.980]  Hey.
[02:28:20.340 --> 02:28:20.780]  Hey, guys.
[02:28:21.281 --> 02:28:21.681]  Yes, sir.
[02:28:22.621 --> 02:28:23.361]  Oh, thank God.
[02:28:23.602 --> 02:28:25.602]  Lindsey, I want to thank you.
[02:28:25.682 --> 02:28:27.263]  I cannot thank you enough for what
[02:28:29.080 --> 02:28:31.462]  Before I ask my questions, I even wrote everything out.
[02:28:32.103 --> 02:28:43.811]  I believe that out of many documentaries that I've watched in the last year, and I'm talking many, many that your newest three DVD set that you put out a few months ago is just flat out amazing.
[02:28:44.191 --> 02:28:50.696]  Anyone that has not yet viewed this DVD set is doing a disservice to themselves and their loved ones.
[02:28:53.266 --> 02:29:04.437]  I found a link that Lindsey or someone else had provided on a particular website that you can actually watch it online or even download a downgraded version of it because he just wants the information out there.
[02:29:04.938 --> 02:29:06.299]  Guys, watch it!
[02:29:06.319 --> 02:29:07.681]  Carl, I hear you and I appreciate your call.
[02:29:07.701 --> 02:29:11.765]  We're going to tell you about the books and DVDs that Lindsey's offering before he leaves us.
[02:29:12.585 --> 02:29:14.367]  But expanding on this, Daryl Rundis.
[02:29:15.328 --> 02:29:22.033]  Yeah, almost two years ago, whenever you first came on about the $150 a barrel oil, he believed you.
[02:29:22.473 --> 02:29:27.256]  He went and bet on it in the markets and told me it was just a ton of money he made.
[02:29:27.536 --> 02:29:28.637]  So he wanted to thank you.
[02:29:28.657 --> 02:29:30.658]  Darrell Rundis wanted me to thank you for that.
[02:29:30.959 --> 02:29:32.960]  So he believed in you enough to bet on what you were doing.
[02:29:33.720 --> 02:29:38.604]  I don't know if this elitist you're talking to could ever be wrong or if the elite could change what they're doing.
[02:29:38.624 --> 02:29:39.784]  But I know you talked to him.
[02:29:39.824 --> 02:29:41.446]  I know this is what they believe is going on.
[02:29:42.046 --> 02:29:43.507]  Let's talk to Robert in Texas.
[02:29:43.587 --> 02:29:44.468]  Robert, you're on the air.
[02:29:44.508 --> 02:29:44.868]  Go ahead.
[02:29:46.089 --> 02:29:47.389]  I'm not going to take up much of your time.
[02:29:47.409 --> 02:29:51.932]  I just wanted to let you know, Alex, that I got that Glenn Beck video up on the Funkmaster 5 channel.
[02:29:52.113 --> 02:29:53.353]  It's under Beck Betrayed.
[02:29:53.413 --> 02:29:55.255]  If you want to search for it on YouTube, Beck Betrayed.
[02:29:55.275 --> 02:29:55.995]  I watched the video.
[02:29:56.055 --> 02:29:57.136]  Are you calling in?
[02:29:57.156 --> 02:29:57.616]  Anything else?
[02:29:58.457 --> 02:29:58.977]  No, that's it.
[02:29:58.997 --> 02:29:59.437]  Thank you, sir.
[02:29:59.978 --> 02:30:00.578]  Thank you, Robert.
[02:30:00.638 --> 02:30:01.579]  Taylor in Oregon.
[02:30:01.599 --> 02:30:02.920]  You're on the air with Lindsey Williams.
[02:30:02.960 --> 02:30:03.380]  Go ahead.
[02:30:04.621 --> 02:30:07.723]  Oh, hey.
[02:30:07.743 --> 02:30:11.946]  I want to express some concerns about Congress' ability to only say no for so long.
[02:30:13.166 --> 02:30:13.867]  Within this week,
[02:30:14.642 --> 02:30:17.025]  Um, pretty critical information I've been seeing in the media.
[02:30:17.045 --> 02:30:24.152]  We got the $85 billion bipartisan draft bill now that, you know, was stalled, the 154 bill that was stalled back in December.
[02:30:25.013 --> 02:30:29.117]  And then with the whole body scanners stalling in the House of Representatives.
[02:30:29.477 --> 02:30:35.423]  And now they want to censor the internet and we can clearly see them gearing up for police state.
[02:30:35.463 --> 02:30:36.104]  Is that what you're saying?
[02:30:36.960 --> 02:30:37.682]  Yeah, absolutely.
[02:30:37.782 --> 02:30:40.829]  And I kind of wanted to get Lindsey's comments on that.
[02:30:40.849 --> 02:30:46.702]  Yeah, clearly, worldwide, they're setting up a police state knowing people are going to get angry as things implode.
[02:30:47.183 --> 02:30:47.483]  Lindsey?
[02:30:48.188 --> 02:30:54.090]  Yeah, this gentleman has let me know in no uncertain terms all of the details that surround all of this.
[02:30:54.650 --> 02:30:59.691]  But for him to actually answer a question about the police state, he's never been willing to.
[02:30:59.931 --> 02:31:02.512]  But he's given me everything all the way around it.
[02:31:02.872 --> 02:31:13.275]  In fact, when he talked about the health care bill, he was talking about the chip that they can put into a hypodermic needle by way of the vaccination they're going to give you.
[02:31:13.555 --> 02:31:15.536]  And he said every bit of this is in the health care bill.
[02:31:17.429 --> 02:31:18.470]  That is actually in there.
[02:31:18.510 --> 02:31:20.352]  They talk about implantable chips in the bill.
[02:31:20.713 --> 02:31:22.615]  Let's talk to Mike in North Carolina.
[02:31:22.715 --> 02:31:23.976]  Any questions for Lindsey Williams?
[02:31:25.017 --> 02:31:35.269]  Hey Alex, I just want to know about the buildup in Yemen, and I want to know if he's heard anything about these rumors of the Stargate down there, anything like that?
[02:31:36.994 --> 02:31:39.736]  Yeah, I would imagine he hadn't heard anything about that, but I appreciate your call.
[02:31:40.716 --> 02:31:43.498]  He was saying earlier that the whole Yemen thing is a distraction.
[02:31:44.138 --> 02:31:47.140]  Really, to me, it's a civil war down there, and the U.S.
[02:31:47.200 --> 02:31:49.702]  and Saudis are in there trying to take control of the situation.
[02:31:50.082 --> 02:31:53.924]  Also, to control the port of Aden, and the U.S.
[02:31:53.964 --> 02:32:00.048]  and Israel are talking about taking over the oil-filled areas in southern Iran, then they would control about a third of the oil on the planet.
[02:32:00.108 --> 02:32:00.408]  Lindsey?
[02:32:01.314 --> 02:32:01.534]  Yes.
[02:32:01.734 --> 02:32:20.043]  Now, the Strait of Hormuz, as most of you recognize, one supertanker down in the Strait of Hormuz would cut off 40% of the world's oil, and you would see the price of gasoline gas pump go to $10 to $12 a gallon overnight, and our military would be drastically hindered.
[02:32:20.403 --> 02:32:22.784]  So, Alex, I think you've covered it quite well.
[02:32:23.445 --> 02:32:25.466]  Al in Texas, you're on the air with Lindsey Williams.
[02:32:25.506 --> 02:32:25.846]  Go ahead.
[02:32:26.769 --> 02:32:28.089]  Yeah, how are you doing, Mr. Williams?
[02:32:28.489 --> 02:32:32.650]  I had the pleasure of listening to you on Matrix News Network when I lived in Aurora, Illinois.
[02:32:33.230 --> 02:32:35.531]  I do live in Conroe, Texas now.
[02:32:36.111 --> 02:32:45.533]  And you had touched on the health care bill earlier, and it's interesting that the caller, a few callers behind me or in front of me had mentioned the RFID chip implanted by Needle.
[02:32:46.173 --> 02:32:51.834]  I, in fact, was in Larrigate State Jail in Beaumont, Texas.
[02:32:52.367 --> 02:32:58.332]  And interestingly enough, you were forced to have vaccinations and have blood drawn three vials.
[02:32:59.613 --> 02:33:08.780]  By the way, we're getting reports everywhere of people in jail for unpaid tickets are having blood taken, being injected, they're taking blood from babies at birth illegally.
[02:33:09.120 --> 02:33:10.221]  I mean, this is insane.
[02:33:10.982 --> 02:33:11.402]  Yes, sir.
[02:33:11.562 --> 02:33:19.789]  And it's very, very odd that now a stud finder picks up something in my left arm where they did pick up the blood, where they did take the blood.
[02:33:20.410 --> 02:33:24.433]  And interesting, Mr. Jones, I've just become a listener to your show in the past week.
[02:33:24.833 --> 02:33:30.056]  I placed an order through your store, and just in the past few minutes, in fact, and this is no lie,
[02:33:30.527 --> 02:33:39.392]  A military helicopter did fly above my house in Conroe, and there is the same white suburban that has been driving by my house five times in the past ten minutes.
[02:33:39.712 --> 02:33:43.795]  Well, I appreciate your call, Al, but you wouldn't order it and they come fly a helicopter over.
[02:33:43.815 --> 02:33:48.177]  There's military helicopters flying around everywhere, and they do have systems that can look right through your walls.
[02:33:48.217 --> 02:33:53.120]  That's been in the news, but I mean, I think just completely giving in to paranoia is not the way to go.
[02:33:53.701 --> 02:33:55.842]  I've got a lot of folks home from work today.
[02:33:56.142 --> 02:33:58.563]  Let's go ahead and talk to Nick in Colorado.
[02:33:58.623 --> 02:33:59.364]  Nick, you're on the air.
[02:34:00.836 --> 02:34:06.158]  Hey, I just had a question for you and Mr. Williams about the Iran war.
[02:34:06.878 --> 02:34:13.500]  Now you predicted about three to six months, maybe something like that happening, but Lindsey Williams saying it wouldn't be until about a year.
[02:34:14.440 --> 02:34:18.141]  Well, if Lindsey's saying a year and a half, then maybe they may do it.
[02:34:18.561 --> 02:34:20.582]  Tarpley thinks it's on the front burner again.
[02:34:20.962 --> 02:34:22.182]  Israel's talking about it.
[02:34:22.502 --> 02:34:24.043]  It's clearly being debated right now.
[02:34:24.143 --> 02:34:27.264]  I don't think the establishment knows what they're going to do at this time yet.
[02:34:27.304 --> 02:34:27.584]  Lindsey?
[02:34:28.450 --> 02:34:35.096]  Yes, a year and a half ago you remember that we had our warship sitting over there in the Gulf, Persian Gulf.
[02:34:35.456 --> 02:34:39.199]  We had everything ready, Marines, Air Force, Army, everybody was ready.
[02:34:39.680 --> 02:34:43.743]  I was even saying on radio talk shows, we're going to have a confrontation with Iran.
[02:34:44.063 --> 02:34:50.209]  This gentleman told me on the phone, you will not have a confrontation with Iran in the next two years.
[02:34:50.689 --> 02:34:51.890]  I came back on radio shows.
[02:34:51.990 --> 02:34:53.111]  All over the country said that.
[02:34:53.151 --> 02:34:53.931]  I was laughed at.
[02:34:54.331 --> 02:34:55.772]  It's gone by for a year and a half.
[02:34:55.832 --> 02:34:56.973]  We still haven't had one.
[02:34:57.013 --> 02:35:00.595]  The gentleman now is saying to me that the elite have it planned a year and a half from now.
[02:35:00.975 --> 02:35:02.016]  That's all I can go on.
