[00:00:00.109 --> 00:00:01.090]  News is taking place.
[02:10:17.574 --> 02:10:19.255]  You know, our greatest work is like rags.
[02:10:19.915 --> 02:10:37.462]  You would be ashamed of how much God loves you and what you've done and how you didn't just appreciate all of creation, all of the beauty around you, the unbelievable blessing of consciousness, the unbelievable blessing of children, the unbelievable blessing of your wife or your husband.
[02:10:38.523 --> 02:10:40.783]  Instead, people think kids are bad and they abort them.
[02:10:40.863 --> 02:10:42.984]  It's just everything good is denigrated.
[02:10:43.004 --> 02:10:44.325]  Everything evil has risen up.
[02:10:47.719 --> 02:10:49.240]  Wickedness is not sexy.
[02:10:49.280 --> 02:10:50.101]  It's not cool.
[02:10:50.181 --> 02:10:51.041]  It's not gleaming.
[02:10:51.081 --> 02:10:52.062]  It's not powerful.
[02:10:53.263 --> 02:10:55.605]  It is... stunted.
[02:10:55.705 --> 02:10:56.705]  It is stinking.
[02:10:56.886 --> 02:10:58.787]  It is maggot infested.
[02:10:58.947 --> 02:11:01.169]  It is... it is horrific.
[02:11:01.949 --> 02:11:11.236]  And I look right past the people in their fancy suits and their... You know, all the polished slickness and all the trappings of the world.
[02:11:13.399 --> 02:11:24.648]  And I cut right through it, and I see at their core just how inherently weak and pathetic they are, and how damned they are, and how destroyed they are, and all I have is pity for them.
[02:11:25.349 --> 02:11:27.991]  But like pity for a rattlesnake, you gotta dispatch.
[02:11:28.872 --> 02:11:30.293]  And we have to crush these people.
[02:11:31.033 --> 02:11:31.574]  We'll be right back.
[02:11:33.658 --> 02:11:42.067]  Of the three million plus edible food plants that grow on earth, no other single plant can compare with the nutritional value of the powder, seeds, and oil of the hemp plant.
[02:11:42.368 --> 02:11:47.473]  At HempUSA.org, we ship worldwide these nutritional products with free shipping to the U.S.
[02:11:47.514 --> 02:11:48.054]  and Canada.
[02:11:48.374 --> 02:11:54.902]  At HempUSA.org, we want to educate our listeners that edible hemp is not marijuana and is certified THC-free.
[02:11:55.462 --> 02:11:58.723]  Our powder is 50% protein and does not contain gluten.
[02:11:58.863 --> 02:12:01.104]  Gluten impairs the cells from absorbing nutrients.
[02:12:01.304 --> 02:12:07.667]  This nutrient-dense food can be stored up to five years when vacuum-packed and is priced affordably to be used as a storable food.
[02:12:07.887 --> 02:12:11.208]  HempUSA.org is a bulk shipper starting with five pounds and up.
[02:12:11.428 --> 02:12:15.290]  To allow this food to work for you call 908-691-2608 or go to HempUSA.org and order today.
[02:12:18.471 --> 02:12:21.433]  The body will react and heal itself given the proper nutrition.
[02:12:21.633 --> 02:12:23.715]  This superfood will be your greatest asset.
[02:12:23.835 --> 02:12:27.197]  So try it today, store it today, and change your life.
[02:12:27.497 --> 02:12:32.521]  Call 908-691-2608 or order from hempusa.org.
[02:12:34.362 --> 02:12:38.024]  Hundreds of nations have fallen to tyranny in the last century alone.
[02:12:38.365 --> 02:12:41.387]  This is our last chance to not relive history.
[02:12:41.607 --> 02:12:43.028]  As we're finishing off this agenda,
[02:12:43.729 --> 02:12:46.392]  They'll be pulling the rug from underneath Americans at home.
[02:12:46.412 --> 02:12:52.638]  I have tremendous influence on our President and Congress, and they really are calling the shots.
[02:12:52.798 --> 02:12:57.842]  I think it's incumbent upon all of us as American citizens to pay attention.
[02:12:57.983 --> 02:13:01.146]  Fall of the Republic identifies the enemies of our nation.
[02:13:01.266 --> 02:13:07.972]  The criminal offshore cartel, hell-bent on destroying sovereignty and on its ashes constructing world government.
[02:13:08.092 --> 02:13:10.194]  Tim Geithner, Bernanke, they're arsonists!
[02:13:10.434 --> 02:13:11.755]  They're asking for more matches!
[02:13:12.016 --> 02:13:14.318]  And the Congress is saying, who do we make the check out to?
[02:13:14.478 --> 02:13:16.340]  Today seems like nobody does care.
[02:13:16.600 --> 02:13:21.424]  And right now in Washington, D.C., we have seen a fall of the Republic.
[02:13:21.765 --> 02:13:26.529]  Get your copy of Fall of the Republic on DVD at InfoWars.com.
[02:13:26.769 --> 02:13:30.853]  Or watch it online right now in super high quality at PrisonPlanet.tv.
[02:13:32.794 --> 02:13:42.536]  Originally, we the people have entrusted government to be the guardians of currency, to ensure purity, content, weights and measures of gold and silver coins citizens would use for commerce.
[02:13:42.816 --> 02:13:48.877]  This reinstalled confidence after the demise of the fiat continental system, wisdom being lost with time.
[02:13:49.257 --> 02:13:58.099]  The government we once entrusted to protect from counterfeit has colluded with private business, creating the largest fiat counterfeiting scheme our country ever experienced.
[02:13:58.479 --> 02:14:07.411]  This is not only a transfer of power to an institution that is not accountable to our elected government, but has also caused the dollar to lose more than 90 cents of its original value.
[02:14:07.691 --> 02:14:12.257]  Now foreign governments are trying to divest themselves from this once world reserve currency.
[02:14:12.277 --> 02:14:13.839]  Hi, this is Ted Anderson.
[02:14:14.100 --> 02:14:16.603]  I'm offering a book that explains how the system works.
[02:14:16.863 --> 02:14:18.364]  Call me today at 800-686-2237.
[02:14:20.185 --> 02:14:24.008]  I will give you a silver dollar free just for purchasing the book.
[02:14:24.368 --> 02:14:25.229]  Call today at 800-686-2237.
[02:14:25.249 --> 02:14:25.609]  Again, that's 800-686-2237.
[02:14:32.827 --> 02:14:40.190]  Aaron Aqua dot com is your one stop shop for some of the most affordable air and water purification systems available on the market today.
[02:14:40.210 --> 02:14:44.512]  Aaron Aqua dot com knows exactly what doesn't belong in our air and our water.
[02:14:44.732 --> 02:14:48.694]  And they know exactly how to help you rid your home or office of these harmful toxins.
[02:14:49.014 --> 02:14:53.556]  Did you know that your skin actually absorbs more chlorine while you shower than from the water you drink?
[02:14:53.776 --> 02:14:57.457]  Aaron Aqua dot com can help you eliminate dangerous chlorine from your water.
[02:14:57.477 --> 02:15:01.839]  Aaron Aqua dot com carries atmospheric water generators, glass water bottles,
[02:15:02.119 --> 02:15:15.244]  Chlorine-reducing shower filters, air purifiers, water ionizers, filters that remove up to 95% of the fluoride in your water, whole house water purification systems, solar-powered lawn and garden products, water testing kits and more.
[02:15:15.504 --> 02:15:22.367]  Visit airandaqua.com, that's air and A-Q-U-A aqua dot com, or call 1-866-380-2782, that's 1-866-380-2782, airandaqua.com.
[02:15:22.387 --> 02:15:23.308]  Purify your life today!
[02:15:37.774 --> 02:15:55.459]  Okay, going to your calls, and I just reflectively think about how even if I try to be a pure good person, that the enemy is obsessed with anybody who stands up against the enemy, against their system, against the enemy.
[02:15:56.159 --> 02:16:03.121]  The enemy is obsessed with tearing us down, taking little snippets of things we've done, mixing it together to distort who we are.
[02:16:03.441 --> 02:16:05.382]  But we have to know they're going to do that.
[02:16:06.189 --> 02:16:07.750]  And we just have to continue to expose them.
[02:16:07.770 --> 02:16:09.171]  We're having victories against them.
[02:16:09.732 --> 02:16:17.899]  And there are many people within the system who do have souls, who do have hearts, who still have humanity, and they're waking up and speaking out, too.
[02:16:20.060 --> 02:16:27.867]  And I just ask police officers, government people, bureaucrats, the general public, let's just repent for being a corrupt, evil people.
[02:16:28.367 --> 02:16:29.408]  We really have become evil.
[02:16:29.428 --> 02:16:32.450]  I mean, look at our culture, our media, and let's just
[02:16:33.928 --> 02:16:35.910]  Repent and ask God to heal our land.
[02:16:36.750 --> 02:16:39.352]  And ask God to lead God and direct us against corruption.
[02:16:40.153 --> 02:16:42.475]  Because it's getting bad, folks.
[02:16:43.435 --> 02:16:44.636]  And it's only gonna get worse.
[02:16:44.737 --> 02:16:47.799]  We have to have the will to stand up against it.
[02:16:47.879 --> 02:16:49.440]  God isn't gonna fix it on his own.
[02:16:49.800 --> 02:16:54.064]  We have to stand up and stand in the breach and take action and have that faith.
[02:16:54.584 --> 02:16:57.607]  And then God will help us.
[02:16:58.107 --> 02:16:59.548]  And that's the way it's always been.
[02:16:59.568 --> 02:17:02.911]  Okay, let's go to your calls.
[02:17:07.423 --> 02:17:08.523]  I've been taking too long here.
[02:17:08.543 --> 02:17:10.104]  Nathan in Texas, you're on the air.
[02:17:10.144 --> 02:17:10.524]  Go ahead.
[02:17:11.284 --> 02:17:12.105]  Hey, Alex.
[02:17:12.385 --> 02:17:14.586]  I'm just going to tell you, I got two things.
[02:17:14.626 --> 02:17:20.168]  I've got, I called the Austin Police Department today several times and finally got through to an officer.
[02:17:21.188 --> 02:17:25.370]  And he told me that, well, first he tried to tell me that everything I heard was lies.
[02:17:25.750 --> 02:17:32.953]  And then he went and told me the same story that the gun show, the guy coordinating the gun show told us.
[02:17:33.753 --> 02:17:35.173]  And so obviously it wasn't a lie.
[02:17:35.413 --> 02:17:36.654]  He told me under arbitration,
[02:17:37.697 --> 02:17:41.960]  Uh, law that there can't be a gun show there ever again at that address.
[02:17:42.080 --> 02:17:47.284]  The same, I guess, the same law they use on crack houses when they continually get busted.
[02:17:47.544 --> 02:17:56.390]  But see, but see, now, exactly, they said, we didn't make them do this, and then now they're saying, oh, it's a, it's a, in fact, where's that press release?
[02:17:56.771 --> 02:17:57.391]  It was out there.
[02:17:57.411 --> 02:18:01.594]  You know, it was a sting on illegal guns in this location, and
[02:18:03.035 --> 02:18:06.357]  So that's what they did, and nothing had happened at that location.
[02:18:06.397 --> 02:18:09.919]  People would see people in the parking lot with guns driving by them and call the police.
[02:18:10.539 --> 02:18:17.042]  Same reason you can't drive with a rifle in your car in Texas, in the gun rack, because people move in from out of state, they call the police on you.
[02:18:17.503 --> 02:18:21.705]  So I guess because it scares some yuppies from California, we can't have our guns?
[02:18:23.045 --> 02:18:25.867]  He even admitted that it had happened there.
[02:18:26.345 --> 02:18:28.466]  It happened at the People of Alaskan Show.
[02:18:28.786 --> 02:18:38.472]  Yeah, they were there for almost 20 years and they had 9 incidents where they'd run 9 stings where their people went in and said they were illegal aliens, sell me a gun.
[02:18:38.492 --> 02:18:47.097]  And the yuppies in the message boards, the 10% or so that agree with the police, upwards of 90% disagree.
[02:18:47.117 --> 02:18:50.679]  Go read the Statesman and KVUE's message board on the story.
[02:18:50.759 --> 02:18:51.860]  You'll see it for yourself.
[02:18:52.140 --> 02:18:54.261]  I printed it off, meant to go over today, ran out of time.
[02:18:56.084 --> 02:19:02.006]  In there, they say, well, you can't sell a gun without registering it, because they don't know.
[02:19:02.366 --> 02:19:03.707]  No, it's a private sale.
[02:19:03.747 --> 02:19:07.648]  If you're not a gun dealer, you can privately go sell a gun anywhere you want.
[02:19:08.348 --> 02:19:11.909]  I mean, but again, they're just saying, no, you can't.
[02:19:12.510 --> 02:19:13.230]  They don't have a law.
[02:19:13.250 --> 02:19:13.930]  They're just doing it.
[02:19:14.270 --> 02:19:15.731]  So he was proud of himself at the end.
[02:19:15.771 --> 02:19:18.031]  He just said, we put a crack house law on it, huh?
[02:19:18.051 --> 02:19:20.132]  Yeah, he was proud of himself.
[02:19:20.152 --> 02:19:21.873]  We need to get out there this Saturday.
[02:19:21.893 --> 02:19:23.053]  We need to get some people together.
[02:19:23.213 --> 02:19:25.294]  And also, I wanted to tell you that
[02:19:26.745 --> 02:19:29.489]  I deliver feed to feed stores all around.
[02:19:29.509 --> 02:19:34.897]  I've been talking to him about Debra Medina and I cannot believe how many people are saying they're going to vote for her.
[02:19:35.818 --> 02:19:40.581]  There's definitely a lot more people interested in there than they make it sound like.
[02:19:58.731 --> 02:20:02.833]  But again, no, the police in their own press release did not invoke some law.
[02:20:03.073 --> 02:20:10.177]  But see, that cop had to tell you there was a law so he wouldn't face psychologically that they were involved breaking the law.
[02:20:10.977 --> 02:20:18.461]  Well, I tried to tell him that he was breaking the law, that he can't impose a law that doesn't go with the Constitution.
[02:20:18.501 --> 02:20:20.542]  But it wasn't even a law, sir!
[02:20:21.022 --> 02:20:21.863]  They just made it up.
[02:20:22.943 --> 02:20:23.984]  He just kept on with the...
[02:20:24.591 --> 02:20:26.713]  The same gun propaganda.
[02:20:26.974 --> 02:20:30.658]  He just kept saying that it's to defend the city against illegal aliens and uh...
[02:20:31.523 --> 02:20:34.105]  Oh yeah, oh yeah, I love that.
[02:20:34.165 --> 02:20:38.087]  The city of Austin has a policy and was given an award by Vicente Fox five years ago.
[02:20:38.527 --> 02:20:43.850]  It's in my, uh, the extra film, Fall of the, uh, Battle for the Republic on Endgame.
[02:20:43.870 --> 02:20:45.511]  It's a little 17 minute mini film.
[02:20:46.251 --> 02:20:51.714]  And he came and gave an award to the Austin Police Department for not following the law and not arresting illegals.
[02:20:52.014 --> 02:20:56.337]  They arrest a citizen for an expired driver's license, but they won't arrest an illegal.
[02:20:56.877 --> 02:21:00.539]  But now they're using, oh, we want to stop illegals from getting guns.
[02:21:00.599 --> 02:21:01.659]  This is total bull.
[02:21:03.920 --> 02:21:04.861]  Appreciate what you're doing.
[02:21:04.961 --> 02:21:05.221]  Thank you.
[02:21:06.201 --> 02:21:07.362]  Yeah, that's what the police thank you.
[02:21:07.382 --> 02:21:08.642]  That's what the police always do now.
[02:21:08.662 --> 02:21:11.203]  They go, well, we did this because it keeps the community safe.
[02:21:11.824 --> 02:21:14.925]  You know, if one crime gets committed, everybody loses their rights.
[02:21:15.545 --> 02:21:18.547]  Even if they don't have a law, they just do it by hook or by crook.
[02:21:18.607 --> 02:21:20.968]  And that's the way it is because they're the police.
[02:21:23.863 --> 02:21:26.849]  We're on the march, the empire's on the run.
[02:21:27.790 --> 02:21:30.475]  Alex Jones and the GCN Radio Network.
[02:21:33.991 --> 02:21:36.592]  Hello, this is Alex Jones with some important questions.
[02:21:36.993 --> 02:21:41.955]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[02:21:42.335 --> 02:21:44.056]  My answer would be all I can get.
[02:21:44.376 --> 02:21:49.179]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[02:21:49.379 --> 02:21:50.319]  How much do you want?
[02:21:50.559 --> 02:21:51.300]  When do you want it?
[02:21:51.680 --> 02:21:53.281]  Now or after the battle starts?
[02:21:53.561 --> 02:21:54.381]  When will you need it?
[02:21:54.641 --> 02:21:56.702]  Can you buy it without proper identification?
[02:21:56.843 --> 02:21:57.943]  Will there be any food?
[02:21:58.183 --> 02:21:59.484]  Will it make your children sick?
[02:21:59.704 --> 02:22:04.770]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[02:22:04.971 --> 02:22:08.175]  You wipe out all these problems if you have a good food supply.
[02:22:08.555 --> 02:22:12.059]  Food is your ammunition to fight for your freedom and your life.
[02:22:12.380 --> 02:22:13.361]  How much will you need?
[02:22:13.601 --> 02:22:14.222]  We don't know.
[02:22:14.502 --> 02:22:15.423]  How much do you want?
[02:22:15.624 --> 02:22:16.345]  All you can get.
[02:22:16.365 --> 02:22:17.346]  I'm Alex Jones.
[02:22:17.626 --> 02:22:20.388]  I want all of you good guys to live to fight another day.
[02:22:20.668 --> 02:22:27.951]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[02:22:28.212 --> 02:22:29.212]  Again, that number 1-800-409-5633.
[02:22:29.412 --> 02:22:39.097]  Hundreds of nations have fallen to tyranny in the last century alone.
[02:22:39.457 --> 02:22:42.479]  This is our last chance to not relive history.
[02:22:42.699 --> 02:22:44.100]  As we're finishing off this agenda,
[02:22:45.021 --> 02:22:47.462]  We're pulling the rug from underneath Americans at home.
[02:22:47.482 --> 02:22:53.684]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[02:22:53.864 --> 02:22:58.906]  I think it's incumbent upon all of us as American citizens to pay attention.
[02:22:58.926 --> 02:23:09.030]  Fall of the Republic identifies the enemies of our nation, the criminal offshore cartel, hell-bent on destroying sovereignty and on its ashes constructing world government.
[02:23:09.170 --> 02:23:11.271]  Tim Geithner, Bernanke, they're arsonists!
[02:23:11.511 --> 02:23:12.852]  They're asking for more matches!
[02:23:13.112 --> 02:23:15.373]  And the Congress is saying, who do we make the check out to?
[02:23:15.553 --> 02:23:17.394]  Today seems like nobody does care.
[02:23:17.414 --> 02:23:22.436]  And right now in Washington, D.C., we have seen a fall of the Republic.
[02:23:22.836 --> 02:23:27.619]  Get your copy of Fall of the Republic on DVD at InfoWars.com.
[02:23:27.799 --> 02:23:32.801]  We're watching online right now in super high quality at PrisonPlanet.tv.
[02:23:34.342 --> 02:23:35.162]  Studies have shown that
[02:23:43.424 --> 02:23:43.944]  We're good to go.
[02:24:05.623 --> 02:24:06.103]  We're good to go!
[02:24:36.872 --> 02:24:45.198]  What the Austin police do as federal minions is they don't enforce federal laws and state laws that are the law.
[02:24:47.379 --> 02:24:50.562]  And then they enforce imaginary laws on citizens.
[02:24:50.602 --> 02:24:51.362]  We're the slaves.
[02:24:51.402 --> 02:24:52.263]  We're the milk cows.
[02:24:52.303 --> 02:24:53.003]  We're the property.
[02:24:53.043 --> 02:24:56.406]  We've got to be kept defanged in line to pay them.
[02:24:58.186 --> 02:25:03.409]  I remember five years ago, Vicente Fox gave an award to Austin as the number one sanctuary city.
[02:25:03.429 --> 02:25:05.891]  Illegal aliens can drink and drive.
[02:25:06.551 --> 02:25:07.352]  They can do everything.
[02:25:08.012 --> 02:25:11.694]  And I've told the story of pulling into my parking lot one time, one night, about 8 o'clock.
[02:25:12.375 --> 02:25:13.836]  My IT guy was in handcuffs.
[02:25:13.876 --> 02:25:14.316]  I got out.
[02:25:14.656 --> 02:25:16.237]  The cops jumped out, got real angry.
[02:25:16.457 --> 02:25:17.958]  They said, oh, Alex Jones, we're fans.
[02:25:18.098 --> 02:25:20.300]  Oh, just wondering what you were doing in our investigation.
[02:25:20.840 --> 02:25:23.202]  They said, we went through your building to make sure he wasn't robbing anything.
[02:25:24.082 --> 02:25:27.703]  Yeah, we saw him pull in here, and so we pulled in, and his license was expired.
[02:25:27.723 --> 02:25:29.183]  I go, why are you arresting him?
[02:25:29.203 --> 02:25:31.323]  I go, let me guess, you don't arrest illegal aliens?
[02:25:31.443 --> 02:25:34.524]  He goes, no, we have an unwritten policy, we get in trouble.
[02:25:35.104 --> 02:25:37.525]  He goes, I don't care, I'm retiring in six months, but it is wrong.
[02:25:37.945 --> 02:25:53.608]  The judges just let him go, so no revenue comes in, so we just, so again, the illegals are above the law, but they know citizens are mad about that, so they say, we shut down the gun show, because there had been a few cases in the last few years with another gun show operator where a private citizen came in legally, it was still legal.
[02:25:54.893 --> 02:25:57.756]  And you know, because the person didn't say they were illegal and did this.
[02:25:57.836 --> 02:26:03.161]  But Ryan, who came to work here from a Craigslist ad, we don't tell you where you're getting hired when we hire.
[02:26:04.202 --> 02:26:10.368]  He worked at the city in customer service and it was stated that citizens have to have three forms of ID.
[02:26:11.249 --> 02:26:14.250]  To get power or gas to the city or trash.
[02:26:15.130 --> 02:26:16.611]  And you've got to jump through all these hoops.
[02:26:17.171 --> 02:26:18.392]  But illegal aliens don't.
[02:26:18.792 --> 02:26:23.073]  And at AXS TV they have a policy where the illegal aliens don't need any ID in the past.
[02:26:23.093 --> 02:26:24.514]  I don't know if it's still that case.
[02:26:25.174 --> 02:26:33.497]  So they are above the law because the government wants them here to drive down the wages and bankrupt the country and become citizens and then pull the lever for gun control and open borders.
[02:26:33.958 --> 02:26:37.299]  So they're here and that's the end of it and they're going to become our cops and they are and that's the end of it.
[02:26:38.259 --> 02:26:39.160]  Because it's New World Order.
[02:26:39.480 --> 02:26:40.942]  But I wanted to bring Ryan up.
[02:26:41.402 --> 02:26:43.844]  Ryan, briefly tell folks what you were telling me during the break.
[02:26:44.619 --> 02:26:45.600]  Basically, here's the deal.
[02:26:45.660 --> 02:26:51.906]  If you're a citizen, you have to provide social security number, driver's license number, date of birth, all of that.
[02:26:52.026 --> 02:26:59.354]  If you are a citizen of Mexico and you've come over here illegally, you only have to provide one type of ID, which is called a matriculate consular.
[02:26:59.734 --> 02:27:01.115]  And they hand that out to anybody that pays $25.
[02:27:01.156 --> 02:27:03.538]  Anyone that pays $25, you go to the Mexican consulate, not issued by us.
[02:27:09.280 --> 02:27:14.871]  And they get it, and they bring it to us with $200 cash, and they get services, and there's no way we can collect.
[02:27:15.552 --> 02:27:19.400]  Basically, the citizens have to pay the fee if they run out on their bill, which they often do.
[02:27:20.219 --> 02:27:29.104]  And I remember the AP three years ago, in the Banking Association, said, we give loans to illegals with no credit, no nothing, because it's so important to help them.
[02:27:29.684 --> 02:27:33.567]  So again, they are God, because they are meant to bring down the country.
[02:27:33.627 --> 02:27:35.048]  I'm not even saying they're bad people.
[02:27:35.428 --> 02:27:44.373]  The point is, they are first class citizens, we are slaves, but the Austin police shut, now they, we did shut it down, to stop the illegals.
[02:27:44.953 --> 02:27:47.675]  I mean, it's just so proud of their lawlessness.
[02:27:50.794 --> 02:27:58.900]  Exactly, and I mean with the matricular consular, you'll find the same person will apply for services under five different names.
[02:27:59.421 --> 02:28:01.783]  All they have to do is just get a new one under a new name.
[02:28:01.823 --> 02:28:03.404]  There's really no checking, there's no ID required.
[02:28:03.424 --> 02:28:14.133]  Well that's what the Republican leader of the Senate, I was like five years ago interviewing him, I forget his name, in Colorado, he went out one day and in two hours got four different consular matriculas for a hundred bucks.
[02:28:14.913 --> 02:28:16.574]  And was able to then go get on welfare.
[02:28:16.634 --> 02:28:17.495]  He did it as a stunt.
[02:28:17.515 --> 02:28:18.416]  It was in the Denver Post.
[02:28:19.036 --> 02:28:20.177]  And I mean, it's just unlimited.
[02:28:20.237 --> 02:28:26.102]  I mean, no wonder the illegals are driving around in luxury vehicles and citizens that play by the rules are going bankrupt.
[02:28:27.743 --> 02:28:28.123]  Exactly.
[02:28:28.163 --> 02:28:33.468]  You got one set of rules for a citizen, another set of rules for somebody that doesn't have any business being here in the first place.
[02:28:34.789 --> 02:28:37.311]  And I guess everybody at the city just thought that was normal.
[02:28:37.351 --> 02:28:38.952]  And I told you, this is a sanctuary city.
[02:28:39.847 --> 02:28:47.795]  No, as employees, we usually fought against it, but management would tell you, look, we're a sanctuary city, that's the policy, and, you know, you don't question it.
[02:28:48.295 --> 02:28:51.178]  And the policy trumps federal and state law.
[02:28:51.458 --> 02:28:56.403]  But then there's no law, and the cops shut the gun show down and just say, look, we have the weapons, shut up!
[02:28:57.975 --> 02:28:58.455]  Exactly.
[02:28:58.915 --> 02:28:59.955]  I appreciate your call.
[02:29:00.015 --> 02:29:04.876]  Now, I'm going to go to Lisa, Ross, Rudy, John, and Rob, and I'm going to play more of this tomorrow.
[02:29:05.296 --> 02:29:10.457]  I've just run out of time, because this is so poignant, so powerful, so well-documented.
[02:29:11.737 --> 02:29:21.519]  And for people that aren't PrisonPlanet.tv viewers watching the live stream right now, it's on YouTube, North Korean Camps North Korea, and it's a British documentary crew.
[02:29:21.539 --> 02:29:23.859]  Like, I wanted to get these guys on when I first saw this a year ago.
[02:29:24.740 --> 02:29:26.400]  And very few have made it out of the camps.
[02:29:27.435 --> 02:29:32.096]  But this guy's got electrical burns on him, huge third-degree burns from the electrical fence.
[02:29:32.416 --> 02:29:34.917]  There's no power for the citizens, but there's power for the fence.
[02:29:35.817 --> 02:29:38.838]  They artificially keep him in starvation mode to control them.
[02:29:40.358 --> 02:29:41.759]  He was born in a prison.
[02:29:42.459 --> 02:29:45.140]  Most of the population lives in quasi-prison camps.
[02:29:46.700 --> 02:29:47.960]  All they dream about is food.
[02:29:47.980 --> 02:29:48.801]  They're almost a...
[02:29:50.742 --> 02:30:00.007]  Foot shorter, and just like slaves were known as the little people, my ancestors in England and France and other places in Germany, nobles were known for being tall.
[02:30:00.027 --> 02:30:04.270]  And the slaves and the serfs were known as little people because you were kept at starvation level.
[02:30:04.710 --> 02:30:06.191]  This is a system of control.
[02:30:07.171 --> 02:30:10.834]  And they cut his finger off, they hang you up by hooks by your stomach.
[02:30:11.194 --> 02:30:12.775]  He's got scars all over him.
[02:30:13.655 --> 02:30:17.178]  And then they also interviewed somebody who just lived in regular North Korea.
[02:30:17.558 --> 02:30:20.220]  Starving children everywhere, selling human meat.
[02:30:22.281 --> 02:30:32.188]  I want to play some of this because this is when you have a total state around you, and even though he's been out of North Korea for years, he still says, well, I guess they did have to execute my parents.
[02:30:32.955 --> 02:30:37.376]  So here is part of this piece, North Korea Camps North Korea.
[02:30:37.396 --> 02:30:38.877]  It's up on YouTube.
[02:30:39.397 --> 02:30:39.977]  Here's part of it.
[02:30:44.938 --> 02:30:58.182]  In the South Korean capital of Seoul, we've made contact with a young man of 26 years who, until two years ago, didn't know that a world existed outside of the barbed wire.
[02:30:58.442 --> 02:31:01.003]  I didn't know, not at all, not until I escaped.
[02:31:03.513 --> 02:31:06.094]  He quite simply thought the whole world was a prison camp.
[02:31:06.694 --> 02:31:11.916]  He didn't know that the country North Korea existed, that something exists outside of that country.
[02:31:11.936 --> 02:31:17.158]  He didn't even know that the mastermind behind his miserable life was Kim Jong-il.
[02:31:18.018 --> 02:31:24.661]  The children from Camp 14 were so worthless that they didn't deserve knowledge of the life and thoughts of the dear leader.
[02:31:32.058 --> 02:31:36.861]  Shin Dong-hyuk is not special in the sense that he has escaped the North Korean prison system.
[02:31:36.921 --> 02:31:43.003]  Tens if not hundreds of thousands of prisoners are locked up there and a few have managed to escape.
[02:31:43.904 --> 02:31:50.206]  But he's unique in the sense that he's the only one known to have escaped a so-called special control zone.
[02:31:50.647 --> 02:31:56.449]  That's a special camp system within the camp system where prisoners are expected to spend their whole life.
[02:31:56.789 --> 02:32:00.531]  He's the only one who has come out alive and has been able to tell his story.
[02:32:03.117 --> 02:32:04.798]  We meet Shin at an old prison.
[02:32:05.459 --> 02:32:11.043]  Here the Japanese kept, tortured and murdered Korean patriots before and during the Second World War.
[02:32:11.944 --> 02:32:14.325]  It's an environment that he recognizes immediately.
[02:32:17.107 --> 02:32:18.909]  I was in a cell exactly like that.
[02:32:21.112 --> 02:32:23.733]  Shin Dong-hyuk's story began on the 19th of October, 1982.
[02:32:26.053 --> 02:32:28.414]  His parents were prisoners in Camp No.
[02:32:28.434 --> 02:32:32.495]  14, isolated in the mountains north of the North Korean capital of Pyongyang.
[02:32:33.395 --> 02:32:40.636]  The reason why is not known, but as a reward for good behavior, they were selected for marriage and put together in a cell for five days.
[02:32:41.877 --> 02:32:44.157]  Nine months later, Shin was born behind the fence.
[02:32:45.318 --> 02:32:47.118]  One thing followed him every day.
[02:32:50.117 --> 02:32:51.258]  We were always hungry.
[02:32:53.299 --> 02:32:55.161]  The little boy was placed with his mother.
[02:32:55.961 --> 02:32:58.963]  But she worked every day in the mountains and mines from five in the morning.
[02:32:59.523 --> 02:33:02.445]  When she returned around midnight, she had no time for the boy.
[02:33:02.865 --> 02:33:03.766]  She often beat him.
[02:33:04.686 --> 02:33:06.848]  He learned nothing about common humanity.
[02:33:06.868 --> 02:33:12.831]  I had no real feelings when I was a kid.
[02:33:19.847 --> 02:33:22.928]  Two categories of people inhabited the world behind the wire.
[02:33:26.229 --> 02:33:27.870]  Those who made mistakes were prisoners.
[02:33:28.330 --> 02:33:30.230]  Those who made no mistakes were guards.
[02:33:34.732 --> 02:33:41.714]  In the eyes of the little boy, the starved and sometimes beaten woman who returned to him at night was the cause of his suffering.
[02:33:44.580 --> 02:33:48.928]  My mom had made mistakes, so it was only natural that we should live like this.
[02:33:48.948 --> 02:33:50.912]  I didn't even want to know why.
[02:33:50.932 --> 02:33:52.995]  Hit pause.
[02:33:55.805 --> 02:34:01.106]  Notice how, again, breeding them like animals as slave labor in the mines and cutting timber.
[02:34:01.926 --> 02:34:05.847]  And he still believes it's because his parents made mistakes.
[02:34:06.828 --> 02:34:08.288]  And so he deserves to be there.
[02:34:08.648 --> 02:34:14.169]  And see, that's now, oh, a couple of illegal aliens in a parking lot were able to buy guns a few years ago.
[02:34:14.570 --> 02:34:16.070]  Now you don't get to have gun shows.
[02:34:16.826 --> 02:34:21.991]  See, and now France, oh 152 men and women killed each other in marriage.
[02:34:22.531 --> 02:34:26.975]  The government's going to send in basically adult services to monitor all marriages now.
[02:34:27.256 --> 02:34:29.918]  If you raise your voice, we're going to arrest you, we're going to take your kids.
