[00:00:00.349 --> 00:00:02.610]  ...media, government cover-ups.
[01:58:14.361 --> 01:58:15.442]  They're going to continue to rob them.
[01:58:18.062 --> 01:58:19.923]  Ricky, fire out your website for folks.
[01:58:19.963 --> 01:58:21.763]  We're coming back with five final minutes with you.
[01:58:25.704 --> 01:58:27.024]  Give folks your website, Ricky.
[01:58:27.084 --> 01:58:28.985]  Is Freeway Enterprise the only one to go to?
[01:58:30.270 --> 01:58:34.855]  www.freewayenterprise.com Go and check it out!
[01:58:35.256 --> 01:58:37.218]  You are listening to GCN.
[01:58:38.780 --> 01:58:40.722]  Visit GCNlive.com today.
[01:58:43.789 --> 01:58:44.770]  What's your home worth?
[01:58:44.930 --> 01:58:46.873]  How can you compare local real estate agents?
[01:58:47.053 --> 01:58:49.797]  And how do you get MLS listings for the entire country?
[01:58:50.097 --> 01:58:57.626]  If you're thinking of buying a home to take advantage of a tax credit or selling your house, you first need to see an incredible website called HomeGain.com.
[01:58:57.807 --> 01:59:01.271]  HomeGain.com will help you find a realtor to buy or sell a home.
[01:59:01.471 --> 01:59:03.593]  It's so easy, and best of all, it's free.
[01:59:03.913 --> 01:59:11.981]  At HomeGain.com you can compare realtors anonymously, receive customized proposals, see consumer reviews, then select the best realtor for you.
[01:59:12.201 --> 01:59:17.766]  Go to HomeGain.com and get an instant home value estimate, view comparable homes, and check out street views.
[01:59:18.046 --> 01:59:27.695]  HomeGain.com has an A-plus rating with the Better Business Bureau and contains a wealth of information, like their home improvement tool that helps you determine which home improvements to make to increase your home's value.
[01:59:27.935 --> 01:59:31.017]  See the top 12 home improvements right now at HomeGain.com.
[01:59:31.097 --> 01:59:33.938]  That's H-O-M-E-G-A-I-N dot com.
[01:59:34.078 --> 01:59:42.223]  Look for Max, the Orange Home Gain Gorilla, to help you find a realtor or with any other real estate needs you might have at HomeGain.com, your real estate connection.
[01:59:46.485 --> 01:59:48.386]  Waging war on corruption.
[01:59:48.866 --> 01:59:51.668]  Alex Jones on the GCN Radio Network.
[02:00:02.728 --> 02:00:07.930]  FreewayEnterprises.com, FreewayEnterprise.com, Ricky Ross is our guest.
[02:00:08.270 --> 02:00:15.593]  We'll put his website up on screen for PrisonPlanet.tv viewers, so when they're on the web, they'll know the bonafide Ricky Ross website.
[02:00:16.554 --> 02:00:18.615]  Really is a pop legend.
[02:00:19.395 --> 02:00:34.625]  And we just appreciate that he's here with us fighting the New World Order, exposing the drug war for what it is, because in How Weed Won the West that we're selling at Infowars.com, Kevin went and interviewed street drug dealers that do not want the marijuana dispensaries, they do not want it decriminalized.
[02:00:35.326 --> 02:00:41.810]  You know, the ground-level drug dealers, not just of marijuana, but other more hardcore drugs, they want to keep it illegal, don't they, Ricky?
[02:00:42.410 --> 02:00:43.071]  Absolutely.
[02:00:43.151 --> 02:00:46.213]  I mean, when you start legalizing it, you cut into their money.
[02:00:46.833 --> 02:00:48.074]  And they don't want that to happen.
[02:00:49.874 --> 02:01:04.741]  As you were saying earlier, 80% of all illegal drug users only smoke marijuana, so if you take all those people and they start going to these illegal dispensaries, then you're destroying the whole market for all sides of the fraud.
[02:01:04.761 --> 02:01:10.384]  And Alex, when you take all that money out of it, you also take the violence out.
[02:01:10.704 --> 02:01:14.646]  Because most of the violence comes from people trying to rob the people with all the money.
[02:01:15.734 --> 02:01:18.695]  Because it costs so much and they can't legally get it.
[02:01:18.795 --> 02:01:19.995]  And this is well known.
[02:01:20.395 --> 02:01:24.036]  The British took down China on record by bringing opium in.
[02:01:24.416 --> 02:01:25.636]  The government had it illegal.
[02:01:25.996 --> 02:01:31.098]  They brought it in, bought off the cities, took over the whole country, and then broke China up in 11 pieces.
[02:01:31.578 --> 02:01:33.318]  The globalists are doing this now.
[02:01:33.618 --> 02:01:36.539]  CIA got caught in Vietnam bringing in the opium.
[02:01:37.219 --> 02:01:38.860]  Ricky Ross, look at Afghanistan.
[02:01:39.280 --> 02:01:47.605]  Now it's 13 times the previous record level of heroin pouring out into the world with the CIA and the Pentagon openly protecting it.
[02:01:48.565 --> 02:01:54.609]  I saw that on the news a few times a couple years ago, Howard, since we went over and took over the country that it's gotten worse.
[02:01:55.409 --> 02:01:56.950]  I mean, that's just another example.
[02:01:57.550 --> 02:01:58.971]  But now what are we going to do, Alex?
[02:01:59.071 --> 02:02:00.212]  Are we just going to sit around?
[02:02:00.252 --> 02:02:03.434]  Are our people going to stand up and take the White House back?
[02:02:04.649 --> 02:02:09.152]  Right now here in Los Angeles, they're trying to shut down the thousand legal dispensaries we have.
[02:02:09.172 --> 02:02:17.897]  They're trying to get it down to like 70 or something, which is going to create this incredible consolidation and make some of the dispensaries are, you know, it's going to drive the price.
[02:02:17.917 --> 02:02:22.580]  It won't be able to supply the market and then the illegalness will continue and the crime will continue.
[02:02:23.000 --> 02:02:24.861]  Ricky, you're talking about education too.
[02:02:25.221 --> 02:02:28.383]  The hundreds of billions in the fake drug war into education.
[02:02:29.138 --> 02:02:29.699]  Absolutely.
[02:02:29.739 --> 02:02:33.685]  I mean, if we educate the people, then they won't need to go out and use drugs.
[02:02:33.725 --> 02:02:35.688]  Most people that use drugs are uneducated.
[02:02:36.348 --> 02:02:40.531]  Kevin, you're going to have a screening of How Weed Won the West, which isn't out until the 15th.
[02:02:40.591 --> 02:02:43.493]  Ships here on DVD at Infowars.com.
[02:02:43.513 --> 02:02:44.514]  You are having a viewing.
[02:02:44.554 --> 02:02:45.474]  Tell folks real fast.
[02:02:45.614 --> 02:02:45.774]  Right.
[02:02:45.794 --> 02:02:48.056]  This is at the Organica Dispensary.
[02:02:48.316 --> 02:02:49.497]  That's actually in the film.
[02:02:49.537 --> 02:02:50.778]  It gets busted in the film.
[02:02:50.978 --> 02:02:54.900]  And this is on Saturday, February 13th around 7 p.m.
[02:02:54.940 --> 02:03:00.644]  It's in Venice Beach on 13456 Washington Boulevard in Venice.
[02:03:00.704 --> 02:03:01.965]  Organica Dispensary.
[02:03:02.225 --> 02:03:02.626]  February 13th.
[02:03:03.346 --> 02:03:12.510]  All right, and what's worse is, these are legal under state law, but the feds come in and beat them up and smash, and then steal the money in the weed, and you never even hear where it went.
[02:03:12.530 --> 02:03:17.592]  I mean, the feds are so corrupt, and the locals are doing it now, they just openly keep the money.
[02:03:20.132 --> 02:03:22.753]  Yeah, I mean, it's in your face.
[02:03:22.874 --> 02:03:23.634]  That's all you can say.
[02:03:23.714 --> 02:03:24.814]  Richie, last question.
[02:03:24.854 --> 02:03:31.637]  From your deep research on this, I mean, just experiencing it, what percentage of cops, on average, would you say are crooked, that are involved in narcotics?
[02:03:32.282 --> 02:03:33.242]  Oh man, there's so many of them.
[02:03:33.262 --> 02:03:36.803]  You know, my whole task force, you know, I took down 35 crooked cops.
[02:03:36.883 --> 02:03:39.223]  They were robbing us, planting drugs on us.
[02:03:39.523 --> 02:03:46.865]  You know, they came up with a game that if they come in your house and you have a bunch of money, the easiest way to get you not to claim the money is to plant some drugs on you.
[02:03:47.385 --> 02:03:50.446]  You know, because drug dealers had stopped keeping money and drugs in the same house.
[02:03:50.466 --> 02:03:54.286]  Because they knew that if they didn't have any drugs there, the money was okay.
[02:03:55.127 --> 02:04:01.748]  Yeah, that's something we didn't go into is the Ricky Ross Task Force and the fact that some of the guys on the Ricky Ross Task Force are still in jail.
[02:04:02.321 --> 02:04:11.645]  Look, look, we're out of time, but Ricky, I want to have you back up just to tell some of the incredible war stories and corrupt cop stories that you witness.
[02:04:11.885 --> 02:04:13.386]  Can we do that in a month or so?
[02:04:14.086 --> 02:04:14.867]  You call me Alex.
[02:04:14.947 --> 02:04:16.347]  Anytime you call me, I'll be there.
[02:04:16.407 --> 02:04:17.108]  Wherever it's at.
[02:04:17.808 --> 02:04:22.870]  As long as the government let me come, you know I'm still on parole, so I have to get permission from them to travel.
[02:04:23.310 --> 02:04:24.791]  But call me and I'm coming.
[02:04:25.742 --> 02:04:26.963]  We're going to have you back on soon.
[02:04:27.023 --> 02:04:30.105]  Kevin's back on next week with some other witnesses to the drug war.
[02:04:30.406 --> 02:04:35.530]  FreewayEnterprise.com, get how we won the West in American Drug War at Infowars.com.
[02:04:35.850 --> 02:04:40.553]  Ricky Ross, Kevin Booth, thank you both for coming on and having the courage to do what you're doing.
[02:04:41.134 --> 02:04:43.376]  Thanks Alex for having us and you keep doing what you're doing.
[02:04:43.396 --> 02:04:44.356]  You're fighting a good war.
[02:04:44.757 --> 02:04:50.501]  I just hope that your listeners take action and let's take this country back, you know what I'm saying, and put it back the way it's supposed to be.
[02:04:50.681 --> 02:04:51.302]  Absolutely.
[02:04:51.342 --> 02:04:51.982]  God bless you.
[02:04:52.022 --> 02:04:52.623]  We'll be right back.
[02:04:53.510 --> 02:05:00.355]  This is Alex Jones and I want to tell you about the Ecola Blue Atmospheric Water Generator that produces pure drinking water right from the humidity in the air.
[02:05:00.475 --> 02:05:02.437]  No, this isn't science fiction, it's very real.
[02:05:02.577 --> 02:05:04.678]  I know because I use one every day in my own home.
[02:05:04.819 --> 02:05:06.340]  And it's available right now to you.
[02:05:06.460 --> 02:05:10.783]  Because you know exactly where your water comes from with Ecola Blue, you'll know what's in your cup.
[02:05:10.943 --> 02:05:13.225]  Clean, great tasting water without all the pollutants.
[02:05:13.505 --> 02:05:19.286]  Get your family off the grid today by ordering your own Ecola Blue Atmospheric Water Generator for your home or business.
[02:05:19.506 --> 02:05:24.247]  Their best seller, the Ecola Blue 28, produces up to 7 gallons of water every day.
[02:05:24.307 --> 02:05:27.028]  The Ecola Blue 28 is easy to use and economical.
[02:05:27.128 --> 02:05:29.748]  Generate your own pure water from the humidity in the air.
[02:05:29.848 --> 02:05:37.010]  This system is free of chemicals and uses a multi-stage filtration system, including reverse osmosis, carbon filters, and ultraviolet lights.
[02:05:37.310 --> 02:05:40.992]  Order now and claim your water independence today by calling a Coloblue at 1-800-691-6043.
[02:05:41.032 --> 02:05:41.272]  That's 1-800-691-6043.
[02:05:41.292 --> 02:05:43.213]  Or visit a Coloblue on the web at www.ecoloble.com today.
[02:05:53.257 --> 02:05:57.498]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[02:05:57.799 --> 02:05:58.419]  Number one.
[02:05:58.719 --> 02:06:01.880]  New climate legislation could easily double or triple your electric bill.
[02:06:02.140 --> 02:06:02.700]  Number two.
[02:06:03.000 --> 02:06:07.562]  Our new energy czar wants to control how much power your electric company allows you to have.
[02:06:07.902 --> 02:06:08.342]  It's true.
[02:06:08.642 --> 02:06:13.184]  Total government control of electricity in the name of smart grid technology is coming.
[02:06:13.504 --> 02:06:14.045]  Number 3.
[02:06:14.325 --> 02:06:17.628]  In some areas of the country, the power grid is dangerously overloaded.
[02:06:17.908 --> 02:06:21.651]  And now, new socialist legislation is only compounding the problem.
[02:06:21.831 --> 02:06:22.372]  Number 4.
[02:06:22.632 --> 02:06:25.014]  Dangerous weather is always a threat to local grids.
[02:06:25.394 --> 02:06:28.797]  Every year, thousands of families lose their power from weather-related outages.
[02:06:29.077 --> 02:06:29.278]  Number 5.
[02:06:29.858 --> 02:06:33.780]  A solar power generator provides powerful backup, insurance, and peace of mind.
[02:06:34.000 --> 02:06:38.763]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[02:06:39.043 --> 02:06:43.085]  You can get more information at www.mysolarbackup.com.
[02:06:43.225 --> 02:06:44.786]  That's mysolarbackup.com.
[02:06:45.006 --> 02:06:49.528]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[02:06:55.026 --> 02:06:55.506]  Hi, neighbor.
[02:06:55.827 --> 02:06:58.548]  They say the road to hell is paved with good intentions.
[02:06:59.129 --> 02:07:03.852]  Certainly we'd never intend to procrastinate getting our own food supply until there was none left at any price.
[02:07:04.392 --> 02:07:09.535]  We would intend to have plenty of food so the relief organizations could care for those unable to care for themselves.
[02:07:10.136 --> 02:07:17.240]  We would intend not to be standing in the breadline with the ignorant and the foolish who pretend the facts of food disappearance are untrue.
[02:07:17.741 --> 02:07:22.624]  If the experience of the Katrina disaster is evidence, the breadline may have no bread.
[02:07:23.257 --> 02:07:30.300]  Just like the good intentions on the road to that unheavenly place, the good intentions alone to get a supply of food will not feed us.
[02:07:31.080 --> 02:07:35.502]  Only getting our food supply immediately will make us independent and fearless for the future.
[02:07:36.203 --> 02:07:36.483]  Call 800-409-5633.
[02:07:36.503 --> 02:07:36.543]  800-409-5633.
[02:07:36.563 --> 02:07:37.463]  On the web, efoodsdirect.com.
[02:07:37.483 --> 02:07:37.663]  Who am I?
[02:07:37.683 --> 02:07:38.324]  Someone who cares.
[02:07:55.385 --> 02:08:01.410]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[02:08:02.010 --> 02:08:04.993]  It's Alex Jones and the GCN Radio Network.
[02:08:07.540 --> 02:08:10.623]  We are going to plumb the depths of evil.
[02:08:11.764 --> 02:08:13.205]  The mindset of the elite.
[02:08:13.605 --> 02:08:15.367]  They don't just bring the narcotics in.
[02:08:15.647 --> 02:08:21.332]  They don't just push Ritalin and Prozac and other deadly drugs on kids and pregnant women and dangerous vaccines.
[02:08:22.052 --> 02:08:23.754]  They revel in corruption.
[02:08:23.774 --> 02:08:29.638]  They revel in who can be the most wicked, the most evil, the most psychopathic, the most sociopathic.
[02:08:30.559 --> 02:08:34.663]  Depleted uranium is used at proving sites all over the United States and all over the world.
[02:08:35.871 --> 02:08:47.627]  It's now being used in even smaller rifle munitions, not just Abrams tank sabot rounds or Vulcan warthog cannons in A-10s or in Hellfire missiles.
[02:08:47.707 --> 02:08:49.930]  It's being put into most munitions now.
[02:08:50.931 --> 02:09:05.996]  And the troops are dying, they've known for decades, it's causing deformities, just like they knew in secret reports that have been declassified recently, in the 60s that Agent Orange was going to literally fry the testicles of men and make them have deformed children.
[02:09:07.016 --> 02:09:09.697]  And, I mean, this is what's going on.
[02:09:09.737 --> 02:09:14.379]  We're going to talk to Dr. Doug Rocky here in a moment, who literally wrote the Army manuals
[02:09:15.356 --> 02:09:16.456]  for them on D.U.
[02:09:16.537 --> 02:09:17.837]  They know what they're doing.
[02:09:18.117 --> 02:09:19.458]  They don't care about our troops.
[02:09:19.778 --> 02:09:22.879]  They say caring about the troops is putting them in all these fraudulent wars.
[02:09:23.359 --> 02:09:24.540]  So I want to get into what D.U.'
[02:09:24.520 --> 02:09:24.860]  's doing.
[02:09:24.880 --> 02:09:26.581]  The Iraqi government's suing the U.S.
[02:09:26.661 --> 02:09:29.742]  over this, and we haven't talked to Dr. Raki in over a year.
[02:09:29.802 --> 02:09:31.363]  I want to get all the latest developments from him.
[02:09:31.583 --> 02:09:34.244]  Before we go to Dr. Doug Raki for the balance of the hour,
[02:09:35.805 --> 02:09:40.946]  I want to go over some of the sponsors that have made this radio show possible and who I really believe in.
[02:09:41.346 --> 02:09:42.527]  One of them is Ecolablue.
[02:09:42.987 --> 02:09:44.207]  Ecolablue.com.
[02:09:45.187 --> 02:09:54.170]  And they have great atmospheric water generators, big ones that can supply hundreds or even thousands of people, little ones that do seven and a half, eight gallons a day, Ecolablue 30, Ecolablue 28.
[02:09:54.350 --> 02:09:59.351]  They've already shipped one of their giant units and a bunch of small ones with a convoy of hope to Haiti.
[02:09:59.731 --> 02:10:02.772]  Twenty percent of your purchase goes towards that.
[02:10:03.212 --> 02:10:06.114]  Check out Acola Blue Atmospheric Water Generators today.
[02:10:06.414 --> 02:10:07.475]  The cleanest, best water.
[02:10:08.455 --> 02:10:10.897]  Their 28 has 7 filters on it.
[02:10:10.957 --> 02:10:13.518]  Reverse osmosis carbon keeps it in a stainless steel tank.
[02:10:13.839 --> 02:10:14.679]  Grabs it out of the air.
[02:10:14.739 --> 02:10:16.440]  The Acola Blue 30 has 12 filters.
[02:10:17.281 --> 02:10:18.882]  They've got a bunch of special deals running.
[02:10:18.902 --> 02:10:20.523]  Acolablue.com or 800-691-6043.
[02:10:20.543 --> 02:10:20.583]  800-691-6043.
[02:10:25.366 --> 02:10:28.110]  6043.
[02:10:25.406 --> 02:10:28.110]  Another sponsor is efoodsdirect.com.
[02:10:28.150 --> 02:10:32.154]  The highest quality, storable foods available bar none.
[02:10:32.175 --> 02:10:36.740]  They have ready-to-eat, gourmet-style meals, non-GMO.
[02:10:36.800 --> 02:10:38.222]  They have organic food lines.
[02:10:38.602 --> 02:10:39.964]  They have just so many.
[02:10:40.184 --> 02:10:42.567]  This is the place to get food, and they make it new every month.
[02:10:43.168 --> 02:10:45.209]  You know, this stuff's usually just a few weeks old when you get it.
[02:10:46.349 --> 02:10:47.210]  The max a month.
[02:10:47.230 --> 02:10:48.891]  I mean, this is the big dog.
[02:10:48.931 --> 02:10:50.111]  This is the quality people.
[02:10:50.471 --> 02:10:59.115]  I did research for my own preparedness, because I don't trust the system for the depression and the rest of it, and this is who I went with, and this is who I'm happy with, because I tried some others that didn't like it.
[02:10:59.495 --> 02:11:00.536]  efoodsdirect.com or 800-409-5633.
[02:11:00.596 --> 02:11:01.996]  Call and get a free catalog.
[02:11:02.016 --> 02:11:02.056]  800-409-5633.
[02:11:09.509 --> 02:11:14.210]  And finally, I want to plug FrontSite.com, like the front of your rifle.
[02:11:14.250 --> 02:11:19.431]  It's not enough to have a bunch of ammo and guns to protect yourself from criminals and government and all the stuff that's going on.
[02:11:19.451 --> 02:11:20.371]  You need to be trained.
[02:11:20.871 --> 02:11:22.331]  And it's out in Pahrump, Nevada.
[02:11:22.931 --> 02:11:25.112]  It's the biggest private firearms training facility.
[02:11:25.152 --> 02:11:27.112]  No drill instructor, tough guy attitudes.
[02:11:27.572 --> 02:11:28.232]  It's family.
[02:11:28.972 --> 02:11:30.573]  And it's FrontSite.com.
[02:11:30.613 --> 02:11:37.554]  You can get five days of world-class gun training, very inexpensive, and secure a 30-state concealed weapons permit and
[02:11:38.214 --> 02:11:41.655]  Get a free Springfield Armory XD pistol in the caliber of your choice.
[02:11:41.975 --> 02:11:43.175]  FrontSite.com.
[02:11:43.415 --> 02:11:45.476]  That's FrontSite.com.
[02:11:45.656 --> 02:11:45.956]  Okay.
[02:11:47.656 --> 02:11:49.497]  Going to Dr. Doug Rocky.
[02:11:50.397 --> 02:11:59.239]  What this evil system does is it uses its authority of the government and the system to do outrageous things and then just set the precedent.
[02:11:59.839 --> 02:12:02.240]  Government's caught drug dealing literally thousands of times.
[02:12:02.980 --> 02:12:04.080]  The drug war continues.
[02:12:04.621 --> 02:12:05.961]  But though people are starting to wake up.
[02:12:06.843 --> 02:12:10.248]  The government's caught engaged in all forms of corruption.
[02:12:10.348 --> 02:12:11.330]  The banks are robbing us.
[02:12:11.350 --> 02:12:12.131]  They just continue.
[02:12:12.972 --> 02:12:14.915]  The vaccine makers are caught maiming people.
[02:12:14.955 --> 02:12:16.097]  The corruption continues.
[02:12:17.439 --> 02:12:20.683]  The DU being used all over the world now.
[02:12:22.028 --> 02:12:23.789]  And improving grounds all over the U.S.
[02:12:23.989 --> 02:12:25.329]  So incredibly deadly.
[02:12:25.369 --> 02:12:27.250]  And they knew in the late 40s it was deadly.
[02:12:27.610 --> 02:12:35.873]  They knew in the 80s and the early 90s when Dr. Doug Rocky wrote the book, the manual for the Pentagon and the Army, they knew how deadly it was.
[02:12:36.574 --> 02:12:44.937]  And now they just say, look, when we attack a military base in Iraq or somewhere, we move troops in a week later, have them move right in next to blast points with the D.U.
[02:12:45.777 --> 02:12:51.202]  We have people without protective gear clearing up tanks and stuff we've destroyed with it, knowing it's going to really hurt them.
[02:12:51.823 --> 02:12:58.369]  And it's hurt Dr. Rockey, many of his colleagues have died just involved in studying this stuff and in cleanups.
[02:12:58.770 --> 02:13:02.213]  So this gives you a window into the minds of the controllers.
[02:13:02.573 --> 02:13:04.856]  Dr. Doug Rockey is a depleted uranium expert.
[02:13:05.456 --> 02:13:05.896]  A B.S.
[02:13:05.936 --> 02:13:09.698]  in Physics at the Western Illinois University, followed by his M.S.
[02:13:09.738 --> 02:13:10.238]  and Ph.D.
[02:13:10.278 --> 02:13:12.719]  in Physics and Technology Education at the University of Illinois.
[02:13:13.119 --> 02:13:20.042]  His military career has spanned four decades, to include combat duty during Vietnam and Gulf War I. He served as a member of the 3rd U.S.
[02:13:20.122 --> 02:13:26.944]  Army Medical Command's Nuclear Biological Chemical Teaching, Medical Response, and Special Operations Team, 3rd U.S.
[02:13:27.044 --> 02:13:30.025]  Army Captured Equipment Project Team, and with the 3rd U.S.
[02:13:30.125 --> 02:13:34.007]  Army Uranium Assessment Team, Gulf War Operation Desert Storm.
[02:13:34.747 --> 02:13:36.107]  This thing's five pages long, folks.
[02:13:36.468 --> 02:13:37.148]  He was the U.S.
[02:13:37.228 --> 02:13:39.648]  Army's depleted uranium project director from 94 to 95.
[02:13:40.489 --> 02:13:43.850]  He developed the congressionally mandated education training manuals and wrote the U.S.
[02:13:43.930 --> 02:13:45.250]  Army Regulation 700-48, the U.S.
[02:13:45.350 --> 02:13:47.051]  Army PAM 700-48, and the U.S.
[02:13:47.151 --> 02:13:48.611]  Army's command task for DU.
[02:13:51.992 --> 02:13:52.372]  Incidents.
[02:13:52.392 --> 02:13:56.736]  He is the DU expert and they won't even allow the manuals to be given to officers and troops.
[02:13:57.016 --> 02:13:58.697]  They march them in to die.
[02:13:59.218 --> 02:14:00.759]  That's who your government is.
[02:14:00.999 --> 02:14:04.662]  So don't give me, when I'm against new wars, that I don't care about the troops.
[02:14:05.022 --> 02:14:07.044]  Killing our troops isn't taking care of them.
[02:14:07.224 --> 02:14:11.387]  And the murderers that run this system wrap themselves in our troops' heroism.
[02:14:11.667 --> 02:14:14.988]  I'm sorry I'm ranting, Dr. Rockey, and I want you to get out the websites.
[02:14:15.048 --> 02:14:17.809]  I mean, I literally didn't even get into your bio here.
[02:14:17.849 --> 02:14:22.130]  There's so much, but just to watch this evil set the precedent.
[02:14:22.450 --> 02:14:27.511]  I mean, what is it like for you to see this, the use of DU, going wild?
[02:14:28.171 --> 02:14:40.354]  Well, I mean, it's a continuous thing, considering that the United States Army friendly fire casualties from Operation Desert Storm, who became casualties as a direct result of the use of uranium
[02:14:41.431 --> 02:14:42.051]  We're good to go.
[02:15:08.007 --> 02:15:12.610]  He wrote the original order mandating medical care, environmental cleanup, and training in 1993.
[02:15:12.690 --> 02:15:19.174]  He signed the Army Regulation that I wrote that you already quoted, and we're not getting the care that we earned.
[02:15:19.994 --> 02:15:20.835]  It's real simple.
[02:15:21.315 --> 02:15:24.137]  They just do not want to provide medical care to U.S.
[02:15:24.177 --> 02:15:33.102]  military personnel, because you have to understand the million or so casualties we have now from the nonsense of the Persian Gulf are not as a result of bullets and bombs.
[02:15:33.562 --> 02:15:37.565]  They are the result of toxic exposures, primarily uranium munitions,
[02:15:38.584 --> 02:15:42.467]  Oil well fires, pesticides, hazardous materials, and everything else.
[02:15:42.787 --> 02:15:49.212]  And blowing up Kamasia, one of the biggest chemical weapons dumps in the world, and they know, and they just don't care.
[02:15:49.653 --> 02:15:52.415]  But you have to understand, Kamasia was only one that we blew up.
[02:15:52.435 --> 02:15:53.776]  We blew up 105 of them.
[02:15:54.336 --> 02:16:00.521]  We made the decision to blow up all the chemical and biological weapons facilities that Iraq possessed in December of 1990.
[02:16:02.043 --> 02:16:04.445]  And that was because we, the U.S.
[02:16:04.505 --> 02:16:06.046]  military, and specifically the U.S.
[02:16:06.126 --> 02:16:08.767]  Army, gave them anthrax, weaponized anthrax.
[02:16:09.408 --> 02:16:10.909]  So we had to destroy it in place.
[02:16:11.409 --> 02:16:17.833]  And if anybody has any questions as to whether or not we did it or not, all they have to do is go to General Norman Schwarzkopf's autobiography.
[02:16:18.414 --> 02:16:21.296]  It doesn't take a hero, and go to page 390 and read about it.
[02:16:22.016 --> 02:16:24.658]  The arrogance of these guys is beyond comprehension.
[02:16:26.314 --> 02:16:30.397]  And then they did the brain studies from the chemical weapons, killing troops en masse.
[02:16:30.417 --> 02:16:33.839]  When you talk about a million casualties, break that down for us.
[02:16:34.680 --> 02:16:43.545]  Well, when we look at a million casualties, what we are seeing, that's, right now, for example, CBS News 60 Minutes did a story on this on January 3rd.
[02:16:44.346 --> 02:16:45.827]  And they, you know, they broadcast it.
[02:16:45.847 --> 02:16:51.811]  And Paul, God bless Paul Sullivan from Vets for Common Concern, you know, Common Sense, he was the one that pushed that through.
[02:16:52.409 --> 02:17:00.971]  But what CBS News 60 Minutes confirmed on January 3rd in their story was, delay, deny, and wait till I die.
[02:17:01.351 --> 02:17:21.856]  In other words, what we will do, the military, the Department of Defense, and the VA will do, will deny any correlation between all the adverse health and environmental effects from all these toxic exposures, specifically uranium munitions, deny medical care for it, delay any treatment that you do get if you are lucky to get it, and just wait till you die.
[02:17:22.549 --> 02:17:29.714]  And the number of family members, and everybody else, and the soldiers involved, and everybody, they never stop calling for help.
[02:17:29.954 --> 02:17:31.155]  It's every day.
[02:17:31.255 --> 02:17:49.287]  And the deformities of the troops, their children, the deformities of the Iraqis, the Serbs, the Afghans, and I know you've got the numbers on this, but is it not an exponential increase year to year in the amount of DU being served out by armories?
[02:17:49.918 --> 02:17:50.819]  Incredible amount.
[02:17:50.839 --> 02:17:56.622]  I mean, the United States gives this stuff away to anybody and everybody that will take it, and then we use it against all known targets.
[02:17:57.362 --> 02:18:03.025]  I mean, during Desert Storm, we use it against the armor, effectively, all the tanks and the, you know, trucks and everything else.
[02:18:03.546 --> 02:18:06.067]  But we also shot up the bunkers and everything else.
[02:18:06.667 --> 02:18:11.650]  And then with Operation... when we went into the Balkans in 1994, we shot up buildings and everything.
[02:18:12.551 --> 02:18:16.473]  Again, in the Balkans in 1991, this is... and you go to the old Yugoslavia,
[02:18:17.179 --> 02:18:21.042]  And Pekka Abiso, who was head of the United Nations, he actually told the U.S.
[02:18:21.062 --> 02:18:24.104]  Department of Defense to clean up all of these facilities they shot up.
[02:18:24.885 --> 02:18:28.947]  And then we continued Operation Iraqi Freedom and Enduring Freedom in Afghanistan and Iraq.
[02:18:29.668 --> 02:18:46.540]  We have literally, with uranium munitions, and I've got total video, total reports, we've got all of this stuff, no questions photographed, shot up apartment buildings, hospitals, water treatment facilities, sewage sanitation plants, plus all the, you know, cars and trucks you could ever imagine.
[02:18:47.142 --> 02:18:49.504]  And this stuff is so extraordinarily effective.
[02:18:49.964 --> 02:18:59.311]  They talked about it originally when it was used for armor, but it's far more effective against a conventional house or an apartment building or a water facility than it is against a tank.
[02:18:59.511 --> 02:19:01.492]  Because there ain't any tanks left to shoot!
[02:19:04.914 --> 02:19:08.357]  And then our troops move into the areas they've blown to bits.
[02:19:09.002 --> 02:19:09.502]  That's correct.
[02:19:09.562 --> 02:19:16.187]  Our troops move in and then they're not even provided the mandatory respiratory and skin protection that is required by the U.S.
[02:19:16.247 --> 02:19:18.129]  Army Regulation and the U.S.
[02:19:18.189 --> 02:19:20.591]  Technical Bulletin provides all the specifications.
[02:19:21.091 --> 02:19:31.439]  But more important, the fact that our Department of Defense, the British Ministry of Defense, the Canadians and the Australians and the Israelis, I mean, you have to understand, those are the five countries that use it.
[02:19:32.239 --> 02:19:36.423]  They use it without hesitation, completely and totally disregard
[02:19:39.347 --> 02:19:40.308]  Stay there, Dr. Rocky.
[02:19:40.368 --> 02:19:44.351]  I mean, basically, you might as well, after our troops have had a war, line them all up and shoot them.
[02:19:44.711 --> 02:19:45.912]  And that's the equivalent of this.
[02:19:46.512 --> 02:19:51.196]  But when they come home and die, all the people singing God Bless America, they don't want to talk to them.
[02:19:51.216 --> 02:19:53.198]  Just get in the coffin, shut up and die.
[02:19:53.772 --> 02:19:56.953]  Hounded by debt collectors with phone calls and letters?
[02:19:57.333 --> 02:19:59.154]  Thinking of calling a debt relief company?
[02:19:59.614 --> 02:20:00.034]  Don't!
