[00:00:00.089 --> 00:00:01.330]  GCN Radio Network.
[02:24:43.570 --> 02:24:44.491]  Thefallofamerica.net.
[02:24:44.511 --> 02:24:45.531]  You can also get it online.
[02:24:46.151 --> 02:24:49.072]  And, uh, it's important to support filmmakers out there.
[02:25:00.436 --> 02:25:02.417]  that are really getting into hardcore issues.
[02:25:02.677 --> 02:25:17.742]  And the more patriots, the more lovers of truth that transcend left, right, race, all this stuff, the more lovers of truth that are prepared and informed, the better chance we've got of surviving through this.
[02:25:17.802 --> 02:25:19.643]  Gentlemen, you were trying to finish up a point.
[02:25:19.783 --> 02:25:23.885]  Mr. Kraft, you were getting into that we don't want to be dependent on these people.
[02:25:23.925 --> 02:25:26.626]  And the first step in fighting back is being self-sufficient.
[02:25:26.666 --> 02:25:27.026]  Continue.
[02:25:28.066 --> 02:25:32.407]  The first step in fighting back is getting your own house in order.
[02:25:33.928 --> 02:25:42.131]  Look, I'm assuming that people who listen to your program, Alex, are, in part at least, awake.
[02:25:44.452 --> 02:25:47.733]  If you're listening to this program, you know you're listening for a reason.
[02:25:48.233 --> 02:25:49.753]  You're partly awake.
[02:25:50.233 --> 02:25:57.496]  However, I can't tell you how many people I know, even though you're a wake one, who still say things to me like,
[02:25:59.073 --> 02:26:00.693]  It can't happen here in America.
[02:26:01.234 --> 02:26:01.794]  Come on.
[02:26:02.414 --> 02:26:04.875]  And the reason they say that is because they've never known any different.
[02:26:05.555 --> 02:26:10.136]  They have roads to get to their office with or to get to the beach with or whatever.
[02:26:10.156 --> 02:26:12.497]  To the baseball diamond with.
[02:26:13.957 --> 02:26:15.678]  There's food in the supermarket.
[02:26:16.158 --> 02:26:17.518]  There's gas in their tank.
[02:26:18.578 --> 02:26:23.080]  And they say things to me like it can't happen here in America.
[02:26:24.320 --> 02:26:26.261]  Alex, I'd like to get your thoughts.
[02:26:26.521 --> 02:26:27.661]  Can it happen here in America?
[02:26:28.240 --> 02:26:30.021]  Well, the answer is it is happening.
[02:26:30.041 --> 02:26:31.042]  Look at Mexico.
[02:26:31.683 --> 02:26:34.445]  It's been poor, but it's completely collapsing.
[02:26:34.485 --> 02:26:35.085]  Look at Greece.
[02:26:35.145 --> 02:26:35.906]  Look at Spain.
[02:26:36.826 --> 02:26:38.808]  Look at how they're talking about taking the pension funds.
[02:26:39.228 --> 02:26:42.410]  They've created 1.5 quadrillion.
[02:26:42.711 --> 02:26:45.493]  The Washington Post says 600 trillion, but it doesn't matter at that point.
[02:26:46.772 --> 02:26:53.595]  Whether it's 600 trillion or 1.5 quadrillion, they have created a black hole of debt that is designed to wreck society.
[02:26:53.895 --> 02:26:56.956]  The global controllers want a post-industrial society.
[02:26:57.356 --> 02:27:00.798]  They want a collapse, so they can reorganize things.
[02:27:01.658 --> 02:27:10.422]  And, I mean, that's what Time Magazine said last week was, people are going to be so poor they won't be able to afford to have children, and that's a good thing for the environment.
[02:27:10.822 --> 02:27:12.543]  This is a diabolical plan.
[02:27:13.003 --> 02:27:15.024]  It is happening here, by design.
[02:27:15.064 --> 02:27:15.664]  That's my answer.
[02:27:16.760 --> 02:27:34.545]  And it's a good answer, and the reality is, if you believe that, then the very next set of questions that a discerning, intelligent Alex Jones listener should be asking himself or herself is the following.
[02:27:34.645 --> 02:27:36.285]  What would you do if the power failed?
[02:27:36.705 --> 02:27:39.786]  What would you do if you turned your sink on and there'd be no tap water?
[02:27:40.914 --> 02:27:47.176]  And let me interrupt and then have you continue and then go back to Mr. Dinozzi, but I'm Alex Jones.
[02:27:47.216 --> 02:27:48.636]  I'm supposedly on top of all this.
[02:27:48.796 --> 02:27:53.597]  I know it's real, and I've made more preparations than most, but I haven't made a lot of the preparations I need to.
[02:27:53.617 --> 02:27:55.678]  I'm looking at my wife going, we've got to move to the country.
[02:27:56.158 --> 02:27:57.679]  She's like, yes, we've got to get out of here.
[02:27:57.959 --> 02:28:02.840]  But I'm so busy in the daily grind of fighting the New World Order, I haven't done half of what I should have.
[02:28:03.080 --> 02:28:06.341]  So the point is, it's time for people to stop procrastinating.
[02:28:06.781 --> 02:28:09.642]  And a great place, a focal point, is to watch the
[02:28:10.529 --> 02:28:12.270]  How many hours long is your film?
[02:28:12.290 --> 02:28:16.273]  It's over 10 hours with the bonus disc that we give away.
[02:28:16.413 --> 02:28:24.038]  Yeah, so, so, I mean, for the next 10 days, folks, watch an hour every night, write notes, they've got a booklet to do that in, and create your own plan.
[02:28:24.318 --> 02:28:26.039]  You know, focus, make it important.
[02:28:26.139 --> 02:28:31.603]  I want my listeners to be prepared regardless of what happens, and a great place to start is thefallofamerica.net.
[02:28:33.302 --> 02:28:33.683]  That's right.
[02:28:33.703 --> 02:28:35.629]  And, you know, don't be overwhelmed.
[02:28:35.649 --> 02:28:37.033]  That's the other message I would say.
[02:28:37.073 --> 02:28:38.096]  Don't be overwhelmed.
[02:28:38.176 --> 02:28:39.480]  It is going to be a lot of work.
[02:28:39.580 --> 02:28:41.224]  And it may take you the next year.
[02:28:42.387 --> 02:28:45.169]  Of, you know, maybe a couple hours a day to get this done.
[02:28:45.229 --> 02:28:46.451]  But you have to get it done.
[02:28:46.831 --> 02:28:47.672]  Let me ask you this.
[02:28:47.872 --> 02:28:54.179]  What choice do you have if you believe in what is talked about on the Alex Jones program?
[02:28:54.199 --> 02:28:56.381]  The answer is you don't have a choice.
[02:28:56.521 --> 02:28:57.282]  Let me ask you this.
[02:28:57.322 --> 02:28:57.962]  Let me ask you this.
[02:28:58.063 --> 02:29:03.748]  Why until 40 years ago or so did every rural household, my grandparents, you name it,
[02:29:04.409 --> 02:29:05.189]  That you went to.
[02:29:05.569 --> 02:29:06.370]  They were canning.
[02:29:06.470 --> 02:29:08.070]  They had food for almost a year.
[02:29:08.530 --> 02:29:11.231]  They were prepared for collapse because they'd lived through the depression.
[02:29:11.531 --> 02:29:14.632]  But before that, their grandparents had lived through even more.
[02:29:15.232 --> 02:29:18.613]  Every culture has always put away things and been prepared.
[02:29:18.653 --> 02:29:23.414]  That's common sense because they were living closer to the field, closer to reality.
[02:29:23.674 --> 02:29:25.135]  They'd been through this before.
[02:29:25.755 --> 02:29:31.478]  And I'll assure you, our great-grandkids and our grandkids, they're going to be more prepared than us because they're going to go through this.
[02:29:32.198 --> 02:29:44.423]  It's that we've been so fat, dumb, and happy and inserted into this matrix and this, what Robert was talking about, this full spectrum of false information, this propaganda universe, that we are just ripe for the slaughter.
[02:29:44.743 --> 02:29:52.647]  And that's why all the economists we talk to call it the greatest depression, because all the evidence shows it's going to be the worst ever, because we are so dependent.
[02:29:53.649 --> 02:29:56.658]  We're on the march, the empire's on the run.
[02:29:57.581 --> 02:30:00.270]  Alex Jones and the GCN Radio Network.
[02:30:03.570 --> 02:30:06.091]  Thousands of Americans are facing evacuation.
[02:30:06.391 --> 02:30:11.373]  If you or any of your loved ones might need to evacuate, you must do it yourselves.
[02:30:11.693 --> 02:30:14.234]  Please don't procrastinate until they do it for you.
[02:30:14.494 --> 02:30:17.976]  Remember the terrible conditions of those that didn't get out for Katrina.
[02:30:18.156 --> 02:30:24.178]  Go right now to efoodsdirect.com slash Alex or call 800-409-5633 for information on the new evacuation pack.
[02:30:28.360 --> 02:30:33.464]  It contains two weeks of delicious easy-to-fix food along with the equipment to prepare it.
[02:30:33.784 --> 02:30:36.646]  It's packed in a rugged heavy-duty tote for transport.
[02:30:36.866 --> 02:30:41.109]  Evacuations are looming with the storms and the Gulf oil catastrophe.
[02:30:41.269 --> 02:30:46.293]  No matter where you live, wildfires, earthquakes, floods and storms must be escaped.
[02:30:46.613 --> 02:30:50.215]  Don't be like a deer frozen in the headlights of oncoming disaster.
[02:30:50.456 --> 02:30:52.457]  At least prepare yourself with this two-week
[02:30:52.517 --> 02:30:55.299]  The evacuation pack from efoodsdirect.com.
[02:30:55.499 --> 02:30:55.799]  Call 800-409-5633.
[02:30:55.819 --> 02:30:57.760]  On the web, efoodsdirect.com slash Alex.
[02:31:02.967 --> 02:31:07.831]  The question is, where should the American people draw their line in the sand?
[02:31:07.951 --> 02:31:08.712]  What have we got?
[02:31:08.952 --> 02:31:11.054]  A republic or a monarchy?
[02:31:11.394 --> 02:31:12.095]  A republic.
[02:31:12.375 --> 02:31:14.977]  It's based on a constitution which protects minority rights.
[02:31:15.037 --> 02:31:16.939]  Not democracy, not mob rule.
[02:31:17.299 --> 02:31:19.201]  Two wolves and a sheep voting on what's for dinner.
[02:31:19.321 --> 02:31:20.602]  So they think they own our land?
[02:31:21.002 --> 02:31:22.143]  They think they own our water?
[02:31:22.324 --> 02:31:22.724]  Children?
[02:31:22.944 --> 02:31:23.725]  Our education?
[02:31:24.065 --> 02:31:24.686]  Our money?
[02:31:24.886 --> 02:31:28.549]  We have to define who we are and what we will tolerate.
[02:31:28.889 --> 02:31:32.531]  Somebody's gonna ask you what you did during the Patriot Uprising.
[02:31:33.871 --> 02:31:34.692]  We have the facts.
[02:31:34.892 --> 02:31:35.992]  We have the Constitution.
[02:31:36.052 --> 02:31:36.933]  We have the Bill of Rights.
[02:31:36.953 --> 02:31:37.773]  We have common law.
[02:31:37.853 --> 02:31:40.094]  Knowledge is power, ladies and gentlemen.
[02:31:40.374 --> 02:31:44.176]  And I'm so excited to be able to offer you Don't Tread on Me, Rise of the Republic.
[02:31:44.236 --> 02:31:49.038]  Tyranny is upon us, but liberty and the sleeping giant that is the American people is rising.
[02:31:49.198 --> 02:31:50.578]  A new tool in the Info War.
[02:31:50.698 --> 02:31:51.539]  Don't tread on me.
[02:31:51.799 --> 02:32:02.301]  Order it at InfoWars.com or PrisonPlanet.com or call toll free 888-253-3139 and support independent patriotic liberty films.
[02:32:02.742 --> 02:32:06.983]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[02:32:07.303 --> 02:32:07.883]  Number one.
[02:32:08.203 --> 02:32:12.206]  New climate legislation could easily double or triple your electric bill.
[02:32:12.486 --> 02:32:17.050]  Our new energy czar wants to control how much power your electric company allows you to have.
[02:32:17.390 --> 02:32:17.830]  It's true.
[02:32:18.130 --> 02:32:23.554]  Total government control of electricity in the name of smart grid technology is coming.
[02:32:23.835 --> 02:32:27.117]  In some areas of the country, the power grid is dangerously overloaded.
[02:32:27.417 --> 02:32:31.120]  And now, new socialist legislation is only compounding the problem.
[02:32:31.320 --> 02:32:31.861]  Number 4.
[02:32:32.101 --> 02:32:34.484]  Dangerous weather is always a threat to local grids.
[02:32:34.864 --> 02:32:38.248]  Every year, thousands of families lose their power from weather-related outages.
[02:32:38.548 --> 02:32:38.768]  Number 5.
[02:32:39.349 --> 02:32:43.273]  A solar power generator provides powerful backup, insurance, and peace of mind.
[02:32:43.494 --> 02:32:48.259]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[02:32:48.539 --> 02:32:52.561]  You can get more information at www.mysolarbackup.com.
[02:32:52.701 --> 02:32:54.282]  That's mysolarbackup.com.
[02:32:54.502 --> 02:32:56.583]  Remember, the government doesn't own the sun.
[02:32:56.743 --> 02:32:58.764]  So go to mysolarbackup.com or call 1-877-327-0365.
[02:32:58.784 --> 02:32:59.425]  This is our land.
[02:33:18.243 --> 02:33:21.504]  These are our people.
[02:33:21.544 --> 02:33:22.265]  The workers.
[02:33:22.485 --> 02:33:25.306]  The strivers.
[02:33:25.406 --> 02:33:27.987]  The builders.
[02:33:28.087 --> 02:33:31.468]  These are our people.
[02:33:31.548 --> 02:33:34.769]  Who are they?
[02:33:34.889 --> 02:33:36.790]  They are the Dark Army.
[02:33:37.710 --> 02:33:42.512]  The dark, murdering armies whose only honour is atrocity.
[02:33:42.552 --> 02:33:43.253]  The answer to 1984.
[02:33:48.320 --> 02:33:48.922]  What is 1776?
[02:33:49.062 --> 02:33:53.975]  You're listening to the Alex Jones Show!
[02:34:05.868 --> 02:34:09.513]  There is a war on for your mind.
[02:34:10.314 --> 02:34:15.441]  Thank you so much for joining us today on this Wednesday, the 21st day of July, 2010.
[02:34:15.982 --> 02:34:19.146]  You know, I was thinking during the break
[02:34:20.376 --> 02:34:21.257]  I think?
[02:34:39.600 --> 02:34:43.344]  We'll be out there one at one time to respond to crime.
[02:34:43.864 --> 02:34:52.512]  I think of the Oakland police chief two weeks ago saying we're not going to respond to burglary, robbery, people being poisoned by design, arson.
[02:34:53.072 --> 02:34:54.314]  We're not going to respond.
[02:34:54.414 --> 02:34:58.978]  So the bigger the government gets, the more taxes we pay, it all goes to interest of the bankers.
[02:35:00.427 --> 02:35:06.492]  And this is the road warrior type collapse I keep talking about that the globalists have designed.
[02:35:06.612 --> 02:35:08.254]  This is their stated goal.
[02:35:08.734 --> 02:35:11.276]  Finishing up the points you were making, Brian Crath.
[02:35:11.316 --> 02:35:15.740]  We're going to go back to Robert D'Anozzi and get some of his take on what's happening with society.
[02:35:15.760 --> 02:35:17.061]  But that point I just raised there.
[02:35:17.462 --> 02:35:19.483]  I mean, I see these headlines daily.
[02:35:19.523 --> 02:35:20.925]  I know what happens in other countries.
[02:35:21.505 --> 02:35:23.746]  We are collapsing into a third world situation.
[02:35:24.046 --> 02:35:28.328]  Most nations live very close to a road warrior type scenario.
[02:35:28.608 --> 02:35:30.969]  Much of Africa is like the movie The Road.
[02:35:32.450 --> 02:35:41.214]  You know, I think it's very clear to most who listen to you that we are truthfully in the final phase of the meltdown.
[02:35:41.974 --> 02:35:48.757]  I mean, I said last time I was on your show, we're in inning three of a nine inning greater depression.
[02:35:50.973 --> 02:35:57.956]  And I don't think, but even saying that, Alex, I don't know that people still can grasp what that means.
[02:35:59.377 --> 02:36:10.762]  And so I think it's important to paint a picture for people, sort of a visual picture for people, so they can realize that this is not only serious, but that they must act now.
[02:36:11.082 --> 02:36:16.885]  And so I ask people who contact me and ask for suggestions.
[02:36:16.985 --> 02:36:19.166]  We've received thousands of emails, by the way.
[02:36:19.983 --> 02:36:21.564]  So people aren't waking up.
[02:36:23.105 --> 02:36:26.587]  I ask people to ask themselves the simplest of questions.
[02:36:27.808 --> 02:36:32.631]  And those questions start with, what would you do if the power grid failed?
[02:36:34.012 --> 02:36:38.255]  What would you do if you turned on your tap and no water came out?
[02:36:38.635 --> 02:36:40.177]  Or if the government tripled the price.
[02:36:40.197 --> 02:36:41.978]  That's actually what the IMF and World Bank do.
[02:36:42.585 --> 02:36:43.065]  There you go.
[02:36:43.765 --> 02:36:49.026]  What would you do if there was a collapse of law and order, and you were truly out there fending for yourself?
[02:36:49.086 --> 02:36:58.248]  What would you do if you woke up and gas was $12 a gallon, or there was no- someone had siphoned the gas out of your tank?
[02:36:59.288 --> 02:37:02.489]  What would you do if there were mass migrations out of the city?
[02:37:03.349 --> 02:37:05.310]  What would you do if the dollar collapsed?
[02:37:05.970 --> 02:37:06.790]  How much food
[02:37:07.662 --> 02:37:11.065]  Does the average American have in their cupboard enough for what, Alex?
[02:37:11.145 --> 02:37:13.106]  A week or two weeks to feed their family?
[02:37:13.126 --> 02:37:13.887]  That's not enough!
[02:37:15.168 --> 02:37:18.691]  And so, we're trying to get the word out.
[02:37:18.791 --> 02:37:20.552]  Look, here's what we want people to do.
[02:37:20.713 --> 02:37:36.145]  If you have ears to hear and eyes to see, and you truly call yourself a truth seeker, a patriot, an American, someone who really wants to see the world that our founders, or the country that our founders intended,
[02:37:37.301 --> 02:37:38.041]  Then just do this.
[02:37:38.741 --> 02:37:42.783]  Go to the website, thefallofamerica.net.
[02:37:44.343 --> 02:37:45.324]  Watch the trailer.
[02:37:46.244 --> 02:37:49.885]  Download the free gold report that's right there on the homepage.
[02:37:51.206 --> 02:37:54.967]  Tell 10 to 15 of your friends about the trailer.
[02:37:55.067 --> 02:37:55.907]  Watch it with them.
[02:37:56.427 --> 02:37:59.128]  If you can afford it, it's not expensive.
[02:37:59.308 --> 02:38:02.029]  Buy the film and discuss.
[02:38:02.229 --> 02:38:02.690]  That's all.
[02:38:02.910 --> 02:38:04.010]  Do that one thing.
[02:38:04.170 --> 02:38:06.751]  Discuss and watch the trailer and the film.
[02:38:07.668 --> 02:38:08.289]  Let's start there.
[02:38:08.809 --> 02:38:22.300]  I think your audience, who does this, when they go and they read through the voluminous amount of information on the website, will see the truth and wake up and start preparing to survive this thing.
[02:38:23.821 --> 02:38:30.266]  Well, I mean there is a small chance that the bankers could back off, but I've talked to so many economists and I've studied so much history.
[02:38:31.263 --> 02:38:38.709]  And they've stated over and over again, this is mathematically impossible to get out of unless we arrest the Federal Reserve heads.
[02:38:39.170 --> 02:38:46.476]  Unless, and that's what the film The Secret of Oz covers, is monetary solutions to extricate ourselves out of this.
[02:38:46.496 --> 02:38:49.859]  I mean, if we had good people running things, we could fix this and get out of it.
[02:38:49.879 --> 02:38:56.785]  I mean, if we'd elected Ron Paul and they hadn't assassinated him, if he got elected and he was able to do things, we would be able to reverse things.
[02:38:57.105 --> 02:38:58.707]  But he has said it would still be really tough.
[02:38:59.167 --> 02:39:08.257]  But the fact is, the globalists have got the accelerator all the way down to the metal, and this is the direction they want to go, order out of chaos.
[02:39:09.218 --> 02:39:17.606]  And so, we're trying to wake people up, so that as we go into this crisis, the controllers can't spin things even into more power for them.
[02:39:17.646 --> 02:39:18.848]  In fact, look at this today.
[02:39:19.308 --> 02:39:21.350]  Obama signs the financial overhaul.
[02:39:22.071 --> 02:39:22.311]  I think?
[02:39:40.063 --> 02:39:46.047]  And insurance companies, that's why the Texas Banking Association has come out and exposed them and criticized it, and said it's a fraud.
[02:39:46.087 --> 02:39:51.451]  But they create the banking crisis, the made-off type scam, then their solution is more power.
[02:39:51.691 --> 02:39:52.712]  This is just the evidence.
[02:39:52.992 --> 02:39:54.033]  They're not backing off.
[02:39:54.053 --> 02:39:57.455]  They've committed so many crimes, they're now committed all or nothing.
[02:39:57.495 --> 02:39:58.436]  They're all in.
[02:39:59.056 --> 02:40:04.900]  And I wanted to get Robert DiNasi's comments on what Mr. Kraft and I have been talking about.
[02:40:05.535 --> 02:40:06.416]  I couldn't agree more, Alex.
[02:40:06.496 --> 02:40:07.816]  I mean, look, here's the thing.
[02:40:07.936 --> 02:40:20.564]  The Federal Reserve, having given the private banks the right to lend us our own currency at interest, and inflation, has been historically the greatest wealth transfer scam ever concocted by anybody.
[02:40:21.244 --> 02:40:27.007]  It takes our value, our wealth that we produce, as middle class Americans, and transfers it into the hands of the elite.
[02:40:27.347 --> 02:40:28.088]  That's what it's for.
[02:40:28.983 --> 02:40:33.066]  I'm a little less optimistic than David Ron Paul that the dollar could be saved.
[02:40:33.226 --> 02:40:35.247]  One, because they have no incentive to save it.
[02:40:35.788 --> 02:40:41.251]  The whole point for them is to print more and more and more, because every time they lend us more, we owe them more interest.
[02:40:41.771 --> 02:40:48.716]  So, that's not going to happen, unless we revert it back to the gold standard, which brings me back to Brian's comment on being prepared.
[02:40:49.341 --> 02:40:49.581]  I think so.
[02:41:04.744 --> 02:41:08.085]  You know, never mind the water not turning on tomorrow morning.
[02:41:08.105 --> 02:41:09.585]  I mean, we all woke up to 9-11.
[02:41:09.605 --> 02:41:12.046]  Can you imagine waking up to a financial 9-11?
[02:41:12.326 --> 02:41:14.547]  You turn on your TV, the market's collapsed.
[02:41:14.587 --> 02:41:17.167]  You're told that, you know, your dollars are no longer currency.
[02:41:17.187 --> 02:41:19.488]  They're going to have to be exchanged for something else.
[02:41:20.468 --> 02:41:22.509]  That is very, very real.
[02:41:22.889 --> 02:41:26.330]  And that was the thing that I was very concerned with when we started this film.
[02:41:27.020 --> 02:41:34.342]  Um, you know, I had a, I had a dream that's kind of funny way back just when we were first getting going and in this dream I woke up and I was like, oh, I didn't do anything.
[02:41:34.382 --> 02:41:35.002]  It was too late.
[02:41:35.522 --> 02:41:43.185]  You know, and there were sort of military vehicles rolling down the street and we were being told on loudspeakers that we had to report to our local Liberty Center to get our freedom number.
[02:41:43.385 --> 02:41:47.646]  No, I've been, I've been having those dreams for 20 years before I was even awake.
[02:41:49.471 --> 02:41:57.595]  Well, you know, the thing is, it's, you know, what we're trying to do with this, I really sort of caught on to the power of, you know, disseminating information in grassroots ways.
[02:41:57.695 --> 02:42:05.378]  When I was on the set of Flightplan, of all things, I had made a film previously, years ago, and I brought a couple of copies down to the set.
[02:42:05.438 --> 02:42:07.119]  I gave them to a few of my friends on the crew.
[02:42:07.779 --> 02:42:13.281]  And, you know, our star, Jodie Foster, she happened to be sitting there, and I never in a million years thought she'd ask me for one, but she did.
[02:42:13.421 --> 02:42:14.282]  And that was on a Friday.
[02:42:14.890 --> 02:42:21.583]  Monday morning, her assistant called me down to her trailer and I went in and she said, this was amazing, I need 10 more in a box, please, I need to give them to all my friends.
[02:42:22.304 --> 02:42:24.348]  And I said, this is something I want to do more of.
[02:42:27.264 --> 02:42:31.405]  Well, I mean, they have the Emergency Centers Act, which is to build FEMA camps.
[02:42:31.445 --> 02:42:32.225]  They've already built them.
[02:42:32.266 --> 02:42:35.026]  It's like they have the Cybersecurity Act after they've already built it.
[02:42:35.326 --> 02:42:41.928]  They have the Real ID Act, 15 years after they've already put it into place, federalizing our IDs with biometrics.
[02:42:42.489 --> 02:42:44.069]  They have built the FEMA centers.
[02:42:44.089 --> 02:42:45.329]  They are your sports stadiums.
[02:42:45.349 --> 02:42:46.830]  They are the old military bases.
[02:42:47.330 --> 02:42:54.212]  And they're already, I always said they are going to, now they are advertising them as your local emergency community center.
[02:42:54.512 --> 02:42:56.033]  The old mall here off I-35.
[02:42:57.293 --> 02:42:59.134]  Got taken over by FEMA two years ago.
[02:42:59.835 --> 02:43:02.716]  And they come over and tell you to get out of there if you try to videotape them.
[02:43:03.096 --> 02:43:18.345]  I mean, this is a designed implosion of society, and I just hope folks will go get the film, The Fall of America, at thefallofamerica.net, because I really do want people to get prepared, and that's why I agreed to be in your film.
[02:43:18.885 --> 02:43:21.467]  Let's list one more time for folks, everybody that's in this.
[02:43:21.527 --> 02:43:24.689]  It's a very eclectic group, but they're all basically saying the same thing.
[02:43:26.684 --> 02:43:27.644]  Absolutely.
[02:43:28.205 --> 02:43:44.030]  Very eclectic mix of notable experts, Alex, that normally agree on very little, if anything at all, but do agree that America is in sort of a stage two or any three of a collapse.
[02:43:44.970 --> 02:43:49.152]  So we have Dr. Paul Craig Roberts, who's the father of Reaganomics,
[02:43:50.259 --> 02:43:54.041]  We have Naomi Wolf, the New York Times best-selling author.
[02:43:54.061 --> 02:43:58.003]  Of course, she normally probably doesn't agree with much that Mr. Roberts says.
[02:43:58.963 --> 02:44:04.446]  Alex Jones, Professor Mark Christian Miller, Head of Media Studies at NYU.
[02:44:05.567 --> 02:44:15.572]  We have Mickey Z, a left-winger, who probably doesn't agree with anything that the notable G. Edward Griffin, a libertarian, believes.
[02:44:16.132 --> 02:44:17.573]  We have constitutionalists,
[02:44:19.395 --> 02:44:28.262]  And journalist Joseph Farah, the eminent economist Douglas Casey, who's an anarchist, is in the film.
[02:44:29.063 --> 02:44:35.188]  Biblical scholar Ken Kline, who talks about how this relates to Christianity and Judaism.
[02:44:36.649 --> 02:44:43.595]  Author David Icke, historian Doug McIntyre, and economist David McIlvain.
[02:44:43.715 --> 02:44:47.118]  There's also some literature that comes with the film that
[02:44:47.901 --> 02:44:49.102]  Not available elsewhere.
[02:44:49.882 --> 02:44:55.685]  Written by the survivalist and martial law expert David Black.
[02:44:55.945 --> 02:44:58.486]  So those are the people that are in the film, Alex.
[02:44:58.626 --> 02:44:59.567]  It's just incredible.
[02:44:59.707 --> 02:45:04.149]  And again, folks, I suggest you watch this in a 10-day period, an hour a night.
[02:45:04.689 --> 02:45:05.310]  Write notes.
[02:45:05.410 --> 02:45:05.930]  Think about it.
[02:45:05.970 --> 02:45:06.930]  That's what I've been doing.
[02:45:07.391 --> 02:45:13.814]  Get the nine DVDs and the extra bonus DVD all together in one package at thefallofamerica.net.
[02:45:14.774 --> 02:45:22.457]  And I want to give people that toll-free number one more time in case they missed it.
[02:45:22.477 --> 02:45:22.817]  800-655-1577.
[02:45:22.837 --> 02:45:23.098]  800-655-1577.
[02:45:23.538 --> 02:45:26.959]  Because the last time you were on, Brian, I got calls later at the office saying, you know, where's the number?
[02:45:27.019 --> 02:45:27.479]  I missed it.
[02:45:27.539 --> 02:45:29.720]  I, you know, I want to get this documentary.
[02:45:30.701 --> 02:45:32.622]  The system, though, is scared.
[02:45:32.642 --> 02:45:34.182]  That's why they're engaged in a power grab.
[02:45:34.402 --> 02:45:36.143]  That's why they openly want to take over the Internet.
[02:45:36.483 --> 02:45:38.404]  That's why they openly want to shut down what we're doing.
[02:45:38.444 --> 02:45:42.706]  Because what the globalists are engaged in is so outrageously unconstitutional.
[02:45:43.669 --> 02:45:48.930]  And it's so illegal on its face that if we just speak up and say no to them, they're going to collapse.
[02:45:49.190 --> 02:45:50.290]  Guys, what's your view on that?
[02:45:50.310 --> 02:45:53.631]  Instead of us collapsing, let's use the collapse to bring them down.
[02:45:55.072 --> 02:45:55.992]  That's absolutely right.
[02:45:56.772 --> 02:46:01.413]  But to do that, we have to be secure in our persons and effects.
[02:46:01.793 --> 02:46:09.075]  We cannot get out there and help them to self-implode if we're hungry.
[02:46:09.555 --> 02:46:10.375]  You can't do it.
[02:46:11.252 --> 02:46:34.131]  If your child's at home, breathing, or is perspiring because you can't turn on the air, or is sick, or has the flu, or if someone's trying to loot your house, we can absolutely use this opportunity, Alex, to help them sort of kill off themselves with this implosion.
[02:46:34.571 --> 02:46:36.373]  But we have to be secure first.
[02:46:39.189 --> 02:46:46.854]  Well, I couldn't agree with you more, and the good news is we've seen 18 million plus guns sold in the last year and a half.
[02:46:46.874 --> 02:46:50.336]  That's doubling the previous record, and that's only accelerating.
[02:46:50.917 --> 02:46:54.559]  And so the real lace in the hole is the fact that the American people are so armed.
[02:46:54.819 --> 02:46:59.983]  That doesn't mean we're out looking for an armed revolution or looking for a shootout with thugs or looters, but
[02:47:00.603 --> 02:47:05.829]  You look at the states where people have more guns, they have lower crime because the criminals know they're not safe.
[02:47:05.849 --> 02:47:10.335]  That's why they all move to Chicago or New York, where the victims have been disarmed, where it's happy hunting.
[02:47:15.751 --> 02:47:18.352]  And so the film gets into self-defense and a lot more.
[02:47:19.413 --> 02:47:21.493]  Again, I want to go back with both of you about your journey.
[02:47:21.513 --> 02:47:26.055]  You set out to make a film about the post-9-11 America and how things had changed.
[02:47:26.976 --> 02:47:33.178]  What was it like for you as you talked to all these experts, many of them which didn't even know each other, and they were telling you basically the same thing?
[02:47:33.758 --> 02:47:41.422]  Well, Alex, if I may, what was most intriguing about this was that you have people from all across the spectrum.
[02:47:41.822 --> 02:47:44.883]  Left, right, conservative, liberal, secular, religious.
[02:47:45.442 --> 02:47:52.607]  And for everything they disagreed on, what was fascinating, and I think what makes the fall of America and the Western world
[02:47:53.271 --> 02:47:53.551]  I don't know.
[02:47:53.571 --> 02:47:53.952]  I don't know.
[02:48:18.112 --> 02:48:32.159]  So, that was what we were, we were finding this common ground, and we said, okay, wait a minute, even though these people are vastly, vastly different, in some ways, there's so much overlap, they're all saying the same thing, and it can't be dismissed as a liberal thing, or a conservative thing, or a, you know, a conspiracy thing.
[02:48:34.321 --> 02:48:39.703]  What effect has the film had on your family, some of them that, uh, might have been scoffing at you earlier?
[02:48:40.604 --> 02:48:44.186]  Well, you know, they were scoffing at us when we were making the film.
[02:48:44.906 --> 02:48:46.267]  Uh, you know, again, saying, oh,
[02:48:46.926 --> 02:48:51.611]  Gloom and Doomer and everything's fine and that's conspiracy and it can't happen here and all that stuff.
[02:48:52.172 --> 02:49:05.947]  But through the process of making the film, slowly but surely, things that we told them were going to come about, like gold going from $700 an ounce to $1,200 an ounce, like, you know, the mortgage crisis, the subprime, you know, explosion.
[02:49:06.777 --> 02:49:07.718]  Uh... bank collapse.
