[00:00:00.009 --> 00:00:01.612]  Confirmation war continues.
[01:07:47.262 --> 01:07:53.946]  Again, it was JP Morgan Chase, Goldman Sachs, Bank of America, Citigroup, and Wells Fargo.
[01:07:54.006 --> 01:08:00.309]  And those are the big corporate banking names that have the shares in the private Federal Reserve.
[01:08:00.589 --> 01:08:02.710]  The Federal Reserve is their front holding company.
[01:08:07.574 --> 01:08:26.916]  You read about these brokerage firm heads and these investment bank heads where some of them make four, five, six billion dollars personally a year off selling derivative crap that's totally worthless, and they know it's worthless, and they sell it to police pension funds, they sell it to fire pension funds, they sell it to city pension funds, to private pension funds.
[01:08:28.314 --> 01:08:38.644]  And then when it all goes belly up, the cities and counties go and borrow more money from the private central banks that they make up out of nothing at 15-20% interest.
[01:08:38.924 --> 01:08:49.535]  And when they lose their AAA rating like Portugal or Spain or 40-plus US states are now in the process of doing, according to Bloomberg, I'm going to cover that in a moment,
[01:08:51.189 --> 01:08:58.774]  Then, oh, you don't pay 10% or 12% interest anymore on made-up money we gave you that's zeros and ones on a computer.
[01:08:59.855 --> 01:09:02.817]  Now you pay 20, 30 percent, like Nigeria!
[01:09:03.698 --> 01:09:18.769]  And so, no more roads being paved, no more pensions, no more nothing, everything to the bankers, and then Greece is selling 600 islands, and the London Guardian lists the brokerage firm and hedge fund owners' names!
[01:09:19.810 --> 01:09:27.376]  They've got all the stolen money of Greece, and then the government comes and sells them the islands back for a little bit of money from the banker.
[01:09:28.260 --> 01:09:29.660]  I mean, these guys should all be arrested.
[01:09:29.860 --> 01:09:32.541]  What did the Texas Banking Association say two months ago?
[01:09:33.081 --> 01:09:43.064]  The President said, this banking reform bill, that's about to pass the House now, allows mega-banks that wrote the derivatives and caused the crisis to come take over our healthy local and state banks.
[01:09:44.265 --> 01:09:45.345]  And that's all this is for.
[01:09:45.685 --> 01:09:48.886]  And the big banks control all the regulators, they run Washington.
[01:09:51.516 --> 01:09:53.437]  What's in the Washington Post Friday?
[01:09:54.397 --> 01:09:58.039]  House Senate leaders finalize details of sweeping financial overhaul.
[01:10:00.380 --> 01:10:10.905]  A new Consumer Protection Bureau housed in the Federal Reserve, the people that did all this, would have independent funding and an independent leader and near total autonomy to write and enforce rules.
[01:10:11.525 --> 01:10:13.106]  To write the rules, the laws.
[01:10:13.996 --> 01:10:15.297]  More power to the Federal Reserve.
[01:10:16.177 --> 01:10:16.997]  Same thing in Greece.
[01:10:17.057 --> 01:10:17.998]  They gave them the same power.
[01:10:18.218 --> 01:10:20.379]  We're going into total receivership right now.
[01:10:20.899 --> 01:10:24.740]  You think the trillions they stole in the last few years and won't tell Congress where it went is bad?
[01:10:24.981 --> 01:10:25.961]  You ain't seen nothing yet.
[01:10:25.981 --> 01:10:28.062]  And listen, they're going to take it all out of your hide.
[01:10:28.262 --> 01:10:30.723]  And they know raising taxes reduces tax receipts.
[01:10:31.063 --> 01:10:32.324]  They want you to go bankrupt.
[01:10:32.724 --> 01:10:34.424]  This is financial conquering.
[01:10:34.625 --> 01:10:37.286]  You know why the cops have been trained to eat their guts and ask for seconds?
[01:10:37.786 --> 01:10:39.486]  You know why they got federalization of police?
[01:10:39.727 --> 01:10:42.708]  And why they're training to paramilitarily take on gun owners everywhere?
[01:10:43.228 --> 01:10:45.530]  Because they're planning to fully overthrow this country.
[01:10:46.450 --> 01:10:49.312]  And these fluoride-head police out there, most of them are going to follow their orders.
[01:10:49.953 --> 01:10:51.674]  Just like the fluoride-head public is.
[01:10:52.014 --> 01:10:54.336]  Because the average American sucks their thumb and wears diapers.
[01:10:55.016 --> 01:10:56.237]  Unless they're watching a sports game.
[01:10:56.257 --> 01:10:58.639]  Then they stick their chest out and act all tough.
[01:10:58.699 --> 01:11:00.080]  My team, I'm worried about that!
[01:11:00.320 --> 01:11:02.522]  But they don't have their primitive resistance for liberty.
[01:11:03.702 --> 01:11:03.883]  No.
[01:11:04.023 --> 01:11:05.404]  You don't know what red blood's for.
[01:11:05.424 --> 01:11:06.685]  You don't know what fight's for.
[01:11:06.925 --> 01:11:11.648]  It isn't for going and cheering with your pom-poms like an effeminate trollop.
[01:11:12.449 --> 01:11:12.709]  Okay?
[01:11:14.924 --> 01:11:18.729]  Ugh, man, I tell you, I don't like going into bondage and seeing my country and my republic fall.
[01:11:18.809 --> 01:11:20.050]  I know when my country's falling.
[01:11:20.210 --> 01:11:22.813]  You're gonna find out, those of you out there laughing, real soon.
[01:11:25.356 --> 01:11:27.078]  You'd have wished you'd have stood up and spoke up.
[01:11:27.199 --> 01:11:28.280]  Maybe you will stand up.
[01:11:29.561 --> 01:11:33.045]  But let me tell you, me up here talking about it ain't gonna do much, unless you get in gear.
[01:11:34.141 --> 01:11:35.242]  Well, what do we do then, Alex?
[01:11:35.262 --> 01:11:35.882]  You get mad.
[01:11:35.923 --> 01:11:36.583]  You get involved.
[01:11:36.783 --> 01:11:37.544]  You get educated.
[01:11:37.724 --> 01:11:39.165]  You find out what I'm telling you is true.
[01:11:39.465 --> 01:11:40.687]  And then you decide what to do.
[01:11:40.907 --> 01:11:42.188]  I'm not telling you what to do.
[01:11:42.388 --> 01:11:45.551]  I'm telling you what's going on here, and you make the decision!
[01:11:47.172 --> 01:11:49.274]  We don't have much more time, ladies and gentlemen.
[01:11:50.194 --> 01:11:55.339]  These people are so criminal, they jack the food and water supply to sterilize and give you cancer and dumb you down.
[01:11:55.559 --> 01:11:57.381]  That's why you're so sluggish and can't think.
[01:11:58.381 --> 01:12:01.344]  But if you're conscious of the chemical attack, you can break through the conditioning.
[01:12:02.722 --> 01:12:09.603]  But you were born to be slugs unless you wake up now!
[01:12:09.643 --> 01:12:11.164]  I can't believe what I just read here.
[01:12:11.304 --> 01:12:11.944]  It's made me mad.
[01:12:13.084 --> 01:12:23.446]  A new Consumer Protection Bureau, housed in the Federal Reserve, would have independent funding, an independent leader, and near total anonymity, autonomy, to write and enforce rules.
[01:12:24.306 --> 01:12:31.748]  The government would have broad new powers, that's not, the Federal Reserve is not the government, folks, to seize and wind down large financial firms, grab whoever they want,
[01:12:33.200 --> 01:12:36.503]  See, they don't really want to grab you and put a bag over your head and take you to FEMA camp, yet.
[01:12:36.883 --> 01:12:38.484]  First, they want to grab your bank account.
[01:12:38.965 --> 01:12:41.647]  Remember that, pull-up-the-Bloomberg article from three months ago?
[01:12:42.507 --> 01:12:46.851]  Feds telling pension funds to invest with feds.
[01:12:48.672 --> 01:12:50.194]  I think that was near the headline.
[01:12:50.694 --> 01:12:57.740]  And there's no law, but when these federal regulators are so criminal, and they're all Goldman Sachs, JPMorgan people, when they show up,
[01:12:58.683 --> 01:12:59.345]  This is on record.
[01:12:59.365 --> 01:13:00.047]  This is in Bloomberg.
[01:13:00.067 --> 01:13:03.576]  And they tell a big pension fund, a private one, you will invest in quote, failed banks.
[01:13:03.616 --> 01:13:03.977]  That's it.
[01:13:04.037 --> 01:13:06.584]  Government telling pension funds to invest in failed banks.
[01:13:06.624 --> 01:13:06.924]  That's it.
[01:13:08.450 --> 01:13:13.453]  And they say, or there's going to be some, we're going to find a crooked toenail and you're going to go to prison.
[01:13:13.813 --> 01:13:15.494]  The CEO goes, okay, here's the money.
[01:13:16.054 --> 01:13:17.515]  I guess I'll cash out next year.
[01:13:17.915 --> 01:13:21.297]  And that's why all these CEOs are just buying islands in the Bahamas and getting out of here.
[01:13:21.677 --> 01:13:25.439]  Failed banks may get pension fund backing as FDIC seeks cash.
[01:13:25.479 --> 01:13:25.899]  Bloomberg.
[01:13:26.299 --> 01:13:29.121]  And then you read that headline and it says they're just muscling them.
[01:13:29.321 --> 01:13:31.722]  This is total mafia takeover.
[01:13:32.022 --> 01:13:32.843]  And they're going for broke.
[01:13:33.023 --> 01:13:36.544]  I mean, if these big offshore banks have committed 10,000 crimes, why not commit 10,000 more?
[01:13:37.705 --> 01:13:40.487]  And after all, all you do is suck your thumb and watch football?
[01:13:40.867 --> 01:13:42.969]  Well, they're gonna take everything your family's got!
[01:13:43.269 --> 01:13:45.230]  Because you can't imagine standing up!
[01:13:45.450 --> 01:13:48.712]  Because you were taught from the time you were in diapers to worship government!
[01:13:49.073 --> 01:13:57.118]  Or you think Barack Obama, Barry Sitaro, or maybe, coming up in two and a half years, you think Mitt Romney, who wrote the Socialist Healthcare Bill.
[01:13:57.818 --> 01:13:59.880]  You think Mitt Romney's gonna save you?
[01:14:00.120 --> 01:14:03.963]  Well, if you idiots vote for any of these morons, you deserve what you get, okay?
[01:14:04.143 --> 01:14:06.584]  You better take your state houses back, your counties, your cities.
[01:14:06.804 --> 01:14:07.245]  I mean, look at this.
[01:14:08.564 --> 01:14:11.963]  The government would have the broad new powers to seize and wind down large financial...
[01:14:13.117 --> 01:14:16.740]  Failing firms, and to oversee the $600 trillion.
[01:14:16.820 --> 01:14:19.782]  First time I ever saw that in the Washington Post.
[01:14:20.123 --> 01:14:24.446]  $600 trillion these dirty bankers made up as a financial weapon to buy everything up.
[01:14:27.248 --> 01:14:30.071]  Madoff only made up $150 billion in fake money.
[01:14:30.411 --> 01:14:42.641]  These guys make $600 trillion, and they get to become financial gods of the world and openly announce a world government run by private banks, and suddenly police are wearing black uniforms and you don't see what's going on?
[01:14:44.178 --> 01:14:47.000]  Holy mackerel, Batman!
[01:14:48.201 --> 01:14:59.828]  To oversee the $600 trillion derivatives market, in addition, a council of regulators, headed by the Treasury Secretary, former Goldman Sachs, would monitor the financial landscape for potential systematic risk.
[01:15:00.569 --> 01:15:01.730]  That means grab whoever they want.
[01:15:02.691 --> 01:15:03.572]  Whatever banks they want.
[01:15:03.932 --> 01:15:04.493]  I mean, look at this.
[01:15:04.813 --> 01:15:05.234]  Biden.
[01:15:05.434 --> 01:15:07.276]  We can't recover all the jobs lost.
[01:15:07.536 --> 01:15:10.839]  Oh, first, NAPTA and GAAP is going to give you a great service job.
[01:15:10.879 --> 01:15:12.281]  Now the service jobs are shutting down.
[01:15:12.301 --> 01:15:15.664]  1.3 million more people to go off unemployment rolls this month.
[01:15:15.924 --> 01:15:16.705]  Here's Bloomberg.
[01:15:17.125 --> 01:15:23.031]  States of crisis for 46 governments facing Greek-style deficits, including U.S.
[01:15:23.071 --> 01:15:23.412]  states.
[01:15:27.355 --> 01:15:29.836]  And you notice California raised all these taxes the last two years?
[01:15:30.096 --> 01:15:32.117]  And then came out and said our tax receipts went down.
[01:15:32.357 --> 01:15:36.659]  They know full well when they raise taxes, tax receipts go down because it stalls the economy.
[01:15:36.859 --> 01:15:38.140]  They want the economy stalled.
[01:15:38.160 --> 01:15:39.040]  These people are wreckers.
[01:15:39.300 --> 01:15:43.642]  If you don't know what wreckers are in seaman nomenclature, go look up wreckers.
[01:15:44.122 --> 01:15:44.762]  Sea wreckers.
[01:15:45.063 --> 01:15:49.084]  And learn how they would make ships wreck on purpose so they could loot them.
[01:15:50.185 --> 01:15:51.765]  I'm gonna come back, take your calls, okay?
[01:15:51.965 --> 01:15:52.786]  I got a bunch of other news.
[01:15:53.885 --> 01:15:58.128]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[01:15:58.448 --> 01:15:58.708]  Number 1.
[01:15:59.348 --> 01:16:02.510]  New climate legislation could easily double or triple your electric bill.
[01:16:02.771 --> 01:16:03.331]  Number 2.
[01:16:03.631 --> 01:16:08.194]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:16:08.534 --> 01:16:08.975]  It's true.
[01:16:09.275 --> 01:16:13.838]  Total government control of electricity in the name of smart grid technology is coming.
[01:16:14.138 --> 01:16:14.678]  Number 3.
[01:16:14.978 --> 01:16:18.260]  In some areas of the country, the power grid is dangerously overloaded.
[01:16:18.561 --> 01:16:22.263]  And now, new socialist legislation is only compounding the problem.
[01:16:22.463 --> 01:16:23.023]  Number four.
[01:16:23.263 --> 01:16:25.624]  Dangerous weather is always a threat to local grids.
[01:16:26.005 --> 01:16:29.386]  Every year, thousands of families lose their power from weather-related outages.
[01:16:29.686 --> 01:16:30.246]  Number five.
[01:16:30.486 --> 01:16:34.408]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:16:34.628 --> 01:16:39.390]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:16:39.690 --> 01:16:43.712]  You can get more information at www.mysolarbackup.com.
[01:16:43.852 --> 01:16:45.413]  That's mysolarbackup.com.
[01:16:45.633 --> 01:16:50.255]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-866-422-9000.
[01:16:50.555 --> 01:16:50.635]  877-327-0365.
[01:16:50.655 --> 01:16:56.720]  You may be arrested and or subject to other police action.
[01:16:57.861 --> 01:16:58.782]  Tyranny is here.
[01:16:59.122 --> 01:17:02.845]  The grim future foretold in 1984 has become reality.
[01:17:02.985 --> 01:17:05.267]  It really says that the state is God.
[01:17:05.287 --> 01:17:10.731]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[01:17:11.152 --> 01:17:17.377]  This film conclusively proves the existence of a secret network of FEMA camps now being expanded nationwide.
[01:17:17.797 --> 01:17:23.359]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[01:17:23.780 --> 01:17:27.461]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[01:17:27.961 --> 01:17:31.943]  Prepare to enter the secretive world of emergency dictatorship.
[01:17:32.243 --> 01:17:37.765]  Body scanners, sound cannons, citizen spies, stage terror, and cameras on every street corner.
[01:17:38.185 --> 01:17:41.167]  It's only the beginning of the media lord's hellish plan.
[01:17:41.747 --> 01:17:43.167]  The police state isn't coming.
[01:17:43.728 --> 01:17:44.148]  It's here.
[01:17:44.828 --> 01:17:51.854]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[01:17:54.237 --> 01:17:56.839]  Hello, this is Alex Jones with some important questions.
[01:17:57.239 --> 01:18:02.224]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[01:18:02.584 --> 01:18:04.325]  My answer would be all I can get.
[01:18:04.626 --> 01:18:09.450]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[01:18:09.630 --> 01:18:10.591]  How much do you want?
[01:18:10.811 --> 01:18:11.552]  When do you want it?
[01:18:11.912 --> 01:18:13.514]  Now or after the battle starts?
[01:18:13.814 --> 01:18:14.615]  When will you need it?
[01:18:14.875 --> 01:18:16.937]  Can you buy it without proper identification?
[01:18:17.077 --> 01:18:18.178]  Will there be any food?
[01:18:18.419 --> 01:18:19.760]  Will it make your children sick?
[01:18:19.940 --> 01:18:25.005]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[01:18:25.226 --> 01:18:28.349]  You wipe out all these problems if you have a good food supply.
[01:18:28.789 --> 01:18:32.292]  Food is your ammunition to fight for your freedom and your life.
[01:18:32.612 --> 01:18:33.593]  How much will you need?
[01:18:33.833 --> 01:18:34.454]  We don't know.
[01:18:34.734 --> 01:18:35.655]  How much do you want?
[01:18:35.855 --> 01:18:36.575]  All you can get.
[01:18:36.775 --> 01:18:37.616]  I'm Alex Jones.
[01:18:37.876 --> 01:18:40.639]  I want all of you good guys to live to fight another day.
[01:18:40.919 --> 01:18:42.680]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[01:18:42.700 --> 01:18:43.621]  Again, that number 1-800-409-5633.
[01:18:54.502 --> 01:19:00.225]  The Fall of America and the Western World is an all-new 10-hour documentary and survival guide rolled into one.
[01:19:00.946 --> 01:19:05.388]  In this film, you will see the reasons why our government is failing and what you can do to prepare.
[01:19:06.188 --> 01:19:19.736]  Featuring Dr. Paul Craig Roberts, Joseph Farah, David Icke, Naomi Wolf, G. Edward Griffin, Doug McIntyre, Mark Crispin Miller, Mickey Z, Doug Casey, David McIlvaney, and myself, Alex Jones.
[01:19:20.516 --> 01:19:24.960]  Protect yourself and get the tools you need to protect your family from these difficult times.
[01:19:25.560 --> 01:19:31.444]  The Fall of America and the Western World at www.thefallofamerica.net.
[01:19:32.005 --> 01:19:35.167]  Or click on the banners at infowars.com and prisonplanet.com.
[01:19:35.768 --> 01:19:39.951]  Again, that website's www.thefallofamerica.net.
[01:19:40.471 --> 01:19:40.892]  Or call 800-655-1577.
[01:19:40.912 --> 01:19:43.774]  Prepare yourself and the ones you love today.
[01:19:43.834 --> 01:19:45.155]  fallofamerica.net.
[01:19:54.795 --> 01:19:57.638]  Coast to Coast, direct from Austin.
[01:19:58.399 --> 01:20:02.483]  You're listening to the Alex Jones Broadcasting Network.
[01:20:08.749 --> 01:20:12.333]  Alright, Wilson, Komal, Damaris, Jonathan, Jeff, everybody.
[01:20:12.353 --> 01:20:14.214]  I'm gonna get you at least the calls that are on the board.
[01:20:15.120 --> 01:20:20.002]  Today, we've got about a 10 minute report coming up in the next segment from Toronto at the G20.
[01:20:20.302 --> 01:20:28.725]  Your private global criminal banker heads, along with the G8, $1.2 billion for their security over three days.
[01:20:29.145 --> 01:20:32.426]  That's near the entire budget of the city in three days.
[01:20:33.447 --> 01:20:34.527]  The city's budget for a year.
[01:20:35.908 --> 01:20:45.371]  And then you go research the security firms and the funds, most of that city money and federal money in Canada goes back to companies owned by these filthy offshore banks.
[01:20:46.972 --> 01:20:48.513]  So next time it'll be ten trillion.
[01:20:48.733 --> 01:20:50.933]  How about a hundred trillion dollars for their security?
[01:20:51.654 --> 01:20:53.394]  How about we just give everything to the bankers?
[01:20:53.694 --> 01:20:54.935]  Oh, thank you, Madoff!
[01:20:55.816 --> 01:21:09.020]  You go to prison for $150 billion or so in derivatives, but your cohorts, you set up the New York Stock Exchange, the modern NASDAQ, oh, they made $600 trillion, oh, we'll just let you take everything over then.
[01:21:09.640 --> 01:21:13.181]  I'm sorry, I said I'm going to your calls, I just, I'm having trouble handling it!
[01:21:14.189 --> 01:21:17.051]  And then you find out these big banks are funding all these eugenics movements.
[01:21:17.472 --> 01:21:23.697]  Then you find out they're the ones funding spiking your water so you're so drugged out and brain damaged you can't get angry.
[01:21:23.957 --> 01:21:25.258]  That's what fluoride does.
[01:21:26.059 --> 01:21:27.500]  We're living in the twilight zone.
[01:21:28.060 --> 01:21:29.701]  Wilson in Florida, you're on the air.
[01:21:31.083 --> 01:21:32.444]  Yes, good afternoon, Alex.
[01:21:32.524 --> 01:21:34.205]  It's great to speak to you this evening.
[01:21:34.966 --> 01:21:42.652]  I was watching PBS over the weekend and I seen a show, Tavis Smiley, and he was speaking with a guy, Spencer Wells.
[01:21:43.832 --> 01:22:02.828]  Um and it was just kind of crazy because he was speaking so intelligently and he was speaking uh he's a population geneticist and he was speaking about the population getting out of control and it was just so crazy because he he was it just sounds so smooth and it was almost like
[01:22:03.786 --> 01:22:05.527]  I believe them when you say it, but don't do that.
[01:22:05.567 --> 01:22:06.207]  Oh no, they're not upset.
[01:22:06.227 --> 01:22:10.449]  They're trained to speak real soft, and we've got some things to fix it.
[01:22:10.489 --> 01:22:11.609]  There's too many people.
[01:22:12.209 --> 01:22:15.971]  And you can argue that there are a lot of humans, and humans do cause some problems.
[01:22:16.011 --> 01:22:20.032]  The point is, you don't have a covert program to brain damage us all.
[01:22:21.853 --> 01:22:23.293]  And so, yes, they're everywhere.
[01:22:23.333 --> 01:22:24.254]  They're all over the news.
[01:22:24.314 --> 01:22:27.635]  They teach kids that we've got to reduce world population.
[01:22:27.655 --> 01:22:31.416]  But the point is, it's all going on covertly, and we have all the government documents.
[01:22:31.436 --> 01:22:32.837]  This is admitted this is going on.
[01:22:34.440 --> 01:22:41.605]  Yes, and I'm just glad to say that, like you said, I like alternate sources of media information.
[01:22:41.625 --> 01:22:44.447]  You know, I learned a little from him, but it's always good to know the truth.
[01:22:45.027 --> 01:22:51.031]  And also, I've seen a documentary about William Kunstler, who was a lawyer.
[01:22:51.772 --> 01:22:53.433]  I'm pretty sure you're probably familiar with him.
[01:22:53.773 --> 01:23:00.858]  I was just curious why you never incorporated him in none of your documentaries, because some of the things he said, it was like hand in hand with
[01:23:01.318 --> 01:23:18.887]  Well, sir, there have been so many great patriots, so many wonderful people, and I have read some of his quotes, I'm aware of some of his work, but I mean, I rarely cover one-tenth of what I want to get to, and then get very angry at myself, but send me some more of his material, I'll try to cover it.
[01:23:19.167 --> 01:23:19.967]  Good points, Wilson.
[01:23:20.648 --> 01:23:28.732]  Yeah, no, I mean, the propaganda that humans are bad, humans are evil is everywhere, but then it's the elite that's selling you that you're bad, so you have this guilt,
[01:23:29.352 --> 01:23:32.558]  So the ruling class has an excuse to come in and further enslave you?
[01:23:34.557 --> 01:23:41.380]  And then, meanwhile, they're engaged in the genetic engineering and the rest of the stuff that's really vandalizing the biosphere of this planet.
[01:23:42.140 --> 01:23:44.461]  And detonating nuclear weapons and all the rest of it.
[01:23:44.481 --> 01:23:45.802]  They could care less about the Earth.
[01:23:46.122 --> 01:23:52.965]  They sell you on this idea that you've got to crawl away and do a hole and die so they can have the planet for themselves.
[01:23:53.546 --> 01:23:56.087]  And all these yuppies who say, well, there are too many people, Alex.
[01:23:56.467 --> 01:23:57.547]  We do have to reduce numbers.
[01:23:57.908 --> 01:24:02.850]  They feel like they're part of the elite because they were taught this in anthropology and sociology in college.
[01:24:03.430 --> 01:24:04.652]  That's all that's basically taught.
[01:24:05.753 --> 01:24:16.887]  But don't they understand there's a covert operation by the higher level acolytes who were given the same information they were given but taken to a higher level and were taught that eugenics was the official state religion?
[01:24:18.246 --> 01:24:19.126]  And that's
[01:24:34.673 --> 01:24:34.813]  Hello?
[01:24:34.833 --> 01:24:34.953]  Yeah?
[01:25:00.515 --> 01:25:01.916]  Yeah, how are you doing Alex Jones?
[01:25:01.936 --> 01:25:02.877]  Thank you again.
[01:25:03.237 --> 01:25:05.559]  Sorry, your phone is breaking up, you'll have to call me back on another phone.
[01:25:05.579 --> 01:25:08.482]  Damaris in New York, you're on the air, go ahead.
[01:25:08.502 --> 01:25:11.444]  Hello, hi, good afternoon Alex, how are you?
[01:25:11.544 --> 01:25:12.505]  Good, I'm fine, welcome.
[01:25:13.746 --> 01:25:15.568]  I have two quick questions for you.
[01:25:16.168 --> 01:25:22.394]  One of them is that, do you think that a 10-month baby is pre-owned to learn about everything that's happening with the government and everything?
[01:25:24.142 --> 01:25:28.746]  No, because the government is going to scare your child as soon as they can get them and turn them against you.
[01:25:30.108 --> 01:25:39.537]  And the government is going to take... I mean, it's normal for humans to tell their year-old child, two-year-old child, don't go to the mouth of the cave or a saber-toothed tiger may get you.
[01:25:39.737 --> 01:25:40.738]  You're supposed to scare them.
[01:25:41.298 --> 01:25:48.748]  Or, you know, the government isn't good like it was in the past, and some police are good, but others aren't.
[01:25:49.429 --> 01:25:58.221]  And, you know, you shouldn't talk to government people, and you should never answer their questions, because, you know, they might use you for medical experiments, because they do.
[01:25:59.242 --> 01:26:01.544]  I mean, it's now come out in mainstream news in England.
[01:26:01.604 --> 01:26:05.166]  I had British reporters here last Thursday, and they said, have you seen the one in Telegraph?
[01:26:05.486 --> 01:26:23.578]  Top, you know, reports confirming the government has quotas for kids and rich families wanting kids, so they go target good-looking, blonde-haired, blue-eyed people, that was, you know, in the article, basically, who are young and about to have a kid, and they trump up reasons to take their kid at birth.
[01:26:23.959 --> 01:26:26.901]  That, because rich families, rich white people want that white baby.
[01:26:27.221 --> 01:26:28.442]  It's much worse than that.
[01:26:29.202 --> 01:26:33.006]  And, uh, you know, just like my dad told me when I was 15, don't sign the organ donor card.
[01:26:33.386 --> 01:26:36.089]  Statistically, the hospitals won't give you the right care.
[01:26:36.249 --> 01:26:37.810]  In some facilities, they want your organs.
[01:26:38.451 --> 01:26:43.335]  And then I rolled my eyes, but still didn't sign the card, and then later found out that it was true.
[01:26:43.735 --> 01:26:47.119]  It came out on 60 Minutes that a lot of hospitals were killing people for their organs.
[01:26:47.979 --> 01:26:52.043]  Uh, and now Israel's had to admit they're killing Palestinians for their organs.
[01:26:52.243 --> 01:26:58.048]  Remember a year ago, they got all mad at the Dutch news and others for reporting it, and later they had to admit, okay, we are doing that?
[01:26:58.568 --> 01:27:05.674]  All these big governments, the Chinese government, our government... I'm ranting, ma'am, go ahead and finish your point.
[01:27:07.036 --> 01:27:07.676]  Okay, okay.
[01:27:08.437 --> 01:27:14.222]  The other question is, um, is there any vaccines that have no mercury in them, in the pedestal?
[01:27:14.781 --> 01:27:32.543]  Yes, and vaccines from the science I've seen, the doctors I've talked to, could be a good idea in some cases, if there was not liability protection for the makers, if there wasn't a history of eugenics firms running the vaccine companies, if there wasn't a history of so much death and destruction associated with them.
[01:27:33.857 --> 01:27:37.561]  The other issue is, about six, seven years ago, they had a new lie.
[01:27:38.101 --> 01:27:40.464]  That mercury had been taken out of the vaccines.
[01:27:40.664 --> 01:27:40.924]  No.
[01:27:41.765 --> 01:27:45.469]  Small lots were made that were mercury free, thimerosal free.
[01:27:46.010 --> 01:27:50.234]  But other vaccines, like the flu shots and others, quadrupled the amount of mercury.
[01:27:51.215 --> 01:27:51.515]  In them.
[01:27:51.835 --> 01:27:54.457]  But the mercury is the least of your problems in a vaccine.
[01:27:54.757 --> 01:27:59.659]  It's the RNA, the viruses, the other viruses they're adding.
[01:27:59.819 --> 01:28:08.563]  I mean, I have an article here today out of ABC News where they're promoting that kids need two H1N1 shots this next year again.
[01:28:09.503 --> 01:28:12.764]  And it's not even going to be a new mutated virus, a new vaccine.
[01:28:12.784 --> 01:28:13.865]  They're saying take the old one.
[01:28:14.225 --> 01:28:30.972]  When there's no reason to take the old one, even if you believe the H1N1 was deadly, and it's come out from the British Medical Journal, and the UN, and Wolfgang Wudarg, Dr. Wudarg, who we had on, the EU Commission, that they premeditatedly lied that the vaccine's deadly, and it was all a giant hoax.
[01:28:31.372 --> 01:28:34.213]  I had that editor of the British Medical Journal on two weeks ago.
[01:28:34.713 --> 01:28:36.875]  Three weeks ago before it was national news, now it is.
[01:28:37.236 --> 01:28:38.177]  It's all a fraud.
[01:28:38.197 --> 01:28:46.646]  These companies, Bayer Pharmaceutical was caught in court five years ago, knowingly putting the HIV in the factory.
[01:28:46.907 --> 01:28:48.749]  They knew it, they did it on purpose.
[01:28:48.969 --> 01:28:49.870]  Do you understand?
[01:28:50.090 --> 01:28:52.092]  These are eugenics companies, they're Nazis!
[01:28:54.076 --> 01:28:57.900]  Let me tell you a little bit about one of our great sponsors, HomeGain.com.
[01:28:58.180 --> 01:29:03.886]  This is the place to get you started buying or selling a home, finding a realtor, and getting any real estate questions answered.
[01:29:04.166 --> 01:29:07.970]  Go to HomeGain.com and see what I'm talking about.
[01:29:08.350 --> 01:29:14.657]  All you need to do is type in your home address and you will get an instant free estimate of your home's value online.
[01:29:15.057 --> 01:29:17.940]  This is a great way to be able to monitor the value of your home.
[01:29:18.380 --> 01:29:19.982]  And again, it's absolutely free.
[01:29:20.462 --> 01:29:22.123]  There are tons of tools to help you.
[01:29:22.524 --> 01:29:26.007]  For instance, if you want to remodel your home, go to HomeGain.com.
[01:29:26.307 --> 01:29:32.873]  Use their Home Sale Maximizer to help you determine which home improvements can most increase your home's value before you put it on the market.
[01:29:33.093 --> 01:29:36.236]  For 10 years, these folks have been helping home sellers and buyers.
[01:29:36.677 --> 01:29:38.598]  Visit their link at InfoWars.com.
[01:29:39.019 --> 01:29:41.501]  Look for Max, the Orange Home Gain Gorilla.
[01:29:41.681 --> 01:29:44.102]  To help you with any real estate needs you might have.
[01:29:44.402 --> 01:29:45.442]  You'll love this site.
[01:29:45.642 --> 01:29:47.042]  It's HomeGain.com.
[01:29:47.503 --> 01:29:50.083]  H-O-M-E G-A-I-N.com.
[01:29:50.383 --> 01:29:51.204]  Check them out today.
[01:29:53.664 --> 01:29:55.965]  They helped to create a new world order.
[01:29:55.985 --> 01:29:58.286]  We are part of a new world order.
[01:29:58.366 --> 01:30:01.126]  A new world order based upon collective action.
