[00:00:07.535 --> 00:00:09.796]  ...media, government cover-ups.
[02:12:21.978 --> 02:12:28.880]  He said to me, listen, did you know that the Shah was in the process of building the biggest plastics factory in the world?
[02:12:29.580 --> 02:12:30.880]  I said, no, I never heard about that.
[02:12:30.920 --> 02:12:33.341]  He said, well, you've got to figure, he's got all the oil.
[02:12:34.491 --> 02:12:54.473]  He was in the process of putting this together with the ambition of moving his country off the planetary chessboard of being a colony and becoming a major industrial player, trading with Europe, trading all over the place, and the Plastics Factory was his
[02:12:55.094 --> 02:12:57.736]  Really, you know, that was going to be the apex.
[02:12:58.117 --> 02:13:11.288]  So it's not just, and I've read that too and heard that, it's not just getting rid of Mosaddegh in 53, even their boy, the Shah, wasn't playing ball, and it's admitted that Reagan's giving him weapons, making backroom deals, that that whole deal was basically a staged event with the hostages.
[02:13:11.969 --> 02:13:22.758]  I think if you add it all up, it's about $55 to $60 billion of 1978 money, including nuclear plants, steel mills, new ports, new cities...
[02:13:23.411 --> 02:13:28.315]  New public transit, new railway system... Bottom line, they're not going to let Iraq industrialize.
[02:13:28.335 --> 02:13:30.176]  They're not going to let Serbia do it.
[02:13:30.516 --> 02:13:35.020]  Anybody tries to industrialize that isn't owned by the central banks, they're going to get overthrown.
[02:13:35.240 --> 02:13:43.887]  Of course, because the way the game is played, the way the whole structure is built, Alex, is there is, you know, a game board.
[02:13:44.827 --> 02:13:50.512]  And these elites have determined, okay, these areas are colonies, and these areas...
[02:13:51.280 --> 02:13:54.841]  You know, really make the money and control politically the whole situation.
[02:13:55.002 --> 02:13:57.282]  That's what Thomas Barnett, the name of the war column, says.
[02:13:57.322 --> 02:13:59.223]  Let me interject one other thing.
[02:13:59.283 --> 02:14:00.624]  Because there's more to this story.
[02:14:01.704 --> 02:14:05.406]  So, this guy said to me, are you people in America completely stupid?
[02:14:05.466 --> 02:14:18.671]  Do you think that the Shah's forces, you know, the secret police and soldiers and everything, wouldn't be able to stop a ragtag revolution of students that would bring Khomeini out of Paris into power?
[02:14:18.691 --> 02:14:20.412]  Do you really think
[02:14:20.976 --> 02:14:31.285]  That it wasn't the Americans, especially Haig, who came over and gave the order that these forces of the Shah had to stand down?
[02:14:31.465 --> 02:14:38.671]  And then they double-crossed the Shah after they took him out, put in Khomeini, and then double-crossed Khomeini and had an Iran-Iraq war.
[02:14:38.711 --> 02:14:40.132]  Let's get a comment from Webster Darbly.
[02:14:40.572 --> 02:14:42.534]  Yes, well, actually, Haig didn't go himself.
[02:14:42.594 --> 02:14:45.156]  He sent his deputy, General Heuser.
[02:14:45.751 --> 02:15:00.156]  But there's no doubt that Zbigniew Brzezinski had decided at that point that Islamic fundamentalism of the most benighted kind was going to be the card he would play against the Soviets, and he needed Iran as a large base from which to do that.
[02:15:00.416 --> 02:15:03.637]  And he bragged about that in the Grand Chessboard.
[02:15:04.457 --> 02:15:06.438]  Mr. Rappaport, it sounded like you wanted to finish something.
[02:15:07.239 --> 02:15:16.164]  No, I mean, I just wanted to, you know, go on to a little bit of new information that I have about the London bombing, because I think it's very specific and interesting.
[02:15:18.105 --> 02:15:26.829]  I have been in communication with somebody who, I'm going to keep their name to myself for the moment, but here's the situation with the bus and the cameras.
[02:15:27.650 --> 02:15:33.253]  First of all, the skin of that bus is very thin aluminum, so therefore...
[02:15:33.925 --> 02:15:41.552]  The sides and the roof are not very strong, and an upstairs blast would immediately remove the top of the bus and release all the pressure.
[02:15:41.973 --> 02:15:55.506]  Now, these cameras take still pictures, JPEGs, at three-second intervals, and they're collected on a removable hard drive located downstairs in the bus in a compartment behind the drivers.
[02:15:56.178 --> 02:16:00.120]  Per bus, there's about four cameras monitoring the inside and about four the outside.
[02:16:00.140 --> 02:16:01.001]  Yeah, that's what I said.
[02:16:01.121 --> 02:16:01.581]  I looked it up.
[02:16:01.621 --> 02:16:02.462]  They've got four cameras.
[02:16:02.662 --> 02:16:02.982]  Okay.
[02:16:03.222 --> 02:16:06.204]  Well, there's about eight altogether, four inside and four outside.
[02:16:06.224 --> 02:16:06.764]  Yeah, that's what I read.
[02:16:06.844 --> 02:16:13.948]  So if the downstairs was reasonably undamaged, then these TV images still exist.
[02:16:14.849 --> 02:16:21.272]  These cameras were not so destroyed, if you look at the pattern of the blast, that they were not able to get the pictures.
[02:16:21.332 --> 02:16:22.693]  They have suppressed the pictures.
[02:16:25.239 --> 02:16:28.781]  Let's get a comment from Mr. Tarboy on that.
[02:16:28.821 --> 02:16:31.363]  Let me just comment on these arrests in Leeds.
[02:16:31.983 --> 02:16:34.425]  This is so full of contradictions that it's impossible.
[02:16:34.885 --> 02:16:38.307]  Here are people who are supposedly suicide bombers.
[02:16:38.367 --> 02:16:46.632]  Nevertheless, they have bombs in backpacks that are based on sophisticated military explosives and with timers.
[02:16:46.993 --> 02:16:49.855]  These are people with no political or ideological past.
[02:16:50.215 --> 02:16:52.056]  They've simply been to Pakistan and
[02:16:52.512 --> 02:16:55.257]  My guess is they went to Pakistan for family visits.
[02:16:55.317 --> 02:17:01.128]  They were lured into Afghanistan, if they were, on the basis of maybe being drug runners, mules.
[02:17:01.747 --> 02:17:06.632]  And somehow they were lured back to London with the idea that they were going to carry some packages around.
[02:17:06.692 --> 02:17:09.335]  Well, that's exactly what I and Paul Watson are saying.
[02:17:09.355 --> 02:17:13.900]  From all the evidence, it looks like they were decoys thinking they were part of a drill or a drug deal.
[02:17:13.960 --> 02:17:15.081]  That these were dupes.
[02:17:15.181 --> 02:17:20.006]  In other words, these were patsies in the classic sense of being complete dupes who had no idea what they were doing.
[02:17:20.046 --> 02:17:21.888]  John Rappaport, do you agree with that analysis?
[02:17:21.908 --> 02:17:22.569]  Yeah, absolutely.
[02:17:22.609 --> 02:17:24.271]  That would make perfect sense because...
[02:17:24.761 --> 02:17:33.726]  You're not going to get these people, you know, this one kid who was, like, teaching in a school for disadvantaged children, whatever, and he's carrying a bomb.
[02:17:34.186 --> 02:17:35.907]  Sounds like a classic guy.
[02:17:35.947 --> 02:17:42.910]  With three other people, and they're laughing and joking and enjoying themselves and having a good time, knowing that they're going to die.
[02:17:43.010 --> 02:17:43.490]  Stay there.
[02:17:43.931 --> 02:17:44.391]  Got him right.
[02:17:46.737 --> 02:17:52.260]  JLS Research, founders of a revolutionary new all-natural deodorant, wants to get up close and personal with you.
[02:17:52.400 --> 02:17:53.481]  You wear deodorant, right?
[02:17:53.581 --> 02:17:54.461]  Well, let's hope you do.
[02:17:54.582 --> 02:17:57.423]  You obviously wear it to cover up that embarrassing underarm odor.
[02:17:57.603 --> 02:18:02.486]  Well, why mask the odor when you can completely eliminate the bacteria which causes the odor in the first place?
[02:18:02.726 --> 02:18:03.807]  Check out this new product.
[02:18:03.987 --> 02:18:06.868]  It's called No-B-O, and you won't believe how effectively it works.
[02:18:07.228 --> 02:18:10.931]  I know, you're wondering how can you trust No-B-O to eliminate your embarrassing body odor.
[02:18:11.111 --> 02:18:13.592]  Look, the creator of No-B-O understands what you're going through.
[02:18:13.832 --> 02:18:14.333]  We're good to go.
[02:18:30.725 --> 02:18:33.627]  No-B-O is so highly concentrated, a little goes a long way.
[02:18:33.807 --> 02:18:36.669]  Give them a call at 888-881-NO-B-O.
[02:18:36.869 --> 02:18:39.311]  Check out their website at no-bo.com.
[02:18:39.491 --> 02:18:42.794]  Come on, it's time for you to enjoy the sweet smell of success with No-B-O.
[02:18:42.974 --> 02:18:43.754]  That's no-bo.com.
[02:18:46.269 --> 02:18:47.890]  Hello folks, Alex Jones here.
[02:18:48.030 --> 02:18:52.092]  You know murky water filters have been removing pathogenic bacteria for years.
[02:18:52.272 --> 02:18:55.154]  But what about those unhealthy chemicals and heavy metals in your water?
[02:18:55.234 --> 02:19:01.957]  The powerful black murky purification elements fit most gravity filters and dramatically increase their power to extract waterborne contaminants.
[02:19:02.117 --> 02:19:05.139]  Best of all, they filter much faster than ordinary gravity elements.
[02:19:05.339 --> 02:19:07.740]  This means it takes much less time to filter your water.
[02:19:07.841 --> 02:19:12.483]  Black murky elements not only remove pathogenic bacteria, cysts, and parasites, but also remove
[02:19:12.483 --> 02:19:13.623]  We're good to go.
[02:19:37.073 --> 02:19:37.493]  803-4438.
[02:19:37.553 --> 02:19:37.873]  That's 888-803-4438.
[02:19:38.013 --> 02:19:40.335]  Or order on the web at BerkeyWater.com.
[02:19:40.375 --> 02:19:41.575]  Currency devaluation.
[02:19:41.635 --> 02:19:42.035]  Inflation.
[02:19:42.116 --> 02:19:42.816]  One and the same.
[02:19:42.896 --> 02:19:50.080]  If you had deposited $100,000 in a bank at 1% in a 30-month period dating from May 24, 2005, here is what happened to your funds.
[02:20:03.917 --> 02:20:07.078]  The dollar lost 33% of its value in that time frame.
[02:20:07.498 --> 02:20:10.159]  The bank paid you 1%.
[02:20:10.199 --> 02:20:14.560]  Your $100,000 now has a net purchasing power of $68,000.
[02:20:15.800 --> 02:20:16.721]  Here is reality.
[02:20:17.041 --> 02:20:20.642]  The devaluation of currency equals real inflation.
[02:20:21.722 --> 02:20:25.363]  Keep in mind how the value of your paper assets are measured in dollars.
[02:20:26.015 --> 02:20:26.295]  Thank you.
[02:20:45.501 --> 02:20:48.863]  Heart disease continues to be the leading cause of death in America.
[02:20:49.123 --> 02:20:49.443]  Why?
[02:20:49.463 --> 02:20:52.405]  Haven't people heard about the positive effects of cardivite?
[02:20:52.485 --> 02:20:57.428]  Cardivite drops and capsules were designed to improve your cardiovascular health and circulatory well-being.
[02:20:57.568 --> 02:21:07.273]  The all-natural ingredients in cardivite begin immediately working to increase metabolism in your heart muscle tissue, mitigating heart rhythm abnormalities, and improving oxygen and blood flow in the heart.
[02:21:07.453 --> 02:21:12.616]  Right now, as a special for GCN listeners, you'll get a four-month supply for only $99 plus shipping, a 30% savings off the regular price.
[02:21:15.037 --> 02:21:18.519]  This offer is only for a limited time, so call now.
[02:21:18.539 --> 02:21:27.223]  1-877-928-8822 Cardivite drops and capsules may help improve your circulation and cardiovascular health, but that's up to you.
[02:21:27.323 --> 02:21:28.764]  Take the first step with Cardivite.
[02:21:28.804 --> 02:21:31.786]  Call toll-free 1-877-928-8822 That's 1-877-928-8822 or visit heartdrop.com for more information.
[02:21:31.806 --> 02:21:32.706]  Don't let heart disease beat you.
[02:21:32.726 --> 02:21:34.527]  Beat the odds and do your body right with Cardivite.
[02:21:55.112 --> 02:22:01.216]  The global crime bosses are very smart.
[02:22:01.236 --> 02:22:04.898]  They have a lot of different analysts working for them, but they also have become very arrogant.
[02:22:07.080 --> 02:22:11.082]  John Rappaport and I have the same question for Webster Tarpley.
[02:22:11.603 --> 02:22:12.643]  Really a two-part question.
[02:22:13.364 --> 02:22:17.066]  Do you think they're surprised by how fast people have exposed them?
[02:22:17.086 --> 02:22:18.287]  Number one.
[02:22:19.261 --> 02:22:23.942]  And then number two, what do you think the globalist next move is going to be?
[02:22:23.982 --> 02:22:25.883]  What do you see happening in the near term?
[02:22:26.383 --> 02:22:28.783]  Well, I think there is a kind of a hubris, right?
[02:22:28.823 --> 02:22:31.144]  Whom the gods would destroy, they first drive mad.
[02:22:31.204 --> 02:22:33.444]  And these people are now heroin addicts of terrorism.
[02:22:33.745 --> 02:22:38.086]  They have nothing but terrorism as a myth around which to organize society.
[02:22:38.126 --> 02:22:41.606]  It's pervaded every aspect of daily life.
[02:22:41.686 --> 02:22:47.908]  It seems to me, though, remember, what the goal is is to get the war going with Iran and then use that, if necessary, for...
[02:22:48.847 --> 02:23:08.091]  Marshall Law, State of Siege, whatever you want to call it, there are some signs, given that Birmingham farce that Tony Blair put on a couple of nights after the bombs went off in London, you can see that he is flirting with the idea of using the British Civil Contingencies Act to begin putting in the State of Siege.
[02:23:09.411 --> 02:23:14.712]  It seems to me they are confident, or they delude themselves, that they can overwhelm opposition with something like that.
[02:23:15.237 --> 02:23:16.798]  I would call for the following, though.
[02:23:17.178 --> 02:23:29.427]  I have been trying for a number of years to get an independent International Truth Commission into 9-11 and into Madrid and now into London and into related issues going.
[02:23:29.627 --> 02:23:33.730]  And there's going to be a kind of a gathering here in Washington, D.C.,
[02:23:34.523 --> 02:23:38.625]  On the 22nd, 23rd, and 24th of July at American University.
[02:23:38.645 --> 02:23:41.446]  It's called The Truth Convergence, and you can look it up.
[02:23:41.506 --> 02:23:43.707]  It's being organized by a guy called Gabriel Day.
[02:23:44.208 --> 02:23:47.229]  Let me get a comment on all of this from John Rappaport.
[02:23:47.269 --> 02:23:47.529]  John?
[02:23:47.970 --> 02:23:48.950]  Yeah.
[02:23:49.110 --> 02:24:03.557]  I think they are surprised to a degree, but as Webster says, their hubris is so gigantic that they automatically try to discount any sort of resistance or penetration of their cover ops and all of that.
[02:24:04.096 --> 02:24:15.245]  However, my feeling is that we could be seeing what they're going to call a biological incident in the United States.
[02:24:15.585 --> 02:24:19.709]  All the indicators show they're gearing up for that or suitcase nicks.
[02:24:19.989 --> 02:24:29.977]  In order for them to clamp down with even more martial law than anything we've seen so far in Patriot Act stuff,
[02:24:31.020 --> 02:24:32.602]  They need something else.
[02:24:32.682 --> 02:24:40.748]  They need something more right here to convince the American people that you can't forget 9-11 because they're just going to keep on coming.
[02:24:41.549 --> 02:24:45.091]  Webster, do you agree with John?
[02:24:45.612 --> 02:24:48.394]  I think you have to assume that something like this could happen.
[02:24:48.814 --> 02:24:50.896]  I would focus on a stratum of people.
[02:24:51.176 --> 02:24:56.240]  These are largely leftists, but they're people who are a guide to a larger area of public opinion.
[02:24:56.280 --> 02:24:57.181]  If you look at somebody like
[02:24:57.637 --> 02:25:08.586]  Noam Chomsky, Amy Goodman, Greg Pallast, Arundhati Roy, Michael Moore, The Nation magazine, or in Britain, this guy Galloway, or Tony Benn.
[02:25:09.086 --> 02:25:22.417]  Here you have people who are anti-Bush, anti-Iraq war, but they haven't been able to make the leap to state-sponsored terrorism in regard to 9-11, Madrid, and what they are doing now seems to be pretty much in that groove.
[02:25:23.238 --> 02:25:24.839]  Somebody like Chomsky in particular.
[02:25:24.859 --> 02:25:26.120]  If Chomsky were to finally...
[02:25:26.536 --> 02:25:30.398]  Have a Damascus Road conversion and say, there are conspiracies, my God.
[02:25:30.418 --> 02:25:35.280]  9-11 was state-sponsored terrorism, and so is the rest of this stuff.
[02:25:35.640 --> 02:25:38.341]  You could have a shift of about 10 or 15 percent.
[02:25:38.401 --> 02:25:43.844]  I'm sure among conservatives, there are people of this type who need to make... Well, that's already happening.
[02:25:43.904 --> 02:25:49.466]  That's already happening with Paul Craig Roberts and Morgan Reynolds.
[02:25:49.526 --> 02:25:52.627]  Let me get a comment on that from John.
[02:25:52.968 --> 02:25:53.848]  Yeah, absolutely.
[02:25:53.888 --> 02:25:56.089]  If somebody like Chomsky suddenly showed up
[02:25:56.528 --> 02:26:03.953]  And said, you know, I really realize now here's what's happening or this is what happened on 9-11, this is what happened in London.
[02:26:04.373 --> 02:26:06.074]  He would be a very key figure.
[02:26:06.454 --> 02:26:08.275]  He's extremely resistant.
[02:26:08.435 --> 02:26:21.083]  He's extremely backed up into a corner like a giant bloated ego when it comes to people who come to his lectures and say, yeah, but who really killed JFK?
[02:26:21.584 --> 02:26:25.406]  He gets so pissed off and so red in the face
[02:26:26.332 --> 02:26:27.653]  Well, I've had him on.
[02:26:29.394 --> 02:26:30.475]  He's obviously controlled.
[02:26:30.515 --> 02:26:31.756]  I mean, he's at MIT.
[02:26:32.116 --> 02:26:35.939]  Amy Goodman's on the pay of the Ford Foundation.
[02:26:35.959 --> 02:26:36.519]  That's admitted.
[02:26:36.720 --> 02:26:40.622]  So these left gatekeepers, they're there to make sure the left doesn't wake up.
[02:26:41.103 --> 02:26:54.753]  Well, I think in Chomsky's case, it's more a matter of his own, put it this way, his gigantic ego on this issue, plus the fact that he really does know that his position, such as it is,
[02:26:55.580 --> 02:27:00.546]  Could be completely destroyed if he were to cross that threshold that Webster's talking about.
[02:27:01.348 --> 02:27:06.294]  I would hope that we could get something in the direction of an independent International Truth Commission on 9-11.
[02:27:06.554 --> 02:27:08.557]  Again, this meeting at American University at the...
[02:27:09.382 --> 02:27:10.403]  A weekend after next.
[02:27:10.503 --> 02:27:23.069]  I think it's important for conservatives to come to this, as well as leftists, and talk about how to educate public opinion so when these things happen, people have an even quicker response of not believing it and beginning to look at the government.
[02:27:23.270 --> 02:27:27.612]  All right, Webster, we're going to keep you a few more minutes on the other side and let you plug your book and stuff.
[02:27:27.632 --> 02:27:29.393]  Then we're going to continue with John Rappaport.
[02:27:29.413 --> 02:27:29.773]  Stay with us.
[02:27:36.292 --> 02:27:37.175]  We're on the march.
[02:27:37.676 --> 02:27:39.280]  The Empire's on the run.
[02:27:39.300 --> 02:27:42.890]  Alex Jones and the GCN Radio Network.
[02:27:46.900 --> 02:27:50.642]  For a while now, you've been hearing about energized water and what it can do for your health.
[02:27:50.903 --> 02:27:54.365]  But have you taken the next step and actually experienced energized water?
[02:27:54.625 --> 02:27:59.468]  It's absolutely incredible what you'll experience while using the energized products from Aqua Northwest.
[02:27:59.768 --> 02:28:04.051]  You've seen the banner on GCNlive.com, but have you experienced the power of the pyramid?
[02:28:04.251 --> 02:28:07.413]  We all know that negative energy can make you sick at home or in the office.
[02:28:07.573 --> 02:28:11.796]  But the energy pyramid from Aqua Northwest wipes out that negative energy within a 125-foot diameter.
[02:28:13.357 --> 02:28:21.720]  After one hour, negative energy fields should be raised to a positive level, resulting in you and others in the area to feel wonderfully energized, among other possible health benefits.
[02:28:21.920 --> 02:28:26.581]  Just check out what others are saying by reading the exciting testimonials at Aquanorthwest.com.
[02:28:26.741 --> 02:28:29.462]  Call Aquanorthwest.com and they'll find the right energized product.
[02:28:29.602 --> 02:28:34.265]  Call now for a free catalog toll-free 888-AQUANW.
[02:28:34.485 --> 02:28:37.487]  That's toll-free 888-727-8269.
[02:28:38.028 --> 02:28:41.370]  And experience the exciting benefits of positively charged water.
[02:28:45.450 --> 02:28:51.673]  The illuminated Berkey base allows most gravity filters to be used in the center of a table by raising the spigot level.
[02:28:51.833 --> 02:28:57.996]  Made of durable Lexan polymer, the same material used for bulletproof glass, it has eight LED lamps.
[02:28:58.276 --> 02:29:06.700]  Incredibly, the low-energy LEDs will last for more than 11 years of continuous use and are bright enough to be spotted for over a mile in the dark.
[02:29:06.961 --> 02:29:13.984]  The LED lamps are powered by an AC adapter, and during emergencies, the rechargeable batteries will operate them all night long.
[02:29:14.284 --> 02:29:19.107]  When the LEDs are switched off, the AC adapter automatically recharges the batteries.
[02:29:19.327 --> 02:29:24.731]  The Berkey base is available in gorgeous cobalt blue or practical bright white LEDs.
[02:29:25.071 --> 02:29:28.153]  Ideal as an emergency light, flashlight, or nightlight.
[02:29:28.474 --> 02:29:36.399]  Get the illuminated Berkey base for only $69 or get both white and blue for only $125 by calling New Millennium at 888-803-4438.
[02:29:36.479 --> 02:29:37.079]  That's toll free, 888-803-4438.
[02:29:44.104 --> 02:29:45.645]  We're good to go.
[02:30:02.654 --> 02:30:03.215]  We're good to go.
[02:30:19.434 --> 02:30:19.974]  We're good to go.
[02:30:19.994 --> 02:30:20.614]  We're good to go.
[02:30:50.541 --> 02:31:02.188]  Bottom line, folks, if we don't expose who was behind the terrorism, if we don't expose who stands to gain from it, and who has the admitted history of doing it, it's over for our society.
[02:31:02.208 --> 02:31:07.271]  That's why you've got to visit infowars.com and prisonplanet.com.
[02:31:07.851 --> 02:31:11.113]  Get a prisonplanet.tv membership, 15 cents a day.
[02:31:11.634 --> 02:31:13.455]  Burn unlimited copies.
[02:31:14.555 --> 02:31:16.057]  Off the computer, on the disc.
[02:31:16.277 --> 02:31:17.278]  Give them to people.
[02:31:17.638 --> 02:31:18.579]  Tell them to watch it.
[02:31:18.899 --> 02:31:22.001]  Tell them to go to marshalllaw911.info.
[02:31:22.282 --> 02:31:23.703]  We have an entire bibliography.
[02:31:23.763 --> 02:31:25.905]  Every document in the film is on that website.
[02:31:26.545 --> 02:31:28.967]  Every claim we make is right there on the site.
[02:31:28.987 --> 02:31:30.809]  A bibliography for the film.
[02:31:32.270 --> 02:31:35.833]  Go to prisonplanet.tv, get a membership, hear all our best radio interviews.
[02:31:36.533 --> 02:31:39.275]  See all 12 of my films, dozens of other films we've posted.
[02:31:39.616 --> 02:31:42.258]  My book, Paul Watson's book, my weekly TV report.
[02:31:43.467 --> 02:31:44.868]  PrisonPlanet.tv.
[02:31:44.908 --> 02:31:46.490]  Support us so we can fight this thing.
[02:31:47.951 --> 02:31:51.014]  And get a hard copy of Road to Tyranny on DVD or VHS.
[02:31:51.034 --> 02:31:52.515]  Get a hard copy of Martial Law.
[02:31:52.995 --> 02:31:54.597]  Expose who's behind 9-11.
[02:31:54.617 --> 02:31:57.940]  We know you know the truth now if you've already gotten copies from me.
[02:31:58.340 --> 02:32:00.141]  Make copies of the copies you've got.
[02:32:00.241 --> 02:32:01.022]  Take action.
[02:32:01.823 --> 02:32:03.024]  We can't do this alone.
[02:32:03.124 --> 02:32:05.306]  We're on the edge of turning this thing around.
[02:32:06.658 --> 02:32:12.544]  Believe me, if they've got their feelers out, if they know people aren't going to buy a massive attack, an even bigger attack, they may not do it.
[02:32:12.644 --> 02:32:14.345]  But I know they would have already done it.
[02:32:14.386 --> 02:32:22.073]  They were already geared up for their bio-release two years ago, but they didn't do it because their own first responders refused to take the smallpox vaccine.
[02:32:22.894 --> 02:32:27.618]  People, justices, somebody might tell you they trust the government folks, but the cops don't trust them.
[02:32:28.479 --> 02:32:28.799]  Okay?
[02:32:28.860 --> 02:32:30.261]  We know instinctively.
[02:32:31.593 --> 02:32:35.014]  Everybody's got in the back of their mind all the things they've read and heard, the things they know are true.
[02:32:35.534 --> 02:32:39.555]  So go to InfoWars.com to order any of my videos or other books and videos I carry.
[02:32:39.575 --> 02:32:43.136]  I've got a whole bookstore there at InfoWars.com off the secure shopping cart.
[02:32:43.456 --> 02:32:48.077]  Go to PrisonPlanet.tv, get an online membership, or call toll-free to get the films, 1-888-253-3139.
[02:32:48.117 --> 02:32:48.237]  That's 888.
[02:32:54.019 --> 02:32:54.719]  253-3139.
[02:32:54.739 --> 02:32:58.181]  Don't wait.
[02:32:58.561 --> 02:32:59.261]  Take action.
[02:32:59.321 --> 02:33:01.742]  Don't wish later that you would have done something.
[02:33:02.583 --> 02:33:04.103]  Believe me, these videos are waking folks up.
[02:33:04.523 --> 02:33:10.306]  Dr. Tarpley, how do folks get your new book, 9-11 and Synthetic Terror, and what are some of the websites they should visit?
[02:33:10.546 --> 02:33:11.746]  Well, there are two ways.
[02:33:11.786 --> 02:33:13.307]  I guess one way is to go to Amazon.
[02:33:13.347 --> 02:33:20.770]  If you go to Amazon, they have a special offer where you can get 9-11 Synthetic Terror, my new book just published now in April.
[02:33:21.751 --> 02:33:26.853]  As well as the unauthorized biography of Bush the Elder, Bush 41.
[02:33:27.753 --> 02:33:31.175]  And you get both of those, I think, for $29 and the shipping is free.
[02:33:31.255 --> 02:33:34.316]  So that's, on the whole, I guess a reasonable offer.
[02:33:34.376 --> 02:33:37.097]  Otherwise, you can go to ProgressivePress.com.
[02:33:37.497 --> 02:33:39.678]  That's my publisher out in Southern California.
[02:33:40.302 --> 02:33:42.644]  And he will also meet any orders.
[02:33:42.704 --> 02:33:54.112]  But at the moment, it would be good for the progress of the book if you get it through Amazon, because if you drive up the Amazon ranking, then that helps me get into bookshops, which is not an easy thing to do.
[02:33:54.252 --> 02:33:54.653]  All right.
[02:33:54.673 --> 02:34:02.278]  In 60 seconds closing, nutshell for people who just joined us, what happened with the London Bombers?
[02:34:02.398 --> 02:34:05.120]  London, Scotland Yard, British Police, knew in advance.
[02:34:05.180 --> 02:34:06.281]  They warned Netanyahu.
[02:34:06.301 --> 02:34:07.542]  I think they probably warned others.
[02:34:08.055 --> 02:34:09.677]  There are various sources on that.
[02:34:09.797 --> 02:34:15.584]  Visor Consultants was running a terror drill in pretty much the same stations, pretty much the same time.
[02:34:16.105 --> 02:34:24.796]  It looks to me like the British intelligence, MI5, MI6, looked through their London Patsy pool, which is immense, Brixton Mosque, Finsbury Mosque,
[02:34:25.529 --> 02:34:27.890]  They needed, however, people who are not sophisticated.
[02:34:27.930 --> 02:34:33.031]  They need naive people who are not going to look inside the backpacks that they're given.
[02:34:33.111 --> 02:34:37.132]  So they go up to Leeds and they get some naive young guys.
[02:34:37.212 --> 02:34:43.714]  These were just happy kids, no connection to extremism, told they were carrying drugs or part of a drill.
[02:34:43.934 --> 02:34:44.834]  Or something like that.
[02:34:44.854 --> 02:34:46.954]  They're going to get big money for a few hours of work.
[02:34:47.074 --> 02:34:49.675]  These guys go with their credit cards and their ID cards.
[02:34:50.143 --> 02:34:57.607]  Nobody in his right mind can send anybody out on a terror mission if they've got identification, because it means if you grab one of them, the whole thing can be rolled up.
[02:34:57.787 --> 02:34:59.709]  And then nobody takes credit for it.
[02:35:00.249 --> 02:35:02.570]  Turns out the Al-Qaeda taking credit, that was fake.
[02:35:02.610 --> 02:35:03.771]  A website linked to Bush.
[02:35:03.851 --> 02:35:06.292]  A website here in Maryland, not so far away.
[02:35:06.312 --> 02:35:10.975]  And it's basically in a chat room, so it's not a well-established website.
[02:35:11.495 --> 02:35:15.618]  And then you have the fact that one of these poor guys had an eight-month-old child.
[02:35:15.658 --> 02:35:16.979]  It just doesn't make any sense.
[02:35:17.039 --> 02:35:19.260]  It looks to me like these are simply dupes.
[02:35:19.844 --> 02:35:26.367]  Who were sent out there, and now we're supposed to believe that they took the credit cards with them because they wanted to be identified.
[02:35:26.387 --> 02:35:30.149]  And now they're going to tell their wives, we're going to kill you if you don't go on TV and admit it.
[02:35:30.609 --> 02:35:43.715]  And it also would seem that the British establishment has concluded that the only way they can keep themselves in power with Tony Blair and so forth is to play two million Muslims who are very numerous up there in northern England, in the Manchester to Leeds area.
[02:35:44.582 --> 02:35:47.949]  Especially to play them against the rest of the British population.
[02:35:47.969 --> 02:35:50.194]  So divide and conquer.
[02:35:50.214 --> 02:35:51.997]  That's exactly it, Webster.
[02:35:52.137 --> 02:35:53.580]  And at the very same time,
[02:35:56.556 --> 02:36:03.581]  I would just hope that people would come to Washington on the 22nd to 24th at American University.
[02:36:03.681 --> 02:36:08.484]  We're going to try to organize an independent international truth commission over the next month to break...
[02:36:19.608 --> 02:36:22.851]  This lever of terrorism that is used to control world public opinion.
[02:36:22.871 --> 02:36:23.212]  All right.
[02:36:23.632 --> 02:36:23.872]  Good.
[02:36:24.353 --> 02:36:25.614]  I'll have to have somebody on about that.
[02:36:25.654 --> 02:36:26.315]  Thank you, Webster.
[02:36:26.595 --> 02:36:26.915]  Okay.
[02:36:26.935 --> 02:36:27.296]  Bye-bye.
[02:36:27.476 --> 02:36:28.437]  Always good to hear from you.
[02:36:29.338 --> 02:36:30.239]  Go ahead, John.
[02:36:31.440 --> 02:36:35.504]  Well, we were discussing when we were off the radio here.
[02:36:36.365 --> 02:36:37.746]  Here's what people need to look for.
[02:36:37.786 --> 02:36:43.512]  When I said I think that they're going to try a biological incident in the United States, that's the cover story.
[02:36:43.857 --> 02:36:49.501]  People have to realize this whole thing about the flu pandemic and Millenstein, this is a cover story.
[02:36:49.541 --> 02:36:50.662]  This is total baloney.
[02:36:51.363 --> 02:36:53.284]  You're not going to get anything like this.
[02:36:53.805 --> 02:36:55.446]  Germs don't work that way.
[02:36:55.526 --> 02:37:03.912]  Germs work in immune-suppressed populations, and they work for a certain period of time, and then they go away.
[02:37:03.932 --> 02:37:07.275]  This is what Ebola is all about and all of these things.
[02:37:07.935 --> 02:37:10.658]  But they can say it's a biological incident.
[02:37:10.978 --> 02:37:19.566]  They take a small town somewhere or an area somewhere in a small city in the United States and they say, oh my God, people are dying, da-da-da-da-da.
[02:37:20.067 --> 02:37:26.413]  And they bring in all the medical honchos and they put a cordon around the whole place which makes it very focused
