[00:00:01.533 --> 00:00:02.617]  I don't know.
[02:16:46.835 --> 02:16:47.496]  Inexistent.
[02:16:47.736 --> 02:16:52.439]  I mean, if we just ignore it... Well, they just... It's all law of the gun.
[02:16:52.719 --> 02:16:53.820]  Big dog off the porch.
[02:16:53.860 --> 02:16:58.283]  They just say it's so, and we're not resisting them properly, so they're doing it.
[02:16:58.924 --> 02:17:04.187]  Do you think that they're going to be using New Orleans as a possible pipeline?
[02:17:04.207 --> 02:17:10.532]  Because we know since the Brits and Americans went into Afghanistan, what, the poppy production is up 400%, I think it was?
[02:17:11.052 --> 02:17:11.633]  More than that.
[02:17:11.673 --> 02:17:12.053]  More than that.
[02:17:12.438 --> 02:17:24.020]  You think, you know, because New Orleans is a long-time mafia drug city with our pal, old pal Carlos Marcello, and they helped to bring in, you know, heroin from the Golden Triangle back in the Vietnam War.
[02:17:24.600 --> 02:17:31.822]  And you think they're going to be using... Well, you know, I mean, the global has already controlled the drugs, but there's going to be a lot of bin rigging, a lot of buddies getting all the contracts.
[02:17:31.842 --> 02:17:32.902]  A lot's already happening.
[02:17:34.442 --> 02:17:35.963]  So the corruption's really there in your face.
[02:17:35.983 --> 02:17:36.403]  Thanks, Tim.
[02:17:37.003 --> 02:17:39.163]  Brian and others, your calls are straight ahead.
[02:17:39.183 --> 02:17:39.243]  1-800-259-9231.
[02:17:46.733 --> 02:17:49.082]  Here it is, folks, the 2006 Red Book.
[02:17:49.624 --> 02:17:52.052]  The most comprehensive edition ever published.
[02:17:52.805 --> 02:17:56.446]  Midas Resources believes our clients should be as informed as possible.
[02:17:57.226 --> 02:17:58.707]  It includes the history of U.S.
[02:17:58.767 --> 02:18:02.868]  coins, the actual mintages, the grading standards.
[02:18:03.489 --> 02:18:05.129]  Learn the stability of real money.
[02:18:05.569 --> 02:18:07.610]  Protect yourself from fiat currencies.
[02:18:08.030 --> 02:18:09.531]  They are instruments of death.
[02:18:09.811 --> 02:18:11.871]  Feel the comfort and safety of real money.
[02:18:12.411 --> 02:18:17.873]  Midas will send you the 2006 Red Book and the genuine silver dollar for just $22.95 delivered.
[02:18:20.606 --> 02:18:21.947]  Call Midas today at 1-800-686-2237.
[02:18:21.967 --> 02:18:22.307]  That's 1-800-686-2237.
[02:18:22.387 --> 02:18:24.429]  Don't be lost in a sea of confusion.
[02:18:24.449 --> 02:18:25.129]  Get the 2006 Red Book.
[02:18:25.189 --> 02:18:28.152]  Help steer your own financial ship.
[02:18:28.172 --> 02:18:28.852]  Call Midas now.
[02:18:28.872 --> 02:18:28.932]  1-800-686-2237.
[02:18:47.532 --> 02:18:48.573]  The war on terrorism.
[02:18:48.893 --> 02:18:51.696]  Will it be fought overseas or will it affect us here at home?
[02:18:51.956 --> 02:18:56.120]  If you are like most folks, you want to be prepared, but can't afford an underground shelter.
[02:18:56.540 --> 02:18:57.381]  So what do you do?
[02:18:57.682 --> 02:19:02.246]  Did you know that you can use your home as a shelter against fallout and biological or chemical attacks?
[02:19:02.726 --> 02:19:04.868]  With a little know-how, it's not that difficult.
[02:19:05.348 --> 02:19:20.058]  Sheltering in Place, surviving acts of terrorism from biological, chemical, and radioactive fallout, developed by Wayne LeBaron, a health physicist who has served as a specialist in environmental health, communicable diseases, and has worked as a nuclear specialist for the U.S.
[02:19:20.098 --> 02:19:27.163]  government, gives you easy-to-follow video instructions, and walks you step-by-step through the process of preparing your home as a shelter.
[02:19:27.503 --> 02:19:31.926]  Get this critical video every American needs for only $29 plus shipping.
[02:19:32.327 --> 02:19:36.390]  Order by calling New Millennium today at 888-803-4438.
[02:19:36.690 --> 02:19:40.333]  That's 888-803-4438.
[02:19:40.893 --> 02:19:43.655]  Or order on the web at BerkeyWater.com.
[02:19:46.177 --> 02:19:48.679]  David J. Smith for News Watch Magazine.
[02:19:49.360 --> 02:19:55.945]  Did you know there's an assault upon America's freedom of religion by the United Nations Genocide Convention Treaty?
[02:19:57.171 --> 02:19:59.474]  The laws are called hate crime laws.
[02:20:00.275 --> 02:20:06.503]  These laws will eventually shut down Christianity in America by accusing Christians of hate crimes.
[02:20:07.404 --> 02:20:15.494]  These laws are already being used in Canada, Britain, Australia, and Sweden against Christians for reading certain Bible passages.
[02:20:16.514 --> 02:20:24.356]  We'd like to help you understand why these things are happening by offering you an absolutely free one-year subscription to Newswatch Magazine.
[02:20:25.216 --> 02:20:26.757]  Just call our toll-free number, 1-800-516-8736.
[02:20:26.777 --> 02:20:27.137]  That's 1-800-516-8736.
[02:20:27.157 --> 02:20:27.637]  Call now.
[02:20:27.657 --> 02:20:31.658]  Operators are standing by to receive your call.
[02:20:46.895 --> 02:20:48.496]  Government is best which governs least.
[02:20:49.036 --> 02:20:50.357]  Wake up and smell the fascism.
[02:20:50.797 --> 02:20:53.498]  Being in government means never having to say you're sorry.
[02:20:53.958 --> 02:20:56.599]  What part of unconstitutional do you not understand, George?
[02:20:57.040 --> 02:21:03.502]  In today's world full of tyranny and injustice, sometimes it seems the only thing we still have is our freedom of speech.
[02:21:03.823 --> 02:21:11.226]  Exercise your freedom of speech by purchasing your choice of hundreds of different Liberty Stickers, from humorous to serious, at libertystickers.com.
[02:21:11.906 --> 02:21:15.408]  LibertyStickers.com can even customize your own bumper stickers.
[02:21:15.588 --> 02:21:17.609]  It's time to stand up for what you believe.
[02:21:17.969 --> 02:21:19.010]  Invest in your freedom.
[02:21:19.230 --> 02:21:23.753]  Get your stickers at LibertyStickers.com for your family, friends, and community.
[02:21:24.353 --> 02:21:25.774]  I never voted for a war criminal.
[02:21:25.954 --> 02:21:26.294]  Have you?
[02:21:26.894 --> 02:21:28.395]  Real conservatives hate Bush.
[02:21:28.836 --> 02:21:30.356]  Go to LibertyStickers.com or call 877-873-9626.
[02:21:30.396 --> 02:21:31.877]  If only our president would listen to his God.
[02:21:37.048 --> 02:21:43.090]  We're going to talk more about what the end deposit commentatus means and do we have a chance to stop it.
[02:21:43.110 --> 02:21:54.014]  I mean, they've already gotten rid of it.
[02:21:54.114 --> 02:21:57.235]  Now they're just announcing their criminal activity.
[02:22:05.883 --> 02:22:07.204]  Why is there a law against it?
[02:22:07.224 --> 02:22:08.385]  There's reasons for that.
[02:22:08.405 --> 02:22:11.187]  We're going to take a lot of your calls.
[02:22:11.227 --> 02:22:12.728]  The toll-free number to join us is 1-800-259-9231.
[02:22:12.748 --> 02:22:13.969]  Let's go ahead and talk to Joe in Boston.
[02:22:13.989 --> 02:22:14.309]  Joe, welcome.
[02:22:14.389 --> 02:22:14.749]  Hi, Alex.
[02:22:14.769 --> 02:22:16.170]  I haven't called you in a long time.
[02:22:16.190 --> 02:22:17.871]  I'm a visually impaired person.
[02:22:28.425 --> 02:22:31.126]  I see your point and I totally agree with you about the government.
[02:22:31.206 --> 02:22:34.167]  However, I guess there are good people in government too.
[02:22:34.207 --> 02:22:37.047]  Yesterday I went to a government grant conference.
[02:22:37.107 --> 02:22:43.049]  I don't know if I have the money to get the course, but for people like me who come from bad families and who are low income, we'd like to get out of this.
[02:22:43.109 --> 02:22:44.629]  We don't like living like this.
[02:22:45.109 --> 02:22:48.210]  Government has grants to get houses and homes.
[02:22:48.270 --> 02:22:51.031]  What is your take on this and have you heard of Agenda 21?
[02:22:51.751 --> 02:22:52.991]  I'm just trying to be fair.
[02:22:53.011 --> 02:22:55.452]  I realize Bush is wrong in a lot of these things, but
[02:22:56.041 --> 02:23:00.144]  There must be some, you have to try and find some good things in government too.
[02:23:00.224 --> 02:23:10.871]  Maybe we can stop a lot of the bad, but what do people like me do who can't, you know, you said government, which I agree with you, but who get no help from anybody, churches or organizations don't do that anymore.
[02:23:10.911 --> 02:23:11.391]  It's different.
[02:23:11.432 --> 02:23:12.732]  So we have nowhere to go.
[02:23:12.812 --> 02:23:13.573]  Do you see my point?
[02:23:14.794 --> 02:23:15.494]  Absolutely.
[02:23:15.875 --> 02:23:25.261]  Look, rat poison, if you buy some decon to kill rats around your house or field mice, almost all of that little pellet is good nutritious food.
[02:23:26.523 --> 02:23:50.229]  So, there are lots of good government bureaucrats, there are lots of good government programs, but over time they're all becoming very predatory, very abusive from the top, and most of the welfare is corporate welfare, and the corporations actually lobby government to grow larger, but then forcibly extract my wealth,
[02:23:51.156 --> 02:23:52.957]  To engage in social engineering.
[02:23:54.217 --> 02:24:13.421]  You know, I am all for welfare, but it should be at the county, the city, the state level, where we keep 100% of our money, and then that state agency can deliver you, on average, about 70% for the money they get, whereas the federal program, you get about 30% ratio for a dollar of tax money, 30 cents comes back.
[02:24:13.561 --> 02:24:19.623]  And most of that, sir, for predatory government programs, again,
[02:24:20.470 --> 02:24:21.411]  It's like the mafia.
[02:24:21.451 --> 02:24:26.055]  The mafia will give you a loan, but then there's going to be a Pied Piper you've got to pay.
[02:24:26.095 --> 02:24:28.737]  I mean, there are great social workers that help the blind.
[02:24:29.277 --> 02:24:31.459]  There are great social workers that help the deaf.
[02:24:31.799 --> 02:24:35.122]  There are great government programs like the School for the Deaf here in Austin.
[02:24:35.502 --> 02:24:36.683]  There are great things.
[02:24:36.743 --> 02:24:38.925]  I mean, I never said we shouldn't have some government.
[02:24:39.345 --> 02:24:40.766]  I'm talking about the nature.
[02:24:40.806 --> 02:24:41.387]  You know, Hitler...
[02:24:41.947 --> 02:24:43.728]  Yeah, but see, the reason I mention that is because
[02:24:57.668 --> 02:25:00.049]  I mean, the social workers here are burned out.
[02:25:00.129 --> 02:25:02.650]  All the agency does here is put you in sheltered workshops.
[02:25:02.670 --> 02:25:04.291]  You can't get good medical care.
[02:25:04.671 --> 02:25:11.334]  So if I do get some grants, and of course you have to live in a house for 15 years if you buy it, I'd like to get some good tenants in Section 8.
[02:25:11.554 --> 02:25:14.155]  The government pays the rent, and if they screw up, they're out.
[02:25:14.175 --> 02:25:19.877]  Of course, I would like to get off the welfare, but I'm getting no assistance from my family or any agency at all.
[02:25:20.037 --> 02:25:22.258]  Yeah, the government doesn't want you to get out of welfare.
[02:25:23.241 --> 02:25:24.943]  Oh, and again, your family won't help you.
[02:25:25.003 --> 02:25:26.324]  Are they too busy watching football?
[02:25:26.564 --> 02:25:28.906]  No, they have never accepted a blind son.
[02:25:28.946 --> 02:25:33.069]  I had some psychological... They were abusive years and years and years ago, and they've never accepted me.
[02:25:33.109 --> 02:25:38.153]  My brother makes six figures, and we tried to reconcile our differences, and they just can't accept blind people.
[02:25:38.193 --> 02:25:40.795]  They want everybody who's blind to work in a shelter workshop.
[02:25:41.296 --> 02:25:43.537]  But what's your take on these government grant programs?
[02:25:43.658 --> 02:25:44.498]  What's your take on that?
[02:25:44.538 --> 02:25:47.821]  I mean, if they work, and if you can get the help, people to do the applications...
[02:25:48.530 --> 02:25:49.871]  They have millions of dollars.
[02:25:49.891 --> 02:25:50.971]  Well, I mean, here's an example.
[02:25:51.011 --> 02:25:52.993]  They tell parents it's not even a welfare thing.
[02:25:53.053 --> 02:25:54.513]  Oh, put your child in a headscarf.
[02:25:55.094 --> 02:25:58.836]  And then they don't know you get three CPS visits and it's really there to grab your child.
[02:25:59.392 --> 02:25:59.752]  Yeah.
[02:25:59.772 --> 02:26:01.213]  I mean, sir, I've read the handbooks.
[02:26:01.233 --> 02:26:02.493]  They want to break the family up.
[02:26:02.553 --> 02:26:06.514]  So, I mean, I'm sure the government could do good, but it never does.
[02:26:07.094 --> 02:26:10.736]  In the aggregate, or in the final sum, it does more bad than good.
[02:26:10.756 --> 02:26:12.616]  Thanks for the call, Joe.
[02:26:13.196 --> 02:26:15.337]  I mean, I'm not saying you as a blind person.
[02:26:15.357 --> 02:26:19.518]  I mean, if anybody deserves support by the state, it is the blind.
[02:26:19.578 --> 02:26:20.279]  It is the deaf.
[02:26:20.419 --> 02:26:22.579]  It is somebody in a wheelchair.
[02:26:23.880 --> 02:26:25.000]  We should take care of you.
[02:26:25.060 --> 02:26:26.040]  We've always done that.
[02:26:27.041 --> 02:26:27.161]  And...
[02:26:28.937 --> 02:26:30.198]  It's despicable not to.
[02:26:30.218 --> 02:26:32.079]  And that says a lot about a society.
[02:26:33.460 --> 02:26:36.842]  You know, when Christ said, suffer the little children, he wasn't just talking about children.
[02:26:37.262 --> 02:26:42.645]  He meant people who can't take care of themselves, or people who have the minds of children, or people who have disabilities.
[02:26:43.445 --> 02:26:46.807]  You know, what we do to the weakest, that's how I'm going to judge you, he said.
[02:26:47.207 --> 02:26:49.208]  What you do to the most innocent, what you do.
[02:26:49.629 --> 02:26:53.171]  And I see government taking advantage of poor people.
[02:26:53.731 --> 02:26:55.432]  I see them taking advantage of death.
[02:26:56.338 --> 02:27:02.601]  And I see them taking advantage of people that can't defend themselves.
[02:27:02.861 --> 02:27:03.922]  And it makes my blood boil.
[02:27:05.423 --> 02:27:08.544]  I mean, look, government minions steer clear of the big mean dogs.
[02:27:08.744 --> 02:27:10.065]  I mean, they steer clear of me and others.
[02:27:11.053 --> 02:27:15.256]  They don't mess with people that have some modicum of power that can be projected upon them.
[02:27:15.536 --> 02:27:22.620]  They run around like great white sharks feeding on dying seals and stuff like that.
[02:27:22.861 --> 02:27:24.422]  Basically, they just see you as weak.
[02:27:24.942 --> 02:27:28.464]  They rip your guts out and start just feeding on you.
[02:27:28.484 --> 02:27:30.465]  It makes me want to throw up.
[02:27:31.246 --> 02:27:32.967]  We'll come back and talk to Jamie and others.
[02:27:32.987 --> 02:27:33.467]  Stay with us.
[02:27:36.189 --> 02:27:37.170]  We're on the march.
[02:27:37.570 --> 02:27:39.091]  The Empire's on the run.
[02:27:40.092 --> 02:27:42.854]  Alex Jones and the GCN Radio Network.
[02:27:48.038 --> 02:27:54.884]  You know that for nuclear threats and their deadly radiation, the federal government has been openly announcing that it's no longer a matter of if but when.
[02:27:55.164 --> 02:27:57.506]  What you need to know next is, what is happening?
[02:27:57.766 --> 02:27:59.728]  Is your family safe right where you are?
[02:28:00.068 --> 02:28:05.412]  Only a personal radiation detector that's always with you and on can give you that instant assurance.
[02:28:05.812 --> 02:28:10.075]  The keychain-attachable nuke alert was specifically designed to meet this critical crisis need.
[02:28:10.535 --> 02:28:18.440]  Small, portable, and on 24 hours a day with its 10-year battery, the nuke alert is always with you to alert you to dangerous levels of radiation.
[02:28:18.640 --> 02:28:23.684]  The patented nuke alert has even passed the rigorous military EMP test and has been acquired by the U.S.
[02:28:23.704 --> 02:28:25.705]  military and numerous other government agencies.
[02:28:26.205 --> 02:28:29.366]  See the keychain-attachable nuke alert at nukealert.com.
[02:28:29.586 --> 02:28:32.067]  That's N-U-K-A-L-E-R-T dot com.
[02:28:32.267 --> 02:28:34.067]  Or call 830-672-8734.
[02:28:34.107 --> 02:28:38.628]  See the keychain-attachable nuke alert at nukealert.com.
[02:28:38.868 --> 02:28:41.209]  That's N-U-K-A-L-E-R-T dot com.
[02:28:41.309 --> 02:28:41.809]  Or call 830-672-8734.
[02:28:46.098 --> 02:28:46.698]  Hello, folks.
[02:28:46.798 --> 02:28:47.739]  Alex Jones here.
[02:28:47.859 --> 02:28:51.941]  You know Berkey water filters have been removing pathogenic bacteria for years.
[02:28:52.101 --> 02:28:54.962]  But what about those unhealthy chemicals and heavy metals in your water?
[02:28:55.062 --> 02:29:01.785]  The powerful black Berkey purification elements fit most gravity filters and dramatically increase their power to extract waterborne contaminants.
[02:29:01.945 --> 02:29:04.967]  Best of all, they filter much faster than ordinary gravity elements.
[02:29:05.167 --> 02:29:07.548]  This means it takes much less time to filter your water.
[02:29:07.668 --> 02:29:14.991]  Black Berkey elements not only remove pathogenic bacteria, cysts, and parasites, but also remove trihalomethanes and volatile organic elements.
[02:29:15.271 --> 02:29:27.153]  Such as aprazine, benzene, chloride, and chloroform, MTBE, radon-222, foul taste and obnoxious odors like sulfur, even nitrates, and unwanted heavy metals such as lead, mercury, and aluminum are extracted.
[02:29:27.313 --> 02:29:35.234]  Supercharge your gravity filter today and order a two-pack of black Berkey Purification Elements for only $96 or a four-pack for only $175 by calling New Millennium at 888-803-4438.
[02:29:35.254 --> 02:29:35.535]  That's 888-803-4438.
[02:29:35.575 --> 02:29:37.275]  Or order on the web at berkeywater.com.
[02:29:46.493 --> 02:29:52.655]  People continue to suffer from pain, illness and disease when natural health and wellness therapies are within your reach.
[02:29:52.855 --> 02:29:57.857]  Hundreds of people report improved health and wellness using the Rife frequency technology.
[02:29:58.197 --> 02:30:06.100]  In the 1920s, research scientist Royal Raymond Rife discovered that disease organisms can be destroyed using resonant frequencies.
[02:30:06.260 --> 02:30:13.302]  The BioSolutions frequency instrument uses this same technology for relief or elimination of pain and disease conditions.
[02:30:13.522 --> 02:30:14.723]  There are no side effects.
[02:30:14.883 --> 02:30:18.267]  Join others in discovering a return to natural health and wellness.
[02:30:18.327 --> 02:30:19.448]  Don't just treat symptoms.
[02:30:19.728 --> 02:30:21.009]  Eliminate the cause.
[02:30:21.210 --> 02:30:28.056]  BioSolutions has over 550 pre-programmed auto-sequences for various health conditions and is very easy to use.
[02:30:28.156 --> 02:30:30.639]  Customer satisfaction is guaranteed or your money back.
[02:30:30.779 --> 02:30:33.721]  For more information, call Alternative Technologies toll-free, 866-885-6625.
[02:30:33.741 --> 02:30:33.781]  866-885-6625.
[02:30:33.801 --> 02:30:34.821]  One more time, that's 866-885-6625.
[02:30:34.861 --> 02:30:38.883]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[02:30:38.903 --> 02:30:40.784]  Because there's a war on for your mind.
[02:31:02.112 --> 02:31:12.084]  The government has been charging nursing home operators because in some cases they left some of their wards unattended and they died.
[02:31:14.547 --> 02:31:22.676]  But at the same time, they're also charging people in nursing homes who stayed and helped the people because they told them to evacuate and they didn't.
[02:31:25.382 --> 02:31:34.030]  But meanwhile, all over the place, for five days, they let hundreds of people die at three different hospitals while they were begging for help because FEMA didn't allow it.
[02:31:35.331 --> 02:31:35.991]  That's confirmed.
[02:31:38.694 --> 02:31:48.763]  And it is confirmed, what we heard about during those first few days, it is now confirmed, Human Rights Watch is reporting, New Orleans prisoners abandoned the floodwaters.
[02:31:48.923 --> 02:31:50.825]  And again, what you'll do to the least, you'll do to me.
[02:31:51.625 --> 02:31:52.106]  Officers...
[02:31:52.924 --> 02:31:56.145]  Deserted a jail building, leaving inmates locked in their cells.
[02:31:57.485 --> 02:32:03.988]  As Hurricane Katrina began pounding New Orleans, the Sheriff's Department abandoned hundreds of inmates imprisoned in the city's jail.
[02:32:04.048 --> 02:32:05.128]  Even rights watch said today.
[02:32:05.488 --> 02:32:06.889]  And not a one of them is getting in trouble.
[02:32:06.949 --> 02:32:07.889]  You better believe.
[02:32:07.909 --> 02:32:10.490]  See, it's all selectively enforced.
[02:32:12.050 --> 02:32:15.551]  Of all the nightmares during Hurricane Katrina, this must be one of the worst.
[02:32:15.591 --> 02:32:20.793]  Prisoners were abandoned in their cells without food or water for days as floodwaters rose towards the ceiling.
[02:32:21.952 --> 02:32:26.496]  And that was Courtney Carey, researcher, U.S.
[02:32:26.516 --> 02:32:27.457]  Program Human Rights Watch.
[02:32:27.878 --> 02:32:38.748]  Inmates in the Templeman 3, one of the several buildings in the New Orleans Parish Prison compound, reported that as of Monday, August 29th, there was no correctional officers in the building.
[02:32:39.784 --> 02:32:41.145]  Which held more than 600 inmates.
[02:32:41.526 --> 02:32:55.781]  These inmates, including some who were locked in the ground floor cells for traffic violations, I would add, were not evacuated until Thursday, September 1st, four days after food, floodwaters in the jail had reached chest level.
[02:32:56.621 --> 02:32:59.925]  Of all the nightmares during Hurricane Katrina, this must be one of the worst, said
[02:33:00.600 --> 02:33:06.386]  The researchers from Human Rights Watch prisoners were abandoned in their cells without food or water for days as floodwaters rose towards the ceiling.
[02:33:06.867 --> 02:33:08.068]  Human Rights Watch called the U.S.
[02:33:08.088 --> 02:33:14.715]  Department of Justice to conduct an investigation and they'll come in and federalize into the conduct of the New Orleans Sheriff's Department.
[02:33:15.845 --> 02:33:16.806]  Which runs the jail.
[02:33:17.306 --> 02:33:31.054]  And to establish the fate of the prisoners who have been locked in the jail, the Louisiana Department of Public Safety and Corrections, which oversaw the evacuation, and the Orleans Sheriff's Department should account for 517 inmates who were missing from the list of people evacuated from the jail.
[02:33:31.114 --> 02:33:31.834]  Oh yeah, that's right.
[02:33:31.855 --> 02:33:33.576]  See, there's no numbers of anything.
[02:33:33.616 --> 02:33:40.239]  We know there were shootouts in the city, troops firing on citizens, gun confiscations, and we'll never find out.
[02:33:42.641 --> 02:33:43.341]  We'll never know.
[02:33:43.361 --> 02:33:43.701]  So just...
[02:33:45.581 --> 02:33:47.121]  Again, a double standard, folks.
[02:33:50.422 --> 02:33:51.822]  And they didn't let them out of jail.
[02:33:51.882 --> 02:33:55.863]  The least they could do would be to let them out.
[02:33:57.323 --> 02:33:59.444]  Can't let violent offenders out.
[02:33:59.484 --> 02:34:01.064]  Let them on down.
[02:34:01.964 --> 02:34:04.545]  Well, the cops knew full well it was the county jail.
[02:34:05.145 --> 02:34:10.906]  It was full of people in there for DWIs and driving recklessly or not paying speeding tickets.
[02:34:13.610 --> 02:34:16.312]  Oh, which reminds me, I got a ticket months ago, and I haven't paid it.
[02:34:16.352 --> 02:34:16.972]  I need to pay that.
[02:34:16.992 --> 02:34:20.634]  Hope I'm not in the jail when it floods.
[02:34:20.715 --> 02:34:21.815]  I'll just see you later.
[02:34:23.516 --> 02:34:24.537]  You're with Alcada.
[02:34:26.958 --> 02:34:29.320]  So this is the seriousness of what's going on.
[02:34:31.167 --> 02:34:39.154]  Meanwhile, we've got this lawmaker who sits over the committee that writes all the DWI and checkpoint laws, caught drunk twice, and he says, I'm above the law of the judge.
[02:34:39.615 --> 02:34:41.316]  I'm a member of the legislature.
[02:34:41.676 --> 02:34:43.098]  I'm above the law.
[02:34:43.638 --> 02:34:44.659]  I'm God.
[02:34:47.762 --> 02:34:49.643]  Really, they don't call themselves servants anymore.
[02:34:49.744 --> 02:34:52.026]  It's officials, authorities.
[02:34:52.306 --> 02:34:52.886]  Think about that.
[02:34:54.308 --> 02:34:57.050]  Let's start calling them God-humans, God-lords.
[02:34:58.298 --> 02:35:01.359]  Well, I guess kings do call themselves sovereigns and lords.
[02:35:02.179 --> 02:35:03.819]  Oh, Lord, Governor.
[02:35:04.239 --> 02:35:05.880]  Oh, so gracious.
[02:35:06.000 --> 02:35:07.000]  I am your slave.
[02:35:07.080 --> 02:35:07.580]  Good.
[02:35:08.200 --> 02:35:09.360]  That's what America's all about.
[02:35:09.380 --> 02:35:10.661]  I'm going to go quickly through your calls.
[02:35:11.141 --> 02:35:12.421]  Jamie in Kentucky, go ahead.
[02:35:13.181 --> 02:35:19.402]  Yes, I believe the floodwaters were caused by our own government.
[02:35:19.442 --> 02:35:20.603]  They blew up the levees.
[02:35:20.923 --> 02:35:21.843]  What do you think, Alex?
[02:35:21.883 --> 02:35:26.984]  Well, people have said that, and they're the only place I've seen it confirmed by a decent source.
[02:35:27.839 --> 02:35:29.099]  Well, what about Mrs. Sheehan?
[02:35:29.119 --> 02:35:29.859]  What happened there?
[02:35:29.879 --> 02:35:31.100]  I read something that she was arrested.
[02:35:31.120 --> 02:35:31.920]  Yes, thanks for the call.
[02:35:31.940 --> 02:35:33.920]  I'll comment on that.
[02:35:58.183 --> 02:35:59.544]  They marched up to the front gate.
[02:35:59.584 --> 02:36:11.910]  They were told to leave three times by the God-man's enforcers, the God-human, the Supreme Leader's enforcers, and they arrested over 100 people.
[02:36:13.851 --> 02:36:15.491]  So that's where it stands right now.
[02:36:16.472 --> 02:36:21.134]  Let's talk to James, or excuse me, Jesse in Alabama.
[02:36:21.254 --> 02:36:22.535]  Jesse in Alabama, go ahead.
[02:36:23.075 --> 02:36:24.736]  Hey, Alex.
[02:36:24.756 --> 02:36:27.397]  You're talking about the welfare and all.
[02:36:27.987 --> 02:36:35.071]  What I'm incensed about is the tax dollars being spent to drug people in these so-called mental health institutions.
[02:36:35.971 --> 02:36:44.355]  And the way they will, if a person or a child doesn't have money for the psychiatric drug, the taxpayers will pay for it.
[02:36:44.876 --> 02:36:50.398]  And then the drug zone insert now admits it massively increases suicide and psychotic breaks.
[02:36:50.959 --> 02:36:53.560]  So when your kid gets more screwed up, then they put you on 2, 3, 4, 5.
[02:36:54.801 --> 02:36:57.382]  The average foster child in Texas is on 4 drugs.
[02:36:58.612 --> 02:36:59.393]  Some on as many as 17.
[02:36:59.773 --> 02:37:02.034]  Then they start having seizures from the drugs.
[02:37:02.514 --> 02:37:03.894]  Then they'll do brain surgery.
[02:37:04.295 --> 02:37:06.155]  It's all about corporate welfare.
[02:37:06.896 --> 02:37:14.239]  And also, these drugs shut down the very parts of the brain that are supposed to be increasing the activity of.
[02:37:14.299 --> 02:37:20.701]  They cause brain damage, shrinking of the brain, retinal leaks, detachments.
[02:37:20.781 --> 02:37:22.742]  I mean, you name it, the list goes on and on.
[02:37:22.762 --> 02:37:23.683]  Oh, it's all on the list.
[02:37:23.763 --> 02:37:26.284]  Yeah, it's all on the list.
[02:37:26.344 --> 02:37:27.044]  Thanks for the call.
[02:37:27.867 --> 02:37:31.528]  I mean, I see these ads like, having trouble having to urinate too much?
[02:37:31.568 --> 02:37:32.908]  Well, just get this new drug.
[02:37:32.928 --> 02:37:43.211]  And then for 30 seconds, nosebleeds, headaches, massive cancers, total death, total annihilation of everything, sleepless nights, dry mouth, vomiting, migraine headaches.
[02:37:43.531 --> 02:37:45.272]  It's like, why would you want to take me?
[02:37:49.313 --> 02:37:52.274]  By the way, I said the average foster child in Texas is on four drugs.
[02:37:53.094 --> 02:37:54.194]  That's psychotropic drugs.
[02:37:54.234 --> 02:37:57.155]  The average teenager in America is on four prescriptions.
[02:37:58.494 --> 02:38:00.194]  I mean, it's just insane.
[02:38:01.175 --> 02:38:02.555]  Let's talk to Kevin in New York.
[02:38:02.615 --> 02:38:03.375]  Kevin, go ahead.
[02:38:03.575 --> 02:38:04.655]  Hello, Alex.
[02:38:05.635 --> 02:38:14.977]  I wrote a letter a couple years ago about Schumer and Kennedy when they wanted to get gun owners as terrorists that time there when Ashcroft was Attorney General.
[02:38:15.437 --> 02:38:15.917]  Okay.
[02:38:16.397 --> 02:38:20.598]  I wrote a letter and I pointed out how that was a disgrace there.
[02:38:22.238 --> 02:38:26.299]  How when gun owners are law-abiding, they're protecting their homes, family, and country.
[02:38:26.892 --> 02:38:29.514]  The next day I had the BCI drive by me.
[02:38:31.295 --> 02:38:37.780]  Well, I don't know that's scientific, though, to have the police drive by you because you wrote a letter.
[02:38:38.160 --> 02:38:41.643]  Well... By the way, do you think your letter got there in a day, or...?
[02:38:41.663 --> 02:38:44.525]  Well, it's in the local paper right in the same county.
[02:38:45.326 --> 02:38:49.269]  And they drove by real, uh... They didn't drive fast by or anything else.
[02:38:49.289 --> 02:38:52.991]  Yeah, but I mean, so your letter got there in one day, and then they... Yeah, basically.
[02:38:53.112 --> 02:38:53.272]  Oh.
[02:38:54.052 --> 02:38:56.254]  Because I'm in the local paper and that sort of thing.
[02:38:57.734 --> 02:38:59.095]  And it was a condensed letter.
[02:39:01.057 --> 02:39:03.219]  You mean you mailed your letter and it was already in the paper?
[02:39:03.239 --> 02:39:07.402]  Well, it was the next couple of days, but I know it was BCI because I know one of them.
[02:39:08.843 --> 02:39:09.884]  I know one of the officers.
[02:39:09.924 --> 02:39:10.945]  Why don't you fill me in?
[02:39:10.985 --> 02:39:11.686]  I'm a little ignorant.
[02:39:11.706 --> 02:39:12.667]  What's the BCI?
[02:39:13.027 --> 02:39:14.889]  Bureau of Criminal Investigations.
[02:39:15.729 --> 02:39:17.431]  It's an arm of the state police.
[02:39:17.871 --> 02:39:21.414]  Okay, so you think you had political harassment because you wrote a letter?
[02:39:21.614 --> 02:39:24.817]  Well, they just noticed it and took a drive-by anyway.
[02:39:26.963 --> 02:39:27.564]  That sort of thing.
