[00:00:07.023 --> 00:00:08.104]  Mainstream media.
[02:22:46.269 --> 02:22:48.150]  But let me ask you a question, Bob.
[02:22:48.530 --> 02:22:51.372]  I mean, couldn't this just be a real hurricane?
[02:22:51.612 --> 02:23:02.218]  I mean, we had the meteorologist on the last hour who thinks that it's some group, and I have the Secretary of Defense, you know, Cohen, back under Clinton, saying they do have these weapons.
[02:23:03.138 --> 02:23:06.740]  But, I mean, how do we know that this could be some type of organized event?
[02:23:06.780 --> 02:23:09.322]  I mean, I follow your same train of thought.
[02:23:09.582 --> 02:23:11.663]  I am very skeptical and I want to see proof.
[02:23:12.223 --> 02:23:14.925]  But you have to remember, too, Alex, and you know this,
[02:23:15.669 --> 02:23:20.672]  No detective solves a crime by the perpetrator just admitting to it.
[02:23:20.712 --> 02:23:29.298]  He has to chase down clues and evidence and then if he's lucky he will be successful and he will be correct and he will find the person who committed the crime.
[02:23:29.318 --> 02:23:32.300]  Well, I know that the thing can't be ignored out of hand.
[02:23:32.700 --> 02:23:33.761]  No, but you're right.
[02:23:33.801 --> 02:23:40.085]  The patterns are similar and I could see how anybody would believe that these storms are perfectly natural.
[02:23:40.465 --> 02:23:44.368]  But the genesis of Katrina and the other storms
[02:23:46.204 --> 02:23:51.046]  Ivan and these other storms have characteristically different patterns of their genesis.
[02:23:51.847 --> 02:24:10.217]  And one thing that Mr. Stevens may not have had a chance to tell you was that Mr. Bearden disclosed that there were two friendly nations, he didn't name them, that have these devices, that they have used them before to assist us, and I'm not talking about the neocon America,
[02:24:10.922 --> 02:24:12.643]  The upper crust, plutocratic America.
[02:24:12.663 --> 02:24:15.225]  I'm talking about the American middle class, the heart of America.
[02:24:15.946 --> 02:24:20.329]  And I think I saw a battle going on on that storm.
[02:24:20.609 --> 02:24:31.777]  You remember, you were talking about it yesterday, how they were building up the disaster that this storm was going to bring, and then it seemed like an anticlimactic thing, and it didn't seem like it was going to be all that bad.
[02:24:32.117 --> 02:24:36.240]  And then after the fact, then they said, well, it's worse than we even thought.
[02:24:38.556 --> 02:24:44.299]  Did you know that the chemtrail patterns have moderated in Texas, especially over Austin?
[02:24:44.980 --> 02:24:46.481]  I live out in Wembley to the west of you.
[02:24:46.501 --> 02:24:47.841]  Yeah, there haven't been as much.
[02:24:48.041 --> 02:24:49.342]  Well, let me tell you what they're doing.
[02:24:49.382 --> 02:24:50.343]  I watch them every night.
[02:24:50.583 --> 02:24:51.683]  There's a dozen planes.
[02:24:52.364 --> 02:24:54.405]  And they lay the trails down where I live.
[02:24:54.965 --> 02:24:56.326]  And they're doing it at night now.
[02:24:56.646 --> 02:25:00.648]  Because I know all the traffic patterns for San Antonio and Austin and this whole general area.
[02:25:00.989 --> 02:25:03.290]  And I watch them every night laying down their trails.
[02:25:04.249 --> 02:25:09.150]  So, another thing about New Orleans, what's going to happen when these people can't pay their property taxes?
[02:25:09.511 --> 02:25:11.151]  Who's going to scoop up that property?
[02:25:12.151 --> 02:25:20.774]  And maybe that's when they'll pump it out and say, well, we can salvage the city after all, after they've scooped up everybody's property, because they can't pay their property taxes.
[02:25:20.814 --> 02:25:21.574]  There's no job.
[02:25:21.854 --> 02:25:23.495]  There's no way for them to recover.
[02:25:23.615 --> 02:25:26.276]  Oh, I bet you in a year they're not going to forgive property tax.
[02:25:26.296 --> 02:25:27.456]  They're not going to forgive anything.
[02:25:28.156 --> 02:25:31.077]  Well, I'm making a wager that Houston's going to be next.
[02:25:33.656 --> 02:25:34.677]  We'll see if you're right, Bob.
[02:25:34.697 --> 02:25:35.538]  Thanks for calling.
[02:25:35.858 --> 02:25:36.559]  I appreciate it.
[02:25:37.660 --> 02:25:38.440]  Who's up next here?
[02:25:39.702 --> 02:25:41.203]  Tim in Ohio, you're on the air.
[02:25:41.283 --> 02:25:41.743]  Go ahead.
[02:25:42.824 --> 02:25:43.465]  Good afternoon, Alex.
[02:25:43.765 --> 02:25:44.146]  Hi, buddy.
[02:25:44.406 --> 02:25:52.293]  You said something earlier when you were talking to Scott Stevens that really got me to thinking about when you said they were like totally descending into anarchism.
[02:25:53.214 --> 02:25:57.838]  Now, it almost seems like they are intentionally
[02:25:58.464 --> 02:26:02.967]  The difference is they had time to plan it, and execute it, and
[02:26:24.099 --> 02:26:27.200]  That's a very corrupt city, a large criminal element.
[02:26:27.220 --> 02:26:28.341]  I mean, you heard the caller earlier.
[02:26:28.381 --> 02:26:43.186]  It's true that routinely, you know, Chicago and New Orleans vie for the murder capital, for the crown, and there is a very large criminal element that just as soon kill you as look at you.
[02:26:44.007 --> 02:26:48.528]  And the police are very corrupt, you know, predominantly, and only seem to care about themselves.
[02:26:49.109 --> 02:26:50.409]  I mean, that's not a stretch, folks.
[02:26:50.449 --> 02:26:52.710]  Everybody knows New Orleans is about as corrupt as it gets.
[02:26:53.656 --> 02:26:56.477]  And, uh, I mean, it's just a disaster.
[02:26:56.537 --> 02:26:58.758]  I mean, government cannot deal with something this big.
[02:26:58.778 --> 02:26:59.698]  They never can.
[02:26:59.718 --> 02:27:00.479]  They never will.
[02:27:00.499 --> 02:27:10.922]  Uh, only, the only time governments can deal with this is if they've got a trained citizen, uh, civil emergency militia.
[02:27:11.183 --> 02:27:17.265]  One more thing that's interesting, they're taking them to Texas where they openly said yesterday they'll bring them into the education system.
[02:27:17.665 --> 02:27:22.847]  And isn't that a good place to have a bunch of stressed kids in the T-MAP system where they can get them all on these SSRIs?
[02:27:24.295 --> 02:27:27.138]  Oh yeah, the globalists will have a field day because that's what they are.
[02:27:27.178 --> 02:27:28.379]  They're carrion eaters.
[02:27:28.780 --> 02:27:34.506]  The globalists are opportunistic parasites and they eat rotten societies.
[02:27:36.108 --> 02:27:36.989]  We're on the march.
[02:27:37.489 --> 02:27:39.091]  The empire's on the run.
[02:27:40.012 --> 02:27:42.695]  Alex Jones and the GCN Radio Network.
[02:27:46.340 --> 02:27:52.702]  Why continue to suffer from pain, illness, and disease when natural health and wellness therapies are within your reach?
[02:27:52.922 --> 02:27:57.944]  Hundreds of people report improved health and wellness using the Rife Frequency Technology.
[02:27:58.264 --> 02:28:06.167]  In the 1920s, research scientist Royal Raymond Rife discovered that disease organisms can be destroyed using resonant frequencies.
[02:28:06.307 --> 02:28:13.350]  The BioSolutions Frequency Instrument uses this same technology for relief or elimination of pain and disease conditions.
[02:28:13.570 --> 02:28:14.791]  There are no side effects.
[02:28:14.931 --> 02:28:18.332]  Join others in discovering a return to natural health and wellness.
[02:28:18.392 --> 02:28:19.513]  Don't just treat symptoms.
[02:28:19.793 --> 02:28:21.073]  Eliminate the cause.
[02:28:21.273 --> 02:28:28.096]  BioSolutions has over 550 pre-programmed auto-sequences for various health conditions and is very easy to use.
[02:28:28.216 --> 02:28:30.718]  Customer satisfaction is guaranteed or your money back.
[02:28:30.858 --> 02:28:33.799]  For more information call Alternative Technologies toll free.
[02:28:34.019 --> 02:28:34.059]  866-885-6625.
[02:28:34.079 --> 02:28:34.119]  866-885-6625.
[02:28:34.139 --> 02:28:35.202]  One more time, that's 866-885-6625.
[02:28:45.962 --> 02:28:47.583]  Hello folks, Alex Jones here.
[02:28:47.703 --> 02:28:51.826]  You know Berkey water filters have been removing pathogenic bacteria for years.
[02:28:51.946 --> 02:28:54.827]  But what about those unhealthy chemicals and heavy metals in your water?
[02:28:54.907 --> 02:29:01.632]  The powerful black Berkey purification elements fit most gravity filters and dramatically increase their power to extract waterborne contaminants.
[02:29:01.812 --> 02:29:04.814]  Best of all, they filter much faster than ordinary gravity elements.
[02:29:05.014 --> 02:29:07.415]  This means it takes much less time to filter your water.
[02:29:07.535 --> 02:29:15.440]  Black Berkey elements not only remove pathogenic bacteria, cysts and parasites, but also remove trihalomethanes and volatile organic elements such as
[02:29:15.520 --> 02:29:27.003]  Capazine, Benzene, Chloride and Chloroform, MTBE, Radon-222, foul taste and obnoxious odors like sulfur, even nitrates and unwanted heavy metals such as lead, mercury and aluminum are extracted.
[02:29:27.163 --> 02:29:34.785]  Supercharge your gravity filter today and order a 2-pack of Black Berkey Purification Elements for only $96 or a 4-pack for only $175 by calling New Millennium at 888-803-4438.
[02:29:34.825 --> 02:29:35.126]  That's 888-803-4438.
[02:29:35.146 --> 02:29:37.126]  Or order on the web at berkeywater.com.
[02:29:47.777 --> 02:29:54.646]  You know that for nuclear threats and their deadly radiation, the federal government has been openly announcing that it's no longer a matter of if but when.
[02:29:54.906 --> 02:29:57.289]  What you need to know next is, what is happening?
[02:29:57.529 --> 02:29:59.472]  Is your family safe right where you are?
[02:29:59.812 --> 02:30:05.179]  Only a personal radiation detector that's always with you and on can give you that instant assurance.
[02:30:05.559 --> 02:30:09.842]  The keychain-attachable Nuke Alert was specifically designed to meet this critical crisis need.
[02:30:10.282 --> 02:30:18.187]  Small, portable, and on 24 hours a day, with its 10-year battery, the Nuke Alert is always with you to alert you to dangerous levels of radiation.
[02:30:18.367 --> 02:30:23.411]  The patented Nuke Alert has even passed the rigorous military EMP test and has been acquired by the U.S.
[02:30:23.451 --> 02:30:25.452]  military and numerous other government agencies.
[02:30:25.952 --> 02:30:29.096]  See the Keychain Attachable Nuke Alert at nukealert.com.
[02:30:29.336 --> 02:30:31.819]  That's N-U-K-A-L-E-R-T dot com.
[02:30:32.019 --> 02:30:33.421]  Or call 830-672-8734.
[02:30:33.621 --> 02:30:38.407]  See the Keychain Attachable Nuke Alert at nukealert.com.
[02:30:38.627 --> 02:30:40.970]  That's N-U-K-A-L-E-R-T dot com.
[02:30:41.070 --> 02:30:41.571]  Or call 830-672-8734.
[02:30:47.194 --> 02:30:52.358]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[02:30:53.019 --> 02:30:55.361]  Because there's a war on for your mind.
[02:30:57.182 --> 02:31:01.566]  There's a certain morbid fascination that I think a lot of people are showing.
[02:31:02.026 --> 02:31:03.447]  Almost like it's an entertainment.
[02:31:05.209 --> 02:31:13.736]  This spectacle we're seeing, this spectacle of calamity that we're witnessing unfold in New Orleans and surrounding areas.
[02:31:15.339 --> 02:31:16.599]  I have nothing but foreboding.
[02:31:18.740 --> 02:31:21.880]  Everything's an atmosphere of martial law the last six months.
[02:31:21.920 --> 02:31:22.881]  Martial law's coming.
[02:31:22.921 --> 02:31:23.581]  It's good.
[02:31:23.621 --> 02:31:24.741]  It's for your own good.
[02:31:27.021 --> 02:31:29.882]  Like clockwork, the crises that are needed come along.
[02:31:30.362 --> 02:31:34.383]  The 7-7 bombings, which the evidence totally documents was an inside job.
[02:31:34.403 --> 02:31:36.863]  9-11 and just all of it.
[02:31:38.584 --> 02:31:39.764]  All the things that are happening.
[02:31:41.144 --> 02:31:46.347]  We're not talking about the Iraq War and the roadside bombings and the thousands of dead troops now.
[02:31:49.628 --> 02:32:02.074]  We've got to look at all the other things that are happening while we're busy, focused, and I think we should be focused, on the tragic events that are taking place in Louisiana and Mississippi.
[02:32:02.814 --> 02:32:10.218]  But a city underwater, predominantly underwater, 80% of it underwater, dead bodies floating around, sharks feeding on them,
[02:32:11.181 --> 02:32:13.542]  Armed bands of criminals running around.
[02:32:13.562 --> 02:32:16.143]  It's just horrible.
[02:32:16.543 --> 02:32:23.105]  And there's your precious government that didn't repair the dikes.
[02:32:23.725 --> 02:32:26.346]  Their own FEMA report said it would devastate the city.
[02:32:26.766 --> 02:32:27.886]  Some reports were even worse.
[02:32:28.106 --> 02:32:28.967]  500,000 dead.
[02:32:30.967 --> 02:32:32.308]  And the government cut the funding.
[02:32:33.688 --> 02:32:34.568]  Down to almost nothing.
[02:32:35.329 --> 02:32:36.729]  And Bush won't get in trouble for that.
[02:32:37.631 --> 02:32:42.937]  People keep saying terrorists are coming across the border with suitcase nukes and we're going to get nuked.
[02:32:42.977 --> 02:32:44.018]  Chertoff has been saying it.
[02:32:47.771 --> 02:33:03.738]  People like Dick Cheney saying it, and then Pabbie Cannon comes out and others come out and go, well, if there is a terrorist attack or if a bunch of terrorists that came across the southern border take over the school and kill a bunch of kids, which the FBI is saying they've got intelligence on, Black Bush will be impeached!
[02:33:03.778 --> 02:33:04.598]  It'll be his fault!
[02:33:04.939 --> 02:33:05.219]  No!
[02:33:05.279 --> 02:33:06.159]  He won't be impeached!
[02:33:06.179 --> 02:33:14.903]  He'll be there on the scene and you'll worship him and his approval rating will go up and thank God we've got George Bush on the job, leaving the border wide open.
[02:33:16.502 --> 02:33:20.464]  There is a disconnect with reality, with so many people out there.
[02:33:22.504 --> 02:33:34.568]  And, you know, gas prices at $6 a gallon in Atlanta, Georgia, and going over $3 on average in the rest of the country, and oil at $75 a barrel.
[02:33:34.628 --> 02:33:37.329]  I mean, this is serious business.
[02:33:39.550 --> 02:33:43.651]  Alright, we're going to go to somebody who's been holding for eons, John in Ohio, and then
[02:33:44.685 --> 02:34:10.521]  Paul and Ron and a few others and I've got some other a few little news items I haven't hit on yet in the last 25 minutes we've got left here but a few months ago I had Ted Anderson on the show and he's the owner of Midas Resources but also is the owner of the GCN Radio Network and he has poured his heart, his soul, his treasure into this network that has really become successful in the last few years.
[02:34:10.581 --> 02:34:13.623]  I mean we are reaching so many people, we have so many new affiliates
[02:34:14.715 --> 02:34:24.883]  It's nothing less than miraculous, I mean, that so many stations will put us on the air and let us tell the truth, but we've proven that we've got a good track record and that we're not just shooting our mouths off.
[02:34:25.443 --> 02:34:32.748]  The truth is stranger than fiction, but I had him on a few months ago and, you know, he was saying, gold is kind of low right now, you might want to buy some.
[02:34:32.768 --> 02:34:36.671]  You know, inflation's out of control, the housing bubble's in trouble.
[02:34:37.752 --> 02:34:43.316]  You know, now is the time to buy a commodity that isn't fiat, that cannot be devalued down to nothing.
[02:34:45.393 --> 02:34:52.418]  And, uh, Ted has gold that was purchased last week by Midas at last week's prices.
[02:34:53.238 --> 02:34:55.700]  Yes, he's selling it at last week's prices.
[02:34:56.640 --> 02:34:58.462]  I mean, I challenge you to find it lower.
[02:34:59.262 --> 02:35:06.267]  And, uh, this is it for now, because gold is up by, what, $10 an ounce, which is a huge move in just the last few days.
[02:35:06.967 --> 02:35:11.750]  And so we're going to spend a few minutes with Ted Anderson, and he's got $5 gold pieces, which are very affordable.
[02:35:12.491 --> 02:35:14.052]  You know, half ounces of gold.
[02:35:15.021 --> 02:35:18.164]  Hey Alex, it's great to be back up again and you're talking about the gold.
[02:35:18.184 --> 02:35:20.146]  I was talking to a farmer here just earlier.
[02:35:20.186 --> 02:35:22.748]  Up in the Midwest, how is this
[02:35:43.163 --> 02:35:44.863]  But the media says there's no inflation!
[02:36:06.629 --> 02:36:21.185]  Well, they can say what they want, and the Consumer Price Index right now, they're trying to keep that down, because that keeps a cap on all the retirees that are drawn from Social Security, and all the pension plans for the government, working employees, the military, and so on.
[02:36:21.205 --> 02:36:22.627]  And that thing is a complete fraud!
[02:36:23.007 --> 02:36:29.351]  Oh, the whole thing is just all smoke and mirrors, but you're talking about the gold coins, and we do.
[02:36:29.711 --> 02:36:34.174]  We've got $5 gold pieces right now that are just at a fabulous buying opportunity.
[02:36:34.774 --> 02:36:46.261]  Obviously, I feel very sad about the people that are getting hurt down there with the hurricane, but it's affecting the United States and it's moving like a rash through the entire nation.
[02:36:47.600 --> 02:36:51.603]  You need to have insurance on your portfolio at this time.
[02:36:51.643 --> 02:36:54.245]  You need to have monetary insurance.
[02:36:54.285 --> 02:36:55.306]  And that's what gold is.
[02:36:55.967 --> 02:36:59.710]  And the $5 gold pieces are so nice because they're smaller, they're portable.
[02:37:00.490 --> 02:37:01.791]  It's a great way to have gold.
[02:37:01.851 --> 02:37:05.774]  Right now, currently we have them for $165 a coin.
[02:37:06.475 --> 02:37:09.537]  And if you take them up to the roll, that's $3,300 per roll.
[02:37:10.678 --> 02:37:12.700]  Obviously the prices are increasing in gold.
[02:37:12.740 --> 02:37:15.562]  When the supply gets sold out, these prices will increase as well.
[02:37:16.184 --> 02:37:20.105]  But the thing about it right now is that you can see the handwriting on the wall.
[02:37:20.405 --> 02:37:21.666]  We have inflation here.
[02:37:21.686 --> 02:37:25.987]  This fiat currency is being tested to the furthest extent.
[02:37:26.107 --> 02:37:27.607]  Foreigners don't like to have U.S.
[02:37:27.647 --> 02:37:28.428]  dollars anymore.
[02:37:28.448 --> 02:37:29.348]  They're dumping it.
[02:37:29.868 --> 02:37:35.650]  Major publications are saying we could have an economic September 11th if the dollar continues to get dumped, which it is.
[02:37:37.881 --> 02:37:42.004]  Folks, I feel really good about promoting high quality water filters made in America.
[02:37:42.525 --> 02:37:46.147]  I feel really good about promoting what supports my show, my documentary films.
[02:37:46.688 --> 02:37:52.192]  I feel really good about promoting high quality gold at a very good price.
[02:37:52.572 --> 02:37:54.033]  Well, that's the point Alex.
[02:37:54.093 --> 02:38:10.541]  I mean, a lot of people really appreciate what's being done here with your show, the entire Genesis Communications Network, and there is no way that you can support this network better than to be supporting Midas Resources, because Midas Resources has been the backbone of this network.
[02:38:10.642 --> 02:38:20.867]  One of the reasons why we've been successful is because Midas Resources has stood behind this network 100% through the thick and the thin, and it's been pretty thin sometimes.
[02:38:21.684 --> 02:38:28.370]  So, yeah, if you have the ability to do something at this point, it makes perfect economic sense to be getting in gold at this particular moment.
[02:38:28.510 --> 02:38:29.952]  Now, what are these $5 pieces?
[02:38:30.032 --> 02:38:30.773]  Are they American?
[02:38:31.053 --> 02:38:32.554]  Yeah, these are U.S.
[02:38:32.854 --> 02:38:34.256]  $5 American gold pieces.
[02:38:34.296 --> 02:38:41.102]  They're made right here in the good ol' USA, and it's a perfect way to get something that's private, portable.
[02:38:41.442 --> 02:38:47.368]  Like I said, they're encapsulated in the United States government holders that they originally made them in.
[02:38:47.728 --> 02:38:49.931]  They're all in really perfect shape.
[02:38:49.971 --> 02:38:53.354]  It's a great way to get involved with the precious metals.
[02:38:53.615 --> 02:38:54.335]  $165 a coin.
[02:38:54.656 --> 02:38:57.018]  Most anybody out there can afford to pick up one of those.
[02:38:57.098 --> 02:39:00.001]  It's like filling your tank with gas nowadays.
[02:39:00.562 --> 02:39:01.263]  Absolutely.
[02:39:01.643 --> 02:39:05.687]  And it's $3300 for a roll of what?
[02:39:05.708 --> 02:39:05.687]  $20?
[02:39:05.808 --> 02:39:06.629]  For a roll of $20.
[02:39:07.149 --> 02:39:08.310]  And here's how you get them.
[02:39:08.350 --> 02:39:08.791]  You call 1-800
[02:39:10.927 --> 02:39:22.234]  686-2237 that's 1-800-686-2237 I know that everybody out there right now is thinking about what's going to happen to my financial situation
[02:39:23.418 --> 02:39:26.540]  If you've been thinking about precious metals and you sure certainly should be.
[02:39:27.001 --> 02:39:28.962]  Right now is the time.
[02:39:28.982 --> 02:39:29.542]  Absolutely.
[02:39:29.582 --> 02:39:33.165]  Folks, give Ted a call.
[02:39:33.185 --> 02:39:33.345]  800-686-2237.
[02:39:34.065 --> 02:39:35.987]  So the brokers know what special it is.
[02:39:36.027 --> 02:39:37.327]  Tell them it's an Alex Jones special.
[02:39:37.347 --> 02:39:41.290]  Yeah, just say, mention the Alex Jones special that you'd like to have those $5 gold pieces at $165 or $3,300 a roll.
[02:39:44.532 --> 02:39:45.553]  What are the supplies, Ted?
[02:40:05.114 --> 02:40:07.355]  You know, you're having trouble getting gold right now.
[02:40:07.395 --> 02:40:08.556]  You've got this in stock.
[02:40:08.916 --> 02:40:12.658]  Folks, you need to take advantage of this 800-686-2237.
[02:40:12.698 --> 02:40:14.539]  Ted, thanks for coming on.
[02:40:14.719 --> 02:40:15.800]  Thanks for having me up, Alex.
[02:40:16.020 --> 02:40:16.340]  You bet.
[02:40:16.380 --> 02:40:20.862]  Or you can go to MyersResources.com or GCMLive.com and all those phone numbers are right there.
[02:40:21.282 --> 02:40:28.306]  And I mean, look, folks, Ted supports the network, I mean, for the last six years since he started the network.
[02:40:32.216 --> 02:40:38.381]  This is a great price on the gold, and that's why I asked her to come on, because it's pre-hurricane crisis.
[02:40:39.301 --> 02:40:42.464]  And look, when gold goes up, I don't sell my gold.
[02:40:44.525 --> 02:40:48.088]  I don't go get it out of the safety deposit box and sell it.
[02:40:48.868 --> 02:40:51.730]  And when it goes down, I don't go, ooh, it's gone down, I'm going to sell it.
[02:40:52.651 --> 02:40:57.475]  Because it only fluctuates so much, and it's only been trending upwards the last few years.
[02:40:59.196 --> 02:41:00.557]  It's just an insurance policy.
[02:41:01.681 --> 02:41:04.563]  Frankly, I should put more in the limited cash I've got in the bank.
[02:41:06.385 --> 02:41:08.907]  I've got a little bit of money, you know, for college for my children.
[02:41:09.427 --> 02:41:12.329]  And I thought, you know, why do I even have that in the bank?
[02:41:12.369 --> 02:41:14.851]  I mean, I'm just so busy, I don't call Ted up and buy gold.
[02:41:16.273 --> 02:41:16.713]  I need to.
[02:41:16.793 --> 02:41:17.694]  I need to do that today.
[02:41:17.914 --> 02:41:20.116]  I need to, you know, take advantage of it.
[02:41:23.744 --> 02:41:26.046]  Gold may go down next week or it may go up next week.
[02:41:26.066 --> 02:41:26.807]  It doesn't matter.
[02:41:26.887 --> 02:41:28.128]  Gold is real, folks.
[02:41:28.488 --> 02:41:31.771]  They can devalue those Federal Reserve notes to nothing overnight.
[02:41:32.131 --> 02:41:33.372]  Give them a call 800-686-2237.
[02:41:36.775 --> 02:41:37.255]  Don't wait.
[02:41:37.275 --> 02:41:38.216]  Don't procrastinate.
[02:41:38.316 --> 02:41:40.218]  Get prepared.
[02:41:40.238 --> 02:41:40.278]  800-686-2237.
[02:41:42.059 --> 02:41:44.061]  Okay, let's go to John in Ohio.
[02:41:44.101 --> 02:41:44.961]  Thanks for holding, John.
[02:41:45.021 --> 02:41:45.382]  Go ahead.
[02:41:47.844 --> 02:41:48.124]  Yes, sir.
[02:41:48.144 --> 02:41:48.484]  Go ahead.
[02:41:48.504 --> 02:41:49.725]  Can you hear me?
[02:41:49.905 --> 02:41:50.306]  Yes, I can.
[02:41:50.805 --> 02:41:52.326]  Well, it's a pleasure talking to you.
[02:41:52.627 --> 02:41:53.727]  Nice to talk to you, my friend.
[02:41:53.747 --> 02:41:54.288]  Thanks for holding.
[02:41:54.308 --> 02:41:54.648]  Go ahead.
[02:41:54.808 --> 02:41:55.589]  Good.
[02:41:55.849 --> 02:41:56.570]  You know what they're doing?
[02:41:56.610 --> 02:42:00.953]  They're setting a good stage here for foreign troops to come into this country, don't you?
[02:42:02.194 --> 02:42:05.217]  Well, I know a few more things like this, or there could be a chain reaction.
[02:42:05.257 --> 02:42:08.199]  I mean, look, they're openly on TV talking about foreign asses.
[02:42:09.360 --> 02:42:16.225]  For one, they do not want to send any foreign troops over here with helmets searching my streets, because we're all going to be dead.
[02:42:16.926 --> 02:42:18.808]  That's my opinion, okay?
[02:42:19.388 --> 02:42:20.489]  But what you're doing, you're
[02:42:20.922 --> 02:42:29.069]  Well, what this country is doing is they're letting a president with the mind of an 8 or 10 year old kid with his hands on a nuke.
[02:42:29.129 --> 02:42:29.510]  Period.
[02:42:29.550 --> 02:42:30.350]  That's what he's doing.
[02:42:30.991 --> 02:42:33.573]  And he's not worried about the people down here in Louisiana.
[02:42:34.053 --> 02:42:37.837]  He's more worried about his oil over there in Iraq.
[02:42:38.778 --> 02:42:39.098]  Comment?
[02:42:39.884 --> 02:42:40.604]  No, I agree.
[02:42:40.644 --> 02:42:42.665]  Securing those trillions of dollars of oil.
[02:42:42.705 --> 02:42:45.165]  I mean, Dick Cheney said so in his own PMAG document.
[02:42:45.745 --> 02:42:49.386]  He's too busy wanting blanket amnesty and telling the Border Patrol to stand down.
[02:42:49.406 --> 02:42:53.427]  He's too busy trying to get the assault weapons ban passed and reauthorized.
[02:42:53.807 --> 02:42:55.667]  He's too busy signing on to UNESCO.
[02:42:55.707 --> 02:42:59.588]  He's too busy signing the New Freedom Initiative for forced psychological testing and drugging.
[02:42:59.968 --> 02:43:03.469]  He's too busy passing the National ID Card.
[02:43:04.129 --> 02:43:06.930]  He's too busy militarizing and federalizing our police.
[02:43:07.230 --> 02:43:08.911]  Well, I don't think he's doing all that.
[02:43:08.971 --> 02:43:13.094]  I think he's got to have somebody do all the sign and form because I don't think he's intelligent enough to do it.
[02:43:13.174 --> 02:43:14.395]  Oh, obviously, sir.
[02:43:14.415 --> 02:43:18.758]  When we talk about... I appreciate you saying... When we talk about Bush, we're talking about the figurehead.
[02:43:19.839 --> 02:43:23.621]  I mean, obviously, Bush literally has trouble wiping his own nose.
[02:43:24.261 --> 02:43:28.004]  Well, I think his father's wiping it for him.
[02:43:28.024 --> 02:43:29.845]  That's a very intelligent individual, yes.
[02:43:31.066 --> 02:43:35.229]  Bush really is close... You know, I've said before that he's not really retarded.
[02:43:35.994 --> 02:43:41.556]  I mean, I've seen him give speeches in Texas where, at a certain sneaky, spontaneous level, he's smart.
[02:43:42.276 --> 02:43:47.478]  But when he's being handled, when they're telling him everything he's got to say, he's not a good actor.
[02:43:49.178 --> 02:43:50.599]  And he just doesn't have the skills.
[02:43:50.819 --> 02:43:51.419]  Definitely not.
[02:43:52.519 --> 02:43:57.221]  And I know you're busy down there in Louisiana, and they've got a lot more information for you.
[02:43:58.161 --> 02:44:00.542]  So I'm going to get off quick, but I've got a lot more for you.
[02:44:00.582 --> 02:44:02.442]  Maybe tomorrow or the next day I'll call you back.
[02:44:02.642 --> 02:44:03.823]  Okay, well God bless you, John.
[02:44:03.843 --> 02:44:04.743]  I appreciate the call.
[02:44:05.430 --> 02:44:06.690]  Thank you for holding patiently.
[02:44:06.851 --> 02:44:08.011]  Paul in Indiana.
[02:44:08.031 --> 02:44:08.651]  Go ahead, Paul.
[02:44:08.951 --> 02:44:09.351]  Hey, Alex.
[02:44:09.371 --> 02:44:10.072]  How are you doing?
[02:44:10.372 --> 02:44:10.552]  Good.
[02:44:11.032 --> 02:44:12.993]  A couple questions for you quickly.
[02:44:13.433 --> 02:44:19.135]  You talked about the funding for the levy system in Louisiana being lashed.
[02:44:19.835 --> 02:44:21.135]  How do I get that information?
[02:44:21.195 --> 02:44:23.916]  Because people don't believe you until you can show them something.
[02:44:23.936 --> 02:44:26.037]  Well, I mean, have you been to prisonplanet.com?
[02:44:27.051 --> 02:44:28.712]  I've been on InfoWars.
[02:44:28.732 --> 02:44:29.813]  I haven't been on Prison Planet.
[02:44:29.833 --> 02:44:31.033]  Well, it should be on InfoWars.
[02:44:31.114 --> 02:44:32.474]  I saw it being updated.
[02:44:33.335 --> 02:44:35.736]  Let me dig it out.
[02:44:35.796 --> 02:44:37.577]  Who opened the floodgates is the headline.
[02:44:37.978 --> 02:44:40.319]  And the whole article is linked to FEMA statements.
[02:44:40.919 --> 02:44:46.243]  The whole article is linked to statements a year or two years ago by New Orleans newspapers.
[02:44:47.343 --> 02:44:48.804]  But, I mean, it's all right there.
[02:44:48.824 --> 02:44:51.906]  FEMA complained in 2002 and said, what are you doing?
[02:44:52.626 --> 02:44:54.047]  The local FEMA people aren't bad.
[02:44:54.087 --> 02:44:54.928]  It's the higher-ups.
[02:44:55.635 --> 02:44:56.796]  We've got to repair these.
[02:44:57.056 --> 02:45:00.819]  If there's even a glancing blow, the city will be underwater.
[02:45:00.859 --> 02:45:05.083]  I mean, we'll equalize with Pontchartrain, the lake.
[02:45:05.103 --> 02:45:08.485]  People need to know about that, that's for sure.
[02:45:08.826 --> 02:45:16.472]  Well, finally, it has been picked up by Salon, which is pretty mainstream, Salon.com.
[02:45:16.512 --> 02:45:23.337]  It has been picked up by Yahoo, and I did see a mention of it on CNN's website with a mayor complaining.
[02:45:24.525 --> 02:45:28.970]  Second question is the martial law in New Orleans.
[02:45:29.710 --> 02:45:31.773]  Is that just for New Orleans or was that for the whole state?
[02:45:31.793 --> 02:45:32.794]  No, that was the whole state.
[02:45:32.834 --> 02:45:36.437]  They announced that Tuesday on CBS News, we have that headline.
[02:45:36.778 --> 02:45:38.580]  Then they said, oh no, that's a rumor.
